MinBehavPdf,DivergenceHarmonic,InitialBound,MeanIW,InitialReturnMin,MinTargetPdf,InitialReturnMean,EmpiricalD2Arithmetic,InitialReturnStd,ReturnStepMax,EpThisIter,TimeElapsed,TimestepsSoFar,StdIW,MeanEntropy,MeanD2-0,ESSRenyiHarmonic,MinIW,Inner Iteration,Iteration,MaxIW,EpLenMean,EpisodesSoFar,Bound,ReturnStepMaxmin,InitialReturnMax,ESSRenyiArithmetic,EpRewMean,EmpiricalD2Harmonic,ReturnMeanIW
-107.53897,1.0556245,-209502.94,1.0060574,,-107.53897,414.40778,1.0,173.17651,9.999997,100,403.1104085445404,44621,0.12461532,1.1980551,1.0,100.0,0.7127402,1,19,1.4193902,42.46,1900,-203430.22,9.999997,879.77563,100.0,414.407753268702,1.0,195437.75
-154.6777,1.054686,-264429.0,0.9963313,,-154.6777,427.30334,1.0,253.66037,10.0,100,434.02928352355957,48996,0.13356495,1.1939707,1.0,100.0,0.70643324,1,20,1.284378,43.75,2000,-247675.03,10.0,1319.4509,100.0,427.3033564560956,1.0,229705.77
-141.59799,1.179185,-218232.4,0.99916875,,-141.59799,398.62112,1.0,211.83109,10.0,100,447.3478353023529,53084,0.2354198,1.1932944,1.0,100.0,0.5912206,1,21,1.9887375,40.88,2100,-197247.47,10.0,1199.5288,100.0,398.6211481305317,1.0,181544.03
-124.175964,1.0025764,-250289.67,1.0037758,19.96251,-124.175964,445.20554,1.0,204.04932,9.999998,100,482.0430552959442,57638,0.030705325,1.175004,1.0,100.0,0.91452044,1,22,1.085937,45.54,2200,-249707.2,9.999998,1019.4693,100.0,445.20555794605303,1.0,239248.22
-171.62106,1.0089307,-254134.62,0.9981188,9.981842,-171.62106,437.4081,1.0,206.98093,9.999998,100,506.41261100769043,62114,0.051310603,1.1740586,1.0,100.0,0.8609759,1,23,1.1801053,44.76,2300,-253172.84,9.999998,1409.5208,100.0,437.4081086080267,1.0,233116.3
-177.6464,1.082182,-227426.67,0.9949152,,-177.6464,407.516,1.0,202.03036,9.999998,100,515.0980393886566,66291,0.19566852,1.1729256,1.0,100.0,0.49879673,1,24,1.5969352,41.77,2400,-213391.58,9.999998,1429.6198,100.0,407.51600387511616,1.0,192023.1
-129.24643,1.0655797,-268435.66,0.9881372,,-129.24643,459.80505,1.0,209.12202,10.0,100,544.8443834781647,70991,0.12667403,1.1760862,1.0,100.0,0.72146094,1,25,1.3122507,47.0,2500,-257660.86,10.0,1149.624,100.0,459.8050320632132,1.0,243949.3
-127.975426,1.0341921,-272012.16,1.0067234,,-127.975426,457.7066,1.0,223.92221,9.999997,100,574.1071121692657,75670,0.1126942,1.1682267,1.0,100.0,0.7759776,1,26,1.3199421,46.79,2600,-267862.2,9.999997,1109.6658,100.0,457.7066237368251,1.0,255276.78
-116.749374,1.0880113,-245767.55,0.99967146,,-116.749374,447.1218,1.0,194.19824,10.0,100,581.7583727836609,80243,0.15102433,1.1669761,1.0,100.0,0.5964079,1,27,1.3655246,45.73,2700,-234917.78,10.0,899.7731,100.0,447.1217690371297,1.0,226430.56
-119.078606,1.0211682,-259371.3,0.99975914,,-119.078606,456.9012,1.0,204.76968,9.999998,100,612.0926282405853,84914,0.08892178,1.1655917,1.0,100.0,0.78132415,1,28,1.2672085,46.71,2800,-253654.52,9.999998,929.43115,100.0,456.90123850976806,1.0,244881.17
-142.30124,0.9999982,-275849.34,1.0,,-142.30124,447.40985,1.0,250.70782,9.999999,100,637.4872682094574,89490,,1.1703489,1.0,100.0,1.0,1,29,1.0,45.76,2900,-275849.34,9.999999,1129.388,100.0,447.4098253007896,1.0,263029.94
-127.467995,1.0386928,-267937.94,1.0062507,,-127.467995,451.0004,1.0,232.1292,9.999997,100,640.7818913459778,94102,0.111466825,1.1703489,1.0,100.0,0.80914533,1,30,1.3691654,46.12,3000,-261543.8,9.999997,1029.5255,100.0,451.0003917238207,1.0,250687.03
-175.82828,1.0000062,-327472.5,1.0,,-175.82828,493.49948,1.0,245.17021,10.0,100,663.3547024726868,99139,,1.1672533,1.0,100.0,1.0,1,31,1.0,50.37,3100,-327472.5,10.0,1539.5713,100.0,493.4995305082207,1.0,303650.22
-145.3957,0.99999535,-319957.2,1.0000012,9.985495,-145.3957,509.69778,1.0,209.07082,9.999999,100,666.8185918331146,104338,8.267454e-06,1.1672533,1.0,100.0,0.9999695,1,32,1.0000153,51.99,3200,-319956.56,9.999999,1279.5383,100.0,509.69781215835553,1.0,303501.94
-155.39706,1.067556,-274020.66,0.9983313,,-155.39706,457.5033,1.0,220.25502,9.999997,100,671.6189422607422,109015,0.17715378,1.1672533,1.0,100.0,0.5729039,1,33,1.6073127,46.77,3300,-263029.25,9.999997,1269.5668,100.0,457.5032765614944,1.0,246291.83
-140.00204,1.1556964,-309138.12,0.9852273,,-140.00204,494.09735,1.0,222.63116,10.0,100,685.6907362937927,114058,0.19641522,1.1673713,1.0,100.0,0.52506876,1,34,1.9279622,50.43,3400,-286833.22,10.0,1239.5117,100.0,494.0973740439181,1.0,270233.3
-118.27003,1.0165071,-275299.84,1.0104287,9.980696,-118.27003,470.29758,1.0,209.95792,9.999997,100,708.6001253128052,118863,0.06780247,1.1678025,1.0,100.0,0.85469294,1,35,1.3135529,48.05,3500,-272762.2,9.999997,999.3685,100.0,470.2975600868737,1.0,262642.0
-114.453186,1.0230492,-281965.7,1.0013609,,-114.453186,472.60556,1.0,217.55301,10.0,100,735.6743927001953,123691,0.089104645,1.1662599,1.0,100.0,0.8002556,1,36,1.370932,48.28,3600,-276918.75,10.0,1059.4275,100.0,472.60554135083294,1.0,265509.1
-158.34348,0.9999987,-347791.56,0.999999,9.98614,-158.34348,513.082,1.0,251.24686,10.0,100,753.3877859115601,128924,6.900612e-06,1.1632724,1.0,100.0,0.9999695,1,37,1.0000153,52.33,3700,-347790.3,10.0,1459.6619,100.0,513.0819823100245,1.0,326376.88
-158.77974,0.9999982,-383807.94,0.9999935,,-158.77974,542.28705,1.0,267.7651,9.999999,100,762.4498767852783,134449,1.8646197e-05,1.1632724,1.0,100.0,0.99993896,1,38,1.0000458,55.25,3800,-383804.25,9.999999,1339.5576,100.0,542.2870769223154,1.0,365769.72
-119.46309,1.0076448,-285838.47,0.9970836,19.962112,-119.46309,490.3977,1.0,186.80533,10.0,100,770.0747110843658,139455,0.043406963,1.1632724,1.0,100.0,0.8877778,1,39,1.1202717,50.06,3900,-282353.28,10.0,1019.8009,100.0,490.39772701502,1.0,271861.06
-142.88683,0.9999912,-307620.97,1.0000015,,-142.88683,483.39066,1.0,235.90096,9.999999,100,782.9832410812378,144391,1.27891735e-05,1.159973,1.0,100.0,0.9999695,1,40,1.0000305,49.36,4000,-307620.4,9.999999,1349.5741,100.0,483.3906436992191,1.0,289315.22
-219.99356,1.0323768,-362142.4,1.0126289,,-219.99356,513.89764,1.0,260.75497,9.999999,100,787.8909130096436,149632,0.10153713,1.159973,1.0,100.0,0.7551622,1,41,1.3168441,52.41,4100,-356527.62,9.999999,1729.385,100.0,513.8976630094077,1.0,325986.5
-147.70386,1.0765791,-282401.22,1.0012625,19.961235,-147.70386,471.19473,1.0,211.97577,10.0,100,801.2751305103302,154446,0.16044052,1.1597935,1.0,100.0,0.739709,1,42,1.6820861,48.14,4200,-274022.94,10.0,1239.5807,100.0,471.1947218630167,1.0,257999.53
-130.39093,1.1012439,-321968.06,1.0010539,9.979967,-130.39093,503.69666,1.0,231.41208,10.0,100,810.8738045692444,159585,0.17140633,1.1603557,1.0,100.0,0.56481415,1,43,1.7382243,51.39,4300,-300954.1,10.0,1209.6455,100.0,503.69662295370813,1.0,285521.44
-139.2432,1.0577126,-283016.03,1.0226896,9.981613,-139.2432,475.19373,1.0,204.9651,9.999998,100,836.7748243808746,164439,0.16709644,1.1519907,1.0,100.0,0.52415615,1,44,1.5883565,48.54,4400,-271749.97,9.999998,1229.6411,100.0,475.1936892572569,1.0,256121.27
-145.10698,1.0513568,-342490.34,1.0012399,19.967014,-145.10698,524.4771,1.0,225.16653,10.0,100,863.3895547389984,169786,0.12851362,1.1519731,1.0,100.0,0.6590462,1,45,1.6338328,53.47,4500,-334718.25,10.0,1289.5885,100.0,524.4771132385687,1.0,317580.28
-199.20271,1.0696611,-412453.4,1.0097289,9.982363,-199.20271,562.17725,1.0,262.16824,9.999999,100,876.1239581108093,175510,0.13902906,1.1503434,1.0,100.0,0.66173667,1,46,1.4153352,57.24,4600,-399974.7,9.999999,1659.4883,100.0,562.1772979990109,1.0,371349.12
-126.39476,1.0030615,-309729.94,0.9993385,,-126.39476,504.7868,1.0,208.37335,10.0,100,891.9508998394012,180660,0.03252954,1.1502205,1.0,100.0,0.90619975,1,47,1.0876119,51.5,4700,-306854.94,10.0,1069.7252,100.0,504.78679082839005,1.0,295336.6
-175.94724,0.99999964,-386802.03,0.9999976,,-175.94724,546.97925,1.0,256.73224,9.999999,100,915.115166425705,186232,2.310447e-05,1.1499623,1.0,100.0,0.99993896,1,48,1.0000458,55.72,4800,-386799.2,9.999999,1469.5414,100.0,546.9792539166513,1.0,365094.88
-125.23526,1.0244395,-307380.03,0.99701476,29.968365,-125.23526,504.17694,1.0,208.18393,9.999999,100,921.1228277683258,191376,0.107340045,1.1499623,1.0,100.0,0.76465863,1,49,1.469113,51.44,4900,-303686.75,9.999999,989.7307,100.0,504.1769879043872,1.0,293722.16
-143.6932,0.99999774,-412407.0,0.99999976,,-143.6932,571.4765,1.0,263.86295,10.0,100,933.6660583019257,197193,4.330301e-06,1.1498858,1.0,100.0,0.99998474,1,50,1.0000153,58.17,5000,-412406.9,10.0,1269.5221,100.0,571.4764831844353,1.0,396208.88
-124.3227,1.0430313,-333063.53,0.9931011,,-124.3227,523.18396,1.0,215.66994,10.0,100,938.5790326595306,202527,0.12047452,1.1498858,1.0,100.0,0.76867115,1,51,1.4837338,53.34,5100,-327512.47,10.0,1129.7909,100.0,523.1839717231971,1.0,314410.78
-135.19083,1.0829629,-330244.7,1.006858,,-135.19083,532.681,1.0,185.31061,9.999999,100,946.990763425827,207956,0.16893288,1.1481283,1.0,100.0,0.5732274,1,52,1.5136905,54.29,5200,-318455.28,9.999999,1099.7601,100.0,532.6810829229929,1.0,305805.44
-163.16989,1.0000108,-441095.34,0.9999995,9.979172,-163.16989,587.5699,1.0,271.781,10.0,100,969.7649202346802,213934,4.694364e-06,1.1477093,1.0,100.0,0.99998474,1,53,1.0000153,59.78,5300,-441094.97,10.0,1479.2482,100.0,587.5698766256108,1.0,419102.88
-162.36298,1.0000104,-375701.12,1.0,9.98662,-162.36298,548.2709,1.0,231.71645,9.999999,100,976.654944896698,219519,,1.1477093,1.0,100.0,1.0,1,54,1.0,55.85,5400,-375701.12,9.999999,1459.4629,100.0,548.2708163465737,1.0,354293.38
-166.82962,1.00001,-357117.72,0.99999654,,-166.82962,544.4734,1.0,208.40402,10.0,100,980.2337069511414,225066,1.4218405e-05,1.1477093,1.0,100.0,0.9999695,1,55,1.0000305,55.47,5500,-357115.8,10.0,1309.4939,100.0,544.47335140507,1.0,339881.6
-133.04904,1.0272727,-329557.06,1.0088464,,-133.04904,516.88306,1.0,220.00832,10.0,100,988.2677068710327,230337,0.08999967,1.1477093,1.0,100.0,0.7266979,1,56,1.2315047,52.71,5600,-325624.28,10.0,1179.6255,100.0,516.8830306127131,1.0,311449.6
-191.09393,1.0000105,-422183.1,0.9999992,19.974054,-191.09393,563.47186,1.0,272.53506,10.0,100,1004.8963437080383,236074,4.657179e-06,1.1455044,1.0,100.0,0.99998474,1,57,1.0000153,57.37,5700,-422182.7,10.0,1739.386,100.0,563.4718656661028,1.0,391775.47
-126.56678,1.0000095,-344121.94,1.0,9.979565,-126.56678,533.4875,1.0,218.62463,10.0,100,1011.146787405014,241511,,1.1455044,1.0,100.0,1.0,1,58,1.0,54.37,5800,-344121.94,10.0,1079.7006,100.0,533.4875004045906,1.0,332405.62
-141.43564,1.0214715,-328542.1,0.9966358,9.985225,-141.43564,525.2864,1.0,198.90546,9.999998,100,1014.9548528194427,246866,0.093602635,1.1455044,1.0,100.0,0.7074958,1,59,1.2589116,53.55,5900,-324068.03,9.999998,1139.6252,100.0,525.2863773722098,1.0,310875.75
-151.37024,1.0000069,-398124.53,0.99999535,,-151.37024,550.58466,1.0,275.41278,10.0,100,1043.2901647090912,252474,1.7246037e-05,1.1455698,1.0,100.0,0.9999237,1,60,1.0000458,56.08,6000,-398121.44,10.0,1379.6003,100.0,550.5846192115437,1.0,378992.5
-155.07787,1.0000024,-400263.66,1.0,9.98473,-155.07787,551.5704,1.0,273.7041,10.0,100,1049.35258603096,258092,,1.1455698,1.0,100.0,1.0,1,61,1.0,56.18,6100,-400263.66,10.0,1449.6194,100.0,551.570383029586,1.0,379143.8
-177.27017,1.0000027,-474942.1,1.0,19.970253,-177.27017,622.1448,1.0,251.87578,10.0,100,1053.2591230869293,264416,,1.1455698,1.0,100.0,1.0,1,62,1.0,63.24,6200,-474942.1,10.0,1559.2946,100.0,622.1448083702152,1.0,450505.56
-132.36035,1.0000021,-325359.66,0.999999,19.959612,-132.36035,518.18494,1.0,210.34476,9.999999,100,1057.151174545288,269700,5.6925774e-06,1.1455698,1.0,100.0,0.99998474,1,63,1.0000153,52.84,6300,-325359.16,9.999999,1119.6401,100.0,518.1849418501924,1.0,312760.06
-144.63611,1.0687584,-358544.1,1.0216514,,-144.63611,533.1863,1.0,243.5343,10.0,100,1062.2064249515533,275134,0.18201146,1.1455698,1.0,100.0,0.54266286,1,64,1.5707502,54.34,6400,-344343.9,10.0,1219.534,100.0,533.1862574712528,1.0,328891.0
-133.34137,1.0181643,-377869.7,1.0008315,19.966476,-133.34137,558.6747,1.0,230.05931,10.0,100,1070.8150634765625,280823,0.075334705,1.1456952,1.0,100.0,0.7893048,1,65,1.2329524,56.89,6500,-375080.38,10.0,1129.6304,100.0,558.6746864919664,1.0,362139.5
-229.3632,0.99999774,-478947.3,0.9999989,,-229.3632,587.4747,1.0,312.95883,9.999998,100,1080.0559661388397,286800,5.5317737e-06,1.1439342,1.0,100.0,0.9999695,1,66,1.0000153,59.77,6600,-478945.7,9.999998,1889.385,100.0,587.4747138213924,1.0,443068.12
-154.8868,0.99999785,-393284.3,0.999999,,-154.8868,563.27045,1.0,245.07852,9.999999,100,1085.5910885334015,292535,8.108466e-06,1.1439342,1.0,100.0,0.9999695,1,67,1.0000153,57.35,6700,-393283.2,9.999999,1259.6566,100.0,563.2704279205582,1.0,377335.94
-137.72829,0.99999785,-385550.5,0.9999953,9.986731,-137.72829,565.77026,1.0,227.39291,10.0,100,1091.0192704200745,298295,2.683581e-05,1.1439342,1.0,100.0,0.9998779,1,68,1.000061,57.6,6800,-385547.22,10.0,1169.536,100.0,565.7702271034059,1.0,371800.2
-129.25241,0.99999774,-373740.97,0.9999974,,-129.25241,554.80115,1.0,228.95177,9.999998,100,1099.4782679080963,303945,1.5748987e-05,1.1439342,1.0,100.0,0.99993896,1,69,1.000061,56.5,6900,-373739.3,9.999998,1159.7439,100.0,554.8011016734138,1.0,360221.5
-170.31369,0.99999774,-390296.1,0.99999964,,-170.31369,557.88837,1.0,240.09622,10.0,100,1105.3520786762238,309626,5.7713546e-06,1.1439342,1.0,100.0,0.9999695,1,70,1.0000153,56.81,7000,-390295.3,10.0,1459.5588,100.0,557.8884258488083,1.0,368884.9
-171.24266,0.9999974,-444283.53,0.9999993,9.985084,-171.24266,603.95886,1.0,242.85275,9.999999,100,1111.94260263443,315768,6.8364216e-06,1.1439342,1.0,100.0,0.9999695,1,71,1.0000305,61.42,7100,-444283.22,9.999999,1429.5752,100.0,603.9588675730594,1.0,423743.44
-166.85843,0.9999976,-500265.5,0.9999995,,-166.85843,631.6567,1.0,288.51743,10.0,100,1117.0963220596313,322187,4.293455e-06,1.1439342,1.0,100.0,0.99998474,1,72,1.0000153,64.19,7200,-500265.12,10.0,1339.4985,100.0,631.6567337657098,1.0,482232.2
-148.19885,0.999998,-423100.84,0.9999953,,-148.19885,583.25726,1.0,261.63736,9.999999,100,1125.430638551712,328122,5.2614032e-05,1.1439342,1.0,100.0,0.9998627,1,73,1.000145,59.35,7300,-423093.8,9.999999,1199.3889,100.0,583.2572295374675,1.0,408636.03
-190.2854,0.9999976,-465278.75,0.99999833,,-190.2854,594.0637,1.0,285.0492,9.999999,100,1139.091424703598,334165,1.860099e-05,1.1439342,1.0,100.0,0.99993896,1,74,1.0000381,60.43,7400,-465274.75,9.999999,1759.4907,100.0,594.0637388013812,1.0,434160.75
-169.25406,0.99999785,-371220.12,0.99999964,9.983797,-169.25406,547.67914,1.0,228.35287,9.999999,100,1150.2653543949127,339744,4.9435503e-06,1.1439342,1.0,100.0,0.9999695,1,75,1.0000153,55.79,7500,-371219.44,9.999999,1379.3774,100.0,547.6791291002725,1.0,352096.78
-109.39578,0.99999785,-340727.62,1.0,,-109.39578,528.8902,1.0,225.74048,9.999999,100,1155.2591261863708,345135,,1.1439342,1.0,100.0,1.0,1,76,1.0,53.91,7600,-340727.62,9.999999,999.68585,100.0,528.8901592448185,1.0,330683.56
-138.85915,0.99999785,-377766.06,1.0,,-138.85915,545.0845,1.0,256.32248,10.0,100,1159.0366356372833,350688,,1.1439342,1.0,100.0,1.0,1,77,1.0,55.53,7700,-377766.06,10.0,1219.5409,100.0,545.084477238599,1.0,362818.34
-144.34297,0.9999981,-355508.03,1.0,,-144.34297,527.8758,1.0,242.53325,10.0,100,1163.1912796497345,356069,,1.1439342,1.0,100.0,1.0,1,78,1.0,53.81,7800,-355508.03,10.0,1339.4967,100.0,527.8757428420139,1.0,337475.16
-147.15717,0.99999785,-392320.38,0.9999997,,-147.15717,555.9761,1.0,257.8668,9.999999,100,1167.5301163196564,361731,4.1960484e-06,1.1439342,1.0,100.0,0.99998474,1,79,1.0000153,56.62,7900,-392320.03,9.999999,1289.6481,100.0,555.9760733603739,1.0,375604.34
-199.18506,0.99999785,-392542.44,0.9999981,,-199.18506,551.0839,1.0,247.31927,9.999999,100,1172.6338167190552,367344,7.092582e-06,1.1439342,1.0,100.0,0.9999695,1,80,1.0000305,56.13,8000,-392541.75,9.999999,1659.6218,100.0,551.0838860478689,1.0,364859.6
-166.27457,0.9999976,-370812.16,0.9999986,,-166.27457,545.4863,1.0,232.66042,10.0,100,1177.7799439430237,372901,1.1461668e-05,1.1439342,1.0,100.0,0.9999695,1,81,1.0000305,55.57,8100,-370810.75,10.0,1379.4966,100.0,545.486326979668,1.0,351684.78
-160.23315,1.1041256,-410786.97,0.98750967,9.980152,-160.23315,577.4596,1.0,238.9018,10.0,100,1187.7937302589417,378778,0.1782687,1.1439342,1.0,100.0,0.53701216,1,82,1.5557466,58.77,8200,-389140.03,10.0,1419.5736,100.0,577.4595582581784,1.0,367858.28
-158.62132,1.0000087,-410661.5,0.999999,9.979799,-158.62132,573.0735,1.0,253.92287,10.0,100,1210.1193070411682,384611,6.625774e-06,1.1438595,1.0,100.0,0.9999695,1,83,1.0000153,58.33,8300,-410660.38,10.0,1329.7468,100.0,573.0734924179775,1.0,392888.94
-131.75246,1.0601223,-392781.94,1.0061762,19.960703,-131.75246,576.2668,1.0,218.28403,10.0,100,1215.8487193584442,390476,0.14888129,1.1438595,1.0,100.0,0.67801875,1,84,1.4416434,58.65,8400,-382848.9,10.0,1139.5223,100.0,576.2668012761189,1.0,369411.78
-159.35745,1.0000044,-353687.75,1.0,9.981369,-159.35745,532.2849,1.0,230.48547,9.999999,100,1227.086575269699,395901,,1.1435382,1.0,100.0,1.0,1,85,1.0,54.25,8500,-353687.75,9.999999,1309.6023,100.0,532.2848643351344,1.0,336450.72
-208.1647,1.0000046,-419072.88,0.9999986,,-208.1647,560.48236,1.0,276.13583,10.0,100,1230.7107491493225,401608,1.6974745e-05,1.1435382,1.0,100.0,0.99993896,1,86,1.0000458,57.07,8600,-419069.7,10.0,1689.3047,100.0,560.4824056350744,1.0,390388.34
-166.55682,0.99999833,-417682.94,1.0000017,9.979353,-166.55682,580.06915,1.0,246.29546,9.999999,100,1236.8027856349945,407511,1.6797465e-05,1.1435382,1.0,100.0,0.9999695,1,87,1.0000458,59.03,8700,-417682.66,9.999999,1429.6241,100.0,580.0691631664791,1.0,397141.47
-160.07886,1.0201653,-385180.94,0.9854831,,-160.07886,552.57825,1.0,240.48656,10.0,100,1241.8134031295776,413139,0.085838445,1.1435382,1.0,100.0,0.78190863,1,88,1.2899166,56.28,8800,-381479.6,10.0,1479.6658,100.0,552.5782156570023,1.0,359254.44
-135.53708,1.0000083,-380829.6,0.99999803,,-135.53708,558.084,1.0,234.83939,10.0,100,1252.799068927765,418822,6.60754e-06,1.1431414,1.0,100.0,0.99998474,1,89,1.0000153,56.83,8900,-380828.72,10.0,1189.5785,100.0,558.0840025999643,1.0,366606.4
-175.24477,1.0000099,-525563.9,0.9999995,,-175.24477,647.1463,1.0,285.8145,10.0,100,1260.0344078540802,425396,1.941354e-05,1.1431414,1.0,100.0,0.99993896,1,90,1.0000458,65.74,9000,-525560.94,10.0,1579.5511,100.0,647.1462866656963,1.0,500485.3
-177.26285,1.0000083,-408310.53,0.9999975,9.979221,-177.26285,560.27405,1.0,266.83203,9.999998,100,1267.1120157241821,431101,4.868096e-05,1.1431414,1.0,100.0,0.99983215,1,91,1.0001526,57.05,9100,-408301.94,9.999998,1519.4675,100.0,560.2740469027307,1.0,385097.72
-134.79701,1.0000088,-406326.3,0.9999998,,-134.79701,584.2676,1.0,229.30788,9.999998,100,1279.70698428154,437046,4.176155e-06,1.1431414,1.0,100.0,0.99998474,1,92,1.0000153,59.45,9200,-406326.22,9.999998,1109.6622,100.0,584.2675865050479,1.0,393950.62
-148.40594,1.0000088,-423785.22,0.9999884,9.982573,-148.40594,581.9604,1.0,262.98346,10.0,100,1284.8577628135681,442968,8.518148e-05,1.1431414,1.0,100.0,0.9998017,1,93,1.0001755,59.22,9300,-423777.25,10.0,1259.644,100.0,581.960387949478,1.0,407830.22
