ReturnStepMax,InitialBound,ReturnStepMaxmin,InitialReturnStd,TimestepsSoFar,ReturnMeanIW,EmpiricalD2Harmonic,EmpiricalD2Arithmetic,MinBehavPdf,MinIW,StdIW,DivergenceHarmonic,Inner Iteration,InitialReturnMin,MinTargetPdf,MeanEntropy,ESSRenyiHarmonic,MaxIW,EpRewMean,MeanD2-0,MeanIW,Iteration,InitialReturnMax,EpLenMean,EpThisIter,Bound,ESSRenyiArithmetic,InitialReturnMean,EpisodesSoFar,TimeElapsed
9.999999,-559592.0,9.999999,330.56757,1077227,529885.44,1.0,1.0,-190.37921,0.9999695,7.641575e-06,0.99999726,1,9.983373,-190.37921,1.1200997,100.0,1.0000305,648.5454665125988,1.0,0.9999998,191,1719.2151,65.88,100,-559591.3,100.0,648.5454,19100,3620.517156124115
9.999999,-530203.06,9.999999,364.07675,1083338,493569.9,1.0,1.0,-209.0792,0.9999695,4.8300067e-06,0.9999975,1,9.980692,-209.0792,1.1200997,100.0,1.0000153,600.8481260580118,1.0,0.9999997,192,1909.1654,61.11,100,-530202.6,100.0,600.8481,19200,3635.7108147144318
10.0,-557239.06,10.0,329.13046,1089963,533727.6,1.0,1.0,-170.00943,0.9999695,5.493169e-06,0.99999714,1,,-170.00943,1.1200997,100.0,1.0000153,652.2278010479566,1.0,0.9999997,193,1529.4851,66.25,100,-557238.7,100.0,652.2278,19300,3647.987997531891
9.999998,-458575.22,9.999998,302.58817,1095944,437160.0,1.0,1.0,-159.67236,1.0,,0.9999975,1,,-159.67236,1.1200997,100.0,1.0,587.877904066475,1.0,1.0,194,1459.7227,59.81,100,-458575.22,100.0,587.8779,19400,3660.5025539398193
10.0,-585064.7,10.0,386.89703,1102413,555001.06,1.0,1.0,-199.49731,0.9999695,5.096194e-06,0.99999726,1,,-199.49731,1.1200997,100.0,1.0000153,636.6413060201227,1.0,1.0000001,195,1729.5237,64.69,100,-585064.25,100.0,636.6413,19500,3672.5171387195587
9.999999,-531655.8,9.999999,359.26685,1108552,493468.72,1.0,1.0,-217.67554,1.0,,0.9999975,1,,-217.67554,1.1200997,100.0,1.0,603.6522542436974,1.0,1.0,196,1949.2489,61.39,100,-531655.8,100.0,603.6522,19600,3685.1893894672394
9.999999,-600228.06,9.999999,339.6057,1115344,562810.9,1.0,1.0,-212.6351,0.9999695,7.4630348e-06,0.99999714,1,,-212.6351,1.1200997,100.0,1.0000153,668.9399298841593,1.0,0.9999989,197,1929.4539,67.92,100,-600226.3,100.0,668.94,19700,3695.493227481842
10.0,-463067.0,10.0,321.0181,1121292,444765.03,1.0,1.0,-146.9013,0.9999695,4.6360615e-06,0.9999975,1,9.981393,-146.9013,1.1200997,100.0,1.0000153,584.5619917674976,1.0,0.99999964,198,1349.4425,59.48,100,-463066.7,100.0,584.562,19800,3709.6670215129852
10.0,-491836.56,10.0,327.6009,1127371,464496.28,1.0,1.0,-170.37555,0.99998474,3.4092398e-06,0.9999975,1,,-170.37555,1.1200997,100.0,1.0000153,597.6404881959611,1.0,0.9999998,199,1649.3359,60.79,100,-491836.38,100.0,597.6405,19900,3723.469035387039
10.0,-551269.56,10.0,311.80826,1134042,528667.1,1.0,1.0,-170.03668,0.9999695,9.196191e-06,0.9999969,1,,-170.03668,1.1200997,100.0,1.0000305,656.8448345683346,1.0,0.99999774,200,1499.5598,66.71,100,-551267.2,100.0,656.84485,20000,3734.792055130005
10.0,-525250.0,10.0,320.60834,1140446,499855.66,1.0,1.0,-173.98108,0.99998474,4.3936993e-06,1.000007,1,9.984285,-173.98108,1.1200997,100.0,1.0000076,630.1324062503023,1.0,0.9999989,201,1589.5308,64.04,100,-525249.1,100.0,630.13245,20100,3745.500923395157
9.999999,-455301.94,9.999999,311.88638,1146263,423829.56,1.0,1.0,-185.61325,1.0,,1.0000062,1,,-185.61325,1.1200997,100.0,1.0,571.451178646558,1.0,1.0,202,1769.591,58.17,100,-455301.94,100.0,571.4511,20200,3756.4065985679626
10.0,-507823.88,10.0,312.2971,1152604,486708.2,1.0,1.0,-156.03296,1.0,,1.0000069,1,9.97975,-156.03296,1.1200997,100.0,1.0,623.8419057084244,1.0,1.0,203,1449.475,63.41,100,-507823.88,100.0,623.842,20300,3764.2538120746613
9.999999,-600548.75,9.999999,359.73605,1159259,558752.2,1.0,1.0,-212.22466,0.9999695,4.10788e-06,1.0000073,1,,-212.22466,1.1200997,100.0,1.0000153,655.2422614299618,1.0,0.99999994,204,2039.2805,66.55,100,-600548.5,100.0,655.24225,20400,3773.0971081256866
10.0,-475867.3,10.0,317.32553,1165342,458367.1,1.0,1.0,-147.41034,0.99998474,6.368309e-06,1.0000067,1,,-147.41034,1.1200997,100.0,1.0000153,598.0572986860017,1.0,0.99999887,205,1319.5275,60.83,100,-475866.4,100.0,598.0574,20500,3784.657402276993
10.0,-550276.44,10.0,330.29733,1171761,508067.16,1.0,1.0,-220.18524,0.99998474,5.3306017e-06,1.000007,1,9.979872,-220.18524,1.1200997,100.0,1.0000153,631.6417330108313,1.0,0.99999946,206,2049.3208,64.19,100,-550276.0,100.0,631.6417,20600,3801.705085515976
10.0,-506277.38,10.0,295.40982,1178135,480565.78,1.0,1.0,-174.01804,1.0,,1.0000069,1,19.965267,-174.01804,1.1200997,100.0,1.0,627.1354654192859,1.0,1.0,207,1599.4573,63.74,100,-506277.38,100.0,627.13544,20700,3813.386450767517
9.999999,-492412.16,9.999999,299.41595,1184420,471872.8,1.0,1.0,-147.43228,0.99998474,4.105233e-06,1.0000067,1,9.98043,-147.43228,1.1200997,100.0,1.0000153,618.2419662671099,1.0,0.9999995,208,1429.5483,62.85,100,-492411.9,100.0,618.24194,20800,3823.2840740680695
9.999999,-574522.9,9.999999,344.16647,1191008,539026.2,1.0,1.0,-211.8131,1.0,,1.0000072,1,,-211.8131,1.1200997,100.0,1.0,648.5180650641265,1.0,1.0,209,1879.3246,65.88,100,-574522.9,100.0,648.51807,20900,3835.997848033905
9.999998,-456468.56,9.999998,319.47934,1196881,435056.9,1.0,1.0,-165.92908,0.99998474,4.5967663e-06,1.0000062,1,9.981207,-165.92908,1.1200997,100.0,1.0000153,577.053282748456,1.0,0.999999,210,1459.5774,58.73,100,-456467.97,100.0,577.0533,21000,3845.2851901054382
10.0,-535035.44,10.0,330.83163,1203334,512737.3,1.0,1.0,-155.3363,1.0,,1.0000069,1,,-155.3363,1.1200997,100.0,1.0,635.0494390894571,1.0,1.0,211,1489.5063,64.53,100,-535035.44,100.0,635.04944,21100,3861.329156398773
9.999998,-600356.4,9.999998,360.3379,1210049,567085.94,1.0,1.0,-204.28545,0.9999695,3.8084336e-06,1.0000072,1,,-204.28545,1.1200997,100.0,1.0000153,661.2439188981224,1.0,0.99999976,212,1819.4121,67.15,100,-600355.44,100.0,661.2439,21200,3873.489547252655
10.0,-575910.8,10.0,351.96585,1216631,543721.25,1.0,1.0,-182.58951,0.99998474,5.1800516e-06,1.0000072,1,,-182.58951,1.1200997,100.0,1.0000305,647.9518225369422,1.0,0.99999917,213,1789.6321,65.82,100,-575910.56,100.0,647.95184,21300,3887.587128162384
10.0,-506517.88,10.0,322.20074,1222894,483313.78,1.0,1.0,-171.83592,0.9999695,5.064375e-06,1.0000068,1,,-171.83592,1.1200997,100.0,1.0000153,616.0366217071924,1.0,0.9999997,214,1519.4435,62.63,100,-506517.25,100.0,616.0366,21400,3901.7412943840027
10.0,-527810.44,10.0,311.697,1229342,499795.94,1.0,1.0,-197.84814,0.9999695,7.3110195e-06,1.0000069,1,19.972595,-197.84814,1.1200997,100.0,1.0000305,634.5399157554286,1.0,1.0000005,215,1669.551,64.48,100,-527810.44,100.0,634.5399,21500,3919.9320130348206
10.0,-626531.5,10.0,383.0059,1236041,581805.6,1.0,1.0,-241.85468,0.9999695,6.0820225e-06,1.0000074,1,9.982248,-241.85468,1.1200997,100.0,1.0000153,659.631122784044,1.0,0.9999992,216,2109.5122,66.99,100,-626530.4,100.0,659.6311,21600,3931.2735393047333
9.999999,-623808.56,9.999999,345.675,1242999,589431.9,1.0,1.0,-199.65033,0.99998474,4.278999e-06,1.0000073,1,,-199.65033,1.1200997,100.0,1.0000153,685.5224749705026,1.0,0.9999994,217,1849.4287,69.58,100,-623808.2,100.0,685.5225,21700,3948.1810925006866
10.0,-489952.72,10.0,314.38068,1249172,467354.3,1.0,1.0,-166.09789,0.99993896,2.0907555e-05,1.0000069,1,,-166.09789,1.1200997,100.0,1.0000534,607.0609732037211,1.0,0.99999666,218,1499.3711,61.73,100,-489948.78,100.0,607.0609,21800,3964.1856322288513
9.999999,-535932.1,9.999999,325.61884,1255491,492478.78,1.0,1.0,-219.30867,1.0,,1.0000069,1,,-219.30867,1.1200997,100.0,1.0,621.6519697444494,1.0,1.0,219,2079.312,63.19,100,-535932.1,100.0,621.652,21900,3982.327065229416
9.999998,-559783.4,9.999998,354.76108,1261808,512051.2,1.0,1.0,-241.84164,0.99998474,3.1666618e-06,1.0000069,1,,-241.84164,1.1200997,100.0,1.0000153,621.4465149133475,1.0,1.0000004,220,2179.2827,63.17,100,-559783.4,100.0,621.44653,22000,3993.4369628429413
9.999999,-493734.28,9.999999,315.53488,1267978,467703.62,1.0,1.0,-167.29247,0.99998474,6.8914105e-06,0.99999535,1,9.982069,-167.29247,1.1200997,100.0,1.0000153,606.7464042536919,1.0,1.0000007,221,1609.3553,61.7,100,-493734.28,100.0,606.7464,22100,4005.0054059028625
9.999998,-545768.44,9.999998,361.7895,1274311,519080.47,1.0,1.0,-169.68207,0.9999695,6.1755013e-06,0.9999976,1,9.97922,-169.68207,1.1200995,100.0,1.0000153,623.0487367679704,1.0,1.0000001,222,1629.5195,63.33,100,-545767.56,100.0,623.0487,22200,4015.9709362983704
10.0,-554665.44,10.0,361.2468,1280683,523551.03,1.0,1.0,-182.65746,0.9999924,7.592986e-07,0.9999975,1,,-182.65746,1.1200995,100.0,1.0,626.9384278482067,1.0,0.99999994,223,1759.5024,63.72,100,-554665.44,100.0,626.9384,22300,4032.604588985443
10.0,-479863.28,10.0,300.45038,1286807,452845.97,1.0,1.0,-187.715,0.9999695,6.6486305e-06,0.9999975,1,,-187.715,1.1200995,100.0,1.0000153,602.142555051088,1.0,1.0000001,224,1639.5677,61.24,100,-479863.2,100.0,602.1425,22400,4042.9200201034546
9.999999,-464630.22,9.999999,312.5244,1292834,448680.9,1.0,1.0,-133.88939,0.9999695,5.5194287e-06,0.9999974,1,9.9792385,-133.88939,1.1200995,100.0,1.0000153,592.4607259226024,1.0,0.9999995,225,1259.7247,60.27,100,-464629.9,100.0,592.4607,22500,4053.863055229187
10.0,-496038.4,10.0,319.71176,1298941,462765.25,1.0,1.0,-203.55222,0.99998474,2.7644478e-06,0.9999976,1,,-203.55222,1.1200995,100.0,1.0000153,600.4579799480326,1.0,0.9999997,226,1819.5132,61.07,100,-496038.28,100.0,600.45795,22600,4070.709041595459
10.0,-558604.6,10.0,335.9504,1305527,533218.75,1.0,1.0,-163.3519,0.9999695,8.745381e-06,0.99999964,1,9.986774,-163.3519,1.1200995,100.0,1.0000305,648.3494421648306,1.0,1.0000007,227,1589.2677,65.86,100,-558603.7,100.0,648.3494,22700,4084.763435602188
9.999999,-472749.5,9.999999,348.21912,1311308,443715.7,1.0,1.0,-191.2779,0.9999695,1.0316329e-05,1.0000092,1,,-191.2779,1.1200995,100.0,1.0000229,567.8566890027982,1.0,0.9999986,228,1699.5898,57.81,100,-472747.4,100.0,567.8567,22800,4097.403078794479
9.999999,-474911.94,9.999999,313.74356,1317275,442359.4,1.0,1.0,-201.90271,0.9998779,4.010575e-05,1.0000062,1,,-201.90271,1.1200995,100.0,1.0000763,586.4583370312894,1.0,0.99999434,229,1799.454,59.67,100,-474902.97,100.0,586.4583,22900,4111.445255756378
10.0,-618586.5,10.0,370.00626,1324037,580391.06,1.0,1.0,-203.98022,1.0,,1.000007,1,9.979811,-203.98022,1.1200995,100.0,1.0,665.9477821569369,1.0,1.0,230,1949.4583,67.62,100,-618586.5,100.0,665.9478,23000,4141.663681268692
10.0,-483836.34,10.0,331.9269,1329821,432982.38,1.0,1.0,-235.91531,1.0,,1.0000061,1,,-235.91531,1.1200995,100.0,1.0,568.160996158706,1.0,1.0,231,2249.42,57.84,100,-483836.34,100.0,568.16095,23100,4152.000036478043
9.999999,-544345.25,9.999999,354.84167,1336185,517985.22,1.0,1.0,-186.61554,1.0,,1.0000063,1,,-186.61554,1.1200995,100.0,1.0,626.1570443082488,1.0,1.0,232,1619.4995,63.64,100,-544345.25,100.0,626.15704,23200,4162.297306060791
10.0,-560867.06,10.0,335.28583,1342811,537963.44,1.0,1.0,-176.66212,1.0,,1.0000069,1,,-176.66212,1.1200995,100.0,1.0,652.3395713059026,1.0,1.0,233,1509.5936,66.26,100,-560867.06,100.0,652.3396,23300,4171.696362733841
9.999999,-572258.75,9.999999,292.3632,1349656,540073.94,1.0,1.0,-199.4516,0.99998474,7.19333e-06,0.9999939,1,29.967354,-199.4516,1.1200995,100.0,1.0000153,674.2404369806239,1.0,0.9999968,234,1789.439,68.45,100,-572256.06,100.0,674.2405,23400,4181.828543186188
9.999999,-474966.47,9.999999,301.4163,1355776,452969.16,1.0,1.0,-170.80612,1.0,,1.0000163,1,,-170.80612,1.1200995,100.0,1.0,601.7618784536972,1.0,1.0,235,1479.4215,61.2,100,-474966.47,100.0,601.7619,23500,4194.905109643936
9.999999,-504347.62,9.999999,374.05484,1361338,438008.94,1.0,1.0,-293.15848,1.0,,1.000015,1,,-293.15848,1.1200995,100.0,1.0,545.9779601489058,1.0,1.0,236,2569.157,55.62,100,-504347.62,100.0,545.97797,23600,4203.911824464798
9.999998,-679671.2,9.999998,386.26224,1368440,639089.3,1.0,1.0,-215.35896,0.9999695,5.578396e-06,1.000019,1,,-215.35896,1.1200995,100.0,1.0000305,699.9226377670652,1.0,0.9999998,237,2009.4077,71.02,100,-679670.3,100.0,699.9226,23700,4213.279460906982
10.0,-553716.56,10.0,367.89868,1374757,521538.03,1.0,1.0,-207.11427,0.9999695,7.5938096e-06,1.0000169,1,9.98013,-207.11427,1.1200995,100.0,1.0000153,621.4428647818481,1.0,0.9999988,238,1789.2561,63.17,100,-553713.94,100.0,621.4429,23800,4224.648680925369
9.999999,-601432.5,9.999999,340.73196,1381586,568519.56,1.0,1.0,-201.75423,0.9999695,8.112006e-06,1.0000181,1,9.981916,-201.75423,1.1200995,100.0,1.0000305,672.6244665753194,1.0,0.99999803,239,1809.5656,68.29,100,-601430.1,100.0,672.62445,23900,4238.150076389313
9.999999,-535672.4,9.999999,328.38773,1388040,511229.22,1.0,1.0,-166.57799,1.0,,1.0000172,1,,-166.57799,1.1200995,100.0,1.0,635.1304821051782,1.0,1.0,240,1559.5011,64.54,100,-535672.4,100.0,635.1305,24000,4248.462247371674
9.999999,-657385.2,9.999999,397.56406,1394843,606996.75,1.0,1.0,-246.27138,1.0,,1.0000181,1,,-246.27138,1.1200995,100.0,1.0,670.0295585630213,1.0,1.0,241,2239.0933,68.03,100,-657385.2,100.0,670.0296,24100,4258.222647428513
10.0,-564399.4,10.0,368.39026,1401306,540272.44,1.0,1.0,-172.03427,0.99998474,3.6001402e-06,1.0000173,1,,-172.03427,1.1200995,100.0,1.0000153,636.0511598749539,1.0,0.99999994,242,1549.3809,64.63,100,-564399.4,100.0,636.05115,24200,4269.461247444153
10.0,-559001.06,10.0,370.76526,1407526,511705.4,1.0,1.0,-219.3536,0.9999695,6.921e-06,1.0000167,1,,-219.3536,1.1200995,100.0,1.0000305,611.7506730978625,1.0,0.99999964,243,2169.2812,62.2,100,-559000.7,100.0,611.7507,24300,4279.508180141449
10.0,-500796.78,10.0,325.5153,1413717,476661.72,1.0,1.0,-171.08035,0.99998474,2.6387024e-06,1.0000167,1,,-171.08035,1.1200995,100.0,1.0000153,608.8526561092218,1.0,1.0000001,244,1549.6405,61.91,100,-500796.75,100.0,608.85266,24400,4293.493633747101
9.999998,-583136.9,9.999998,348.31662,1420062,511000.44,1.0,1.0,-298.48914,1.0,,1.000017,1,9.982492,-298.48914,1.1200995,100.0,1.0,624.2403295353647,1.0,1.0,245,2679.0713,63.45,100,-583136.9,100.0,624.24036,24500,4305.110340356827
9.999999,-491442.1,9.999999,277.84247,1426457,473135.8,1.0,1.0,-153.32446,0.99998474,5.592428e-06,1.0000172,1,9.985056,-153.32446,1.1200995,100.0,1.0000153,629.2375594104443,1.0,0.9999993,246,1349.5864,63.95,100,-491441.56,100.0,629.23755,24600,4315.699585199356
10.0,-543466.44,10.0,358.9269,1432758,513051.78,1.0,1.0,-184.59322,0.9999695,5.4089105e-06,1.0000169,1,9.9794235,-184.59322,1.1200995,100.0,1.0000305,619.8574888620552,1.0,0.9999992,247,1739.5938,63.01,100,-543466.4,100.0,619.8575,24700,4328.896372795105
10.0,-621606.56,10.0,433.74112,1439099,577319.56,1.0,1.0,-226.43782,1.0,,1.000017,1,,-226.43782,1.1200995,100.0,1.0,623.8495463920597,1.0,1.0,248,2099.1582,63.41,100,-621606.56,100.0,623.84955,24800,4340.420594930649
9.999999,-390044.25,9.999999,316.19507,1444390,369218.88,1.0,1.0,-155.79854,1.0,,1.0000141,1,,-155.79854,1.1200995,100.0,1.0,518.8829986724174,1.0,1.0,249,1439.4736,52.91,100,-390044.25,100.0,518.883,24900,4348.492742061615
10.0,-624947.75,10.0,375.9694,1451222,594183.0,1.0,1.0,-185.32541,1.0,,1.0000184,1,,-185.32541,1.1200995,100.0,1.0,672.9264755431301,1.0,1.0,250,1749.5782,68.32,100,-624947.75,100.0,672.9265,25000,4359.042021512985
9.999999,-499191.62,9.999999,290.73193,1457639,473973.7,1.0,1.0,-151.0336,0.75795007,0.12044243,1.0387248,1,,-151.0336,1.1200995,100.0,1.4168261,631.443074029296,1.0,0.99332696,251,1259.6101,64.17,100,-490225.62,100.0,631.44305,25100,4368.862640142441
10.0,-545619.06,10.0,363.00537,1464022,526206.75,1.0,1.0,-163.91988,0.9998779,3.743836e-05,1.0000051,1,9.979782,-163.91988,1.1199994,100.0,1.0001221,628.0432295311294,1.0,1.0000004,252,1389.6208,63.83,100,-545614.56,100.0,628.0432,25200,4400.325405836105
9.999998,-526261.25,9.999998,343.7199,1470276,496548.1,1.0,1.0,-183.29816,1.0,,1.0000048,1,9.980972,-183.29816,1.1199994,100.0,1.0,615.1461003746556,1.0,1.0,253,1719.4232,62.54,100,-526261.25,100.0,615.1461,25300,4423.510570526123
10.0,-604314.06,10.0,357.62616,1476949,559596.7,1.0,1.0,-238.87756,0.99993896,9.8992605e-06,1.0000051,1,,-238.87756,1.1199994,100.0,1.0000305,657.0409488127096,1.0,0.99999887,254,2109.2786,66.73,100,-604311.5,100.0,657.04095,25400,4435.176888465881
10.0,-618549.3,10.0,354.84027,1483787,579560.9,1.0,1.0,-217.38097,0.9999695,4.7007175e-06,1.0000052,1,,-217.38097,1.1199994,100.0,1.0000153,673.5349624086308,1.0,1.0000001,255,1969.5895,68.38,100,-618549.25,100.0,673.535,25500,4452.902892112732
9.999999,-528753.5,9.999999,357.70013,1489964,496932.0,1.0,1.0,-201.70892,0.9999695,5.371288e-06,1.0000048,1,,-201.70892,1.1199994,100.0,1.0000153,607.4399438183218,1.0,0.99999994,256,1779.3607,61.77,100,-528752.8,100.0,607.43994,25600,4467.149273633957
9.999999,-561268.56,9.999999,327.0716,1496538,525766.3,1.0,1.0,-203.75668,0.99998474,1.5184569e-06,1.0000051,1,,-203.75668,1.1199994,100.0,1.0,647.1403333900835,1.0,0.9999998,257,1879.4708,65.74,100,-561268.44,100.0,647.1403,25700,4479.931861400604
10.0,-673677.7,10.0,355.51825,1503693,623731.44,1.0,1.0,-241.62782,0.9999695,7.036065e-06,1.0000054,1,9.984256,-241.62782,1.1199994,100.0,1.0000153,705.2226347895346,1.0,0.9999997,258,2229.2378,71.55,100,-673676.94,100.0,705.22266,25800,4496.301142454147
9.999999,-581205.4,9.999999,335.7909,1510406,549733.5,1.0,1.0,-188.08066,0.9999695,6.4542337e-06,1.0000051,1,9.979954,-188.08066,1.1199994,100.0,1.0000153,661.0439742662829,1.0,0.9999988,259,1769.5437,67.13,100,-581204.2,100.0,661.044,25900,4509.686703443527
10.0,-462719.53,10.0,295.06094,1516470,442467.62,1.0,1.0,-156.68628,0.99993896,1.9098523e-05,1.0000055,1,9.9794855,-156.68628,1.1199994,100.0,1.0000458,596.1613616715929,1.0,0.9999978,260,1419.4584,60.64,100,-462717.8,100.0,596.1614,26000,4522.13322520256
10.0,-587837.3,10.0,303.52966,1523440,563716.0,1.0,1.0,-168.39532,1.0,,0.9999995,1,,-168.39532,1.1199994,100.0,1.0,686.7209749446929,1.0,1.0,261,1549.2063,69.7,100,-587837.3,100.0,686.721,26100,4538.582011222839
9.999998,-521386.12,9.999998,324.33527,1529804,497256.88,1.0,1.0,-162.5358,1.0,,0.99999964,1,,-162.5358,1.1199994,100.0,1.0,626.1497553753329,1.0,1.0,262,1549.4615,63.64,100,-521386.12,100.0,626.1497,26200,4551.686582803726
9.999998,-467830.25,9.999998,300.32892,1535865,445229.25,1.0,1.0,-157.38394,0.9999695,7.574388e-06,1.000001,1,,-157.38394,1.1199994,100.0,1.0000153,595.8472044763151,1.0,0.99999726,263,1499.5215,60.61,100,-467828.2,100.0,595.84717,26300,4562.616881370544
9.999999,-539564.06,9.999999,339.68878,1542290,515123.38,1.0,1.0,-171.00604,0.99998474,5.0390995e-06,0.99999774,1,9.979372,-171.00604,1.1199994,100.0,1.0000153,632.2464113128998,1.0,0.9999987,264,1559.4092,64.25,100,-539563.44,100.0,632.2464,26400,4575.92996430397
10.0,-572345.44,10.0,388.6036,1548656,543323.1,1.0,1.0,-190.15945,1.0,,0.99999774,1,9.979499,-190.15945,1.1199994,100.0,1.0,626.3468878111848,1.0,1.0,265,1699.3196,63.66,100,-572345.44,100.0,626.34686,26500,4593.271717071533
10.0,-548441.8,10.0,320.40515,1555282,528187.06,1.0,1.0,-157.39769,0.9999695,6.35769e-06,0.99999774,1,,-157.39769,1.1199994,100.0,1.0000153,652.3256257230308,1.0,0.9999988,266,1419.582,66.26,100,-548440.7,100.0,652.3256,26600,4605.870406389236
9.999999,-537698.2,9.999999,356.15802,1561508,501815.34,1.0,1.0,-210.3595,0.99993896,2.9049794e-05,0.99999774,1,9.979863,-210.3595,1.1199994,100.0,1.000061,612.3495030227319,1.0,0.9999943,267,1889.3899,62.26,100,-537693.06,100.0,612.34955,26700,4625.169324874878
9.999999,-508224.97,9.999999,352.3545,1567602,483153.7,1.0,1.0,-166.52606,0.9999695,5.7153366e-06,0.9999981,1,,-166.52606,1.1199994,100.0,1.0000153,599.1669148571942,1.0,0.9999994,268,1579.3872,60.94,100,-508223.97,100.0,599.1669,26800,4642.249219417572
9.999999,-516560.3,9.999999,311.5498,1574021,496025.7,1.0,1.0,-157.12238,0.99998474,4.852799e-06,0.99999785,1,9.9810505,-157.12238,1.1199994,100.0,1.0000153,631.6352019669602,1.0,0.9999995,269,1429.3756,64.19,100,-516559.75,100.0,631.63513,26900,4659.756383895874
10.0,-530592.44,10.0,324.78354,1580433,503579.62,1.0,1.0,-176.22003,1.0,,0.9999976,1,,-176.22003,1.1199994,100.0,1.0,630.9479572962705,1.0,1.0,270,1639.4336,64.12,100,-530592.44,100.0,630.948,27000,4675.20720076561
10.0,-486314.44,10.0,329.10913,1586544,469342.7,1.0,1.0,-144.1171,0.99993896,1.1725099e-05,0.99999785,1,,-144.1171,1.1199994,100.0,1.0000305,600.8597947135797,1.0,0.9999979,271,1299.3901,61.11,100,-486311.88,100.0,600.8598,27100,4684.465131044388
10.0,-502616.22,10.0,342.43393,1592684,481783.94,1.0,1.0,-163.37749,0.9999695,6.0114703e-06,0.99999595,1,,-163.37749,1.1199994,100.0,1.0000076,603.7589453197352,1.0,0.9999984,272,1439.6514,61.4,100,-502614.28,100.0,603.7589,27200,4700.118711948395
10.0,-470395.12,10.0,344.97717,1598560,452361.8,1.0,1.0,-139.95866,1.0,,0.9999963,1,,-139.95866,1.1199994,100.0,1.0,577.3669356103424,1.0,1.0,273,1339.5137,58.76,100,-470395.12,100.0,577.36694,27300,4714.1989369392395
9.999999,-534322.6,9.999999,355.04337,1604736,494944.1,1.0,1.0,-228.02362,0.99998474,4.4850744e-06,0.99999595,1,,-228.02362,1.1199994,100.0,1.0000153,607.361953815409,1.0,0.9999998,274,1979.4199,61.76,100,-534322.44,100.0,607.36194,27400,4725.203169345856
9.999999,-565289.94,9.999999,358.57065,1611252,539906.75,1.0,1.0,-177.2218,0.9999695,6.641402e-06,0.9999957,1,9.980448,-177.2218,1.1199994,100.0,1.0000153,641.354294864333,1.0,0.9999995,275,1589.1677,65.16,100,-565288.44,100.0,641.3543,27500,4739.061660528183
10.0,-598073.06,10.0,333.71396,1618034,557500.2,1.0,1.0,-230.62234,0.99998474,3.0507565e-06,0.9999956,1,9.987036,-230.62234,1.1199994,100.0,1.0000153,667.933510619167,1.0,0.9999998,276,2009.2181,67.82,100,-598073.06,100.0,667.93353,27600,4756.516602516174
9.999999,-568135.9,9.999999,364.61435,1624507,538773.5,1.0,1.0,-194.77689,0.9999695,5.6297085e-06,0.99999595,1,,-194.77689,1.1199994,100.0,1.0000153,637.0486425622444,1.0,0.9999993,277,1709.216,64.73,100,-568134.8,100.0,637.04865,27700,4767.236732006073
9.999999,-520183.88,9.999999,319.8628,1630732,477142.75,1.0,1.0,-220.08316,0.99998474,4.9003575e-06,0.99999595,1,19.967022,-220.08316,1.1199994,100.0,1.0000153,612.2342673880876,1.0,0.99999964,278,2069.4238,62.25,100,-520183.56,100.0,612.2343,27800,4782.592262744904
10.0,-439459.25,10.0,298.92993,1636585,406183.06,1.0,1.0,-157.69054,0.6250778,0.13552721,1.0475528,1,,-157.69054,1.1199994,100.0,1.6802905,575.0621512197025,1.0,1.0001873,279,1389.4774,58.53,100,-426042.78,100.0,575.0622,27900,4796.85385799408
10.0,-524805.7,10.0,354.03244,1642819,501289.8,1.0,1.0,-180.50201,0.9999695,5.7734724e-06,1.00001,1,19.969051,-180.50201,1.1199808,100.0,1.0000153,613.1485036811877,1.0,1.0,280,1529.631,62.34,100,-524805.5,100.0,613.1485,28000,4829.136048793793
10.0,-598625.06,10.0,384.6693,1649350,561208.1,1.0,1.0,-198.97784,1.0,,1.0000103,1,,-198.97784,1.1199808,100.0,1.0,642.8356600187363,1.0,1.0,281,1929.4872,65.31,100,-598625.06,100.0,642.8357,28100,4844.649420261383
9.999999,-441950.7,9.999999,285.6714,1655323,426255.6,1.0,1.0,-147.59552,1.0,,1.0000091,1,19.964798,-147.59552,1.1199808,100.0,1.0,587.0668278073003,1.0,1.0,282,1249.6542,59.73,100,-441950.7,100.0,587.06683,28200,4853.946820735931
10.0,-569104.06,10.0,360.13928,1661807,536932.5,1.0,1.0,-192.44913,0.99998474,3.3459396e-06,1.00001,1,,-192.44913,1.1199808,100.0,1.0000153,638.1474705003776,1.0,1.0000001,283,1789.1384,64.84,100,-569104.06,100.0,638.14746,28300,4863.427939653397
10.0,-495611.53,10.0,327.26987,1667908,466928.0,1.0,1.0,-172.72775,1.0,,1.0000094,1,9.982664,-172.72775,1.1199808,100.0,1.0,599.8519908892383,1.0,1.0,284,1689.3672,61.01,100,-495611.53,100.0,599.852,28400,4870.6213364601135
10.0,-466047.12,10.0,289.6903,1673975,439685.53,1.0,1.0,-175.81097,1.0,,1.0000094,1,,-175.81097,1.1199808,100.0,1.0,596.4604635631881,1.0,1.0,285,1619.5469,60.67,100,-466047.12,100.0,596.46045,28500,4879.687759399414
