ESSRenyiHarmonic,InitialReturnMax,EmpiricalD2Arithmetic,TimeElapsed,InitialReturnMin,ESSRenyiArithmetic,DivergenceHarmonic,MaxIW,ReturnStepMaxmin,MinBehavPdf,MeanIW,Iteration,EpRewMean,EpThisIter,StdIW,InitialReturnStd,InitialBound,TimestepsSoFar,MinTargetPdf,Bound,InitialReturnMean,MinIW,ReturnStepMax,EpLenMean,EmpiricalD2Harmonic,Inner Iteration,ReturnMeanIW,MeanEntropy,EpisodesSoFar,MeanD2-0
100.0,1259.5498,1.0,3916.758100271225,,100.0,0.9999964,1.0000458,10.0,-142.32318,0.9999974,190,651.4486151301289,100,1.5868614e-05,278.41983,-517847.4,1030078,-142.32318,-517845.3,651.4486,0.9999695,10.0,66.17,1.0,1,501900.75,1.1266043,19000,1.0
100.0,1699.4224,1.0,3930.6227231025696,9.9805565,100.0,1.0826226,1.5182707,10.0,-204.39232,1.0020993,191,640.5562999927184,100,0.15444228,279.57022,-517497.66,1036586,-204.39232,-499108.44,640.55634,0.64332765,10.0,65.08,1.0,1,468907.28,1.1266043,19100,1.0
100.0,1339.5863,1.0,3947.0540492534637,,100.0,1.0000005,1.0000153,10.0,-160.2797,0.99999994,192,642.3377898417218,100,2.953914e-06,269.3662,-503191.28,1043112,-160.2797,-503191.22,642.3377,0.99998474,10.0,65.26,1.0,1,485155.9,1.1268451,19200,1.0
100.0,1779.6289,1.0,3958.9978346824646,9.9824705,100.0,1.0000007,1.0,9.999996,-210.50323,0.9999998,193,686.9510536292316,100,1.5184569e-06,331.43207,-613579.3,1050084,-210.50323,-613579.2,686.9511,0.99998474,9.999996,69.72,1.0,1,581748.8,1.1268451,19300,1.0
100.0,1289.5488,1.0,3970.2221360206604,,100.0,1.0000007,1.0000076,9.999999,-156.19656,0.9999998,194,645.4496251961095,100,1.8743174e-06,285.3673,-514752.88,1056641,-156.19656,-514752.78,645.4496,0.99998474,9.999999,65.57,1.0,1,498039.62,1.1268451,19400,1.0
100.0,1739.3054,1.0,3981.72380900383,9.979528,100.0,1.0000007,1.0000153,9.999999,-184.78098,0.9999992,195,633.0550328262324,100,6.923289e-06,286.0055,-512962.1,1063074,-184.78098,-512960.97,633.05505,0.9999695,9.999999,64.33,1.0,1,482556.72,1.1268451,19500,1.0
100.0,2009.414,1.0,3994.688875436783,29.95706,100.0,1.0000005,1.0000153,10.0,-223.37393,1.000001,196,696.4349617926529,100,6.6477323e-06,274.83832,-601138.6,1070141,-223.37393,-601138.25,696.43494,0.9999695,10.0,70.67,1.0,1,560557.4,1.1268451,19600,1.0
100.0,2069.501,1.0,4009.5477764606476,9.980357,100.0,1.0000006,1.0000153,10.0,-248.30179,0.9999997,197,701.2392999313386,100,6.1199894e-06,334.94208,-646966.8,1077256,-248.30179,-646966.25,701.2393,0.99998474,10.0,71.15,1.0,1,603922.1,1.1268451,19700,1.0
100.0,1919.1765,1.0,4022.486028432846,,100.0,1.0000007,1.0001831,10.0,-236.33466,0.9999975,198,670.0369028101895,100,4.5744982e-05,291.7484,-571084.56,1084059,-236.33466,-571078.25,670.03687,0.9998779,10.0,68.03,1.0,1,534060.3,1.1268451,19800,1.0
100.0,1669.3036,1.0,4044.4378731250763,19.969416,100.0,1.0000005,1.0,10.0,-194.55194,1.0,199,668.5334685841276,100,,274.34662,-550209.2,1090847,-194.55194,-550209.2,668.53345,1.0,10.0,67.88,1.0,1,522203.03,1.1268451,19900,1.0
100.0,1399.6825,1.0,4054.6944003105164,9.980414,100.0,1.0000007,1.000061,10.0,-165.59479,0.9999886,200,630.4527537610297,100,3.762775e-05,301.2848,-507933.0,1097254,-165.59479,-507927.1,630.45276,0.9998779,10.0,64.07,1.0,1,488237.28,1.1268451,20000,1.0
100.0,1539.4534,1.0,4079.2931554317474,,100.0,1.0559697,1.4601401,10.0,-164.9639,1.008496,201,599.0534230929815,100,0.14299212,263.56,-452147.4,1103347,-164.9639,-441107.2,599.0534,0.6430038,10.0,60.93,1.0,1,416631.16,1.1268451,20100,1.0
100.0,2289.3428,1.0,4112.290675640106,,100.0,0.9999968,1.0,10.0,-252.96437,1.0,202,707.8165064693069,100,,305.82126,-647205.7,1110528,-252.96437,-647205.7,707.81647,1.0,10.0,71.81,1.0,1,594530.8,1.1268932,20200,1.0
100.0,1419.584,1.0,4125.975852966309,9.979591,100.0,0.9999968,1.0000305,9.999998,-165.45367,0.9999962,203,668.8358154654641,100,1.5952322e-05,297.2339,-555943.0,1117319,-165.45367,-555939.75,668.8359,0.9999542,9.999998,67.91,1.0,1,535686.06,1.1268932,20300,1.0
100.0,1399.6156,1.0,4148.36511349678,,100.0,0.9999969,1.0000153,10.0,-137.05276,0.9999993,204,642.2548834164902,100,6.752425e-06,277.94382,-509432.03,1123844,-137.05276,-509431.34,642.2549,0.9999695,10.0,65.25,1.0,1,489743.44,1.1268932,20400,1.0
100.0,1749.3794,1.0,4168.945783615112,9.980107,100.0,0.99999666,1.0000305,10.0,-193.61151,0.999997,205,697.5231972634383,100,1.5003009e-05,310.54675,-613735.25,1130922,-193.61151,-613731.44,697.52313,0.99993896,10.0,70.78,1.0,1,582974.06,1.1268932,20500,1.0
100.0,1939.5338,1.0,4196.421944856644,9.981818,100.0,0.9999969,1.0000153,10.0,-219.88101,0.9999965,206,665.7443340057209,100,1.0924391e-05,324.58063,-586375.5,1137682,-219.88101,-586372.0,665.7444,0.9999695,10.0,67.6,1.0,1,548564.6,1.1268932,20600,1.0
100.0,1959.1626,1.0,4214.869994878769,9.980702,100.0,0.99999666,1.0,9.999998,-235.33865,1.0,207,687.4316270828764,100,,307.02304,-605401.9,1144659,-235.33865,-605401.9,687.4316,1.0,9.999998,69.77,1.0,1,566825.4,1.1268932,20700,1.0
100.0,1459.272,1.0,4226.4743893146515,9.983491,100.0,0.99999726,1.0000153,10.0,-186.7992,0.9999979,208,660.5442416278283,100,7.820974e-06,293.3965,-543802.2,1151367,-186.7992,-543800.2,660.5442,0.9999695,10.0,67.08,1.0,1,522398.2,1.1268932,20800,1.0
100.0,1669.427,1.0,4240.74586558342,9.98137,100.0,0.999997,1.0,10.0,-196.00703,1.0,209,655.7263695535117,100,,281.56458,-537265.94,1158027,-196.00703,-537265.94,655.7264,1.0,10.0,66.6,1.0,1,509255.7,1.1268932,20900,1.0
100.0,1749.5093,1.0,4254.869917392731,,100.0,0.99999666,1.0000305,9.999999,-204.4771,0.9999988,210,701.2461833554464,100,1.1593298e-05,311.79044,-619721.4,1165142,-204.4771,-619717.94,701.24615,0.9999695,9.999999,71.15,1.0,1,588955.94,1.1268932,21000,1.0
100.0,1799.4847,1.0,4271.523168325424,,100.0,0.9999968,1.0000153,9.999999,-181.79993,0.9999974,211,660.9430292636243,100,7.4374084e-06,321.77643,-572930.25,1171854,-181.79993,-572927.6,660.943,0.9999695,9.999999,67.12,1.0,1,540383.1,1.1268932,21100,1.0
100.0,1749.5828,1.0,4288.204010725021,19.969059,100.0,0.99999666,1.0000153,9.999999,-192.96997,0.99999946,212,669.5433590774144,100,5.3138065e-06,297.5508,-567589.4,1178652,-192.96997,-567588.8,669.54333,0.99998474,9.999999,67.98,1.0,1,536824.25,1.1268932,21200,1.0
100.0,1509.4915,1.0,4301.069872617722,9.985346,100.0,0.99999666,1.0,10.0,-169.03873,0.99999964,213,701.0284684892131,100,2.2569313e-06,302.05365,-605577.6,1185765,-169.03873,-605577.4,701.0285,0.99998474,10.0,71.13,1.0,1,582677.0,1.1268932,21300,1.0
100.0,1909.3281,1.0,4314.305953264236,199.83481,100.0,0.9999969,1.0000153,10.0,-205.94974,1.0,214,669.0494557538682,100,2.1579185e-06,255.05927,-549321.4,1192558,-205.94974,-549321.4,669.04944,0.99998474,10.0,67.93,1.0,1,512682.4,1.1268932,21400,1.0
100.0,1899.219,1.0,4324.872479915619,9.981581,100.0,0.999997,1.0000229,9.999999,-237.7739,0.9999968,215,696.5287703317591,100,1.1527113e-05,320.29083,-623990.5,1199626,-237.7739,-623987.4,696.5288,0.9999695,9.999999,70.68,1.0,1,587735.4,1.1268932,21500,1.0
100.0,1779.5549,1.0,4344.1520528793335,9.983706,100.0,0.999997,1.0,10.0,-213.51636,1.0,216,637.6569796964282,100,,313.24377,-536555.75,1206105,-213.51636,-536555.75,637.657,1.0,10.0,64.79,1.0,1,504728.1,1.1268932,21600,1.0
100.0,1199.6194,1.0,4352.741636753082,,100.0,0.9999968,1.0000153,10.0,-139.33725,0.99999964,217,635.1550912215255,100,5.5153077e-06,290.5647,-502313.16,1212559,-139.33725,-502312.97,635.1551,0.99998474,10.0,64.54,1.0,1,487849.62,1.1268932,21700,1.0
100.0,2289.4417,1.0,4365.7810871601105,,100.0,0.999997,1.0000153,10.0,-259.60645,0.9999995,218,652.5384954052245,100,7.943884e-06,325.4848,-584426.25,1219187,-259.60645,-584425.06,652.5385,0.9999695,10.0,66.28,1.0,1,531745.6,1.1268932,21800,1.0
100.0,1639.4199,1.0,4381.596507072449,,100.0,0.9999969,1.0000153,10.0,-175.02335,0.9999993,219,659.9461327671999,100,4.1915587e-06,293.78473,-548850.7,1225889,-175.02335,-548850.1,659.94617,0.99998474,10.0,67.02,1.0,1,521837.78,1.1268932,21900,1.0
100.0,1569.4446,1.0,4394.726843118668,,100.0,0.999997,1.0000305,10.0,-164.45822,0.9999992,220,638.7409305547965,100,6.350298e-06,305.86353,-526298.06,1232379,-164.45822,-526297.56,638.7409,0.99998474,10.0,64.9,1.0,1,501541.94,1.1268932,22000,1.0
100.0,1689.4773,1.0,4409.444265842438,,100.0,0.9999968,1.0,9.999999,-194.7219,1.0,221,662.6330438385229,100,,316.00516,-567628.9,1239108,-194.7219,-567628.9,662.63306,1.0,9.999999,67.29,1.0,1,538941.8,1.1268932,22100,1.0
100.0,1919.3989,1.0,4420.465851068497,,100.0,0.99999666,1.0,10.0,-227.45035,1.0,222,683.5410520152279,100,,319.7075,-606467.7,1246046,-227.45035,-606467.7,683.541,1.0,10.0,69.38,1.0,1,569441.25,1.1268932,22200,1.0
100.0,2119.0623,1.0,4431.118771314621,,100.0,0.99999666,1.0000153,10.0,-261.98438,0.9999992,223,637.0435921878234,100,5.484936e-06,313.15176,-549018.94,1252519,-261.98438,-549018.4,637.04364,0.99998474,10.0,64.73,1.0,1,503888.0,1.1268932,22300,1.0
100.0,1779.4946,1.0,4444.215841293335,,100.0,0.9999968,1.0000076,10.0,-187.80496,0.99999994,224,685.3433042402347,100,1.7043594e-06,321.08527,-604616.6,1259475,-187.80496,-604616.56,685.34326,0.99998474,10.0,69.56,1.0,1,572791.06,1.1268932,22400,1.0
100.0,1539.4719,1.0,4457.078136205673,9.982079,100.0,0.9999969,1.0000305,9.999999,-179.76132,0.99999857,225,684.9306104833742,100,1.0723218e-05,274.74707,-568435.0,1266427,-179.76132,-568432.9,684.9306,0.9999695,9.999999,69.52,1.0,1,544613.8,1.1268932,22500,1.0
100.0,2319.5315,1.0,4468.350987911224,,100.0,0.999997,1.0000153,9.999999,-250.48528,0.99999976,226,651.0510046198185,100,8.587008e-06,314.09326,-576595.2,1273040,-250.48528,-576593.0,651.05096,0.9999695,9.999999,66.13,1.0,1,522519.78,1.1268932,22600,1.0
100.0,1399.6384,1.0,4483.386545181274,,100.0,0.999997,1.0000153,9.999999,-158.26654,0.9999992,227,641.8508491311954,100,4.1106814e-06,270.02835,-504576.28,1279561,-158.26654,-504575.84,641.8508,0.99998474,9.999999,65.21,1.0,1,484887.3,1.1268932,22700,1.0
100.0,1609.2802,1.0,4497.72176527977,,100.0,0.9999968,1.0,9.999999,-190.04639,1.0,228,625.252087972244,100,,277.32297,-493876.44,1285916,-190.04639,-493876.44,625.25214,1.0,9.999999,63.55,1.0,1,467848.2,1.1268932,22800,1.0
100.0,1539.0897,1.0,4510.012361288071,9.981357,100.0,0.999997,1.0,9.999999,-174.0792,1.0,229,696.7288821288082,100,,352.1561,-633252.25,1292986,-174.0792,-633252.25,696.7288,1.0,9.999999,70.7,1.0,1,609445.0,1.1268932,22900,1.0
100.0,1559.3981,1.0,4520.864542007446,,100.0,0.9999969,1.0,10.0,-176.3617,0.9999995,230,693.3231126943593,100,2.6030243e-06,318.12607,-606340.8,1300022,-176.3617,-606340.5,693.3231,0.99998474,10.0,70.36,1.0,1,581900.8,1.1268932,23000,1.0
100.0,1949.2953,1.0,4534.171123504639,19.965801,100.0,0.9999969,1.0000305,10.0,-217.87749,0.9999993,231,696.4089190673138,100,6.0294924e-06,292.95712,-608998.1,1307089,-217.87749,-608996.94,696.40894,0.9999695,10.0,70.67,1.0,1,570808.06,1.1268932,23100,1.0
100.0,1819.3058,1.0,4546.617087364197,,100.0,0.9999969,1.0,9.999999,-207.46007,1.0,232,681.9314264171121,100,,282.11295,-577883.6,1314011,-207.46007,-577883.6,681.93146,1.0,9.999999,69.22,1.0,1,544618.2,1.1268932,23200,1.0
100.0,1379.6011,1.0,4558.425853252411,9.980508,100.0,0.99999785,1.0000458,9.999999,-162.70193,1.0000018,233,619.8536355421396,100,1.7526134e-05,286.1325,-485219.2,1320312,-162.70193,-485217.88,619.8536,0.99993896,9.999999,63.01,1.0,1,466089.03,1.1268932,23300,1.0
100.0,1699.4956,1.0,4574.589354991913,49.925762,100.0,0.9999994,1.0000305,9.999999,-196.51247,0.99999946,234,685.1357095782624,100,1.5683889e-05,289.77036,-582406.1,1327266,-196.51247,-582403.56,685.1357,0.99990845,9.999999,69.54,1.0,1,553375.2,1.1268929,23400,1.0
100.0,1549.5244,1.0,4594.873199224472,9.980312,100.0,0.9999995,1.0000153,10.0,-185.31187,0.9999991,235,620.9596239913536,100,5.205953e-06,292.23645,-495124.25,1333578,-185.31187,-495123.5,620.95966,0.9999695,10.0,63.12,1.0,1,470992.28,1.1268929,23500,1.0
100.0,1919.3585,1.0,4608.430686712265,9.979954,100.0,0.99999964,1.0,10.0,-215.06876,0.9999998,236,636.3554340588223,100,1.5184569e-06,330.4242,-551153.3,1340044,-215.06876,-551153.25,636.35547,0.99998474,10.0,64.66,1.0,1,514128.3,1.1268929,23600,1.0
100.0,1489.0198,1.0,4622.9119784832,,100.0,1.0747391,1.722383,10.0,-172.32825,1.0040168,237,650.0373006927487,100,0.15336613,296.74557,-532889.9,1346647,-172.32825,-515788.3,650.0373,0.59025156,10.0,66.03,1.0,1,492687.1,1.1268929,23700,1.0
100.0,2049.6438,1.0,4643.841833114624,9.981266,100.0,1.0000101,1.0000458,10.0,-237.09311,0.9999924,238,675.9365973379157,100,2.281196e-05,354.88644,-625056.94,1353509,-237.09311,-625049.1,675.93665,0.99993896,10.0,68.62,1.0,1,582826.9,1.1268784,23800,1.0
100.0,1739.5305,1.0,4662.8378033638,,100.0,1.0000103,1.0,10.0,-187.16281,1.0,239,662.1504862732413,100,,296.97714,-557050.94,1360233,-187.16281,-557050.94,662.15045,1.0,10.0,67.24,1.0,1,526638.7,1.1268784,23900,1.0
100.0,1679.5164,1.0,4675.029663801193,,100.0,1.0000126,1.0000305,10.0,-193.0908,1.0000026,240,637.7588411442698,100,1.24292765e-05,331.66635,-545088.9,1366713,-193.0908,-545088.7,637.75885,0.9999695,10.0,64.8,1.0,1,516738.62,1.1268784,24000,1.0
100.0,1619.3495,1.0,4686.947591781616,,100.0,0.9999963,1.0000305,10.0,-203.64398,1.0000008,241,636.4611730839971,100,1.2121961e-05,293.56534,-517618.44,1373180,-203.64398,-517618.2,636.4611,0.9999695,10.0,64.67,1.0,1,491263.22,1.1268784,24100,1.0
100.0,1599.5947,1.0,4701.509727716446,29.953125,100.0,0.99998987,1.0000305,10.0,-182.65344,0.99999374,242,717.9505406059928,100,1.3354511e-05,263.76254,-610739.44,1380462,-182.65344,-610734.0,717.95044,0.99993896,10.0,72.82,1.0,1,585018.2,1.1268784,24200,1.0
100.0,1309.7563,1.0,4717.1425313949585,9.980918,100.0,0.99999774,1.0000153,9.999999,-147.84097,0.99999845,243,641.3592882166805,100,6.899448e-06,281.76157,-507972.3,1386978,-147.84097,-507970.84,641.35925,0.9999695,9.999999,65.16,1.0,1,490729.8,1.1268784,24300,1.0
100.0,1469.4297,1.0,4734.345908641815,,100.0,0.99999774,1.0000153,10.0,-184.28748,0.9999988,244,597.5528865524043,100,5.3976405e-06,281.54852,-458040.0,1393056,-184.28748,-458039.34,597.5529,0.99998474,10.0,60.78,1.0,1,436338.34,1.1268784,24400,1.0
100.0,1759.2465,1.0,4747.155522346497,9.979916,100.0,1.0292931,1.2332252,10.0,-198.04932,1.0065881,245,647.731397975932,100,0.09123643,334.88968,-562812.44,1399636,-198.04932,-556343.4,647.7314,0.8010497,10.0,65.8,1.0,1,524785.7,1.1268784,24500,1.0
100.0,1329.6621,1.0,4776.098368644714,9.979362,100.0,0.999997,1.0000153,9.999998,-155.88838,0.99999964,246,661.1453750347208,100,5.4434154e-06,313.60834,-553232.44,1406350,-155.88838,-553231.8,661.1454,0.99998474,9.999998,67.14,1.0,1,535462.75,1.126848,24600,1.0
100.0,1589.475,1.0,4787.648845434189,,100.0,0.99999654,1.0000153,9.999999,-175.40828,0.99999815,247,705.413704341249,100,8.378327e-06,346.04932,-642750.1,1413507,-175.40828,-642747.8,705.4137,0.9999695,9.999999,71.57,1.0,1,617356.25,1.126848,24700,1.0
100.0,1449.5706,1.0,4800.9171805381775,,100.0,0.999997,1.0000153,10.0,-174.16763,0.99999976,248,639.461804140959,100,2.7429537e-06,272.30408,-504179.3,1420004,-174.16763,-504179.16,639.46185,0.99998474,10.0,64.97,1.0,1,483060.78,1.126848,24800,1.0
100.0,1859.4192,1.0,4815.697692632675,,100.0,1.0500036,1.327152,10.0,-217.483,1.0040612,249,721.3352538658972,100,0.13832472,354.5525,-680780.5,1427320,-217.483,-660142.56,721.3353,0.61108255,10.0,73.16,1.0,1,624535.8,1.126848,24900,1.0
100.0,1539.455,1.0,4840.399862766266,,100.0,0.999995,1.0000153,9.999998,-178.56543,0.99999976,250,628.749329658122,100,4.242176e-06,315.3484,-518588.88,1433710,-178.56543,-518588.56,628.74927,0.99998474,9.999998,63.9,1.0,1,494770.0,1.1266646,25000,1.0
100.0,2329.271,1.0,4853.811677932739,,100.0,0.99999464,1.0000153,10.0,-254.58783,0.99999946,251,667.1429654417552,100,4.980167e-06,391.80768,-653121.1,1440484,-254.58783,-653119.75,667.14294,0.9999695,10.0,67.74,1.0,1,598591.56,1.1266646,25100,1.0
100.0,1549.5339,1.0,4869.070129156113,9.984606,100.0,0.99999416,1.0,10.0,-181.22134,1.0,252,724.3230577400728,100,,317.09238,-649322.9,1447830,-181.22134,-649322.9,724.32306,1.0,10.0,73.46,1.0,1,625191.44,1.1266646,25200,1.0
100.0,1749.667,1.0,4880.21809220314,,100.0,0.999995,1.0000076,9.999999,-186.47192,0.9999993,253,651.6424321812713,100,3.9045367e-06,269.8126,-528204.2,1454449,-186.47192,-528203.7,651.6424,0.99998474,9.999999,66.19,1.0,1,497436.22,1.1266646,25300,1.0
100.0,1459.5833,1.0,4897.175746440887,,100.0,0.9999945,1.0000153,10.0,-165.24338,0.9999995,254,697.2481387584642,100,4.8054208e-06,308.73642,-602884.3,1461524,-165.24338,-602883.56,697.2482,0.9999695,10.0,70.75,1.0,1,581472.44,1.1266646,25400,1.0
100.0,1739.4143,1.0,4912.023049354553,,100.0,0.9999945,1.0000305,10.0,-202.98969,0.9999993,255,702.0448837547893,100,8.521789e-06,337.39737,-637111.94,1468647,-202.98969,-637110.6,702.045,0.9999695,10.0,71.23,1.0,1,606702.7,1.1266646,25500,1.0
100.0,1549.2356,1.0,4921.623817920685,,100.0,0.99999464,1.0000153,10.0,-169.47426,0.99999946,256,651.024022774059,100,5.9665053e-06,291.1519,-532723.9,1475260,-169.47426,-532723.2,651.02405,0.9999695,10.0,66.13,1.0,1,508601.03,1.1266646,25600,1.0
100.0,1349.6119,1.0,4933.159151792526,,100.0,0.9999951,1.0,9.999999,-161.736,1.0,257,625.0462226341865,100,,279.62112,-487176.97,1481613,-161.736,-487176.97,625.0462,1.0,9.999999,63.53,1.0,1,468870.72,1.1266646,25700,1.0
100.0,1399.5642,1.0,4942.908059835434,9.980619,100.0,0.99999523,1.0000076,9.999999,-150.3285,0.99999994,258,609.1481717537084,100,2.0171747e-06,296.48535,-478651.5,1487807,-150.3285,-478651.47,609.1482,0.99998474,9.999999,61.94,1.0,1,458965.03,1.1266646,25800,1.0
100.0,1839.3429,1.0,4956.630546808243,,100.0,0.99999475,1.0,10.0,-206.7622,0.9999994,259,671.8353652566476,100,2.990134e-06,323.5408,-590043.56,1494628,-206.7622,-590043.4,671.8354,0.99998474,10.0,68.21,1.0,1,556041.2,1.1266646,25900,1.0
100.0,1539.5331,1.0,4971.954176664352,,100.0,0.9999949,1.0,10.0,-180.27548,1.0,260,651.2442883505904,100,,305.90204,-541516.1,1501243,-180.27548,-541516.1,651.24426,1.0,10.0,66.15,1.0,1,517695.16,1.1266646,26000,1.0
100.0,1589.5027,1.0,4980.835956573486,9.982367,100.0,0.999995,1.0000153,9.999999,-186.15562,0.9999997,261,637.5504322720896,100,5.6176928e-06,276.54022,-508337.47,1507721,-186.15562,-508336.84,637.5505,0.9999695,9.999999,64.78,1.0,1,482944.44,1.1266646,26100,1.0
100.0,1889.4595,1.0,4996.139226198196,,100.0,0.9999944,1.0000305,10.0,-210.94064,0.999997,262,731.2246330024631,100,1.17131e-05,335.3759,-683046.75,1515136,-210.94064,-683043.5,731.2247,0.9999695,10.0,74.15,1.0,1,647163.2,1.1266646,26200,1.0
100.0,1349.4315,1.0,5013.097805023193,,100.0,0.9999949,1.0,10.0,-157.26407,1.0,263,661.4329188703545,100,,260.6088,-523711.75,1521853,-157.26407,-523711.75,661.43286,1.0,10.0,67.17,1.0,1,505410.4,1.1266646,26300,1.0
100.0,1649.4786,1.0,5023.066794633865,,100.0,0.9999943,1.0000153,10.0,-186.9383,0.9999997,264,722.5164247978483,100,3.3983013e-06,301.4282,-640233.75,1529181,-186.9383,-640233.56,722.5164,0.99998474,10.0,73.28,1.0,1,612888.75,1.1266646,26400,1.0
100.0,1729.7024,1.0,5035.517937898636,,100.0,0.99999475,1.0000153,9.999999,-192.83063,0.9999986,265,693.6235659881554,100,9.183751e-06,308.444,-606320.75,1536220,-192.83063,-606318.7,693.6236,0.9999695,9.999999,70.39,1.0,1,576249.3,1.1266646,26500,1.0
100.0,1509.6265,1.0,5052.7069482803345,,100.0,0.9999945,1.0,10.0,-175.86723,1.0,266,664.7446928265476,100,,288.15088,-547820.9,1542970,-175.86723,-547820.9,664.7447,1.0,10.0,67.5,1.0,1,524916.44,1.1266646,26600,1.0
100.0,1719.4622,1.0,5060.8286719322205,9.97933,100.0,0.999995,1.0000687,10.0,-189.64377,0.9999978,267,660.6409798925587,100,2.2728842e-05,315.8705,-565935.06,1549679,-189.64377,-565929.2,660.641,0.99990845,10.0,67.09,1.0,1,536214.8,1.1266646,26700,1.0
100.0,1679.458,1.0,5081.856627464294,,100.0,0.9999944,1.0,10.0,-194.96838,1.0,268,688.9350047911977,100,,320.462,-605675.06,1556671,-194.96838,-605675.06,688.935,1.0,10.0,69.92,1.0,1,577327.25,1.1266646,26800,1.0
100.0,1219.4169,1.0,5090.1987590789795,,100.0,1.0130634,1.1797272,9.999999,-140.87828,0.99585444,269,660.0484371213065,100,0.063583426,241.73207,-509042.97,1563374,-140.87828,-506551.62,660.04846,0.8599387,9.999999,67.03,1.0,1,491509.66,1.1266646,26900,1.0
100.0,1849.4253,1.0,5104.5661725997925,,100.0,1.0000027,1.0,10.0,-202.6338,1.0,270,721.0136363749624,100,,341.62097,-670941.7,1570687,-202.6338,-670941.7,721.0137,1.0,10.0,73.13,1.0,1,636565.56,1.1251178,27000,1.0
100.0,1449.5762,1.0,5112.736497879028,,100.0,1.0000029,1.0000153,9.999999,-162.94351,0.9999984,271,707.0398789286088,100,7.1988497e-06,306.56564,-615006.5,1577860,-162.94351,-615005.1,707.03986,0.9999695,9.999999,71.73,1.0,1,593886.5,1.1251178,27100,1.0
100.0,1719.5377,1.0,5126.251603841782,,100.0,1.0000026,1.0000763,9.999999,-199.9068,0.9999959,272,736.2095550720875,100,3.5346857e-05,328.5252,-679650.5,1585325,-199.9068,-679641.75,736.20953,0.9998779,9.999999,74.65,1.0,1,649924.6,1.1251178,27200,1.0
100.0,1129.6528,1.0,5151.754454135895,,100.0,1.0000026,1.0,10.0,-133.06299,1.0,273,673.429335641714,100,,239.69334,-523785.4,1592162,-133.06299,-523785.4,673.4293,1.0,10.0,68.37,1.0,1,510959.94,1.1251178,27300,1.0
100.0,2549.247,1.0,5160.167133569717,,100.0,1.0000025,1.0,9.999999,-289.74164,1.0,274,653.5560103838529,100,,347.45877,-613177.1,1598800,-289.74164,-613177.1,653.55597,1.0,9.999999,66.38,1.0,1,547863.06,1.1251178,27400,1.0
100.0,1629.612,1.0,5168.687502861023,9.979888,100.0,1.0000024,1.0,9.999997,-181.97159,1.0,275,641.3400342483452,100,,315.011,-537239.1,1605316,-181.97159,-537239.1,641.34,1.0,9.999997,65.16,1.0,1,510548.94,1.1251178,27500,1.0
100.0,1579.468,1.0,5179.7926461696625,,100.0,1.0000024,1.0000153,9.999999,-161.47382,0.99999994,276,678.2292701589234,100,5.4515153e-06,288.48422,-568290.94,1612201,-161.47382,-568290.56,678.2293,0.9999695,9.999999,68.85,1.0,1,543217.7,1.1251178,27600,1.0
100.0,1649.3945,1.0,5193.834022283554,9.980527,100.0,1.0000026,1.000061,9.999999,-189.1309,0.99999297,277,703.0414075530775,100,2.455488e-05,317.8575,-622642.7,1619334,-189.1309,-622635.9,703.0413,0.99993896,9.999999,71.33,1.0,1,595293.75,1.1251178,27700,1.0
100.0,1629.5101,1.0,5211.506408929825,,100.0,1.0000027,1.000061,9.999999,-201.73627,0.9999948,278,663.332981328096,100,2.3539096e-05,313.96906,-565274.06,1626070,-201.73627,-565268.6,663.33307,0.9999237,9.999999,67.36,1.0,1,538581.8,1.1251178,27800,1.0
100.0,1269.5912,1.0,5226.515781402588,9.979478,100.0,1.0000024,1.0,10.0,-145.38438,1.0,279,660.6436238047415,100,,274.1516,-527808.9,1632779,-145.38438,-527808.9,660.6436,1.0,10.0,67.09,1.0,1,511609.03,1.1251178,27900,1.0
100.0,1579.6478,1.0,5236.969960451126,9.980331,100.0,1.0000026,1.0,10.0,-170.20801,1.0,280,724.7034515499528,100,,295.20447,-637419.4,1640129,-170.20801,-637419.4,724.7034,1.0,10.0,73.5,1.0,1,612340.75,1.1251178,28000,1.0
100.0,2499.4226,1.0,5249.560174942017,,100.0,1.0000029,1.0000153,9.999999,-283.83905,0.9999993,281,721.1252982631917,100,5.9562667e-06,367.1299,-717592.0,1647443,-283.83905,-717590.9,721.1253,0.9999695,9.999999,73.14,1.0,1,654804.94,1.1251178,28100,1.0
100.0,2079.1316,1.0,5262.749736785889,,100.0,1.0000026,1.0000305,10.0,-229.45076,0.9999989,282,693.7182260639717,100,1.4182218e-05,345.43027,-644012.75,1654483,-229.45076,-644009.9,693.71826,0.99993896,10.0,70.4,1.0,1,600564.2,1.1251178,28200,1.0
100.0,1519.5037,1.0,5283.422107458115,,100.0,1.0000025,1.0000153,10.0,-169.1469,0.99999845,283,628.8632464395588,100,6.200946e-06,271.4075,-492336.25,1660874,-169.1469,-492335.38,628.8632,0.99998474,10.0,63.91,1.0,1,469130.12,1.1251178,28300,1.0
100.0,1429.5878,1.0,5304.037029027939,,100.0,1.0000023,1.0,10.0,-154.00421,1.0,284,654.4480218971345,100,,279.0802,-526728.1,1667521,-154.00421,-526728.1,654.448,1.0,10.0,66.47,1.0,1,506187.94,1.1251178,28400,1.0
