ESSRenyiHarmonic,InitialReturnMax,EmpiricalD2Arithmetic,TimeElapsed,InitialReturnMin,ESSRenyiArithmetic,DivergenceHarmonic,MaxIW,ReturnStepMaxmin,MinBehavPdf,MeanIW,Iteration,EpRewMean,EpThisIter,StdIW,InitialReturnStd,InitialBound,TimestepsSoFar,MinTargetPdf,Bound,InitialReturnMean,MinIW,ReturnStepMax,EpLenMean,EmpiricalD2Harmonic,Inner Iteration,ReturnMeanIW,MeanEntropy,EpisodesSoFar,MeanD2-0
100.0,1749.5479,1.0,1031.9953260421753,,100.0,1.0000015,1.0000153,10.0,-215.95775,0.9999992,21,472.49329046068635,100,6.8991494e-06,300.94785,-344582.9,50781,-215.95775,-344581.88,472.4933,0.9999695,10.0,48.27,1.0,1,313818.47,1.1854995,2100,1.0
100.0,929.6477,1.0,1042.150589466095,9.980189,100.0,1.2436241,1.524562,9.999999,-99.986946,0.9733677,22,423.9022389595815,100,0.20665413,195.69017,-226673.73,55122,-99.986946,-209091.28,423.90225,0.5217105,9.999999,43.41,1.0,1,199404.84,1.1854995,2200,1.0
100.0,1029.5934,1.0,1106.108671426773,9.979076,100.0,1.0805494,1.4061327,9.999999,-119.37876,1.0067346,23,445.60472731097906,100,0.15501878,218.64825,-257024.66,59680,-119.37876,-244095.6,445.60477,0.6948499,9.999999,45.58,1.0,1,233020.78,1.1707596,2300,1.0
100.0,1489.6576,1.0,1163.4595148563385,,100.0,1.082582,1.871727,10.0,-166.85791,1.0167341,24,454.5897480152149,100,0.19610752,253.6755,-293305.62,64328,-166.85791,-275550.28,454.58975,0.6315106,10.0,46.48,1.0,1,252345.05,1.1662428,2400,1.0
100.0,1099.6274,1.0,1209.4044380187988,,100.0,0.99999595,1.0000076,9.999999,-129.57147,0.9999976,25,499.8793656993896,100,6.001711e-06,212.97337,-307389.72,69429,-129.57147,-307388.62,499.87936,0.99998474,9.999999,51.01,1.0,1,295235.94,1.1571612,2500,1.0
100.0,1819.5288,1.0,1219.509736776352,9.983811,100.0,0.9999962,1.0000153,10.0,-199.92183,0.9999995,26,476.78587142253474,100,5.4275715e-06,254.88278,-325563.53,74299,-199.92183,-325562.4,476.7859,0.9999695,10.0,48.7,1.0,1,292288.84,1.1571612,2600,1.0
100.0,1119.6526,1.0,1232.093210220337,9.9793005,100.0,0.99999654,1.0,10.0,-137.69281,1.0,27,463.2980266287677,100,,244.32915,-286941.12,79034,-137.69281,-286941.12,463.298,1.0,10.0,47.35,1.0,1,274341.78,1.1571612,2700,1.0
100.0,979.60156,1.0,1239.2805814743042,,100.0,1.0277704,1.3498834,10.0,-112.62463,1.0055522,28,483.5837969497637,100,0.0895434,192.04143,-280377.72,83972,-112.62463,-275731.16,483.58383,0.76871806,10.0,49.38,1.0,1,265953.62,1.1571612,2800,1.0
100.0,1629.4333,1.0,1285.8801324367523,,100.0,1.0000004,1.0000153,9.999999,-189.74606,0.9999995,29,493.9850034044109,100,4.5665092e-06,257.22473,-336870.03,89014,-189.74606,-336869.9,493.98505,0.99998474,9.999999,50.42,1.0,1,310185.62,1.1543546,2900,1.0
100.0,1499.5635,1.0,1296.8384289741516,9.981737,100.0,1.0000004,1.0000076,10.0,-170.77173,0.9999997,30,508.6890256501602,100,4.458762e-06,223.79291,-331447.94,94203,-170.77173,-331447.66,508.68906,0.99998474,10.0,51.89,1.0,1,308847.47,1.1543546,3000,1.0
100.0,1179.3723,1.0,1306.5637459754944,,100.0,1.0571939,1.429977,9.999999,-133.6177,1.0107522,31,493.8875703155088,100,0.13777825,218.59401,-305687.5,99244,-133.6177,-298631.72,493.88757,0.6848083,9.999999,50.41,1.0,1,284258.25,1.1543546,3100,1.0
100.0,1199.6013,1.0,1324.9655468463898,,100.0,0.99999106,1.0,9.999999,-148.1549,1.0,32,508.9876604994959,100,,254.83655,-338472.97,104436,-148.1549,-338472.97,508.98767,1.0,9.999999,51.92,1.0,1,324010.1,1.1530195,3200,1.0
100.0,1229.566,1.0,1332.2003786563873,,100.0,0.99999154,1.0,10.0,-141.10449,1.0,33,470.3849959524102,100,,263.1664,-305713.03,109242,-141.10449,-305713.03,470.385,1.0,10.0,48.06,1.0,1,290518.6,1.1530195,3300,1.0
100.0,1219.5889,1.0,1340.4781956672668,,100.0,1.0220404,1.1957252,9.999996,-142.54915,1.0095178,34,513.7769769288029,100,0.08035085,238.59184,-335841.66,114482,-142.54915,-332685.53,513.777,0.8056588,9.999996,52.4,1.0,1,317572.78,1.1530195,3400,1.0
100.0,1159.5752,1.0,1354.6246247291565,,100.0,0.99999356,1.0001297,9.999999,-139.39348,0.9999902,35,463.10388142136856,100,6.108851e-05,235.80893,-283584.94,119215,-139.39348,-283580.9,463.1039,0.9998246,9.999999,47.33,1.0,1,270067.06,1.1503917,3500,1.0
100.0,1139.6316,1.0,1371.4896023273468,9.979557,100.0,1.0000077,1.000061,9.999999,-140.00865,1.0000014,36,483.09046920101844,100,2.2201775e-05,211.35092,-291098.7,124148,-140.00865,-291096.8,483.09045,0.9999542,9.999999,49.33,1.0,1,278043.72,1.1503917,3600,1.0
100.0,1699.4004,1.0,1390.029744386673,,100.0,1.000008,1.0000305,10.0,-198.1689,1.000001,37,497.8816992305077,100,8.604632e-06,279.04523,-354777.66,129229,-198.1689,-354776.88,497.88168,0.9999695,10.0,50.81,1.0,1,325751.66,1.1503917,3700,1.0
100.0,1079.7349,1.0,1400.5543444156647,,100.0,1.0274414,1.255928,9.999994,-118.68802,0.99926436,38,488.37776017315826,100,0.09089247,232.95213,-304496.6,134215,-118.68802,-295453.3,488.3778,0.82587266,9.999994,49.86,1.0,1,283576.62,1.1503917,3800,1.0
100.0,1569.4196,1.0,1448.3240439891815,9.980948,100.0,1.055362,1.4441313,10.0,-167.89064,1.0043943,39,483.3992326633512,100,0.14804958,242.10973,-317046.75,139151,-167.89064,-301235.16,483.39923,0.6340693,10.0,49.36,1.0,1,275804.28,1.1446089,3900,1.0
100.0,1439.4696,1.0,1496.5367488861084,,100.0,1.0435084,1.3516046,10.0,-159.34698,1.0098643,40,527.4778830641175,100,0.12217418,289.9041,-383102.34,144528,-159.34698,-376133.5,527.4779,0.68925315,10.0,53.77,1.0,1,354860.2,1.1360507,4000,1.0
100.0,1579.5154,1.0,1513.2818179130554,,100.0,1.0000018,1.0,9.999999,-169.33658,1.0,41,495.5873720168818,100,,273.47922,-345472.1,149586,-169.33658,-345472.1,495.58737,1.0,9.999999,50.58,1.0,1,320397.7,1.134504,4100,1.0
100.0,1219.5631,1.0,1520.285679101944,,100.0,1.0909694,1.4855915,10.0,-139.67424,0.9784775,42,489.79222883060794,100,0.16017117,260.1921,-322544.66,154586,-139.67424,-307777.2,489.79224,0.63767874,10.0,50.0,1.0,1,292163.78,1.134504,4200,1.0
100.0,1109.4213,1.0,1554.3900711536407,9.9819765,100.0,0.9999982,1.0,10.0,-132.42966,1.0,43,505.7721928754342,100,,219.21619,-316231.4,159746,-132.42966,-316231.4,505.7722,1.0,10.0,51.6,1.0,1,303861.25,1.1350697,4300,1.0
100.0,1219.7559,1.0,1562.1736814975739,9.979334,100.0,0.9999981,1.0000153,9.999999,-133.17154,0.999999,44,504.17451993459605,100,6.4147116e-06,238.88951,-326213.1,164890,-133.17154,-326212.66,504.17453,0.99998474,9.999999,51.44,1.0,1,311259.7,1.1350697,4400,1.0
100.0,2029.2466,1.0,1573.9016995429993,,100.0,0.9999982,1.0000076,9.999999,-228.2392,0.9999989,45,554.573481662907,100,4.71846e-06,282.33768,-428652.2,170538,-228.2392,-428651.34,554.5735,0.99998474,9.999999,56.48,1.0,1,387265.5,1.1350697,4500,1.0
100.0,1159.6571,1.0,1583.6302843093872,,100.0,0.99999833,1.0000153,10.0,-136.08984,1.0000001,46,483.39638166841524,100,3.3588262e-06,241.53662,-305527.78,175474,-136.08984,-305527.75,483.39636,0.99998474,10.0,49.36,1.0,1,292011.97,1.1350697,4600,1.0
100.0,1019.66626,1.0,1592.701866388321,,100.0,1.0417544,1.3838153,10.0,-121.43303,1.0010264,47,480.098093193218,100,0.11334825,227.18456,-292556.56,180377,-121.43303,-283579.0,480.09805,0.7731057,10.0,49.03,1.0,1,272913.5,1.1350697,4700,1.0
100.0,1399.7157,1.0,1624.3774654865265,,100.0,1.1427783,1.6618426,9.999999,-160.67186,0.98900855,48,549.1661901377583,100,0.19101137,257.186,-387418.8,185971,-160.67186,-360909.38,549.1662,0.29228938,9.999999,55.94,1.0,1,339859.8,1.1295601,4800,1.0
100.0,1179.5197,1.0,1641.7989332675934,9.982467,100.0,1.0321739,1.2999444,9.999998,-140.28055,1.0019778,49,545.8745977299563,100,0.10076254,229.04483,-364423.3,191532,-140.28055,-357753.9,545.8746,0.72698635,9.999998,55.61,1.0,1,343548.0,1.1293771,4900,1.0
100.0,1559.6277,1.0,1674.0660426616669,,100.0,1.0000038,1.0000763,10.0,-172.85013,0.9999904,50,518.8848101064837,100,3.322844e-05,278.98108,-371518.84,196823,-172.85013,-371512.6,518.88477,0.99990845,10.0,52.91,1.0,1,347065.62,1.128862,5000,1.0
100.0,1439.3478,1.0,1697.4564287662506,,100.0,1.0000042,1.0,10.0,-164.94936,1.0,51,568.7645385443197,100,,272.49768,-418569.75,202613,-164.94936,-418569.75,568.7645,1.0,10.0,57.9,1.0,1,397748.12,1.128862,5100,1.0
100.0,1329.499,1.0,1704.8345921039581,9.979955,100.0,1.0000042,1.0000229,10.0,-141.96326,0.9999992,52,546.8783769424276,100,8.696961e-06,254.2464,-381481.9,208184,-141.96326,-381480.94,546.87836,0.99998474,10.0,55.71,1.0,1,363716.2,1.128862,5200,1.0
100.0,1389.3944,1.0,1721.425531387329,,100.0,1.0000037,1.0002443,9.999998,-157.59607,0.99999404,53,519.7891877331728,100,0.000102982616,249.1537,-351659.84,213484,-157.59607,-351650.38,519.78925,0.9997712,9.999998,53.0,1.0,1,332248.9,1.128862,5300,1.0
100.0,1239.6018,1.0,1745.6144001483917,,100.0,1.0000039,1.0001221,9.999998,-137.60701,0.99999267,54,539.1620767284226,100,5.8417136e-05,223.74532,-356201.3,218978,-137.60701,-356194.53,539.16205,0.99983215,9.999998,54.94,1.0,1,340750.97,1.128862,5400,1.0
100.0,1289.4579,1.0,1772.1258945465088,,100.0,1.0000039,1.0000153,10.0,-138.21179,1.0000001,55,564.8685855576357,100,3.963848e-06,243.53804,-395098.1,224729,-138.21179,-395098.03,564.8685,0.99998474,10.0,57.51,1.0,1,378387.22,1.128862,5500,1.0
100.0,1859.0748,1.0,1787.4420819282532,,100.0,1.0000043,1.0000153,9.999997,-202.98813,0.99999917,56,574.4529271004667,100,6.3721127e-06,296.1306,-452425.3,230576,-202.98813,-452424.4,574.4529,0.9999695,9.999997,58.47,1.0,1,417688.62,1.128862,5600,1.0
100.0,1329.6096,1.0,1804.0540134906769,9.979115,100.0,1.000004,1.0,9.999999,-154.78983,1.0,57,545.8741772269533,100,,262.156,-384472.1,236137,-154.78983,-384472.1,545.87415,1.0,9.999999,55.61,1.0,1,366704.38,1.128862,5700,1.0
100.0,1539.5049,1.0,1815.63583278656,,100.0,1.0000039,1.0,10.0,-169.40407,1.0,58,560.65309899361,100,,236.461,-394065.88,241846,-169.40407,-394065.88,560.65314,1.0,10.0,57.09,1.0,1,370245.7,1.128862,5800,1.0
100.0,1469.3289,1.0,1824.802917957306,,100.0,1.0000038,1.0000153,9.999999,-160.14383,1.0000001,59,511.18324709443607,100,4.331548e-06,298.58807,-372161.2,247060,-160.14383,-372161.06,511.1832,0.99998474,9.999999,52.14,1.0,1,350463.0,1.128862,5900,1.0
100.0,1529.3162,1.0,1837.3084661960602,,100.0,1.0000039,1.0000076,10.0,-172.73206,0.9999998,60,530.3877309198962,100,1.3721502e-06,284.0751,-385515.72,252466,-172.73206,-385515.72,530.3877,0.9999924,10.0,54.06,1.0,1,362009.78,1.128862,6000,1.0
100.0,1469.4432,1.0,1847.4938251972198,,100.0,1.0000036,1.0,9.999999,-171.9527,1.0,61,495.19661703880325,100,,266.60788,-338000.94,257520,-171.9527,-338000.94,495.19666,1.0,9.999999,50.54,1.0,1,316299.47,1.128862,6100,1.0
100.0,1359.3152,1.0,1857.6150982379913,,100.0,1.0000042,1.0,10.0,-149.42062,1.0,62,580.1642232094304,100,,255.08128,-420227.47,263424,-149.42062,-420227.47,580.16425,1.0,10.0,59.04,1.0,1,401656.97,1.128862,6200,1.0
100.0,1409.3567,1.0,1865.7487370967865,,100.0,1.0000042,1.0,9.999999,-158.76752,1.0,63,542.6651458218498,100,,251.91681,-377910.5,268953,-158.76752,-377910.5,542.66516,1.0,9.999999,55.29,1.0,1,357947.53,1.128862,6300,1.0
100.0,1339.4529,1.0,1876.8350739479065,19.962334,100.0,1.0000042,1.0000229,9.999999,-157.29593,1.0000004,64,574.9595173706377,100,1.1325636e-05,261.03925,-416751.7,274805,-157.29593,-416751.16,574.95953,0.9999695,9.999999,58.52,1.0,1,398719.4,1.128862,6400,1.0
100.0,1489.6144,1.0,1888.4746255874634,,100.0,1.0000042,1.0000153,9.999999,-152.5186,0.99999726,65,566.3575002336412,100,9.414213e-06,313.8003,-441532.78,280571,-152.5186,-441530.12,566.3575,0.9999695,9.999999,57.66,1.0,1,419228.78,1.128862,6500,1.0
100.0,1759.5833,1.0,1904.4244015216827,,100.0,1.0000045,1.0000019,9.999998,-194.16177,1.0,66,612.8506479320738,100,1.9073487e-07,325.61984,-512731.6,286802,-194.16177,-512731.6,612.85065,1.0,9.999998,62.31,1.0,1,481614.22,1.128862,6600,1.0
100.0,1259.5348,1.0,1914.97385597229,,100.0,0.99999475,1.0001297,9.999999,-136.40982,1.0000033,67,540.2723507743531,100,4.7896614e-05,258.3179,-374566.56,292307,-136.40982,-374564.16,540.27234,0.9998474,9.999999,55.05,1.0,1,358620.0,1.128862,6700,1.0
100.0,1759.356,1.0,1934.5261483192444,,100.0,1.0412315,1.4348184,10.0,-196.81429,1.0083883,68,562.3747794298539,100,0.10610712,247.34442,-408553.94,298033,-196.81429,-402241.56,562.37476,0.78560394,10.0,57.26,1.0,1,370497.44,1.1288619,6800,1.0
100.0,2029.256,1.0,1951.6418626308441,,100.0,1.0000042,1.0,9.999999,-243.37073,1.0,69,517.2833775718414,100,,288.66678,-392296.97,303308,-243.37073,-392296.97,517.2834,1.0,9.999999,52.75,1.0,1,350910.62,1.1283404,6900,1.0
100.0,1369.636,1.0,1960.375850200653,,100.0,1.0000045,1.0000153,9.999999,-151.63489,0.99999964,70,540.6870581438363,100,4.870323e-06,262.13477,-379910.66,308817,-151.63489,-379910.47,540.687,0.99998474,9.999999,55.09,1.0,1,361056.9,1.1283404,7000,1.0
100.0,1289.5886,1.0,1973.7603809833527,,100.0,1.000005,1.0000153,9.999999,-137.53438,0.99999803,71,548.8720607816678,100,8.294971e-06,263.2144,-387256.53,314408,-137.53438,-387254.97,548.8721,0.9999695,9.999999,55.91,1.0,1,370540.75,1.1283404,7100,1.0
100.0,1629.3395,1.0,1989.3144936561584,9.980029,100.0,1.0000067,1.0000153,10.0,-189.50311,0.99999946,72,567.6743611891884,100,4.0465366e-06,308.9786,-444403.25,320187,-189.50311,-444403.03,567.6743,0.99998474,10.0,57.79,1.0,1,417721.72,1.1283404,7200,1.0
100.0,1489.5077,1.0,2001.2663595676422,9.983855,100.0,1.0931362,1.6936243,9.999999,-173.74258,1.0079042,73,540.479346454527,100,0.18282089,280.49908,-393095.84,325694,-173.74258,-376292.78,540.4793,0.4643483,9.999999,55.07,1.0,1,352979.4,1.1283404,7300,1.0
100.0,1539.2178,1.0,2024.7884259223938,,100.0,1.0000077,1.0000305,9.999999,-167.29803,1.0,74,577.6599158227065,100,1.4288097e-05,300.11713,-447572.62,331573,-167.29803,-447572.2,577.6599,0.9999695,9.999999,58.79,1.0,1,423760.8,1.1284214,7400,1.0
100.0,1539.535,1.0,2038.2863767147064,9.982095,100.0,0.99999976,1.0000229,9.999999,-173.95749,1.0000001,75,560.2656490050272,100,9.002914e-06,294.43845,-424412.7,337278,-173.95749,-424411.8,560.2657,0.9999695,9.999999,57.05,1.0,1,400590.72,1.1284214,7500,1.0
100.0,1759.5175,1.0,2057.027016401291,,100.0,0.99999976,1.0000153,10.0,-185.0771,0.99999726,76,545.2850463488954,100,8.640923e-06,281.3526,-407610.03,342833,-185.0771,-407607.84,545.28503,0.9999695,10.0,55.55,1.0,1,376492.88,1.1284214,7600,1.0
100.0,1119.5557,1.0,2070.6940162181854,,100.0,1.0,1.0002594,10.0,-130.41548,0.9999832,77,556.7746429419888,100,0.00014899277,243.07387,-381680.06,348503,-130.41548,-381670.22,556.77466,0.99961853,10.0,56.7,1.0,1,369073.03,1.1284214,7700,1.0
100.0,1459.5762,1.0,2098.6698820590973,9.980866,100.0,0.99999976,1.0000153,9.999998,-161.83638,0.9999993,78,553.0569943634604,100,6.3225443e-06,258.87393,-394298.66,354136,-161.83638,-394298.38,553.057,0.99998474,9.999998,56.33,1.0,1,372887.44,1.1284214,7800,1.0
100.0,1169.4747,1.0,2117.0755829811096,,100.0,0.99999976,1.0000305,10.0,-122.2047,0.9999986,79,545.4652673302056,100,1.1653944e-05,255.5021,-376559.3,359693,-122.2047,-376557.7,545.4653,0.9999695,10.0,55.57,1.0,1,362812.06,1.1284214,7900,1.0
100.0,1459.5399,1.0,2132.708995103836,9.981128,100.0,0.9999994,1.0000458,10.0,-166.48929,0.9999961,80,579.7606994714911,100,2.2209228e-05,253.47879,-421783.8,365593,-166.48929,-421778.8,579.7607,0.99990845,10.0,59.0,1.0,1,400368.94,1.1284214,8000,1.0
100.0,1199.6504,1.0,2159.880341053009,,100.0,0.9999995,1.0,10.0,-134.5487,1.0,81,574.4439393822145,100,,237.99915,-401093.56,371440,-134.5487,-401093.56,574.4439,1.0,10.0,58.47,1.0,1,386629.44,1.1284214,8100,1.0
100.0,1269.5437,1.0,2169.9426267147064,19.972015,100.0,0.99999976,1.0000153,9.999999,-133.3027,0.9999986,82,568.057258193016,100,5.4587053e-06,236.82336,-394972.97,377223,-133.3027,-394972.34,568.05725,0.99998474,9.999999,57.83,1.0,1,378773.75,1.1284214,8200,1.0
100.0,1699.6057,1.0,2185.9478182792664,19.96343,100.0,0.99999964,1.0000381,10.0,-200.12823,0.9999989,83,581.7616833556157,100,1.9785108e-05,276.99704,-444206.16,383143,-200.12823,-444203.88,581.7617,0.99990845,10.0,59.2,1.0,1,415171.75,1.1284214,8300,1.0
100.0,1539.529,1.0,2203.017973423004,,100.0,0.99999976,1.0004197,10.0,-181.64389,0.9999946,84,558.0816526654385,100,0.00011582522,269.9637,-408156.44,388826,-181.64389,-408148.1,558.08167,0.99971014,10.0,56.83,1.0,1,384327.2,1.1284214,8400,1.0
100.0,2419.2178,1.0,2229.230123758316,9.982393,100.0,1.1016319,1.7028751,9.999999,-266.76422,0.98111224,85,595.7557466983915,100,0.1574141,292.53714,-499323.84,394886,-266.76422,-476953.9,595.75574,0.5752602,9.999999,60.6,1.0,1,415216.2,1.1284214,8500,1.0
100.0,1239.7052,1.0,2244.213252067566,,100.0,0.9999933,1.0,10.0,-135.72922,1.0,86,573.7654444144252,100,,283.96857,-425291.0,400726,-135.72922,-425291.0,573.76544,1.0,10.0,58.4,1.0,1,409844.94,1.1277,8600,1.0
100.0,1209.612,1.0,2253.1061329841614,,100.0,0.9999945,1.0000305,9.999998,-134.83777,0.99999845,87,493.9821979011958,100,9.531169e-06,259.35205,-325987.2,405768,-134.83777,-325985.78,493.98224,0.9999695,9.999998,50.42,1.0,1,311280.5,1.1277,8700,1.0
100.0,1619.4613,1.0,2270.396734237671,,100.0,0.9999931,1.0000153,9.999998,-191.16008,0.99999994,88,602.0519275734598,100,5.498263e-06,319.07504,-490634.0,411891,-191.16008,-490633.44,602.05194,0.9999695,9.999998,61.23,1.0,1,464274.84,1.1277,8800,1.0
100.0,1129.6362,1.0,2285.566852092743,169.83878,100.0,0.9999931,1.0,10.0,-128.0968,1.0,89,616.8421091424077,100,,211.18073,-437916.5,418162,-128.0968,-437916.5,616.8421,1.0,10.0,62.71,1.0,1,425091.47,1.1277,8900,1.0
100.0,1389.4496,1.0,2296.2180831432343,9.979419,100.0,0.9999937,1.0000076,9.999999,-148.36674,0.99999946,90,565.6657308925635,100,3.2824144e-06,293.5183,-425533.6,423921,-148.36674,-425533.25,565.6658,0.99998474,9.999999,57.59,1.0,1,406130.34,1.1277,9000,1.0
100.0,2099.395,1.0,2310.5733730793,,100.0,0.99999344,1.0000153,10.0,-240.31439,0.9999993,91,580.7722018496048,100,3.8753105e-06,290.21494,-465817.56,429831,-240.31439,-465817.2,580.7722,0.99998474,10.0,59.1,1.0,1,421520.7,1.1277,9100,1.0
100.0,2219.1265,1.0,2324.7290453910828,,100.0,0.99999344,1.0,9.999999,-226.90555,0.9999997,92,587.0520506924665,100,3.036469e-06,332.0453,-504377.34,435804,-226.90555,-504376.38,587.05206,0.9999695,9.999999,59.73,1.0,1,454883.22,1.1277,9200,1.0
100.0,1269.4048,1.0,2338.260091304779,,100.0,0.99999344,1.0001144,9.999997,-147.40215,0.99999183,93,568.5653492415845,100,5.0004317e-05,256.1882,-405093.94,441592,-147.40215,-405087.6,568.56537,0.9998779,9.999997,57.88,1.0,1,388892.6,1.1277,9300,1.0
100.0,1529.4087,1.0,2367.5804591178894,9.98351,100.0,0.99999285,1.0,9.999999,-189.69843,1.0,94,625.1402452505965,100,,289.12372,-497901.5,447946,-189.69843,-497901.5,625.14026,1.0,9.999999,63.54,1.0,1,474392.84,1.1277,9400,1.0
