optimgain,EpThisIter,J_hat,TimeElapsed,meankl,entloss,ev_tdlam_before,entropy,EpRewMean,EpLenMean,SampleRenyi2,surrgain,Step_size,EpisodesSoFar,DiscEpRewMean,Var_J,TimestepsSoFar
0.00355108,100,24.612337112426758,1309.5178756713867,0.00609752,,0.846669390798,2.47651,23.8373247046,500.0,1.25774e+09,0.00355108,1.0,1900,24.6371934469,0.09950579702854156,950000
0.00474829,100,24.786664962768555,1378.533991575241,0.00560541,,0.905318170786,2.48926,22.7110965716,500.0,6.64195e-07,0.00474829,1.0,2000,24.549585768,0.07633288949728012,1000000
0.00414502,100,22.835176467895508,1451.3092274665833,0.00563584,,0.906344935298,2.48516,22.4138080305,500.0,62603.9,0.00414502,1.0,2100,24.6160312336,0.8936079740524292,1050000
0.00637096,100,24.71428871154785,1522.3153705596924,0.00779503,,0.909502625465,2.45292,22.0409083577,500.0,8.24011e+22,0.00637096,1.0,2200,24.628032677,0.2084679901599884,1100000
0.00527288,100,26.625999450683594,1593.8398637771606,0.00700872,,0.898883134127,2.47944,23.0546076716,500.0,6.2262e-16,0.00527288,1.0,2300,24.4969416986,0.23818978667259216,1150000
0.00487468,100,25.048452377319336,1665.9328997135162,0.00734535,,0.921854048967,2.47437,21.5662463803,500.0,756654.0,0.00487468,1.0,2400,24.5240395162,0.09531521797180176,1200000
0.00469817,100,25.126232147216797,1741.7355971336365,0.00598367,,0.889952749014,2.48919,23.0545052612,500.0,1.33355e-06,0.00469817,1.0,2500,24.6656493692,0.11870109289884567,1250000
0.00630325,100,26.69904327392578,1814.6142857074738,0.00582677,,0.921044252813,2.49513,25.1622420046,500.0,0.00392926,0.00630325,1.0,2600,25.3840915587,0.06504768878221512,1300000
0.00626207,100,25.76171112060547,1884.857084274292,0.00673808,,0.930214568973,2.48732,25.1648279069,500.0,4.80789e+09,0.00626207,1.0,2700,25.2674950577,0.08448539674282074,1350000
0.00550367,100,25.760032653808594,1956.7877266407013,0.00577818,,0.924059391022,2.49706,27.1604241582,500.0,6.84333e-06,0.00550367,1.0,2800,25.6861261166,0.24887651205062866,1400000
0.00560413,100,25.907033920288086,2029.625771522522,0.00579987,,0.916553482413,2.50122,28.6368423282,500.0,0.751619,0.00560413,1.0,2900,26.1085537393,0.19812160730361938,1450000
0.00538887,100,26.040607452392578,2101.7980506420135,0.0067425,,0.933394528925,2.4744,28.9390262013,500.0,3.4372e+19,0.00538887,1.0,3000,26.0684327503,0.21627897024154663,1500000
0.00601105,100,26.58684730529785,2173.2559731006622,0.00696241,,0.940086882561,2.43826,29.2041075987,500.0,1.66468e+26,0.00601105,1.0,3100,26.1778013829,0.14491353929042816,1550000
0.00475249,100,27.786001205444336,2245.2673995494843,0.00584696,,0.918987058103,2.43729,30.3775344894,500.0,14137.6,0.00475249,1.0,3200,26.4739257584,0.4463140368461609,1600000
0.00580116,100,26.773012161254883,2317.0084822177887,0.00693764,,0.931683510542,2.41302,31.0573286852,500.0,2.13133e+18,0.00580116,1.0,3300,26.7334031834,0.041005246341228485,1650000
0.005618,100,27.897127151489258,2388.8999955654144,0.00716881,,0.929825313389,2.41484,31.5961133669,500.0,2.41401,0.005618,1.0,3400,26.9648101707,0.16205176711082458,1700000
0.00510876,100,27.811351776123047,2460.02543592453,0.00621777,,0.930963456631,2.37794,32.0151563443,500.0,8.30506e+28,0.00510876,1.0,3500,26.96499775,0.15632584691047668,1750000
0.00533228,100,27.258010864257812,2535.0878767967224,0.00578639,,0.933991841972,2.34858,33.1529487044,500.0,7.79088e+21,0.00533228,1.0,3600,27.4922835275,0.08298841118812561,1800000
0.00545792,100,27.643634796142578,2608.1996037960052,0.00637321,,0.930436231196,2.30252,34.4792674335,500.0,4.41478e+31,0.00545792,1.0,3700,28.1339459446,0.680007815361023,1850000
0.0065796,100,30.441865921020508,2682.55938744545,0.00687778,,0.937444575131,2.30002,34.1922106043,500.0,962.851,0.0065796,1.0,3800,28.5422619606,0.12643161416053772,1900000
0.00615773,100,29.938796997070312,2762.788013935089,0.00604311,,0.942634195089,2.30394,34.6726602023,500.0,0.125094,0.00615773,1.0,3900,28.6732994247,0.5297614932060242,1950000
0.00657948,100,29.051328659057617,2838.6298377513885,0.00663454,,0.939767800272,2.29855,34.9919267473,500.0,159635.0,0.00657948,1.0,4000,28.8431763778,1.0400946140289307,2000000
0.00592729,100,29.94519805908203,2916.9167132377625,0.00581058,,0.931252837181,2.27534,37.0826329793,500.0,3.95584e+16,0.00592729,1.0,4100,29.6781198319,0.18137365579605103,2050000
0.00525799,100,31.409313201904297,2990.759461402893,0.00694756,,0.923458464444,2.23903,37.5195077447,500.0,1.39112e+25,0.00525799,1.0,4200,29.7803160916,0.28556811809539795,2100000
0.00564831,100,31.253671646118164,3065.523069381714,0.00637473,,0.930621266365,2.21116,38.398500738,500.0,2.84326e+20,0.00564831,1.0,4300,30.3119910596,0.22449828684329987,2150000
0.00712707,100,30.897367477416992,3140.2288839817047,0.00679055,,0.936254799366,2.21584,37.8789246931,500.0,0.0436928,0.00712707,1.0,4400,30.1933672017,0.18659906089305878,2200000
0.00618689,100,31.463424682617188,3215.944799423218,0.0071639,,0.896711096168,2.19703,42.0273061833,500.0,1.2564e+14,0.00618689,1.0,4500,31.6842095317,0.08266981691122055,2250000
0.00664813,100,31.456201553344727,3289.163407087326,0.00689593,,0.904255002737,2.2011,44.2875034535,500.0,0.0166892,0.00664813,1.0,4600,32.1736147042,0.6837112903594971,2300000
0.00587315,100,33.43544006347656,3363.9043374061584,0.00617703,,0.920331709087,2.1894,45.4726877464,500.0,8.18414e+09,0.00587315,1.0,4700,32.7712865501,0.0625002458691597,2350000
0.00640301,100,32.701786041259766,3438.763021707535,0.00747422,,0.917316056788,2.19307,46.2507976719,500.0,0.855615,0.00640301,1.0,4800,32.8414308271,1.1480666399002075,2400000
0.00732582,100,33.829898834228516,3514.6145782470703,0.00646781,,0.929428264499,2.16999,43.65055096,500.0,2.00532e+17,0.00732582,1.0,4900,32.5147785879,0.15397387742996216,2450000
0.00662723,100,33.2111930847168,3590.8663313388824,0.0100759,,0.933812946081,2.14814,43.6803074359,500.0,2.55847e+17,0.00662723,1.0,5000,32.7531725585,0.2894779443740845,2500000
0.00620244,100,33.25253677368164,3667.6455261707306,0.00666439,,0.932187788188,2.14166,45.3828588689,500.0,986002.0,0.00620244,1.0,5100,33.1751353923,0.5224979519844055,2550000
0.00617526,100,34.108333587646484,3745.9065494537354,0.00626283,,0.943022273481,2.12672,46.036762648,500.0,6.81442e+11,0.00617526,1.0,5200,33.4720943999,0.07829256355762482,2600000
0.00611592,100,34.26756286621094,3822.584923028946,0.00572901,,0.949162494391,2.10154,46.4001212016,500.0,1.46883e+19,0.00611592,1.0,5300,33.5473317151,0.08808102458715439,2650000
0.00679947,100,34.307674407958984,3901.302909851074,0.00729532,,0.936363406479,2.08015,48.1228055232,500.0,2.04086e+16,0.00679947,1.0,5400,34.1881996803,0.21446125209331512,2700000
0.00664187,100,34.48033142089844,3980.1505651474,0.00567942,,0.927308067679,2.06616,49.9114573778,500.0,8.42952e+10,0.00664187,1.0,5500,34.5313789495,0.05118450149893761,2750000
0.00557917,100,35.570552825927734,4060.19505238533,0.00763239,,0.939303927124,2.03387,49.7433014348,500.0,2.64023e+29,0.00557917,1.0,5600,34.6353858183,0.07415670901536942,2800000
0.00632182,100,35.413597106933594,4137.99965262413,0.00627375,,0.931688211858,2.01758,50.763259554,500.0,2.19178e+12,0.00632182,1.0,5700,34.8596541432,0.1449214220046997,2850000
0.00668263,100,34.1655158996582,4215.241983175278,0.0066731,,0.932201109827,1.98796,52.2806384956,500.0,4.89499e+21,0.00668263,1.0,5800,35.0630725183,0.4972896873950958,2900000
0.00646053,100,34.694435119628906,4293.044934988022,0.00922657,,0.94938730076,1.961,51.7119483482,500.0,1.05952e+20,0.00646053,1.0,5900,34.9782615515,0.10449215769767761,2950000
0.00709354,100,35.8112907409668,4370.685044765472,0.00932066,,0.954894825816,1.9327,51.2482901318,500.0,5.31407e+20,0.00709354,1.0,6000,34.9081564626,0.029598265886306763,3000000
0.00650835,100,34.9164924621582,4447.359485864639,0.00764439,,0.959809392691,1.90697,51.6871864104,500.0,4.43642e+18,0.00650835,1.0,6100,35.2693864281,0.09042205661535263,3050000
0.00711179,100,35.1961669921875,4525.45823931694,0.00754324,,0.958902977407,1.87981,52.5010401101,500.0,2.56218e+20,0.00711179,1.0,6200,35.2642619185,0.10796010494232178,3100000
0.00629403,100,36.95112609863281,4606.146685361862,0.00755809,,0.963943205774,1.84507,51.9807215245,500.0,1.27135e+24,0.00629403,1.0,6300,35.6658704952,0.17646056413650513,3150000
0.00778239,100,36.528831481933594,4684.610634088516,0.00839449,,0.95933175832,1.80594,52.912216614,500.0,8.69378e+27,0.00778239,1.0,6400,35.6935286604,0.16344663500785828,3200000
0.00631872,100,35.41435623168945,4762.440717697144,0.00746816,,0.962070755661,1.76953,53.8805478871,500.0,2.34432e+26,0.00631872,1.0,6500,35.7944139271,0.1526489108800888,3250000
0.00671086,100,37.581295013427734,4840.862805604935,0.00894472,,0.964028291404,1.74123,54.0273406006,500.0,9.0663e+20,0.00671086,1.0,6600,36.17597828,0.3584405183792114,3300000
0.0074642,100,35.85719299316406,4918.047518253326,0.00699896,,0.964884798974,1.7311,54.6028384656,500.0,1.81168e+08,0.0074642,1.0,6700,35.9454400916,0.07438153028488159,3350000
0.00321332,100,36.48401641845703,4998.678466081619,0.00504731,,0.964290581644,1.71298,55.6756512712,500.0,8.81687e+12,0.00321332,0.5,6800,36.3264747791,0.08751039206981659,3400000
0.00360934,100,36.2661018371582,5077.560672521591,0.00534517,,0.967946376652,1.70055,54.4895862188,500.0,3.35314e+09,0.00360934,0.5,6900,36.1380858173,0.1501232534646988,3450000
0.00569095,100,36.739871978759766,5157.397672891617,0.0140318,,0.965903844684,1.69045,55.7666795113,500.0,2.74849e+09,0.00569095,1.0,7000,36.312068902,0.061879027634859085,3500000
0.00704798,100,36.42184829711914,5237.748887062073,0.0119557,,0.967684779316,1.65129,54.1752424404,500.0,1.6959e+28,0.00704798,1.0,7100,36.1441965452,0.04436638206243515,3550000
0.00667848,100,36.449440002441406,5321.681240558624,0.00941243,,0.966001957655,1.61716,55.2336251596,500.0,4.71196e+23,0.00667848,1.0,7200,36.2570313212,0.12634995579719543,3600000
0.00706198,100,36.28575897216797,5402.147829532623,0.0116157,,0.964960407466,1.60154,56.2638832176,500.0,1.33916e+13,0.00706198,1.0,7300,36.4005673996,0.12607848644256592,3650000
0.00590532,100,35.45886993408203,5484.893046140671,0.0068661,,0.961900211871,1.59668,57.3235419793,500.0,64188.8,0.00590532,1.0,7400,36.6960483818,0.12383430451154709,3700000
0.00651213,100,34.24525451660156,5568.608253002167,0.00992523,,0.9706968721,1.5621,56.8388446776,500.0,4.86122e+24,0.00651213,1.0,7500,36.6176751983,0.0946970283985138,3750000
0.00576613,100,37.065860748291016,5651.551151275635,0.00908474,,0.964931599796,1.53526,58.0206651363,500.0,3.71937e+19,0.00576613,1.0,7600,36.9753694466,0.08198854327201843,3800000
0.00588284,100,36.924598693847656,5734.3977789878845,0.00824259,,0.972660273314,1.5189,57.9669426761,500.0,9.37195e+11,0.00588284,1.0,7700,36.9520873896,0.06478413194417953,3850000
0.0061262,100,36.34199142456055,5817.367757320404,0.00757621,,0.97594184801,1.50401,58.0109322428,500.0,3.22528e+11,0.0061262,1.0,7800,37.1183774091,0.05181341990828514,3900000
0.00808882,100,37.090171813964844,5903.501203298569,0.00950418,,0.976533550769,1.50155,56.3137744041,500.0,3757.94,0.00808882,1.0,7900,36.8342257903,0.05078050121665001,3950000
0.00495853,100,36.943580627441406,5985.6435396671295,0.0133434,,0.975371379405,1.47224,55.5148993493,500.0,6.10963e+21,0.00495853,1.0,8000,36.4762497943,0.04542921483516693,4000000
0.00691431,100,36.06999206542969,6069.010657072067,0.0103281,,0.971388457343,1.44964,57.1347136542,500.0,3.16443e+16,0.00691431,1.0,8100,37.3388797502,0.2563060522079468,4050000
0.00388804,100,37.274925231933594,6153.450685501099,0.00465823,,0.979040969163,1.43783,55.1458210018,500.0,3.41972e+08,0.00388804,0.5,8200,36.6990568482,0.05280517786741257,4100000
0.00675702,100,36.72852325439453,6237.92018866539,0.00756499,,0.968547001481,1.4238,55.6645381433,500.0,1.88725e+11,0.00675702,1.0,8300,36.6724745649,0.15024299919605255,4150000
0.00828191,100,37.399620056152344,6325.197819709778,0.00861435,,0.976010842249,1.42274,56.2457562349,500.0,92.3083,0.00828191,1.0,8400,37.0587880937,0.03421379625797272,4200000
0.00753825,100,36.936668395996094,6409.6026730537415,0.00941145,,0.969920992851,1.42133,56.8109135762,500.0,1998.55,0.00753825,1.0,8500,36.9878147681,0.12900088727474213,4250000
0.00675113,100,38.2490348815918,6494.703269481659,0.00834143,,0.973926732317,1.39442,57.2528359191,500.0,5.44931e+19,0.00675113,1.0,8600,37.247775237,0.059918198734521866,4300000
0.00726624,100,37.30575180053711,6580.802870512009,0.0133011,,0.972576420754,1.38767,57.7516474323,500.0,1.29507e+07,0.00726624,1.0,8700,37.3179721618,0.09398292005062103,4350000
0.00333537,100,37.62077713012695,6666.979810714722,0.00416168,,0.973393799737,1.38565,58.4586425156,500.0,159.19,0.00333537,0.5,8800,37.6048683542,0.08425520360469818,4400000
0.00780328,100,36.893028259277344,6753.003031015396,0.0110898,,0.974002737552,1.3837,59.0904210825,500.0,4187.44,0.00780328,1.0,8900,37.6484751922,0.11278865486383438,4450000
0.00831233,100,36.35945510864258,6837.442489862442,0.0119507,,0.972572850063,1.37704,59.7221572426,500.0,6.46073e+06,0.00831233,1.0,9000,37.7681391612,1.1120030879974365,4500000
0.00519531,100,37.75801086425781,6923.849370718002,0.00490617,,0.972580254078,1.37446,59.9582616233,500.0,552.583,0.00519531,0.5,9100,37.5764426619,0.7084233164787292,4550000
0.00658647,100,37.025421142578125,7009.789054393768,0.00799461,,0.97647639364,1.37588,59.9510911574,500.0,10.1447,0.00658647,1.0,9200,37.4594989857,0.013500376604497433,4600000
0.0064726,100,38.20258712768555,7096.964917182922,0.0106263,,0.981230836362,1.36026,60.7034925977,500.0,3.29778e+12,0.0064726,1.0,9300,37.8866160396,0.16464492678642273,4650000
0.00707195,100,38.83714294433594,7184.293377637863,0.00974248,,0.98490308132,1.33496,60.1011308017,500.0,7.26288e+18,0.00707195,1.0,9400,37.6610287581,0.2760329842567444,4700000
0.0123417,100,37.798274993896484,7271.059326410294,0.00917624,,0.984875552356,1.33337,59.5632994821,500.0,100.514,0.0123417,1.0,9500,37.6241546296,0.05181489884853363,4750000
0.00799166,100,37.74699783325195,7358.040587425232,0.0146536,,0.982864862308,1.32679,58.8554334109,500.0,3.7104e+07,0.00799166,1.0,9600,37.3842532355,0.3025774359703064,4800000
0.00801471,100,38.216644287109375,7445.502844572067,0.0076072,,0.982408415526,1.31067,59.7743537557,500.0,8.56224e+11,0.00801471,1.0,9700,37.7245860551,0.13788367807865143,4850000
0.00609312,100,36.259464263916016,7533.5544900894165,0.0108391,,0.9836539682,1.29456,60.2439342598,500.0,2.94647e+12,0.00609312,1.0,9800,37.7165082175,0.13397124409675598,4900000
0.00582281,100,37.901466369628906,7622.3342435359955,0.00763068,,0.984021190554,1.29346,60.0998503399,500.0,619.053,0.00582281,1.0,9900,37.5922910984,0.038017503917217255,4950000
0.00629188,100,37.292076110839844,7710.732836723328,0.00926941,,0.984869845212,1.28623,60.2041056129,500.0,1.97795e+06,0.00629188,1.0,10000,37.8353596193,0.1021852195262909,5000000
0.00775725,100,37.25642013549805,7798.6068110466,0.00857397,,0.989322936162,1.26415,59.2646954397,500.0,2.47763e+16,0.00775725,1.0,10100,37.6549780706,0.008413486182689667,5050000
0.0092309,100,37.28520965576172,7888.266668081284,0.0101023,,0.986698969267,1.24564,59.8756237116,500.0,6.26772e+13,0.0092309,1.0,10200,37.7185842821,0.15240947902202606,5100000
0.00632445,100,38.22932052612305,7976.571501493454,0.00889979,,0.987304654904,1.21277,60.514071049,500.0,3.07552e+23,0.00632445,1.0,10300,37.7492665698,0.015449960716068745,5150000
0.00799179,100,37.15388488769531,8066.341069221497,0.0142328,,0.984252598137,1.21278,60.506929896,500.0,121.858,0.00799179,1.0,10400,38.0619580799,0.10047279298305511,5200000
0.00890174,100,37.557552337646484,8156.4721393585205,0.0125896,,0.983246384189,1.20359,60.5122417197,500.0,1.84655e+08,0.00890174,1.0,10500,37.8449587614,0.006131826434284449,5250000
0.00948751,100,37.14738464355469,8246.64501953125,0.00949934,,0.982304431498,1.19434,60.9188089446,500.0,3.31162e+07,0.00948751,1.0,10600,38.1607359379,0.05238599702715874,5300000
0.00362604,100,37.67103576660156,8338.29339003563,0.00732243,,0.987309171818,1.19423,60.3606569547,500.0,12.881,0.00362604,0.5,10700,37.9712518819,0.06156594678759575,5350000
0.00434846,100,37.89767837524414,8428.919962406158,0.00482598,,0.987763268873,1.19141,60.2362460456,500.0,276.639,0.00434846,0.5,10800,37.8953657917,0.1437198370695114,5400000
0.00657823,100,37.99932098388672,8523.363213539124,0.00477544,,0.981107726693,1.19082,59.5384068376,500.0,11.9192,0.00657823,0.5,10900,37.6345325894,0.05743706226348877,5450000
0.00814421,100,37.18075942993164,8615.218301534653,0.00893648,,0.986321212724,1.18408,60.1845205571,500.0,545074.0,0.00814421,1.0,11000,37.8386682326,0.017530305311083794,5500000
0.0123442,100,37.60053253173828,8707.21351146698,0.00711212,,0.982605623081,1.18356,59.8847782174,500.0,24.5041,0.0123442,1.0,11100,37.8335782323,0.17548774182796478,5550000
0.00707782,100,38.19339370727539,8799.114268064499,0.0123689,,0.985010212287,1.17868,60.6751932985,500.0,402481.0,0.00707782,1.0,11200,38.0941742214,0.030442748218774796,5600000
0.00958912,100,38.4950065612793,8890.268228769302,0.0123656,,0.986107241362,1.16946,60.8526979156,500.0,1.75376e+08,0.00958912,1.0,11300,38.1431423189,0.17821799218654633,5650000
0.0105942,100,37.404048919677734,8982.951784610748,0.0113622,,0.985451222397,1.17861,59.8029100474,500.0,3.70386e-05,0.0105942,1.0,11400,37.8884362847,0.05637883022427559,5700000
0.00725223,100,38.104278564453125,9072.531728744507,0.0115207,,0.984989183024,1.17142,60.5267710323,500.0,1.47526e+06,0.00725223,1.0,11500,37.9798928234,0.06626004725694656,5750000
0.00393968,100,37.75958251953125,9166.894845485687,0.00373909,,0.985858477652,1.16759,60.2074599392,500.0,3495.14,0.00393968,0.5,11600,37.9344622484,0.11938856542110443,5800000
0.00876269,100,37.69904327392578,9260.867180347443,0.00800127,,0.983857955784,1.16491,60.497622303,500.0,193.799,0.00876269,1.0,11700,37.8607409237,0.031808190047740936,5850000
0.00844317,100,36.60365676879883,9355.101641893387,0.0128248,,0.985410477966,1.13857,60.8606850257,500.0,2.17172e+19,0.00844317,1.0,11800,38.1452750054,0.4642346203327179,5900000
0.0119584,100,38.931758880615234,9449.89715719223,0.00890096,,0.985688394867,1.12793,60.0256888251,500.0,6.02005e+07,0.0119584,1.0,11900,37.7922009252,0.06877437233924866,5950000
0.00858998,100,37.49106216430664,9544.18226146698,0.012196,,0.989428325556,1.10655,59.5909471008,500.0,8.02402e+15,0.00858998,1.0,12000,37.9349619402,0.2823304831981659,6000000
0.010483,100,38.972023010253906,9637.653731822968,0.0103263,,0.985107304528,1.11032,60.2713404675,500.0,0.0642486,0.010483,1.0,12100,37.9927779661,0.16380277276039124,6050000
0.00787234,100,38.48039627075195,9733.713781118393,0.00954165,,0.986533239484,1.09423,59.7272911911,500.0,5.82939e+11,0.00787234,1.0,12200,37.792600848,0.040844012051820755,6100000
0.00986615,100,38.856502532958984,9828.947462320328,0.00966488,,0.986636352725,1.09217,60.0757982984,500.0,1330.42,0.00986615,1.0,12300,38.1562949682,0.13257159292697906,6150000
0.01108,100,37.910953521728516,9924.653962135315,0.00922449,,0.983756797388,1.07669,59.4131230935,500.0,5.54885e+10,0.01108,1.0,12400,37.8536816527,0.12874014675617218,6200000
0.014152,100,38.280696868896484,10020.872272253036,0.00805434,,0.976636329666,1.05897,60.5684099587,500.0,1.81695e+12,0.014152,1.0,12500,38.1152127039,0.0356355644762516,6250000
0.0163933,100,37.57235336303711,10124.895155668259,0.00739825,,0.986486885697,1.05421,60.3708606163,500.0,19032.7,0.0163933,1.0,12600,37.8900805266,0.09524741768836975,6300000
0.00961637,100,38.88975524902344,10219.517534255981,0.00861161,,0.988562474027,1.04838,59.8164871921,500.0,100641.0,0.00961637,1.0,12700,37.8832780961,0.25907188653945923,6350000
0.00608416,100,37.83076095581055,10317.706063270569,0.00858625,,0.98888156563,1.02869,59.7173897447,500.0,2.17039e+14,0.00608416,1.0,12800,37.9916286344,0.11802294105291367,6400000
0.0095474,100,38.40620040893555,10414.301883220673,0.00696686,,0.988086393103,1.02282,60.1532596807,500.0,18467.4,0.0095474,1.0,12900,38.1245578452,0.021652977913618088,6450000
0.00829392,100,36.93709182739258,10512.238584756851,0.0101281,,0.98994774837,1.00308,59.755310332,500.0,2.60275e+14,0.00829392,1.0,13000,37.9697367023,0.6416335105895996,6500000
0.00826721,100,37.0896110534668,10610.986802577972,0.0101458,,0.987789753824,0.99704,60.1950405562,500.0,207767.0,0.00826721,1.0,13100,38.0792085762,0.34228816628456116,6550000
0.00764183,100,37.992401123046875,10706.51174402237,0.0086336,,0.989291868173,0.986176,59.6772880787,500.0,2.79912e+08,0.00764183,1.0,13200,38.0660923564,0.2848483622074127,6600000
0.0094479,100,38.418514251708984,10807.723742961884,0.00931204,,0.988437349908,0.963413,59.9562657491,500.0,2.35267e+16,0.0094479,1.0,13300,38.1490119548,0.05092179775238037,6650000
0.00991066,100,37.39948654174805,10905.643986463547,0.014354,,0.98903080821,0.959961,60.5384425728,500.0,89504.2,0.00991066,1.0,13400,38.3258892758,0.36300185322761536,6700000
0.0069402,100,37.974830627441406,11010.496740818024,0.0092637,,0.984211323783,0.946416,61.1184956624,500.0,6.03328e+10,0.0069402,1.0,13500,38.3225423157,0.041235897690057755,6750000
0.00727853,100,39.125267028808594,11109.712985515594,0.0136499,,0.985199083574,0.935547,61.4471932375,500.0,1.30904e+09,0.00727853,1.0,13600,38.3001423166,0.021651867777109146,6800000
0.00860946,100,38.962711334228516,11207.097972393036,0.0113994,,0.982633030042,0.929208,61.1648743523,500.0,586431.0,0.00860946,1.0,13700,38.3172469525,0.05285268649458885,6850000
0.00805314,100,38.838565826416016,11305.762268543243,0.0123042,,0.989664490335,0.918448,61.1754963873,500.0,5.27032e+08,0.00805314,1.0,13800,38.3598385372,0.16066530346870422,6900000
0.00806987,100,38.887657165527344,11406.17077589035,0.00994292,,0.989861663431,0.922353,60.8911670041,500.0,0.0874899,0.00806987,1.0,13900,38.3111446035,0.3020881712436676,6950000
0.00916032,100,37.550621032714844,11504.275836229324,0.00854086,,0.990025809966,0.918449,61.080259055,500.0,4882.73,0.00916032,1.0,14000,38.175484973,0.10018955916166306,7000000
0.0051932,100,38.616546630859375,11601.965301513672,0.00573574,,0.989134668373,0.918629,61.5358207104,500.0,2.56488,0.0051932,0.5,14100,38.437713906,0.10735566169023514,7050000
0.00709282,100,39.02503967285156,11703.581042766571,0.0127194,,0.992054710165,0.916188,61.0310888199,500.0,6102.8,0.00709282,1.0,14200,38.4510976091,0.4620688855648041,7100000
0.00367944,100,38.56631088256836,11802.893093824387,0.00533926,,0.990517085418,0.902354,61.2425102924,500.0,7.03771e+09,0.00367944,0.5,14300,38.4267132235,0.2752073109149933,7150000
0.00968064,100,38.90705871582031,11902.207861661911,0.0132353,,0.987771355547,0.900255,60.8695164299,500.0,488.36,0.00968064,1.0,14400,38.1594548545,0.020915986970067024,7200000
0.00393121,100,38.8701057434082,12007.513972520828,0.00576212,,0.988878231496,0.894052,61.6520488724,500.0,69757.4,0.00393121,0.5,14500,38.5472845492,0.15217413008213043,7250000
0.00753871,100,38.258968353271484,12108.8907995224,0.00882326,,0.990002130158,0.869673,61.0034035546,500.0,4.21843e+17,0.00753871,1.0,14600,38.1639145853,0.1152002289891243,7300000
