VarJ,EpsThisIter,ESSClassic,AvgEpLen,MinNormIw,AvgVanillaIw,VarDiscRet,AvgRet,Delta,Bound,IterType,AvgNormIw,eRenyi2,VanillaAvgRet,AvgDiscRet,VarRet,J,MaxNormIw,MaxVanillaIw,ESSRenyi,VarVanillaIw,VarNormIw,BatchSize,MinVanillaIw
36.3789,100,100.0,95.39,0.01,1.0,1336.79125215,-66.5119149059,0.8,-87.3674,2,0.01,1.0,-66.5119149059,-66.5119149059,1336.79125215,-66.5119,0.01,1.0,500.0,,3.50449e-18,500,1.0
44.1197,100,200.000000102,99.96,0.005,1.0,2587.80304026,-70.4462670155,0.8,-83.227,2,0.005,1.0,-70.4462670155,-70.4462670155,2587.80304026,-68.4791,0.005,1.0,500.0,,2.1793e-19,500,1.0
61.1988,100,299.999969474,115.8,0.00333333,1.0,7250.74657857,-84.1898956232,0.8,-85.7589,2,0.00333333,1.0,-84.1898956232,-84.1898956232,7250.74657857,-73.716,0.00333333,1.0,500.0,,5.43914e-20,500,1.0
65.7677,100,400.0,115.11,0.0025,1.0,6061.75688011,-82.9932522829,0.8,-86.4648,2,0.0025,1.0,-82.9932522829,-82.9932522829,6061.75688011,-76.0353,0.0025,1.0,500.0,,5.4346e-20,500,1.0
60.0,100,483.973318086,94.8,0.00167663,1.02242,1342.49331451,-66.3354523841,0.8,-83.3283,1,0.002,1.02964,-66.3354523841,-66.3354523841,1342.49331451,-73.8627,0.0040503,2.07055,485.606638968,0.0346868,1.3273e-07,500,0.857108
61.6094,100,100.0,102.34,0.01,1.0,3834.0560634,-72.7168909749,0.8,-93.5738,2,0.01,1.0,-72.7168909749,-72.7168909749,3834.0560634,-72.7169,0.01,1.0,500.0,,3.50449e-18,500,1.0
78.047,100,200.000000102,120.61,0.005,1.0,8345.73501553,-88.5080404174,0.8,-95.3606,2,0.005,1.0,-88.5080404174,-88.5080404174,8345.73501553,-80.6125,0.005,1.0,500.0,,2.1793e-19,500,1.0
67.4111,100,299.999969474,98.38,0.00333333,1.0,1363.10892224,-68.3260058986,0.8,-88.5588,2,0.00333333,1.0,-68.3260058986,-68.3260058986,1363.10892224,-76.517,0.00333333,1.0,500.0,,5.43914e-20,500,1.0
65.9384,100,400.0,103.78,0.0025,1.0,3792.80430932,-74.2545566019,0.8,-86.3799,2,0.0025,1.0,-74.2545566019,-74.2545566019,3792.80430932,-75.9514,0.0025,1.0,500.0,,5.4346e-20,500,1.0
69.5688,100,472.891264709,120.24,0.0016358,1.00193,8352.7451785,-88.0511707474,0.8,-87.3213,1,0.002,1.06111,-88.0511707474,-88.0511707474,8352.7451785,-77.7129,0.00678601,3.39955,471.206843575,0.0576614,2.29759e-07,500,0.819478
70.2465,100,100.0,107.16,0.01,1.0,4984.41854962,-76.5587150399,0.8,-97.4157,2,0.01,1.0,-76.5587150399,-76.5587150399,4984.41854962,-76.5587,0.01,1.0,500.0,,3.50449e-18,500,1.0
74.2338,100,200.000000102,110.13,0.005,1.0,6142.63805943,-79.8865716948,0.8,-92.9708,2,0.005,1.0,-79.8865716948,-79.8865716948,6142.63805943,-78.2226,0.005,1.0,500.0,,2.1793e-19,500,1.0
72.8095,100,299.999969474,110.8,0.00333333,1.0,4930.66078453,-79.4302357019,0.8,-90.667,2,0.00333333,1.0,-79.4302357019,-79.4302357019,4930.66078453,-78.6252,0.00333333,1.0,500.0,,5.43914e-20,500,1.0
70.0661,100,400.0,105.68,0.0025,1.0,3761.60837355,-75.0905574742,0.8,-88.1701,2,0.0025,1.0,-75.0905574742,-75.0905574742,3761.60837355,-77.7415,0.0025,1.0,500.0,,5.4346e-20,500,1.0
60.3495,100,303.341921926,111.13,6.43813e-09,1.07459,4902.5368923,-79.7625685948,0.8,-85.1752,1,0.002,1.67976,-79.7625685948,-79.7625685948,4902.5368923,-73.0861,0.0124547,6.69187,297.660687153,0.75013,2.59843e-06,500,3.45918e-06
77.495,100,100.0,113.27,0.01,1.0,6066.14354291,-81.7052088904,0.8,-102.562,2,0.01,1.0,-81.7052088904,-81.7052088904,6066.14354291,-81.7052,0.01,1.0,500.0,,3.50449e-18,500,1.0
56.0988,100,200.000000102,91.11,0.005,1.0,110.038868079,-62.7457028602,0.8,-86.9735,2,0.005,1.0,-62.7457028602,-62.7457028602,110.038868079,-72.2254,0.005,1.0,500.0,,2.1793e-19,500,1.0
61.1344,100,299.999969474,108.02,0.00333333,1.0,4949.00364517,-77.5057723932,0.8,-86.0273,2,0.00333333,1.0,-77.5057723932,-77.5057723932,4949.00364517,-73.9856,0.00333333,1.0,500.0,,5.43914e-20,500,1.0
63.5366,100,400.0,109.09,0.0025,1.0,4972.18848445,-78.1319822377,0.8,-85.4506,2,0.0025,1.0,-78.1319822377,-78.1319822377,4972.18848445,-75.0222,0.0025,1.0,500.0,,5.4346e-20,500,1.0
61.8435,100,473.419352223,106.39,0.00101775,0.980076,3770.14631014,-75.4450586064,0.8,-84.1851,1,0.002,1.05024,-75.4450586064,-75.4450586064,3770.14631014,-74.6262,0.00522209,2.55902,476.083422749,0.0540422,2.25047e-07,500,0.498736
77.8826,100,100.0,112.62,0.01,1.0,6126.97448475,-81.2934679636,0.8,-102.151,2,0.01,1.0,-81.2934679636,-81.2934679636,6126.97448475,-81.2935,0.01,1.0,500.0,,3.50449e-18,500,1.0
74.0413,100,200.000000102,109.31,0.005,1.0,4942.57889471,-78.0208347049,0.8,-94.4054,2,0.005,1.0,-78.0208347049,-78.0208347049,4942.57889471,-79.6572,0.005,1.0,500.0,,2.1793e-19,500,1.0
70.096,100,299.999969474,103.97,0.00333333,1.0,3792.79373976,-74.0115177897,0.8,-89.8172,2,0.00333333,1.0,-74.0115177897,-74.0115177897,3792.79373976,-77.7753,0.00333333,1.0,500.0,,5.43914e-20,500,1.0
74.0604,100,400.0,116.86,0.0025,1.0,7232.37795035,-85.0237783313,0.8,-90.016,2,0.0025,1.0,-85.0237783313,-85.0237783313,7232.37795035,-79.5874,0.0025,1.0,500.0,,5.4346e-20,500,1.0
78.2802,100,339.045319159,114.39,2.36852e-08,1.01855,6089.68106704,-82.3499781744,0.8,-88.7613,1,0.002,1.48952,-82.3499781744,-82.3499781744,6089.68106704,-77.3763,0.00390559,1.98902,335.677758623,0.493492,1.90273e-06,500,1.20623e-05
70.0058,100,100.0,109.6,0.01,1.0,4950.30926886,-78.5893700565,0.8,-99.4463,2,0.01,1.0,-78.5893700565,-78.5893700565,4950.30926886,-78.5894,0.01,1.0,500.0,,3.50449e-18,500,1.0
61.2084,100,200.000000102,99.91,0.005,1.0,2585.3264483,-70.506590877,0.8,-89.2961,2,0.005,1.0,-70.506590877,-70.506590877,2585.3264483,-74.548,0.005,1.0,500.0,,2.1793e-19,500,1.0
57.9765,100,299.999969474,99.81,0.00333333,1.0,2604.68134596,-70.2631236146,0.8,-85.1615,2,0.00333333,1.0,-70.2631236146,-70.2631236146,2604.68134596,-73.1197,0.00333333,1.0,500.0,,5.43914e-20,500,1.0
63.5935,100,400.0,112.92,0.0025,1.0,6095.68963939,-81.911810347,0.8,-85.7463,2,0.0025,1.0,-81.911810347,-81.911810347,6095.68963939,-75.3177,0.0025,1.0,500.0,,5.4346e-20,500,1.0
65.1509,100,283.505712478,112.18,2.55115e-05,1.00876,6118.80647963,-81.1938355055,0.8,-84.7607,1,0.002,1.66814,-81.1938355055,-81.1938355055,6118.80647963,-72.7136,0.0109241,5.5099,299.735067412,0.778632,3.06064e-06,500,0.0128676
84.5362,100,100.0,117.94,0.01,1.0,7218.55511694,-85.6300145693,0.8,-106.487,2,0.01,1.0,-85.6300145693,-85.6300145693,7218.55511694,-85.63,0.01,1.0,500.0,,3.50449e-18,500,1.0
80.9736,100,200.000000102,115.82,0.005,1.0,6024.99133465,-83.4725951964,0.8,-99.2995,2,0.005,1.0,-83.4725951964,-83.4725951964,6024.99133465,-84.5513,0.005,1.0,500.0,,2.1793e-19,500,1.0
77.5581,100,299.999969474,109.85,0.00333333,1.0,4959.69133031,-78.7776615448,0.8,-94.6686,2,0.00333333,1.0,-78.7776615448,-78.7776615448,4959.69133031,-82.6268,0.00333333,1.0,500.0,,5.43914e-20,500,1.0
72.0433,100,400.0,97.63,0.0025,1.0,2599.8708446,-68.9008982797,0.8,-89.6238,2,0.0025,1.0,-68.9008982797,-68.9008982797,2599.8708446,-79.1953,0.0025,1.0,500.0,,5.4346e-20,500,1.0
66.715,100,487.826502919,95.35,0.00124001,0.999972,1365.26257295,-66.376683913,0.8,-85.8777,1,0.002,1.01809,-66.376683913,-66.376683913,1365.26257295,-76.4661,0.0047388,2.36933,491.113469315,0.0250023,1.00015e-07,500,0.619988
91.0991,100,100.0,119.77,0.01,1.0,8382.86739084,-87.7417876488,0.8,-108.599,2,0.01,1.0,-87.7417876488,-87.7417876488,8382.86739084,-87.7418,0.01,1.0,500.0,,3.50449e-18,500,1.0
84.4867,100,200.000000102,116.88,0.005,1.0,6031.36276832,-84.3009775434,0.8,-100.77,2,0.005,1.0,-84.3009775434,-84.3009775434,6031.36276832,-86.0214,0.005,1.0,500.0,,2.1793e-19,500,1.0
77.6538,100,299.999969474,104.69,0.00333333,1.0,3761.87885201,-74.396984265,0.8,-94.1884,2,0.00333333,1.0,-74.396984265,-74.396984265,3761.87885201,-82.1466,0.00333333,1.0,500.0,,5.43914e-20,500,1.0
67.8775,100,400.0,95.94,0.0025,1.0,147.36857379,-66.0982573958,0.8,-88.563,2,0.0025,1.0,-66.0982573958,-66.0982573958,147.36857379,-78.1345,0.0025,1.0,500.0,,5.4346e-20,500,1.0
67.0249,100,449.852457098,111.6,0.000599749,1.01783,6138.23280077,-80.6751567701,0.8,-87.094,1,0.002,1.12703,-80.6751567701,-80.6751567701,6138.23280077,-77.1917,0.00825515,4.20116,443.645127815,0.115716,4.46792e-07,500,0.305221
84.6365,100,100.0,116.47,0.01,1.0,7235.69961161,-84.9466705224,0.8,-105.804,2,0.01,1.0,-84.9466705224,-84.9466705224,7235.69961161,-84.9467,0.01,1.0,500.0,,3.50449e-18,500,1.0
74.0916,100,200.000000102,104.37,0.005,1.0,3800.00030367,-74.5757109614,0.8,-94.5093,2,0.005,1.0,-74.5757109614,-74.5757109614,3800.00030367,-79.7612,0.005,1.0,500.0,,2.1793e-19,500,1.0
64.3529,100,299.999969474,96.22,0.00333333,1.0,1355.97338596,-67.3696802154,0.8,-87.6725,2,0.00333333,1.0,-67.3696802154,-67.3696802154,1355.97338596,-75.6307,0.00333333,1.0,500.0,,5.43914e-20,500,1.0
65.8541,100,400.0,107.17,0.0025,1.0,4971.34834855,-77.0531451984,0.8,-86.4148,2,0.0025,1.0,-77.0531451984,-77.0531451984,4971.34834855,-75.9863,0.0025,1.0,500.0,,5.4346e-20,500,1.0
64.046,100,413.011887157,113.49,0.000989053,1.02126,6084.70336732,-82.0046883626,0.8,-85.7392,1,0.002,1.14111,-82.0046883626,-82.0046883626,6084.70336732,-75.7753,0.0130797,6.67887,438.170514745,0.220109,8.44167e-07,500,0.505038
50.3597,100,100.0,101.16,0.01,1.0,2561.71539523,-71.475921239,0.8,-92.3328,2,0.01,1.0,-71.475921239,-71.475921239,2561.71539523,-71.4759,0.01,1.0,500.0,,3.50449e-18,500,1.0
60.9799,100,200.000000102,110.61,0.005,1.0,4918.92729561,-79.382367103,0.8,-90.1772,2,0.005,1.0,-79.382367103,-79.382367103,4918.92729561,-75.4291,0.005,1.0,500.0,,2.1793e-19,500,1.0
67.1286,100,299.999969474,113.08,0.00333333,1.0,6117.0050864,-81.6547184075,0.8,-89.5462,2,0.00333333,1.0,-81.6547184075,-81.6547184075,6117.0050864,-77.5043,0.00333333,1.0,500.0,,5.43914e-20,500,1.0
67.8382,100,400.0,108.77,0.0025,1.0,4938.55633698,-77.988372041,0.8,-88.0539,2,0.0025,1.0,-77.988372041,-77.988372041,4938.55633698,-77.6253,0.0025,1.0,500.0,,5.4346e-20,500,1.0
67.5542,100,210.348620234,107.23,2.25218e-09,1.01828,4972.99568442,-77.1037015791,0.8,-84.5134,1,0.002,2.36674,-77.1037015791,-77.1037015791,4972.99568442,-70.1636,0.00794432,4.04479,211.261401068,1.43069,5.51908e-06,500,1.14668e-06
77.7478,100,100.0,113.16,0.01,1.0,6105.7821161,-81.740147514,0.8,-102.597,2,0.01,1.0,-81.740147514,-81.740147514,6105.7821161,-81.7401,0.01,1.0,500.0,,3.50449e-18,500,1.0
74.0011,100,200.000000102,109.37,0.005,1.0,4950.86696513,-78.2035493989,0.8,-94.7201,2,0.005,1.0,-78.2035493989,-78.2035493989,4950.86696513,-79.9718,0.005,1.0,500.0,,2.1793e-19,500,1.0
70.0863,100,299.999969474,102.55,0.00333333,1.0,3791.79165954,-73.2572302753,0.8,-89.7755,2,0.00333333,1.0,-73.2572302753,-73.2572302753,3791.79165954,-77.7336,0.00333333,1.0,500.0,,5.43914e-20,500,1.0
68.0163,100,400.0,103.44,0.0025,1.0,3793.68477527,-73.5977142707,0.8,-87.1282,2,0.0025,1.0,-73.5977142707,-73.5977142707,3793.68477527,-76.6996,0.0025,1.0,500.0,,5.4346e-20,500,1.0
71.5508,100,488.336196362,115.34,0.000840544,0.982995,7272.26547026,-83.981579475,0.8,-87.3628,1,0.002,1.01907,-83.981579475,-83.981579475,7272.26547026,-77.9467,0.00289308,1.42194,490.643473102,0.0231244,9.57253e-08,500,0.413126
70.3226,100,100.0,105.37,0.01,1.0,4995.21938437,-75.2572315997,0.8,-96.1142,2,0.01,1.0,-75.2572315997,-75.2572315997,4995.21938437,-75.2572,0.01,1.0,500.0,,3.50449e-18,500,1.0
65.9296,100,200.000000102,104.22,0.005,1.0,3785.62745132,-74.3876790974,0.8,-89.5706,2,0.005,1.0,-74.3876790974,-74.3876790974,3785.62745132,-74.8224,0.005,1.0,500.0,,2.1793e-19,500,1.0
67.3427,100,299.999969474,110.96,0.00333333,1.0,4945.01687309,-79.7408679886,0.8,-88.5038,2,0.00333333,1.0,-79.7408679886,-79.7408679886,4945.01687309,-76.4619,0.00333333,1.0,500.0,,5.43914e-20,500,1.0
70.1223,100,400.0,113.05,0.0025,1.0,6099.54402836,-82.2256200546,0.8,-88.3314,2,0.0025,1.0,-82.2256200546,-82.2256200546,6099.54402836,-77.9028,0.0025,1.0,500.0,,5.4346e-20,500,1.0
59.121,100,419.155717149,94.83,0.00148439,1.05476,1359.00820283,-66.4058686665,0.8,-84.3718,1,0.002,1.10623,-66.4058686665,-66.4058686665,1359.00820283,-74.5612,0.0103221,5.44367,451.984687515,0.215002,7.73034e-07,500,0.782836
84.8371,100,100.0,115.15,0.01,1.0,7270.03574682,-84.0691399138,0.8,-104.926,2,0.01,1.0,-84.0691399138,-84.0691399138,7270.03574682,-84.0691,0.01,1.0,500.0,,3.50449e-18,500,1.0
91.0303,100,200.000000102,123.56,0.005,1.0,9444.51789314,-91.226443679,0.8,-102.396,2,0.005,1.0,-91.226443679,-91.226443679,9444.51789314,-87.6478,0.005,1.0,500.0,,2.1793e-19,500,1.0
82.563,100,299.999969474,103.32,0.00333333,1.0,3781.95938046,-73.5337796384,0.8,-94.985,2,0.00333333,1.0,-73.5337796384,-73.5337796384,3781.95938046,-82.9431,0.00333333,1.0,500.0,,5.43914e-20,500,1.0
84.7736,100,400.0,120.08,0.0025,1.0,8361.64661544,-87.8753427215,0.8,-94.6048,2,0.0025,1.0,-87.8753427215,-87.8753427215,8361.64661544,-84.1762,0.0025,1.0,500.0,,5.4346e-20,500,1.0
92.0364,100,294.293394833,131.02,2.58763e-06,1.07838,10368.246614,-96.6542488296,0.8,-94.1176,1,0.002,1.41222,-96.6542488296,-96.6542488296,10368.246614,-83.033,0.0215361,11.612,354.053022393,0.814475,2.80155e-06,500,0.00139522
61.3088,100,100.0,103.38,0.01,1.0,3796.73937568,-74.2559060758,0.8,-95.113,2,0.01,1.0,-74.2559060758,-74.2559060758,3796.73937568,-74.2559,0.01,1.0,500.0,,3.50449e-18,500,1.0
70.0662,100,200.000000102,114.29,0.005,1.0,6084.60497631,-82.7413952871,0.8,-93.2468,2,0.005,1.0,-82.7413952871,-82.7413952871,6084.60497631,-78.4986,0.005,1.0,500.0,,2.1793e-19,500,1.0
75.2796,100,299.999969474,118.58,0.00333333,1.0,7215.99890807,-86.1159053516,0.8,-93.0796,2,0.00333333,1.0,-86.1159053516,-86.1159053516,7215.99890807,-81.0377,0.00333333,1.0,500.0,,5.43914e-20,500,1.0
75.9164,100,400.0,112.58,0.0025,1.0,6112.97394519,-81.6853194949,0.8,-91.6291,2,0.0025,1.0,-81.6853194949,-81.6853194949,6112.97394519,-81.1996,0.0025,1.0,500.0,,5.4346e-20,500,1.0
80.6043,100,429.769216769,111.51,0.000565223,0.987048,6174.82548512,-80.663290318,0.8,-90.0313,1,0.002,1.05815,-80.663290318,-80.663290318,6174.82548512,-80.4356,0.00251039,1.23894,472.520859146,0.15953,6.54977e-07,500,0.278951
61.1447,100,100.0,106.53,0.01,1.0,3776.442231,-75.5748596609,0.8,-96.4319,2,0.01,1.0,-75.5748596609,-75.5748596609,3776.442231,-75.5749,0.01,1.0,500.0,,3.50449e-18,500,1.0
77.6959,100,200.000000102,120.23,0.005,1.0,8338.98819845,-88.147423021,0.8,-96.6093,2,0.005,1.0,-88.147423021,-88.147423021,8338.98819845,-81.8611,0.005,1.0,500.0,,2.1793e-19,500,1.0
72.6685,100,299.999969474,105.9,0.00333333,1.0,3776.16062151,-75.1045946786,0.8,-91.6508,2,0.00333333,1.0,-75.1045946786,-75.1045946786,3776.16062151,-79.609,0.00333333,1.0,500.0,,5.43914e-20,500,1.0
71.9552,100,400.0,110.72,0.0025,1.0,4917.22201434,-79.8135576108,0.8,-90.0887,2,0.0025,1.0,-79.8135576108,-79.8135576108,4917.22201434,-79.6601,0.0025,1.0,500.0,,5.4346e-20,500,1.0
71.8497,100,450.233662822,104.92,0.000128579,1.02231,3794.72049031,-74.3608276612,0.8,-87.3262,1,0.002,1.06569,-74.3608276612,-74.3608276612,3794.72049031,-77.6972,0.00259465,1.32627,469.180047042,0.115756,4.43036e-07,500,0.0657238
77.7791,100,100.0,113.69,0.01,1.0,6110.70269783,-82.2738501668,0.8,-103.131,2,0.01,1.0,-82.2738501668,-82.2738501668,6110.70269783,-82.2738,0.01,1.0,500.0,,3.50449e-18,500,1.0
65.7792,100,200.000000102,99.94,0.005,1.0,2558.57925671,-70.3401100314,0.8,-91.0552,2,0.005,1.0,-70.3401100314,-70.3401100314,2558.57925671,-76.307,0.005,1.0,500.0,,2.1793e-19,500,1.0
84.5576,100,299.999969474,137.37,0.00333333,1.0,12458.6523724,-102.634919127,0.8,-97.1248,2,0.00333333,1.0,-102.634919127,-102.634919127,12458.6523724,-85.083,0.00333333,1.0,500.0,,5.43914e-20,500,1.0
83.0065,100,400.0,109.48,0.0025,1.0,6144.95348609,-79.1000620498,0.8,-94.0158,2,0.0025,1.0,-79.1000620498,-79.1000620498,6144.95348609,-83.5872,0.0025,1.0,500.0,,5.4346e-20,500,1.0
86.5648,100,449.658144657,126.34,0.000115902,1.10577,9361.38174223,-93.0885768136,0.8,-92.9195,1,0.002,1.06773,-93.0885768136,-93.0885768136,9361.38174223,-83.2812,0.00229637,1.26963,468.282417917,0.137168,4.48725e-07,500,0.0640806
70.0676,100,100.0,108.53,0.01,1.0,4959.05726889,-77.5986483464,0.8,-98.4556,2,0.01,1.0,-77.5986483464,-77.5986483464,4959.05726889,-77.5986,0.01,1.0,500.0,,3.50449e-18,500,1.0
77.7257,100,200.000000102,117.94,0.005,1.0,7215.12298571,-85.3632856403,0.8,-96.2291,2,0.005,1.0,-85.3632856403,-85.3632856403,7215.12298571,-81.481,0.005,1.0,500.0,,2.1793e-19,500,1.0
88.7205,100,299.999969474,133.54,0.00333333,1.0,11432.8394477,-99.3498980331,0.8,-99.4791,2,0.00333333,1.0,-99.3498980331,-99.3498980331,11432.8394477,-87.4373,0.00333333,1.0,500.0,,5.43914e-20,500,1.0
84.471,100,400.0,111.55,0.0025,1.0,4931.38487046,-79.6612521194,0.8,-95.9218,2,0.0025,1.0,-79.6612521194,-79.6612521194,4931.38487046,-85.4933,0.0025,1.0,500.0,,5.4346e-20,500,1.0
64.8379,100,36.4754762695,116.0,1.9775e-07,2.1745,7230.85520996,-84.5491388151,0.8,-83.5853,1,0.002,2.49825,-84.5491388151,-84.5491388151,7230.85520996,-68.8423,0.0589541,64.0979,200.140479463,60.2089,5.09332e-05,500,0.000215004
84.4477,100,100.0,116.93,0.01,1.0,7203.44238701,-85.4119738953,0.8,-106.269,2,0.01,1.0,-85.4119738953,-85.4119738953,7203.44238701,-85.412,0.01,1.0,500.0,,3.50449e-18,500,1.0
70.0778,100,200.000000102,99.15,0.005,1.0,2597.4076112,-69.9881484695,0.8,-92.4483,2,0.005,1.0,-69.9881484695,-69.9881484695,2597.4076112,-77.7001,0.005,1.0,500.0,,2.1793e-19,500,1.0
61.1954,100,299.999969474,96.17,0.00333333,1.0,1350.73149762,-67.0504380403,0.8,-86.1921,2,0.00333333,1.0,-67.0504380403,-67.0504380403,1350.73149762,-74.1502,0.00333333,1.0,500.0,,5.43914e-20,500,1.0
65.7713,100,400.0,113.13,0.0025,1.0,6089.07065983,-81.5147193117,0.8,-86.4199,2,0.0025,1.0,-81.5147193117,-81.5147193117,6089.07065983,-75.9913,0.0025,1.0,500.0,,5.4346e-20,500,1.0
62.7815,100,259.706305624,109.9,0.00032616,1.09892,4942.43172499,-78.9281028666,0.8,-84.8572,1,0.002,1.26314,-78.9281028666,-78.9281028666,4942.43172499,-74.374,0.00936745,5.14706,395.840484261,1.1196,3.70842e-06,500,0.179212
61.1736,100,100.0,105.2,0.01,1.0,3780.00933649,-74.7544131887,0.8,-95.6113,2,0.01,1.0,-74.7544131887,-74.7544131887,3780.00933649,-74.7544,0.01,1.0,500.0,,3.50449e-18,500,1.0
56.0809,100,200.000000102,101.07,0.005,1.0,2567.67403392,-71.309271113,0.8,-87.7799,2,0.005,1.0,-71.309271113,-71.309271113,2567.67403392,-73.0318,0.005,1.0,500.0,,2.1793e-19,500,1.0
61.0747,100,299.999969474,110.12,0.00333333,1.0,4924.0204082,-79.2099732098,0.8,-87.1331,2,0.00333333,1.0,-79.2099732098,-79.2099732098,4924.0204082,-75.0912,0.00333333,1.0,500.0,,5.43914e-20,500,1.0
67.8856,100,400.0,114.65,0.0025,1.0,7263.7412179,-83.4469362122,0.8,-87.6087,2,0.0025,1.0,-83.4469362122,-83.4469362122,7263.7412179,-77.1801,0.0025,1.0,500.0,,5.4346e-20,500,1.0
76.132,100,272.298989448,104.43,9.3453e-11,0.929638,3786.09348401,-74.2363394091,0.8,-84.3343,1,0.002,1.47806,-74.2363394091,-74.2363394091,3786.09348401,-72.9942,0.00456455,2.12169,338.280795133,0.724129,3.35157e-06,500,4.34388e-08
61.1435,100,100.0,104.53,0.01,1.0,3776.29420276,-74.1901908554,0.8,-95.0471,2,0.01,1.0,-74.1901908554,-74.1901908554,3776.29420276,-74.1902,0.01,1.0,500.0,,3.50449e-18,500,1.0
69.9006,100,200.000000102,114.99,0.005,1.0,6057.8516452,-82.7208975886,0.8,-93.2036,2,0.005,1.0,-82.7208975886,-82.7208975886,6057.8516452,-78.4555,0.005,1.0,500.0,,2.1793e-19,500,1.0
69.9297,100,299.999969474,108.57,0.00333333,1.0,4946.98573694,-77.3842118432,0.8,-90.1402,2,0.00333333,1.0,-77.3842118432,-77.3842118432,4946.98573694,-78.0984,0.00333333,1.0,500.0,,5.43914e-20,500,1.0
69.9544,100,400.0,108.63,0.0025,1.0,4953.53047549,-78.1361012739,0.8,-88.5363,2,0.0025,1.0,-78.1361012739,-78.1361012739,4953.53047549,-78.1078,0.0025,1.0,500.0,,5.4346e-20,500,1.0
69.6867,100,393.622156934,114.29,0.00115287,1.13151,6079.26042574,-82.5808354394,0.8,-86.6118,1,0.002,1.16672,-82.5808354394,-82.5808354394,6079.26042574,-76.5366,0.00400335,2.26492,428.551300177,0.346701,1.08317e-06,500,0.652245
50.7477,100,100.0,100.98,0.01,1.0,2601.3433043,-71.2146756083,0.8,-92.0718,2,0.01,1.0,-71.2146756083,-71.2146756083,2601.3433043,-71.2147,0.01,1.0,500.0,,3.50449e-18,500,1.0
70.0994,100,200.000000102,115.92,0.005,1.0,7238.03492572,-84.3957429816,0.8,-92.5534,2,0.005,1.0,-84.3957429816,-84.3957429816,7238.03492572,-77.8052,0.005,1.0,500.0,,2.1793e-19,500,1.0
64.2846,100,299.999969474,101.74,0.00333333,1.0,2571.19430413,-71.782875523,0.8,-87.8396,2,0.00333333,1.0,-71.782875523,-71.782875523,2571.19430413,-75.7978,0.00333333,1.0,500.0,,5.43914e-20,500,1.0
65.7799,100,400.0,109.12,0.0025,1.0,4955.60227886,-78.2218911919,0.8,-86.8324,2,0.0025,1.0,-78.2218911919,-78.2218911919,4955.60227886,-76.4038,0.0025,1.0,500.0,,5.4346e-20,500,1.0
61.8216,100,279.936275269,107.11,0.000257201,1.10957,4978.76044569,-76.9221620049,0.8,-84.4329,1,0.002,1.21413,-76.9221620049,-76.9221620049,4978.76044569,-74.155,0.0196313,10.8911,411.816287479,0.96976,3.15079e-06,500,0.142691
61.1563,100,100.0,103.75,0.01,1.0,3777.87326352,-73.762455145,0.8,-94.6192,2,0.01,1.0,-73.762455145,-73.762455145,3777.87326352,-73.7625,0.01,1.0,500.0,,3.50449e-18,500,1.0
61.2254,100,200.000000102,105.66,0.005,1.0,3793.59814571,-75.3967107047,0.8,-89.3277,2,0.005,1.0,-75.3967107047,-75.3967107047,3793.59814571,-74.5796,0.005,1.0,500.0,,2.1793e-19,500,1.0
67.212,100,299.999969474,113.92,0.00333333,1.0,6079.93144803,-81.9419247943,0.8,-89.0756,2,0.00333333,1.0,-81.9419247943,-81.9419247943,6079.93144803,-77.0337,0.00333333,1.0,500.0,,5.43914e-20,500,1.0
74.0418,100,400.0,120.13,0.0025,1.0,8373.7274573,-87.7666519769,0.8,-90.1455,2,0.0025,1.0,-87.7666519769,-87.7666519769,8373.7274573,-79.7169,0.0025,1.0,500.0,,5.4346e-20,500,1.0
63.1733,100,265.921778407,101.44,0.00106408,1.31171,2604.2409855,-71.7871491155,0.8,-85.0412,1,0.002,1.25121,-71.7871491155,-71.7871491155,2604.2409855,-74.6076,0.00824732,5.40904,399.61223083,1.51756,3.52803e-06,500,0.697883
61.5194,100,100.0,100.97,0.01,1.0,3822.86323264,-72.1958856638,0.8,-93.0529,2,0.01,1.0,-72.1958856638,-72.1958856638,3822.86323264,-72.1959,0.01,1.0,500.0,,3.50449e-18,500,1.0
61.3499,100,200.000000102,105.2,0.005,1.0,3777.27306028,-74.8378713693,0.8,-88.265,2,0.005,1.0,-74.8378713693,-74.8378713693,3777.27306028,-73.5169,0.005,1.0,500.0,,2.1793e-19,500,1.0
64.4717,100,299.999969474,105.87,0.00333333,1.0,4987.44808173,-76.1394843179,0.8,-86.433,2,0.00333333,1.0,-76.1394843179,-76.1394843179,4987.44808173,-74.3911,0.00333333,1.0,500.0,,5.43914e-20,500,1.0
68.0646,100,400.0,113.49,0.0025,1.0,6074.01905742,-82.4004672548,0.8,-86.822,2,0.0025,1.0,-82.4004672548,-82.4004672548,6074.01905742,-76.3934,0.0025,1.0,500.0,,5.4346e-20,500,1.0
69.813,100,450.654249309,106.02,0.000433129,0.986262,4989.96030307,-75.9720188311,0.8,-85.2544,1,0.002,1.0425,-75.9720188311,-75.9720188311,4989.96030307,-75.7307,0.00253194,1.24858,479.617888656,0.10672,4.38856e-07,500,0.21359
90.757,100,100.0,120.94,0.01,1.0,8320.03011411,-88.2635629256,0.8,-109.12,2,0.01,1.0,-88.2635629256,-88.2635629256,8320.03011411,-88.2636,0.01,1.0,500.0,,3.50449e-18,500,1.0
