LearnableVariance,VarianceInit,EpRewMean,InitialReturnMax,EpLenMean,StdIW,MeanIWNorm,StdIWNorm,MaxIWNorm,ReturnMeanIW,EpThisIter,TimeElapsed,InitialReturnMin,Iteration,EpisodesSoFar,EmpiricalD2,OptimizationReturnMean,MinIW,Bound,InitialReturnStd,ReturnStepMax,Weights,InitialReturnMean,InitialBound,TimestepsSoFar,OptimizationReturnMin,MinIWNorm,OptimizationReturnMax,ESSRenyi,MeanEntropy,J_sample_variance,MeanIW,ESSClassic,ReturnStepMaxmin,MaxIW
True,-1,160.83956999023337,259.95963,17.09090909090909,1.1041055,0.13362072,0.10037322,0.367098,247.17679,11,64.76535820960999,79.964035,70,770,1.8562359,80.87554,0.046651594,116.38762,49.434467,9.999999,[-2.054 -0.339 -1.189  0.438 -3.189],160.83957,64.84312,10100,,0.004241054,179.99559,5.925971,-1.7752789,33527.617,1.4698278,7.032027,9.999999,4.038078
True,-1,171.7529067086042,309.9348,18.181818181818183,0.56105554,0.1104956,0.05100505,0.22125366,213.89203,11,65.94581151008606,109.88914,71,781,1.284994,61.863766,0.454343,84.15314,55.077263,9.999996,[-2.048 -0.361 -1.182  0.443 -3.194],171.75291,57.301903,10300,,0.04130391,200.04568,8.560351,-1.7794156,25425.678,1.2154515,9.067852,9.999996,2.4337902
True,-1,139.94528038025558,259.90384,15.0,1.4567682,0.1478993,0.13243347,0.52940893,272.40308,11,66.97269535064697,79.95036,72,792,1.9688358,59.99491,0.12660705,137.73436,48.978252,9.999996,[-2.048 -0.352 -1.184  0.429 -3.198],139.94527,43.96943,10465,,0.011509731,179.95348,5.587058,-1.798256,110391.055,1.6268921,6.105023,9.999996,5.823498
True,-1,169.02495450007473,209.91174,17.90909090909091,1.3110585,0.12644163,0.11918715,0.47237372,249.27911,11,67.94996118545532,139.96088,73,803,1.842616,29.06408,0.21780634,144.05786,25.012127,9.999996,[-2.021 -0.332 -1.166  0.427 -3.217],169.02496,91.50992,10662,,0.019800577,69.95087,5.969774,-1.8070455,52771.35,1.3908578,5.8245945,9.999996,5.1961107
True,-1,158.13611295258073,249.96143,16.818181818181817,0.39407542,0.11208367,0.03582504,0.18173955,188.98166,11,69.37294435501099,79.95826,74,814,1.1899124,78.17785,0.60094976,88.29318,51.669716,9.999993,[-2.049 -0.321 -1.189  0.436 -3.226],158.13612,65.83173,10847,,0.0546318,170.00317,9.244378,-1.8186009,14830.56,1.2329204,9.980386,9.999993,1.999135
True,-1,134.46052537603734,219.85172,14.454545454545455,0.3073147,0.10505387,0.027937701,0.18369363,160.3389,11,69.97761487960815,79.96515,75,825,1.1535573,54.495373,0.83006865,73.14246,45.554424,9.9999695,[-2.053 -0.322 -1.191  0.446 -3.238],134.46051,53.274902,11006,,0.07546079,139.88657,9.535721,-1.8204246,15839.55,1.1555924,10.2734375,9.9999695,2.02063
True,-1,147.2048241544077,219.81094,15.727272727272727,0.092828065,0.0951811,0.008438915,0.107157625,153.48738,11,71.277658700943,79.95447,76,836,1.0248961,67.25036,0.87218916,71.3126,45.323833,10.0,[-2.041 -0.31  -1.184  0.441 -3.239],147.20482,66.03426,11179,,0.07928993,139.85648,10.732795,-1.8235238,10292.943,1.0469918,10.914202,10.0,1.1787338
True,-1,112.66765295300657,179.91,12.272727272727273,3.1255677,0.21097256,0.28414255,1.0204175,335.29742,11,71.91317963600159,69.96977,77,847,5.4062123,42.69788,0.07959334,180.82494,39.774147,9.99999,[-2.033 -0.311 -1.173  0.44  -3.242],112.667656,46.231483,11314,,0.007235758,109.94023,2.0346963,-1.815712,96575.5,2.3206983,3.9091237,9.99999,11.224591
True,-1,158.11771572190398,269.92596,16.818181818181817,0.24673496,0.10619304,0.022430453,0.15902317,189.4777,11,73.16937470436096,79.95611,78,858,1.0583751,78.161606,0.77205294,86.93288,58.263645,9.999998,[-2.039 -0.308 -1.184  0.419 -3.235],158.11769,58.440956,11499,,0.07018663,189.96985,10.3932905,-1.8374419,16909.873,1.1681234,10.530192,9.999998,1.7492547
True,-1,160.83291935477143,289.84286,17.09090909090909,0.38139468,0.103587605,0.034672245,0.16600303,186.79333,11,74.22869181632996,89.94682,79,869,1.1007372,70.88609,0.52500165,74.50006,50.505802,9.999998,[-2.05  -0.311 -1.189  0.418 -3.256],160.8329,53.801346,11687,,0.047727425,199.89604,9.993302,-1.8487947,18391.566,1.1394635,9.891786,9.999998,1.8260334
True,-1,155.38443616885525,279.8663,16.545454545454547,0.6238964,0.10787008,0.056717854,0.2681536,194.71036,11,75.3146743774414,89.94413,80,880,1.130978,65.44031,0.3501511,84.80295,58.50148,9.999997,[-2.044 -0.298 -1.19   0.407 -3.268],155.38443,52.03695,11869,,0.03183192,189.92218,9.726095,-1.834024,29660.469,1.1865708,8.61756,9.999997,2.9496896
True,-1,159.93336036655026,259.95276,17.0,0.3341158,0.10579515,0.030374164,0.15506852,196.75739,11,76.07546758651733,89.94618,81,891,1.144874,69.987175,0.6186742,94.04506,52.389297,10.0,[-2.058 -0.29  -1.205  0.407 -3.253],159.93335,63.939445,12056,,0.056243114,170.00658,9.608045,-1.8468113,19466.521,1.1637466,10.1623335,10.0,1.7057537
True,-1,139.03792194076092,209.93988,14.909090909090908,0.5215381,0.11103138,0.04741255,0.19483738,162.71124,11,77.27108931541443,79.94928,82,902,1.237488,59.088646,0.5474821,76.470055,48.883442,9.999999,[-2.046 -0.299 -1.189  0.41  -3.266],139.03792,61.512497,12220,,0.0497711,129.9906,8.888975,-1.8474151,14284.602,1.2213453,9.303541,9.999999,2.1432111
True,-1,152.66597703892597,239.87482,16.272727272727273,0.4989007,0.10205258,0.045354616,0.22005752,176.98613,11,77.96522402763367,69.972206,83,913,1.2099859,82.69377,0.7202631,79.54909,45.729156,9.999995,[-2.071 -0.284 -1.214  0.407 -3.266],152.66597,64.08634,12399,,0.06547847,169.90262,9.091016,-1.8434323,11365.55,1.1225784,9.185706,9.999995,2.4206326
True,-1,162.64542488849003,259.8188,17.272727272727273,0.5350758,0.1259294,0.048643257,0.21941788,229.11116,11,79.16193270683289,79.960915,84,924,1.3886695,82.68452,0.5370791,116.04848,59.840897,9.999999,[-2.07  -0.282 -1.218  0.397 -3.262],162.64542,66.70099,12589,,0.048825372,179.85788,7.9212513,-1.841922,22900.223,1.3852233,9.571813,9.999999,2.4135966
True,-1,145.38705260066635,199.86465,15.545454545454545,0.13591476,0.094426654,0.012355887,0.12475416,151.60825,11,80.48290586471558,69.95981,85,935,1.0211703,75.42724,0.8737954,77.02619,41.616226,9.99999,[-2.076 -0.274 -1.228  0.384 -3.261],145.38705,71.58214,12760,,0.079435945,129.90485,10.771955,-1.8484737,7865.822,1.0386931,10.814827,9.99999,1.3722957
True,-1,152.66880036806143,229.87567,16.272727272727273,0.19149823,0.09820948,0.017408932,0.12836505,167.87973,11,81.3149573802948,79.95243,86,946,1.0969809,72.71636,0.7313304,78.97152,37.18323,9.999994,[-2.079 -0.28  -1.222  0.388 -3.267],152.6688,67.78159,12939,,0.066484585,149.92325,10.027522,-1.8488395,10252.52,1.0803043,10.664886,9.999994,1.4120156
True,-1,140.842775488818,199.96518,15.090909090909092,0.5507418,0.12328086,0.050067436,0.2264066,195.73305,11,82.25637817382812,69.97405,87,957,1.3384497,70.86872,0.7392688,110.30416,39.86104,9.999991,[-2.084 -0.284 -1.219  0.395 -3.268],140.84277,67.00074,13105,,0.067206256,129.99112,8.218463,-1.8577974,15967.852,1.3560894,9.442567,9.999991,2.4904726
True,-1,192.6618607139445,339.93192,20.272727272727273,4.7507954,0.22865564,0.43189052,1.5836508,474.16306,11,83.28766059875488,89.94644,88,968,2.8764284,102.71542,0.031009598,261.26678,68.76571,10.0,[-2.093 -0.271 -1.238  0.383 -3.277],192.66187,67.13369,13328,,0.0028190545,249.98547,3.824187,-1.8273172,268756.97,2.515212,2.408235,10.0,17.420158
True,-1,170.83518422268574,299.86542,18.09090909090909,1.6458967,0.18197177,0.14962696,0.60163546,330.6978,11,84.4346981048584,79.94987,89,979,2.1054542,90.88532,0.31095442,170.0227,58.362617,9.999994,[-2.171 -0.267 -1.281  0.388 -3.246],170.83519,60.10253,13527,,0.028268585,219.91556,5.224526,-1.8350364,54988.902,2.0016894,6.56285,9.999994,6.61799
True,-1,156.28758169595037,259.9191,16.636363636363637,0.35925448,0.11790674,0.032659497,0.16626966,196.6449,11,85.70439434051514,69.96474,90,990,1.1262634,86.322845,0.836208,94.784004,62.24425,9.999998,[-2.153 -0.29  -1.254  0.396 -3.254],156.28758,60.3061,13710,,0.07601891,189.95436,9.766809,-1.8481907,15496.097,1.2969742,10.216158,9.999998,1.8289663
True,-1,190.8304038923875,269.82526,20.09090909090909,15.140658,0.574965,1.3764236,4.893566,1534.1754,11,86.98753762245178,69.96318,91,1001,48.283897,120.86722,0.05487978,841.81366,54.823395,9.999997,[-2.137 -0.281 -1.244  0.394 -3.267],190.83041,91.190834,13931,,0.0049890713,199.86208,0.22781922,-1.8318274,9440960.0,6.324615,1.6342587,9.999997,53.829224
True,-1,180.83885105824496,269.89783,19.09090909090909,0.6121164,0.11379028,0.05564694,0.2433606,227.17793,11,88.14707827568054,99.94429,92,1012,1.2134038,80.89456,0.34134713,117.39082,45.012936,9.999999,[-2.135 -0.255 -1.264  0.355 -3.251],180.83885,81.17249,14141,,0.031031558,169.95354,9.065408,-1.8629982,21543.535,1.251693,8.877045,9.999999,2.6769664
True,-1,161.73252740693476,289.89133,17.181818181818183,1.3635743,0.14446801,0.12396129,0.40661716,295.2547,11,89.37398982048035,79.956696,93,1023,1.7750281,81.77583,0.18958953,152.6325,54.385742,9.999985,[-2.159 -0.248 -1.287  0.354 -3.282],161.73253,54.68306,14330,,0.017235413,209.93463,6.197085,-1.8743873,70643.31,1.5891479,6.33547,9.999985,4.472789
True,-1,159.02987248840557,289.94144,16.90909090909091,43.410187,1.3378392,3.9463806,13.811542,1937.8376,11,90.18470335006714,79.95721,94,1034,46.824875,79.07266,0.01369211,1205.1853,47.9493,9.999999,[-2.133 -0.23  -1.272  0.33  -3.293],159.02989,51.961906,14516,,0.0012447373,209.98422,0.23491788,-1.8791391,6666515.0,14.716232,1.1338547,9.999999,151.92696
True,-1,187.2061431430224,319.9521,19.727272727272727,143.60216,4.1980815,13.054741,45.480396,12388.769,11,91.72379684448242,119.93906,95,1045,547.4568,67.26709,0.00690385,9624.316,56.087116,9.999998,[-2.078 -0.258 -1.196  0.365 -3.298],187.20615,69.05601,14733,,0.00062762277,200.01303,0.02009291,-1.8939682,544617150.0,46.178894,1.03091,9.999998,500.28433
True,-1,170.85113087396346,319.9482,18.09090909090909,63.4035,1.873046,5.763955,20.097984,6487.115,11,93.73719120025635,69.96547,96,1056,224.19473,100.885666,0.002270722,4718.0586,62.145367,9.999995,[-2.117 -0.282 -1.226  0.361 -3.313],170.85114,52.70243,14932,,0.00020642928,249.98274,0.049064487,-1.9435923,279712670.0,20.603508,1.0506334,9.999995,221.07782
True,-1,165.37914866772164,249.89941,17.545454545454547,0.11298392,0.09213426,0.010271265,0.11369116,168.96759,11,95.57423233985901,99.93456,97,1067,1.0129844,65.44459,0.81066567,76.08894,40.97093,9.999998,[-2.087 -0.225 -1.23   0.287 -3.363],165.37915,73.09768,15125,,0.07369688,149.96484,10.859002,-1.9444611,13869.913,1.0134768,10.864968,9.999998,1.2506027
True,-1,170.83998705632598,279.9136,18.09090909090909,2.4365716,0.15931377,0.2215065,0.82855177,275.65784,11,96.45107626914978,89.94898,98,1078,2.3468163,80.891,0.21085067,117.30974,56.949787,9.999997,[-2.092 -0.227 -1.238  0.288 -3.363],170.83998,67.47505,15324,,0.019168243,189.96463,4.687201,-1.9482516,71138.75,1.7524513,3.7502294,9.999997,9.114069
True,-1,188.12324747295682,409.9268,19.818181818181817,0.17397083,0.0970741,0.015815532,0.1281333,204.29796,11,97.86865544319153,119.92282,99,1089,1.0600718,68.20043,0.8095163,48.442078,74.44468,9.999998,[-2.098 -0.217 -1.238  0.296 -3.367],188.12325,36.747757,15542,,0.073592395,290.00397,10.376656,-1.9534047,26123.426,1.0678151,10.715571,9.999998,1.4094661
True,-1,182.64707001755755,329.84833,19.272727272727273,0.53908783,0.11833737,0.04900799,0.22216772,236.60063,11,98.65279006958008,119.935455,100,1100,1.3137441,62.711613,0.5393737,96.98985,54.925785,9.999998,[-2.102 -0.221 -1.234  0.301 -3.372],182.64706,60.8425,15754,,0.049033973,209.91287,8.373016,-1.9646366,33861.02,1.301711,9.389591,9.999998,2.4438448
True,-1,188.08599371921463,329.9036,19.818181818181817,0.23853701,0.095366485,0.021685187,0.15581627,197.87057,11,99.76021337509155,89.94319,101,1111,1.0356828,98.1428,0.8019593,73.89112,73.4479,9.999997,[-2.106 -0.216 -1.242  0.31  -3.384],188.08598,66.261024,15972,,0.07290539,239.9604,10.621013,-1.9659864,17550.998,1.0490314,10.459205,9.999997,1.7139789
True,-1,160.8440097912754,229.94043,17.09090909090909,0.51755166,0.101029396,0.047050152,0.18495075,173.46585,11,101.22456288337708,89.94823,102,1122,1.1877141,70.89578,0.41733906,80.92775,40.98924,9.999998,[-2.099 -0.213 -1.238  0.306 -3.385],160.84401,75.93289,16160,,0.037939914,139.9922,9.261488,-1.9710687,13207.202,1.1113232,9.039482,9.999998,2.0344582
True,-1,174.47502649545027,259.9595,18.454545454545453,7.3747244,0.28457433,0.67042965,2.396738,685.7195,11,102.39034008979797,79.9564,103,1133,10.735066,94.51863,0.015603304,371.1929,55.642258,9.999996,[-2.104 -0.22  -1.224  0.313 -3.39 ],174.47502,78.47863,16363,,0.0014184822,180.00311,1.0246793,-1.9771636,1644216.0,3.1303174,1.6793175,9.999996,26.364117
True,-1,119.9360450979351,159.94833,13.0,2.2415557,0.17508675,0.2037778,0.62277967,266.87024,11,103.9720995426178,79.96289,104,1144,2.9672883,39.973156,0.22865197,165.12622,30.14142,9.999999,[-2.102 -0.207 -1.221  0.326 -3.396],119.936035,60.871216,16506,,0.020786544,79.98544,3.7070885,-1.968747,56129.31,1.9259543,4.671731,9.999999,6.850576
True,-1,200.85224858820823,389.9525,21.09090909090909,0.88007337,0.1326673,0.080006674,0.36047408,281.82608,11,105.09798455238342,89.95212,105,1155,1.3925092,110.90012,0.47820342,111.90001,74.76992,9.999999,[-2.108 -0.181 -1.243  0.302 -3.388],200.85225,56.852753,16738,,0.04347304,300.0004,7.8994093,-1.9622362,30528.297,1.4593403,8.066383,9.999999,3.9652147
True,-1,166.29028307365203,259.83487,17.636363636363637,19.561909,0.6427778,1.7783552,6.2645793,1750.822,11,106.54844307899475,69.96547,106,1166,7.9019303,96.32482,0.04336574,1481.1019,44.74631,9.9999895,[-2.126 -0.201 -1.253  0.313 -3.381],166.29028,70.33991,16932,,0.00394234,189.8694,1.3920649,-1.9600832,15660800.0,7.070556,1.2710189,9.9999895,68.91037
True,-1,139.93979912340265,179.92876,15.0,0.77249855,0.109360345,0.07022715,0.3009056,172.06686,11,108.3730583190918,69.96168,107,1177,1.3306569,69.97812,0.18651089,95.42203,40.666252,9.999998,[-2.157 -0.189 -1.278  0.318 -3.379],139.93979,73.49671,17097,,0.016955536,109.96708,8.266594,-1.9640673,16052.682,1.2029637,7.7883096,9.999998,3.3099613
True,-1,179.9307331745037,289.82822,19.0,2.765481,0.20151065,0.25140738,0.75014067,481.1028,11,109.70487689971924,69.9703,108,1188,4.1434264,109.96043,0.0558193,263.2467,55.076965,9.999999,[-2.149 -0.171 -1.28   0.303 -3.383],179.93073,72.90458,17306,,0.005074482,219.85791,2.6548076,-1.972543,320343.62,2.2166169,4.3026915,9.999999,8.251547
True,-1,178.11924129742837,279.84445,18.818181818181817,0.16888443,0.09341483,0.015353128,0.116893955,187.74481,11,111.18292164802551,69.97177,109,1199,1.0410768,108.14747,0.5784355,82.30434,68.309494,9.999999,[-2.137 -0.189 -1.254  0.328 -3.391],178.11925,74.77984,17513,,0.052585047,209.87268,10.565984,-1.9826316,12260.015,1.0275632,10.710681,9.999999,1.2858335
True,-1,156.2759299569272,199.95172,16.636363636363637,0.06286013,0.0917548,0.0057145567,0.100441456,158.81161,11,112.13691568374634,99.92606,110,1210,1.0024227,56.34987,0.9103751,84.885155,34.42787,9.999991,[-2.141 -0.195 -1.26   0.33  -3.402],156.27592,82.43887,17696,,0.08276138,100.02566,10.973414,-1.9872257,12563.913,1.0093027,10.957496,9.999991,1.104856
True,-1,160.85091773764927,269.9545,17.09090909090909,0.8526423,0.117151804,0.07751294,0.31746763,221.85068,11,112.90830492973328,69.95866,111,1221,1.5449857,90.89226,0.312605,97.941895,61.563995,9.999999,[-2.14  -0.195 -1.258  0.329 -3.406],160.85092,61.16362,17884,,0.028418636,199.99585,7.1198072,-2.0145373,33170.836,1.2886697,7.650713,9.999999,3.4921439
True,-1,158.12251018933551,309.9334,16.818181818181817,7.8982053,0.38308018,0.71801865,2.6043923,1047.003,11,114.41892266273499,79.962494,112,1232,17.723675,78.16002,0.054558314,565.17224,66.29957,9.999997,[-2.138 -0.21  -1.25   0.346 -3.433],158.12251,43.672035,18069,,0.004959847,229.97092,0.6206388,-2.0351226,3949253.2,4.213882,2.437342,9.999997,28.648315
True,-1,153.5646808767707,219.82292,16.363636363636363,1.4807112,0.1504402,0.13461012,0.46055263,276.45496,11,116.13121676445007,89.95573,113,1243,1.8687043,63.60895,0.43154195,165.48828,34.42849,9.999991,[-2.157 -0.254 -1.231  0.378 -3.454],153.56468,72.38969,18249,,0.039231088,129.86719,5.8864317,-2.03309,61915.402,1.654842,6.1089997,9.999991,5.0660787
True,-1,128.12608372219324,169.96417,13.818181818181818,0.07853088,0.09206918,0.0071391705,0.10520738,129.40245,11,117.38057851791382,79.94246,114,1254,1.0050102,48.183628,0.90637296,66.48199,33.52968,10.0,[-2.165 -0.238 -1.246  0.369 -3.452],128.12608,65.362656,18401,,0.08239754,90.02171,10.945162,-2.0317292,8461.677,1.012761,10.934255,10.0,1.1572812
True,-1,152.66010752665488,249.8594,16.272727272727273,6.2712317,0.24517916,0.57011193,2.0442338,603.68506,11,118.32935571670532,69.95896,115,1265,5.135701,82.70115,0.108379275,394.58948,51.874157,9.999997,[-2.161 -0.241 -1.246  0.371 -3.451],152.66011,60.393425,18580,,0.009852662,179.90045,2.141869,-2.020056,1491298.2,2.6969707,1.716883,9.999997,22.486572
True,-1,139.03010142896122,249.91644,14.909090909090908,0.31572637,0.09305484,0.0287024,0.14523263,147.56639,11,119.86502861976624,69.96405,116,1276,1.0832281,69.06605,0.57981074,51.514908,52.80943,9.999986,[-2.192 -0.264 -1.256  0.381 -3.439],139.03009,46.742348,18744,,0.052710067,179.9524,10.154833,-2.0311167,13106.987,1.0236031,10.044388,9.999986,1.5975589
True,-1,160.84131989664758,239.88687,17.09090909090909,0.2214402,0.10406969,0.020130929,0.1424855,187.51743,11,120.54747557640076,79.961075,117,1287,1.1260334,80.88025,0.9226279,93.516655,46.582634,9.999995,[-2.188 -0.263 -1.242  0.383 -3.45 ],160.84132,72.25724,18932,,0.08387527,159.9258,9.768805,-2.0379667,14330.022,1.1447667,10.60325,9.999995,1.5673404
True,-1,165.37671645256626,319.81653,17.545454545454547,3.2077374,0.17712918,0.2916125,0.9318361,330.3343,11,122.06474947929382,79.964005,118,1298,4.058903,85.41271,0.1382326,92.40137,65.798645,9.999991,[-2.19  -0.26  -1.247  0.386 -3.457],165.37672,47.27665,19125,,0.012566601,239.85252,2.7100918,-2.0409298,183105.86,1.948421,2.9646468,9.999991,10.250197
True,-1,164.4771746263518,259.9005,17.454545454545453,2.680746,0.1900124,0.24370421,0.8536966,347.58618,11,123.26550722122192,99.935135,119,1309,4.2125206,64.54204,0.07717821,150.60379,37.97112,9.999991,[-2.2   -0.263 -1.261  0.405 -3.46 ],164.47717,68.50256,19317,,0.007016201,159.96538,2.6112633,-2.0748723,90375.39,2.0901363,4.158812,9.999991,9.390662
True,-1,147.1995012981731,269.82602,15.727272727272727,0.36865273,0.10651786,0.03351388,0.19093771,191.85544,11,125.06473326683044,59.967594,120,1320,1.1443548,87.23191,0.8041056,85.26617,71.330185,9.999993,[-2.238 -0.269 -1.269  0.398 -3.494],147.19951,47.559647,19490,,0.07310051,209.85843,9.612403,-2.0720108,24167.686,1.1716965,10.009165,9.999993,2.1003149
True,-1,157.21061906486932,279.95312,16.727272727272727,0.39991963,0.105062075,0.03635633,0.20334561,185.59619,11,126.15450382232666,79.95705,121,1331,1.1769276,77.25357,0.71155643,73.44356,59.70242,9.999998,[-2.247 -0.268 -1.278  0.394 -3.491],157.2106,53.831093,19674,,0.064686954,199.99608,9.34637,-2.074262,17035.072,1.1556828,9.82364,9.999998,2.2368016
True,-1,160.85243073362378,349.90363,17.09090909090909,0.11481025,0.10071321,0.010437295,0.12345984,183.79443,11,127.48181581497192,69.96638,122,1342,1.0354809,90.886055,0.9191146,52.31169,77.96777,9.999998,[-2.251 -0.283 -1.278  0.402 -3.493],160.85243,31.641953,19862,,0.08355588,279.93726,10.623084,-2.0882597,18138.652,1.1078453,10.883116,9.999998,1.3580582
True,-1,149.0286160800551,199.95598,15.909090909090908,0.33401525,0.112356454,0.030365026,0.15862459,183.51553,11,128.95480704307556,89.94835,123,1353,1.2789601,59.080265,0.4162591,100.01059,28.428043,9.999998,[-2.25  -0.287 -1.276  0.403 -3.507],149.02863,75.18999,20037,,0.037841737,110.00763,8.600738,-2.091398,15784.609,1.235921,10.251266,9.999998,1.7448704
True,-1,169.92669696575373,239.84033,18.0,0.5608894,0.10327311,0.05098995,0.2560642,204.23062,11,130.46799445152283,79.96175,124,1364,1.1990721,89.96494,0.6500675,107.24795,53.751724,9.999996,[-2.253 -0.288 -1.279  0.397 -3.51 ],169.9267,81.35979,20235,,0.059097048,159.87859,9.17376,-2.096637,24200.877,1.1360041,8.844022,9.999996,2.8167062
True,-1,164.46317525126247,279.91434,17.454545454545453,0.26452106,0.09685386,0.024047373,0.1473,181.15517,11,132.16929841041565,69.951454,125,1375,1.0689842,94.51172,0.7308724,74.28413,55.636467,10.0,[-2.254 -0.276 -1.288  0.389 -3.516],164.46317,61.09796,20427,,0.066442944,209.96289,10.290143,-2.1074326,12463.736,1.0653924,10.361274,10.0,1.6202999
True,-1,182.64892445416316,399.81873,19.272727272727273,0.123702474,0.09373758,0.01124568,0.124642216,193.39108,11,133.8080770969391,79.95133,126,1386,1.0141709,102.6976,0.85618085,44.70581,93.30136,9.999995,[-2.253 -0.282 -1.283  0.391 -3.526],182.64893,35.00609,20639,,0.07783462,319.8674,10.846298,-2.1035159,22923.05,1.0311133,10.843925,9.999995,1.3710643
