InitialReturnMin,InitialReturnStd,J_sample_variance,EmpiricalD2,TimestepsSoFar,InitialReturnMax,EpRewMean,OptimizationReturnMax,ESSClassic,MeanEntropy,InitialReturnMean,MinIWNorm,MaxIW,Iteration,MeanIWNorm,EpLenMean,MinIW,OptimizationReturnMean,MeanIW,EpisodesSoFar,OptimizationReturnMin,LearnableVariance,TimeElapsed,ReturnStepMax,StdIW,EpThisIter,VarianceInit,ReturnMeanIW,Bound,MaxIWNorm,Weights,StdIWNorm,InitialBound,ESSRenyi,ReturnStepMaxmin
169.78133,188.8839,813153.8,3.1076927,2429,809.8795,402.56173095317894,640.0982,2.2881622,0.6162715,402.56174,0.005124759,12.336393,11,0.16018993,41.27272727272727,0.05637235,232.78043,1.7620893,121,,True,7.881431818008423,9.999994,3.438266,11,-1,811.9712,284.755,1.1214904,[-1.047  0.364 -1.258 -1.315 -0.759],0.31256965,103.49393,3.5396035,9.999994
49.934383,316.00717,3300437800.0,35.558308,2988,1149.6313,497.97423600352954,1099.697,1.0205626,0.54180056,497.97424,0.0011149993,414.4474,12,3.4602752,50.81818181818182,0.012264992,448.03986,38.063023,132,,True,8.634563446044922,9.999999,119.02453,11,-1,19370.988,16839.484,37.677036,[-0.959  0.469 -1.182 -1.288 -0.803],10.820412,73.44476,0.30935106,9.999999
339.84552,180.67007,5788035.5,6.136519,3561,909.7848,510.77233508610664,569.9393,3.332649,0.47185308,510.77234,0.00037727997,13.351841,13,0.21520233,52.09090909090909,0.0041500796,170.92682,2.3672256,143,,True,9.494994401931763,9.999998,3.5906045,11,-1,1665.8182,833.57745,1.2138038,[-1.12   0.594 -1.279 -1.16  -0.877],0.3264186,174.81204,1.7925472,9.999998
209.8986,106.11821,345453630.0,982.40314,3989,649.88354,378.92186033643105,439.98492,1.0156192,0.42682138,378.92184,0.0020235456,921.4383,14,7.674588,38.90909090909091,0.022259,169.02325,84.42046,154,,True,10.196617126464844,9.999988,264.69324,11,-1,17825.863,10303.926,83.76712,[-1.301  0.578 -1.399 -1.086 -0.947],24.063023,138.93648,0.011197032,9.999988
89.93718,239.08838,206084820.0,25.580572,4412,1009.8164,374.3776072342253,919.8792,1.1384956,0.27978507,374.37756,0.0001387393,51.814026,15,0.45718333,38.45454545454545,0.0015261322,284.44043,5.029016,165,,True,11.174323797225952,9.999994,14.800927,11,-1,4855.407,2969.3848,4.7103662,[-1.46   0.752 -1.421 -0.829 -0.992],1.3455389,1.4782104,0.43001384,9.999994
9.980803,154.35335,685693.5,2.4279704,4836,599.7319,375.29281976804236,589.7511,5.287826,0.32098386,375.2928,0.0064973203,6.3274813,16,0.15167527,38.54545454545455,0.07147052,365.312,1.668428,176,,True,11.931141138076782,9.999999,1.7340817,11,-1,689.5193,344.43268,0.5752256,[-1.543  0.714 -1.521 -0.917 -1.139],0.1576438,153.82718,4.530533,9.999999
259.8627,185.82896,2820830500.0,229.34398,5342,979.74243,449.8496731785941,719.87976,1.0637023,0.26362607,449.8497,0.0018428061,243.2277,17,2.0734618,46.0,0.020270867,189.98697,22.808083,187,,True,12.569706201553345,9.999999,69.70935,11,-1,21986.566,16507.521,22.11161,[-1.601  0.67  -1.56  -0.957 -1.098],6.337214,88.05582,0.04796289,9.999999
279.8599,179.89232,160420.84,1.1181892,5930,899.7494,524.3784204326482,619.8895,9.262214,0.27554446,524.3784,0.045518596,2.2049658,18,0.094778664,53.45454545454545,0.5007045,244.51854,1.0425653,198,,True,13.436662912368774,9.999999,0.45158967,11,-1,558.3149,206.97415,0.20045145,[-1.341  0.608 -1.606 -1.161 -1.155],0.041053608,192.12393,9.837334,9.999999
289.8633,144.43097,121881.37,1.0171185,6485,819.8401,494.35750637447364,529.9768,10.878581,0.27402842,494.3575,0.073673695,1.2164524,19,0.093006775,50.45454545454545,0.8104106,204.4942,1.0230744,209,,True,13.968441724777222,9.999997,0.10808421,11,-1,503.6078,198.2815,0.11058658,[-1.362  0.643 -1.61  -1.204 -1.143],0.009825838,191.61154,10.814866,9.999997
299.85767,133.91129,489831.66,1.9976958,7074,709.7731,525.2636562485197,409.9154,6.83805,0.30489668,525.2637,0.033101685,4.858783,20,0.14539689,53.54545454545455,0.36411852,225.40599,1.5993656,220,,True,14.460232019424438,9.999998,1.247757,11,-1,894.2588,523.8054,0.44170755,[-1.388  0.655 -1.619 -1.199 -1.145],0.113432474,263.1626,5.506344,9.999998
299.87918,121.064865,271931.56,1.6580151,7612,709.7765,478.9062394188264,409.8973,8.006153,0.28729627,478.90625,0.049166866,2.9059863,21,0.120265625,48.90909090909091,0.5408355,179.02705,1.3229219,231,,True,15.165344953536987,9.999999,0.8089788,11,-1,678.5234,341.0301,0.26418057,[-1.418  0.699 -1.634 -1.315 -1.114],0.07354352,216.80392,6.634439,9.999999
309.8757,147.83377,1274366800.0,328.08597,8165,859.8108,492.5330844367534,549.93506,1.0302433,0.35806367,492.5331,0.0034432863,211.92949,22,1.7778217,50.27272727272727,0.037876148,182.65738,19.556038,242,,True,15.816816091537476,9.999998,60.834965,11,-1,16692.791,10941.756,19.266317,[-1.357  0.722 -1.58  -1.273 -1.132],5.530451,175.02695,0.0335278,9.999998
269.85754,186.15166,1270171.0,3.2548485,8724,879.7345,498.00207698655146,609.87695,3.5643003,0.36891195,498.00204,0.025752816,10.770615,23,0.18940715,50.81818181818182,0.28328097,228.14453,2.0834787,253,,True,16.65062713623047,9.999994,3.0092814,11,-1,1140.1921,554.0994,0.97914684,[-1.489  0.687 -1.62  -1.099 -1.061],0.27357107,173.13861,3.3795736,9.999994
179.92303,203.53981,2665490.2,2.5586298,9189,919.6624,412.5487804654611,739.7394,4.130898,0.4182432,412.5488,0.0081338575,7.3512573,24,0.13681787,42.27272727272727,0.08947243,232.62575,1.5049965,264,,True,17.275781393051147,9.999995,1.9407218,11,-1,866.43005,323.20294,0.66829616,[-1.478  0.75  -1.61  -1.034 -1.05 ],0.17642924,72.94092,4.299176,9.999995
199.91147,158.04431,3790858.0,6.9566417,9637,749.8565,397.13149964774715,549.94507,3.531165,0.29267427,397.13147,0.001043533,14.720989,25,0.25457165,40.72727272727273,0.011478863,197.22003,2.8002877,275,,True,17.95713782310486,9.999998,4.072584,11,-1,1356.7754,626.43176,1.3382717,[-1.621  0.76  -1.646 -1.038 -1.001],0.3702349,120.22864,1.5812228,9.999998
359.8208,76.553055,58566664.0,104.68088,10139,609.87463,446.1910572129478,250.05383,1.0537267,0.11423745,446.19104,4.655575e-05,151.85669,26,1.2884583,45.63636363636363,0.0005121132,86.37026,14.173043,286,,True,18.66701579093933,9.999999,43.544098,11,-1,6815.9297,4511.712,13.805154,[-1.62   0.761 -1.653 -1.17  -1.126],3.958554,220.97997,0.105081275,9.999999
399.7997,61.815903,1151151.4,4.785628,10681,589.8228,482.55048225881836,190.0231,5.1638556,-0.016337309,482.55048,0.002406454,6.6271877,27,0.22242288,49.27272727272727,0.026470993,82.75077,2.4466517,297,,True,19.540249347686768,9.999994,2.6010473,11,-1,1174.7473,698.2721,0.60247165,[-1.598  0.874 -1.676 -1.088 -1.305],0.23645885,264.74396,2.298549,9.999994
399.67456,119.64019,262432.22,1.1574184,11272,799.78876,527.0725039021271,400.1142,10.387317,-0.027669717,527.0725,0.07340735,1.6723822,28,0.10505936,53.72727272727273,0.8074809,127.39795,1.155653,308,,True,20.180355072021484,9.999995,0.28066847,11,-1,618.33624,300.59778,0.15203476,[-1.688  0.903 -1.738 -1.086 -1.435],0.025515318,231.73096,9.50391,9.999995
409.8844,111.402855,280232.16,1.2056216,11965,849.7689,619.7986083148836,439.88452,10.137472,-0.06446102,619.7986,0.07079222,1.7251816,29,0.104034334,63.0,0.7787144,209.9142,1.1443776,319,,True,20.80897808074951,9.999998,0.3338035,11,-1,728.1683,383.6156,0.15683469,[-1.727  0.905 -1.762 -1.078 -1.447],0.030345775,306.0006,9.123924,9.999998
289.82312,130.81367,833376900.0,510.3442,12538,749.70215,510.70811618088806,459.87903,1.030832,-0.28028843,510.7081,4.8433823e-05,324.9122,30,2.726405,52.09090909090909,0.00053277204,220.885,29.990454,330,,True,21.390834093093872,9.999999,93.26497,11,-1,17073.912,10819.743,29.537474,[-1.748  0.908 -1.769 -1.087 -1.483],8.478634,233.86224,0.02155408,9.999999
419.80646,152.25781,344682.25,1.3843175,13252,909.62787,638.9015846656686,489.8214,8.475295,-0.280651,638.9016,0.0525981,2.6305256,31,0.11277848,64.9090909090909,0.57857907,219.09512,1.2405633,341,,True,22.29084324836731,9.999999,0.677091,11,-1,801.73096,406.51825,0.2391387,[-1.843  1.007 -1.868 -1.015 -1.699],0.061553724,302.99927,7.9461536,9.999999
229.8642,157.51169,2279943.2,4.094618,13902,859.86707,580.7664769981378,630.00287,2.5828419,-0.25878903,580.76654,0.009972334,14.722643,32,0.2104241,59.09090909090909,0.10969567,350.90228,2.314665,352,,True,22.827034950256348,9.999999,4.178516,11,-1,1278.4978,635.9768,1.3384222,[-1.845  1.019 -1.863 -0.995 -1.7  ],0.3798651,263.23953,2.6864533,9.999999
359.87704,197.60701,270602.75,1.1797036,14542,1079.8174,571.6516585556097,719.9403,10.072898,-0.2634125,571.6517,0.059883565,1.6345131,33,0.10525682,58.18181818181818,0.6587192,211.77464,1.157825,363,,True,23.517280101776123,9.999994,0.35126105,11,-1,690.3556,257.25772,0.14859211,[-1.86   0.964 -1.832 -0.998 -1.678],0.031932823,172.90274,9.324376,9.999994
439.89307,169.57683,683192.44,1.7200226,15175,919.7552,565.261457366255,479.86212,6.8578596,-0.20407975,565.2615,0.031787038,3.9994974,34,0.113438986,57.54545454545455,0.3496574,125.368385,1.2478287,374,,True,24.12230634689331,9.999997,0.9697797,11,-1,834.161,388.72165,0.3635907,[-1.869  0.965 -1.856 -1.028 -1.682],0.08816179,225.61935,6.395265,9.999997
389.8211,333.62292,1563445.5,3.2025416,15876,1619.6223,627.08275430534,1229.8013,3.748447,-0.194426,627.08276,0.0065621473,9.903225,35,0.20389877,63.72727272727273,0.07218362,237.26163,2.2428865,385,,True,24.773388147354126,10.0,3.119587,11,-1,1405.1467,334.83472,0.90029323,[-1.876  0.96  -1.853 -1.016 -1.623],0.2835988,28.99762,3.434772,10.0
389.84247,77.300476,932759.94,4.040589,16437,619.7849,499.7911482019152,229.94244,5.408533,-0.2759246,499.7911,0.006046854,6.5157256,36,0.19447598,51.0,0.06651539,109.94868,2.1392355,396,,True,25.32842254638672,10.0,2.1751125,11,-1,1083.3674,623.3094,0.5923387,[-1.838  0.993 -1.875 -1.034 -1.613],0.19773749,270.9204,2.7223754,10.0
429.82574,214.33568,66790252.0,28.60122,17097,1219.6838,589.8119923022106,789.8581,2.4560156,-0.2632545,589.81195,4.9018952e-05,32.982227,37,0.4801836,60.0,0.0005392085,159.98625,5.282019,407,,True,25.95104193687439,9.999997,9.851779,11,-1,4754.1816,2345.4478,2.9983845,[-1.881  0.985 -1.875 -0.989 -1.695],0.8956163,139.41391,0.384599,9.999997
429.85303,183.09532,1835841.6,2.4519894,17809,1099.5903,637.0949528264232,669.7373,4.820872,-0.23716281,637.095,0.011988734,5.918075,38,0.13816224,64.72727272727273,0.13187607,207.24193,1.5197846,418,,True,26.771915674209595,10.0,1.7206116,11,-1,1100.6973,464.86945,0.53800684,[-1.907  1.073 -2.038 -1.051 -1.682],0.15641923,231.04434,4.486153,10.0
199.9118,221.45432,16766896.0,5.7276382,18444,1159.5791,567.0801034407168,959.6673,3.1928508,-0.22138987,567.0801,0.010522719,14.397035,39,0.22688657,57.72727272727273,0.1157499,367.16833,2.4957523,429,,True,27.572202444076538,9.999999,3.9026396,11,-1,2117.0925,1092.2964,1.3088213,[-1.918  1.038 -2.022 -1.014 -1.656],0.35478538,138.8772,1.9205123,9.999999
239.86296,134.24611,287999.5,1.9365215,19061,739.7279,550.7294264579714,499.86493,6.513279,-0.26251635,550.72943,0.024034804,4.9807754,40,0.13871746,56.09090909090909,0.26438284,310.8665,1.5258921,440,,True,28.182395935058594,10.0,1.2664514,11,-1,815.25464,435.12436,0.45279777,[-1.883  1.065 -2.04  -1.068 -1.64 ],0.11513194,277.5668,5.680288,10.0
419.7425,120.20835,3418476.0,7.602928,19741,899.7474,607.9637374046232,480.00488,2.3626595,-0.29860377,607.9638,0.0007103191,22.146856,41,0.30033037,61.81818181818182,0.00781351,188.22125,3.303634,451,,True,28.79231595993042,9.999995,6.316571,11,-1,2024.833,1108.6963,2.0133507,[-1.889  1.033 -2.03  -1.067 -1.681],0.5742338,275.71002,1.446811,9.999995
419.78156,247.85353,114156740.0,13.738781,20406,1299.7423,594.3315877639881,879.96075,1.2246692,-0.27044275,594.3316,0.003929481,39.80883,42,0.3644834,60.45454545454545,0.04322429,174.55003,4.0093174,462,,True,29.493467330932617,10.0,11.32731,11,-1,4944.8657,3165.8467,3.6189847,[-1.843  1.063 -2.025 -1.086 -1.718],1.0297555,114.369965,0.8006533,10.0
459.78046,110.51517,562939.2,1.8294944,21078,829.5595,600.6727293113323,369.77905,8.2213,-0.2651519,600.67267,0.011031567,2.8509407,43,0.13857532,61.09090909090909,0.12134723,140.89227,1.5243286,473,,True,30.315500020980835,9.999999,0.886195,11,-1,898.45416,484.10892,0.25917643,[-1.824  1.1   -2.107 -1.144 -1.689],0.08056318,294.3376,6.0125904,9.999999
559.6536,117.07291,385620.72,1.0809798,21854,929.7982,695.2419379456302,370.1446,9.937908,-0.24966563,695.24194,0.052016985,1.7718757,44,0.09402044,70.54545454545455,0.5721868,135.5883,1.0342249,484,,True,30.992660999298096,9.999998,0.33810258,11,-1,725.49,368.50757,0.16107962,[-1.794  1.087 -2.105 -1.184 -1.684],0.0307366,351.8912,10.175953,9.999998
429.74243,138.31213,472537.97,1.5613879,22627,869.80743,692.516989175827,440.065,8.522215,-0.25834683,692.517,0.03360672,2.5643203,45,0.119042486,70.27272727272727,0.3696739,262.77457,1.3094673,495,,True,31.5667507648468,10.0,0.70607424,11,-1,963.1429,561.7887,0.23312004,[-1.805  1.086 -2.116 -1.191 -1.669],0.06418856,371.31937,7.0450144,10.0
459.8902,174.27927,509850270.0,130.01314,23378,1019.8139,672.5135335704206,559.9237,1.0681895,-0.42352274,672.5135,3.0735555e-05,129.20227,46,1.103815,68.27272727272727,0.0003380911,212.62334,12.141964,506,,True,32.2931432723999,9.999999,37.023632,11,-1,12176.42,7882.4023,11.745662,[-1.817  1.119 -2.134 -1.189 -1.677],3.3657851,295.9223,0.084606834,9.999999
479.8024,197.76581,649545.44,1.350274,24206,1129.8295,742.5523585829659,650.0271,8.593272,-0.43551326,742.55237,0.047503576,2.6531873,47,0.121721976,75.27272727272727,0.5225393,262.74997,1.3389417,517,,True,33.721155643463135,9.999999,0.70859146,11,-1,1011.4846,526.67285,0.24119885,[-1.83   1.068 -2.108 -1.189 -1.842],0.06441741,325.3352,8.146495,9.999999
489.62885,154.96228,360078.6,1.1237885,24961,929.8181,676.1477017436893,440.18927,10.115915,-0.4169625,676.1477,0.04911378,1.6320953,48,0.099662304,68.63636363636364,0.54025155,186.51886,1.0962853,528,,True,34.6254563331604,9.999999,0.32409188,11,-1,737.73584,373.74573,0.1483723,[-1.866  1.102 -2.144 -1.182 -1.854],0.0294629,332.7896,9.788319,9.999999
469.82254,120.288284,1099750.6,2.7986436,25728,859.80835,687.0755262789633,389.9858,6.960566,-0.4517948,687.0755,0.007417361,4.8403764,49,0.18378927,69.72727272727273,0.081590965,217.25298,2.0216818,539,,True,35.234474420547485,9.999999,1.5401068,11,-1,1328.6177,797.45844,0.44003424,[-1.871  1.101 -2.157 -1.168 -1.836],0.1400097,369.57028,3.9304755,9.999999
439.83972,162.9333,127965110.0,82.57771,26472,979.7822,666.1787453076121,539.9425,1.1861407,-0.54242,666.1788,5.0953542e-05,84.41042,50,0.761042,67.63636363636364,0.00056048896,226.33902,8.371461,550,,True,36.01439547538757,9.999999,24.079811,11,-1,7099.1025,3811.2656,7.673675,[-1.873  1.082 -2.173 -1.229 -1.871],2.1890738,304.3702,0.13320786,9.999999
429.85632,134.18129,450739800.0,192.59517,27147,839.8473,603.4645108196265,409.99097,1.0603182,-0.45196772,603.46454,0.0021117553,213.0743,51,1.813478,61.36363636363637,0.023229308,173.60818,19.948256,561,,True,37.00453019142151,9.999999,61.07635,11,-1,14503.698,10199.697,19.370392,[-1.9    1.032 -2.163 -1.226 -1.961],5.5523953,293.33038,0.05711462,9.999999
399.79788,351.52618,12551337.0,4.3568144,28027,1659.7605,789.8097091022847,1259.9626,2.9468968,-0.49212575,789.80975,0.0028633315,12.769259,52,0.22660178,80.0,0.031496644,390.01184,2.4926195,572,,True,38.105950355529785,9.999999,4.1205497,11,-1,2163.2427,883.9225,1.1608418,[-1.894  1.078 -2.174 -1.158 -1.871],0.37459543,176.90259,2.5247805,9.999999
199.88844,208.1672,58064564.0,10.974604,28735,999.6179,633.4175047860964,799.7295,1.3331656,-0.39241192,633.41754,0.003176744,31.64733,53,0.3026159,64.36363636363636,0.034944184,433.52908,3.328775,583,,True,38.947338819503784,10.0,8.963641,11,-1,3098.1753,1875.3125,2.8770301,[-1.897  1.094 -2.138 -1.104 -1.911],0.8148766,264.28418,1.0023141,10.0
409.79114,206.21309,5464438.5,4.518719,29433,1179.867,624.3377540186332,770.0758,4.2415066,-0.42373663,624.3377,0.017005617,9.540406,54,0.1817889,63.45454545454545,0.18706179,214.54662,1.999678,594,,True,39.86435508728027,10.0,2.5242066,11,-1,1625.6079,699.4394,0.8673097,[-1.857  1.09  -2.115 -1.115 -1.811],0.22947335,188.64304,2.434318,10.0
439.82043,182.15622,489019.16,1.4975291,30208,1119.7236,694.3457070276337,679.9032,8.600892,-0.42019728,694.3457,0.05037398,2.7980337,55,0.12781473,70.45454545454545,0.55411375,254.52528,1.4059619,605,,True,40.610907316207886,9.999999,0.7425516,11,-1,938.9588,432.96194,0.2543667,[-1.822  1.087 -2.09  -1.173 -1.843],0.0675047,280.86035,7.3454328,9.999999
479.86948,168.82364,22608798.0,79.04009,30971,979.90845,683.4669137558938,500.03897,1.1297938,-0.49325338,683.4669,0.0013784965,97.51606,56,0.8570424,69.36363636363636,0.015163461,203.59746,9.427465,616,,True,41.279003381729126,9.999999,27.864962,11,-1,4716.4077,1499.3523,8.865097,[-1.804  1.098 -2.071 -1.185 -1.839],2.5331786,321.61182,0.13916987,9.999999
459.86627,146.24127,18745286.0,19.493507,31709,899.83276,660.7330810870083,439.9665,2.3165047,-0.580345,660.73315,0.001160205,28.587414,57,0.4067812,67.0909090909091,0.012762255,200.86684,4.474593,627,,True,42.229328870773315,9.999999,8.663317,11,-1,3337.027,1869.9393,2.598856,[-1.783  1.082 -2.062 -1.307 -1.912],0.7875743,328.4478,0.56429046,9.999999
429.83173,151.43568,299481.22,1.1527168,32439,859.78314,653.4448055185571,429.95142,9.489838,-0.56728137,653.4448,0.0621624,2.1382253,58,0.10745572,66.36363636363636,0.6837864,223.61308,1.1820129,638,,True,43.06811022758484,9.999999,0.47152463,11,-1,725.31506,384.43665,0.19438413,[-1.756  1.096 -2.081 -1.385 -1.999],0.042865876,335.94885,9.542674,9.999999
469.7276,92.17439,290286.34,1.0747887,33102,809.8008,592.5200479591435,340.07318,10.4020195,-0.547386,592.5201,0.06586723,1.5123997,59,0.09733459,60.27272727272727,0.7245395,122.79246,1.0706806,649,,True,43.64059019088745,10.0,0.25671113,11,-1,629.50476,319.48523,0.13749088,[-1.763  1.109 -2.098 -1.382 -1.986],0.023337377,293.48132,10.23457,10.0
509.82135,109.227516,465205.25,1.3180505,33932,869.77783,744.3329424689579,359.95648,9.66728,-0.54596007,744.33295,0.044666268,1.9720381,60,0.11048341,75.45454545454545,0.49132892,234.51161,1.2153175,660,,True,44.24091029167175,10.0,0.4512395,11,-1,932.8531,564.1102,0.1792762,[-1.76   1.111 -2.082 -1.392 -1.966],0.041021775,423.1462,8.345659,10.0
469.79602,181.2567,345055.22,1.099744,34688,1039.7892,677.0802656745135,569.99316,10.426036,-0.5478718,677.08026,0.061838347,1.5164301,61,0.096850865,68.72727272727273,0.6802218,207.28427,1.0653595,671,,True,44.93792200088501,9.999998,0.24996503,11,-1,744.9669,342.30518,0.13785729,[-1.747  1.113 -2.077 -1.406 -1.965],0.022724096,293.11273,10.002328,9.999998
509.79797,134.12932,2379781.8,3.9380362,35415,1009.7821,650.703069114495,499.98413,4.4112086,-0.65714365,650.70306,0.0058030286,7.8518734,62,0.20652986,66.0909090909091,0.06383331,140.90509,2.2718287,682,,True,45.546924114227295,10.0,2.7765126,11,-1,1601.9818,862.0072,0.7138067,[-1.734  1.105 -2.076 -1.373 -1.967],0.25241026,277.8163,2.7932703,10.0
449.81876,258.46762,1915300.0,1.5194435,36232,1379.8115,732.5243707570539,929.9928,5.497231,-0.61135155,732.52435,0.03808326,4.632836,63,0.11058705,74.27272727272727,0.41891584,282.7056,1.2164576,693,,True,46.48721265792847,10.0,1.2170703,11,-1,1072.3436,444.26886,0.4211669,[-1.749  1.113 -2.071 -1.374 -2.076],0.110642746,222.99524,7.2394924,10.0
469.79156,233.78024,3316737.8,4.1156425,36979,1359.8419,668.8896811372406,890.05035,2.427078,-0.5495202,668.88965,0.030683368,21.236134,64,0.28298482,67.9090909090909,0.33751705,199.09813,3.1128328,704,,True,47.25449204444885,9.999999,5.850303,11,-1,1928.0825,909.3585,1.9305576,[-1.77   1.127 -2.081 -1.37  -2.03 ],0.53184575,166.7348,2.6727297,9.999999
489.8109,83.7625,421125.56,1.6255422,37659,799.7948,607.9665367715347,309.9839,6.895922,-0.538228,607.96655,0.014965721,3.1191926,65,0.11212813,61.81818181818182,0.16462293,118.15563,1.2334095,715,,True,47.961851358413696,9.999999,0.9515223,11,-1,761.5748,385.02106,0.28356296,[-1.789  1.149 -2.079 -1.331 -1.968],0.08650203,312.62274,6.766973,9.999999
509.7991,237.69142,2269915000.0,144.16808,38495,1379.8304,749.7883950328393,870.0314,1.0081506,-0.6512148,749.78845,0.00011468539,178.57097,66,1.481799,76.0,0.0012615393,239.9893,16.299788,726,,True,48.58280611038208,9.999998,51.314743,11,-1,22444.877,16326.875,16.233725,[-1.799  1.172 -2.086 -1.314 -1.957],4.6649766,240.25229,0.07629983,9.999998
439.80627,144.3739,249961.88,1.0176162,39288,949.6885,710.6691783624007,509.8822,10.832539,-0.64074874,710.6692,0.072908066,1.2471772,67,0.09322517,72.0909090909091,0.8019887,270.8629,1.0254768,737,,True,49.65593719482422,10.0,0.12750247,11,-1,725.7698,371.99863,0.113379754,[-1.741  1.189 -2.041 -1.263 -2.07 ],0.011591135,359.97348,10.809577,10.0
529.7867,234.30106,512330.75,1.1751571,40173,1319.7881,794.3132224840415,790.0014,8.844341,-0.6236803,794.31323,0.05397449,2.6703084,68,0.105440974,80.45454545454545,0.59371936,264.52655,1.1598506,748,,True,50.181400299072266,10.0,0.5726104,11,-1,902.3253,373.99994,0.24275531,[-1.741  1.191 -2.038 -1.262 -2.06 ],0.05205549,306.9492,9.360451,10.0
539.67633,163.69359,14841487.0,11.783999,41019,1189.8062,758.8858446830126,650.1298,2.3186672,-0.6750163,758.8858,0.0014466703,26.876072,69,0.42885602,76.9090909090909,0.015913373,219.20952,4.7174163,759,,True,50.860321283340454,9.999999,9.128055,11,-1,3845.498,2337.2532,2.4432793,[-1.747  1.192 -2.032 -1.249 -2.043],0.8298232,319.52084,0.9334692,9.999999
