LearnableVariance,Bound,InitialReturnStd,EpRewMean,VarianceInit,EmpiricalD2,OptimizationReturnMean,MinIWNorm,TimeElapsed,MeanIW,InitialReturnMin,ESSClassic,ReturnStepMax,Weights,ReturnMeanIW,ReturnStepMaxmin,InitialReturnMax,InitialBound,MaxIW,J_sample_variance,StdIW,OptimizationReturnMax,ESSRenyi,TimestepsSoFar,InitialReturnMean,StdIWNorm,OptimizationReturnMin,Iteration,EpLenMean,EpThisIter,MeanEntropy,MinIW,MeanIWNorm,EpisodesSoFar,MaxIWNorm
True,1091.8738,72.40855,124.46641247703755,-1,15.872616,74.542206,0.0027289612,44.80011057853699,6.466989,49.924213,1.3617938,9.999994,[-1.28  -2.184  0.107 -1.089 -2.439],1503.6951,9.999994,279.92084,21.0988,60.72504,14844163.0,17.2046,229.99663,0.6930175,3973,124.46641,1.5640545,,29,13.454545454545455,11,-1.1622924,0.030018572,0.587908,319,5.520458
True,248.83557,56.890232,109.92516933161052,-1,8.864414,69.98929,0.0011501338,46.187907695770264,4.352121,39.935875,3.2674546,9.999922,[-1.294 -2.278  0.113 -1.191 -2.581],490.63135,9.999922,219.9249,28.712524,21.314384,341115.8,6.6951056,179.98901,1.2409167,4105,109.92517,0.608646,,30,12.0,11,-1.4996829,0.012651471,0.39564735,330,1.9376714
True,59.387733,45.807404,124.47271703023299,-1,1.0526154,64.5595,0.0776244,47.72900676727295,1.0327148,59.913223,10.786981,9.999788,[-1.379 -2.254  0.058 -1.201 -2.919],131.3491,9.999788,189.9395,54.332916,1.28526,7406.5625,0.14512374,130.02628,10.450161,4253,124.47271,0.013193067,,31,13.454545454545455,11,-1.4903688,0.8538684,0.093883164,341,0.116841815
True,100.195335,53.226463,118.10555927322726,-1,1.924524,68.17862,0.0014844789,49.0513870716095,1.502729,49.926937,6.788516,9.9998455,[-1.387 -2.257  0.06  -1.189 -2.909],212.85909,9.9998455,219.9243,36.893127,3.2947888,33763.227,1.1836162,169.99736,5.715699,4394,118.10557,0.10760147,,32,12.818181818181818,11,-1.6067555,0.016329268,0.13661173,352,0.29952627
True,34.924088,34.92929,87.19713357230343,-1,1.0881637,47.26276,0.059531577,50.952146768569946,1.161982,39.934376,9.744012,9.99967,[-1.372 -2.16   0.072 -1.165 -3.026],96.5338,9.99967,159.93842,28.135971,1.9744942,4504.5693,0.41717988,120.00404,10.108773,4501,87.197136,0.037925445,,33,9.727272727272727,11,-1.5881356,0.6548473,0.10563472,363,0.17949948
True,149.36986,69.80682,129.92426827810903,-1,3.1870089,80.00589,0.005126745,52.42915415763855,2.710208,49.918373,5.8387175,9.999861,[-1.324 -2.132  0.09  -1.173 -3.007],353.68372,9.999861,309.9252,15.476807,9.394337,87214.086,2.5481367,260.00684,3.451512,4655,129.92427,0.2316488,,34,14.0,11,-1.7877095,0.056394193,0.24638253,374,0.8540306
True,50.321037,58.823257,113.55989438583987,-1,1.1928139,63.641087,0.060388893,53.917967796325684,1.0737714,49.918808,9.413755,9.999647,[-1.313 -2.193  0.108 -1.211 -3.207],134.99045,9.999647,209.93793,36.03518,2.078326,11000.551,0.44077355,160.01912,9.221891,4791,113.55989,0.040070325,,35,12.363636363636363,11,-1.8122182,0.6642778,0.09761559,385,0.18893874
True,443.73074,61.025406,148.10698436158944,-1,7.1061387,88.1846,0.01443788,55.15094017982483,3.6950457,59.92238,3.43272,9.99995,[-1.314 -2.231  0.079 -1.22  -3.231],699.59644,9.99995,259.92374,52.123795,18.63654,1267499.6,5.486186,200.00136,1.5479574,4965,148.10698,0.49874422,,36,15.818181818181818,11,-1.6951374,0.15881668,0.33591327,396,1.6942309
True,23.79049,64.01618,105.37656157339562,-1,1.0826012,55.45747,0.07718028,56.5782995223999,1.1606077,49.91909,10.695778,9.999927,[-1.267 -2.208  0.113 -1.188 -3.114],119.820335,9.999927,249.93248,13.082878,1.4457681,9419.755,0.19573787,200.0134,10.160713,5092,105.376564,0.017794352,,37,11.545454545454545,11,-1.7089945,0.84898305,0.10550979,407,0.13143347
True,119.09195,44.107952,89.9231511270532,-1,6.8223515,49.986694,0.016818002,57.76919102668762,3.0079446,39.93646,1.5416346,9.999641,[-1.258 -2.171  0.113 -1.169 -3.128],311.93372,9.999641,199.93314,16.092949,26.541332,321457.47,7.4505296,159.99667,1.6123474,5202,89.92315,0.6773209,,38,10.0,11,-1.643554,0.18499802,0.2734495,418,2.4128485
True,1177.8684,90.98182,126.29312074608191,-1,40.16884,86.360146,0.015852533,59.16184854507446,8.181213,39.932976,1.263102,9.999991,[-1.255 -2.165  0.103 -1.228 -3.062],1833.0143,9.999991,279.92657,22.923386,79.87757,20802834.0,22.714792,239.99359,0.27384412,5352,126.29312,2.0649812,,39,13.636363636363637,11,-1.4676483,0.17437786,0.74374676,429,7.2615976
True,2076.269,67.204605,135.37820756899228,-1,103.83718,75.45116,0.009972078,60.59159302711487,29.54309,59.927055,1.0519532,9.999968,[-1.262 -2.121  0.119 -1.267 -2.887],3242.5347,9.999968,309.93585,20.926826,316.82404,26142176.0,90.850365,250.00879,0.10593508,5512,135.37822,8.259124,,40,14.545454545454545,11,-1.4712495,0.10969285,2.6857355,440,28.802185
True,138.90775,51.664,121.73418411963962,-1,2.2476983,71.81362,0.03775379,62.41850018501282,1.7712837,49.920567,7.4449863,9.99958,[-1.232 -2.248  0.177 -1.326 -2.89 ],249.58438,9.99958,199.91144,47.912003,4.3334064,52002.324,1.223987,149.99088,4.893895,5657,121.73418,0.111271545,,41,13.181818181818182,11,-1.5353237,0.41529167,0.1610258,451,0.39394605
True,61.95111,42.93434,115.37241466464603,-1,1.2040119,55.46375,0.05273636,63.69299006462097,1.1330671,59.90866,8.850313,9.999824,[-1.249 -2.245  0.147 -1.361 -2.954],147.00854,9.999824,209.91699,37.85543,2.2070124,13733.749,0.5584239,150.00833,9.136122,5795,115.372406,0.05076581,,42,12.545454545454545,11,-1.5924082,0.58009994,0.1030061,462,0.2006375
True,99.640884,28.108067,89.01157137689738,-1,1.8415196,49.07736,0.025106153,64.9147732257843,1.842392,39.93421,7.6019506,9.998649,[-1.245 -2.266  0.151 -1.351 -3.011],164.75244,9.998649,129.93333,41.030518,4.4875584,11272.218,1.2317835,89.99912,5.9733276,5904,89.01157,0.11198031,,43,9.909090909090908,11,-1.6658825,0.27616766,0.16749018,473,0.40795985
True,150.5799,45.39721,104.46977119098888,-1,2.6015234,74.515594,0.031171616,66.27125263214111,1.997113,29.954178,6.2544723,9.999801,[-1.325 -2.323  0.116 -1.309 -3.085],263.6979,9.999801,189.9191,34.337494,6.124359,100600.08,1.7396007,159.96492,4.228292,6030,104.46977,0.15814552,,44,11.454545454545455,11,-1.6545411,0.34288776,0.18155573,484,0.55675995
True,945.0841,66.93243,145.3771885832777,-1,25.434992,65.458755,0.00025598667,68.10002970695496,5.2015204,79.918434,1.390741,9.999993,[-1.321 -2.38   0.137 -1.318 -3.073],1559.5382,9.999993,329.93192,23.541763,48.294636,13339833.0,13.672633,250.01349,0.43247506,6201,145.37718,1.2429665,,45,15.545454545454545,11,-1.7227883,0.0028158533,0.4728655,495,4.3904214
True,-0.5029297,133.55046,167.18940613299438,-1,1.0570154,117.26003,0.050918765,70.01175379753113,1.0492629,49.929367,10.336052,9.999993,[-1.283 -2.284  0.101 -1.352 -3.142],185.48528,9.999993,489.88647,-13.713165,1.4472953,36370.06,0.2659342,439.9571,10.40666,6396,167.1894,0.024175838,,46,17.727272727272727,11,-1.7352812,0.5601064,0.09538753,506,0.1315723
True,40.783775,47.287876,99.91954162696415,-1,1.058348,49.995163,0.0892228,71.32980489730835,1.1307708,49.92438,10.851794,9.999406,[-1.294 -2.297  0.099 -1.345 -3.154],116.73135,9.999406,199.91731,26.095184,1.4864802,7483.226,0.13214698,149.99294,10.393558,6517,99.91955,0.0120133655,,47,11.0,11,-1.7836787,0.9814508,0.10279734,517,0.13513458
True,212.01277,43.5648,95.37185205619716,-1,9.422703,45.43906,0.00038487714,72.64362287521362,4.04271,49.932793,2.0597415,9.999842,[-1.276 -2.291  0.101 -1.348 -3.203],461.31854,9.999842,219.93547,14.155304,30.251879,560493.5,8.422504,170.00269,1.1673933,6633,95.37185,0.7656823,,48,10.545454545454545,11,-1.8089119,0.0042336485,0.3675191,528,2.750171
True,72.75363,49.325043,101.74218668284881,-1,1.7169186,61.804066,0.037905738,74.32422828674316,1.4816399,39.938118,7.817542,9.999793,[-1.283 -2.239  0.077 -1.392 -3.228],164.65509,9.999793,189.93205,31.605133,3.19845,20833.459,0.9453421,149.99393,6.406827,6756,101.74219,0.085940205,,49,11.181818181818182,11,-1.7759626,0.4169631,0.13469453,539,0.2907682
True,275.8703,43.76935,115.3678933853098,-1,2.2605703,65.45098,0.0038713005,75.84613275527954,2.2998564,49.916912,2.7030497,9.999663,[-1.29  -2.18   0.115 -1.403 -3.195],397.97095,9.999663,219.91742,34.15802,14.591602,553733.56,4.029331,170.0005,4.866029,6894,115.3679,0.36630288,,50,12.545454545454545,11,-1.9416505,0.042584304,0.20907788,550,1.3265094
True,8.425781,76.28638,122.64494128757715,-1,1.0435219,72.7165,0.061005294,77.4754786491394,0.99967474,49.928436,10.563363,9.999995,[-1.283 -2.173  0.05  -1.394 -3.361],132.87679,9.999995,329.91217,0.81679535,1.408692,15475.398,0.20324378,279.98373,10.541226,7040,122.64493,0.01847671,,51,13.272727272727273,11,-1.949704,0.67105824,0.090879515,561,0.12806292
True,70.94283,43.503784,102.64630542757021,-1,1.7569247,52.728516,0.051540546,78.56398510932922,1.608577,49.917786,8.70381,9.999648,[-1.3   -2.182  0.051 -1.391 -3.369],168.80035,9.999648,199.92557,28.818901,3.041643,17646.81,0.82621145,150.00778,6.2609396,7164,102.64631,0.07511014,,52,11.272727272727273,11,-2.0026402,0.56694597,0.14623427,572,0.276513
True,84.86423,68.29069,120.82246309883497,-1,2.0502508,50.918026,0.039625473,79.9237711429596,1.5153046,69.904434,6.5618677,9.9999695,[-1.243 -2.181  0.034 -1.361 -3.422],248.74004,9.9999695,309.9289,6.3736343,3.9427395,85749.47,1.2461957,240.02446,5.365197,7308,120.822464,0.11329052,,53,13.090909090909092,11,-1.9880806,0.4358802,0.13775496,583,0.35843086
True,237.97537,48.957302,121.73271818637896,-1,15.970548,51.823902,0.0016599948,81.21151804924011,3.8321543,69.90881,1.2515892,9.999733,[-1.225 -2.154  0.037 -1.382 -3.407],547.75867,9.999733,209.91757,44.215515,37.611595,898453.0,10.694956,140.00876,0.68876785,7453,121.73272,0.97226864,,54,13.181818181818182,11,-2.0538416,0.018259943,0.34837767,594,3.419236
True,253.75204,65.255486,116.2810467882814,-1,6.2399898,76.34333,0.005602456,82.68145656585693,3.1689196,39.937714,2.7851155,9.999845,[-1.23  -2.166  0.027 -1.422 -3.473],530.387,9.999845,299.8927,5.5383377,16.056526,1043862.1,5.4423985,259.955,1.7628235,7592,116.28105,0.49476355,,55,12.636363636363637,11,-2.0402834,0.061627015,0.28808358,605,1.4596843
True,82.38967,34.662796,92.64708519659338,-1,2.445398,42.73062,0.018372802,84.29702496528625,2.010084,49.916466,5.540865,9.998974,[-1.233 -2.135  0.007 -1.446 -3.459],180.50833,9.998974,169.91338,29.902416,6.3439507,29596.723,1.9952037,119.99691,4.4982452,7705,92.64709,0.18138215,,56,10.272727272727273,11,-2.068848,0.20210081,0.1827349,616,0.5767228
True,25.285446,77.819595,147.18571790907706,-1,1.0781647,97.25577,0.061688,86.03971552848816,1.1039433,49.929955,10.123977,9.999979,[-1.193 -2.152  0.059 -1.471 -3.488],159.45215,9.999979,349.90723,17.973923,1.7515271,10207.162,0.32473475,299.97726,10.202523,7878,147.18573,0.029521344,,57,15.727272727272727,11,-2.0608697,0.67856795,0.100358486,627,0.15922974
True,70.81383,48.293797,126.28490616145763,-1,1.1737949,76.358086,0.045269173,87.51026892662048,1.1259022,49.926826,9.733751,9.999857,[-1.195 -2.143  0.059 -1.472 -3.48 ],146.8007,9.999857,189.92984,56.148674,1.9528016,9971.306,0.40608758,140.00302,9.371314,8028,126.28491,0.036917053,,58,13.636363636363637,11,-2.0741057,0.49796087,0.10235476,638,0.17752743
True,209.31943,60.165806,142.6412978807293,-1,4.374374,72.72942,0.009998661,88.73083138465881,2.5252106,69.91188,3.827925,9.999893,[-1.199 -2.149  0.077 -1.469 -3.493],394.6158,9.999893,239.91629,54.046333,10.782785,259256.4,3.456514,170.00441,2.5146456,8196,142.6413,0.31422853,,59,15.272727272727273,11,-2.067463,0.10998526,0.22956462,649,0.9802532
True,157.1097,44.60818,99.01108949509388,-1,9.441741,69.05982,0.0061184824,90.12660646438599,3.852616,29.95126,3.3477693,9.999687,[-1.184 -2.189  0.092 -1.467 -3.486],372.63025,9.999687,189.93866,28.871597,16.148167,236876.45,5.824679,159.9874,1.1650394,8316,99.011086,0.5295163,,60,10.909090909090908,11,-2.0866678,0.06730331,0.35023785,660,1.4680152
True,53.6754,72.91842,109.00307142495798,-1,1.5727127,49.09435,0.030950176,91.88377547264099,1.3283923,59.90873,6.307256,9.99998,[-1.188 -2.168  0.083 -1.507 -3.506],206.4539,9.99998,329.9045,-12.822235,3.719965,96846.4,1.1458282,269.9958,6.9942846,8447,109.003075,0.1041662,,61,11.909090909090908,11,-2.083007,0.34045193,0.12076292,671,0.33817863
True,282.48083,44.77705,133.55207429069233,-1,15.477255,43.64097,0.0030645763,93.73154139518738,4.119146,89.9111,1.4211049,9.999971,[-1.2   -2.163  0.092 -1.494 -3.502],660.0723,9.999971,259.91177,37.573296,37.895664,978471.8,10.694286,170.00067,0.71072036,8605,133.55206,0.97220784,,62,14.363636363636363,11,-2.0963569,0.03371034,0.37446785,682,3.4450605
True,106.63698,47.380157,110.82673539305173,-1,1.821569,60.903244,0.03641004,95.08900737762451,1.688127,49.923496,5.943604,9.999727,[-1.196 -2.145  0.089 -1.464 -3.515],201.29602,9.999727,189.92845,40.69101,6.431537,41408.664,1.5570436,140.00496,6.03875,8738,110.82673,0.14154941,,63,12.090909090909092,11,-2.1425786,0.40051043,0.15346609,693,0.5846852
True,99.10292,40.63687,98.10360984737368,-1,2.5743823,48.167274,0.022604981,96.4115469455719,1.9685413,49.936333,3.9818633,9.999289,[-1.181 -2.113  0.098 -1.457 -3.562],205.70723,9.999289,179.92392,31.6623,9.934662,32231.025,2.6134386,129.98758,4.2728696,8857,98.103615,0.23758532,,64,10.818181818181818,11,-2.1305354,0.24865478,0.17895831,704,0.9031511
True,98.40834,32.97981,98.09708789951391,-1,1.4849263,48.174282,0.056448326,97.79369640350342,1.6299046,49.922806,7.202631,9.999214,[-1.2   -2.08   0.078 -1.45  -3.549],170.37329,9.999214,159.92607,39.040478,4.653122,18362.6,1.1834723,110.003265,7.407775,8976,98.09709,0.10758838,,65,10.818181818181818,11,-2.088908,0.62093157,0.14817315,715,0.4230111
True,38.740623,78.32213,134.4617475192178,-1,1.0976624,74.55065,0.06997828,99.17491507530212,1.0834361,59.911095,9.959704,9.999945,[-1.248 -2.107  0.05  -1.443 -3.508],154.772,9.999945,299.91055,23.712433,2.0671048,15277.8,0.35015357,239.99945,10.021296,9135,134.46175,0.03183214,,66,14.454545454545455,11,-2.0589712,0.7697611,0.09849418,726,0.18791862
True,22.809372,74.98264,106.28276825720542,-1,1.2293382,56.36407,0.032810997,100.49048733711243,1.1329732,49.918697,8.486729,9.999916,[-1.236 -2.106  0.071 -1.45  -3.478],145.59956,9.999916,299.90152,-4.4632034,2.5298994,38115.105,0.61655104,249.98282,8.947904,9263,106.28277,0.0560501,,67,11.636363636363637,11,-2.0643394,0.36092097,0.102997564,737,0.22999085
True,42.06337,60.580635,128.10040438987184,-1,1.0285146,78.170715,0.086538754,102.00414395332336,1.0538032,49.929688,10.939063,9.999968,[-1.254 -2.124  0.077 -1.45  -3.483],135.6625,9.999968,249.92938,35.80786,1.2141925,7516.9604,0.078651324,199.9997,10.695035,9415,128.1004,0.007150121,,68,13.818181818181818,11,-2.0749156,0.9519263,0.09580029,748,0.11038114
