InitialReturnMax,ReturnMeanIW,MaxIW,J_sample_variance,EpLenMean,InitialReturnMin,MaxIWNorm,ReturnStepMax,EmpiricalD2,ESSClassic,Weights,OptimizationReturnMin,StdIWNorm,EpisodesSoFar,MeanEntropy,StdIW,MinIWNorm,LearnableVariance,InitialReturnMean,MeanIWNorm,MinIW,ReturnStepMaxmin,TimestepsSoFar,OptimizationReturnMean,Bound,ESSRenyi,EpThisIter,VarianceInit,Iteration,OptimizationReturnMax,MeanIW,InitialReturnStd,EpRewMean,InitialBound,TimeElapsed
4999.668,7797.9165,36.060596,543954000.0,489.93,9.979703,0.36060596,10.0,12.116504,10.271074,[ 0.003  0.473 -2.361 -2.258],,0.046481233,14200,0.4189424,4.6481233,8.644305e-05,,4898.1743,0.015726037,0.008644305,10.0,5391113,4888.195,5666.465,8.253206,100,-1.0,142,4989.6885,1.572604,587.26825,4898.174382405911,4285.843,8961.4764585495
4999.617,5438.324,8.292729,26910412.0,499.75,4738.1885,0.082927294,10.0,1.7041345,53.54907,[ 2.141e-03  5.161e-01 -2.365e+00 -2.217e+00],,0.0101324655,14300,0.4189424,1.0132467,0.0013890775,,4996.631,0.010879121,0.13890776,10.0,5441088,258.4423,4638.979,58.680817,100,-1.0,143,261.4287,1.0879122,25.975494,4996.630750545233,4384.305,9043.400007247925
4999.586,5691.413,5.724778,16306501.0,492.72,2679.486,0.05724778,10.0,2.2396362,50.848717,[-9.661e-04  4.868e-01 -2.371e+00 -2.217e+00],,0.01121129,14400,0.4189424,1.121129,0.00011377765,,4925.8374,0.011403236,0.011377765,10.0,5490360,2246.3513,4775.0483,44.65011,100,-1.0,144,2320.0999,1.1403238,342.63187,4925.837528492479,4313.516,9128.13526558876
4999.6064,6120.758,9.516441,67414470.0,487.72,,0.09516441,10.0,2.212998,37.050446,[ 0.01   0.487 -2.376 -2.26 ],,0.016243685,14500,0.4189424,1.6243684,0.0010027341,,4876.1294,0.012461918,0.10027341,10.0,5539132,4876.1294,5209.8555,45.187572,100,-1.0,145,4999.6064,1.2461919,733.1462,4876.129657608655,4263.805,9205.004116773605
4999.651,7197.5327,21.840515,267647490.0,495.01,,0.21840514,10.0,6.625394,16.56853,[ 0.015  0.526 -2.396 -2.331],,0.032536387,14600,0.4189424,3.253639,5.014925e-05,,4949.2104,0.014499276,0.0050149253,10.0,5588633,4949.2104,5621.406,15.093442,100,-1.0,146,4999.651,1.4499277,497.4144,4949.210318709178,4336.8804,9282.147598981857
4999.6045,5788.586,10.776291,43136990.0,485.8,9.980435,0.1077629,10.0,2.4685707,44.960373,[ 0.035  0.56  -2.332 -2.32 ],,0.013007082,14700,0.4189424,1.3007082,0.00074987195,,4856.6875,0.011755929,0.074987195,10.0,5637213,4846.707,4826.5215,40.50927,100,-1.0,147,4989.624,1.1755929,751.3135,4856.687389120971,4244.363,9372.378800868988
4999.6245,5095.878,5.0032644,14905672.0,487.0,319.7348,0.05003264,10.0,1.433262,62.757477,[ 0.017  0.593 -2.344 -2.328],,0.008013626,14800,0.4189424,0.8013626,0.0023469504,,4868.852,0.010402606,0.23469505,10.0,5685913,4549.1177,4362.807,69.77091,100,-1.0,148,4679.8896,1.0402607,742.2529,4868.8524697571,4256.526,9461.820197343826
4999.571,5488.0474,4.7535944,18613964.0,488.9,,0.047535945,10.0,1.6496489,62.859585,[ 0.009  0.573 -2.328 -2.332],,0.008625787,14900,0.4189424,0.8625787,0.002333809,,4887.8145,0.011221766,0.2333809,10.0,5734803,4887.8145,4701.592,60.618958,100,-1.0,149,4999.571,1.1221765,673.7451,4887.814442795207,4275.4946,9546.860815763474
4999.6323,5231.921,4.400195,9925434.0,493.6,1099.3812,0.04400195,10.0,1.4293071,67.44159,[-0.005  0.6   -2.306 -2.362],,0.007390214,15000,0.4189424,0.7390215,0.002084493,,4934.853,0.010636273,0.2084493,10.0,5784163,3835.472,4499.8613,69.963974,100,-1.0,150,3900.251,1.0636274,451.57162,4934.853206507335,4322.5254,9630.161729574203
4999.636,5679.406,3.5727196,14939626.0,477.66,,0.035727195,10.0,2.0942223,70.89539,[-0.011  0.576 -2.297 -2.358],,0.0074472795,15100,0.4189424,0.7447279,0.0002507751,,4774.9277,0.011623198,0.02507751,10.0,5831929,4774.9277,4793.28,47.750423,100,-1.0,151,4999.636,1.16232,867.0912,4774.927682957031,4162.5996,9706.608910560608
4999.6133,5610.302,3.5282316,31783016.0,500.0,4998.3696,0.035282314,10.0,1.2566404,78.53626,[ 0.003  0.599 -2.318 -2.363],,0.0058668396,15200,0.4189424,0.58668405,0.0035617405,,4999.1567,0.011222426,0.35617405,10.0,5881929,0.78696775,4923.8857,79.577255,100,-1.0,152,1.2436523,1.1222427,0.2866262,4999.15659824408,4386.8315,9800.733521223068
4999.5957,5023.7896,2.3237946,4654244.5,474.75,9.979491,0.023237946,10.0,1.2563789,88.28619,[ 2.541e-04  5.801e-01 -2.325e+00 -2.324e+00],,0.0038871057,15300,0.4189424,0.3887106,0.0028316185,,4746.1426,0.010671444,0.28316185,10.0,5929404,4736.163,4337.4473,79.59383,100,-1.0,153,4989.616,1.0671445,1017.09515,4746.142294135243,4133.82,9887.963456630707
4999.6133,4971.7036,2.1447554,2492214.2,486.07,,0.021447552,10.0,1.0783879,93.5239,[ 0.013  0.573 -2.326 -2.325],,0.0026856882,15400,0.4189424,0.2685688,0.0051256637,,4859.5864,0.010206111,0.5125664,10.0,5978011,4859.5864,4335.832,92.73102,100,-1.0,154,4999.6133,1.0206112,795.08936,4859.586519119863,4247.261,9969.49949836731
4999.5884,9514.552,70.17665,1410137000.0,495.01,,0.7017665,10.0,15.536358,6.1517324,[ 0.013  0.561 -2.335 -2.301],,0.074722245,15500,0.4189424,7.4722233,1.2044433e-05,,4949.2007,0.0191309,0.0012044433,10.0,6027512,4949.2007,7101.0117,6.436515,100,-1.0,155,4999.5884,1.9130902,497.41345,4949.20074056978,4336.879,10051.161198854446
4999.644,8422.15,37.99529,515483600.0,458.46,,0.37995288,10.0,8.5612335,13.365302,[ 0.038  0.523 -2.38  -2.183],,0.044979937,15600,0.4189424,4.497994,0.00010147576,,4582.8105,0.017666979,0.010147576,10.0,6073358,4582.8105,6630.5015,11.68056,100,-1.0,156,4999.644,1.766698,1303.8008,4582.810779366308,3970.4822,10134.007177352905
4999.6753,5462.8096,6.11993,21238844.0,495.67,659.3762,0.061199296,10.0,1.8722562,52.96987,[ 0.033  0.558 -2.427 -2.299],,0.010376681,15700,0.4189424,1.0376681,0.0003220142,,4955.733,0.011012472,0.03220142,10.0,6122925,4296.3564,4624.952,53.411495,100,-1.0,157,4340.299,1.1012472,431.80014,4955.732840939573,4343.4,10223.86885023117
4999.5903,9538.908,99.35209,976203650.0,495.71,1918.8422,0.99352086,10.0,27.91204,3.501693,[ 0.055  0.533 -2.425 -2.275],,0.100210756,15800,0.4189424,10.021076,4.6381385e-05,,4956.0034,0.019089455,0.0046381387,10.0,6172496,3037.1611,6303.8965,3.5826833,100,-1.0,158,3080.748,1.9089454,328.8804,4956.00331535577,4343.681,10317.628976345062
4999.6357,5312.7363,3.5931702,28501448.0,500.0,4998.4297,0.035931703,10.0,1.2738897,77.73947,[ 0.029  0.483 -2.44  -2.296],,0.005686752,15900,0.4189424,0.5686752,0.003257988,,4999.171,0.010627166,0.3257988,10.0,6222496,0.74141115,4621.622,78.49973,100,-1.0,159,1.2060547,1.0627167,0.27117252,4999.171128812243,4386.8438,10408.163991451263
4999.585,5916.598,4.8575697,12986215.0,495.8,789.65076,0.048575696,10.0,1.777873,68.09062,[ 0.016  0.481 -2.443 -2.301],,0.008145787,16000,0.4189424,0.8145787,0.00135724,,4957.091,0.011899191,0.13572401,10.0,6272076,4167.4395,5100.1475,56.246986,100,-1.0,160,4209.934,1.1899192,418.84357,4957.090711388073,4344.769,10482.25565457344
4999.5967,5450.281,6.9808755,34027748.0,495.01,,0.06980875,10.0,2.1729732,47.5386,[ 0.032  0.495 -2.452 -2.343],,0.01155926,16100,0.4189424,1.155926,0.0005095162,,4949.167,0.011003562,0.050951622,10.0,6321577,4949.167,4547.655,46.019897,100,-1.0,161,4999.5967,1.1003562,497.4101,4949.167406763535,4336.8438,10560.707736253738
4999.6123,10060.03,119.188515,2971815400.0,492.79,409.5885,1.1918851,10.0,25.664845,2.9175937,[ 0.047  0.478 -2.457 -2.366],,0.118187,16200,0.4189424,11.818702,7.485986e-06,,4926.812,0.020488583,0.0007485986,10.0,6370856,4517.2236,6957.9624,3.8963804,100,-1.0,162,4590.024,2.0488582,524.52136,4926.812082757401,4314.4873,10636.005046367645
4999.5195,32417.7,591.8474,87089960000.0,462.74,9.979232,5.918474,10.0,537.0005,1.2317832,[ 0.092  0.45  -2.436 -2.336],,0.5884867,16300,0.4189424,58.848663,7.447601e-07,,4624.819,0.06571963,7.447601e-05,10.0,6417130,4614.84,18228.39,0.18621957,100,-1.0,163,4989.5405,6.5719633,1064.603,4624.819157118501,4012.5059,10697.307722568512
4999.6,5921.1646,7.866382,46125070.0,484.05,29.943624,0.07866382,10.0,2.6403153,45.007584,[ 0.072  0.469 -2.439 -2.216],,0.0134935705,16400,0.4189424,1.3493571,0.000353292,,4839.0444,0.012207264,0.0353292,10.0,6465535,4809.1,4926.1973,37.874264,100,-1.0,164,4969.6562,1.2207264,777.9246,4839.044411226575,4226.7207,10791.655562877655
4999.5205,10620.166,67.88813,1408868200.0,468.93,19.960814,0.6788813,10.0,16.581606,8.008568,[ 0.076  0.511 -2.45  -2.289],,0.07496843,16500,0.4189424,7.496842,0.00016606708,,4687.4014,0.022119848,0.016606709,10.0,6512428,4667.4404,8126.793,6.030779,100,-1.0,165,4979.5596,2.2119849,1084.7366,4687.4012269322675,4075.0872,10874.294119358063
4999.5337,4794.3657,5.396878,11558673.0,451.89,,0.053968776,10.0,1.28479,73.71229,[ 0.099  0.445 -2.45  -2.23 ],,0.0062005864,16600,0.4189424,0.6200586,0.002637062,,4516.1924,0.010383078,0.2637062,10.0,6557617,4516.1924,4100.315,77.83373,100,-1.0,166,4999.5337,1.0383078,1283.794,4516.192596514335,3903.877,10952.682233333588
4999.551,5681.8755,14.323,81521460.0,458.01,,0.14322999,10.0,3.3327591,33.113045,[ 0.091  0.427 -2.435 -2.218],,0.018659668,16700,0.4189424,1.8659668,0.0006331463,,4577.7563,0.013129033,0.06331463,10.0,6603418,4577.7563,4564.038,30.005169,100,-1.0,167,4999.551,1.3129033,1156.1609,4577.756630547595,3965.439,11037.248473644257
4999.543,5411.189,7.3807015,37387656.0,462.81,409.6067,0.073807016,10.0,2.1965115,41.954468,[ 0.111  0.462 -2.426 -2.289],,0.013040207,16800,0.4189424,1.3040209,0.00056071207,,4625.3857,0.011086365,0.056071207,10.0,6649699,4215.7793,4503.6973,45.526737,100,-1.0,168,4589.9365,1.1086365,1046.6852,4625.385864211722,4013.0698,11110.69757938385
4999.639,7450.6484,20.222187,263217710.0,467.02,29.941973,0.20222187,10.0,8.513163,18.140282,[ 0.079  0.478 -2.395 -2.324],,0.03243354,16900,0.4189424,3.2433538,0.00028020947,,4668.3623,0.015267968,0.028020948,10.0,6696401,4638.4204,5664.0386,11.746516,100,-1.0,169,4969.6973,1.5267967,1120.8556,4668.362373632224,4056.0342,11195.784042358398
4999.552,8323.164,50.58765,727576900.0,478.65,,0.5058765,10.0,10.294926,9.025629,[ 0.048  0.471 -2.426 -2.245],,0.053634442,17000,0.4189424,5.3634443,5.6146186e-05,,4785.131,0.01689363,0.005614619,10.0,6744266,4785.131,6358.5,9.713523,100,-1.0,170,4999.552,1.689363,949.6104,4785.130386667414,4172.813,11272.082931995392
4999.575,14786.139,267.97372,11934566000.0,489.14,9.980996,2.679737,10.0,27.050266,1.6635948,[ 0.026  0.43  -2.41  -2.258],,0.26635867,17100,0.4189424,26.635866,0.00084830273,,4890.319,0.034644432,0.08483028,10.0,6793180,4880.3374,11601.469,3.6968212,100,-1.0,171,4989.594,3.4644434,703.0445,4890.318592758656,4277.998,11351.773258924484
4999.6436,5955.7646,11.534409,61168876.0,465.3,399.6557,0.115344085,10.0,3.0328095,35.04685,[-0.01   0.427 -2.412 -2.237],,0.016726676,17200,0.4189424,1.6726677,0.00034373984,,4650.3257,0.012286664,0.034373984,10.0,6839710,4250.67,4889.3965,32.97273,100,-1.0,172,4599.988,1.2286665,847.25934,4650.325564213879,4037.9968,11430.42288517952
4999.6206,19003.97,237.73636,15664858000.0,487.0,19.971237,2.3773634,10.0,128.59062,2.2889805,[ 0.004  0.42  -2.409 -2.279],,0.25006554,17300,0.4189424,25.006557,3.3310448e-06,,4868.87,0.038273938,0.0003331045,10.0,6888410,4848.899,12060.328,0.7776617,100,-1.0,173,4979.6494,3.8273938,742.85614,4868.870036808428,4256.544,11505.898037195206
4999.6196,5459.033,8.556636,39685044.0,485.43,,0.08556636,10.0,2.214455,44.463093,[ 0.008  0.385 -2.415 -2.371],,0.012443421,17400,0.4189424,1.2443422,0.0004874145,,4852.787,0.011133936,0.048741452,10.0,6936953,4852.787,4547.828,45.15784,100,-1.0,174,4999.6196,1.1133937,669.3848,4852.7870412143,4240.462,11597.502431869507
4999.5806,5636.741,3.5084038,13388373.0,497.96,2949.143,0.035084035,10.0,1.6495502,72.775604,[ 0.022  0.371 -2.39  -2.383],,0.0069687697,17500,0.4189424,0.69687706,0.00085115543,,4978.6357,0.011393836,0.085115544,10.0,6986749,2029.4932,4850.3076,60.622585,100,-1.0,175,2050.4375,1.1393834,203.97192,4978.6362143388715,4366.315,11679.450407266617
4999.5454,5434.0674,4.597902,19469332.0,491.75,389.6756,0.045979016,10.0,1.724779,57.545048,[ 0.034  0.385 -2.395 -2.378],,0.00940451,17600,0.4189424,0.9404511,0.0015021032,,4916.3643,0.010949037,0.15021032,10.0,7035924,4526.6885,4629.9067,57.978443,100,-1.0,176,4609.8696,1.0949037,582.72266,4916.364250426207,4304.048,11765.405695915222
4999.6206,6088.719,11.660508,55694284.0,483.8,9.980856,0.11660508,10.0,2.6128263,42.01868,[ 0.023  0.369 -2.37  -2.334],,0.01496481,17700,0.4189424,1.4964811,0.0002020223,,4836.7637,0.012739379,0.02020223,10.0,7084304,4826.782,5098.941,38.27273,100,-1.0,177,4989.6396,1.273938,816.5481,4836.763159653483,4224.4375,11849.339379549026
4999.615,5662.8037,3.652022,11899111.0,491.39,489.6778,0.036520217,10.0,1.6878515,70.496895,[ 0.039  0.376 -2.363 -2.382],,0.007401677,17800,0.4189424,0.74016774,0.00074927596,,4912.7104,0.011441456,0.0749276,10.0,7133443,4423.0327,4867.287,59.246918,100,-1.0,178,4509.9375,1.1441456,604.6435,4912.710257738786,4300.385,11936.7446475029
4999.5684,6448.9487,13.4299965,100728020.0,482.41,29.94253,0.13429996,10.0,3.9987643,29.972466,[ 0.044  0.4   -2.355 -2.389],,0.020006923,17900,0.4189424,2.0006926,0.00020066426,,4822.763,0.01308902,0.020066427,10.0,7181684,4792.821,5224.4985,25.007725,100,-1.0,179,4969.626,1.3089021,866.9452,4822.7631294838075,4210.4434,12032.352605819702
4999.648,6166.108,20.198547,120482910.0,488.59,39.936077,0.20198546,10.0,3.4913518,24.843843,[ 0.026  0.413 -2.357 -2.346],,0.021958308,18000,0.4189424,2.1958308,0.00017518747,,4884.7183,0.012624842,0.017518748,10.0,7230543,4844.7827,5021.961,28.6422,100,-1.0,180,4959.712,1.2624842,668.5821,4884.718587795429,4272.3887,12113.150748729706
4999.5825,23961.297,453.73904,30313480000.0,479.33,449.59915,4.53739,10.0,235.96866,1.4755677,[ 0.029  0.412 -2.372 -2.413],,0.45111087,18100,0.4189424,45.11109,8.768776e-07,,4791.8506,0.055206582,8.768776e-05,10.0,7278476,4342.2515,14555.263,0.4237851,100,-1.0,181,4549.9834,5.520659,876.83496,4791.8505494105975,4179.5293,12193.41404223442
4999.5615,4807.8696,1.988235,2998551.5,469.7,449.7028,0.01988235,10.0,1.0899866,93.06621,[ 0.062  0.388 -2.366 -2.481],,0.0027652797,18200,0.4189424,0.27652797,0.005486967,,4694.8813,0.010130946,0.5486967,10.0,7325446,4245.1787,4168.594,91.74425,100,-1.0,182,4549.859,1.0130944,1042.948,4694.8814024199,4082.5625,12271.075704574585
4999.567,16394.314,243.59494,12579956000.0,470.08,389.68726,2.4359493,10.0,64.932556,1.931414,[ 0.056  0.386 -2.372 -2.468],,0.24207626,18300,0.4189424,24.207626,2.0994476e-06,,4698.52,0.0339723,0.00020994476,10.0,7372454,4308.833,11460.199,1.5400594,100,-1.0,183,4609.88,3.3972301,984.66235,4698.519847127156,4086.2002,12349.426514863968
4999.5293,5178.518,6.211423,24678482.0,445.08,359.697,0.062114228,10.0,2.0370855,54.135044,[ 0.085  0.431 -2.369 -2.587],,0.010179336,18400,0.4189424,1.0179336,0.0009548202,,4447.334,0.011059059,0.09548202,10.0,7416962,4087.6372,4304.5825,49.08974,100,-1.0,184,4639.8325,1.105906,1327.7603,4447.334245769154,3835.019,12417.963551521301
4999.5254,4599.588,4.9943886,11149472.0,432.66,9.98068,0.049943883,10.0,1.2391669,74.85302,[ 0.085  0.444 -2.374 -2.557],,0.006230727,18500,0.4189424,0.62307274,0.0033295797,,4323.3823,0.010749803,0.33295798,10.0,7460228,4313.402,3917.9727,80.69938,100,-1.0,185,4989.545,1.0749803,1446.5784,4323.382374002654,3711.0679,12494.822138786316
4999.57,6650.798,25.63697,242812220.0,447.47,9.981544,0.2563697,10.0,4.9781904,16.53866,[ 0.095  0.427 -2.409 -2.54 ],,0.030930057,18600,0.4189424,3.0930057,0.0003396621,,4471.581,0.013768553,0.03396621,10.0,7504975,4461.6,5284.5986,20.08762,100,-1.0,186,4989.5884,1.3768551,1248.0408,4471.581336842932,3859.2612,12570.7329454422
4999.5083,9025.869,58.194054,756309600.0,487.44,919.3815,0.58194053,10.0,14.24984,7.102582,[ 0.063  0.408 -2.419 -2.494],,0.067149945,18700,0.4189424,6.7149944,5.046903e-05,,4872.7715,0.018567435,0.005046903,10.0,7553719,3953.39,6714.454,7.017623,100,-1.0,187,4080.127,1.8567435,623.30206,4872.7716043722085,4260.459,12644.757700920105
4999.48,18992.16,313.52917,24521314000.0,437.36,,3.1352916,10.0,159.30063,1.490696,[ 0.076  0.378 -2.413 -2.534],,0.31164515,18800,0.4189424,31.164518,4.5330385e-06,,4370.358,0.038336836,0.00045330386,10.0,7597455,4370.358,11263.944,0.6277439,100,-1.0,188,4999.48,3.833684,1415.5654,4370.357920155222,3758.049,12715.432303667068
4999.482,10370.304,87.21357,1807191600.0,474.64,419.73596,0.8721357,10.0,15.830209,6.2173023,[ 0.051  0.341 -2.425 -2.57 ],,0.0950058,18900,0.4189424,9.50058,0.00014263268,,4744.414,0.02446188,0.014263269,10.0,7644919,4324.678,7934.0977,6.317036,100,-1.0,189,4579.746,2.4461875,907.25885,4744.414048057946,4132.105,12808.818222045898
4999.518,4553.5156,6.252303,16788082.0,418.73,9.981776,0.06252303,10.0,1.5886897,63.190075,[ 0.069  0.3   -2.411 -2.548],,0.008306801,19000,0.4189424,0.83068013,0.00164986,,4183.4014,0.0108836815,0.164986,10.0,7686792,4173.42,3781.736,62.944954,100,-1.0,190,4989.536,1.0883682,1514.5723,4183.401372077538,3571.088,12879.167925596237
4999.607,5969.212,10.979904,81917450.0,448.65,9.981759,0.10979904,10.0,3.8262587,33.467377,[ 0.061  0.286 -2.413 -2.551],,0.017802114,19100,0.4189424,1.7802114,0.00045136161,,4483.515,0.012625978,0.04513616,10.0,7731657,4473.533,4771.455,26.135191,100,-1.0,191,4989.625,1.2625979,1240.6749,4483.51519405893,3871.191,12956.996096611023
4999.537,4796.1133,3.509882,12088545.0,449.27,9.979174,0.035098817,10.0,1.4510105,71.74952,[ 0.062  0.305 -2.421 -2.516],,0.006831106,19200,0.4189424,0.68311065,0.0019534081,,4490.056,0.010886483,0.19534083,10.0,7776584,4480.077,4058.5305,68.91749,100,-1.0,192,4989.558,1.0886483,1336.5319,4490.056123327933,3877.7402,13035.430706262589
4999.551,6900.444,26.841595,180916740.0,450.46,429.69995,0.26841593,10.0,4.750503,19.388218,[ 0.076  0.313 -2.434 -2.53 ],,0.029110366,19300,0.4189424,2.9110372,6.4492415e-05,,4501.43,0.0142763555,0.0064492417,10.0,7821630,4071.7302,5565.8584,21.050402,100,-1.0,193,4569.8506,1.4276357,1176.842,4501.430194857972,3889.1128,13110.13319158554
4999.6274,4987.5283,2.987173,9419865.0,458.16,419.72955,0.02987173,10.0,1.3021147,77.034004,[ 0.05   0.3   -2.427 -2.525],,0.005926425,19400,0.4189424,0.5926425,0.001959899,,4579.4146,0.010854035,0.19598989,10.0,7867446,4159.6846,4288.801,76.79815,100,-1.0,194,4579.898,1.0854036,1246.0814,4579.414368982983,3967.0872,13195.40593957901
4999.527,4939.7793,3.455051,7887937.5,467.02,439.72955,0.03455051,10.0,1.3113359,77.56335,[ 0.045  0.308 -2.428 -2.558],,0.005659832,19500,0.4189424,0.5659832,0.0023964217,,4668.1113,0.01052332,0.23964217,10.0,7914148,4228.3813,4238.596,76.25811,100,-1.0,195,4559.7974,1.052332,1103.0795,4668.111339615272,4055.7969,13284.46479177475
4999.535,5187.0576,4.2460246,14373769.0,448.21,399.68298,0.042460244,10.0,1.6561123,69.04591,[ 0.049  0.323 -2.441 -2.589],,0.00781641,19600,0.4189424,0.781641,0.0009874962,,4479.593,0.011673939,0.09874962,10.0,7958969,4079.91,4399.0684,60.382378,100,-1.0,196,4599.852,1.1673939,1331.1688,4479.592680152022,3867.2773,13356.483431100845
4999.585,27766.098,385.5136,39217635000.0,460.19,,3.855136,10.0,82.79707,1.9748439,[ 0.055  0.324 -2.448 -2.632],,0.39408347,19700,0.4189424,39.40835,1.4761467e-05,,4599.4277,0.055935293,0.0014761467,10.0,8004988,4599.4277,22194.406,1.2077721,100,-1.0,197,4999.585,5.593529,1170.5941,4599.427686210853,3987.106,13436.857505321503
4999.61,5234.7603,3.8633304,12208401.0,461.01,9.980068,0.0386333,10.0,1.5299982,72.18368,[ 0.016  0.314 -2.448 -2.616],,0.0070575983,19800,0.4189424,0.7057598,0.0010746366,,4607.876,0.011369114,0.107463665,10.0,8051089,4597.896,4477.357,65.35956,100,-1.0,198,4989.63,1.1369115,1153.9177,4607.876101510553,3995.5513,13509.786929130554
4999.535,8957.045,56.318764,1119927300.0,468.69,9.980938,0.5631876,10.0,16.780409,7.37213,[ 0.027  0.307 -2.443 -2.592],,0.06669696,19900,0.4189424,6.669695,2.988073e-05,,4685.227,0.018816186,0.002988073,10.0,8097958,4675.246,6448.762,5.9593306,100,-1.0,199,4989.554,1.8816189,1109.7175,4685.226761306168,4072.9111,13584.846591949463
4999.6025,4911.9097,6.7365856,34193320.0,431.72,9.980211,0.067365855,10.0,2.115724,48.54604,[ 0.024  0.277 -2.444 -2.644],,0.011408554,20000,0.4189424,1.1408554,0.00023599993,,4314.3794,0.011081488,0.023599993,10.0,8141130,4304.399,4021.2524,47.26514,100,-1.0,200,4989.6226,1.1081489,1533.096,4314.37938641829,3702.0562,13651.492912769318
4999.5415,4850.4854,2.6232266,6743694.0,437.15,419.7547,0.026232265,10.0,1.2827582,86.07062,[ 0.038  0.287 -2.438 -2.638],,0.0044555073,20100,0.4189424,0.44555077,0.0029079202,,4368.615,0.011075382,0.29079202,10.0,8184845,3948.8606,4156.9824,77.957016,100,-1.0,201,4579.7866,1.1075383,1449.7947,4368.615183210066,3756.2988,13711.18317937851
4999.5527,7669.3687,62.396675,1002154500.0,438.1,,0.62396675,10.0,7.7988296,6.9574966,[ 0.041  0.279 -2.439 -2.604],,0.06351847,20200,0.4189424,6.3518476,0.00025280516,,4377.99,0.01736944,0.025280517,10.0,8228655,4377.99,5959.3867,12.822437,100,-1.0,202,4999.5527,1.7369441,1468.8707,4377.990275654563,3765.6726,13774.812216997147
4999.5713,4720.9336,4.594756,18023972.0,412.05,379.73312,0.04594756,10.0,1.6990086,62.937252,[ 0.063  0.256 -2.433 -2.596],,0.008300147,20300,0.4189424,0.8300147,0.0009621949,,4116.5483,0.010816105,0.096219495,10.0,8269860,3736.815,3922.7988,58.857853,100,-1.0,203,4619.8384,1.0816104,1603.1407,4116.5480680130695,3504.228,13825.753769397736
4999.498,4785.9478,2.2497647,7448617.5,431.85,,0.022497647,10.0,1.2858434,86.93862,[ 0.051  0.256 -2.458 -2.617],,0.0041757873,20400,0.4189424,0.41757873,0.0034271886,,4315.426,0.01077334,0.34271887,10.0,8313045,4315.426,4091.6177,77.769966,100,-1.0,204,4999.498,1.0773339,1566.7529,4315.426068302636,3703.1147,13884.202096223831
4999.5615,6298.681,29.61902,219211550.0,422.94,399.69855,0.2961902,10.0,4.779237,15.797441,[ 0.05   0.27  -2.471 -2.631],,0.03174632,20500,0.4189424,3.174632,0.00027293462,,4225.957,0.013750678,0.027293462,10.0,8355339,3826.258,4960.0625,20.923843,100,-1.0,205,4599.863,1.3750677,1536.1576,4225.956966675971,3613.6382,13939.326182365417
4999.5615,6865.883,16.572956,120039390.0,454.75,29.959644,0.16572955,10.0,4.348604,30.723022,[ 0.027  0.285 -2.464 -2.633],,0.021899484,20600,0.4189424,2.1899486,6.43181e-05,,4545.2266,0.014583823,0.00643181,10.0,8400814,4515.267,5588.9956,22.995884,100,-1.0,206,4969.602,1.4583824,1249.2781,4545.226705088708,3932.9082,14004.368521690369
4999.564,4888.676,3.854917,19252682.0,423.36,,0.03854917,10.0,1.6227236,66.029205,[ 0.014  0.312 -2.464 -2.63 ],,0.0081798155,20700,0.4189424,0.81798154,0.0024156221,,4230.5005,0.011404037,0.24156222,10.0,8443150,4230.5005,4108.666,61.62479,100,-1.0,207,4999.564,1.1404039,1517.2825,4230.500312173406,3618.1814,14067.015714406967
4999.5806,5336.0435,9.888783,47288430.0,440.61,449.7508,0.09888783,10.0,2.5582156,39.841473,[ 0.018  0.298 -2.472 -2.653],,0.014705095,20800,0.4189424,1.4705096,0.00048118315,,4403.4614,0.011967045,0.048118316,10.0,8487211,3953.7102,4356.6714,39.08975,100,-1.0,208,4549.8296,1.1967046,1391.7611,4403.461327779091,3791.14,14132.328753948212
4999.6367,4754.0854,4.290544,19409600.0,424.7,9.981034,0.04290544,10.0,1.6645542,62.51195,[ 0.014  0.299 -2.502 -2.711],,0.008197482,20900,0.4189424,0.81974816,0.0009032519,,4243.8555,0.0105856005,0.09032519,10.0,8529681,4233.874,3964.0747,60.076145,100,-1.0,209,4989.656,1.05856,1543.5448,4243.855335828059,3631.527,14195.599771976471
4999.5703,5979.1323,35.424126,279221470.0,437.51,409.72888,0.35424125,10.0,5.8821507,10.546132,[ 0.016  0.323 -2.503 -2.721],,0.036119957,21000,0.4189424,3.6119957,3.9087616e-05,,4372.2227,0.012402072,0.003908762,10.0,8573432,3962.4937,4494.0645,17.000586,100,-1.0,210,4589.8413,1.2402073,1406.021,4372.222666878589,3759.9028,14254.573051691055
4999.5347,4943.638,7.2736435,29183454.0,450.03,,0.072736435,10.0,1.7350599,51.212593,[ 0.03   0.356 -2.483 -2.72 ],,0.010663326,21100,0.4189424,1.0663326,0.0010397722,,4497.997,0.010925147,0.10397722,10.0,8618435,4497.997,4137.086,57.6349,100,-1.0,211,4999.5347,1.0925145,1362.7686,4497.99728422033,3885.6821,14313.542955160141
4999.644,4620.2334,3.0283124,8695710.0,442.93,,0.030283123,10.0,1.2332305,80.10957,[ 0.017  0.367 -2.476 -2.706],,0.0051588556,21200,0.4189424,0.5158856,0.003333444,,4426.811,0.010353172,0.3333444,10.0,8662728,4426.811,3940.2366,81.087845,100,-1.0,212,4999.644,1.0353172,1423.11,4426.810989516473,3814.4822,14372.599750518799
