InitialReturnMax,ReturnMeanIW,MaxIW,J_sample_variance,EpLenMean,InitialReturnMin,MaxIWNorm,ReturnStepMax,EmpiricalD2,ESSClassic,Weights,OptimizationReturnMin,StdIWNorm,EpisodesSoFar,MeanEntropy,StdIW,MinIWNorm,LearnableVariance,InitialReturnMean,MeanIWNorm,MinIW,ReturnStepMaxmin,TimestepsSoFar,OptimizationReturnMean,Bound,ESSRenyi,EpThisIter,VarianceInit,Iteration,OptimizationReturnMax,MeanIW,InitialReturnStd,EpRewMean,InitialBound,TimeElapsed
2599.2842,1550.5691,9.174615,8229923.0,111.46,19.967443,0.091746144,10.0,2.5335653,41.239952,[-0.398  0.754 -1.244 -1.51 ],,0.014777069,1200,0.4189424,1.4777069,0.0010012942,,1104.2162,0.012379591,0.100129426,10.0,64806,1084.2488,1043.852,39.47007,100,-1.0,12,2579.3167,1.2379591,479.95282,1104.2161994653272,785.8702,51.980971336364746
2099.4888,1436.2399,6.120783,3075955.5,112.92,9.981353,0.061207827,10.0,2.2525985,46.051685,[-0.357  0.708 -1.244 -1.528],,0.0127291065,1300,0.4189424,1.2729106,0.0005327299,,1118.8495,0.0117606595,0.05327299,10.0,76098,1108.8682,1050.3164,44.393173,100,-1.0,13,2089.5073,1.1760659,464.7443,1118.8495145815596,861.7157,60.22110033035278
2898.9448,1228.5807,1.701819,296595.22,119.36,,0.01701819,10.0,1.0482945,95.8598,[-0.343  0.69  -1.267 -1.599],,0.0021424466,1400,0.4189424,0.21424466,0.0047118724,,1183.2377,0.01030904,0.47118726,10.0,88034,1183.2377,865.0616,95.393036,100,-1.0,14,2898.9448,1.030904,452.10953,1183.2376092977775,828.1908,68.82663464546204
2409.4097,1213.7529,3.8973532,1426163.4,112.98,19.97134,0.038973533,10.0,1.3045849,75.69764,[-0.355  0.713 -1.288 -1.613],,0.0059310095,1500,0.4189424,0.59310097,0.002801858,,1119.4734,0.010467562,0.2801858,10.0,99332,1099.5021,876.70435,76.65274,100,-1.0,15,2389.4382,1.046756,477.777,1119.4733365219718,824.38196,77.71914672851562
3718.7598,1852.6927,9.748665,10927357.0,129.17,9.980313,0.097486645,10.0,2.3454652,38.210358,[-0.363  0.737 -1.298 -1.589],,0.01585614,1600,0.4189424,1.5856138,0.0010711158,,1281.302,0.0124689555,0.10711159,10.0,112249,1271.3218,1155.1702,42.635464,100,-1.0,16,3708.7795,1.2468957,614.6288,1281.302028569678,825.84875,88.15468335151672
2999.2317,1771.7943,7.828241,6509379.0,123.74,29.942223,0.07828241,10.0,2.0883372,52.55989,[-0.328  0.706 -1.301 -1.615],,0.012423593,1700,0.4189424,1.2423593,0.0019483281,,1227.0228,0.013076803,0.19483282,10.0,124623,1197.0806,1240.9637,47.884987,100,-1.0,17,2969.2896,1.3076804,544.4371,1227.0228218507355,859.6935,98.08332347869873
3019.4614,1317.4861,1.4151531,450257.06,129.07,9.981797,0.014151531,10.0,1.0106769,98.79425,[-0.337  0.737 -1.333 -1.57 ],,0.0011139625,1800,0.4189424,0.11139625,0.008087696,,1280.3196,0.010083493,0.8087696,10.0,137530,1270.3379,945.71014,98.943596,100,-1.0,18,3009.4797,1.0083493,569.76086,1280.3196161962414,910.5126,108.42893362045288
3139.3481,1364.268,3.9306693,1555122.9,126.75,9.983104,0.039306693,10.0,1.1925826,80.42644,[-0.335  0.731 -1.379 -1.559],,0.0050789905,1900,0.4189424,0.50789905,0.0029848984,,1257.1284,0.010295361,0.29848984,10.0,150205,1247.1453,944.3839,83.85163,100,-1.0,19,3129.365,1.0295362,592.5004,1257.1283524338603,872.6382,118.55443358421326
2589.5054,1363.223,1.5077189,385135.75,133.66,19.961836,0.015077189,10.0,1.048027,96.10666,[-0.33   0.734 -1.412 -1.598],,0.0020693494,2000,0.4189424,0.20693496,0.006015905,,1326.216,0.010281323,0.6015905,10.0,163571,1306.2543,1038.5481,95.41739,100,-1.0,20,2569.5435,1.0281322,515.8326,1326.2160049372897,1009.0676,128.67774534225464
3138.6057,1352.386,1.7699544,496614.62,131.98,249.7757,0.017699543,10.0,1.0511984,95.16772,[-0.331  0.733 -1.421 -1.576],,0.0022844875,2100,0.4189424,0.22844875,0.005755633,,1309.3914,0.010138133,0.5755633,10.0,176769,1059.6157,958.2694,95.129524,100,-1.0,21,2888.83,1.0138133,526.0515,1309.3914507075162,924.9922,139.83559823036194
3769.2007,2976.5066,127.99371,223235230.0,130.52,19.963898,1.2799371,10.0,10.229822,2.959641,[-0.333  0.737 -1.423 -1.601],,0.1272564,2200,0.4189424,12.72564,0.00013381873,,1294.8315,0.022224035,0.013381873,10.0,189821,1274.8676,1500.022,9.775341,100,-1.0,22,3749.2368,2.2224038,613.9218,1294.8314684920367,833.20044,151.1878321170807
3249.2043,5990.5786,176.17894,2407037400.0,136.51,,1.7617893,10.0,12.778489,2.0965695,[-0.272  0.687 -1.43  -1.62 ],,0.17482784,2300,0.4189424,17.482786,0.00018157478,,1354.6968,0.025583873,0.018157478,10.0,203472,1354.6968,4568.0454,7.825651,100,-1.0,23,3249.2043,2.5583875,633.7839,1354.6966644190552,956.7519,163.44386315345764
2849.3657,1314.0963,1.2262702,316150.47,131.99,,0.012262702,10.0,1.0062119,99.423676,[-0.231  0.579 -1.397 -1.594],,0.0007628007,2400,0.4189424,0.076280065,0.008053616,,1309.553,0.010018923,0.80536157,10.0,216671,1309.553,964.0395,99.382645,100,-1.0,24,2849.3657,1.0018924,542.2707,1309.5529614855964,960.57825,174.83393573760986
2539.6543,1473.2085,2.446001,641976.06,138.17,219.80452,0.02446001,10.0,1.1837174,86.21823,[-0.231  0.577 -1.402 -1.601],,0.0042539085,2500,0.4189424,0.42539084,0.001691679,,1371.3375,0.010639843,0.1691679,10.0,230488,1151.5328,1134.7976,84.47962,100,-1.0,25,2319.8499,1.0639843,429.283,1371.3373816508577,1060.2946,188.31649208068848
3209.1826,2700.9485,68.832245,135758270.0,137.01,39.930534,0.6883224,10.0,11.506888,5.8446207,[-0.238  0.584 -1.446 -1.646],,0.07081536,2600,0.4189424,7.0815363,0.00019459845,,1359.7434,0.017643431,0.019459845,10.0,244189,1319.813,1367.6758,8.690447,100,-1.0,26,3169.2522,1.7643433,516.56573,1359.7434566840832,966.70044,200.27297973632812
4099.062,1574.5388,2.2103615,827674.25,151.86,19.96362,0.022103615,10.0,1.0470667,94.801155,[-0.199  0.578 -1.419 -1.537],,0.0024386805,2700,0.4189424,0.24386805,0.005663959,,1508.1605,0.010413795,0.5663959,10.0,259375,1488.1969,1060.8297,95.5049,100,-1.0,27,4079.0984,1.0413795,732.7101,1508.1605327180812,1006.13,215.52576875686646
3189.1885,1793.577,6.702008,2838431.0,151.95,229.87067,0.06702007,10.0,1.3790882,64.86376,[-0.197  0.574 -1.441 -1.511],,0.008228622,2800,0.4189424,0.82286227,0.002981549,,1509.0714,0.011180228,0.2981549,10.0,274570,1279.2008,1334.8843,72.51168,100,-1.0,28,2959.3179,1.1180228,635.8087,1509.0713474440322,1118.4772,229.77849984169006
4378.673,6061.4214,106.512924,2147106300.0,164.21,9.980473,1.0651292,10.0,16.409782,3.1397464,[-0.174  0.549 -1.543 -1.48 ],,0.10640276,2900,0.4189424,10.640277,4.806119e-05,,1631.6481,0.019156992,0.004806119,10.0,290991,1621.6676,3889.0227,6.093926,100,-1.0,29,4368.6924,1.9156997,793.04,1631.6480919824733,1095.3723,245.31065893173218
4358.8027,2605.6797,20.529366,57349720.0,173.4,19.964863,0.20529366,10.0,3.139824,19.166082,[-0.131  0.546 -1.558 -1.417],,0.024579044,3000,0.4189424,2.4579043,0.0005138144,,1723.4656,0.011968365,0.051381443,10.0,308331,1703.5007,1659.7355,31.848919,100,-1.0,30,4338.838,1.1968365,936.7138,1723.4656710683496,1189.6234,264.65903329849243
4999.01,2497.456,4.808914,6650551.5,216.29,9.982358,0.04808914,10.0,1.3662932,68.79246,[-0.113  0.572 -1.647 -1.491],,0.007598603,3100,0.4189424,0.75986034,0.0021552169,,2152.4097,0.011281696,0.2155217,10.0,329960,2142.4272,1781.8046,73.190735,100,-1.0,31,4989.0273,1.1281697,1013.3708,2152.4097482461434,1540.1584,301.5350251197815
4999.364,2242.8447,2.1970983,2917050.5,204.88,19.963264,0.021970982,10.0,1.134072,88.98287,[-0.118  0.586 -1.683 -1.466],,0.0036569105,3200,0.4189424,0.3656911,0.0038792433,,2038.3995,0.010392826,0.38792434,10.0,350448,2018.436,1590.7952,88.177826,100,-1.0,32,4979.4004,1.0392824,1213.1322,2038.3995595621734,1426.105,332.74621415138245
4999.089,2378.2495,3.8468275,8567248.0,211.25,,0.038468275,10.0,1.3143568,76.851006,[-0.119  0.585 -1.71  -1.492],,0.0055649574,3300,0.4189424,0.5564957,0.001920025,,2102.3213,0.010139588,0.1920025,10.0,371573,2102.3213,1676.3206,76.08284,100,-1.0,33,4999.089,1.0139588,1175.1708,2102.321307743224,1490.0604,366.3145287036896
4998.774,4195.7573,42.030968,206164180.0,235.56,9.980969,0.42030966,10.0,4.104179,10.312679,[-0.107  0.589 -1.739 -1.483],,0.044655085,3400,0.4189424,4.465508,0.00072718837,,2345.244,0.015142275,0.07271884,10.0,395129,2335.263,2955.4702,24.36541,100,-1.0,34,4988.793,1.5142274,1170.9423,2345.2438607225668,1733.0214,409.5750641822815
4999.292,5307.619,38.77069,522309630.0,267.13,9.98321,0.3877069,10.0,8.535705,9.8938265,[-0.075  0.556 -1.76  -1.455],,0.04549188,3500,0.4189424,4.5491886,3.0731466e-05,,2661.3125,0.015074358,0.0030731466,10.0,421842,2651.3293,3518.7695,11.715494,100,-1.0,35,4989.3086,1.5074358,1357.243,2661.312729124338,2049.0269,455.58040165901184
4999.197,2925.5344,3.9802356,11883420.0,256.94,,0.039802354,10.0,1.2777926,74.06327,[-0.058  0.61  -1.852 -1.48 ],,0.006134885,3600,0.4189424,0.6134885,0.00076618494,,2560.2097,0.010366937,0.07661849,10.0,447536,2560.2097,2233.4229,78.259964,100,-1.0,36,4999.197,1.0366936,1684.536,2560.2097799167313,1947.9355,503.1552493572235
4999.382,3424.2244,2.2148433,6433487.5,312.12,29.957336,0.022148432,10.0,1.1182547,90.01055,[-0.056  0.633 -1.911 -1.484],,0.003421967,3700,0.4189424,0.3421967,0.0044777784,,3112.5806,0.010271923,0.44777787,10.0,478748,3082.623,2776.7356,89.42507,100,-1.0,37,4969.4243,1.0271922,1645.0365,3112.580465538857,2500.2837,565.9512934684753
4999.2993,5647.1226,46.676674,542442240.0,342.73,19.965046,0.46676672,10.0,6.9231124,8.331093,[-0.052  0.62  -1.951 -1.484],,0.046237018,3800,0.4189424,4.6237016,0.00027297405,,3419.1235,0.013938943,0.027297406,10.0,513021,3399.1587,4036.0857,14.44437,100,-1.0,38,4979.3345,1.3938943,1622.0896,3419.123646946542,2806.8372,620.09210729599
4999.3213,17270.242,187.13382,9629874000.0,328.76,,1.8713381,10.0,74.12361,3.4402692,[-0.027  0.636 -2.017 -1.492],,0.19905287,3900,0.4189424,19.905285,1.1939942e-05,,3280.4377,0.0375722,0.0011939942,10.0,545897,3280.4377,11998.732,1.3490977,100,-1.0,39,4999.3213,3.7572198,1719.7635,3280.4375448060396,2668.1484,676.9149491786957
4999.335,9800.713,141.84254,5015417300.0,367.92,,1.4184254,10.0,30.234926,2.4660716,[-0.029  0.632 -2.025 -1.602],,0.1408801,4000,0.4189424,14.088009,2.480282e-05,,3672.9775,0.02240137,0.002480282,10.0,582689,3672.9775,6433.9517,3.3074331,100,-1.0,40,4999.335,2.240137,1792.7069,3672.97733522675,3060.6865,741.8654000759125
4999.446,4589.51,5.8115616,15995265.0,398.44,229.87451,0.058115613,10.0,1.5279683,64.04,[-0.006  0.578 -2.011 -1.612],,0.008470246,4100,0.4189424,0.8470246,0.001976851,,3979.3452,0.011303471,0.1976851,10.0,622533,3749.471,3832.6338,65.44639,100,-1.0,41,4769.5713,1.1303471,1551.09,3979.345569159628,3367.041,815.6009783744812
4999.412,5429.05,16.512547,117475790.0,398.92,209.8491,0.16512546,10.0,3.7999156,22.735844,[-0.019  0.579 -2.018 -1.586],,0.022867708,4200,0.4189424,2.286771,0.00018850416,,3983.904,0.012404782,0.018850416,10.0,662425,3774.0544,4235.4697,26.316374,100,-1.0,42,4789.563,1.2404782,1468.7864,3983.9037467036214,3371.6033,882.3179924488068
4999.4287,4662.4375,3.1853888,5518925.0,433.48,599.6388,0.03185389,10.0,1.259891,80.732445,[-0.031  0.562 -2.029 -1.623],,0.005291653,4300,0.4189424,0.5291653,0.0031641393,,4330.113,0.010831832,0.31641394,10.0,705773,3730.474,3975.1594,79.37194,100,-1.0,43,4399.79,1.0831832,1191.7867,4330.112747784944,3717.8103,962.2707324028015
4999.4717,4240.746,1.7299714,3948508.5,410.75,9.980502,0.017299714,10.0,1.0670732,94.70808,[-0.038  0.56  -2.038 -1.64 ],,0.002376649,4400,0.4189424,0.23766492,0.0050497125,,4101.7847,0.010054312,0.50497127,10.0,746848,4091.804,3608.2368,93.71428,100,-1.0,44,4989.491,1.0054313,1405.0519,4101.784501823986,3489.477,1034.388926744461
4999.4995,6374.177,54.31115,527404260.0,413.0,,0.5431115,10.0,3.825087,7.245191,[-0.033  0.562 -2.072 -1.644],,0.054328293,4500,0.4189424,5.4328294,5.812671e-05,,4124.0737,0.01518388,0.005812671,10.0,788148,4124.0737,5176.629,26.143196,100,-1.0,45,4999.4995,1.518388,1312.5334,4124.073892136773,3511.7627,1099.3557529449463
4999.393,4150.8003,1.7584361,4305470.5,403.61,,0.017584361,10.0,1.0996671,92.99295,[-0.019  0.502 -2.06  -1.605],,0.0028196617,4600,0.4189424,0.28196618,0.002934504,,4031.3025,0.010271976,0.29345042,10.0,828509,4031.3025,3508.7139,90.936615,100,-1.0,46,4999.393,1.0271977,1541.6425,4031.302772623115,3419.0046,1171.345554113388
4999.4316,5027.821,3.4958549,15624544.0,438.83,9.983638,0.03495855,10.0,1.5442512,69.1218,[-0.013  0.501 -2.073 -1.594],,0.0073399525,4700,0.4189424,0.7339953,0.0014819647,,4384.302,0.010981834,0.14819647,10.0,872392,4374.3184,4266.925,64.7563,100,-1.0,47,4989.448,1.0981834,1285.7749,4384.3015316851,3771.9985,1248.1440353393555
4999.5005,32091.617,594.4872,87860700000.0,434.3,9.981814,5.944872,10.0,687.53174,1.2064642,[-0.008  0.501 -2.084 -1.631],,0.59108305,4800,0.4189424,59.108303,1.0234437e-06,,4339.8843,0.06531929,0.00010234438,10.0,915822,4329.902,16036.311,0.14544784,100,-1.0,48,4989.5186,6.531928,1393.0386,4339.883779547317,3727.573,1321.0022592544556
4999.5703,4948.84,4.529567,22711418.0,435.94,19.966322,0.045295667,10.0,1.4900364,60.678642,[ 0.015  0.429 -2.119 -1.66 ],,0.008891022,4900,0.4189424,0.8891022,0.001983254,,4356.552,0.011044736,0.19832541,10.0,959416,4336.5854,4201.3994,67.11246,100,-1.0,49,4979.604,1.1044736,1493.8892,4356.551831699597,3744.232,1388.860029220581
4999.4204,8209.253,46.46019,744364400.0,452.43,9.980204,0.46460187,10.0,14.262354,8.847062,[ 0.012  0.406 -2.132 -1.605],,0.05809391,5000,0.4189424,5.8093905,8.270446e-05,,4521.7373,0.018098595,0.008270446,10.0,1004659,4511.7573,5896.8643,7.0114655,100,-1.0,50,4989.4404,1.8098595,1232.0023,4521.73729617825,3909.4358,1452.683557510376
4999.553,41901.535,707.6467,125961170000.0,471.2,,7.076467,10.0,740.3561,1.4080514,[-0.003  0.364 -2.136 -1.626],,0.70631653,5100,0.4189424,70.63166,1.0360679e-06,,4709.7993,0.084408835,0.00010360679,10.0,1051779,4709.7993,25240.686,0.13507015,100,-1.0,51,4999.553,8.440884,864.20154,4709.799031680947,4097.481,1527.8126006126404
4999.581,5768.038,10.881846,70053930.0,469.35,,0.108818464,10.0,3.0241845,34.516705,[ 0.013  0.309 -2.147 -1.686],,0.016843475,5200,0.4189424,1.6843476,0.0002552838,,4691.737,0.012228722,0.02552838,10.0,1098714,4691.737,4703.2,33.066765,100,-1.0,52,4999.581,1.2228723,1078.4259,4691.736563671192,4079.4146,1607.84828042984
4999.4204,6832.9375,28.959585,219033500.0,472.77,289.75327,0.28959584,10.0,4.1662946,16.96231,[ 0.006  0.332 -2.164 -1.656],,0.031176524,5300,0.4189424,3.1176524,0.0007342798,,4725.486,0.014090699,0.07342798,10.0,1145991,4435.7324,5583.138,24.002144,100,-1.0,53,4709.667,1.40907,915.50433,4725.4857730679705,4113.1846,1683.298992395401
4999.6294,4629.3647,1.8816094,3722403.5,456.02,,0.018816095,10.0,1.0832789,91.8448,[ 0.02   0.293 -2.156 -1.642],,0.0030207362,5400,0.4189424,0.30207363,0.0038454076,,4557.682,0.010137307,0.38454077,10.0,1191593,4557.682,3992.0505,92.31233,100,-1.0,54,4999.6294,1.0137308,1195.5867,4557.682152267397,3945.355,1759.9463503360748
4999.509,8871.513,25.575615,492759200.0,474.99,19.962059,0.25575614,10.0,13.646385,14.445531,[ 0.022  0.305 -2.164 -1.649],,0.04428439,5500,0.4189424,4.4284387,5.8773396e-05,,4748.1016,0.018196844,0.0058773397,10.0,1239092,4728.1396,6609.5693,7.327948,100,-1.0,55,4979.547,1.8196843,907.2056,4748.101712219491,4135.789,1845.0424661636353
4999.522,79547.23,1509.0137,568610650000.0,459.5,,15.090137,10.0,609.1783,1.1229948,[ 0.037  0.35  -2.162 -1.65 ],,1.5008266,5600,0.4189424,150.08267,1.0262933e-07,,4592.188,0.15994537,1.0262933e-05,10.0,1285042,4592.188,64434.38,0.16415556,100,-1.0,56,4999.522,15.994538,1072.431,4592.187624571243,3979.874,1924.383152961731
4999.492,5849.5024,27.187584,222057660.0,431.25,19.960033,0.27187583,10.0,4.6936555,15.220954,[ 0.06   0.311 -2.177 -1.739],,0.029565198,5700,0.4189424,2.9565198,0.0001915371,,4309.2905,0.0125273,0.01915371,10.0,1328167,4289.33,4522.9414,21.305355,100,-1.0,57,4979.532,1.25273,1514.7439,4309.2904863813255,3696.9802,1998.6007750034332
4999.5244,7247.83,56.828564,682563000.0,455.66,389.70355,0.56828564,10.0,4.7360435,6.5059905,[ 0.042  0.279 -2.183 -1.737],,0.05630103,5800,0.4189424,5.6301036,0.00040857468,,4554.042,0.014851869,0.040857468,10.0,1373733,4164.3384,5915.284,21.114672,100,-1.0,58,4609.821,1.485187,1184.6461,4554.0419387619395,3941.7283,2075.9931960105896
4999.536,4526.2695,1.6423771,3086260.0,447.64,,0.016423771,10.0,1.0619829,94.22282,[ 0.015  0.291 -2.187 -1.733],,0.0024789446,5900,0.4189424,0.24789445,0.0033659756,,4473.3804,0.010011199,0.33659756,10.0,1418497,4473.3804,3895.2627,94.163475,100,-1.0,59,4999.536,1.00112,1229.4758,4473.380200508237,3861.0642,2148.833197593689
4999.549,4844.95,1.4022169,1473974.6,479.3,,0.014022169,10.0,1.0383378,96.84459,[ 0.02   0.286 -2.193 -1.722],,0.0018259648,6000,0.4189424,0.1825965,0.006944691,,4791.227,0.010115805,0.6944691,10.0,1466427,4791.227,4221.006,96.30777,100,-1.0,60,4999.549,1.0115806,801.5586,4791.227161716336,4178.9097,2224.583701133728
4999.6313,5833.748,7.1599364,38433532.0,471.13,19.963581,0.071599364,10.0,2.1120276,50.250317,[ 0.02   0.287 -2.207 -1.711],,0.012376524,6100,0.4189424,1.2376524,0.0009780038,,4709.477,0.012438643,0.09780039,10.0,1513540,4689.5137,4943.8643,47.347866,100,-1.0,61,4979.668,1.2438644,987.03674,4709.477004863227,4097.15,2302.276696920395
4999.5923,34189.414,624.84393,97033430000.0,464.07,9.979538,6.2484393,10.0,259.38263,1.2130152,[ 0.016  0.274 -2.258 -1.647],,0.62127095,6200,0.4189424,62.127094,1.9310883e-06,,4638.5986,0.06884369,0.00019310883,10.0,1559947,4628.6187,24327.738,0.38553083,100,-1.0,62,4989.613,6.884371,1071.8376,4638.598636337088,4026.2761,2376.5063166618347
4999.516,5916.481,14.970383,105390280.0,455.44,9.981657,0.14970383,10.0,2.7281613,27.017153,[ 0.035  0.288 -2.255 -1.534],,0.020275919,6300,0.4189424,2.027592,0.0007871079,,4552.0815,0.012336442,0.078710794,10.0,1605491,4542.0996,4905.1143,36.654724,100,-1.0,63,4989.5347,1.2336444,1209.9976,4552.081400544597,3939.7678,2458.510552406311
4999.53,22715.713,376.41534,35384127000.0,468.28,,3.7641532,10.0,192.04114,1.5123014,[ 0.025  0.294 -2.269 -1.596],,0.37440234,6400,0.4189424,37.440235,8.28797e-06,,4680.7935,0.04639452,0.000828797,10.0,1652319,4680.7935,14230.32,0.5207218,100,-1.0,64,4999.53,4.639453,1023.1566,4680.793438113249,4068.4785,2540.222318172455
4999.5557,7198.2725,23.80937,259282400.0,439.01,,0.23809369,10.0,6.712753,18.26658,[ 0.006  0.246 -2.269 -1.644],,0.03186553,6500,0.4189424,3.186553,7.508888e-05,,4386.68,0.0150643345,0.0075088884,10.0,1696220,4386.68,5611.819,14.897018,100,-1.0,65,4999.5557,1.5064336,1238.373,4386.680467104035,3774.362,2612.6738238334656
4999.574,11571.702,114.915695,3447918600.0,460.33,9.983495,1.1491569,10.0,19.597126,4.0216684,[ 0.006  0.279 -2.278 -1.605],,0.11730462,6600,0.4189424,11.730464,2.0937123e-05,,4600.333,0.024012186,0.0020937123,10.0,1742253,4590.3496,8861.043,5.102789,100,-1.0,66,4989.591,2.4012184,1036.3036,4600.332948948942,3988.0127,2682.2315261363983
4999.556,5977.5645,10.65518,104443300.0,460.07,,0.106551796,10.0,3.8476138,28.086403,[ 0.009  0.316 -2.254 -1.555],,0.020196281,6700,0.4189424,2.019628,0.0003161295,,4598.574,0.012621589,0.03161295,10.0,1788260,4598.574,4776.482,25.990135,100,-1.0,67,4999.556,1.2621589,1164.455,4598.5741562419125,3986.2566,2768.5772035121918
4999.527,7490.344,32.012012,325118750.0,472.11,29.949503,0.32012013,10.0,7.5563426,15.868778,[ 0.007  0.353 -2.27  -1.649],,0.03599518,6800,0.4189424,3.5995185,2.0745847e-05,,4719.26,0.01563283,0.0020745848,10.0,1835471,4689.31,5807.165,13.233915,100,-1.0,68,4969.577,1.563283,999.9795,4719.259759011357,4106.9453,2844.0586810112
4999.57,5122.6616,2.5455992,5956378.5,483.29,419.70535,0.02545599,10.0,1.2647821,81.771065,[ 0.031  0.324 -2.253 -1.641],,0.004959387,6900,0.4189424,0.4959387,0.0017640298,,4830.9097,0.010503826,0.17640299,10.0,1883800,4411.2046,4434.0312,79.065,100,-1.0,69,4579.8643,1.0503825,664.23676,4830.909757667991,4218.59,2919.608533143997
4999.605,7448.274,43.31296,608074500.0,485.81,19.965218,0.4331296,10.0,13.285627,8.590822,[ 0.023  0.341 -2.249 -1.657],,0.049247596,7000,0.4189424,4.9247594,5.0561717e-05,,4856.714,0.0150975855,0.0050561717,10.0,1932381,4836.7485,5216.386,7.526931,100,-1.0,70,4979.6396,1.5097586,696.40967,4856.713649500078,4244.3896,3008.806891679764
