OptimizationReturnMin,OptimizationReturnMax,EpThisIter,InitialReturnMax,MaxIWNorm,StdIW,EpisodesSoFar,InitialReturnStd,MeanEntropy,ESSClassic,OptimizationReturnMean,InitialBound,MeanIW,InitialReturnMin,LearnableVariance,ReturnStepMaxmin,EpLenMean,Iteration,StdIWNorm,Bound,ReturnStepMax,VarianceInit,J_sample_variance,InitialReturnMean,MinIWNorm,ESSRenyi,MaxIW,EpRewMean,ReturnMeanIW,MeanIWNorm,TimestepsSoFar,TimeElapsed,Weights,MinIW,EmpiricalD2
,4998.1875,100,4998.1875,0.04344018,0.65807575,1600,1275.9968,0.4189424,73.47175,1728.3026,1116.1521,1.0951706,,,10.0,173.87,16,0.006580757,1371.4033,10.0,-1.0,7864436.5,1728.3026,0.0016431487,65.759186,4.3440185,1728.3026877165341,2126.2869,0.010951705,111899,189.65390300750732,[-0.016  0.186 -1.56  -1.141],0.16431488,1.5207001
,4999.1807,100,4999.1807,0.15969253,1.5384561,1700,1427.4038,0.4189424,34.28958,1893.578,1281.3057,1.1113454,,,10.0,190.38,17,0.015384561,1914.3873,10.0,-1.0,63853132.0,1893.578,0.0011774488,76.48497,15.969253,1893.5778189113696,2614.4814,0.011113454,130937,220.5846881866455,[-0.004  0.202 -1.582 -1.168],0.11774488,1.3074465
,4979.363,100,4999.329,0.036065176,0.5566088,1800,1549.3391,0.4189424,78.326256,2227.0344,1634.7102,1.0581245,19.966251,,10.0,225.65,18,0.0055660876,2105.8086,10.0,-1.0,9949984.0,2247.0007,0.0027877234,81.35904,3.6065178,2247.0006671695846,2784.6284,0.010581246,153502,259.14012026786804,[-0.005  0.213 -1.607 -1.223],0.27877235,1.2291198
,4959.1567,100,4999.0845,0.015059571,0.16453679,1900,1531.6967,0.4189424,97.35995,2683.5327,2111.2,0.9991932,39.927757,,10.0,273.32,19,0.0016453678,2240.537,10.0,-1.0,3729847.2,2723.4607,0.007198871,97.02857,1.5059571,2723.4605915519287,2862.1018,0.009991933,180834,307.2188513278961,[-0.006  0.231 -1.64  -1.265],0.71988714,1.0306243
,4979.101,100,4999.064,0.0183835,0.2406116,2000,1557.1326,0.4189424,94.75559,2744.7185,2152.4236,1.0227511,19.962755,,10.0,277.36,20,0.0024061159,2402.9077,10.0,-1.0,4867949.0,2764.6812,0.005943345,95.007805,1.83835,2764.6813142238084,3031.0452,0.010227511,208570,359.5484344959259,[-0.004  0.234 -1.665 -1.276],0.5943345,1.0525451
,4999.3716,100,4999.3716,0.03132269,0.427139,2100,1667.4767,0.4189424,86.0292,2937.531,2325.2354,1.0599405,,,10.0,294.56,21,0.0042713904,2596.8582,10.0,-1.0,7046062.0,2937.531,0.0037663998,85.693146,3.1322691,2937.5307181627104,3258.2944,0.010599405,238026,408.7145161628723,[-0.004  0.242 -1.699 -1.292],0.37664,1.1669545
,4979.339,100,4999.3037,0.025985088,0.37167764,2200,1720.587,0.4189424,88.3236,2772.5945,2180.2725,1.0222343,19.964935,,10.0,280.05,22,0.0037167766,2649.7644,10.0,-1.0,8382901.0,2792.559,0.004928359,88.359,2.5985088,2792.559419919246,3301.1375,0.010222343,266031,455.12329602241516,[ 0.005  0.233 -1.725 -1.289],0.4928359,1.1317466
,4999.2065,100,4999.2065,0.16974334,1.923798,2300,1733.4685,0.4189424,31.110739,3412.9424,2800.6675,1.2928222,,,10.0,341.95,23,0.01923798,3969.4873,10.0,-1.0,95942660.0,3412.9424,0.00054668926,38.186146,16.974335,3412.94273661534,4960.305,0.012928222,300226,514.7217161655426,[ 0.006  0.238 -1.815 -1.305],0.054668926,2.6187508
,4999.434,100,4999.434,0.54700875,5.590438,2400,1732.5228,0.4189424,7.425392,3336.6365,2724.3335,1.5832868,,,10.0,334.31,24,0.05590438,4305.3477,10.0,-1.0,780265340.0,3336.6365,0.00014739236,9.86612,54.700874,3336.636580941433,6254.7134,0.015832866,333657,578.4736125469208,[ 6.454e-04  2.779e-01 -1.833e+00 -1.363e+00],0.014739236,10.135696
,4569.505,100,4999.2563,0.17460608,2.6316419,2500,1577.319,0.4189424,20.815731,3236.0522,3053.522,1.3492833,429.75125,,10.0,367.23,25,0.026316417,4066.1704,10.0,-1.0,145065700.0,3665.8035,0.00010142386,17.742666,17.46061,3665.803514564695,5519.7593,0.013492831,370380,626.37056016922,[-1.353e-03  2.449e-01 -1.852e+00 -1.405e+00],0.010142386,5.636132
,4639.5073,100,4999.3584,0.0141086625,0.17020014,2600,1436.8,0.4189424,97.21102,3235.5266,2983.0835,1.0048337,359.851,,10.0,360.29,26,0.0017020014,3051.6484,10.0,-1.0,3038196.0,3595.378,0.00612131,97.202995,1.4108663,3595.377687049893,3672.6892,0.010048337,406409,672.180775642395,[-0.004  0.283 -1.859 -1.394],0.612131,1.0287749
,4999.4707,100,4999.4707,0.13259031,1.8495598,2700,1664.7906,0.4189424,31.355677,3658.3093,3046.0017,1.2500405,,,10.0,366.48,27,0.018495599,4086.6392,10.0,-1.0,89522520.0,3658.3093,0.0008694203,30.137691,13.259031,3658.3092356129246,5201.998,0.012500405,443057,732.1201603412628,[-0.005  0.288 -1.877 -1.392],0.08694203,3.3181043
,4989.557,100,4999.5376,0.07687753,1.2290314,2800,1638.3563,0.4189424,45.80647,3804.614,3202.2783,1.129933,9.980364,,10.0,382.0,28,0.012290315,3620.1304,10.0,-1.0,35648480.0,3814.5945,0.00023669674,42.958076,7.6877527,3814.5942142365307,4554.359,0.011299329,481257,794.4267003536224,[ 0.006  0.266 -1.921 -1.422],0.023669675,2.327851
,4999.543,100,4999.543,0.21865341,3.0312123,2900,1692.3623,0.4189424,20.691093,3611.722,2999.4055,1.5482715,,,10.0,361.75,29,0.030312125,4574.78,10.0,-1.0,223617300.0,3611.722,0.00015129025,24.945765,21.865341,3611.72205652229,5800.743,0.015482713,517432,858.0223255157471,[ 0.003  0.295 -1.949 -1.416],0.015129025,4.0086966
,4619.7104,100,4999.46,0.051610164,0.82293373,3000,1595.6348,0.4189424,62.34319,3474.532,3241.9749,1.0588578,379.74942,,10.0,385.95,30,0.008229337,3661.5586,10.0,-1.0,17870594.0,3854.2815,0.0024086253,69.87683,5.1610165,3854.2814889223782,4394.0493,0.010588578,556027,925.538058757782,[ 0.019  0.255 -1.958 -1.337],0.24086253,1.4310895
,4979.3965,100,4999.364,0.02728245,0.5063928,3100,1361.6576,0.4189424,81.42099,4180.319,3587.9917,1.0600936,19.967432,,10.0,420.51,31,0.005063928,3856.7412,10.0,-1.0,8231197.0,4200.286,0.0014094685,78.156235,2.728245,4200.286394687217,4549.335,0.010600936,598078,987.4706373214722,[ 0.021  0.264 -2.015 -1.381],0.14094685,1.2794884
,4959.5815,100,4999.514,0.07491611,1.0489253,3200,1310.9487,0.4189424,59.977192,4276.733,3704.3525,1.2840555,39.932663,,10.0,432.03,32,0.010489252,4732.0874,10.0,-1.0,28128012.0,4316.6655,0.0017796134,57.751907,7.4916115,4316.665502379101,5537.819,0.012840556,641281,1060.4164762496948,[ 0.023  0.283 -2.017 -1.417],0.17796135,1.7315445
,4959.4937,100,4999.436,0.30707228,3.2651384,3300,1546.8529,0.4189424,13.49927,4002.4617,3430.1003,1.2898728,39.942398,,10.0,404.68,33,0.032651387,4110.4717,10.0,-1.0,147232060.0,4042.404,0.0002498067,24.28612,30.707228,4042.4039279977383,5352.9463,0.012898727,681749,1120.6583578586578,[ 0.026  0.259 -2.048 -1.356],0.024980672,4.1175785
,4969.488,100,4999.444,0.0169921,0.2996983,3400,1416.0641,0.4189424,91.71988,4167.1035,3584.7554,0.9974643,29.95593,,10.0,420.12,34,0.0029969825,3731.3167,10.0,-1.0,4634863.0,4197.0596,0.003751872,91.15053,1.69921,4197.059428604894,4372.656,0.009974643,723761,1180.0571858882904,[ 0.005  0.285 -2.064 -1.368],0.37518722,1.0970863
,4989.5713,100,4999.5522,0.14702111,2.1369948,3500,1340.061,0.4189424,26.783504,4294.939,3692.6028,1.2925065,9.980925,,10.0,430.85,35,0.021369949,4070.357,10.0,-1.0,56493060.0,4304.92,0.00043830933,38.48773,14.702112,4304.92020055101,5057.3535,0.012925063,766846,1243.2538578510284,[ 0.009  0.296 -2.088 -1.382],0.043830935,2.5982308
,4949.5703,100,4999.491,0.15392219,2.4203205,3600,1298.6783,0.4189424,29.948261,4258.463,3696.0737,1.5825201,49.920685,,10.0,431.24,36,0.024203205,5535.628,10.0,-1.0,135699500.0,4308.3843,8.696659e-05,17.938238,15.39222,4308.384097827128,6981.3394,0.0158252,809970,1310.2954986095428,[ 0.002  0.259 -2.101 -1.358],0.0086966595,5.5746837
,4979.367,100,4999.331,0.5266498,5.363551,3700,1411.2788,0.4189424,7.7007866,4227.59,3635.2637,1.5492482,19.963673,,10.0,425.14,37,0.053635508,5092.0283,10.0,-1.0,718452200.0,4247.554,6.247845e-05,9.352735,52.664978,4247.5539608798545,7094.1396,0.015492483,852484,1384.2427175045013,[ 0.008  0.297 -2.112 -1.345],0.0062478455,10.69206
,4699.734,100,4999.4785,0.22935848,3.583743,3800,1339.1652,0.4189424,16.257042,3954.905,3642.3408,1.579005,299.74475,,10.0,425.88,38,0.03583743,5161.741,10.0,-1.0,185686290.0,4254.6494,0.00017882367,16.468641,22.935848,4254.649595966399,6670.575,0.015790049,895072,1456.4419124126434,[ 0.018  0.284 -2.119 -1.417],0.017882368,6.0721464
,4539.7314,100,4999.458,0.049423244,1.0168276,3900,1217.1056,0.4189424,56.26446,3774.932,3622.352,1.153313,459.72632,,10.0,423.88,39,0.010168276,4262.718,10.0,-1.0,20095838.0,4234.658,0.0009495657,46.098648,4.9423246,4234.6584424581,5164.5474,0.011533129,937460,1518.4594824314117,[ 8.358e-04  2.552e-01 -2.124e+00 -1.430e+00],0.09495658,2.169261
,4999.543,100,4999.543,0.010964237,0.043095846,4000,1403.3741,0.4189424,99.814354,4295.283,3682.9668,0.9992893,,,10.0,429.89,40,0.00043095846,3696.232,10.0,-1.0,2109649.5,4295.283,0.008896129,99.73179,1.0964237,4295.283691064475,4309.371,0.009992892,980449,1597.1415283679962,[ 0.016  0.244 -2.123 -1.432],0.889613,1.0026894
,4889.735,100,4999.5547,0.16762826,2.3068554,4100,1157.0604,0.4189424,26.097603,4426.42,3923.9229,1.3708549,109.82003,,10.0,453.91,41,0.023068555,5079.572,10.0,-1.0,130274830.0,4536.24,0.00019255045,18.70045,16.762827,4536.240158411806,6495.5317,0.013708549,1025840,1675.9283695220947,[ 0.017  0.244 -2.135 -1.433],0.019255046,5.3474646
,4999.6104,100,4999.6104,0.20649415,2.712099,4200,932.0973,0.4189424,22.4763,4680.088,4067.7632,1.4603288,,,10.0,468.25,42,0.027120987,5532.335,10.0,-1.0,187082300.0,4680.088,0.00022012259,14.653346,20.649416,4680.088283822784,7131.9424,0.014603287,1072665,1754.7157208919525,[ 0.008  0.291 -2.127 -1.518],0.02201226,6.82438
,4979.5425,100,4999.5034,0.056374405,1.1433139,4300,929.5922,0.4189424,51.69273,4699.3936,4107.0425,1.1826982,19.961006,,10.0,472.15,43,0.011433139,4674.09,10.0,-1.0,32785496.0,4719.3545,0.00041157322,43.467335,5.6374407,4719.35424079701,5602.823,0.011826981,1119880,1839.7750523090363,[ 0.014  0.341 -2.143 -1.54 ],0.041157324,2.300578
,4679.688,100,4999.475,0.24566181,3.262666,4400,1360.1084,0.4189424,17.750467,4081.152,3788.6304,1.5156914,319.78723,,10.0,440.39,44,0.032626662,5127.075,10.0,-1.0,231325630.0,4400.939,0.00011251744,12.3664875,24.566181,4400.939095629076,6868.268,0.015156914,1163919,1916.9438366889954,[ 0.021  0.38  -2.154 -1.563],0.011251744,8.08637
,4949.5664,100,4999.475,0.027163906,0.39123398,4500,1480.6641,0.4189424,86.8548,4224.573,3662.1738,1.005657,49.908646,,10.0,427.78,45,0.0039123395,3735.1016,10.0,-1.0,6176690.0,4274.482,0.0049334103,89.03256,2.7163906,4274.481711029096,4384.0283,0.010056568,1206697,1988.7747604846954,[ 0.029  0.423 -2.165 -1.548],0.49334103,1.1231846
,4989.4575,100,4999.4375,2.1969004,22.457645,4600,1517.4644,0.4189424,2.2157054,4205.273,3602.9492,3.380537,9.980057,,10.0,421.87,46,0.22457644,9879.335,10.0,-1.0,12693971000.0,4215.253,1.5533165e-05,0.9704212,219.69003,4215.2527910744575,16094.986,0.033805374,1248884,2062.9470386505127,[ 0.022  0.416 -2.173 -1.526],0.0015533166,103.048035
,4699.464,100,4999.3022,0.07122661,0.9222997,4700,1370.3491,0.4189424,55.97077,4035.14,3722.6914,1.0398774,299.83832,,10.0,433.84,47,0.009222997,4003.836,10.0,-1.0,21368422.0,4334.9785,0.0018675093,62.71576,7.122661,4334.978265597631,4776.991,0.010398773,1292268,2137.879630088806,[ 0.014  0.437 -2.179 -1.428],0.18675093,1.5944955
,4969.4824,100,4999.438,0.026293637,0.41124928,4800,1337.2437,0.4189424,86.14358,4332.1577,3749.8096,1.0253944,29.955797,,10.0,436.53,48,0.004112493,3895.1018,10.0,-1.0,6188859.5,4362.1133,0.0040263194,83.84945,2.6293638,4362.113195142866,4563.7793,0.010253944,1335921,2196.4851813316345,[ 0.003  0.421 -2.187 -1.436],0.40263194,1.1926137
,4969.5483,100,4999.493,1.0045848,10.064095,4900,1331.8584,0.4189424,3.4970284,4344.732,3762.3665,1.9158167,29.94503,,10.0,437.79,49,0.100640945,5764.8213,10.0,-1.0,2519912400.0,4374.677,2.6517519e-05,4.0329065,100.45848,4374.676834063255,8813.857,0.019158166,1379700,2254.7779200077057,[ 1.127e-03  4.204e-01 -2.187e+00 -1.460e+00],0.002651752,24.796011
,4979.3984,100,4999.364,0.13951968,2.061655,5000,1183.795,0.4189424,29.37059,4434.535,3842.2056,1.329473,19.965542,,10.0,445.81,50,0.020616552,4983.6587,10.0,-1.0,108103330.0,4454.5005,0.00035324777,23.353271,13.951968,4454.5004663529735,6250.6875,0.013294729,1424281,2322.397663116455,[ 0.006  0.443 -2.212 -1.384],0.03532478,4.2820554
,4989.3833,100,4999.3657,0.09319483,1.29314,5100,1384.2341,0.4189424,46.259987,4425.95,3823.6377,1.1997741,9.982232,,10.0,443.87,51,0.012931401,4427.7627,10.0,-1.0,43009444.0,4435.9326,0.00029394237,38.668266,9.319483,4435.9323742703145,5412.4155,0.011997742,1468668,2393.7794740200043,[ 0.014  0.422 -2.224 -1.425],0.02939424,2.5860999
,4979.5464,100,4999.5103,0.15294813,1.7704031,5200,992.50964,0.4189424,29.483456,4620.0776,4027.7285,1.1447637,19.963655,,10.0,464.27,52,0.017704032,4495.5107,10.0,-1.0,79665100.0,4640.042,0.0006394679,31.988617,15.294813,4640.041705339372,5578.129,0.011447637,1515095,2464.6433227062225,[ 0.027  0.415 -2.252 -1.468],0.06394679,3.126112
,4999.444,100,4999.444,0.31634066,3.9563098,5300,1046.5266,0.4189424,12.7603035,4696.5845,4084.2803,1.5130864,,,10.0,469.83,53,0.039563097,5536.5264,10.0,-1.0,396824030.0,4696.5845,2.4666631e-05,10.774393,31.634068,4696.5844388847445,7401.922,0.015130864,1562078,2544.533737182617,[ 0.022  0.388 -2.272 -1.492],0.0024666633,9.281265
,4749.757,100,4999.561,0.029562572,0.570367,5400,871.1267,0.4189424,78.03599,4469.448,4106.933,1.0750922,249.80396,,10.0,472.18,54,0.0057036695,4405.287,10.0,-1.0,8250558.0,4719.253,0.00039727925,71.2052,2.9562573,4719.252414471157,5130.9277,0.0107509205,1609296,2625.0375730991364,[ 4.484e-04  4.182e-01 -2.296e+00 -1.455e+00],0.039727926,1.4043918
,4989.419,100,4999.4023,0.015568945,0.17810754,5500,1176.2008,0.4189424,97.091934,4595.1255,3992.809,1.0291343,9.983563,,10.0,460.72,55,0.0017810754,4179.8354,10.0,-1.0,2425048.5,4605.109,0.005059456,96.26407,1.5568945,4605.108892555166,4803.903,0.010291342,1655368,2698.837129354477,[ 0.012  0.397 -2.295 -1.437],0.5059456,1.0388092
,4999.553,100,4999.553,0.033463564,0.5223294,5600,1082.4907,0.4189424,80.43479,4627.166,4014.8477,1.0590686,,,10.0,462.95,56,0.005223294,4116.8003,10.0,-1.0,7010321.5,4627.166,0.0013755827,77.83809,3.3463566,4627.165910921154,4810.8345,0.010590685,1701663,2770.740654706955,[ 0.015  0.392 -2.339 -1.436],0.13755827,1.284718
,4999.5605,100,4999.5605,0.076974966,1.207931,5700,1105.697,0.4189424,48.24498,4634.5317,4022.2126,1.1662507,,,10.0,463.68,57,0.01207931,4397.4834,10.0,-1.0,36514130.0,4634.5317,0.00062294625,43.48339,7.697497,4634.5316477946935,5326.0557,0.011662507,1748031,2849.170450925827,[ 0.023  0.404 -2.327 -1.468],0.06229463,2.2997286
,4989.5117,100,4999.4937,0.6625908,6.60553,5800,1468.838,0.4189424,4.738063,4344.267,3741.9385,1.4731548,9.982152,,10.0,435.71,58,0.0660553,5000.684,10.0,-1.0,1100212400.0,4354.2485,7.612431e-05,8.978745,66.25908,4354.248810599657,7044.1333,0.014731548,1791602,2926.280957698822,[ 0.035  0.41  -2.303 -1.43 ],0.007612432,11.137413
,4979.5557,100,4999.521,0.2126165,2.3686135,5900,969.28503,0.4189424,20.076769,4692.9873,4100.639,1.1871473,19.965431,,10.0,471.5,59,0.023686135,4791.845,10.0,-1.0,141793330.0,4712.9526,0.001348362,38.89059,21.26165,4712.952725950172,5773.71,0.011871471,1838752,3003.625215768814,[ 0.034  0.348 -2.302 -1.42 ],0.1348362,2.571316
,4989.4927,100,4999.473,0.08708566,1.4728526,6000,1001.29456,0.4189424,40.542896,4680.393,4078.0652,1.2162273,9.980235,,10.0,469.24,60,0.014728526,4777.3916,10.0,-1.0,55908356.0,4690.3735,0.00040131534,32.836555,8.708566,4690.373508873403,5845.932,0.012162272,1885676,3077.3296689987183,[ 0.009  0.343 -2.31  -1.426],0.040131535,3.0453866
,4989.4766,100,4999.4585,0.04012926,0.5201152,6100,998.2759,0.4189424,80.0824,4681.3105,4078.9868,1.0429163,9.981881,,10.0,469.35,61,0.0052011516,4180.071,10.0,-1.0,7233878.0,4691.293,0.003486092,80.75739,4.012926,4691.292699950423,4861.432,0.0104291625,1932611,3156.2081491947174,[ 0.024  0.325 -2.305 -1.454],0.3486092,1.2382767
,4999.4375,100,4999.4375,0.04407846,0.7905749,6200,1103.6206,0.4189424,65.32126,4672.2793,4059.9746,1.0850221,,,10.0,467.41,62,0.007905749,4295.0684,10.0,-1.0,16853752.0,4672.2793,0.0021078698,61.90894,4.4078465,4672.278830379245,5073.266,0.010850221,1979352,3234.2451298236847,[ 0.02   0.333 -2.303 -1.438],0.210787,1.6152756
,4759.7124,100,4999.587,0.13008389,1.8872745,6300,1051.3218,0.4189424,28.007505,4456.0967,4083.65,1.1771414,239.87436,,10.0,469.8,63,0.018872745,4433.0913,10.0,-1.0,80072680.0,4695.971,0.0002979962,28.986668,13.0083885,4695.971279005331,5570.406,0.011771414,2026332,3304.1745069026947,[ 0.023  0.364 -2.305 -1.453],0.02979962,3.449862
,4999.4526,100,4999.4526,0.990375,9.87119,6400,1201.0533,0.4189424,3.257891,4506.9736,3894.6682,1.8114651,,,10.0,450.96,64,0.0987119,6216.091,10.0,-1.0,2462813400.0,4506.9736,2.3011613e-05,5.385658,99.0375,4506.973537499263,8854.54,0.018114652,2071428,3364.7722311019897,[ 0.014  0.392 -2.311 -1.429],0.0023011614,18.567835
,4979.5615,100,4999.525,0.04943654,0.77144456,6500,896.89844,0.4189424,66.68321,4761.6343,4169.2837,1.0913936,19.963394,,10.0,478.32,65,0.007714445,4533.2197,10.0,-1.0,15602525.0,4781.598,0.0026782923,66.96015,4.943654,4781.597890177283,5281.503,0.010913935,2119260,3454.075189590454,[ 0.022  0.318 -2.323 -1.402],0.26782924,1.4934256
,4989.472,100,4999.455,0.02441698,0.47306025,6600,930.8793,0.4189424,84.11241,4723.2373,4120.914,1.088472,9.982992,,10.0,473.53,66,0.0047306027,4461.6826,10.0,-1.0,6505394.5,4733.22,0.0026040222,81.72207,2.441698,4733.220268394831,5139.0103,0.01088472,2166613,3528.8023562431335,[ 0.01   0.327 -2.332 -1.39 ],0.26040223,1.2236596
,4999.5293,100,4999.5293,0.073032945,1.2742957,6700,837.4696,0.4189424,44.923138,4701.5474,4089.232,1.1508553,,,10.0,470.4,67,0.012742958,4605.387,10.0,-1.0,41102050.0,4701.5474,0.00037988907,42.742817,7.3032947,4701.547026538788,5541.9634,0.011508554,2213653,3611.6622524261475,[ 0.01   0.316 -2.346 -1.354],0.03798891,2.3395743
,4609.803,100,4999.546,0.033813242,0.5399478,6800,699.529,0.4189424,79.50891,4404.7676,4182.1934,1.0635968,389.74265,,10.0,479.64,68,0.005399478,4459.2866,10.0,-1.0,7105366.0,4794.5107,0.0026589748,76.48254,3.3813243,4794.510463220926,5159.443,0.010635967,2261617,3682.559784889221,[ 0.022  0.326 -2.373 -1.408],0.26589748,1.3074881
,4589.671,100,4999.4473,0.026670191,0.35206103,6900,714.3407,0.4189424,89.63374,4414.712,4212.1836,1.0352441,409.7765,,10.0,482.61,69,0.0035206103,4313.1914,10.0,-1.0,2970955.8,4824.4883,0.0036997728,89.112206,2.6670191,4824.488415728492,4961.824,0.01035244,2309878,3754.825394630432,[ 0.018  0.323 -2.383 -1.432],0.3699773,1.1221807
,4709.669,100,4999.5044,2.3176236,23.699337,7000,910.478,0.4189424,2.4701726,4504.064,4181.587,3.771648,289.8357,,10.0,479.55,70,0.23699342,12576.943,10.0,-1.0,12584730000.0,4793.8994,1.7203809e-05,0.97883254,231.76236,4793.899206372643,18765.914,0.03771648,2357833,3818.6457455158234,[ 0.023  0.328 -2.364 -1.427],0.0017203809,102.16252
