EpLenMean,J_sample_variance,MinIWNorm,EmpiricalD2,MeanEntropy,OptimizationReturnMin,ReturnStepMax,MinIW,EpThisIter,OptimizationReturnMax,StdIWNorm,TimestepsSoFar,Weights,InitialReturnMax,TimeElapsed,MeanIWNorm,VarianceInit,Bound,InitialBound,LearnableVariance,InitialReturnStd,MeanIW,InitialReturnMin,EpisodesSoFar,StdIW,MaxIW,ESSClassic,EpRewMean,ReturnMeanIW,Iteration,ESSRenyi,InitialReturnMean,ReturnStepMaxmin,OptimizationReturnMean,MaxIWNorm
476.66,11513241.0,0.0018319096,1.4233644,0.4189424,,10.0,0.18319097,100,4989.6685,0.0065099145,7588754,[-0.113  1.217 -3.651 -2.031],4999.648,12469.656632184982,0.011019465,-1.0,4613.3765,4151.5586,,753.7987,1.1019466,9.9797125,21400,0.65099144,3.3619292,74.12881,4763.888090948592,5343.915,214,70.25608,4763.8887,10.0,4753.9087,0.033619292
480.18,13040852000.0,7.5188987e-06,90.02167,0.4189424,,10.0,0.0007518899,100,4999.652,0.2272389,7636772,[-0.11   1.278 -3.685 -2.07 ],4999.652,12550.843857049942,0.03257309,-1.0,10327.088,4187.167,,859.3248,3.2573082,,21500,22.72389,227.84209,2.0133502,4799.49729955319,16136.858,215,1.1108437,4799.4976,10.0,4799.4976,2.278421
489.31,12518512.0,0.00094579457,1.6971369,0.4189424,,10.0,0.09457946,100,4999.6543,0.0068618967,7685703,[-0.078  1.208 -3.688 -2.097],4999.6543,12630.496808290482,0.011134987,-1.0,4666.566,4279.7617,,700.7765,1.1134987,,21600,0.6861897,4.0300364,72.47638,4892.0921366583825,5464.274,216,58.922768,4892.0923,10.0,4892.0923,0.04030036
490.03,32299764.0,0.0012365327,1.8917714,0.4189424,,10.0,0.12365327,100,4999.6484,0.011194039,7734706,[-0.059  1.178 -3.684 -2.08 ],4999.6484,12719.135330677032,0.011666348,-1.0,4890.0273,4287.261,,699.22906,1.1666348,,21700,1.119404,6.2404366,52.06517,4899.590814860663,5732.2354,217,52.860508,4899.591,10.0,4899.591,0.062404364
500.0,28201816.0,0.0025447148,1.2047137,0.4189424,,10.0,0.25447148,100,0.5,0.004551263,7784706,[-0.064  1.222 -3.707 -2.158],4999.694,12799.64912366867,0.01056954,-1.0,4612.174,4387.185,,0.08104292,1.056954,4999.194,21800,0.45512632,2.570184,84.35844,4999.520340119205,5284.2695,218,83.00727,4999.5205,10.0,0.32649413,0.02570184
484.82,13739766.0,0.002969273,1.3324486,0.4189424,,10.0,0.2969273,100,4999.6484,0.0073240898,7833188,[-0.061  1.242 -3.737 -2.197],4999.6484,12879.251465559006,0.010613301,-1.0,4437.407,4234.9785,,852.74365,1.0613301,,21900,0.732409,5.9396296,67.740654,4847.308153150328,5144.23,219,75.0498,4847.3086,10.0,4847.3086,0.059396293
499.87,33678860.0,0.00047790704,1.9894558,0.4189424,,10.0,0.047790706,100,140.1875,0.012524809,7883175,[-0.07   1.226 -3.739 -2.157],4999.69,12963.89226937294,0.011876907,-1.0,5073.8394,4385.7773,,13.931035,1.1876906,4859.5024,22000,1.2524809,8.999634,47.34671,4998.112188269915,5937.5254,220,50.265003,4998.1123,10.0,138.60974,0.08999634
488.87,5031853.5,0.0030182162,1.1916509,0.4189424,,10.0,0.30182162,100,4999.6797,0.0042376844,7932062,[-0.091  1.232 -3.742 -2.157],4999.6797,13049.004749059677,0.010417126,-1.0,4424.4663,4274.991,,702.01184,1.0417125,,22100,0.4237685,2.6453652,85.80111,4887.324534882384,5092.9062,221,83.9172,4887.325,10.0,4887.325,0.026453651
496.26,19048848.0,0.00067910977,2.4855137,0.4189424,,10.0,0.06791098,100,1460.21,0.01276844,7981688,[-0.089  1.21  -3.766 -2.161],4999.6484,13137.30291557312,0.011064482,-1.0,4527.1206,4349.1836,,199.47977,1.1064482,3539.4385,22200,1.276844,6.567836,42.886757,4961.51318421331,5492.4893,222,40.23313,4961.513,10.0,1422.0746,0.06567836
485.18,31679866.0,0.00012567235,2.7716177,0.4189424,,10.0,0.012567235,100,4999.7163,0.011068906,8030206,[-0.087  1.14  -3.749 -2.149],4999.7163,13225.275854110718,0.012603812,-1.0,5180.601,4238.0073,,720.61066,1.2603812,,22300,1.1068906,7.470946,56.456715,4850.345577242889,6200.0317,223,36.080013,4850.3457,10.0,4850.3457,0.07470946
499.51,33379092.0,0.0009114106,2.0877185,0.4189424,,10.0,0.09114106,100,370.12256,0.012171907,8080157,[-0.067  1.138 -3.747 -2.174],4999.652,13320.174639940262,0.012379213,-1.0,5295.7524,4382.1064,,39.23442,1.2379215,4629.5293,22400,1.2171907,6.6384325,50.84433,4994.436527304835,6180.504,224,47.899178,4994.437,10.0,364.90735,0.06638432
493.58,38931388.0,0.0005328203,2.0083458,0.4189424,,10.0,0.053282034,100,4999.7324,0.012502261,8129515,[-0.082  1.212 -3.76  -2.202],4999.7324,13402.649625778198,0.011011627,-1.0,4550.5747,4322.4976,,503.84952,1.1011627,,22500,1.250226,9.311936,43.686,4934.837583945279,5418.359,225,49.79222,4934.838,10.0,4934.838,0.09311936
490.16,1765347.8,0.0061734957,1.079881,0.4189424,,10.0,0.61734957,100,4999.699,0.002483746,8178531,[-0.099  1.207 -3.787 -2.218],4999.699,13491.326591968536,0.010258555,-1.0,4387.564,4287.5107,,513.8957,1.0258555,,22600,0.24837461,1.9558524,94.462654,4899.846402391893,5023.8867,226,92.6028,4899.846,10.0,4899.846,0.019558523
491.44,29712956.0,0.00015808419,3.5760233,0.4189424,,10.0,0.01580842,100,1210.1992,0.0212793,8227675,[-0.103  1.21  -3.804 -2.206],4999.6816,13577.84786081314,0.012653635,-1.0,5075.407,4300.0005,,251.64084,1.2653635,3789.4824,22700,2.1279302,18.168575,26.123093,4912.33429863156,6233.353,227,27.964024,4912.334,10.0,1122.8518,0.18168575
481.05,44095784.0,0.0015482616,2.2381768,0.4189424,,10.0,0.15482616,100,4999.689,0.013279533,8275780,[-0.096  1.193 -3.799 -2.256],4999.689,13654.972661018372,0.01166482,-1.0,4679.245,4196.629,,861.62396,1.166482,,22800,1.3279533,10.151742,43.55374,4808.963468469319,5595.33,228,44.679222,4808.9634,10.0,4808.9634,0.10151742
478.72,623644160.0,0.0001262298,12.582603,0.4189424,,10.0,0.01262298,100,4989.721,0.050292093,8323652,[-0.115  1.199 -3.797 -2.276],4999.701,13738.705223798752,0.01611215,-1.0,5660.155,4172.1235,,742.8193,1.6112149,9.979865,22900,5.029209,42.34088,9.308391,4784.459443642193,7832.2305,229,7.9474807,4784.4595,10.0,4774.48,0.4234088
490.16,16184345.0,0.0010251377,1.7962866,0.4189424,,10.0,0.102513775,100,1730.0903,0.008718938,8372668,[-0.112  1.242 -3.792 -2.222],4999.713,13817.32846736908,0.011319877,-1.0,4772.2915,4287.201,,312.81796,1.1319877,3269.6226,23000,0.87189376,4.113187,62.764473,4899.538732401399,5592.9805,230,55.670403,4899.5386,10.0,1629.9164,0.04113187
486.71,8763627.0,0.0018576549,1.4022537,0.4189424,,10.0,0.18576549,100,4989.6855,0.0056872955,8421339,[-0.108  1.254 -3.793 -2.189],4999.6665,13906.47145318985,0.010590924,-1.0,4458.701,4253.4014,,707.6838,1.0590924,9.980949,23100,0.5687296,2.9962387,77.617714,4865.7328625699165,5183.8047,231,71.31377,4865.733,10.0,4855.752,0.029962387
498.11,17214106.0,0.0024390332,1.1738548,0.4189424,,10.0,0.24390332,100,1120.1221,0.0033424569,8471150,[-0.093  1.233 -3.793 -2.183],4999.691,13987.481701612473,0.010594022,-1.0,4625.958,4367.6855,,119.89823,1.0594022,3879.5688,23200,0.33424568,2.1111798,90.94689,4980.020094814338,5289.389,232,85.18941,4980.0205,10.0,1100.4514,0.021111798
489.9,23422202.0,0.00059275643,2.2112243,0.4189424,,10.0,0.059275646,100,4989.73,0.009509884,8520140,[-0.087  1.261 -3.807 -2.193],4999.71,14075.394163608551,0.011796095,-1.0,4881.342,4285.9004,,698.4816,1.1796097,9.979845,23300,0.9509884,5.9222326,60.608234,4898.236945111364,5791.8984,233,45.223816,4898.237,10.0,4888.257,0.059222326
495.02,5609611.5,0.0019408419,1.2797011,0.4189424,,10.0,0.1940842,100,4989.703,0.0046083312,8569642,[-0.067  1.271 -3.811 -2.173],4999.683,14148.147326469421,0.010400841,-1.0,4454.2715,4337.281,,496.45197,1.0400841,9.980148,23400,0.46083313,2.6839974,83.59012,4949.614334134866,5146.967,234,78.14325,4949.6143,10.0,4939.6343,0.026839973
495.01,53333536.0,0.0001332261,3.315175,0.4189424,,10.0,0.01332261,100,4999.6885,0.0144823855,8619143,[-0.055  1.291 -3.824 -2.209],4999.6885,14228.268640041351,0.0123132635,-1.0,4980.847,4337.186,,497.44553,1.2313263,,23500,1.4482385,6.9474,41.95765,4949.520462420397,6095.762,235,30.16432,4949.521,10.0,4949.521,0.069474
500.0,30988338.0,0.0022210865,1.7560219,0.4189424,,10.0,0.22210865,100,0.46923828,0.011586298,8669143,[-0.079  1.435 -3.941 -2.316],4999.6597,14302.000474452972,0.011079421,-1.0,4727.7715,4387.1924,,0.0810406,1.1079421,4999.1904,23600,1.1586298,10.241518,47.764797,4999.523264285802,5539.2017,236,56.9469,4999.523,10.0,0.33285156,0.102415174
499.31,23161748.0,0.0030255902,1.18238,0.4189424,,10.0,0.30255902,100,450.16895,0.002929357,8719074,[-0.103  1.45  -3.945 -2.344],4999.6553,14384.917009353638,0.010520858,-1.0,4590.0312,4380.0977,,51.494564,1.0520858,4549.4863,23700,0.2929357,1.7352598,92.80527,4992.42827472556,5255.8623,237,84.57518,4992.4287,10.0,442.942,0.017352598
484.94,420093150.0,2.6894528e-05,11.754003,0.4189424,,10.0,0.0026894528,100,4999.683,0.04070203,8767568,[-0.09   1.443 -3.946 -2.338],4999.683,14466.621341228485,0.01732814,-1.0,6415.472,4236.0938,,852.12085,1.7328138,,23800,4.070204,29.465467,15.343727,4848.427303951101,8514.804,238,8.50774,4848.4272,10.0,4848.4272,0.29465467
500.0,69335330.0,0.00024379726,12.196157,0.4189424,,10.0,0.024379726,100,0.4638672,0.05661428,8817568,[-0.066  1.399 -3.94  -2.379],4999.745,14543.337348937988,0.016572472,-1.0,6146.8804,4387.2046,,0.081668966,1.6572473,4999.2812,23900,5.661428,51.193237,7.892551,4999.54621411479,8285.359,239,8.199304,4999.5464,10.0,0.26501465,0.5119324
495.01,413351680.0,0.00027510288,6.0414734,0.4189424,,10.0,0.02751029,100,4999.6997,0.040442668,8867069,[-0.087  1.419 -3.935 -2.31 ],4999.6997,14627.899633169174,0.012858367,-1.0,4872.249,4337.204,,497.44742,1.2858368,,24000,4.044267,39.098713,9.1805935,4949.539467743282,6377.334,240,16.552254,4949.5396,10.0,4949.5396,0.39098713
497.33,38817144.0,6.833935e-05,3.8172088,0.4189424,,10.0,0.006833935,100,1400.043,0.029309623,8916802,[-0.114  1.424 -3.949 -2.367],4999.702,14723.089887142181,0.012908026,-1.0,5255.2397,4360.109,,159.44844,1.2908026,3599.6592,24100,2.9309623,29.187141,16.244694,4972.444333395063,6451.602,241,26.197153,4972.4443,10.0,1372.7853,0.2918714
500.0,85549830.0,2.858972e-05,24.831865,0.4189424,,10.0,0.0028589722,100,0.46875,0.097497724,8966802,[-0.092  1.438 -3.953 -2.346],4999.7085,14803.413953065872,0.018408706,-1.0,6152.014,4387.177,,0.089412175,1.8408703,4999.2397,24200,9.749773,96.1295,3.4422657,4999.513747659894,9203.385,242,4.027084,4999.5137,10.0,0.2740039,0.961295
495.02,3148425.2,0.0047228048,1.1419251,0.4189424,,10.0,0.4722805,100,4989.7017,0.0033837995,9016304,[-0.078  1.475 -3.917 -2.474],4999.681,14892.95460152626,0.010404642,-1.0,4498.523,4337.295,,496.45346,1.040464,9.979426,24300,0.33837992,2.2375317,90.43485,4949.628725102119,5152.8677,243,87.57142,4949.629,10.0,4939.649,0.022375315
500.0,46352196.0,0.00014710687,5.635694,0.4189424,,10.0,0.014710687,100,0.38232422,0.024621151,9066304,[-0.067  1.43  -3.941 -2.437],4999.668,14969.330319166183,0.013550171,-1.0,5320.8047,4387.206,,0.07301761,1.3550172,4999.2856,24400,2.4621153,14.264269,23.247053,4999.537807712379,6774.4565,244,17.744043,4999.5376,10.0,0.2521338,0.14264269
490.02,8193851.5,0.0021041182,1.2419513,0.4189424,,10.0,0.21041182,100,4999.7056,0.0054974053,9115306,[-0.061  1.397 -3.932 -2.486],4999.7056,15052.626853466034,0.010695853,-1.0,4567.667,4287.208,,699.93494,1.0695854,,24500,0.54974055,3.5539813,79.10325,4899.544210148985,5250.0723,245,80.518456,4899.5444,10.0,4899.5444,0.035539813
500.0,73555360.0,5.709931e-05,12.471774,0.4189424,,10.0,0.0057099313,100,0.40185547,0.088661335,9165306,[-0.063  1.345 -3.937 -2.424],4999.7026,15131.571495056152,0.01706929,-1.0,6371.4785,4387.2017,,0.08857922,1.706929,4999.301,24600,8.866134,88.65105,3.574015,4999.53741497676,8533.968,246,8.0181055,4999.537,10.0,0.23670898,0.88651043
494.41,7287050.5,0.0006694597,1.3958894,0.4189424,,10.0,0.06694597,100,4999.691,0.005260599,9214747,[-0.095  1.361 -3.937 -2.509],4999.691,15214.047835826874,0.010651843,-1.0,4549.896,4331.045,,499.52094,1.0651844,,24700,0.52605987,3.0944672,80.392,4943.379155560177,5273.3555,247,71.638916,4943.379,10.0,4943.379,0.030944671
499.88,38848188.0,0.0005192203,3.1927726,0.4189424,,10.0,0.05192203,100,130.09961,0.016094891,9264735,[-0.08   1.339 -3.943 -2.506],4999.694,15299.907971382141,0.012728075,-1.0,5269.139,4385.927,,12.931726,1.2728075,4869.594,24800,1.6094891,9.082766,38.476215,4998.261662948754,6363.2793,248,31.32074,4998.2617,10.0,128.66743,0.09082765
495.01,263964800.0,0.00014560601,4.423245,0.4189424,,10.0,0.014560602,100,4999.692,0.03230462,9314236,[-0.072  1.395 -3.942 -2.496],4999.692,15379.613697052002,0.014428038,-1.0,5875.022,4337.217,,497.44867,1.442804,,24900,3.230462,26.454693,16.630096,4949.551692237571,7162.8545,249,22.607838,4949.552,10.0,4949.552,0.26454693
500.0,83276080.0,3.3281237e-06,17.268888,0.4189424,,10.0,0.00033281237,100,0.39453125,0.060840607,9364236,[-0.04   1.272 -3.924 -2.375],4999.7197,15456.065964698792,0.01816211,-1.0,6535.568,4387.206,,0.072996266,1.8162112,4999.325,25000,6.0840607,49.842407,8.182244,4999.5448109128665,9080.191,250,5.7907605,4999.545,10.0,0.21958984,0.49842405
500.0,30496582.0,0.0026590454,1.3207022,0.4189424,,10.0,0.26590455,100,0.34814453,0.005821353,9414236,[-0.008  1.214 -3.895 -2.416],4999.697,15542.194360017776,0.01099081,-1.0,4791.2285,4387.2275,,0.07385804,1.099081,4999.3486,25100,0.5821353,3.2389095,78.0923,4999.562609449171,5494.9355,251,75.7173,4999.5625,10.0,0.2139795,0.032389093
495.01,56652595000.0,1.16047495e-05,285.49948,0.4189424,,10.0,0.001160475,100,4999.7114,0.4736835,9463737,[-0.012  1.18  -3.985 -2.41 ],4999.7114,15622.394181966782,0.05826892,-1.0,18736.91,4337.2383,,497.45105,5.8268914,,25200,47.36835,474.0465,1.490647,4949.575309654369,29083.406,252,0.35026333,4949.575,10.0,4949.575,4.740465
495.01,16878050000000.0,9.51406e-09,27921.557,0.4189424,,10.0,9.51406e-07,100,4999.693,8.176045,9513238,[-0.046  1.22  -3.968 -2.308],4999.693,15707.605113506317,0.8486781,-1.0,321929.9,4337.221,,497.4491,84.86782,,25300,817.60455,8216.768,1.0659707,4949.556040143556,424249.5,253,0.0035814622,4949.556,10.0,4949.556,82.16767
495.02,14985348.0,0.00034535807,1.7520568,0.4189424,,10.0,0.034535807,100,4989.6787,0.0076429276,9562740,[-3.790e-03  1.151e+00 -3.972e+00 -2.085e+00],4999.6587,15801.237182855606,0.010977672,-1.0,4629.9033,4337.2964,,496.45322,1.0977674,9.979834,25400,0.7642928,4.665098,67.35236,4949.626957738577,5440.4165,254,57.075775,4949.627,10.0,4939.647,0.04665098
495.02,41265988.0,8.348597e-05,2.5417535,0.4189424,,10.0,0.008348597,100,4989.7065,0.012757164,9612242,[ 0.024  1.146 -3.958 -2.112],4999.6875,15885.35176229477,0.011797552,-1.0,4871.7065,4337.2812,,496.45193,1.1797552,9.980932,25500,1.2757164,6.582554,46.097904,4949.61524975136,5847.9434,255,39.34292,4949.615,10.0,4939.6343,0.06582554
500.0,259046500.0,1.0757309e-05,93.8666,0.4189424,,10.0,0.0010757309,100,0.40722656,0.17122707,9662242,[ 0.039  1.138 -3.953 -2.16 ],4999.697,15981.993043422699,0.03203304,-1.0,10082.319,4387.1895,,0.07970386,3.2033038,4999.2896,25600,17.122707,159.57751,3.3815174,4999.524956423334,16014.916,256,1.0653417,4999.525,10.0,0.2354004,1.5957751
490.02,415252800.0,4.689266e-05,13.6269865,0.4189424,,10.0,0.004689266,100,4999.663,0.04050048,9711244,[ 0.026  1.252 -3.946 -2.371],4999.663,16069.93208026886,0.015985511,-1.0,5628.9375,4287.2134,,699.93494,1.5985512,,25700,4.050048,24.493252,13.4789095,4899.544446076216,7889.343,257,7.3383794,4899.5444,10.0,4899.5444,0.24493252
475.06,36104296.0,0.0012240092,1.8737544,0.4189424,,10.0,0.122400925,100,4999.699,0.011724727,9758750,[ 0.07   1.274 -3.971 -2.304],4999.699,16149.019171953201,0.010820792,-1.0,4333.617,4137.3076,,1089.1853,1.0820792,,25800,1.1724727,9.764029,45.99706,4749.643080235023,5171.8135,258,53.36879,4749.6436,10.0,4749.6436,0.09764028
490.03,4693494.5,0.0029488334,1.200461,0.4189424,,10.0,0.29488334,100,4999.7134,0.004059442,9807753,[ 0.045  1.224 -4.001 -2.298],4999.7134,16221.487077474594,0.010398265,-1.0,4430.215,4287.308,,699.2369,1.0398266,,25900,0.40594417,2.1699789,86.77475,4899.645668193415,5101.1255,259,83.30133,4899.6455,10.0,4899.6455,0.021699788
485.05,1086216700.0,5.2501688e-05,11.135867,0.4189424,,10.0,0.005250169,100,4999.6865,0.065530635,9856258,[ 0.063  1.212 -4.014 -2.309],4999.6865,16298.819079399109,0.017567726,-1.0,6561.2505,4237.408,,851.7211,1.7567726,,26000,6.5530634,61.119278,6.7050295,4849.742397314907,8604.637,260,8.979992,4849.7427,10.0,4849.7427,0.61119276
500.0,29178356.0,0.0017839661,1.5636911,0.4189424,,10.0,0.17839661,100,0.36914062,0.0074717314,9906258,[ 0.067  1.389 -3.95  -2.513],4999.6807,16393.060913085938,0.010750727,-1.0,4609.122,4387.1836,,0.08553269,1.0750726,4999.3115,26100,0.74717313,4.044147,67.429886,4999.516975806099,5374.8306,261,63.95125,4999.517,10.0,0.20546874,0.04044147
495.02,58256704.0,0.0007667825,2.7522886,0.4189424,,10.0,0.07667825,100,4989.692,0.015176865,9955760,[ 0.094  1.397 -3.963 -2.484],4999.673,16462.099306821823,0.011940217,-1.0,4908.537,4337.2827,,496.4519,1.1940217,9.980995,26200,1.5176866,11.762842,38.231827,4949.615277057194,5924.398,262,36.3334,4949.615,10.0,4939.6343,0.11762842
500.0,33110702.0,0.0012197894,1.5715398,0.4189424,,10.0,0.12197894,100,0.4399414,0.0073706997,10005760,[ 0.066  1.427 -3.942 -2.454],4999.693,16534.05398082733,0.011452404,-1.0,4957.9976,4387.1724,,0.09396573,1.1452403,4999.253,26300,0.73706996,4.2013063,70.71067,4999.50735327613,5725.627,263,63.631863,4999.5073,10.0,0.2544287,0.042013064
495.02,17911357000.0,1.5302734e-05,73.914246,0.4189424,,10.0,0.0015302734,100,4989.7017,0.26686704,10055262,[ 0.097  1.472 -3.966 -2.522],4999.681,16607.93131327629,0.03769787,-1.0,13528.427,4337.2593,,496.44977,3.7697875,9.979661,26400,26.686708,266.45428,1.9564241,4949.592119993408,18792.865,264,1.3529192,4949.5923,10.0,4939.6133,2.6645427
500.0,28697964.0,0.0030477117,1.4219263,0.4189424,,10.0,0.30477118,100,0.44677734,0.007250016,10105262,[-0.011  1.59  -3.998 -2.537],4999.6797,16684.122940301895,0.010662027,-1.0,4600.328,4387.1816,,0.08939915,1.0662026,4999.233,26500,0.7250017,4.4321337,68.38171,4999.514537486412,5330.502,265,70.32713,4999.5146,10.0,0.2815967,0.044321336
490.03,6801191.5,0.0017831837,1.3100377,0.4189424,,10.0,0.17831837,100,4999.6743,0.0049734404,10154265,[-0.035  1.597 -4.006 -2.516],4999.6743,16754.3620095253,0.010612631,-1.0,4503.2764,4287.293,,699.23395,1.0612631,,26600,0.49734405,2.5872364,81.99287,4899.62553589883,5204.1333,266,76.33368,4899.6255,10.0,4899.6255,0.025872363
500.0,27034668.0,0.0028560464,1.1912358,0.4189424,,10.0,0.28560466,100,0.43359375,0.0043964647,10204265,[-0.017  1.582 -4.01  -2.529],4999.689,16817.212717294693,0.010348392,-1.0,4505.3945,4387.198,,0.081527606,1.0348392,4999.2554,26700,0.43964648,2.8263907,84.71034,4999.532978540737,5173.719,267,83.946434,4999.5327,10.0,0.27759278,0.028263906
485.04,16321078.0,0.0013808477,1.5144839,0.4189424,,10.0,0.13808477,100,4999.693,0.007841007,10252769,[-0.017  1.615 -4.054 -2.576],4999.693,16900.693528175354,0.010584571,-1.0,4401.198,4237.311,,852.2892,1.0584571,,26800,0.7841008,4.5119944,64.56701,4849.645863894673,5154.764,268,66.02909,4849.646,10.0,4849.646,0.04511994
490.03,21481030000.0,1.705228e-06,127.43999,0.4189424,,10.0,0.0001705228,100,4999.685,0.29167333,10301772,[-0.011  1.628 -4.091 -2.623],4999.685,16990.82282590866,0.03707687,-1.0,11530.787,4287.3076,,699.2362,3.7076876,,26900,29.167332,293.3847,1.5901982,4899.641705067405,18443.383,269,0.78468305,4899.642,10.0,4899.642,2.933847
500.0,53975372.0,3.3383847e-05,12.013827,0.4189424,,10.0,0.003338385,100,0.53564453,0.05602079,10351772,[ 0.019  1.7   -4.036 -2.565],4999.7007,17067.462340831757,0.014622377,-1.0,5187.8984,4387.1577,,0.10328711,1.4622376,4999.165,27000,5.6020794,55.169292,6.3784237,4999.493794374807,7310.3135,270,8.323742,4999.4937,10.0,0.328833,0.5516929
500.0,46661780.0,0.0003469216,4.337914,0.4189424,,10.0,0.03469216,100,0.43896484,0.0225561,10401772,[ 0.073  1.823 -4.031 -2.605],4999.6567,17145.47347664833,0.013595531,-1.0,5521.6675,4387.133,,0.09767461,1.3595531,4999.218,27100,2.25561,16.58668,26.648523,4999.463388355112,6797.0083,271,23.052555,4999.4634,10.0,0.2456543,0.16586679
500.0,69056400.0,0.00057122787,7.404827,0.4189424,,10.0,0.05712279,100,0.5024414,0.03187184,10451772,[ 0.123  1.76  -4.02  -2.61 ],4999.658,17228.961752653122,0.01653952,-1.0,6602.4775,4387.117,,0.102428555,1.653952,4999.156,27200,3.187184,15.563098,21.216232,4999.447420163293,8268.74,272,13.504704,4999.4473,10.0,0.29169923,0.15563098
495.01,10495761000.0,1.3254771e-05,76.3631,0.4189424,,10.0,0.0013254771,100,4999.651,0.20388646,10501273,[ 0.123  1.766 -4.006 -2.538],4999.651,17304.93473672867,0.030014455,-1.0,9602.008,4337.0884,,497.4352,3.001445,,27300,20.388647,204.26553,2.121157,4949.417679156641,14952.911,273,1.309533,4949.418,10.0,4949.418,2.0426552
485.17,13262494.0,0.0024894418,1.3634459,0.4189424,,10.0,0.2489442,100,4989.6694,0.006986444,10549790,[ 0.16   1.916 -4.023 -2.577],4999.6484,17369.79151201248,0.011726402,-1.0,4982.6133,4238.4614,,844.9255,1.1726402,9.979196,27400,0.6986444,4.233151,73.802765,4850.791104077819,5697.61,274,73.34358,4850.791,10.0,4840.812,0.04233151
495.16,6543023000.0,3.9603415e-06,82.95525,0.4189424,,10.0,0.00039603416,100,4849.788,0.16594379,10599306,[ 0.118  2.001 -3.999 -2.644],4999.637,17440.39732027054,0.030079108,-1.0,9432.7,4338.564,,482.52304,3.007911,149.84918,27500,16.59438,164.05748,3.1810346,4950.892381600365,15009.77,275,1.2054691,4950.892,10.0,4801.043,1.6405748
485.17,5986529.5,0.0029225668,1.2200228,0.4189424,,10.0,0.29225668,100,4999.6343,0.004549311,10647823,[ 0.133  2.322 -4.33  -2.945],4999.6343,17503.248898744583,0.010456107,-1.0,4422.1655,4238.531,,844.9502,1.0456108,,27600,0.4549311,2.964687,84.08306,4850.857802283003,5098.51,276,81.96568,4850.858,10.0,4850.858,0.02964687
490.02,470295420.0,6.109406e-05,10.706199,0.4189424,,10.0,0.0061094062,100,4999.631,0.043114483,10696825,[ 0.101  2.306 -4.342 -2.95 ],4999.631,17568.231231689453,0.014793145,-1.0,5289.252,4287.1616,,699.927,1.4793146,,27700,4.3114486,34.99307,10.532683,4899.489275626304,7292.807,277,9.340384,4899.4893,10.0,4899.4893,0.34993067
485.05,188709970.0,4.348929e-05,5.78734,0.4189424,,10.0,0.004348929,100,4999.617,0.02724202,10745330,[ 0.113  2.473 -4.341 -3.021],4999.617,17634.043119192123,0.014395963,-1.0,5581.892,4237.319,,851.70386,1.4395963,,27800,2.7242022,16.948215,21.829575,4849.644540465158,7054.957,278,17.279095,4849.6445,10.0,4849.6445,0.16948216
490.07,15090837.0,0.001361987,1.5527796,0.4189424,,10.0,0.1361987,100,4989.687,0.007595961,10794337,[ 0.18   2.522 -4.341 -3.001],4999.6685,17704.55353665352,0.0114628645,-1.0,4885.038,4287.4443,,681.9753,1.1462865,9.981418,27900,0.75959605,4.7079387,69.48711,4899.77596613021,5648.0684,279,64.40064,4899.776,10.0,4889.795,0.047079384
486.13,62893510.0,0.0005013674,2.5769126,0.4189424,,10.0,0.050136738,100,4999.6187,0.015671777,10842950,[ 0.116  2.552 -4.354 -3.   ],4999.6187,17759.1440012455,0.012363731,-1.0,5090.455,4248.061,,795.24725,1.2363731,,28000,1.5671778,8.133806,38.362545,4860.386852886761,6073.407,280,38.806126,4860.3867,10.0,4860.3867,0.08133806
490.03,7294545.5,0.0033060466,1.1534702,0.4189424,,10.0,0.33060467,100,4999.5957,0.0051713604,10891953,[ 0.078  2.453 -4.396 -2.873],4999.5957,17816.920013666153,0.01050393,-1.0,4496.8184,4287.173,,699.21545,1.0503929,,28100,0.51713604,3.3280017,80.49033,4899.495572915135,5154.4517,281,86.694916,4899.496,10.0,4899.496,0.033280015
478.62,528661700.0,3.8244943e-05,9.273101,0.4189424,,10.0,0.0038244943,100,4999.6104,0.045676626,10939815,[ 0.085  2.404 -4.352 -2.847],4999.6104,17872.515478372574,0.014534044,-1.0,5172.751,4172.802,,981.5145,1.4534045,,28200,4.567663,40.74329,9.193904,4785.126891435624,7037.3877,282,10.783879,4785.127,10.0,4785.127,0.40743288
476.7,5556589000.0,2.0715352e-05,55.09535,0.4189424,,10.0,0.0020715352,100,4999.619,0.14830033,10987485,[ 0.152  2.424 -4.32  -2.937],4999.619,17932.078665733337,0.025082147,-1.0,7793.044,4153.5923,,1024.5206,2.508215,,28300,14.830034,145.9859,2.7809713,4765.918549719467,12338.108,283,1.8150352,4765.9185,10.0,4765.9185,1.459859
470.21,143211740.0,5.3016356e-05,6.1784334,0.4189424,,10.0,0.0053016357,100,4999.6636,0.023644786,11034506,[ 0.16   2.42  -4.47  -2.829],4999.6636,17983.297959327698,0.013397973,-1.0,4944.6885,4088.5916,,1181.4131,1.3397974,,28400,2.3644788,12.300067,24.304115,4700.923069388029,6466.7266,284,16.185333,4700.9233,10.0,4700.9233,0.12300067
