EpisodesSoFar,OptimizationReturnMin,OptimizationReturnMax,InitialBound,EpLenMean,TimeElapsed,VarianceInit,InitialReturnMean,ReturnMeanIW,StdIW,EpRewMean,OptimizationReturnMean,Weights,ESSRenyi,ReturnStepMax,InitialReturnMax,ReturnStepMaxmin,EmpiricalD2,StdIWNorm,J_sample_variance,InitialReturnStd,MinIW,LearnableVariance,EpThisIter,MaxIWNorm,MeanIWNorm,InitialReturnMin,ESSClassic,MeanEntropy,MeanIW,Bound,MinIWNorm,TimestepsSoFar,Iteration,MaxIW
20700,,4989.617,4139.328,475.48,10193.26694560051,-1.0,4751.652,5985.6377,3.7708356,4751.651555910001,4741.672,[-0.084  0.949 -3.141 -1.677],17.604527,10.0,4999.5967,10.0,5.680357,0.037708357,219841200.0,668.9953,0.0070208306,,100,0.34721363,0.013651766,9.979607,11.588125,0.4189424,1.3651767,4526.258,7.0208305e-05,5993934,207,34.721363
20800,,4999.5537,3879.6821,449.76,10268.143289089203,-1.0,4492.0,6044.878,1.7114007,4491.999816062109,4492.0,[-0.106  0.932 -3.175 -1.674],32.51345,10.0,4999.5537,10.0,3.0756502,0.017114006,69012580.0,762.2213,0.040906183,,100,0.1067172,0.012981629,,36.523262,0.4189424,1.2981629,4971.0234,0.00040906182,6038910,208,10.6717205
20900,,4999.5566,4107.0537,472.34,10348.833777189255,-1.0,4719.3726,6083.2,1.2829729,4719.372650258366,4719.3726,[-0.089  0.918 -3.177 -1.697],33.905346,10.0,4999.5566,10.0,2.9493873,0.012829729,42258310.0,661.203,0.06375956,,100,0.055148996,0.012462095,,48.546734,0.4189424,1.2462095,5031.618,0.00063759554,6086144,209,5.5148997
21000,,4999.6226,4096.6587,471.17,10428.976827859879,-1.0,4708.9854,5079.8633,0.5695659,4708.985063477457,4708.9854,[-0.07   0.89  -3.163 -1.709],75.59247,10.0,4999.6226,10.0,1.3228831,0.0056956587,9245231.0,909.05786,0.23845045,,100,0.032747652,0.010629773,,77.69377,0.4189424,1.0629773,4375.586,0.0023845045,6133261,210,3.2747655
21100,,1740.2502,4255.5195,487.02,10515.64859342575,-1.0,4867.8447,5014.8296,0.43827605,4867.844693028697,1608.4838,[-0.058  0.859 -3.156 -1.688],86.38404,10.0,4999.6113,10.0,1.1576213,0.0043827603,12126094.0,354.37506,0.25635234,,100,0.03329117,0.010453979,3259.361,85.051025,0.4189424,1.045398,4356.012,0.0025635234,6181963,211,3.3291168
21200,,4989.6294,4175.4478,479.03,10598.806300640106,-1.0,4787.7725,5541.713,0.821691,4787.772244894872,4777.792,[-0.066  0.865 -3.148 -1.686],74.907814,10.0,4999.6094,10.0,1.3349742,0.008216909,16368106.0,651.8881,0.29564402,,100,0.06078493,0.011597204,9.979933,66.57756,0.4189424,1.1597204,4834.2266,0.00295644,6229866,212,6.078493
21300,,2219.9673,4212.046,482.73,10684.702749490738,-1.0,4824.373,5079.699,0.60388356,4824.373101591884,2044.7076,[-0.059  0.811 -3.152 -1.649],72.70462,10.0,4999.633,10.0,1.3754284,0.0060388353,10301068.0,401.31635,0.18146586,,100,0.032957967,0.010368466,2779.6655,74.67049,0.4189424,1.0368465,4361.57,0.0018146586,6278139,213,3.2957966
21400,,2949.921,4284.1997,489.86,10762.38397026062,-1.0,4896.521,5069.9033,0.35534692,4896.521054768288,2846.8652,[-0.053  0.83  -3.152 -1.644],89.04613,10.0,4999.5767,10.0,1.1230135,0.0035534694,5815448.5,391.04388,0.34284145,,100,0.02500087,0.010338637,2049.6558,89.434616,0.4189424,1.0338635,4421.0127,0.0034284145,6327125,214,2.500087
21500,,3410.1113,4324.409,493.81,10828.45418715477,-1.0,4936.731,6630.96,2.0018132,4936.730667654093,3347.2542,[-0.047  0.822 -3.11  -1.625],21.604673,10.0,4999.588,10.0,4.6286283,0.02001813,51691276.0,361.32135,0.0075444155,,100,0.14647308,0.013292355,1589.4766,30.599754,0.4189424,1.3292357,5313.595,7.544416e-05,6376506,215,14.647308
21600,,4989.598,4280.639,489.39,10913.703621149063,-1.0,4892.9604,29718.707,43.35066,4892.960031543378,4882.9785,[-0.029  0.766 -3.141 -1.625],0.26441666,10.0,4999.5796,10.0,378.191,0.4335066,47258403000.0,700.0354,0.00014255379,,100,4.2401786,0.059599012,9.981342,1.855047,0.4189424,5.959903,17810.82,1.4255379e-06,6425445,216,424.01788
21700,,4979.648,4279.1807,489.26,10992.565142393112,-1.0,4891.506,5297.793,0.56695247,4891.505648492219,4871.5405,[-0.024  0.695 -3.13  -1.689],75.97724,10.0,4999.6133,10.0,1.3161836,0.005669525,8610586.0,685.69586,0.16083871,,100,0.030025754,0.010806875,19.965195,78.417336,0.4189424,1.0806876,4595.3027,0.0016083871,6474371,217,3.0025754
21800,,4999.587,4287.287,490.04,11081.845618724823,-1.0,4899.609,5090.911,0.40617844,4899.609046423196,4899.609,[-0.02   0.728 -3.116 -1.738],87.513214,10.0,4999.587,10.0,1.1426846,0.004061784,4694721.0,698.5197,0.44401917,,100,0.02569129,0.010376194,,86.7126,0.4189424,1.0376194,4436.361,0.0044401917,6523375,218,2.569129
21900,,750.22314,4376.645,498.98,11170.835963249207,-1.0,4988.9766,5569.875,1.118165,4988.976615647111,739.5343,[-0.022  0.709 -3.116 -1.703],50.088223,10.0,4999.6655,10.0,1.9964772,0.01118165,23387866.0,79.73143,0.10515292,,100,0.05743801,0.011148978,4249.4424,49.853687,0.4189424,1.1148978,4704.6704,0.0010515292,6573273,219,5.743801
22000,,4999.6206,4336.947,495.01,11252.530170202255,-1.0,4949.2725,5287.095,0.5293026,4949.272541934953,4949.2725,[-0.018  0.71  -3.099 -1.658],73.90081,10.0,4999.6206,10.0,1.3531651,0.0052930256,7356555.0,497.4216,0.098477386,,100,0.033930525,0.010674443,,80.264755,0.4189424,1.0674442,4574.803,0.0009847739,6622774,220,3.3930526
22100,,0.6767578,4387.04,500.0,11338.274090766907,-1.0,4999.3667,5113.486,0.27015612,4999.366342002479,0.4244287,[-0.003  0.694 -3.101 -1.661],90.7523,10.0,4999.6187,10.0,1.1019005,0.002701561,26407186.0,0.11847248,0.2414897,,100,0.01626196,0.010228231,4998.942,93.4786,0.4189424,1.0228232,4470.7188,0.0024148969,6672774,221,1.6261959
22200,,4999.6777,4237.26,485.05,11419.372157812119,-1.0,4849.5933,6261.063,2.3153496,4849.593216380084,4849.5933,[ 0.006  0.698 -3.184 -1.664],20.300987,10.0,4999.6777,10.0,4.925869,0.023153495,136472100.0,851.69464,0.020399185,,100,0.1694167,0.012803784,,23.418852,0.4189424,1.2803786,4902.033,0.00020399185,6721279,222,16.94167
22300,,4999.599,4287.082,490.02,11509.156715631485,-1.0,4899.406,5069.714,0.37638837,4899.405520379091,4899.406,[-0.004  0.665 -3.178 -1.702],87.93386,10.0,4999.599,10.0,1.1372184,0.0037638834,4105655.2,699.9151,0.48391992,,100,0.023862805,0.010341097,,88.302055,0.4189424,1.0341097,4416.7295,0.004839199,6770281,223,2.3862805
22400,,4999.5864,4337.0815,495.01,11591.278085947037,-1.0,4949.4033,6349.5894,2.263187,4949.403296753644,4949.4033,[-1.348e-03  6.632e-01 -3.163e+00 -1.680e+00],40.995846,10.0,4999.5864,10.0,2.4392715,0.02263187,129692940.0,497.43378,0.29231393,,100,0.20485646,0.012799138,,24.232727,0.4189424,1.2799139,5393.255,0.0029231394,6819782,224,20.485645
22500,,4989.6245,4259.879,487.33,11667.835384130478,-1.0,4872.202,5087.471,0.35966307,4872.2023355621,4862.2236,[-0.024  0.664 -3.15  -1.663],84.587166,10.0,4999.6035,10.0,1.1822125,0.0035966306,3828439.0,715.08734,0.1390468,,100,0.020948954,0.010386757,9.9791565,89.29343,0.4189424,1.0386758,4421.694,0.001390468,6868515,225,2.0948954
22600,,460.36426,4382.4707,499.55,11742.77700638771,-1.0,4994.8027,5182.237,0.31438878,4994.801971743738,455.50418,[-0.014  0.649 -3.139 -1.652],88.954506,10.0,4999.662,10.0,1.1241702,0.003143888,22425220.0,45.780033,0.4028376,,100,0.018328654,0.010374581,4539.298,91.58921,0.4189424,1.0374583,4533.0015,0.0040283757,6918470,226,1.8328655
22700,,4999.6655,4337.082,495.01,11804.084809541702,-1.0,4949.4136,5466.4233,0.9488402,4949.413580505283,4949.4136,[-0.014  0.667 -3.148 -1.651],54.690437,10.0,4999.6655,10.0,1.8284732,0.009488403,23033178.0,497.43478,0.029170541,,100,0.057811722,0.011038829,,57.51018,0.4189424,1.103883,4638.4224,0.0002917054,6967971,227,5.7811723
22800,,80.279785,4386.2812,499.93,11893.663064956665,-1.0,4998.6074,5125.4424,0.36011857,4998.607177983524,79.26832,[-0.02   0.728 -3.202 -1.682],89.53813,10.0,4999.6187,10.0,1.1168426,0.0036011855,25708780.0,7.9674635,0.4180796,,100,0.02389034,0.010255205,4919.339,89.022545,0.4189424,1.0255207,4478.332,0.004180796,7017964,228,2.389034
22900,,1310.2803,4341.196,495.47,11979.051652431488,-1.0,4953.523,7605.7866,5.4060655,4953.522807413265,1264.1781,[-0.026  0.738 -3.246 -1.702],26.799576,10.0,4999.625,10.0,3.7314024,0.054060653,82491510.0,210.74557,0.057069875,,100,0.52242374,0.015490028,3689.3447,7.5870776,0.4189424,1.5490029,6422.9653,0.00057069876,7067511,229,52.24238
23000,,4989.617,4301.301,491.49,12060.843986034393,-1.0,4913.623,5155.718,0.5055235,4913.6235540328125,4903.642,[-0.042  0.75  -3.246 -1.657],78.06227,10.0,4999.599,10.0,1.2810286,0.0050552352,6794157.0,515.5056,0.28342283,,100,0.034133557,0.010449604,9.982007,81.03491,0.4189424,1.0449605,4462.675,0.002834228,7116660,230,3.4133558
23100,,1440.0042,4346.1006,495.96,12142.542522907257,-1.0,4958.4204,11424.868,5.252506,4958.420437613748,1398.8558,[-0.033  0.742 -3.249 -1.669],4.9775105,10.0,4999.569,10.0,20.090364,0.052525055,124725850.0,189.33492,0.0020280003,,100,0.34066764,0.02286561,3559.5647,15.931785,0.4189424,2.2865613,8680.3125,2.0280002e-05,7166256,231,34.066765
23200,,140.375,4385.6997,499.87,12224.430201292038,-1.0,4998.025,5337.7026,0.6389036,4998.024969719983,138.78528,[-0.014  0.688 -3.252 -1.709],70.60534,10.0,4999.6147,10.0,1.4163235,0.0063890363,27205112.0,13.948804,0.1632573,,100,0.030784467,0.01067845,4859.2397,73.638985,0.4189424,1.0678451,4608.978,0.001632573,7216243,232,3.0784469
23300,,1210.1982,4369.8066,498.3,12303.991472959518,-1.0,4982.1377,14882.932,28.90176,4982.137859958621,1192.675,[-0.017  0.656 -3.249 -1.708],1.4535941,10.0,4999.661,10.0,68.795,0.28901762,198891940.0,125.662834,0.012548707,,100,2.9098651,0.03681691,3789.463,1.5968175,0.4189424,3.6816912,9804.09,0.00012548707,7266073,233,290.9865
23400,,4999.637,4125.3457,474.03,12379.207618713379,-1.0,4737.674,5489.0513,1.7494525,4737.673899819348,4737.674,[-0.048  0.735 -3.256 -1.738],35.122295,10.0,4999.637,10.0,2.8471942,0.017494522,66427060.0,795.239,0.056814928,,100,0.13693437,0.011997328,,31.986162,0.4189424,1.1997329,4455.8315,0.00056814926,7313476,234,13.693437
23500,,2739.8247,4106.7695,472.25,12450.994580745697,-1.0,4719.097,4815.704,0.29519555,4719.09729448442,2459.2878,[-0.058  0.705 -3.259 -1.755],90.827736,10.0,4999.6343,10.0,1.1009853,0.0029519554,6247068.0,630.6741,0.38882652,,100,0.017812215,0.00998712,2259.8096,91.96541,0.4189424,0.998712,4173.202,0.003888265,7360701,235,1.7812215
23600,,2559.9236,4101.3623,471.69,12536.839744567871,-1.0,4713.6895,12103.253,14.89491,4713.689323645045,2273.985,[-0.054  0.717 -3.257 -1.76 ],1.799532,10.0,4999.628,10.0,55.570004,0.14894912,1503378300.0,604.8689,0.00067043595,,100,1.4874011,0.02441493,2439.7043,2.616499,0.4189424,2.441493,7538.644,6.7043593e-06,7407870,236,148.74011
23700,,4989.674,4268.195,488.24,12612.460124731064,-1.0,4880.5254,6156.006,1.9347588,4880.525319803855,4870.5454,[-0.044  0.77  -3.266 -1.699],33.154213,10.0,4999.654,10.0,3.016208,0.019347588,94627510.0,553.4444,0.037942823,,100,0.12625907,0.012455815,9.980089,29.302029,0.4189424,1.2455816,5092.558,0.0003794282,7456694,237,12.625908
23800,,4989.66,4265.172,487.87,12693.401870012283,-1.0,4877.4995,5648.024,1.0944384,4877.49974895651,4867.52,[-0.028  0.71  -3.142 -1.614],46.99762,10.0,4999.64,10.0,2.1277673,0.010944383,30815354.0,714.9785,0.10216006,,100,0.074931175,0.0114990175,9.9801445,52.46975,0.4189424,1.1499017,4754.8286,0.0010216006,7505481,238,7.4931173
23900,,4999.6416,4324.749,493.79,12778.304305791855,-1.0,4937.0776,6311.492,1.6558183,4937.077824479728,4937.0776,[-0.025  0.696 -3.152 -1.65 ],31.644665,10.0,4999.6416,10.0,3.1600904,0.016558183,69637690.0,511.0582,0.06535234,,100,0.12406582,0.01273147,,37.154205,0.4189424,1.2731471,5222.9775,0.0006535234,7554860,239,12.406582
24000,,4989.616,4274.44,488.77,12858.680159568787,-1.0,4886.7627,6214.636,2.6682625,4886.762918629699,4876.783,[-0.013  0.695 -3.147 -1.596],24.271933,10.0,4999.5957,10.0,4.119985,0.026682625,179808260.0,708.22174,0.050525088,,100,0.23032816,0.012629534,9.979529,18.303043,0.4189424,1.2629533,4971.759,0.0005052509,7603737,240,23.032816
24100,,4989.6387,4289.312,490.25,12949.742532968521,-1.0,4901.6377,16175.727,11.47225,4901.637610400252,4891.6577,[ 0.003  0.621 -3.099 -1.572],1.892774,10.0,4999.6187,10.0,52.832508,0.11472249,3312196400.0,683.97955,0.0018303049,,100,0.7871774,0.032570582,9.980138,7.459121,0.4189424,3.2570586,11724.977,1.8303048e-05,7652762,241,78.71774
24200,,4999.587,4205.806,481.95,13031.737833023071,-1.0,4818.128,5436.1816,0.5978896,4818.128139202133,4818.128,[-0.026  0.667 -3.076 -1.527],65.75753,10.0,4999.587,10.0,1.5207384,0.0059788963,10006771.0,865.86896,0.13840082,,100,0.036645483,0.011194025,,77.80414,0.4189424,1.1194026,4681.077,0.0013840082,7700957,242,3.6645484
24300,,4979.641,4332.114,494.54,13083.628210783005,-1.0,4944.437,5257.362,0.5500548,4944.437182065529,4924.477,[-0.016  0.669 -3.068 -1.557],74.45946,10.0,4999.6016,10.0,1.3430128,0.005500548,7861686.5,496.27515,0.27991402,,100,0.02750649,0.010628896,19.960428,78.875824,0.4189424,1.0628895,4547.7495,0.00279914,7750411,243,2.750649
24400,,4999.574,4285.8076,489.91,13137.842285394669,-1.0,4898.128,5497.7812,1.1927717,4898.127637761858,4898.128,[-0.017  0.672 -3.062 -1.53 ],48.157,10.0,4999.574,10.0,2.0765412,0.0119277155,36540108.0,699.8342,0.11144717,,100,0.07072086,0.01120762,,46.89047,0.4189424,1.120762,4615.415,0.0011144717,7799402,244,7.0720863
24500,,4789.694,4312.283,492.55,13227.803639650345,-1.0,4924.602,5716.3447,1.3399808,4924.602199671751,4714.734,[-0.018  0.709 -3.081 -1.522],35.398834,10.0,4999.562,10.0,2.824952,0.013399808,42002940.0,543.7094,0.02701799,,100,0.06301172,0.011524259,209.86816,42.51731,0.4189424,1.1524259,4687.184,0.0002701799,7848657,245,6.3011723
24600,,4999.557,4087.7144,470.13,13303.015713214874,-1.0,4700.0327,5191.899,0.5935196,4700.032669485376,4700.0327,[-0.012  0.692 -3.06  -1.561],72.008766,10.0,4999.557,10.0,1.3887198,0.005935196,10612601.0,1184.503,0.13278843,,100,0.030355243,0.011002914,,77.46087,0.4189424,1.1002915,4470.319,0.0013278843,7895670,246,3.0355244
24700,,4989.5625,4337.0957,495.02,13393.334421873093,-1.0,4949.412,8554.869,7.9871945,4949.411932274281,4939.4307,[-0.008  0.731 -3.064 -1.576],5.0070877,10.0,4999.5435,10.0,19.97169,0.079871945,1604719000.0,496.4315,0.002680068,,100,0.79422337,0.017261274,9.980996,4.462038,0.4189424,1.7261276,5818.4453,2.6800679e-05,7945172,247,79.42234
24800,,4969.568,4289.228,490.25,13468.260656833649,-1.0,4901.5415,5991.796,1.6941799,4901.541554108092,4871.594,[ 0.011  0.768 -3.06  -1.526],37.87506,10.0,4999.515,10.0,2.6402597,0.016941799,72270970.0,683.9086,0.049570564,,100,0.12805225,0.012224051,29.947418,34.23685,0.4189424,1.2224051,4996.856,0.00049570564,7994197,248,12.805225
24900,,4989.585,4291.2905,490.47,13542.952104568481,-1.0,4903.611,17604.215,26.626677,4903.61040327014,4893.627,[ 0.026  0.763 -3.13  -1.471],1.9398012,10.0,4999.569,10.0,51.551674,0.26626673,17824885000.0,587.8602,0.0032179852,,100,2.6784291,0.03569975,9.983955,1.765871,0.4189424,3.5699756,13207.791,3.217985e-05,8043244,249,267.84293
25000,,4999.4526,4069.3855,468.33,13614.337136983871,-1.0,4681.691,5453.9854,1.3343989,4681.69087221297,4681.691,[ 0.005  0.721 -3.156 -1.334],59.065685,10.0,4999.4526,10.0,1.6930304,0.013343988,46610904.0,1123.5795,0.23117985,,100,0.12375384,0.011500898,,42.622196,0.4189424,1.1500896,4657.275,0.0023117985,8090077,250,12.375384
25100,,4989.532,4276.1807,488.96,13685.24637913704,-1.0,4888.4937,14773.95,16.692558,4888.493789862703,4878.514,[-0.02   0.755 -3.169 -1.358],1.1233003,10.0,4999.512,10.0,89.02339,0.16692558,7007084000.0,668.2348,0.00028761337,,100,1.6232098,0.029619884,9.980206,3.0525136,0.4189424,2.9619884,8996.645,2.8761335e-06,8138973,251,162.32098
25200,,890.2095,4378.0547,499.12,13756.09239935875,-1.0,4990.368,8881.008,7.8582873,4990.368137970266,881.0577,[-0.018  0.711 -3.172 -1.42 ],4.2294044,10.0,4999.52,10.0,23.64399,0.07858288,103244376.0,88.54975,0.0015655465,,100,0.7467185,0.017764565,4109.3105,4.861919,0.4189424,1.7764566,5903.6274,1.5655465e-05,8188885,252,74.67185
25300,,4999.5425,4331.3945,494.46,13829.779431343079,-1.0,4943.711,6725.51,1.9241682,4943.710973464662,4943.711,[-0.019  0.688 -3.204 -1.491],25.239845,10.0,4999.5425,10.0,3.9619894,0.019241683,93948056.0,499.97656,0.010057029,,100,0.116410546,0.013580799,,33.25124,0.4189424,1.35808,5506.7095,0.000100570294,8238331,253,11.641055
25400,,4999.5737,4336.975,495.01,13905.059467315674,-1.0,4949.2954,5133.0146,0.32068545,4949.295493955407,4949.2954,[-0.027  0.801 -3.142 -1.588],89.62032,10.0,4999.5737,10.0,1.1158184,0.0032068545,2864893.5,497.42294,0.4657371,,100,0.01857834,0.01036929,,91.27046,0.4189424,1.036929,4486.2065,0.004657371,8287832,254,1.857834
25500,,3769.7473,4339.3945,495.26,13974.299419879913,-1.0,4951.715,5411.5874,0.81563073,4951.714720674309,3721.8904,[-0.024  0.815 -3.14  -1.616],64.934616,10.0,4999.572,10.0,1.5400107,0.008156307,11475905.0,386.81702,0.11287038,,100,0.046521578,0.0109240245,1229.8245,64.20668,0.4189424,1.0924026,4651.716,0.0011287038,8337358,255,4.652158
25600,,4999.554,4247.2656,486.07,14038.773039340973,-1.0,4859.584,5021.0205,0.52182853,4859.583829868493,4859.584,[-0.021  0.758 -3.105 -1.544],77.84619,10.0,4999.554,10.0,1.2845844,0.005218285,7560199.0,789.9588,0.3034622,,100,0.023648774,0.010303669,,79.58674,0.4189424,1.0303669,4327.0225,0.003034622,8385965,256,2.3648775
25700,,4999.5703,4299.193,491.26,14115.578005075455,-1.0,4911.5127,5864.025,1.1871471,4911.513167668807,4911.5127,[-0.021  0.754 -3.102 -1.567],35.84654,10.0,4999.5703,10.0,2.7896698,0.011871471,36023530.0,552.06433,0.012121366,,100,0.06490437,0.0118589215,,49.94712,0.4189424,1.1858921,4841.3096,0.00012121366,8435091,257,6.490437
25800,,4789.7764,4274.6904,488.8,14193.315800905228,-1.0,4887.0137,5260.5527,0.872195,4887.01316126301,4677.1973,[-1.194e-03  7.385e-01 -3.102e+00 -1.590e+00],61.09801,10.0,4999.5923,10.0,1.6367145,0.0087219495,18132800.0,671.2497,0.09965382,,100,0.06585817,0.010800515,209.81604,60.527718,0.4189424,1.0800517,4477.183,0.0009965382,8483971,258,6.5858173
25900,,4999.5586,4281.706,489.5,14269.019613981247,-1.0,4894.024,5919.064,1.0618935,4894.024185487942,4894.024,[ 4.220e-04  7.779e-01 -3.089e+00 -1.659e+00],48.369728,10.0,4999.5586,10.0,2.0674088,0.010618935,29179858.0,701.1302,0.03377525,,100,0.05406327,0.012039554,,56.24516,0.4189424,1.2039555,5038.6426,0.0003377525,8532921,259,5.4063272
26000,,4989.572,4294.9766,490.82,14346.567031383514,-1.0,4907.2944,5246.9697,0.46476454,4907.294511863421,4897.3125,[ 0.008  0.761 -3.1   -1.598],79.058815,10.0,4999.5537,10.0,1.2648811,0.004647645,5915483.0,646.2744,0.30517337,,100,0.030198788,0.010665381,9.981979,84.04106,0.4189424,1.0665381,4558.315,0.0030517336,8582003,260,3.0198789
26100,,4989.604,4337.057,495.02,14417.045199632645,-1.0,4949.379,5437.9883,1.0459858,4949.378854654964,4939.3994,[ 1.048e-03  7.924e-01 -3.110e+00 -1.608e+00],54.638687,10.0,4999.5835,10.0,1.8302051,0.010459857,27803940.0,496.42834,0.11182598,,100,0.04697381,0.010970647,9.979493,52.382107,0.4189424,1.0970646,4609.609,0.0011182597,8631505,261,4.697381
26200,,4979.67,4337.13,495.03,14483.421159267426,-1.0,4949.458,5646.091,1.0765142,4949.457969366957,4929.4917,[ 0.007  0.798 -3.144 -1.57 ],51.75615,10.0,4999.636,10.0,1.9321375,0.010765142,29337396.0,495.43262,0.0717341,,100,0.057803504,0.01138902,19.966269,52.813847,0.4189424,1.138902,4794.947,0.00071734097,8681008,262,5.7803507
26300,,4999.633,4287.6626,490.1,14556.141195297241,-1.0,4899.99,7083.3027,2.5551836,4899.990155618516,4899.99,[ 0.023  0.825 -3.129 -1.632],14.344245,10.0,4999.633,10.0,6.971437,0.025551835,165442580.0,615.0655,0.017018199,,100,0.13324709,0.0142921265,,23.830395,0.4189424,1.4292128,5466.545,0.00017018199,8730018,263,13.324709
26400,,4999.619,4327.5713,494.08,14624.005323410034,-1.0,4939.8975,7808.6074,5.954534,4939.897658791445,4939.8975,[ 0.052  0.775 -3.139 -1.651],14.371813,10.0,4999.619,10.0,6.9580646,0.059545342,895617500.0,505.2154,0.0011130449,,100,0.5976013,0.01572207,,6.5171204,0.4189424,1.5722069,6193.406,1.1130449e-05,8779426,264,59.760128
26500,,4999.593,4287.1743,490.04,14699.727572441101,-1.0,4899.497,4985.799,0.16947609,4899.497030399726,4899.497,[ 0.004  0.865 -3.135 -1.702],94.71132,10.0,4999.593,10.0,1.05584,0.001694761,1235391.6,698.5031,0.39019364,,100,0.012950132,0.010174042,,97.300125,0.4189424,1.0174042,4356.6123,0.0039019363,8828430,265,1.2950132
26600,,4979.5977,4217.1943,483.06,14760.427718639374,-1.0,4829.512,5790.8423,1.3730968,4829.512316186017,4809.552,[ 0.015  0.871 -3.144 -1.705],39.84204,10.0,4999.558,10.0,2.5099115,0.013730968,38654572.0,843.2046,0.04559993,,100,0.07493799,0.012328538,19.960564,44.633896,0.4189424,1.2328538,4820.7646,0.00045599928,8876736,266,7.4937997
26700,,4999.604,4248.7754,486.21,14830.854901075363,-1.0,4861.099,5240.0312,0.92550755,4861.0991258049235,4861.099,[ 0.042  0.82  -3.134 -1.693],67.68175,10.0,4999.604,10.0,1.4775033,0.009255076,22364448.0,791.47437,0.15847181,,100,0.08477351,0.0107499305,,57.43091,0.4189424,1.074993,4495.736,0.001584718,8925357,267,8.477351
26800,,0.7597656,4386.966,500.0,14908.995875358582,-1.0,4999.29,8273.723,4.182842,4999.28998218065,0.44435546,[ 0.018  0.867 -3.138 -1.737],17.856586,10.0,4999.6055,10.0,5.6001744,0.041828416,69131300.0,0.1562934,0.021902049,,100,0.3078223,0.016549513,4998.8457,13.535259,0.4189424,1.6549513,6824.677,0.00021902048,8975357,268,30.78223
26900,,4979.6797,4337.2417,495.03,14986.898852109909,-1.0,4949.571,5015.2183,0.25153488,4949.571043125807,4929.6064,[-0.016  0.794 -3.136 -1.705],94.77281,10.0,4999.6445,10.0,1.0551549,0.0025153488,1839392.5,495.44406,0.4749804,,100,0.020256234,0.010129836,19.964653,94.19227,0.4189424,1.0129838,4386.2295,0.004749804,9024860,269,2.0256236
27000,,4999.575,4322.933,493.61,15055.36374425888,-1.0,4935.2534,30327.94,54.217968,4935.253770632468,4935.2534,[-0.015  0.774 -3.141 -1.693],0.26284483,10.0,4999.575,10.0,380.4526,0.54217964,74210470000.0,515.4631,0.0002347226,,100,5.4525146,0.060769986,,1.2407091,0.4189424,6.077,18384.512,2.347226e-06,9074221,270,545.25146
27100,,4999.5938,4234.2905,484.78,15115.960080862045,-1.0,4846.613,9186.203,5.511333,4846.612720667788,4846.613,[-0.041  0.844 -3.132 -1.635],6.004281,10.0,4999.5938,10.0,16.654783,0.05511333,768636800.0,821.34454,0.0024329147,,100,0.4649093,0.018634949,,10.259617,0.4189424,1.8634949,6687.298,2.4329147e-05,9122699,271,46.49093
27200,,4999.624,4337.0205,495.01,15181.532403707504,-1.0,4949.3477,5017.844,0.2016866,4949.347662343521,4949.3477,[-0.019  0.784 -3.125 -1.656],95.16314,10.0,4999.624,10.0,1.050827,0.0020168659,1283829.6,497.42816,0.63879955,,100,0.015295073,0.010136472,,96.1918,0.4189424,1.0136472,4390.1494,0.0063879956,9172200,272,1.5295074
27300,,4539.927,4341.6235,495.47,15243.60263633728,-1.0,4953.948,5361.5493,0.9388499,4953.948580240722,4494.2593,[-0.017  0.779 -3.134 -1.663],64.5851,10.0,4999.6157,10.0,1.5483447,0.0093885,18826948.0,451.6901,0.21809511,,100,0.070264876,0.010801891,459.68884,56.96618,0.4189424,1.0801892,4599.6177,0.002180951,9221747,273,7.026488
27400,,4999.663,4330.947,494.41,15307.51405096054,-1.0,4943.2773,5616.3013,0.92577225,4943.277615224424,4943.2773,[-0.035  0.814 -3.15  -1.693],54.36899,10.0,4999.663,10.0,1.8392837,0.009257722,21971704.0,500.5113,0.053326868,,100,0.049533956,0.011341824,,60.014725,0.4189424,1.1341826,4785.8564,0.00053326867,9271188,274,4.953396
27500,,4999.6196,4335.6396,494.88,15364.688372373581,-1.0,4947.9653,5791.1235,1.1765099,4947.9653607247255,4947.9653,[-0.035  0.883 -3.156 -1.732],55.261257,10.0,4999.6196,10.0,1.809586,0.011765098,35245908.0,497.4844,0.30473462,,100,0.07558733,0.011687291,,49.668232,0.4189424,1.168729,4967.4175,0.0030473461,9320676,275,7.5587335
27600,,4989.6475,4208.066,482.21,15416.185630559921,-1.0,4820.392,61270.41,113.31023,4820.3923295675395,4810.4126,[-0.052  0.865 -3.177 -1.725],0.18353723,10.0,4999.627,10.0,544.8486,1.1331022,322844500000.0,661.8919,0.0011908573,,100,11.391756,0.123060904,9.979642,1.1657608,0.4189424,12.30609,46977.484,1.1908573e-05,9368897,276,1139.1757
27700,,1630.1226,4370.7056,498.38,15471.003324270248,-1.0,4983.022,6057.1562,2.1880016,4983.021996210337,1613.5999,[-0.017  0.666 -3.207 -1.475],35.377342,10.0,4999.545,10.0,2.826668,0.021880016,29639362.0,162.17294,0.116951704,,100,0.18895572,0.012312907,3369.4224,24.051615,0.4189424,1.2312906,5027.6865,0.001169517,9418735,277,18.895573
