InitialReturnMin,EpRewMean,EpLenMean,LearnableVariance,EpisodesSoFar,ReturnStepMaxmin,StdIWNorm,Bound,Iteration,InitialReturnMax,InitialReturnStd,InitialReturnMean,OptimizationReturnMin,InitialBound,ReturnMeanIW,MeanIW,MeanIWNorm,ESSClassic,OptimizationReturnMax,MaxIW,MinIWNorm,MeanEntropy,VarianceInit,ReturnStepMax,EmpiricalD2,OptimizationReturnMean,EpThisIter,J_sample_variance,StdIW,MinIW,MaxIWNorm,TimeElapsed,ESSRenyi,TimestepsSoFar,Weights
3049.413,4832.813113732489,483.52,,35300,10.0,0.021827556,5481.8145,353,4999.5723,456.9413,4832.813,,4220.493,6593.1997,1.3300716,0.013300714,27.077175,1950.1592,16.171877,0.00083698827,0.4189424,-1.0,10.0,3.294368,1783.4001,100,35120804.0,2.1827557,0.08369883,0.16171877,6020.026639699936,30.354836,14948520,[-0.039  0.759 -2.736 -3.231]
369.77554,4804.282066153759,480.62,,35400,10.0,0.009135819,4911.0947,354,4999.551,727.52203,4804.282,,4191.9644,5754.7534,1.1861807,0.011861806,62.76718,4629.7754,5.9908457,0.0009205392,0.4189424,-1.0,10.0,1.8983687,4434.5063,100,19092726.0,0.9135819,0.09205392,0.059908457,6040.83331823349,52.676807,14996582,[-0.023  0.718 -2.733 -3.206]
9.979659,4810.162694001432,481.18,,35500,10.0,0.009400517,5147.4756,355,4999.572,852.25696,4810.1626,,4197.843,6131.9995,1.2592758,0.012592758,64.21515,4989.5923,5.2253323,0.00052852416,0.4189424,-1.0,10.0,2.5852098,4800.183,100,23368274.0,0.94005173,0.05285242,0.05225332,6061.040554285049,38.68158,15044700,[-0.027  0.759 -2.726 -3.226]
9.9800415,4939.394773976132,494.05,,35600,10.0,0.010980063,4891.394,356,4999.558,504.92416,4939.395,,4327.076,5741.219,1.1645817,0.011645816,52.93989,4989.578,6.2923703,0.0013317942,0.4189424,-1.0,10.0,1.9262147,4929.415,100,30637240.0,1.0980064,0.13317943,0.0629237,6081.311523199081,51.915295,15094105,[-0.01   0.774 -2.72  -3.23 ]
,4763.446530828834,476.48,,35700,10.0,0.026069323,7097.3687,357,4999.5776,1030.085,4763.447,,4151.1255,8671.102,1.7907327,0.017907329,32.058197,4999.5776,16.317444,2.7160062e-05,0.4189424,-1.0,10.0,6.6054754,4763.447,100,174659680.0,2.6069322,0.0027160062,0.16317444,6100.666060209274,15.138956,15141753,[-0.006  0.777 -2.718 -3.277]
4449.246,4993.580440114581,499.46,,35800,10.0,0.007702433,5249.772,358,4999.532,54.708527,4993.58,,4381.2656,6024.588,1.2070189,0.01207019,71.06216,550.28613,4.192173,0.0014732501,0.4189424,-1.0,10.0,1.6012049,544.33435,100,29316500.0,0.7702434,0.14732501,0.041921727,6122.833223581314,62.45297,15191699,[-0.022  0.838 -2.732 -3.315]
,4939.766046844682,494.09,,35900,10.0,0.005894888,4648.328,359,4999.529,505.00836,4939.766,,4327.451,5372.5103,1.0849524,0.010849522,77.20762,4999.529,2.7003803,0.0018969073,0.4189424,-1.0,10.0,1.3987706,4939.766,100,9080729.0,0.5894888,0.18969074,0.027003802,6145.1123032569885,71.491356,15241108,[-0.017  0.83  -2.728 -3.273]
,4949.101111305192,495.01,,36000,10.0,0.048723143,5460.0864,360,4999.5483,497.40344,4949.101,,4336.784,7641.4727,1.5385056,0.015385054,9.066723,4999.5483,40.574326,7.247261e-05,0.4189424,-1.0,10.0,12.691482,4949.101,100,599723840.0,4.8723145,0.0072472612,0.40574324,6165.198038339615,7.8793006,15290609,[-0.012  0.831 -2.71  -3.245]
1089.4391,4931.952945309456,493.31,,36100,10.0,0.099705555,8348.041,361,4999.582,476.18317,4931.953,,4319.632,10749.65,2.1544006,0.021544006,4.4606333,3910.143,100.13595,0.00012229923,0.4189424,-1.0,10.0,15.383173,3842.5137,100,1540439000.0,9.970555,0.012229923,1.0013595,6185.578240156174,6.5006094,15339940,[ 0.015  0.777 -2.678 -3.172]
709.5692,4956.103497905066,495.72,,36200,10.0,0.051193934,6149.7583,362,4999.5166,426.79416,4956.1035,,4343.79,8224.645,1.648759,0.016487591,9.397601,4289.9473,46.583332,0.00012034042,0.4189424,-1.0,10.0,11.482627,4246.534,100,488722340.0,5.119394,0.012034042,0.4658333,6207.791793823242,8.708809,15389512,[ 2.693e-03  7.103e-01 -2.685e+00 -3.134e+00]
,4822.799302374391,482.41,,36300,10.0,0.49229163,18937.271,363,4999.5093,878.8202,4822.799,,4210.487,30625.488,6.1728053,0.061728053,1.5479084,4999.5093,492.13162,3.5256537e-06,0.4189424,-1.0,10.0,364.37656,4822.799,100,61180690000.0,49.229164,0.00035256537,4.921316,6227.485807418823,0.27444136,15437753,[-0.006  0.68  -2.689 -3.181]
9.979403,4889.911802199613,489.11,,36400,10.0,0.009446671,4573.4644,364,4999.6064,655.9945,4889.912,,4277.5874,5408.967,1.0974334,0.010974334,57.4392,4989.627,5.464941,0.0010855104,0.4189424,-1.0,10.0,1.861798,4879.932,100,22962626.0,0.94466716,0.10855104,0.05464941,6251.518621683121,53.711517,15486664,[ 0.014  0.73  -2.683 -3.133]
,4899.1424691105,490.02,,36500,10.0,0.04443602,6964.998,365,4999.535,699.87756,4899.142,,4286.8267,9014.601,1.822618,0.01822618,14.400918,4999.535,31.92748,4.3246615e-05,0.4189424,-1.0,10.0,11.204407,4899.142,100,499705000.0,4.443602,0.0043246616,0.3192748,6275.941120862961,8.925059,15535666,[ 0.012  0.743 -2.689 -3.103]
,4806.640903117941,480.79,,36600,10.0,0.009196891,4853.142,366,4999.5435,944.97955,4806.641,,4194.3247,5700.173,1.1781977,0.011781978,62.138027,4999.5435,4.8931956,0.000705525,0.4189424,-1.0,10.0,1.9135782,4806.641,100,22597738.0,0.9196892,0.0705525,0.048931956,6296.3741064071655,52.25812,15583745,[ 0.021  0.685 -2.7   -3.103]
,4899.254293060023,490.04,,36700,10.0,0.044500593,4940.7925,367,4999.5728,698.46924,4899.254,,4286.934,6474.4087,1.3144252,0.013144251,8.024403,4999.5728,44.52093,0.00026110793,0.4189424,-1.0,10.0,6.273014,4899.254,100,500697900.0,4.4500594,0.026110794,0.4452093,6317.190410852432,15.9413,15632749,[ 0.034  0.647 -2.703 -3.063]
4459.1465,4993.695613212678,499.47,,36800,10.0,0.012235655,5001.147,368,4999.582,53.725315,4993.696,,4381.3745,6090.1587,1.2183053,0.012183053,49.78459,540.43555,7.6293883,9.66066e-06,0.4189424,-1.0,10.0,3.1630535,534.5492,100,30250992.0,1.2235656,0.000966066,0.07629388,6337.488042354584,31.61502,15682696,[ 0.011  0.6   -2.698 -3.029]
379.68732,4864.9386314200365,486.61,,36900,10.0,0.09281527,7900.9424,369,4999.5347,763.792,4864.939,,4252.623,11002.407,2.2094083,0.022094082,5.3626046,4619.847,86.399796,5.3336582e-05,0.4189424,-1.0,10.0,25.655666,4485.2515,100,1858280000.0,9.2815275,0.0053336583,0.86399794,6356.9128313064575,3.8977745,15731357,[ 0.031  0.607 -2.674 -3.063]
,4899.326125428139,490.04,,37000,10.0,0.028045647,5695.211,370,4999.605,698.4793,4899.326,,4287.002,6877.9004,1.3953867,0.013953867,19.842716,4999.605,20.211796,0.0013903137,0.4189424,-1.0,10.0,3.7305992,4899.326,100,199451120.0,2.8045647,0.13903138,0.20211795,6379.434282302856,26.805346,15780361,[ 0.011  0.652 -2.68  -3.042]
3239.331,4943.228172970514,494.44,,37100,10.0,0.021485185,5369.0767,371,4999.5566,287.35733,4943.2285,,4330.909,6620.64,1.3286476,0.013286477,27.663122,1760.2256,13.987613,0.00040907256,0.4189424,-1.0,10.0,4.1778383,1703.8972,100,33218570.0,2.1485186,0.040907256,0.13987613,6399.464254617691,23.935823,15829805,[-0.011  0.641 -2.678 -3.032]
4149.017,4984.170087441986,498.51,,37200,10.0,0.010435176,5182.8,372,4999.638,106.57455,4984.17,,4371.8423,6033.151,1.2069796,0.012069795,57.22525,850.6211,6.7880445,0.00036420516,0.4189424,-1.0,10.0,1.9285381,835.1531,100,26128360.0,1.0435177,0.036420517,0.067880444,6421.876673460007,51.85275,15879656,[-0.013  0.659 -2.705 -2.983]
,4844.097877912118,484.53,,37300,10.0,0.08543512,8169.5996,373,4999.61,853.192,4844.0977,,4231.773,10282.093,2.0881605,0.020881604,5.637106,4999.61,84.56746,5.3653086e-05,0.4189424,-1.0,10.0,11.902192,4844.0977,100,1844811900.0,8.543512,0.005365309,0.8456746,6440.2512929439545,8.4018135,15928109,[-5.819e-04  6.446e-01 -2.727e+00 -2.935e+00]
4998.443,4999.202923758621,500.0,,37400,10.0,0.31356457,14031.457,374,4999.658,0.2592468,4999.2026,,4386.872,19517.39,3.9041336,0.03904133,1.526562,1.215332,315.47662,1.961683e-05,0.4189424,-1.0,10.0,80.26555,0.76012206,100,384666240.0,31.356457,0.001961683,3.154766,6461.293114185333,1.2458645,15978109,[ 0.008  0.73  -2.731 -3.013]
,4849.497517712101,485.06,,37500,10.0,0.023739088,5059.125,375,4999.614,851.09607,4849.4976,,4237.1724,6242.0527,1.2782477,0.012782476,22.47677,4999.614,22.2363,0.00037827523,0.4189424,-1.0,10.0,3.7320893,4849.4976,100,143390050.0,2.3739088,0.037827525,0.222363,6482.789785385132,26.794643,16026615,[-0.007  0.686 -2.733 -3.074]
369.74335,4945.943962501652,494.7,,37600,10.0,0.41595906,9535.6045,376,4999.61,465.01828,4945.944,,4333.619,23161.455,4.6595464,0.046595458,1.2392824,4629.8667,418.37488,3.3211006e-06,0.4189424,-1.0,10.0,495.18076,4576.2,100,37460206000.0,41.595905,0.00033211007,4.1837487,6503.709310531616,0.20194645,16076085,[ 1.232e-03  6.940e-01 -2.753e+00 -3.142e+00]
,4785.234899323235,478.67,,37700,10.0,0.19182678,11115.84,377,4999.5234,945.80664,4785.2354,,4172.921,15494.499,3.1848376,0.03184838,2.682544,4999.5234,191.25931,2.1910697e-05,0.4189424,-1.0,10.0,51.136818,4785.2354,100,9287965000.0,19.182678,0.0021910698,1.912593,6522.14314699173,1.9555382,16123952,[ 0.021  0.646 -2.755 -3.211]
1229.3035,4961.222609029023,496.24,,37800,10.0,0.029658386,5994.7173,378,4999.5327,375.0722,4961.2227,,4348.907,7295.2163,1.4600477,0.014600476,19.507244,3770.2292,18.999945,0.00016140203,0.4189424,-1.0,10.0,4.5109715,3731.919,100,129569784.0,2.9658384,0.016140204,0.18999945,6541.831351995468,22.168173,16173576,[ 0.05   0.584 -2.729 -3.127]
9.982013,4912.178105548325,491.33,,37900,10.0,5.8425665,180332.22,379,4999.6406,615.02094,4912.178,,4299.849,295706.4,59.159767,0.5915977,1.0148816,4989.6587,5872.4053,5.152069e-08,0.4189424,-1.0,10.0,35501.645,4902.1963,100,8582904400000.0,584.2567,5.152069e-06,58.724052,6563.293451547623,0.002816771,16222709,[ 0.022  0.562 -2.741 -3.073]
9.980846,4813.228445450168,481.5,,38000,10.0,0.006836777,4724.3564,380,4999.59,755.36426,4813.2285,,4200.9062,5546.111,1.1661972,0.011661971,74.42229,4989.609,4.029539,0.0005348755,0.4189424,-1.0,10.0,1.8010416,4803.2476,100,11019833.0,0.68367773,0.05348755,0.04029539,6583.615224599838,55.523426,16270859,[ 0.006  0.511 -2.766 -3.174]
429.59235,4911.430356850141,491.27,,38100,10.0,0.05274392,6852.703,381,4999.5474,613.0526,4911.43,,4299.1133,9022.841,1.8610024,0.018610025,11.071129,4569.955,43.768764,0.0001146435,0.4189424,-1.0,10.0,12.560931,4481.838,100,585628350.0,5.274392,0.011464351,0.43768764,6605.431941986084,7.961193,16319986,[ 0.021  0.516 -2.756 -3.176]
789.3518,4821.707885860437,482.34,,38200,10.0,0.010941263,4571.2363,382,4999.5024,771.793,4821.708,,4209.396,5412.3574,1.1094692,0.011094693,50.69622,4210.1504,7.5874205,0.0017975841,0.4189424,-1.0,10.0,1.8870025,4032.356,100,22650176.0,1.0941263,0.17975841,0.0758742,6626.575629711151,52.994102,16368220,[ 0.03   0.57  -2.758 -3.255]
,4906.666243807469,490.81,,38300,10.0,0.0040358542,4377.6396,383,4999.5024,646.32245,4906.666,,4294.355,5039.9834,1.0288163,0.010288163,86.66378,4999.5024,2.8879027,0.0017614091,0.4189424,-1.0,10.0,1.1700981,4906.666,100,4532378.0,0.40358543,0.17614092,0.028879026,6646.262219667435,85.46292,16417301,[ 0.033  0.542 -2.753 -3.243]
,4650.86422565149,465.28,,38400,10.0,0.20718156,11463.986,384,4999.5513,1212.1238,4650.8643,,4038.5469,18132.098,3.6728141,0.03672814,3.0468936,4999.5513,181.30496,4.906125e-06,0.4189424,-1.0,10.0,118.59117,4650.8643,100,10842939000.0,20.718157,0.0004906125,1.8130496,6665.01504945755,0.8432331,16463829,[ 0.041  0.547 -2.756 -3.262]
49.91945,4886.655175663202,488.8,,38500,10.0,0.0752428,5920.505,385,4999.511,684.1723,4886.6553,,4274.3423,9081.651,1.8269702,0.018269703,5.567429,4949.592,61.587185,3.0409954e-05,0.4189424,-1.0,10.0,26.6528,4836.736,100,1401631900.0,7.5242815,0.0030409954,0.61587185,6682.923735380173,3.751951,16512709,[ 0.033  0.521 -2.765 -3.12 ]
4968.9014,4998.719137757977,499.98,,38600,10.0,0.014742258,4926.738,386,4999.584,3.0186272,4998.719,,4386.3975,5864.9443,1.1732473,0.011732473,38.776535,30.682617,11.893383,0.0008473101,0.4189424,-1.0,10.0,2.3476744,29.817768,100,34331228.0,1.4742258,0.08473101,0.11893383,6703.956418275833,42.595345,16562707,[ 0.025  0.538 -2.765 -3.042]
,4902.9711208602885,490.41,,38700,10.0,0.18924591,10228.764,387,4999.4976,673.15436,4902.9707,,4290.66,15364.575,3.0979505,0.030979505,2.609823,4999.4976,190.20694,2.0266573e-07,0.4189424,-1.0,10.0,70.35162,4902.9707,100,9038767000.0,18.924591,2.0266574e-05,1.9020693,6724.375212669373,1.4214313,16611748,[ 0.025  0.576 -2.731 -3.065]
,4614.719876916095,461.66,,38800,10.0,0.032640714,5298.1914,388,4999.5786,1304.8838,4614.72,,4002.399,7024.0845,1.4636055,0.0146360565,16.740309,4999.5786,24.204422,0.00025213158,0.4189424,-1.0,10.0,7.944558,4614.72,100,271970850.0,3.2640712,0.02521316,0.24204421,6745.2826228141785,12.587233,16657914,[ 0.055  0.595 -2.714 -3.161]
,4796.345038552415,479.8,,38900,10.0,0.021057319,4923.5054,389,4999.49,874.48987,4796.345,,4184.035,5890.5107,1.2015804,0.012015804,24.56311,4999.49,19.50166,0.00063694833,0.4189424,-1.0,10.0,2.4941068,4796.345,100,112788120.0,2.1057317,0.063694835,0.1950166,6765.327579021454,40.094513,16705894,[ 0.051  0.541 -2.727 -3.083]
,4853.059529282632,485.43,,39000,10.0,0.005748841,4329.49,390,4999.5537,830.6876,4853.0596,,4240.7417,5020.0815,1.031343,0.010313429,76.29456,4999.5537,3.2667441,0.0028383206,0.4189424,-1.0,10.0,1.2720032,4853.0596,100,9081379.0,0.5748841,0.28383207,0.03266744,6785.55252456665,78.61616,16754437,[ 0.027  0.549 -2.727 -3.079]
4997.903,4999.091294837776,500.0,,39100,10.0,0.013759012,4595.424,391,4999.5356,0.31944978,4999.0913,,4386.7754,5597.572,1.1197325,0.011197325,39.842354,1.6328125,7.75472,0.0006287217,0.4189424,-1.0,10.0,2.6786323,1.1884521,100,31635086.0,1.3759012,0.06287217,0.0775472,6803.987059354782,37.332485,16804437,[ 0.016  0.546 -2.739 -3.091]
,4820.4203583141925,482.18,,39200,10.0,0.6610648,29424.227,392,4999.5483,886.1107,4820.4204,,4208.1035,36342.312,7.2905836,0.07290584,1.2016722,4999.5483,664.9469,1.9351387e-06,0.4189424,-1.0,10.0,127.649475,4820.4204,100,110317250000.0,66.10649,0.00019351387,6.649469,6821.2005932331085,0.7833953,16852655,[ 0.03   0.574 -2.738 -3.091]
,4835.34073740312,483.71,,39300,10.0,0.041700106,4848.404,393,4999.539,758.3319,4835.341,,4223.025,6271.239,1.3708447,0.013708447,9.752934,4999.539,39.507454,0.00030683368,0.4189424,-1.0,10.0,5.3995543,4835.341,100,346094180.0,4.170011,0.030683368,0.39507452,6841.08740067482,18.520048,16901026,[ 8.971e-04  5.063e-01 -2.663e+00 -3.046e+00]
9.980321,4392.422422884652,439.7,,39400,10.0,0.0068196002,4223.7637,394,4999.5723,1068.6589,4392.4224,,3780.1028,5003.4243,1.0853238,0.010853238,71.69385,4989.592,3.6011546,0.001183442,0.4189424,-1.0,10.0,1.621267,4382.4424,100,13288408.0,0.68196005,0.1183442,0.036011543,6859.742706298828,61.680157,16944996,[-0.019  0.516 -2.661 -3.046]
,4604.941057717475,460.78,,39500,10.0,0.0043855202,4069.2163,395,4999.5317,971.07556,4604.941,,3992.6262,4741.0015,0.9961617,0.009961616,83.76523,4999.5317,2.5976355,0.003081618,0.4189424,-1.0,10.0,1.20368,4604.941,100,6112838.0,0.43855202,0.30816182,0.025976354,6876.7654185295105,83.07856,16991074,[-0.015  0.535 -2.66  -3.034]
369.65448,4898.697227054713,489.99,,39600,10.0,0.15446582,8644.362,396,4999.553,556.6417,4898.6973,,4286.3794,12118.462,2.439842,0.02439842,2.434199,4629.899,154.73547,2.7196802e-05,0.4189424,-1.0,10.0,32.190735,4529.043,100,5165140500.0,15.446584,0.0027196803,1.5473547,6896.017007350922,3.106484,17040073,[-0.01   0.542 -2.66  -3.026]
449.63843,4807.245782985786,480.87,,39700,10.0,0.030476434,5392.1772,397,4999.5923,809.18915,4807.2456,,4194.923,6859.08,1.4093758,0.014093757,17.618036,4549.954,21.555979,0.00028519917,0.4189424,-1.0,10.0,5.739079,4357.6074,100,195791490.0,3.0476434,0.02851992,0.21555978,6916.701053619385,17.424398,17088160,[-1.026e-03  4.896e-01 -2.667e+00 -3.053e+00]
,4750.136596835766,475.22,,39800,10.0,0.017792398,4930.4336,398,4999.589,833.0598,4750.1367,,4137.814,5891.579,1.2224705,0.012224707,32.068523,4999.589,12.040294,0.0010208631,0.4189424,-1.0,10.0,2.463874,4750.1367,100,81011340.0,1.7792398,0.10208631,0.12040293,6935.632043600082,40.58649,17135682,[ 0.011  0.472 -2.674 -3.1  ]
,4710.666578206819,471.23,,39900,10.0,0.019747073,4920.9604,399,4999.556,1101.9528,4710.6665,,4098.3486,6065.4766,1.2621891,0.012621892,29.004917,4999.556,12.482257,0.0002991175,0.4189424,-1.0,10.0,3.493733,4710.6665,100,100310184.0,1.9747072,0.02991175,0.124822564,6953.920725107193,28.62268,17182805,[ 0.01   0.455 -2.668 -3.035]
9.982651,4586.078807515032,458.81,,40000,10.0,0.008689311,4348.9517,400,4999.478,1216.463,4586.0786,,3973.77,5171.0586,1.0966626,0.010966625,61.432438,4989.4956,5.813246,0.00026283684,0.4189424,-1.0,10.0,1.8026694,4576.096,100,20586714.0,0.8689311,0.026283685,0.058132455,6972.550765514374,55.47329,17228686,[ 0.016  0.422 -2.679 -3.046]
1429.425,4813.289675381737,481.52,,40100,10.0,0.023221986,5469.9155,401,4999.498,711.12177,4813.2896,,4200.9785,6566.0356,1.334456,0.01334456,24.824745,3570.073,18.24086,0.00026338248,0.4189424,-1.0,10.0,3.2045877,3383.8647,100,73730360.0,2.3221986,0.02633825,0.1824086,6993.877450466156,31.205263,17276838,[ 0.011  0.449 -2.682 -3.057]
439.713,4830.050906187862,483.16,,40200,10.0,0.015505191,4799.4697,402,4999.4927,775.8095,4830.051,,4217.74,5587.8916,1.1462436,0.011462436,35.338364,4559.78,14.545697,0.0013699776,0.4189424,-1.0,10.0,1.6579596,4390.338,100,51563470.0,1.550519,0.13699776,0.14545697,7013.376184940338,60.3151,17325154,[ 0.021  0.446 -2.67  -3.107]
,4770.971364790995,477.25,,40300,10.0,0.008731873,4560.0327,403,4999.551,964.34644,4770.971,,4158.654,5350.509,1.1183276,0.011183276,62.125526,4999.551,5.457005,0.0021490324,0.4189424,-1.0,10.0,1.6665733,4770.971,100,20336900.0,0.8731873,0.21490325,0.05457005,7034.622899055481,60.00336,17372879,[ 0.014  0.435 -2.675 -3.064]
,4716.28124093463,471.82,,40400,10.0,0.038983,5819.4795,404,4999.5527,992.89996,4716.281,,4103.9634,7141.169,1.4712237,0.014712239,12.4674225,4999.5527,33.64872,6.328315e-05,0.4189424,-1.0,10.0,4.6591334,4716.281,100,385505660.0,3.8982997,0.006328315,0.3364872,7055.4765639305115,21.463219,17420061,[ 0.017  0.415 -2.686 -3.072]
9.980703,4685.3975088397765,468.75,,40500,10.0,0.008451955,4498.5615,405,4999.56,997.57794,4685.3975,,4073.0789,5289.957,1.1339588,0.011339587,64.286125,4989.5796,6.273219,0.0013049699,0.4189424,-1.0,10.0,1.6704452,4675.417,100,16365218.0,0.84519553,0.130497,0.06273219,7076.713407754898,59.86428,17466936,[ 0.006  0.457 -2.688 -3.128]
,4622.829621675981,462.51,,40600,10.0,0.012536793,4673.638,406,4999.582,1098.8073,4622.8296,,4010.5083,5677.491,1.1979469,0.011979469,47.72789,4999.582,7.000421,0.00047311513,0.4189424,-1.0,10.0,2.6877053,4622.8296,100,40956224.0,1.2536794,0.047311515,0.07000421,7097.366310834885,37.20646,17513187,[-1.261e-03  4.662e-01 -2.705e+00 -3.105e+00]
1269.51,4847.899052407948,484.97,,40700,10.0,0.013376152,4644.725,407,4999.5713,617.2292,4847.899,,4235.579,5596.647,1.2041523,0.012041523,44.76365,3730.0613,7.355259,0.00067447557,0.4189424,-1.0,10.0,2.416829,3578.3892,100,23343924.0,1.3376154,0.06744756,0.073552586,7116.313146829605,41.37653,17561684,[ 0.005  0.487 -2.697 -3.083]
,4688.217259988241,469.05,,40800,10.0,0.009653532,4435.9653,408,4999.559,981.4689,4688.2173,,4075.899,5242.114,1.1363889,0.011363889,58.08425,4999.559,5.5726247,0.001003037,0.4189424,-1.0,10.0,1.7333068,4688.2173,100,20468074.0,0.96535325,0.1003037,0.055726245,7135.521279573441,57.69319,17608589,[-1.233e-04  4.706e-01 -2.703e+00 -3.111e+00]
,4593.54118006531,459.67,,40900,10.0,0.012794916,4787.5654,409,4999.537,935.5029,4593.541,,3981.225,5634.336,1.1989236,0.011989237,46.752647,4999.537,8.242184,0.0013228508,0.4189424,-1.0,10.0,1.9124076,4593.541,100,42546948.0,1.2794915,0.13228509,0.08242183,7156.054664134979,52.290108,17654556,[-2.981e-03  4.712e-01 -2.700e+00 -3.153e+00]
,4720.815343009862,472.29,,41000,10.0,0.025367405,5241.6123,410,4999.5933,945.324,4720.815,,4108.492,6822.5366,1.4637097,0.014637096,24.977512,4999.5933,16.244696,0.0002575181,0.4189424,-1.0,10.0,6.665942,4720.815,100,147026940.0,2.5367405,0.025751812,0.16244695,7177.240305900574,15.00163,17701785,[ 0.005  0.441 -2.699 -3.117]
,4267.246630134084,427.12,,41100,10.0,0.0059633185,3976.595,411,4999.5474,1400.1056,4267.247,,3654.9297,4745.4795,1.0524619,0.010524619,75.69774,4999.5474,3.0289981,0.001294256,0.4189424,-1.0,10.0,1.5767745,4267.247,100,11260874.0,0.5963319,0.1294256,0.030289982,7196.955692052841,63.420612,17744497,[-0.012  0.476 -2.702 -3.133]
,4580.841119549138,458.33,,41200,10.0,0.0063502416,4153.6445,412,4999.6025,1089.5631,4580.841,,3968.5176,4878.171,1.0528086,0.010528088,73.323685,4999.6025,3.5591125,0.0012219218,0.4189424,-1.0,10.0,1.4000573,4580.841,100,11120067.0,0.6350242,0.12219218,0.035591125,7215.214730978012,71.425644,17790330,[-1.812e-04  4.789e-01 -2.707e+00 -3.139e+00]
,4646.045199540054,464.86,,41300,10.0,0.09346508,5133.74,413,4999.5493,1000.879,4646.045,,4033.7275,7492.3247,2.0387642,0.020387642,4.5420046,4999.5493,92.17784,0.00013972778,0.4189424,-1.0,10.0,14.8371315,4646.045,100,957055900.0,9.346509,0.013972779,0.9217784,7232.905524015427,6.739847,17836816,[-2.242e-03  5.019e-01 -2.714e+00 -3.147e+00]
,4156.18872148212,416.06,,41400,10.0,0.0038586345,3779.6543,414,4999.5225,1361.864,4156.189,,3543.8745,4453.1533,1.0170357,0.010170357,87.416824,4999.5225,2.4310155,0.003377195,0.4189424,-1.0,10.0,1.2098335,4156.189,100,6393372.5,0.38586345,0.3377195,0.024310155,7251.067093610764,82.656,17878422,[-0.018  0.467 -2.712 -3.164]
1509.6774,4489.682057318955,449.31,,41500,10.0,0.010462955,4428.442,415,4999.5605,1035.0083,4489.682,,3877.3635,5307.7905,1.114141,0.01114141,53.137264,3489.8833,6.1214547,0.0011037943,0.4189424,-1.0,10.0,2.0623724,2980.005,100,17388100.0,1.0462954,0.110379435,0.061214548,7269.57223367691,48.487846,17923353,[-0.014  0.481 -2.719 -3.165]
,4541.878364095314,454.5,,41600,10.0,0.006727613,4201.327,416,4999.574,1147.0819,4541.878,,3929.5576,4976.821,1.058459,0.010584589,71.22542,4999.574,4.1540914,0.0009679349,0.4189424,-1.0,10.0,1.603982,4541.878,100,13056733.0,0.67276126,0.096793495,0.041540913,7291.460599184036,62.34484,17968803,[-0.008  0.504 -2.722 -3.157]
379.65466,4717.010570790682,471.91,,41700,10.0,0.0024566862,4188.7734,417,4999.52,940.5746,4717.0103,,4104.697,4822.069,1.0251151,0.010251151,94.568726,4619.865,1.7740024,0.00494145,0.4189424,-1.0,10.0,1.069707,4337.3555,100,2311251.2,0.24566863,0.494145,0.017740024,7314.611626625061,93.483536,18015994,[ 0.004  0.498 -2.724 -3.152]
1379.5581,4933.9059158252185,493.51,,41800,10.0,0.055452056,6555.0283,418,4999.6055,414.01758,4933.906,,4321.581,8617.66,1.7293037,0.017293038,8.863395,3620.0474,53.899086,9.051265e-05,0.4189424,-1.0,10.0,11.34699,3554.348,100,412963620.0,5.545205,0.009051265,0.53899086,7337.989406347275,8.81291,18065345,[ 0.005  0.49  -2.728 -3.134]
1269.0063,4821.811038372289,482.33,,41900,10.0,0.17868796,9440.75,419,4999.561,774.2993,4821.811,,4209.4917,13990.966,2.8299985,0.028299985,2.4469373,3730.5547,178.6576,4.1610932e-05,0.4189424,-1.0,10.0,55.22161,3552.805,100,4502034400.0,17.868795,0.0041610934,1.7865759,7361.095946550369,1.8108852,18113578,[ 0.02   0.481 -2.731 -3.051]
3119.5625,4975.412026059364,497.65,,42000,10.0,0.009331588,5228.516,420,4999.55,192.78255,4975.412,,4363.0947,6139.6406,1.2284496,0.012284496,63.41043,1879.9873,5.2588487,0.00018466351,0.4189424,-1.0,10.0,2.214127,1855.8495,100,17947312.0,0.9331588,0.018466352,0.052588485,7383.100423574448,45.164528,18163343,[-1.252e-03  5.453e-01 -2.729e+00 -3.102e+00]
,4728.868242256713,473.06,,42100,10.0,0.017629951,5232.1123,421,4999.539,996.08685,4728.868,,4116.5522,6379.267,1.389426,0.013894259,38.313877,4999.539,11.109917,0.00015165066,0.4189424,-1.0,10.0,3.5098848,4728.868,100,69188550.0,1.7629952,0.015165066,0.11109916,7403.222404241562,28.490963,18210649,[ 0.014  0.545 -2.726 -3.079]
1789.2168,4915.937505076656,491.75,,42200,10.0,0.048290446,7592.7305,422,4999.5435,459.03497,4915.9375,,4303.621,10031.879,2.048344,0.02048344,15.248604,3210.3267,31.47294,6.8374844e-05,0.4189424,-1.0,10.0,15.868089,3126.7207,100,254138300.0,4.829045,0.0068374844,0.3147294,7426.137594461441,6.301956,18259824,[ 0.035  0.549 -2.705 -3.112]
29.945469,4821.727540457016,482.34,,42300,10.0,0.0031693142,4295.4062,423,4999.4683,807.7153,4821.7275,,4209.4204,4943.399,1.021493,0.010214929,91.21896,4969.523,1.9516927,0.0031787967,0.4189424,-1.0,10.0,1.1199559,4791.782,100,3161556.2,0.31693146,0.31787968,0.019516926,7446.504132270813,89.28923,18308058,[ 0.045  0.582 -2.721 -3.225]
