AvgNormIw,ESSRenyi,IterType,MinNormIw,VarDiscRet,VarNormIw,Delta,MinVanillaIw,VarVanillaIw,VanillaAvgRet,Bound,AvgEpLen,J,MaxNormIw,VarJ,ESSClassic,AvgRet,EpsThisIter,MaxVanillaIw,eRenyi2,VarRet,BatchSize,AvgVanillaIw,AvgDiscRet
0.00333333,500.0,2,0.00333333,709.956770334,5.43914e-20,0.8,1.0,,4643.90864911,4504.98,500.0,4639.77,0.00333333,71.8806,299.999969474,4643.90864911,100,1.0,1.0,709.956770334,500,1.0,4643.90864911
0.0025,500.0,2,0.0025,601.280629716,5.4346e-20,0.8,1.0,,4645.0028198,4524.33,500.0,4641.08,0.0025,63.4749,400.0,4645.0028198,100,1.0,1.0,601.280629716,500,1.0,4645.0028198
0.002,495.666892501,1,0.00162896,570.620366668,3.72335e-08,0.8,0.813428,0.00928428,4642.2769168,4537.37,500.0,4642.25,0.00306933,48.9771,495.397853507,4642.2769168,100,1.53268,1.00874,570.620366668,500,0.998706,4642.2769168
0.01,500.0,2,0.01,578.821324179,3.50449e-18,0.8,1.0,,4645.20881645,4411.67,500.0,4645.21,0.01,23.9381,100.0,4645.20881645,100,1.0,1.0,578.821324179,500,1.0,4645.20881645
0.005,500.0,2,0.005,2452.85191717,2.1793e-19,0.8,1.0,,4642.22554051,4478.58,499.6,4643.72,0.005,38.7673,200.000000102,4642.22554051,100,1.0,1.0,2452.85191717,500,1.0,4642.22554051
0.00333333,500.0,2,0.00333333,547.32493253,5.43914e-20,0.8,1.0,,4644.42421493,4509.12,499.96,4643.95,0.00333333,34.3899,299.999969474,4644.42421493,100,1.0,1.0,547.32493253,500,1.0,4644.42421493
0.0025,500.0,2,0.0025,23485.0425682,5.4346e-20,0.8,1.0,,4628.41295098,4523.28,497.82,4640.07,0.0025,82.1269,400.0,4628.41295098,100,1.0,1.0,23485.0425682,500,1.0,4628.41295098
0.002,490.772530431,1,0.000822062,489.538206365,7.92017e-08,0.8,0.410665,0.0197652,4644.85509067,4537.96,500.0,4643.39,0.00256491,42.8879,490.310861948,4644.85509067,100,1.28131,1.0188,489.538206365,500,0.999109,4644.85509067
0.01,500.0,2,0.01,641.076460419,3.50449e-18,0.8,1.0,,4644.85008366,4411.43,499.94,4644.85,0.01,25.1925,100.0,4644.85008366,100,1.0,1.0,641.076460419,500,1.0,4644.85008366
0.005,500.0,2,0.005,7141.75459788,2.1793e-19,0.8,1.0,,4635.27205891,4474.99,499.0,4640.06,0.005,62.253,200.000000102,4635.27205891,100,1.0,1.0,7141.75459788,500,1.0,4635.27205891
0.00333333,500.0,2,0.00333333,671.799726823,5.43914e-20,0.8,1.0,,4645.89265411,4507.16,500.0,4642.01,0.00333333,53.0366,299.999969474,4645.89265411,100,1.0,1.0,671.799726823,500,1.0,4645.89265411
0.0025,500.0,2,0.0025,819.258433027,5.4346e-20,0.8,1.0,,4642.65796261,4525.39,500.0,4642.17,0.0025,48.0885,400.0,4642.65796261,100,1.0,1.0,819.258433027,500,1.0,4642.65796261
0.002,492.688383558,1,0.0008983,17324.7700309,5.71027e-08,0.8,0.452001,0.0144574,4629.40942075,4536.24,498.65,4641.46,0.00287033,48.7967,492.976637916,4629.40942075,100,1.44427,1.01484,17324.7700309,500,1.00635,4629.40942075
0.01,500.0,2,0.01,490.413481492,3.50449e-18,0.8,1.0,,4647.01830123,4413.44,500.0,4647.02,0.01,22.0343,100.0,4647.01830123,100,1.0,1.0,490.413481492,500,1.0,4647.01830123
0.005,500.0,2,0.005,319.725449358,2.1793e-19,0.8,1.0,,4649.55185177,4483.12,500.0,4648.29,0.005,20.0655,200.000000102,4649.55185177,100,1.0,1.0,319.725449358,500,1.0,4649.55185177
0.00333333,500.0,2,0.00333333,649.70273814,5.43914e-20,0.8,1.0,,4641.85113082,4511.28,500.0,4646.14,0.00333333,22.1814,299.999969474,4641.85113082,100,1.0,1.0,649.70273814,500,1.0,4641.85113082
0.0025,500.0,2,0.0025,13286.7175795,5.4346e-20,0.8,1.0,,4627.29134818,4524.64,498.83,4641.43,0.0025,61.0253,400.0,4627.29134818,100,1.0,1.0,13286.7175795,500,1.0,4627.29134818
0.002,494.429233196,1,0.0012873,559.625167805,4.38115e-08,0.8,0.64213,0.0109012,4642.18310345,4537.78,500.0,4642.83,0.00281936,40.7297,494.593799737,4642.18310345,100,1.40635,1.01127,559.625167805,500,0.997638,4642.18310345
0.01,500.0,2,0.01,1058.73275809,3.50449e-18,0.8,1.0,,4641.0903461,4407.52,499.92,4641.09,0.01,32.3751,100.0,4641.0903461,100,1.0,1.0,1058.73275809,500,1.0,4641.0903461
0.005,500.0,2,0.005,2307.4058689,2.1793e-19,0.8,1.0,,4639.43404788,4475.1,499.59,4640.26,0.005,40.828,200.000000102,4639.43404788,100,1.0,1.0,2307.4058689,500,1.0,4639.43404788
0.00333333,500.0,2,0.00333333,1860.8660415,5.43914e-20,0.8,1.0,,4642.7829827,4506.25,499.66,4641.1,0.00333333,41.5546,299.999969474,4642.7829827,100,1.0,1.0,1860.8660415,500,1.0,4642.7829827
0.0025,500.0,2,0.0025,15277.4992853,5.4346e-20,0.8,1.0,,4631.07903938,4521.81,498.72,4638.6,0.0025,71.38,400.0,4631.07903938,100,1.0,1.0,15277.4992853,500,1.0,4631.07903938
0.002,493.195245538,1,0.000781604,406.855779938,6.52798e-08,0.8,0.392321,0.0164471,4645.7468661,4536.45,500.0,4641.63,0.00258821,46.5591,491.986668426,4645.7468661,100,1.29914,1.0138,406.855779938,500,1.00389,4645.7468661
0.01,500.0,2,0.01,460.221161275,3.50449e-18,0.8,1.0,,4645.10477303,4411.68,500.0,4645.1,0.01,21.3452,100.0,4645.10477303,100,1.0,1.0,460.221161275,500,1.0,4645.10477303
0.005,500.0,2,0.005,185.421184464,2.1793e-19,0.8,1.0,,4650.93462066,4482.91,499.99,4648.02,0.005,18.1132,200.000000102,4650.93462066,100,1.0,1.0,185.421184464,500,1.0,4650.93462066
0.00333333,500.0,2,0.00333333,564.131046857,5.43914e-20,0.8,1.0,,4642.21634333,4511.28,500.0,4646.09,0.00333333,20.307,299.999969474,4642.21634333,100,1.0,1.0,564.131046857,500,1.0,4642.21634333
0.0025,500.0,2,0.0025,511.023561591,5.4346e-20,0.8,1.0,,4642.70115703,4528.49,500.0,4645.24,0.0025,20.9262,400.0,4642.70115703,100,1.0,1.0,511.023561591,500,1.0,4642.70115703
0.002,496.777222579,1,0.00123374,3520.08608676,3.07602e-08,0.8,0.616778,0.00768779,4635.87403972,4539.35,499.51,4644.11,0.00258105,27.1629,496.192088976,4635.87403972,100,1.29033,1.00649,3520.08608676,500,0.999853,4635.87403972
0.01,500.0,2,0.01,562.112777589,3.50449e-18,0.8,1.0,,4644.01207763,4410.54,500.0,4644.01,0.01,23.5901,100.0,4644.01207763,100,1.0,1.0,562.112777589,500,1.0,4644.01207763
0.005,500.0,2,0.005,462.223441364,2.1793e-19,0.8,1.0,,4645.81127423,4479.79,500.0,4644.91,0.005,22.5357,200.000000102,4645.81127423,100,1.0,1.0,462.223441364,500,1.0,4645.81127423
0.00333333,500.0,2,0.00333333,290.138565956,5.43914e-20,0.8,1.0,,4646.87369284,4510.74,500.0,4645.57,0.00333333,20.8608,299.999969474,4646.87369284,100,1.0,1.0,290.138565956,500,1.0,4646.87369284
0.0025,500.0,2,0.0025,427.455312821,5.4346e-20,0.8,1.0,,4646.83887335,4529.12,500.0,4645.88,0.0025,20.7961,400.0,4646.83887335,100,1.0,1.0,427.455312821,500,1.0,4646.83887335
0.002,498.559227848,1,0.00164893,875.862036889,1.3327e-08,0.8,0.824101,0.00332879,4642.89982883,4540.99,500.0,4645.58,0.00276258,22.0478,498.342967328,4642.89982883,100,1.38068,1.00289,875.862036889,500,0.999557,4642.89982883
0.01,500.0,2,0.01,24268.9229637,3.50449e-18,0.8,1.0,,4629.4024024,4395.91,498.38,4629.4,0.01,155.004,100.0,4629.4024024,100,1.0,1.0,24268.9229637,500,1.0,4629.4024024
0.005,500.0,2,0.005,657.480022851,2.1793e-19,0.8,1.0,,4644.80594968,4472.0,500.0,4637.1,0.005,111.346,200.000000102,4644.80594968,100,1.0,1.0,657.480022851,500,1.0,4644.80594968
0.00333333,500.0,2,0.00333333,14207.8719916,5.43914e-20,0.8,1.0,,4636.59594826,4502.13,498.8,4636.93,0.00333333,113.815,299.999969474,4636.59594826,100,1.0,1.0,14207.8719916,500,1.0,4636.59594826
0.0025,500.0,2,0.0025,2349.05933185,5.4346e-20,0.8,1.0,,4637.15046315,4520.24,499.74,4636.99,0.0025,101.473,400.0,4637.15046315,100,1.0,1.0,2349.05933185,500,1.0,4637.15046315
0.002,487.254637616,1,0.00034969,522.425703333,1.00179e-07,0.8,0.176187,0.0254308,4643.67899958,4536.91,500.0,4642.72,0.00267287,37.4761,487.807356054,4643.67899958,100,1.3467,1.02616,522.425703333,500,1.00768,4643.67899958
0.01,500.0,2,0.01,583.450021064,3.50449e-18,0.8,1.0,,4642.0121,4408.52,500.0,4642.01,0.01,24.0336,100.0,4642.0121,100,1.0,1.0,583.450021064,500,1.0,4642.0121
0.005,500.0,2,0.005,6744.13803131,2.1793e-19,0.8,1.0,,4640.86476091,4476.33,499.14,4641.44,0.005,60.2286,200.000000102,4640.86476091,100,1.0,1.0,6744.13803131,500,1.0,4640.86476091
0.00333333,500.0,2,0.00333333,7913.24357668,5.43914e-20,0.8,1.0,,4634.72823452,4504.4,499.08,4639.2,0.00333333,70.9908,299.999969474,4634.72823452,100,1.0,1.0,7913.24357668,500,1.0,4634.72823452
0.0025,500.0,2,0.0025,541.60950856,5.4346e-20,0.8,1.0,,4644.23049078,4523.71,500.0,4640.46,0.0025,62.5984,400.0,4644.23049078,100,1.0,1.0,541.60950856,500,1.0,4644.23049078
0.002,496.662101827,1,0.00143889,507.134396386,2.72754e-08,0.8,0.719576,0.00682131,4645.74621115,4537.5,500.0,4642.27,0.00243129,47.3772,496.620380168,4645.74621115,100,1.21586,1.00672,507.134396386,500,1.00018,4645.74621115
0.01,500.0,2,0.01,425.049628746,3.50449e-18,0.8,1.0,,4645.27043716,4411.78,500.0,4645.27,0.01,20.5134,100.0,4645.27043716,100,1.0,1.0,425.049628746,500,1.0,4645.27043716
0.005,500.0,2,0.005,568.999470282,2.1793e-19,0.8,1.0,,4645.0178332,4480.01,500.0,4645.14,0.005,22.1827,200.000000102,4645.0178332,100,1.0,1.0,568.999470282,500,1.0,4645.0178332
0.00333333,500.0,2,0.00333333,383.86979495,5.43914e-20,0.8,1.0,,4645.3124282,4510.37,500.0,4645.2,0.00333333,21.3244,299.999969474,4645.3124282,100,1.0,1.0,383.86979495,500,1.0,4645.3124282
0.0025,500.0,2,0.0025,1682.2540623,5.4346e-20,0.8,1.0,,4644.40105674,4528.24,499.65,4645.0,0.0025,27.5232,400.0,4644.40105674,100,1.0,1.0,1682.2540623,500,1.0,4644.40105674
0.002,498.714956785,1,0.00168965,346.012972384,1.06012e-08,0.8,0.844736,0.00264974,4647.16745768,4541.14,500.0,4645.71,0.00231041,25.1859,498.681115203,4647.16745768,100,1.15509,1.00258,346.012972384,500,0.999896,4647.16745768
0.01,500.0,2,0.01,505.637671934,3.50449e-18,0.8,1.0,,4645.69192603,4412.25,500.0,4645.69,0.01,22.3737,100.0,4645.69192603,100,1.0,1.0,505.637671934,500,1.0,4645.69192603
0.005,500.0,2,0.005,630.798364439,2.1793e-19,0.8,1.0,,4643.27960107,4479.41,500.0,4644.49,0.005,23.7485,200.000000102,4643.27960107,100,1.0,1.0,630.798364439,500,1.0,4643.27960107
0.00333333,500.0,2,0.00333333,475.220230463,5.43914e-20,0.8,1.0,,4644.15609143,4509.58,500.0,4644.38,0.00333333,23.0833,299.999969474,4644.15609143,100,1.0,1.0,475.220230463,500,1.0,4644.15609143
0.0025,500.0,2,0.0025,442.138076049,5.4346e-20,0.8,1.0,,4646.03329083,4528.06,500.0,4644.79,0.0025,22.5738,400.0,4646.03329083,100,1.0,1.0,442.138076049,500,1.0,4646.03329083
0.002,499.12665117,1,0.00170138,649.853524984,7.08679e-09,0.8,0.848212,0.0017614,4646.75774599,4540.87,500.0,4645.39,0.00224455,22.7594,499.117629724,4646.75774599,100,1.11901,1.00175,649.853524984,500,0.997089,4646.75774599
0.01,500.0,2,0.01,520.96586003,3.50449e-18,0.8,1.0,,4645.09004987,4411.59,500.0,4645.09,0.01,22.7103,100.0,4645.09004987,100,1.0,1.0,520.96586003,500,1.0,4645.09004987
0.005,500.0,2,0.005,281.89849197,2.1793e-19,0.8,1.0,,4648.14938552,4481.51,500.0,4646.62,0.005,19.994,200.000000102,4648.14938552,100,1.0,1.0,281.89849197,500,1.0,4648.14938552
0.00333333,500.0,2,0.00333333,475.331186224,5.43914e-20,0.8,1.0,,4648.00698769,4512.24,500.0,4647.08,0.00333333,20.5862,299.999969474,4648.00698769,100,1.0,1.0,475.331186224,500,1.0,4648.00698769
0.0025,500.0,2,0.0025,15917.7536989,5.4346e-20,0.8,1.0,,4632.86687902,4526.75,498.69,4643.53,0.0025,65.5391,400.0,4632.86687902,100,1.0,1.0,15917.7536989,500,1.0,4632.86687902
0.002,486.673548912,1,0.000752227,43507.7352782,1.17128e-07,0.8,0.376114,0.029282,4624.62635451,4537.32,497.78,4643.18,0.00315896,61.1121,485.803130278,4624.62635451,100,1.57948,1.02738,43507.7352782,500,1.0,4624.62635451
0.01,500.0,2,0.01,441.117048674,3.50449e-18,0.8,1.0,,4647.74907071,4414.18,500.0,4647.75,0.01,20.8975,100.0,4647.74907071,100,1.0,1.0,441.117048674,500,1.0,4647.74907071
0.005,500.0,2,0.005,357.233096117,2.1793e-19,0.8,1.0,,4648.21959775,4482.83,500.0,4647.98,0.005,19.8806,200.000000102,4648.21959775,100,1.0,1.0,357.233096117,500,1.0,4648.21959775
0.00333333,500.0,2,0.00333333,596.624732706,5.43914e-20,0.8,1.0,,4644.90745456,4512.11,500.0,4646.96,0.00333333,21.5054,299.999969474,4644.90745456,100,1.0,1.0,596.624732706,500,1.0,4644.90745456
0.0025,500.0,2,0.0025,574.179346457,5.4346e-20,0.8,1.0,,4644.49625637,4529.56,500.0,4646.34,0.0025,22.1384,400.0,4644.49625637,100,1.0,1.0,574.179346457,500,1.0,4644.49625637
0.002,498.251967976,1,0.00157238,547.219158577,1.82695e-08,0.8,0.785797,0.0045628,4643.49986788,4541.53,500.0,4646.17,0.00249497,21.8079,497.730907995,4643.49986788,100,1.24686,1.00351,547.219158577,500,0.999499,4643.49986788
0.01,500.0,2,0.01,720.512025618,3.50449e-18,0.8,1.0,,4643.85395863,4410.4,500.0,4643.85,0.01,26.7078,100.0,4643.85395863,100,1.0,1.0,720.512025618,500,1.0,4643.85395863
0.005,500.0,2,0.005,382.949801393,2.1793e-19,0.8,1.0,,4645.70929559,4479.64,500.0,4644.78,0.005,23.3896,200.000000102,4645.70929559,100,1.0,1.0,382.949801393,500,1.0,4645.70929559
0.00333333,500.0,2,0.00333333,1560.12553471,5.43914e-20,0.8,1.0,,4640.5942449,4508.55,499.7,4643.39,0.00333333,29.723,299.999969474,4640.5942449,100,1.0,1.0,1560.12553471,500,1.0,4640.5942449
0.0025,500.0,2,0.0025,495.437812857,5.4346e-20,0.8,1.0,,4646.82083517,4527.47,500.0,4644.24,0.0025,28.0611,400.0,4646.82083517,100,1.0,1.0,495.437812857,500,1.0,4646.82083517
0.002,496.844190104,1,0.0013589,3042.66762516,2.34475e-08,0.8,0.681237,0.00589279,4638.51626436,4539.02,499.52,4643.8,0.00236753,30.4887,497.092040564,4638.51626436,100,1.18688,1.00635,3042.66762516,500,1.00263,4638.51626436
0.01,500.0,2,0.01,521.347475116,3.50449e-18,0.8,1.0,,4648.50342677,4414.99,500.0,4648.5,0.01,22.7186,100.0,4648.50342677,100,1.0,1.0,521.347475116,500,1.0,4648.50342677
0.005,500.0,2,0.005,35727.1063181,2.1793e-19,0.8,1.0,,4630.50907776,4474.39,498.0,4639.51,0.005,134.253,200.000000102,4630.50907776,100,1.0,1.0,35727.1063181,500,1.0,4630.50907776
0.00333333,500.0,2,0.00333333,9961.39607977,5.43914e-20,0.8,1.0,,4641.50405093,4505.35,498.96,4640.17,0.00333333,123.71,299.999969474,4641.50405093,100,1.0,1.0,9961.39607977,500,1.0,4641.50405093
0.0025,500.0,2,0.0025,505.688063615,5.4346e-20,0.8,1.0,,4646.87389161,4525.09,500.0,4641.85,0.0025,107.757,400.0,4646.87389161,100,1.0,1.0,505.688063615,500,1.0,4646.87389161
0.002,489.664839721,1,0.000971574,370.547366287,8.52949e-08,0.8,0.480116,0.0208287,4646.28718304,4539.74,500.0,4645.26,0.00297303,59.246,489.581508824,4646.28718304,100,1.46916,1.02111,370.547366287,500,0.988326,4646.28718304
0.01,500.0,2,0.01,477.975013225,3.50449e-18,0.8,1.0,,4645.63749273,4412.12,500.0,4645.64,0.01,21.753,100.0,4645.63749273,100,1.0,1.0,477.975013225,500,1.0,4645.63749273
0.005,500.0,2,0.005,596.149842522,2.1793e-19,0.8,1.0,,4642.93888085,4479.17,500.0,4644.29,0.005,23.0979,200.000000102,4642.93888085,100,1.0,1.0,596.149842522,500,1.0,4642.93888085
0.00333333,500.0,2,0.00333333,464.940521461,5.43914e-20,0.8,1.0,,4645.21676815,4509.78,500.0,4644.6,0.00333333,22.5676,299.999969474,4645.21676815,100,1.0,1.0,464.940521461,500,1.0,4645.21676815
0.0025,500.0,2,0.0025,881.235720901,5.4346e-20,0.8,1.0,,4641.88532626,4527.15,499.86,4643.92,0.0025,24.5246,400.0,4641.88532626,100,1.0,1.0,881.235720901,500,1.0,4641.88532626
0.002,497.475028718,1,0.00141144,2166.39686697,2.0308e-08,0.8,0.705886,0.00507937,4639.75433505,4538.94,499.64,4643.64,0.00244198,26.9488,497.479354029,4639.75433505,100,1.22128,1.00508,2166.39686697,500,1.00023,4639.75433505
0.01,500.0,2,0.01,368.033155356,3.50449e-18,0.8,1.0,,4646.36510618,4412.88,500.0,4646.37,0.01,19.088,100.0,4646.36510618,100,1.0,1.0,368.033155356,500,1.0,4646.36510618
0.005,500.0,2,0.005,583.301876832,2.1793e-19,0.8,1.0,,4640.3148139,4478.24,500.0,4643.34,0.005,21.9103,200.000000102,4640.3148139,100,1.0,1.0,583.301876832,500,1.0,4640.3148139
0.00333333,500.0,2,0.00333333,14908.0015321,5.43914e-20,0.8,1.0,,4632.15166816,4504.79,498.74,4639.61,0.00333333,72.5775,299.999969474,4632.15166816,100,1.0,1.0,14908.0015321,500,1.0,4632.15166816
0.0025,500.0,2,0.0025,513.673000812,5.4346e-20,0.8,1.0,,4646.903111,4524.67,499.91,4641.43,0.0025,63.9354,400.0,4646.903111,100,1.0,1.0,513.673000812,500,1.0,4646.903111
0.002,495.112622285,1,0.000894089,512.074224525,4.40238e-08,0.8,0.448889,0.0110969,4648.69288701,4539.36,500.0,4644.31,0.00256162,32.6016,494.567476981,4648.69288701,100,1.28609,1.00987,512.074224525,500,1.00413,4648.69288701
0.01,500.0,2,0.01,395.01067602,3.50449e-18,0.8,1.0,,4646.10013651,4412.57,500.0,4646.1,0.01,19.7752,100.0,4646.10013651,100,1.0,1.0,395.01067602,500,1.0,4646.10013651
0.005,500.0,2,0.005,12242.3955005,2.1793e-19,0.8,1.0,,4635.94572276,4475.9,498.84,4641.02,0.005,79.2546,200.000000102,4635.94572276,100,1.0,1.0,12242.3955005,500,1.0,4635.94572276
0.00333333,500.0,2,0.00333333,308.995656898,5.43914e-20,0.8,1.0,,4647.00689692,4508.19,500.0,4643.02,0.00333333,65.555,299.999969474,4647.00689692,100,1.0,1.0,308.995656898,500,1.0,4647.00689692
0.0025,500.0,2,0.0025,292.568571242,5.4346e-20,0.8,1.0,,4649.88081552,4527.96,500.0,4644.73,0.0025,57.4833,400.0,4649.88081552,100,1.0,1.0,292.568571242,500,1.0,4649.88081552
0.002,495.050386079,1,0.000926627,585.124631014,4.27093e-08,0.8,0.463782,0.0106989,4642.91262205,4540.8,500.0,4645.77,0.00255671,29.7061,494.728065814,4642.91262205,100,1.27965,1.01,585.124631014,500,1.00101,4642.91262205
0.01,500.0,2,0.01,11997.575943,3.50449e-18,0.8,1.0,,4629.30678566,4395.81,498.52,4629.31,0.01,108.984,100.0,4629.30678566,100,1.0,1.0,11997.575943,500,1.0,4629.30678566
0.005,500.0,2,0.005,388.98934674,2.1793e-19,0.8,1.0,,4646.70398951,4472.88,500.0,4638.0,0.005,78.7846,200.000000102,4646.70398951,100,1.0,1.0,388.98934674,500,1.0,4646.70398951
0.00333333,500.0,2,0.00333333,13522.3279238,5.43914e-20,0.8,1.0,,4637.13953857,4502.89,498.83,4637.72,0.00333333,92.7391,299.999969474,4637.13953857,100,1.0,1.0,13522.3279238,500,1.0,4637.13953857
0.0025,500.0,2,0.0025,321.103264308,5.4346e-20,0.8,1.0,,4650.09770102,4524.04,500.0,4640.81,0.0025,80.9853,400.0,4650.09770102,100,1.0,1.0,321.103264308,500,1.0,4650.09770102
0.002,493.501930742,1,0.00137272,447.002153867,5.99126e-08,0.8,0.690426,0.0151562,4646.90125675,4538.39,500.0,4643.52,0.00320613,59.0833,492.635848378,4646.90125675,100,1.61257,1.01317,447.002153867,500,1.00593,4646.90125675
0.01,500.0,2,0.01,45902.5715928,3.50449e-18,0.8,1.0,,4619.4400485,4385.97,497.72,4619.44,0.01,213.175,100.0,4619.4400485,100,1.0,1.0,45902.5715928,500,1.0,4619.4400485
0.005,500.0,2,0.005,335.701817712,2.1793e-19,0.8,1.0,,4649.36847824,4469.31,500.0,4634.4,0.005,152.026,200.000000102,4649.36847824,100,1.0,1.0,335.701817712,500,1.0,4649.36847824
0.00333333,500.0,2,0.00333333,513.031364541,5.43914e-20,0.8,1.0,,4646.16610075,4503.52,500.0,4638.33,0.00333333,124.932,299.999969474,4646.16610075,100,1.0,1.0,513.031364541,500,1.0,4646.16610075
0.0025,500.0,2,0.0025,387.875034989,5.4346e-20,0.8,1.0,,4648.2300807,4524.03,500.0,4640.8,0.0025,108.721,400.0,4648.2300807,100,1.0,1.0,387.875034989,500,1.0,4648.2300807
0.002,494.707812113,1,0.00120914,609.940959846,4.82972e-08,0.8,0.605389,0.0121071,4646.33468679,4538.17,500.0,4643.17,0.00303356,71.9205,494.046950067,4646.33468679,100,1.51884,1.0107,609.940959846,500,1.00136,4646.33468679
0.01,500.0,2,0.01,448.409784557,3.50449e-18,0.8,1.0,,4647.00797888,4413.53,500.0,4647.01,0.01,21.0695,100.0,4647.00797888,100,1.0,1.0,448.409784557,500,1.0,4647.00797888
0.005,500.0,2,0.005,241.396104198,2.1793e-19,0.8,1.0,,4651.24234914,4484.03,500.0,4649.12,0.005,18.5994,200.000000102,4651.24234914,100,1.0,1.0,241.396104198,500,1.0,4651.24234914
0.00333333,500.0,2,0.00333333,674.71327475,5.43914e-20,0.8,1.0,,4642.5552367,4512.12,500.0,4646.94,0.00333333,21.5144,299.999969474,4642.5552367,100,1.0,1.0,674.71327475,500,1.0,4642.5552367
0.0025,500.0,2,0.0025,396.024483844,5.4346e-20,0.8,1.0,,4645.85314808,4529.88,500.0,4646.66,0.0025,21.1042,400.0,4645.85314808,100,1.0,1.0,396.024483844,500,1.0,4645.85314808
0.002,498.547672097,1,0.00161386,449.2814466,1.32462e-08,0.8,0.802418,0.00327463,4645.79678616,4542.19,500.0,4646.79,0.00238334,20.5796,498.352843664,4645.79678616,100,1.18501,1.00291,449.2814466,500,0.99441,4645.79678616
0.01,500.0,2,0.01,2425.60793821,3.50449e-18,0.8,1.0,,4643.30639493,4409.78,499.4,4643.31,0.01,49.0036,100.0,4643.30639493,100,1.0,1.0,2425.60793821,500,1.0,4643.30639493
0.005,500.0,2,0.005,944.129680591,2.1793e-19,0.8,1.0,,4646.56285467,4479.78,499.8,4644.93,0.005,40.8739,200.000000102,4646.56285467,100,1.0,1.0,944.129680591,500,1.0,4646.56285467
0.00333333,500.0,2,0.00333333,398.412024849,5.43914e-20,0.8,1.0,,4646.83357264,4510.72,500.0,4645.57,0.00333333,35.2995,299.999969474,4646.83357264,100,1.0,1.0,398.412024849,500,1.0,4646.83357264
0.0025,500.0,2,0.0025,404.914614213,5.4346e-20,0.8,1.0,,4649.32540543,4529.73,500.0,4646.51,0.0025,32.2088,400.0,4649.32540543,100,1.0,1.0,404.914614213,500,1.0,4649.32540543
0.002,495.999065309,1,0.00145857,22121.4145102,3.48452e-08,0.8,0.732254,0.00878236,4631.85771585,4539.62,498.43,4644.49,0.00266004,58.3936,495.690084849,4631.85771585,100,1.33543,1.00807,22121.4145102,500,1.00407,4631.85771585
0.01,500.0,2,0.01,1948.08885821,3.50449e-18,0.8,1.0,,4642.18888454,4408.61,499.66,4642.19,0.01,43.9159,100.0,4642.18888454,100,1.0,1.0,1948.08885821,500,1.0,4642.18888454
0.005,500.0,2,0.005,377.941400663,2.1793e-19,0.8,1.0,,4645.35148751,4478.61,500.0,4643.77,0.005,33.9689,200.000000102,4645.35148751,100,1.0,1.0,377.941400663,500,1.0,4645.35148751
0.00333333,500.0,2,0.00333333,411.054827016,5.43914e-20,0.8,1.0,,4645.84364874,4509.6,500.0,4644.46,0.00333333,30.0975,299.999969474,4645.84364874,100,1.0,1.0,411.054827016,500,1.0,4645.84364874
0.0025,500.0,2,0.0025,8230.11882899,5.4346e-20,0.8,1.0,,4638.5483441,4526.19,499.08,4642.98,0.0025,52.1815,400.0,4638.5483441,100,1.0,1.0,8230.11882899,500,1.0,4638.5483441
0.002,497.474379673,1,0.00147084,299.003202873,2.08668e-08,0.8,0.738568,0.00526145,4649.51658864,4540.1,500.0,4644.83,0.00266587,41.4775,497.410452253,4649.51658864,100,1.33864,1.00508,299.003202873,500,1.00428,4649.51658864
0.01,500.0,2,0.01,350.481945177,3.50449e-18,0.8,1.0,,4646.39602661,4412.87,500.0,4646.4,0.01,18.6273,100.0,4646.39602661,100,1.0,1.0,350.481945177,500,1.0,4646.39602661
0.005,500.0,2,0.005,415.40091942,2.1793e-19,0.8,1.0,,4647.00096172,4481.57,500.0,4646.7,0.005,19.4732,200.000000102,4647.00096172,100,1.0,1.0,415.40091942,500,1.0,4647.00096172
0.00333333,500.0,2,0.00333333,316.19035208,5.43914e-20,0.8,1.0,,4648.88586284,4512.6,500.0,4647.43,0.00333333,18.9264,299.999969474,4648.88586284,100,1.0,1.0,316.19035208,500,1.0,4648.88586284
0.0025,500.0,2,0.0025,557.650174321,5.4346e-20,0.8,1.0,,4646.52790355,4530.42,500.0,4647.2,0.0025,20.17,400.0,4646.52790355,100,1.0,1.0,557.650174321,500,1.0,4646.52790355
0.002,498.947931408,1,0.00146793,379.055690567,8.36421e-09,0.8,0.734264,0.00209275,4646.93985077,4542.82,500.0,4647.38,0.00224564,19.3196,498.958331225,4646.93985077,100,1.12327,1.00211,379.055690567,500,1.00041,4646.93985077
0.01,500.0,2,0.01,515.32213816,3.50449e-18,0.8,1.0,,4643.07871823,4409.59,500.0,4643.08,0.01,22.5869,100.0,4643.07871823,100,1.0,1.0,515.32213816,500,1.0,4643.07871823
0.005,500.0,2,0.005,382.678856459,2.1793e-19,0.8,1.0,,4649.37745725,4481.12,500.0,4646.23,0.005,21.3173,200.000000102,4649.37745725,100,1.0,1.0,382.678856459,500,1.0,4649.37745725
0.00333333,500.0,2,0.00333333,681.833166631,5.43914e-20,0.8,1.0,,4642.61233142,4510.22,499.88,4645.02,0.00333333,23.0405,299.999969474,4642.61233142,100,1.0,1.0,681.833166631,500,1.0,4642.61233142
0.0025,500.0,2,0.0025,633.099107492,5.4346e-20,0.8,1.0,,4645.90937647,4528.49,500.0,4645.24,0.0025,23.5582,400.0,4645.90937647,100,1.0,1.0,633.099107492,500,1.0,4645.90937647
