VarJ,VarNormIw,IterType,Delta,AvgNormIw,ESSRenyi,VarVanillaIw,VarRet,Bound,VarDiscRet,AvgDiscRet,MaxNormIw,ESSClassic,MaxVanillaIw,AvgEpLen,EpsThisIter,AvgRet,VanillaAvgRet,MinNormIw,eRenyi2,AvgVanillaIw,MinVanillaIw,J,BatchSize
24.3998,0.000730879,1,0.8,0.01,35.3565228562,7.80624,64.0706428234,-102.844,64.0706428234,-99.4441284717,0.260363,12.1422549296,26.9077,45.27,100,-99.4441284717,-99.4441284717,1.86309e-05,2.82833,1.03347,0.00192544,-93.4312,100
58.3758,0.00332646,1,0.8,0.01,25.6735717693,128.128,55.3991517602,-96.7291,55.3991517602,-100.017227129,0.579559,2.94707807101,113.744,41.56,100,-100.017227129,-100.017227129,0.00023339,3.89506,1.9626,0.045805,-85.6282,100
10.3603,0.000147492,,0.8,0.01,80.2774327859,8.88419,55.3991517602,-108.726,46.5779871788,-99.3510940657,0.0889531,40.6476789059,21.8317,41.56,100,-100.017227129,-100.017227129,3.58216e-05,2.49136,2.45429,0.00879165,-99.7848,200
81.2289,0.000973465,1,0.8,0.005,34.2111938678,123.725,72.4524603803,-98.2485,72.4524603803,-98.4203329607,0.439721,5.03221804206,156.764,43.07,100,-98.4203329607,-98.4203329607,9.88242e-05,5.84604,1.78254,0.0352315,-88.5737,200
6.85645,3.50449e-18,2,0.8,0.01,200.0,,47.485786916,-105.428,47.485786916,-99.5568439733,0.01,100.0,1.0,42.86,100,-99.5568439733,-99.5568439733,0.01,1.0,1.0,1.0,-99.5568,200
16.0149,4.17495e-05,,0.8,0.005,126.218630694,8.87796,72.4524603803,-103.624,226.435520248,-98.074886235,0.0615513,75.1419965309,28.3837,43.07,100,-98.4203329607,-98.4203329607,1.38332e-05,2.37683,2.30569,0.00637903,-97.2231,300
88.7249,0.000320135,1,0.8,0.00333333,63.1832784834,65.4269,49.252020714,-99.3376,49.252020714,-100.734211177,0.306939,10.0955498289,138.76,41.19,100,-100.734211177,-100.734211177,5.4891e-05,4.74809,1.50692,0.0248149,-92.2186,300
7.22953,3.50449e-18,2,0.8,0.01,300.0,,52.7940328289,-103.849,52.7940328289,-98.3414021096,0.01,100.0,1.0,46.63,100,-98.3414021096,-98.3414021096,0.01,1.0,1.0,1.0,-98.3414,300
7.26018,2.1793e-19,2,0.8,0.005,300.0,,52.6499955548,-103.095,52.6499955548,-99.7772193901,0.005,200.000000102,1.0,40.71,100,-99.7772193901,-99.7772193901,0.005,1.0,1.0,1.0,-99.0593,300
9.86819,2.24728e-05,,0.8,0.00333333,154.069750997,11.7253,49.252020714,-105.69,64.7912213754,-100.100510461,0.0557896,99.4758084258,40.2983,41.19,100,-100.734211177,-100.734211177,9.97704e-06,2.59623,2.40776,0.00720669,-100.358,400
93.9376,0.000185453,1,0.8,0.0025,78.7095201497,59.8118,70.3687071235,-99.454,70.3687071235,-99.5286960895,0.267317,13.0726351434,151.811,39.11,100,-99.5286960895,-99.5286960895,8.91782e-06,5.08198,1.41977,0.00506449,-93.0756,400
8.09229,3.50449e-18,2,0.8,0.01,400.0,,66.1466129641,-106.009,66.1466129641,-100.149119596,0.01,100.0,1.0,44.02,100,-100.149119596,-100.149119596,0.01,1.0,1.0,1.0,-100.149,400
6.98897,2.1793e-19,2,0.8,0.005,400.0,,32.0518897574,-104.954,32.0518897574,-101.123613976,0.005,200.000000102,1.0,40.87,100,-101.123613976,-101.123613976,0.005,1.0,1.0,1.0,-100.636,400
7.25826,5.43914e-20,2,0.8,0.00333333,400.0,,58.7969150094,-103.563,58.7969150094,-98.8418172318,0.00333333,299.999969474,1.0,42.33,100,-98.8418172318,-98.8418172318,0.00333333,1.0,1.0,1.0,-100.038,400
17.4718,5.47442e-05,,0.8,0.0025,71.6509128082,210.69,70.3687071235,-105.557,67.2505721186,-99.25327795,0.10065,41.0797077357,197.453,39.11,100,-99.5286960895,-99.5286960895,3.35772e-06,6.97828,4.90448,0.00658714,-97.4929,500
103.961,0.000135888,1,0.8,0.002,88.9344172962,64.7478,27.7689963585,-99.6369,27.7689963585,-101.872045757,0.256662,14.3250119846,177.167,36.78,100,-101.872045757,-101.872045757,7.84605e-06,5.62212,1.38055,0.00541594,-93.6364,500
7.44384,3.50449e-18,2,0.8,0.01,500.0,,55.9704001757,-106.05,55.9704001757,-100.114574465,0.01,100.0,1.0,41.68,100,-100.114574465,-100.114574465,0.01,1.0,1.0,1.0,-100.115,500
7.59545,2.1793e-19,2,0.8,0.005,500.0,,60.5697899529,-104.253,60.5697899529,-99.9966109143,0.005,200.000000102,1.0,45.18,100,-99.9966109143,-99.9966109143,0.005,1.0,1.0,1.0,-100.056,500
7.60011,5.43914e-20,2,0.8,0.00333333,500.0,,58.4678711531,-103.425,58.4678711531,-99.8828516063,0.00333333,299.999969474,1.0,44.42,100,-99.8828516063,-99.8828516063,0.00333333,1.0,1.0,1.0,-99.998,500
7.33444,5.4346e-20,2,0.8,0.0025,500.0,,42.2949019513,-102.926,42.2949019513,-99.8383095843,0.0025,400.0,1.0,42.74,100,-99.8383095843,-99.8383095843,0.0025,1.0,1.0,1.0,-99.9581,500
11.3723,1.35909e-06,1,0.8,0.002,367.473955616,0.335988,48.5297726177,-102.209,48.5297726177,-99.7332971947,0.00722235,373.386828807,3.591,44.13,100,-99.7332971947,-99.7332971947,6.97265e-05,1.36064,0.994414,0.0346685,-99.1127,500
6.83666,3.50449e-18,2,0.8,0.01,500.0,,47.2121026502,-105.135,47.2121026502,-99.008255425,0.01,100.0,1.0,49.38,100,-99.008255425,-99.008255425,0.01,1.0,1.0,1.0,-99.0083,500
7.65309,2.1793e-19,2,0.8,0.005,500.0,,70.2827420805,-102.7,70.2827420805,-97.7277876885,0.005,200.000000102,1.0,45.19,100,-97.7277876885,-97.7277876885,0.005,1.0,1.0,1.0,-98.368,500
7.81887,5.43914e-20,2,0.8,0.00333333,500.0,,65.4805339757,-102.395,65.4805339757,-99.8370734201,0.00333333,299.999969474,1.0,44.76,100,-99.8370734201,-99.8370734201,0.00333333,1.0,1.0,1.0,-98.8577,500
7.8148,5.4346e-20,2,0.8,0.0025,500.0,,60.5795322809,-102.196,60.5795322809,-99.9569329413,0.0025,400.0,1.0,44.21,100,-99.9569329413,-99.9569329413,0.0025,1.0,1.0,1.0,-99.1325,500
11.3638,2.29225e-06,1,0.8,0.002,308.645222211,0.630801,58.9411979822,-100.947,58.9411979822,-98.0818801357,0.0102639,318.083007248,5.38428,47.5,100,-98.0818801357,-98.0818801357,3.20295e-05,1.61998,1.04917,0.0168022,-97.4602,500
8.44342,3.50449e-18,2,0.8,0.01,500.0,,72.0114268752,-105.266,72.0114268752,-99.5146226865,0.01,100.0,1.0,46.46,100,-99.5146226865,-99.5146226865,0.01,1.0,1.0,1.0,-99.5146,500
7.38764,2.1793e-19,2,0.8,0.005,500.0,,38.2016747674,-103.434,38.2016747674,-99.2200413117,0.005,200.000000102,1.0,44.43,100,-99.2200413117,-99.2200413117,0.005,1.0,1.0,1.0,-99.3673,500
8.59093,5.43914e-20,2,0.8,0.00333333,500.0,,108.55241645,-105.414,108.55241645,-102.048021722,0.00333333,299.999969474,1.0,47.39,100,-102.048021722,-102.048021722,0.00333333,1.0,1.0,1.0,-100.261,500
9.11818,5.4346e-20,2,0.8,0.0025,500.0,,112.275326955,-104.728,112.275326955,-100.277892418,0.0025,400.0,1.0,46.99,100,-100.277892418,-100.277892418,0.0025,1.0,1.0,1.0,-100.265,500
10.9601,2.14831e-06,1,0.8,0.002,324.228636822,0.533051,63.4438268816,-103.783,63.4438268816,-100.864855966,0.00750801,325.519997056,3.73991,45.75,100,-100.864855966,-100.864855966,1.07868e-05,1.54212,0.996244,0.00537313,-98.8266,500
7.14461,3.50449e-18,2,0.8,0.01,500.0,,51.5609983392,-104.802,51.5609983392,-99.2162643393,0.01,100.0,1.0,44.0,100,-99.2162643393,-99.2162643393,0.01,1.0,1.0,1.0,-99.2163,500
6.76569,2.1793e-19,2,0.8,0.005,500.0,,40.8782096844,-103.432,40.8782096844,-99.4779306893,0.005,200.000000102,1.0,49.72,100,-99.4779306893,-99.4779306893,0.005,1.0,1.0,1.0,-99.3471,500
6.96281,5.43914e-20,2,0.8,0.00333333,500.0,,54.3277739009,-102.548,54.3277739009,-98.9431381868,0.00333333,299.999969474,1.0,45.94,100,-98.9431381868,-98.9431381868,0.00333333,1.0,1.0,1.0,-99.2124,500
7.37277,5.4346e-20,2,0.8,0.0025,500.0,,72.5428544912,-101.986,72.5428544912,-98.7348020088,0.0025,400.0,1.0,49.51,100,-98.7348020088,-98.7348020088,0.0025,1.0,1.0,1.0,-99.093,500
7.82775,1.23611e-07,1,0.8,0.002,483.890297538,0.0314132,71.0668528843,-102.096,71.0668528843,-99.3802185437,0.0035076,485.04071302,1.76823,49.59,100,-99.3802185437,-99.3802185437,0.000667434,1.03329,1.00822,0.336462,-99.0508,500
6.90767,3.50449e-18,2,0.8,0.01,500.0,,48.1979313231,-105.139,48.1979313231,-99.2101446589,0.01,100.0,1.0,45.58,100,-99.2101446589,-99.2101446589,0.01,1.0,1.0,1.0,-99.2101,500
6.53898,2.1793e-19,2,0.8,0.005,500.0,,35.9341730101,-104.457,35.9341730101,-101.320009881,0.005,200.000000102,1.0,45.75,100,-101.320009881,-101.320009881,0.005,1.0,1.0,1.0,-100.265,500
6.46634,5.43914e-20,2,0.8,0.00333333,500.0,,40.2155543876,-103.552,40.2155543876,-99.8573921237,0.00333333,299.999969474,1.0,42.97,100,-99.8573921237,-99.8573921237,0.00333333,1.0,1.0,1.0,-100.129,500
6.35107,5.4346e-20,2,0.8,0.0025,500.0,,35.9096029973,-103.265,35.9096029973,-100.815489237,0.0025,400.0,1.0,43.74,100,-100.815489237,-100.815489237,0.0025,1.0,1.0,1.0,-100.301,500
7.88501,7.24621e-07,1,0.8,0.002,428.987819634,0.177129,74.1107541413,-102.447,74.1107541413,-98.6999269125,0.00693099,423.444100867,3.42676,45.8,100,-98.6999269125,-98.6999269125,0.000335104,1.16553,0.988823,0.165679,-99.5849,500
16.8107,3.50449e-18,2,0.8,0.01,500.0,,285.454631862,-103.727,285.454631862,-97.9454662096,0.01,100.0,1.0,50.31,100,-97.9454662096,-97.9454662096,0.01,1.0,1.0,1.0,-97.9455,500
15.4856,2.1793e-19,2,0.8,0.005,500.0,,198.997136621,-102.041,198.997136621,-97.9600261278,0.005,200.000000102,1.0,52.51,100,-97.9600261278,-97.9600261278,0.005,1.0,1.0,1.0,-97.9527,500
13.4047,5.43914e-20,2,0.8,0.00333333,500.0,,59.8115109146,-101.488,59.8115109146,-98.5453106558,0.00333333,299.999969474,1.0,47.96,100,-98.5453106558,-98.5453106558,0.00333333,1.0,1.0,1.0,-98.1503,500
12.4751,5.4346e-20,2,0.8,0.0025,500.0,,84.2208937115,-101.12,84.2208937115,-98.4649524704,0.0025,400.0,1.0,46.34,100,-98.4649524704,-98.4649524704,0.0025,1.0,1.0,1.0,-98.2289,500
213.167,3.31174e-05,1,0.8,0.002,60.8331630592,9.53405,111.792367933,-92.3465,111.792367933,-100.831794614,0.069719,53.9795013554,37.4078,54.12,100,-100.831794614,-100.831794614,4.23993e-13,8.2192,1.0731,2.27494e-10,-80.9223,500
35.4757,3.50449e-18,2,0.8,0.01,500.0,,1271.24009964,-103.147,1271.24009964,-94.1576538595,0.01,100.0,1.0,78.81,100,-94.1576538595,-94.1576538595,0.01,1.0,1.0,1.0,-94.1577,500
27.4756,2.1793e-19,2,0.8,0.005,500.0,,249.221857916,-102.023,249.221857916,-97.1764442117,0.005,200.000000102,1.0,71.43,100,-97.1764442117,-97.1764442117,0.005,1.0,1.0,1.0,-95.6671,500
27.3624,5.43914e-20,2,0.8,0.00333333,500.0,,742.064225708,-100.333,742.064225708,-94.0938667738,0.00333333,299.999969474,1.0,83.54,100,-94.0938667738,-94.0938667738,0.00333333,1.0,1.0,1.0,-95.1427,500
26.2735,5.4346e-20,2,0.8,0.0025,500.0,,519.789151495,-99.436,519.789151495,-94.3379747805,0.0025,400.0,1.0,72.18,100,-94.3379747805,-94.3379747805,0.0025,1.0,1.0,1.0,-94.9415,500
404.402,0.000443306,1,0.8,0.002,8.99564012882,215.457,826.747259379,-33.9844,826.747259379,-92.0189916914,0.33546,4.48008946718,233.867,77.65,100,-92.0189916914,-92.0189916914,,55.5825,1.39431,,-4.01351,500
52.1632,3.50449e-18,2,0.8,0.01,500.0,,2748.47984303,-79.2279,2748.47984303,-72.7116916739,0.01,100.0,1.0,165.56,100,-72.7116916739,-72.7116916739,0.01,1.0,1.0,1.0,-72.7117,500
52.3433,2.1793e-19,2,0.8,0.005,500.0,,2785.26699395,-76.7928,2785.26699395,-71.1472088455,0.005,200.000000102,1.0,199.92,100,-71.1472088455,-71.1472088455,0.005,1.0,1.0,1.0,-71.9295,500
53.6694,5.43914e-20,2,0.8,0.00333333,500.0,,3193.36045041,-76.1973,3193.36045041,-72.4226380219,0.00333333,299.999969474,1.0,190.84,100,-72.4226380219,-72.4226380219,0.00333333,1.0,1.0,1.0,-72.0938,500
51.372,5.4346e-20,2,0.8,0.0025,500.0,,1913.12855373,-76.9733,1913.12855373,-77.3969138014,0.0025,400.0,1.0,156.62,100,-77.3969138014,-77.3969138014,0.0025,1.0,1.0,1.0,-73.4196,500
128.146,0.000906648,1,0.8,0.002,3.07834899861,801.246,3704.00796082,17.5692,3704.00796082,-62.4801575371,0.631815,2.20062045911,593.955,198.14,100,-62.4801575371,-62.4801575371,,162.425,1.88015,,61.3031,500
75.5981,3.50449e-18,2,0.8,0.01,500.0,,5772.7965218,-52.1186,5772.7965218,-46.2676027754,0.01,100.0,1.0,215.44,100,-46.2676027754,-46.2676027754,0.01,1.0,1.0,1.0,-46.2676,500
75.4488,2.1793e-19,2,0.8,0.005,500.0,,5721.67591636,-52.0637,5721.67591636,-49.5853036343,0.005,200.000000102,1.0,198.47,100,-49.5853036343,-49.5853036343,0.005,1.0,1.0,1.0,-47.9265,500
71.9329,5.43914e-20,2,0.8,0.00333333,500.0,,3883.59832227,-58.4196,3883.59832227,-68.8985805552,0.00333333,299.999969474,1.0,153.68,100,-68.8985805552,-68.8985805552,0.00333333,1.0,1.0,1.0,-54.9172,500
74.0929,5.4346e-20,2,0.8,0.0025,500.0,,6103.47473784,-52.2235,6103.47473784,-32.0097707466,0.0025,400.0,1.0,265.21,100,-32.0097707466,-32.0097707466,0.0025,1.0,1.0,1.0,-49.1903,500
873.57,0.000738237,1,0.8,0.002,3.17616295903,584.602,5612.52749428,27.8027,5612.52749428,-40.2723560573,0.562277,2.69992848967,500.36,244.05,100,-40.2723560573,-40.2723560573,,157.423,1.77976,,61.8417,500
87.2261,3.50449e-18,2,0.8,0.01,500.0,,7685.25207312,-36.6191,7685.25207312,-30.5187784891,0.01,100.0,1.0,235.8,100,-30.5187784891,-30.5187784891,0.01,1.0,1.0,1.0,-30.5188,500
87.198,2.1793e-19,2,0.8,0.005,500.0,,7665.80655573,-37.0193,7665.80655573,-34.8591831162,0.005,200.000000102,1.0,214.43,100,-34.8591831162,-34.8591831162,0.005,1.0,1.0,1.0,-32.689,500
88.3051,5.43914e-20,2,0.8,0.00333333,500.0,,8266.33907138,-37.6735,8266.33907138,-34.711012739,0.00333333,299.999969474,1.0,217.57,100,-34.711012739,-34.711012739,0.00333333,1.0,1.0,1.0,-33.363,500
88.7303,5.4346e-20,2,0.8,0.0025,500.0,,8081.242149,-34.2313,8081.242149,-21.9039472882,0.0025,400.0,1.0,254.14,100,-21.9039472882,-21.9039472882,0.0025,1.0,1.0,1.0,-30.4982,500
221.054,0.00156677,1,0.8,0.002,2.85754649356,1068.89,6825.92826737,90.4067,6825.92826737,-45.1947483445,0.884031,1.27580490055,730.183,194.1,100,-45.1947483445,-45.1947483445,,174.975,1.65194,,134.573,500
85.4926,3.50449e-18,2,0.8,0.01,500.0,,7382.80928451,-46.8405,7382.80928451,-40.7397906584,0.01,100.0,1.0,203.99,100,-40.7397906584,-40.7397906584,0.01,1.0,1.0,1.0,-40.7398,500
86.6846,2.1793e-19,2,0.8,0.005,500.0,,7791.96840855,-44.3331,7791.96840855,-37.4502891601,0.005,200.000000102,1.0,207.05,100,-37.4502891601,-37.4502891601,0.005,1.0,1.0,1.0,-39.095,500
88.6316,5.43914e-20,2,0.8,0.00333333,500.0,,8514.45822335,-39.1108,8514.45822335,-26.3117005423,0.00333333,299.999969474,1.0,220.96,100,-26.3117005423,-26.3117005423,0.00333333,1.0,1.0,1.0,-34.8339,500
88.4348,5.4346e-20,2,0.8,0.0025,500.0,,7733.60094467,-40.772,7733.60094467,-43.7708109157,0.0025,400.0,1.0,187.23,100,-43.7708109157,-43.7708109157,0.0025,1.0,1.0,1.0,-37.0681,500
287.32,0.000617977,1,0.8,0.002,3.00300107655,1718.78,7108.38994013,40.0993,7108.38994013,-40.5939715776,0.499589,3.2219537037,833.176,205.68,100,-40.5939715776,-40.5939715776,,166.5,3.33545,,82.8466,500
85.9319,3.50449e-18,2,0.8,0.01,500.0,,7458.88812405,-39.7999,7458.88812405,-33.706247401,0.01,100.0,1.0,226.19,100,-33.706247401,-33.706247401,0.01,1.0,1.0,1.0,-33.7062,500
86.4168,2.1793e-19,2,0.8,0.005,500.0,,7627.50295616,-38.7985,7627.50295616,-34.3206718578,0.005,200.000000102,1.0,217.09,100,-34.3206718578,-34.3206718578,0.005,1.0,1.0,1.0,-34.0135,500
86.998,5.43914e-20,2,0.8,0.00333333,500.0,,7848.50312185,-38.1044,7848.50312185,-34.5654347192,0.00333333,299.999969474,1.0,215.55,100,-34.5654347192,-34.5654347192,0.00333333,1.0,1.0,1.0,-34.1975,500
87.3482,5.4346e-20,2,0.8,0.0025,500.0,,7890.46433424,-37.9186,7890.46433424,-35.547729941,0.0025,400.0,1.0,212.52,100,-35.547729941,-35.547729941,0.0025,1.0,1.0,1.0,-34.535,500
441.256,0.000190623,1,0.8,0.002,15.398557748,74.5523,7803.17707578,21.8244,7803.17707578,-37.2753219819,0.231675,10.2964784393,144.884,212.67,100,-37.2753219819,-37.2753219819,1.2503e-15,32.4706,1.25076,7.81913e-13,39.0694,500
86.9344,3.50449e-18,2,0.8,0.01,500.0,,7633.92246286,-42.372,7633.92246286,-36.340873691,0.01,100.0,1.0,212.17,100,-36.340873691,-36.340873691,0.01,1.0,1.0,1.0,-36.3409,500
87.9547,2.1793e-19,2,0.8,0.005,500.0,,7986.80749803,-42.6353,7986.80749803,-40.2223835803,0.005,200.000000102,1.0,187.78,100,-40.2223835803,-40.2223835803,0.005,1.0,1.0,1.0,-38.2816,500
89.3964,5.43914e-20,2,0.8,0.00333333,500.0,,8444.48027601,-36.9534,8444.48027601,-23.6325638944,0.00333333,299.999969474,1.0,241.04,100,-23.6325638944,-23.6325638944,0.00333333,1.0,1.0,1.0,-33.3986,500
88.3197,5.4346e-20,2,0.8,0.0025,500.0,,7245.1354728,-38.5907,7245.1354728,-41.8529697804,0.0025,400.0,1.0,199.32,100,-41.8529697804,-41.8529697804,0.0025,1.0,1.0,1.0,-35.5122,500
277.831,0.000913256,1,0.8,0.002,8.15450659798,1022.38,8179.43148683,60.1341,8179.43148683,-21.928224504,0.668505,2.18476707309,707.32,247.78,100,-21.928224504,-21.928224504,2.28928e-24,61.3158,2.11612,2.4222e-21,81.9179,500
84.2047,3.50449e-18,2,0.8,0.01,500.0,,7162.0436068,-47.7721,7162.0436068,-41.6870801245,0.01,100.0,1.0,203.98,100,-41.6870801245,-41.6870801245,0.01,1.0,1.0,1.0,-41.6871,500
86.9255,2.1793e-19,2,0.8,0.005,500.0,,8052.78387188,-41.0191,8052.78387188,-31.7456481105,0.005,200.000000102,1.0,219.17,100,-31.7456481105,-31.7456481105,0.005,1.0,1.0,1.0,-36.7164,500
84.9951,5.43914e-20,2,0.8,0.00333333,500.0,,6555.07245261,-43.6666,6555.07245261,-47.0275019028,0.00333333,299.999969474,1.0,196.96,100,-47.0275019028,-47.0275019028,0.00333333,1.0,1.0,1.0,-40.1534,500
84.7814,5.4346e-20,2,0.8,0.0025,500.0,,7143.17586521,-43.9763,7143.17586521,-43.2748356437,0.0025,400.0,1.0,186.86,100,-43.2748356437,-43.2748356437,0.0025,1.0,1.0,1.0,-40.9338,500
568.46,0.00138126,1,0.8,0.002,1.95743241592,7007.49,8043.271822,22.7227,8043.271822,-33.9759666052,0.829172,1.44666158992,1867.62,218.88,100,-33.9759666052,-33.9759666052,,255.437,4.50479,,66.2154,500
90.3724,3.50449e-18,2,0.8,0.01,500.0,,8249.65971762,-37.9789,8249.65971762,-31.9677712477,0.01,100.0,1.0,217.15,100,-31.9677712477,-31.9677712477,0.01,1.0,1.0,1.0,-31.9678,500
90.7811,2.1793e-19,2,0.8,0.005,500.0,,8397.58259271,-35.3144,8397.58259271,-30.159933061,0.005,200.000000102,1.0,222.12,100,-30.159933061,-30.159933061,0.005,1.0,1.0,1.0,-31.0639,500
88.3914,5.43914e-20,2,0.8,0.00333333,500.0,,6825.91671347,-40.3662,6825.91671347,-48.3425999683,0.00333333,299.999969474,1.0,178.56,100,-48.3425999683,-48.3425999683,0.00333333,1.0,1.0,1.0,-36.8234,500
