Delta,MinNormIw,VanillaAvgRet,MaxVanillaIw,VarJ,Bound,eRenyi2,AvgRet,ESSRenyi,MinVanillaIw,IterType,VarNormIw,AvgNormIw,AvgEpLen,J,EpsThisIter,AvgDiscRet,VarDiscRet,MaxNormIw,BatchSize,VarVanillaIw,ESSClassic,VarRet,AvgVanillaIw
0.1,0.00632305,4453.10349629,1.40974,443.518,3074.96,1.0299,4453.10349629,97.0967198665,0.615964,1,3.6257e-06,0.01,480.12,4497.37,100,4453.10349629,315774.199533,0.0144714,100,0.0344072,96.5349659543,315774.199533,0.974157
0.1,0.00796995,4567.49701351,1.26783,229.901,3171.11,1.00723,4567.49701351,99.2824910004,0.789753,1,8.36834e-07,0.01,492.27,4577.96,100,4567.49701351,71996.380523,0.0127945,100,0.00821694,99.1783374865,71996.380523,0.990913
0.1,0.00446307,4499.2708058,1.32261,380.318,3117.74,1.02113,4499.2708058,97.930338378,0.447507,1,2.7225e-06,0.01,485.17,4534.91,100,4499.2708058,290324.549846,0.0131906,100,0.0273716,97.3754528608,290324.549846,1.00269
0.1,0.00497649,4497.25109712,1.49882,355.079,3116.99,1.02302,4497.25109712,97.7494665128,0.508853,1,2.3336e-06,0.01,485.02,4533.81,100,4497.25109712,238917.125362,0.0146582,100,0.0243986,97.7419209962,238917.125362,1.02251
0.1,0.00235693,4488.81081862,1.32264,301.608,3129.45,1.03781,4488.81081862,96.3564000283,0.224419,1,5.36005e-06,0.01,484.23,4558.18,100,4488.81081862,315963.617417,0.0138908,100,0.0485953,94.9609395807,315963.617417,0.952166
0.1,0.00421776,4473.36281309,1.43702,376.903,3108.22,1.03756,4473.36281309,96.3798700161,0.416148,1,5.36952e-06,0.01,482.09,4536.38,100,4473.36281309,365085.956089,0.0145646,100,0.0522717,94.9524831631,365085.956089,0.986656
0.1,0.00621056,4570.63193939,1.24013,261.019,3178.9,1.0109,4570.63193939,98.9216692211,0.628239,1,1.3471e-06,0.01,492.57,4587.81,100,4570.63193939,118781.526719,0.0122595,100,0.0137845,98.6839204116,118781.526719,1.01157
0.1,0.00495544,4587.47363467,1.24402,197.12,3198.93,1.01324,4587.47363467,98.6933258946,0.490232,1,1.76317e-06,0.01,494.02,4610.73,100,4587.47363467,122479.705467,0.012575,100,0.0172558,98.2843942941,122479.705467,0.989281
0.1,0.00653222,4617.1735775,1.15544,134.316,3220.33,1.00513,4617.1735775,99.4895540575,0.651084,1,7.02343e-07,0.01,497.08,4625.39,100,4617.1735775,35138.9247921,0.0115924,100,0.00697753,99.3094762051,35138.9247921,0.996727
0.1,0.00444331,4523.41002487,1.3157,318.832,3139.32,1.02087,4523.41002487,97.9555422902,0.437093,1,2.60417e-06,0.01,487.99,4556.56,100,4523.41002487,207701.691833,0.0133749,100,0.0252001,97.4866384613,207701.691833,0.983709
0.1,0.00273459,4572.03582374,1.2373,183.101,3191.05,1.01811,4572.03582374,98.2212792664,0.273123,1,2.62441e-06,0.01,492.56,4606.18,100,4572.03582374,109446.712133,0.0123883,100,0.0261796,97.4676112838,109446.712133,0.99877
0.1,0.00681012,4608.32606607,1.17479,205.428,3212.79,1.00683,4608.32606607,99.3220706227,0.671999,1,9.74565e-07,0.01,496.02,4619.03,100,4608.32606607,87778.4204698,0.0119055,100,0.00948939,99.0443741782,87778.4204698,0.986765
0.1,0.0063974,4559.43318085,1.47292,324.85,3169.46,1.01322,4559.43318085,98.6953463246,0.638967,1,1.31726e-06,0.01,490.99,4580.33,100,4559.43318085,180303.498703,0.014747,100,0.0131408,98.7126880287,180303.498703,0.998792
0.1,0.00525291,4612.5582688,1.16994,113.977,3218.85,1.00754,4612.5582688,99.2512680596,0.523462,1,1.16033e-06,0.01,496.96,4625.67,100,4612.5582688,37673.9310149,0.0117403,100,0.0115226,98.864335841,37673.9310149,0.996518
0.1,0.00775502,4617.53443851,1.16838,129.585,3218.24,1.00281,4617.53443851,99.7197161356,0.778814,1,3.99687e-07,0.01,497.83,4621.75,100,4617.53443851,25801.4969465,0.0116341,100,0.0040311,99.6058659084,25801.4969465,1.00427
0.1,0.00607452,4603.77975199,1.24294,189.423,3211.67,1.01004,4603.77975199,99.0063378112,0.616529,1,1.30331e-06,0.01,495.48,4620.48,100,4603.77975199,93805.9978025,0.0122464,100,0.0134255,98.7261515763,93805.9978025,1.01494
0.1,0.00704996,4626.57388492,1.11479,101.252,3227.61,1.00274,4626.57388492,99.7269951443,0.703337,1,3.4409e-07,0.01,498.35,4630.84,100,4626.57388492,17979.8978954,0.0111742,100,0.00342472,99.6604740672,17979.8978954,0.997647
0.1,0.00656658,4603.1134631,1.15314,182.184,3208.35,1.00752,4603.1134631,99.253299655,0.659674,1,9.10696e-07,0.01,495.45,4614.89,100,4603.1134631,63728.5214354,0.0114786,100,0.00919082,99.1064481374,63728.5214354,1.00459
0.1,0.0045693,4587.18339776,1.20487,209.747,3197.82,1.01193,4587.18339776,98.8209610125,0.454591,1,1.33847e-06,0.01,493.84,4608.1,100,4587.18339776,108452.396463,0.0121107,100,0.013248,98.6922250578,108452.396463,0.994882
0.1,0.00537693,4626.4044567,1.13236,108.158,3230.36,1.0052,4626.4044567,99.4826754014,0.535667,1,8.92619e-07,0.01,497.83,4635.87,100,4626.4044567,38961.668597,0.0113664,100,0.00885904,99.1240791431,38961.668597,0.996232
0.1,0.00750538,4607.65220505,1.15026,212.861,3210.04,1.00517,4607.65220505,99.4857429521,0.747204,1,4.97054e-07,0.01,495.71,4615.52,100,4607.65220505,75975.6728581,0.0115539,100,0.00492648,99.5103342619,75975.6728581,0.995558
0.1,0.00668436,4584.67193729,1.21272,233.409,3192.4,1.01048,4584.67193729,98.9627245007,0.66431,1,1.18028e-06,0.01,493.8,4601.18,100,4584.67193729,109665.207152,0.0122025,100,0.0116576,98.845008236,109665.207152,0.993827
0.1,0.00680272,4630.19691823,1.10773,98.0256,3231.35,1.00299,4630.19691823,99.7019261591,0.680455,1,4.0791e-07,0.01,498.57,4635.08,100,4630.19691823,19321.8497573,0.0110743,100,0.00408129,99.5977803094,19321.8497573,1.00027
0.1,0.00826722,4606.50616378,1.11391,204.449,3206.4,1.00277,4606.50616378,99.7238652774,0.816259,1,3.9389e-07,0.01,496.26,4610.56,100,4606.50616378,53314.7056009,0.0112819,100,0.00383983,99.6115691305,53314.7056009,0.987344
0.1,0.00686046,4624.01776002,1.10681,148.738,3226.31,1.00438,4624.01776002,99.5638285713,0.688562,1,5.90948e-07,0.01,497.34,4630.89,100,4624.01776002,41933.7522334,0.0110277,100,0.0059529,99.4183316034,41933.7522334,1.00367
0.1,0.00493431,4623.27689702,1.13553,104.172,3228.59,1.00597,4623.27689702,99.4063896801,0.49132,1,7.95515e-07,0.01,497.73,4634.23,100,4623.27689702,41760.3376593,0.0114041,100,0.00788724,99.2185599071,41760.3376593,0.995723
0.1,0.00694343,4601.75372222,1.22704,171.193,3206.52,1.00678,4601.75372222,99.3265395652,0.694821,1,8.26756e-07,0.01,495.99,4612.31,100,4601.75372222,49710.7891841,0.012262,100,0.00827895,99.1881565906,49710.7891841,1.00069
0.1,0.00946493,4647.93247137,1.02047,25.8014,3245.64,1.00016,4647.93247137,99.9839570038,0.945746,1,1.84973e-08,0.01,500.0,4648.15,100,4647.93247137,709.042162174,0.0102127,100,0.000184681,99.9816851457,709.042162174,0.999211
0.1,0.00902675,4639.73922711,1.1033,87.0035,3238.66,1.00072,4639.73922711,99.928180337,0.903978,1,9.23311e-08,0.01,499.01,4640.78,100,4639.73922711,9197.54661302,0.0110171,100,0.00092598,99.9086913752,9197.54661302,1.00144
0.1,0.00424739,4614.14783151,1.18269,141.3,3224.74,1.00921,4614.14783151,99.087862404,0.430633,1,9.36886e-07,0.01,496.54,4633.09,100,4614.14783151,107683.425115,0.011665,100,0.00963068,99.0809883453,107683.425115,1.01388
0.1,0.00740186,4602.59769562,1.1709,203.623,3205.44,1.00588,4602.59769562,99.4152960229,0.749777,1,6.68981e-07,0.01,495.41,4611.51,100,4602.59769562,67233.4235831,0.0115592,100,0.0068643,99.3420742538,67233.4235831,1.01296
0.1,0.00889765,4638.15737566,1.04688,64.8094,3237.32,1.00049,4638.15737566,99.951374345,0.888478,1,5.91005e-08,0.01,499.29,4638.9,100,4638.15737566,5206.94851291,0.010484,100,0.000589297,99.9415075273,5206.94851291,0.998554
0.1,0.00793246,4629.52487999,1.09352,90.2277,3229.6,1.00219,4629.52487999,99.7815859935,0.793454,1,3.10101e-07,0.01,498.51,4632.79,100,4629.52487999,12391.1368039,0.0109323,100,0.00310264,99.6939269938,12391.1368039,1.00026
0.1,0.00543312,4619.77923987,1.16194,153.152,3225.6,1.00701,4619.77923987,99.3036228516,0.540558,1,8.84676e-07,0.01,497.03,4632.17,100,4619.77923987,78041.8378255,0.0116786,100,0.00875731,99.1317927753,78041.8378255,0.994932
0.1,0.00640485,4601.08382715,1.15186,223.779,3206.2,1.00721,4601.08382715,99.2837953202,0.640751,1,8.45769e-07,0.01,494.84,4612.85,100,4601.08382715,101684.527628,0.0115138,100,0.00846472,99.1696175642,101684.527628,1.00042
0.1,0.00802166,4639.33887462,1.06721,73.591,3238.81,1.0013,4639.33887462,99.8703137246,0.7985,1,1.97776e-07,0.01,499.1,4641.34,100,4639.33887462,8245.03271114,0.0107211,100,0.00195972,99.8045682197,8245.03271114,0.99543
0.1,0.00695123,4627.08341817,1.13531,148.776,3229.31,1.00396,4627.08341817,99.6055488191,0.6963,1,5.01753e-07,0.01,497.75,4633.54,100,4627.08341817,45410.6758584,0.0113339,100,0.00503454,99.5057242681,45410.6758584,1.00169
0.1,0.00687272,4629.78175368,1.0751,84.8973,3229.97,1.00245,4629.78175368,99.755552395,0.683662,1,2.95283e-07,0.01,498.55,4633.64,100,4629.78175368,12414.2431621,0.0108078,100,0.0029219,99.7085392757,12414.2431621,0.994749
0.1,0.00720701,4630.68704615,1.09139,118.264,3231.91,1.00293,4630.68704615,99.7081833352,0.721679,1,3.19612e-07,0.01,498.31,4635.22,100,4630.68704615,26592.9961191,0.0108991,100,0.00320481,99.6845729595,26592.9961191,1.00136
0.1,0.0086928,4628.03823183,1.08635,99.8372,3227.34,1.00108,4628.03823183,99.8920415344,0.871497,1,1.2247e-07,0.01,498.41,4629.64,100,4628.03823183,12253.7021997,0.0108359,100,0.00123095,99.8789248823,12253.7021997,1.00255
0.1,0.00934457,4647.66419909,1.02207,20.7033,3246.88,1.00013,4647.66419909,99.9865669178,0.932642,1,2.12668e-08,0.01,500.0,4647.84,100,4647.66419909,445.43968209,0.0102406,100,0.000211842,99.9789931115,445.43968209,0.998058
0.1,0.00944419,4644.98419699,1.01605,25.277,3243.6,1.00013,4644.98419699,99.9869244509,0.942528,1,2.01339e-08,0.01,500.0,4645.17,100,4644.98419699,664.510053232,0.0101809,100,0.000200534,99.9800694122,664.510053232,0.997997
0.1,0.00759286,4636.19342653,1.07073,73.7958,3235.67,1.00147,4636.19342653,99.8527195812,0.759421,1,2.29459e-07,0.01,499.07,4638.47,100,4636.19342653,8926.22494021,0.0107054,100,0.0022954,99.7733412653,8926.22494021,1.00018
0.1,0.00669039,4588.84157901,1.14092,245.363,3194.39,1.00966,4588.84157901,99.0428207542,0.663251,1,9.98471e-07,0.01,493.48,4603.17,100,4588.84157901,101741.944395,0.0115088,100,0.0098127,99.0211865571,101741.944395,0.991349
0.1,0.00950009,4646.79480987,1.02895,24.0516,3244.89,1.00015,4646.79480987,99.9852321502,0.949772,1,1.86516e-08,0.01,500.0,4646.99,100,4646.79480987,607.821222952,0.010292,100,0.000186423,99.9815500682,607.821222952,0.99975
0.1,0.00958816,4649.56482798,1.04649,20.4237,3247.78,1.00012,4649.56482798,99.987508427,0.958759,1,2.37154e-08,0.01,499.93,4649.73,100,4649.56482798,432.641667714,0.0104655,100,0.000237126,99.9764927722,432.641667714,0.999941
0.1,0.00592098,4620.70552886,1.13225,146.352,3222.67,1.004,4620.70552886,99.6014095166,0.592376,1,5.17539e-07,0.01,497.3,4627.47,100,4620.70552886,35436.0205905,0.0113172,100,0.00518024,99.4902491958,35436.0205905,1.00047
0.1,0.00316738,4595.29014213,1.18624,143.498,3211.32,1.01304,4595.29014213,98.7130111923,0.318941,1,1.73018e-06,0.01,494.58,4622.03,100,4595.29014213,89986.3714843,0.0117805,100,0.0175434,98.3159572991,89986.3714843,1.00696
0.1,0.00744751,4626.96313698,1.13875,150.949,3227.75,1.0032,4626.96313698,99.6806600026,0.751976,1,3.03896e-07,0.01,497.48,4631.89,100,4626.96313698,33898.3422951,0.0112781,100,0.00309821,99.7000347809,33898.3422951,1.0097
0.1,0.00595605,4618.54275659,1.11517,160.684,3221.98,1.00609,4618.54275659,99.3951647781,0.593593,1,8.32329e-07,0.01,496.41,4628.32,100,4618.54275659,52421.2161555,0.0111895,100,0.00826715,99.182727849,52421.2161555,0.996622
0.1,0.00963785,4649.0763625,1.02926,22.9455,3247.95,1.00009,4649.0763625,99.9914653433,0.964803,1,1.19279e-08,0.01,500.0,4649.2,100,4649.0763625,547.541959485,0.0102818,100,0.000119531,99.9881612859,547.541959485,1.00106
0.1,0.00959421,4648.38214381,1.02009,20.353,3246.96,1.0001,4648.38214381,99.9901781193,0.960692,1,1.24553e-08,0.01,500.0,4648.51,100,4648.38214381,431.167575333,0.0101874,100,0.000124883,99.9877112072,431.167575333,1.00133
0.1,0.00326521,4599.69720152,1.1678,122.132,3217.31,1.01387,4599.69720152,98.6322875518,0.318944,1,2.38734e-06,0.01,495.14,4629.3,100,4599.69720152,103311.49793,0.0119554,100,0.0227783,97.6910962613,103311.49793,0.976795
0.1,0.00687952,4635.89774289,1.08208,85.9535,3236.96,1.00255,4635.89774289,99.7452566173,0.686534,1,3.62971e-07,0.01,498.72,4639.95,100,4635.89774289,15049.7445377,0.0108431,100,0.00361477,99.6419709796,15049.7445377,0.997939
0.1,0.00945871,4650.35891266,1.02743,18.128,3249.06,1.0001,4650.35891266,99.9903926544,0.94556,1,1.53998e-08,0.01,500.0,4650.49,100,4650.35891266,338.686611666,0.0102777,100,0.000153897,99.9847646538,338.686611666,0.999672
0.1,0.00953148,4640.87289311,1.02495,32.5205,3239.23,1.00023,4640.87289311,99.977093223,0.950265,1,2.86717e-08,0.01,500.0,4641.19,100,4640.87289311,1111.82129645,0.0102806,100,0.000284986,99.9716227838,1111.82129645,0.996976
0.1,0.00883743,4641.73334151,1.0492,81.7547,3240.61,1.00079,4641.73334151,99.9208124207,0.881714,1,1.11328e-07,0.01,499.12,4642.91,100,4641.73334151,8538.86968211,0.0105161,100,0.00110818,99.8899061181,8538.86968211,0.997705
0.1,0.00962921,4648.35236249,1.01928,20.8678,3247.06,1.00007,4648.35236249,99.9927645197,0.961878,1,1.10828e-08,0.01,500.0,4648.45,100,4648.35236249,445.092838741,0.0102038,100,0.000110588,99.9890332195,445.092838741,0.998918
0.1,0.00966005,4646.47198425,1.01797,20.7457,3245.13,1.00003,4646.47198425,99.9969006545,0.96623,1,3.80992e-09,0.01,500.0,4646.53,100,4646.47198425,439.625439429,0.0101773,100,3.81169e-05,99.9962129938,439.625439429,1.00023
0.1,0.00940535,4649.79408976,1.02255,18.414,3247.9,1.0001,4649.79408976,99.9897013781,0.939646,1,1.52957e-08,0.01,500.0,4649.93,100,4649.79408976,354.751278451,0.0102352,100,0.000152668,99.9848354075,354.751278451,0.999054
0.1,0.0097118,4648.36167682,1.02387,26.1103,3246.48,1.00012,4648.36167682,99.9883426906,0.97199,1,1.12336e-08,0.01,500.0,4648.53,100,4648.36167682,708.947385816,0.0102302,100,0.000112523,99.9888712981,708.947385816,1.00083
0.1,0.00794511,4626.6998245,1.08309,112.509,3227.27,1.00222,4626.6998245,99.7788443502,0.791278,1,2.99543e-07,0.01,498.02,4630.04,100,4626.6998245,17816.2124484,0.0108751,100,0.00297109,99.7043081333,17816.2124484,0.99593
0.1,0.00803684,4629.28047828,1.07831,141.466,3229.12,1.0023,4629.28047828,99.7706559231,0.800132,1,2.64362e-07,0.01,498.13,4632.75,100,4629.28047828,30836.6958599,0.010831,100,0.00262031,99.7389574677,30836.6958599,0.995581
0.1,0.00961555,4643.82847384,1.03701,23.4083,3242.53,1.00011,4643.82847384,99.989486846,0.961061,1,1.21167e-08,0.01,500.0,4643.97,100,4643.82847384,563.979506275,0.0103754,100,0.000121042,99.9879938747,563.979506275,0.999486
0.1,0.00982677,4650.0839399,1.01616,20.9819,3248.13,1.00004,4650.0839399,99.9955775309,0.982713,1,4.60242e-09,0.01,500.0,4650.14,100,4650.0839399,451.868618375,0.0101613,100,4.60276e-05,99.9954493892,451.868618375,1.00004
0.1,0.00977021,4648.47263314,1.03083,23.052,3246.99,1.00006,4648.47263314,99.9937657428,0.976892,1,8.36669e-09,0.01,500.0,4648.55,100,4648.47263314,545.356750917,0.0103097,100,8.36447e-05,99.9917329642,545.356750917,0.999867
0.1,0.00964239,4647.75841624,1.01715,27.8353,3246.66,1.00005,4647.75841624,99.9948027451,0.964837,1,5.6369e-09,0.01,499.84,4647.85,100,4647.75841624,802.287809097,0.0101652,100,5.6439e-05,99.9944189804,802.287809097,1.00062
0.1,0.00691703,4640.4044089,1.09237,73.4628,3241.2,1.00221,4640.4044089,99.7795089772,0.683075,1,4.14337e-07,0.01,498.88,4643.94,100,4640.4044089,10954.5871155,0.0110617,100,0.00404066,99.5914778003,10954.5871155,0.987527
0.1,0.00615443,4619.19540147,1.12798,122.475,3223.27,1.00582,4619.19540147,99.4217411576,0.6128,1,7.18071e-07,0.01,497.07,4628.72,100,4619.19540147,35730.3317691,0.0113284,100,0.00711917,99.2941266476,35730.3317691,0.995706
0.1,0.00656412,4627.83622745,1.10906,122.85,3229.23,1.0034,4627.83622745,99.6615459774,0.660005,1,4.60791e-07,0.01,497.66,4633.37,100,4627.83622745,28802.2225997,0.0110302,100,0.00465849,99.5459125784,28802.2225997,1.00547
0.1,0.00969595,4650.13499238,1.02661,20.4376,3248.57,1.00009,4650.13499238,99.9911912095,0.970235,1,1.06079e-08,0.01,500.0,4650.26,100,4650.13499238,432.446519816,0.0102594,100,0.00010622,99.9895097117,432.446519816,1.00066
0.1,0.0075285,4638.96746418,1.08191,79.5828,3239.14,1.00162,4638.96746418,99.8386249643,0.752202,1,2.09408e-07,0.01,498.99,4641.53,100,4638.96746418,10935.1477597,0.0108284,100,0.00209047,99.7931159014,10935.1477597,0.99914
0.1,0.00954549,4649.14875229,1.02031,20.1069,3247.87,1.0001,4649.14875229,99.990130445,0.955035,1,1.29471e-08,0.01,500.0,4649.28,100,4649.14875229,421.898853736,0.0101979,100,0.000129603,99.9871713168,421.898853736,1.00051
0.1,0.00794748,4641.59864006,1.04296,39.8225,3240.33,1.00069,4641.59864006,99.9311325696,0.793267,1,1.11479e-07,0.01,499.56,4642.64,100,4641.59864006,2229.30535794,0.0104491,100,0.00111064,99.8897667405,2229.30535794,0.998136
0.1,0.00939347,4647.44545335,1.02416,25.9205,3246.12,1.00012,4647.44545335,99.987508427,0.939625,1,1.4361e-08,0.01,500.0,4647.65,100,4647.44545335,712.350052366,0.0102386,100,0.000143695,99.9857502148,712.350052366,1.0003
0.1,0.00649581,4636.35504538,1.09818,67.6359,3236.7,1.00244,4636.35504538,99.7569878047,0.649247,1,3.95358e-07,0.01,499.05,4640.42,100,4636.35504538,9821.96818835,0.0109874,100,0.00394951,99.6101267718,9821.96818835,0.999485
