Delta,MinNormIw,VanillaAvgRet,MaxVanillaIw,VarJ,Bound,eRenyi2,AvgRet,ESSRenyi,MinVanillaIw,IterType,VarNormIw,AvgNormIw,AvgEpLen,J,EpsThisIter,AvgDiscRet,VarDiscRet,MaxNormIw,BatchSize,VarVanillaIw,ESSClassic,VarRet,AvgVanillaIw
0.1,0.00958941,4653.43955399,1.02483,19.1991,3251.98,1.00008,4653.43955399,99.9922043202,0.958923,1,1.29552e-08,0.01,500.0,4653.55,100,4653.43955399,384.14196732,0.0102485,100,0.000129547,99.9871454595,384.14196732,0.999981
0.1,0.0095317,4652.18495233,1.02305,18.7384,3250.37,1.00008,4652.18495233,99.9923473493,0.952879,1,9.78001e-09,0.01,500.0,4652.28,100,4652.18495233,364.658833071,0.0102336,100,9.77402e-05,99.9902893354,364.658833071,0.999694
0.1,0.00948434,4649.21021895,1.02977,20.1429,3247.62,1.00009,4649.21021895,99.9906548651,0.949063,1,1.33269e-08,0.01,500.0,4649.34,100,4649.21021895,422.895660245,0.0102909,100,0.000133446,99.986818818,422.895660245,1.00066
0.1,0.0097997,4653.65767471,1.01204,16.0047,3251.65,1.00003,4653.65767471,99.9965072898,0.979247,1,3.75748e-09,0.01,500.0,4653.71,100,4653.65767471,261.932401764,0.0101278,100,3.75194e-05,99.99630475,261.932401764,0.999262
0.1,0.00932495,4654.14309824,1.01346,15.2988,3252.67,1.00007,4654.14309824,99.9925976511,0.932609,1,1.25778e-08,0.01,500.0,4654.23,100,4654.14309824,241.725771077,0.0101334,100,0.000125809,99.9875324464,241.725771077,1.00012
0.1,0.00963194,4650.75978494,1.02099,22.3104,3249.36,1.00012,4650.75978494,99.9881400824,0.962093,1,1.49586e-08,0.01,500.0,4650.91,100,4650.75978494,515.434955329,0.0102216,100,0.000149245,99.9852104113,515.434955329,0.998857
0.1,0.00793002,4643.58400927,1.06683,67.3351,3242.7,1.00111,4643.58400927,99.8894603419,0.792735,1,1.50906e-07,0.01,499.19,4645.27,100,4643.58400927,6963.71081812,0.0106718,100,0.00150804,99.8508287319,6963.71081812,0.999664
0.1,0.00961382,4653.09899267,1.02548,17.1497,3251.78,1.00008,4653.09899267,99.9920255345,0.962567,1,1.15737e-08,0.01,500.0,4653.2,100,4653.09899267,305.108510614,0.0102422,100,0.000116022,99.9885328736,305.108510614,1.00123
0.1,0.00984859,4654.24823853,1.01047,16.4919,3252.62,1.00002,4654.24823853,99.9984860649,0.984682,1,2.35359e-09,0.01,500.0,4654.28,100,4654.24823853,277.756807503,0.0101066,100,2.35274e-05,99.9976535818,277.756807503,0.999821
0.1,0.00972422,4652.85919472,1.01909,14.3809,3251.13,1.00003,4652.85919472,99.9970913779,0.971611,1,4.69804e-09,0.01,500.0,4652.91,100,4652.85919472,210.875746835,0.0101994,100,4.69021e-05,99.9953576205,210.875746835,0.999167
0.1,0.0098362,4653.66995168,1.02362,19.6541,3251.95,1.00006,4653.66995168,99.9937895817,0.983635,1,7.08647e-09,0.01,500.0,4653.74,100,4653.66995168,396.48905092,0.0102361,100,7.08668e-05,99.9929394749,396.48905092,1.00001
0.1,0.00949822,4652.62917802,1.01796,17.0426,3251.7,1.00007,4652.62917802,99.9932055322,0.948265,1,1.31858e-08,0.01,500.0,4652.71,100,4652.62917802,298.310888952,0.0101964,100,0.000131426,99.9869221281,298.310888952,0.99836
0.1,0.009893,4653.60029159,1.01181,15.4438,3252.04,1.00002,4653.60029159,99.9984741444,0.990077,1,1.67261e-09,0.01,500.0,4653.63,100,4653.60029159,242.169947245,0.0101102,100,1.67524e-05,99.9983495526,242.169947245,1.00079
0.1,0.00979627,4653.83446744,1.01217,14.5388,3251.74,1.00004,4653.83446744,99.9964596094,0.979083,1,4.39191e-09,0.01,500.0,4653.88,100,4653.83446744,215.103066101,0.0101273,100,4.38704e-05,99.9956527899,215.103066101,0.999445
0.1,0.009831,4652.04679812,1.02661,16.704,3250.66,1.00003,4652.04679812,99.9968291334,0.983163,1,4.13958e-09,0.01,500.0,4652.09,100,4652.04679812,284.188590672,0.0102654,100,4.14011e-05,99.99589196,284.188590672,1.00006
0.1,0.00980323,4651.95686433,1.03059,18.3609,3250.9,1.00004,4651.95686433,99.9959470484,0.980063,1,6.34712e-09,0.01,500.0,4652.02,100,4651.95686433,345.166277196,0.0103087,100,6.34375e-05,99.9937081925,345.166277196,0.999735
0.1,0.00959315,4654.93688259,1.01356,15.6712,3253.51,1.00005,4654.93688259,99.9954702522,0.959015,1,7.15575e-09,0.01,500.0,4655.02,100,4654.93688259,252.873892064,0.0101388,100,7.15127e-05,99.9929104506,252.873892064,0.999687
0.1,0.00938089,4649.92581802,1.02022,21.0711,3248.63,1.00013,4649.92581802,99.987222397,0.937731,1,1.76648e-08,0.01,500.0,4650.11,100,4649.92581802,472.524841849,0.0102061,100,0.000176514,99.9825357648,472.524841849,0.999619
0.1,0.00930545,4654.20513432,1.03412,18.0995,3251.67,1.00011,4654.20513432,99.9886406452,0.929802,1,1.88147e-08,0.01,500.0,4654.36,100,4654.20513432,344.795347651,0.0103495,100,0.000187847,99.9813758206,344.795347651,0.999202
0.1,0.00967556,4655.62513902,1.02336,15.4313,3254.34,1.00005,4655.62513902,99.9950053802,0.966969,1,1.01669e-08,0.01,500.0,4655.7,100,4655.62513902,243.965113192,0.0102398,100,0.000101545,99.9899314839,243.965113192,0.999394
0.1,0.00965684,4654.8170111,1.0237,17.6978,3252.77,1.00006,4654.8170111,99.9940279713,0.965256,1,7.19534e-09,0.01,500.0,4654.91,100,4654.8170111,323.793354706,0.0102415,100,7.18895e-05,99.9928332057,323.793354706,0.999557
0.1,0.00971247,4653.14132715,1.01749,17.1742,3251.3,1.00005,4653.14132715,99.9947550664,0.970264,1,7.79174e-09,0.01,500.0,4653.21,100,4653.14132715,303.872422597,0.0101852,100,7.77597e-05,99.992306042,303.872422597,0.998988
0.1,0.00922765,4650.6357539,1.03118,22.7962,3249.33,1.00016,4650.6357539,99.9839331696,0.92124,1,2.48085e-08,0.01,500.0,4650.86,100,4650.6357539,555.289219763,0.0103288,100,0.000247265,99.9754430481,555.289219763,0.998347
0.1,0.00979345,4654.13058147,1.01874,14.5813,3252.26,1.00003,4654.13058147,99.9970317768,0.978613,1,5.17259e-09,0.01,500.0,4654.18,100,4654.13058147,216.422146585,0.010195,100,5.16485e-05,99.9948846771,216.422146585,0.999252
0.1,0.00884674,4652.19405725,1.02636,23.1718,3251.41,1.0002,4652.19405725,99.9800483464,0.884071,1,3.96349e-08,0.01,500.0,4652.47,100,4652.19405725,633.310447859,0.0102706,100,0.000395808,99.9607696929,633.310447859,0.999318
0.1,0.00906626,4649.15587509,1.03343,20.242,3248.01,1.00019,4649.15587509,99.9809182346,0.904529,1,3.36778e-08,0.01,500.0,4649.41,100,4649.15587509,434.076644155,0.0103582,100,0.000335222,99.9666900019,434.076644155,0.997687
0.1,0.00962151,4652.16220501,1.0176,18.8051,3250.96,1.00008,4652.16220501,99.9920851297,0.961,1,1.17614e-08,0.01,500.0,4652.28,100,4652.16220501,368.769456172,0.0101881,100,0.000117333,99.988348438,368.769456172,0.998804
0.1,0.00974625,4653.46800294,1.01185,14.7143,3252.04,1.00003,4653.46800294,99.9974609066,0.974674,1,3.38961e-09,0.01,500.0,4653.5,100,4653.46800294,220.635546138,0.010118,100,3.38995e-05,99.9966356918,220.635546138,1.00005
0.1,0.00819421,4640.8703138,1.07582,90.1396,3239.94,1.00098,4640.8703138,99.9018798366,0.819231,1,1.49212e-07,0.01,498.94,4642.3,100,4640.8703138,10965.5867009,0.0107607,100,0.00149143,99.8524966563,10965.5867009,0.999769
0.1,0.00926274,4651.08158933,1.01421,17.4289,3249.59,1.0001,4651.08158933,99.9900112594,0.925686,1,1.85993e-08,0.01,500.0,4651.21,100,4651.08158933,313.026297537,0.0101485,100,0.000185757,99.9815696729,313.026297537,0.999365
0.1,0.0098412,4653.91919449,1.01706,14.6535,3252.28,1.00002,4653.91919449,99.9975085879,0.984508,1,3.95331e-09,0.01,500.0,4653.96,100,4653.91919449,217.905527983,0.0101666,100,3.95643e-05,99.996080152,217.905527983,1.00039
0.1,0.00828457,4640.60523234,1.06886,86.8957,3239.76,1.00118,4640.60523234,99.8825619568,0.826666,1,1.56388e-07,0.01,498.93,4642.38,100,4640.60523234,10874.5005229,0.0107117,100,0.00155712,99.8453953445,10874.5005229,0.997838
0.1,0.00943738,4652.31360118,1.03843,20.6798,3250.55,1.00013,4652.31360118,99.9872939044,0.943376,1,1.9775e-08,0.01,500.0,4652.47,100,4652.31360118,443.345140306,0.0103883,100,0.000197598,99.9804107176,443.345140306,0.999617
0.1,0.00950184,4654.54383125,1.01455,16.2187,3252.98,1.00008,4654.54383125,99.9920612916,0.949154,1,1.28624e-08,0.01,500.0,4654.66,100,4654.54383125,274.900903296,0.0101565,100,0.000128345,99.9872730279,274.900903296,0.998916
0.1,0.00982334,4655.75592845,1.01203,14.9088,3254.32,1.00003,4655.75592845,99.9974966676,0.982437,1,2.53335e-09,0.01,500.0,4655.8,100,4655.75592845,226.331948787,0.0101192,100,2.53388e-05,99.9974749835,226.331948787,1.00011
0.1,0.00971555,4654.01016065,1.01754,14.5058,3252.38,1.00004,4654.01016065,99.9960662482,0.970064,1,4.99239e-09,0.01,500.0,4654.06,100,4654.01016065,215.809906973,0.010191,100,4.97709e-05,99.9950410999,215.809906973,0.998466
0.1,0.00931808,4652.90343833,1.02846,17.1624,3251.3,1.00008,4652.90343833,99.9922281584,0.930331,1,1.568e-08,0.01,500.0,4653.01,100,4652.90343833,303.983837676,0.010301,100,0.000156304,99.984474266,303.983837676,0.998415
0.1,0.00870513,4648.06904487,1.03709,37.2638,3246.92,1.00041,4648.06904487,99.9591874817,0.870538,1,6.1248e-08,0.01,499.6,4648.66,100,4648.06904487,1765.70024931,0.0103706,100,0.000612515,99.939371821,1765.70024931,1.00003
0.1,0.00976314,4653.67565513,1.01398,17.3257,3252.14,1.00004,4653.67565513,99.9961854482,0.977323,1,4.73444e-09,0.01,500.0,4653.74,100,4653.67565513,308.608386902,0.0101293,100,4.74424e-05,99.9952938821,308.608386902,1.00103
0.1,0.00981493,4653.39591101,1.01269,17.8572,3251.92,1.00003,4653.39591101,99.9969721757,0.98008,1,3.33017e-09,0.01,500.0,4653.44,100,4653.39591101,324.068989738,0.0101415,100,3.32059e-05,99.9966956127,324.068989738,0.998561
0.1,0.00974324,4656.4114294,1.0228,14.7528,3254.5,1.00004,4656.4114294,99.9964119291,0.974965,1,5.46663e-09,0.01,500.0,4656.47,100,4656.4114294,223.442705587,0.0102212,100,5.47383e-05,99.9945678545,223.442705587,1.00066
0.1,0.00979908,4654.49799431,1.01985,13.6903,3252.7,1.00004,4654.49799431,99.9962331283,0.980139,1,4.40686e-09,0.01,500.0,4654.54,100,4654.49799431,190.36194703,0.0101961,100,4.40894e-05,99.9956600383,190.36194703,1.00024
0.1,0.00960688,4652.59844626,1.02939,17.8763,3251.03,1.00007,4652.59844626,99.9929075503,0.96159,1,1.25949e-08,0.01,500.0,4652.7,100,4652.59844626,331.058756767,0.0102842,100,0.000126186,99.9875159476,331.058756767,1.00094
0.1,0.00969881,4654.67879268,1.01432,17.5379,3252.75,1.00004,4654.67879268,99.9964715295,0.969286,1,5.66567e-09,0.01,500.0,4654.73,100,4654.67879268,316.553697751,0.0101494,100,5.65872e-05,99.9944044523,316.553697751,0.999386
0.1,0.00971419,4653.97820918,1.01535,16.4729,3252.87,1.00006,4653.97820918,99.9939564543,0.970639,1,8.39042e-09,0.01,500.0,4654.05,100,4653.97820918,279.378818964,0.0101617,100,8.37696e-05,99.9917045193,279.378818964,0.999197
0.1,0.00952655,4650.36854022,1.02938,22.3909,3248.83,1.00009,4650.36854022,99.9909885898,0.951273,1,1.41985e-08,0.01,500.0,4650.5,100,4650.36854022,526.414065705,0.0103088,100,0.000141573,99.985965906,526.414065705,0.998548
0.1,0.00950983,4655.97642006,1.01016,16.0333,3254.6,1.00003,4655.97642006,99.9968410536,0.950315,1,5.82812e-09,0.01,500.0,4656.02,100,4655.97642006,264.884749953,0.0101087,100,5.81993e-05,99.994255089,264.884749953,0.999297
0.1,0.00960531,4653.9881728,1.03185,19.7813,3252.65,1.00008,4653.9881728,99.9921328059,0.960514,1,1.29642e-08,0.01,500.0,4654.09,100,4653.9881728,405.703366505,0.0103187,100,0.000129638,99.9871569281,405.703366505,0.999983
0.1,0.00957671,4652.53151401,1.01229,20.815,3250.93,1.00006,4652.53151401,99.9944213165,0.957051,1,7.20981e-09,0.01,500.0,4652.62,100,4652.53151401,454.918440046,0.0101294,100,7.20049e-05,99.9928851801,454.918440046,0.999353
0.1,0.00977859,4653.74041247,1.00768,14.9875,3252.09,1.00002,4653.74041247,99.9980569263,0.978231,1,2.3344e-09,0.01,500.0,4653.78,100,4653.74041247,228.880587833,0.010073,100,2.33617e-05,99.9976853996,228.880587833,1.00038
0.1,0.0098638,4656.96524384,1.0157,13.0469,3254.84,1.00002,4656.96524384,99.99758011,0.986549,1,3.81954e-09,0.01,500.0,4657.0,100,4656.96524384,172.571127756,0.0101553,100,3.82084e-05,99.9962013207,172.571127756,1.00017
0.1,0.00974799,4655.22325367,1.01188,15.4729,3253.87,1.00003,4655.22325367,99.9968052931,0.974578,1,4.60665e-09,0.01,500.0,4655.28,100,4655.22325367,244.766180754,0.0101211,100,4.60455e-05,99.9954520026,244.766180754,0.999773
0.1,0.00978207,4652.56699276,1.03063,16.5859,3250.7,1.00004,4652.56699276,99.9964596094,0.97895,1,5.32307e-09,0.01,500.0,4652.62,100,4652.56699276,279.940028027,0.0102985,100,5.33115e-05,99.9946979924,279.940028027,1.00076
0.1,0.00984934,4654.8654888,1.01199,18.5305,3253.09,1.00002,4654.8654888,99.9979615627,0.984694,1,2.55561e-09,0.01,500.0,4654.9,100,4654.8654888,350.195224675,0.0101224,100,2.55437e-05,99.9974664714,350.195224675,0.999756
0.1,0.00936279,4652.55221414,1.02161,18.5402,3250.82,1.0001,4652.55221414,99.9896894596,0.935,1,2.01602e-08,0.01,500.0,4652.72,100,4652.55221414,363.381077756,0.0102301,100,0.000201052,99.9800515713,363.381077756,0.998634
0.1,0.00986177,4654.6013792,1.01179,13.8018,3252.98,1.00002,4654.6013792,99.9978900401,0.986943,1,2.2328e-09,0.01,500.0,4654.63,100,4654.6013792,193.593084357,0.0101101,100,2.23627e-05,99.9977892293,193.593084357,1.00078
0.1,0.009709,4654.87932529,1.01201,16.193,3253.47,1.00004,4654.87932529,99.9958636088,0.969882,1,7.05999e-09,0.01,500.0,4654.94,100,4654.87932529,268.928319604,0.0101307,100,7.04519e-05,99.9929777767,268.928319604,0.998951
0.1,0.00984751,4652.34848447,1.01162,13.6844,3250.92,1.00003,4652.34848447,99.9974847473,0.983905,1,2.98821e-09,0.01,500.0,4652.38,100,4652.34848447,190.00141355,0.0101249,100,2.98308e-05,99.9970373158,190.00141355,0.999141
0.1,0.00963831,4654.26017726,1.01482,18.0373,3252.45,1.00005,4654.26017726,99.9954464125,0.964372,1,5.32154e-09,0.01,500.0,4654.33,100,4654.26017726,337.641510698,0.0101425,100,5.32752e-05,99.9947274402,337.641510698,1.00056
0.1,0.00930045,4650.84940923,1.02286,22.2556,3249.14,1.00018,4650.84940923,99.9822052202,0.92727,1,3.32161e-08,0.01,500.0,4651.09,100,4650.84940923,536.402815292,0.0102592,100,0.000330181,99.9671456035,536.402815292,0.997016
0.1,0.00944145,4653.64540568,1.03416,17.25,3252.26,1.0001,4653.64540568,99.9895106829,0.943329,1,2.04143e-08,0.01,500.0,4653.8,100,4653.64540568,314.472392795,0.0103506,100,0.00020379,99.9798020365,314.472392795,0.999136
0.1,0.00978512,4654.63008411,1.01346,13.619,3252.96,1.00003,4654.63008411,99.9966622513,0.978525,1,4.11242e-09,0.01,500.0,4654.68,100,4654.63008411,189.246012398,0.0101345,100,4.11252e-05,99.9959260816,189.246012398,1.00001
0.1,0.00975317,4652.17050536,1.01463,14.4021,3250.21,1.00004,4652.17050536,99.9961735282,0.975243,1,5.09484e-09,0.01,500.0,4652.22,100,4652.17050536,211.19568203,0.0101471,100,5.09406e-05,99.9949796629,211.19568203,0.999923
0.1,0.00766797,4635.76169643,1.07979,137.862,3236.52,1.00265,4635.76169643,99.7360183221,0.768382,1,2.56489e-07,0.01,498.11,4639.88,100,4635.76169643,32361.8777973,0.0107756,100,0.00257551,99.746719104,32361.8777973,1.00207
0.1,0.00959123,4655.43461501,1.0179,18.0335,3253.62,1.00007,4655.43461501,99.993157855,0.95905,1,1.08934e-08,0.01,500.0,4655.53,100,4655.43461501,335.896836883,0.0101798,100,0.000108918,99.9892044654,335.896836883,0.999924
0.1,0.0096226,4653.73468967,1.02101,17.8249,3252.08,1.00007,4653.73468967,99.9929552273,0.961513,1,1.00923e-08,0.01,500.0,4653.83,100,4653.73468967,328.646036998,0.0102181,100,0.000100767,99.9900137441,328.646036998,0.999223
0.1,0.00988276,4654.45104866,1.02862,14.5984,3253.12,1.00002,4654.45104866,99.9977589156,0.989156,1,4.36635e-09,0.01,500.0,4654.49,100,4654.45104866,217.010484225,0.010277,100,4.37413e-05,99.9956895566,217.010484225,1.00089
0.1,0.00983683,4653.86011106,1.02194,13.7015,3251.92,1.00003,4653.86011106,99.9973536238,0.984256,1,4.72376e-09,0.01,500.0,4653.9,100,4653.86011106,190.999936074,0.0102134,100,4.72926e-05,99.9953375054,190.999936074,1.00058
0.1,0.00984708,4652.50632465,1.01466,15.3137,3251.22,1.00002,4652.50632465,99.9981046082,0.984922,1,2.99248e-09,0.01,500.0,4652.53,100,4652.50632465,237.764681816,0.0101444,100,2.99378e-05,99.9970748268,237.764681816,1.00022
0.1,0.00974615,4651.01551013,1.0175,15.5195,3249.42,1.00004,4651.01551013,99.9955775309,0.97505,1,7.15917e-09,0.01,500.0,4651.09,100,4651.01551013,246.161295806,0.0101705,100,7.16555e-05,99.9929043909,246.161295806,1.00045
0.1,0.00979411,4653.64855148,1.0278,15.7342,3252.21,1.00004,4653.64855148,99.9959708884,0.980191,1,7.38658e-09,0.01,500.0,4653.7,100,4653.64855148,253.205034979,0.0102698,100,7.39836e-05,99.9926743935,253.205034979,1.0008
0.1,0.00980778,4654.96471736,1.01641,15.9839,3253.06,1.00003,4654.96471736,99.9967337722,0.979992,1,4.80874e-09,0.01,500.0,4655.01,100,4654.96471736,260.967056879,0.0101723,100,4.80103e-05,99.995239424,260.967056879,0.999198
0.1,0.00981383,4656.05058127,1.00849,15.5034,3254.22,1.00002,4656.05058127,99.9982118926,0.981566,1,2.56068e-09,0.01,500.0,4656.09,100,4656.05058127,244.226738817,0.010083,100,2.56163e-05,99.9974980696,244.226738817,1.00019
0.1,0.00969241,4656.72181123,1.01477,12.3149,3255.34,1.00003,4656.72181123,99.9969602555,0.96944,1,4.61122e-09,0.01,500.0,4656.77,100,4656.72181123,154.577957841,0.0101456,100,4.61312e-05,99.9954348996,154.577957841,1.00021
0.1,0.00988702,4655.20212795,1.00903,13.0076,3253.73,1.00001,4655.20212795,99.9987125562,0.988723,1,1.69916e-09,0.01,500.0,4655.22,100,4655.20212795,171.843352396,0.01009,100,1.69923e-05,99.998329219,171.843352396,1.00002
0.1,0.00991358,4654.71248383,1.01683,12.9883,3252.88,1.00001,4654.71248383,99.9986171914,0.991371,1,1.72515e-09,0.01,500.0,4654.74,100,4654.71248383,171.09750422,0.0101681,100,1.7252e-05,99.9982910594,171.09750422,1.00001
0.1,0.00975305,4655.41482704,1.01462,14.0017,3253.82,1.00004,4655.41482704,99.9956967298,0.975041,1,6.34491e-09,0.01,500.0,4655.47,100,4655.41482704,199.521567243,0.010149,100,6.34147e-05,99.9937501251,199.521567243,0.999729
0.1,0.00984124,4656.05197336,1.02012,13.9534,3254.11,1.00003,4656.05197336,99.9970317768,0.983444,1,4.61958e-09,0.01,500.0,4656.1,100,4656.05197336,198.713138572,0.0102082,100,4.61319e-05,99.9954346229,198.713138572,0.999309
0.1,0.00958523,4653.44392467,1.01615,16.4286,3251.76,1.00005,4653.44392467,99.9950768987,0.957877,1,9.53186e-09,0.01,500.0,4653.52,100,4653.44392467,278.831066881,0.0101683,100,9.51903e-05,99.990549113,278.831066881,0.999326
0.1,0.00739477,4646.09363594,1.06087,66.811,3245.7,1.00148,4646.09363594,99.8526244946,0.744101,1,1.91366e-07,0.01,499.06,4648.42,100,4646.09363594,8015.33336315,0.0105427,100,0.00193767,99.8109161433,8015.33336315,1.00625
0.1,0.00982718,4651.13316394,1.01132,20.0457,3249.79,1.00004,4651.13316394,99.99567289,0.982329,1,3.80101e-09,0.01,500.0,4651.19,100,4651.13316394,410.68377336,0.0101172,100,3.79801e-05,99.9962411407,410.68377336,0.999604
0.1,0.00465854,4637.92011299,1.10715,77.2912,3241.89,1.0043,4637.92011299,99.571912168,0.463169,1,7.0564e-07,0.01,498.29,4646.5,100,4637.92011299,26234.9982963,0.0111356,100,0.00697529,99.3062363333,26234.9982963,0.994236
0.1,0.0096213,4655.1296484,1.01598,13.4769,3253.55,1.00004,4655.1296484,99.9964119291,0.962688,1,6.20294e-09,0.01,500.0,4655.18,100,4655.1296484,187.058458539,0.0101539,100,6.21014e-05,99.9938621814,187.058458539,1.00058
0.1,0.00969395,4654.66103126,1.02112,16.671,3252.78,1.00007,4654.66103126,99.9930863392,0.968984,1,9.56855e-09,0.01,500.0,4654.75,100,4654.66103126,284.593909734,0.0102155,100,9.56042e-05,99.9905285741,284.593909734,0.999576
0.1,0.0098298,4654.78289246,1.02423,13.9327,3253.47,1.00004,4654.78289246,99.9957563294,0.982566,1,6.62475e-09,0.01,500.0,4654.83,100,4654.78289246,197.448536343,0.0102466,100,6.61917e-05,99.9934477282,197.448536343,0.999579
0.1,0.00983756,4652.75473894,1.01832,17.1942,3250.92,1.00004,4652.75473894,99.9958397689,0.983182,1,5.7816e-09,0.01,500.0,4652.82,100,4652.75473894,301.058620696,0.0101891,100,5.77486e-05,99.9942405085,301.058620696,0.999416
0.1,0.00949419,4655.78659458,1.01468,15.4606,3254.17,1.00006,4655.78659458,99.9936465486,0.94752,1,1.05006e-08,0.01,500.0,4655.87,100,4655.78659458,246.466947401,0.0101672,100,0.000104586,99.9896193318,246.466947401,0.998
0.1,0.00983555,4653.83719956,1.0095,15.1845,3251.73,1.00002,4653.83719956,99.9978185176,0.982971,1,2.86772e-09,0.01,500.0,4653.87,100,4653.83719956,234.58999448,0.010101,100,2.86431e-05,99.997186956,234.58999448,0.999406
0.1,0.00864011,4648.09918176,1.04945,70.6223,3246.83,1.00079,4648.09918176,99.9212170923,0.864846,1,9.43217e-08,0.01,499.16,4649.26,100,4648.09918176,6655.43155964,0.0104843,100,0.00094504,99.9067183076,6655.43155964,1.00097
0.1,0.00976142,4657.03238517,1.01936,15.2919,3255.75,1.00003,4657.03238517,99.9971748197,0.976354,1,4.94987e-09,0.01,500.0,4657.07,100,4657.03238517,238.833309574,0.0101914,100,4.95202e-05,99.995103173,238.833309574,1.00022
0.1,0.00982379,4655.53089576,1.01258,16.669,3254.02,1.00003,4655.53089576,99.9967099319,0.982054,1,4.52734e-09,0.01,500.0,4655.59,100,4655.53089576,284.83337823,0.0101292,100,4.52435e-05,99.9955011354,284.83337823,0.999669
0.1,0.0092082,4653.17434343,1.02512,16.9401,3251.11,1.00009,4653.17434343,99.9912984791,0.919257,1,1.60183e-08,0.01,500.0,4653.3,100,4653.17434343,308.298796941,0.0102686,100,0.00015964,99.9841516169,308.298796941,0.998303
0.1,0.00977159,4653.51766323,1.01237,15.2128,3251.85,1.00004,4653.51766323,99.9957444095,0.976753,1,5.95819e-09,0.01,500.0,4653.58,100,4653.51766323,237.780969884,0.0101279,100,5.95323e-05,99.9941231838,237.780969884,0.999585
0.1,0.00982809,4653.07129938,1.02195,17.7476,3251.43,1.00004,4653.07129938,99.9958516888,0.982242,1,5.30976e-09,0.01,500.0,4653.14,100,4653.07129938,321.389940348,0.0102254,100,5.30365e-05,99.9947443404,321.389940348,0.999424
0.1,0.00970729,4652.99842997,1.01858,15.8816,3251.51,1.00005,4652.99842997,99.9953629737,0.971315,1,5.43832e-09,0.01,500.0,4653.06,100,4652.99842997,257.575016578,0.0101796,100,5.44488e-05,99.9945713679,257.575016578,1.0006
0.1,0.00975042,4654.09990859,1.01614,14.8384,3252.51,1.00004,4654.09990859,99.9956252105,0.97442,1,7.55618e-09,0.01,500.0,4654.17,100,4654.09990859,226.031781526,0.0101679,100,7.54654e-05,99.9924921255,226.031781526,0.999362
0.1,0.00962434,4657.89656228,1.01104,11.3158,3256.05,1.00003,4657.89656228,99.9968172133,0.962326,1,5.62216e-09,0.01,500.0,4657.94,100,4657.89656228,130.733535183,0.0101116,100,5.6209e-05,99.9944301521,130.733535183,0.999888
0.1,0.00976565,4656.06383773,1.00945,11.5958,3254.42,1.00002,4656.06383773,99.9978661992,0.97667,1,3.30549e-09,0.01,500.0,4656.1,100,4656.06383773,136.62616611,0.0100935,100,3.3062e-05,99.9967312367,136.62616611,1.00011
0.1,0.00969657,4655.97900596,1.01389,15.1652,3254.48,1.00004,4655.97900596,99.9962092883,0.969465,1,7.31134e-09,0.01,500.0,4656.04,100,4655.97900596,235.562081992,0.0101409,100,7.30845e-05,99.9927434079,235.562081992,0.999803
0.1,0.00972901,4654.10485952,1.0158,17.5474,3252.23,1.00004,4654.10485952,99.9964000091,0.973157,1,5.98227e-09,0.01,500.0,4654.16,100,4654.10485952,316.496001445,0.0101553,100,5.98542e-05,99.9940737833,316.496001445,1.00026
0.1,0.00984541,4654.22809229,1.00991,14.9769,3252.98,1.00003,4654.22809229,99.9971509792,0.983931,1,3.25036e-09,0.01,500.0,4654.27,100,4654.22809229,227.866034365,0.0101054,100,3.24633e-05,99.9967555763,227.866034365,0.99938
0.1,0.00984376,4656.05756756,1.00956,14.69,3254.03,1.00002,4656.05756756,99.9983787799,0.984714,1,2.19683e-09,0.01,500.0,4656.09,100,4656.05756756,220.210556819,0.0100922,100,2.19834e-05,99.9977920864,220.210556819,1.00034
0.1,0.0097281,4652.7332528,1.02016,19.6688,3250.95,1.00005,4652.7332528,99.9950411395,0.972471,1,6.38814e-09,0.01,500.0,4652.8,100,4652.7332528,397.129444112,0.0102051,100,6.38369e-05,99.9936504341,397.129444112,0.999652
0.1,0.00987967,4654.00794135,1.01976,17.1285,3252.17,1.00004,4654.00794135,99.9964357693,0.988391,1,3.24806e-09,0.01,500.0,4654.04,100,4654.00794135,297.309745266,0.0101932,100,3.25084e-05,99.996816169,297.309745266,1.00043
0.1,0.00987122,4653.50630156,1.0153,17.7693,3251.64,1.00002,4653.50630156,99.9977350748,0.987135,1,2.515e-09,0.01,500.0,4653.55,100,4653.50630156,320.811411013,0.0101528,100,2.51506e-05,99.9974938239,320.811411013,1.00001
0.1,0.00986711,4654.77815386,1.014,13.3286,3252.88,1.00002,4654.77815386,99.9982238131,0.987506,1,2.17187e-09,0.01,500.0,4654.8,100,4654.77815386,180.379182048,0.0101319,100,2.17537e-05,99.9978540894,180.379182048,1.00081
0.1,0.00993114,4654.48547932,1.02281,13.9665,3253.54,1.00002,4654.48547932,99.9983072567,0.993579,1,2.29624e-09,0.01,500.0,4654.51,100,4654.48547932,197.576655248,0.0102233,100,2.29839e-05,99.9977237304,197.576655248,1.00047
0.1,0.00968308,4655.26627431,1.01481,14.445,3254.13,1.00004,4655.26627431,99.99567289,0.967316,1,6.11757e-09,0.01,500.0,4655.33,100,4655.26627431,214.574721125,0.0101585,100,6.10505e-05,99.9939477803,214.574721125,0.998976
