AvgDiscRet,MaxNormIw,BatchSize,VarNormIw,J,VarDiscRet,ESSRenyi,AvgNormIw,IterType,VarRet,MaxVanillaIw,EpsThisIter,MinVanillaIw,VanillaAvgRet,VarVanillaIw,MinNormIw,ESSClassic,VarJ,AvgEpLen,Bound,eRenyi2,AvgVanillaIw,AvgRet,Delta
-92.822097923,0.01,300,3.50449e-18,-92.8221,8134.27650119,300.0,0.01,2,8134.27650119,1.0,100,1.0,-92.822097923,,0.01,100.0,89.7381,127.26,-120.13,1.0,1.0,-92.822097923,0.7
-114.391460948,0.005,300,2.1793e-19,-103.607,13958.3869455,300.0,0.005,2,13958.3869455,1.0,100,1.0,-114.391460948,,0.005,200.000000102,105.129,151.85,-122.917,1.0,1.0,-114.391460948,0.7
-87.5401012683,0.995801,400,0.00330531,-75.3263,5935.49848496,nan,0.00333333,,6042.89931332,519828.0,100,0.269373,-85.0434761186,9.00714e+08,5.16021e-07,1.00844855335,0.607205,118.35,-inf,nan,1740.07,-85.0434761186,0.7
-99.6509014128,0.00726936,400,2.72605e-06,-82.1658,10213.1394018,280.461018685,0.0025,1,10213.1394018,2.7761,100,1.76755e-06,-99.6509014128,0.397569,4.6284e-09,278.730588685,79.0249,135.11,-98.4723,1.42622,0.954728,-99.6509014128,0.7
-83.7192112263,0.01,400,3.50449e-18,-83.7192,4856.52801462,400.0,0.01,2,4856.52801462,1.0,100,1.0,-83.7192112263,,0.01,100.0,69.3395,117.33,-111.027,1.0,1.0,-83.7192112263,0.7
-76.0082420738,0.005,400,2.1793e-19,-79.8637,2583.91651441,400.0,0.005,2,2583.91651441,1.0,100,1.0,-76.0082420738,,0.005,200.000000102,60.8102,107.67,-99.1733,1.0,1.0,-76.0082420738,0.7
-102.898995147,0.00333333,400,5.43914e-20,-87.5422,11216.0427486,400.0,0.00333333,2,11216.0427486,1.0,100,1.0,-102.898995147,,0.00333333,299.999969474,79.2746,138.72,-103.309,1.0,1.0,-102.898995147,0.7
-92.0781868029,0.00650389,400,2.89026e-06,-83.501,8160.40249892,273.799695833,0.0025,1,8160.40249892,2.52747,100,0.0134932,-92.0781868029,0.436478,3.47219e-05,273.731533893,78.7019,126.17,-100.005,1.46092,0.971522,-92.0781868029,0.7
-97.0489386119,0.01,400,3.50449e-18,-97.0489,9117.94131001,400.0,0.01,2,9117.94131001,1.0,100,1.0,-97.0489386119,,0.01,100.0,95.0093,132.21,-124.357,1.0,1.0,-97.0489386119,0.7
-86.6254090391,0.005,400,2.1793e-19,-91.8372,5930.59745023,400.0,0.005,2,5930.59745023,1.0,100,1.0,-86.6254090391,,0.005,200.000000102,86.465,120.82,-111.147,1.0,1.0,-86.6254090391,0.7
-90.1956699926,0.00333333,400,5.43914e-20,-91.29,7006.0932216,400.0,0.00333333,2,7006.0932216,1.0,100,1.0,-90.1956699926,,0.00333333,299.999969474,85.4209,124.35,-107.056,1.0,1.0,-90.1956699926,0.7
-96.7627519237,0.0091801,400,6.76319e-06,-77.3472,7983.45448539,192.15908923,0.0025,1,7983.45448539,3.66395,100,5.80041e-07,-96.7627519237,1.07735,1.4533e-09,192.362785797,67.6466,133.36,-97.0472,2.08161,0.997797,-96.7627519237,0.7
-101.218923785,0.01,400,3.50449e-18,-101.219,10100.7384685,400.0,0.01,2,10100.7384685,1.0,100,1.0,-101.218923785,,0.01,100.0,99.9986,137.83,-128.527,1.0,1.0,-101.218923785,0.7
-98.2442640738,0.005,400,2.1793e-19,-99.7316,10300.237394,400.0,0.005,2,10300.237394,1.0,100,1.0,-98.2442640738,,0.005,200.000000102,100.502,133.54,-119.042,1.0,1.0,-98.2442640738,0.7
-83.8862320018,0.00333333,400,5.43914e-20,-94.4498,6044.53119395,400.0,0.00333333,2,6044.53119395,1.0,100,1.0,-83.8862320018,,0.00333333,299.999969474,93.7245,116.94,-110.216,1.0,1.0,-83.8862320018,0.7
-94.0583467861,0.0123196,400,1.1245e-05,-75.6263,8093.4390071,134.042936011,0.0025,1,8093.4390071,5.35257,100,4.89293e-14,-94.0583467861,2.12273,1.12616e-16,143.127782189,66.7661,129.33,-99.2134,2.98412,1.08619,-94.0583467861,0.7
-98.1400324027,0.01,400,3.50449e-18,-98.14,10272.0663671,400.0,0.01,2,10272.0663671,1.0,100,1.0,-98.1400324027,,0.01,100.0,100.843,133.67,-125.445,1.0,1.0,-98.1400324027,0.7
-84.3222359738,0.005,400,2.1793e-19,-91.2311,6050.07988247,400.0,0.005,2,6050.07988247,1.0,100,1.0,-84.3222359738,,0.005,200.000000102,90.151,117.5,-110.541,1.0,1.0,-84.3222359738,0.7
-86.9036130857,0.00333333,400,5.43914e-20,-89.7886,7185.12737748,400.0,0.00333333,2,7185.12737748,1.0,100,1.0,-86.9036130857,,0.00333333,299.999969474,88.2801,120.03,-105.555,1.0,1.0,-86.9036130857,0.7
-81.3844626129,0.00539802,400,4.29611e-07,-86.4518,4857.46689247,366.308841298,0.0025,1,4857.46689247,2.12703,100,0.613621,-81.3844626129,0.0667044,0.00155726,374.333594949,83.6824,114.64,-100.72,1.09197,0.985099,-81.3844626129,0.7
-102.74699414,0.01,400,3.50449e-18,-102.747,11227.7316534,400.0,0.01,2,11227.7316534,1.0,100,1.0,-102.74699414,,0.01,100.0,105.43,138.37,-130.055,1.0,1.0,-102.74699414,0.7
-74.9099440944,0.005,400,2.1793e-19,-88.8285,2543.75974864,400.0,0.005,2,2543.75974864,1.0,100,1.0,-74.9099440944,,0.005,200.000000102,83.7294,107.06,-108.138,1.0,1.0,-74.9099440944,0.7
-84.1425398703,0.00333333,400,5.43914e-20,-87.2665,6055.30657635,400.0,0.00333333,2,6055.30657635,1.0,100,1.0,-84.1425398703,,0.00333333,299.999969474,81.7121,117.13,-103.033,1.0,1.0,-84.1425398703,0.7
-100.755069156,0.00369606,400,8.38261e-07,-88.5095,10179.5373104,351.64822635,0.0025,1,10179.5373104,1.47375,100,0.0627739,-100.755069156,0.133275,0.000157432,352.800129723,87.509,136.48,-103.072,1.1375,0.996838,-100.755069156,0.7
-101.508024143,0.01,400,3.50449e-18,-101.508,11282.001371,400.0,0.01,2,11282.001371,1.0,100,1.0,-101.508024143,,0.01,100.0,105.684,136.83,-128.816,1.0,1.0,-101.508024143,0.7
-91.5459299555,0.005,400,2.1793e-19,-96.527,8238.36725331,400.0,0.005,2,8238.36725331,1.0,100,1.0,-91.5459299555,,0.005,200.000000102,98.4246,125.05,-115.837,1.0,1.0,-91.5459299555,0.7
-89.0918807988,0.00333333,400,5.43914e-20,-94.0486,7080.32595924,400.0,0.00333333,2,7080.32595924,1.0,100,1.0,-89.0918807988,,0.00333333,299.999969474,93.8459,123.08,-109.815,1.0,1.0,-89.0918807988,0.7
-80.0887203459,0.00885529,400,4.23025e-06,-80.6836,4921.6135615,242.842147255,0.0025,1,4921.6135615,3.42117,100,0.00593673,-80.0887203459,0.631407,1.53665e-05,238.784810581,80.8158,111.96,-98.2076,1.64716,0.965854,-80.0887203459,0.7
-75.7442832653,0.01,400,3.50449e-18,-75.7443,3762.52809258,400.0,0.01,2,3762.52809258,1.0,100,1.0,-75.7442832653,,0.01,100.0,61.032,107.24,-103.053,1.0,1.0,-75.7442832653,0.7
-101.427327714,0.005,400,2.1793e-19,-88.5858,11270.679678,400.0,0.005,2,11270.679678,1.0,100,1.0,-101.427327714,,0.005,200.000000102,87.2143,137.87,-107.896,1.0,1.0,-101.427327714,0.7
-95.8215913284,0.00333333,400,5.43914e-20,-90.9977,9227.6411391,400.0,0.00333333,2,9227.6411391,1.0,100,1.0,-95.8215913284,,0.00333333,299.999969474,90.1535,130.98,-106.764,1.0,1.0,-95.8215913284,0.7
-82.753619733,0.00951937,400,1.32391e-06,-86.346,6063.68902354,334.547202064,0.0025,1,6063.68902354,3.80318,100,0.0124234,-82.753619733,0.211317,3.10957e-05,330.224801078,85.5417,114.84,-101.276,1.19565,0.9988,-82.753619733,0.7
-103.098646214,0.01,400,3.50449e-18,-103.099,11223.2230451,400.0,0.01,2,11223.2230451,1.0,100,1.0,-103.098646214,,0.01,100.0,105.409,138.9,-130.407,1.0,1.0,-103.098646214,0.7
-87.2468843579,0.005,400,2.1793e-19,-95.1728,7155.98663908,400.0,0.005,2,7155.98663908,1.0,100,1.0,-87.2468843579,,0.005,200.000000102,95.7106,120.06,-114.483,1.0,1.0,-87.2468843579,0.7
-90.842411299,0.00333333,400,5.43914e-20,-93.7293,8227.46696249,400.0,0.00333333,2,8227.46696249,1.0,100,1.0,-90.842411299,,0.00333333,299.999969474,93.9481,124.39,-109.497,1.0,1.0,-90.842411299,0.7
-88.3844076288,0.00892999,400,6.52047e-06,-80.8825,7081.73757664,197.585127921,0.0025,1,7081.73757664,3.57858,100,2.22937e-11,-88.3844076288,1.04712,5.56317e-14,196.014363427,82.4104,122.34,-100.312,2.02444,1.00184,-88.3844076288,0.7
-84.8578826125,0.01,400,3.50449e-18,-84.8579,5980.30345494,400.0,0.01,2,5980.30345494,1.0,100,1.0,-84.8578826125,,0.01,100.0,76.9448,118.19,-112.164,1.0,1.0,-84.8578826125,0.7
-78.9984666745,0.005,400,2.1793e-19,-81.9282,3697.50019,400.0,0.005,2,3697.50019,1.0,100,1.0,-78.9984666745,,0.005,200.000000102,69.2755,111.35,-101.237,1.0,1.0,-78.9984666745,0.7
-95.3383821827,0.00333333,400,5.43914e-20,-86.3983,9218.61754606,400.0,0.00333333,2,9218.61754606,1.0,100,1.0,-95.3383821827,,0.00333333,299.999969474,79.2559,130.3,-102.164,1.0,1.0,-95.3383821827,0.7
-80.1653209722,0.00965722,400,1.22848e-06,-80.7709,4921.1964987,333.445414494,0.0025,1,4921.1964987,3.96779,100,0.0600784,-80.1653209722,0.207378,0.000146225,334.429728919,65.3968,112.41,-95.7253,1.1996,1.02716,-80.1653209722,0.7
-79.7699602515,0.01,400,3.50449e-18,-79.77,4906.44851261,400.0,0.01,2,4906.44851261,1.0,100,1.0,-79.7699602515,,0.01,100.0,69.6949,111.82,-107.078,1.0,1.0,-79.7699602515,0.7
-94.2990227479,0.005,400,2.1793e-19,-87.0345,9283.86363976,400.0,0.005,2,9283.86363976,1.0,100,1.0,-94.2990227479,,0.005,200.000000102,84.1248,128.34,-106.344,1.0,1.0,-94.2990227479,0.7
-84.7644014037,0.00333333,400,5.43914e-20,-86.2778,5989.26758273,400.0,0.00333333,2,5989.26758273,1.0,100,1.0,-84.7644014037,,0.00333333,299.999969474,81.8266,117.7,-102.044,1.0,1.0,-84.7644014037,0.7
-81.8710069811,0.00702315,400,5.35388e-06,-76.9585,4922.53641588,217.515806222,0.0025,1,4922.53641588,2.87389,100,1.38056e-08,-81.8710069811,0.896488,3.37379e-11,215.693799636,70.0713,114.11,-95.4747,1.83895,1.023,-81.8710069811,0.7
-91.26550115,0.01,400,3.50449e-18,-91.2655,8230.2221308,400.0,0.01,2,8230.2221308,1.0,100,1.0,-91.26550115,,0.01,100.0,90.2658,124.7,-118.574,1.0,1.0,-91.26550115,0.7
-73.6975477012,0.005,400,2.1793e-19,-82.4815,2562.12672071,400.0,0.005,2,2562.12672071,1.0,100,1.0,-73.6975477012,,0.005,200.000000102,73.6164,104.45,-101.791,1.0,1.0,-73.6975477012,0.7
-87.2522272067,0.00333333,400,5.43914e-20,-84.0718,7149.55517003,400.0,0.00333333,2,7149.55517003,1.0,100,1.0,-87.2522272067,,0.00333333,299.999969474,77.3132,120.3,-99.8382,1.0,1.0,-87.2522272067,0.7
-88.8048361789,0.00709371,400,1.38918e-06,-82.4936,7096.77519089,320.998958398,0.0025,1,7096.77519089,2.81869,100,0.021968,-88.8048361789,0.219334,5.52862e-05,327.409043614,74.0023,122.34,-97.7358,1.24611,0.993375,-88.8048361789,0.7
-93.2433761999,0.01,400,3.50449e-18,-93.2434,9272.37287648,400.0,0.01,2,9272.37287648,1.0,100,1.0,-93.2433761999,,0.01,100.0,95.8105,127.83,-120.551,1.0,1.0,-93.2433761999,0.7
-76.3436856353,0.005,400,2.1793e-19,-84.7935,3788.44222926,400.0,0.005,2,3788.44222926,1.0,100,1.0,-76.3436856353,,0.005,200.000000102,80.8486,107.91,-104.103,1.0,1.0,-76.3436856353,0.7
-73.1029340003,0.00333333,400,5.43914e-20,-80.8967,2556.23732575,400.0,0.00333333,2,2556.23732575,1.0,100,1.0,-73.1029340003,,0.00333333,299.999969474,72.3298,104.0,-96.6632,1.0,1.0,-73.1029340003,0.7
-78.0507058766,0.00678551,400,4.76965e-06,-70.9534,3763.52284471,237.870521243,0.0025,1,3763.52284471,2.59791,100,1.47461e-07,-78.0507058766,0.69915,3.85154e-10,227.113163542,39.4067,110.06,-88.6596,1.68159,0.957153,-78.0507058766,0.7
-70.6810702981,0.01,400,3.50449e-18,-70.6811,1379.69554076,400.0,0.01,2,1379.69554076,1.0,100,1.0,-70.6810702981,,0.01,100.0,36.9581,100.9,-97.9517,1.0,1.0,-70.6810702981,0.7
-97.4622114462,0.005,400,2.1793e-19,-84.0716,10412.8268707,400.0,0.005,2,10412.8268707,1.0,100,1.0,-97.4622114462,,0.005,200.000000102,77.5668,131.6,-103.381,1.0,1.0,-97.4622114462,0.7
-91.0652463634,0.00333333,400,5.43914e-20,-86.4028,8202.05663118,400.0,0.00333333,2,8202.05663118,1.0,100,1.0,-91.0652463634,,0.00333333,299.999969474,82.0282,124.25,-102.169,1.0,1.0,-91.0652463634,0.7
-84.3850265647,0.00464794,400,7.45567e-07,-83.8478,5995.75037603,354.11301499,0.0025,1,5995.75037603,1.87538,100,0.0157739,-84.3850265647,0.12138,3.90939e-05,357.464344902,78.9533,117.38,-98.3597,1.12958,1.00872,-84.3850265647,0.7
-97.671846866,0.01,400,3.50449e-18,-97.6718,10306.922633,400.0,0.01,2,10306.922633,1.0,100,1.0,-97.671846866,,0.01,100.0,101.014,132.09,-124.98,1.0,1.0,-97.671846866,0.7
-91.2730260998,0.005,400,2.1793e-19,-94.4724,8193.79420122,400.0,0.005,2,8193.79420122,1.0,100,1.0,-91.2730260998,,0.005,200.000000102,95.7501,125.28,-113.782,1.0,1.0,-91.2730260998,0.7
-83.6506319797,0.00333333,400,5.43914e-20,-90.8652,6012.23051769,400.0,0.00333333,2,6012.23051769,1.0,100,1.0,-83.6506319797,,0.00333333,299.999969474,90.1228,116.06,-106.632,1.0,1.0,-83.6506319797,0.7
-90.1414398207,0.00846216,400,1.47571e-06,-88.4171,7065.49389711,326.750929681,0.0025,1,7065.49389711,3.3808,100,0.074253,-90.1414398207,0.235547,0.000185855,323.749457221,86.3955,124.56,-103.524,1.22417,0.9988,-90.1414398207,0.7
-89.8373189692,0.01,400,3.50449e-18,-89.8373,8255.04984228,400.0,0.01,2,8255.04984228,1.0,100,1.0,-89.8373189692,,0.01,100.0,90.4019,123.2,-117.146,1.0,1.0,-89.8373189692,0.7
-86.4436470701,0.005,400,2.1793e-19,-88.1405,6016.96738067,400.0,0.005,2,6016.96738067,1.0,100,1.0,-86.4436470701,,0.005,200.000000102,84.0686,119.81,-107.45,1.0,1.0,-86.4436470701,0.7
-84.9382818972,0.00333333,400,5.43914e-20,-87.0731,6039.15048369,400.0,0.00333333,2,6039.15048369,1.0,100,1.0,-84.9382818972,,0.00333333,299.999969474,81.8956,118.07,-102.84,1.0,1.0,-84.9382818972,0.7
-82.0883858584,0.00579199,400,1.73764e-06,-82.063,6092.38366995,306.57517345,0.0025,1,6092.38366995,2.3438,100,0.0124073,-82.0883858584,0.284542,3.06608e-05,313.153985296,76.8274,113.18,-97.6595,1.30474,1.01166,-82.0883858584,0.7
-86.8134605926,0.01,400,3.50449e-18,-86.8135,7161.22100448,400.0,0.01,2,7161.22100448,1.0,100,1.0,-86.8134605926,,0.01,100.0,84.1998,119.91,-114.122,1.0,1.0,-86.8134605926,0.7
-83.9605063,0.005,400,2.1793e-19,-85.387,6028.71053271,400.0,0.005,2,6028.71053271,1.0,100,1.0,-83.9605063,,0.005,200.000000102,80.8149,117.07,-104.697,1.0,1.0,-83.9605063,0.7
-90.5318891244,0.00333333,400,5.43914e-20,-87.1019,8242.30224984,400.0,0.00333333,2,8242.30224984,1.0,100,1.0,-90.5318891244,,0.00333333,299.999969474,84.142,123.72,-102.868,1.0,1.0,-90.5318891244,0.7
-82.2675951764,0.0101041,400,9.63006e-07,-84.1121,4901.45169754,355.713978434,0.0025,1,4901.45169754,4.05098,100,0.704004,-82.2675951764,0.154794,0.00175595,346.711981453,74.3185,114.8,-98.5913,1.1245,1.00231,-82.2675951764,0.7
-88.5573029816,0.01,400,3.50449e-18,-88.5573,7099.04387101,400.0,0.01,2,7099.04387101,1.0,100,1.0,-88.5573029816,,0.01,100.0,83.8335,122.12,-115.866,1.0,1.0,-88.5573029816,0.7
-89.0531794025,0.005,400,2.1793e-19,-88.8052,7068.50596333,400.0,0.005,2,7068.50596333,1.0,100,1.0,-89.0531794025,,0.005,200.000000102,83.7437,122.76,-108.115,1.0,1.0,-89.0531794025,0.7
-96.8713631718,0.00333333,400,5.43914e-20,-91.4939,10328.5582719,400.0,0.00333333,2,10328.5582719,1.0,100,1.0,-96.8713631718,,0.00333333,299.999969474,89.9901,131.79,-107.26,1.0,1.0,-96.8713631718,0.7
-92.2737991451,0.0137506,400,6.83932e-07,-90.5159,8144.28657479,367.285178591,0.0025,1,8144.28657479,5.347,100,0.765028,-92.2737991451,0.103417,0.00196738,360.634642764,87.6285,126.48,-104.765,1.08907,0.97214,-92.2737991451,0.7
-78.3439875431,0.01,400,3.50449e-18,-78.344,3700.03150494,400.0,0.01,2,3700.03150494,1.0,100,1.0,-78.3439875431,,0.01,100.0,60.523,110.57,-105.652,1.0,1.0,-78.3439875431,0.7
-110.576534232,0.005,400,2.1793e-19,-94.4603,13088.4978977,400.0,0.005,2,13088.4978977,1.0,100,1.0,-110.576534232,,0.005,200.000000102,92.5746,147.89,-113.772,1.0,1.0,-110.576534232,0.7
-78.2227992435,0.00333333,400,5.43914e-20,-89.0478,3806.05774525,400.0,0.00333333,2,3806.05774525,1.0,100,1.0,-78.2227992435,,0.00333333,299.999969474,83.8329,109.89,-104.816,1.0,1.0,-78.2227992435,0.7
-98.582638025,0.00676391,400,4.68753e-06,-85.408,10301.8401977,225.496775016,0.0025,1,10301.8401977,2.79654,100,1.33067e-05,-98.582638025,0.801289,3.21846e-08,228.815973439,93.8803,134.19,-103.595,1.77386,1.03362,-98.582638025,0.7
-76.5781368895,0.01,400,3.50449e-18,-76.5781,3774.40938467,400.0,0.01,2,3774.40938467,1.0,100,1.0,-76.5781368895,,0.01,100.0,61.1283,108.58,-103.886,1.0,1.0,-76.5781368895,0.7
-86.4140454346,0.005,400,2.1793e-19,-81.4961,5993.47177306,400.0,0.005,2,5993.47177306,1.0,100,1.0,-86.4140454346,,0.005,200.000000102,69.7086,119.78,-100.806,1.0,1.0,-86.4140454346,0.7
-85.8175338817,0.00333333,400,5.43914e-20,-82.9366,5996.35805801,400.0,0.00333333,2,5996.35805801,1.0,100,1.0,-85.8175338817,,0.00333333,299.999969474,72.2667,119.11,-98.703,1.0,1.0,-85.8175338817,0.7
-94.7608756939,0.0101385,400,6.50958e-06,-76.61,9281.76122365,198.411498518,0.0025,1,9281.76122365,4.06702,100,0.000186928,-94.7608756939,1.0475,4.65987e-07,196.181547364,60.5818,128.35,-95.997,2.01601,1.00286,-94.7608756939,0.7
-92.225478524,0.01,400,3.50449e-18,-92.2255,8167.71072349,400.0,0.01,2,8167.71072349,1.0,100,1.0,-92.225478524,,0.01,100.0,89.9224,126.68,-119.533,1.0,1.0,-92.225478524,0.7
-90.9123713981,0.005,400,2.1793e-19,-91.5689,8231.65860969,400.0,0.005,2,8231.65860969,1.0,100,1.0,-90.9123713981,,0.005,200.000000102,90.1006,124.64,-110.879,1.0,1.0,-90.9123713981,0.7
-98.8007906817,0.00333333,400,5.43914e-20,-93.9796,10216.2238942,400.0,0.00333333,2,10216.2238942,1.0,100,1.0,-98.8007906817,,0.00333333,299.999969474,93.782,134.07,-109.746,1.0,1.0,-98.8007906817,0.7
-91.911409633,0.00939063,400,8.62015e-07,-91.9429,8151.85012153,353.49053982,0.0025,1,8151.85012153,3.7481,100,0.00766708,-91.911409633,0.137324,1.92094e-05,351.62450543,92.04,126.22,-106.468,1.13157,0.997829,-91.911409633,0.7
-79.1702246708,0.01,400,3.50449e-18,-79.1702,4928.25701843,400.0,0.01,2,4928.25701843,1.0,100,1.0,-79.1702246708,,0.01,100.0,69.8497,111.24,-106.478,1.0,1.0,-79.1702246708,0.7
-69.0178060472,0.005,400,2.1793e-19,-74.094,1321.88059006,400.0,0.005,2,1321.88059006,1.0,100,1.0,-69.0178060472,,0.005,200.000000102,55.8533,99.37,-93.4035,1.0,1.0,-69.0178060472,0.7
-84.7569698514,0.00333333,400,5.43914e-20,-77.6483,6016.65558626,400.0,0.00333333,2,6016.65558626,1.0,100,1.0,-84.7569698514,,0.00333333,299.999969474,63.9569,117.22,-93.4149,1.0,1.0,-84.7569698514,0.7
-87.5841742355,0.00597665,400,1.58229e-06,-77.6266,7133.86859847,325.454008996,0.0025,1,7133.86859847,2.3714,100,0.0711052,-87.5841742355,0.249104,0.000179207,319.352553172,63.1912,120.64,-92.764,1.22905,0.991942,-87.5841742355,0.7
-84.5882794563,0.01,400,3.50449e-18,-84.5883,6064.01008066,400.0,0.01,2,6064.01008066,1.0,100,1.0,-84.5882794563,,0.01,100.0,77.4814,117.9,-111.897,1.0,1.0,-84.5882794563,0.7
-90.8387857001,0.005,400,2.1793e-19,-87.7135,8191.67110623,400.0,0.005,2,8191.67110623,1.0,100,1.0,-90.8387857001,,0.005,200.000000102,84.0615,124.45,-107.023,1.0,1.0,-90.8387857001,0.7
-82.4103572677,0.00333333,400,5.43914e-20,-85.9458,4850.88723178,400.0,0.00333333,2,4850.88723178,1.0,100,1.0,-82.4103572677,,0.00333333,299.999969474,79.4854,115.58,-101.712,1.0,1.0,-82.4103572677,0.7
-77.5412374295,0.0062618,400,3.65989e-06,-76.7757,3736.96796913,256.539042799,0.0025,1,3736.96796913,2.43561,100,9.90106e-06,-77.5412374295,0.553713,2.5455e-08,252.506153994,65.0649,109.14,-93.8255,1.55922,0.972407,-77.5412374295,0.7
