MinNormIw,AvgEpLen,MaxVanillaIw,MinVanillaIw,BatchSize,eRenyi2,MaxNormIw,AvgRet,VarVanillaIw,ESSClassic,AvgVanillaIw,VarJ,J,Delta,AvgNormIw,VanillaAvgRet,ESSRenyi,EpsThisIter,Bound,IterType,VarRet,VarDiscRet,VarNormIw,AvgDiscRet
0.00755009,108.18,1.15418,0.755086,100,1.00488,0.0115407,-76.8573480341,0.00462597,99.5442089907,1.0001,57.9427,-76.279,0.1,0.01,-76.8573480341,99.5147288444,100,-201.727,1,3747.02814529,3747.02814529,4.62504e-07,-76.8573480341
0.00848022,126.52,1.08643,0.850584,100,1.0034,0.0108315,-93.1503486705,0.00274218,99.7308629684,1.00302,95.3993,-92.7099,0.1,0.01,-93.1503486705,99.6609302818,100,-218.066,1,9354.21150094,9354.21150094,2.72569e-07,-93.1503486705
0.00570437,121.4,1.27217,0.556305,100,1.01662,0.0130449,-88.5969374846,0.0137541,98.5885109596,0.975226,85.1021,-86.6681,0.1,0.01,-88.5969374846,98.3652362019,100,-212.845,1,8310.31964836,8310.31964836,1.44618e-06,-88.5969374846
0.00934978,106.03,1.30755,0.938896,100,1.00367,0.0130209,-75.8268484454,0.00414204,99.5949739715,1.00419,58.0175,-75.3483,0.1,0.01,-75.8268484454,99.6347702521,100,-200.72,1,3745.76580073,3745.76580073,4.10754e-07,-75.8268484454
0.00815964,120.75,1.08206,0.816771,100,1.00519,0.0108099,-87.7708223084,0.00354312,99.6511597428,1.00099,82.3792,-87.1619,0.1,0.01,-87.7708223084,99.4834068771,100,-212.629,1,7141.94578166,7141.94578166,3.53613e-07,-87.7708223084
0.00903769,108.86,1.32913,0.90872,100,1.00395,0.0132188,-77.7958922116,0.00486856,99.5255397999,1.00548,58.2425,-77.2856,0.1,0.01,-77.7958922116,99.6063412391,100,-202.675,1,3781.63578027,3781.63578027,4.81565e-07,-77.7958922116
0.00715132,112.59,1.23117,0.708071,100,1.00619,0.0124345,-79.5179639789,0.0077689,99.2215973212,0.990126,57.32,-78.7397,0.1,0.01,-79.5179639789,99.3850256768,100,-204.266,1,3720.80157091,3720.80157091,7.92462e-07,-79.5179639789
0.00558918,119.65,1.12921,0.554331,100,1.01974,0.0113855,-86.6997838874,0.0174338,98.2756255783,0.991792,77.603,-84.2084,0.1,0.01,-86.6997838874,98.0644660497,100,-210.578,1,7153.80960957,7153.80960957,1.77235e-06,-86.6997838874
0.00949098,104.5,1.19285,0.946902,100,1.00295,0.0119561,-73.3686433791,0.0029475,99.7076938893,0.997686,47.9604,-72.9951,0.1,0.01,-73.3686433791,99.7057656968,100,-198.321,1,2545.89795774,2545.89795774,2.96119e-07,-73.3686433791
0.00328607,128.87,1.35336,0.340745,100,1.056,0.0130516,-94.6313006312,0.0566955,95.038898053,1.03694,78.4121,-87.0495,0.1,0.01,-94.6313006312,94.6969809002,100,-215.645,1,9238.6001685,9238.6001685,5.27283e-06,-94.6313006312
0.00271184,120.49,1.26082,0.265317,100,1.04542,0.012887,-87.4997658984,0.0538576,94.7235870443,0.978368,65.3894,-80.61,0.1,0.01,-87.4997658984,95.6555918489,100,-208.561,1,7150.0043785,7150.0043785,5.62655e-06,-87.4997658984
0.00863203,113.55,1.25808,0.857003,100,1.00898,0.0126718,-81.2024588664,0.00801692,99.2012395743,0.992817,64.3086,-80.0345,0.1,0.01,-81.2024588664,99.110211239,100,-205.731,1,4897.97458901,4897.97458901,8.13334e-07,-81.2024588664
0.00756156,114.92,1.21477,0.76272,100,1.01202,0.0120431,-83.1281589517,0.00804174,99.2236177191,1.00868,70.5845,-81.5034,0.1,0.01,-83.1281589517,98.8127544497,100,-207.384,1,6047.47553139,6047.47553139,7.90391e-07,-83.1281589517
0.00685183,107.52,1.3119,0.683855,100,1.00957,0.0131445,-76.4400587676,0.0107687,98.9410815864,0.998062,54.8849,-75.2026,0.1,0.01,-76.4400587676,99.0516269774,100,-200.942,1,3735.45701011,3735.45701011,1.08106e-06,-76.4400587676
0.00844401,113.25,1.27096,0.850225,100,1.0097,0.0126225,-81.0552506472,0.00885838,99.1424063597,1.0069,63.4781,-79.8101,0.1,0.01,-81.0552506472,99.0396050604,100,-205.558,1,4922.93625628,4922.93625628,8.73745e-07,-81.0552506472
0.00819346,129.82,2.66789,0.847481,100,1.029,0.0257932,-96.2038871759,0.0638513,94.4211030489,1.03434,92.1738,-92.3501,0.1,0.01,-96.2038871759,97.1816919163,100,-219.294,1,10407.1144108,10407.1144108,5.96822e-06,-96.2038871759
0.00684416,124.17,1.28351,0.68703,100,1.00904,0.0127863,-90.9823924571,0.00833735,99.1875305526,1.00382,86.6241,-89.847,0.1,0.01,-90.9823924571,99.1042630529,100,-215.553,1,8214.36898725,8214.36898725,8.27404e-07,-90.9823924571
0.00453341,110.76,1.51504,0.46286,100,1.02941,0.0148389,-79.3177978373,0.0335538,96.9118461888,1.021,54.7407,-75.4976,0.1,0.01,-79.3177978373,97.1429669907,100,-202.466,1,4972.45864181,4972.45864181,3.21879e-06,-79.3177978373
0.00281402,110.99,1.25217,0.281585,100,1.04376,0.0125136,-79.6656472568,0.0430198,95.9201302148,1.00065,43.7831,-73.437,0.1,0.01,-79.6656472568,95.8075362904,100,-201.288,1,4938.00733598,4938.00733598,4.29639e-06,-79.6656472568
0.00900825,108.32,1.28008,0.902738,100,1.00286,0.0127736,-76.6063984914,0.00309195,99.6960968016,1.00212,58.9239,-76.2379,0.1,0.01,-76.6063984914,99.7147613272,100,-201.559,1,3724.01299535,3724.01299535,3.07886e-07,-76.6063984914
0.00819234,115.02,1.14238,0.815622,100,1.00481,0.0114743,-83.2763732122,0.00385994,99.6159657606,0.995591,74.9972,-82.652,0.1,0.01,-83.2763732122,99.5209861592,100,-208.092,1,6102.78430422,6102.78430422,3.8942e-07,-83.2763732122
0.00882315,101.44,1.32154,0.894001,100,1.00384,0.0130426,-71.2658894716,0.00511246,99.5094284368,1.01324,47.9392,-70.7759,0.1,0.01,-71.2658894716,99.6177440211,100,-196.158,1,2608.83285674,2608.83285674,4.97968e-07,-71.2658894716
0.0052295,108.04,1.23089,0.528588,100,1.01619,0.0121776,-76.7375802663,0.0118507,98.8647339271,1.01078,50.1868,-74.6209,0.1,0.01,-76.7375802663,98.4068351427,100,-200.772,1,3733.49678818,3733.49678818,1.15992e-06,-76.7375802663
0.00881159,122.13,1.45884,0.883122,100,1.01726,0.014556,-89.6878800492,0.0174209,98.3119875596,1.00223,83.1429,-87.2929,0.1,0.01,-89.6878800492,98.303232006,100,-213.511,1,8307.21552578,8307.21552578,1.73435e-06,-89.6878800492
0.00958932,114.22,1.13326,0.958695,100,1.00195,0.0113354,-82.5933499062,0.00144882,99.8567014942,0.999754,76.3965,-82.345,0.1,0.01,-82.5933499062,99.8056619546,100,-207.608,1,6083.30995296,6083.30995296,1.44953e-07,-82.5933499062
0.00747653,108.01,1.19458,0.735066,100,1.00862,0.0121504,-76.879093107,0.00972549,99.0137373805,0.983165,55.9771,-75.7696,0.1,0.01,-76.879093107,99.1452357064,100,-201.45,1,3721.03888244,3721.03888244,1.00614e-06,-76.879093107
0.00580487,119.02,1.08657,0.583431,100,1.00784,0.0108109,-86.0279016635,0.00778098,99.2432396027,1.00507,80.9042,-84.8612,0.1,0.01,-86.0279016635,99.2219542351,100,-210.485,1,7160.05342364,7160.05342364,7.70266e-07,-86.0279016635
0.00610033,109.22,1.24333,0.613998,100,1.0188,0.012353,-78.3264262934,0.018486,98.2255097662,1.0065,58.7421,-75.9588,0.1,0.01,-78.3264262934,98.1549195476,100,-202.272,1,4976.83348082,4976.83348082,1.8248e-06,-78.3264262934
0.00457338,112.01,1.36229,0.4617,100,1.01973,0.0134942,-80.0623422638,0.0256554,97.5684644267,1.00954,60.2913,-77.363,0.1,0.01,-80.0623422638,98.0651997466,100,-203.734,1,4917.00620077,4917.00620077,2.5173e-06,-80.0623422638
0.00735148,106.1,1.5736,0.735928,100,1.01229,0.0157194,-75.6468644434,0.0153755,98.5037687233,1.00106,56.399,-74.123,0.1,0.01,-75.6468644434,98.7862815725,100,-200.03,1,3863.76989943,3863.76989943,1.5343e-06,-75.6468644434
0.00727313,113.3,1.25503,0.719794,100,1.008,0.0126814,-80.5957088305,0.00953823,99.0450762099,0.989661,65.5855,-79.5835,0.1,0.01,-80.5957088305,99.2059604411,100,-205.224,1,4879.92884127,4879.92884127,9.73855e-07,-80.5957088305
0.00939146,106.84,1.27386,0.937689,100,1.00457,0.0127584,-75.590901545,0.00335805,99.6676342488,0.998449,57.5629,-74.9796,0.1,0.01,-75.590901545,99.5447711336,100,-200.403,1,3759.38338184,3759.38338184,3.36849e-07,-75.590901545
0.00948371,104.24,1.2335,0.948246,100,1.00303,0.0123366,-74.0231489439,0.00289438,99.7141537133,0.999868,58.9427,-73.634,0.1,0.01,-74.0231489439,99.6981817097,100,-198.964,1,3778.37574335,3778.37574335,2.89515e-07,-74.0231489439
0.00704868,96.35,1.09207,0.697751,100,1.0049,0.0110321,-66.8783138134,0.00580634,99.4168306616,0.989904,31.4738,-66.267,0.1,0.01,-66.8783138134,99.5120018458,100,-191.683,1,1365.69878086,1365.69878086,5.92538e-07,-66.8783138134
0.000884182,117.96,1.3323,0.0891942,100,1.06655,0.0132071,-85.6402864844,0.0857262,92.3021447792,1.00878,51.1787,-75.3815,0.1,0.01,-85.6402864844,93.7603583827,100,-204.62,1,7196.58770495,7196.58770495,8.42411e-06,-85.6402864844
0.00906153,105.97,1.13568,0.903435,100,1.00235,0.011391,-75.166271555,0.00143961,99.8568330123,0.997,59.7041,-74.8659,0.1,0.01,-75.166271555,99.7655892653,100,-200.154,1,3784.9971579,3784.9971579,1.44829e-07,-75.166271555
0.00494545,130.9,1.18533,0.506879,100,1.02539,0.0115649,-97.0550748122,0.0232027,97.860141329,1.02494,94.5618,-93.6679,0.1,0.01,-97.0550748122,97.5234920645,100,-220.389,1,10375.611626,10375.611626,2.20873e-06,-97.0550748122
0.0030349,111.07,1.17264,0.29257,100,1.02239,0.0121641,-79.5640604791,0.0241206,97.4948273798,0.964018,57.4226,-77.014,0.1,0.01,-79.5640604791,97.8096220296,100,-203.55,1,4918.90005448,4918.90005448,2.59547e-06,-79.5640604791
0.00562674,127.13,3.6527,0.587385,100,1.03468,0.0349903,-93.5774179478,0.119565,90.2022715285,1.04392,84.2965,-89.0856,0.1,0.01,-93.5774179478,96.6481380222,100,-216.38,1,9300.91857407,9300.91857407,1.09717e-05,-93.5774179478
0.00942359,106.36,1.22303,0.93437,100,1.00289,0.0123349,-75.4429059829,0.00212355,99.7866199698,0.991522,59.2363,-75.0742,0.1,0.01,-75.4429059829,99.7113951832,100,-200.396,1,3752.85863971,3752.85863971,2.16002e-07,-75.4429059829
0.00494649,110.1,1.19704,0.49407,100,1.02631,0.0119845,-78.6647055389,0.0235106,97.7201326625,0.998829,56.3842,-75.5262,0.1,0.01,-78.6647055389,97.4367557817,100,-202.303,1,4926.35989945,4926.35989945,2.35658e-06,-78.6647055389
0.00568854,116.79,1.26931,0.578721,100,1.01982,0.0124767,-84.4587773634,0.0159682,98.4955626653,1.01734,68.3115,-81.8092,0.1,0.01,-84.4587773634,98.0560407869,100,-208.186,1,6000.16048144,6000.16048144,1.54284e-06,-84.4587773634
0.00701776,112.73,1.1926,0.704804,100,1.01032,0.0118747,-80.6892430504,0.00875081,99.1484341465,1.00431,64.1365,-79.4298,0.1,0.01,-80.6892430504,98.9789085664,100,-205.214,1,4918.2878423,4918.2878423,8.6758e-07,-80.6892430504
0.00829996,121.14,1.444,0.849739,100,1.01461,0.0141045,-88.0637758613,0.0159965,98.5115614716,1.02379,77.5569,-86.1069,0.1,0.01,-88.0637758613,98.5598938243,100,-212.16,1,7101.33195487,7101.33195487,1.52618e-06,-88.0637758613
0.00692434,104.17,1.11521,0.685192,100,1.00425,0.01127,-73.0720579106,0.00567851,99.4291642904,0.989541,47.2772,-72.5629,0.1,0.01,-73.0720579106,99.5769709927,100,-197.968,1,2560.37029038,2560.37029038,5.79918e-07,-73.0720579106
0.00517023,111.62,1.54322,0.518581,100,1.0176,0.0153859,-80.8118411659,0.0178934,98.26963315,1.00301,69.969,-78.2784,0.1,0.01,-80.8118411659,98.2699855335,100,-204.517,1,6167.66662009,6167.66662009,1.77861e-06,-80.8118411659
0.00839296,96.6,1.07844,0.838987,100,1.00216,0.0107884,-67.7018063664,0.00174423,99.82748008,0.999632,34.3703,-67.4294,0.1,0.01,-67.7018063664,99.7840191798,100,-192.705,1,1398.85651067,1398.85651067,1.74551e-07,-67.7018063664
0.00694415,127.26,1.1744,0.699701,100,1.00745,0.0116553,-93.5723601638,0.00788135,99.2373860159,1.00761,94.7638,-92.7125,0.1,0.01,-93.5723601638,99.2608161066,100,-218.317,1,9366.96076306,9366.96076306,7.76271e-07,-93.5723601638
0.00454445,125.68,1.22795,0.458266,100,1.03286,0.0121772,-92.72344945,0.0366862,96.5515295915,1.00841,86.3781,-88.5932,0.1,0.01,-92.72344945,96.8186729694,100,-215.776,1,9409.43546848,9409.43546848,3.60771e-06,-92.72344945
0.00869229,116.4,2.39591,0.891791,100,1.01214,0.023353,-84.9667154054,0.0361165,96.7146911501,1.02596,77.2651,-83.2887,0.1,0.01,-84.9667154054,98.8008486269,100,-209.189,1,7248.80177296,7248.80177296,3.43122e-06,-84.9667154054
0.00638863,119.68,1.19219,0.640927,100,1.01616,0.0118835,-86.7398413287,0.0116381,98.8682438443,1.00323,77.5456,-84.8348,0.1,0.01,-86.7398413287,98.4096058082,100,-210.984,1,7157.97803436,7157.97803436,1.15633e-06,-86.7398413287
0.00532761,118.12,1.18254,0.531821,100,1.01054,0.0118463,-85.6925920117,0.0106599,98.9520507868,0.998235,80.1724,-84.0356,0.1,0.01,-85.6925920117,98.9566539221,100,-209.836,1,7199.08998648,7199.08998648,1.06976e-06,-85.6925920117
0.00809052,91.09,1.1245,0.81104,100,1.00332,0.0112175,-62.9018238673,0.00419565,99.5883756061,1.00246,10.7379,-62.8044,0.1,0.01,-62.9018238673,99.669479658,100,-92.8115,1,119.038767704,119.038767704,4.17512e-07,-62.9018238673
0.00885175,121.27,1.37346,0.89294,100,1.01194,0.0136152,-88.891969869,0.0117803,98.8669550137,1.00877,86.0295,-87.3361,0.1,0.01,-88.891969869,98.8197735957,100,-213.224,1,8314.95405404,8314.95405404,1.15763e-06,-88.891969869
0.00662115,106.41,1.09655,0.654283,100,1.00863,0.0110968,-75.6884376337,0.00961331,99.0347041409,0.98817,57.6949,-74.599,0.1,0.01,-75.6884376337,99.1446146558,100,-200.27,1,3781.70611952,3781.70611952,9.84486e-07,-75.6884376337
0.00625177,111.19,1.21848,0.630726,100,1.00786,0.0120776,-79.8542481211,0.00959902,99.0749384839,1.00887,67.1483,-78.7856,0.1,0.01,-79.8542481211,99.2197009455,100,-204.417,1,4964.3442627,4964.3442627,9.43089e-07,-79.8542481211
0.00692219,105.41,1.25545,0.682745,100,1.01183,0.0127287,-75.0179014701,0.0125427,98.7396702408,0.986314,54.2209,-73.5017,0.1,0.01,-75.0179014701,98.8307291808,100,-199.382,1,3774.61386404,3774.61386404,1.28932e-06,-75.0179014701
0.00869996,119.77,1.41148,0.870627,100,1.01037,0.0141045,-87.0116383924,0.0113202,98.8933096887,1.00073,78.328,-85.6858,0.1,0.01,-87.0116383924,98.9733731605,100,-211.475,1,7168.61171924,7168.61171924,1.13038e-06,-87.0116383924
0.00193768,116.34,1.19868,0.18486,100,1.03963,0.0125644,-84.6904457378,0.0610467,93.7733602815,0.954027,57.8244,-78.1303,0.1,0.01,-84.6904457378,96.1877198696,100,-205.728,1,6017.00926274,6017.00926274,6.70719e-06,-84.6904457378
0.00820645,109.19,1.19752,0.826987,100,1.00562,0.0118834,-78.4590349618,0.00525893,99.489929027,1.00773,67.4258,-77.7277,0.1,0.01,-78.4590349618,99.4410344248,100,-203.221,1,4956.3932872,4956.3932872,5.17859e-07,-78.4590349618
0.0095504,105.67,1.18859,0.952595,100,1.00241,0.0119164,-75.1471122622,0.0024984,99.752000557,0.99744,59.7472,-74.836,0.1,0.01,-75.1471122622,99.7599180667,100,-200.128,1,3790.29876671,3790.29876671,2.51124e-07,-75.1471122622
0.00588993,112.6,1.12203,0.587901,100,1.01627,0.0112411,-80.4182411084,0.016997,98.3391220963,0.998147,63.4323,-78.5238,0.1,0.01,-80.4182411084,98.3992397016,100,-204.681,1,4914.33914268,4914.33914268,1.70601e-06,-80.4182411084
0.00788562,113.47,1.073,0.784542,100,1.00294,0.010785,-81.5910390852,0.00365195,99.6360685201,0.994902,75.8255,-81.2185,0.1,0.01,-81.5910390852,99.7070100548,100,-206.545,1,6073.07982989,6073.07982989,3.68947e-07,-81.5910390852
0.00886702,109.64,1.0958,0.891894,100,1.00179,0.0108943,-78.4798931707,0.00127716,99.8751846308,1.00585,69.0577,-78.2611,0.1,0.01,-78.4798931707,99.8216596588,100,-203.512,1,4969.16937994,4969.16937994,1.26233e-07,-78.4798931707
0.00816325,100.64,1.12854,0.816541,100,1.00282,0.0112824,-70.7339015459,0.00274777,99.7288541637,1.00027,47.6617,-70.3765,0.1,0.01,-70.7339015459,99.7184240448,100,-195.695,1,2584.25301749,2584.25301749,2.74632e-07,-70.7339015459
0.00864277,107.1,1.12075,0.855648,100,1.00275,0.0113205,-77.2467201455,0.00208592,99.7897410829,0.990016,68.8496,-76.9029,0.1,0.01,-77.2467201455,99.7257147205,100,-202.218,1,4991.29123735,4991.29123735,2.12821e-07,-77.2467201455
0.00847607,111.47,1.23838,0.853525,100,1.00523,0.012298,-79.8469904962,0.00582849,99.4341640703,1.00698,67.6986,-79.1774,0.1,0.01,-79.8469904962,99.479678823,100,-204.636,1,4929.61768009,4929.61768009,5.74795e-07,-79.8469904962
0.00909666,111.21,1.34181,0.919133,100,1.00719,0.0132799,-80.471504931,0.00794624,99.2353251258,1.01041,74.6199,-79.5539,0.1,0.01,-80.471504931,99.2865333284,100,-205.143,1,6124.62292297,6124.62292297,7.7834e-07,-80.471504931
0.00856081,97.86,1.08668,0.850204,100,1.00247,0.0109419,-68.128218593,0.00267763,99.7319765755,0.993135,34.1363,-67.8217,0.1,0.01,-68.128218593,99.7536188092,100,-193.117,1,1386.3731482,1386.3731482,2.71478e-07,-68.128218593
0.00519911,106.18,1.19139,0.514724,100,1.01713,0.012034,-75.4456225425,0.0202509,97.995537943,0.990023,50.3776,-73.2298,0.1,0.01,-75.4456225425,98.3158017367,100,-199.439,1,3771.08572412,3771.08572412,2.06611e-06,-75.4456225425
