AvgEpLen,Bound,AvgVanillaIw,AvgNormIw,ESSClassic,VarJ,BatchSize,MinVanillaIw,MaxVanillaIw,AvgRet,VarDiscRet,VarRet,VarNormIw,MaxNormIw,VanillaAvgRet,ESSRenyi,VarVanillaIw,eRenyi2,AvgDiscRet,MinNormIw,J
21.55,-8.708953,1.0,0.009999998,100.0,103.031975,100,1.0,1.0,-1.3216094885137864e-14,10722.815466740049,10722.815466740049,3.5044917e-18,0.01,205.34442762193598,nan,,nan,-1.3216094885137864e-14,0.01,1.1920929e-07
20.95,-6.5597663,1.0,0.009999998,100.0,77.605865,100,1.0,1.0,3.2969182939268646e-14,6083.505368924821,6083.505368924821,3.5044917e-18,0.01,199.34275664049622,nan,,nan,3.2969182939268646e-14,0.01,1.1920929e-07
21.13,-6.5957975,1.0,0.009999998,100.0,78.032104,100,1.0,1.0,-1.9042545318370686e-14,6150.51516931178,6150.51516931178,3.5044917e-18,0.01,201.14352096015256,nan,,nan,-1.9042545318370686e-14,0.01,-1.9073486e-06
20.03,-6.682837,1.0,0.009999998,100.0,79.06186,100,1.0,1.0,3.154809746774845e-14,6313.917302886626,6313.917302886626,3.5044917e-18,0.01,190.14266977168063,nan,,nan,3.154809746774845e-14,0.01,5.9604645e-07
20.64,-6.73593,1.0,0.009999998,100.0,79.689964,100,1.0,1.0,-1.5063505998114125e-14,6414.637556787263,6414.637556787263,3.5044917e-18,0.01,196.2434417158437,nan,,nan,-1.5063505998114125e-14,0.01,1.1920929e-07
19.72,-6.819989,1.0,0.009999998,100.0,80.684425,100,1.0,1.0,-9.094947017729283e-15,6575.7342663364325,6575.7342663364325,3.5044917e-18,0.01,187.04305269333855,nan,,nan,-9.094947017729283e-15,0.01,
21.13,-6.020601,1.0,0.009999998,100.0,71.22721,100,1.0,1.0,-5.2722270993399433e-14,5124.56146229949,5124.56146229949,3.5044917e-18,0.01,201.14263228221935,nan,,nan,-5.2722270993399433e-14,0.01,2.9802322e-07
18.8,-5.3404613,1.0,0.009999998,100.0,63.18075,100,1.0,1.0,-1.1084466677857563e-14,4032.1289790670003,4032.1289790670003,3.5044917e-18,0.01,177.84381088766958,nan,,nan,-1.1084466677857563e-14,0.01,-2.9802322e-07
19.67,-6.358065,1.0,0.009999998,100.0,75.219604,100,1.0,1.0,2.2737367544323206e-15,5715.140976180159,5715.140976180159,3.5044917e-18,0.01,186.54421059834473,nan,,nan,2.2737367544323206e-15,0.01,5.9604645e-07
19.81,-5.8957787,1.0,0.009999998,100.0,69.750496,100,1.0,1.0,2.7000623958883806e-14,4914.274625554225,4914.274625554225,3.5044917e-18,0.01,187.94519559228706,nan,,nan,2.7000623958883806e-14,0.01,-2.3841858e-07
20.67,-7.9497313,1.0,0.009999998,100.0,94.04994,100,1.0,1.0,4.092726157978177e-14,8934.739723984689,8934.739723984689,3.5044917e-18,0.01,196.5419200236112,nan,,nan,4.092726157978177e-14,0.01,-5.9604645e-07
20.61,-6.1580667,1.0,0.009999998,100.0,72.853516,100,1.0,1.0,-7.815970093361103e-15,5361.246753125934,5361.246753125934,3.5044917e-18,0.01,195.94426671192912,nan,,nan,-7.815970093361103e-15,0.01,-3.5762787e-07
19.38,-6.4647737,1.0,0.009999998,100.0,76.48203,100,1.0,1.0,2.5579538487363606e-15,5908.587111355555,5908.587111355555,3.5044917e-18,0.01,183.64556140614474,nan,,nan,2.5579538487363606e-15,0.01,1.7881393e-07
19.73,-5.730088,1.0,0.009999998,100.0,67.79027,100,1.0,1.0,-3.950617610826157e-14,4641.939963274643,4641.939963274643,3.5044917e-18,0.01,187.14422325765074,nan,,nan,-3.950617610826157e-14,0.01,-5.9604645e-07
20.34,-6.4850926,1.0,0.009999998,100.0,76.72241,100,1.0,1.0,-4.320099833421409e-14,5945.786645396431,5945.786645396431,3.5044917e-18,0.01,193.24117987621227,nan,,nan,-4.320099833421409e-14,0.01,-2.3841858e-07
20.35,-6.225378,1.0,0.009999998,100.0,73.64984,100,1.0,1.0,-1.1937117960769683e-14,5479.08986104813,5479.08986104813,3.5044917e-18,0.01,193.3457419127468,nan,,nan,-1.1937117960769683e-14,0.01,-2.3841858e-07
19.45,-6.138823,1.0,0.009999998,100.0,72.62585,100,1.0,1.0,-1.0516032489249483e-14,5327.792127142844,5327.792127142844,3.5044917e-18,0.01,184.3436781769298,nan,,nan,-1.0516032489249483e-14,0.01,1.1920929e-07
20.18,-8.689136,1.0,0.009999998,100.0,102.79752,100,1.0,1.0,-1.8758328224066646e-14,10674.070975135377,10674.070975135377,3.5044917e-18,0.01,191.64412340189446,nan,,nan,-1.8758328224066646e-14,0.01,
20.06,-7.054234,1.0,0.009999998,100.0,83.45569,100,1.0,1.0,-5.2295945351943376e-14,7035.204071763306,7035.204071763306,3.5044917e-18,0.01,190.44525533765537,nan,,nan,-5.2295945351943376e-14,0.01,-7.1525574e-07
20.56,-7.031518,1.0,0.009999998,100.0,83.18694,100,1.0,1.0,2.8137492336099967e-14,6989.967144841261,6989.967144841261,3.5044917e-18,0.01,195.44323833441132,nan,,nan,2.8137492336099967e-14,0.01,-1.1920929e-06
19.92,-6.281569,1.0,0.009999998,100.0,74.31463,100,1.0,1.0,-3.9790393202565614e-15,5578.447943165568,5578.447943165568,3.5044917e-18,0.01,189.042571011137,nan,,nan,-3.9790393202565614e-15,0.01,1.1920929e-07
21.67,-6.550675,1.0,0.009999998,100.0,77.49831,100,1.0,1.0,4.092726157978177e-14,6066.6539001952715,6066.6539001952715,3.5044917e-18,0.01,206.54255352786615,nan,,nan,4.092726157978177e-14,0.01,-1.7881393e-07
21.06,-6.4304914,1.0,0.009999998,100.0,76.07646,100,1.0,1.0,-5.684341886080802e-15,5846.0887855453975,5846.0887855453975,3.5044917e-18,0.01,200.44378435741766,nan,,nan,-5.684341886080802e-15,0.01,1.66893e-06
20.45,-7.515741,1.0,0.009999998,100.0,88.91558,100,1.0,1.0,5.684341886080802e-16,7985.83899412073,7985.83899412073,3.5044917e-18,0.01,194.34307086717013,nan,,nan,5.684341886080802e-16,0.01,2.3841858e-07
20.15,-6.2792244,1.0,0.009999998,100.0,74.28688,100,1.0,1.0,-3.353761712787673e-14,5574.284051039344,5574.284051039344,3.5044917e-18,0.01,191.34240487971132,nan,,nan,-3.353761712787673e-14,0.01,
20.98,-5.8746204,1.0,0.009999998,100.0,69.50017,100,1.0,1.0,-3.169020601490047e-14,4879.064278616931,4879.064278616931,3.5044917e-18,0.01,199.6419089105566,nan,,nan,-3.169020601490047e-14,0.01,-1.1920929e-07
20.5,-6.314545,1.0,0.009999998,100.0,74.704735,100,1.0,1.0,-2.927436071331613e-14,5637.1699108205585,5637.1699108205585,3.5044917e-18,0.01,194.84212543730374,nan,,nan,-2.927436071331613e-14,0.01,9.536743e-07
21.83,-7.172064,1.0,0.009999998,100.0,84.84968,100,1.0,1.0,-2.5295321393059567e-14,7272.190538592465,7272.190538592465,3.5044917e-18,0.01,208.1440797633956,nan,,nan,-2.5295321393059567e-14,0.01,-5.364418e-07
21.42,-6.7166615,1.0,0.009999998,100.0,79.462006,100,1.0,1.0,-9.805489753489382e-15,6377.990122278322,6377.990122278322,3.5044917e-18,0.01,204.04363121838958,nan,,nan,-9.805489753489382e-15,0.01,
20.53,-7.45209,1.0,0.009999998,100.0,88.16257,100,1.0,1.0,-3.0269120543380266e-14,7851.150226560846,7851.150226560846,3.5044917e-18,0.01,195.14376097038843,nan,,nan,-3.0269120543380266e-14,0.01,2.3841858e-07
19.76,-5.6690373,1.0,0.009999998,100.0,67.068,100,1.0,1.0,2.7569058147491886e-14,4543.552843610744,4543.552843610744,3.5044917e-18,0.01,187.4438827759568,nan,,nan,2.7569058147491886e-14,0.01,-5.364418e-07
20.43,-7.1254644,1.0,0.009999998,100.0,84.29839,100,1.0,1.0,3.780087354243733e-14,7177.999123988963,7177.999123988963,3.5044917e-18,0.01,194.14572608128583,nan,,nan,3.780087354243733e-14,0.01,7.1525574e-07
20.27,-5.983952,1.0,0.009999998,100.0,70.793625,100,1.0,1.0,-2.3590018827235325e-14,5062.361022545428,5062.361022545428,3.5044917e-18,0.01,192.54168248671465,nan,,nan,-2.3590018827235325e-14,0.01,8.34465e-07
19.91,-6.005711,1.0,0.009999998,100.0,71.05105,100,1.0,1.0,1.4210854715202005e-15,5099.244754752495,5099.244754752495,3.5044917e-18,0.01,188.94164754545886,nan,,nan,1.4210854715202005e-15,0.01,1.1920929e-06
19.98,-6.8613334,1.0,0.009999998,100.0,81.17353,100,1.0,1.0,2.4016344468691386e-14,6655.700060616949,6655.700060616949,3.5044917e-18,0.01,189.6440437331991,nan,,nan,2.4016344468691386e-14,0.01,8.34465e-07
21.03,-6.7652826,1.0,0.009999998,100.0,80.03721,100,1.0,1.0,1.1937117960769683e-14,6470.661462953552,6470.661462953552,3.5044917e-18,0.01,200.1473023735144,nan,,nan,1.1937117960769683e-14,0.01,-4.7683716e-07
21.2,-7.543171,1.0,0.009999998,100.0,89.24008,100,1.0,1.0,4.177991286269389e-14,8044.234987411354,8044.234987411354,3.5044917e-18,0.01,201.8458148226906,nan,,nan,4.177991286269389e-14,0.01,
20.56,-7.4307213,1.0,0.009999998,100.0,87.90975,100,1.0,1.0,-1.4495071809506044e-14,7806.187208474254,7806.187208474254,3.5044917e-18,0.01,195.4453994599019,nan,,nan,-1.4495071809506044e-14,0.01,-2.3841858e-07
20.02,-6.473567,1.0,0.009999998,100.0,76.58607,100,1.0,1.0,1.8189894035458565e-14,5924.672737968326,5924.672737968326,3.5044917e-18,0.01,190.04285749732676,nan,,nan,1.8189894035458565e-14,0.01,-3.5762787e-07
19.51,-6.2289715,1.0,0.009999998,100.0,73.69236,100,1.0,1.0,-2.6716406864579765e-14,5485.41832195409,5485.41832195409,3.5044917e-18,0.01,184.9437741368869,nan,,nan,-2.6716406864579765e-14,0.01,5.9604645e-07
21.0,-7.265226,1.0,0.009999998,100.0,85.95183,100,1.0,1.0,-8.526512829121202e-16,7462.340038263087,7462.340038263087,3.5044917e-18,0.01,199.84456484723356,nan,,nan,-8.526512829121202e-16,0.01,3.5762787e-07
21.75,-7.7608676,1.0,0.009999998,100.0,91.81558,100,1.0,1.0,1.4210854715202004e-14,8515.252893445879,8515.252893445879,3.5044917e-18,0.01,207.34467845492884,nan,,nan,1.4210854715202004e-14,0.01,-1.0728836e-06
20.85,-6.8150406,1.0,0.009999998,100.0,80.62588,100,1.0,1.0,2.2168933355715127e-14,6566.193606997459,6566.193606997459,3.5044917e-18,0.01,198.34189355491432,nan,,nan,2.2168933355715127e-14,0.01,2.0861626e-07
20.24,-6.216087,1.0,0.009999998,100.0,73.53993,100,1.0,1.0,-1.4210854715202004e-14,5462.7493617616365,5462.7493617616365,3.5044917e-18,0.01,192.24324264338952,nan,,nan,-1.4210854715202004e-14,0.01,7.1525574e-07
19.75,-6.590129,1.0,0.009999998,100.0,77.96505,100,1.0,1.0,-1.7337242752546444e-14,6139.948482087789,6139.948482087789,3.5044917e-18,0.01,187.34342427798344,nan,,nan,-1.7337242752546444e-14,0.01,-5.364418e-07
20.6,-6.8687706,1.0,0.009999998,100.0,81.26153,100,1.0,1.0,3.609557097661309e-14,6670.1377708284535,6670.1377708284535,3.5044917e-18,0.01,195.84554878314458,nan,,nan,3.609557097661309e-14,0.01,
19.54,-6.7951083,1.0,0.009999998,100.0,80.3901,100,1.0,1.0,1.7337242752546444e-14,6527.846001792559,6527.846001792559,3.5044917e-18,0.01,185.24392354780397,nan,,nan,1.7337242752546444e-14,0.01,-1.4901161e-07
22.46,-7.3506885,1.0,0.009999998,100.0,86.96292,100,1.0,1.0,2.0321522242738864e-14,7638.938990128087,7638.938990128087,3.5044917e-18,0.01,214.4434143585277,nan,,nan,2.0321522242738864e-14,0.01,-2.3841858e-07
19.36,-5.6821055,1.0,0.009999998,100.0,67.22262,100,1.0,1.0,6.750155989720952e-14,4564.524836633153,4564.524836633153,3.5044917e-18,0.01,183.44290770138122,nan,,nan,6.750155989720952e-14,0.01,1.1920929e-07
20.14,-5.8997383,1.0,0.009999998,100.0,69.797325,100,1.0,1.0,-2.6005864128819668e-14,4920.875953872423,4920.875953872423,3.5044917e-18,0.01,191.24536578119566,nan,,nan,-2.6005864128819668e-14,0.01,
19.82,-6.048494,1.0,0.009999998,100.0,71.557205,100,1.0,1.0,1.4210854715202004e-16,5172.155732766344,5172.155732766344,3.5044917e-18,0.01,188.04313700292371,nan,,nan,1.4210854715202004e-16,0.01,7.599592e-07
20.49,-6.589031,1.0,0.009999998,100.0,77.95208,100,1.0,1.0,-1.2647660696529783e-14,6137.906097544607,6137.906097544607,3.5044917e-18,0.01,194.74157448411995,nan,,nan,-1.2647660696529783e-14,0.01,
20.17,-6.370311,1.0,0.009999998,100.0,75.36447,100,1.0,1.0,-2.5153212845907547e-14,5737.17481010443,5737.17481010443,3.5044917e-18,0.01,191.54372077389195,nan,,nan,-2.5153212845907547e-14,0.01,-1.1920929e-07
20.26,-6.580729,1.0,0.009999998,100.0,77.85385,100,1.0,1.0,6.8212102632969615e-15,6122.446663731709,6122.446663731709,3.5044917e-18,0.01,192.44105411988002,nan,,nan,6.8212102632969615e-15,0.01,1.1920929e-07
21.01,-6.679546,1.0,0.009999998,100.0,79.02291,100,1.0,1.0,5.115907697472721e-15,6307.697573581149,6307.697573581149,3.5044917e-18,0.01,199.94235795598811,nan,,nan,5.115907697472721e-15,0.01,-9.536743e-07
20.74,-6.2361636,1.0,0.009999998,100.0,73.77744,100,1.0,1.0,2.0889956431346945e-14,5498.091939950386,5498.091939950386,3.5044917e-18,0.01,197.24291374450257,nan,,nan,2.0889956431346945e-14,0.01,
20.83,-6.3342986,1.0,0.009999998,100.0,74.93844,100,1.0,1.0,-1.3073986337985844e-14,5672.494804060481,5672.494804060481,3.5044917e-18,0.01,198.142627729421,nan,,nan,-1.3073986337985844e-14,0.01,-5.9604645e-07
20.41,-6.670377,1.0,0.009999998,100.0,78.91444,100,1.0,1.0,1.0231815394945442e-14,6290.391733558233,6290.391733558233,3.5044917e-18,0.01,193.9455956605191,nan,,nan,1.0231815394945442e-14,0.01,-2.9802322e-07
21.83,-7.396734,1.0,0.009999998,100.0,87.507675,100,1.0,1.0,-1.3358203432289883e-14,7734.94279430913,7734.94279430913,3.5044917e-18,0.01,208.14371655465,nan,,nan,-1.3358203432289883e-14,0.01,1.4305115e-06
21.14,-5.9023557,1.0,0.009999998,100.0,69.8283,100,1.0,1.0,-4.6043169277254495e-14,4925.243196609928,4925.243196609928,3.5044917e-18,0.01,201.24260223239995,nan,,nan,-4.6043169277254495e-14,0.01,1.1920929e-07
19.66,-5.8454375,1.0,0.009999998,100.0,69.15492,100,1.0,1.0,-2.0463630789890885e-14,4830.710038528479,4830.710038528479,3.5044917e-18,0.01,186.44430267120498,nan,,nan,-2.0463630789890885e-14,0.01,-1.7881393e-07
17.54,-5.680582,1.0,0.009999998,100.0,67.20459,100,1.0,1.0,-2.6716406864579765e-14,4562.077961497686,4562.077961497686,3.5044917e-18,0.01,165.244281433162,nan,,nan,-2.6716406864579765e-14,0.01,3.5762787e-07
