VarJ,delta,MinNormIw,AvgEpLen,J,MaxNormIw,VanillaAvgRet,BatchSize,AvgVanillaIw,ESSClassic,Bound,AvgRet,VarDiscRet,AvgDiscRet,SamplesThisIter,IterType,VarNormIw,MinVanillaIw,ESSRenyi,AvgNormIw,EpsThisIter,VarRet,VarVanillaIw,renyi2,MaxVanillaIw
64.7043,0.7,2.44842e-25,500.0,14321.3,0.000562029,70.8756075801,100,1.51175,1.40191819751,71.3698,70.8756075801,85.1564346744,70.8756075801,50000,1,6.8273e-09,6.69954e-21,nan,5.52486e-05,100,85.1564346744,5.11172,nan,15.3786
65.8132,0.7,7.74915e-20,500.0,15006.9,0.000556841,73.7367521538,100,1.43942,1.76040448119,74.9945,73.7367521538,253.90730459,73.7367521538,50000,1,6.00735e-09,2.01892e-15,nan,5.52486e-05,100,253.90730459,4.07769,nan,14.5076
161.352,0.7,,500.0,15045.5,0.00135683,71.3301382769,100,1.61873,2.90395936574,73.4294,71.3301382769,163.485267997,71.3301382769,50000,1,9.03357e-09,,nan,5.52486e-05,100,163.485267997,7.75472,nan,39.7539
85.6786,0.7,5.26872e-11,500.0,14250.2,0.000503328,71.2195424647,100,1.27744,1.14610238806,70.9938,71.2195424647,101.959258217,71.2195424647,50000,1,5.2367e-09,1.21821e-06,nan,5.52486e-05,100,101.959258217,2.79958,nan,11.6378
170.787,0.7,1.5672e-14,500.0,15555.2,0.0010509,70.2435111409,100,2.27783,0.634200601582,73.4009,70.2435111409,149.361451154,70.2435111409,50000,1,1.6051e-08,6.46136e-10,nan,5.52486e-05,100,149.361451154,27.2834,nan,43.327
142.67,0.7,1.90353e-18,500.0,15480.2,0.000795095,72.4217665065,100,1.86947,0.918490526947,75.0857,72.4217665065,130.937702357,72.4217665065,50000,1,1.10633e-08,6.44107e-14,nan,5.52486e-05,100,130.937702357,12.6672,nan,26.904
139.83,0.7,2.34339e-12,500.0,14803.5,0.000672552,72.1506207926,100,1.46029,0.809277540125,72.7235,72.1506207926,104.014171381,72.1506207926,50000,1,7.08141e-09,6.19386e-08,nan,5.52486e-05,100,104.014171381,4.94713,nan,17.7763
166.617,0.7,3.49918e-16,500.0,15163.1,0.000963246,66.8405587402,100,2.04423,0.848510361,73.0425,66.8405587402,268.067846815,66.8405587402,50000,1,1.24134e-08,1.29472e-11,nan,5.52486e-05,100,268.067846815,16.9944,nan,35.6406
81.5527,0.7,1.08959e-13,500.0,14922.8,0.000647785,69.7796821147,100,1.84734,1.18795984409,73.5334,69.7796821147,197.735199981,69.7796821147,50000,1,8.91127e-09,3.64325e-09,nan,5.52486e-05,100,197.735199981,9.96302,nan,21.6599
78.1845,0.7,5.33888e-17,500.0,14730.0,0.000912128,67.2354541638,100,1.90929,1.63747388616,72.1129,67.2354541638,378.672676476,67.2354541638,50000,1,1.17662e-08,1.84502e-12,nan,5.52486e-05,100,378.672676476,14.052,nan,31.5215
68.3313,0.7,1.80309e-13,500.0,14982.4,0.000538313,73.1119354417,100,1.53947,1.26724460517,74.4438,73.1119354417,153.225815538,73.1119354417,50000,1,7.43571e-09,5.02423e-09,nan,5.52486e-05,100,153.225815538,5.7733,nan,14.9998
70.5443,0.7,7.18566e-12,500.0,14467.6,0.000475482,72.1257694925,100,1.40663,1.0030472712,71.8899,72.1257694925,77.4385209029,72.1257694925,50000,1,6.64817e-09,1.82947e-07,nan,5.52486e-05,100,77.4385209029,4.30943,nan,12.1058
85.7823,0.7,8.22756e-15,500.0,15424.8,0.000784434,73.2801498425,100,1.83678,1.45454429633,75.8339,73.2801498425,130.186705571,73.2801498425,50000,1,1.06634e-08,2.73531e-10,nan,5.52486e-05,100,130.186705571,11.786,nan,26.079
152.513,0.7,3.06095e-13,500.0,14922.6,0.000594991,73.011336283,100,1.34626,0.762156030904,73.281,73.011336283,173.284177485,73.011336283,50000,1,6.47218e-09,7.45872e-09,nan,5.52486e-05,100,173.284177485,3.84296,nan,14.4983
111.238,0.7,1.79287e-10,500.0,15095.2,0.000589304,74.9239238247,100,1.41392,0.867338822328,74.2944,74.9239238247,76.2802289038,74.9239238247,50000,1,7.21687e-09,4.58831e-06,nan,5.52486e-05,100,76.2802289038,4.72665,nan,15.0814
73.6605,0.7,2.04645e-13,500.0,14413.2,0.000501586,72.8491044911,100,1.30256,1.52076326843,72.1717,72.8491044911,97.4685365488,72.8491044911,50000,1,4.88557e-09,4.82476e-09,nan,5.52486e-05,100,97.4685365488,2.7156,nan,11.8255
80.2766,0.7,8.01754e-13,500.0,14826.2,0.000837371,72.2186410364,100,1.71146,2.0866613198,73.257,72.2186410364,98.2129417177,72.2186410364,50000,1,9.17974e-09,2.48362e-08,nan,5.52486e-05,100,98.2129417177,8.80884,nan,25.9395
118.375,0.7,1.21817e-15,500.0,15061.3,0.000604234,72.5745422409,100,1.33456,1.11337348377,74.6758,72.5745422409,217.621364473,72.5745422409,50000,1,5.98505e-09,2.94255e-11,nan,5.52486e-05,100,217.621364473,3.4922,nan,14.5956
94.8817,0.7,2.13606e-11,500.0,15136.2,0.000632859,74.3123748173,100,1.45852,1.32715299886,74.8491,74.3123748173,114.45186768,74.3123748173,50000,1,7.21444e-09,5.63904e-07,nan,5.52486e-05,100,114.45186768,5.02787,nan,16.707
82.1439,0.7,2.79023e-18,500.0,15387.9,0.000776889,73.072820887,100,1.76557,1.76713938273,76.0049,73.072820887,164.110618663,73.072820887,50000,1,9.52598e-09,8.91672e-14,nan,5.52486e-05,100,164.110618663,9.72833,nan,24.8269
72.0047,0.7,4.73981e-17,500.0,16072.2,0.000868096,74.6706948959,100,2.41396,1.19355797727,78.468,74.6706948959,152.994579523,74.6706948959,50000,1,1.36245e-08,2.07095e-12,nan,5.52486e-05,100,152.994579523,26.0099,nan,37.9294
95.2437,0.7,1.6587e-14,500.0,15174.0,0.000711243,71.1352418875,100,1.57157,1.41452213595,75.0805,71.1352418875,248.346602205,71.1352418875,50000,1,7.93409e-09,4.71826e-10,nan,5.52486e-05,100,248.346602205,6.41983,nan,20.2316
81.305,0.7,7.08283e-18,500.0,15594.3,0.000668841,75.3470681942,100,1.70459,1.14630529269,76.9096,75.3470681942,126.691347889,75.3470681942,50000,1,8.73119e-09,2.18528e-13,nan,5.52486e-05,100,126.691347889,8.31137,nan,20.6359
65.2555,0.7,1.1518e-10,500.0,15648.1,0.000494146,78.9343425735,100,1.48392,1.1959620643,77.9618,78.9343425735,73.5152443272,78.9343425735,50000,1,6.19828e-09,3.09363e-06,nan,5.52486e-05,100,73.5152443272,4.47149,nan,13.2723
