AvgNormIw,VarDiscRet,MinVanillaIw,J,MaxNormIw,eRenyi2,IterType,VarVanillaIw,AvgDiscRet,ESSRenyi,VanillaAvgRet,EpsThisIter,VarJ,ESSClassic,MinNormIw,VarRet,AvgVanillaIw,BatchSize,VarNormIw,Bound,AvgRet,AvgEpLen,MaxVanillaIw
0.0033333336,251.36363112681295,1.0,12.188477,0.0033333334,1.0,2,,14.331919447102798,500.0,14.331919447102798,100,13.33269,299.999969473632,0.0033333334,251.36363112681295,1.0,500,5.4391416e-20,7.093343,14.331919447102798,53.68,1.0
0.0024999997,170.9258246593311,1.0,11.897629,0.0025,1.0,2,,11.02508680707491,500.0,11.02508680707491,100,13.261915,400.0,0.0025,170.9258246593311,1.0,500,5.434597e-20,7.485113,11.02508680707491,52.97,1.0
0.002,119.77721490135268,0.2162661,104.85163,0.9999357,1.0448684,1,115939730000.0,11.819495872641733,478.52918502711526,11.819495872641733,100,0.13183144,1.0001285865204206,2.840268e-08,119.77721490135268,15228.57,500,0.0019997421,100.81739,11.819495872641733,48.11,7613795.5
0.009999998,230.05488033214564,1.0,12.083786,0.01,1.0,2,,12.083785449826092,500.0,12.083785449826092,100,15.091531,100.0,0.01,230.05488033214564,1.0,500,3.5044917e-18,3.8482618,12.083785449826092,52.26,1.0
0.0049999994,171.35495687059003,1.0,13.348111,0.005,1.0,2,,14.612436740150537,500.0,14.612436740150537,100,14.152611,200.00000010221265,0.005,171.35495687059003,1.0,500,2.179301e-19,7.5247164,14.612436740150537,54.57,1.0
0.0033333336,256.3013963313416,1.0,13.284558,0.0033333334,1.0,2,,13.157449571975679,500.0,13.157449571975679,100,14.768835,299.999969473632,0.0033333334,256.3013963313416,1.0,500,5.4391416e-20,8.529777,13.157449571975679,53.52,1.0
0.0024999997,358.9392586894412,1.0,12.769911,0.0025,1.0,2,,11.225968843675254,500.0,11.225968843675254,100,15.912915,400.0,0.0025,358.9392586894412,1.0,500,5.434597e-20,8.652149,11.225968843675254,56.07,1.0
0.0019999999,215.4995497168555,0.1924794,97.84766,0.999932,1.0529771,1,109442556000.0,12.540644980748342,474.8441415000908,12.540644980748342,100,0.12175763,1.0001359986360712,2.6018158e-08,215.4995497168555,14795.775,500,0.0019997275,94.06832,12.540644980748342,49.9,7397384.5
0.009999998,177.47353871591372,1.0,11.2419405,0.01,1.0,2,,11.241940249959281,500.0,11.241940249959281,100,13.255142,100.0,0.01,177.47353871591372,1.0,500,3.5044917e-18,6.5533757,11.241940249959281,51.74,1.0
0.0049999994,273.069419292086,1.0,12.667852,0.005,1.0,2,,14.093765552098711,500.0,14.093765552098711,100,15.001733,200.00000010221265,0.005,273.069419292086,1.0,500,2.179301e-19,6.8876085,14.093765552098711,50.44,1.0
0.0033333336,166.5416482569531,1.0,12.534005,0.0033333334,1.0,2,,12.266307602727084,500.0,12.266307602727084,100,14.318841,299.999969473632,0.0033333334,166.5416482569531,1.0,500,5.4391416e-20,7.814456,12.266307602727084,52.52,1.0
0.0024999997,349.2615553057654,1.0,12.863443,0.0025,1.0,2,,13.851762506065741,500.0,13.851762506065741,100,15.509343,400.0,0.0025,349.2615553057654,1.0,500,5.434597e-20,7.5585546,13.851762506065741,53.53,1.0
0.002,275.66205017922545,0.38696253,126.05851,0.9999539,1.0521483,1,238068970000.0,14.771242269228487,475.218160764826,14.771242269228487,100,0.11304805,1.0000922086233364,3.546602e-08,275.66205017922545,21821.594,500,0.0019998155,121.19153,14.771242269228487,53.17,10910294.0
0.009999998,223.7924798423159,1.0,12.33815,0.01,1.0,2,,12.338148901281754,500.0,12.338148901281754,100,14.884709,100.0,0.01,223.7924798423159,1.0,500,3.5044917e-18,6.210421,12.338148901281754,54.07,1.0
0.0049999994,187.71166701557686,1.0,11.630114,0.005,1.0,2,,10.922080564737298,500.0,10.922080564737298,100,14.289712,200.00000010221265,0.005,187.71166701557686,1.0,500,2.179301e-19,7.297155,10.922080564737298,52.71,1.0
0.0033333336,223.6631536458979,1.0,11.657102,0.0033333334,1.0,2,,11.711073257180885,500.0,11.711073257180885,100,14.489337,299.999969473632,0.0033333334,223.6631536458979,1.0,500,5.4391416e-20,7.64042,11.711073257180885,51.03,1.0
0.0024999997,245.58856678823204,1.0,12.26214,0.0025,1.0,2,,14.07725849391598,500.0,14.07725849391598,100,14.810032,400.0,0.0025,245.58856678823204,1.0,500,5.434597e-20,8.783592,14.07725849391598,55.09,1.0
