MaxNormIw,VanillaAvgRet,AvgEpLen,VarDiscRet,AvgVanillaIw,ESSClassic,MaxVanillaIw,VarNormIw,AvgDiscRet,MinNormIw,EpsThisIter,BatchSize,VarJ,IterType,renyi2,SamplesThisIter,AvgRet,J,AvgNormIw,VarRet,VarVanillaIw,Bound,delta,ESSRenyi,MinVanillaIw
0.333324,335.703911356,36.3108206245,23254.5928281,2.75172e+16,3.0000003322,2.27341e+21,1.34476e-06,335.703911356,,1377,100,49694.1,1,nan,50000,335.703911356,137259.0,4.03454e-06,23254.5928281,inf,804.837,0.8,nan,
0.123581,398.994001319,43.1406384814,45918.9788541,160.243,2.00767054786,4.13129e+06,3.50663e-07,398.994001319,,1159,100,66061.6,1,nan,50000,398.994001319,174613.0,4.79341e-06,45918.9788541,3.91885e+08,979.198,0.8,nan,
0.332518,478.343444349,51.7063081696,70614.9013413,5.1249e+08,2.999981774,2.96619e+13,1.90568e-06,478.343444349,,967,100,57081.3,1,nan,50000,478.343444349,231412.0,5.74514e-06,70614.9013413,1.51642e+22,1356.86,0.8,nan,
0.5,559.614773677,60.5326876513,103471.628526,2.27189e+17,2.00000002781,1.68892e+22,3.3629e-06,559.614773677,,826,100,28230.5,1,nan,50000,559.614773677,298697.0,6.72585e-06,103471.628526,inf,1577.98,0.8,nan,
0.37851,537.001969193,58.1395348837,119579.419529,4492.41,1.89145675463,2.63225e+08,1.96044e-06,537.001969193,,860,100,31662.5,1,nan,50000,537.001969193,291337.0,6.45995e-06,119579.419529,9.481e+11,1675.21,0.8,nan,
0.272226,662.009855579,71.6332378223,185335.85347,1901.81,1.99751608973,6.50467e+07,1.52277e-06,662.009855579,,698,100,20876.6,1,nan,50000,662.009855579,361014.0,7.95925e-06,185335.85347,8.69411e+10,2010.87,0.8,nan,
0.307024,698.600615885,75.6429652042,200615.919825,1.37835e+20,1.69197313856,5.03508e+24,1.87294e-06,698.600615885,,661,100,19818.1,1,nan,50000,698.600615885,389522.0,8.40477e-06,200615.919825,inf,1999.33,0.8,nan,
0.5,554.211880508,59.9520383693,134135.398567,1.43002e+16,2.00000007362,1.07337e+21,3.33065e-06,554.211880508,,834,100,23518.5,1,nan,50000,554.211880508,313109.0,6.66134e-06,134135.398567,inf,1777.42,0.8,nan,
0.408001,702.41800188,75.9878419453,205949.534255,11023.2,1.94236748916,5.32679e+08,2.89434e-06,702.41800188,,658,100,21805.4,1,nan,50000,702.41800188,387837.0,8.44309e-06,205949.534255,4.93352e+12,2111.41,0.8,nan,
0.581078,609.419142171,65.963060686,160481.917282,103.158,0.992776528897,8.17859e+06,2.55333e-06,609.419142171,,758,100,45493.4,1,nan,50000,609.419142171,335436.0,7.32923e-06,160481.917282,5.05819e+08,1838.73,0.8,nan,
0.0498615,730.783949291,79.1139240506,191245.060632,14.9461,1.17050978233,84777.9,1.66945e-07,730.783949291,,632,100,25479.3,1,nan,50000,730.783949291,336103.0,8.79044e-06,191245.060632,482624.0,1761.64,0.8,nan,
0.348548,794.936827705,86.0585197935,201341.010283,50.8062,1.18054031456,1.85195e+06,1.4126e-06,794.936827705,,581,100,54322.5,1,nan,50000,794.936827705,394778.0,9.56206e-06,201341.010283,3.98795e+07,2064.41,0.8,nan,
0.99907,815.725094864,88.3392226148,293414.402827,5.08737e+06,1.0,5.1782e+11,9.79722e-06,815.725094864,,566,100,47628.3,1,nan,50000,815.725094864,493236.0,9.81547e-06,293414.402827,2.63189e+18,2481.78,0.8,nan,
0.497087,960.015582212,103.95010395,413371.266839,8.39152e+10,1.99995029623,3.61152e+15,5.70798e-06,960.015582212,,481,100,25724.7,1,nan,50000,960.015582212,643222.0,1.155e-05,413371.266839,3.013e+26,3082.78,0.8,nan,
0.197366,907.108601759,98.231827112,304270.353734,398.401,1.64482188091,7.20416e+06,1.13408e-06,907.108601759,,509,100,26741.8,1,nan,50000,907.108601759,445672.0,1.09146e-05,304270.353734,1.511e+09,2337.69,0.8,nan,
0.499849,888.043472949,96.1538461538,338580.922414,2.11245e+08,1.99999999365,9.8833e+12,5.33859e-06,888.043472949,,520,100,44852.0,1,nan,50000,888.043472949,533631.0,1.06838e-05,338580.922414,2.08715e+21,3107.78,0.8,nan,
0.5,807.55625477,87.5656742557,327527.448774,3.94188e+21,2.00000009719,2.02573e+26,4.86471e-06,807.55625477,,571,100,21337.9,1,nan,50000,807.55625477,536711.0,9.72952e-06,327527.448774,inf,2717.6,0.8,nan,
0.424961,686.227932457,74.4047619048,205550.281201,57.1556,2.00956805353,2.93798e+06,2.99052e-06,686.227932457,,672,100,34876.5,1,nan,50000,686.227932457,322062.0,8.2672e-06,205550.281201,1.42938e+08,1717.53,0.8,nan,
0.492875,821.370943927,88.9679715302,233333.806737,4.43884e+06,1.9998570034,2.21317e+11,4.80311e-06,821.370943927,,562,100,28669.5,1,nan,50000,821.370943927,416165.0,9.88533e-06,233333.806737,9.68457e+17,2136.96,0.8,nan,
0.935951,823.628907426,89.2857142857,287133.744216,6.26921e+09,0.99541333816,5.91462e+14,8.73056e-06,823.628907426,,560,100,63213.9,1,nan,50000,823.628907426,503987.0,9.92063e-06,287133.744216,3.4865e+24,2504.55,0.8,nan,
0.142462,804.901279289,87.260034904,312454.309504,718.143,0.951687005434,1.0552e+07,8.35183e-07,804.901279289,,573,100,nan,1,nan,50000,804.901279289,nan,9.69556e-06,312454.309504,4.58203e+09,nan,0.8,nan,
0.425296,798.096110316,86.5051903114,247482.271133,7.3e+13,1.94014140223,3.23009e+18,3.58428e-06,798.096110316,,578,100,20988.5,1,nan,50000,798.096110316,468338.0,9.61169e-06,247482.271133,2.06751e+32,2524.9,0.8,nan,
0.495521,674.956194879,73.0994152047,186467.086177,9.54087e+09,1.99984099494,5.82075e+14,3.98893e-06,674.956194879,,684,100,27160.1,1,nan,50000,674.956194879,344539.0,8.12216e-06,186467.086177,5.50414e+24,1847.15,0.8,nan,
0.499703,837.171781997,90.7441016334,300799.838507,1.1128e+13,1.99999968859,5.51508e+17,5.03531e-06,837.171781997,,551,100,26836.8,1,nan,50000,837.171781997,465733.0,1.00827e-05,300799.838507,6.13346e+30,2454.31,0.8,nan,
0.204633,917.29111021,99.4035785288,408557.722991,1.82228e+08,0.941340178884,3.37622e+12,1.96518e-06,917.29111021,,503,100,28749.3,1,nan,50000,917.29111021,571084.0,1.10448e-05,408557.722991,5.34949e+20,2944.83,0.8,nan,
0.28375,830.179853617,90.0900900901,266060.768347,208.46,1.75513238159,5.90914e+06,1.88326e-06,830.179853617,,555,100,42299.8,1,nan,50000,830.179853617,423298.0,1.001e-05,266060.768347,8.16749e+08,2044.42,0.8,nan,
0.41704,1020.29789926,110.619469027,395899.15595,621.942,1.99845482092,2.11028e+07,4.30577e-06,1020.29789926,,452,100,39848.5,1,nan,50000,1020.29789926,485392.0,1.22911e-05,395899.15595,1.10248e+10,2450.21,0.8,nan,
0.701994,915.092896119,99.2063492063,288776.6429,489.053,0.968545535947,3.11453e+07,5.60861e-06,915.092896119,,504,100,61431.9,1,nan,50000,915.092896119,454112.0,1.10229e-05,288776.6429,1.10401e+10,2338.53,0.8,nan,
0.499975,1081.59145106,117.647058824,420940.319436,3.15426e+09,1.9999998483,1.20645e+14,6.53521e-06,1081.59145106,,425,100,27264.2,1,nan,50000,1081.59145106,522911.0,1.30719e-05,420940.319436,3.80521e+23,2645.53,0.8,nan,
0.22423,1310.78802977,142.45014245,630167.138882,6745.32,1.33617251539,9.55602e+07,2.38669e-06,1310.78802977,,351,100,30387.9,1,nan,50000,1310.78802977,638844.0,1.58278e-05,630167.138882,4.33471e+11,3262.36,0.8,nan,
0.499919,1205.45640026,130.890052356,637277.514489,8.8939e+09,2.0006242593,3.05722e+14,7.2692e-06,1205.45640026,,382,100,29689.2,1,nan,50000,1205.45640026,658480.0,1.45433e-05,637277.514489,2.71858e+24,3311.44,0.8,nan,
0.499999,1329.29144456,144.50867052,628058.381871,2.68193e+15,1.99999995069,8.35151e+19,8.02811e-06,1329.29144456,,346,100,26594.2,1,nan,50000,1329.29144456,682380.0,1.60565e-05,628058.381871,inf,3534.81,0.8,nan,
0.302548,1118.42658561,121.359223301,517971.699992,26.0005,0.86858450025,583372.0,1.43961e-06,1118.42658561,,412,100,72214.9,1,nan,50000,1118.42658561,573258.0,1.34844e-05,517971.699992,5.35239e+06,2876.3,0.8,nan,
0.31443,1587.06458328,172.413793103,822066.660118,3999.57,1.89484080615,6.56459e+07,3.99907e-06,1587.06458328,,290,100,31427.0,1,nan,50000,1587.06458328,703329.0,1.91571e-05,822066.660118,1.74312e+11,3480.57,0.8,nan,
0.127496,1682.55259846,182.481751825,1099392.34332,83.8144,1.95615750277,527035.0,9.76059e-07,1682.55259846,,274,100,29188.6,1,nan,50000,1682.55259846,748992.0,2.02757e-05,1099392.34332,1.66786e+07,3757.24,0.8,nan,
0.0188976,1752.88407092,190.114068441,1085993.23341,9.0671,2.79423139852,8111.53,8.42327e-08,1752.88407092,,263,100,33507.5,1,nan,50000,1752.88407092,684794.0,2.11238e-05,1085993.23341,15519.4,3562.01,0.8,nan,
0.135525,1765.25970921,191.570881226,1045008.17391,125.681,1.32222910777,800203.0,1.24903e-06,1765.25970921,,261,100,30275.1,1,nan,50000,1765.25970921,749661.0,2.12857e-05,1045008.17391,4.3545e+07,3817.93,0.8,nan,
0.207052,1668.75672428,181.15942029,928455.375104,503.341,1.9983894541,5.17753e+06,2.25489e-06,1668.75672428,,276,100,30240.0,1,nan,50000,1668.75672428,717050.0,2.01288e-05,928455.375104,1.40998e+09,3721.25,0.8,nan,
0.084812,1827.53017789,198.412698413,1024573.16172,73.4854,1.21002239953,282704.0,6.3121e-07,1827.53017789,,252,100,27681.1,1,nan,50000,1827.53017789,740517.0,2.20459e-05,1024573.16172,7.01329e+06,3697.49,0.8,nan,
0.0273208,1780.92018006,193.05019305,779131.996628,6.33577,1.88410586126,8069.83,8.33201e-08,1780.92018006,,259,100,50687.9,1,nan,50000,1780.92018006,655084.0,2.145e-05,779131.996628,7269.31,3406.4,0.8,nan,
0.0551237,1987.4387245,215.517241379,1252469.81731,28.7654,1.57185141405,66217.0,2.63281e-07,1987.4387245,,232,100,19539.4,1,nan,50000,1987.4387245,762441.0,2.39464e-05,1252469.81731,379912.0,3912.67,0.8,nan,
0.106476,1946.65155528,210.970464135,1053865.44573,29.8114,1.92258969033,135411.0,7.98776e-07,1946.65155528,,237,100,26122.8,1,nan,50000,1946.65155528,696086.0,2.34412e-05,1053865.44573,1.29191e+06,3598.17,0.8,nan,
0.0949309,1944.95965717,210.970464135,1047537.29399,40.4497,1.841278009,163811.0,9.54351e-07,1944.95965717,,237,100,24288.6,1,nan,50000,1944.95965717,723761.0,2.34412e-05,1047537.29399,2.84171e+06,3695.54,0.8,nan,
0.0297037,2150.41684027,233.644859813,1303206.89651,18.5564,2.78924582062,21232.0,1.86733e-07,2150.41684027,,214,100,22187.7,1,nan,50000,2150.41684027,765835.0,2.59605e-05,1303206.89651,95407.3,4020.68,0.8,nan,
0.0452537,2098.81329697,227.272727273,1471793.25396,9.06873,5.52082541348,16251.6,3.07567e-07,2098.81329697,,220,100,25659.3,1,nan,50000,2098.81329697,733337.0,2.52525e-05,1471793.25396,39666.4,3841.44,0.8,nan,
0.0208846,2326.03791347,252.525252525,1233977.82167,5.58439,1.17382954382,4156.62,6.09714e-08,2326.03791347,,198,100,22134.9,1,nan,50000,2326.03791347,750074.0,2.80584e-05,1233977.82167,2415.2,3821.17,0.8,nan,
0.0441254,2337.3625946,253.807106599,1287826.32087,5.08263,1.90135923595,7952.72,1.31679e-07,2337.3625946,,197,100,19334.1,1,nan,50000,2337.3625946,740583.0,2.82008e-05,1287826.32087,4277.31,3821.21,0.8,nan,
0.00411609,2411.49739058,261.780104712,1366445.18018,5.53997,0.908619010344,783.968,3.08835e-08,2411.49739058,,191,100,21259.8,1,nan,50000,2411.49739058,745796.0,2.90867e-05,1366445.18018,1120.35,3881.5,0.8,nan,
0.0697256,2124.04647665,230.414746544,1242151.16936,13.4023,2.25379740413,36501.1,3.03783e-07,2124.04647665,,217,100,23280.4,1,nan,50000,2124.04647665,738018.0,2.56016e-05,1242151.16936,83251.1,3891.38,0.8,nan,
0.0495312,2362.95569807,256.41025641,1297992.91105,6.66099,1.92115448379,11580.4,1.69127e-07,2362.95569807,1.45735e-42,195,100,21587.9,1,nan,50000,2362.95569807,755617.0,2.849e-05,1297992.91105,9244.97,4008.21,0.8,nan,3.40593e-37
0.00675707,2428.02907049,263.157894737,1563036.65117,4.86002,1.60346953209,1123.11,3.01009e-08,2428.02907049,,190,100,19313.9,1,nan,50000,2428.02907049,769632.0,2.92398e-05,1563036.65117,831.587,4027.01,0.8,nan,
0.00473023,2532.28739408,274.725274725,1331175.98107,6.14474,1.11536670033,952.205,3.45935e-08,2532.28739408,,182,100,18631.7,1,nan,50000,2532.28739408,766128.0,3.0525e-05,1331175.98107,1401.81,3937.22,0.8,nan,
0.00825221,2454.75009383,265.957446809,1338596.234,4.68768,1.28555768018,1309.06,3.74351e-08,2454.75009383,,188,100,19654.8,1,nan,50000,2454.75009383,740671.0,2.95508e-05,1338596.234,942.009,3986.49,0.8,nan,
0.0844216,2291.5112753,248.756218905,1241337.68544,7.13309,2.86408684767,21787.1,4.97596e-07,2291.5112753,,201,100,24232.6,1,nan,50000,2291.5112753,720596.0,2.76396e-05,1241337.68544,33141.3,3862.69,0.8,nan,
0.00303141,2730.80187265,295.857988166,1352508.62883,5.46444,1.88884949229,503.906,2.61307e-08,2730.80187265,,169,100,16422.3,1,nan,50000,2730.80187265,761535.0,3.28731e-05,1352508.62883,722.039,4067.42,0.8,nan,
0.0088241,2563.82375136,277.777777778,1706290.63799,5.0594,2.37975357405,1446.49,2.54993e-08,2563.82375136,,180,100,18320.3,1,nan,50000,2563.82375136,780379.0,3.08642e-05,1706290.63799,685.199,4151.7,0.8,nan,
0.00789256,2723.18339094,295.857988166,1276016.67067,4.70501,1.26219691418,1129.63,2.55128e-08,2723.18339094,,169,100,17371.6,1,nan,50000,2723.18339094,759186.0,3.28731e-05,1276016.67067,522.633,4016.04,0.8,nan,
0.00315227,2778.87956877,301.204819277,1725265.2835,3.16006,1.36726518944,297.646,1.35914e-08,2778.87956877,,166,100,14489.5,1,nan,50000,2778.87956877,771226.0,3.34672e-05,1725265.2835,121.176,4193.04,0.8,nan,
0.265121,2516.84821287,273.224043716,1651903.5538,12.4939,2.00065596248,109111.0,4.27282e-06,2516.84821287,,183,100,18045.0,1,nan,50000,2516.84821287,761766.0,3.03582e-05,1651903.5538,723700.0,4119.17,0.8,nan,
0.00627214,2603.16780845,282.485875706,1389889.28003,4.61258,1.09614834873,921.733,2.092e-08,2603.16780845,,177,100,17244.3,1,nan,50000,2603.16780845,758180.0,3.13873e-05,1389889.28003,451.795,4107.44,0.8,nan,
0.00419166,2899.65405967,314.465408805,1360686.36259,3.39148,2.36787521276,406.86,1.79305e-08,2899.65405967,,159,100,14609.1,1,nan,50000,2899.65405967,774622.0,3.49406e-05,1360686.36259,168.932,4169.15,0.8,nan,
0.0392406,2777.38320633,301.204819277,1487534.01115,4.24257,1.91765417097,4974.45,1.07544e-07,2777.38320633,2.05113e-39,166,100,14509.6,1,nan,50000,2777.38320633,771537.0,3.34672e-05,1487534.01115,1728.24,4171.47,0.8,nan,2.60018e-34
0.00225245,2652.47758768,287.356321839,1685784.08257,3.83886,1.4869984318,270.818,1.64774e-08,2652.47758768,,174,100,16929.4,1,nan,50000,2652.47758768,758895.0,3.19285e-05,1685784.08257,238.197,4196.75,0.8,nan,
0.00175229,3011.23758064,326.797385621,1436456.28882,2.54495,2.12523860056,122.814,1.31833e-08,3011.23758064,2.89765e-32,153,100,12772.9,1,nan,50000,3011.23758064,765314.0,3.63108e-05,1436456.28882,64.7603,4177.63,0.8,nan,2.0309e-27
0.499996,2759.72966506,299.401197605,1618240.84372,463353.0,1.99999997365,6.96414e+09,1.66326e-05,2759.72966506,,167,100,17183.0,1,nan,50000,2759.72966506,768591.0,3.32668e-05,1618240.84372,3.22672e+15,4179.98,0.8,nan,
0.00909647,2492.59397638,270.27027027,1436967.00434,4.92704,1.57465190722,1492.46,4.50566e-08,2492.59397638,7.89527e-38,185,100,21015.1,1,nan,50000,2492.59397638,738831.0,3.003e-05,1436967.00434,1212.88,4035.84,0.8,nan,1.29538e-32
0.0044976,2814.879194,304.87804878,1508908.22189,3.45935,1.12822223022,459.295,1.81733e-08,2814.879194,2.38361e-42,164,100,15712.5,1,nan,50000,2814.879194,755284.0,3.38753e-05,1508908.22189,189.521,4164.39,0.8,nan,2.43414e-37
0.00434213,2906.69842072,314.465408805,1875500.7111,2.82109,2.10994531586,350.583,1.29034e-08,2906.69842072,2.97131e-33,159,100,13645.9,1,nan,50000,2906.69842072,775701.0,3.49406e-05,1875500.7111,84.1161,4222.89,0.8,nan,2.39902e-28
0.00417088,2667.76096,289.01734104,1413123.33284,5.02291,2.8334452305,652.381,2.50827e-08,2667.76096,,173,100,19661.5,1,nan,50000,2667.76096,751500.0,3.2113e-05,1413123.33284,613.652,4086.67,0.8,nan,
0.00569426,2846.18841392,308.641975309,1436524.28827,3.52329,1.4644302343,585.023,2.07444e-08,2846.18841392,,162,100,15876.0,1,nan,50000,2846.18841392,767906.0,3.42936e-05,1436524.28827,218.964,4171.93,0.8,nan,
0.00229574,3021.01692139,326.797385621,1625010.95368,2.58682,2.73918358032,163.551,1.19284e-08,3021.01692139,,153,100,13177.9,1,nan,50000,3021.01692139,762590.0,3.63108e-05,1625010.95368,60.5399,4231.68,0.8,nan,
0.00715188,2973.04859327,322.580645161,1797599.57895,2.35067,2.35491005866,469.047,1.48638e-08,2973.04859327,,155,100,13641.6,1,nan,50000,2973.04859327,768993.0,3.58423e-05,1797599.57895,63.9328,4193.52,0.8,nan,
0.00106904,3098.41904751,335.570469799,1858938.36578,2.2465,2.91578418955,64.4109,9.60248e-09,3098.41904751,,149,100,12008.9,1,nan,50000,3098.41904751,774038.0,3.72856e-05,1858938.36578,34.8588,4256.92,0.8,nan,
0.00156031,3369.97095953,364.96350365,1547315.23486,1.44303,2.76429606561,55.524,6.5824e-09,3369.97095953,5.3768e-40,137,100,9584.66,1,nan,50000,3369.97095953,784403.0,4.05515e-05,1547315.23486,8.33531,4286.31,0.8,nan,1.91334e-35
0.00303856,3059.46048751,331.125827815,1521007.41728,2.4678,1.32400453595,203.811,1.31662e-08,3059.46048751,1.8965e-29,151,100,13234.4,1,nan,50000,3059.46048751,767549.0,3.67918e-05,1521007.41728,59.2354,4155.54,0.8,nan,1.27207e-24
