VarJ,MaxNormIw,ESSClassic,SamplesThisIter,Bound,AvgNormIw,VarRet,EpsThisIter,VarDiscRet,AvgVanillaIw,BatchSize,AvgEpLen,AvgRet,VarVanillaIw,MaxVanillaIw,VanillaAvgRet,MinVanillaIw,MinNormIw,J,renyi2,VarNormIw,delta,ESSRenyi,AvgDiscRet,IterType
4571.98,0.246267,4.00001722622,50000,747.193,6.51449e-07,3419.67961994,8528,3419.67961994,687.959,100,5.86303939962,48.6031331467,1.76276e+11,2.60069e+08,48.6031331467,0.00155488,1.47237e-12,12750.9,8.34033,1.58062e-07,0.6,0.0238694221397,48.6031331467,1
1486.96,0.0737572,4.11695619097,50000,679.19,6.67414e-07,3517.57859379,8324,3517.57859379,1.42017,100,6.00672753484,50.0381537213,65757.7,156945.0,50.0381537213,0.00125599,5.90258e-10,9906.5,8.35647,1.45231e-08,0.6,0.0234870815891,50.0381537213,1
2889.01,0.10094,3.86969656519,50000,657.732,6.6999e-07,3520.22764021,8292,3520.22764021,1.97512,100,6.02990834539,50.2704230591,248781.0,297571.0,50.2704230591,0.000442008,1.49936e-10,10751.9,8.34139,2.86263e-08,0.6,0.0238440524457,50.2704230591,1
921.118,1.53893e-05,50.2633595166,50000,43.1431,6.48711e-07,3219.93054898,8564,3219.93054898,1.00057,100,5.83839327417,48.3559972007,0.0354182,23.7363,48.3559972007,0.000812211,5.26591e-10,8842.16,8.34795,1.4888e-14,0.6,0.0236880953326,48.3559972007,1
26297.3,0.168926,3.28717061369,50000,3276.28,6.82837e-07,9457.54661033,8136,9457.54661033,440.166,100,6.14552605703,51.4259284677,3.94106e+10,1.08892e+08,51.4259284677,0.000115866,1.79744e-13,56453.5,8.35388,9.48451e-08,0.6,0.0235480873675,51.4259284677,1
3225.75,0.223536,4.00142932126,50000,535.274,6.3769e-07,2981.78646898,8712,2981.78646898,27.3538,100,5.73921028466,47.3647689009,2.35891e+08,9.58862e+06,47.3647689009,1.7946e-05,4.1837e-13,10074.5,16.6601,1.28202e-07,0.6,5.81570834455e-06,47.3647689009,1
8442.17,0.0178826,2.50794630654,50000,1047.29,6.79828e-07,4340.8233648,8172,4340.8233648,1.18913,100,6.11845325502,51.1552866369,4798.78,31279.7,51.1552866369,0.00692822,3.96088e-09,12864.6,8.37208,1.56845e-09,0.6,0.0231233895908,51.1552866369,1
1567.58,0.0373817,4.1842278458,50000,364.886,6.51144e-07,2983.87568205,8532,2983.87568205,1.23143,100,5.86029067042,48.5754980437,13822.7,70695.5,48.5754980437,6.53103e-05,3.45342e-11,9650.33,8.3632,3.8648e-09,0.6,0.02332972072,48.5754980437,1
1871.41,0.000157633,62.9587839278,50000,44.3572,6.74545e-07,3946.10622901,8236,3946.10622901,1.00118,100,6.07090820787,50.6807727854,0.226447,233.963,50.6807727854,0.00619801,4.17593e-09,9338.06,8.36298,1.02794e-13,0.6,0.0233348403751,50.6807727854,1
1425.36,0.0349672,4.36482464096,50000,228.266,6.62006e-07,3775.25037066,8392,3775.25037066,1.16459,100,5.95805529075,49.5521808341,10020.2,61514.0,49.5521808341,0.000133649,7.59718e-11,9527.36,8.36979,3.23781e-09,0.6,0.0231763085618,49.5521808341,1
3136.2,0.203,4.01071850687,50000,519.457,6.64222e-07,3526.41965466,8364,3526.41965466,5.53194,100,5.97800095648,49.7515029789,7.59488e+06,1.69067e+06,49.7515029789,0.000759028,9.11368e-11,10206.3,8.37388,1.09495e-07,0.6,0.0230818378508,49.7515029789,1
4257.06,0.0351561,4.28292184225,50000,2066.85,6.82501e-07,7626.86742811,8140,7626.86742811,1.16368,100,6.14250614251,51.3957643093,9808.7,59941.8,51.3957643093,2.62531e-06,1.53976e-12,11959.5,8.38849,3.37407e-09,0.6,0.022747035527,51.3957643093,1
3580.41,0.0419791,4.21301585269,50000,677.363,6.93404e-07,5096.20298719,8012,5096.20298719,1.26537,100,6.24063904144,52.3773002376,17300.9,76605.9,52.3773002376,8.89019e-06,4.87171e-12,10991.7,8.38929,5.19529e-09,0.6,0.0227289500568,52.3773002376,1
4018.55,0.0227371,4.44514708124,50000,464.177,6.80828e-07,3863.08036594,8160,3863.08036594,1.12932,100,6.12745098039,51.2406222858,4083.51,37714.9,51.2406222858,2.42879e-06,1.46424e-12,10324.1,8.38938,1.48414e-09,0.6,0.0227268263219,51.2406222858,1
3736.36,0.22381,4.01016570492,50000,344.864,6.63588e-07,3436.51799106,8372,3436.51799106,10.7826,100,5.97228858098,49.6953127107,3.51103e+07,3.63668e+06,49.6953127107,0.000156416,9.62617e-12,10125.6,8.39196,1.32978e-07,0.6,0.022668142162,49.6953127107,1
5066.57,0.0367531,4.21846551941,50000,484.6,6.95836e-07,4868.99684108,7984,4868.99684108,1.38196,100,6.2625250501,52.5949315089,19418.0,72993.1,52.5949315089,0.000658393,3.31511e-10,11951.6,8.39817,4.923e-09,0.6,0.0225279754445,52.5949315089,1
1111.62,6.87789e-06,43.6879682808,50000,41.8247,7.20752e-07,5629.31910965,7708,5629.31910965,1.00052,100,6.48676699533,54.8378749245,0.017118,9.5476,54.8378749245,0.0924181,6.6576e-08,9987.53,8.37555,8.88334e-15,0.6,0.0230434138818,54.8378749245,1
6191.13,0.248012,4.00000230343,50000,1099.4,6.65495e-07,4387.17361,8348,4387.17361,298.219,100,5.98945855295,49.8665342042,3.28803e+10,1.11138e+08,49.8665342042,2.62155e-06,5.85016e-15,14503.1,8.35703,1.6374e-07,0.6,0.0234739604663,49.8665342042,1
2001.73,0.0831819,4.07712270436,50000,322.874,6.87229e-07,3861.49625586,8084,3861.49625586,1.58942,100,6.18505690252,51.82113989,102714.0,192382.0,51.82113989,5.11546e-06,2.21181e-12,10285.2,8.32373,1.92025e-08,0.6,0.0242689051572,51.82113989,1
7748.42,0.24886,4.00007394619,50000,716.237,6.7389e-07,4000.62375533,8244,4000.62375533,222.65,100,6.06501698205,50.6204716562,1.82233e+10,8.22223e+07,50.6204716562,0.000284479,8.61025e-13,10927.4,8.3182,1.6694e-07,0.6,0.0244035634446,50.6204716562,1
1139.62,0.249935,4.00000107975,50000,333.81,6.62321e-07,3352.02054133,8388,3352.02054133,5026.31,100,5.96089651884,49.5800237461,9.53112e+12,1.89674e+09,49.5800237461,0.000492412,6.48855e-14,9862.06,8.32791,1.65494e-07,0.6,0.024167581408,49.5800237461,1
2531.74,0.000225792,62.5430947546,50000,74.9405,6.7226e-07,3749.90679434,8264,3749.90679434,1.00149,100,6.05033881897,50.4748570087,0.374242,336.372,50.4748570087,0.00267335,1.7945e-09,9258.22,8.3063,1.68628e-13,0.6,0.0246955814384,50.4748570087,1
8693.44,0.157922,4.02295215891,50000,882.791,7.04305e-07,4606.34161922,7888,4606.34161922,2.88272,100,6.33874239351,53.3572857542,1.17775e+06,646375.0,53.3572857542,0.00469553,1.14721e-09,12357.4,8.30474,7.03021e-08,0.6,0.0247341426881,53.3572857542,1
3161.33,0.0249634,4.36782796986,50000,851.107,6.97934e-07,5122.57550621,7960,5122.57550621,1.23308,100,6.28140703518,52.784060511,9737.06,44104.3,52.784060511,0.0331881,1.87847e-08,11717.2,8.31836,3.11941e-09,0.6,0.024399606461,52.784060511,1
4726.71,0.00012368,54.8999809698,50000,36.0168,6.60746e-07,4114.77264042,8408,4114.77264042,1.00069,100,5.94671741199,49.4339877531,0.104602,187.311,49.4339877531,0.022512,1.48645e-08,9086.35,8.3256,4.56049e-14,0.6,0.0242235855874,49.4339877531,1
1040.46,0.0264035,4.39274064768,50000,153.796,6.71285e-07,3396.52705518,8276,3396.52705518,1.11896,100,6.0415659739,50.3868807867,5201.06,44011.9,50.3868807867,0.0498068,2.988e-08,9386.15,8.33056,1.87187e-09,0.6,0.0241037080871,50.3868807867,1
856.61,0.239339,4.00039589021,50000,670.813,6.40336e-07,3279.03697559,8676,3279.03697559,23.3563,100,5.76302443522,47.6029613062,1.95203e+08,8.72991e+06,47.6029613062,3.03412e-25,8.31837e-33,9313.46,8.33222,1.46722e-07,0.6,0.0240636530623,47.6029613062,1
1169.33,0.000150754,54.3627239827,50000,45.489,6.97934e-07,4246.36925527,7960,4246.36925527,1.0016,100,6.28140703518,52.7846178269,0.235121,216.345,52.7846178269,0.02584,1.80058e-08,9685.75,8.33879,1.14166e-13,0.6,0.0239061003862,52.7846178269,1
997.152,2.35661e-05,49.0020725662,50000,45.0844,6.75201e-07,3969.8839289,8228,3969.8839289,1.00043,100,6.07681088965,50.7395563843,0.050836,34.9174,50.7395563843,0.0059328,4.0041e-09,9297.98,8.35799,2.31559e-14,0.6,0.0234514513162,50.7395563843,1
1224.13,3.76301e-05,46.6516127913,50000,45.1011,6.82501e-07,4538.32675284,8140,4538.32675284,1.00031,100,6.14250614251,51.3956988494,0.0403647,55.1525,51.3956988494,0.0610546,4.16571e-08,9409.82,8.38664,1.87907e-14,0.6,0.0227892456571,51.3956988494,1
1117.29,1.87315e-05,45.7666316667,50000,42.0546,6.85533e-07,4444.64272557,8104,4444.64272557,0.999727,100,6.16979269497,51.6692961353,0.0138904,27.3166,51.6692961353,0.111318,7.63331e-08,9396.84,8.36755,6.53141e-15,0.6,0.0232282873357,51.6692961353,1
941.661,5.70227e-06,45.1578756468,50000,42.6562,6.93058e-07,4381.6760749,8016,4381.6760749,0.999708,100,6.2375249501,52.345249782,0.0151668,8.22529,52.345249782,0.118097,8.18717e-08,9523.72,8.36816,7.28933e-15,0.6,0.0232142247883,52.345249782,1
6547.4,0.000223657,61.6545583609,50000,40.395,6.88592e-07,4857.49806679,8068,4857.49806679,1.00091,100,6.19732275657,51.9433004952,0.298462,325.1,51.9433004952,0.151833,1.04456e-07,9583.88,8.37122,1.4126e-13,0.6,0.0231432669931,51.9433004952,1
960.572,2.55197e-05,48.4559745918,50000,46.7752,6.73891e-07,4000.47150783,8244,4000.47150783,0.999986,100,6.06501698205,50.6218232234,0.0484279,37.8686,50.6218232234,0.000603832,4.06923e-10,9269.31,8.37143,2.19931e-14,0.6,0.0231384114238,50.6218232234,1
948.538,1.79809e-05,47.3750546097,50000,40.6389,6.85871e-07,4361.52341263,8100,4361.52341263,1.00037,100,6.17283950617,51.6989185289,0.0211173,26.226,51.6989185289,0.0920192,6.30897e-08,9415.52,8.34917,9.92654e-15,0.6,0.0236593561028,51.6989185289,1
1090.59,5.94044e-05,47.3375040426,50000,44.2898,7.01459e-07,4785.78334015,7920,4785.78334015,1.0006,100,6.31313131313,53.1018235566,0.0489167,84.7379,53.1018235566,0.0614126,4.30525e-08,9690.93,8.32774,2.40403e-14,0.6,0.0241716860093,53.1018235566,1
1071.31,3.62231e-05,46.8424915362,50000,47.0181,7.12251e-07,4790.6174536,7800,4790.6174536,1.00084,100,6.41025641026,54.072055319,0.0496433,50.8999,54.072055319,0.0145203,1.03334e-08,9907.74,8.33285,2.51419e-14,0.6,0.0240485357694,54.072055319,1
987.156,1.26139e-05,46.9353179073,50000,40.3628,6.84519e-07,4428.04764786,8116,4428.04764786,1.0001,100,6.16067028093,51.5771429167,0.0135925,18.4293,51.5771429167,0.184649,1.26382e-07,9388.14,8.32875,6.36766e-15,0.6,0.0241474010181,51.5771429167,1
3235.42,0.0277136,2.29928796813,50000,512.011,6.87909e-07,4061.95618325,8076,4061.95618325,1.27771,100,6.19118375433,51.8812728242,13669.7,51474.7,51.8812728242,0.00455514,2.45246e-09,10955.0,8.31899,3.9624e-09,0.6,0.0243841368331,51.8812728242,1
2944.29,0.033948,4.28895801129,50000,481.878,7.09703e-07,4195.81757088,7828,4195.81757088,1.15866,100,6.38732754216,53.8428355625,8719.98,55423.6,53.8428355625,0.00186439,1.14198e-09,10665.0,8.31897,3.27157e-09,0.6,0.0243846042657,53.8428355625,1
1075.06,2.62819e-05,45.8769342195,50000,46.6028,7.0502e-07,4570.41121549,7880,4570.41121549,1.00008,100,6.34517766497,53.4212763754,0.0258133,37.281,53.4212763754,0.0163704,1.15406e-08,9739.72,8.31282,1.28286e-14,0.6,0.0245351543657,53.4212763754,1
979.821,2.13906e-05,46.1393848624,50000,51.5226,6.86888e-07,4000.89852735,8088,4000.89852735,1.0004,100,6.18199802176,51.7852852101,0.0353235,31.1537,51.7852852101,0.0032031,2.1993e-09,9457.84,8.31113,1.6653e-14,0.6,0.0245766276871,51.7852852101,1
944.063,2.50381e-05,47.1625514846,50000,46.6512,6.94792e-07,4006.27467382,7996,4006.27467382,1.00048,100,6.25312656328,52.4964793292,0.045132,36.0541,52.4964793292,0.0268168,1.86231e-08,9614.58,8.31636,2.17658e-14,0.6,0.0244483118459,52.4964793292,1
4087.96,0.10661,4.07278171017,50000,470.51,7.28311e-07,5792.58735851,7628,5792.58735851,1.77182,100,6.55479811222,55.5172768625,196040.0,259360.0,55.5172768625,0.00118407,4.86713e-10,11255.5,8.3599,3.31236e-08,0.6,0.0234067843101,55.5172768625,1
998.033,1.19678e-05,44.4015654978,50000,46.1738,7.18515e-07,4981.80525427,7732,4981.80525427,1.00009,100,6.46663217796,54.6354007857,0.016094,16.6578,54.6354007857,0.149845,1.07656e-07,9942.46,8.35528,8.30725e-15,0.6,0.0235152091619,54.6354007857,1
1163.82,1.14391e-05,43.5378607445,50000,45.218,7.215e-07,5334.92572355,7700,5334.92572355,1.00018,100,6.49350649351,54.9047860993,0.026694,15.8574,54.9047860993,0.0974875,7.03247e-08,10031.3,8.36466,1.3891e-14,0.6,0.023295594016,54.9047860993,1
856.831,1.41758e-05,46.7200290183,50000,44.4352,6.78831e-07,3673.08275817,8184,3673.08275817,1.00031,100,6.10948191593,51.0647474992,0.0168801,20.8892,51.0647474992,0.120943,8.20742e-08,9282.21,8.35343,7.77373e-15,0.6,0.0235586896077,51.0647474992,1
1071.38,9.26556e-06,44.6871602459,50000,47.3055,7.20378e-07,5175.50860881,7712,5175.50860881,1.00029,100,6.48340248963,54.8024605977,0.0220808,12.8658,54.8024605977,0.0191612,1.37993e-08,10005.5,8.35828,1.14522e-14,0.6,0.0234448309814,54.8024605977,1
1147.08,8.18536e-06,43.4747513051,50000,44.3498,7.26787e-07,6256.78063292,7644,6256.78063292,1.00036,100,6.54107796965,55.3795685535,0.0172647,11.2664,55.3795685535,0.0471696,3.42701e-08,10097.9,8.35474,9.11305e-15,0.6,0.0235278628831,55.3795685535,1
1261.47,0.000495747,58.4736158602,50000,45.6283,6.88592e-07,3648.31747458,8068,3648.31747458,1.00225,100,6.19732275657,51.9433164935,1.46884,721.562,51.9433164935,0.0380199,2.61215e-08,9481.04,8.3229,6.9334e-13,0.6,0.0242890731785,51.9433164935,1
865.747,0.0879676,4.07136717986,50000,407.241,6.84182e-07,3728.60082431,8120,3728.60082431,1.54239,100,6.15763546798,51.5466843896,107625.0,198310.0,51.5466843896,8.8233e-06,3.9139e-12,9760.71,8.31981,2.11774e-08,0.6,0.0243641005447,51.5466843896,1
1698.05,0.00750334,5.64922958696,50000,174.387,7.15553e-07,4716.18016788,7764,4716.18016788,1.03201,100,6.43997939207,54.3636880997,335.178,10821.8,54.3636880997,0.0266755,1.84956e-08,10148.3,8.33901,1.61134e-10,0.6,0.0239009027492,54.3636880997,1
948.574,1.61291e-05,46.6639805187,50000,43.8867,6.8621e-07,4158.96846649,8096,4158.96846649,1.00004,100,6.17588932806,51.7287453259,0.0284472,23.5056,51.7287453259,0.105702,7.25309e-08,9439.3,8.34735,1.33942e-14,0.6,0.0237024006203,51.7287453259,1
7029.24,0.0108134,5.0479019385,50000,866.099,7.00398e-07,5384.11584395,7932,5384.11584395,1.04537,100,6.30358043369,53.0053358197,729.692,16139.5,53.0053358197,0.074109,4.96529e-08,11054.1,8.34689,3.27557e-10,0.6,0.0237131834879,53.0053358197,1
1049.19,1.54845e-05,44.03788154,50000,47.1499,7.21875e-07,5240.84599912,7696,5240.84599912,1.00016,100,6.49688149688,54.9382584373,0.0175745,21.4538,54.9382584373,0.0487345,3.51748e-08,10010.7,8.33642,9.15531e-15,0.6,0.0239628435518,54.9382584373,1
1238.05,0.000526783,29.7125290197,50000,478.951,6.94792e-07,3988.91426315,7996,3988.91426315,0.997161,100,6.25312656328,52.5009658158,1.63177,756.037,52.5009658158,,,10032.9,8.35814,7.92206e-13,0.6,0.02344800645,52.5009658158,1
1011.01,3.9235e-05,43.4931290128,50000,42.8184,7.33697e-07,5212.67590914,7572,5212.67590914,0.998955,100,6.60327522451,56.0009499374,0.0480731,53.4199,56.0009499374,5.42892e-06,3.98735e-12,10165.0,8.35868,2.59325e-14,0.6,0.0234352855987,56.0009499374,1
1890.93,0.00562616,6.1984817627,50000,146.878,7.11156e-07,4434.47349048,7812,4434.47349048,1.0232,100,6.40040962622,53.9735264272,186.406,8094.83,53.9735264272,0.0170762,1.18685e-08,10051.8,8.37647,9.00469e-11,0.6,0.0230221287848,53.9735264272,1
2260.65,0.0116723,4.98468359866,50000,273.799,7.30609e-07,5284.34357893,7604,5284.34357893,1.04941,100,6.57548658601,55.7236094564,821.376,16765.5,55.7236094564,0.104056,7.24448e-08,10618.4,8.34944,3.98128e-10,0.6,0.0236527899782,55.7236094564,1
1142.46,0.052219,4.09874491761,50000,1052.77,7.02879e-07,5128.67665362,7904,5128.67665362,1.26123,100,6.32591093117,53.2293081215,24684.0,93700.7,53.2293081215,0.0236758,1.31944e-08,10688.8,8.36814,7.66631e-09,0.6,0.0232146010773,53.2293081215,1
998.432,0.239252,4.09386348747,50000,776.256,7.14082e-07,4637.6570456,7780,4637.6570456,31.3124,100,6.42673521851,54.2308850952,3.14408e+08,1.04912e+07,54.2308850952,4.79951e-05,1.09453e-12,10647.6,8.34861,1.63515e-07,0.6,0.0236724691957,54.2308850952,1
1162.59,0.0339447,4.34097682969,50000,226.68,7.43119e-07,5512.24805483,7476,5512.24805483,1.15906,100,6.68806848582,56.844195229,8332.29,52944.5,56.844195229,0.0138524,8.88131e-09,10735.5,8.35972,3.42506e-09,0.6,0.0234110948242,56.844195229,1
981.695,6.97877e-06,44.4364988894,50000,47.3759,7.16292e-07,4738.8209839,7756,4738.8209839,0.999955,100,6.44662197009,54.4350160988,0.0290643,9.74249,54.4350160988,0.0071952,5.15409e-09,9944.55,8.36271,1.49135e-14,0.6,0.0233410262985,54.4350160988,1
1547.42,7.05717e-05,50.7376307602,50000,47.3283,7.36811e-07,4873.2097968,7540,4873.2097968,1.00022,100,6.63129973475,56.2812449192,0.0674773,95.8008,56.2812449192,0.0441729,3.254e-08,10308.4,8.37434,3.66168e-14,0.6,0.0230711639515,56.2812449192,1
3575.62,0.164682,4.01005830127,50000,1569.31,7.79399e-07,8254.30880166,7128,8254.30880166,2.92336,100,7.01459034792,60.113426386,1.18948e+06,617689.0,60.113426386,1.24737e-07,3.32563e-14,12595.0,8.37249,8.45494e-08,0.6,0.0231139084558,60.113426386,1
1508.69,0.0248223,4.38969635251,50000,131.021,7.09703e-07,4548.29707394,7828,4548.29707394,1.11018,100,6.38732754216,53.8419324903,4279.96,38829.4,53.8419324903,0.0138157,8.8319e-09,10414.2,8.82227,1.74905e-09,0.6,0.0147413851432,53.8419324903,1
1011.67,1.09989e-05,43.9836363537,50000,44.473,7.26027e-07,4821.7236544,7652,4821.7236544,0.999984,100,6.53423941453,55.3110873799,0.0205738,15.1492,55.3110873799,0.116584,8.46441e-08,10089.0,8.40105,1.08451e-14,0.6,0.0224631206671,55.3110873799,1
1291.26,4.51416e-05,44.2141674732,50000,46.4089,7.26786e-07,5202.9801546,7644,5202.9801546,1.0002,100,6.54107796965,55.3737478309,0.0406082,62.1239,55.3737478309,0.106377,7.72972e-08,10104.1,8.39689,2.14412e-14,0.6,0.0225568671507,55.3737478309,1
