BatchSize,ESSClassic,MinVanillaIw,MaxNormIw,AvgVanillaIw,VarRet,AvgDiscRet,MinNormIw,Bound,VarNormIw,Delta,J,AvgRet,ESSRenyi,AvgEpLen,eRenyi2,VarJ,VarDiscRet,MaxVanillaIw,IterType,AvgNormIw,EpsThisIter,VarVanillaIw,VanillaAvgRet
400,100.0,1.0,0.01,1.0,18459.7755638,310.685474921,0.01,310.685,3.50449e-18,1.0,310.685,310.685474921,400.0,33.56,1.0,135.186,18459.7755638,1.0,2,0.01,100,,310.685474921
400,200.000000102,1.0,0.005,1.0,8483.39831312,299.424172123,0.005,305.055,2.1793e-19,1.0,305.055,299.424172123,400.0,32.37,1.0,115.623,8483.39831312,1.0,2,0.005,100,,299.424172123
400,299.999969474,1.0,0.00333333,1.0,12720.1647631,299.944160389,0.00333333,303.351,5.43914e-20,1.0,303.351,299.944160389,400.0,32.42,1.0,114.524,12720.1647631,1.0,2,0.00333333,100,,299.944160389
500,24.8867202754,0.00331426,0.0826372,1841.18,10018.2151992,317.59704199,4.50019e-09,350.732,9.44413e-05,1.0,350.732,128.024755798,0.00161929995032,14.01,308775.0,658.003,21780.3349568,60859.8,,0.0025,100,5.12238e+07,128.024755798
500,2.54056726428,5.61887e-08,0.61911,0.924219,8699.16358962,144.854444251,1.21592e-10,320.356,0.000784796,1.0,320.356,144.854444251,,15.81,inf,766.594,8699.16358962,286.096,1,0.002,100,167.589,144.854444251
500,100.0,1.0,0.01,1.0,9929.30176076,313.201983251,0.01,313.202,3.50449e-18,1.0,313.202,313.201983251,500.0,33.85,1.0,99.1464,9929.30176076,1.0,2,0.01,100,,313.201983251
500,200.000000102,1.0,0.005,1.0,15835.6307274,337.54213425,0.005,325.372,2.1793e-19,1.0,325.372,337.54213425,500.0,36.47,1.0,113.586,15835.6307274,1.0,2,0.005,100,,337.54213425
500,299.999969474,1.0,0.00333333,1.0,8802.60393242,314.02461894,0.00333333,321.59,5.43914e-20,1.0,321.59,314.02461894,500.0,33.93,1.0,107.399,8802.60393242,1.0,2,0.00333333,100,,314.02461894
500,400.0,1.0,0.0025,1.0,9408.16506401,307.148349563,0.0025,317.979,5.4346e-20,1.0,317.979,307.148349563,500.0,33.19,1.0,104.97,9408.16506401,1.0,2,0.0025,100,,307.148349563
500,1.00000016425,,1.0,1.10742e-08,13042.2380201,324.367685297,,909.977,0.002,1.0,909.977,324.367685297,1.57165982295e-11,35.04,3.18135e+13,0.00125718,13042.2380201,5.5371e-06,1,0.002,100,6.13189e-14,324.367685297
500,100.0,1.0,0.01,1.0,35031.8372476,253.946007348,0.01,253.946,3.50449e-18,1.0,253.946,253.946007348,500.0,27.57,1.0,186.23,35031.8372476,1.0,2,0.01,100,,253.946007348
500,200.000000102,1.0,0.005,1.0,56848.7158943,285.07721983,0.005,269.512,2.1793e-19,1.0,269.512,285.07721983,500.0,30.95,1.0,213.83,56848.7158943,1.0,2,0.005,100,,285.07721983
500,299.999969474,1.0,0.00333333,1.0,72709.5486767,315.960691064,0.00333333,284.995,5.43914e-20,1.0,284.995,315.960691064,500.0,34.24,1.0,234.426,72709.5486767,1.0,2,0.00333333,100,,315.960691064
500,400.0,1.0,0.0025,1.0,42907.2995661,262.546907463,0.0025,279.383,5.4346e-20,1.0,279.383,262.546907463,500.0,28.48,1.0,227.883,42907.2995661,1.0,2,0.0025,100,,262.546907463
500,1.08133704729,,0.961245,0.0913423,76630.8871178,322.059059031,,1032.91,0.00184926,1.0,1032.91,322.059059031,,34.9,inf,253.665,76630.8871178,43.9012,1,0.002,100,3.85729,322.059059031
500,100.0,1.0,0.01,1.0,36680.9603193,317.499081995,0.01,317.499,3.50449e-18,1.0,317.499,317.499081995,500.0,34.31,1.0,190.563,36680.9603193,1.0,2,0.01,100,,317.499081995
500,200.000000102,1.0,0.005,1.0,6168.71633562,281.649067839,0.005,299.574,2.1793e-19,1.0,299.574,281.649067839,500.0,30.43,1.0,146.738,6168.71633562,1.0,2,0.005,100,,281.649067839
500,299.999969474,1.0,0.00333333,1.0,19224.8971063,313.574257343,0.00333333,304.241,5.43914e-20,1.0,304.241,313.574257343,500.0,33.92,1.0,144.022,19224.8971063,1.0,2,0.00333333,100,,313.574257343
500,400.0,1.0,0.0025,1.0,15523.4604411,311.274301269,0.0025,305.999,5.4346e-20,1.0,305.999,311.274301269,500.0,33.67,1.0,139.313,15523.4604411,1.0,2,0.0025,100,,311.274301269
500,75.7437697386,0.153219,0.0944397,1.07587,3297.09446281,281.464431605,0.000284828,426.458,2.24497e-05,1.0,426.458,281.464431605,,30.42,inf,876.447,3297.09446281,50.8026,1,0.002,100,6.4964,281.464431605
500,100.0,1.0,0.01,1.0,30158.3220791,369.25370921,0.01,369.254,3.50449e-18,1.0,369.254,369.25370921,500.0,39.86,1.0,172.791,30158.3220791,1.0,2,0.01,100,,369.25370921
500,200.000000102,1.0,0.005,1.0,80451.0829456,436.079461841,0.005,402.667,2.1793e-19,1.0,402.667,436.079461841,500.0,47.18,1.0,236.364,80451.0829456,1.0,2,0.005,100,,436.079461841
500,299.999969474,1.0,0.00333333,1.0,27678.566557,349.683371191,0.00333333,385.006,5.43914e-20,1.0,385.006,349.683371191,500.0,37.82,1.0,216.802,27678.566557,1.0,2,0.00333333,100,,349.683371191
500,400.0,1.0,0.0025,1.0,46225.4873048,383.116298937,0.0025,384.533,5.4346e-20,1.0,384.533,383.116298937,500.0,41.43,1.0,216.088,46225.4873048,1.0,2,0.0025,100,,383.116298937
500,6.33224827606,4.04884e-06,0.362235,1.00455,48198.8885663,382.79211455,8.06103e-09,743.262,0.000312469,1.0,743.262,382.79211455,,41.37,inf,1025.85,48198.8885663,181.941,1,0.002,100,78.8293,382.79211455
500,100.0,1.0,0.01,1.0,125162.04863,573.98247035,0.01,573.982,3.50449e-18,1.0,573.982,573.98247035,500.0,62.08,1.0,352.009,125162.04863,1.0,2,0.01,100,,573.98247035
500,200.000000102,1.0,0.005,1.0,178757.126414,656.806832693,0.005,615.395,2.1793e-19,1.0,615.395,656.806832693,500.0,71.18,1.0,390.07,178757.126414,1.0,2,0.005,100,,656.806832693
500,299.999969474,1.0,0.00333333,1.0,147255.042554,706.83212047,0.00333333,645.874,5.43914e-20,1.0,645.874,706.83212047,500.0,76.46,1.0,389.729,147255.042554,1.0,2,0.00333333,100,,706.83212047
500,400.0,1.0,0.0025,1.0,135759.586104,633.838178005,0.0025,642.865,5.4346e-20,1.0,642.865,633.838178005,500.0,68.63,1.0,384.115,135759.586104,1.0,2,0.0025,100,,633.838178005
500,9.63045801045,2.06901e-25,0.268677,1.53829,163179.60775,618.894958123,2.69001e-28,1405.03,0.000204083,1.0,1405.03,618.894958123,,67.07,inf,2946.73,163179.60775,206.651,1,0.002,100,120.732,618.894958123
500,100.0,1.0,0.01,1.0,520025.986059,1223.05659292,0.01,1223.06,3.50449e-18,1.0,1223.06,1223.05659292,500.0,132.57,1.0,717.514,520025.986059,1.0,2,0.01,100,,1223.05659292
500,200.000000102,1.0,0.005,1.0,387650.722881,1149.58498959,0.005,1186.32,2.1793e-19,1.0,1186.32,1149.58498959,500.0,124.82,1.0,671.304,387650.722881,1.0,2,0.005,100,,1149.58498959
500,299.999969474,1.0,0.00333333,1.0,276046.90418,1105.03518009,0.00333333,1159.23,5.43914e-20,1.0,1159.23,1105.03518009,500.0,120.02,1.0,626.895,276046.90418,1.0,2,0.00333333,100,,1105.03518009
500,400.0,1.0,0.0025,1.0,235762.218369,1029.13709438,0.0025,1126.7,5.4346e-20,1.0,1126.7,1029.13709438,500.0,111.62,1.0,596.885,235762.218369,1.0,2,0.0025,100,,1029.13709438
500,6.35615517913,3.27313e-19,0.255963,0.787026,286257.590365,1125.39045203,8.31773e-22,2286.57,0.000311278,1.0,2286.57,1125.39045203,,122.11,inf,4031.56,286257.590365,100.725,1,0.002,100,48.2022,1125.39045203
500,100.0,1.0,0.01,1.0,1571053.63423,2703.79816013,0.01,2703.8,3.50449e-18,1.0,2703.8,2703.79816013,500.0,293.66,1.0,1247.13,1571053.63423,1.0,2,0.01,100,,2703.79816013
500,200.000000102,1.0,0.005,1.0,1689443.47132,2787.10292489,0.005,2745.45,2.1793e-19,1.0,2745.45,2787.10292489,500.0,302.48,1.0,1271.09,1689443.47132,1.0,2,0.005,100,,2787.10292489
500,299.999969474,1.0,0.00333333,1.0,1598705.50023,2735.11490631,0.00333333,2742.01,5.43914e-20,1.0,2742.01,2735.11490631,500.0,297.04,1.0,1266.77,1598705.50023,1.0,2,0.00333333,100,,2735.11490631
500,400.0,1.0,0.0025,1.0,1627003.87415,2925.2087342,0.0025,2787.81,5.4346e-20,1.0,2787.81,2925.2087342,500.0,317.44,1.0,1269.85,1627003.87415,1.0,2,0.0025,100,,2925.2087342
500,7.50860315804,1.80669e-15,0.274764,2.07747,1428173.4183,2699.52058341,1.73932e-18,4142.53,0.000262887,1.0,4142.53,2699.52058341,,293.48,inf,4690.37,1428173.4183,285.406,1,0.002,100,283.646,2699.52058341
500,100.0,1.0,0.01,1.0,1080818.41105,4122.68978693,0.01,4122.69,3.50449e-18,1.0,4122.69,4122.68978693,500.0,444.88,1.0,1034.41,1080818.41105,1.0,2,0.01,100,,4122.68978693
500,200.000000102,1.0,0.005,1.0,821971.788098,4166.25197705,0.005,4144.47,2.1793e-19,1.0,4144.47,4166.25197705,500.0,450.74,1.0,970.75,821971.788098,1.0,2,0.005,100,,4166.25197705
500,299.999969474,1.0,0.00333333,1.0,1009198.53452,4088.59673979,0.00333333,4125.85,5.43914e-20,1.0,4125.85,4088.59673979,500.0,442.14,1.0,980.799,1009198.53452,1.0,2,0.00333333,100,,4088.59673979
500,400.0,1.0,0.0025,1.0,909702.66687,4157.20195461,0.0025,4133.69,5.4346e-20,1.0,4133.69,4157.20195461,500.0,449.7,1.0,973.042,909702.66687,1.0,2,0.0025,100,,4157.20195461
500,1.00000408611,,0.999998,5.06095e-21,868762.180302,4120.80701544,,4672.52,0.00199999,1.0,4672.52,4120.80701544,5.78002006592e-05,446.0,8.65049e+06,0.0109265,868762.180302,2.53047e-18,1,0.002,100,1.28065e-38,4120.80701544
500,100.0,1.0,0.01,1.0,1517495.49443,3862.82378162,0.01,3862.82,3.50449e-18,1.0,3862.82,3862.82378162,500.0,414.37,1.0,1225.69,1517495.49443,1.0,2,0.01,100,,3862.82378162
500,200.000000102,1.0,0.005,1.0,1457063.70177,3966.02625189,0.005,3914.43,2.1793e-19,1.0,3914.43,3966.02625189,500.0,425.04,1.0,1214.52,1457063.70177,1.0,2,0.005,100,,3966.02625189
500,299.999969474,1.0,0.00333333,1.0,1358248.07825,4022.1224263,0.00333333,3950.32,5.43914e-20,1.0,3950.32,4022.1224263,500.0,431.16,1.0,1197.57,1358248.07825,1.0,2,0.00333333,100,,4022.1224263
500,400.0,1.0,0.0025,1.0,1191866.78208,4100.63757908,0.0025,3987.9,5.4346e-20,1.0,3987.9,4100.63757908,500.0,439.47,1.0,1172.54,1191866.78208,1.0,2,0.0025,100,,4100.63757908
500,6.57843310775,4.31677e-12,0.342312,1.21372,1409455.9647,3980.31160387,7.1133e-15,4662.64,0.000300625,1.0,4662.64,3980.31160387,,426.74,inf,61.9045,1409455.9647,207.735,1,0.002,100,110.713,3980.31160387
500,100.0,1.0,0.01,1.0,129054.342296,4621.31279938,0.01,4621.31,3.50449e-18,1.0,4621.31,4621.31279938,500.0,495.0,1.0,357.441,129054.342296,1.0,2,0.01,100,,4621.31279938
500,200.000000102,1.0,0.005,1.0,231212.986025,4581.94991194,0.005,4601.63,2.1793e-19,1.0,4601.63,4581.94991194,500.0,490.95,1.0,422.753,231212.986025,1.0,2,0.005,100,,4581.94991194
500,299.999969474,1.0,0.00333333,1.0,280829.442246,4577.37260663,0.00333333,4593.55,5.43914e-20,1.0,4593.55,4577.37260663,500.0,490.25,1.0,460.381,280829.442246,1.0,2,0.00333333,100,,4577.37260663
500,400.0,1.0,0.0025,1.0,128049.058284,4608.69853504,0.0025,4597.33,5.4346e-20,1.0,4597.33,4608.69853504,500.0,493.75,1.0,436.69,128049.058284,1.0,2,0.0025,100,,4608.69853504
500,1.00001276323,,0.999994,1.09116e-10,305179.030525,4540.58575195,,4674.15,0.00199997,1.0,4674.15,4540.58575195,0.000536965655408,486.4,931158.0,0.0111952,305179.030525,5.45578e-08,1,0.002,100,5.95311e-18,4540.58575195
500,100.0,1.0,0.01,1.0,236929.406002,4547.44853245,0.01,4547.45,3.50449e-18,1.0,4547.45,4547.44853245,500.0,487.13,1.0,484.314,236929.406002,1.0,2,0.01,100,,4547.44853245
500,200.000000102,1.0,0.005,1.0,271438.016361,4531.74280358,0.005,4539.6,2.1793e-19,1.0,4539.6,4531.74280358,500.0,485.55,1.0,501.701,271438.016361,1.0,2,0.005,100,,4531.74280358
500,299.999969474,1.0,0.00333333,1.0,320497.741623,4534.26013881,0.00333333,4537.82,5.43914e-20,1.0,4537.82,4534.26013881,500.0,485.68,1.0,523.042,320497.741623,1.0,2,0.00333333,100,,4534.26013881
500,400.0,1.0,0.0025,1.0,168012.134,4578.90284682,0.0025,4548.09,5.4346e-20,1.0,4548.09,4578.90284682,500.0,490.39,1.0,497.071,168012.134,1.0,2,0.0025,100,,4578.90284682
500,1.00000635022,,0.999997,11.0725,162717.885318,4579.04247125,,4672.9,0.00199999,1.0,4672.9,4579.04247125,0.000442724900929,490.49,1.12937e+06,0.0218372,162717.885318,5536.24,1,0.002,100,61299.8,4579.04247125
500,100.0,1.0,0.01,1.0,7.44808489673,4669.67354166,0.01,4669.67,3.50449e-18,1.0,4669.67,4669.67354166,500.0,500.0,1.0,2.71545,7.44808489673,1.0,2,0.01,100,,4669.67354166
500,200.000000102,1.0,0.005,1.0,10.0481228556,4669.43652666,0.005,4669.56,2.1793e-19,1.0,4669.56,4669.43652666,500.0,500.0,1.0,2.94529,10.0481228556,1.0,2,0.005,100,,4669.43652666
500,299.999969474,1.0,0.00333333,1.0,9.88796078605,4669.2134476,0.00333333,4669.44,5.43914e-20,1.0,4669.44,4669.2134476,500.0,500.0,1.0,3.01199,9.88796078605,1.0,2,0.00333333,100,,4669.2134476
500,400.0,1.0,0.0025,1.0,7.44291046451,4669.47459196,0.0025,4669.45,5.4346e-20,1.0,4669.45,4669.47459196,500.0,500.0,1.0,2.94047,7.44291046451,1.0,2,0.0025,100,,4669.47459196
500,17.7592132249,6.94168e-27,0.177043,1.27305,6.90303487172,4669.72507375,1.09056e-29,4671.6,0.000108835,1.0,4671.6,4669.72507375,,500.0,inf,6.17506,6.90303487172,112.692,1,0.002,100,44.0961,4669.72507375
500,100.0,1.0,0.01,1.0,4.09649291451,4670.61997066,0.01,4670.62,3.50449e-18,1.0,4670.62,4670.61997066,500.0,500.0,1.0,2.01384,4.09649291451,1.0,2,0.01,100,,4670.61997066
500,200.000000102,1.0,0.005,1.0,3.47583634155,4670.71964113,0.005,4670.67,2.1793e-19,1.0,4670.67,4670.71964113,500.0,500.0,1.0,1.93671,3.47583634155,1.0,2,0.005,100,,4670.71964113
500,299.999969474,1.0,0.00333333,1.0,5.298523197,4670.45975076,0.00333333,4670.6,5.43914e-20,1.0,4670.6,4670.45975076,500.0,500.0,1.0,2.06371,5.298523197,1.0,2,0.00333333,100,,4670.45975076
500,400.0,1.0,0.0025,1.0,5.94981532462,4670.26661135,0.0025,4670.52,5.4346e-20,1.0,4670.52,4670.26661135,500.0,500.0,1.0,2.16508,5.94981532462,1.0,2,0.0025,100,,4670.26661135
500,7.3316225275,2.54582e-23,0.34598,1.03096,5.31096945608,4670.29414599,4.93874e-26,4672.42,0.00026933,1.0,4672.42,4670.29414599,,500.0,inf,6.46573,5.31096945608,178.346,1,0.002,100,71.566,4670.29414599
500,100.0,1.0,0.01,1.0,4.74611785455,4671.00175828,0.01,4671.0,3.50449e-18,1.0,4671.0,4671.00175828,500.0,500.0,1.0,2.16766,4.74611785455,1.0,2,0.01,100,,4671.00175828
500,200.000000102,1.0,0.005,1.0,6.03609790424,4670.88397835,0.005,4670.94,2.1793e-19,1.0,4670.94,4670.88397835,500.0,500.0,1.0,2.311,6.03609790424,1.0,2,0.005,100,,4670.88397835
500,299.999969474,1.0,0.00333333,1.0,4.91150075561,4671.27618042,0.00333333,4671.05,5.43914e-20,1.0,4671.05,4671.27618042,500.0,500.0,1.0,2.28166,4.91150075561,1.0,2,0.00333333,100,,4671.27618042
500,400.0,1.0,0.0025,1.0,3.76671997042,4671.10746988,0.0025,4671.07,5.4346e-20,1.0,4671.07,4671.10746988,500.0,500.0,1.0,2.19938,3.76671997042,1.0,2,0.0025,100,,4671.10746988
500,50.5365259264,7.7907e-05,0.109009,1.1425,3.28146625408,4671.59842914,1.3638e-07,4671.9,3.56466e-05,1.0,4671.9,4671.59842914,,500.0,inf,3.22339,3.28146625408,62.2711,1,0.002,100,11.6323,4671.59842914
500,100.0,1.0,0.01,1.0,5.91539314348,4670.46208515,0.01,4670.46,3.50449e-18,1.0,4670.46,4670.46208515,500.0,500.0,1.0,2.41996,5.91539314348,1.0,2,0.01,100,,4670.46208515
500,200.000000102,1.0,0.005,1.0,5.47039032037,4670.91415774,0.005,4670.69,2.1793e-19,1.0,4670.69,4670.91415774,500.0,500.0,1.0,2.38476,5.47039032037,1.0,2,0.005,100,,4670.91415774
500,299.999969474,1.0,0.00333333,1.0,5.2791758556,4671.04801411,0.00333333,4670.81,5.43914e-20,1.0,4670.81,4671.04801411,500.0,500.0,1.0,2.35845,5.2791758556,1.0,2,0.00333333,100,,4671.04801411
500,400.0,1.0,0.0025,1.0,4.87804610778,4671.0623886,0.0025,4670.87,5.4346e-20,1.0,4670.87,4671.0623886,500.0,500.0,1.0,2.32189,4.87804610778,1.0,2,0.0025,100,,4671.0623886
500,2.1726331422,2.94226e-32,0.663527,0.147613,4.30961065986,4671.30209028,3.98644e-34,4671.9,0.000918379,1.0,4671.9,4671.30209028,,500.0,inf,3.3316,4.30961065986,48.9727,1,0.002,100,5.00279,4671.30209028
500,100.0,1.0,0.01,1.0,3.89526607166,4671.63069684,0.01,4671.63,3.50449e-18,1.0,4671.63,4671.63069684,500.0,500.0,1.0,1.96374,3.89526607166,1.0,2,0.01,100,,4671.63069684
500,200.000000102,1.0,0.005,1.0,4.78727640987,4671.4789598,0.005,4671.55,2.1793e-19,1.0,4671.55,4671.4789598,500.0,500.0,1.0,2.07451,4.78727640987,1.0,2,0.005,100,,4671.4789598
500,299.999969474,1.0,0.00333333,1.0,4.65457754199,4671.56929917,0.00333333,4671.56,5.43914e-20,1.0,4671.56,4671.56929917,500.0,500.0,1.0,2.09883,4.65457754199,1.0,2,0.00333333,100,,4671.56929917
500,400.0,1.0,0.0025,1.0,5.24893767399,4671.26236159,0.0025,4671.48,5.4346e-20,1.0,4671.48,4671.26236159,500.0,500.0,1.0,2.1493,5.24893767399,1.0,2,0.0025,100,,4671.26236159
500,2.86073194514,3.88115e-24,0.581892,2.41371,4.34837506454,4671.65949062,3.21593e-27,4673.25,0.000696515,1.0,4673.25,4671.65949062,,500.0,inf,12.3943,4.34837506454,702.258,1,0.002,100,1014.47,4671.65949062
500,100.0,1.0,0.01,1.0,3.27069750249,4672.3639094,0.01,4672.36,3.50449e-18,1.0,4672.36,4672.3639094,500.0,500.0,1.0,1.79943,3.27069750249,1.0,2,0.01,100,,4672.3639094
500,200.000000102,1.0,0.005,1.0,6.02855644134,4671.60650465,0.005,4671.99,2.1793e-19,1.0,4671.99,4671.60650465,500.0,500.0,1.0,2.17865,6.02855644134,1.0,2,0.005,100,,4671.60650465
500,299.999969474,1.0,0.00333333,1.0,4.3836146906,4672.25908204,0.00333333,4672.08,5.43914e-20,1.0,4672.08,4672.25908204,500.0,500.0,1.0,2.1512,4.3836146906,1.0,2,0.00333333,100,,4672.25908204
500,400.0,1.0,0.0025,1.0,3.76454554887,4672.1825461,0.0025,4672.1,5.4346e-20,1.0,4672.1,4672.1825461,500.0,500.0,1.0,2.09871,3.76454554887,1.0,2,0.0025,100,,4672.1825461
500,3.27857030466,8.02745e-08,0.523902,0.803909,5.79624005715,4671.70414107,1.9971e-10,4673.75,0.000607237,1.0,4673.75,4671.70414107,,500.0,inf,4.18579,5.79624005715,210.585,1,0.002,100,98.1097,4671.70414107
500,100.0,1.0,0.01,1.0,4.76031200761,4671.88506867,0.01,4671.88,3.50449e-18,1.0,4671.88,4671.88506867,500.0,500.0,1.0,2.17086,4.76031200761,1.0,2,0.01,100,,4671.88506867
500,200.000000102,1.0,0.005,1.0,5.11341482923,4671.85286252,0.005,4671.87,2.1793e-19,1.0,4671.87,4671.85286252,500.0,500.0,1.0,2.21081,5.11341482923,1.0,2,0.005,100,,4671.85286252
500,299.999969474,1.0,0.00333333,1.0,5.3424077017,4671.89443544,0.00333333,4671.88,5.43914e-20,1.0,4671.88,4671.89443544,500.0,500.0,1.0,2.24089,5.3424077017,1.0,2,0.00333333,100,,4671.89443544
500,400.0,1.0,0.0025,1.0,4.39145339302,4672.05111235,0.0025,4671.92,5.4346e-20,1.0,4671.92,4672.05111235,500.0,500.0,1.0,2.20425,4.39145339302,1.0,2,0.0025,100,,4672.05111235
500,17.9469498497,1.32106e-06,0.220017,0.765954,3.87988963494,4672.11146124,3.44944e-09,4673.3,0.000107655,1.0,4673.3,4672.11146124,,500.0,inf,7.05308,3.87988963494,84.2615,1,0.002,100,15.7899,4672.11146124
500,100.0,1.0,0.01,1.0,3.57067307304,4672.50732214,0.01,4672.51,3.50449e-18,1.0,4672.51,4672.50732214,500.0,500.0,1.0,1.88015,3.57067307304,1.0,2,0.01,100,,4672.50732214
500,200.000000102,1.0,0.005,1.0,5.68137191498,4672.32987275,0.005,4672.42,2.1793e-19,1.0,4672.42,4672.32987275,500.0,500.0,1.0,2.14186,5.68137191498,1.0,2,0.005,100,,4672.32987275
500,299.999969474,1.0,0.00333333,1.0,4.34784888102,4672.23357881,0.00333333,4672.36,5.43914e-20,1.0,4672.36,4672.23357881,500.0,500.0,1.0,2.1215,4.34784888102,1.0,2,0.00333333,100,,4672.23357881
500,400.0,1.0,0.0025,1.0,5.54859718229,4672.2847976,0.0025,4672.34,5.4346e-20,1.0,4672.34,4672.2847976,500.0,500.0,1.0,2.17941,5.54859718229,1.0,2,0.0025,100,,4672.2847976
500,68.7155567321,0.00240659,0.0809348,1.17151,4.97441660999,4672.32364482,4.10852e-06,4673.43,2.51558e-05,1.0,4673.43,4672.32364482,,500.0,inf,4.723,4.97441660999,47.408,1,0.002,100,8.63118,4672.32364482
500,100.0,1.0,0.01,1.0,5.34576493094,4672.3173883,0.01,4672.32,3.50449e-18,1.0,4672.32,4672.3173883,500.0,500.0,1.0,2.30048,5.34576493094,1.0,2,0.01,100,,4672.3173883
500,200.000000102,1.0,0.005,1.0,4.55922889143,4672.95476345,0.005,4672.64,2.1793e-19,1.0,4672.64,4672.95476345,500.0,500.0,1.0,2.23709,4.55922889143,1.0,2,0.005,100,,4672.95476345
500,299.999969474,1.0,0.00333333,1.0,3.9620555143,4673.01572554,0.00333333,4672.76,5.43914e-20,1.0,4672.76,4673.01572554,500.0,500.0,1.0,2.16238,3.9620555143,1.0,2,0.00333333,100,,4673.01572554
500,400.0,1.0,0.0025,1.0,4.95802427506,4672.74828132,0.0025,4672.76,5.4346e-20,1.0,4672.76,4672.74828132,500.0,500.0,1.0,2.17578,4.95802427506,1.0,2,0.0025,100,,4672.74828132
500,11.9827417166,0.00263514,0.221952,1.77036,3.78217751136,4673.10584421,2.97696e-06,4674.0,0.000163233,1.0,4674.0,4673.10584421,3.31630121631e-14,500.0,1.5077e+16,3.96348,3.78217751136,196.467,1,0.002,100,127.9,4673.10584421
500,100.0,1.0,0.01,1.0,5.53692718618,4672.54103159,0.01,4672.54,3.50449e-18,1.0,4672.54,4672.54103159,500.0,500.0,1.0,2.34128,5.53692718618,1.0,2,0.01,100,,4672.54103159
500,200.000000102,1.0,0.005,1.0,5.39705423646,4672.59199627,0.005,4672.57,2.1793e-19,1.0,4672.57,4672.59199627,500.0,500.0,1.0,2.32659,5.39705423646,1.0,2,0.005,100,,4672.59199627
500,299.999969474,1.0,0.00333333,1.0,5.11080666776,4672.49719236,0.00333333,4672.54,5.43914e-20,1.0,4672.54,4672.49719236,500.0,500.0,1.0,2.30138,5.11080666776,1.0,2,0.00333333,100,,4672.49719236
500,400.0,1.0,0.0025,1.0,4.04077533863,4672.86222772,0.0025,4672.62,5.4346e-20,1.0,4672.62,4672.86222772,500.0,500.0,1.0,2.23415,4.04077533863,1.0,2,0.0025,100,,4672.86222772
500,inf,,1.0,6.12634e-41,5.95275702716,4672.53122312,,4674.64,0.002,1.0,4674.64,4672.53122312,2.22943151013e-05,500.0,2.24272e+07,,5.95275702716,3.06314e-38,1,0.002,100,,4672.53122312
500,100.0,1.0,0.01,1.0,16.2710838896,4671.97228324,0.01,4671.97,3.50449e-18,1.0,4671.97,4671.97228324,500.0,500.0,1.0,4.01353,16.2710838896,1.0,2,0.01,100,,4671.97228324
500,200.000000102,1.0,0.005,1.0,16.9230723629,4671.47035371,0.005,4671.72,2.1793e-19,1.0,4671.72,4671.47035371,500.0,500.0,1.0,4.06129,16.9230723629,1.0,2,0.005,100,,4671.47035371
