AvgNormIw,J,VanillaAvgRet,AvgVanillaIw,VarRet,EpsThisIter,BatchSize,VarDiscRet,eRenyi2,MinNormIw,Delta,AvgDiscRet,AvgRet,Bound,ESSClassic,VarNormIw,MaxNormIw,ESSRenyi,MinVanillaIw,VarJ,VarVanillaIw,AvgEpLen,IterType,MaxVanillaIw
0.005,2502.91,2437.48988159,1.0,358811.104495,100,500,358811.104495,1.0,0.005,1.0,2437.48988159,2437.48988159,2502.91,200.000000102,2.1793e-19,0.005,500.0,1.0,663.504,,265.09,2,1.0
0.00333333,2471.35,2408.23221484,1.0,312627.053937,100,500,312627.053937,1.0,0.00333333,1.0,2408.23221484,2408.23221484,2471.35,299.999969474,5.43914e-20,0.00333333,500.0,1.0,631.388,,261.87,2,1.0
0.0025,2487.13,2534.45361704,1.0,416891.8057,100,500,416891.8057,1.0,0.0025,1.0,2534.45361704,2534.45361704,2487.13,400.0,5.4346e-20,0.0025,500.0,1.0,634.756,,275.39,2,1.0
0.002,2473.13,2417.12577418,1.0,310470.58151,100,500,310470.58151,1.0,0.002,1.0,2417.12577418,2417.12577418,2473.13,500.000006643,5.43187e-20,0.002,500.0,1.0,620.153,,262.89,1,1.0
0.01,2453.2,2453.20353396,1.0,306009.665267,100,500,306009.665267,1.0,0.01,1.0,2453.20353396,2453.20353396,2453.2,100.0,3.50449e-18,0.01,500.0,1.0,550.409,,266.69,2,1.0
0.005,2516.24,2579.27076563,1.0,307490.29869,100,500,307490.29869,1.0,0.005,1.0,2579.27076563,2579.27076563,2516.24,200.000000102,2.1793e-19,0.005,500.0,1.0,554.667,,280.51,2,1.0
0.00333333,2505.32,2483.49710227,1.0,336269.127556,100,500,336269.127556,1.0,0.00333333,1.0,2483.49710227,2483.49710227,2505.32,299.999969474,5.43914e-20,0.00333333,500.0,1.0,562.415,,270.09,2,1.0
0.0025,2489.45,2441.8240589,1.0,306155.190679,100,500,306155.190679,1.0,0.0025,1.0,2441.8240589,2441.8240589,2489.45,400.0,5.4346e-20,0.0025,500.0,1.0,560.145,,265.13,2,1.0
0.002,2496.6,2525.18048485,1.0,448501.481378,100,500,448501.481378,1.0,0.002,1.0,2525.18048485,2525.18048485,2496.6,500.000006643,5.43187e-20,0.002,500.0,1.0,583.11,,274.22,1,1.0
0.01,2543.14,2543.14493207,1.0,378815.058988,100,500,378815.058988,1.0,0.01,1.0,2543.14493207,2543.14493207,2543.14,100.0,3.50449e-18,0.01,500.0,1.0,612.394,,276.26,2,1.0
0.005,2523.9,2504.65907025,1.0,387281.178317,100,500,387281.178317,1.0,0.005,1.0,2504.65907025,2504.65907025,2523.9,200.000000102,2.1793e-19,0.005,500.0,1.0,616.107,,272.28,2,1.0
0.00333333,2546.13,2590.57336156,1.0,334568.105379,100,500,334568.105379,1.0,0.00333333,1.0,2590.57336156,2590.57336156,2546.13,299.999969474,5.43914e-20,0.00333333,500.0,1.0,603.7,,281.4,2,1.0
0.0025,2531.96,2489.46205406,1.0,454760.660856,100,500,454760.660856,1.0,0.0025,1.0,2489.46205406,2489.46205406,2531.96,400.0,5.4346e-20,0.0025,500.0,1.0,621.688,,270.5,2,1.0
0.002,2507.72,2410.77632092,1.0,341760.132816,100,500,341760.132816,1.0,0.002,1.0,2410.77632092,2410.77632092,2507.72,500.000006643,5.43187e-20,0.002,500.0,1.0,615.804,,261.97,1,1.0
0.01,2444.71,2444.71215889,1.0,398428.463688,100,500,398428.463688,1.0,0.01,1.0,2444.71215889,2444.71215889,2444.71,100.0,3.50449e-18,0.01,500.0,1.0,628.048,,265.72,2,1.0
0.005,2456.11,2467.50437542,1.0,376820.263813,100,500,376820.263813,1.0,0.005,1.0,2467.50437542,2467.50437542,2456.11,200.000000102,2.1793e-19,0.005,500.0,1.0,619.579,,268.16,2,1.0
0.00333333,2460.85,2470.33084534,1.0,441868.835372,100,500,441868.835372,1.0,0.00333333,1.0,2470.33084534,2470.33084534,2460.85,299.999969474,5.43914e-20,0.00333333,500.0,1.0,633.861,,268.71,2,1.0
0.0025,2458.41,2451.0909943,1.0,439316.034399,100,500,439316.034399,1.0,0.0025,1.0,2451.0909943,2451.0909943,2458.41,400.0,5.4346e-20,0.0025,500.0,1.0,640.378,,266.71,2,1.0
0.002,2464.09,2486.80554864,1.0,417919.625152,100,500,417919.625152,1.0,0.002,1.0,2486.80554864,2486.80554864,2464.09,500.000006643,5.43187e-20,0.002,500.0,1.0,641.049,,270.18,1,1.0
0.01,2516.77,2516.77273412,1.0,474879.654864,100,500,474879.654864,1.0,0.01,1.0,2516.77273412,2516.77273412,2516.77,100.0,3.50449e-18,0.01,500.0,1.0,685.661,,273.46,2,1.0
0.005,2498.56,2480.35361065,1.0,364578.085853,100,500,364578.085853,1.0,0.005,1.0,2480.35361065,2480.35361065,2498.56,200.000000102,2.1793e-19,0.005,500.0,1.0,644.875,,269.52,2,1.0
0.00333333,2499.17,2500.37266014,1.0,415863.001311,100,500,415863.001311,1.0,0.00333333,1.0,2500.37266014,2500.37266014,2499.17,299.999969474,5.43914e-20,0.00333333,500.0,1.0,643.799,,271.78,2,1.0
0.0025,2506.99,2530.44697867,1.0,494297.380005,100,500,494297.380005,1.0,0.0025,1.0,2530.44697867,2530.44697867,2506.99,400.0,5.4346e-20,0.0025,500.0,1.0,658.316,,274.85,2,1.0
0.002,2519.06,2567.37385491,1.0,493229.242858,100,500,493229.242858,1.0,0.002,1.0,2567.37385491,2567.37385491,2519.06,500.000006643,5.43187e-20,0.002,500.0,1.0,667.044,,278.8,1,1.0
0.01,2487.93,2487.93081086,1.0,412702.908475,100,500,412702.908475,1.0,0.01,1.0,2487.93081086,2487.93081086,2487.93,100.0,3.50449e-18,0.01,500.0,1.0,639.199,,270.16,2,1.0
0.005,2490.82,2493.70505385,1.0,389707.480635,100,500,389707.480635,1.0,0.005,1.0,2493.70505385,2493.70505385,2490.82,200.000000102,2.1793e-19,0.005,500.0,1.0,630.239,,270.97,2,1.0
0.00333333,2471.89,2434.02967753,1.0,342610.299206,100,500,342610.299206,1.0,0.00333333,1.0,2434.02967753,2434.02967753,2471.89,299.999969474,5.43914e-20,0.00333333,500.0,1.0,615.288,,264.58,2,1.0
0.0025,2474.09,2480.7131009,1.0,338658.722547,100,500,338658.722547,1.0,0.0025,1.0,2480.7131009,2480.7131009,2474.09,400.0,5.4346e-20,0.0025,500.0,1.0,606.438,,269.64,2,1.0
0.002,2494.55,2576.38172293,1.0,429812.471147,100,500,429812.471147,1.0,0.002,1.0,2576.38172293,2576.38172293,2494.55,500.000006643,5.43187e-20,0.002,500.0,1.0,617.244,,279.81,1,1.0
0.01,2354.33,2354.33003237,1.0,351947.743326,100,500,351947.743326,1.0,0.01,1.0,2354.33003237,2354.33003237,2354.33,100.0,3.50449e-18,0.01,500.0,1.0,590.278,,255.95,2,1.0
0.005,2384.72,2415.10782414,1.0,410505.966196,100,500,410505.966196,1.0,0.005,1.0,2415.10782414,2415.10782414,2384.72,200.000000102,2.1793e-19,0.005,500.0,1.0,615.092,,262.65,2,1.0
0.00333333,2405.12,2445.92462446,1.0,404909.269285,100,500,404909.269285,1.0,0.00333333,1.0,2445.92462446,2445.92462446,2405.12,299.999969474,5.43914e-20,0.00333333,500.0,1.0,621.834,,265.8,2,1.0
0.0025,2429.74,2503.6026584,1.0,452090.338983,100,500,452090.338983,1.0,0.0025,1.0,2503.6026584,2503.6026584,2429.74,400.0,5.4346e-20,0.0025,500.0,1.0,635.389,,272.17,2,1.0
0.002,2436.6,2464.01904195,1.0,260495.34425,100,500,260495.34425,1.0,0.002,1.0,2464.01904195,2464.01904195,2436.6,500.000006643,5.43187e-20,0.002,500.0,1.0,612.161,,267.94,1,1.0
0.01,2567.69,2567.6900263,1.0,438064.703445,100,500,438064.703445,1.0,0.01,1.0,2567.6900263,2567.6900263,2567.69,100.0,3.50449e-18,0.01,500.0,1.0,658.547,,279.21,2,1.0
0.005,2505.03,2442.36295331,1.0,343254.798696,100,500,343254.798696,1.0,0.005,1.0,2442.36295331,2442.36295331,2505.03,200.000000102,2.1793e-19,0.005,500.0,1.0,625.044,,265.42,2,1.0
0.00333333,2505.74,2507.16009102,1.0,424749.284757,100,500,424749.284757,1.0,0.00333333,1.0,2507.16009102,2507.16009102,2505.74,299.999969474,5.43914e-20,0.00333333,500.0,1.0,632.947,,272.23,2,1.0
0.0025,2515.05,2542.99979462,1.0,490249.639969,100,500,490249.639969,1.0,0.0025,1.0,2542.99979462,2542.99979462,2515.05,400.0,5.4346e-20,0.0025,500.0,1.0,649.664,,276.31,2,1.0
0.002,2514.09,2510.21850636,1.0,485572.694105,100,500,485572.694105,1.0,0.002,1.0,2510.21850636,2510.21850636,2514.09,500.000006643,5.43187e-20,0.002,500.0,1.0,658.633,,272.57,1,1.0
0.01,2598.67,2598.66739289,1.0,447357.965086,100,500,447357.965086,1.0,0.01,1.0,2598.66739289,2598.66739289,2598.67,100.0,3.50449e-18,0.01,500.0,1.0,665.496,,282.0,2,1.0
0.005,2551.95,2505.23354744,1.0,399075.535683,100,500,399075.535683,1.0,0.005,1.0,2505.23354744,2505.23354744,2551.95,200.000000102,2.1793e-19,0.005,500.0,1.0,648.974,,272.23,2,1.0
0.00333333,2531.5,2490.61198159,1.0,475931.872344,100,500,475931.872344,1.0,0.00333333,1.0,2490.61198159,2490.61198159,2531.5,299.999969474,5.43914e-20,0.00333333,500.0,1.0,662.323,,270.55,2,1.0
0.0025,2494.42,2383.16496914,1.0,341927.851767,100,500,341927.851767,1.0,0.0025,1.0,2383.16496914,2383.16496914,2494.42,400.0,5.4346e-20,0.0025,500.0,1.0,646.341,,259.13,2,1.0
0.002,2504.1,2542.8441372,1.0,469224.690377,100,500,469224.690377,1.0,0.002,1.0,2542.8441372,2542.8441372,2504.1,500.000006643,5.43187e-20,0.002,500.0,1.0,653.825,,276.13,1,1.0
0.01,2527.92,2527.91598109,1.0,310562.41351,100,500,310562.41351,1.0,0.01,1.0,2527.91598109,2527.91598109,2527.92,100.0,3.50449e-18,0.01,500.0,1.0,554.488,,274.72,2,1.0
0.005,2498.68,2469.44544968,1.0,409017.483139,100,500,409017.483139,1.0,0.005,1.0,2469.44544968,2469.44544968,2498.68,200.000000102,2.1793e-19,0.005,500.0,1.0,597.534,,268.15,2,1.0
0.00333333,2510.19,2533.21576356,1.0,372984.214261,100,500,372984.214261,1.0,0.00333333,1.0,2533.21576356,2533.21576356,2510.19,299.999969474,5.43914e-20,0.00333333,500.0,1.0,601.15,,275.35,2,1.0
0.0025,2499.25,2466.44023255,1.0,374637.012228,100,500,374637.012228,1.0,0.0025,1.0,2466.44023255,2466.44023255,2499.25,400.0,5.4346e-20,0.0025,500.0,1.0,603.421,,268.13,2,1.0
0.002,2515.55,2580.75759876,1.0,420928.362047,100,500,420928.362047,1.0,0.002,1.0,2580.75759876,2580.75759876,2515.55,500.000006643,5.43187e-20,0.002,500.0,1.0,612.944,,280.39,1,1.0
0.01,2474.82,2474.82399186,1.0,531315.424061,100,500,531315.424061,1.0,0.01,1.0,2474.82399186,2474.82399186,2474.82,100.0,3.50449e-18,0.01,500.0,1.0,725.26,,268.59,2,1.0
0.005,2463.05,2451.28562977,1.0,330832.552848,100,500,330832.552848,1.0,0.005,1.0,2451.28562977,2451.28562977,2463.05,200.000000102,2.1793e-19,0.005,500.0,1.0,653.377,,266.52,2,1.0
0.00333333,2470.39,2485.06569183,1.0,460298.679823,100,500,460298.679823,1.0,0.00333333,1.0,2485.06569183,2485.06569183,2470.39,299.999969474,5.43914e-20,0.00333333,500.0,1.0,660.763,,269.9,2,1.0
0.0025,2469.35,2466.20932052,1.0,477430.686324,100,500,477430.686324,1.0,0.0025,1.0,2466.20932052,2466.20932052,2469.35,400.0,5.4346e-20,0.0025,500.0,1.0,667.55,,268.14,2,1.0
0.002,2475.37,2499.45875534,1.0,334771.27818,100,500,334771.27818,1.0,0.002,1.0,2499.45875534,2499.45875534,2475.37,500.000006643,5.43187e-20,0.002,500.0,1.0,650.329,,271.47,1,1.0
0.01,2429.66,2429.65839361,1.0,398291.368542,100,500,398291.368542,1.0,0.01,1.0,2429.65839361,2429.65839361,2429.66,100.0,3.50449e-18,0.01,500.0,1.0,627.94,,263.96,2,1.0
0.005,2450.61,2471.55345512,1.0,374459.259685,100,500,374459.259685,1.0,0.005,1.0,2471.55345512,2471.55345512,2450.61,200.000000102,2.1793e-19,0.005,500.0,1.0,618.83,,268.68,2,1.0
0.00333333,2457.59,2471.57305441,1.0,323606.99264,100,500,323606.99264,1.0,0.00333333,1.0,2471.57305441,2471.57305441,2457.59,299.999969474,5.43914e-20,0.00333333,500.0,1.0,601.821,,268.74,2,1.0
0.0025,2486.67,2573.88327071,1.0,430488.389104,100,500,430488.389104,1.0,0.0025,1.0,2573.88327071,2573.88327071,2486.67,400.0,5.4346e-20,0.0025,500.0,1.0,617.027,,279.74,2,1.0
0.002,2486.43,2485.4678461,1.0,334678.682576,100,500,334678.682576,1.0,0.002,1.0,2485.4678461,2485.4678461,2486.43,500.000006643,5.43187e-20,0.002,500.0,1.0,608.97,,270.22,1,1.0
0.01,2519.72,2519.71864723,1.0,360142.939835,100,500,360142.939835,1.0,0.01,1.0,2519.71864723,2519.71864723,2519.72,100.0,3.50449e-18,0.01,500.0,1.0,597.111,,273.65,2,1.0
0.005,2536.17,2552.62933088,1.0,405709.603243,100,500,405709.603243,1.0,0.005,1.0,2552.62933088,2552.62933088,2536.17,200.000000102,2.1793e-19,0.005,500.0,1.0,615.928,,277.47,2,1.0
0.00333333,2502.1,2433.96055518,1.0,385543.202093,100,500,385543.202093,1.0,0.00333333,1.0,2433.96055518,2433.96055518,2502.1,299.999969474,5.43914e-20,0.00333333,500.0,1.0,618.436,,264.4,2,1.0
0.0025,2483.51,2427.74134951,1.0,376203.828896,100,500,376203.828896,1.0,0.0025,1.0,2427.74134951,2427.74134951,2483.51,400.0,5.4346e-20,0.0025,500.0,1.0,617.247,,263.9,2,1.0
0.002,2476.7,2449.47186316,1.0,354766.203704,100,500,354766.203704,1.0,0.002,1.0,2449.47186316,2449.47186316,2476.7,500.000006643,5.43187e-20,0.002,500.0,1.0,612.556,,266.18,1,1.0
0.01,2467.35,2467.3492178,1.0,414422.41087,100,500,414422.41087,1.0,0.01,1.0,2467.3492178,2467.3492178,2467.35,100.0,3.50449e-18,0.01,500.0,1.0,640.53,,268.07,2,1.0
0.005,2470.63,2473.91210439,1.0,373516.461979,100,500,373516.461979,1.0,0.005,1.0,2473.91210439,2473.91210439,2470.63,200.000000102,2.1793e-19,0.005,500.0,1.0,624.532,,268.89,2,1.0
0.00333333,2476.95,2489.58823344,1.0,418689.450874,100,500,418689.450874,1.0,0.00333333,1.0,2489.58823344,2489.58823344,2476.95,299.999969474,5.43914e-20,0.00333333,500.0,1.0,631.09,,270.64,2,1.0
0.0025,2479.92,2488.8354113,1.0,445591.299763,100,500,445591.299763,1.0,0.0025,1.0,2488.8354113,2488.8354113,2479.92,400.0,5.4346e-20,0.0025,500.0,1.0,639.544,,270.37,2,1.0
0.002,2461.05,2385.58981164,1.0,381241.53813,100,500,381241.53813,1.0,0.002,1.0,2385.58981164,2385.58981164,2461.05,500.000006643,5.43187e-20,0.002,500.0,1.0,635.706,,259.24,1,1.0
0.01,2495.0,2495.00060389,1.0,328807.697209,100,500,328807.697209,1.0,0.01,1.0,2495.00060389,2495.00060389,2495.0,100.0,3.50449e-18,0.01,500.0,1.0,570.543,,271.3,2,1.0
