AvgNormIw,VanillaAvgRet,VarJ,AvgRet,ESSRenyi,IterType,AvgEpLen,MinNormIw,J,EpsThisIter,VarRet,Delta,MaxNormIw,eRenyi2,VarDiscRet,AvgDiscRet,MinVanillaIw,VarVanillaIw,MaxVanillaIw,Bound,ESSClassic,BatchSize,VarNormIw,AvgVanillaIw
0.01,-340.379872066,35.8454,-340.379872066,98.3463465538,1,500.0,0.00421058,-338.909,100,1343.78883797,0.2,0.0131769,1.01681,1343.78883797,-340.379872066,0.410371,0.016733,1.28424,-431.47,98.2859094041,100,1.76158e-06,0.97462
0.01,-342.43537392,35.1214,-342.43537392,97.9775090872,1,500.0,0.00500475,-340.491,100,1187.99242718,0.2,0.0134062,1.02064,1187.99242718,-342.43537392,0.499688,0.0286625,1.33851,-440.723,97.2322422217,100,2.87528e-06,0.998427
0.01,-338.913482713,34.3216,-338.913482713,98.8210192199,1,500.0,0.00598691,-337.823,100,1161.14468587,0.2,0.0131519,1.01193,1161.14468587,-338.913482713,0.606652,0.0109314,1.33268,-432.044,98.9569974778,100,1.06464e-06,1.0133
0.01,-343.386822381,29.4385,-343.386822381,98.4230572975,1,500.0,0.00684759,-342.026,100,879.665342994,0.2,0.0128753,1.01602,879.665342994,-343.386822381,0.691615,0.0128008,1.30042,-433.036,98.7729688527,100,1.25483e-06,1.01001
0.01,-335.528090531,26.6465,-335.528090531,99.1185492686,1,500.0,0.00661968,-334.802,100,720.003476665,0.2,0.0119839,1.00889,720.003476665,-335.528090531,0.651231,0.00956526,1.17896,-418.31,99.0310241002,100,9.88328e-07,0.98378
0.01,-341.591607979,28.6516,-341.591607979,97.6255936481,1,500.0,0.0043013,-339.493,100,867.925675537,0.2,0.014407,1.02432,867.925675537,-341.591607979,0.42224,0.0327745,1.41427,-423.083,96.7425919115,100,3.40108e-06,0.981657
0.01,-338.964624722,29.187,-338.964624722,99.1073892743,1,500.0,0.00676654,-338.212,100,863.68654686,0.2,0.0125977,1.00901,863.68654686,-338.964624722,0.67134,0.0112521,1.24988,-420.291,98.8810077793,100,1.14309e-06,0.992147
0.01,-339.354981985,28.4362,-339.354981985,97.8838869455,1,500.0,0.00483763,-337.4,100,894.217159189,0.2,0.013607,1.02162,894.217159189,-339.354981985,0.493128,0.0242415,1.38704,-427.41,97.7425144787,100,2.33294e-06,1.01936
0.01,-334.474261151,6.3766e-12,-334.474261151,99.9999523163,1,500.0,,-282.425,100,735.081623247,0.2,1.0,1.0,735.081623247,-334.474261151,,0.00628933,0.793053,-364.004,1.0,100,0.01,0.00793053
nan,-334.474261151,nan,-334.474261151,nan,,500.0,nan,nan,100,735.081623247,0.2,nan,nan,12366.6171894,-466.728131006,1.26095,nan,inf,nan,nan,200,nan,inf
0.005,-339.795763746,26.9481,-339.795763746,198.069061071,1,500.0,0.00407397,-336.578,100,732.949867493,0.2,0.00951133,1.00975,732.949867493,-339.795763746,0.814923,0.0157216,1.90257,-396.699,196.920543667,200,3.92913e-07,1.00016
0.01,-336.84115254,30.1376,-336.84115254,200.0,2,500.0,0.01,-336.841,100,917.452142603,0.2,0.01,1.0,917.452142603,-336.84115254,1.0,,1.0,-420.143,100.0,200,3.50449e-18,1.0
0.005,-334.376224908,30.2189,-334.376224908,195.825562138,1,500.0,0.00324856,-334.372,100,818.872091323,0.2,0.00833733,1.02132,818.872091323,-334.376224908,0.653345,0.0301344,1.67679,-393.9,194.240554903,200,7.45004e-07,1.00559
0.01,-339.141131593,26.1558,-339.141131593,200.0,2,500.0,0.01,-339.141,100,691.035317038,0.2,0.01,1.0,691.035317038,-339.141131593,1.0,,1.0,-424.011,100.0,200,3.50449e-18,1.0
0.005,-331.783083091,29.0058,-331.783083091,197.600463767,1,500.0,0.00234381,-334.639,100,991.324409914,0.2,0.006344,1.01214,991.324409914,-331.783083091,0.47114,0.0140795,1.27524,-403.075,197.264419865,200,3.48443e-07,1.00507
0.01,-336.686601557,38.3292,-336.686601557,200.0,2,500.0,0.01,-336.687,100,1483.96898068,0.2,0.01,1.0,1483.96898068,-336.686601557,1.0,,1.0,-431.988,100.0,200,3.50449e-18,1.0
0.005,-340.180919695,34.8193,-340.180919695,195.567071345,1,500.0,0.00229535,-336.972,100,1033.25592745,0.2,0.00813695,1.02267,1033.25592745,-340.180919695,0.457643,0.0276266,1.62233,-405.12,194.616913302,200,6.94979e-07,0.996892
0.01,-336.615293301,25.8621,-336.615293301,200.0,2,500.0,0.01,-336.615,100,675.606731535,0.2,0.01,1.0,675.606731535,-336.615293301,1.0,,1.0,-415.18,100.0,200,3.50449e-18,1.0
0.005,-337.339446628,30.1874,-337.339446628,195.354859624,1,500.0,0.00121436,-335.278,100,1196.13311172,0.2,0.00639423,1.02378,1196.13311172,-337.339446628,0.24042,0.0305253,1.26593,-401.569,193.987281999,200,7.78782e-07,0.989902
0.01,-339.910079378,29.0348,-339.910079378,200.0,2,500.0,0.01,-339.91,100,851.537121782,0.2,0.01,1.0,851.537121782,-339.910079378,1.0,,1.0,-423.546,100.0,200,3.50449e-18,1.0
0.005,-336.812811556,29.9621,-336.812811556,195.828190726,1,500.0,0.00235244,-337.111,100,983.596075872,0.2,0.00772296,1.0213,983.596075872,-336.812811556,0.471654,0.0228037,1.54842,-397.028,195.584144838,200,5.67278e-07,1.00248
0.01,-336.812047504,28.4766,-336.812047504,200.0,2,500.0,0.01,-336.812,100,819.106987453,0.2,0.01,1.0,819.106987453,-336.812047504,1.0,,1.0,-419.208,100.0,200,3.50449e-18,1.0
0.005,-338.458212401,27.9374,-338.458212401,198.382523927,1,500.0,0.00309135,-337.142,100,773.476140453,0.2,0.00693802,1.00815,773.476140453,-338.458212401,0.616648,0.00819855,1.38397,-396.78,198.373223639,200,2.06043e-07,0.997378
0.01,-334.050710904,28.6481,-334.050710904,200.0,2,500.0,0.01,-334.051,100,829.005670571,0.2,0.01,1.0,829.005670571,-334.050710904,1.0,,1.0,-417.904,100.0,200,3.50449e-18,1.0
0.005,-336.091699171,31.1057,-336.091699171,199.072462654,1,500.0,0.00408243,-334.779,100,1085.48535924,0.2,0.00610445,1.00466,1085.48535924,-336.091699171,0.813308,0.004357,1.21614,-396.105,199.12996078,200,1.09778e-07,0.996106
0.01,-339.025184191,30.7445,-339.025184191,200.0,2,500.0,0.01,-339.025,100,954.773587118,0.2,0.01,1.0,954.773587118,-339.025184191,1.0,,1.0,-424.869,100.0,200,3.50449e-18,1.0
0.005,-335.823961897,31.1591,-335.823961897,196.655066625,1,500.0,0.00288966,-336.36,100,985.779153,0.2,0.00608814,1.01701,985.779153,-335.823961897,0.576196,0.0153437,1.21397,-399.671,196.974605663,200,3.85909e-07,0.996994
0.01,-334.386770876,25.0773,-334.386770876,200.0,2,500.0,0.01,-334.387,100,635.223572348,0.2,0.01,1.0,635.223572348,-334.386770876,1.0,,1.0,-414.222,100.0,200,3.50449e-18,1.0
0.005,-341.086030518,27.95,-341.086030518,197.51329757,1,500.0,0.00311304,-336.965,100,991.059755129,0.2,0.00711572,1.01259,991.059755129,-341.086030518,0.623244,0.0120303,1.4246,-398.294,197.63907664,200,3.00145e-07,1.00102
0.01,-337.106258222,30.3757,-337.106258222,200.0,2,500.0,0.01,-337.106,100,932.001329186,0.2,0.01,1.0,932.001329186,-337.106258222,1.0,,1.0,-418.049,100.0,200,3.50449e-18,1.0
0.005,-338.123868828,31.2272,-338.123868828,198.017840615,1,500.0,0.00374201,-337.019,100,1058.99725143,0.2,0.00698761,1.01001,1058.99725143,-338.123868828,0.746736,0.0107828,1.39441,-397.244,197.867606408,200,2.70775e-07,0.997774
0.01,-338.261485358,31.2725,-338.261485358,200.0,2,500.0,0.01,-338.262,100,987.847465231,0.2,0.01,1.0,987.847465231,-338.261485358,1.0,,1.0,-425.264,100.0,200,3.50449e-18,1.0
0.005,-334.477380078,31.1113,-334.477380078,196.187117325,1,500.0,0.00230615,-335.142,100,994.108529581,0.2,0.00661773,1.01943,994.108529581,-334.477380078,0.456345,0.0245487,1.30953,-402.274,195.131136472,200,6.26925e-07,0.989411
0.01,-333.6266635,30.7018,-333.6266635,200.0,2,500.0,0.01,-333.627,100,952.121435199,0.2,0.01,1.0,952.121435199,-333.6266635,1.0,,1.0,-419.15,100.0,200,3.50449e-18,1.0
0.005,-334.938143892,30.0619,-334.938143892,196.814039698,1,500.0,0.00313479,-333.345,100,914.655457241,0.2,0.00892682,1.01619,914.655457241,-334.938143892,0.62441,0.0185893,1.77811,-394.306,196.338672702,200,4.68532e-07,0.995937
0.01,-332.823095194,27.2368,-332.823095194,200.0,2,500.0,0.01,-332.823,100,749.337050876,0.2,0.01,1.0,749.337050876,-332.823095194,1.0,,1.0,-412.408,100.0,200,3.50449e-18,1.0
0.005,-332.688726411,31.8193,-332.688726411,197.4013065,1,500.0,0.00246189,-331.943,100,1158.66364875,0.2,0.00653792,1.01316,1158.66364875,-332.688726411,0.488183,0.0144233,1.29645,-392.444,197.122337565,200,3.66805e-07,0.991482
0.01,-343.372861602,31.349,-343.372861602,200.0,2,500.0,0.01,-343.373,100,992.689482256,0.2,0.01,1.0,992.689482256,-343.372861602,1.0,,1.0,-432.579,100.0,200,3.50449e-18,1.0
0.005,-339.757287586,33.3857,-339.757287586,195.994621053,1,500.0,0.003746,-340.318,100,1208.54866793,0.2,0.00919151,1.02044,1208.54866793,-339.757287586,0.757023,0.0258205,1.8575,-404.038,195.090918193,200,6.3224e-07,1.01044
0.01,-334.681852242,32.1114,-334.681852242,200.0,2,500.0,0.01,-334.682,100,1041.55863209,0.2,0.01,1.0,1041.55863209,-334.681852242,1.0,,1.0,-421.253,100.0,200,3.50449e-18,1.0
0.005,-337.478236235,31.9236,-337.478236235,197.079034289,1,500.0,0.00312562,-335.064,100,1072.91587403,0.2,0.00651928,1.01482,1072.91587403,-337.478236235,0.6303,0.0153138,1.31465,-401.922,197.046696575,200,3.76581e-07,1.00828
0.01,-329.893264927,29.7796,-329.893264927,200.0,2,500.0,0.01,-329.893,100,895.782911633,0.2,0.01,1.0,895.782911633,-329.893264927,1.0,,1.0,-412.971,100.0,200,3.50449e-18,1.0
0.005,-339.627279069,31.6966,-339.627279069,196.485189082,1,500.0,0.0029292,-333.612,100,1148.57863384,0.2,0.00630337,1.01789,1148.57863384,-339.627279069,0.579694,0.0216312,1.24745,-397.151,195.698279782,200,5.52306e-07,0.98951
0.01,-337.986701201,28.3062,-337.986701201,200.0,2,500.0,0.01,-337.987,100,809.335543814,0.2,0.01,1.0,809.335543814,-337.986701201,1.0,,1.0,-419.882,100.0,200,3.50449e-18,1.0
0.005,-330.078255197,29.6241,-330.078255197,197.823066365,1,500.0,0.00332319,-333.35,100,879.981732071,0.2,0.00642777,1.011,879.981732071,-330.078255197,0.66411,0.0104995,1.28453,-395.64,197.928995127,200,2.62905e-07,0.999206
0.01,-331.424824817,27.2844,-331.424824817,200.0,2,500.0,0.01,-331.425,100,751.95536386,0.2,0.01,1.0,751.95536386,-331.424824817,1.0,,1.0,-410.714,100.0,200,3.50449e-18,1.0
0.005,-336.49797617,29.8857,-336.49797617,197.423490116,1,500.0,0.00338833,-333.181,100,930.926598151,0.2,0.00652539,1.01305,930.926598151,-336.49797617,0.67466,0.0132283,1.29929,-394.12,197.378914147,200,3.3366e-07,0.995565
0.01,-331.503934383,27.9132,-331.503934383,200.0,2,500.0,0.01,-331.504,100,787.015514762,0.2,0.01,1.0,787.015514762,-331.503934383,1.0,,1.0,-410.13,100.0,200,3.50449e-18,1.0
0.005,-340.69844301,32.4679,-340.69844301,195.016648909,1,500.0,0.00227185,-334.405,100,1314.2660661,0.2,0.00728537,1.02555,1314.2660661,-340.69844301,0.452368,0.0262162,1.45065,-399.508,194.871668521,200,6.61221e-07,0.995592
0.01,-334.418865805,31.1037,-334.418865805,200.0,2,500.0,0.01,-334.419,100,977.21527712,0.2,0.01,1.0,977.21527712,-334.418865805,1.0,,1.0,-418.947,100.0,200,3.50449e-18,1.0
0.005,-338.913504668,34.0519,-338.913504668,196.849070907,1,500.0,0.00357014,-335.739,100,1260.65826009,0.2,0.00734328,1.01601,1260.65826009,-338.913504668,0.708398,0.0146898,1.45707,-397.912,197.073392074,200,3.73106e-07,0.992115
0.01,-339.046237271,35.285,-339.046237271,200.0,2,500.0,0.01,-339.046,100,1257.61081157,0.2,0.01,1.0,1257.61081157,-339.046237271,1.0,,1.0,-430.535,100.0,200,3.50449e-18,1.0
0.005,-334.721657071,32.5764,-334.721657071,195.417366262,1,500.0,0.0028226,-335.491,100,927.079634848,0.2,0.00928944,1.02345,927.079634848,-334.721657071,0.572264,0.0290388,1.88337,-400.937,194.530369336,200,7.06456e-07,1.01372
0.01,-334.463803306,28.3462,-334.463803306,200.0,2,500.0,0.01,-334.464,100,811.626200504,0.2,0.01,1.0,811.626200504,-334.463803306,1.0,,1.0,-419.266,100.0,200,3.50449e-18,1.0
0.005,-340.550503979,31.4841,-340.550503979,196.11714789,1,500.0,0.00203797,-336.24,100,1166.38785095,0.2,0.00671242,1.0198,1166.38785095,-340.550503979,0.407718,0.024882,1.34289,-401.788,195.170850723,200,6.21674e-07,1.0003
0.01,-338.212432693,32.4432,-338.212432693,200.0,2,500.0,0.01,-338.212,100,1063.19449531,0.2,0.01,1.0,1063.19449531,-338.212432693,1.0,,1.0,-432.594,100.0,200,3.50449e-18,1.0
0.005,-338.129704258,33.1081,-338.129704258,196.095027664,1,500.0,0.00245617,-336.885,100,1157.53260153,0.2,0.00876865,1.01991,1157.53260153,-338.129704258,0.494628,0.0268841,1.76584,-404.285,194.858835346,200,6.62911e-07,1.00691
0.01,-336.481665182,30.2697,-336.481665182,200.0,2,500.0,0.01,-336.482,100,925.510861678,0.2,0.01,1.0,925.510861678,-336.481665182,1.0,,1.0,-425.414,100.0,200,3.50449e-18,1.0
0.005,-334.303212679,30.5811,-334.303212679,197.298676386,1,500.0,0.00346942,-334.578,100,973.00577618,0.2,0.00709231,1.01369,973.00577618,-334.303212679,0.697643,0.0121337,1.42615,-397.891,197.639520359,200,3.00081e-07,1.00542
0.01,-334.242942669,32.3209,-334.242942669,200.0,2,500.0,0.01,-334.243,100,1055.19489486,0.2,0.01,1.0,1055.19489486,-334.242942669,1.0,,1.0,-427.237,100.0,200,3.50449e-18,1.0
0.005,-335.619672729,30.4459,-335.619672729,197.007687041,1,500.0,0.00246602,-333.91,100,849.224829222,0.2,0.00782951,1.01519,849.224829222,-335.619672729,0.492975,0.0199447,1.56518,-400.165,196.104701995,200,4.99079e-07,0.999538
0.01,-331.956876904,26.5596,-331.956876904,200.0,2,500.0,0.01,-331.957,100,712.53654279,0.2,0.01,1.0,712.53654279,-331.956876904,1.0,,1.0,-413.378,100.0,200,3.50449e-18,1.0
0.005,-331.46292569,28.9325,-331.46292569,197.838789111,1,500.0,0.00339569,-331.06,100,958.60155925,0.2,0.00712111,1.01092,958.60155925,-331.46292569,0.687635,0.0117319,1.44204,-391.902,197.748341553,200,2.86094e-07,1.01251
0.01,-333.584955085,25.1285,-333.584955085,200.0,2,500.0,0.01,-333.585,100,637.817384895,0.2,0.01,1.0,637.817384895,-333.584955085,1.0,,1.0,-413.176,100.0,200,3.50449e-18,1.0
0.005,-338.479685103,28.1816,-338.479685103,197.556068486,1,500.0,0.00343728,-335.322,100,936.936856052,0.2,0.00657945,1.01237,936.936856052,-338.479685103,0.685309,0.0117406,1.31178,-392.762,197.676282005,200,2.95358e-07,0.996877
0.01,-329.449508251,30.7856,-329.449508251,200.0,2,500.0,0.01,-329.449,100,957.32889024,0.2,0.01,1.0,957.32889024,-329.449508251,1.0,,1.0,-413.347,100.0,200,3.50449e-18,1.0
0.005,-332.297655304,28.6633,-332.297655304,197.096236635,1,500.0,0.00274934,-330.023,100,633.197411198,0.2,0.00618959,1.01473,633.197411198,-332.297655304,0.544148,0.0175738,1.22504,-389.783,196.491555657,200,4.4863e-07,0.989597
0.01,-334.503712641,27.391,-334.503712641,200.0,2,500.0,0.01,-334.504,100,757.847278183,0.2,0.01,1.0,757.847278183,-334.503712641,1.0,,1.0,-415.75,100.0,200,3.50449e-18,1.0
0.005,-335.19625669,27.2722,-335.19625669,199.241616153,1,500.0,0.00412755,-334.634,100,759.439859342,0.2,0.00574808,1.00381,759.439859342,-335.19625669,0.819989,0.00338066,1.14193,-392.332,199.320402073,200,8.56584e-08,0.993311
0.01,-336.281250825,28.1427,-336.281250825,200.0,2,500.0,0.01,-336.281,100,800.012480777,0.2,0.01,1.0,800.012480777,-336.281250825,1.0,,1.0,-416.003,100.0,200,3.50449e-18,1.0
0.005,-338.197680893,31.7559,-338.197680893,197.447862996,1,500.0,0.00253694,-336.461,100,1225.30144973,0.2,0.0069142,1.01293,1225.30144973,-338.197680893,0.499858,0.0158494,1.36232,-399.21,196.802151651,200,4.08262e-07,0.985161
0.01,-332.226204412,33.099,-332.226204412,200.0,2,500.0,0.01,-332.226,100,1106.61047897,0.2,0.01,1.0,1106.61047897,-332.226204412,1.0,,1.0,-419.372,100.0,200,3.50449e-18,1.0
0.005,-339.240541639,31.2463,-339.240541639,197.469173866,1,500.0,0.00246881,-334.939,100,873.329173241,0.2,0.00721828,1.01282,873.329173241,-339.240541639,0.496862,0.0115805,1.45272,-396.954,197.749742166,200,2.85911e-07,1.00628
0.01,-333.684818688,28.4007,-333.684818688,200.0,2,500.0,0.01,-333.685,100,814.746166666,0.2,0.01,1.0,814.746166666,-333.684818688,1.0,,1.0,-424.684,100.0,200,3.50449e-18,1.0
0.005,-327.024677833,32.8818,-327.024677833,196.822952191,1,500.0,0.00292497,-329.326,100,1318.41320231,0.2,0.00685214,1.01614,1318.41320231,-327.024677833,0.578577,0.0186817,1.35539,-394.19,196.270282888,200,4.7746e-07,0.98903
0.01,-332.907398504,31.7436,-332.907398504,200.0,2,500.0,0.01,-332.907,100,1017.83558654,0.2,0.01,1.0,1017.83558654,-332.907398504,1.0,,1.0,-422.387,100.0,200,3.50449e-18,1.0
0.005,-336.395291836,32.0308,-336.395291836,196.559359237,1,500.0,0.00243564,-333.532,100,1042.93844587,0.2,0.00702453,1.0175,1042.93844587,-336.395291836,0.486689,0.0174655,1.40364,-397.355,196.577654645,200,4.37428e-07,0.999096
0.01,-333.659477099,30.7031,-333.659477099,200.0,2,500.0,0.01,-333.659,100,952.200110704,0.2,0.01,1.0,952.200110704,-333.659477099,1.0,,1.0,-415.098,100.0,200,3.50449e-18,1.0
0.005,-337.722153066,31.1481,-337.722153066,195.812625941,1,500.0,0.00304602,-334.522,100,950.069452387,0.2,0.00838466,1.02138,950.069452387,-337.722153066,0.613169,0.0250722,1.68785,-393.322,195.193309624,200,6.18723e-07,1.00651
0.01,-331.500889359,34.0863,-331.500889359,200.0,2,500.0,0.01,-331.501,100,1173.61324683,0.2,0.01,1.0,1173.61324683,-331.500889359,1.0,,1.0,-420.772,100.0,200,3.50449e-18,1.0
0.005,-329.68885625,33.0251,-329.68885625,196.1412222,1,500.0,0.00191341,-329.393,100,917.37790532,0.2,0.0069867,1.01967,917.37790532,-329.68885625,0.376194,0.0282121,1.37365,-393.135,194.354480415,200,7.2984e-07,0.983047
0.01,-339.496963235,33.7715,-339.496963235,200.0,2,500.0,0.01,-339.497,100,1152.03614193,0.2,0.01,1.0,1152.03614193,-339.496963235,1.0,,1.0,-431.695,100.0,200,3.50449e-18,1.0
0.005,-336.225594375,31.7519,-336.225594375,197.686612133,1,500.0,0.00333979,-337.114,100,851.825817861,0.2,0.0062385,1.0117,851.825817861,-336.225594375,0.671281,0.0130067,1.25391,-402.688,197.469670741,200,3.21956e-07,1.00498
0.01,-336.420578397,34.1854,-336.420578397,200.0,2,500.0,0.01,-336.421,100,1180.44259848,0.2,0.01,1.0,1180.44259848,-336.420578397,1.0,,1.0,-425.359,100.0,200,3.50449e-18,1.0
0.005,-334.680564165,31.5154,-334.680564165,194.008333798,1,500.0,0.00181783,-333.71,100,809.161017657,0.2,0.00814279,1.03088,809.161017657,-334.680564165,0.362616,0.0340099,1.6243,-397.563,193.420302493,200,8.54711e-07,0.997385
0.01,-336.62881171,34.546,-336.62881171,200.0,2,500.0,0.01,-336.629,100,1205.48293833,0.2,0.01,1.0,1205.48293833,-336.62881171,1.0,,1.0,-439.835,100.0,200,3.50449e-18,1.0
0.005,-337.052094141,31.7866,-337.052094141,199.072320927,1,500.0,0.00378777,-336.5,100,894.59328396,0.2,0.00616211,1.00466,894.59328396,-337.052094141,0.758404,0.00557953,1.23381,-409.647,198.898241314,200,1.39176e-07,1.00112
0.01,-329.263359641,28.2877,-329.263359641,200.0,2,500.0,0.01,-329.263,100,808.27596456,0.2,0.01,1.0,808.27596456,-329.263359641,1.0,,1.0,-408.709,100.0,200,3.50449e-18,1.0
0.005,-338.205099475,30.0231,-338.205099475,197.523552529,1,500.0,0.0037717,-332.988,100,954.63536729,0.2,0.00715102,1.01254,954.63536729,-338.205099475,0.749558,0.0118985,1.42114,-393.209,197.630242125,200,3.01269e-07,0.993661
0.01,-340.121813982,34.7311,-340.121813982,200.0,2,500.0,0.01,-340.122,100,1218.43590297,0.2,0.01,1.0,1218.43590297,-340.121813982,1.0,,1.0,-430.368,100.0,200,3.50449e-18,1.0
0.005,-333.085142276,33.8506,-333.085142276,196.488295646,1,500.0,0.00289705,-335.5,100,1056.26065018,0.2,0.00697666,1.01787,1056.26065018,-333.085142276,0.580596,0.0186322,1.39818,-399.882,196.374325349,200,4.63905e-07,1.00204
0.01,-333.679777822,28.4723,-333.679777822,200.0,2,500.0,0.01,-333.68,100,818.85986681,0.2,0.01,1.0,818.85986681,-333.679777822,1.0,,1.0,-415.997,100.0,200,3.50449e-18,1.0
0.005,-339.164814342,30.3279,-339.164814342,195.808329491,1,500.0,0.00272708,-335.046,100,1218.57964417,0.2,0.00652274,1.02141,1218.57964417,-339.164814342,0.548721,0.0230271,1.31245,-397.173,195.57289335,200,5.68762e-07,1.00606
0.01,-332.536526704,30.1356,-332.536526704,200.0,2,500.0,0.01,-332.537,100,917.325575917,0.2,0.01,1.0,917.325575917,-332.536526704,1.0,,1.0,-414.845,100.0,200,3.50449e-18,1.0
0.005,-339.67475441,31.9701,-339.67475441,196.172252384,1,500.0,0.00249447,-334.927,100,1104.71493269,0.2,0.00667992,1.01951,1104.71493269,-339.67475441,0.493597,0.0212357,1.3218,-395.058,195.774228711,200,5.42346e-07,0.989384
0.01,-333.166879732,28.3177,-333.166879732,200.0,2,500.0,0.01,-333.167,100,809.993159167,0.2,0.01,1.0,809.993159167,-333.166879732,1.0,,1.0,-411.52,100.0,200,3.50449e-18,1.0
0.005,-334.008694352,28.4676,-334.008694352,197.55930206,1,500.0,0.00354965,-332.872,100,811.944429652,0.2,0.00673073,1.01235,811.944429652,-334.008694352,0.721508,0.0120021,1.3681,-391.09,197.714005159,200,2.90501e-07,1.01631
0.01,-339.227373169,31.9851,-339.227373169,200.0,2,500.0,0.01,-339.227,100,1033.37914116,0.2,0.01,1.0,1033.37914116,-339.227373169,1.0,,1.0,-425.746,100.0,200,3.50449e-18,1.0
0.005,-336.492126012,30.9804,-336.492126012,197.164334598,1,500.0,0.0028654,-337.012,100,911.897963957,0.2,0.00648212,1.01438,911.897963957,-336.492126012,0.566098,0.0173691,1.28063,-398.628,196.519405583,200,4.45003e-07,0.987817
0.01,-335.544649179,29.9119,-335.544649179,200.0,2,500.0,0.01,-335.545,100,903.757101029,0.2,0.01,1.0,903.757101029,-335.544649179,1.0,,1.0,-415.421,100.0,200,3.50449e-18,1.0
0.005,-330.833134383,31.4162,-330.833134383,198.176286623,1,500.0,0.00397044,-332.676,100,992.516940967,0.2,0.00668509,1.0092,992.516940967,-330.833134383,0.782179,0.00881467,1.31697,-391.196,198.208326847,200,2.27128e-07,0.985003
0.01,-332.549823829,30.1965,-332.549823829,200.0,2,500.0,0.01,-332.55,100,921.037699057,0.2,0.01,1.0,921.037699057,-332.549823829,1.0,,1.0,-412.714,100.0,200,3.50449e-18,1.0
0.005,-328.235905039,31.2129,-328.235905039,197.469336562,1,500.0,0.00300364,-329.724,100,1026.67554107,0.2,0.00612268,1.01282,1026.67554107,-328.235905039,0.598361,0.0137033,1.21971,-388.027,197.288715197,200,3.45298e-07,0.996059
0.01,-331.852706067,32.2837,-331.852706067,200.0,2,500.0,0.01,-331.853,100,1052.76235362,0.2,0.01,1.0,1052.76235362,-331.852706067,1.0,,1.0,-419.918,100.0,200,3.50449e-18,1.0
0.005,-330.59090572,31.4737,-330.59090572,195.31835714,1,500.0,0.0028316,-329.858,100,824.251773561,0.2,0.00851293,1.02397,824.251773561,-330.59090572,0.564833,0.0243541,1.69812,-392.871,195.243913307,200,6.12061e-07,0.997374
0.01,-334.289126964,33.5695,-334.289126964,200.0,2,500.0,0.01,-334.289,100,1138.29387181,0.2,0.01,1.0,1138.29387181,-334.289126964,1.0,,1.0,-427.619,100.0,200,3.50449e-18,1.0
0.005,-333.1203763,32.9103,-333.1203763,194.894904244,1,500.0,0.00263452,-332.095,100,1046.15009476,0.2,0.00678318,1.02619,1046.15009476,-333.1203763,0.51243,0.0246744,1.31937,-398.948,194.939851607,200,6.52199e-07,0.97253
0.01,-337.208257503,32.4375,-337.208257503,200.0,2,500.0,0.01,-337.208,100,1062.81937384,0.2,0.01,1.0,1062.81937384,-337.208257503,1.0,,1.0,-423.801,100.0,200,3.50449e-18,1.0
0.005,-334.692403819,33.5099,-334.692403819,197.633005053,1,500.0,0.00310198,-335.165,100,1185.421126,0.2,0.00639005,1.01198,1185.421126,-334.692403819,0.621521,0.0130519,1.28033,-401.142,197.44511614,200,3.25116e-07,1.00182
0.01,-333.01525411,27.7973,-333.01525411,200.0,2,500.0,0.01,-333.015,100,780.497251657,0.2,0.01,1.0,780.497251657,-333.01525411,1.0,,1.0,-414.119,100.0,200,3.50449e-18,1.0
0.005,-333.073275005,29.7559,-333.073275005,197.180763905,1,500.0,0.00390313,-332.124,100,1066.86190297,0.2,0.00812756,1.0143,1066.86190297,-333.073275005,0.775232,0.0166762,1.61428,-397.069,196.690802481,200,4.22726e-07,0.993091
0.01,-330.745694521,27.9463,-330.745694521,200.0,2,500.0,0.01,-330.746,100,788.885305439,0.2,0.01,1.0,788.885305439,-330.745694521,1.0,,1.0,-410.313,100.0,200,3.50449e-18,1.0
0.005,-332.16090529,29.4315,-332.16090529,196.970309958,1,500.0,0.00279153,-330.566,100,945.562424876,0.2,0.00642057,1.01538,945.562424876,-332.16090529,0.556838,0.0164144,1.28074,-390.692,196.769304855,200,4.12527e-07,0.99737
0.01,-329.772364669,26.6999,-329.772364669,200.0,2,500.0,0.01,-329.772,100,720.083656925,0.2,0.01,1.0,720.083656925,-329.772364669,1.0,,1.0,-407.33,100.0,200,3.50449e-18,1.0
0.005,-330.640170139,28.3207,-330.640170139,195.559252397,1,500.0,0.00171827,-328.791,100,973.563794065,0.2,0.00894191,1.02271,973.563794065,-330.640170139,0.340555,0.0327978,1.77225,-390.946,193.567634205,200,8.34939e-07,0.99098
0.01,-331.233190005,29.542,-331.233190005,200.0,2,500.0,0.01,-331.233,100,881.545110773,0.2,0.01,1.0,881.545110773,-331.233190005,1.0,,1.0,-411.854,100.0,200,3.50449e-18,1.0
0.005,-332.752422697,30.483,-332.752422697,198.62979527,1,500.0,0.00368398,-331.566,100,1028.52712124,0.2,0.00626697,1.0069,1028.52712124,-332.752422697,0.742115,0.00700372,1.26244,-393.287,198.635479452,200,1.72593e-07,1.00722
0.01,-333.961674231,29.4621,-333.961674231,200.0,2,500.0,0.01,-333.962,100,876.78400669,0.2,0.01,1.0,876.78400669,-333.961674231,1.0,,1.0,-414.848,100.0,200,3.50449e-18,1.0
