MinNormIw,VarJ,VarRet,ESSRenyi,VarDiscRet,AvgNormIw,VanillaAvgRet,AvgDiscRet,IterType,MaxVanillaIw,MaxNormIw,AvgVanillaIw,BatchSize,MinVanillaIw,VarNormIw,AvgRet,ESSClassic,VarVanillaIw,AvgEpLen,eRenyi2,EpsThisIter,Delta,J,Bound
0.002,39.5018,3767.16167481,500.0,3767.16167481,0.002,-72.0175063945,-72.0175063945,1,1.0,0.002,1.0,500,1.0,5.43187e-20,-72.0175063945,500.000006643,,102.52,1.0,100,1.0,-65.7589,-65.7589
0.01,50.5478,2580.8849279,500.0,2580.8849279,0.01,-68.6889253576,-68.6889253576,2,1.0,0.01,1.0,500,1.0,3.50449e-18,-68.6889253576,100.0,,98.83,1.0,100,1.0,-68.6889,-68.6889
0.005,50.5768,2585.39924623,500.0,2585.39924623,0.005,-67.0069759247,-67.0069759247,2,1.0,0.005,1.0,500,1.0,2.1793e-19,-67.0069759247,200.000000102,,96.1,1.0,100,1.0,-67.8479,-67.8479
0.00333333,41.636,50.0741731642,500.0,50.0741731642,0.00333333,-60.5949207239,-60.5949207239,2,1.0,0.00333333,1.0,500,1.0,5.43914e-20,-60.5949207239,299.999969474,,89.14,1.0,100,1.0,-65.4303,-65.4303
0.0025,44.0165,2571.80800482,500.0,2571.80800482,0.0025,-67.4462762234,-67.4462762234,2,1.0,0.0025,1.0,500,1.0,5.4346e-20,-67.4462762234,400.0,,96.96,1.0,100,1.0,-65.9343,-65.9343
0.002,39.5802,62.8272539958,500.0,62.8272539958,0.002,-60.8175926244,-60.8175926244,1,1.0,0.002,1.0,500,1.0,5.43187e-20,-60.8175926244,500.000006643,,89.62,1.0,100,1.0,-64.9109,-64.9109
0.01,50.4154,2567.38296468,500.0,2567.38296468,0.01,-68.9415566455,-68.9415566455,2,1.0,0.01,1.0,500,1.0,3.50449e-18,-68.9415566455,100.0,,99.23,1.0,100,1.0,-68.9416,-68.9416
0.005,61.1571,4970.05672558,500.0,4970.05672558,0.005,-74.9933863732,-74.9933863732,2,1.0,0.005,1.0,500,1.0,2.1793e-19,-74.9933863732,200.000000102,,105.67,1.0,100,1.0,-71.9675,-71.9675
0.00333333,50.3728,45.9411720143,500.0,45.9411720143,0.00333333,-60.5837986341,-60.5837986341,2,1.0,0.00333333,1.0,500,1.0,5.43914e-20,-60.5837986341,299.999969474,,89.83,1.0,100,1.0,-68.1729,-68.1729
0.0025,50.3553,2555.9484017,500.0,2555.9484017,0.0025,-68.2065289822,-68.2065289822,2,1.0,0.0025,1.0,500,1.0,5.4346e-20,-68.2065289822,400.0,,97.8,1.0,100,1.0,-68.1813,-68.1813
0.002,45.2563,60.4228039986,500.0,60.4228039986,0.002,-61.2727392173,-61.2727392173,1,1.0,0.002,1.0,500,1.0,5.43187e-20,-61.2727392173,500.000006643,,90.6,1.0,100,1.0,-66.7996,-66.7996
0.01,61.2301,3786.99337148,500.0,3786.99337148,0.01,-71.3291005833,-71.3291005833,2,1.0,0.01,1.0,500,1.0,3.50449e-18,-71.3291005833,100.0,,101.49,1.0,100,1.0,-71.3291,-71.3291
0.005,61.14,3764.55993375,500.0,3764.55993375,0.005,-71.9066614199,-71.9066614199,2,1.0,0.005,1.0,500,1.0,2.1793e-19,-71.9066614199,200.000000102,,102.23,1.0,100,1.0,-71.6179,-71.6179
0.00333333,50.3477,57.6640665311,500.0,57.6640665311,0.00333333,-61.2703170903,-61.2703170903,2,1.0,0.00333333,1.0,500,1.0,5.43914e-20,-61.2703170903,299.999969474,,90.42,1.0,100,1.0,-68.1687,-68.1687
0.0025,50.4182,2587.28489693,500.0,2587.28489693,0.0025,-66.5812904139,-66.5812904139,2,1.0,0.0025,1.0,500,1.0,5.4346e-20,-66.5812904139,400.0,,95.71,1.0,100,1.0,-67.7718,-67.7718
0.002,45.3074,58.0278760602,500.0,58.0278760602,0.002,-60.8458872645,-60.8458872645,1,1.0,0.002,1.0,500,1.0,5.43187e-20,-60.8458872645,500.000006643,,89.95,1.0,100,1.0,-66.3867,-66.3867
0.01,36.4166,1339.56790392,500.0,1339.56790392,0.01,-63.9824162813,-63.9824162813,2,1.0,0.01,1.0,500,1.0,3.50449e-18,-63.9824162813,100.0,,93.03,1.0,100,1.0,-63.9824,-63.9824
0.005,43.9732,2556.5988732,500.0,2556.5988732,0.005,-68.47239435,-68.47239435,2,1.0,0.005,1.0,500,1.0,2.1793e-19,-68.47239435,200.000000102,,98.58,1.0,100,1.0,-66.2274,-66.2274
0.00333333,46.2986,2588.49387202,500.0,2588.49387202,0.00333333,-67.3208243379,-67.3208243379,2,1.0,0.00333333,1.0,500,1.0,5.43914e-20,-67.3208243379,299.999969474,,96.58,1.0,100,1.0,-66.5919,-66.5919
0.0025,50.5207,3806.83199215,500.0,3806.83199215,0.0025,-70.2281996746,-70.2281996746,2,1.0,0.0025,1.0,500,1.0,5.4346e-20,-70.2281996746,400.0,,99.79,1.0,100,1.0,-67.501,-67.501
0.002,50.5036,2569.34186483,500.0,2569.34186483,0.002,-67.2126841599,-67.2126841599,1,1.0,0.002,1.0,500,1.0,5.43187e-20,-67.2126841599,500.000006643,,96.34,1.0,100,1.0,-67.4433,-67.4433
0.01,70.1724,4973.90309332,500.0,4973.90309332,0.01,-75.1458576028,-75.1458576028,2,1.0,0.01,1.0,500,1.0,3.50449e-18,-75.1458576028,100.0,,105.94,1.0,100,1.0,-75.1459,-75.1459
0.005,74.1215,6117.13223818,500.0,6117.13223818,0.005,-79.1119293609,-79.1119293609,2,1.0,0.005,1.0,500,1.0,2.1793e-19,-79.1119293609,200.000000102,,111.04,1.0,100,1.0,-77.1289,-77.1289
0.00333333,64.2962,1329.09804983,500.0,1329.09804983,0.00333333,-64.9922803342,-64.9922803342,2,1.0,0.00333333,1.0,500,1.0,5.43914e-20,-64.9922803342,299.999969474,,94.81,1.0,100,1.0,-73.0834,-73.0834
0.0025,58.6999,1333.54601488,500.0,1333.54601488,0.0025,-64.1020190474,-64.1020190474,2,1.0,0.0025,1.0,500,1.0,5.4346e-20,-64.1020190474,400.0,,93.1,1.0,100,1.0,-70.838,-70.838
0.002,55.003,1325.82047269,500.0,1325.82047269,0.002,-64.5762008515,-64.5762008515,1,1.0,0.002,1.0,500,1.0,5.43187e-20,-64.5762008515,500.000006643,,94.02,1.0,100,1.0,-69.5857,-69.5857
0.01,50.329,2558.58997692,500.0,2558.58997692,0.01,-68.9604181555,-68.9604181555,2,1.0,0.01,1.0,500,1.0,3.50449e-18,-68.9604181555,100.0,,99.69,1.0,100,1.0,-68.9604,-68.9604
0.005,43.9082,1324.29087132,500.0,1324.29087132,0.005,-64.1022838177,-64.1022838177,2,1.0,0.005,1.0,500,1.0,2.1793e-19,-64.1022838177,200.000000102,,93.2,1.0,100,1.0,-66.5314,-66.5314
0.00333333,50.3767,3775.78054435,500.0,3775.78054435,0.00333333,-71.9476524588,-71.9476524588,2,1.0,0.00333333,1.0,500,1.0,5.43914e-20,-71.9476524588,299.999969474,,102.9,1.0,100,1.0,-68.3368,-68.3368
0.0025,43.8925,65.4689925015,500.0,65.4689925015,0.0025,-62.2317170456,-62.2317170456,2,1.0,0.0025,1.0,500,1.0,5.4346e-20,-62.2317170456,400.0,,92.04,1.0,100,1.0,-66.8105,-66.8105
0.002,39.4775,59.1667894916,500.0,59.1667894916,0.002,-60.9364387725,-60.9364387725,1,1.0,0.002,1.0,500,1.0,5.43187e-20,-60.9364387725,500.000006643,,89.7,1.0,100,1.0,-65.6357,-65.6357
0.01,36.3067,1331.49337477,500.0,1331.49337477,0.01,-64.3289238222,-64.3289238222,2,1.0,0.01,1.0,500,1.0,3.50449e-18,-64.3289238222,100.0,,93.7,1.0,100,1.0,-64.3289,-64.3289
0.005,36.1698,1310.23434258,500.0,1310.23434258,0.005,-65.8748179378,-65.8748179378,2,1.0,0.005,1.0,500,1.0,2.1793e-19,-65.8748179378,200.000000102,,96.6,1.0,100,1.0,-65.1019,-65.1019
0.00333333,36.2224,1332.46688334,500.0,1332.46688334,0.00333333,-64.1991141681,-64.1991141681,2,1.0,0.00333333,1.0,500,1.0,5.43914e-20,-64.1991141681,299.999969474,,93.49,1.0,100,1.0,-64.8009,-64.8009
0.0025,40.3155,2588.02909889,500.0,2588.02909889,0.0025,-66.8076849483,-66.8076849483,2,1.0,0.0025,1.0,500,1.0,5.4346e-20,-66.8076849483,400.0,,96.36,1.0,100,1.0,-65.3026,-65.3026
0.002,47.9439,4964.77229403,500.0,4964.77229403,0.002,-75.0871624978,-75.0871624978,1,1.0,0.002,1.0,500,1.0,5.43187e-20,-75.0871624978,500.000006643,,106.22,1.0,100,1.0,-67.2595,-67.2595
0.01,50.6144,2587.69612313,500.0,2587.69612313,0.01,-67.1682411733,-67.1682411733,2,1.0,0.01,1.0,500,1.0,3.50449e-18,-67.1682411733,100.0,,96.08,1.0,100,1.0,-67.1682,-67.1682
0.005,36.244,52.8524168223,500.0,52.8524168223,0.005,-62.0468484521,-62.0468484521,2,1.0,0.005,1.0,500,1.0,2.1793e-19,-62.0468484521,200.000000102,,91.52,1.0,100,1.0,-64.6075,-64.6075
0.00333333,41.5448,2563.67504448,500.0,2563.67504448,0.00333333,-68.9579039004,-68.9579039004,2,1.0,0.00333333,1.0,500,1.0,5.43914e-20,-68.9579039004,299.999969474,,99.47,1.0,100,1.0,-66.0577,-66.0577
0.0025,40.3162,1326.82723241,500.0,1326.82723241,0.0025,-62.3842230973,-62.3842230973,2,1.0,0.0025,1.0,500,1.0,5.4346e-20,-62.3842230973,400.0,,90.26,1.0,100,1.0,-65.1393,-65.1393
0.002,42.5753,2582.0709459,500.0,2582.0709459,0.002,-67.7511155356,-67.7511155356,1,1.0,0.002,1.0,500,1.0,5.43187e-20,-67.7511155356,500.000006643,,97.42,1.0,100,1.0,-65.6617,-65.6617
0.01,36.3189,1332.38298441,500.0,1332.38298441,0.01,-65.2163582648,-65.2163582648,2,1.0,0.01,1.0,500,1.0,3.50449e-18,-65.2163582648,100.0,,95.16,1.0,100,1.0,-65.2164,-65.2164
0.005,43.9872,2574.31334467,500.0,2574.31334467,0.005,-67.2730274183,-67.2730274183,2,1.0,0.005,1.0,500,1.0,2.1793e-19,-67.2730274183,200.000000102,,96.58,1.0,100,1.0,-66.2447,-66.2447
0.00333333,54.2895,4966.98709785,500.0,4966.98709785,0.00333333,-75.3253085923,-75.3253085923,2,1.0,0.00333333,1.0,500,1.0,5.43914e-20,-75.3253085923,299.999969474,,106.46,1.0,100,1.0,-69.2716,-69.2716
0.0025,50.4232,1322.26868573,500.0,1322.26868573,0.0025,-64.2478465994,-64.2478465994,2,1.0,0.0025,1.0,500,1.0,5.4346e-20,-64.2478465994,400.0,,93.5,1.0,100,1.0,-68.0156,-68.0156
0.002,45.3068,61.8828349542,500.0,61.8828349542,0.002,-61.6656732178,-61.6656732178,1,1.0,0.002,1.0,500,1.0,5.43187e-20,-61.6656732178,500.000006643,,90.89,1.0,100,1.0,-66.7456,-66.7456
0.01,70.1897,4976.3615512,500.0,4976.3615512,0.01,-75.0914732532,-75.0914732532,2,1.0,0.01,1.0,500,1.0,3.50449e-18,-75.0914732532,100.0,,105.95,1.0,100,1.0,-75.0915,-75.0915
0.005,50.4522,65.8799863603,500.0,65.8799863603,0.005,-61.0177682753,-61.0177682753,2,1.0,0.005,1.0,500,1.0,2.1793e-19,-61.0177682753,200.000000102,,89.9,1.0,100,1.0,-68.0546,-68.0546
0.00333333,46.1901,1317.01782289,500.0,1317.01782289,0.00333333,-65.0879938744,-65.0879938744,2,1.0,0.00333333,1.0,500,1.0,5.43914e-20,-65.0879938744,299.999969474,,95.16,1.0,100,1.0,-67.0658,-67.0658
0.0025,40.2554,66.4745296472,500.0,66.4745296472,0.0025,-62.5026046175,-62.5026046175,2,1.0,0.0025,1.0,500,1.0,5.4346e-20,-62.5026046175,400.0,,92.68,1.0,100,1.0,-65.925,-65.925
0.002,45.3435,3817.96790916,500.0,3817.96790916,0.002,-70.7202344689,-70.7202344689,1,1.0,0.002,1.0,500,1.0,5.43187e-20,-70.7202344689,500.000006643,,100.55,1.0,100,1.0,-66.884,-66.884
0.01,61.3866,3806.38043177,500.0,3806.38043177,0.01,-71.5124877159,-71.5124877159,2,1.0,0.01,1.0,500,1.0,3.50449e-18,-71.5124877159,100.0,,101.62,1.0,100,1.0,-71.5125,-71.5125
0.005,50.6641,1337.69388908,500.0,1337.69388908,0.005,-62.4489926073,-62.4489926073,2,1.0,0.005,1.0,500,1.0,2.1793e-19,-62.4489926073,200.000000102,,90.7,1.0,100,1.0,-66.9807,-66.9807
0.00333333,50.5714,2563.55621691,500.0,2563.55621691,0.00333333,-68.0539473979,-68.0539473979,2,1.0,0.00333333,1.0,500,1.0,5.43914e-20,-68.0539473979,299.999969474,,98.05,1.0,100,1.0,-67.3385,-67.3385
0.0025,47.3837,1314.76928482,500.0,1314.76928482,0.0025,-64.3160097955,-64.3160097955,2,1.0,0.0025,1.0,500,1.0,5.4346e-20,-64.3160097955,400.0,,94.12,1.0,100,1.0,-66.5829,-66.5829
0.002,42.569,55.8870622431,500.0,55.8870622431,0.002,-61.0623615363,-61.0623615363,1,1.0,0.002,1.0,500,1.0,5.43187e-20,-61.0623615363,500.000006643,,90.01,1.0,100,1.0,-65.4788,-65.4788
0.01,50.4633,2572.26465473,500.0,2572.26465473,0.01,-67.7756776877,-67.7756776877,2,1.0,0.01,1.0,500,1.0,3.50449e-18,-67.7756776877,100.0,,97.55,1.0,100,1.0,-67.7757,-67.7757
0.005,36.2325,50.711376719,500.0,50.711376719,0.005,-60.1807458253,-60.1807458253,2,1.0,0.005,1.0,500,1.0,2.1793e-19,-60.1807458253,200.000000102,,88.43,1.0,100,1.0,-63.9782,-63.9782
0.00333333,36.2041,1319.30750874,500.0,1319.30750874,0.00333333,-64.8570615898,-64.8570615898,2,1.0,0.00333333,1.0,500,1.0,5.43914e-20,-64.8570615898,299.999969474,,94.66,1.0,100,1.0,-64.2712,-64.2712
0.0025,36.2533,1338.32789453,500.0,1338.32789453,0.0025,-64.0200547026,-64.0200547026,2,1.0,0.0025,1.0,500,1.0,5.4346e-20,-64.0200547026,400.0,,93.21,1.0,100,1.0,-64.2084,-64.2084
0.002,39.4851,2553.54496502,500.0,2553.54496502,0.002,-67.7718306322,-67.7718306322,1,1.0,0.002,1.0,500,1.0,5.43187e-20,-67.7718306322,500.000006643,,97.67,1.0,100,1.0,-64.9211,-64.9211
0.01,77.987,6143.41185396,500.0,6143.41185396,0.01,-78.8931929864,-78.8931929864,2,1.0,0.01,1.0,500,1.0,3.50449e-18,-78.8931929864,100.0,,110.53,1.0,100,1.0,-78.8932,-78.8932
0.005,65.836,2559.98058586,500.0,2559.98058586,0.005,-68.6561167604,-68.6561167604,2,1.0,0.005,1.0,500,1.0,2.1793e-19,-68.6561167604,200.000000102,,99.17,1.0,100,1.0,-73.7747,-73.7747
0.00333333,54.263,65.0996303938,500.0,65.0996303938,0.00333333,-61.5149298424,-61.5149298424,2,1.0,0.00333333,1.0,500,1.0,5.43914e-20,-61.5149298424,299.999969474,,90.42,1.0,100,1.0,-69.6881,-69.6881
0.0025,56.0856,3784.68113266,500.0,3784.68113266,0.0025,-71.378785979,-71.378785979,2,1.0,0.0025,1.0,500,1.0,5.4346e-20,-71.378785979,400.0,,101.22,1.0,100,1.0,-70.1107,-70.1107
0.002,55.0225,2575.96053591,500.0,2575.96053591,0.002,-67.6624368261,-67.6624368261,1,1.0,0.002,1.0,500,1.0,5.43187e-20,-67.6624368261,500.000006643,,97.39,1.0,100,1.0,-69.6211,-69.6211
0.01,7.61083,58.509767761,500.0,58.509767761,0.01,-60.6085895287,-60.6085895287,2,1.0,0.01,1.0,500,1.0,3.50449e-18,-60.6085895287,100.0,,89.1,1.0,100,1.0,-60.6086,-60.6086
0.005,26.3962,1341.179339,500.0,1341.179339,0.005,-64.5651125833,-64.5651125833,2,1.0,0.005,1.0,500,1.0,2.1793e-19,-64.5651125833,200.000000102,,94.5,1.0,100,1.0,-62.5868,-62.5868
0.00333333,30.0424,1322.21078188,500.0,1322.21078188,0.00333333,-65.3617600937,-65.3617600937,2,1.0,0.00333333,1.0,500,1.0,5.43914e-20,-65.3617600937,299.999969474,,95.44,1.0,100,1.0,-63.5118,-63.5118
0.0025,43.9641,4961.78022343,500.0,4961.78022343,0.0025,-75.7077781938,-75.7077781938,2,1.0,0.0025,1.0,500,1.0,5.4346e-20,-75.7077781938,400.0,,107.13,1.0,100,1.0,-66.5608,-66.5608
0.002,42.5415,1328.4251126,500.0,1328.4251126,0.002,-64.8274025939,-64.8274025939,1,1.0,0.002,1.0,500,1.0,5.43187e-20,-64.8274025939,500.000006643,,94.7,1.0,100,1.0,-66.2141,-66.2141
0.01,7.08226,50.6650079049,500.0,50.6650079049,0.01,-60.78298574,-60.78298574,2,1.0,0.01,1.0,500,1.0,3.50449e-18,-60.78298574,100.0,,89.86,1.0,100,1.0,-60.783,-60.783
0.005,36.158,2561.55502744,500.0,2561.55502744,0.005,-68.3596530698,-68.3596530698,2,1.0,0.005,1.0,500,1.0,2.1793e-19,-68.3596530698,200.000000102,,98.39,1.0,100,1.0,-64.5713,-64.5713
0.00333333,36.2021,1329.73308651,500.0,1329.73308651,0.00333333,-63.6682113676,-63.6682113676,2,1.0,0.00333333,1.0,500,1.0,5.43914e-20,-63.6682113676,299.999969474,,92.72,1.0,100,1.0,-64.2703,-64.2703
0.0025,31.6422,64.2133723467,500.0,64.2133723467,0.0025,-60.6993302204,-60.6993302204,2,1.0,0.0025,1.0,500,1.0,5.4346e-20,-60.6993302204,400.0,,89.15,1.0,100,1.0,-63.3775,-63.3775
0.002,32.6499,1334.91707742,500.0,1334.91707742,0.002,-65.5001874985,-65.5001874985,1,1.0,0.002,1.0,500,1.0,5.43187e-20,-65.5001874985,500.000006643,,95.35,1.0,100,1.0,-63.8021,-63.8021
0.01,7.26798,53.357111858,500.0,53.357111858,0.01,-60.3624501404,-60.3624501404,2,1.0,0.01,1.0,500,1.0,3.50449e-18,-60.3624501404,100.0,,88.89,1.0,100,1.0,-60.3624,-60.3624
0.005,7.26099,53.1505235863,500.0,53.1505235863,0.005,-60.3102811973,-60.3102811973,2,1.0,0.005,1.0,500,1.0,2.1793e-19,-60.3102811973,200.000000102,,88.55,1.0,100,1.0,-60.3364,-60.3364
0.00333333,29.9471,2569.83214594,500.0,2569.83214594,0.00333333,-68.1705280288,-68.1705280288,2,1.0,0.00333333,1.0,500,1.0,5.43914e-20,-68.1705280288,299.999969474,,98.24,1.0,100,1.0,-62.9478,-62.9478
0.0025,31.6286,1321.71839883,500.0,1321.71839883,0.0025,-64.7663412948,-64.7663412948,2,1.0,0.0025,1.0,500,1.0,5.4346e-20,-64.7663412948,400.0,,94.58,1.0,100,1.0,-63.4024,-63.4024
0.002,39.5447,3799.28370956,500.0,3799.28370956,0.002,-71.7787617782,-71.7787617782,1,1.0,0.002,1.0,500,1.0,5.43187e-20,-71.7787617782,500.000006643,,102.59,1.0,100,1.0,-65.0777,-65.0777
0.01,50.4687,2572.8215399,500.0,2572.8215399,0.01,-66.8278094946,-66.8278094946,2,1.0,0.01,1.0,500,1.0,3.50449e-18,-66.8278094946,100.0,,96.27,1.0,100,1.0,-66.8278,-66.8278
0.005,36.1649,59.3080944186,500.0,59.3080944186,0.005,-62.3560986046,-62.3560986046,2,1.0,0.005,1.0,500,1.0,2.1793e-19,-62.3560986046,200.000000102,,92.3,1.0,100,1.0,-64.5919,-64.5919
0.00333333,36.1811,1324.60808759,500.0,1324.60808759,0.00333333,-64.3406439523,-64.3406439523,2,1.0,0.00333333,1.0,500,1.0,5.43914e-20,-64.3406439523,299.999969474,,93.42,1.0,100,1.0,-64.5082,-64.5082
0.0025,31.6481,65.5699423277,500.0,65.5699423277,0.0025,-60.1433127461,-60.1433127461,2,1.0,0.0025,1.0,500,1.0,5.4346e-20,-60.1433127461,400.0,,88.65,1.0,100,1.0,-63.417,-63.417
0.002,28.5597,71.3802638174,500.0,71.3802638174,0.002,-62.1872406192,-62.1872406192,1,1.0,0.002,1.0,500,1.0,5.43187e-20,-62.1872406192,500.000006643,,91.66,1.0,100,1.0,-63.171,-63.171
0.01,36.1492,1319.9655846,500.0,1319.9655846,0.01,-64.3821021251,-64.3821021251,2,1.0,0.01,1.0,500,1.0,3.50449e-18,-64.3821021251,100.0,,93.31,1.0,100,1.0,-64.3821,-64.3821
0.005,36.1181,1315.15318259,500.0,1315.15318259,0.005,-65.1214334361,-65.1214334361,2,1.0,0.005,1.0,500,1.0,2.1793e-19,-65.1214334361,200.000000102,,95.38,1.0,100,1.0,-64.7518,-64.7518
0.00333333,50.3694,4984.72614762,500.0,4984.72614762,0.00333333,-74.7989244395,-74.7989244395,2,1.0,0.00333333,1.0,500,1.0,5.43914e-20,-74.7989244395,299.999969474,,106.1,1.0,100,1.0,-68.1008,-68.1008
0.0025,43.9031,58.7324873234,500.0,58.7324873234,0.0025,-60.7459183028,-60.7459183028,2,1.0,0.0025,1.0,500,1.0,5.4346e-20,-60.7459183028,400.0,,89.4,1.0,100,1.0,-66.2621,-66.2621
0.002,47.9065,3779.98935108,500.0,3779.98935108,0.002,-71.6265181264,-71.6265181264,1,1.0,0.002,1.0,500,1.0,5.43187e-20,-71.6265181264,500.000006643,,102.01,1.0,100,1.0,-67.335,-67.335
0.01,50.3726,2563.02419656,500.0,2563.02419656,0.01,-68.3226453416,-68.3226453416,2,1.0,0.01,1.0,500,1.0,3.50449e-18,-68.3226453416,100.0,,98.37,1.0,100,1.0,-68.3226,-68.3226
0.005,50.3706,2562.6171512,500.0,2562.6171512,0.005,-68.4136149442,-68.4136149442,2,1.0,0.005,1.0,500,1.0,2.1793e-19,-68.4136149442,200.000000102,,98.51,1.0,100,1.0,-68.3681,-68.3681
0.00333333,46.1758,1327.09084196,500.0,1327.09084196,0.00333333,-64.8160407509,-64.8160407509,2,1.0,0.00333333,1.0,500,1.0,5.43914e-20,-64.8160407509,299.999969474,,94.39,1.0,100,1.0,-67.1841,-67.1841
0.0025,47.3055,2580.37731442,500.0,2580.37731442,0.0025,-66.9139517841,-66.9139517841,2,1.0,0.0025,1.0,500,1.0,5.4346e-20,-66.9139517841,400.0,,96.1,1.0,100,1.0,-67.1166,-67.1166
0.002,45.3273,1329.30967943,500.0,1329.30967943,0.002,-64.480625412,-64.480625412,1,1.0,0.002,1.0,500,1.0,5.43187e-20,-64.480625412,500.000006643,,93.98,1.0,100,1.0,-66.5894,-66.5894
0.01,70.0738,4959.93663944,500.0,4959.93663944,0.01,-75.8922046842,-75.8922046842,2,1.0,0.01,1.0,500,1.0,3.50449e-18,-75.8922046842,100.0,,107.45,1.0,100,1.0,-75.8922,-75.8922
0.005,50.3534,55.0515709631,500.0,55.0515709631,0.005,-61.3250668134,-61.3250668134,2,1.0,0.005,1.0,500,1.0,2.1793e-19,-61.3250668134,200.000000102,,90.14,1.0,100,1.0,-68.6086,-68.6086
0.00333333,54.2345,3785.5478158,500.0,3785.5478158,0.00333333,-71.4815728885,-71.4815728885,2,1.0,0.00333333,1.0,500,1.0,5.43914e-20,-71.4815728885,299.999969474,,102.21,1.0,100,1.0,-69.5663,-69.5663
0.0025,47.2741,64.7125924108,500.0,64.7125924108,0.0025,-61.3067458823,-61.3067458823,2,1.0,0.0025,1.0,500,1.0,5.4346e-20,-61.3067458823,400.0,,90.62,1.0,100,1.0,-67.5014,-67.5014
0.002,45.2598,1310.86978041,500.0,1310.86978041,0.002,-64.9740545742,-64.9740545742,1,1.0,0.002,1.0,500,1.0,5.43187e-20,-64.9740545742,500.000006643,,94.73,1.0,100,1.0,-66.9959,-66.9959
0.01,36.1367,1319.05527145,500.0,1319.05527145,0.01,-64.0684610169,-64.0684610169,2,1.0,0.01,1.0,500,1.0,3.50449e-18,-64.0684610169,100.0,,93.52,1.0,100,1.0,-64.0685,-64.0685
0.005,36.202,1327.50538538,500.0,1327.50538538,0.005,-62.6056890684,-62.6056890684,2,1.0,0.005,1.0,500,1.0,2.1793e-19,-62.6056890684,200.000000102,,90.76,1.0,100,1.0,-63.3371,-63.3371
0.00333333,50.4304,4968.77012321,500.0,4968.77012321,0.00333333,-74.91927255,-74.91927255,2,1.0,0.00333333,1.0,500,1.0,5.43914e-20,-74.91927255,299.999969474,,105.5,1.0,100,1.0,-67.1978,-67.1978
0.0025,47.314,1328.39914517,500.0,1328.39914517,0.0025,-63.6081954683,-63.6081954683,2,1.0,0.0025,1.0,500,1.0,5.4346e-20,-63.6081954683,400.0,,92.28,1.0,100,1.0,-66.3004,-66.3004
0.002,47.9525,2567.20593896,500.0,2567.20593896,0.002,-67.5265715264,-67.5265715264,1,1.0,0.002,1.0,500,1.0,5.43187e-20,-67.5265715264,500.000006643,,97.15,1.0,100,1.0,-66.5456,-66.5456
0.01,50.4719,2573.14367698,500.0,2573.14367698,0.01,-67.4888835664,-67.4888835664,2,1.0,0.01,1.0,500,1.0,3.50449e-18,-67.4888835664,100.0,,97.32,1.0,100,1.0,-67.4889,-67.4889
0.005,36.2422,59.1664914296,500.0,59.1664914296,0.005,-61.0069807039,-61.0069807039,2,1.0,0.005,1.0,500,1.0,2.1793e-19,-61.0069807039,200.000000102,,89.67,1.0,100,1.0,-64.2479,-64.2479
0.00333333,36.2718,1333.26262927,500.0,1333.26262927,0.00333333,-64.1254916093,-64.1254916093,2,1.0,0.00333333,1.0,500,1.0,5.43914e-20,-64.1254916093,299.999969474,,93.34,1.0,100,1.0,-64.2071,-64.2071
0.0025,36.2867,1333.27484961,500.0,1333.27484961,0.0025,-64.0551700035,-64.0551700035,2,1.0,0.0025,1.0,500,1.0,5.4346e-20,-64.0551700035,400.0,,93.24,1.0,100,1.0,-64.1691,-64.1691
0.002,39.5639,2571.24074689,500.0,2571.24074689,0.002,-68.3650570247,-68.3650570247,1,1.0,0.002,1.0,500,1.0,5.43187e-20,-68.3650570247,500.000006643,,99.02,1.0,100,1.0,-65.0083,-65.0083
0.01,61.2425,3788.53095367,500.0,3788.53095367,0.01,-71.4647338825,-71.4647338825,2,1.0,0.01,1.0,500,1.0,3.50449e-18,-71.4647338825,100.0,,101.81,1.0,100,1.0,-71.4647,-71.4647
0.005,56.0832,2561.19894184,500.0,2561.19894184,0.005,-68.4936548051,-68.4936548051,2,1.0,0.005,1.0,500,1.0,2.1793e-19,-68.4936548051,200.000000102,,98.87,1.0,100,1.0,-69.9792,-69.9792
0.00333333,64.3348,6140.52111366,500.0,6140.52111366,0.00333333,-78.3875467831,-78.3875467831,2,1.0,0.00333333,1.0,500,1.0,5.43914e-20,-78.3875467831,299.999969474,,109.57,1.0,100,1.0,-72.782,-72.782
0.0025,58.6511,1311.85176132,500.0,1311.85176132,0.0025,-65.1063020809,-65.1063020809,2,1.0,0.0025,1.0,500,1.0,5.4346e-20,-65.1063020809,400.0,,94.95,1.0,100,1.0,-70.8631,-70.8631
0.002,54.9373,1323.96384677,500.0,1323.96384677,0.002,-65.8617178658,-65.8617178658,1,1.0,0.002,1.0,500,1.0,5.43187e-20,-65.8617178658,500.000006643,,96.16,1.0,100,1.0,-69.8628,-69.8628
0.01,61.1299,3774.60630273,500.0,3774.60630273,0.01,-72.4386326925,-72.4386326925,2,1.0,0.01,1.0,500,1.0,3.50449e-18,-72.4386326925,100.0,,103.44,1.0,100,1.0,-72.4386,-72.4386
0.005,61.2145,3794.29365348,500.0,3794.29365348,0.005,-70.8721391213,-70.8721391213,2,1.0,0.005,1.0,500,1.0,2.1793e-19,-70.8721391213,200.000000102,,101.04,1.0,100,1.0,-71.6554,-71.6554
