Delta,ESSRenyi,AvgRet,J,VanillaAvgRet,ESSClassic,VarDiscRet,VarJ,VarRet,VarVanillaIw,AvgNormIw,VarNormIw,AvgEpLen,MaxNormIw,AvgDiscRet,BatchSize,Bound,IterType,eRenyi2,AvgVanillaIw,MinVanillaIw,EpsThisIter,MaxVanillaIw,MinNormIw
0.3,97.61625534971154,-9.808385961674656,-9.698345,-9.808385961674656,97.8957447682259,59.695537418917766,7.610914,59.695537418917766,0.021545421,0.010000002,2.1712067e-06,200.0,0.011362708,-9.808385961674656,100,-13.653258,1,1.0244195,0.9961551,0.467281,100,1.131902,0.004690846
0.3,99.69454417533939,-8.949189632165828,-8.936766,-8.949189632165828,99.64194258106866,54.20600689510012,7.3915153,54.20600689510012,0.0036822867,0.01,3.629756e-07,200.0,0.0134463115,-8.949189632165828,100,-12.532797,1,1.0030639,1.0072101,0.96300447,100,1.354326,0.009561108
0.3,93.97595922357375,-6.877770711945923,-6.611675,-6.877770711945923,93.97867263740622,45.22306865437967,6.9570127,45.22306865437967,0.064256765,0.01,6.471833e-06,200.0,0.015831767,-6.877770711945923,100,-10.551158,1,1.0641019,0.9964277,0.2765599,100,1.5775211,0.0027755138
0.3,84.86494623586293,-8.429819094619612,-7.756383,-8.429819094619612,86.07986215933113,49.0054910644969,7.1176558,49.0054910644969,0.17288515,0.01,1.633456e-05,200.0,0.014819879,-8.429819094619612,100,-11.920397,1,1.1783428,1.0287862,0.09957901,100,1.5246487,0.00096792716
0.3,95.92723049523818,-8.811447397762517,-8.635545,-8.811447397762517,96.07795984117435,53.41903939342878,7.3312273,53.41903939342878,0.040878095,0.01,4.1233843e-06,200.0,0.013378317,-8.811447397762517,100,-12.61392,1,1.0424569,0.9956769,0.50407887,100,1.332048,0.005062675
0.3,99.78109937051349,-8.105611935985014,-8.097898,-8.105611935985014,99.84838850225923,54.149184560316115,7.3559146,54.149184560316115,0.0015500465,0.01,1.5335293e-07,200.0,0.010359237,-8.105611935985014,100,-11.627657,1,1.0021938,1.005371,0.8338288,100,1.0414876,0.008293743
0.3,97.73733724440766,-9.008485903556005,-8.914965,-9.008485903556005,98.28909937159645,53.866057729121096,7.3600636,53.866057729121096,0.018101802,0.01,1.7582685e-06,200.0,0.011111843,-9.008485903556005,100,-12.774454,1,1.0231504,1.0146549,0.51263046,100,1.1274686,0.0050522643
0.3,93.55167016883804,-8.969853775699649,-8.722934,-8.969853775699649,93.99365374102955,57.87940557223493,7.5817137,57.87940557223493,0.061750654,0.01,6.4547257e-06,200.0,0.018363845,-8.969853775699649,100,-12.674063,1,1.068928,0.97809684,0.4594584,100,1.7961619,0.0046974737
0.3,97.03933486832851,-7.9256703392920596,-7.837677,-7.9256703392920596,97.83665710091016,44.73047909052465,6.682921,44.73047909052465,0.023052834,0.01,2.233511e-06,200.0,0.011385383,-7.9256703392920596,100,-11.395901,1,1.03051,1.0159402,0.44418213,100,1.1566869,0.0043721283
0.3,88.85192525031485,-9.185693851398538,-8.7454605,-9.185693851398538,88.81091666199538,51.44991687562041,7.124595,51.44991687562041,0.13474968,0.01,1.2726038e-05,200.0,0.020133937,-9.185693851398538,100,-12.513969,1,1.125468,1.0290046,0.38139576,100,2.0717912,0.0037064536
0.3,99.68486512443603,-7.422779403459208,-7.411194,-7.422779403459208,99.73993502057984,40.3456007864764,6.309554,40.3456007864764,0.0026249066,0.01,2.6338236e-07,200.0,0.010467755,-7.422779403459208,100,-10.912738,1,1.0031613,0.9983057,0.82536614,100,1.0450019,0.00826767
0.3,80.93761964160008,-7.642780696189434,-6.9196963,-7.642780696189434,82.06164658534121,44.44106714519811,6.4972973,44.44106714519811,0.2349197,0.009999999,2.2080432e-05,200.0,0.025179463,-7.642780696189434,100,-10.66438,1,1.2355194,1.0314684,0.36726886,100,2.597182,0.0035606408
0.3,98.41274608442329,-8.355875683730083,-8.289943,-8.355875683730083,98.86078401768287,51.95858594867366,7.2432637,51.95858594867366,0.0118934205,0.01,1.1639925e-06,200.0,0.010908197,-8.355875683730083,100,-11.912447,1,1.0161285,1.0108304,0.47709206,100,1.1026337,0.004719803
0.3,90.58719530276586,-7.284280889439739,-6.877506,-7.284280889439739,85.3443913170108,49.69115817208552,6.56284,49.69115817208552,0.20155919,0.01,1.7345788e-05,200.0,0.0348201,-7.284280889439739,100,-10.787453,1,1.1039088,1.0779641,0.70790446,100,3.7534816,0.0065670502
0.3,87.06203332610983,-8.571788568405697,-8.127965,-8.571788568405697,89.18568120570289,54.35388616633533,7.497048,54.35388616633533,0.13104816,0.010000002,1.2248095e-05,200.0,0.013563392,-8.571788568405697,100,-11.994035,1,1.1486063,1.0343826,0.058622047,100,1.4029735,0.0005667347
0.3,98.69142165700863,-9.664095144838445,-9.612286,-9.664095144838445,99.18294470926725,59.63358131333851,7.677508,59.63358131333851,0.008287925,0.010000002,8.320994e-07,200.0,0.01415128,-9.664095144838445,100,-13.183639,1,1.0132593,0.99801093,0.9151019,100,1.4123132,0.009169257
0.3,92.50509413817372,-7.96671536090394,-7.6809883,-7.96671536090394,93.3083324690787,51.24310044531383,7.0102353,51.24310044531383,0.07492028,0.010000002,7.243983e-06,200.0,0.018349733,-7.96671536090394,100,-11.447823,1,1.0810215,1.0169767,0.5391983,100,1.8661251,0.005301973
0.3,47.16632887572236,-8.549988646202566,-6.541544,-8.549988646202566,42.41082356850614,50.887044442440974,9.769661,50.887044442440974,1.1281567,0.01,0.00013716044,200.0,0.032050617,-8.549988646202566,100,-11.765374,1,2.1201565,0.9069227,8.1962165e-10,100,2.906743,9.037392e-12
0.3,93.82817958897333,-7.35851383433147,-7.1288595,-7.35851383433147,93.64087349592089,53.9418677315215,7.446895,53.9418677315215,0.066996515,0.01,6.8595637e-06,200.0,0.020754104,-7.35851383433147,100,-10.849798,1,1.0657779,0.98827505,0.73905075,100,2.0510764,0.0074781887
0.3,95.97615826634863,-6.564341122383596,-6.402875,-6.564341122383596,97.70077560193242,49.537909760130454,6.996973,49.537909760130454,0.022848982,0.01,2.377071e-06,200.0,0.017857727,-6.564341122383596,100,-9.992772,1,1.0419254,0.98042035,0.88361335,100,1.750808,0.009012597
0.3,89.8867100216096,-8.598247731520225,-8.075917,-8.598247731520225,89.80683168303065,42.109210228394325,6.5690413,42.109210228394325,0.11795077,0.010000002,1.1464731e-05,200.0,0.014151792,-8.598247731520225,100,-11.866457,1,1.1125115,1.0143046,0.16390824,100,1.4354229,0.0016159666
0.3,96.23632864595731,-9.133411685498157,-8.982881,-9.133411685498157,97.71419568124576,48.0842946146464,7.0422444,48.0842946146464,0.022499789,0.01,2.3629052e-06,200.0,0.017134495,-9.133411685498157,100,-12.380138,1,1.0391086,0.9758118,0.8825916,100,1.6720042,0.009044691
0.3,94.62661743611586,-7.993559875689383,-7.7813053,-7.993559875689383,93.71500015787021,48.274410694231356,7.127818,48.274410694231356,0.06323303,0.010000002,6.7742435e-06,200.0,0.012587627,-7.993559875689383,100,-11.442221,1,1.0567851,0.9661435,0.10936017,100,1.2161454,0.0011319248
0.3,97.3562294998634,-7.461274902989466,-7.373573,-7.461274902989466,98.06057959855393,40.573078781378825,6.379425,40.573078781378825,0.019640852,0.01,1.997763e-06,200.0,0.018262567,-7.461274902989466,100,-10.666624,1,1.0271556,0.99153537,0.9010246,100,1.810798,0.009087166
0.3,80.84643201826373,-7.622279188182847,-6.9715786,-7.622279188182847,83.72456082670993,45.884018497887965,6.4479094,45.884018497887965,0.22143653,0.01,1.9635649e-05,200.0,0.016323196,-7.622279188182847,100,-10.975005,1,1.236913,1.061945,0.06603356,100,1.7334335,0.00062181713
0.3,93.98897356645271,-8.164206124948771,-7.939803,-8.164206124948771,94.71511310298081,51.10699223021525,7.1079044,51.10699223021525,0.05730168,0.01,5.636122e-06,200.0,0.013465993,-8.164206124948771,100,-11.619904,1,1.0639546,1.0083086,0.26703656,100,1.3577877,0.0026483613
0.3,82.08875491990419,-8.5741149316287,-7.882346,-8.5741149316287,83.55634883126807,58.32371198240426,8.495186,58.32371198240426,0.21018897,0.01,1.9878495e-05,200.0,0.014908625,-8.5741149316287,100,-11.8428,1,1.2181937,1.0282844,0.006899575,100,1.5330306,6.709793e-05
0.3,97.90798133813983,-7.317782467999569,-7.247836,-7.317782467999569,97.88978982552975,52.98431598633052,7.2739873,52.98431598633052,0.022287538,0.01,2.1774806e-06,200.0,0.01390408,-7.317782467999569,100,-10.873171,1,1.0213672,1.011705,0.71938294,100,1.4066827,0.0071106
0.3,98.39086068169556,-7.30308105281192,-7.2412195,-7.30308105281192,98.45630842128386,43.37616579745269,6.5138617,43.37616579745269,0.015778063,0.01,1.5837328e-06,200.0,0.011054707,-7.30308105281192,100,-10.806624,1,1.0163546,0.9981273,0.48714966,100,1.1034005,0.0048806365
0.3,97.60749805828914,-7.61239127871877,-7.5182633,-7.61239127871877,97.35978059015457,60.85218819675261,7.8210826,60.85218819675261,0.02780527,0.01,2.7392246e-06,200.0,0.013529546,-7.61239127871877,100,-11.155436,1,1.0245115,1.0075108,0.65232885,100,1.3631163,0.006474659
0.3,92.95537324118698,-7.231275018015282,-6.951904,-7.231275018015282,93.67667736674919,46.108631091179575,6.583237,46.108631091179575,0.068531245,0.01,6.818343e-06,200.0,0.019083593,-7.231275018015282,100,-10.655787,1,1.075785,1.0025473,0.7425103,100,1.9132205,0.007406237
0.3,86.73122856819684,-7.8817966134553,-7.3952127,-7.8817966134553,76.51742783658332,55.70029065623238,8.017567,55.70029065623238,0.3373892,0.010000002,3.0999163e-05,200.0,0.055488758,-7.8817966134553,100,-11.214164,1,1.1529872,1.0432553,0.8067886,100,5.7888947,0.007733376
0.3,98.82939016388961,-8.834685993904676,-8.797331,-8.834685993904676,98.69561660440142,54.32079556953823,7.3891835,54.32079556953823,0.01304686,0.01,1.3349771e-06,200.0,0.0110449605,-8.834685993904676,100,-12.392975,1,1.0118448,0.9885897,0.59039825,100,1.0918934,0.005972126
0.3,99.32702176463428,-7.762339453746746,-7.740236,-7.762339453746746,99.5714768976971,45.59307080601672,6.723762,45.59307080601672,0.0043821153,0.01,4.347259e-07,200.0,0.0105923815,-7.762339453746746,100,-11.350078,1,1.0067754,1.0040011,0.70619917,100,1.0634762,0.0070338487
0.3,94.67119267802774,-8.229016934422427,-8.065938,-8.229016934422427,96.20190210228363,51.71350492071974,7.0760374,51.71350492071974,0.03914772,0.01,3.98794e-06,200.0,0.0129617965,-8.229016934422427,100,-11.6578245,1,1.0562875,0.99078393,0.5260895,100,1.2842339,0.005309831
0.3,98.82101921993127,-7.504089676657636,-7.457928,-7.504089676657636,99.30132498150252,44.11391235032706,6.57445,44.11391235032706,0.0069974824,0.01,7.1068996e-07,200.0,0.012716871,-7.504089676657636,100,-11.055743,1,1.0119305,0.99227226,0.9111716,100,1.2618598,0.009182678
0.3,91.71303553611611,-8.733690906334429,-8.328925,-8.733690906334429,90.34109863787978,48.49599099303039,7.2238016,48.49599099303039,0.1071245,0.01,1.07995875e-05,200.0,0.012954959,-8.733690906334429,100,-12.0874195,1,1.0903575,0.9959576,0.0776561,100,1.290259,0.00077971286
0.3,94.08972489723283,-6.775351511732473,-6.5388794,-6.775351511732473,93.82709931215604,40.72319887771836,6.2824073,40.72319887771836,0.06628999,0.01,6.64549e-06,200.0,0.024930362,-6.775351511732473,100,-10.206301,1,1.0628153,0.99875855,0.86429584,100,2.4899411,0.008653701
0.3,98.9256705537502,-7.211808282878221,-7.1661654,-7.211808282878221,98.5622025011981,49.169613050277675,6.9101143,49.169613050277675,0.014805501,0.01,1.4735008e-06,200.0,0.017147051,-7.211808282878221,100,-10.716541,1,1.01086,1.0023891,0.934086,100,1.7188017,0.009318598
0.3,94.13785213146518,-7.9864495371385225,-7.7689114,-7.9864495371385225,91.1086213477503,51.81396908634285,7.2712407,51.81396908634285,0.11278423,0.01,9.857677e-06,200.0,0.028250482,-7.9864495371385225,100,-11.367652,1,1.062272,1.0696383,0.80521023,100,3.0217795,0.007527875
0.3,45.72082363898297,-9.037923165437471,-6.0670156,-9.037923165437471,44.93255409361005,54.445944481743844,9.527941,54.445944481743844,1.240127,0.009999999,0.00012379375,200.0,0.030811332,-9.037923165437471,100,-11.177477,1,2.1871872,1.000884,1.283017e-07,100,3.083857,1.2818838e-09
0.3,98.37719878447056,-7.571126331849668,-7.508309,-7.571126331849668,98.74868570656008,44.031212705852276,6.639711,44.031212705852276,0.012889471,0.01,1.2799519e-06,200.0,0.013863769,-7.571126331849668,100,-11.146883,1,1.0164957,1.0035077,0.9185,100,1.39124,0.009152894
0.3,91.5449802163461,-6.841095224274134,-6.5387053,-6.841095224274134,89.29091342518896,41.896788498148986,6.3976407,41.896788498148986,0.12692101,0.009999999,1.2114643e-05,200.0,0.028608147,-6.841095224274134,100,-10.285046,1,1.0923592,1.0235556,0.69175327,100,2.928203,0.0067583355
0.3,97.52202951094759,-7.835588822006255,-7.7323685,-7.835588822006255,98.9679719222241,50.64749733569321,6.994148,50.64749733569321,0.0100411745,0.01,1.0533436e-06,200.0,0.014580162,-7.835588822006255,100,-11.3845825,1,1.0254093,0.9763538,0.90489835,100,1.4235398,0.0092681395
0.3,90.02800668313984,-8.818715147781667,-8.457775,-8.818715147781667,86.42945590755082,56.888898302817346,7.587896,56.888898302817346,0.16636264,0.01,1.5859916e-05,200.0,0.030836811,-8.818715147781667,100,-12.245977,1,1.1107655,1.0241829,0.728215,100,3.1582534,0.0071102045
0.3,98.0673206508168,-9.873355039623247,-9.808658,-9.873355039623247,98.29574513172146,59.92874090771821,7.7633286,59.92874090771821,0.018667791,0.009999998,1.7513468e-06,200.0,0.011798554,-9.873355039623247,100,-13.405632,1,1.0197077,1.0324295,0.6279637,100,1.2181175,0.006082389
0.3,84.3585553970679,-8.497076142121033,-7.8615284,-8.497076142121033,83.81097083616896,52.88525786615301,7.5575786,52.88525786615301,0.1796601,0.009999999,1.9511257e-05,200.0,0.017858686,-8.497076142121033,100,-11.733604,1,1.1854162,0.9595845,0.18850458,100,1.7136918,0.0019644396
0.3,99.83659310063462,-6.349652994480267,-6.34436,-6.349652994480267,99.86248260556215,36.34984192142641,5.9662685,36.34984192142641,0.0013969783,0.01,1.391004e-07,200.0,0.010497915,-6.349652994480267,100,-9.766136,1,1.0016367,1.0021453,0.8696324,100,1.0520436,0.008677708
0.3,89.91479507815417,-7.365229194904575,-6.938214,-7.365229194904575,81.10409599305873,53.7227471492143,7.2083464,53.7227471492143,0.25609314,0.01,2.3533676e-05,200.0,0.04917008,-7.365229194904575,100,-10.750015,1,1.112164,1.0431676,0.8339332,100,5.1292634,0.00799424
0.3,88.37091265429683,-7.231892034674239,-6.7535095,-7.231892034674239,82.38064496051175,51.9455282396018,7.3876414,51.9455282396018,0.24885632,0.01,2.1603772e-05,200.0,0.04397684,-7.231892034674239,100,-10.546129,1,1.1315941,1.0732713,0.8146775,100,4.7199078,0.0075906017
0.3,98.53166973939157,-6.429290997063375,-6.3719974,-6.429290997063375,99.12218725158316,35.57922251608009,5.8779383,35.57922251608009,0.008974497,0.01,8.9452374e-07,200.0,0.012701394,-6.429290997063375,100,-9.968519,1,1.0149021,1.0016341,0.9102401,100,1.2722149,0.009087551
0.3,94.75608064481877,-6.589468143377197,-6.373547,-6.589468143377197,95.75798166631714,37.09392439633203,6.117235,37.09392439633203,0.04810593,0.010000002,4.4746703e-06,200.0,0.011692132,-6.589468143377197,100,-9.875885,1,1.0553412,1.0368569,0.14688139,100,1.2123067,0.0014166024
0.3,98.00159235203714,-8.514836828335826,-8.453944,-8.514836828335826,98.5622696097336,57.722685715237525,7.5719447,57.722685715237525,0.015093515,0.01,1.473431e-06,200.0,0.011036529,-8.514836828335826,100,-12.086407,1,1.0203916,1.012116,0.47255465,100,1.1170248,0.004668977
0.3,89.84106951532607,-8.273921507435288,-7.767239,-8.273921507435288,89.23836732333356,49.110358146230155,6.95581,49.110358146230155,0.13050032,0.01,1.2181254e-05,200.0,0.034141116,-8.273921507435288,100,-11.472687,1,1.1130767,1.0350462,0.8325719,100,3.5337634,0.0080438135
0.3,83.86698348785981,-6.929111626822614,-6.4130244,-6.929111626822614,85.4147019847932,45.51142934978254,7.0185037,45.51142934978254,0.17058617,0.01,1.7248356e-05,200.0,0.0149006415,-6.929111626822614,100,-10.315321,1,1.1923643,0.9944847,0.012322558,100,1.481846,0.00012390898
0.3,99.93731139510143,-6.663032553304439,-6.660901,-6.663032553304439,99.94261086124816,39.405714593958,6.236947,39.405714593958,0.00057864405,0.01,5.797757e-08,200.0,0.01019449,-6.663032553304439,100,-10.154213,1,1.0006273,0.9990235,0.9041095,100,1.0184535,0.009049932
0.3,89.93776753286785,-7.210036051533859,-6.8335133,-7.210036051533859,90.82091803847881,48.36652117733316,6.8249917,48.36652117733316,0.104590505,0.009999999,1.0208898e-05,200.0,0.022948207,-7.210036051533859,100,-10.510247,1,1.11188,1.0121775,0.6247244,100,2.3227658,0.006172084
0.3,97.52848094937583,-8.423028558536984,-8.325844,-8.423028558536984,98.6123129566106,55.1703847692886,7.414948,55.1703847692886,0.013596334,0.01,1.4214111e-06,200.0,0.017032417,-8.423028558536984,100,-11.952833,1,1.0253415,0.9780275,0.9038858,100,1.6658173,0.0092419265
0.3,99.16331989106538,-8.673713094965102,-8.639414,-8.673713094965102,98.52476895839419,62.82571055942784,7.909757,62.82571055942784,0.015397599,0.01,1.5124409e-06,200.0,0.018131766,-8.673713094965102,100,-12.253977,1,1.0084374,1.0089909,0.9337173,100,1.8294787,0.009253971
0.3,99.64762364532768,-8.281215621162758,-8.270124,-8.281215621162758,99.69453492991882,53.627634829557536,7.285737,53.627634829557536,0.0030597986,0.009999999,3.0952347e-07,200.0,0.013418583,-8.281215621162758,100,-11.7765665,1,1.0035362,0.9942592,0.9605302,100,1.334155,0.009660763
0.3,96.01060664050411,-8.052352186471634,-7.866593,-8.052352186471634,95.6812439842531,48.28810162394192,7.018726,48.28810162394192,0.04397599,0.01,4.5592924e-06,200.0,0.012069147,-8.052352186471634,100,-11.520333,1,1.0415516,0.98210764,0.08551728,100,1.1853201,0.0008707526
0.3,92.82781179938783,-8.074279677284537,-7.854123,-8.074279677284537,93.15965131148272,49.44442525372563,7.235326,49.44442525372563,0.07486673,0.010000002,7.4167497e-06,200.0,0.013216663,-8.074279677284537,100,-11.473433,1,1.0772634,1.0047028,0.26404217,100,1.3278818,0.0026280626
0.3,86.28628842794238,-8.253081462253716,-7.697584,-8.253081462253716,83.34326703349973,57.76104354645385,8.030538,57.76104354645385,0.18626338,0.010000002,2.0187557e-05,200.0,0.014874372,-8.253081462253716,100,-11.52132,1,1.1589327,0.9605541,0.052749265,100,1.4287639,0.00054915453
0.3,86.91300802167156,-7.45863093671434,-6.9990454,-7.45863093671434,90.00414821791938,53.45979544079087,7.3912835,53.45979544079087,0.12282246,0.01,1.1218165e-05,200.0,0.013442929,-7.45863093671434,100,-10.744522,1,1.1505758,1.0463525,0.04384121,100,1.4066042,0.00041899082
0.3,97.28240177804683,-7.912803835632246,-7.826192,-7.912803835632246,96.19403135391188,43.559106814570285,6.5765862,43.559106814570285,0.040961117,0.01,3.9965025e-06,200.0,0.021438118,-7.912803835632246,100,-11.468072,1,1.0279351,1.0123854,0.89242107,100,2.1703637,0.008815033
0.3,99.17593467252915,-7.700482834814253,-7.670676,-7.700482834814253,99.21742968276767,49.01273328168886,6.9514103,49.01273328168886,0.008038513,0.010000002,7.966935e-07,200.0,0.0131705655,-7.700482834814253,100,-11.196186,1,1.0083091,1.0044822,0.89867145,100,1.3229598,0.008946614
0.3,95.99120441921177,-7.811911781753347,-7.6706076,-7.811911781753347,93.52136945503844,53.69243671214067,7.1895623,53.69243671214067,0.07208044,0.01,6.9974144e-06,200.0,0.031077215,-7.811911781753347,100,-11.340384,1,1.0417621,1.0149391,0.883831,100,3.1541479,0.008708218
0.3,93.63579476717877,-8.379837146304114,-8.1780615,-8.379837146304114,91.72535918062478,51.36717910860079,7.189042,51.36717910860079,0.09062995,0.009999998,9.11225e-06,200.0,0.025619056,-8.379837146304114,100,-11.899788,1,1.0679677,0.99729353,0.82185423,100,2.554972,0.008240846
0.3,84.85254196775857,-9.233146591541676,-8.674955,-9.233146591541676,84.46096070504824,53.574880691923184,7.495295,53.574880691923184,0.1717488,0.01,1.858373e-05,200.0,0.0277284,-9.233146591541676,100,-12.500507,1,1.1785151,0.9613475,0.48498046,100,2.6656628,0.005044799
0.3,98.32736042992714,-8.256339250811678,-8.197061,-8.256339250811678,98.73671496910175,48.10128191174512,6.9184437,48.10128191174512,0.012837159,0.010000002,1.2923495e-06,200.0,0.015419025,-8.256339250811678,100,-11.82836,1,1.0170109,0.99665415,0.9197333,100,1.5367435,0.009228209
0.3,99.78206075226034,-7.891138098651137,-7.8837323,-7.891138098651137,99.76742766320038,51.53700406979817,7.119771,51.53700406979817,0.0023530433,0.010000002,2.3545853e-07,200.0,0.01050808,-7.891138098651137,100,-11.475665,1,1.0021842,0.99967265,0.85729223,100,1.050464,0.00857573
0.3,84.46686572201803,-8.245670898324398,-7.639934,-8.245670898324398,88.6976435049905,51.89428964377889,7.058,51.89428964377889,0.14890967,0.010000002,1.2871261e-05,200.0,0.01367789,-8.245670898324398,100,-11.552858,1,1.1838962,1.0756003,0.08042704,100,1.4711943,0.000747741
0.3,90.22894958333445,-7.799557158225465,-7.404251,-7.799557158225465,90.92007772195785,53.562734125584676,7.495887,53.562734125584676,0.10721477,0.01,1.0087588e-05,200.0,0.030269803,-7.799557158225465,100,-11.084131,1,1.1082917,1.0309407,0.83611715,100,3.1206372,0.008110235
0.3,87.90076274686112,-7.185625468988646,-6.7634573,-7.185625468988646,88.48940486007396,46.53904784761715,6.8625984,46.53904784761715,0.12781727,0.009999999,1.3139258e-05,200.0,0.014682012,-7.185625468988646,100,-10.537594,1,1.1376466,0.9863007,0.2059325,100,1.4480879,0.0020879281
0.3,99.29592361065325,-7.245091662078856,-7.214852,-7.245091662078856,99.27166160959555,45.74563116591647,6.7512283,45.74563116591647,0.0073684235,0.01,7.4111256e-07,200.0,0.010681544,-7.245091662078856,100,-10.817371,1,1.0070907,0.99711496,0.6250119,100,1.0650728,0.0062682033
0.3,91.42660838079713,-7.425790227050477,-7.1237383,-7.425790227050477,92.65636945075559,40.075653840677866,6.4684258,40.075653840677866,0.07908986,0.01,8.00572e-06,200.0,0.017052943,-7.425790227050477,100,-10.878048,1,1.0937735,0.9939401,0.46559367,100,1.6949605,0.004684323
0.3,86.95763227009728,-7.184500876409229,-6.66442,-7.184500876409229,87.00149092025761,48.65708942466919,6.853858,48.65708942466919,0.15883543,0.010000002,1.5091467e-05,200.0,0.028917035,-7.184500876409229,100,-10.506493,1,1.1499853,1.025907,0.6398892,100,2.9666188,0.006237302
0.3,89.00743425593512,-7.1186599025807755,-6.7490144,-7.1186599025807755,87.956342031581,42.998638883663446,6.8270874,42.998638883663446,0.12892732,0.01,1.3831088e-05,200.0,0.01894319,-7.1186599025807755,100,-10.364275,1,1.1235017,0.9654824,0.24973656,100,1.8289318,0.0025866507
0.3,99.75716575090486,-7.931741943438872,-7.9233074,-7.931741943438872,99.81176449742755,42.956395234918645,6.510077,42.956395234918645,0.0019168912,0.010000002,1.9048898e-07,200.0,0.011188187,-7.931741943438872,100,-11.455981,1,1.0024343,1.0031452,0.9021896,100,1.1223376,0.008993609
0.3,95.96980076269182,-7.946896509121858,-7.799356,-7.946896509121858,97.31092676064189,54.043596509622105,7.211849,54.043596509622105,0.02985259,0.010000002,2.791275e-06,200.0,0.011424974,-7.946896509121858,100,-11.453632,1,1.0419945,1.0341647,0.4001606,100,1.1815304,0.003869409
0.3,99.55585262434323,-7.848316425893632,-7.8280554,-7.848316425893632,99.53307561584035,51.36895191507994,7.155632,51.36895191507994,0.004716755,0.01,4.7385456e-07,200.0,0.010544869,-7.848316425893632,100,-11.403494,1,1.0044613,0.9976981,0.66216785,100,1.0520597,0.006636956
