ESSRenyi,MaxNormIw,VarNormIw,renyi2,MinNormIw,ESSClassic,AvgRet,VarDiscRet,VarJ,MinVanillaIw,AvgDiscRet,VarVanillaIw,J,VarRet,Bound,delta,VanillaAvgRet,MaxVanillaIw,AvgNormIw,AvgVanillaIw,SamplesThisIter,EpsThisIter,AvgEpLen,BatchSize,IterType
nan,0.000241128,6.58326e-10,nan,1.19583e-05,0.642000379798,-388.647983417,4673.6604077,2047.03,0.22859,-388.647983417,0.240556,-65929.2,4673.6604077,-490.548,0.1,-388.647983417,4.6093,5.34188e-05,1.02113,50000,104,480.769230769,100,1
4.13752491115,0.000200101,3.50432e-10,3.18507,2.25282e-05,0.632263983529,-396.657966874,2979.29512746,1517.06,0.426547,-396.657966874,0.125628,-69111.7,2979.29512746,-507.797,0.1,-396.657966874,3.7887,5.39374e-05,1.02125,50000,103,485.436893204,100,1
nan,0.00028402,1.14519e-09,nan,1.50647e-06,0.683847012397,-385.47932658,7105.50080685,2460.57,0.0309341,-385.47932658,0.482876,-63341.1,7105.50080685,-477.859,0.1,-385.47932658,5.83213,5.24109e-05,1.07622,50000,106,471.698113208,100,1
nan,0.000442291,3.80741e-09,nan,3.83362e-16,0.621076984272,-368.761781681,10950.8312156,2662.53,9.25256e-12,-368.761781681,2.21787,-53756.4,10950.8312156,-431.761,0.1,-368.761781681,10.6748,5.0505e-05,1.21896,50000,110,454.545454545,100,1
nan,0.000290182,1.34067e-09,nan,2.60318e-06,0.68251614261,-379.736176112,7225.95040821,2358.98,0.0535901,-379.736176112,0.568177,-61528.1,7225.95040821,-467.062,0.1,-379.736176112,5.9738,5.19211e-05,1.06887,50000,107,467.289719626,100,1
0.941662569811,0.000240674,1.91253e-10,4.66528,1.86525e-05,0.633149055069,-391.062991866,4044.00297841,1419.83,0.343247,-391.062991866,0.0647664,-69105.1,4044.00297841,-496.229,0.1,-391.062991866,4.42894,5.39374e-05,0.992569,50000,103,485.436893204,100,1
0.450819962514,0.000297546,8.6675e-10,5.40186,5.11826e-07,0.7811314072,-380.142135348,7389.68066553,2122.47,0.0102165,-380.142135348,0.345343,-64296.8,7389.68066553,-469.401,0.1,-380.142135348,5.93927,5.24109e-05,1.04617,50000,106,471.698113208,100,1
0.954096064732,0.000210536,9.20384e-11,4.65216,3.46185e-05,0.627571148568,-402.261692457,1224.83983505,950.046,0.628363,-402.261692457,0.030323,-71762.2,1224.83983505,-521.301,0.1,-402.261692457,3.82145,5.50055e-05,0.998408,50000,101,495.04950495,100,1
nan,0.000278714,8.85383e-10,nan,1.91665e-06,0.687830235779,-386.592669192,5928.38943142,2400.5,0.0364592,-386.592669192,0.320375,-64435.2,5928.38943142,-481.264,0.1,-386.592669192,5.30179,5.29101e-05,1.00647,50000,105,476.19047619,100,1
0.498419130059,0.000252031,8.18513e-10,5.30148,8.63443e-06,0.689477834374,-382.583462578,6271.48466365,2152.64,0.170551,-382.583462578,0.319349,-64091.7,6271.48466365,-479.132,0.1,-382.583462578,4.97822,5.24109e-05,1.03524,50000,106,471.698113208,100,1
0.349230712991,0.000247888,6.33492e-10,5.65719,1.39518e-05,0.654890580845,-388.68092656,4711.36407317,2123.13,0.271774,-388.68092656,0.240379,-66178.0,4711.36407317,-490.907,0.1,-388.68092656,4.82874,5.34188e-05,1.04057,50000,104,480.769230769,100,1
nan,0.000262531,1.02724e-09,nan,2.72477e-06,0.66339114164,-383.186683794,6645.93582413,2297.9,0.0549007,-383.186683794,0.417031,-63434.5,6645.93582413,-476.659,0.1,-383.186683794,5.28967,5.24109e-05,1.05601,50000,106,471.698113208,100,1
0.336824897001,0.000310744,1.32998e-09,5.69336,1.48522e-06,0.627604494524,-382.919837007,7477.26219491,2835.03,0.0286263,-382.919837007,0.494076,-61795.0,7477.26219491,-468.8,0.1,-382.919837007,5.98932,5.24109e-05,1.01017,50000,106,471.698113208,100,1
0.421768197007,0.000342773,1.94251e-09,5.46847,9.05183e-07,0.665127065965,-373.085691134,8369.50626753,2512.31,0.019602,-373.085691134,0.910944,-58682.7,8369.50626753,-452.194,0.1,-373.085691134,7.42284,5.14403e-05,1.11396,50000,108,462.962962963,100,1
nan,0.000572783,6.86339e-09,nan,1.14763e-25,0.629023451513,-357.497786942,13875.7462423,2396.2,3.27189e-21,-357.497786942,5.5787,-47738.7,13875.7462423,-394.191,0.1,-357.497786942,16.33,4.91642e-05,1.40167,50000,113,442.477876106,100,1
nan,0.000417175,2.92822e-09,nan,1.25231e-06,0.735236687244,-364.352308226,10563.3639923,2548.28,0.0291829,-364.352308226,1.59013,-54881.8,10563.3639923,-432.302,0.1,-364.352308226,9.72148,5.0505e-05,1.17693,50000,110,454.545454545,100,1
0.361772779358,0.000257463,7.02322e-10,5.62191,1.61239e-06,0.657633840721,-389.128463561,4959.32991725,2261.65,0.0315157,-389.128463561,0.268319,-65964.3,4959.32991725,-490.24,0.1,-389.128463561,5.03237,5.34188e-05,1.04412,50000,104,480.769230769,100,1
0.199509348743,0.000268373,8.61381e-10,6.21706,4.36793e-06,0.651680544974,-383.435067741,6070.42910231,2333.19,0.0820124,-383.435067741,0.303671,-63835.1,6070.42910231,-477.259,0.1,-383.435067741,5.03898,5.29101e-05,0.993441,50000,105,476.19047619,100,1
nan,0.000485765,4.05077e-09,nan,3.1562e-07,0.668370800479,-359.64513196,11052.0003448,2295.82,0.00771888,-359.64513196,2.42279,-52084.5,11052.0003448,-417.326,0.1,-359.64513196,11.88,5.00501e-05,1.22403,50000,111,450.45045045,100,1
0.119647912066,0.000277862,1.03024e-09,6.72837,4.50756e-06,0.711240625481,-376.584578692,6332.00517175,2203.06,0.0903579,-376.584578692,0.41399,-62180.1,6332.00517175,-468.617,0.1,-376.584578692,5.56998,5.24109e-05,1.05062,50000,106,471.698113208,100,1
nan,0.000404028,3.19705e-09,nan,1.67309e-06,0.602456566459,-369.89317566,9892.98402,2602.63,0.0378282,-369.89317566,1.63434,-55270.2,9892.98402,-437.659,0.1,-369.89317566,9.13499,5.09684e-05,1.15239,50000,109,458.71559633,100,1
0.0704445176331,0.000396661,1.15661e-09,7.2581,4.00694e-06,0.923908065862,-373.915005677,8999.28835829,2101.36,0.0808229,-373.915005677,0.470575,-62813.8,8999.28835829,-448.762,0.1,-373.915005677,8.00094,5.14403e-05,1.03759,50000,108,462.962962963,100,1
nan,0.000512842,3.2528e-09,nan,2.12597e-07,0.664791411017,-371.20306651,10000.8500576,2633.79,0.00480259,-371.20306651,1.65994,-55233.7,10000.8500576,-438.619,0.1,-371.20306651,11.5851,5.09684e-05,1.15138,50000,109,458.71559633,100,1
0.0287437043323,0.000272384,1.05971e-09,8.15451,3.88829e-07,0.673123041818,-384.135425683,6448.40171662,2316.32,0.00769303,-384.135425683,0.414823,-63340.1,6448.40171662,-475.759,0.1,-384.135425683,5.38915,5.24109e-05,1.03696,50000,106,471.698113208,100,1
0.0171006485054,0.000355605,2.103e-09,8.67381,4.81834e-07,0.686594386822,-372.856152651,8715.54213606,2540.06,0.0103114,-372.856152651,0.963111,-58069.9,8715.54213606,-449.831,0.1,-372.856152651,7.61001,5.14403e-05,1.10083,50000,108,462.962962963,100,1
0.0230587577229,0.000228006,3.71725e-10,8.37488,1.99991e-05,0.639787798739,-394.253837372,3142.0002407,1716.95,0.376398,-394.253837372,0.131672,-68537.5,3142.0002407,-504.076,0.1,-394.253837372,4.29123,5.39374e-05,1.01514,50000,103,485.436893204,100,1
0.0191116961994,0.000273035,7.66953e-10,8.56262,5.40713e-06,0.70025690043,-384.017566723,5865.79300042,2111.98,0.105837,-384.017566723,0.293838,-64902.5,5865.79300042,-479.539,0.1,-384.017566723,5.34427,5.29101e-05,1.03564,50000,105,476.19047619,100,1
nan,0.000514298,3.85552e-09,nan,3.35461e-07,0.634988890542,-367.903590964,10899.2416896,2572.37,0.00757868,-367.903590964,1.96782,-53296.8,10899.2416896,-426.781,0.1,-367.903590964,11.6189,5.05051e-05,1.141,50000,110,454.545454545,100,1
nan,0.000860984,8.56667e-09,nan,1.2232e-09,0.788913995014,-353.578202063,13857.3573479,1976.59,3.93488e-05,-353.578202063,8.8651,-47207.2,13857.3573479,-383.182,0.1,-353.578202063,27.6969,4.87329e-05,1.56768,50000,114,438.596491228,100,1
0.00103227030191,0.000378073,2.16601e-09,11.4812,1.46649e-06,0.669945114073,-375.069076308,9139.89025413,2727.37,0.0300296,-375.069076308,0.908246,-57903.4,9139.89025413,-448.918,0.1,-375.069076308,7.74189,5.14403e-05,1.05336,50000,108,462.962962963,100,1
nan,0.000920145,6.63825e-09,nan,1.81578e-10,0.724077784473,-360.723591323,12005.1917689,2133.84,5.11264e-06,-360.723591323,5.26281,-49629.3,12005.1917689,-408.037,0.1,-360.723591323,25.9083,4.96032e-05,1.39666,50000,112,446.428571429,100,1
nan,0.000367437,2.68378e-09,nan,1.32297e-06,0.656315089125,-369.301664856,9454.25971743,2516.89,0.029522,-369.301664856,1.3364,-56136.2,9454.25971743,-440.38,0.1,-369.301664856,8.19931,5.09684e-05,1.13735,50000,109,458.71559633,100,1
nan,0.000391061,2.44481e-09,nan,8.01322e-07,0.640695588173,-375.974051763,9092.76208021,2632.73,0.0170257,-375.974051763,1.10367,-57758.6,9092.76208021,-450.044,0.1,-375.974051763,8.30888,5.14403e-05,1.09295,50000,108,462.962962963,100,1
nan,0.000750024,7.93993e-09,nan,3.77648e-09,0.921194840191,-355.754607205,14593.2506024,2037.18,0.000111278,-355.754607205,6.89383,-46165.1,14593.2506024,-376.956,0.1,-355.754607205,22.1002,4.87329e-05,1.43597,50000,114,438.596491228,100,1
nan,0.000855217,8.88295e-09,nan,8.14479e-09,0.683864409409,-361.651852418,12978.5706216,2306.08,0.000247847,-361.651852418,8.22555,-47533.4,12978.5706216,-399.085,0.1,-361.651852418,26.0244,4.96032e-05,1.50943,50000,112,446.428571429,100,1
nan,0.000714394,6.67752e-09,nan,5.07712e-08,0.788217357996,-362.563441082,12252.5059963,2422.37,0.00135256,-362.563441082,4.73909,-49520.6,12252.5059963,-408.894,0.1,-362.563441082,19.0317,5.00501e-05,1.33335,50000,111,450.45045045,100,1
nan,0.000428776,2.47322e-09,nan,2.00803e-07,0.888021483929,-368.617205504,9886.23575402,2377.22,0.00435265,-368.617205504,1.16207,-58225.0,9886.23575402,-436.045,0.1,-368.617205504,9.29426,5.09684e-05,1.1048,50000,109,458.71559633,100,1
nan,0.000730057,7.28842e-09,nan,2.01701e-10,1.13400812492,-340.614887924,15907.2655744,1836.19,6.68981e-06,-340.614887924,8.01759,-44026.2,15907.2655744,-351.509,0.1,-340.614887924,24.2137,4.7081e-05,1.56153,50000,118,423.728813559,100,1
nan,0.000739823,7.35837e-09,nan,3.87867e-11,1.10325998777,-334.342839008,17240.9920923,1885.2,1.29268e-06,-334.342839008,8.17325,-41846.3,17240.9920923,-336.448,0.1,-334.342839008,24.6567,4.66853e-05,1.55592,50000,119,420.168067227,100,1
nan,0.00106302,7.42347e-09,nan,5.92358e-10,2.45798618806,-332.82376029,18342.663301,1910.43,1.9631e-05,-332.82376029,8.15308,-41611.1,18342.663301,-325.531,0.1,-332.82376029,35.2289,4.62963e-05,1.53428,50000,120,416.666666667,100,1
nan,0.000476377,5.32014e-09,nan,3.00521e-26,1.49276829227,-311.620380596,21910.8309269,1837.91,1.09878e-21,-311.620380596,7.11212,-37804.0,21910.8309269,-288.432,0.1,-311.620380596,17.4176,4.34028e-05,1.58692,50000,128,390.625,100,1
nan,0.000765464,6.58511e-09,nan,1.81697e-09,1.10539248372,-340.500648533,17913.8157006,1951.43,5.39432e-05,-340.500648533,5.8042,-42711.8,17913.8157006,-336.74,0.1,-340.500648533,22.7255,4.66853e-05,1.38602,50000,119,420.168067227,100,1
nan,0.000527876,4.96625e-09,nan,1.51316e-11,1.10442893815,-321.7223334,19957.8837429,1829.75,4.71374e-07,-321.7223334,4.81937,-40118.7,19957.8837429,-310.853,0.1,-321.7223334,16.4442,4.48029e-05,1.39568,50000,124,403.225806452,100,1
nan,0.000276924,1.90162e-09,nan,2.88859e-13,1.90081433697,-282.151997535,24115.1013195,1821.47,8.34704e-09,-282.151997535,1.58788,-35216.7,24115.1013195,-260.546,0.1,-282.151997535,8.00216,3.96825e-05,1.14669,50000,140,357.142857143,100,1
nan,0.000319491,2.12598e-09,nan,2.62904e-10,2.30818575916,-271.522657081,23649.6807001,1749.6,8.44982e-06,-271.522657081,2.19614,-33959.7,23649.6807001,-254.817,0.1,-271.522657081,10.2686,3.885e-05,1.24865,50000,143,349.65034965,100,1
nan,0.000235582,1.36196e-09,nan,1.51189e-10,1.73964342461,-267.816812472,24709.085362,1775.28,4.2006e-06,-267.816812472,1.05134,-33481.0,24709.085362,-248.226,0.1,-267.816812472,6.54534,3.80518e-05,1.05722,50000,146,342.465753425,100,1
nan,0.000188784,9.42312e-10,nan,1.75728e-17,1.77974687275,-241.613799069,26738.1339988,1817.07,5.43656e-13,-241.613799069,0.901911,-29522.0,26738.1339988,-219.975,0.1,-241.613799069,5.8405,3.42936e-05,1.06096,50000,162,308.641975309,100,1
nan,0.000132879,6.38418e-10,nan,4.08277e-11,1.64380959057,-227.010659151,25947.662111,1737.27,1.23982e-06,-227.010659151,0.588723,-28401.8,25947.662111,-211.037,0.1,-227.010659151,4.03516,3.26797e-05,0.992387,50000,170,294.117647059,100,1
nan,0.000129235,3.03733e-10,nan,2.10649e-14,1.75882757619,-195.82134876,25021.4699865,1644.72,6.58254e-10,-195.82134876,0.296594,-25164.2,25021.4699865,-189.554,0.1,-195.82134876,4.03846,2.83447e-05,0.88574,50000,196,255.102040816,100,1
8.31910126867e-11,0.000127976,3.10708e-10,27.8151,9.91455e-11,2.08425903126,-189.601806377,24321.364573,1625.94,3.23464e-06,-189.601806377,0.330718,-24238.1,24321.364573,-187.176,0.1,-189.601806377,4.17524,2.76396e-05,0.901746,50000,201,248.756218905,100,1
6.05648387831e-11,0.000113044,1.84413e-10,28.1325,3.43229e-14,1.94737068141,-165.766724525,21977.4231329,1498.06,1.26143e-09,-165.766724525,0.249086,-22006.4,21977.4231329,-174.099,0.1,-165.766724525,4.15458,2.405e-05,0.883882,50000,231,216.45021645,100,1
nan,0.000103354,2.12936e-10,nan,1.03474e-14,1.69877721147,-173.676878498,24428.5719396,1595.51,3.58614e-10,-173.676878498,0.255766,-22427.7,24428.5719396,-172.956,0.1,-173.676878498,3.58198,2.51383e-05,0.871229,50000,221,226.244343891,100,1
nan,9.86495e-05,1.58276e-10,nan,1.158e-09,2.1403700133,-157.204069315,21391.9421899,1465.84,4.44207e-05,-157.204069315,0.232899,-20772.5,21391.9421899,-165.652,0.1,-157.204069315,3.78417,2.30521e-05,0.884273,50000,241,207.468879668,100,1
nan,7.57299e-05,9.31449e-11,nan,1.29554e-11,2.44999375328,-133.353033989,17959.0724532,1305.27,5.63451e-07,-133.353033989,0.176185,-18275.6,17959.0724532,-152.227,0.1,-133.353033989,3.29361,1.97006e-05,0.856807,50000,282,177.304964539,100,1
nan,8.11034e-05,9.80505e-11,nan,1.06555e-09,2.26752131472,-137.91820151,18064.4304079,1326.06,4.51514e-05,-137.91820151,0.176052,-18985.6,18064.4304079,-157.645,0.1,-137.91820151,3.43665,2.035e-05,0.862305,50000,273,183.15018315,100,1
nan,7.53795e-05,7.58482e-11,nan,2.72995e-10,2.64735848644,-123.815883996,15977.7997405,1215.03,1.26888e-05,-123.815883996,0.163861,-17244.1,15977.7997405,-148.049,0.1,-123.815883996,3.50363,1.85185e-05,0.860738,50000,300,166.666666667,100,1
6.01534937111e-11,5.33199e-05,4.63719e-11,28.1393,1.3133e-08,2.60872657462,-111.425396803,13552.1552999,1127.41,0.000686782,-111.425396803,0.126814,-16235.9,13552.1552999,-141.009,0.1,-111.425396803,2.78834,1.67336e-05,0.875075,50000,332,150.602409639,100,1
nan,7.33989e-05,7.63729e-11,nan,1.33037e-10,2.60826658214,-124.966123888,16731.3113985,1251.09,6.23523e-06,-124.966123888,0.167765,-17280.2,16731.3113985,-147.282,0.1,-124.966123888,3.44009,1.85805e-05,0.870837,50000,299,167.224080268,100,1
7.57513309537e-11,4.06252e-05,2.44032e-11,27.9087,2.11509e-08,3.18854472673,-92.8820440607,8640.75937954,898.034,0.00131562,-92.8820440607,0.0944175,-14320.1,8640.75937954,-131.949,0.1,-92.8820440607,2.52696,1.43554e-05,0.892933,50000,387,129.198966408,100,1
8.01264831402e-11,3.60461e-05,2.42514e-11,27.8526,1.16388e-08,2.89783207175,-92.6216289998,7897.74641876,848.968,0.000722824,-92.6216289998,0.093538,-14418.1,7897.74641876,-133.826,0.1,-92.6216289998,2.23864,1.43554e-05,0.891543,50000,387,129.198966408,100,1
nan,4.08496e-05,2.23544e-11,nan,4.70696e-08,2.93679939612,-91.01526537,8174.10306733,859.046,0.0029873,-91.01526537,0.0900407,-14114.2,8174.10306733,-130.953,0.1,-91.01526537,2.59254,1.39938e-05,0.888127,50000,397,125.944584383,100,1
1.40526086903e-10,3.67858e-05,1.90892e-11,27.2908,1.38113e-08,3.0183706607,-86.3206904863,7378.23755952,812.492,0.000930009,-86.3206904863,0.0865553,-13547.9,7378.23755952,-127.344,0.1,-86.3206904863,2.47704,1.34192e-05,0.903608,50000,414,120.77294686,100,1
1.06596507622e-10,3.6575e-05,1.7292e-11,27.5671,3.64999e-08,3.1038149841,-85.334433109,7066.28037307,809.9,0.00247207,-85.334433109,0.07932,-13501.3,7066.28037307,-127.467,0.1,-85.334433109,2.47716,1.32591e-05,0.898013,50000,419,119.331742243,100,1
3.48605030854e-10,2.57944e-05,9.2665e-12,26.3823,1.18687e-07,3.1037753106,-76.2619400941,4582.44972186,649.713,0.00919185,-76.2619400941,0.0555794,-12600.4,4582.44972186,-122.087,0.1,-76.2619400941,1.99767,1.1999e-05,0.929278,50000,463,107.991360691,100,1
3.39710892494e-10,3.29225e-05,1.30858e-11,26.4081,7.21426e-08,3.10837315298,-79.9383565396,5982.04182231,734.815,0.0052911,-79.9383565396,0.0703899,-12861.2,5982.04182231,-122.879,0.1,-79.9383565396,2.41461,1.24285e-05,0.911537,50000,447,111.856823266,100,1
3.77898678525e-10,3.08636e-05,1.3674e-11,26.3016,1.86831e-08,3.19745795498,-81.156952823,6361.93396761,767.503,0.00135437,-81.156952823,0.0718577,-13059.1,6361.93396761,-124.225,0.1,-81.156952823,2.23736,1.25691e-05,0.91116,50000,442,113.122171946,100,1
7.89004941471e-11,3.77421e-05,1.80813e-11,27.868,4.40135e-08,3.04122884179,-86.1654069695,7638.24933847,826.228,0.00298411,-86.1654069695,0.0831164,-13529.4,7638.24933847,-126.538,0.1,-86.1654069695,2.55891,1.33227e-05,0.903276,50000,417,119.904076739,100,1
9.21668123523e-11,3.21953e-05,1.06226e-11,27.7126,1.48703e-07,3.04821750837,-77.2877800447,5201.4665578,696.625,0.0113749,-77.2877800447,0.0621567,-12638.7,5201.4665578,-121.933,0.1,-77.2877800447,2.46275,1.213e-05,0.927876,50000,458,109.170305677,100,1
1.76231292274e-10,2.98335e-05,1.09964e-11,27.0644,1.65638e-07,3.06206708062,-77.8260803779,5191.46372366,694.753,0.0125953,-77.8260803779,0.0635845,-12710.7,5191.46372366,-123.013,0.1,-77.8260803779,2.26858,1.21832e-05,0.926429,50000,456,109.649122807,100,1
1.42270995565e-10,2.57737e-05,5.47027e-12,27.2785,2.63511e-07,3.05504074228,-70.5565838217,3088.87592746,541.801,0.0224788,-70.5565838217,0.0398068,-11955.9,3088.87592746,-118.385,0.1,-70.5565838217,2.19862,1.12461e-05,0.959345,50000,494,101.214574899,100,1
1.1633590184e-10,2.28225e-05,4.21657e-12,27.4797,3.54078e-07,3.29060460449,-67.4033355113,2474.64940645,484.55,0.0319357,-67.4033355113,0.0343016,-11534.9,2474.64940645,-115.555,0.1,-67.4033355113,2.05845,1.07666e-05,0.971081,50000,516,96.8992248062,100,1
1.23923745784e-10,2.51265e-05,6.89815e-12,27.4165,1.92269e-07,3.12634562339,-72.3844679848,3658.45359166,583.688,0.0159474,-72.3844679848,0.0474563,-12134.5,3658.45359166,-120.122,0.1,-72.3844679848,2.08407,1.14784e-05,0.952057,50000,484,103.305785124,100,1
1.17920929693e-10,2.10898e-05,3.73123e-12,27.4662,5.62276e-07,3.21177304122,-66.6441237753,2323.50599868,471.374,0.0512176,-66.6441237753,0.0309594,-11467.5,2323.50599868,-115.246,0.1,-66.6441237753,1.92107,1.06633e-05,0.971314,50000,521,95.9692898273,100,1
1.04581406517e-10,2.60218e-05,7.5127e-12,27.5862,1.78256e-07,3.10524873444,-72.4826203513,4091.4406839,617.859,0.0147107,-72.4826203513,0.0511653,-12093.8,4091.4406839,-118.895,0.1,-72.4826203513,2.14747,1.14548e-05,0.945313,50000,485,103.092783505,100,1
8.94271127162e-11,2.64526e-05,8.93172e-12,27.7428,8.285e-08,3.15899501765,-74.9508159604,4702.52265769,667.358,0.00660047,-74.9508159604,0.0566891,-12397.8,4702.52265769,-120.253,0.1,-74.9508159604,2.10742,1.17702e-05,0.937708,50000,472,105.93220339,100,1
1.53719589616e-10,1.63405e-05,1.39117e-12,27.2011,8.6327e-07,3.29031912371,-62.3610800363,730.438581016,267.792,0.0844455,-62.3610800363,0.0133119,-11025.4,730.438581016,-112.771,0.1,-62.3610800363,1.59843,1.01379e-05,0.991692,50000,548,91.2408759124,100,1
1.41327901032e-10,1.69468e-05,1.04284e-12,27.2851,7.89509e-07,3.29217424716,-61.3177487969,516.943939483,231.563,0.0789175,-61.3177487969,0.0104196,-10894.4,516.943939483,-111.972,0.1,-61.3177487969,1.69397,9.93838e-06,0.993418,50000,559,89.4454382826,100,1
1.6590897075e-10,2.02339e-05,9.39119e-13,27.1248,1.45021e-06,3.29942763498,-60.6122471834,503.677966278,237.56,0.146883,-60.6122471834,0.00963381,-10786.5,503.677966278,-111.191,0.1,-60.6122471834,2.04936,9.83284e-06,0.995905,50000,565,88.4955752212,100,1
1.68626794454e-10,2.17903e-05,4.64174e-12,27.1085,4.52843e-07,3.11485501001,-68.7604822161,2850.02830972,524.068,0.0400466,-68.7604822161,0.0363008,-11753.7,2850.02830972,-117.657,0.1,-68.7604822161,1.927,1.09361e-05,0.967123,50000,508,98.4251968504,100,1
1.75294627626e-10,1.93442e-05,2.908e-12,27.0697,6.45789e-07,3.22525864064,-65.637373773,1900.79929476,429.426,0.0598854,-65.637373773,0.0250066,-11393.5,1900.79929476,-115.07,0.1,-65.637373773,1.79383,1.05619e-05,0.979426,50000,526,95.0570342205,100,1
1.55333535125e-10,2.08646e-05,3.60476e-12,27.1906,6.52981e-07,3.2929040435,-66.7330340049,2366.74691438,476.567,0.0598973,-66.7330340049,0.0303312,-11498.3,2366.74691438,-115.768,0.1,-66.7330340049,1.91389,1.06428e-05,0.976255,50000,522,95.785440613,100,1
1.4576686153e-10,2.00788e-05,3.16589e-12,27.2542,6.5476e-07,3.14552055575,-65.9517620185,1783.99252498,427.344,0.0603302,-65.9517620185,0.0268783,-11460.9,1783.99252498,-115.609,0.1,-65.9517620185,1.85008,1.0582e-05,0.975037,50000,525,95.2380952381,100,1
1.42595363662e-10,2.26416e-05,4.69021e-12,27.2762,2.12937e-07,3.21121412165,-68.3693106674,2849.77691955,518.6,0.0188803,-68.3693106674,0.0368731,-11652.8,2849.77691955,-116.2,0.1,-68.3693106674,2.00755,1.08719e-05,0.963974,50000,511,97.8473581213,100,1
1.45447481071e-10,1.92174e-05,2.7714e-12,27.2564,4.36673e-07,3.11813861321,-65.7804893699,1693.61386779,413.422,0.0405446,-65.7804893699,0.023892,-11452.7,1693.61386779,-115.267,0.1,-65.7804893699,1.78432,1.05619e-05,0.980661,50000,526,95.0570342205,100,1
1.52981036591e-10,1.73772e-05,1.94028e-12,27.2059,7.08054e-07,3.24134624742,-63.6523062634,995.884219599,313.868,0.0681329,-63.6523062634,0.0179658,-11187.7,995.884219599,-113.971,0.1,-63.6523062634,1.67213,1.02881e-05,0.989975,50000,540,92.5925925926,100,1
