StdIW,MinIW,EpThisIter,InitialReturnStd,InitialReturnMean,EpisodesSoFar,TimeElapsed,EpLenMean,InitialBound,Bound,MinIWNorm,EmpiricalD2,TimestepsSoFar,Weights,StdIWNorm,InitialReturnMin,MeanIWNorm,ESSClassic,Iteration,InitialReturnMax,MaxIW,MeanIW,ESSRenyi,EpRewMean,ReturnMeanIW,MaxIWNorm
2.1852658,0.00092746224,100,43.68264,-3.6621093e-06,1200,153.0606918334961,430.36,-58.58574,-29.442305,9.274622e-06,52.929535,380084,[ 0.104 -0.241  0.079 ...  0.092  0.334 -0.07 ],0.021852659,-99.04477,0.0070182527,9.35011,12,85.58929,19.396297,0.70182526,1.8893043,-57.590306025763745,-22.20023,0.19396298
5.3398147,0.00075126556,100,47.958015,-3.0517577e-07,1300,167.03363847732544,435.64,-45.19495,-14.380501,7.5126554e-06,27.875582,423648,[ 0.106 -0.243  0.085 ...  0.094  0.338 -0.065],0.053398144,-105.88725,0.012660197,5.3220325,13,83.05311,51.260986,1.2660199,3.587369,-44.130749319556315,-8.761772,0.51260984
8.174801,0.0009797374,100,49.405922,-1.8310546e-06,1400,182.5687758922577,433.7,-51.916405,-8.499456,9.797373e-06,218.68309,467018,[ 0.106 -0.243  0.089 ...  0.095  0.34  -0.078],0.08174801,-108.64853,0.012142888,2.1587954,14,107.3687,82.25455,1.2142888,0.45728272,-50.82444923147968,7.6483617,0.82254547
7.449009,0.00034328643,100,46.076633,1.5258789e-06,1500,197.4711983203888,448.9,-37.202427,-6.0556126,3.4328643e-06,202.5004,511908,[ 0.106 -0.243  0.092 ...  0.095  0.341 -0.096],0.074490085,-106.02362,0.018155683,5.6074567,15,87.745895,52.261612,1.8155682,0.49382618,-36.13685090904999,9.107836,0.5226161
1.3581457,0.002060028,100,29.979685,1.6784668e-06,1600,211.81505274772644,484.17,-33.70995,-23.793962,2.060028e-05,11.098437,560325,[ 0.106 -0.243  0.096 ...  0.097  0.341 -0.104],0.013581457,-87.98956,0.006328963,17.841284,16,65.81213,9.2951,0.63289636,9.010278,-32.82562422693946,-20.847883,0.092951
12740.827,3.4468288e-09,100,38.801445,-1.6784668e-06,1700,225.29448890686035,472.0,-28.639322,32123.693,3.4468286e-11,174695660.0,607525,[ 0.106 -0.243  0.097 ...  0.098  0.342 -0.115],127.40831,-100.05772,12.805417,1.0000623,17,58.2202,128050.195,1280.5419,5.72424e-07,-27.63370722730409,45415.195,1280.502
3.2803192,0.0006948747,100,31.763346,1.7929077e-06,1800,246.62053751945496,500.0,-54.42792,-26.974415,6.9487464e-06,43.607723,657525,[ 0.108 -0.242  0.1   ...  0.098  0.341 -0.121],0.032803193,-75.82592,0.008943509,6.9190226,18,87.5322,30.490086,0.89435107,2.293172,-53.548192976532484,-21.165005,0.30490085
395.88998,7.317303e-08,100,34.025387,-3.0517579e-06,1900,260.6166422367096,484.56,-38.872185,291.98737,7.3173023e-10,189282.64,705981,[ 0.107 -0.242  0.099 ...  0.098  0.342 -0.115],3.9588993,-127.00371,0.40429744,1.0321604,19,51.68352,3979.3345,40.42975,0.0005283105,-37.595752407206184,847.3212,39.793343
1156.0013,3.5713826e-06,100,39.980087,1.6784668e-06,2000,278.423109292984,472.15,-25.891407,2553.097,3.5713825e-08,30649.582,753196,[ 0.11  -0.245  0.106 ...  0.1    0.348 -0.111],11.560012,-121.14894,1.1739002,1.0206816,20,85.96595,11619.304,117.39003,0.0032626872,-24.67381423392012,2766.2612,116.19303
2.7434182,0.000854048,100,38.51076,-7.6293946e-07,2100,297.06279611587524,477.29,-17.970024,-8.627476,8.54048e-06,12.507854,800925,[ 0.109 -0.244  0.102 ...  0.097  0.345 -0.088],0.02743418,-122.45831,0.010655013,13.107141,21,63.11421,25.35983,1.0655012,7.9949765,-16.739273942040892,-4.2747416,0.2535983
2.7067237,0.001704577,100,44.64166,7.6293946e-07,2200,311.45157170295715,460.06,-25.737453,-7.7010336,1.704577e-05,22.118624,846931,[ 0.108 -0.243  0.1   ...  0.097  0.344 -0.096],0.027067237,-101.95317,0.012054072,16.550257,22,66.229546,22.082874,1.2054071,4.521077,-24.712785067936867,-2.881975,0.22082874
267.3261,0.00012924039,100,37.383137,7.6293944e-08,2300,326.0369791984558,474.65,-8.303043,57.492657,1.2924039e-06,983.44653,894396,[ 0.109 -0.244  0.103 ...  0.097  0.346 -0.088],2.6732612,-111.33347,0.2746434,1.0444694,23,56.75967,2687.0706,27.46434,0.10168321,-7.184099646765545,92.58267,26.870705
17.545353,4.848174e-05,100,46.085716,2.1362305e-06,2400,340.72190856933594,464.21,-18.21743,40.22126,4.848174e-07,398.73743,940817,[ 0.109 -0.243  0.104 ...  0.099  0.346 -0.087],0.17545351,-132.47865,0.023682255,1.7892907,24,101.05152,174.94958,2.3682258,0.2507916,-16.885967411223135,66.80841,1.7494959
8.8723,0.0012130543,100,39.67931,1.5258789e-06,2500,356.44103240966797,479.92,-13.692021,5.6193285,1.2130543e-05,96.63896,988809,[ 0.109 -0.244  0.106 ...  0.098  0.347 -0.102],0.08872299,-113.40625,0.02416803,6.9075613,25,80.37442,68.76017,2.4168034,1.0347793,-12.552244767202655,16.823906,0.6876017
2.6771994,0.0025734357,100,51.683975,9.155273e-07,2600,371.0740463733673,448.98,-16.246294,1.378526,2.5734356e-05,10.152596,1033707,[ 0.109 -0.243  0.106 ...  0.098  0.347 -0.106],0.026771994,-112.11969,0.012271361,17.362133,26,88.421265,17.640827,1.2271361,9.849697,-15.119448758007309,4.9690084,0.17640826
22.926935,0.00068329345,100,41.61493,1.5258789e-07,2700,384.70081663131714,480.0,-0.7774118,30.723618,6.832934e-06,61.12308,1081707,[ 0.109 -0.243  0.109 ...  0.1    0.349 -0.112],0.22926937,-123.218925,0.04217512,3.2731628,27,92.90513,220.60983,4.217512,1.6360432,0.4609842905704372,40.40556,2.2060983
4.3668017,0.0019225988,100,42.224678,9.155273e-07,2800,399.7816174030304,456.95,-1.59411,13.5732765,1.9225987e-05,13.542799,1127402,[ 0.109 -0.244  0.108 ...  0.099  0.35  -0.13 ],0.043668013,-123.84767,0.015760556,11.524901,28,57.2851,33.502445,1.5760556,7.383998,-0.3493936667082073,18.153898,0.33502445
3.56167,0.007924231,100,32.089237,-3.0517577e-07,2900,414.691264629364,488.24,-3.240026,2.7878811,7.924231e-05,11.013455,1176226,[ 0.109 -0.243  0.11  ...  0.099  0.351 -0.136],0.0356167,-110.88955,0.011178327,8.966959,29,56.66423,29.722275,1.1178325,9.0798025,-2.125544218925905,6.4864597,0.29722273
14.311355,1.1842551e-06,100,34.91575,3.0517577e-07,3000,428.29410886764526,487.17,-0.16146576,491.88477,1.1842551e-08,29508.03,1224943,[ 0.109 -0.243  0.111 ...  0.101  0.351 -0.139],0.14311355,-115.603905,0.023796504,2.6904216,30,70.600204,129.9759,2.3796504,0.0033889082,1.0003970224238568,691.46844,1.299759
1.8994597,0.011563857,100,49.520237,4.5776366e-07,3100,446.7617619037628,458.91,-8.897132,3.8166661,0.00011563857,6.6698284,1270834,[ 0.108 -0.242  0.107 ...  0.101  0.348 -0.164],0.018994598,-122.00552,0.009727665,20.77796,31,78.39157,12.888315,0.9727664,14.992889,-7.6709295520827006,6.9834557,0.12888315
69.33677,3.200944e-05,100,47.624565,7.6293946e-07,3200,461.2007441520691,464.48,-3.6859097,4238.219,3.200944e-07,26294.133,1317282,[ 0.108 -0.242  0.11  ...  0.101  0.35  -0.17 ],0.6933676,-167.91626,0.07831508,1.259674,32,72.28728,695.6589,7.831508,0.0038031298,-1.998286748823344,4511.875,6.9565887
1.9707527,0.00061785313,100,56.27582,1.2207031e-06,3300,481.4166576862335,426.25,-23.34863,2.655653,6.1785313e-06,35.602764,1359907,[ 0.107 -0.242  0.104 ...  0.101  0.35  -0.153],0.019707527,-104.60679,0.0064361366,9.637702,33,75.30084,13.980118,0.64361364,2.8087707,-22.297291158821228,8.928781,0.13980117
5.8368335,1.4105748e-05,100,39.789772,-6.1035155e-07,3400,496.2698609828949,484.78,1.9219892,57.71904,1.4105748e-07,833.72906,1408385,[ 0.107 -0.242  0.107 ...  0.103  0.352 -0.161],0.05836832,-125.273575,0.010196056,2.9611182,34,65.30875,58.186005,1.0196055,0.119943045,3.1810355135765964,94.07322,0.58186
3.0039923,0.0065116305,100,57.902443,1.6784668e-06,3500,512.1849765777588,421.15,-24.724226,8.294987,6.5116306e-05,28.110727,1450500,[ 0.108 -0.242  0.106 ...  0.103  0.352 -0.147],0.030039923,-108.675354,0.008831621,7.955729,35,102.72089,27.80531,0.8831621,3.557361,-23.63200015144388,14.085933,0.27805308
95.80869,3.900846e-06,100,39.618435,-6.1035155e-07,3600,526.395334482193,474.69,-4.91743,491.22302,3.900846e-08,9570.902,1497969,[ 0.107 -0.242  0.105 ...  0.102  0.351 -0.154],0.95808685,-136.44884,0.09848769,1.0456566,36,67.319176,963.11975,9.84877,0.010448336,-3.5460671741054592,625.38477,9.631197
59.080784,0.00010719473,100,49.988117,1.2207031e-06,3700,543.1975655555725,453.05,-13.8538265,75.34191,1.0719473e-06,75.53532,1543274,[ 0.111 -0.244  0.108 ...  0.102  0.355 -0.163],0.59080786,-111.88059,0.06489389,1.1920836,37,91.09209,594.17993,6.489388,1.323884,-12.729383635559367,85.114555,5.941799
26.52491,4.5242818e-05,100,51.648434,9.155273e-07,3800,558.0709462165833,442.69,-6.1909647,686.49243,4.5242817e-07,33530.574,1587543,[ 0.109 -0.243  0.104 ...  0.1    0.35  -0.175],0.26524907,-115.404236,0.04022974,2.2485876,38,75.06448,256.4922,4.022974,0.0029823526,-5.031107989676431,898.87787,2.5649219
1.840647,0.001089563,100,62.56958,3.6621093e-06,3900,575.0974509716034,349.85,-39.391205,-12.512391,1.089563e-05,45.9876,1622528,[ 0.106 -0.241  0.097 ...  0.099  0.346 -0.164],0.01840647,-82.553696,0.007746829,15.048048,39,109.15239,13.964691,0.7746828,2.1744993,-38.294181719338305,-5.073024,0.1396469
1.7964704,0.006304996,100,52.006252,-1.2969971e-06,4000,589.3045833110809,442.09,-13.913284,-0.8289509,6.3049956e-05,12.624598,1666737,[ 0.107 -0.241  0.099 ...  0.099  0.346 -0.166],0.017964702,-110.19158,0.009847013,23.10341,40,78.7733,10.643138,0.9847014,7.9210443,-12.805819289336673,3.1060023,0.10643138
19.6102,1.0238728e-05,100,44.611755,-1.5258789e-07,4100,602.7969765663147,464.55,-12.362306,169.17538,1.02387276e-07,6397.064,1713192,[ 0.107 -0.241  0.099 ...  0.099  0.346 -0.163],0.19610204,-112.69985,0.02498167,1.596936,41,72.85062,196.38583,2.4981675,0.015632171,-11.229630528093276,259.76868,1.9638582
21.113375,3.1488034e-05,100,32.94722,5.722046e-07,4200,619.606100320816,493.67,-9.322162,24.949497,3.1488034e-07,132.9694,1762559,[ 0.107 -0.24   0.099 ...  0.096  0.342 -0.156],0.21113376,-135.31575,0.032717176,2.3449368,42,64.86626,209.38135,3.271718,0.75205266,-7.962186122745642,40.631683,2.0938134
265.5897,2.0477514e-06,100,38.46162,1.0681152e-06,4300,634.2794663906097,468.75,-15.875933,428.29602,2.0477513e-08,19251.967,1809434,[ 0.106 -0.24   0.098 ...  0.094  0.342 -0.153],2.6558971,-119.15721,0.27141628,1.0335636,43,66.778915,2669.5918,27.141626,0.0051942747,-14.678357786123106,594.4613,26.695917
30.77832,1.5168623e-06,100,46.48047,-4.5776366e-07,4400,653.3262941837311,470.03,-6.324522,369.3916,1.5168622e-08,11869.155,1856437,[ 0.107 -0.24   0.1   ...  0.096  0.343 -0.159],0.3077832,-124.80727,0.03474212,1.2581264,44,89.33674,309.50018,3.4742124,0.008425199,-5.07016118547221,506.04868,3.0950017
3.0796304,0.00085864874,100,43.334255,,4500,670.0473644733429,466.74,0.5523933,21.619984,8.586488e-06,58.909325,1903111,[ 0.109 -0.24   0.11  ...  0.101  0.351 -0.188],0.0307963,-130.00412,0.010257189,9.985547,45,65.33552,23.229748,1.0257189,1.6975241,1.8589843069123442,31.648382,0.23229747
39.146896,0.0003547489,100,34.47953,4.5776366e-07,4600,684.889997959137,484.46,7.799633,79.489655,3.5474889e-06,436.27222,1951557,[ 0.11  -0.242  0.111 ...  0.1    0.353 -0.201],0.39146894,-135.50623,0.06095289,2.3669589,46,56.181847,334.8506,6.095289,0.22921468,9.161522676151584,107.9356,3.3485057
95.18244,0.00021358063,100,21.811829,3.8146972e-08,4700,700.9419882297516,500.0,10.249,95.20563,2.1358062e-06,597.0752,2001557,[ 0.111 -0.242  0.113 ...  0.098  0.353 -0.204],0.95182425,-76.83781,0.10210774,1.1377174,47,49.54207,957.0735,10.210774,0.16748309,11.021248207863243,114.07562,9.570735
463.40033,5.4838624e-06,100,29.249062,-5.340576e-07,4800,715.8954315185547,494.64,7.9250555,644.5401,5.4838623e-08,5038.484,2051021,[ 0.111 -0.241  0.114 ...  0.099  0.354 -0.193],4.6340027,-110.68287,0.47457817,1.0379386,48,81.595604,4657.9424,47.45783,0.01984724,9.03746008525965,723.5011,46.579422
2.568344,0.0012390257,100,20.46283,-7.6293946e-07,4900,735.0008780956268,500.0,14.691434,52.899643,1.2390257e-05,261.58124,2101021,[ 0.111 -0.241  0.117 ...  0.098  0.355 -0.199],0.02568344,-42.555374,0.009430641,11.880819,49,51.868423,15.799824,0.9430641,0.38229042,15.212732064411352,61.33083,0.15799823
