StdIW,MinIW,Bound,InitialBound,MinIWNorm,ESSRenyi,MaxIW,MeanIW,InitialReturnStd,InitialReturnMean,InitialReturnMin,TimestepsSoFar,MeanIWNorm,Iteration,EpisodesSoFar,MaxIWNorm,EpRewMean,TimeElapsed,EpLenMean,StdIWNorm,ReturnMeanIW,EmpiricalD2,InitialReturnMax,Weights,ESSClassic,EpThisIter
246.91718,3.3717457e-05,344.03128,-3.2818918,3.3717455e-07,0.052123543,2479.4287,26.786816,48.753105,1.3732911e-06,-92.6425,342740,0.26786816,18,1800,24.794287,-40.318529372570964,220.40995478630066,415.12,2.469172,487.78116,1918.5189,98.4568,[ 0.106 -0.242  0.088 ...  0.093  0.342 -0.15 ],1.1632103,100
41.230495,0.00024117138,144.20418,-3.550309,2.4117137e-06,0.603084,414.57193,4.526701,37.78297,-7.6293944e-08,-106.50925,390749,0.04526701,19,1900,4.145719,-34.107086464255396,238.0086908340454,480.09,0.41230497,189.92111,165.81438,95.35395,[ 0.105 -0.241  0.092 ...  0.093  0.341 -0.138],1.1910304,100
2.9015546,0.060927965,11.924404,-3.7377963,0.0006092796,24.302568,28.69203,1.165645,48.88087,5.1879883e-06,-112.13403,434523,0.01165645,20,2000,0.28692028,-36.2579421450881,254.53818607330322,437.74,0.029015545,19.506516,4.1147914,81.1487,[ 0.105 -0.241  0.086 ...  0.092  0.341 -0.144],13.896127,100
375.7311,3.519776e-05,2379.4111,-3.4674609,3.519776e-07,0.005877309,3776.6055,38.13896,47.088963,3.0517577e-07,-104.02383,478378,0.38138962,21,2100,37.766052,-35.82860407779344,269.16525411605835,438.55,3.7573104,2831.7068,17014.59,75.20198,[ 0.106 -0.242  0.091 ...  0.094  0.343 -0.133],1.0198387,100
21.136398,0.0023585823,133.98245,-3.238104,2.3585822e-05,1.5301026,212.03058,2.9882708,50.369953,1.8310546e-06,-97.14317,520446,0.029882707,22,2200,2.1203058,-26.768285004523282,289.0927474498749,420.68,0.21136399,160.16011,65.355095,85.11752,[ 0.106 -0.243  0.092 ...  0.098  0.346 -0.105],1.9596692,100
36.458523,1.6487847e-05,200.61234,-3.6924717,1.6487847e-07,0.23954426,356.2519,4.9800487,43.883617,4.997253e-06,-110.77429,566939,0.049800478,23,2300,3.5625188,-25.326914232907555,306.03715324401855,464.93,0.36458525,276.05637,417.45938,64.31266,[ 0.107 -0.243  0.095 ...  0.099  0.347 -0.121],1.8316423,100
84.05516,0.00017225667,293.55914,-3.5919707,1.7225666e-06,0.3212661,818.7454,11.012415,43.791656,9.155273e-07,-107.759125,612095,0.11012415,24,2400,8.187454,-24.882353372769586,321.7878043651581,451.56,0.84055156,356.93158,311.26843,71.51653,[ 0.109 -0.244  0.098 ...  0.1    0.35  -0.131],1.687505,100
253.226,0.00024803495,788.7,-3.263955,2.4803494e-06,0.08192333,2541.5173,27.738594,34.428806,2.4032593e-06,-97.91871,659790,0.27738586,25,2500,25.415173,-16.85281791432958,340.4548990726471,476.95,2.5322597,902.73566,1220.6536,71.13301,[ 0.108 -0.243  0.095 ...  0.098  0.347 -0.135],1.1856927,100
4269.9033,1.3062684e-06,22429.53,-3.1937132,1.3062683e-08,0.0002813843,42914.438,429.4404,30.506962,-1.3732911e-06,-95.81136,709100,4.2944036,26,2600,429.14438,-15.675902154350062,358.38738465309143,493.1,42.699024,24333.438,355385.84,86.090805,[ 0.108 -0.243  0.096 ...  0.1    0.35  -0.133],1.0013798,100
22.808985,0.004637681,67.86928,-3.930964,4.637681e-05,4.0476227,228.6045,3.3617446,50.671234,-3.8146973e-07,-117.92892,753235,0.033617448,27,2700,2.286045,-28.5412077311209,378.1741271018982,441.35,0.22808984,87.40813,24.70586,76.80987,[ 0.107 -0.241  0.096 ...  0.102  0.352 -0.154],2.126104,100
3.2324538,0.0022015194,19.398611,-3.5512135,2.2015194e-05,7.793435,21.397354,1.246028,45.215134,,-106.536415,798147,0.012460279,28,2800,0.21397354,-20.902305318665835,393.47079253196716,449.12,0.032324538,32.11935,12.831312,73.78786,[ 0.107 -0.241  0.097 ...  0.104  0.354 -0.144],12.936766,100
5.095116,0.00074570073,21.883995,-4.1839924,7.457007e-06,12.738041,50.465065,1.5598737,45.528652,-3.2043456e-06,-125.5197,844224,0.015598736,29,2900,0.50465065,-16.070299570720216,408.57038283348083,460.77,0.05095117,33.60701,7.8505006,71.105774,[ 0.107 -0.242  0.1   ...  0.104  0.355 -0.154],8.569613,100
4.738962,0.025096368,19.480883,-3.5731115,0.00025096367,17.742258,46.75885,1.3225503,43.45808,-9.155273e-07,-107.19332,890115,0.013225503,30,3000,0.46758848,-15.714936369585411,423.00578808784485,458.91,0.04738962,27.963737,5.636261,63.050045,[ 0.108 -0.242  0.103 ...  0.105  0.356 -0.152],7.2257876,100
1.6722419,0.021261912,6.836154,-3.6497464,0.00021261911,29.16222,11.46758,1.1587161,44.550335,-4.5776366e-07,-109.492355,935972,0.011587161,31,3100,0.1146758,-18.923815323018378,437.53784680366516,458.57,0.016722418,13.594685,3.4290943,72.311844,[ 0.11  -0.243  0.107 ...  0.107  0.359 -0.151],32.438217,100
1.9316238,0.040272646,7.0721235,-4.0171247,0.00040272644,21.723978,14.882188,1.181304,36.065075,,-120.513725,984199,0.011813039,32,3200,0.14882188,-12.12406107267225,450.9940197467804,482.27,0.019316237,15.690899,4.6032085,60.87564,[ 0.11  -0.243  0.107 ...  0.106  0.359 -0.154],27.220104,100
37.05061,0.00019323116,49.0026,-3.9680994,1.9323115e-06,0.3331984,372.65475,4.1524878,43.947918,-6.1035155e-07,-119.04298,1030801,0.041524876,33,3300,3.7265475,-15.961218493869147,465.33859848976135,466.02,0.37050605,117.74602,300.1215,69.97389,[ 0.111 -0.244  0.108 ...  0.107  0.36  -0.159],1.2405231,100
140.77187,5.8935407e-06,495.3861,-4.628233,5.8935406e-08,0.04736715,1415.0823,14.719198,34.17946,6.1035155e-07,-138.847,1079719,0.14719196,34,3400,14.150823,-13.47877427065429,480.91934037208557,489.18,1.4077188,708.0416,2111.1677,66.48538,[ 0.112 -0.243  0.109 ...  0.107  0.361 -0.175],1.0814695,100
12.332388,0.00043017275,39.405018,-3.6824908,4.3017276e-06,0.71297836,92.755,2.5976822,31.675587,-1.5258789e-07,-110.47472,1128472,0.025976822,35,3500,0.92754996,-15.580554891441313,498.093740940094,487.53,0.123323865,83.01676,140.25671,55.74265,[ 0.112 -0.243  0.11  ...  0.107  0.359 -0.176],4.2483854,100
16.05224,0.0012490579,50.136665,-4.0752416,1.2490579e-05,1.3881458,159.73114,2.5213628,32.32677,-6.4849854e-07,-122.25723,1177688,0.025213627,36,3600,1.5973114,-6.927272442467511,513.0110788345337,492.16,0.16052239,84.72549,72.03854,95.785,[ 0.112 -0.243  0.109 ...  0.107  0.36  -0.175],2.4077682,100
11.735965,0.0013646971,49.13856,-3.4340947,1.3646971e-05,1.1340249,115.46034,2.1790261,35.248886,1.5258789e-06,-100.13075,1226075,0.02179026,37,3700,1.1546034,-9.892755848410342,528.0444271564484,483.87,0.11735964,81.38644,88.18149,103.02287,[ 0.111 -0.243  0.106 ...  0.106  0.358 -0.169],3.3324826,100
359.642,9.016102e-05,2307.1125,-3.6541407,9.016102e-07,0.055652745,3615.0176,36.656414,39.7923,7.6293944e-08,-109.62422,1274482,0.36656407,38,3800,36.150173,-7.307455410498994,544.0557155609131,484.07,3.5964186,2462.0093,1796.8566,68.11777,[ 0.113 -0.244  0.107 ...  0.105  0.361 -0.162],1.0281839,100
112906.63,1.7690082e-08,90929.93,-3.158837,1.7690081e-10,7.0181886e-07,1134754.6,11347.59,49.13968,3.5095215e-06,-94.76523,1318628,113.4759,39,3900,11347.546,-24.526573716238907,561.8683574199677,441.46,1129.0667,128636.34,142486910.0,74.70383,[ 0.115 -0.246  0.107 ...  0.107  0.365 -0.166],1.0000076,100
2.4500659,0.07021822,7.616276,-4.370552,0.0007021822,38.655357,20.70702,1.2781373,34.162624,-2.5939942e-06,-131.11646,1367133,0.012781373,40,4000,0.20707019,-16.047917267561072,580.4473831653595,485.05,0.024500659,14.645884,2.5869634,67.464966,[ 0.116 -0.245  0.114 ...  0.11   0.367 -0.189],21.392572,100
66.10678,0.003094526,326.36957,-3.694745,3.094526e-05,3.0800784,664.37897,7.584482,31.140934,-2.2888183e-07,-110.842316,1416106,0.075844824,41,4100,6.6437893,-8.736197967534316,595.2467665672302,489.73,0.6610678,347.42206,32.466705,60.735947,[ 0.115 -0.244  0.112 ...  0.11   0.365 -0.185],1.2992133,100
140.85399,1.0010594e-05,543.7727,-3.8263097,1.0010594e-07,0.04282102,1415.8071,14.333845,34.78012,-1.6403199e-06,-114.789246,1464320,0.14333841,42,4200,14.158071,-16.771135274023546,610.8004813194275,482.14,1.4085397,728.6789,2335.3018,57.74958,[ 0.115 -0.245  0.114 ...  0.112  0.367 -0.174],1.0249739,100
3022.9058,5.5197515e-06,10308.9375,-3.8353999,5.5197514e-08,6.990651e-05,30382.871,306.12454,43.828884,-1.2207031e-06,-115.061966,1511716,3.0612457,43,4300,303.8287,-11.672808348388578,628.2262241840363,473.96,30.229061,14896.181,1430481.9,107.52226,[ 0.114 -0.245  0.111 ...  0.11   0.367 -0.179],1.0151163,100
447.77576,7.1295185e-06,1802.526,-3.2558138,7.129518e-08,0.00090366794,4500.6787,45.396217,51.66788,9.155273e-07,-97.67439,1554918,0.45396218,44,4400,45.006786,-26.85052536921632,648.1171126365662,432.02,4.4777584,2885.5923,110660.12,90.44388,[ 0.113 -0.243  0.106 ...  0.11   0.366 -0.167],1.0173657,100
0.62830734,0.26493388,-0.67317057,-3.908944,0.0026493387,79.640976,4.3826313,0.9867136,37.517303,1.1825562e-06,-117.26834,1601868,0.009867136,45,4500,0.04382631,-11.759904933885903,666.2049901485443,469.5,0.006283073,3.7070022,1.255635,65.172745,[ 0.113 -0.243  0.108 ...  0.11   0.365 -0.157],71.1504,100
2.1672137,0.01638095,8.933172,-3.6406999,0.0001638095,23.737736,16.811977,1.3020362,34.436184,4.5776366e-07,-109.22101,1650009,0.013020359,46,4600,0.16811977,-8.121335291713608,680.2703549861908,481.41,0.021672137,16.40566,4.212702,50.963753,[ 0.113 -0.243  0.108 ...  0.109  0.364 -0.162],26.521715,100
2.0343192,0.0180603,11.372386,-4.294311,0.000180603,18.071415,15.619072,1.0414988,50.54596,1.9836425e-06,-128.82939,1695400,0.010414988,47,4700,0.15619072,-19.3153189817052,694.1911108493805,453.91,0.020343192,21.47416,5.5336013,73.70502,[ 0.112 -0.242  0.106 ...  0.109  0.364 -0.168],20.767447,100
2362.653,3.3498162e-07,13595.129,-3.5822396,3.3498162e-09,0.00020025467,23745.777,237.6827,37.398926,3.0517577e-07,-107.467186,1743184,2.3768263,48,4800,237.45776,-5.789286112130958,708.324474811554,477.84,23.626524,16126.544,499364.12,76.64446,[ 0.112 -0.242  0.106 ...  0.108  0.364 -0.162],1.0018952,100
3.3656628,0.013026534,19.636925,-3.38476,0.00013026534,15.8066225,31.348139,1.1098131,59.75519,2.5177003e-06,-101.542885,1784497,0.01109813,49,4900,0.3134814,-30.00487122842338,725.2498440742493,413.13,0.03365663,28.150436,6.3264623,82.94902,[ 0.112 -0.242  0.104 ...  0.106  0.357 -0.156],9.8069,100
2.6228344,0.0046487376,11.749087,-3.7291143,4.6487374e-05,11.687072,18.577541,1.3090374,50.241344,1.2207031e-06,-111.87349,1830192,0.013090375,50,5000,0.18577541,-9.180550660267137,739.9810571670532,456.95,0.026228346,22.657288,8.556463,74.048874,[ 0.112 -0.242  0.105 ...  0.106  0.358 -0.158],19.941942,100
18.523771,0.0020674753,46.16347,-3.7518384,2.0674754e-05,0.7786175,179.17117,2.7594576,46.09958,,-112.55513,1877040,0.027594574,51,5100,1.7917117,-13.99575789246732,754.2741992473602,468.48,0.1852377,88.682365,128.43277,64.54851,[ 0.113 -0.243  0.106 ...  0.106  0.359 -0.162],2.1709826,100
23.459589,0.0019586827,124.782745,-4.2037325,1.9586827e-05,1.1257129,235.99586,2.9115543,30.983263,-9.155273e-07,-126.111946,1926031,0.02911555,52,5200,2.3599586,-9.694697150500042,769.7709929943085,489.91,0.2345959,164.40335,88.832596,70.283066,[ 0.113 -0.243  0.106 ...  0.105  0.359 -0.158],1.5169473,100
1.2011734,0.034399316,4.0125885,-2.1857178,0.00034399316,42.720142,7.9490633,1.046473,20.750189,-5.1498415e-07,-44.49127,1976031,0.010464731,53,5300,0.07949063,-12.007451953269905,785.6871252059937,500.0,0.012011734,7.3566756,2.3408163,65.57151,[ 0.112 -0.242  0.106 ...  0.106  0.359 -0.133],43.14968,100
0.69641906,0.24574573,1.0745168,-3.3753471,0.0024574574,65.554695,4.5408125,0.9978041,28.586784,-3.0517577e-07,-101.260414,2025312,0.009978041,54,5400,0.045408122,-10.204401389827119,799.2293598651886,492.81,0.0069641904,5.243369,1.5254437,48.15928,[ 0.112 -0.242  0.105 ...  0.106  0.358 -0.13 ],67.24331,100
14.226011,0.00046466655,61.867603,-3.616331,4.6466653e-06,1.47693,142.84465,2.0614128,25.247194,8.392334e-07,-81.7892,2075204,0.020614125,55,5500,1.4284464,-1.1893235068192107,813.0067853927612,498.92,0.14226012,91.62454,67.708015,108.48994,[ 0.112 -0.242  0.106 ...  0.106  0.358 -0.138],2.056548,100
80.38954,5.9074708e-05,227.05463,-3.5941334,5.9074705e-07,0.07461859,808.10474,8.255838,27.040768,4.5776366e-07,-107.824005,2124852,0.08255836,56,5600,8.081047,-2.260112217288987,830.2055168151855,496.48,0.8038954,358.6288,1340.1486,79.53408,[ 0.111 -0.241  0.106 ...  0.105  0.355 -0.146],1.0436788,100
77.29934,0.00052092894,266.78696,-3.4862552,5.209289e-06,0.13862124,777.16376,8.2186,50.226776,-1.6021728e-06,-104.58764,2169479,0.08218601,57,5700,7.7716374,-17.044015242517425,846.8569066524506,446.27,0.77299327,360.42325,721.39014,78.86002,[ 0.111 -0.24   0.104 ...  0.105  0.353 -0.157],1.1177956,100
54.23444,0.00081707095,83.051216,-3.4450994,8.170709e-06,1.2742767,545.36145,6.056802,36.543873,6.1035155e-07,-103.35296,2217151,0.06056801,58,5800,5.453614,-10.055104872400484,863.943502664566,476.72,0.54234433,113.57018,78.47589,71.51808,[ 0.111 -0.24   0.104 ...  0.105  0.354 -0.145],1.2318372,100
195.4172,1.0316444e-05,699.4797,-3.5410569,1.0316444e-07,0.06193709,1964.5215,20.734821,42.60434,1.5258789e-06,-106.23175,2263863,0.20734823,59,5900,19.645214,-15.26631681911868,879.9885954856873,467.12,1.954172,841.7642,1614.5415,96.420006,[ 0.11  -0.24   0.105 ...  0.105  0.354 -0.152],1.1133019,100
1.8380055,0.049853135,6.3584013,-3.2562923,0.0004985313,32.33835,11.939983,1.2210038,34.054596,,-97.68876,2311899,0.012210038,60,6000,0.11939983,-7.170265283579511,898.409410238266,480.36,0.018380053,12.084574,3.092304,58.232666,[ 0.112 -0.241  0.107 ...  0.105  0.356 -0.174],30.61851,100
4.198871,0.0062077018,18.582674,-3.2761197,6.2077015e-05,9.956573,30.9439,1.3204166,29.496298,-4.959106e-07,-98.28356,2360994,0.013204167,61,6100,0.30943897,-11.249744678545914,912.1903207302094,490.95,0.041988716,28.96524,10.043617,60.953037,[ 0.112 -0.241  0.107 ...  0.106  0.357 -0.181],8.9991665,100
26.0921,0.0029555233,96.09885,-4.1798196,2.9555233e-05,4.233533,259.64014,3.8104675,35.944138,2.2888183e-07,-125.39458,2409098,0.038104676,62,6200,2.5964012,-1.0328247268999906,927.2812552452087,481.04,0.260921,116.413345,23.620934,55.281284,[ 0.112 -0.24   0.104 ...  0.105  0.354 -0.178],2.0882068,100
1.770755,0.038433198,2.5957375,-4.0501995,0.00038433197,31.040897,12.009379,1.2818319,31.568865,-6.1035155e-07,-121.50598,2457263,0.012818319,63,6300,0.12009379,-6.406124743980317,943.1187474727631,481.65,0.017707549,9.865316,3.2215564,67.332,[ 0.112 -0.24   0.101 ...  0.106  0.352 -0.186],34.38392,100
2842.499,2.6866033e-07,3192.7075,-3.7773376,2.6866032e-09,0.00021540807,28568.264,285.75763,27.49417,1.5258789e-07,-113.32013,2506668,2.857576,64,6400,285.68262,-5.568399721142096,957.081919670105,494.05,28.424984,5766.389,464235.16,49.76523,[ 0.112 -0.24   0.102 ...  0.106  0.353 -0.187],1.0005251,100
48.645664,2.8176288e-05,265.02658,-3.8589244,2.8176288e-07,0.12952644,489.11813,5.456739,37.6579,1.0681152e-06,-115.76775,2554769,0.054567385,65,6500,4.891181,-16.301642998420927,976.1081237792969,481.01,0.48645654,372.2494,772.04315,77.84446,[ 0.112 -0.24   0.097 ...  0.102  0.349 -0.192],1.2426465,100
528.08545,6.4825485e-06,2666.1887,-3.794912,6.4825485e-08,0.0014992722,5307.563,53.17993,52.678074,-1.3732911e-06,-113.84733,2595548,0.5317994,66,6600,53.07563,-36.646508431038356,992.1487836837769,407.79,5.280854,3646.2683,66699.03,91.26465,[ 0.113 -0.241  0.101 ...  0.103  0.354 -0.187],1.0039337,100
362.1997,8.889832e-07,522.4777,-3.8488684,8.889832e-09,0.010631042,3640.5989,36.784653,37.071392,2.2888183e-07,-115.46606,2643572,0.3678465,67,6700,36.405987,-10.739738157529732,1010.4861907958984,480.24,3.6219964,895.7667,9406.416,65.44351,[ 0.111 -0.241  0.096 ...  0.102  0.35  -0.203],1.0208938,100
5.5600495,0.020272555,25.652857,-3.3543186,0.00020272554,12.9071865,53.404003,1.5447533,40.88002,3.8146973e-07,-100.62956,2691122,0.015447535,68,6800,0.53404003,-16.968982314284276,1025.6938591003418,475.5,0.055600498,34.989452,7.747622,90.08786,[ 0.113 -0.242  0.101 ...  0.102  0.353 -0.198],7.165865,100
17.644869,0.00013910023,57.714912,-4.091487,1.3910022e-06,0.83346176,175.2658,2.5868452,48.04501,1.2207031e-06,-122.74461,2736700,0.025868447,69,6900,1.7526579,-20.23583885848788,1040.7335884571075,455.78,0.17644867,102.531456,119.98151,115.52286,[ 0.112 -0.241  0.099 ...  0.102  0.352 -0.197],2.1041105,100
1205.8278,5.836754e-05,4231.407,-3.6140382,5.836754e-07,0.005939565,12119.763,122.027626,50.279316,1.5258789e-07,-108.42117,2780522,1.2202761,70,7000,121.197624,-17.684741698363503,1055.873496055603,438.22,12.058275,4700.345,16836.25,75.03551,[ 0.112 -0.241  0.1   ...  0.104  0.353 -0.191],1.013727,100
11.38379,0.0023455354,65.07651,-3.7605355,2.3455354e-05,5.962648,109.418655,2.1627963,39.65542,-1.5258789e-07,-112.816055,2828133,0.02162796,71,7100,1.0941865,-14.090923601394131,1075.3429334163666,476.11,0.11383792,80.47684,16.771072,66.96613,[ 0.111 -0.238  0.098 ...  0.104  0.349 -0.17 ],3.483833,100
759.1855,7.246742e-07,1734.7506,-3.871755,7.2467414e-09,0.0019305471,7630.204,76.40392,46.1787,-3.0517577e-07,-116.15264,2874818,0.7640392,72,7200,76.30204,-6.981796290787068,1090.726232767105,466.85,7.5918565,2615.9368,51798.79,91.0782,[ 0.11  -0.237  0.099 ...  0.105  0.35  -0.172],1.0026722,100
1492.8645,1.2715802e-07,8739.111,-3.568389,1.2715802e-09,0.0009199476,15003.994,150.18163,29.275694,-6.1035155e-07,-107.05164,2924136,1.5018158,73,7300,150.03993,1.5191103446528404,1109.2667365074158,493.18,14.928643,9915.607,108701.84,75.009125,[ 0.11  -0.237  0.102 ...  0.106  0.351 -0.18 ],1.0018893,100
32.408825,0.00020573981,82.47948,-3.966741,2.057398e-06,0.93283194,325.9892,3.8147821,40.681087,6.1035155e-07,-119.00226,2971543,0.038147815,74,7400,3.259892,-3.465387723300879,1128.4892842769623,474.07,0.32408825,123.55019,107.20045,79.50043,[ 0.113 -0.238  0.111 ...  0.108  0.356 -0.175],1.366586,100
831.42224,2.4784126e-06,633.00806,-3.9283376,2.4784125e-08,0.01801857,8356.6045,84.08045,33.26969,3.0517577e-07,-117.85012,3019874,0.84080446,75,7500,83.56604,2.4717602153195766,1143.6795539855957,483.31,8.314219,925.6581,5549.83,58.14175,[ 0.112 -0.238  0.111 ...  0.107  0.357 -0.196],1.0123436,100
2.0356755,0.04427497,6.959563,-3.7044082,0.0004427497,24.667194,16.632568,1.2108521,32.951927,4.5776366e-07,-111.13222,3068221,0.012108523,76,7600,0.16632567,7.340427711941264,1162.1178390979767,483.47,0.020356756,14.418189,4.0539675,67.370544,[ 0.113 -0.238  0.113 ...  0.108  0.357 -0.192],26.134172,100
3.7380989,0.038272947,4.880271,-3.8294659,0.00038272946,22.458708,32.629246,1.5044894,50.607494,-3.8146972e-08,-114.88395,3113369,0.015044894,77,7700,0.32629246,-0.8147974345043352,1175.7124888896942,451.48,0.037380986,12.96091,4.4526157,80.96967,[ 0.113 -0.238  0.114 ...  0.109  0.358 -0.193],13.940423,100
12.158784,0.009365715,50.2738,-4.0843563,9.365715e-05,8.253202,98.81245,2.6174738,44.39141,-1.5258789e-07,-122.53062,3160491,0.026174739,78,7800,0.98812443,0.014394423810933326,1189.5857124328613,471.22,0.121587835,64.49094,12.1165085,67.72207,[ 0.113 -0.238  0.115 ...  0.109  0.358 -0.197],4.4290466,100
7.771992,0.0006399587,29.519073,-4.0231247,6.399587e-06,1.9748435,58.697926,2.1186182,42.59902,-5.722046e-07,-120.69373,3207027,0.021186182,79,7900,0.58697927,-2.3663706055668583,1205.0056188106537,465.36,0.07771992,58.147476,50.636925,62.231903,[ 0.113 -0.238  0.114 ...  0.108  0.357 -0.22 ],6.9169,100
