Delta,AvgNormIw,AvgRet,BatchSize,VarJ,AvgEpLen,VarVanillaIw,VarRet,IterType,AvgVanillaIw,eRenyi2,AvgDiscRet,MinNormIw,VarNormIw,MaxNormIw,VanillaAvgRet,ESSRenyi,VarDiscRet,MinVanillaIw,EpsThisIter,MaxVanillaIw,J,ESSClassic,Bound
1.0,0.002,-451.575197806,500,39.221,500.0,,1517.04095912,1,1.0,1.0,-451.575197806,0.002,5.43187e-20,0.002,-451.575197806,500.0,1517.04095912,1.0,100,1.0,-455.859,500.000006643,-455.859
1.0,0.01,-458.990548795,500,42.2633,500.0,,1804.22590767,2,1.0,1.0,-458.990548795,0.01,3.50449e-18,0.01,-458.990548795,500.0,1804.22590767,1.0,100,1.0,-458.991,100.0,-458.991
1.0,0.005,-447.358689117,500,41.334,500.0,,1578.95389077,2,1.0,1.0,-447.358689117,0.005,2.1793e-19,0.005,-447.358689117,500.0,1578.95389077,1.0,100,1.0,-453.175,200.000000102,-453.175
1.0,0.00333333,-452.545515334,500,42.6435,500.0,,2058.71935309,2,1.0,1.0,-452.545515334,0.00333333,5.43914e-20,0.00333333,-452.545515334,500.0,2058.71935309,1.0,100,1.0,-452.965,299.999969474,-452.965
1.0,0.0025,-457.709273561,500,41.4922,500.0,,1428.4035189,2,1.0,1.0,-457.709273561,0.0025,5.4346e-20,0.0025,-457.709273561,500.0,1428.4035189,1.0,100,1.0,-454.151,400.0,-454.151
1.0,0.002,-460.183503238,500,42.2602,500.0,1.29993e-08,2034.72653377,1,1.0,1.0,-460.183503238,0.00199906,5.19961e-14,0.00200076,-460.183503238,500.0,2034.72653377,0.999534,100,1.00038,-455.357,500.000122955,-455.357
1.0,0.01,-457.704104692,500,38.2262,500.0,,1476.00190085,2,1.0,1.0,-457.704104692,0.01,3.50449e-18,0.01,-457.704104692,500.0,1476.00190085,1.0,100,1.0,-457.704,100.0,-457.704
1.0,0.005,-457.430133557,500,39.1809,500.0,,1625.25475256,2,1.0,1.0,-457.430133557,0.005,2.1793e-19,0.005,-457.430133557,500.0,1625.25475256,1.0,100,1.0,-457.567,200.000000102,-457.567
1.0,0.00333333,-457.950258133,500,39.1104,500.0,,1533.83473542,2,1.0,1.0,-457.950258133,0.00333333,5.43914e-20,0.00333333,-457.950258133,500.0,1533.83473542,1.0,100,1.0,-457.695,299.999969474,-457.695
1.0,0.0025,-471.962431448,500,73.9932,500.0,,17331.7136741,2,1.0,1.0,-471.962431448,0.0025,5.4346e-20,0.0025,-471.962431448,500.0,17331.7136741,1.0,100,1.0,-461.262,400.0,-461.262
1.0,0.002,-449.702381884,500,68.2294,500.0,6.69785e-10,1283.59473027,1,0.999999,1.0,-449.702381884,0.00199973,2.67904e-15,0.00200021,-449.702381884,500.0,1283.59473027,0.999864,100,1.0001,-458.95,500.000078685,-458.95
1.0,0.01,-456.25044832,500,42.0062,500.0,,1782.34196496,2,1.0,1.0,-456.25044832,0.01,3.50449e-18,0.01,-456.25044832,500.0,1782.34196496,1.0,100,1.0,-456.25,100.0,-456.25
1.0,0.005,-443.006118591,500,39.3536,500.0,,1257.77067894,2,1.0,1.0,-443.006118591,0.005,2.1793e-19,0.005,-443.006118591,500.0,1257.77067894,1.0,100,1.0,-449.628,200.000000102,-449.628
1.0,0.00333333,-452.923918424,500,40.5747,500.0,,1852.78250793,2,1.0,1.0,-452.923918424,0.00333333,5.43914e-20,0.00333333,-452.923918424,500.0,1852.78250793,1.0,100,1.0,-450.727,299.999969474,-450.727
1.0,0.0025,-455.813701271,500,42.6651,500.0,,2346.38152353,2,1.0,1.0,-455.813701271,0.0025,5.4346e-20,0.0025,-455.813701271,500.0,2346.38152353,1.0,100,1.0,-451.999,400.0,-451.999
1.0,0.002,-460.382885554,500,41.742,500.0,3.15147e-09,1388.48516648,1,1.0,1.0,-460.382885554,0.00199955,1.26061e-14,0.00200064,-460.382885554,500.0,1388.48516648,0.999779,100,1.00032,-453.675,500.000108198,-453.675
1.0,0.01,-456.357600831,500,40.6512,500.0,,1669.21027013,2,1.0,1.0,-456.357600831,0.01,3.50449e-18,0.01,-456.357600831,500.0,1669.21027013,1.0,100,1.0,-456.358,100.0,-456.358
1.0,0.005,-454.0514176,500,42.1591,500.0,,1918.79219153,2,1.0,1.0,-454.0514176,0.005,2.1793e-19,0.005,-454.0514176,500.0,1918.79219153,1.0,100,1.0,-455.205,200.000000102,-455.205
1.0,0.00333333,-453.634845021,500,40.7446,500.0,,1438.33656754,2,1.0,1.0,-453.634845021,0.00333333,5.43914e-20,0.00333333,-453.634845021,500.0,1438.33656754,1.0,100,1.0,-454.681,299.999969474,-454.681
1.0,0.0025,-457.903620927,500,39.1922,500.0,,1167.61861209,2,1.0,1.0,-457.903620927,0.0025,5.4346e-20,0.0025,-457.903620927,500.0,1167.61861209,1.0,100,1.0,-455.487,400.0,-455.487
1.0,0.002,-450.577250068,500,39.14,500.0,7.71208e-09,1511.53617094,1,0.999999,1.0,-450.577250068,0.00199894,3.08467e-14,0.00200033,-450.577250068,500.0,1511.53617094,0.999467,100,1.00016,-454.505,500.000028657,-454.505
1.0,0.01,-458.829198995,500,35.2984,500.0,,1258.56475876,2,1.0,1.0,-458.829198995,0.01,3.50449e-18,0.01,-458.829198995,500.0,1258.56475876,1.0,100,1.0,-458.829,100.0,-458.829
1.0,0.005,-453.067497302,500,39.7721,500.0,,1920.26763025,2,1.0,1.0,-453.067497302,0.005,2.1793e-19,0.005,-453.067497302,500.0,1920.26763025,1.0,100,1.0,-455.948,200.000000102,-455.948
1.0,0.00333333,-454.58378757,500,39.9668,500.0,,1643.59848023,2,1.0,1.0,-454.58378757,0.00333333,5.43914e-20,0.00333333,-454.58378757,500.0,1643.59848023,1.0,100,1.0,-455.494,299.999969474,-455.494
1.0,0.0025,-452.604422451,500,40.3943,500.0,,1745.96556185,2,1.0,1.0,-452.604422451,0.0025,5.4346e-20,0.0025,-452.604422451,500.0,1745.96556185,1.0,100,1.0,-454.771,400.0,-454.771
1.0,0.002,-458.728963344,500,40.2409,500.0,3.74551e-13,1573.01705859,1,1.0,1.0,-458.728963344,0.002,1.58415e-18,0.00200001,-458.728963344,500.0,1573.01705859,1.0,100,1.00001,-455.563,500.000006643,-455.563
1.0,0.01,-460.113958736,500,43.2444,500.0,,1888.96876915,2,1.0,1.0,-460.113958736,0.01,3.50449e-18,0.01,-460.113958736,500.0,1888.96876915,1.0,100,1.0,-460.114,100.0,-460.114
1.0,0.005,-456.841584368,500,43.6268,500.0,,1950.66741355,2,1.0,1.0,-456.841584368,0.005,2.1793e-19,0.005,-456.841584368,500.0,1950.66741355,1.0,100,1.0,-458.478,200.000000102,-458.478
1.0,0.00333333,-448.115900392,500,42.9304,500.0,,1667.55071908,2,1.0,1.0,-448.115900392,0.00333333,5.43914e-20,0.00333333,-448.115900392,500.0,1667.55071908,1.0,100,1.0,-455.024,299.999969474,-455.024
1.0,0.0025,-459.758476392,500,42.3675,500.0,,1650.64974072,2,1.0,1.0,-459.758476392,0.0025,5.4346e-20,0.0025,-459.758476392,500.0,1650.64974072,1.0,100,1.0,-456.207,400.0,-456.207
1.0,0.002,-445.881561061,500,41.5098,500.0,,1363.64542956,1,1.0,1.0,-445.881561061,0.002,5.43187e-20,0.002,-445.881561061,500.0,1363.64542956,1.0,100,1.0,-454.142,500.000006643,-454.142
1.0,0.01,-460.842370752,500,43.9375,500.0,,1950.00858632,2,1.0,1.0,-460.842370752,0.01,3.50449e-18,0.01,-460.842370752,500.0,1950.00858632,1.0,100,1.0,-460.842,100.0,-460.842
1.0,0.005,-459.328903205,500,46.3708,500.0,,2392.78221973,2,1.0,1.0,-459.328903205,0.005,2.1793e-19,0.005,-459.328903205,500.0,2392.78221973,1.0,100,1.0,-460.086,200.000000102,-460.086
1.0,0.00333333,-462.080614548,500,44.0415,500.0,,1531.11574605,2,1.0,1.0,-462.080614548,0.00333333,5.43914e-20,0.00333333,-462.080614548,500.0,1531.11574605,1.0,100,1.0,-460.751,299.999969474,-460.751
1.0,0.0025,-455.735515114,500,44.5389,500.0,,2118.20050125,2,1.0,1.0,-455.735515114,0.0025,5.4346e-20,0.0025,-455.735515114,500.0,2118.20050125,1.0,100,1.0,-459.497,400.0,-459.497
1.0,0.002,-464.137322613,500,43.5668,500.0,,1553.78017385,1,1.0,1.0,-464.137322613,0.002,5.43187e-20,0.002,-464.137322613,500.0,1553.78017385,1.0,100,1.0,-460.425,500.000006643,-460.425
1.0,0.01,-454.809294653,500,41.3626,500.0,,1728.14542566,2,1.0,1.0,-454.809294653,0.01,3.50449e-18,0.01,-454.809294653,500.0,1728.14542566,1.0,100,1.0,-454.809,100.0,-454.809
1.0,0.005,-452.44867234,500,41.0465,500.0,,1672.70288554,2,1.0,1.0,-452.44867234,0.005,2.1793e-19,0.005,-452.44867234,500.0,1672.70288554,1.0,100,1.0,-453.629,200.000000102,-453.629
1.0,0.00333333,-456.964181425,500,42.1906,500.0,,1982.93796761,2,1.0,1.0,-456.964181425,0.00333333,5.43914e-20,0.00333333,-456.964181425,500.0,1982.93796761,1.0,100,1.0,-454.741,299.999969474,-454.741
1.0,0.0025,-473.041544852,500,85.8104,500.0,,24103.3667738,2,1.0,1.0,-473.041544852,0.0025,5.4346e-20,0.0025,-473.041544852,500.0,24103.3667738,1.0,100,1.0,-459.316,400.0,-459.316
1.0,0.002,-452.885473241,500,78.6035,500.0,,1419.9888387,1,1.0,1.0,-452.885473241,0.002,5.43187e-20,0.002,-452.885473241,500.0,1419.9888387,1.0,100,1.0,-458.03,500.000006643,-458.03
1.0,0.01,-458.278375171,500,44.0042,500.0,,1955.93021256,2,1.0,1.0,-458.278375171,0.01,3.50449e-18,0.01,-458.278375171,500.0,1955.93021256,1.0,100,1.0,-458.278,100.0,-458.278
1.0,0.005,-458.220141686,500,43.2483,500.0,,1822.68180306,2,1.0,1.0,-458.220141686,0.005,2.1793e-19,0.005,-458.220141686,500.0,1822.68180306,1.0,100,1.0,-458.249,200.000000102,-458.249
1.0,0.00333333,-455.161029896,500,42.3831,500.0,,1658.38412702,2,1.0,1.0,-455.161029896,0.00333333,5.43914e-20,0.00333333,-455.161029896,500.0,1658.38412702,1.0,100,1.0,-457.22,299.999969474,-457.22
1.0,0.0025,-453.484938215,500,41.8849,500.0,,1634.28163741,2,1.0,1.0,-453.484938215,0.0025,5.4346e-20,0.0025,-453.484938215,500.0,1634.28163741,1.0,100,1.0,-456.286,400.0,-456.286
1.0,0.002,-460.142697995,500,42.4983,500.0,,2021.46899405,1,1.0,1.0,-460.142697995,0.002,5.43187e-20,0.002,-460.142697995,500.0,2021.46899405,1.0,100,1.0,-457.057,500.000006643,-457.057
1.0,0.01,-458.238294088,500,43.4805,500.0,,1909.65007849,2,1.0,1.0,-458.238294088,0.01,3.50449e-18,0.01,-458.238294088,500.0,1909.65007849,1.0,100,1.0,-458.238,100.0,-458.238
1.0,0.005,-453.932369737,500,43.7819,500.0,,1953.42278066,2,1.0,1.0,-453.932369737,0.005,2.1793e-19,0.005,-453.932369737,500.0,1953.42278066,1.0,100,1.0,-456.085,200.000000102,-456.085
1.0,0.00333333,-462.327457651,500,44.9198,500.0,,2215.84739771,2,1.0,1.0,-462.327457651,0.00333333,5.43914e-20,0.00333333,-462.327457651,500.0,2215.84739771,1.0,100,1.0,-458.166,299.999969474,-458.166
1.0,0.0025,-460.053170827,500,44.0163,500.0,,1710.81415107,2,1.0,1.0,-460.053170827,0.0025,5.4346e-20,0.0025,-460.053170827,500.0,1710.81415107,1.0,100,1.0,-458.638,400.0,-458.638
1.0,0.002,-450.355175487,500,42.1016,500.0,,1068.78394852,1,1.0,1.0,-450.355175487,0.002,5.43187e-20,0.002,-450.355175487,500.0,1068.78394852,1.0,100,1.0,-456.981,500.000006643,-456.981
1.0,0.01,-457.139019519,500,38.8394,500.0,,1523.74017953,2,1.0,1.0,-457.139019519,0.01,3.50449e-18,0.01,-457.139019519,500.0,1523.74017953,1.0,100,1.0,-457.139,100.0,-457.139
1.0,0.005,-458.761490525,500,45.1144,500.0,,2586.67512271,2,1.0,1.0,-458.761490525,0.005,2.1793e-19,0.005,-458.761490525,500.0,2586.67512271,1.0,100,1.0,-457.95,200.000000102,-457.95
1.0,0.00333333,-460.028900471,500,43.2862,500.0,,1563.21151249,2,1.0,1.0,-460.028900471,0.00333333,5.43914e-20,0.00333333,-460.028900471,500.0,1563.21151249,1.0,100,1.0,-458.643,299.999969474,-458.643
1.0,0.0025,-451.938842197,500,43.6687,500.0,,1992.94206304,2,1.0,1.0,-451.938842197,0.0025,5.4346e-20,0.0025,-451.938842197,500.0,1992.94206304,1.0,100,1.0,-456.967,400.0,-456.967
1.0,0.002,-460.028577018,500,42.1747,500.0,,1270.94520198,1,1.0,1.0,-460.028577018,0.002,5.43187e-20,0.002,-460.028577018,500.0,1270.94520198,1.0,100,1.0,-457.579,500.000006643,-457.579
1.0,0.01,-456.358122932,500,40.2809,500.0,,1638.94246631,2,1.0,1.0,-456.358122932,0.01,3.50449e-18,0.01,-456.358122932,500.0,1638.94246631,1.0,100,1.0,-456.358,100.0,-456.358
1.0,0.005,-454.061538699,500,41.0278,500.0,,1758.95659734,2,1.0,1.0,-454.061538699,0.005,2.1793e-19,0.005,-454.061538699,500.0,1758.95659734,1.0,100,1.0,-455.21,200.000000102,-455.21
1.0,0.00333333,-449.299022049,500,38.9902,500.0,,1182.68375704,2,1.0,1.0,-449.299022049,0.00333333,5.43914e-20,0.00333333,-449.299022049,500.0,1182.68375704,1.0,100,1.0,-453.24,299.999969474,-453.24
1.0,0.0025,-454.887722063,500,39.1575,500.0,,1586.35405972,2,1.0,1.0,-454.887722063,0.0025,5.4346e-20,0.0025,-454.887722063,500.0,1586.35405972,1.0,100,1.0,-453.652,400.0,-453.652
1.0,0.002,-456.269129288,500,39.7968,500.0,,1798.19709724,1,1.0,1.0,-456.269129288,0.002,5.43187e-20,0.002,-456.269129288,500.0,1798.19709724,1.0,100,1.0,-454.175,500.000006643,-454.175
1.0,0.01,-447.378104596,500,42.2713,500.0,,1804.90924545,2,1.0,1.0,-447.378104596,0.01,3.50449e-18,0.01,-447.378104596,500.0,1804.90924545,1.0,100,1.0,-447.378,100.0,-447.378
1.0,0.005,-456.38286165,500,40.6157,500.0,,1486.7329781,2,1.0,1.0,-456.38286165,0.005,2.1793e-19,0.005,-456.38286165,500.0,1486.7329781,1.0,100,1.0,-451.88,200.000000102,-451.88
1.0,0.00333333,-458.31846693,500,42.2815,500.0,,2056.83099438,2,1.0,1.0,-458.31846693,0.00333333,5.43914e-20,0.00333333,-458.31846693,500.0,2056.83099438,1.0,100,1.0,-454.026,299.999969474,-454.026
1.0,0.0025,-449.033058712,500,40.9709,500.0,,1346.04863554,2,1.0,1.0,-449.033058712,0.0025,5.4346e-20,0.0025,-449.033058712,500.0,1346.04863554,1.0,100,1.0,-452.778,400.0,-452.778
1.0,0.002,-456.837372917,500,41.1812,500.0,2.93482e-11,1769.5512915,1,1.0,1.0,-456.837372917,0.00199996,1.17472e-16,0.00200003,-456.837372917,500.0,1769.5512915,0.999979,100,1.00002,-453.59,500.000384611,-453.59
1.0,0.01,-463.995480202,500,42.4771,500.0,,1822.53001458,2,1.0,1.0,-463.995480202,0.01,3.50449e-18,0.01,-463.995480202,500.0,1822.53001458,1.0,100,1.0,-463.995,100.0,-463.995
1.0,0.005,-453.549940373,500,42.4125,500.0,,1756.34508538,2,1.0,1.0,-453.549940373,0.005,2.1793e-19,0.005,-453.549940373,500.0,1756.34508538,1.0,100,1.0,-458.773,200.000000102,-458.773
1.0,0.00333333,-453.892006357,500,41.5725,500.0,,1587.1742869,2,1.0,1.0,-453.892006357,0.00333333,5.43914e-20,0.00333333,-453.892006357,500.0,1587.1742869,1.0,100,1.0,-457.146,299.999969474,-457.146
1.0,0.0025,-452.926075827,500,41.3006,500.0,,1641.18862245,2,1.0,1.0,-452.926075827,0.0025,5.4346e-20,0.0025,-452.926075827,500.0,1641.18862245,1.0,100,1.0,-456.091,400.0,-456.091
1.0,0.002,-455.287309595,500,40.6461,500.0,,1451.55586013,1,1.0,1.0,-455.287309595,0.002,5.43187e-20,0.002,-455.287309595,500.0,1451.55586013,1.0,100,1.0,-455.93,500.000006643,-455.93
1.0,0.01,-459.831375787,500,41.01,500.0,,1698.80679976,2,1.0,1.0,-459.831375787,0.01,3.50449e-18,0.01,-459.831375787,500.0,1698.80679976,1.0,100,1.0,-459.831,100.0,-459.831
1.0,0.005,-454.736872754,500,41.6439,500.0,,1791.54035788,2,1.0,1.0,-454.736872754,0.005,2.1793e-19,0.005,-454.736872754,500.0,1791.54035788,1.0,100,1.0,-457.284,200.000000102,-457.284
1.0,0.00333333,-458.714791215,500,40.9735,500.0,,1582.5247014,2,1.0,1.0,-458.714791215,0.00333333,5.43914e-20,0.00333333,-458.714791215,500.0,1582.5247014,1.0,100,1.0,-457.761,299.999969474,-457.761
1.0,0.0025,-453.347578125,500,40.4348,500.0,,1503.83413804,2,1.0,1.0,-453.347578125,0.0025,5.4346e-20,0.0025,-453.347578125,500.0,1503.83413804,1.0,100,1.0,-456.658,400.0,-456.658
1.0,0.002,-456.546675774,500,41.1727,500.0,,1955.5970142,1,1.0,1.0,-456.546675774,0.002,5.43187e-20,0.002,-456.546675774,500.0,1955.5970142,1.0,100,1.0,-456.635,500.000006643,-456.635
1.0,0.01,-454.874734026,500,43.5534,500.0,,1916.06004776,2,1.0,1.0,-454.874734026,0.01,3.50449e-18,0.01,-454.874734026,500.0,1916.06004776,1.0,100,1.0,-454.875,100.0,-454.875
1.0,0.005,-455.573697014,500,41.0431,500.0,,1486.80046079,2,1.0,1.0,-455.573697014,0.005,2.1793e-19,0.005,-455.573697014,500.0,1486.80046079,1.0,100,1.0,-455.224,200.000000102,-455.224
1.0,0.00333333,-456.694190779,500,40.9447,500.0,,1675.65032736,2,1.0,1.0,-456.694190779,0.00333333,5.43914e-20,0.00333333,-456.694190779,500.0,1675.65032736,1.0,100,1.0,-455.714,299.999969474,-455.714
1.0,0.0025,-453.045234528,500,40.1646,500.0,,1432.33774481,2,1.0,1.0,-453.045234528,0.0025,5.4346e-20,0.0025,-453.045234528,500.0,1432.33774481,1.0,100,1.0,-455.047,400.0,-455.047
1.0,0.002,-453.28295146,500,39.4579,500.0,1.01965e-12,1342.81176397,1,1.0,1.0,-453.28295146,0.00199999,3.99188e-18,0.00200001,-453.28295146,500.0,1342.81176397,0.999996,100,1.00001,-454.694,500.000067678,-454.694
1.0,0.01,-454.039560488,500,38.3322,500.0,,1484.1985501,2,1.0,1.0,-454.039560488,0.01,3.50449e-18,0.01,-454.039560488,500.0,1484.1985501,1.0,100,1.0,-454.04,100.0,-454.04
1.0,0.005,-458.008547656,500,37.7725,500.0,,1390.18693319,2,1.0,1.0,-458.008547656,0.005,2.1793e-19,0.005,-458.008547656,500.0,1390.18693319,1.0,100,1.0,-456.024,200.000000102,-456.024
1.0,0.00333333,-456.896408935,500,39.3998,500.0,,1821.21328978,2,1.0,1.0,-456.896408935,0.00333333,5.43914e-20,0.00333333,-456.896408935,500.0,1821.21328978,1.0,100,1.0,-456.315,299.999969474,-456.315
1.0,0.0025,-450.642856173,500,39.0617,500.0,,1436.49051787,2,1.0,1.0,-450.642856173,0.0025,5.4346e-20,0.0025,-450.642856173,500.0,1436.49051787,1.0,100,1.0,-454.897,400.0,-454.897
1.0,0.002,-457.116363233,500,40.5126,500.0,5.15775e-09,2120.43157962,1,1.0,1.0,-457.116363233,0.00199936,2.06303e-14,0.00200063,-457.116363233,500.0,2120.43157962,0.999681,100,1.00032,-455.34,500.00005967,-455.34
1.0,0.01,-461.940953424,500,43.7525,500.0,,1933.62007379,2,1.0,1.0,-461.940953424,0.01,3.50449e-18,0.01,-461.940953424,500.0,1933.62007379,1.0,100,1.0,-461.941,100.0,-461.941
1.0,0.005,-454.704947159,500,43.6619,500.0,,1891.17719857,2,1.0,1.0,-454.704947159,0.005,2.1793e-19,0.005,-454.704947159,500.0,1891.17719857,1.0,100,1.0,-458.323,200.000000102,-458.323
1.0,0.00333333,-456.788775914,500,43.4217,500.0,,1860.65017533,2,1.0,1.0,-456.788775914,0.00333333,5.43914e-20,0.00333333,-456.788775914,500.0,1860.65017533,1.0,100,1.0,-457.812,299.999969474,-457.812
1.0,0.0025,-461.153169828,500,43.1205,500.0,,1790.7159085,2,1.0,1.0,-461.153169828,0.0025,5.4346e-20,0.0025,-461.153169828,500.0,1790.7159085,1.0,100,1.0,-458.647,400.0,-458.647
1.0,0.002,-460.671916936,500,42.973,500.0,,1810.69803582,1,1.0,1.0,-460.671916936,0.002,5.43187e-20,0.002,-460.671916936,500.0,1810.69803582,1.0,100,1.0,-459.052,500.000006643,-459.052
1.0,0.01,-451.35699069,500,40.189,500.0,,1631.46792415,2,1.0,1.0,-451.35699069,0.01,3.50449e-18,0.01,-451.35699069,500.0,1631.46792415,1.0,100,1.0,-451.357,100.0,-451.357
1.0,0.005,-446.035616149,500,38.1116,500.0,,1288.56576206,2,1.0,1.0,-446.035616149,0.005,2.1793e-19,0.005,-446.035616149,500.0,1288.56576206,1.0,100,1.0,-448.696,200.000000102,-448.696
1.0,0.00333333,-450.763212772,500,39.1302,500.0,,1702.71504166,2,1.0,1.0,-450.763212772,0.00333333,5.43914e-20,0.00333333,-450.763212772,500.0,1702.71504166,1.0,100,1.0,-449.385,299.999969474,-449.385
1.0,0.0025,-452.844858649,500,39.1081,500.0,,1530.56512489,2,1.0,1.0,-452.844858649,0.0025,5.4346e-20,0.0025,-452.844858649,500.0,1530.56512489,1.0,100,1.0,-450.25,400.0,-450.25
1.0,0.002,-452.683202431,500,39.8325,500.0,4.18728e-12,1828.91931172,1,1.0,1.00001,-452.683202431,0.00199998,1.6829e-17,0.00200001,-452.683202431,499.996185332,1828.91931172,0.999988,100,1.00001,-450.737,499.9999331,-450.737
1.0,0.01,-454.538208757,500,42.0793,500.0,,1788.55454844,2,1.0,1.0,-454.538208757,0.01,3.50449e-18,0.01,-454.538208757,500.0,1788.55454844,1.0,100,1.0,-454.538,100.0,-454.538
1.0,0.005,-452.511461051,500,40.2457,500.0,,1481.52116727,2,1.0,1.0,-452.511461051,0.005,2.1793e-19,0.005,-452.511461051,500.0,1481.52116727,1.0,100,1.0,-453.525,200.000000102,-453.525
1.0,0.00333333,-450.008434906,500,39.2266,500.0,,1382.32329107,2,1.0,1.0,-450.008434906,0.00333333,5.43914e-20,0.00333333,-450.008434906,500.0,1382.32329107,1.0,100,1.0,-452.353,299.999969474,-452.353
1.0,0.0025,-460.245817872,500,40.6861,500.0,,1978.30602997,2,1.0,1.0,-460.245817872,0.0025,5.4346e-20,0.0025,-460.245817872,500.0,1978.30602997,1.0,100,1.0,-454.326,400.0,-454.326
1.0,0.002,-458.768801235,500,42.4712,500.0,,2405.8788238,1,1.0,1.0,-458.768801235,0.002,5.43187e-20,0.002,-458.768801235,500.0,2405.8788238,1.0,100,1.0,-455.215,500.000006643,-455.215
1.0,0.01,-453.800446679,500,41.538,500.0,,1742.8367447,2,1.0,1.0,-453.800446679,0.01,3.50449e-18,0.01,-453.800446679,500.0,1742.8367447,1.0,100,1.0,-453.8,100.0,-453.8
1.0,0.005,-453.465153611,500,39.0599,500.0,,1339.27488265,2,1.0,1.0,-453.465153611,0.005,2.1793e-19,0.005,-453.465153611,500.0,1339.27488265,1.0,100,1.0,-453.633,200.000000102,-453.633
1.0,0.00333333,-464.198540035,500,40.3342,500.0,,1772.48906408,2,1.0,1.0,-464.198540035,0.00333333,5.43914e-20,0.00333333,-464.198540035,500.0,1772.48906408,1.0,100,1.0,-457.155,299.999969474,-457.155
1.0,0.0025,-447.726798969,500,38.5519,500.0,,1007.87586724,2,1.0,1.0,-447.726798969,0.0025,5.4346e-20,0.0025,-447.726798969,500.0,1007.87586724,1.0,100,1.0,-454.798,400.0,-454.798
1.0,0.002,-455.983077058,500,38.735,500.0,7.33064e-12,1571.59450835,1,1.0,1.0,-455.983077058,0.00199998,2.93403e-17,0.00200002,-455.983077058,500.0,1571.59450835,0.99999,100,1.00001,-455.035,500.000080185,-455.035
1.0,0.01,-453.609132034,500,37.9974,500.0,,1458.38302503,2,1.0,1.0,-453.609132034,0.01,3.50449e-18,0.01,-453.609132034,500.0,1458.38302503,1.0,100,1.0,-453.609,100.0,-453.609
1.0,0.005,-451.917459515,500,37.6084,500.0,,1397.52319468,2,1.0,1.0,-451.917459515,0.005,2.1793e-19,0.005,-451.917459515,500.0,1397.52319468,1.0,100,1.0,-452.763,200.000000102,-452.763
1.0,0.00333333,-453.330309153,500,38.815,500.0,,1707.90418218,2,1.0,1.0,-453.330309153,0.00333333,5.43914e-20,0.00333333,-453.330309153,500.0,1707.90418218,1.0,100,1.0,-452.952,299.999969474,-452.952
1.0,0.0025,-454.389807477,500,38.2719,500.0,,1351.10340732,2,1.0,1.0,-454.389807477,0.0025,5.4346e-20,0.0025,-454.389807477,500.0,1351.10340732,1.0,100,1.0,-453.312,400.0,-453.312
1.0,0.002,-452.134299882,500,38.1867,500.0,,1445.49692258,1,1.0,1.0,-452.134299882,0.002,5.43187e-20,0.002,-452.134299882,500.0,1445.49692258,1.0,100,1.0,-453.076,500.000006643,-453.076
1.0,0.01,-462.703856151,500,44.9866,500.0,,2044.23556004,2,1.0,1.0,-462.703856151,0.01,3.50449e-18,0.01,-462.703856151,500.0,2044.23556004,1.0,100,1.0,-462.704,100.0,-462.704
1.0,0.005,-454.409431575,500,43.7308,500.0,,1784.40960709,2,1.0,1.0,-454.409431575,0.005,2.1793e-19,0.005,-454.409431575,500.0,1784.40960709,1.0,100,1.0,-458.557,200.000000102,-458.557
1.0,0.00333333,-453.058034419,500,41.3758,500.0,,1303.9979841,2,1.0,1.0,-453.058034419,0.00333333,5.43914e-20,0.00333333,-453.058034419,500.0,1303.9979841,1.0,100,1.0,-456.724,299.999969474,-456.724
1.0,0.0025,-459.425622279,500,40.331,500.0,,1378.80662178,2,1.0,1.0,-459.425622279,0.0025,5.4346e-20,0.0025,-459.425622279,500.0,1378.80662178,1.0,100,1.0,-457.399,400.0,-457.399
1.0,0.002,-454.218344857,500,40.1305,500.0,,1553.34633358,1,1.0,1.0,-454.218344857,0.002,5.43187e-20,0.002,-454.218344857,500.0,1553.34633358,1.0,100,1.0,-456.763,500.000006643,-456.763
1.0,0.01,-452.609578971,500,43.6533,500.0,,1924.85847266,2,1.0,1.0,-452.609578971,0.01,3.50449e-18,0.01,-452.609578971,500.0,1924.85847266,1.0,100,1.0,-452.61,100.0,-452.61
1.0,0.005,-457.235721792,500,40.1719,500.0,,1324.49867237,2,1.0,1.0,-457.235721792,0.005,2.1793e-19,0.005,-457.235721792,500.0,1324.49867237,1.0,100,1.0,-454.923,200.000000102,-454.923
1.0,0.00333333,-454.053110376,500,39.282,500.0,,1415.31292963,2,1.0,1.0,-454.053110376,0.00333333,5.43914e-20,0.00333333,-454.053110376,500.0,1415.31292963,1.0,100,1.0,-454.633,299.999969474,-454.633
1.0,0.0025,-452.784495049,500,39.9667,500.0,,1775.32016948,2,1.0,1.0,-452.784495049,0.0025,5.4346e-20,0.0025,-452.784495049,500.0,1775.32016948,1.0,100,1.0,-454.171,400.0,-454.171
1.0,0.002,-449.25630665,500,40.3546,500.0,,1751.2990913,1,1.0,1.0,-449.25630665,0.002,5.43187e-20,0.002,-449.25630665,500.0,1751.2990913,1.0,100,1.0,-453.188,500.000006643,-453.188
1.0,0.01,-453.282979614,500,34.7439,500.0,,1219.33206866,2,1.0,1.0,-453.282979614,0.01,3.50449e-18,0.01,-453.282979614,500.0,1219.33206866,1.0,100,1.0,-453.283,100.0,-453.283
