Delta,MaxNormIw,IterType,AvgRet,VarDiscRet,VarRet,Bound,AvgVanillaIw,EpsThisIter,MaxVanillaIw,ESSClassic,AvgDiscRet,eRenyi2,MinVanillaIw,J,ESSRenyi,BatchSize,VarJ,VarVanillaIw,AvgNormIw,MinNormIw,VanillaAvgRet,AvgEpLen,VarNormIw
0.8,0.00333333,2,-95.5300609843,5754.834329,5754.834329,-113.598,1.0,100,1.0,299.999969474,-95.5300609843,1.0,1.0,-101.557,500.0,500,83.8612,,0.00333333,0.00333333,-95.5300609843,131.6,5.43914e-20
0.8,0.0025,2,-110.199005368,9790.37049707,9790.37049707,-114.146,1.0,100,1.0,400.0,-110.199005368,1.0,1.0,-103.717,500.0,500,87.816,,0.0025,0.0025,-110.199005368,148.42,5.4346e-20
0.8,0.0149474,1,-117.598370194,12823.2178573,12823.2178573,-113.749,1.24403,100,9.29754,262.550260315,-117.598370194,1.33995,0.665747,-102.951,373.147962639,500,102.886,1.40246,0.002,0.0010703,-117.598370194,156.49,3.62482e-06
0.8,0.01,2,-99.709989392,6861.67905317,6861.67905317,-120.567,1.0,100,1.0,100.0,-99.709989392,1.0,1.0,-99.71,500.0,500,82.42,,0.01,0.01,-99.709989392,136.7,3.50449e-18
0.8,0.005,2,-116.729812685,11547.9653857,11547.9653857,-122.968,1.0,100,1.0,200.000000102,-116.729812685,1.0,1.0,-108.22,500.0,500,95.8394,,0.005,0.005,-116.729812685,155.99,2.1793e-19
0.8,0.00333333,2,-121.573606441,12371.8026563,12371.8026563,-124.713,1.0,100,1.0,299.999969474,-121.573606441,1.0,1.0,-112.671,500.0,500,101.221,,0.00333333,0.00333333,-121.573606441,160.92,5.43914e-20
0.8,0.0025,2,-112.041931529,10641.7998433,10641.7998433,-122.943,1.0,100,1.0,400.0,-112.041931529,1.0,1.0,-112.514,500.0,500,101.579,,0.0025,0.0025,-112.041931529,150.65,5.4346e-20
0.8,0.0034729,1,-110.876409501,9583.74647,9583.74647,-116.162,1.11963,100,1.94418,373.038810923,-110.876409501,1.2145,2.32416e-06,-105.881,411.690616411,500,106.016,0.427501,0.002,4.15165e-09,-110.876409501,148.79,1.3641e-06
0.8,0.01,2,-110.423679387,9695.98114251,9695.98114251,-131.281,1.0,100,1.0,100.0,-110.423679387,1.0,1.0,-110.424,500.0,500,97.9746,,0.01,0.01,-110.423679387,148.77,3.50449e-18
0.8,0.005,2,-122.885245547,12414.7412617,12414.7412617,-131.403,1.0,100,1.0,200.000000102,-122.885245547,1.0,1.0,-116.654,500.0,500,104.803,,0.005,0.005,-122.885245547,163.53,2.1793e-19
0.8,0.00333333,2,-122.905526709,13419.6818859,13419.6818859,-130.78,1.0,100,1.0,299.999969474,-122.905526709,1.0,1.0,-118.738,500.0,500,108.442,,0.00333333,0.00333333,-122.905526709,162.62,5.43914e-20
0.8,0.0025,2,-98.4342331137,5758.96272297,5758.96272297,-124.091,1.0,100,1.0,400.0,-98.4342331137,1.0,1.0,-113.662,500.0,500,101.599,,0.0025,0.0025,-98.4342331137,135.2,5.4346e-20
0.8,0.0128418,1,-121.940037062,12940.4788297,12940.4788297,-121.872,1.07757,100,6.91894,392.726166068,-121.940037062,1.22242,0.136341,-111.559,409.026324602,500,101.465,0.317805,0.002,0.000253053,-121.940037062,162.32,1.09479e-06
0.8,0.01,2,-102.670521335,7803.16880933,7803.16880933,-123.528,1.0,100,1.0,100.0,-102.670521335,1.0,1.0,-102.671,500.0,500,87.8928,,0.01,0.01,-102.670521335,139.29,3.50449e-18
0.8,0.005,2,-98.2957902081,5759.81261348,5759.81261348,-115.231,1.0,100,1.0,200.000000102,-98.2957902081,1.0,1.0,-100.483,500.0,500,81.9662,,0.005,0.005,-98.2957902081,135.34,2.1793e-19
0.8,0.00333333,2,-115.420342863,10475.7539666,10475.7539666,-117.504,1.0,100,1.0,299.999969474,-115.420342863,1.0,1.0,-105.462,500.0,500,89.3619,,0.00333333,0.00333333,-115.420342863,155.1,5.43914e-20
0.8,0.0025,2,-115.634954426,10768.6601055,10768.6601055,-118.434,1.0,100,1.0,400.0,-115.634954426,1.0,1.0,-108.005,500.0,500,93.1333,,0.0025,0.0025,-115.634954426,154.63,5.4346e-20
0.8,0.0324283,1,-106.754907563,7675.76114731,7675.76114731,-104.115,1.69836,100,27.5375,55.0249933051,-106.754907563,1.79684,0.293394,-91.6113,278.266426298,500,75.5908,23.3725,0.002,0.000345503,-106.754907563,145.07,3.24119e-05
0.8,0.01,2,-127.77406174,14144.3158204,14144.3158204,-148.631,1.0,100,1.0,100.0,-127.77406174,1.0,1.0,-127.774,500.0,500,118.334,,0.01,0.01,-127.77406174,168.75,3.50449e-18
0.8,0.005,2,-91.7279377903,3663.26761662,3663.26761662,-124.499,1.0,100,1.0,200.000000102,-91.7279377903,1.0,1.0,-109.751,500.0,500,95.6012,,0.005,0.005,-91.7279377903,127.89,2.1793e-19
0.8,0.00333333,2,-93.3830428901,4770.40756792,4770.40756792,-116.337,1.0,100,1.0,299.999969474,-93.3830428901,1.0,1.0,-104.295,500.0,500,87.9024,,0.00333333,0.00333333,-93.3830428901,129.01,5.43914e-20
0.8,0.0025,2,-107.936977135,8759.12775748,8759.12775748,-115.634,1.0,100,1.0,400.0,-107.936977135,1.0,1.0,-105.206,500.0,500,89.2496,,0.0025,0.0025,-107.936977135,146.25,5.4346e-20
0.8,0.0386131,1,-115.235177912,10696.6385945,10696.6385945,-112.354,1.24891,100,24.1121,180.111209092,-115.235177912,1.56886,0.0525804,-100.671,318.703177242,500,91.1824,2.77581,0.002,8.42021e-05,-115.235177912,154.35,7.11849e-06
0.8,0.01,2,-107.987189597,8649.22231025,8649.22231025,-128.844,1.0,100,1.0,100.0,-107.987189597,1.0,1.0,-107.987,500.0,500,92.535,,0.01,0.01,-107.987189597,146.33,3.50449e-18
0.8,0.005,2,-96.1394802332,5735.84366731,5735.84366731,-116.811,1.0,100,1.0,200.000000102,-96.1394802332,1.0,1.0,-102.063,500.0,500,84.5914,,0.005,0.005,-96.1394802332,132.02,2.1793e-19
0.8,0.00333333,2,-94.7319501966,4691.4021134,4691.4021134,-111.661,1.0,100,1.0,299.999969474,-94.7319501966,1.0,1.0,-99.6195,500.0,500,79.5649,,0.00333333,0.00333333,-94.7319501966,130.63,5.43914e-20
0.8,0.0025,2,-121.520387547,13522.8545764,13522.8545764,-115.523,1.0,100,1.0,400.0,-121.520387547,1.0,1.0,-105.095,500.0,500,90.4697,,0.0025,0.0025,-121.520387547,160.92,5.4346e-20
0.8,0.0467047,1,-98.1351677138,4686.64089264,4686.64089264,-110.421,1.62965,100,38.0562,53.1429497742,-98.1351677138,2.52785,5.67695e-06,-95.5905,197.79662793,500,138.68,22.3759,0.002,6.96709e-09,-98.1351677138,135.3,3.37018e-05
0.8,0.01,2,-114.633780267,9492.84767775,9492.84767775,-135.49,1.0,100,1.0,100.0,-114.633780267,1.0,1.0,-114.634,500.0,500,96.9429,,0.01,0.01,-114.633780267,153.8,3.50449e-18
0.8,0.005,2,-107.766520881,9863.28153203,9863.28153203,-125.948,1.0,100,1.0,200.000000102,-107.766520881,1.0,1.0,-111.2,500.0,500,97.9442,,0.005,0.005,-107.766520881,144.94,2.1793e-19
0.8,0.00333333,2,-129.371444307,15087.1224482,15087.1224482,-129.299,1.0,100,1.0,299.999969474,-129.371444307,1.0,1.0,-117.257,500.0,500,106.993,,0.00333333,0.00333333,-129.371444307,170.24,5.43914e-20
0.8,0.0025,2,-116.24152023,11557.4988405,11557.4988405,-127.432,1.0,100,1.0,400.0,-116.24152023,1.0,1.0,-117.003,500.0,500,106.987,,0.0025,0.0025,-116.24152023,155.53,5.4346e-20
0.8,0.00986549,1,-121.240746679,12299.7276555,12299.7276555,-124.337,1.28174,100,6.32252,270.756023695,-121.240746679,1.32926,0.689923,-113.583,376.14920544,500,131.138,1.39377,0.002,0.00107654,-121.240746679,160.81,3.39351e-06
0.8,0.01,2,-106.193983162,8792.55784527,8792.55784527,-127.051,1.0,100,1.0,100.0,-106.193983162,1.0,1.0,-106.194,500.0,500,93.2986,,0.01,0.01,-106.193983162,143.32,3.50449e-18
0.8,0.005,2,-123.79303914,13194.3209477,13194.3209477,-129.742,1.0,100,1.0,200.000000102,-123.79303914,1.0,1.0,-114.994,500.0,500,104.694,,0.005,0.005,-123.79303914,164.83,2.1793e-19
0.8,0.00333333,2,-95.5854553707,5768.4518263,5768.4518263,-120.566,1.0,100,1.0,299.999969474,-95.5854553707,1.0,1.0,-108.524,500.0,500,96.4084,,0.00333333,0.00333333,-95.5854553707,131.83,5.43914e-20
0.8,0.0025,2,-131.785613614,14830.8040161,14830.8040161,-124.768,1.0,100,1.0,400.0,-131.785613614,1.0,1.0,-114.34,500.0,500,103.649,,0.0025,0.0025,-131.785613614,173.63,5.4346e-20
0.8,0.0102725,1,-103.366378463,7764.77477914,7764.77477914,-119.258,0.988345,100,5.07638,343.625301162,-103.366378463,1.28342,0.14633,-108.691,389.584632938,500,108.377,0.445416,0.002,0.000296111,-103.366378463,140.67,1.82393e-06
0.8,0.01,2,-107.589251573,8717.15012891,8717.15012891,-128.446,1.0,100,1.0,100.0,-107.589251573,1.0,1.0,-107.589,500.0,500,92.8977,,0.01,0.01,-107.589251573,146.02,3.50449e-18
0.8,0.005,2,-113.813573739,10644.5395438,10644.5395438,-125.45,1.0,100,1.0,200.000000102,-113.813573739,1.0,1.0,-110.701,500.0,500,97.9475,,0.005,0.005,-113.813573739,153.37,2.1793e-19
0.8,0.00333333,2,-135.377703876,15545.5012497,15545.5012497,-130.969,1.0,100,1.0,299.999969474,-135.377703876,1.0,1.0,-118.927,500.0,500,107.987,,0.00333333,0.00333333,-135.377703876,177.57,5.43914e-20
0.8,0.0025,2,-106.779900832,8722.95235047,8722.95235047,-126.32,1.0,100,1.0,400.0,-106.779900832,1.0,1.0,-115.89,500.0,500,104.558,,0.0025,0.0025,-106.779900832,144.42,5.4346e-20
0.8,0.0160086,1,-117.978720136,11537.9015207,11537.9015207,-120.256,1.27115,100,10.1747,207.36761097,-117.978720136,1.55922,0.653611,-108.608,320.673901567,500,120.229,2.28478,0.002,0.00102838,-117.978720136,157.47,5.656e-06
0.8,0.01,2,-104.667231268,8810.85820125,8810.85820125,-125.524,1.0,100,1.0,100.0,-104.667231268,1.0,1.0,-104.667,500.0,500,93.3957,,0.01,0.01,-104.667231268,141.91,3.50449e-18
0.8,0.005,2,-106.213652937,9907.51234474,9907.51234474,-120.189,1.0,100,1.0,200.000000102,-106.213652937,1.0,1.0,-105.44,500.0,500,96.2611,,0.005,0.005,-106.213652937,143.05,2.1793e-19
0.8,0.00333333,2,-103.594069375,7679.52236933,7679.52236933,-116.867,1.0,100,1.0,299.999969474,-103.594069375,1.0,1.0,-104.825,500.0,500,93.3406,,0.00333333,0.00333333,-103.594069375,141.37,5.43914e-20
0.8,0.0025,2,-102.834060314,7821.34386478,7821.34386478,-114.756,1.0,100,1.0,400.0,-102.834060314,1.0,1.0,-104.327,500.0,500,92.0373,,0.0025,0.0025,-102.834060314,139.95,5.4346e-20
0.8,0.0144321,1,-115.774556025,11613.9998108,11613.9998108,-99.0555,1.02059,100,7.36464,90.5434443662,-115.774556025,3.96754,,-80.4762,126.02281707,500,47.7786,4.71978,0.002,,-115.774556025,154.66,1.81251e-05
0.8,0.01,2,-108.840399563,7813.20461963,7813.20461963,-129.697,1.0,100,1.0,100.0,-108.840399563,1.0,1.0,-108.84,500.0,500,87.9493,,0.01,0.01,-108.840399563,147.62,3.50449e-18
0.8,0.005,2,-110.154561484,9879.68142632,9879.68142632,-124.246,1.0,100,1.0,200.000000102,-110.154561484,1.0,1.0,-109.497,500.0,500,93.5864,,0.005,0.005,-110.154561484,148.48,2.1793e-19
0.8,0.00333333,2,-115.332289053,11696.8637122,11696.8637122,-123.484,1.0,100,1.0,299.999969474,-115.332289053,1.0,1.0,-111.442,500.0,500,98.5214,,0.00333333,0.00333333,-115.332289053,154.17,5.43914e-20
0.8,0.0025,2,-98.5411341628,5733.30329354,5733.30329354,-118.646,1.0,100,1.0,400.0,-98.5411341628,1.0,1.0,-108.217,500.0,500,93.4348,,0.0025,0.0025,-98.5411341628,135.45,5.4346e-20
0.8,0.00303832,1,-120.0134071,12474.6226364,12474.6226364,-118.336,1.10504,100,1.67873,348.829646948,-120.0134071,1.2037,0.0265092,-108.102,415.385171507,500,110.944,0.530253,0.002,4.79787e-05,-120.0134071,159.76,1.73695e-06
0.8,0.01,2,-93.099704567,4659.41330512,4659.41330512,-113.957,1.0,100,1.0,100.0,-93.099704567,1.0,1.0,-93.0997,500.0,500,67.9177,,0.01,0.01,-93.099704567,128.98,3.50449e-18
0.8,0.005,2,-94.7907180285,4694.29834386,4694.29834386,-108.693,1.0,100,1.0,200.000000102,-94.7907180285,1.0,1.0,-93.9452,500.0,500,68.05,,0.005,0.005,-94.7907180285,131.76,2.1793e-19
0.8,0.00333333,2,-105.051207761,8797.87753837,8797.87753837,-109.689,1.0,100,1.0,299.999969474,-105.051207761,1.0,1.0,-97.6472,500.0,500,77.5752,,0.00333333,0.00333333,-105.051207761,142.44,5.43914e-20
0.8,0.0025,2,-124.190679517,13225.1986549,13225.1986549,-114.712,1.0,100,1.0,400.0,-124.190679517,1.0,1.0,-104.283,500.0,500,88.9875,,0.0025,0.0025,-124.190679517,164.77,5.4346e-20
0.8,0.0470174,1,-127.422614147,14070.5993475,14070.5993475,-109.047,1.83405,100,43.1162,75.7124227156,-127.422614147,1.76579,0.617195,-96.6512,283.160031341,500,110.709,18.8881,0.002,0.00067304,-127.422614147,167.75,2.24607e-05
0.8,0.01,2,-106.430199982,8751.36000845,8751.36000845,-127.287,1.0,100,1.0,100.0,-106.430199982,1.0,1.0,-106.43,500.0,500,93.0798,,0.01,0.01,-106.430199982,143.82,3.50449e-18
0.8,0.005,2,-119.764754125,12407.3071019,12407.3071019,-127.846,1.0,100,1.0,200.000000102,-119.764754125,1.0,1.0,-113.097,500.0,500,102.557,,0.005,0.005,-119.764754125,159.99,2.1793e-19
0.8,0.00333333,2,-123.977814947,12168.471142,12168.471142,-128.766,1.0,100,1.0,299.999969474,-123.977814947,1.0,1.0,-116.724,500.0,500,105.138,,0.00333333,0.00333333,-123.977814947,164.44,5.43914e-20
0.8,0.0025,2,-101.342095985,6795.61244741,6795.61244741,-123.307,1.0,100,1.0,400.0,-101.342095985,1.0,1.0,-112.879,500.0,500,100.083,,0.0025,0.0025,-101.342095985,137.67,5.4346e-20
0.8,0.00461841,1,-118.19401753,11496.7240045,11496.7240045,-121.638,1.16363,100,2.68706,339.971600617,-118.19401753,1.21858,0.138336,-111.341,410.314042601,500,115.532,0.638639,0.002,0.000237766,-118.19401753,157.65,1.88663e-06
0.8,0.01,2,-117.627279527,11460.149276,11460.149276,-138.484,1.0,100,1.0,100.0,-117.627279527,1.0,1.0,-117.627,500.0,500,106.515,,0.01,0.01,-117.627279527,157.02,3.50449e-18
0.8,0.005,2,-109.222158868,9642.82928946,9642.82928946,-128.173,1.0,100,1.0,200.000000102,-109.222158868,1.0,1.0,-113.425,500.0,500,102.292,,0.005,0.005,-109.222158868,147.09,2.1793e-19
0.8,0.00333333,2,-111.048751356,9647.63793326,9647.63793326,-124.675,1.0,100,1.0,299.999969474,-111.048751356,1.0,1.0,-112.633,500.0,500,100.8,,0.00333333,0.00333333,-111.048751356,149.96,5.43914e-20
0.8,0.0025,2,-109.24894505,9734.91297335,9734.91297335,-122.215,1.0,100,1.0,400.0,-109.24894505,1.0,1.0,-111.787,500.0,500,100.16,,0.0025,0.0025,-109.24894505,146.74,5.4346e-20
0.8,0.0154904,1,-101.205012895,6828.20732709,6828.20732709,-111.695,1.4399,100,11.1523,121.549675169,-101.205012895,1.61033,8.50526e-05,-99.8579,310.494953342,500,136.208,6.46828,0.002,1.18137e-07,-101.205012895,138.86,1.24792e-05
0.8,0.01,2,-95.6767289934,5774.75441665,5774.75441665,-116.533,1.0,100,1.0,100.0,-95.6767289934,1.0,1.0,-95.6767,500.0,500,75.6109,,0.01,0.01,-95.6767289934,131.82,3.50449e-18
0.8,0.005,2,-137.342202708,16409.6537962,16409.6537962,-131.258,1.0,100,1.0,200.000000102,-137.342202708,1.0,1.0,-116.509,500.0,500,106.842,,0.005,0.005,-137.342202708,179.73,2.1793e-19
0.8,0.00333333,2,-104.495198978,7729.15485264,7729.15485264,-124.547,1.0,100,1.0,299.999969474,-104.495198978,1.0,1.0,-112.505,500.0,500,100.96,,0.00333333,0.00333333,-104.495198978,141.66,5.43914e-20
0.8,0.0025,2,-120.029568564,12407.8208343,12407.8208343,-124.814,1.0,100,1.0,400.0,-120.029568564,1.0,1.0,-114.386,500.0,500,103.567,,0.0025,0.0025,-120.029568564,159.63,5.4346e-20
0.8,0.00402831,1,-110.432497362,8737.86262106,8737.86262106,-121.947,1.1615,100,2.33944,387.388970896,-110.432497362,1.11063,0.123259,-112.117,450.195113343,500,110.861,0.39295,0.002,0.000212241,-110.432497362,149.27,1.16509e-06
0.8,0.01,2,-129.244118737,13903.0748008,13903.0748008,-150.101,1.0,100,1.0,100.0,-129.244118737,1.0,1.0,-129.244,500.0,500,117.32,,0.01,0.01,-129.244118737,170.31,3.50449e-18
0.8,0.005,2,-132.963640257,14867.5287462,14867.5287462,-145.852,1.0,100,1.0,200.000000102,-132.963640257,1.0,1.0,-131.104,500.0,500,119.352,,0.005,0.005,-132.963640257,174.98,2.1793e-19
0.8,0.00333333,2,-120.531452964,11278.4010593,11278.4010593,-139.622,1.0,100,1.0,299.999969474,-120.531452964,1.0,1.0,-127.58,500.0,500,115.08,,0.00333333,0.00333333,-120.531452964,161.27,5.43914e-20
0.8,0.0025,2,-119.056593142,11429.8633439,11429.8633439,-135.877,1.0,100,1.0,400.0,-119.056593142,1.0,1.0,-125.449,500.0,500,113.027,,0.0025,0.0025,-119.056593142,159.34,5.4346e-20
0.8,0.0314299,1,-99.8859823641,6834.87041243,6834.87041243,-113.192,1.71998,100,27.0295,72.8345525811,-99.8859823641,2.03152,0.613478,-99.8975,246.120711053,500,87.8616,17.3852,0.002,0.000713353,-99.8859823641,136.28,2.35066e-05
0.8,0.01,2,-107.207753074,8784.57025362,8784.57025362,-128.065,1.0,100,1.0,100.0,-107.207753074,1.0,1.0,-107.208,500.0,500,93.2562,,0.01,0.01,-107.207753074,145.16,3.50449e-18
0.8,0.005,2,-97.844205621,5673.78315558,5673.78315558,-117.274,1.0,100,1.0,200.000000102,-97.844205621,1.0,1.0,-102.526,500.0,500,84.7278,,0.005,0.005,-97.844205621,134.95,2.1793e-19
0.8,0.00333333,2,-110.200396434,9711.8410768,9711.8410768,-117.126,1.0,100,1.0,299.999969474,-110.200396434,1.0,1.0,-105.084,500.0,500,89.4643,,0.00333333,0.00333333,-110.200396434,148.17,5.43914e-20
0.8,0.0025,2,-119.340332987,12519.0555647,12519.0555647,-119.077,1.0,100,1.0,400.0,-119.340332987,1.0,1.0,-108.648,500.0,500,95.6006,,0.0025,0.0025,-119.340332987,158.88,5.4346e-20
0.8,0.00333443,1,-114.720368925,10522.0219208,10522.0219208,-114.453,1.04356,100,1.73983,319.385280556,-114.720368925,1.30175,4.23518e-06,-103.81,384.098134448,500,110.524,0.617075,0.002,8.1168e-09,-114.720368925,153.84,2.26655e-06
0.8,0.01,2,-118.352998753,12549.7785595,12549.7785595,-139.21,1.0,100,1.0,100.0,-118.352998753,1.0,1.0,-118.353,500.0,500,111.464,,0.01,0.01,-118.352998753,157.98,3.50449e-18
0.8,0.005,2,-125.455417035,13171.9848962,13171.9848962,-136.652,1.0,100,1.0,200.000000102,-125.455417035,1.0,1.0,-121.904,500.0,500,112.893,,0.005,0.005,-125.455417035,165.99,2.1793e-19
0.8,0.00333333,2,-94.7010635436,4830.6001705,4830.6001705,-124.878,1.0,100,1.0,299.999969474,-94.7010635436,1.0,1.0,-112.837,500.0,500,101.268,,0.00333333,0.00333333,-94.7010635436,130.56,5.43914e-20
0.8,0.0025,2,-117.169023816,11533.1839621,11533.1839621,-124.348,1.0,100,1.0,400.0,-117.169023816,1.0,1.0,-113.92,500.0,500,102.71,,0.0025,0.0025,-117.169023816,157.35,5.4346e-20
0.8,0.0233845,1,-97.0169441639,5744.6906728,5744.6906728,-108.45,1.78445,100,20.8643,121.335206978,-97.0169441639,1.80426,0.599651,-95.9213,277.122359616,500,95.8134,9.95746,0.002,0.000672085,-97.0169441639,134.44,1.25083e-05
0.8,0.01,2,-143.181050417,16929.217591,16929.217591,-164.038,1.0,100,1.0,100.0,-143.181050417,1.0,1.0,-143.181,500.0,500,129.46,,0.01,0.01,-143.181050417,186.13,3.50449e-18
0.8,0.005,2,-111.110589802,9839.06105774,9839.06105774,-141.894,1.0,100,1.0,200.000000102,-111.110589802,1.0,1.0,-127.146,500.0,500,116.221,,0.005,0.005,-111.110589802,149.42,2.1793e-19
0.8,0.00333333,2,-108.070995146,8623.03701538,8623.03701538,-132.829,1.0,100,1.0,299.999969474,-108.070995146,1.0,1.0,-120.788,500.0,500,109.231,,0.00333333,0.00333333,-108.070995146,146.38,5.43914e-20
0.8,0.0025,2,-112.891107207,9699.98726803,9699.98726803,-129.242,1.0,100,1.0,400.0,-112.891107207,1.0,1.0,-118.813,500.0,500,106.588,,0.0025,0.0025,-112.891107207,151.52,5.4346e-20
0.8,0.0118243,1,-105.141917622,7813.74724333,7813.74724333,-114.87,1.568,100,9.27022,170.640356482,-105.141917622,1.0,0.41304,-105.543,500.0,500,121.737,4.75498,0.002,0.000526837,-105.141917622,142.64,7.736e-06
0.8,0.01,2,-122.076430849,12400.4820373,12400.4820373,-142.933,1.0,100,1.0,100.0,-122.076430849,1.0,1.0,-122.076,500.0,500,110.799,,0.01,0.01,-122.076430849,162.08,3.50449e-18
0.8,0.005,2,-120.857574525,11450.1475014,11450.1475014,-136.215,1.0,100,1.0,200.000000102,-120.857574525,1.0,1.0,-121.467,500.0,500,108.657,,0.005,0.005,-120.857574525,161.21,2.1793e-19
0.8,0.00333333,2,-101.390463151,6784.48587272,6784.48587272,-126.817,1.0,100,1.0,299.999969474,-101.390463151,1.0,1.0,-114.775,500.0,500,100.992,,0.00333333,0.00333333,-101.390463151,138.31,5.43914e-20
0.8,0.0025,2,-103.451542255,8806.0241785,8806.0241785,-122.373,1.0,100,1.0,400.0,-103.451542255,1.0,1.0,-111.944,500.0,500,99.2627,,0.0025,0.0025,-103.451542255,140.33,5.4346e-20
0.8,0.0052443,1,-111.498635578,10731.5569685,10731.5569685,-120.886,1.02095,100,2.67708,463.310859993,-111.498635578,1.04116,0.435846,-111.368,480.233041554,500,103.359,0.0827075,0.002,0.000853807,-111.498635578,149.64,3.17394e-07
0.8,0.01,2,-97.1675847372,5858.77850645,5858.77850645,-118.024,1.0,100,1.0,100.0,-97.1675847372,1.0,1.0,-97.1676,500.0,500,76.159,,0.01,0.01,-97.1675847372,133.13,3.50449e-18
0.8,0.005,2,-96.4865900141,6804.32386283,6804.32386283,-111.575,1.0,100,1.0,200.000000102,-96.4865900141,1.0,1.0,-96.8271,500.0,500,79.1729,,0.005,0.005,-96.4865900141,132.42,2.1793e-19
0.8,0.00333333,2,-114.049829928,10551.9513885,10551.9513885,-114.61,1.0,100,1.0,299.999969474,-114.049829928,1.0,1.0,-102.568,500.0,500,87.9031,,0.00333333,0.00333333,-114.049829928,152.95,5.43914e-20
0.8,0.0025,2,-119.284243307,12532.0871647,12532.0871647,-117.176,1.0,100,1.0,400.0,-119.284243307,1.0,1.0,-106.747,500.0,500,94.6008,,0.0025,0.0025,-119.284243307,159.1,5.4346e-20
0.8,0.00249445,1,-110.136622359,10783.830883,10783.830883,-116.474,0.973652,100,1.21437,477.964834532,-110.136622359,1.03249,0.205685,-106.996,484.265513442,500,97.7355,0.0437944,0.002,0.000422501,-110.136622359,147.4,1.84787e-07
0.8,0.01,2,-109.308648694,9704.7237623,9704.7237623,-130.165,1.0,100,1.0,100.0,-109.308648694,1.0,1.0,-109.309,500.0,500,98.0188,,0.01,0.01,-109.308648694,147.09,3.50449e-18
0.8,0.005,2,-92.3949411264,4706.85050513,4706.85050513,-115.6,1.0,100,1.0,200.000000102,-92.3949411264,1.0,1.0,-100.852,500.0,500,84.8837,,0.005,0.005,-92.3949411264,127.85,2.1793e-19
0.8,0.00333333,2,-106.009947083,8784.27356003,8784.27356003,-114.613,1.0,100,1.0,299.999969474,-106.009947083,1.0,1.0,-102.571,500.0,500,87.7965,,0.00333333,0.00333333,-106.009947083,143.33,5.43914e-20
0.8,0.0025,2,-104.296797953,7791.73625101,7791.73625101,-113.431,1.0,100,1.0,400.0,-104.296797953,1.0,1.0,-103.003,500.0,500,87.8076,,0.0025,0.0025,-104.296797953,142.22,5.4346e-20
0.8,0.0125708,1,-105.484734498,7680.02344325,7680.02344325,-109.836,1.00607,100,6.32352,278.126080182,-105.484734498,1.48272,7.84421e-05,-98.4784,337.219139087,500,96.6398,0.809078,0.002,1.55938e-07,-105.484734498,143.18,3.1974e-06
0.8,0.01,2,-100.993774996,6798.08951493,6798.08951493,-121.85,1.0,100,1.0,100.0,-100.993774996,1.0,1.0,-100.994,500.0,500,82.0372,,0.01,0.01,-100.993774996,137.68,3.50449e-18
0.8,0.005,2,-107.086324668,8714.02702684,8714.02702684,-118.788,1.0,100,1.0,200.000000102,-107.086324668,1.0,1.0,-104.04,500.0,500,87.68,,0.005,0.005,-107.086324668,145.38,2.1793e-19
0.8,0.00333333,2,-118.351254497,11475.6703399,11475.6703399,-120.852,1.0,100,1.0,299.999969474,-118.351254497,1.0,1.0,-108.81,500.0,500,94.645,,0.00333333,0.00333333,-118.351254497,158.31,5.43914e-20
0.8,0.0025,2,-108.44753197,8716.41776101,8716.41776101,-119.148,1.0,100,1.0,400.0,-108.44753197,1.0,1.0,-108.72,500.0,500,94.2104,,0.0025,0.0025,-108.44753197,146.2,5.4346e-20
0.8,0.00864668,1,-120.959549457,12472.3875177,12472.3875177,-120.236,1.12641,100,4.86987,390.897833166,-120.959549457,1.0824,0.808697,-110.532,461.937775522,500,110.69,0.354839,0.002,0.00143588,-120.959549457,160.03,1.11865e-06
0.8,0.01,2,-106.85046095,8708.08103025,8708.08103025,-127.708,1.0,100,1.0,100.0,-106.85046095,1.0,1.0,-106.85,500.0,500,92.8493,,0.01,0.01,-106.85046095,144.32,3.50449e-18
0.8,0.005,2,-97.811126245,6803.05475823,6803.05475823,-117.079,1.0,100,1.0,200.000000102,-97.811126245,1.0,1.0,-102.331,500.0,500,87.7408,,0.005,0.005,-97.811126245,134.68,2.1793e-19
0.8,0.00333333,2,-106.842422448,8876.93574635,8876.93574635,-115.877,1.0,100,1.0,299.999969474,-106.842422448,1.0,1.0,-103.835,500.0,500,89.8121,,0.00333333,0.00333333,-106.842422448,144.47,5.43914e-20
0.8,0.0025,2,-117.967295261,11475.6589661,11475.6589661,-117.796,1.0,100,1.0,400.0,-117.967295261,1.0,1.0,-107.368,500.0,500,94.4845,,0.0025,0.0025,-117.967295261,157.32,5.4346e-20
0.8,0.00485665,1,-104.3334591,8871.40176634,8871.40176634,-113.838,1.0139,100,2.46208,248.859395028,-104.3334591,1.56571,6.60859e-08,-102.167,319.343318142,500,123.788,1.0395,0.002,1.3036e-10,-104.3334591,141.22,4.04477e-06
0.8,0.01,2,-103.818371147,7737.86981916,7737.86981916,-124.675,1.0,100,1.0,100.0,-103.818371147,1.0,1.0,-103.818,500.0,500,87.5242,,0.01,0.01,-103.818371147,141.31,3.50449e-18
0.8,0.005,2,-96.6107894658,5689.17315641,5689.17315641,-114.963,1.0,100,1.0,200.000000102,-96.6107894658,1.0,1.0,-100.215,500.0,500,81.605,,0.005,0.005,-96.6107894658,133.52,2.1793e-19
