J,IterType,MinNormIw,EpsThisIter,VarJ,MinVanillaIw,BatchSize,AvgEpLen,AvgDiscRet,ESSClassic,MaxVanillaIw,VarRet,AvgRet,eRenyi2,AvgVanillaIw,VarVanillaIw,VanillaAvgRet,AvgNormIw,VarDiscRet,VarNormIw,MaxNormIw,Delta,Bound,ESSRenyi
43.5679,2,0.005,100,21.4838,1.0,500,500.0,46.0541908312,200.000000102,1.0,555.105778048,46.0541908312,1.0,1.0,,46.0541908312,0.005,555.105778048,2.1793e-19,0.005,0.7,39.5992,500.0
45.57,2,0.00333333,100,20.2649,1.0,500,500.0,49.5742448399,299.999969474,1.0,287.724337879,49.5742448399,1.0,1.0,,49.5742448399,0.00333333,287.724337879,5.43914e-20,0.00333333,0.7,42.3296,500.0
45.6585,2,0.0025,100,19.5126,1.0,500,500.0,45.9238417031,400.0,1.0,293.802613969,45.9238417031,1.0,1.0,,45.9238417031,0.0025,293.802613969,5.4346e-20,0.0025,0.7,42.8522,500.0
90.7048,1,1.09901e-09,100,4.31668,1.38954e-05,500,500.0,59.0633307777,12.5789858541,1029.06,662.102641718,59.0633307777,4.48427,25.287,24827.0,59.0633307777,0.002,662.102641718,0.000155306,0.0813905,0.7,85.0404,111.500842496
62.7915,2,0.01,100,16.8999,1.0,500,500.0,62.7914735215,100.0,1.0,288.491557456,62.7914735215,1.0,1.0,,62.7914735215,0.01,288.491557456,3.50449e-18,0.01,0.7,57.1385,500.0
57.6061,2,0.005,100,17.2339,1.0,500,500.0,52.420774355,200.000000102,1.0,257.205778774,52.420774355,1.0,1.0,,52.420774355,0.005,257.205778774,2.1793e-19,0.005,0.7,53.6089,500.0
57.2906,2,0.00333333,100,19.658,1.0,500,500.0,56.6594777851,299.999969474,1.0,570.406362858,56.6594777851,1.0,1.0,,56.6594777851,0.00333333,570.406362858,5.43914e-20,0.00333333,0.7,54.0082,500.0
57.3253,2,0.0025,100,19.8735,1.0,500,500.0,57.4294925654,400.0,1.0,424.741535884,57.4294925654,1.0,1.0,,57.4294925654,0.0025,424.741535884,5.4346e-20,0.0025,0.7,54.4827,500.0
85.6832,1,3.40375e-06,100,4.1655,0.0336863,500,500.0,61.0251745883,13.5396625223,776.192,344.637085121,61.0251745883,4.5418,19.7936,14104.6,61.0251745883,0.002,344.637085121,0.000144002,0.0784284,0.7,80.2647,110.088579975
61.3301,2,0.01,100,13.8859,1.0,500,500.0,61.3301126631,100.0,1.0,194.766209702,61.3301126631,1.0,1.0,,61.3301126631,0.01,194.766209702,3.50449e-18,0.01,0.7,55.496,500.0
63.1362,2,0.005,100,17.0077,1.0,500,500.0,64.9423311984,200.000000102,1.0,383.013498064,64.9423311984,1.0,1.0,,64.9423311984,0.005,383.013498064,2.1793e-19,0.005,0.7,58.8375,500.0
62.3995,2,0.00333333,100,16.3004,1.0,500,500.0,60.9261587493,299.999969474,1.0,217.500364508,60.9261587493,1.0,1.0,,60.9261587493,0.00333333,217.500364508,5.43914e-20,0.00333333,0.7,58.8896,500.0
62.4241,2,0.0025,100,17.7227,1.0,500,500.0,62.4979456122,400.0,1.0,463.898983726,62.4979456122,1.0,1.0,,62.4979456122,0.0025,463.898983726,5.4346e-20,0.0025,0.7,59.3844,500.0
91.9997,1,6.84149e-07,100,5.48629,0.00343515,500,500.0,61.2933099959,13.0014259076,401.966,231.469272397,61.2933099959,4.42979,10.0421,3784.92,61.2933099959,0.002,231.469272397,0.00015013,0.0800562,0.7,86.2775,112.872130796
66.3469,2,0.01,100,15.1333,1.0,500,500.0,66.3469051331,100.0,1.0,231.329372528,66.3469051331,1.0,1.0,,66.3469051331,0.01,231.329372528,3.50449e-18,0.01,0.7,60.1007,500.0
66.9829,2,0.005,100,11.4579,1.0,500,500.0,67.6188309058,200.000000102,1.0,33.0729612365,67.6188309058,1.0,1.0,,67.6188309058,0.005,33.0729612365,2.1793e-19,0.005,0.7,62.5661,500.0
62.9717,2,0.00333333,100,11.6901,1.0,500,500.0,54.9493079125,299.999969474,1.0,51.3875154404,54.9493079125,1.0,1.0,,54.9493079125,0.00333333,51.3875154404,5.43914e-20,0.00333333,0.7,59.3654,500.0
64.2076,2,0.0025,100,15.6881,1.0,500,500.0,67.9155022013,400.0,1.0,561.770612166,67.9155022013,1.0,1.0,,67.9155022013,0.0025,561.770612166,5.4346e-20,0.0025,0.7,61.0845,500.0
89.5734,1,4.7114e-07,100,8.87031,0.00217156,500,500.0,67.4837419869,11.5768608115,428.329,262.011700536,67.4837419869,3.87072,9.21832,3592.34,67.4837419869,0.002,262.011700536,0.000169097,0.09293,0.7,84.0776,129.17500053
63.7701,2,0.01,100,10.0064,1.0,500,500.0,63.770147937,100.0,1.0,101.139219902,63.770147937,1.0,1.0,,63.770147937,0.01,101.139219902,3.50449e-18,0.01,0.7,57.9251,500.0
66.6174,2,0.005,100,12.3688,1.0,500,500.0,69.4646754274,200.000000102,1.0,191.545926618,69.4646754274,1.0,1.0,,69.4646754274,0.005,191.545926618,2.1793e-19,0.005,0.7,62.4843,500.0
67.5011,2,0.00333333,100,12.7941,1.0,500,500.0,69.2684983154,299.999969474,1.0,182.234199069,69.2684983154,1.0,1.0,,69.2684983154,0.00333333,182.234199069,5.43914e-20,0.00333333,0.7,64.1265,500.0
68.9612,2,0.0025,100,14.0815,1.0,500,500.0,73.3416328041,400.0,1.0,279.29918094,73.3416328041,1.0,1.0,,73.3416328041,0.0025,279.29918094,5.4346e-20,0.0025,0.7,65.8991,500.0
90.7209,1,2.88312e-06,100,4.43162,0.0241017,500,500.0,63.5553010734,13.0463872335,668.077,202.542625303,63.5553010734,3.23991,16.7192,10454.3,63.5553010734,0.002,202.542625303,0.000149598,0.0799175,0.7,85.7911,154.325438826
71.2445,2,0.01,100,18.14,1.0,500,500.0,71.2444546872,100.0,1.0,332.383165166,71.2444546872,1.0,1.0,,71.2444546872,0.01,332.383165166,3.50449e-18,0.01,0.7,65.3269,500.0
69.7935,2,0.005,100,18.1498,1.0,500,500.0,68.3424388003,200.000000102,1.0,328.846132719,68.3424388003,1.0,1.0,,68.3424388003,0.005,328.846132719,2.1793e-19,0.005,0.7,65.5882,500.0
67.8139,2,0.00333333,100,16.3753,1.0,500,500.0,63.8547308129,299.999969474,1.0,123.347406958,63.8547308129,1.0,1.0,,63.8547308129,0.00333333,123.347406958,5.43914e-20,0.00333333,0.7,64.3803,500.0
68.3513,2,0.0025,100,16.164,1.0,500,500.0,69.9636894882,400.0,1.0,239.579817139,69.9636894882,1.0,1.0,,69.9636894882,0.0025,239.579817139,5.4346e-20,0.0025,0.7,65.3667,500.0
88.2802,1,5.72922e-06,100,7.10221,0.0183053,500,500.0,64.2505599347,14.4821660179,242.298,192.370812418,64.2505599347,2.78035,6.39014,1371.71,64.2505599347,0.002,192.370812418,0.00013437,0.0758349,0.7,83.8289,179.83327568
64.5932,2,0.01,100,13.6948,1.0,500,500.0,64.5932433381,100.0,1.0,189.442159574,64.5932433381,1.0,1.0,,64.5932433381,0.01,189.442159574,3.50449e-18,0.01,0.7,58.9928,500.0
66.834,2,0.005,100,12.8707,1.0,500,500.0,69.0747371044,200.000000102,1.0,135.07124248,69.0747371044,1.0,1.0,,69.0747371044,0.005,135.07124248,2.1793e-19,0.005,0.7,62.6278,500.0
70.5011,2,0.00333333,100,14.4012,1.0,500,500.0,77.8351925758,299.999969474,1.0,212.30986335,77.8351925758,1.0,1.0,,77.8351925758,0.00333333,212.30986335,5.43914e-20,0.00333333,0.7,67.0667,500.0
69.4688,2,0.0025,100,13.9981,1.0,500,500.0,66.3719637957,400.0,1.0,150.322366217,66.3719637957,1.0,1.0,,66.3719637957,0.0025,150.322366217,5.4346e-20,0.0025,0.7,66.4946,500.0
93.7338,1,1.96945e-14,100,12.1956,5.8877e-11,500,500.0,70.4904429687,17.3717219851,206.507,416.765132304,70.4904429687,5.96389,5.97903,995.179,70.4904429687,0.002,416.765132304,0.000111352,0.069077,0.7,86.8753,83.8379167936
72.6254,2,0.01,100,14.8433,1.0,500,500.0,72.6253471652,100.0,1.0,222.547694266,72.6253471652,1.0,1.0,,72.6253471652,0.01,222.547694266,3.50449e-18,0.01,0.7,66.6359,500.0
69.7042,2,0.005,100,16.2725,1.0,500,500.0,66.7830645362,200.000000102,1.0,295.149134587,66.7830645362,1.0,1.0,,66.7830645362,0.005,295.149134587,2.1793e-19,0.005,0.7,65.469,500.0
72.4399,2,0.00333333,100,15.0316,1.0,500,500.0,77.9113683704,299.999969474,1.0,104.400545941,77.9113683704,1.0,1.0,,77.9113683704,0.00333333,104.400545941,5.43914e-20,0.00333333,0.7,68.797,500.0
74.3041,2,0.0025,100,14.0213,1.0,500,500.0,79.8967673905,400.0,1.0,67.5132062081,79.8967673905,1.0,1.0,,79.8967673905,0.0025,67.5132062081,5.4346e-20,0.0025,0.7,71.1492,500.0
73.7649,1,0.002,100,14.3189,1.0,500,500.0,71.607795762,500.000006643,1.0,235.299626127,71.607795762,1.0,1.0,,71.607795762,0.002,235.299626127,5.43187e-20,0.002,0.7,70.943,500.0
78.6132,2,0.01,100,11.7852,1.0,500,500.0,78.6131925922,100.0,1.0,140.295002045,78.6131925922,1.0,1.0,,78.6131925922,0.01,140.295002045,3.50449e-18,0.01,0.7,72.5224,500.0
78.404,2,0.005,100,11.4753,1.0,500,500.0,78.1948636311,200.000000102,1.0,125.640233804,78.1948636311,1.0,1.0,,78.1948636311,0.005,125.640233804,2.1793e-19,0.005,0.7,74.0972,500.0
77.6897,2,0.00333333,100,12.2535,1.0,500,500.0,76.26103101,299.999969474,1.0,185.877917144,76.26103101,1.0,1.0,,76.26103101,0.00333333,185.877917144,5.43914e-20,0.00333333,0.7,74.1732,500.0
76.7398,2,0.0025,100,11.932,1.0,500,500.0,73.8901733034,400.0,1.0,109.31541037,73.8901733034,1.0,1.0,,73.8901733034,0.0025,109.31541037,5.4346e-20,0.0025,0.7,73.6944,500.0
77.0407,1,0.002,100,12.0469,0.999999,500,500.0,78.2439991092,500.000128713,1.0,155.892853485,78.2439991092,1.0,1.0,2.07795e-13,78.2439991092,0.002,155.892853485,9.08644e-19,0.002,0.7,74.2378,500.0
81.2783,2,0.01,100,9.62766,1.0,500,500.0,81.278295282,100.0,1.0,93.6280996912,81.278295282,1.0,1.0,,81.278295282,0.01,93.6280996912,3.50449e-18,0.01,0.7,75.215,500.0
76.4389,2,0.005,100,9.46044,1.0,500,500.0,71.5994962069,200.000000102,1.0,39.8669757451,71.5994962069,1.0,1.0,,71.5994962069,0.005,39.8669757451,2.1793e-19,0.005,0.7,72.1515,500.0
72.679,2,0.00333333,100,11.2051,1.0,500,500.0,65.159326604,299.999969474,1.0,113.98143094,65.159326604,1.0,1.0,,65.159326604,0.00333333,113.98143094,5.43914e-20,0.00333333,0.7,69.1784,500.0
73.6635,2,0.0025,100,12.7465,1.0,500,500.0,76.6168550267,400.0,1.0,264.249422137,76.6168550267,1.0,1.0,,76.6168550267,0.0025,264.249422137,5.4346e-20,0.0025,0.7,70.6192,500.0
74.2824,1,0.002,100,12.9078,1.0,500,500.0,76.7578260297,500.000006643,1.0,177.270188063,76.7578260297,1.0,1.0,,76.7578260297,0.002,177.270188063,5.43187e-20,0.002,0.7,71.5595,500.0
74.9524,2,0.01,100,9.01906,1.0,500,500.0,74.9524388286,100.0,1.0,82.1651593952,74.9524388286,1.0,1.0,,74.9524388286,0.01,82.1651593952,3.50449e-18,0.01,0.7,69.379,500.0
70.9032,2,0.005,100,11.6161,1.0,500,500.0,66.8540486079,200.000000102,1.0,157.305675564,66.8540486079,1.0,1.0,,66.8540486079,0.005,157.305675564,2.1793e-19,0.005,0.7,66.9623,500.0
73.3002,2,0.00333333,100,12.9371,1.0,500,500.0,78.0940092258,299.999969474,1.0,199.762147317,78.0940092258,1.0,1.0,,78.0940092258,0.00333333,199.762147317,5.43914e-20,0.00333333,0.7,69.7849,500.0
73.7925,2,0.0025,100,13.1879,1.0,500,500.0,75.2696277561,400.0,1.0,192.591203957,75.2696277561,1.0,1.0,,75.2696277561,0.0025,192.591203957,5.4346e-20,0.0025,0.7,70.7482,500.0
