ESSRenyi,VarRet,VarNormIw,MinNormIw,MinVanillaIw,AvgRet,AvgVanillaIw,MaxVanillaIw,AvgNormIw,BatchSize,VarDiscRet,EpsThisIter,AvgEpLen,eRenyi2,VarVanillaIw,Bound,IterType,Delta,J,MaxNormIw,VarJ,ESSClassic,AvgDiscRet,VanillaAvgRet
500.0,43.8989831716,5.4346e-20,0.0025,1.0,4671.74344407,1.0,1.0,0.0025,500,43.8989831716,100,500.0,1.0,,4313.65,2,0.3,4671.08,0.0025,7.08308,400.0,4671.74344407,4671.74344407
499.952022865,43.1729245285,3.87519e-10,0.00191923,0.960057,4671.25489498,1.00046,1.02339,0.002,500,43.1729245285,100,500.0,1.0001,9.69691e-05,4351.43,1,0.3,4671.15,0.00204584,6.94013,499.951624796,4671.25489498,4671.25489498
500.0,94.6136165511,3.50449e-18,0.01,1.0,4669.51374135,1.0,1.0,0.01,500,94.6136165511,100,500.0,1.0,,3954.63,2,0.3,4669.51,0.01,9.67818,100.0,4669.51374135,4669.51374135
500.0,69.2668762116,2.1793e-19,0.005,1.0,4670.19957099,1.0,1.0,0.005,500,69.2668762116,100,500.0,1.0,,4164.36,2,0.3,4669.86,0.005,9.01322,200.000000102,4670.19957099,4670.19957099
500.0,67.8386272362,5.43914e-20,0.00333333,1.0,4669.67859708,1.0,1.0,0.00333333,500,67.8386272362,100,500.0,1.0,,4257.06,2,0.3,4669.8,0.00333333,8.74942,299.999969474,4669.67859708,4669.67859708
500.0,38.8209757176,5.4346e-20,0.0025,1.0,4670.94959854,1.0,1.0,0.0025,500,38.8209757176,100,500.0,1.0,,4312.64,2,0.3,4670.08,0.0025,8.20192,400.0,4670.94959854,4670.94959854
499.923598522,35.2487705666,7.08327e-10,0.00188946,0.944986,4670.98619293,1.00027,1.02519,0.002,500,35.2487705666,100,500.0,1.00015,0.000177177,4350.59,1,0.3,4670.32,0.00204982,7.71249,499.911961336,4670.98619293,4670.98619293
500.0,49.9832799293,3.50449e-18,0.01,1.0,4670.3351278,1.0,1.0,0.01,500,49.9832799293,100,500.0,1.0,,3955.47,2,0.3,4670.33,0.01,7.03443,100.0,4670.3351278,4670.3351278
500.0,69.8517273912,2.1793e-19,0.005,1.0,4671.07776218,1.0,1.0,0.005,500,69.8517273912,100,500.0,1.0,,4165.21,2,0.3,4670.71,0.005,7.71078,200.000000102,4671.07776218,4671.07776218
500.0,80.7080066018,5.43914e-20,0.00333333,1.0,4669.94317179,1.0,1.0,0.00333333,500,80.7080066018,100,500.0,1.0,,4257.72,2,0.3,4670.45,0.00333333,8.14866,299.999969474,4669.94317179,4669.94317179
500.0,59.8038351512,5.4346e-20,0.0025,1.0,4670.18087259,1.0,1.0,0.0025,500,59.8038351512,100,500.0,1.0,,4312.94,2,0.3,4670.38,0.0025,8.03839,400.0,4670.18087259,4670.18087259
499.916388667,47.280009253,7.49296e-10,0.00188161,0.9406,4670.19794712,0.999785,1.02459,0.002,500,47.280009253,100,500.0,1.00017,0.000187243,4350.67,1,0.3,4670.4,0.00204962,7.73296,499.906621214,4670.19794712,4670.19794712
500.0,50.7988490491,3.50449e-18,0.01,1.0,4671.66800902,1.0,1.0,0.01,500,50.7988490491,100,500.0,1.0,,3956.79,2,0.3,4671.67,0.01,7.09162,100.0,4671.66800902,4671.66800902
500.0,69.5315503315,2.1793e-19,0.005,1.0,4669.95957997,1.0,1.0,0.005,500,69.5315503315,100,500.0,1.0,,4165.32,2,0.3,4670.81,0.005,7.76489,200.000000102,4669.95957997,4669.95957997
500.0,51.9421016746,5.43914e-20,0.00333333,1.0,4669.74137716,1.0,1.0,0.00333333,500,51.9421016746,100,500.0,1.0,,4257.72,2,0.3,4670.46,0.00333333,7.58894,299.999969474,4669.74137716,4669.74137716
500.0,61.7856438935,5.4346e-20,0.0025,1.0,4670.70312932,1.0,1.0,0.0025,500,61.7856438935,100,500.0,1.0,,4313.08,2,0.3,4670.52,0.0025,7.64836,400.0,4670.70312932,4670.70312932
499.952261238,66.6429285976,3.79736e-10,0.00193617,0.967525,4668.9625729,0.99942,1.02426,0.002,500,66.6429285976,100,500.0,1.0001,9.48239e-05,4350.52,1,0.3,4670.24,0.00204971,7.71553,499.952598043,4668.9625729,4668.9625729
500.0,121.277764778,3.50449e-18,0.01,1.0,4669.15959535,1.0,1.0,0.01,500,121.277764778,100,500.0,1.0,,3954.29,2,0.3,4669.16,0.01,10.9574,100.0,4669.15959535,4669.15959535
500.0,58.5273890674,2.1793e-19,0.005,1.0,4669.6151566,1.0,1.0,0.005,500,58.5273890674,100,500.0,1.0,,4163.9,2,0.3,4669.39,0.005,9.43692,200.000000102,4669.6151566,4669.6151566
500.0,65.9591285318,5.43914e-20,0.00333333,1.0,4670.25405945,1.0,1.0,0.00333333,500,65.9591285318,100,500.0,1.0,,4256.94,2,0.3,4669.68,0.00333333,9.01686,299.999969474,4670.25405945,4670.25405945
500.0,55.742226508,5.4346e-20,0.0025,1.0,4670.27023393,1.0,1.0,0.0025,500,55.742226508,100,500.0,1.0,,4312.38,2,0.3,4669.82,0.0025,8.65102,400.0,4670.27023393,4670.27023393
499.899884247,69.6320584629,9.15788e-10,0.00177981,0.889661,4669.08748817,0.999724,1.02482,0.002,500,69.6320584629,100,500.0,1.0002,0.00022882,4350.01,1,0.3,4669.75,0.00205021,8.36523,499.885927612,4669.08748817,4669.08748817
500.0,65.9369731432,3.50449e-18,0.01,1.0,4670.62907736,1.0,1.0,0.01,500,65.9369731432,100,500.0,1.0,,3955.81,2,0.3,4670.63,0.01,8.07946,100.0,4670.62907736,4670.62907736
500.0,60.8145077869,2.1793e-19,0.005,1.0,4670.59093719,1.0,1.0,0.005,500,60.8145077869,100,500.0,1.0,,4165.12,2,0.3,4670.61,0.005,7.92102,200.000000102,4670.59093719,4670.59093719
500.0,53.8143773433,5.43914e-20,0.00333333,1.0,4671.01542792,1.0,1.0,0.00333333,500,53.8143773433,100,500.0,1.0,,4258.01,2,0.3,4670.75,0.00333333,7.72163,299.999969474,4671.01542792,4671.01542792
500.0,71.8466672677,5.4346e-20,0.0025,1.0,4670.11202501,1.0,1.0,0.0025,500,71.8466672677,100,500.0,1.0,,4313.15,2,0.3,4670.59,0.0025,7.91043,400.0,4670.11202501,4670.11202501
499.925624468,49.5261586145,7.19762e-10,0.00187988,0.94017,4671.12910168,1.00024,1.03425,0.002,500,49.5261586145,100,500.0,1.00015,0.000180028,4351.03,1,0.3,4670.75,0.002068,7.63504,499.91015971,4671.12910168,4671.12910168
500.0,51.4948891336,3.50449e-18,0.01,1.0,4670.37000729,1.0,1.0,0.01,500,51.4948891336,100,500.0,1.0,,3955.5,2,0.3,4670.37,0.01,7.14003,100.0,4670.37000729,4670.37000729
500.0,74.1771661209,2.1793e-19,0.005,1.0,4670.35856236,1.0,1.0,0.005,500,74.1771661209,100,500.0,1.0,,4164.87,2,0.3,4670.36,0.005,7.8872,200.000000102,4670.35856236,4670.35856236
500.0,30.4458663357,5.43914e-20,0.00333333,1.0,4672.07608095,1.0,1.0,0.00333333,500,30.4458663357,100,500.0,1.0,,4258.2,2,0.3,4670.94,0.00333333,7.22289,299.999969474,4672.07608095,4672.07608095
500.0,150.3195439,5.4346e-20,0.0025,1.0,4669.62530019,1.0,1.0,0.0025,500,150.3195439,100,500.0,1.0,,4313.17,2,0.3,4670.61,0.0025,8.75519,400.0,4669.62530019,4669.62530019
499.893866661,43.9178067425,9.2178e-10,0.001839,0.919535,4671.41530174,1.00004,1.02937,0.002,500,43.9178067425,100,500.0,1.00021,0.000230464,4351.1,1,0.3,4670.83,0.00205866,8.12538,499.885106477,4671.41530174,4671.41530174
500.0,48.9449783118,3.50449e-18,0.01,1.0,4670.44338258,1.0,1.0,0.01,500,48.9449783118,100,500.0,1.0,,3955.57,2,0.3,4670.44,0.01,6.961,100.0,4670.44338258,4670.44338258
500.0,60.4185256278,2.1793e-19,0.005,1.0,4670.00280124,1.0,1.0,0.005,500,60.4185256278,100,500.0,1.0,,4164.73,2,0.3,4670.22,0.005,7.36094,200.000000102,4670.00280124,4670.00280124
500.0,68.9862550317,5.43914e-20,0.00333333,1.0,4669.33298633,1.0,1.0,0.00333333,500,68.9862550317,100,500.0,1.0,,4257.19,2,0.3,4669.93,0.00333333,7.68529,299.999969474,4669.33298633,4669.33298633
500.0,64.9741333483,5.4346e-20,0.0025,1.0,4670.7887002,1.0,1.0,0.0025,500,64.9741333483,100,500.0,1.0,,4312.7,2,0.3,4670.14,0.0025,7.77935,400.0,4670.7887002,4670.7887002
499.886717242,56.9958238035,1.08825e-09,0.00184063,0.91967,4671.70583783,0.999301,1.04457,0.002,500,56.9958238035,100,500.0,1.00023,0.000271681,4350.78,1,0.3,4670.52,0.00209061,7.6599,499.864426438,4671.70583783,4671.70583783
500.0,42.0754014187,3.50449e-18,0.01,1.0,4671.32651799,1.0,1.0,0.01,500,42.0754014187,100,500.0,1.0,,3956.45,2,0.3,4671.33,0.01,6.45406,100.0,4671.32651799,4671.32651799
500.0,3017.04368308,2.1793e-19,0.005,1.0,4664.99937172,1.0,1.0,0.005,500,3017.04368308,100,499.47,1.0,,4162.67,2,0.3,4668.16,0.005,39.0419,200.000000102,4664.99937172,4664.99937172
500.0,53.343236641,5.43914e-20,0.00333333,1.0,4670.41494966,1.0,1.0,0.00333333,500,53.343236641,100,500.0,1.0,,4256.18,2,0.3,4668.91,0.00333333,32.1701,299.999969474,4670.41494966,4670.41494966
500.0,56.4207586411,5.4346e-20,0.0025,1.0,4671.47230593,1.0,1.0,0.0025,500,56.4207586411,100,500.0,1.0,,4312.12,2,0.3,4669.55,0.0025,28.1314,400.0,4671.47230593,4671.47230593
499.708524488,48.1555781299,2.70717e-09,0.00169376,0.846213,4672.22602359,0.999211,1.04384,0.002,500,48.1555781299,100,500.0,1.00058,0.000675726,4350.48,1,0.3,4670.28,0.00208933,22.2596,499.662508938,4672.22602359,4672.22602359
500.0,44.4347623303,3.50449e-18,0.01,1.0,4670.63100734,1.0,1.0,0.01,500,44.4347623303,100,500.0,1.0,,3955.78,2,0.3,4670.63,0.01,6.63253,100.0,4670.63100734,4670.63100734
500.0,51.1233273502,2.1793e-19,0.005,1.0,4672.22666949,1.0,1.0,0.005,500,51.1233273502,100,500.0,1.0,,4165.93,2,0.3,4671.43,0.005,6.92372,200.000000102,4672.22666949,4672.22666949
500.0,53.3986930603,5.43914e-20,0.00333333,1.0,4671.78665391,1.0,1.0,0.00333333,500,53.3986930603,100,500.0,1.0,,4258.81,2,0.3,4671.55,0.00333333,7.04334,299.999969474,4671.78665391,4671.78665391
500.0,48.868830872,5.4346e-20,0.0025,1.0,4669.88359415,1.0,1.0,0.0025,500,48.868830872,100,500.0,1.0,,4313.69,2,0.3,4671.13,0.0025,7.0584,400.0,4669.88359415,4669.88359415
499.966981207,49.8903125466,2.63304e-10,0.00189367,0.947729,4671.42927963,1.00094,1.02537,0.002,500,49.8903125466,100,500.0,1.00007,6.595e-05,4351.5,1,0.3,4671.22,0.00204882,7.01167,499.967170194,4671.42927963,4671.42927963
500.0,68.1895191907,3.50449e-18,0.01,1.0,4670.33101116,1.0,1.0,0.01,500,68.1895191907,100,500.0,1.0,,3955.47,2,0.3,4670.33,0.01,8.21629,100.0,4670.33101116,4670.33101116
500.0,41.6838110543,2.1793e-19,0.005,1.0,4671.64450973,1.0,1.0,0.005,500,41.6838110543,100,500.0,1.0,,4165.51,2,0.3,4670.99,0.005,7.40396,200.000000102,4671.64450973,4671.64450973
500.0,52.9270908479,5.43914e-20,0.00333333,1.0,4669.95039088,1.0,1.0,0.00333333,500,52.9270908479,100,500.0,1.0,,4257.92,2,0.3,4670.64,0.00333333,7.36552,299.999969474,4669.95039088,4669.95039088
500.0,32.9947291395,5.4346e-20,0.0025,1.0,4671.68796358,1.0,1.0,0.0025,500,32.9947291395,100,500.0,1.0,,4313.46,2,0.3,4670.9,0.0025,7.00425,400.0,4671.68796358,4671.68796358
499.949579555,57.7715656511,5.07066e-10,0.00188554,0.94239,4669.94559968,0.999595,1.01899,0.002,500,57.7715656511,100,500.0,1.0001,0.000126664,4351.03,1,0.3,4670.75,0.00203881,7.07176,499.936728229,4669.94559968,4669.94559968
500.0,54.5150550624,3.50449e-18,0.01,1.0,4670.8161943,1.0,1.0,0.01,500,54.5150550624,100,500.0,1.0,,3955.95,2,0.3,4670.82,0.01,7.34641,100.0,4670.8161943,4670.8161943
500.0,87.7236855654,2.1793e-19,0.005,1.0,4670.9805252,1.0,1.0,0.005,500,87.7236855654,100,500.0,1.0,,4165.41,2,0.3,4670.9,0.005,8.39136,200.000000102,4670.9805252,4670.9805252
500.0,44.3213506641,5.43914e-20,0.00333333,1.0,4671.79490351,1.0,1.0,0.00333333,500,44.3213506641,100,500.0,1.0,,4258.46,2,0.3,4671.2,0.00333333,7.85798,299.999969474,4671.79490351,4671.79490351
500.0,57.4746184201,5.4346e-20,0.0025,1.0,4670.88471307,1.0,1.0,0.0025,500,57.4746184201,100,500.0,1.0,,4313.68,2,0.3,4671.12,0.0025,7.78166,400.0,4670.88471307,4670.88471307
499.926637448,38.2399632757,7.1166e-10,0.00187706,0.938177,4671.0659867,0.999622,1.02505,0.002,500,38.2399632757,100,500.0,1.00015,0.00017778,4351.43,1,0.3,4671.16,0.00205087,7.37152,499.911097497,4671.0659867,4671.0659867
500.0,57.1503786255,3.50449e-18,0.01,1.0,4670.19166916,1.0,1.0,0.01,500,57.1503786255,100,500.0,1.0,,3955.34,2,0.3,4670.19,0.01,7.52188,100.0,4670.19166916,4670.19166916
500.0,58.1989487473,2.1793e-19,0.005,1.0,4671.21975566,1.0,1.0,0.005,500,58.1989487473,100,500.0,1.0,,4165.21,2,0.3,4670.71,0.005,7.57376,200.000000102,4671.21975566,4671.21975566
500.0,58.4849687015,5.43914e-20,0.00333333,1.0,4669.97224866,1.0,1.0,0.00333333,500,58.4849687015,100,500.0,1.0,,4257.73,2,0.3,4670.46,0.00333333,7.59347,299.999969474,4669.97224866,4669.97224866
500.0,40.2651082458,5.4346e-20,0.0025,1.0,4670.79757945,1.0,1.0,0.0025,500,40.2651082458,100,500.0,1.0,,4313.11,2,0.3,4670.55,0.0025,7.29605,400.0,4670.79757945,4670.79757945
499.942964862,36.2897341067,4.93999e-10,0.0018846,0.942433,4671.66375977,1.00014,1.02829,0.002,500,36.2897341067,100,500.0,1.00011,0.000123534,4351.08,1,0.3,4670.8,0.00205628,7.01694,499.938387471,4671.66375977,4671.66375977
500.0,45.9732011265,3.50449e-18,0.01,1.0,4671.88381174,1.0,1.0,0.01,500,45.9732011265,100,500.0,1.0,,3957.0,2,0.3,4671.88,0.01,6.74637,100.0,4671.88381174,4671.88381174
500.0,45.2200156277,2.1793e-19,0.005,1.0,4670.43441359,1.0,1.0,0.005,500,45.2200156277,100,500.0,1.0,,4165.66,2,0.3,4671.16,0.005,6.75766,200.000000102,4670.43441359,4670.43441359
500.0,42.5202020413,5.43914e-20,0.00333333,1.0,4670.4715174,1.0,1.0,0.00333333,500,42.5202020413,100,500.0,1.0,,4258.19,2,0.3,4670.93,0.00333333,6.67688,299.999969474,4670.4715174,4670.4715174
500.0,63.8564711228,5.4346e-20,0.0025,1.0,4670.53725551,1.0,1.0,0.0025,500,63.8564711228,100,500.0,1.0,,4313.39,2,0.3,4670.83,0.0025,7.01918,400.0,4670.53725551,4670.53725551
499.952022865,33.9997513983,4.26269e-10,0.00190596,0.952781,4671.35164449,0.999791,1.0226,0.002,500,33.9997513983,100,500.0,1.0001,0.000106523,4351.25,1,0.3,4670.97,0.00204562,6.74214,499.946868824,4671.35164449,4671.35164449
500.0,54.8563858936,3.50449e-18,0.01,1.0,4671.71351907,1.0,1.0,0.01,500,54.8563858936,100,500.0,1.0,,3956.84,2,0.3,4671.71,0.01,7.36939,100.0,4671.71351907,4671.71351907
500.0,43.6419052457,2.1793e-19,0.005,1.0,4671.89841141,1.0,1.0,0.005,500,43.6419052457,100,500.0,1.0,,4166.31,2,0.3,4671.81,0.005,6.9832,200.000000102,4671.89841141,4671.89841141
500.0,82.3983792517,5.43914e-20,0.00333333,1.0,4670.03836897,1.0,1.0,0.00333333,500,82.3983792517,100,500.0,1.0,,4258.48,2,0.3,4671.22,0.00333333,7.77148,299.999969474,4670.03836897,4670.03836897
500.0,79.6851976554,5.4346e-20,0.0025,1.0,4669.75558316,1.0,1.0,0.0025,500,79.6851976554,100,500.0,1.0,,4313.41,2,0.3,4670.85,0.0025,8.08822,400.0,4669.75558316,4669.75558316
499.91400529,43.5454203966,7.93204e-10,0.00188956,0.944689,4671.35559602,0.999905,1.02902,0.002,500,43.5454203966,100,500.0,1.00017,0.000198263,4351.27,1,0.3,4671.0,0.00205824,7.70723,499.901105721,4671.35559602,4671.35559602
500.0,50.0917077555,3.50449e-18,0.01,1.0,4669.77648493,1.0,1.0,0.01,500,50.0917077555,100,500.0,1.0,,3954.97,2,0.3,4669.78,0.01,7.04208,100.0,4669.77648493,4669.77648493
500.0,98.2327968667,2.1793e-19,0.005,1.0,4670.94734839,1.0,1.0,0.005,500,98.2327968667,100,500.0,1.0,,4164.87,2,0.3,4670.36,0.005,8.58856,200.000000102,4670.94734839,4670.94734839
500.0,55.6765315167,5.43914e-20,0.00333333,1.0,4672.12261757,1.0,1.0,0.00333333,500,55.6765315167,100,500.0,1.0,,4258.21,2,0.3,4670.95,0.00333333,8.26061,299.999969474,4672.12261757,4672.12261757
500.0,52.9504410835,5.4346e-20,0.0025,1.0,4670.19342632,1.0,1.0,0.0025,500,52.9504410835,100,500.0,1.0,,4313.32,2,0.3,4670.76,0.0025,8.02436,400.0,4670.19342632,4670.19342632
499.9535127,47.6142995481,3.71703e-10,0.0019106,0.955244,4670.63417338,0.999943,1.0171,0.002,500,47.6142995481,100,500.0,1.00009,9.29152e-05,4351.05,1,0.3,4670.77,0.00203431,7.73676,499.953503949,4670.63417338,4670.63417338
500.0,16767.8428066,3.50449e-18,0.01,1.0,4658.7591464,1.0,1.0,0.01,500,16767.8428066,100,498.64,1.0,,3943.88,2,0.3,4658.76,0.01,128.842,100.0,4658.7591464,4658.7591464
500.0,45.7711913597,2.1793e-19,0.005,1.0,4671.37107988,1.0,1.0,0.005,500,45.7711913597,100,500.0,1.0,,4159.57,2,0.3,4665.06,0.005,91.4467,200.000000102,4671.37107988,4671.37107988
500.0,41.7105608698,5.43914e-20,0.00333333,1.0,4671.97135891,1.0,1.0,0.00333333,500,41.7105608698,100,500.0,1.0,,4254.63,2,0.3,4667.37,0.00333333,74.8289,299.999969474,4671.97135891,4671.97135891
500.0,121.348259554,5.4346e-20,0.0025,1.0,4669.71073617,1.0,1.0,0.0025,500,121.348259554,100,500.0,1.0,,4310.51,2,0.3,4667.95,0.0025,65.043,400.0,4669.71073617,4669.71073617
498.768212669,36.3932775197,1.06261e-08,0.00135554,0.677,4672.28982325,0.998865,1.09088,0.002,500,36.3932775197,100,500.0,1.00247,0.0026505,4349.64,1,0.3,4669.74,0.00218424,39.8775,498.678024436,4672.28982325,4672.28982325
500.0,56.0880924641,3.50449e-18,0.01,1.0,4670.93795143,1.0,1.0,0.01,500,56.0880924641,100,500.0,1.0,,3956.09,2,0.3,4670.94,0.01,7.45163,100.0,4670.93795143,4670.93795143
500.0,51.6920154652,2.1793e-19,0.005,1.0,4670.73995909,1.0,1.0,0.005,500,51.6920154652,100,500.0,1.0,,4165.36,2,0.3,4670.84,0.005,7.30484,200.000000102,4670.73995909,4670.73995909
500.0,48.2642976413,5.43914e-20,0.00333333,1.0,4671.62756125,1.0,1.0,0.00333333,500,48.2642976413,100,500.0,1.0,,4258.37,2,0.3,4671.1,0.00333333,7.18604,299.999969474,4671.62756125,4671.62756125
500.0,92.8502744166,5.4346e-20,0.0025,1.0,4670.13634428,1.0,1.0,0.0025,500,92.8502744166,100,500.0,1.0,,4313.43,2,0.3,4670.86,0.0025,7.86668,400.0,4670.13634428,4670.13634428
499.933668831,43.0362323044,6.26732e-10,0.00189064,0.945191,4670.46881638,0.999865,1.02347,0.002,500,43.0362323044,100,500.0,1.00013,0.000156641,4351.11,1,0.3,4670.83,0.00204722,7.49353,499.921731221,4670.46881638,4670.46881638
500.0,50.6106196027,3.50449e-18,0.01,1.0,4670.16774454,1.0,1.0,0.01,500,50.6106196027,100,500.0,1.0,,3955.3,2,0.3,4670.17,0.01,7.07846,100.0,4670.16774454,4670.16774454
500.0,39.8001026789,2.1793e-19,0.005,1.0,4671.54282299,1.0,1.0,0.005,500,39.8001026789,100,500.0,1.0,,4165.37,2,0.3,4670.85,0.005,6.72503,200.000000102,4671.54282299,4671.54282299
500.0,45.9706256312,5.43914e-20,0.00333333,1.0,4671.15632932,1.0,1.0,0.00333333,500,45.9706256312,100,500.0,1.0,,4258.23,2,0.3,4670.96,0.00333333,6.73357,299.999969474,4671.15632932,4671.15632932
500.0,52.0217285517,5.4346e-20,0.0025,1.0,4672.11496625,1.0,1.0,0.0025,500,52.0217285517,100,500.0,1.0,,4313.81,2,0.3,4671.25,0.0025,6.86536,400.0,4672.11496625,4672.11496625
499.92234721,78.4682570933,6.96335e-10,0.00188417,0.941605,4669.74769416,0.999492,1.02904,0.002,500,78.4682570933,100,500.0,1.00016,0.000173907,4351.27,1,0.3,4671.0,0.00205912,7.22238,499.913186592,4669.74769416,4669.74769416
500.0,61.9451523626,3.50449e-18,0.01,1.0,4669.72841152,1.0,1.0,0.01,500,61.9451523626,100,500.0,1.0,,3954.85,2,0.3,4669.73,0.01,7.83106,100.0,4669.72841152,4669.72841152
500.0,47.2413092625,2.1793e-19,0.005,1.0,4671.83804094,1.0,1.0,0.005,500,47.2413092625,100,500.0,1.0,,4165.29,2,0.3,4670.78,0.005,7.42696,200.000000102,4671.83804094,4671.83804094
500.0,37.3790657131,5.43914e-20,0.00333333,1.0,4671.89525957,1.0,1.0,0.00333333,500,37.3790657131,100,500.0,1.0,,4258.42,2,0.3,4671.15,0.00333333,7.0273,299.999969474,4671.89525957,4671.89525957
500.0,58.8367898688,5.4346e-20,0.0025,1.0,4670.18839524,1.0,1.0,0.0025,500,58.8367898688,100,500.0,1.0,,4313.47,2,0.3,4670.91,0.0025,7.19542,400.0,4670.18839524,4670.18839524
499.961975129,41.7140019293,3.51661e-10,0.00193484,0.967177,4670.48033671,0.999748,1.02381,0.002,500,41.7140019293,100,500.0,1.00008,8.78709e-05,4351.14,1,0.3,4670.85,0.00204813,7.0108,499.956223991,4670.48033671,4670.48033671
500.0,42.5079869018,3.50449e-18,0.01,1.0,4671.04942165,1.0,1.0,0.01,500,42.5079869018,100,500.0,1.0,,3956.22,2,0.3,4671.05,0.01,6.48713,100.0,4671.04942165,4671.04942165
500.0,52.8743162875,2.1793e-19,0.005,1.0,4670.83639922,1.0,1.0,0.005,500,52.8743162875,100,500.0,1.0,,4165.45,2,0.3,4670.94,0.005,6.87209,200.000000102,4670.83639922,4670.83639922
500.0,50.2268889273,5.43914e-20,0.00333333,1.0,4671.40211929,1.0,1.0,0.00333333,500,50.2268889273,100,500.0,1.0,,4258.36,2,0.3,4671.1,0.00333333,6.93581,299.999969474,4671.40211929,4671.40211929
500.0,35.1182497738,5.4346e-20,0.0025,1.0,4671.88219743,1.0,1.0,0.0025,500,35.1182497738,100,500.0,1.0,,4313.85,2,0.3,4671.29,0.0025,6.69976,400.0,4671.88219743,4671.88219743
499.949519963,48.3387081208,4.8203e-10,0.0018844,0.942306,4671.41994873,1.00011,1.01625,0.002,500,48.3387081208,100,500.0,1.0001,0.000120534,4351.63,1,0.3,4671.35,0.00203227,6.69393,499.939905627,4671.41994873,4671.41994873
500.0,40.9852589345,3.50449e-18,0.01,1.0,4672.09950723,1.0,1.0,0.01,500,40.9852589345,100,500.0,1.0,,3957.22,2,0.3,4672.1,0.01,6.36988,100.0,4672.09950723,4672.09950723
500.0,52.5135031223,2.1793e-19,0.005,1.0,4670.52539477,1.0,1.0,0.005,500,52.5135031223,100,500.0,1.0,,4165.81,2,0.3,4671.31,0.005,6.84846,200.000000102,4670.52539477,4670.52539477
500.0,47.545650861,5.43914e-20,0.00333333,1.0,4670.91045106,1.0,1.0,0.00333333,500,47.545650861,100,500.0,1.0,,4258.44,2,0.3,4671.18,0.00333333,6.85519,299.999969474,4670.91045106,4670.91045106
500.0,42.7593351687,5.4346e-20,0.0025,1.0,4671.69212642,1.0,1.0,0.0025,500,42.7593351687,100,500.0,1.0,,4313.87,2,0.3,4671.31,0.0025,6.7733,400.0,4671.69212642,4671.69212642
499.881593618,79.5322426897,1.28048e-09,0.00176157,0.881268,4669.94505807,1.00055,1.03333,0.002,500,79.5322426897,100,500.0,1.00024,0.000320473,4351.36,1,0.3,4671.1,0.00206552,7.13098,499.839980591,4669.94505807,4669.94505807
500.0,32.7267412541,3.50449e-18,0.01,1.0,4672.02119333,1.0,1.0,0.01,500,32.7267412541,100,500.0,1.0,,3957.19,2,0.3,4672.02,0.01,5.69204,100.0,4672.02119333,4672.02119333
500.0,54.3171450982,2.1793e-19,0.005,1.0,4670.03330012,1.0,1.0,0.005,500,54.3171450982,100,500.0,1.0,,4165.53,2,0.3,4671.03,0.005,6.63887,200.000000102,4670.03330012,4670.03330012
500.0,38.7736723208,5.43914e-20,0.00333333,1.0,4671.9656563,1.0,1.0,0.00333333,500,38.7736723208,100,500.0,1.0,,4258.6,2,0.3,4671.34,0.00333333,6.50953,299.999969474,4671.9656563,4671.9656563
500.0,39.0374094237,5.4346e-20,0.0025,1.0,4671.82431242,1.0,1.0,0.0025,500,39.0374094237,100,500.0,1.0,,4314.02,2,0.3,4671.46,0.0025,6.44098,400.0,4671.82431242,4671.82431242
499.954764168,77.5233317497,4.58136e-10,0.00190102,0.949713,4670.4660565,0.999163,1.01995,0.002,500,77.5233317497,100,500.0,1.00009,0.000114342,4351.58,1,0.3,4671.3,0.00204161,6.92359,499.942977314,4670.4660565,4670.4660565
500.0,55.5101534678,3.50449e-18,0.01,1.0,4670.7081241,1.0,1.0,0.01,500,55.5101534678,100,500.0,1.0,,3955.87,2,0.3,4670.71,0.01,7.41315,100.0,4670.7081241,4670.7081241
500.0,63.8459375696,2.1793e-19,0.005,1.0,4670.40682174,1.0,1.0,0.005,500,63.8459375696,100,500.0,1.0,,4165.09,2,0.3,4670.56,0.005,7.68791,200.000000102,4670.40682174,4670.40682174
500.0,63.8662273076,5.43914e-20,0.00333333,1.0,4670.79461426,1.0,1.0,0.00333333,500,63.8662273076,100,500.0,1.0,,4257.91,2,0.3,4670.64,0.00333333,7.77759,299.999969474,4670.79461426,4670.79461426
500.0,48.4521156013,5.4346e-20,0.0025,1.0,4671.83113968,1.0,1.0,0.0025,500,48.4521156013,100,500.0,1.0,,4313.5,2,0.3,4670.94,0.0025,7.59129,400.0,4671.83113968,4671.83113968
499.922466382,43.3706926292,6.64813e-10,0.00187127,0.935685,4671.09924412,1.00005,1.02843,0.002,500,43.3706926292,100,500.0,1.00016,0.000166221,4351.29,1,0.3,4671.02,0.00205675,7.30998,499.917169835,4671.09924412,4671.09924412
500.0,38.2126247346,3.50449e-18,0.01,1.0,4671.96709949,1.0,1.0,0.01,500,38.2126247346,100,500.0,1.0,,3957.1,2,0.3,4671.97,0.01,6.15067,100.0,4671.96709949,4671.96709949
500.0,78.2898335822,2.1793e-19,0.005,1.0,4669.92144807,1.0,1.0,0.005,500,78.2898335822,100,500.0,1.0,,4165.46,2,0.3,4670.94,0.005,7.66257,200.000000102,4669.92144807,4669.92144807
500.0,53.8353751432,5.43914e-20,0.00333333,1.0,4670.6661705,1.0,1.0,0.00333333,500,53.8353751432,100,500.0,1.0,,4258.12,2,0.3,4670.85,0.00333333,7.54494,299.999969474,4670.6661705,4670.6661705
