AvgNormIw,MinNormIw,BatchSize,MaxNormIw,AvgEpLen,VarNormIw,AvgDiscRet,MinVanillaIw,eRenyi2,ESSRenyi,Bound,VanillaAvgRet,J,VarRet,VarDiscRet,IterType,VarJ,VarVanillaIw,MaxVanillaIw,AvgVanillaIw,AvgRet,ESSClassic,EpsThisIter
0.009999998,0.01,200,0.01,500.0,3.5044917e-18,4999.80655551812,1.0,1.0,200.0,4578.996,4999.80655551812,4999.8066,0.04304472326898142,0.04304472326898142,2,0.20645191,,1.0,1.0,4999.80655551812,100.0,100
0.005,0.0049838834,200,0.0050306865,500.0,4.9139744e-11,4999.796352911677,0.99689716,1.0000017,199.99966621454632,4702.2393,4999.796352911677,4999.7974,0.04750990615291167,0.04750990615291167,1,0.21719922,1.9660533e-06,1.0062588,1.0001209,4999.796352911677,199.99959800778345,100
0.009999998,0.01,200,0.01,500.0,3.5044917e-18,4999.710754542251,1.0,1.0,200.0,4578.9004,4999.710754542251,4999.711,0.2104461349368433,0.2104461349368433,2,0.4564599,,1.0,1.0,4999.710754542251,100.0,100
0.0049999994,0.005,300,0.005,498.385,2.179301e-19,4983.499167564899,1.0,1.0,300.0,4685.941,4983.499167564899,4983.499,30746.75115075072,30746.75115075072,,174.9086,,1.0,1.0,4983.499167564899,200.00000010221265,100
0.0033333332,0.0017883331,300,0.0039075837,498.83,1.1901077e-07,4987.956186688676,0.5380674,1.012592,296.269388292321,4746.8096,4987.956186688676,4991.2896,20781.84296051788,20781.84296051788,1,99.01373,0.010773648,1.1757001,1.0029217,4987.956186688676,296.8313202392517,100
0.009999998,0.01,300,0.01,497.92,3.5044917e-18,4978.799631842782,1.0,1.0,300.0,4557.9893,4978.799631842782,4978.8,39683.7253572165,39683.7253572165,2,198.20921,,1.0,1.0,4978.799631842782,100.0,100
0.0049999994,0.005,300,0.005,498.675,2.179301e-19,4986.40040868534,1.0,1.0,300.0,4688.8423,4986.40040868534,4986.4004,21474.87279106989,21474.87279106989,2,146.17625,,1.0,1.0,4986.40040868534,200.00000010221265,100
0.0033333336,0.0033333334,400,0.0033333334,498.2633333333333,5.4391416e-20,4982.2944901725,1.0,1.0,400.0,4739.34,4982.2944901725,4982.295,36219.43557918367,36219.43557918367,,189.99658,,1.0,1.0,4982.2944901725,299.999969473632,100
0.0025,0.00061633775,400,0.003240505,498.4425,2.3468866e-07,4984.096354726519,0.24317914,1.0312176,387.8909840841202,4778.9414,4984.096354726519,4992.6055,29783.769617533086,29783.769617533086,1,81.18222,0.036534835,1.2785574,0.9863875,4984.096354726519,385.5583643725561,100
0.009999998,0.01,400,0.01,497.42,3.5044917e-18,4973.742278186457,1.0,1.0,400.0,4552.9316,4973.742278186457,4973.742,41483.03745818704,41483.03745818704,2,202.65294,,1.0,1.0,4973.742278186457,100.0,100
0.0049999994,0.005,400,0.005,498.71,2.179301e-19,4986.763305527645,1.0,1.0,400.0,4689.205,4986.763305527645,4986.763,20807.71562842013,20807.71562842013,2,143.88773,,1.0,1.0,4986.763305527645,200.00000010221265,100
0.0033333336,0.0033333334,400,0.0033333334,499.14,5.4391416e-20,4991.104664352771,1.0,1.0,400.0,4748.1494,4991.104664352771,4991.1045,13886.449541512333,13886.449541512333,2,117.644226,,1.0,1.0,4991.104664352771,299.999969473632,100
0.0025,0.000980089,400,0.0029888358,499.355,8.366753e-08,4993.2695007092,0.38878202,1.0119367,395.2816554635906,4785.1714,4993.2695007092,4996.8286,10420.244318138013,10420.244318138013,1,43.25455,0.013165532,1.1856124,0.9917009,4993.2695007092,394.7290712035007,100
0.009999998,0.01,400,0.01,500.0,3.5044917e-18,4999.782850982407,1.0,1.0,400.0,4578.972,4999.782850982407,4999.7827,0.05366531946185571,0.05366531946185571,2,0.23051624,,1.0,1.0,4999.782850982407,100.0,100
0.0049999994,0.005,400,0.005,500.0,2.179301e-19,4999.7791739118,1.0,1.0,400.0,4702.221,4999.7791739118,4999.7793,0.05828654880218138,0.05828654880218138,2,0.24082828,,1.0,1.0,4999.7791739118,200.00000010221265,100
0.0033333336,0.0033333334,400,0.0033333334,500.0,5.4391416e-20,4999.785203551033,1.0,1.0,400.0,4756.83,4999.785203551033,4999.785,0.051951966646717716,0.051951966646717716,2,0.227557,,1.0,1.0,4999.785203551033,299.999969473632,100
0.0024999997,0.0025,400,0.0025,500.0,5.434597e-20,4999.787297853491,1.0,1.0,400.0,4789.382,4999.787297853491,4999.787,0.05030867889845318,0.05030867889845318,1,0.22401991,,1.0,1.0,4999.787297853491,400.0,100
0.009999998,0.01,400,0.01,500.0,3.5044917e-18,4999.773374607422,1.0,1.0,400.0,4578.963,4999.773374607422,4999.7734,0.05344715424639901,0.05344715424639901,2,0.23002549,,1.0,1.0,4999.773374607422,100.0,100
0.0049999994,0.005,400,0.005,498.97,2.179301e-19,4989.401089637887,1.0,1.0,400.0,4691.843,4989.401089637887,4989.401,21475.74320393572,21475.74320393572,2,146.17921,,1.0,1.0,4989.401089637887,200.00000010221265,100
0.0033333336,0.0033333334,400,0.0033333334,499.31333333333333,5.4391416e-20,4992.855889859808,1.0,1.0,400.0,4749.901,4992.855889859808,4992.856,14317.201477751856,14317.201477751856,2,119.454926,,1.0,1.0,4992.855889859808,299.999969473632,100
0.0024999997,0.0025,500,0.0025,499.485,5.434597e-20,4994.589881533541,1.0,1.0,500.0,4784.1846,4994.589881533541,4994.59,10737.98416673078,10737.98416673078,,103.49463,,1.0,1.0,4994.589881533541,400.0,100
0.002,0.0010674737,500,0.002276059,499.588,3.194061e-08,4995.6281535391545,0.53018534,1.006298,496.87073495407594,4808.1167,4995.6281535391545,4996.9004,8590.415169190957,8590.415169190957,1,64.354675,0.0078792395,1.130457,0.99334604,4995.6281535391545,496.0468796639279,100
0.009999998,0.01,500,0.01,500.0,3.5044917e-18,4999.790974171164,1.0,1.0,500.0,4578.9805,4999.790974171164,4999.791,0.061323653461349326,0.061323653461349326,2,0.24639535,,1.0,1.0,4999.790974171164,100.0,100
0.0049999994,0.005,500,0.005,500.0,2.179301e-19,4999.780903586207,1.0,1.0,500.0,4702.223,4999.780903586207,4999.7812,0.05833318845597459,0.05833318845597459,2,0.24091838,,1.0,1.0,4999.780903586207,200.00000010221265,100
0.0033333336,0.0033333334,500,0.0033333334,500.0,5.4391416e-20,4999.79144119496,1.0,1.0,500.0,4756.8364,4999.79144119496,4999.7915,0.04932518375792044,0.04932518375792044,2,0.22171989,,1.0,1.0,4999.79144119496,299.999969473632,100
0.0024999997,0.0025,500,0.0025,500.0,5.434597e-20,4999.785335744204,1.0,1.0,500.0,4789.38,4999.785335744204,4999.785,0.060543235343244385,0.060543235343244385,2,0.24574484,,1.0,1.0,4999.785335744204,400.0,100
0.002,0.001109249,500,0.002152785,499.758,2.0081222e-08,4997.301886779966,0.55345356,1.0042481,497.88491406469234,4809.6533,4997.301886779966,4998.2446,1057.5154423904341,1057.5154423904341,1,20.077898,0.004999131,1.07412,0.99788886,4997.301886779966,497.5073008379188,100
0.009999998,0.01,500,0.01,495.01,3.5044917e-18,4949.765213229807,1.0,1.0,500.0,4528.9546,4949.765213229807,4949.765,249976.36648565298,249976.36648565298,2,497.47018,,1.0,1.0,4949.765213229807,100.0,100
0.0049999994,0.005,500,0.005,497.505,2.179301e-19,4974.762994697139,1.0,1.0,500.0,4677.2046,4974.762994697139,4974.7627,124988.16044782508,124988.16044782508,2,352.6517,,1.0,1.0,4974.762994697139,200.00000010221265,100
0.0033333336,0.0033333334,500,0.0033333334,498.33666666666664,5.4391416e-20,4983.100169687242,1.0,1.0,500.0,4740.145,4983.100169687242,4983.1,83325.59960353811,83325.59960353811,2,288.1803,,1.0,1.0,4983.100169687242,299.999969473632,100
0.0024999997,0.0025,500,0.0025,498.7525,5.434597e-20,4987.267270677822,1.0,1.0,500.0,4776.8623,4987.267270677822,4987.2676,62494.22819047887,62494.22819047887,2,249.6758,,1.0,1.0,4987.267270677822,400.0,100
0.002,0.0006519737,500,0.0026967789,499.002,7.7499244e-08,4989.773968319822,0.32452965,1.0166205,491.8256042924797,4803.332,4989.773968319822,4993.0815,49995.530594654905,49995.530594654905,1,149.4989,0.019201983,1.3423619,0.99552983,4989.773968319822,490.5153778544769,100
0.009999998,0.01,500,0.01,500.0,3.5044917e-18,4999.798125622733,1.0,1.0,500.0,4578.988,4999.798125622733,4999.7983,0.044972251088816625,0.044972251088816625,2,0.21103597,,1.0,1.0,4999.798125622733,100.0,100
0.0049999994,0.005,500,0.005,498.13,2.179301e-19,4980.990048690544,1.0,1.0,500.0,4683.432,4980.990048690544,4980.99,67397.08680362368,67397.08680362368,2,258.95963,,1.0,1.0,4980.990048690544,200.00000010221265,100
0.0033333336,0.0033333334,500,0.0033333334,498.62333333333333,5.4391416e-20,4985.920719234719,1.0,1.0,500.0,4742.966,4985.920719234719,4985.921,45436.07209877796,45436.07209877796,2,212.80185,,1.0,1.0,4985.920719234719,299.999969473632,100
0.0024999997,0.0025,500,0.0025,498.9675,5.434597e-20,4989.389004429745,1.0,1.0,500.0,4778.9834,4989.389004429745,4989.3887,34084.784256764935,34084.784256764935,2,184.38972,,1.0,1.0,4989.389004429745,400.0,100
0.002,0.0009022667,500,0.002383786,499.174,6.091247e-08,4991.471615548957,0.4508679,1.0154893,492.3734601531577,4805.882,4991.471615548957,4995.526,27271.55773945448,27271.55773945448,1,76.235985,0.015210201,1.1911917,0.9994116,4991.471615548957,492.5149083980084,100
0.009999998,0.01,500,0.01,500.0,3.5044917e-18,4999.810680160848,1.0,1.0,500.0,4579.0,4999.810680160848,4999.8105,0.0559049935718795,0.0559049935718795,2,0.23524676,,1.0,1.0,4999.810680160848,100.0,100
0.0049999994,0.005,500,0.005,500.0,2.179301e-19,4999.7950634959525,1.0,1.0,500.0,4702.237,4999.7950634959525,4999.795,0.06557808436908369,0.06557808436908369,2,0.2554364,,1.0,1.0,4999.7950634959525,200.00000010221265,100
0.0033333336,0.0033333334,500,0.0033333334,500.0,5.4391416e-20,4999.8062050323115,1.0,1.0,500.0,4756.851,4999.8062050323115,4999.806,0.053583458871447255,0.053583458871447255,2,0.23109443,,1.0,1.0,4999.8062050323115,299.999969473632,100
0.0024999997,0.0025,500,0.0025,498.7075,5.434597e-20,4986.825631149878,1.0,1.0,500.0,4776.4204,4986.825631149878,4986.8257,62573.54109449331,62573.54109449331,2,249.83417,,1.0,1.0,4986.825631149878,400.0,100
0.002,0.0004683526,500,0.0024198762,498.966,9.529664e-08,4989.421563070719,0.2330037,1.0225296,488.98339861966053,4804.0654,4989.421563070719,4994.3657,50060.769627471585,50060.769627471585,1,114.37625,0.023586167,1.2038795,0.9949927,4989.421563070719,488.38781822269146,100
0.009999998,0.01,500,0.01,500.0,3.5044917e-18,4999.7944949001285,1.0,1.0,500.0,4578.984,4999.7944949001285,4999.7944,0.051938103220800634,0.051938103220800634,2,0.22676007,,1.0,1.0,4999.7944949001285,100.0,100
0.0049999994,0.005,500,0.005,500.0,2.179301e-19,4999.802612662528,1.0,1.0,500.0,4702.244,4999.802612662528,4999.8022,0.05503733962955583,0.05503733962955583,2,0.23401439,,1.0,1.0,4999.802612662528,200.00000010221265,100
0.0033333336,0.0033333334,500,0.0033333334,500.0,5.4391416e-20,4999.798208828206,1.0,1.0,500.0,4756.8433,4999.798208828206,4999.7983,0.05372562903656637,0.05372562903656637,2,0.23140231,,1.0,1.0,4999.798208828206,299.999969473632,100
0.0024999997,0.0025,500,0.0025,500.0,5.434597e-20,4999.800546663576,1.0,1.0,500.0,4789.395,4999.800546663576,4999.8003,0.050140942139532955,0.050140942139532955,2,0.22364222,,1.0,1.0,4999.800546663576,400.0,100
0.0020000003,0.002,500,0.002,500.0,5.431875e-20,4999.799961050224,1.0,1.0,500.0,4811.608,4999.799961050224,4999.8003,0.05041737416210387,0.05041737416210387,1,0.22431092,,1.0,1.0,4999.799961050224,500.00000664260017,100
0.009999998,0.01,500,0.01,500.0,3.5044917e-18,4999.81078340499,1.0,1.0,500.0,4579.0005,4999.81078340499,4999.811,0.03763218394763971,0.03763218394763971,2,0.1930189,,1.0,1.0,4999.81078340499,100.0,100
0.0049999994,0.005,500,0.005,500.0,2.179301e-19,4999.819416768101,1.0,1.0,500.0,4702.261,4999.819416768101,4999.8193,0.03454268651359882,0.03454268651359882,2,0.1853919,,1.0,1.0,4999.819416768101,200.00000010221265,100
0.0033333336,0.0033333334,500,0.0033333334,500.0,5.4391416e-20,4999.809521393122,1.0,1.0,500.0,4756.8545,4999.809521393122,4999.8096,0.03464888150406541,0.03464888150406541,2,0.18582997,,1.0,1.0,4999.809521393122,299.999969473632,100
0.0024999997,0.0025,500,0.0025,500.0,5.434597e-20,4999.798004520055,1.0,1.0,500.0,4789.3926,4999.798004520055,4999.798,0.04111592266463573,0.04111592266463573,2,0.20251872,,1.0,1.0,4999.798004520055,400.0,100
0.002,0.0019859965,500,0.0020076726,500.0,1.5851091e-11,4999.798775371217,0.9929068,1.0000031,499.9984502840391,4811.6074,4999.798775371217,4999.8,0.040263188392069174,0.040263188392069174,1,0.20020875,3.962041e-06,1.0037439,0.999908,4999.798775371217,499.9979561264354,100
0.009999998,0.01,500,0.01,500.0,3.5044917e-18,4999.751915439678,1.0,1.0,500.0,4578.941,4999.751915439678,4999.7515,0.10917753719439112,0.10917753719439112,2,0.3288009,,1.0,1.0,4999.751915439678,100.0,100
0.0049999994,0.005,500,0.005,500.0,2.179301e-19,4999.770164032151,1.0,1.0,500.0,4702.2114,4999.770164032151,4999.7695,0.07482383532324752,0.07482383532324752,2,0.2728774,,1.0,1.0,4999.770164032151,200.00000010221265,100
0.0033333336,0.0033333334,500,0.0033333334,500.0,5.4391416e-20,4999.784520724433,1.0,1.0,500.0,4756.8296,4999.784520724433,4999.7847,0.06288022227307323,0.06288022227307323,2,0.25035173,,1.0,1.0,4999.784520724433,299.999969473632,100
0.0024999997,0.0025,500,0.0025,500.0,5.434597e-20,4999.786965777813,1.0,1.0,500.0,4789.3813,4999.786965777813,4999.7866,0.05738088995841,0.05738088995841,2,0.23925191,,1.0,1.0,4999.786965777813,400.0,100
0.0020000003,0.002,500,0.002,500.0,5.431875e-20,4999.792918176666,1.0,1.0,500.0,4811.601,4999.792918176666,4999.7935,0.055509445191868935,0.055509445191868935,1,0.23537526,,1.0,1.0,4999.792918176666,500.00000664260017,100
0.009999998,0.01,500,0.01,499.82,3.5044917e-18,4997.866572640031,1.0,1.0,500.0,4577.0557,4997.866572640031,4997.866,362.07275329334357,362.07275329334357,2,18.932821,,1.0,1.0,4997.866572640031,100.0,100
0.0049999994,0.005,500,0.005,499.91,2.179301e-19,4998.812272044486,1.0,1.0,500.0,4701.2544,4998.812272044486,4998.8125,181.04976524474776,181.04976524474776,2,13.421785,,1.0,1.0,4998.812272044486,200.00000010221265,100
0.0033333336,0.0033333334,500,0.0033333334,499.94,5.4391416e-20,4999.141343644702,1.0,1.0,500.0,4756.1865,4999.141343644702,4999.1416,120.72910792182297,120.72910792182297,2,10.969347,,1.0,1.0,4999.141343644702,299.999969473632,100
0.0024999997,0.0025,500,0.0025,499.955,5.434597e-20,4999.308200375576,1.0,1.0,500.0,4788.903,4999.308200375576,4999.308,90.56291488684754,90.56291488684754,2,9.504548,,1.0,1.0,4999.308200375576,400.0,100
0.002,0.00188767,500,0.0020391743,499.964,4.784382e-10,4999.401486088615,0.94339037,1.000106,499.9470170857681,4811.2173,4999.401486088615,4999.4194,72.45918682588716,72.45918682588716,1,8.115988,0.000119496915,1.0191069,0.99952894,4999.401486088615,499.9403126890062,100
0.009999998,0.01,500,0.01,500.0,3.5044917e-18,4999.792611264971,1.0,1.0,500.0,4578.982,4999.792611264971,4999.7925,0.05106970992820545,0.05106970992820545,2,0.22485903,,1.0,1.0,4999.792611264971,100.0,100
0.0049999994,0.005,500,0.005,500.0,2.179301e-19,4999.795316906119,1.0,1.0,500.0,4702.2373,4999.795316906119,4999.7954,0.043711342032840154,0.043711342032840154,2,0.20856082,,1.0,1.0,4999.795316906119,200.00000010221265,100
0.0033333336,0.0033333334,500,0.0033333334,499.73,5.4391416e-20,4997.047164981308,1.0,1.0,500.0,4754.0923,4997.047164981308,4997.0474,2241.943982722892,2241.943982722892,2,47.270187,,1.0,1.0,4997.047164981308,299.999969473632,100
0.0024999997,0.0025,500,0.0025,499.7975,5.434597e-20,4997.73502983481,1.0,1.0,500.0,4787.33,4997.73502983481,4997.7354,1681.4847322883736,1681.4847322883736,2,40.954613,,1.0,1.0,4997.73502983481,400.0,100
0.002,0.0014017763,500,0.0021620782,499.838,9.41336e-09,4998.1601269602415,0.697266,1.0017571,499.1229686072742,4810.15,4998.1601269602415,4998.5073,1345.2441392736746,1345.2441392736746,1,28.896639,0.0023290792,1.0754523,0.99483204,4998.1601269602415,498.82839844182143,100
0.009999998,0.01,500,0.01,499.22,3.5044917e-18,4991.810243912231,1.0,1.0,500.0,4570.9995,4991.810243912231,4991.81,6109.2764086715015,6109.2764086715015,2,77.77008,,1.0,1.0,4991.810243912231,100.0,100
0.0049999994,0.005,500,0.005,499.16,2.179301e-19,4991.235881638108,1.0,1.0,500.0,4693.6777,4991.235881638108,4991.236,7161.111643614444,7161.111643614444,2,84.41152,,1.0,1.0,4991.235881638108,200.00000010221265,100
0.0033333336,0.0033333334,500,0.0033333334,499.44,5.4391416e-20,4994.079991793739,1.0,1.0,500.0,4751.125,4994.079991793739,4994.08,4782.347338105718,4782.347338105718,2,69.03916,,1.0,1.0,4994.079991793739,299.999969473632,100
0.0024999997,0.0025,500,0.0025,499.55,5.434597e-20,4995.182534265203,1.0,1.0,500.0,4784.7773,4995.182534265203,4995.1826,3629.476392565003,3629.476392565003,2,60.16979,,1.0,1.0,4995.182534265203,400.0,100
0.002,0.0013342587,500,0.0022018973,499.64,2.1726924e-08,4996.106540562612,0.66346353,1.0047663,497.6281326262005,4808.466,4996.106540562612,4997.106,2905.5585117506357,2905.5585117506357,1,38.930443,0.0053722,1.094899,0.99450505,4996.106540562612,497.304167248368,100
0.009999998,0.01,500,0.01,500.0,3.5044917e-18,4999.804867654918,1.0,1.0,500.0,4578.994,4999.804867654918,4999.8047,0.04843394156024746,0.04843394156024746,2,0.21895407,,1.0,1.0,4999.804867654918,100.0,100
0.0049999994,0.005,500,0.005,500.0,2.179301e-19,4999.816638882661,1.0,1.0,500.0,4702.2583,4999.816638882661,4999.8164,0.04023282595282586,0.04023282595282586,2,0.20007657,,1.0,1.0,4999.816638882661,200.00000010221265,100
0.0033333336,0.0033333334,500,0.0033333334,500.0,5.4391416e-20,4999.814405367449,1.0,1.0,500.0,4756.859,4999.814405367449,4999.814,0.03910741914184434,0.03910741914184434,2,0.19742872,,1.0,1.0,4999.814405367449,299.999969473632,100
0.0024999997,0.0025,500,0.0025,500.0,5.434597e-20,4999.801246216266,1.0,1.0,500.0,4789.396,4999.801246216266,4999.8013,0.04715551179383607,0.04715551179383607,2,0.2168773,,1.0,1.0,4999.801246216266,400.0,100
0.0020000003,0.002,500,0.002,500.0,5.431875e-20,4999.799239477388,1.0,1.0,500.0,4811.6074,4999.799239477388,4999.8,0.04843947867426701,0.04843947867426701,1,0.21986425,,1.0,1.0,4999.799239477388,500.00000664260017,100
0.009999998,0.01,500,0.01,500.0,3.5044917e-18,4999.7849640545355,1.0,1.0,500.0,4578.9746,4999.7849640545355,4999.785,0.04240402357702318,0.04240402357702318,2,0.20486815,,1.0,1.0,4999.7849640545355,100.0,100
0.0049999994,0.005,500,0.005,500.0,2.179301e-19,4999.810527227527,1.0,1.0,500.0,4702.2524,4999.810527227527,4999.8105,0.03716498265064596,0.03716498265064596,2,0.19229123,,1.0,1.0,4999.810527227527,200.00000010221265,100
0.0033333336,0.0033333334,500,0.0033333334,500.0,5.4391416e-20,4999.800588195619,1.0,1.0,500.0,4756.8457,4999.800588195619,4999.801,0.052057277315145326,0.052057277315145326,2,0.22777905,,1.0,1.0,4999.800588195619,299.999969473632,100
0.0024999997,0.0025,500,0.0025,498.7525,5.434597e-20,4987.299727707323,1.0,1.0,500.0,4776.894,4987.299727707323,4987.2993,62495.029059578155,62495.029059578155,2,249.67737,,1.0,1.0,4987.299727707323,400.0,100
0.002,0.0015237053,500,0.002594235,498.94,2.9185083e-08,4989.155416844991,0.7610271,1.0080513,496.00651455089417,4801.7485,4989.155416844991,4990.697,50188.024904632046,50188.024904632046,1,191.67296,0.007280466,1.2957119,0.9989164,4989.155416844991,496.3854727353331,100
0.009999998,0.01,500,0.01,500.0,3.5044917e-18,4999.837519894148,1.0,1.0,500.0,4579.027,4999.837519894148,4999.8374,0.027515718483216395,0.027515718483216395,2,0.16504143,,1.0,1.0,4999.837519894148,100.0,100
0.0049999994,0.005,500,0.005,500.0,2.179301e-19,4999.817730935796,1.0,1.0,500.0,4702.2593,4999.817730935796,4999.8174,0.03324813309255685,0.03324813309255685,2,0.18188883,,1.0,1.0,4999.817730935796,200.00000010221265,100
0.0033333336,0.0033333334,500,0.0033333334,499.99,5.4391416e-20,4999.672594343908,1.0,1.0,500.0,4756.718,4999.672594343908,4999.673,5.4121441195986515,5.4121441195986515,2,2.322519,,1.0,1.0,4999.672594343908,299.999969473632,100
0.0024999997,0.0025,500,0.0025,499.9925,5.434597e-20,4999.707330119632,1.0,1.0,500.0,4789.302,4999.707330119632,4999.707,4.06988013919475,4.06988013919475,2,2.014869,,1.0,1.0,4999.707330119632,400.0,100
0.002,0.0019458623,500,0.0020135418,499.994,5.890563e-11,4999.718040291394,0.97301644,1.0000161,499.99195350244963,4811.527,4999.718040291394,4999.7207,3.2640929515107504,3.2640929515107504,1,1.7567604,1.4728995e-05,1.0068591,1.0000876,4999.718040291394,499.99263051882554,100
0.009999998,0.01,500,0.01,500.0,3.5044917e-18,4999.793453758283,1.0,1.0,500.0,4578.983,4999.793453758283,4999.7935,0.03634168877417797,0.03634168877417797,2,0.18966341,,1.0,1.0,4999.793453758283,100.0,100
0.0049999994,0.005,500,0.005,499.965,2.179301e-19,4999.381106360353,1.0,1.0,500.0,4701.8228,4999.381106360353,4999.381,32.089163041368664,32.089163041368664,2,5.6505365,,1.0,1.0,4999.381106360353,200.00000010221265,100
0.0033333336,0.0033333334,500,0.0033333334,497.5233333333333,5.4391416e-20,4974.922417454854,1.0,1.0,500.0,4731.9673,4974.922417454854,4974.9224,101971.47650593572,101971.47650593572,2,318.79706,,1.0,1.0,4974.922417454854,299.999969473632,100
0.0024999997,0.0025,500,0.0025,498.1425,5.434597e-20,4981.133971735711,1.0,1.0,500.0,4770.7285,4981.133971735711,4981.134,76530.76894579911,76530.76894579911,2,276.29593,,1.0,1.0,4981.133971735711,400.0,100
0.002,0.0007846226,500,0.002515121,498.28,7.164832e-08,4982.50612314244,0.39001966,1.0170596,491.6132913034825,4796.471,4982.50612314244,4986.2617,63964.57490543931,63964.57490543931,1,223.6854,0.017703427,1.2502145,0.99415857,4982.50612314244,491.2188019446752,100
0.009999998,0.01,500,0.01,499.9,3.5044917e-18,4998.680425773912,1.0,1.0,500.0,4577.8696,4998.680425773912,4998.68,121.17183269987864,121.17183269987864,2,10.95262,,1.0,1.0,4998.680425773912,100.0,100
0.0049999994,0.005,500,0.005,499.95,2.179301e-19,4999.216440386801,1.0,1.0,500.0,4701.658,4999.216440386801,4999.2163,60.59872136573907,60.59872136573907,2,7.765023,,1.0,1.0,4999.216440386801,200.00000010221265,100
0.0033333336,0.0033333334,500,0.0033333334,499.96666666666664,5.4391416e-20,4999.404015410176,1.0,1.0,500.0,4756.449,4999.404015410176,4999.4043,40.41478355114512,40.41478355114512,2,6.346652,,1.0,1.0,4999.404015410176,299.999969473632,100
0.0024999997,0.0025,500,0.0025,499.9375,5.434597e-20,4999.088051184363,1.0,1.0,500.0,4788.6826,4999.088051184363,4999.088,94.00215469133396,94.00215469133396,2,9.683335,,1.0,1.0,4999.088051184363,400.0,100
0.002,0.0016919706,500,0.0020456726,499.95,1.3618198e-09,4999.227322304419,0.84531385,1.0003036,499.84823305015817,4811.074,4999.227322304419,4999.295,75.25179375998424,75.25179375998424,1,7.5468974,0.00033991472,1.0220245,0.9992063,4999.227322304419,499.83017774342704,100
0.009999998,0.01,500,0.01,500.0,3.5044917e-18,4999.762832805644,1.0,1.0,500.0,4578.952,4999.762832805644,4999.7627,0.042819572024588914,0.042819572024588914,2,0.20591997,,1.0,1.0,4999.762832805644,100.0,100
0.0049999994,0.005,500,0.005,500.0,2.179301e-19,4999.792919662771,1.0,1.0,500.0,4702.235,4999.792919662771,4999.793,0.04171143000143851,0.04171143000143851,2,0.20374505,,1.0,1.0,4999.792919662771,200.00000010221265,100
