optimgain,EpLenMean,EpisodesSoFar,EpRewMean,entloss,Step_size,TimeElapsed,SampleRenyi2,entropy,Var_J,TimestepsSoFar,surrgain,ev_tdlam_before,DiscEpRewMean,meankl,J_hat,EpThisIter
inf,200.0,14600,-475.202121035,,0.0009765625,3914.31888961792,1.0,-7.28839,843.3600463867188,2920000,inf,2.20537185669e-06,-365.827102099,5.96046e-08,-365.8271484375,100
0.193924,200.0,14700,-442.393805001,,1.0,3956.558961391449,24.3969,-7.3865,7.407132625579834,2940000,0.193924,-1.66893005371e-06,-349.237399282,0.0101744,-30.742937088012695,100
inf,200.0,14800,-344.715270383,,0.0009765625,3998.9827053546906,1.0,-7.38603,564.7593383789062,2960000,inf,-3.69548797607e-06,-276.374229419,,-276.3742370605469,100
0.00233383,200.0,14900,-400.914334192,,1.0,4042.319593191147,24.3969,-7.48373,3315.959716796875,2980000,0.00233383,2.14576721191e-06,-315.837299473,0.0101744,-276.9508056640625,100
inf,200.0,15000,-394.752080413,,0.0009765625,4085.3438193798065,0.999988,-7.48368,639.5055541992188,3000000,inf,4.52995300293e-06,-311.720164173,1.19209e-07,-311.7201843261719,100
inf,200.0,15100,-432.161063628,,0.0009765625,4128.230626583099,0.999988,-7.48368,673.2025756835938,3020000,inf,-1.19209289551e-07,-340.296341922,1.19209e-07,-340.2963562011719,100
inf,200.0,15200,-361.993642348,,0.0009765625,4171.908127069473,0.999988,-7.48368,581.6276245117188,3040000,inf,1.90734863281e-06,-288.348298889,1.19209e-07,-288.3482971191406,100
inf,200.0,15300,-361.111583909,,0.0009765625,4215.430711746216,0.999988,-7.48368,694.8670043945312,3060000,inf,-7.62939453125e-06,-284.902672482,1.19209e-07,-284.9027099609375,100
inf,200.0,15400,-402.253541656,,0.0009765625,4259.96142244339,0.999988,-7.48368,746.5396728515625,3080000,inf,7.15255737305e-07,-313.667046516,1.19209e-07,-313.66705322265625,100
inf,200.0,15500,-374.737414642,,0.0009765625,4303.359177112579,0.999988,-7.48368,641.1341552734375,3100000,inf,-5.96046447754e-07,-292.873696169,1.19209e-07,-292.87371826171875,100
0.153655,200.0,15600,-465.307658841,,1.0,4348.290429353714,24.3982,-7.58139,1.4476687283604406e-05,3120000,0.153655,,-360.488595446,0.0101751,-30.060625076293945,100
inf,200.0,15700,-396.877412983,,0.0009765625,4395.857089757919,1.00001,-7.58124,703.3363037109375,3140000,inf,5.96046447754e-08,-314.04706474,1.19209e-07,-314.04705810546875,100
0.0100341,200.0,15800,-401.865820238,,1.0,4441.782153367996,24.3974,-7.67902,803.5630493164062,3160000,0.0100341,5.96046447754e-08,-317.963301793,0.0101751,-108.56319427490234,100
inf,200.0,15900,-363.729479771,,0.0009765625,4486.457747936249,0.999988,-7.67889,644.6439819335938,3180000,inf,1.19209289551e-07,-288.114303252,,-288.1143493652344,100
inf,200.0,16000,-415.012329383,,0.0009765625,4531.177841424942,0.999988,-7.67889,705.8064575195312,3200000,inf,-1.19209289551e-07,-325.519670143,,-325.5196838378906,100
0.183142,200.0,16100,-372.199805802,,1.0,4577.1883952617645,24.3984,-7.77668,4.4575419425964355,3220000,0.183142,5.96046447754e-07,-293.260200623,0.0101751,-2.866231679916382,100
inf,200.0,16200,-366.817623904,,0.0009765625,4623.199776649475,1.0,-7.77653,672.644775390625,3240000,inf,7.15255737305e-07,-287.592452268,1.19209e-07,-287.59246826171875,100
0.210835,200.0,16300,-436.103963249,,1.0,4670.309905290604,24.3984,-7.87424,3.1764934062957764,3260000,0.210835,-9.53674316406e-07,-337.793684703,0.0101752,-3.8100802898406982,100
inf,200.0,16400,-381.737172306,,0.0009765625,4715.853489160538,1.0,-7.87419,647.3466796875,3280000,inf,-1.19209289551e-07,-299.196595351,,-299.19659423828125,100
0.0292419,200.0,16500,-400.898375796,,1.0,4761.599866390228,24.3985,-7.97189,28.85770034790039,3300000,0.0292419,-2.38418579102e-07,-313.165080485,0.0101751,-38.45387268066406,100
0.150303,200.0,16600,-350.937934909,,1.0,4809.746490478516,24.3984,-8.06953,47.94884490966797,3320000,0.150303,4.17232513428e-07,-274.537765134,0.0101752,-22.8327693939209,100
0.00984417,200.0,16700,-396.836936707,,1.0,4856.559923171997,24.3984,-8.1668,702.1100463867188,3340000,0.00984417,-8.34465026855e-07,-305.551396532,0.0101751,-74.49960327148438,100
inf,200.0,16800,-393.857514273,,0.0009765625,4902.682904005051,1.0,-8.16675,805.8870849609375,3360000,inf,-2.38418579102e-07,-303.089563655,,-303.0895690917969,100
inf,200.0,16900,-426.075459225,,0.0009765625,4950.231744766235,1.0,-8.16675,826.5747680664062,3380000,inf,,-327.95494621,,-327.9549560546875,100
inf,200.0,17000,-418.128088451,,0.0009765625,4998.285988330841,1.0,-8.16675,729.9426879882812,3400000,inf,,-324.407014654,,-324.40704345703125,100
0.194896,200.0,17100,-371.659577039,,1.0,5047.199691772461,24.3982,-8.26444,44.31046676635742,3420000,0.194896,-5.96046447754e-07,-290.216384761,0.0101751,-21.498926162719727,100
0.173335,200.0,17200,-384.793454147,,1.0,5094.39466381073,24.3985,-8.36206,38.71676254272461,3440000,0.173335,-5.96046447754e-07,-298.125835993,0.0101751,-21.39327621459961,100
0.191651,200.0,17300,-424.583397758,,1.0,5143.197363615036,24.4429,-8.45969,0.029380593448877335,3460000,0.191651,1.78813934326e-07,-327.537781251,0.0101762,-0.9780101776123047,100
0.199502,200.0,17400,-410.490402363,,1.0,5192.210325241089,24.3971,-8.55725,12.72787857055664,3480000,0.199502,1.19209289551e-07,-319.33965508,0.0101751,-26.519350051879883,100
inf,200.0,17500,-431.4555663,,0.0009765625,5242.463814496994,1.0,-8.5572,695.9760131835938,3500000,inf,2.98023223877e-07,-336.249860047,,-336.2498474121094,100
inf,200.0,17600,-401.606405428,,0.0009765625,5291.836287736893,1.0,-8.5572,697.8916015625,3520000,inf,-7.15255737305e-07,-315.590499766,,-315.59051513671875,100
0.0903154,200.0,17700,-333.387304963,,1.0,5341.338528871536,24.3972,-8.65489,2.2231101989746094,3540000,0.0903154,-3.57627868652e-07,-263.062897159,0.0101744,-27.645112991333008,100
inf,200.0,17800,-410.31761589,,0.0009765625,5392.1011872291565,1.00001,-8.65448,681.5899047851562,3560000,inf,4.17232513428e-07,-317.698797496,,-317.69879150390625,100
inf,200.0,17900,-423.748993871,,0.0009765625,5443.120237827301,1.00001,-8.65448,835.9688110351562,3580000,inf,-1.19209289551e-07,-328.850102916,,-328.8501281738281,100
inf,200.0,18000,-428.569662668,,0.0009765625,5493.683664321899,1.00001,-8.65448,592.4234008789062,3600000,inf,-1.78813934326e-06,-334.949866275,,-334.94989013671875,100
inf,200.0,18100,-375.60791131,,0.0009765625,5544.962514638901,1.00001,-8.65448,549.4524536132812,3620000,inf,-2.26497650146e-06,-296.011220786,,-296.0112609863281,100
inf,200.0,18200,-407.963623073,,0.0009765625,5595.164712905884,1.00001,-8.65448,744.7985229492188,3640000,inf,5.36441802979e-07,-319.440259221,,-319.4403076171875,100
inf,200.0,18300,-351.957469506,,0.0009765625,5646.896481752396,1.00001,-8.65448,622.6564331054688,3660000,inf,-1.78813934326e-06,-276.792778174,,-276.79278564453125,100
inf,200.0,18400,-427.989134905,,0.0009765625,5698.866662502289,1.00001,-8.65448,778.9090576171875,3680000,inf,-3.57627868652e-07,-331.941488319,,-331.9415283203125,100
0.182761,200.0,18500,-386.60767145,,1.0,5750.09464097023,24.3982,-8.75251,14.721549987792969,3700000,0.182761,7.7486038208e-07,-302.49361399,0.0101751,-10.307293891906738,100
0.0770403,200.0,18600,-392.655246658,,1.0,5801.195014953613,24.3984,-8.85015,57.17930603027344,3720000,0.0770403,7.15255737305e-07,-306.370954141,0.0101752,-30.191492080688477,100
inf,200.0,18700,-421.892792501,,0.0009765625,5853.305067062378,1.0,-8.84975,724.1885986328125,3740000,inf,5.36441802979e-07,-328.369418334,,-328.3694152832031,100
inf,200.0,18800,-399.925365246,,0.0009765625,5905.011628866196,1.0,-8.84975,723.077392578125,3760000,inf,1.78813934326e-07,-313.37762731,,-313.3776550292969,100
inf,200.0,18900,-445.434280303,,0.0009765625,5957.52112531662,1.0,-8.84975,698.0014038085938,3780000,inf,5.96046447754e-08,-348.837659198,,-348.83770751953125,100
0.108425,200.0,19000,-350.996416997,,1.0,6010.5597240924835,24.3982,-8.94744,8.381476402282715,3800000,0.108425,-2.38418579102e-07,-278.296023625,0.0101751,-26.306358337402344,100
0.151986,200.0,19100,-415.907966651,,1.0,6063.967431783676,24.3984,-9.04509,0.010223456658422947,3820000,0.151986,2.98023223877e-06,-325.849112095,0.0101752,-1.0790411233901978,100
0.184624,200.0,19200,-405.315642685,,1.0,6115.146235704422,24.3981,-9.14271,9.17757511138916,3840000,0.184624,6.07967376709e-06,-319.016752887,0.0101751,-3.9857993125915527,100
0.0590117,200.0,19300,-343.944645435,,1.0,6168.6074821949005,24.3982,-9.24028,0.9941685199737549,3860000,0.0590117,-7.86781311035e-06,-271.461866945,0.0101751,-28.11013412475586,100
0.0934825,200.0,19400,-427.337795775,,1.0,6222.028797388077,24.3969,-9.33793,19.018943786621094,3880000,0.0934825,3.57627868652e-06,-332.439312702,0.0101751,-25.06316566467285,100
0.127617,200.0,19500,-381.598467538,,1.0,6275.86322927475,24.3982,-9.43556,1.6006599253159948e-05,3900000,0.127617,2.62260437012e-06,-298.895532599,0.0101751,-0.6676377058029175,100
0.0610952,200.0,19600,-340.695877253,,1.0,6330.828101396561,24.3972,-9.53321,0.06477329134941101,3920000,0.0610952,1.25169754028e-06,-266.263949707,0.0101751,-0.6588031649589539,100
0.0490312,200.0,19700,-326.257135708,,1.0,6385.3486087322235,24.3969,-9.63086,0.43734270334243774,3940000,0.0490312,-7.15255737305e-06,-251.189552823,0.0101744,-0.9668399095535278,100
inf,200.0,19800,-475.185852448,,0.0009765625,6439.315474748611,1.0,-9.63082,884.6484985351562,3960000,inf,1.13248825073e-06,-358.342985002,,-358.343017578125,100
0.11554,200.0,19900,-383.658638937,,1.0,6494.508780241013,24.3984,-9.72851,88.5238037109375,3980000,0.11554,-7.15255737305e-07,-295.741535757,0.0101751,-13.535167694091797,100
inf,200.0,20000,-399.956123544,,0.0009765625,6549.414067745209,0.999988,-9.72839,685.14990234375,4000000,inf,4.17232513428e-07,-307.362882612,5.96046e-08,-307.3628845214844,100
