EpisodesSoFar,InitialReturnMax,TimeElapsed,MinIWNorm,MinIW,ESSClassic,EpRewMean,StdIWNorm,EmpiricalD2,Bound,EpThisIter,TimestepsSoFar,MaxIWNorm,MaxIW,J_sample_variance,Iteration,ESSRenyi,InitialBound,MeanIWNorm,InitialReturnMin,Weights,InitialReturnStd,EpLenMean,ReturnMeanIW,InitialReturnMean,MeanIW,StdIW
24000,16.760279,17894.30623459816,0.00033050976,0.033050977,16.265577,-18.55106614504165,0.023130048,3.3147516,1.5168614,100,8996779,0.22322968,22.322968,164.66216,240,30.168173,-0.71912843,0.0101943435,-21.573864,[-0.7   -0.303 -0.053 -0.282 -0.445],7.434322,491.29,2.8261404,4.196167e-07,1.0194343,2.3130047
24100,19.860073,17994.863537073135,0.0005083754,0.05083754,45.675217,-18.454360585116703,0.01050172,2.618535,-0.37152302,100,9045881,0.06568954,6.568954,152.23087,241,38.189293,-1.1303759,0.009629457,-33.91128,[-0.693 -0.308 -0.046 -0.288 -0.455],9.41251,491.02,1.457639,1.7166138e-07,0.9629457,1.0501721
24200,18.553194,18094.762442827225,1.45159e-06,0.000145159,1.2631248,-12.972673460054022,0.42291552,1180.4181,45.00402,100,9095759,4.251283,425.12833,498863.8,242,0.08471575,-0.7544502,0.047834042,-22.633549,[-0.692 -0.311 -0.052 -0.288 -0.455],7.487485,498.78,70.92488,1.5449524e-06,4.7834034,42.291546
24300,17.287823,18183.96009159088,0.0083193155,0.8319316,99.55707,-17.742257243171736,0.0006752372,1.0037428,-1.6229932,100,9143661,0.011663885,1.1663885,129.77141,243,99.62711,-1.6554604,0.01012356,-49.663807,[-0.697 -0.333 -0.065 -0.291 -0.44 ],11.436373,479.02,0.035562187,1.5258789e-07,1.0123559,0.06752373
24400,23.566383,18272.413579702377,5.543715e-07,5.5437155e-05,1.2042799,-16.16980763618027,0.98396033,648.5387,20.92254,100,9192929,9.894494,989.4494,224461.6,244,0.1541928,-1.0282065,0.10863563,-30.846184,[-0.697 -0.332 -0.064 -0.29  -0.441],9.9164095,492.68,47.107273,-1.5258789e-07,10.863562,98.396034
24500,26.610786,18363.674464941025,1.863181e-05,0.001863181,3.1681113,-20.43450169608577,0.06241094,46.51578,7.5536203,100,9242929,0.62273115,62.273117,20910.498,245,2.149808,-0.88702613,0.011288902,-20.403612,[-0.689 -0.348 -0.065 -0.279 -0.444],9.083378,500.0,13.603359,3.8146972e-08,1.1288903,6.241094
24600,21.754738,18454.115277051926,3.996076e-06,0.0003996076,4.294245,-20.54293341216126,0.08266882,257.9216,5.766512,100,9292929,0.7523225,75.232254,27914.191,246,0.3877147,-0.72515744,0.017511208,-19.14294,[-0.672 -0.347 -0.051 -0.276 -0.459],7.8274393,500.0,17.412504,5.340576e-07,1.7511209,8.266882
24700,24.710157,18543.00994706154,0.00082361646,0.082361646,51.67659,-20.11848880197315,0.008902474,2.2579873,0.34632015,100,9342571,0.05435819,5.435819,297.98584,247,44.287228,-1.1125132,0.009206166,-33.375366,[-0.652 -0.372 -0.057 -0.294 -0.459],9.538699,496.42,2.0180478,-1.0108947e-06,0.9206166,0.8902474
24800,16.179798,18633.353061676025,0.0006186801,0.06186801,44.43538,-21.341324396863357,0.010920256,2.6096878,-0.10971153,100,9392298,0.087828256,8.782825,99.7732,248,38.31876,-0.80673337,0.009765579,-24.201996,[-0.64  -0.367 -0.052 -0.288 -0.453],8.063363,497.27,1.1935279,-9.536743e-08,0.9765581,1.0920258
24900,23.447865,18723.311558246613,2.0867454e-05,0.0020867453,2.599448,-21.24411003389925,0.07333023,65.543175,10.0333185,100,9442298,0.7333813,73.33813,21840.795,249,1.5257119,-0.781595,0.011979618,-18.864021,[-0.632 -0.372 -0.056 -0.286 -0.447],8.679254,500.0,16.361017,4.6730042e-07,1.1979619,7.3330245
25000,23.721794,18809.968228578568,0.00071051857,0.07105186,65.647896,-23.72534221062719,0.006977593,1.7658032,-0.9052478,100,9490389,0.032201767,3.2201767,153.12215,250,56.63145,-1.5757186,0.009645826,-47.271587,[-0.637 -0.371 -0.054 -0.297 -0.406],11.225536,480.91,1.188624,9.727478e-07,0.9645826,0.69775933
25100,20.10113,18900.709001541138,0.00035967937,0.03596794,47.656822,-13.282866169812143,0.010182894,2.4373803,0.42807734,100,9540120,0.05363323,5.363323,148.4813,251,41.027657,-0.6700389,0.009716364,-19.296644,[-0.636 -0.365 -0.049 -0.294 -0.409],8.005048,497.31,1.4741477,-1.2397766e-06,0.97163635,1.0182894
25200,20.31811,18990.11268210411,6.0504757e-05,0.006050476,9.835027,-24.40871572914638,0.02482212,16.944016,1.7748573,100,9589244,0.24309725,24.309725,2520.0503,252,5.9017887,-0.6772715,0.008197996,-20.00563,[-0.629 -0.371 -0.051 -0.29  -0.412],8.570939,491.24,4.5627127,-1.0585785e-06,0.8197996,2.4822118
25300,15.914612,19080.780481100082,0.0016067976,0.16067976,68.68041,-20.05565835478631,0.007271017,1.5389975,-0.32018143,100,9639244,0.038568556,3.8568559,112.81116,253,64.97736,-0.7183376,0.010767217,-21.550137,[-0.631 -0.374 -0.04  -0.292 -0.407],8.897537,500.0,0.57096225,1.9073487e-07,1.0767218,0.7271017
25400,13.75442,19169.83091187477,0.00014134405,0.014134405,18.834639,-20.365676414207822,0.022199053,3.139427,-1.1564255,100,9688536,0.20576976,20.576977,288.58206,254,31.852947,-1.8732423,0.010693695,-56.197258,[-0.632 -0.376 -0.036 -0.293 -0.407],8.998275,492.92,2.1626647,-2.193451e-07,1.0693694,2.2199054
25500,18.815933,19259.20121026039,0.00023533737,0.023533737,28.77519,-16.536252653218163,0.015567763,4.966986,1.113203,100,9738303,0.11844936,11.844936,486.44104,255,20.132933,-0.63812304,0.009895089,-19.143661,[-0.633 -0.378 -0.043 -0.294 -0.406],8.690052,497.67,2.535369,-9.155273e-07,0.9895088,1.5567763
25600,16.05915,19349.08975315094,0.0014272347,0.14272347,41.83105,-16.02763938485673,0.013540879,2.422184,0.35577106,100,9787468,0.083058715,8.305872,231.53409,256,41.285057,-1.120477,0.011482874,-33.614296,[-0.618 -0.376 -0.046 -0.3   -0.399],8.982971,491.65,2.0996099,-2.9563904e-07,1.1482875,1.3540878
25700,19.664806,19438.25074148178,4.884172e-07,4.884172e-05,2.207626,-16.646845343265046,0.097316496,94.61371,5.3626013,100,9836619,0.9728996,97.28996,12334.733,257,1.0569293,-0.7426354,0.014621659,-22.279074,[-0.623 -0.36  -0.047 -0.296 -0.394],8.373906,491.51,12.586188,4.386902e-07,1.4621662,9.73165
25800,30.83683,19522.697118282318,4.824626e-05,0.0048246263,12.094458,-25.16047857206237,0.0370335,15.63924,4.103692,100,9883319,0.33640647,33.640648,4173.814,258,6.3941727,-1.0278951,0.013736618,-27.571053,[-0.644 -0.379 -0.05  -0.321 -0.414],9.115336,467.0,8.168653,-7.0095064e-07,1.3736618,3.703349
25900,18.314774,19597.66110610962,0.00011549634,0.011549634,5.8476987,-45.02559303891966,0.04634748,10.196094,1.7546453,100,9924526,0.46009555,46.009556,2152.906,259,9.807678,-1.5595286,0.011550563,-46.785847,[-0.635 -0.392 -0.05  -0.34  -0.413],12.731163,412.07,6.734425,-3.0517577e-07,1.1550564,4.634748
26000,26.098734,19677.571669340134,0.0017654058,0.17654058,50.740204,-33.136386019141916,0.0109523265,1.625625,-0.15568864,100,9968037,0.07451076,7.451076,210.8238,260,61.5148,-1.5287181,0.011115682,-45.861534,[-0.638 -0.39  -0.04  -0.344 -0.422],11.475431,435.11,1.7934266,-1.5258789e-07,1.1115683,1.0952326
26100,19.43517,19752.085344314575,0.0001719004,0.017190041,17.89582,-29.48536778013252,0.027939979,6.6216755,1.9789648,100,10012152,0.23781061,23.781061,1526.8114,261,15.101918,-1.6970024,0.013044255,-50.910076,[-0.645 -0.398 -0.038 -0.347 -0.419],11.97626,441.15,6.3457966,2.7656554e-07,1.3044254,2.7939978
26200,18.250072,19831.93435359001,0.0026934352,0.26934353,67.65875,-16.490715470394733,0.007173631,1.3811511,-0.66040444,100,10059866,0.05870985,5.870985,108.63705,262,72.40337,-1.3899983,0.010375822,-41.699944,[-0.647 -0.394 -0.034 -0.335 -0.421],10.497199,477.14,0.97315466,-9.059906e-08,1.0375823,0.7173631
26300,36.833027,19912.83569264412,6.7171524e-05,0.006717153,8.11182,-17.087515454198396,0.03907101,13.899413,1.5875564,100,10108024,0.37566462,37.566463,3332.6992,263,7.1945486,-1.2277671,0.011608711,-21.620483,[-0.645 -0.401 -0.031 -0.337 -0.42 ],9.316679,481.58,6.164909,5.340576e-07,1.1608711,3.9071014
26400,17.172813,19995.68646121025,0.001622596,0.16225961,64.82291,-15.27174158602884,0.0071662683,1.6797218,-0.12961644,100,10156987,0.033351395,3.3351395,101.62052,264,59.53367,-0.7382452,0.009728083,-22.147322,[-0.642 -0.402 -0.04  -0.33  -0.423],8.893266,489.63,0.827178,-1.1253356e-06,0.9728085,0.7166268
26500,18.183208,20076.936591386795,0.00065744226,0.06574423,34.725418,-20.49095916860855,0.012739532,3.8276978,0.600399,100,10205605,0.10158654,10.158654,210.60533,265,26.125364,-0.9671239,0.009291914,-29.013668,[-0.634 -0.41  -0.037 -0.33  -0.422],8.904517,486.18,2.4925258,-1.6403199e-06,0.9291914,1.2739532
26600,24.300896,20160.08774828911,0.0012834482,0.12834482,32.777203,-16.055687059957606,0.017279427,1.7201076,-1.0621362,100,10255170,0.1591141,15.911409,104.895935,266,58.1359,-1.519241,0.012065823,-45.577232,[-0.635 -0.405 -0.032 -0.323 -0.408],9.058863,495.65,0.93039227,1.9073487e-07,1.2065824,1.7279428
26700,21.303328,20242.323600769043,0.00075487857,0.07548786,41.381405,-22.75209227797762,0.011306043,1.9519838,-0.30285788,100,10304082,0.095982604,9.598261,199.88216,267,51.229935,-1.7370481,0.009499389,-52.111435,[-0.636 -0.415 -0.036 -0.326 -0.406],10.202454,489.12,2.1240308,9.536743e-09,0.9499387,1.1306044
26800,17.78762,20324.760924577713,0.00042729898,0.0427299,24.785843,-14.268378222083351,0.01741166,3.4904604,0.61436665,100,10353750,0.14824535,14.824535,206.96458,268,28.649515,-1.012702,0.009995218,-30.381058,[-0.653 -0.408 -0.041 -0.325 -0.404],8.617647,496.68,2.5063748,-1.14440915e-07,0.99952173,1.741166
26900,23.625618,20408.38449549675,0.0044561606,0.44561607,90.841064,-15.977507136085778,0.0032217812,1.1146743,-0.59098387,100,10403347,0.022498125,2.2498126,75.72044,269,89.7123,-0.78752124,0.010146453,-20.793201,[-0.641 -0.402 -0.034 -0.328 -0.407],8.07897,495.97,0.24046572,-6.198883e-07,1.0146456,0.32217816
27000,27.690517,20491.692682504654,0.00018938372,0.018938372,21.831915,-18.145664404090024,0.017495072,5.6579638,2.6325834,100,10452856,0.13900422,13.900421,1716.4053,270,17.674204,-0.9230182,0.009245851,-23.351948,[-0.639 -0.401 -0.033 -0.325 -0.405],8.219413,495.09,4.828116,-7.867813e-07,0.9245851,1.7495071
27100,18.989231,20575.119288921356,0.0015913654,0.15913655,63.458817,-13.382570618979994,0.007882861,1.5384125,0.04676217,100,10502694,0.04707798,4.707798,66.205826,271,65.002075,-0.63297415,0.010388157,-16.42234,[-0.626 -0.415 -0.025 -0.334 -0.385],7.218721,498.38,0.83185774,2.2888183e-07,1.0388157,0.78828615
27200,16.104856,20655.86670088768,0.0010017885,0.10017885,70.0091,-17.349841253740262,0.006449262,1.4180042,-0.24671221,100,10550771,0.035937503,3.5937505,81.155075,272,70.52165,-0.87105286,0.009853545,-26.131613,[-0.613 -0.416 -0.025 -0.337 -0.379],9.076675,480.77,0.79053855,9.155273e-07,0.98535454,0.6449262
27300,32.214153,20736.19495654106,1.03735665e-05,0.0010373567,2.718061,-22.9149934612404,0.10100335,14.756625,9.95956,100,10597870,1.0153483,101.53483,20916.477,273,6.776617,-1.6632533,0.016882988,-49.89759,[-0.608 -0.427 -0.022 -0.342 -0.374],11.904863,470.99,16.348839,-2.7656554e-07,1.6882987,10.100334
27400,23.602852,20818.13742685318,1.4011074e-06,0.00014011074,1.7740787,-18.99039470530001,0.33056414,278.47037,33.5981,100,10646173,3.2454445,324.54446,185278.9,274,0.35910463,-1.0520554,0.04442518,-31.561653,[-0.633 -0.42  -0.031 -0.344 -0.4  ],9.284934,483.03,51.154194,-3.8146973e-07,4.4425173,33.056416
27500,19.315802,20903.544000148773,1.7572795e-05,0.0017572795,11.745986,-24.664626170234754,0.029348295,19.469492,3.604911,100,10695917,0.2626273,26.26273,2698.8481,275,5.136241,-0.6438602,0.010706816,-17.69286,[-0.64  -0.437 -0.036 -0.337 -0.435],7.724419,497.44,6.445895,-1.6212464e-07,1.0706816,2.9348292
27600,32.5745,20986.970434188843,1.2820497e-07,1.2820497e-05,1.0072638,-22.057706219584666,8.2207,49290.71,631.49866,100,10744982,82.62406,8262.406,76497870.0,276,0.0020287798,-1.0858173,0.8292373,-29.673843,[-0.645 -0.44  -0.047 -0.343 -0.445],9.136755,490.65,872.5664,-4.959106e-07,82.92373,822.07
27700,20.942766,21060.375556468964,5.467802e-07,5.467802e-05,1.0356305,-39.945491798298846,3.1741688,1342.317,44.57222,100,10787719,31.90668,3190.668,1063632.2,277,0.07449805,-1.6668127,0.324708,-50.004368,[-0.614 -0.431 -0.055 -0.354 -0.445],13.645106,427.37,105.6403,-4.2915343e-07,32.470806,317.41693
27800,19.556587,21141.573055267334,5.1537126e-07,5.153713e-05,1.1435177,-25.704063401767094,0.7307778,558.88715,46.075287,100,10834508,7.346974,734.6974,612668.3,278,0.178927,-1.4223845,0.078596696,-42.67157,[-0.608 -0.445 -0.044 -0.345 -0.453],11.105388,467.89,79.701614,8.392334e-07,7.8596687,73.077774
27900,23.605536,21228.43611764908,0.00061192695,0.0611927,36.143055,-27.09473437338901,0.015901696,2.4138687,0.08106017,100,10884508,0.106572025,10.657203,156.63165,279,41.427273,-0.8379111,0.011963324,-25.13734,[-0.6   -0.448 -0.03  -0.336 -0.456],8.648519,500.0,1.3828921,1.9073487e-07,1.1963323,1.5901697
28000,23.63071,21312.82678437233,0.0007640722,0.07640722,60.816975,-22.802947404253132,0.0079723615,1.8249669,-0.01782763,100,10933861,0.039032713,3.9032712,147.13162,280,54.795513,-0.85162294,0.009932313,-25.548706,[-0.591 -0.446 -0.025 -0.34  -0.444],9.65124,493.53,1.132642,6.8664554e-07,0.99323136,0.7972362
28100,22.259262,21397.193212509155,0.00021502598,0.0215026,10.874567,-16.3778514520876,0.033056732,6.413423,1.0947051,100,10983146,0.30880803,30.880804,1094.5587,281,15.592298,-1.5512042,0.011546891,-46.536102,[-0.589 -0.452 -0.023 -0.349 -0.45 ],9.742595,492.85,5.023087,-6.7710874e-07,1.1546893,3.3056731
28200,15.512794,21481.213493347168,9.029087e-06,0.0009029087,1.8480678,-21.03831261024382,0.2915015,164.19476,18.57825,100,11032148,2.9159472,291.59473,90004.02,282,0.6090328,-1.0165646,0.039999098,-30.496943,[-0.592 -0.463 -0.017 -0.364 -0.448],8.701327,490.02,31.60436,3.1471254e-07,3.9999106,29.150152
28300,17.208416,21564.346263885498,1.9873264e-06,0.00019873265,1.0297896,-20.312339368139916,4.089305,9976.354,298.90823,100,11081270,41.104706,4110.4707,20395292.0,283,0.010023703,-1.5584791,0.4171301,-46.754383,[-0.598 -0.484 -0.006 -0.377 -0.416],11.023392,491.22,454.5718,5.4359435e-07,41.713,408.9305
28400,23.666775,21651.023018598557,1.4257412e-05,0.0014257412,1.7250212,-20.87291591479614,0.09685464,167.17154,11.315871,100,11131270,0.9749848,97.49848,48622.535,284,0.5981879,-0.7888923,0.012832053,-21.416332,[-0.654 -0.47  -0.018 -0.365 -0.383],9.148395,500.0,21.515844,9.536743e-08,1.2832053,9.685464
28500,27.978228,21733.63112258911,0.005729697,0.57296973,93.8597,-22.49600720375388,0.0025890642,1.0786992,-1.3108104,100,11179780,0.01820027,1.8200271,89.076096,285,92.70425,-1.409992,0.010122505,-42.2997,[-0.635 -0.457 -0.028 -0.368 -0.385],9.671167,485.1,0.15361167,-2.002716e-06,1.0122504,0.25890642
28600,20.551819,21811.967849254608,0.00011914526,0.011914526,6.0131288,-22.617686245317632,0.06690262,15.967557,0.54931664,100,11227745,0.5703589,57.03589,692.35345,286,6.2626987,-0.68506104,0.016922316,-18.606426,[-0.635 -0.458 -0.029 -0.366 -0.385],7.6715827,479.65,3.2867794,-2.670288e-07,1.6922317,6.690262
28700,19.71089,21889.960233688354,0.00060935895,0.060935896,45.858192,-18.921362142235715,0.011345856,2.487096,-0.4813621,100,11276915,0.063093655,6.3093657,212.72928,287,40.207535,-1.6451757,0.0104418965,-49.35525,[-0.635 -0.463 -0.02  -0.362 -0.388],9.284567,491.7,2.113166,-6.294251e-07,1.0441896,1.1345855
28800,19.808628,21967.961139917374,3.6102293e-08,3.6102294e-06,1.0754669,-19.75972796894558,1.3280548,2452.4512,105.492836,100,11326277,13.351002,1335.1002,3851524.8,288,0.04077553,-1.7988838,0.13847218,-53.96656,[-0.637 -0.454 -0.015 -0.36  -0.392],9.868558,493.62,194.57765,1.4877319e-06,13.847218,132.8055
28900,22.130674,22045.21927690506,2.7762823e-07,2.7762824e-05,1.0084584,-21.471288778168557,4.381227,22393.506,322.88968,100,11374248,44.034824,4403.4824,33741332.0,289,0.0044655805,-1.7231007,0.44220704,-51.69302,[-0.623 -0.435 -0.031 -0.354 -0.415],10.324742,479.71,580.7424,1.14440915e-07,44.220707,438.12268
29000,21.502537,22121.857836961746,0.0057302187,0.5730219,96.211914,-20.692542329030445,0.0019070272,1.0476539,-1.1134505,100,11421798,0.016305374,1.6305375,94.61281,290,95.45137,-1.2729803,0.009610856,-38.189415,[-0.627 -0.432 -0.012 -0.368 -0.422],10.109196,475.5,0.18950814,2.002716e-07,0.9610855,0.19070274
29100,14.8412075,22196.30458331108,0.00081650895,0.0816509,55.61539,-20.325786902869872,0.00799333,1.9768928,-0.23403847,100,11469088,0.045178484,4.5178485,120.775986,291,50.58443,-1.274041,0.008947652,-38.22123,[-0.631 -0.432 -0.014 -0.368 -0.423],9.268092,472.9,1.5572889,-9.059906e-08,0.89476514,0.799333
29200,16.378681,22272.720758914948,0.00047325718,0.04732572,57.68048,-17.419800425565835,0.009382459,2.0390956,-0.19807374,100,11516827,0.048187017,4.8187017,117.471756,292,49.041348,-1.4663508,0.010953697,-43.990547,[-0.645 -0.424 -0.017 -0.365 -0.431],8.956539,477.39,1.895831,6.8664554e-07,1.0953697,0.938246
29300,20.778149,22345.043095111847,2.5461772e-05,0.0025461772,2.3561127,-24.013756507451134,0.15740253,10.752929,4.992107,100,11562437,1.5811197,158.11197,7118.727,293,9.299792,-1.6754972,0.02445047,-50.26492,[-0.658 -0.432 -0.021 -0.372 -0.431],12.0010395,456.1,10.4863405,6.008148e-07,2.4450471,15.740253
29400,16.29827,22425.640444517136,0.00019825801,0.019825801,27.952528,-14.52832318130742,0.018564278,3.9633145,1.5734932,100,11612192,0.14732906,14.732906,190.48012,294,25.231407,-0.85647446,0.01156323,-25.694252,[-0.675 -0.423 -0.018 -0.359 -0.431],7.275042,497.55,3.2785702,6.580353e-07,1.1563232,1.8564278
29500,17.436975,22502.415902137756,0.0004310598,0.043105982,30.96659,-20.79649182551973,0.017637305,2.961053,-0.47633433,100,11659948,0.14069007,14.069007,283.03345,295,33.77177,-1.5655527,0.011812704,-46.9666,[-0.679 -0.413 -0.022 -0.361 -0.444],10.249593,477.56,2.2176244,6.198883e-07,1.1812702,1.7637305
29600,16.582666,22581.808384895325,0.00034802748,0.03480275,42.868282,-18.15532763423139,0.010911941,2.6339474,0.77587235,100,11709390,0.0723668,7.2366796,243.03604,296,37.96583,-0.7980288,0.009452166,-23.94082,[-0.684 -0.417 -0.027 -0.357 -0.436],8.28045,494.42,2.071026,-1.3732911e-06,0.94521666,1.0911942
29700,25.62312,22657.762585639954,0.00018542337,0.018542338,26.21109,-15.562677111896951,0.01873322,4.392824,0.1758833,100,11757446,0.11657725,11.657725,942.3441,297,22.764399,-1.6163416,0.011165017,-48.490227,[-0.667 -0.416 -0.024 -0.361 -0.436],10.171054,480.56,3.5635827,-5.340576e-07,1.1165018,1.8733219
29800,18.698229,22736.799300432205,0.0005317405,0.05317405,65.86478,-16.17827634734193,0.0065114945,1.6920547,-0.20849037,100,11806423,0.03026203,3.0262032,77.95578,298,59.099743,-0.95967674,0.009044946,-28.790306,[-0.662 -0.421 -0.016 -0.368 -0.441],8.604576,489.77,1.0398479,1.335144e-07,0.90449464,0.65114945
29900,25.359291,22815.208550214767,2.9670371e-05,0.0029670373,4.843364,-16.747901345006348,0.08705771,67.68962,8.732073,100,11855005,0.7901088,79.01088,20283.975,299,1.4773314,-0.8645922,0.019640893,-25.937786,[-0.662 -0.431 -0.019 -0.373 -0.451],9.239199,485.82,15.845399,8.010864e-07,1.9640894,8.7057705
30000,24.149986,22892.30271434784,0.0007094366,0.07094366,34.171726,-12.655655005524123,0.016085155,2.5203261,0.59237516,100,11903321,0.12209344,12.209344,170.36781,300,39.677406,-0.8049995,0.011589173,-20.48489,[-0.622 -0.423 -0.015 -0.36  -0.441],7.8217893,483.16,1.870355,1.8119812e-07,1.1589172,1.6085154
30100,16.258472,22968.788185358047,0.0036066405,0.36066407,87.427025,-16.498025475748495,0.0037743715,1.1716259,-1.2585168,100,11951176,0.021304794,2.1304793,106.12821,301,85.35148,-1.7624906,0.009952868,-52.87475,[-0.612 -0.433 -0.013 -0.371 -0.434],10.101327,478.55,0.64923364,1.0681152e-06,0.9952869,0.3774371
30200,22.100441,23043.123268842697,4.5313848e-07,4.531385e-05,1.5728583,-18.54431782239295,0.31025,481.47226,30.257809,100,11997418,3.1198578,311.98578,475784.66,302,0.20769629,-1.7618386,0.039219245,-52.855133,[-0.612 -0.432 -0.012 -0.373 -0.439],9.882792,462.42,68.91689,-6.580353e-07,3.921924,31.024998
30300,35.226814,23117.426950454712,3.0614647e-06,0.00030614648,2.8751473,-20.964692564480792,0.15445891,67.25458,6.1032867,100,12043366,1.4137237,141.37238,21814.33,303,1.4868877,-1.1742274,0.026575277,-34.627384,[-0.596 -0.42   0.004 -0.368 -0.456],9.757019,459.48,15.732993,-7.6293944e-08,2.6575282,15.445892
30400,15.613631,23191.16084742546,0.0016128895,0.16128895,61.31803,-18.25989382606914,0.008362907,1.5206418,-0.7459109,100,12090018,0.06345802,6.3458023,194.62262,304,65.7617,-1.8706032,0.010529242,-56.118095,[-0.611 -0.426  0.014 -0.367 -0.448],11.635365,466.52,1.5608106,5.7220458e-08,1.0529243,0.8362908
30500,20.506226,23267.500279903412,8.3785435e-06,0.00083785434,2.641443,-15.178187543201933,0.13955986,25.62309,5.4313474,100,12138099,1.4011165,140.11165,4482.5015,305,3.9027297,-0.68354094,0.02298762,-20.436974,[-0.612 -0.42   0.013 -0.364 -0.466],8.217705,480.81,8.89138,7.6293944e-08,2.2987618,13.955985
30600,25.51994,23345.171112298965,0.0004744642,0.047446422,42.6838,-13.950373857759537,0.01195854,1.9152695,-0.27407598,100,12186507,0.09169681,9.169682,116.45246,306,52.211975,-1.1707839,0.010319794,-35.123528,[-0.623 -0.435  0.003 -0.374 -0.459],9.087687,484.08,1.3462105,5.340576e-07,1.0319794,1.1958541
30700,21.2016,23423.203463077545,0.00020308337,0.020308338,30.651293,-14.837392518666231,0.017228032,2.8406591,0.4234047,100,12235070,0.12504666,12.504665,157.03357,307,35.2031,-0.94790065,0.011453569,-28.437012,[-0.626 -0.427  0.007 -0.369 -0.465],8.69167,485.63,2.0210202,-3.4332277e-07,1.145357,1.7228031
30800,21.644516,23501.044283628464,3.3135493e-05,0.0033135493,6.9801264,-11.296424067176012,0.053687204,22.889484,7.2493553,100,12284334,0.51657575,51.657574,8118.87,308,4.3688183,-0.754341,0.014706679,-22.630257,[-0.626 -0.419  0.001 -0.364 -0.475],7.5925665,492.64,10.85835,9.155273e-07,1.4706678,5.36872
30900,23.608944,23569.477994918823,2.3042237e-05,0.0023042238,2.7916713,-26.791036098371343,0.14022653,41.184708,6.9967413,100,12327325,1.3957498,139.57498,31997.035,309,2.4280858,-1.8089519,0.023763511,-54.26855,[-0.616 -0.421  0.001 -0.378 -0.475],13.503079,429.91,18.605745,6.67572e-08,2.376351,14.022653
31000,21.330086,23647.250324487686,0.00066765596,0.0667656,24.147255,-12.785797775530149,0.021261733,3.2541504,0.9759178,100,12375980,0.16870834,16.870834,597.7534,310,30.729988,-1.2891836,0.011996288,-38.675552,[-0.635 -0.429 -0.007 -0.372 -0.487],9.318804,486.55,3.3015127,1.5163422e-06,1.199629,2.1261733
31100,22.449385,23724.616440057755,3.342767e-05,0.003342767,6.256671,-15.816444046460115,0.04336797,15.456432,5.9569683,100,12424569,0.4176039,41.76039,8907.768,311,6.469798,-0.81838644,0.011203935,-24.551586,[-0.646 -0.415 -0.008 -0.368 -0.496],6.9161468,485.89,9.174427,-1.4305115e-07,1.1203935,4.336797
31200,24.82056,23796.63409638405,0.0035477702,0.35477704,84.50291,-23.796722169162468,0.0041327965,1.1749694,-1.6857247,100,12469761,0.025388617,2.5388618,123.1814,312,85.1086,-1.8722247,0.0096506085,-56.16678,[-0.631 -0.42  -0.007 -0.381 -0.489],11.10531,451.92,0.3436935,1.153946e-06,0.9650609,0.4132797
31300,29.14941,23868.559777021408,5.487467e-06,0.0005487467,6.210072,-25.561668297805806,0.091661274,28.747276,4.0599413,100,12514324,0.6671491,66.71491,7839.669,313,3.4785905,-1.7805467,0.023586094,-53.416412,[-0.63  -0.424 -0.008 -0.381 -0.487],12.613487,445.63,13.606609,4.863739e-07,2.3586097,9.166127
31400,21.094711,23944.536628484726,0.0012384929,0.123849295,56.00241,-18.318529118663335,0.008168507,2.036996,-0.34706676,100,12561677,0.046503376,4.6503377,150.40881,314,49.0919,-1.3942434,0.009215771,-41.827293,[-0.644 -0.421 -0.004 -0.37  -0.512],9.924085,473.53,1.642844,-1.9073487e-07,0.92157716,0.8168507
31500,22.773754,24021.14138650894,5.7163925e-05,0.005716393,14.828346,-20.070528155704213,0.029946418,5.415697,0.9316554,100,12610741,0.24447383,24.447384,1299.1073,315,18.464844,-1.7310421,0.012495215,-51.93128,[-0.647 -0.422 -0.006 -0.364 -0.512],9.652428,490.64,4.9600773,6.2465665e-07,1.2495216,2.994642
31600,19.456322,24093.916841983795,3.31567e-06,0.00033156702,1.4918963,-13.626652927938979,0.26302436,138.49478,25.37624,100,12659779,2.6390097,263.90097,114927.54,316,0.7220489,-1.0198175,0.032369003,-30.59451,[-0.657 -0.431 -0.004 -0.378 -0.524],8.793849,490.38,37.377834,-4.4822693e-07,3.2369,26.302435
31700,18.080292,24165.20482134819,3.4385715e-07,3.4385717e-05,1.0847267,-15.596207357706803,0.90806735,1171.5884,41.343643,100,12708229,9.129621,912.96204,700543.44,317,0.08535421,-1.21865,0.09509257,-36.55949,[-0.675 -0.405 -0.002 -0.367 -0.499],9.258465,484.5,83.05616,-8.583069e-08,9.509256,90.80673
31800,27.379704,24232.715567350388,1.4562385e-05,0.0014562386,1.0970262,-31.606166627430856,1.1755127,250.02562,30.678247,100,12753231,11.81793,1181.7931,266655.66,318,0.39995903,-1.4344008,0.123802975,-43.03203,[-0.7   -0.412  0.002 -0.39  -0.503],11.634768,450.02,53.35928,1.7166138e-07,12.3803005,117.551285
31900,25.657341,24304.05603981018,0.0021435341,0.21435341,77.3002,-24.09992134787686,0.0053922087,1.382814,-1.5286834,100,12800621,0.03270734,3.2707343,149.13417,319,72.3163,-1.8916833,0.009950524,-56.750534,[-0.687 -0.428  0.014 -0.39  -0.496],10.094968,473.9,0.69580716,1.1634827e-06,0.9950525,0.53922087
