InitialReturnMin,MaxIWNorm,EpisodesSoFar,Bound,StdIW,InitialReturnMax,Iteration,MeanIW,MaxIW,TimestepsSoFar,EpThisIter,StdIWNorm,EmpiricalD2,MinIW,MinIWNorm,ReturnMeanIW,InitialReturnMean,J_sample_variance,EpRewMean,InitialReturnStd,ESSClassic,InitialBound,EpLenMean,MeanIWNorm,Weights,ESSRenyi,TimeElapsed
-3.9871368,0.5244792,3100,2.162056,5.3010345,9.34391,31,1.1459068,52.44792,52173,100,0.05301034,39.93886,0.004484333,4.484333e-05,4.1304193,-1.3046265e-05,1561.0911,-108.19363634911625,2.8161201,4.464198,-0.3114767,16.52,0.0114590665,[-0.502  0.758 -0.841  0.3   -0.053],2.503827,178.7997121810913
-4.714676,0.035293553,3200,0.012287468,0.87157863,8.447075,32,1.142377,3.5293555,53906,100,0.008715786,1.9756333,0.029500999,0.00029501,0.40805328,1.6784668e-06,19.629995,-108.46899904819703,2.7678905,63.207314,-0.2815675,17.33,0.01142377,[-5.267e-01  6.808e-01 -8.076e-01  2.865e-01 -2.561e-04],50.61668,185.59912729263306
-3.7743912,0.026381921,3300,-0.12569156,0.5487561,7.6946793,33,0.93984306,2.6381922,55482,100,0.005487561,1.3307523,0.19770886,0.0019770886,0.17018998,-6.5612794e-06,5.79131,-108.04927541252415,2.3337286,74.57587,-0.2564959,15.76,0.00939843,[-0.535  0.681 -0.757  0.226 -0.061],75.14547,190.44867634773254
-3.675972,2.0475478,3400,2.3297844,20.615553,10.172256,34,2.8739057,204.75479,57127,100,0.20615551,120.344284,0.0006889058,6.889058e-06,6.049492,7.400513e-06,4923.525,-108.13933596523971,2.588299,1.9063214,-0.33906785,16.45,0.028739054,[-0.544  0.667 -0.739  0.222 -0.059],0.8309493,195.2618169784546
-4.442734,0.022598814,3500,-0.17043619,0.41642147,6.7461624,35,0.956016,2.2598815,58791,100,0.0041642147,1.1721241,0.2990284,0.002990284,0.07302086,7.400513e-06,7.024567,-108.42080842354869,2.5729702,84.052704,-0.2248647,16.64,0.009560159,[-0.595  0.637 -0.652  0.222 -0.056],85.31519,203.0975422859192
-4.416847,0.24004577,3600,0.77961814,2.6048093,9.295403,36,0.9776786,24.004578,60475,100,0.026048092,9.197112,0.0047912826,4.7912825e-05,1.7192824,2.4414062e-06,176.75249,-108.05049017090452,3.1618829,12.34814,-0.30984432,16.84,0.009776786,[-0.585  0.647 -0.666  0.229 -0.061],10.872978,207.81349110603333
-3.868225,0.010001777,3700,-0.4458552,6.160742e-05,13.37616,37,0.9999998,1.0001777,62161,100,6.160668e-07,1.0,0.999853,0.00999853,1.680851e-05,3.8146973e-07,9.059944,-108.786225438153,2.9949005,100.00001,-0.44587156,16.86,0.009999998,[-0.612  0.598 -0.62   0.193 -0.128],100.0,215.14259719848633
-4.346367,0.13934648,3800,0.35154033,1.8534358,6.400421,38,1.0577031,13.9346485,63839,100,0.018534357,6.4951344,0.010573412,0.00010573412,0.8952679,4.9591063e-06,67.670456,-108.44324069560459,2.683677,24.566223,-0.21334246,16.78,0.010577031,[-0.612  0.598 -0.62   0.193 -0.128],15.39614,219.66537857055664
-4.507622,13.282999,3900,65.76297,132.12428,9.408905,39,14.082789,1328.2999,65598,100,1.3212428,13385.709,5.8084004e-07,5.8084004e-09,102.04893,-1.2969971e-06,1009648.4,-108.32242513998321,3.4614692,1.1233264,-0.3136315,17.59,0.14082791,[-0.597  0.638 -0.66   0.202 -0.136],0.007470654,224.96715760231018
-4.045212,0.01,4000,-0.24007238,,7.2023163,40,1.0,1.0,67206,100,9.313226e-10,1.0,1.0,0.01,4.84474e-06,4.8065185e-06,6.4647546,-107.88603192127576,2.5298433,100.0,-0.24007238,16.08,0.009999999,[-0.561  0.556 -0.788  0.373 -0.171],100.0,232.56750297546387
-4.0505524,0.01,4100,-0.27189818,,8.157196,41,1.0,1.0,68833,100,9.313226e-10,1.0,1.0,0.01,8.3856285e-06,8.392334e-06,8.05628,-107.87742575927705,2.8241313,100.0,-0.27189818,16.27,0.009999999,[-0.561  0.556 -0.788  0.373 -0.171],100.0,236.88162064552307
-3.8539658,0.78609264,4200,5.7925177,10.816025,7.6738815,42,2.6235864,78.60927,70452,100,0.10816024,48.85789,0.00027334475,2.7334474e-06,7.580492,-2.5939942e-06,4391.8765,-108.13607933866444,2.30439,5.5568156,-0.25579867,16.19,0.026235864,[-0.561  0.556 -0.788  0.373 -0.171],2.0467522,241.24561738967896
-4.1475525,0.049980026,4300,0.025880814,0.7765301,10.710983,43,1.1156842,4.9980025,72092,100,0.0077653,1.5193039,0.109187365,0.0010918736,0.46595958,4.5776366e-07,26.224728,-108.25231029458766,2.8876588,67.36578,-0.35703233,16.4,0.011156841,[-0.528  0.524 -0.763  0.458 -0.258],65.81962,248.35360383987427
-4.0351257,0.027813908,4400,-0.16443291,0.5175315,7.8970947,44,0.9588629,2.781391,73816,100,0.005175316,1.4953619,0.1778648,0.001778648,0.15746582,-6.1798096e-06,7.593275,-108.88559994748377,2.5776374,77.44054,-0.26324266,17.24,0.009588628,[-0.502  0.54  -0.744  0.498 -0.249],66.87344,253.69572734832764
-4.2740784,3.549046,4500,16.10897,35.347996,8.380211,45,4.346947,354.9046,75486,100,0.35347998,236.58669,1.831362e-07,1.831362e-09,20.40561,-2.1362305e-06,43889.07,-108.37961876564111,2.5646772,1.489774,-0.2793425,16.7,0.043469466,[-0.5    0.555 -0.758  0.492 -0.25 ],0.42267805,258.94252038002014
-4.220581,4.017843,4600,9.071716,39.999073,10.003288,46,4.516103,401.7843,77174,100,0.3999907,537.92865,1.8377224e-06,1.8377223e-08,16.805355,5.4931643e-06,30195.172,-108.50474500076379,3.0490746,1.2587125,-0.33343747,16.88,0.045161024,[-0.519  0.413 -0.855  0.57  -0.509],0.18589826,265.7271444797516
-3.8284988,0.72803223,4700,2.2528682,7.4035773,6.5049286,47,1.5591524,72.80322,78858,100,0.07403578,61.975983,0.0015394937,1.5394937e-05,3.9598663,8.392334e-06,1557.0581,-108.66341431438123,2.4695094,4.246663,-0.21682258,16.84,0.015591525,[-0.556  0.349 -0.824  0.564 -0.606],1.6135283,273.1350967884064
-4.6702194,0.01,4800,-0.24243096,,7.272812,48,1.0,1.0,80650,100,9.313226e-10,1.0,1.0,0.01,-3.8817525e-06,-3.890991e-06,7.707627,-109.00324674259322,2.762345,100.0,-0.24243096,17.92,0.009999999,[-0.564  0.343 -0.785  0.602 -0.634],100.0,280.0655200481415
-4.56884,0.07297533,4900,0.45180193,0.96706253,8.700851,49,0.93494964,7.2975335,82406,100,0.009670625,2.4214585,0.03705482,0.00037054822,0.90311617,-8.926391e-06,42.131615,-108.72274992550483,2.917479,48.312115,-0.29003736,17.56,0.009349496,[-0.564  0.343 -0.785  0.602 -0.634],41.297424,284.7989172935486
-3.7278442,0.06887907,5000,-0.11123133,0.84481245,9.831047,50,0.83839667,6.887907,84163,100,0.008448124,2.340099,0.050678365,0.00050678366,0.39006627,-1.6021728e-06,15.166004,-109.27160199661867,2.60274,49.61885,-0.32770318,17.57,0.008383965,[-0.586  0.292 -0.819  0.584 -0.647],42.733234,292.27062463760376
-4.5273285,0.022771966,5100,-0.20466277,0.42355698,10.840179,51,0.9679009,2.2771966,85931,100,0.00423557,1.2829833,0.32290918,0.0032290916,0.20462215,-4.043579e-06,11.191701,-108.94631304199206,2.7286444,83.928024,-0.36134338,17.68,0.009679009,[-0.596  0.275 -0.804  0.557 -0.646],77.94334,297.68707060813904
-4.4988785,0.033962082,5200,-0.20459096,0.4862569,9.052788,52,0.91575587,3.3962083,87656,100,0.004862569,1.3945508,0.14628315,0.0014628315,0.15176027,-1.27410885e-05,9.888464,-108.41441822089442,3.0428076,78.00615,-0.30177233,17.25,0.009157559,[-0.607  0.268 -0.805  0.534 -0.644],71.70768,302.48507952690125
-3.7838364,0.077239975,5300,-0.03985417,0.8778586,7.3552933,53,1.1481974,7.7239976,89320,100,0.008778586,1.2823892,0.31644678,0.0031644676,0.23779005,-4.8065185e-06,11.678526,-108.47261247310698,2.6418335,63.109703,-0.24518125,16.64,0.011481973,[-0.604  0.275 -0.813  0.525 -0.645],77.97945,307.3025450706482
-4.2349854,0.052339043,5400,-0.10628787,0.8254367,8.121613,54,0.971622,5.2339044,91032,100,0.008254367,2.1522007,0.126823,0.0012682299,0.2908693,7.858276e-06,9.4199,-108.74445883775459,2.7410433,58.08122,-0.27071255,17.12,0.009716219,[-0.618  0.257 -0.815  0.512 -0.647],46.46407,313.0702350139618
-4.245575,0.01,5500,-0.30336004,,9.100609,55,1.0,1.0,92733,100,9.313226e-10,1.0,1.0,0.01,-6.392598e-06,-6.408691e-06,6.3351107,-108.56429309739877,2.504348,100.0,-0.30336004,17.01,0.009999999,[-0.634  0.232 -0.811  0.493 -0.651],100.0,318.8661153316498
-4.0984573,0.07665676,5600,0.23265928,1.2677578,10.2103195,56,0.88838077,7.665676,94387,100,0.012677578,3.6139557,0.004580045,4.580045e-05,0.87966704,-2.670288e-06,66.010445,-108.11369362623844,3.0134478,32.93317,-0.3403467,16.54,0.008883808,[-0.634  0.232 -0.811  0.493 -0.651],27.670511,322.9453377723694
-4.261978,0.029703882,5700,-0.09571159,0.56207466,8.403503,57,0.95352465,2.9703882,96107,100,0.005620747,1.5634712,0.1526822,0.001526822,0.2545432,-6.1035155e-07,12.539883,-108.31963138638501,2.7320132,74.21284,-0.2801174,17.2,0.009535246,[-0.638  0.213 -0.787  0.482 -0.699],63.960243,331.04061245918274
-4.0746155,0.01,5800,-0.33666152,,10.099693,58,1.0,1.0,97813,100,9.313226e-10,1.0,1.0,0.01,-5.0514936e-06,-5.1116945e-06,8.14043,-108.22043140520638,2.8388424,100.0,-0.33666152,17.06,0.009999999,[-0.639  0.205 -0.779  0.491 -0.7  ],100.0,335.37437915802
-4.8506546,0.17810993,5900,0.79180115,2.6825826,8.950836,59,1.1937523,17.810993,99546,100,0.026825827,8.27813,0.0014234297,1.4234297e-05,1.6502383,8.468628e-06,185.92473,-108.2365541227883,3.0475395,16.529356,-0.29835272,17.33,0.011937521,[-0.639  0.205 -0.779  0.491 -0.7  ],12.080024,340.1599016189575
-4.0554123,0.4362182,6000,0.6996293,4.4642177,8.550644,60,1.375957,43.621822,101184,100,0.044642176,5.21507,0.06282604,0.0006282604,1.3505193,2.822876e-06,70.870155,-108.53011731957345,2.4879777,8.6757145,-0.2850187,16.38,0.013759569,[-0.622  0.226 -0.802  0.492 -0.764],19.1752,347.2930841445923
-4.103554,0.0485665,6100,0.0008792281,0.7338147,8.354004,61,0.95775545,4.8566504,102852,100,0.007338147,1.6749514,0.057494186,0.00057494186,0.36127073,-5.264282e-06,9.994516,-108.3600618919508,2.7289808,63.010605,-0.27847207,16.68,0.009577555,[-0.648  0.18  -0.859  0.47  -0.718],59.703224,353.2996392250061
-4.043724,0.045164403,6200,0.028066278,0.70193934,7.1597366,62,0.95575655,4.5164404,104538,100,0.0070193936,1.5398762,0.10578536,0.0010578536,0.32422104,-5.1879883e-06,19.10598,-108.33811033211856,2.4350204,64.96071,-0.23866309,16.86,0.009557565,[-0.653  0.177 -0.837  0.45  -0.72 ],64.940285,360.0581912994385
-4.3826904,0.096607074,6300,0.111511946,1.4250628,7.498169,63,1.1273043,9.660707,106222,100,0.014250628,2.628684,0.03907392,0.0003907392,0.5167434,-9.613037e-06,18.220558,-108.19948284175163,2.7289906,38.490665,-0.2499486,16.84,0.011273042,[-0.649  0.175 -0.833  0.472 -0.722],38.041847,366.0002956390381
-3.9200134,0.010000639,6400,-0.17787254,2.5975236e-05,5.3364487,64,0.9999975,1.0000639,107887,100,2.5972503e-07,1.0,0.9999353,0.009999353,9.089708e-06,2.822876e-06,5.615459,-108.46827694930133,2.3578138,99.999985,-0.17787883,16.65,0.009999975,[-0.646  0.184 -0.856  0.475 -0.721],100.0,371.52322912216187
-4.102379,0.0100000175,6500,-0.27115363,9.4147043e-07,8.1345215,65,0.9999998,1.0000018,109506,100,9.412811e-09,1.0,0.99999726,0.009999973,-2.8982759e-06,-2.8991699e-06,6.9237943,-107.95832347366736,2.618121,100.00001,-0.27115363,16.19,0.009999998,[-0.646  0.184 -0.856  0.475 -0.721],100.0,375.99797677993774
-3.525673,0.01,6600,-0.30413836,,9.12413,66,1.0,1.0,111163,100,9.313226e-10,1.0,1.0,0.01,-6.854534e-07,-6.8664554e-07,8.35878,-108.3488938723305,2.8766632,100.0,-0.30413836,16.57,0.009999999,[-0.646  0.184 -0.856  0.475 -0.721],100.0,380.6977655887604
-3.740326,0.019137677,6700,-0.23214315,0.307725,8.858238,67,0.97816604,1.9137677,112804,100,0.0030772502,1.1172255,0.44499514,0.0044499515,0.07995884,9.918213e-07,6.9280243,-108.31237332379914,2.565385,90.99436,-0.2952736,16.41,0.00978166,[-0.646  0.184 -0.856  0.475 -0.721],89.50745,385.05578899383545
-4.7577057,0.36750618,6800,2.331499,4.385031,8.961342,68,1.4119258,36.750618,114496,100,0.04385031,31.554373,0.0032310653,3.2310654e-05,4.009459,1.3656616e-05,455.91785,-108.03741480013457,3.3382013,9.393702,-0.29869777,16.92,0.014119259,[-0.644  0.189 -0.86   0.474 -0.721],3.169133,390.0245592594147
-4.1102066,0.086405315,6900,0.46648628,1.3588303,8.154854,69,1.1810791,8.640532,116124,100,0.013588303,2.8488834,0.08586564,0.00085865636,0.92529565,-7.019043e-06,30.38904,-108.00395282063916,2.6829088,43.035786,-0.27183548,16.28,0.011810792,[-0.592  0.205 -0.888  0.497 -0.698],35.10147,395.9970660209656
-3.9578934,0.086685024,7000,0.3412237,1.2286924,7.0345306,70,1.1667454,8.668503,117812,100,0.012286924,2.2338579,0.06372116,0.00063721155,0.6916863,-3.6621093e-06,24.191544,-108.82172669119375,2.4213645,47.415688,-0.23448801,16.88,0.011667455,[-0.595  0.191 -0.872  0.506 -0.698],44.765606,400.50226950645447
-3.2786636,0.21139587,7100,0.95781547,2.5421562,9.207779,71,1.0098773,21.139587,119456,100,0.025421564,9.614349,0.008368773,8.368773e-05,1.9095013,1.1672973e-05,406.7429,-108.61330332742388,2.44608,13.629996,-0.30691433,16.44,0.010098773,[-0.598  0.201 -0.88   0.485 -0.702],10.40112,405.45147347450256
-4.763672,0.01,7200,-0.31403002,,9.420776,72,1.0,1.0,121128,100,9.313226e-10,1.0,1.0,0.01,-4.1127205e-06,-4.119873e-06,9.240849,-108.11484629894336,3.024639,100.0,-0.31403002,16.72,0.009999999,[-0.602  0.255 -0.878  0.483 -0.724],100.0,412.8255388736725
-4.0198135,0.038047355,7300,-0.07431923,0.59308904,7.3767776,73,1.0569305,3.8047357,122779,100,0.0059308903,1.2754229,0.26701197,0.0026701197,0.20337863,-9.002685e-06,9.878379,-108.34939845506929,2.545161,76.05249,-0.2459016,16.51,0.010569305,[-0.602  0.255 -0.878  0.483 -0.724],78.405365,417.08417868614197
-4.1368637,0.010000225,7400,-0.34886488,7.5772414e-06,10.466095,74,1.000001,1.0000225,124415,100,7.575094e-08,1.0,0.999982,0.00999982,4.976988e-06,3.5095215e-06,8.41391,-108.2504633855581,2.886131,100.00001,-0.34886634,16.36,0.010000009,[-0.6    0.263 -0.882  0.476 -0.723],100.0,421.95231199264526
-4.0909424,0.122946925,7500,0.21778676,1.3007598,9.066376,75,1.0370086,12.294693,126067,100,0.013007597,1.5740513,0.07694715,0.0007694715,0.59694624,-1.4495849e-06,14.896017,-107.48008459647376,3.0622647,38.85963,-0.30221397,16.52,0.010370085,[-0.6    0.263 -0.882  0.476 -0.723],63.53033,426.0789706707001
-3.9919357,0.01,7600,-0.28761485,,8.628395,76,1.0,1.0,127729,100,9.313226e-10,1.0,1.0,0.01,-1.6763806e-06,-1.6784668e-06,6.3949327,-108.12754256610106,2.5161445,100.0,-0.28761485,16.62,0.009999999,[-0.593  0.269 -0.899  0.5   -0.726],100.0,432.68052673339844
-4.555786,0.06369578,7700,0.108163476,0.9366249,7.858902,77,0.8998833,6.3695784,129431,100,0.009366248,1.9210591,0.030164808,0.00030164808,0.4712507,9.841919e-06,28.578989,-107.87184431780203,3.1656072,48.000175,-0.2619536,17.02,0.008998833,[-0.593  0.269 -0.899  0.5   -0.726],52.05462,437.3517162799835
-4.0523224,0.028703906,7800,-0.13893054,0.47217256,8.758804,78,1.0040177,2.8703907,131111,100,0.0047217254,1.2950703,0.29340273,0.0029340272,0.19332348,-2.2888183e-07,11.2030735,-108.540040695463,2.7948787,81.888916,-0.2919604,16.8,0.010040178,[-0.6    0.276 -0.866  0.474 -0.743],77.21589,445.7555606365204
-4.135689,1.2395322,7900,5.6614456,12.302985,7.3381653,79,2.0442863,123.95323,132770,100,0.12302985,70.33536,0.0005191502,5.191502e-06,7.7128587,-9.613037e-06,6691.33,-108.42161646310666,2.5619268,2.6867936,-0.24461515,16.59,0.020442866,[-0.599  0.282 -0.873  0.469 -0.743],1.4217601,450.55557322502136
-4.064476,1.0261893,8000,5.167778,10.205315,8.930641,80,1.815856,102.618935,134424,100,0.10205315,24.47734,0.0020214054,2.0214053e-05,6.6405773,-1.1520386e-05,3925.073,-108.52831661182428,2.5842748,3.0688343,-0.2976996,16.54,0.01815856,[-0.582  0.261 -0.881  0.531 -0.747],4.085411,457.1055700778961
