AvgNormIw,eRenyi2,Bound,IterType,AvgDiscRet,VarDiscRet,VarRet,MinNormIw,Delta,ESSClassic,VarVanillaIw,J,ESSRenyi,AvgEpLen,VanillaAvgRet,MaxVanillaIw,VarNormIw,AvgRet,VarJ,BatchSize,EpsThisIter,MaxNormIw,MinVanillaIw,AvgVanillaIw
0.01,1.00819,-104.118,1,-70.1831327574,2599.2215005,2599.2215005,0.0087475,0.6,99.2059259535,0.00793294,-69.9194,99.1874619487,99.38,-70.1831327574,1.59317,8.08517e-07,-70.1831327574,49.3198,100,100,0.0160839,0.866476,0.990541
0.01,1.14347,-105.715,1,-74.0764379381,3778.12618867,3778.12618867,0.00221208,0.6,84.021548355,0.193904,-69.2942,87.4533001116,104.36,-74.0764379381,3.20135,1.92092e-05,-74.0764379381,43.0135,100,100,0.0318636,0.222249,1.00471
0.01,1.01477,-102.384,1,-68.5398833556,2596.80864986,2596.80864986,0.00788475,0.6,98.4501283075,0.015739,-68.0746,98.5448420542,97.18,-68.5398833556,1.42002,1.59018e-06,-68.5398833556,49.5733,100,100,0.0142734,0.784429,0.994869
0.01,1.38881,-114.176,1,-85.5102495614,8454.7838869,8454.7838869,1.37368e-06,0.6,71.683882384,0.387154,-74.0375,72.0041496379,116.23,-85.5102495614,2.07215,3.99004e-05,-85.5102495614,71.2661,100,100,0.0210362,0.000135313,0.985038
0.01,1.02751,-111.343,1,-77.9525038828,4958.86044127,4958.86044127,0.00836728,0.6,97.4969658957,0.0259825,-76.8184,97.3228187138,108.85,-77.9525038828,2.10926,2.59323e-06,-77.9525038828,64.2385,100,100,0.0210722,0.837538,1.00097
0.01,1.17415,-106.162,1,-74.8660139374,3765.30068988,3765.30068988,0.000367955,0.6,85.5476862666,0.160642,-69.2582,85.1682107616,105.75,-74.8660139374,1.51603,1.70645e-05,-74.8660139374,31.4299,100,100,0.0156252,0.0357007,0.970247
0.01,1.11307,-103.222,1,-70.83538473,2562.0092244,2562.0092244,0.000836436,0.6,88.6712924272,0.127479,-67.2877,89.8414447702,100.41,-70.83538473,1.73086,1.29051e-05,-70.83538473,31.3388,100,100,0.017415,0.0831323,0.993888
0.01,1.11137,-99.3402,1,-69.4535647115,2590.75368408,2590.75368408,0.00132937,0.6,89.5333639837,0.118821,-63.4352,89.9787479766,99.08,-69.4535647115,1.49939,1.18083e-05,-69.4535647115,14.1485,100,100,0.0149473,0.133352,1.00312
0.01,1.22416,-111.152,1,-80.804070676,6131.19935459,6131.19935459,0.00213653,0.6,75.5322281917,0.350234,-73.4678,81.6887665442,111.67,-80.804070676,4.90496,3.27211e-05,-80.804070676,53.9893,100,100,0.04741,0.221042,1.03458
0.01,1.03663,-104.174,1,-72.0469792688,2572.29384393,2572.29384393,0.00222121,0.6,96.5781696602,0.0354894,-69.4971,96.4663869252,101.83,-72.0469792688,1.39844,3.57887e-06,-72.0469792688,40.0863,100,100,0.0140433,0.22119,0.99581
0.01,1.07179,-121.819,1,-89.427052601,8276.43798841,8276.43798841,0.00486595,0.6,92.7320458869,0.0767513,-86.5584,93.3016640816,121.97,-89.427052601,2.58367,7.91673e-06,-89.427052601,84.444,100,100,0.0262402,0.479113,0.984623
0.01,1.35463,-112.185,1,-83.3184715228,7284.56488324,7284.56488324,0.000275039,0.6,75.5290749557,0.299277,-72.5433,73.8206557365,114.1,-83.3184715228,1.89492,3.27266e-05,-83.3184715228,57.1069,100,100,0.0198155,0.0263015,0.956284
0.01,1.0215,-111.353,1,-77.7614944237,4968.07536873,4968.07536873,0.00861535,0.6,97.024064918,0.0320284,-76.9299,97.8957098809,108.63,-77.7614944237,2.01635,3.09819e-06,-77.7614944237,65.4963,100,100,0.0198313,0.875965,1.01675
0.01,1.0182,-104.822,1,-71.0954336981,2589.5886015,2589.5886015,0.00502189,0.6,97.5516301233,0.0241737,-70.4562,98.2129305256,101.05,-71.0954336981,1.44843,2.53521e-06,-71.0954336981,48.0849,100,100,0.0148331,0.490379,0.976483
0.01,1.04349,-108.76,1,-75.6503243576,3766.85141549,3766.85141549,0.00689903,0.6,94.8687844605,0.0606378,-73.968,95.8324474882,106.65,-75.6503243576,2.08803,5.46338e-06,-75.6503243576,52.3218,100,100,0.0198197,0.726824,1.05352
0.01,1.13604,-102.548,1,-70.298547588,2599.0515712,2599.0515712,0.000632685,0.6,89.3087930714,0.125965,-66.2457,88.0251271067,99.63,-70.298547588,1.44939,1.2092e-05,-70.298547588,27.5895,100,100,0.0142006,0.0645748,1.02065
0.01,1.0379,-106.956,1,-73.3880047849,3805.85257458,3805.85257458,0.00599818,0.6,96.6198641203,0.0364909,-72.2574,96.3484648878,103.02,-73.3880047849,1.41324,3.53373e-06,-73.3880047849,57.4456,100,100,0.0139072,0.609531,1.01619
0.01,1.13549,-102.846,1,-72.517310148,3812.4812565,3812.4812565,0.00144854,0.6,91.0443672229,0.103071,-66.5527,88.0676925648,101.56,-72.517310148,1.57278,9.93593e-06,-72.517310148,35.3932,100,100,0.0154419,0.147536,1.01851
0.01,1.0387,-98.629,1,-65.4533490901,1387.28560688,1387.28560688,0.0049297,0.6,96.9345397451,0.0330034,-63.9166,96.2742234695,93.86,-65.4533490901,1.22647,3.19436e-06,-65.4533490901,21.3655,100,100,0.0120662,0.501082,1.01645
0.01,1.07523,-105.655,1,-73.0447100344,3819.26133588,3819.26133588,0.00355554,0.6,93.5879505389,0.0702506,-70.3378,93.0037799726,102.54,-73.0447100344,1.83697,6.92059e-06,-73.0447100344,48.9555,100,100,0.0182326,0.358228,1.00752
0.01,1.13128,-113.473,1,-81.9450434987,6069.61754513,6069.61754513,0.00489346,0.6,81.2736718362,0.275127,-77.2469,88.3955898561,113.33,-81.9450434987,3.02286,2.32737e-05,-81.9450434987,59.6374,100,100,0.0278025,0.532047,1.08726
0.01,1.1375,-112.763,1,-80.7672445481,4890.20723743,4890.20723743,0.0020434,0.6,89.0608625736,0.129177,-76.4381,87.9124435404,112.63,-80.7672445481,1.66882,1.24068e-05,-80.7672445481,54.4148,100,100,0.0163549,0.208504,1.02038
0.01,1.215,-113.263,1,-84.5353921679,7263.86968117,7263.86968117,0.00117855,0.6,84.0018991061,0.174668,-75.7199,82.3046617679,115.63,-84.5353921679,1.9456,1.92373e-05,-84.5353921679,58.5326,100,100,0.0204183,0.112301,0.952873
0.01,1.20836,-110.232,1,-81.4069622372,6100.03578318,6100.03578318,1.82559e-07,0.6,79.3378614817,0.259232,-72.7916,82.7567074886,112.7,-81.4069622372,1.82347,2.63063e-05,-81.4069622372,55.9211,100,100,0.018369,1.81226e-05,0.992693
0.01,1.01022,-103.36,1,-69.5193722045,2579.90731426,2579.90731426,0.00881379,0.6,99.0012105779,0.0102911,-69.1277,98.9879604058,98.52,-69.5193722045,1.35886,1.01908e-06,-69.5193722045,46.2059,100,100,0.0135222,0.885707,1.00491
0.01,1.42675,-118.001,1,-87.8715044078,8358.97224805,8358.97224805,0.000125138,0.6,72.5863584186,0.413434,-77.3184,70.0895481983,120.02,-87.8715044078,2.43858,3.81484e-05,-87.8715044078,66.0716,100,100,0.0234246,0.0130273,1.04103
0.01,1.16766,-104.735,1,-72.5713168535,3827.6801832,3827.6801832,0.000257319,0.6,84.5671108145,0.179518,-67.9349,85.6412896676,102.12,-72.5713168535,1.58918,1.84336e-05,-72.5713168535,37.2276,100,100,0.0161037,0.0253934,0.986845
0.01,1.07712,-103.655,1,-70.8836740755,2565.30414449,2565.30414449,0.00376813,0.6,93.5395414572,0.0780071,-68.3089,92.8402018077,100.75,-70.8836740755,1.76188,6.97644e-06,-70.8836740755,37.8132,100,100,0.016662,0.398451,1.05743
0.01,1.14507,-104.971,1,-73.2816420114,3776.12838597,3776.12838597,0.00178473,0.6,86.404891043,0.149731,-68.5256,87.3308997387,103.14,-73.2816420114,1.85248,1.58931e-05,-73.2816420114,40.045,100,100,0.0190855,0.17323,0.970623
0.01,1.12045,-112.089,1,-80.5065714845,6099.46340124,6099.46340124,0.00158476,0.6,87.3675781968,0.146674,-76.0368,89.250090781,111.48,-80.5065714845,1.69703,1.4605e-05,-80.5065714845,65.6506,100,100,0.0169341,0.158814,1.00214
0.01,1.0517,-100.249,1,-67.2331110357,1369.24662088,1369.24662088,0.00472782,0.6,96.7261588119,0.0357478,-65.3293,95.0845055001,97.08,-67.2331110357,1.38346,3.41885e-06,-67.2331110357,21.2605,100,100,0.0135295,0.483443,1.02255
0.01,1.38957,-116.681,1,-91.7966223998,9416.37497226,9416.37497226,0.000136917,0.6,72.1944643505,0.361345,-76.5284,71.9646839265,124.59,-91.7966223998,2.10277,3.89038e-05,-91.7966223998,64.796,100,100,0.0218186,0.0131954,0.963752
0.01,1.05704,-118.661,1,-85.9450938182,7162.62900932,7162.62900932,0.0073637,0.6,95.3239520122,0.0498963,-83.644,94.6036733969,118.3,-85.9450938182,2.33628,4.95497e-06,-85.9450938182,76.0288,100,100,0.0232815,0.738941,1.00349
0.01,1.1371,-109.319,1,-78.9648064418,4932.21009617,4932.21009617,0.00124711,0.6,89.9174534355,0.120855,-73.0001,87.9427193466,110.26,-78.9648064418,1.89448,1.13264e-05,-78.9648064418,49.3491,100,100,0.0183401,0.128823,1.03297
0.01,1.09772,-105.364,1,-73.2925880577,3784.97213827,3784.97213827,0.00283142,0.6,89.9590295594,0.107928,-69.6792,91.0981769088,103.3,-73.2925880577,1.65263,1.12744e-05,-73.2925880577,42.4676,100,100,0.016891,0.277028,0.978407
0.01,1.17315,-104.438,1,-72.9427488647,3792.19796709,3792.19796709,0.00115245,0.6,86.5742162886,0.166456,-67.5473,85.2404224521,102.16,-72.9427488647,1.65304,1.56645e-05,-72.9427488647,33.2424,100,100,0.0160358,0.118799,1.03084
0.01,1.22854,-107.04,1,-76.9332235418,4984.89466181,4984.89466181,0.00119331,0.6,80.7617907656,0.229412,-69.289,81.3974743189,107.5,-76.9332235418,1.97254,2.40615e-05,-76.9332235418,47.1997,100,100,0.0202013,0.116519,0.976442
0.01,1.09766,-103.345,1,-70.517953786,2584.98709628,2584.98709628,0.00108364,0.6,89.6718691475,0.116048,-67.6614,91.103202847,100.54,-70.517953786,1.44509,1.16341e-05,-70.517953786,34.7649,100,100,0.0144691,0.108228,0.998742
0.01,1.03263,-113.902,1,-80.5736652566,4886.46889612,4886.46889612,0.00652086,0.6,96.8595602137,0.0343791,-79.2913,96.8405464191,112.27,-80.5736652566,1.72496,3.275e-06,-80.5736652566,63.5628,100,100,0.0168359,0.668108,1.02457
0.01,1.00742,-135.527,1,-101.587293218,12519.9980891,12519.9980891,0.00924513,0.6,99.154198144,0.00858318,-101.341,99.2638464982,135.84,-101.587293218,1.34005,8.61631e-07,-101.587293218,111.195,100,100,0.0134264,0.922734,0.998076
0.01,1.0233,-104.878,1,-71.4257305419,2618.36058175,2618.36058175,0.0060366,0.6,98.2291504479,0.0182163,-70.424,97.7232186959,101.41,-71.4257305419,1.22179,1.821e-06,-71.4257305419,46.8591,100,100,0.0122158,0.603765,1.00017
0.01,1.17177,-119.286,1,-88.6885740095,8289.55531967,8289.55531967,0.00317725,0.6,86.3666289047,0.174396,-82.4175,85.3410336809,121.19,-88.6885740095,2.58464,1.59449e-05,-88.6885740095,71.8689,100,100,0.024714,0.332283,1.04582
0.01,1.04146,-118.614,1,-85.562206594,7229.5720514,7229.5720514,0.0063754,0.6,95.6876369764,0.0480363,-83.8561,96.0186840556,117.55,-85.562206594,1.93264,4.55222e-06,-85.562206594,81.3557,100,100,0.0188139,0.654909,1.02724
0.01,1.01655,-100.586,1,-66.8050148982,1362.72518985,1362.72518985,0.00587186,0.6,98.0931274528,0.0199009,-66.2467,98.3722380548,95.43,-66.8050148982,1.27462,1.9636e-06,-66.8050148982,34.3209,100,100,0.012661,0.591135,1.00672
0.01,1.04866,-106.774,1,-73.5928323661,3804.12108235,3804.12108235,0.00673375,0.6,94.8835583456,0.0582984,-71.8957,95.3595070221,103.16,-73.5928323661,2.02557,5.44681e-06,-73.5928323661,52.6684,100,100,0.019579,0.696649,1.03456
0.01,1.22398,-103.549,1,-74.2468266603,3793.69823995,3793.69823995,1.81721e-05,0.6,77.666858912,0.270614,-65.868,81.7008438692,104.39,-74.2468266603,1.99278,2.90455e-05,-74.2468266603,19.8335,100,100,0.0206454,0.00175404,0.965241
0.01,1.06265,-118.019,1,-85.2478503554,7177.81687379,7177.81687379,0.00791888,0.6,95.1513803056,0.0495936,-82.9089,94.1047131848,117.38,-85.2478503554,1.99907,5.14714e-06,-85.2478503554,75.8836,100,100,0.0203657,0.777309,0.981589
0.01,1.12418,-120.617,1,-88.7807399887,8281.51029207,8281.51029207,0.00693814,0.6,79.144984273,0.292983,-84.5041,88.9534182126,121.37,-88.7807399887,4.74952,2.66166e-05,-88.7807399887,80.6118,100,100,0.0452693,0.727928,1.04917
0.01,1.22809,-107.572,1,-78.9486351322,4926.54356246,4926.54356246,0.000520866,0.6,82.2257705034,0.249407,-69.8277,81.4273723492,110.17,-78.9486351322,1.8075,2.18347e-05,-78.9486351322,30.772,100,100,0.0169121,0.0556681,1.06876
0.01,1.65513,-113.354,1,-91.1691506368,9440.41598901,9440.41598901,2.21284e-14,0.6,61.3935883814,0.639075,-69.5362,60.418357437,123.98,-91.1691506368,2.5118,6.35187e-05,-91.1691506368,37.0622,100,100,0.0250415,2.2196e-12,1.00306
0.01,1.03459,-101.847,1,-68.2175291649,1348.45141544,1348.45141544,0.00470459,0.6,94.6891798313,0.0575766,-67.2032,96.6567462798,97.62,-68.2175291649,2.55534,5.66536e-06,-68.2175291649,29.0928,100,100,0.0253478,0.474276,1.00811
0.01,1.05809,-112.753,1,-80.4454486853,6142.86954076,6142.86954076,0.0019569,0.6,94.3741930695,0.061855,-77.7186,94.5100171893,111.32,-80.4454486853,1.61007,6.0214e-06,-80.4454486853,74.6063,100,100,0.0158857,0.198338,1.01353
0.01,1.02987,-109.366,1,-75.916105144,3772.0371868,3772.0371868,0.00811675,0.6,95.4793624685,0.0482937,-74.8031,97.0992711369,107.22,-75.916105144,2.27779,4.78251e-06,-75.916105144,54.3458,100,100,0.0226671,0.815642,1.00489
0.01,1.00834,-108.586,1,-74.6651180659,3780.99792701,3780.99792701,0.00904824,0.6,99.3283469525,0.00675785,-74.3874,99.1726048088,105.16,-74.6651180659,1.33136,6.83028e-07,-74.6651180659,59.738,100,100,0.0133847,0.900014,0.994684
0.01,1.42479,-109.677,1,-79.44909733,6134.41100249,6134.41100249,5.83403e-05,0.6,68.386312482,0.440579,-69.0229,70.1860036929,110.01,-79.44909733,2.15545,4.6695e-05,-79.44909733,37.5245,100,100,0.0221902,0.0056669,0.971352
0.01,1.07223,-112.105,1,-79.8325867552,6150.02341059,6150.02341059,0.00807349,0.6,93.3956735163,0.0711899,-76.8366,93.263200517,110.67,-79.8325867552,2.63064,7.14276e-06,-79.8325867552,67.6945,100,100,0.0263503,0.806005,0.998335
0.01,1.23225,-122.241,1,-93.5531220475,9332.11210064,9332.11210064,0.00230811,0.6,79.3716895181,0.275196,-84.4329,81.1521218223,126.93,-93.5531220475,2.81516,2.62521e-05,-93.5531220475,69.3725,100,100,0.0274957,0.236318,1.02386
0.01,1.05525,-100.507,1,-67.8138903408,1372.68657616,1372.68657616,0.0021513,0.6,93.5830373964,0.0678225,-65.5196,94.7639483427,97.66,-67.8138903408,1.2308,6.92622e-06,-67.8138903408,17.1597,100,100,0.0124379,0.212882,0.989552
0.01,1.02339,-100.627,1,-66.9965810759,1366.93861427,1366.93861427,0.00629627,0.6,96.0718823489,0.0425043,-66.172,97.7143966742,95.75,-66.9965810759,2.22894,4.13005e-06,-66.9965810759,30.2165,100,100,0.0219715,0.638737,1.01447
0.01,1.03205,-102.627,1,-69.2197094987,2602.8544285,2602.8544285,0.00847274,0.6,96.427128105,0.0375821,-68.0269,96.8943835363,97.43,-69.2197094987,2.15788,3.74269e-06,-69.2197094987,44.461,100,100,0.0215343,0.849028,1.00207
0.01,1.13078,-114.927,1,-85.3957962558,7202.76765815,7202.76765815,0.000938032,0.6,88.6573412692,0.133045,-78.7086,88.4347757517,117.85,-85.3957962558,2.07442,1.29231e-05,-85.3957962558,68.9758,100,100,0.0204446,0.0951775,1.01465
0.01,1.02141,-101.23,1,-67.573103921,1363.64155549,1363.64155549,0.00737729,0.6,97.3279160653,0.0283681,-66.8157,97.9039704956,96.73,-67.573103921,2.01723,2.77318e-06,-67.573103921,32.2056,100,100,0.0199448,0.746145,1.01141
0.01,1.2444,-119.301,1,-88.6454516819,8322.30405516,8322.30405516,0.00251579,0.6,77.2945691959,0.34204,-81.3065,80.3599573935,120.81,-88.6454516819,3.21246,2.96719e-05,-88.6454516819,74.092,100,100,0.0299208,0.27011,1.07366
0.01,1.01106,-100.921,1,-67.0663367631,1360.82296575,1360.82296575,0.00839622,0.6,99.1223481354,0.00868335,-66.6764,98.905643804,96.26,-67.0663367631,1.35013,8.94393e-07,-67.0663367631,33.445,100,100,0.0137024,0.8273,0.985325
0.01,1.08949,-109.625,1,-77.4489959463,4951.50512159,4951.50512159,0.00555346,0.6,93.0699343819,0.0811182,-74.0749,91.7862611791,107.77,-77.4489959463,1.95908,7.52131e-06,-77.4489959463,58.2629,100,100,0.0188643,0.576734,1.03851
0.01,1.13185,-102.971,1,-73.2292286985,3810.42017027,3810.42017027,0.00113394,0.6,89.0755887959,0.134989,-66.7358,88.3507248489,103.21,-73.2292286985,1.51762,1.23881e-05,-73.2292286985,33.9246,100,100,0.0145384,0.118369,1.04387
0.01,1.34453,-105.998,1,-77.1432463413,4982.72933557,4982.72933557,2.3502e-07,0.6,69.6029520676,0.397991,-66.5046,74.3753737118,107.86,-77.1432463413,1.86416,4.41132e-05,-77.1432463413,26.2803,100,100,0.019626,2.23233e-05,0.949845
0.01,1.03873,-102.378,1,-68.9816901369,2580.54093856,2580.54093856,0.00578179,0.6,96.567579321,0.0359191,-67.6652,96.2717706134,98.56,-68.9816901369,1.36163,3.59034e-06,-68.9816901369,40.6782,100,100,0.0136133,0.578305,1.00022
0.01,1.0304,-107.393,1,-73.941507163,3804.45236834,3804.45236834,0.00733858,0.6,96.2383908203,0.0416125,-72.8214,97.0498879865,103.64,-73.941507163,1.92967,3.94815e-06,-73.941507163,53.759,100,100,0.0187961,0.753403,1.02663
0.01,1.38499,-109.384,1,-80.8379999638,6118.88757888,6118.88757888,1.27161e-05,0.6,70.9598080682,0.397643,-69.3014,72.2028253118,111.66,-80.8379999638,1.98812,4.13383e-05,-80.8379999638,42.913,100,100,0.0202709,0.00124717,0.980778
0.01,1.01619,-101.829,1,-68.0428898931,1380.26138692,1380.26138692,0.00582,0.6,98.9509706834,0.0111431,-67.5044,98.406950584,97.26,-68.0428898931,1.31609,1.07084e-06,-68.0428898931,31.5842,100,100,0.0129016,0.593696,1.0201
0.01,1.10012,-117.315,1,-85.8701301636,7191.30600068,7191.30600068,0.00264762,0.6,92.6842499524,0.0831233,-81.5907,90.8993955975,118.06,-85.8701301636,1.78403,7.97292e-06,-85.8701301636,72.9916,100,100,0.0174722,0.270339,1.02106
0.01,1.14452,-109.493,1,-78.2287540911,4946.63195763,4946.63195763,0.00238488,0.6,84.3856341669,0.21304,-73.0547,87.3726779774,109.73,-78.2287540911,3.38482,1.86905e-05,-78.2287540911,49.7559,100,100,0.0317041,0.254617,1.06763
0.01,1.336,-113.589,1,-83.6830448654,7263.23833461,7263.23833461,0.00013238,0.6,76.6087503383,0.318131,-74.2219,74.8505484404,115.14,-83.6830448654,1.87252,3.08418e-05,-83.6830448654,62.4732,100,100,0.0184372,0.0134448,1.01562
0.01,1.11303,-102.35,1,-69.4467949037,2598.80263472,2598.80263472,0.00152463,0.6,90.6961386965,0.109203,-66.4176,89.8444950351,98.71,-69.4467949037,1.63112,1.03619e-05,-69.4467949037,32.481,100,100,0.0158887,0.156517,1.02659
0.01,1.02511,-111.898,1,-78.2658819002,4950.09810497,4950.09810497,0.00618702,0.6,97.9117468501,0.0197477,-77.4142,97.5504381079,109.41,-78.2658819002,1.30708,2.15434e-06,-78.2658819002,67.505,100,100,0.0136522,0.592356,0.957417
0.01,1.08117,-105.427,1,-73.139445028,3780.2736322,3780.2736322,0.00425438,0.6,93.2443381951,0.0773497,-70.0123,92.4922121094,103.14,-73.139445028,1.52684,7.31831e-06,-73.139445028,48.6471,100,100,0.0148514,0.437381,1.02807
0.01,1.1156,-100.86,1,-70.0306408119,2585.94600006,2585.94600006,0.00138768,0.6,87.1825404263,0.134464,-64.8858,89.6375477594,99.47,-70.0306408119,1.5485,1.48504e-05,-70.0306408119,28.1573,100,100,0.0162734,0.132045,0.951554
0.01,1.15605,-111.325,1,-80.0855406395,6145.91807576,6145.91807576,0.0044059,0.6,81.8919820181,0.232465,-74.7045,86.5012283872,110.81,-80.0855406395,3.73723,2.23355e-05,-80.0855406395,59.4231,100,100,0.0366326,0.449485,1.02019
0.01,1.11811,-110.351,1,-78.0553454472,4971.69881001,4971.69881001,0.000907759,0.6,89.3202009434,0.120003,-74.3388,89.4368912165,108.66,-78.0553454472,1.60934,1.20775e-05,-78.0553454472,57.525,100,100,0.0161451,0.0904851,0.996796
0.01,1.00285,-104.832,1,-70.8240778013,2562.17841216,2562.17841216,0.00848934,0.6,99.7297572443,0.00271023,-70.7263,99.715768844,100.88,-70.8240778013,1.10338,2.73718e-07,-70.8240778013,49.6679,100,100,0.0110885,0.844744,0.995063
0.01,1.15052,-126.352,1,-95.4530153465,10466.7029703,10466.7029703,0.000949132,0.6,86.8575210055,0.144587,-89.8194,86.9171774978,128.47,-95.4530153465,1.92424,1.52839e-05,-95.4530153465,94.2195,100,100,0.0197839,0.0923153,0.972628
0.01,1.02845,-106.338,1,-72.8037758958,2565.85588862,2565.85588862,0.00609602,0.6,97.5165903595,0.0250331,-71.7976,97.2338691047,102.71,-72.8037758958,1.57941,2.57239e-06,-72.8037758958,43.3494,100,100,0.0160105,0.601361,0.98648
0.01,1.07473,-111.071,1,-79.4771778275,6177.07379866,6177.07379866,0.00186779,0.6,91.755600971,0.0866714,-75.7622,93.0468390548,109.96,-79.4771778275,1.62543,9.07593e-06,-79.4771778275,67.2581,100,100,0.0166332,0.182525,0.97722
0.01,1.01548,-99.4105,1,-65.6274770938,1342.08654306,1342.08654306,0.00753959,0.6,98.5403383665,0.0153145,-65.0908,98.4752122352,94.25,-65.6274770938,1.35909,1.49624e-06,-65.6274770938,33.1085,100,100,0.0134337,0.762779,1.0117
0.01,1.08959,-101.521,1,-69.8594887632,2606.62583265,2606.62583265,0.00190861,0.6,90.4449456071,0.101114,-65.9692,91.7775948486,99.77,-69.8594887632,1.87901,1.06712e-05,-69.8594887632,30.7436,100,100,0.0193032,0.185788,0.97342
0.01,1.14694,-105.608,1,-75.0861667848,5016.94166448,5016.94166448,0.00178801,0.6,79.4661098141,0.305014,-69.1317,87.1886554869,104.63,-75.0861667848,4.40588,2.61008e-05,-75.0861667848,50.8321,100,100,0.0407567,0.193287,1.08102
0.01,1.06209,-105.227,1,-72.1393247105,2540.92139606,2540.92139606,0.00293669,0.6,95.1085860839,0.0542863,-70.1266,94.1543035432,102.72,-72.1393247105,1.41693,5.19497e-06,-72.1393247105,37.9087,100,100,0.0138611,0.3002,1.02224
0.01,1.04609,-117.408,1,-84.1611294234,7223.94754635,7223.94754635,0.00821394,0.6,95.4618496411,0.0485159,-82.5695,95.5940578263,116.2,-84.1611294234,1.86849,4.80192e-06,-84.1611294234,80.7964,100,100,0.018589,0.825631,1.00516
0.01,1.12236,-106.383,1,-74.1434393707,3762.86095811,3762.86095811,0.00108164,0.6,89.7481191127,0.117567,-70.3002,89.0978119618,104.47,-74.1434393707,1.71807,1.15383e-05,-74.1434393707,42.7548,100,100,0.0170205,0.109183,1.00942
0.01,1.36616,-111.134,1,-83.7772360474,7264.00705246,7264.00705246,7.67285e-05,0.6,73.0022930767,0.343475,-71.3227,73.1981284696,115.57,-83.7772360474,1.98102,3.73555e-05,-83.7772360474,46.8386,100,100,0.0206594,0.00735744,0.958893
0.01,1.2094,-104.41,1,-74.3201235411,3793.22273936,3793.22273936,0.000682921,0.6,83.6084451669,0.222226,-66.9548,82.6858127422,105.1,-74.3201235411,1.63253,1.98032e-05,-74.3201235411,21.3667,100,100,0.015411,0.0723435,1.05933
0.01,1.10402,-109.039,1,-78.2452995162,4947.19463598,4947.19463598,0.00160093,0.6,89.6562193494,0.110656,-73.2519,90.5781964238,108.86,-78.2452995162,1.61662,1.16537e-05,-78.2452995162,57.0259,100,100,0.0165902,0.156001,0.97444
0.01,1.10769,-110.063,1,-77.6678581537,4954.46719354,4954.46719354,0.00276407,0.6,91.3373129653,0.0951975,-74.217,90.27834667,108.49,-77.6678581537,1.69455,9.5801e-06,-77.6678581537,57.3001,100,100,0.0169991,0.275535,0.996845
