InitialReturnMean,EpLenMean,ESSRenyi,MaxIW,ReturnMeanIW,Bound,InitialBound,EpRewMean,Weights,InitialReturnMax,InitialReturnStd,MaxIWNorm,MeanEntropy,Iteration,MinIW,ESSClassic,MeanIW,J_sample_variance,MeanIWNorm,StdIW,ReturnStepMaxmin,EpThisIter,EmpiricalD2,EpisodesSoFar,StdIWNorm,TimeElapsed,ReturnStepMax,InitialReturnMin,TimestepsSoFar,MinIWNorm
-2.8824725,500.0,100.0,1.0,-2.8824723,-3.004102,-3.004102,-14.580779723126161,[ 0.243 -1.354 -0.647],-2.3014064,0.2700602,0.01,0.7723829,47,1.0,100.0,1.0,0.073669195,0.010000002,,0.61708635,100,1.0,4700,1.8626451e-09,594.5021381378174,0.61708635,-3.6488934,2350000,0.01
-2.8680303,500.0,67.41144,6.4348464,-2.6912422,-2.8339539,-2.9852033,-14.727885331355246,[ 0.243 -1.354 -0.647],-2.041905,0.26111048,0.06434846,0.7552801,48,0.17954114,58.539616,0.9822492,3.725962,0.009822491,0.82663435,0.51485115,100,1.4834278,4800,0.008266344,605.58931016922,0.51485115,-3.5151815,2400000,0.0017954113
-2.7824547,500.0,20.508835,9.384055,-2.229075,-2.4943445,-2.9025865,-14.121986010630604,[ 0.229 -1.354 -0.664],-1.9952662,0.31598926,0.09384055,0.7333111,49,0.013102967,27.529829,0.86151093,11.252903,0.008615109,1.3977795,0.52297133,100,4.8759475,4900,0.013977795,617.0992922782898,0.52297133,-3.6039515,2450000,0.00013102966
-2.668355,500.0,5.279554,8.970055,-1.6265483,-2.1430724,-2.787038,-13.223189736081313,[ 0.184 -1.353 -0.686],-2.1328483,0.26531374,0.08970054,0.71910596,50,0.0037076084,20.619162,0.62890166,10.284844,0.006289016,1.2339714,0.51166284,100,18.940994,5000,0.012339713,629.5222682952881,0.51166284,-3.5604959,2500000,3.7076083e-05
-2.5291224,500.0,3.4355137,12.181808,-1.4702877,-2.048153,-2.6362305,-12.583509187939658,[ 0.116 -1.352 -0.7  ],-1.7144456,0.28244132,0.12181808,0.7230919,51,0.0022550535,15.1559725,0.5674159,12.783042,0.0056741578,1.3425182,0.79931563,100,29.107729,5100,0.013425183,642.6210350990295,0.79931563,-3.213243,2550000,2.2550534e-05
-2.5791314,500.0,20.06152,7.289564,-2.0496056,-2.28053,-2.6825628,-12.851307040716573,[ 0.19  -1.352 -0.696],-2.0978093,0.23111305,0.07289564,0.76065797,52,0.040119432,31.614092,0.75247455,10.221851,0.007524744,1.1067122,0.52708954,100,4.9846673,5200,0.011067124,655.0136549472809,0.52708954,-3.102937,2600000,0.00040119432
-2.7527947,500.0,6.651383,5.7395344,-1.306829,-1.7562978,-2.8687139,-13.925940330727206,[ 0.201 -1.353 -0.658],-2.0253873,0.29892716,0.057395343,0.80143374,53,0.0030446053,29.708298,0.4776342,3.4962404,0.0047763414,0.7346976,0.5321202,100,15.034468,5300,0.007346975,667.0843427181244,0.5321202,-3.4775772,2650000,3.0446052e-05
-2.978562,500.0,33.262592,7.150927,-2.6358142,-2.8665936,-3.1116614,-14.938619164424757,[ 0.164 -1.353 -0.618],-2.4408464,0.28918114,0.07150927,0.77773464,54,0.051704884,38.375507,0.9343806,9.866536,0.009343806,1.1840591,0.6582298,100,3.00638,5400,0.011840592,679.0762648582458,0.6582298,-3.9929738,2700000,0.0005170488
-2.823399,500.0,42.653217,13.735382,-2.4262385,-2.6098096,-2.9432883,-14.25447791193209,[ 0.13  -1.354 -0.641],-1.8543547,0.2820489,0.13735382,0.7479616,55,0.05294302,27.46096,0.9333466,9.698809,0.009333467,1.5169488,0.58091795,100,2.344489,5500,0.01516949,690.5502333641052,0.58091795,-3.5966763,2750000,0.0005294302
-2.6423562,500.0,3.6718047,5.699898,-1.2788812,-1.8687798,-2.755392,-13.308460661903244,[ 0.125 -1.354 -0.671],-2.02899,0.29801252,0.056998976,0.72949386,56,0.00034359217,25.340487,0.5009674,4.5416207,0.005009674,0.8598932,0.49369255,100,27.234564,5600,0.008598933,701.4731044769287,0.49369255,-3.3910825,2800000,3.4359216e-06
-2.6262949,500.0,25.269444,9.143735,-2.205828,-2.433159,-2.7405715,-13.271319021745413,[ 0.199 -1.354 -0.689],-2.0768437,0.24331465,0.09143735,0.69151616,57,0.015848037,27.88795,0.90325516,11.3056755,0.009032551,1.4524662,0.41937214,100,3.9573488,5700,0.014524662,713.6239023208618,0.41937214,-3.428295,2850000,0.00015848037
-2.4468367,500.0,59.79669,5.0495396,-2.3158193,-2.4530103,-2.552924,-12.254382093016861,[ 0.19  -1.353 -0.727],-1.8671169,0.26824227,0.050495394,0.66858023,58,0.075072825,59.194534,1.0007422,3.0006468,0.010007422,0.8308842,0.67905796,100,1.6723334,5800,0.008308841,723.922182559967,0.67905796,-3.1826272,2900000,0.00075072824
-2.3301785,500.0,92.287926,1.8129779,-2.2885003,-2.392057,-2.429662,-11.699450026401903,[ 0.186 -1.353 -0.75 ],-1.8124983,0.2262926,0.018129779,0.65966475,59,0.34734166,90.68482,1.0006007,0.40035638,0.010006006,0.3206927,0.42156234,100,1.0835654,5900,0.0032069269,735.1345782279968,0.42156234,-2.9844995,2950000,0.0034734164
-2.238857,500.0,3.5768397,2.8209767,-0.9079865,-1.3940663,-2.3307867,-11.319817144970964,[ 0.188 -1.353 -0.759],-1.702067,0.21873601,0.028209766,0.7123408,60,0.003358538,34.439117,0.3834558,1.7226919,0.0038345584,0.52906823,0.40360054,100,27.957642,6000,0.005290682,746.7554986476898,0.40360054,-2.7578998,3000000,3.358538e-05
-2.5249412,500.0,66.01978,4.3156796,-2.3858309,-2.5224235,-2.6359262,-12.849669669030579,[ 0.205 -1.354 -0.707],-1.9623625,0.27445653,0.043156795,0.6987823,61,0.08732025,64.14268,0.9734814,2.8661819,0.009734814,0.72785205,0.50880766,100,1.5146976,6100,0.00727852,758.0346305370331,0.50880766,-3.3295527,3050000,0.0008732025
-2.457774,500.0,100.0,1.0,-2.457774,-2.5667,-2.5667,-12.295553943404197,[ 0.185 -1.354 -0.72 ],-1.7973248,0.3015233,0.01,0.6987823,62,1.0,100.0,1.0,0.09183466,0.010000002,,0.40816078,100,1.0,6200,1.8626451e-09,770.1453866958618,0.40816078,-3.2677822,3100000,0.01
-2.4256132,500.0,100.0,1.0,-2.425613,-2.526855,-2.526855,-12.268116351987372,[ 0.185 -1.354 -0.72 ],-1.7777714,0.2587465,0.01,0.6987823,63,1.0,100.0,1.0,0.06762601,0.010000002,,0.43982726,100,1.0,6300,1.8626451e-09,780.6712074279785,0.43982726,-3.0372648,3150000,0.01
-2.452695,500.0,100.0,1.000006,-2.452695,-2.5585017,-2.5585017,-12.31997151864008,[ 0.185 -1.354 -0.72 ],-1.9046465,0.26704592,0.010000059,0.6987823,64,0.99999326,100.0,1.0,0.072033755,0.01,2.8244112e-06,0.5079618,100,1.0,6400,2.8225836e-08,791.1903040409088,0.5079618,-3.1742032,3200000,0.009999933
-2.4563825,500.0,6.112842,13.16615,-1.3616848,-1.7646711,-2.5560172,-12.350816754512183,[ 0.185 -1.354 -0.72 ],-1.9816643,0.23362114,0.1316615,0.6617395,65,0.0017627042,12.769212,0.5702531,12.527146,0.005702531,1.4904606,0.546459,100,16.359003,6500,0.014904609,802.7653844356537,0.546459,-2.9890494,3250000,1.7627042e-05
-2.3104734,500.0,68.51483,5.149906,-2.1638255,-2.2889233,-2.4140213,-11.703643439643837,[ 0.235 -1.353 -0.757],-1.8610189,0.22471422,0.05149906,0.68066967,66,0.15245147,62.843643,0.89896655,3.9618702,0.008989665,0.6912409,0.4423837,100,1.459538,6600,0.0069124084,814.3728744983673,0.4423837,-3.1064405,3300000,0.0015245146
-2.442505,500.0,2.785637,6.5876293,-1.3399929,-1.9523064,-2.5447013,-12.336876749432538,[ 0.232 -1.353 -0.738],-2.006269,0.2372331,0.06587629,0.61866033,67,0.00044775658,18.67634,0.5995866,7.5192513,0.005995866,1.2511648,0.46679437,100,35.898434,6700,0.012511646,824.8639922142029,0.46679437,-3.0658956,3350000,4.4775657e-06
-2.1405005,500.0,100.0,1.0,-2.1405005,-2.235103,-2.235103,-10.722402164858341,[ 0.216 -1.353 -0.8  ],-1.6785679,0.21288626,0.01,0.61866033,68,1.0,100.0,1.0,0.04577834,0.010000002,,0.5205232,100,1.0,6800,1.8626451e-09,835.8114011287689,0.5205232,-2.8380713,3400000,0.01
-2.1281106,500.0,100.0,1.0,-2.128111,-2.2205255,-2.2205255,-10.736834163898276,[ 0.216 -1.353 -0.8  ],-1.6735883,0.22223674,0.01,0.61866033,69,1.0,100.0,1.0,0.04988805,0.010000002,,0.32860872,100,1.0,6900,1.8626451e-09,846.6857116222382,0.32860872,-2.7724407,3450000,0.01
-2.1123428,500.0,79.15969,4.42083,-2.032051,-2.1294863,-2.1990325,-10.671963938596248,[ 0.216 -1.353 -0.8  ],-1.5453496,0.20636253,0.044208296,0.6333319,70,0.2554222,74.015625,0.93157285,1.9243542,0.009315728,0.5519647,0.3766503,100,1.2632692,7000,0.005519646,857.4462339878082,0.3766503,-2.6006927,3500000,0.002554222
-2.149851,500.0,46.316063,9.623528,-1.8395964,-1.97023,-2.238755,-11.052288219736242,[ 0.22  -1.353 -0.786],-1.6639607,0.22076024,0.096235275,0.6557693,71,0.14311063,36.965286,0.8570781,5.4631753,0.008570782,1.119214,0.37469628,100,2.1590781,7100,0.01119214,868.1167228221893,0.37469628,-2.6671154,3550000,0.0014311062
-2.2661812,500.0,100.0,1.0000033,-2.2661786,-2.362147,-2.3621497,-11.441615109303857,[ 0.202 -1.353 -0.763],-1.698251,0.23503853,0.010000033,0.6557693,72,0.99999547,99.99999,0.9999989,0.055800587,0.0099999895,1.2151164e-06,0.4778041,100,1.0,7200,1.21233015e-08,879.1305797100067,0.4778041,-2.8790529,3600000,0.009999954
-2.2428484,500.0,7.399976,13.303936,-1.5478015,-1.8856091,-2.3347416,-11.340270859400102,[ 0.202 -1.353 -0.763],-1.6254636,0.24908625,0.13303936,0.69593734,73,0.002176392,15.925705,0.63043296,14.022389,0.0063043297,1.448509,0.3802742,100,13.513557,7300,0.014485089,890.6264996528625,0.3802742,-2.7568035,3650000,2.1763919e-05
-2.5110972,500.0,100.0,1.0,-2.5110972,-2.6231234,-2.6231234,-12.62482456377355,[ 0.235 -1.354 -0.723],-2.0363245,0.23407213,0.01,0.69593734,74,1.0,100.0,1.0,0.055343196,0.010000002,,0.45170406,100,1.0,7400,1.8626451e-09,901.5669732093811,0.45170406,-3.3607883,3700000,0.01
