Iteration,InitialReturnMin,EpThisIter,MaxIWNorm,TimestepsSoFar,ReturnMeanIW,EmpiricalD2,InitialReturnMean,EpRewMean,TimeElapsed,ESSRenyi,MinIWNorm,InitialBound,InitialReturnStd,MeanIW,MinIW,MaxIW,StdIW,MeanIWNorm,J_sample_variance,EpLenMean,Weights,InitialReturnMax,ESSClassic,EpisodesSoFar,ReturnStepMaxmin,Bound,ReturnStepMax,StdIWNorm,MeanEntropy
11,-86.60203,100,0.08122308,220000,-56.33287,38.64168,-86.60204,-200.0,129.2278697490692,2.5878792,4.1726886e-05,-89.48876,1.5258789e-05,0.6504798,0.004172689,8.122308,1.2373363,0.006504798,11598.356,200.0,[ 1.168 -0.526 -0.909  0.481 -0.775  0.726 -0.301  0.356 -0.054],-86.60203,21.652859,1100,1.0,-74.27751,1.0,0.012373363,1.0032159
12,-86.60203,100,0.049986344,240000,-33.66262,37.334854,-86.60204,-200.0,140.71186518669128,2.6784623,2.1083553e-05,-89.48876,1.5258789e-05,0.3887048,0.0021083553,4.9986343,0.6734548,0.0038870478,3435.8792,200.0,[ 1.131 -0.398 -1.     0.485 -0.77   0.717 -0.14   0.224 -0.084],-86.60203,24.988956,1200,1.0,-51.301216,1.0,0.006734548,1.0360565
13,-86.60203,100,0.052052498,260000,-75.6945,2.892526,-86.60204,-200.0,151.87764596939087,34.57186,0.00043177465,-89.48876,1.5258789e-05,0.8740501,0.043177467,5.20525,1.0905977,0.008740501,9010.526,200.0,[ 1.021 -0.38  -0.909  0.487 -0.77   0.715 -0.006  0.233 -0.228],-86.60203,39.11009,1300,1.0,-80.604095,1.0,0.010905978,1.0108513
14,-86.60203,100,0.053060245,280000,-40.445614,40.81398,-86.60204,-200.0,161.85383987426758,2.450141,4.4661814e-05,-89.48876,1.5258789e-05,0.4670285,0.0044661816,5.3060246,0.87118125,0.004670285,5749.605,200.0,[ 1.056 -0.527 -0.797  0.491 -0.776  0.717 -0.113  0.19  -0.077],-86.60203,22.323381,1400,1.0,-58.887753,1.0,0.008711813,1.0292667
15,-86.60203,100,0.024501894,300000,-28.091167,42.8224,-86.60204,-200.0,173.51127529144287,2.3352265,6.630948e-06,-89.48876,1.5258789e-05,0.3243708,0.0006630948,2.4501894,0.46606988,0.003243708,1645.5953,200.0,[ 0.993 -0.546 -0.714  0.487 -0.774  0.72   0.019  0.218 -0.237],-86.60203,32.631557,1500,1.0,-46.981617,1.0,0.004660699,1.0148824
16,-86.60203,100,0.053045947,320000,-45.510708,29.18006,-86.60204,-200.0,184.83748030662537,3.426998,8.724687e-06,-89.48876,1.5258789e-05,0.5255155,0.00087246875,5.304595,0.94779,0.0052551543,6805.2676,200.0,[ 0.941 -0.574 -0.634  0.488 -0.775  0.719  0.114  0.293 -0.407],-86.60203,23.514091,1600,1.0,-61.104435,1.0,0.0094779,1.0573152
17,-86.60203,100,0.06921841,340000,-49.38693,37.589348,-86.60204,-200.0,196.4010579586029,2.6603281,5.4920092e-05,-89.48876,1.5258789e-05,0.57027453,0.005492009,6.9218416,1.0356847,0.0057027447,8125.9873,200.0,[ 0.887 -0.525 -0.629  0.487 -0.773  0.719  0.178  0.144 -0.322],-86.60203,23.265133,1700,1.0,-67.08554,1.0,0.010356847,1.0821223
18,-86.60203,100,0.048974555,360000,-42.654144,37.57429,-86.60204,-200.0,207.21926522254944,2.6613941,1.8550607e-05,-89.48876,1.5258789e-05,0.49253052,0.0018550607,4.8974557,0.8651809,0.0049253055,5670.6753,200.0,[ 0.824 -0.481 -0.611  0.49  -0.776  0.718  0.337  0.04  -0.377],-86.60203,24.475866,1800,1.0,-60.349213,1.0,0.008651809,1.0873512
19,-86.60203,100,0.051869407,380000,-42.703316,52.563076,-86.60204,-200.0,218.45505809783936,1.9024762,8.111607e-06,-89.48876,1.5258789e-05,0.49309835,0.00081116066,5.1869407,0.876759,0.004930983,5823.464,200.0,[ 0.724 -0.427 -0.564  0.489 -0.776  0.719  0.474 -0.027 -0.447],-86.60203,24.029789,1900,1.0,-63.632256,1.0,0.00876759,1.0653504
20,-86.60203,100,0.08591342,400000,-47.131172,17.36594,-86.60204,-200.0,229.9510462284088,5.7583985,2.6165676e-06,-89.48876,1.5258789e-05,0.5442271,0.00026165677,8.591342,1.4020323,0.005442271,14891.449,200.0,[ 0.617 -0.431 -0.454  0.49  -0.775  0.717  0.593 -0.009 -0.585],-86.60203,13.094572,2000,1.0,-59.160904,1.0,0.014020323,1.033167
21,-86.60203,100,0.08137364,420000,-46.67268,38.3832,-86.60204,-200.0,240.89842700958252,2.6053064,2.9052114e-06,-89.48876,1.5258789e-05,0.5389329,0.00029052116,8.137364,1.2554442,0.0053893286,11940.315,200.0,[ 0.56  -0.415 -0.412  0.483 -0.771  0.72   0.612  0.145 -0.756],-86.60203,15.560396,2100,1.0,-64.557205,1.0,0.0125544425,0.9830367
22,-86.60203,100,0.1348586,440000,-63.73981,13.821861,-86.60204,-200.0,251.59793329238892,7.2349157,4.877716e-05,-89.48876,1.5258789e-05,0.7360083,0.0048777163,13.485859,1.7946467,0.007360083,24399.387,200.0,[ 0.498 -0.435 -0.33   0.483 -0.77   0.72   0.624  0.318 -0.942],-86.60203,14.397692,2200,1.0,-74.472046,1.0,0.017946469,1.0074961
23,-86.60203,100,0.08990255,460000,-53.23737,25.817818,-86.60204,-200.0,262.9208655357361,3.873294,1.7239514e-05,-89.48876,1.5258789e-05,0.61473584,0.0017239514,8.990255,1.292672,0.0061473586,12658.949,200.0,[ 0.461 -0.366 -0.363  0.488 -0.769  0.713  0.671  0.2   -0.871],-86.60203,18.444042,2300,1.0,-67.90523,1.0,0.012926719,1.0324281
24,-86.60203,100,0.04055841,480000,-42.603466,38.92637,-86.60204,-200.0,273.79047083854675,2.5689528,1.473298e-06,-89.48876,1.5258789e-05,0.4919453,0.0001473298,4.055841,0.9019837,0.0049194526,6163.3706,200.0,[ 0.496 -0.323 -0.44   0.485 -0.769  0.716  0.714  0.041 -0.755],-86.60203,22.926647,2400,1.0,-60.61409,1.0,0.009019836,0.98889166
25,-86.60203,100,0.06428909,500000,-47.961338,36.914597,-86.60204,-200.0,285.46077394485474,2.7089555,1.1379398e-05,-89.48876,1.5258789e-05,0.55381316,0.0011379397,6.4289093,1.076439,0.005538131,8778.085,200.0,[ 0.405 -0.303 -0.369  0.483 -0.768  0.717  0.848 -0.015 -0.833],-86.60203,20.929628,2500,1.0,-65.50038,1.0,0.010764389,0.9978157
26,-86.60203,100,0.061798505,520000,-52.02265,37.47664,-86.60204,-200.0,296.93020462989807,2.668329,2.2669949e-05,-89.48876,1.5258789e-05,0.60070944,0.002266995,6.1798506,1.0040779,0.006007094,7637.5806,200.0,[ 0.353 -0.171 -0.449  0.483 -0.764  0.712  0.844 -0.145 -0.698],-86.60203,26.358326,2600,1.0,-69.69471,1.0,0.01004078,1.0242578
27,-86.60203,100,0.15551428,540000,-67.68377,5.37891,-86.60204,-200.0,308.42579460144043,18.591127,0.0002039336,-89.48876,1.5258789e-05,0.7815495,0.02039336,15.551429,1.7304946,0.007815494,22686.182,200.0,[ 0.419 -0.112 -0.574  0.483 -0.766  0.715  0.812 -0.256 -0.556],-86.60203,16.941656,2700,1.0,-74.37882,1.0,0.017304944,1.0111141
28,-86.60203,100,0.051761083,560000,-45.40552,33.57427,-86.60204,-200.0,320.05802297592163,2.9784715,1.3529138e-05,-89.48876,1.5258789e-05,0.5243009,0.0013529139,5.1761084,0.99342346,0.005243009,7476.352,200.0,[ 0.491 -0.217 -0.541  0.479 -0.764  0.717  0.877 -0.193 -0.684],-86.60203,21.785969,2800,1.0,-62.132217,1.0,0.009934234,1.0564511
29,-86.60203,100,0.039276794,580000,-82.64467,1.3564671,-86.60204,-200.0,331.6680302619934,73.72092,0.0021797267,-89.48876,1.5258789e-05,0.95430404,0.21797267,3.9276795,0.64913386,0.009543043,3192.195,200.0,[ 0.525 -0.188 -0.604  0.483 -0.764  0.713  0.728 -0.162 -0.567],-86.60203,68.36693,2900,1.0,-86.006775,1.0,0.0064913384,1.0418147
30,-86.60203,100,0.10880118,600000,-44.119896,37.421417,-86.60204,-200.0,343.1856880187988,2.6722665,4.5285124e-06,-89.48876,1.5258789e-05,0.50945574,0.00045285124,10.880118,1.2793919,0.0050945566,12400.185,200.0,[ 0.47  -0.177 -0.56   0.475 -0.76   0.716  0.75  -0.181 -0.569],-86.60203,13.686283,3000,1.0,-61.77893,1.0,0.012793918,1.0139991
31,-86.60203,100,0.062403604,620000,-45.611603,34.94762,-86.60204,-200.0,355.7699100971222,2.8614252,1.0242191e-05,-89.48876,1.5258789e-05,0.5266806,0.0010242191,6.2403607,1.0841507,0.005266805,8904.309,200.0,[ 0.422 -0.109 -0.58   0.474 -0.756  0.714  0.834 -0.359 -0.475],-86.60203,19.09397,3100,1.0,-62.67697,1.0,0.0108415065,0.95188946
32,-86.60203,100,0.06863752,640000,-61.264088,38.063595,-86.60204,-200.0,367.0983455181122,2.6271822,3.1818992e-05,-89.48876,1.5258789e-05,0.7074209,0.0031818992,6.8637524,1.3304485,0.0070742094,13409.637,200.0,[ 0.328 -0.078 -0.517  0.475 -0.756  0.714  0.96  -0.416 -0.544],-86.60203,22.040787,3200,1.0,-79.074,1.0,0.013304484,0.94933224
33,-86.60203,100,0.033948712,660000,-32.717594,53.965004,-86.60204,-200.0,377.45977568626404,1.8530527,6.0779985e-06,-89.48876,1.5258789e-05,0.3777925,0.00060779986,3.3948712,0.60371274,0.0037779247,2761.097,200.0,[ 0.35   0.064 -0.681  0.477 -0.758  0.713  0.971 -0.544 -0.427],-86.60203,28.140429,3300,1.0,-53.923798,1.0,0.0060371277,0.8831069
34,-86.60203,100,0.07681131,680000,-80.753044,2.0452416,-86.60204,-200.0,389.08261251449585,48.89398,0.00064832385,-89.48876,1.5258789e-05,0.9324614,0.06483239,7.6811314,1.0750765,0.009324614,8755.875,200.0,[ 0.255  0.049 -0.571  0.478 -0.758  0.712  1.085 -0.536 -0.548],-86.60203,42.9317,3400,1.0,-84.88142,1.0,0.010750764,0.86120284
35,-86.60203,100,0.060497627,700000,-36.653416,53.72534,-86.60204,-200.0,399.83628392219543,1.8613191,2.9706255e-06,-89.48876,1.5258789e-05,0.42323968,0.00029706256,6.0497627,0.88292766,0.0042323973,5905.697,200.0,[ 0.231  0.005 -0.504  0.474 -0.77   0.728  1.128 -0.52  -0.608],-86.60203,18.685001,3500,1.0,-57.812477,1.0,0.008829277,0.772615
36,-86.60203,100,0.1535963,720000,-52.290695,39.63946,-86.60204,-200.0,411.2519733905792,2.5227387,9.542784e-07,-89.48876,1.5258789e-05,0.6038044,9.5427844e-05,15.35963,1.7089776,0.0060380446,22125.525,200.0,[ 0.191 -0.002 -0.457  0.478 -0.772  0.726  1.292 -0.489 -0.803],-86.60203,11.097697,3600,1.0,-70.46554,1.0,0.017089777,0.73392487
37,-86.60203,100,0.13551678,740000,-66.68919,11.382205,-86.60204,-200.0,423.1105659008026,8.785644,0.00018958186,-89.48876,1.5258789e-05,0.7700651,0.018958187,13.551679,1.6138426,0.0077006514,19730.738,200.0,[ 0.168  0.09  -0.525  0.463 -0.761  0.729  1.366 -0.748 -0.618],-86.60203,18.545815,3700,1.0,-76.42832,1.0,0.016138425,0.78588796
38,-86.60203,100,0.1416248,760000,-58.419514,22.306587,-86.60204,-200.0,434.59757924079895,4.4829807,2.5547717e-05,-89.48876,1.5258789e-05,0.6745746,0.0025547717,14.162479,1.7400922,0.006745745,22938.523,200.0,[ 0.222  0.011 -0.5    0.465 -0.764  0.731  1.292 -0.575 -0.716],-86.60203,13.065018,3800,1.0,-72.05351,1.0,0.017400922,0.76952016
39,-86.60203,100,0.114797935,780000,-66.45914,23.847944,-86.60204,-200.0,446.29992032051086,4.1932335,2.290835e-05,-89.48876,1.5258789e-05,0.7674087,0.0022908351,11.479794,1.5361449,0.007674087,17876.611,200.0,[ 0.243  0.113 -0.623  0.457 -0.767  0.742  1.343 -0.781 -0.563],-86.60203,19.972355,3900,1.0,-80.55632,1.0,0.015361449,0.83538264
40,-86.60203,100,0.09173453,800000,-44.500175,48.638927,-86.60204,-200.0,458.15444564819336,2.0559664,1.38494715e-05,-89.48876,1.5258789e-05,0.51384676,0.0013849472,9.173453,1.1232191,0.005138468,9557.62,200.0,[ 0.281  0.117 -0.665  0.459 -0.765  0.737  1.22  -0.787 -0.433],-86.60203,17.306517,4000,1.0,-64.63273,1.0,0.01123219,0.80574435
41,-86.60203,100,0.029943375,820000,-26.496813,34.499638,-86.60204,-200.0,469.41855812072754,2.8985813,4.55736e-06,-89.48876,1.5258789e-05,0.30596066,0.000455736,2.9943376,0.5451225,0.0030596065,2251.1746,200.0,[ 0.263 -0.039 -0.491  0.466 -0.779  0.745  1.263 -0.669 -0.594],-86.60203,23.95573,4100,1.0,-43.452446,1.0,0.0054512247,0.7099831
42,-86.60203,100,0.0784668,840000,-37.312805,42.769356,-86.60204,-200.0,481.9203498363495,2.3381226,3.2227576e-06,-89.48876,1.5258789e-05,0.4308537,0.00032227577,7.84668,1.1110379,0.0043085366,9351.444,200.0,[ 0.171 -0.008 -0.43   0.466 -0.778  0.744  1.412 -0.722 -0.69 ],-86.60203,13.072511,4200,1.0,-56.19155,1.0,0.011110379,0.60196686
43,-86.60203,100,0.07971957,860000,-68.789215,5.058647,-86.60204,-200.0,493.08745789527893,19.768131,0.00014164281,-89.48876,1.5258789e-05,0.7943142,0.014164281,7.9719577,1.2641735,0.007943141,12106.939,200.0,[ 0.077  0.126 -0.47   0.467 -0.768  0.733  1.585 -0.951 -0.633],-86.60203,28.30486,4300,1.0,-75.2819,1.0,0.012641735,0.5359375
44,-86.60203,100,0.08423127,880000,-46.21102,25.461342,-86.60204,-200.0,504.6097671985626,3.9275227,7.2179944e-05,-89.48876,1.5258789e-05,0.5336021,0.007217995,8.423127,1.0416903,0.005336021,8220.503,200.0,[ 0.436  0.169 -0.873  0.469 -0.758  0.721  1.972 -1.    -0.972],-86.60203,20.785574,4400,1.0,-60.77726,1.0,0.010416904,0.63743675
45,-86.60203,100,0.08478574,900000,-48.32418,34.404137,-86.60204,-200.0,517.2740404605865,2.9066272,5.642305e-05,-89.48876,1.5258789e-05,0.55800295,0.005642305,8.478574,1.1533595,0.005580029,10077.443,200.0,[ 0.542  0.082 -0.891  0.469 -0.757  0.72   1.824 -0.852 -0.972],-86.60203,18.96724,4500,1.0,-65.25633,1.0,0.011533596,0.7339199
46,-86.60203,100,0.05298002,920000,-44.910423,43.831573,-86.60204,-200.0,528.6887004375458,2.2814605,2.3892459e-05,-89.48876,1.5258789e-05,0.518584,0.002389246,5.2980022,0.91013134,0.00518584,6275.221,200.0,[ 0.583  0.09  -0.94   0.476 -0.76   0.716  1.645 -0.747 -0.898],-86.60203,24.508987,4600,1.0,-64.02217,1.0,0.009101313,0.7925042
47,-86.60203,100,0.017313834,940000,-86.12988,1.0564003,-86.60204,-200.0,540.5615744590759,94.66109,0.0054493556,-89.48876,1.5258789e-05,0.9945482,0.5449356,1.7313834,0.24952458,0.009945482,471.68008,200.0,[ 0.627  0.14  -1.035  0.475 -0.765  0.721  1.527 -0.772 -0.755],-86.60203,94.07805,4700,1.0,-89.09691,1.0,0.0024952458,0.7796483
48,-86.60203,100,0.11692347,960000,-48.6236,47.485302,-86.60204,-200.0,551.3641760349274,2.1059148,7.3924343e-06,-89.48876,1.5258789e-05,0.56146026,0.00073924346,11.692347,1.5250885,0.0056146025,17620.209,200.0,[ 0.628  0.155 -1.05   0.476 -0.763  0.719  1.547 -0.802 -0.745],-86.60203,11.935697,4800,1.0,-68.51596,1.0,0.015250886,0.7222813
49,-86.60203,100,0.09047256,980000,-66.849884,16.268122,-86.60204,-200.0,562.4397716522217,6.1469913,0.00016983793,-89.48876,1.5258789e-05,0.7719206,0.016983794,9.0472555,1.387857,0.0077192066,14591.849,200.0,[ 0.486  0.424 -1.178  0.481 -0.78   0.731  1.608 -1.046 -0.562],-86.60203,23.626467,4900,1.0,-78.493164,1.0,0.013878569,0.7802166
50,-86.60203,100,0.053654883,1000000,-41.236195,59.486095,-86.60204,-200.0,573.004754781723,1.6810651,2.3878607e-07,-89.48876,1.5258789e-05,0.47615737,2.3878607e-05,5.3654885,0.8928108,0.0047615743,6038.6504,200.0,[ 0.654  0.245 -1.167  0.489 -0.784  0.727  1.565 -0.864 -0.701],-86.60203,22.144724,5000,1.0,-63.50078,1.0,0.008928108,0.72219485
51,-86.60203,100,0.04202918,1020000,-35.904587,45.712383,-86.60204,-200.0,584.7030022144318,2.187591,9.900905e-06,-89.48876,1.5258789e-05,0.41459298,0.0009900905,4.202918,0.803933,0.004145929,4896.217,200.0,[ 0.594  0.182 -1.043  0.496 -0.785  0.722  1.635 -0.734 -0.9  ],-86.60203,21.008097,5100,1.0,-55.422066,1.0,0.00803933,0.622604
52,-86.60203,100,0.111447446,1040000,-56.171783,42.117577,-86.60204,-200.0,597.697845697403,2.3743057,9.191535e-06,-89.48876,1.5258789e-05,0.6486198,0.00091915356,11.144745,1.46264,0.006486197,16206.746,200.0,[ 1.211 -0.098 -1.38   0.454 -0.774  0.752  2.258 -1.155 -1.103],-86.60203,16.433743,5200,1.0,-74.90613,1.0,0.0146264,0.5129722
53,-86.60203,100,0.04279733,1060000,-46.185524,37.373646,-86.60204,-200.0,608.9022011756897,2.6756823,4.2746036e-05,-89.48876,1.5258789e-05,0.5333077,0.004274604,4.279733,0.7594244,0.0053330767,4369.08,200.0,[ 0.87   0.167 -1.304  0.438 -0.769  0.764  2.265 -1.011 -1.253],-86.60203,33.027878,5300,1.0,-63.833282,1.0,0.007594243,0.6383445
54,-86.60203,100,0.04758265,1080000,-41.87047,26.620127,-86.60204,-200.0,620.4922142028809,3.756556,3.5407862e-05,-89.48876,1.5258789e-05,0.48348144,0.0035407864,4.758265,0.8112804,0.004834814,4986.122,200.0,[ 0.984  0.081 -1.332  0.438 -0.77   0.764  2.108 -0.896 -1.212],-86.60203,26.207685,5400,1.0,-56.764484,1.0,0.008112804,0.6975635
55,-86.60203,100,0.13639228,1100000,-65.79393,13.286992,-86.60204,-200.0,632.0571548938751,7.526158,0.00010779728,-89.48876,1.5258789e-05,0.7597274,0.010779728,13.639229,1.7047217,0.0075972737,22015.465,200.0,[ 1.036  0.097 -1.4    0.439 -0.77   0.763  1.99  -0.926 -1.063],-86.60203,16.570269,5500,1.0,-76.31646,1.0,0.017047217,0.7564147
56,-86.60203,100,0.080520295,1120000,-36.367867,35.339455,-86.60204,-200.0,643.1001627445221,2.8296986,7.675916e-06,-89.48876,1.5258789e-05,0.41994244,0.00076759164,8.05203,0.9645332,0.0041994248,7047.828,200.0,[ 1.098 -0.008 -1.357  0.429 -0.774  0.776  1.853 -0.866 -0.987],-86.60203,15.935259,5600,1.0,-53.528633,1.0,0.009645332,0.64637226
57,-86.60203,100,0.11289385,1140000,-40.14685,68.71729,-86.60204,-200.0,655.5478341579437,1.4552377,2.327059e-08,-89.48876,1.5258789e-05,0.46357864,2.327059e-06,11.289385,1.4470376,0.004635786,15862.824,200.0,[ 0.964  0.093 -1.323  0.428 -0.775  0.778  2.001 -1.009 -0.991],-86.60203,9.307997,5700,1.0,-64.07669,1.0,0.014470376,0.5848641
58,-86.60203,100,0.04053472,1160000,-43.60611,41.94605,-86.60204,-200.0,666.3993217945099,2.3840148,1.6852475e-05,-89.48876,1.5258789e-05,0.503523,0.0016852475,4.053472,0.71900654,0.00503523,3916.3962,200.0,[ 0.82   0.452 -1.539  0.424 -0.775  0.783  2.176 -1.351 -0.825],-86.60203,32.90506,5800,1.0,-62.30227,1.0,0.0071900655,0.6732661
59,-86.60203,100,0.13956942,1180000,-66.03768,9.772636,-86.60204,-200.0,677.3300757408142,10.232654,2.4151293e-06,-89.48876,1.5258789e-05,0.76254195,0.00024151293,13.956943,1.6654642,0.0076254196,21013.168,200.0,[ 0.967  0.398 -1.632  0.424 -0.774  0.782  2.052 -1.258 -0.794],-86.60203,17.330206,5900,1.0,-75.061966,1.0,0.016654642,0.56935143
60,-86.60203,100,0.11015781,1200000,-72.79112,4.8676567,-86.60204,-200.0,688.9559571743011,20.543766,0.00035614497,-89.48876,1.5258789e-05,0.8405245,0.035614498,11.015781,1.3890873,0.008405245,14617.734,200.0,[ 0.742  0.593 -1.602  0.428 -0.772  0.777  2.182 -1.548 -0.634],-86.60203,26.800808,6000,1.0,-79.16006,1.0,0.013890874,0.6174069
61,-86.60203,100,0.07002317,1220000,-43.202644,33.98914,-86.60204,-200.0,699.9599673748016,2.9421163,2.4216228e-05,-89.48876,1.5258789e-05,0.49886414,0.0024216229,7.0023174,1.0522994,0.0049886415,8388.794,200.0,[ 0.883  0.664 -1.815  0.416 -0.773  0.79   2.241 -1.645 -0.596],-86.60203,18.35021,6100,1.0,-60.032364,1.0,0.010522993,0.5318057
62,-86.60203,100,0.04492404,1240000,-45.508724,28.382412,-86.60204,-200.0,712.1689109802246,3.5233088,0.00010570604,-89.48876,1.5258789e-05,0.5254926,0.010570604,4.492404,0.71843415,0.0052549266,3910.1636,200.0,[ 1.19   0.594 -2.051  0.468 -0.773  0.737  2.517 -1.512 -1.005],-86.60203,34.853703,6200,1.0,-60.88784,1.0,0.0071843415,0.6220593
63,-86.60203,100,0.06342511,1260000,-53.16458,25.41083,-86.60204,-200.0,724.6295709609985,3.93533,6.0127073e-05,-89.48876,1.5258789e-05,0.61389536,0.0060127075,6.342511,1.1085335,0.0061389534,9309.335,200.0,[ 1.287  0.444 -1.998  0.467 -0.773  0.739  2.315 -1.238 -1.076],-86.60203,23.470398,6300,1.0,-67.71636,1.0,0.011085334,0.69981813
64,-86.60203,100,0.06911218,1280000,-36.03188,72.49014,-86.60204,-200.0,735.5880341529846,1.3794979,1.7980258e-07,-89.48876,1.5258789e-05,0.41606286,1.798026e-05,6.9112186,1.2023742,0.004160628,10952.174,200.0,[ 1.324  0.393 -1.984  0.467 -0.778  0.743  2.115 -1.046 -1.068],-86.60203,10.693538,6400,1.0,-60.609863,1.0,0.012023742,0.60755485
65,-86.60203,100,0.04743731,1300000,-50.707047,25.90978,-86.60204,-200.0,746.9349129199982,3.8595464,3.9923147e-05,-89.48876,1.5258789e-05,0.58551794,0.003992315,4.743731,1.0266631,0.005855179,7985.0337,200.0,[ 0.886  0.765 -1.918  0.456 -0.781  0.757  2.174 -1.486 -0.688],-86.60203,24.542849,6500,1.0,-65.401,1.0,0.01026663,0.68165845
66,-86.60203,100,0.08949003,1320000,-69.45137,3.6163774,-86.60204,-200.0,757.0374441146851,27.651981,0.000751064,-89.48876,1.5258789e-05,0.8019602,0.0751064,8.949003,1.2311258,0.0080196,11482.219,200.0,[ 0.963  0.732 -1.962  0.456 -0.781  0.757  2.042 -1.428 -0.614],-86.60203,29.79141,6600,1.0,-74.94101,1.0,0.012311257,0.7126453
67,-86.60203,100,0.052602362,1340000,-39.483444,31.536367,-86.60204,-200.0,766.8809704780579,3.1709423,2.8765216e-05,-89.48876,1.5258789e-05,0.45591822,0.0028765218,5.2602363,0.8190687,0.004559182,5082.3154,200.0,[ 0.831  0.639 -1.737  0.467 -0.778  0.743  1.818 -1.213 -0.605],-86.60203,23.654621,6700,1.0,-55.69455,1.0,0.008190687,0.7695826
