ReturnMeanIW,MinIW,MaxIW,EmpiricalD2,ReturnStepMaxmin,MeanIW,StdIW,MaxIWNorm,InitialReturnMax,MeanIWNorm,TimeElapsed,Bound,MinIWNorm,MeanEntropy,ESSRenyi,InitialReturnMin,Weights,InitialReturnMean,ReturnStepMax,StdIWNorm,EpThisIter,ESSClassic,InitialReturnStd,EpisodesSoFar,EpRewMean,EpLenMean,Iteration,J_sample_variance,InitialBound,TimestepsSoFar
-46.74938,0.00016272518,15.99537,33.723022,0.8420603,0.565594,1.8336397,0.1599537,-82.31476,0.00565594,480.9293735027313,-62.773766,1.6272518e-06,1.2665423,2.9653332,-82.782684,[ 0.886 -0.622 -0.09 ],-82.63892,0.8420603,0.018336395,100,8.687812,0.09186186,1400,-416.02128103226426,500.0,14,23208.275,-85.39834,700000
-32.645546,0.0012662745,4.367433,41.05899,0.8421414,0.39507732,0.6788446,0.04367433,-82.30536,0.0039507733,512.2192122936249,-50.31967,1.2662745e-05,1.2177726,2.4355202,-82.74753,[ 0.885 -0.574 -0.153],-82.636505,0.8421414,0.006788446,100,25.30103,0.09007909,1500,-416.05338930234313,500.0,15,3178.8386,-85.394745,750000
-58.988335,0.0013238935,12.67967,26.476934,0.84212965,0.71412444,1.8691741,0.12679671,-82.132355,0.007141245,544.5920836925507,-73.17764,1.3238935e-05,1.1574899,3.7768724,-82.72725,[ 0.849 -0.308 -0.201],-82.575745,0.84212965,0.018691743,100,12.737288,0.11744178,1600,-415.75789925277235,500.0,16,24096.152,-85.33332,800000
-60.408752,0.0012334315,12.369037,32.498013,0.8419999,0.73103136,1.8310572,0.12369037,-82.00451,0.007310313,577.1721830368042,-76.136475,1.2334315e-05,1.0950015,3.0771112,-82.76728,[ 0.682 -0.307 -0.261],-82.579384,0.8419999,0.018310571,100,13.747939,0.15031043,1700,-415.83749561414123,500.0,17,23159.482,-85.33829,850000
-62.491085,0.008459004,7.8892775,9.629601,0.84187865,0.75618696,1.2248012,0.078892775,-82.31445,0.0075618704,607.6724679470062,-71.052765,8.4590036e-05,1.1191369,10.384646,-82.7706,[ 0.692 -0.314 -0.324],-82.5957,0.84187865,0.012248011,100,27.598007,0.09800044,1800,-415.916592194885,500.0,18,10350.445,-85.35472,900000
-81.002,0.2372711,2.8912077,1.2264786,0.84198993,0.97992814,0.46306697,0.028912077,-82.38703,0.009799282,640.2814204692841,-84.058556,0.002372711,1.1271801,81.53424,-82.79883,[ 0.747 -0.514 -0.3  ],-82.65635,0.84198993,0.0046306695,100,81.74574,0.076661944,1900,-416.1319506341219,500.0,19,1481.0592,-85.41631,950000
-41.791573,0.0010968756,10.926815,22.17496,0.8419332,0.5055728,1.4407426,0.10926815,-82.448875,0.005055728,673.1428263187408,-54.785378,1.0968756e-05,1.0683779,4.509591,-82.78014,[ 0.835 -0.582 -0.292],-82.65012,0.8419332,0.014407426,100,10.963804,0.07202097,2000,-416.1223027946055,500.0,20,14337.134,-85.409454,1000000
-64.91985,0.006455466,14.500531,12.520281,0.841829,0.785249,1.7712202,0.14500532,-82.32231,0.00785249,704.9570274353027,-74.68444,6.455466e-05,1.1161965,7.9870415,-82.78816,[ 0.809 -0.577 -0.35 ],-82.665764,0.841829,0.017712202,100,16.426283,0.07512799,2100,-416.19806907311084,500.0,21,21673.566,-85.42536,1050000
-78.74603,0.06516806,4.0218277,1.4878366,0.8414365,0.9523384,0.71542454,0.040218275,-82.41099,0.009523384,741.708089351654,-82.113495,0.0006516806,1.0959771,67.211685,-82.82205,[ 0.807 -0.599 -0.303],-82.676834,0.8414365,0.0071542454,100,63.92449,0.07668317,2200,-416.17519787371157,500.0,22,3537.0142,-85.43757,1100000
-58.18753,0.006708472,8.931602,19.300869,0.8417322,0.7037602,1.3724496,0.08931601,-82.38316,0.0070376014,776.9502642154694,-70.313774,6.708472e-05,1.1455775,5.1811137,-82.805466,[ 0.841 -0.619 -0.323],-82.67736,0.8417322,0.0137244975,100,20.819674,0.07160023,2300,-416.2080302138627,500.0,23,13010.656,-85.43755,1150000
-44.553543,0.005017351,5.2200456,36.81763,0.84232086,0.53898025,0.8678398,0.052200455,-82.254456,0.0053898026,806.8146624565125,-61.30578,5.017351e-05,1.2021474,2.71609,-82.82588,[ 0.834 -0.53  -0.273],-82.67105,0.84232086,0.008678398,100,27.83509,0.07963025,2400,-416.1363069821894,500.0,24,5196.895,-85.43192,1200000
-45.33661,0.0031967405,6.0096493,24.735554,0.8418632,0.5484964,1.022136,0.06009649,-82.38823,0.005484964,843.8686621189117,-59.061928,3.1967404e-05,1.255122,4.0427637,-82.79094,[ 0.836 -0.504 -0.217],-82.642845,0.8418632,0.010221358,100,22.357761,0.0817465,2500,-416.0595503753424,500.0,25,7215.7764,-85.40254,1250000
-39.357113,0.01548179,5.731477,13.207397,0.8421007,0.4764949,0.863316,0.057314765,-82.38817,0.004764949,875.140097618103,-49.383736,0.0001548179,1.2599719,7.5715146,-82.76892,[ 0.843 -0.543 -0.164],-82.63728,0.8421007,0.008633159,100,23.350088,0.08028424,2600,-416.04494884744287,500.0,26,5131.3833,-85.39625,1300000
-43.41336,0.00020612571,14.909346,29.914135,0.84226024,0.5258934,1.6129736,0.14909345,-81.70392,0.005258933,910.4734427928925,-58.508286,2.061257e-06,1.1990154,3.3429012,-82.796875,[ 0.862 -0.23  -0.159],-82.54244,0.84226024,0.016129734,100,9.608758,0.17320427,2700,-415.59506203457715,500.0,27,17933.28,-85.30233,1350000
-38.080967,0.0007612428,4.783863,25.596437,0.84183156,0.4612583,0.7672534,0.04783863,-81.81131,0.0046125827,944.2522172927856,-52.041054,7.612428e-06,1.1522875,3.9067936,-82.77889,[ 0.891 -0.188 -0.22 ],-82.506165,0.84183156,0.0076725334,100,26.547218,0.18845023,2800,-415.4130157206953,500.0,28,4051.059,-85.26545,1400000
-55.32782,9.7339784e-05,9.916778,38.98962,0.84227884,0.66958266,1.5375749,0.09916777,-82.242294,0.006695826,976.4510514736176,-72.55554,9.733978e-07,1.0918692,2.5647852,-82.77032,[ 0.873 -0.355 -0.267],-82.61747,0.84227884,0.015375749,100,15.941138,0.09736762,2900,-415.92335600852965,500.0,29,16309.299,-85.37648,1450000
-42.51826,0.00065726915,7.4100604,35.37631,0.841933,0.5145463,1.1924222,0.0741006,-82.34181,0.0051454627,1010.4004361629486,-58.92769,6.5726913e-06,1.0449172,2.8267505,-82.76723,[ 0.85  -0.473 -0.327],-82.65772,0.841933,0.011924221,100,15.697462,0.07350859,3000,-416.1054124082625,500.0,30,9804.32,-85.41664,1500000
-41.679657,0.0010840335,5.779968,41.51435,0.8421329,0.50450397,1.0292046,0.05779968,-81.77116,0.005045039,1041.2327110767365,-59.4626,1.0840335e-05,0.9872429,2.4088056,-82.79914,[ 0.826 -0.239 -0.374],-82.604416,0.8421329,0.010292046,100,19.373337,0.129792,3100,-415.88235025778414,500.0,31,7311.257,-85.36437,1550000
-38.819695,0.0005019191,3.5091145,39.787785,0.84224373,0.47074988,0.8022828,0.035091143,-82.044136,0.0047074985,1076.5415914058685,-56.222275,5.0191907e-06,0.95125467,2.5133343,-82.76755,[ 0.816 -0.103 -0.432],-82.55332,0.84224373,0.008022828,100,25.611336,0.14711249,3200,-415.6729671700299,500.0,32,4416.6763,-85.31223,1600000
-55.246986,0.00083738624,6.447339,22.665678,0.84324133,0.6701322,1.0949416,0.06447339,-81.00289,0.0067013223,1107.5081703662872,-68.38199,8.373862e-06,0.99120986,4.4119573,-82.768906,[ 0.837  0.098 -0.468],-82.3447,0.84324133,0.010949417,100,27.250256,0.3304862,3300,-414.3648763774335,500.0,33,8253.533,-85.103676,1650000
-47.93157,0.010380777,6.8549585,27.666374,0.84201914,0.5811679,0.94222504,0.06854958,-81.16891,0.0058116782,1141.3241102695465,-62.442722,0.00010380776,1.0426666,3.614496,-82.76507,[ 8.185e-01  2.887e-04 -4.277e-01],-82.4441,0.84201914,0.00942225,100,27.559685,0.26936498,3400,-415.22168413355945,500.0,34,6104.479,-85.202934,1700000
-70.85407,0.0020594317,11.515055,10.425675,0.8420131,0.8594722,1.6093373,0.11515054,-81.61052,0.008594722,1172.3360681533813,-79.76253,2.0594318e-05,1.0869865,9.591704,-82.769714,[ 1.022 -0.05  -0.376],-82.463005,0.8420131,0.016093373,100,22.191893,0.22557843,3500,-415.2649260598421,500.0,35,17790.445,-85.221985,1750000
-77.373344,0.013467132,3.8585353,1.7297356,0.8426043,0.9380008,0.7340925,0.038585354,-81.258156,0.009380007,1205.3120789527893,-80.999954,0.00013467133,1.070018,57.8123,-82.724106,[ 1.022 -0.003 -0.332],-82.39764,0.8426043,0.0073409243,100,62.0161,0.2815733,3600,-414.8820894922316,500.0,36,3714.94,-85.1551,1800000
-76.28807,0.13817072,4.2613363,1.5126921,0.8421195,0.9245951,0.740159,0.04261336,-81.93599,0.009245951,1236.832184791565,-79.68073,0.0013817071,1.0491143,66.10731,-82.75356,[ 1.034 -0.063 -0.349],-82.50627,0.8421195,0.0074015893,100,60.944546,0.17847496,3700,-415.2921939356625,500.0,37,3773.4697,-85.26472,1850000
-22.243792,0.007924967,2.1494427,29.949497,0.84206533,0.26990628,0.32048872,0.021494426,-81.72539,0.002699063,1268.6124410629272,-37.34237,7.924967e-05,1.0380099,3.3389542,-82.76802,[ 1.011 -0.057 -0.37 ],-82.492165,0.84206533,0.0032048873,100,41.494865,0.20118015,3800,-415.4078772255778,500.0,38,704.06,-85.25111,1900000
-41.073425,6.9494985e-05,6.0451283,47.801014,0.8443698,0.49917853,1.059244,0.06045128,-81.10682,0.0049917847,1304.0242002010345,-60.138756,6.9494985e-07,0.9775225,2.0920057,-82.72696,[ 1.001  0.163 -0.381],-82.21698,0.8443698,0.01059244,100,18.172651,0.37448466,3900,-413.2171489669383,500.0,39,7651.5854,-84.97455,1950000
-41.09584,0.010439201,7.7090106,65.075874,0.84231395,0.5006299,1.1116117,0.07709011,-81.21419,0.005006299,1337.2928788661957,-63.353104,0.00010439201,1.0147235,1.5366678,-82.77193,[ 0.985  0.096 -0.441],-82.34332,0.84231395,0.011116117,100,16.862574,0.3277832,4000,-414.5090174408257,500.0,40,8359.108,-85.10239,2000000
-78.2722,0.0921114,3.7004035,1.6481847,0.8470157,0.9521986,0.6807271,0.037004035,-80.26645,0.009521985,1372.1240961551666,-81.81225,0.000921114,1.0038266,60.672813,-82.72325,[ 1.039  0.226 -0.404],-82.02992,0.8470157,0.006807271,100,66.17773,0.5759015,4100,-411.754854144454,500.0,41,3187.7542,-84.78736,2050000
-51.40265,0.00010674923,14.558395,24.155703,0.8470657,0.6247418,1.7374955,0.14558396,-80.393875,0.006247419,1405.7545557022095,-64.95827,1.0674922e-06,0.9442681,4.139809,-82.74291,[ 1.044  0.183 -0.415],-82.092186,0.8470657,0.017374955,100,11.448527,0.5291863,4200,-412.863928347975,500.0,42,20783.588,-84.85027,2100000
-46.785156,0.0004461575,11.053394,44.41678,0.8472909,0.5685858,1.400146,0.11053394,-80.66363,0.0056858575,1437.7323877811432,-65.15847,4.461575e-06,0.87917924,2.2514014,-82.70566,[ 1.051  0.194 -0.475],-82.109024,0.8472909,0.014001459,100,14.156416,0.4840152,4300,-412.83112244546413,500.0,43,13471.369,-84.865875,2150000
-46.971416,0.006468204,4.92067,39.056225,0.8473013,0.57083964,1.0071833,0.0492067,-81.057465,0.0057083964,1471.8040997982025,-64.21615,6.468203e-05,0.9354827,2.5604112,-82.78136,[ 1.03   0.178 -0.54 ],-82.21419,0.8473013,0.010071833,100,24.31274,0.39091465,4400,-413.35158806070683,500.0,44,6963.317,-84.973564,2200000
-74.411865,0.022017268,3.049063,1.8055618,0.8472648,0.9048372,0.65793,0.03049063,-80.23943,0.0090483725,1506.9062666893005,-78.116394,0.00022017267,0.94465744,55.384426,-82.708145,[ 1.015  0.199 -0.484],-82.09117,0.8472648,0.0065793004,100,65.414566,0.5110526,4500,-412.2798006135225,500.0,45,2970.0151,-84.848114,2250000
-65.38667,0.004093676,13.291682,17.698015,0.8473777,0.79554343,1.6974317,0.13291682,-80.10149,0.007955435,1540.7280867099762,-76.98819,4.0936757e-05,0.9941595,5.650351,-82.73204,[ 1.03   0.152 -0.474],-82.17957,0.8473777,0.016974317,100,18.009672,0.44534686,4600,-413.5475070567429,500.0,46,19631.584,-84.93731,2300000
-42.065094,0.005445322,5.4139857,27.190683,0.84714055,0.5114858,0.8871531,0.054139856,-80.985504,0.005114859,1570.4520471096039,-56.447636,5.445322e-05,1.0476079,3.6777303,-82.74597,[ 1.012  0.123 -0.425],-82.28709,0.84714055,0.008871531,100,24.947853,0.3757156,4700,-413.91175935953856,500.0,47,5377.002,-85.04527,2350000
-56.09492,0.01706717,13.236047,28.259245,0.8473545,0.6834254,1.6134902,0.13236046,-80.811066,0.006834255,1602.26003408432,-70.75061,0.00017067169,1.0810374,3.538665,-82.70793,[ 0.992  0.152 -0.371],-82.18383,0.8473545,0.016134901,100,15.211931,0.40063307,4800,-413.37144288018345,500.0,48,17684.91,-84.94075,2400000
-45.824608,0.0003704168,7.734455,30.64041,0.84736574,0.5596175,1.2747952,0.07734455,-79.80609,0.0055961763,1636.012591600418,-61.06706,3.7041677e-06,1.0214856,3.263664,-82.60927,[ 0.894  0.263 -0.338],-81.84845,0.84736574,0.012747953,100,16.157242,0.54330397,4900,-410.0817532271147,500.0,49,11032.274,-84.60209,2450000
-40.97248,0.00021613865,5.6951065,44.073864,0.84736466,0.4977581,0.9587197,0.056951065,-80.583786,0.00497758,1669.075516462326,-59.275925,2.1613864e-06,0.96777743,2.2689183,-82.71104,[ 0.948  0.229 -0.397],-82.07496,0.84736466,0.009587197,100,21.232477,0.5014111,5000,-411.69668024912477,500.0,50,6308.5693,-84.832,2500000
-30.734686,0.0009809898,4.9328256,35.01986,0.84734243,0.3744281,0.7309456,0.049328256,-81.03049,0.003744281,1699.3059253692627,-47.049603,9.809897e-06,0.9358236,2.8555226,-82.70826,[ 0.966  0.151 -0.451],-82.23299,0.84734243,0.0073094554,100,20.785915,0.3731737,5100,-413.88744431361556,500.0,51,3622.8945,-84.989944,2550000
-43.355755,0.009975358,8.766807,20.972824,0.8471107,0.53059494,0.9870838,0.08766806,-79.70378,0.0053059496,1733.0258400440216,-55.971264,9.9753575e-05,0.98372346,4.768075,-82.64137,[ 0.982  0.278 -0.483],-81.68637,0.8471107,0.009870837,100,22.41729,0.72106993,5200,-409.7581931252778,500.0,52,6470.4067,-84.441086,2600000
-52.68335,0.0031924935,6.15413,22.98573,0.84724605,0.64310545,1.1327131,0.0615413,-80.66115,0.006431054,1763.1124563217163,-65.89085,3.1924934e-05,1.034485,4.3505254,-82.64424,[ 1.045  0.243 -0.435],-81.92627,0.84724605,0.011327132,100,24.376928,0.5235825,5300,-411.27400420799853,500.0,53,8715.363,-84.681076,2650000
-50.709282,0.0056633595,8.393274,26.681124,0.8472752,0.6178058,1.221914,0.08393274,-80.616806,0.0061780573,1793.4895701408386,-64.942535,5.6633595e-05,1.0839992,3.747968,-82.665344,[ 1.052  0.211 -0.384],-82.092224,0.8472752,0.012219139,100,20.359112,0.46739072,5400,-412.46701035410166,500.0,54,10172.19,-84.84772,2700000
-60.916573,0.004117803,9.516816,20.3682,0.8472752,0.7471826,1.5801078,0.09516816,-79.985794,0.007471826,1825.0802536010742,-73.352394,4.117803e-05,1.1249323,4.909614,-82.66457,[ 1.057  0.264 -0.335],-81.780754,0.8472752,0.015801078,100,18.274227,0.6080478,5500,-410.49255517929794,500.0,55,16666.219,-84.53625,2750000
-53.915,0.0037933607,6.9125385,22.68309,0.84983194,0.6591618,1.1437187,0.069125384,-79.32386,0.0065916185,1858.5185823440552,-67.04518,3.7933605e-05,1.1691506,4.4085703,-82.7067,[ 1.026  0.333 -0.294],-81.4865,0.84983194,0.011437187,100,24.93387,0.70434856,5600,-407.3428688374162,500.0,56,8830.417,-84.243385,2800000
-18.605877,0.00021142517,3.3982673,37.210804,0.84773815,0.22796284,0.4250502,0.03398267,-79.38144,0.002279628,1890.0402381420135,-35.419067,2.1142516e-06,1.1230425,2.6873915,-82.686935,[ 1.006  0.28  -0.25 ],-81.71375,0.84773815,0.0042505013,100,22.338482,0.7126501,5700,-410.2073584263027,500.0,57,1215.6859,-84.46998,2850000
-33.43713,0.017002812,4.1911554,30.649117,0.8493794,0.4126899,0.726015,0.041911554,-78.42051,0.004126898,1924.0330250263214,-48.678505,0.00017002811,1.1425214,3.2627368,-82.591705,[ 0.995  0.373 -0.296],-81.238106,0.8493794,0.00726015,100,24.420757,0.8866321,5800,-405.0411261895299,500.0,58,3462.599,-83.99117,2900000
-49.588203,0.0066828984,5.653203,23.896973,0.8493563,0.6138681,1.0883056,0.05653203,-76.41545,0.006138681,1953.5284931659698,-63.014603,6.682898e-05,1.1951084,4.1846304,-82.39662,[ 1.019  0.458 -0.277],-80.65101,0.8493563,0.010883057,100,24.136795,1.1631477,5900,-398.08407178387046,500.0,59,7830.099,-83.39755,2950000
-39.8216,0.004027226,3.1617594,34.54387,0.8497573,0.492283,0.65098166,0.031617593,-75.582184,0.0049228296,1983.6261451244354,-56.021534,4.0272258e-05,1.245362,2.8948698,-82.68923,[ 1.028  0.447 -0.224],-80.67903,0.8497573,0.0065098167,100,36.38123,1.2558203,6000,-399.25990095332264,500.0,60,2805.2556,-83.43533,3000000
-70.43349,0.006880887,8.564922,7.3119655,0.85062665,0.86536986,1.3213784,0.08564922,-78.31324,0.008653698,2016.1458325386047,-77.86382,6.880887e-05,1.2753434,13.676213,-82.4352,[ 1.035  0.408 -0.173],-81.031815,0.85062665,0.013213782,100,30.015768,0.93714505,6100,-403.66830035433173,500.0,61,11665.988,-83.779655,3050000
-49.118958,0.034750428,6.867171,36.50214,0.84995335,0.60880786,1.1820271,0.0686717,-78.07132,0.0060880785,2050.1258392333984,-65.76843,0.00034750428,1.2685544,2.7395654,-82.672806,[ 1.008  0.353 -0.144],-81.4457,0.84995335,0.011820271,100,20.966154,0.84851414,6200,-407.5627069438994,500.0,62,9108.116,-84.201454,3100000
-75.662605,0.103080705,3.282402,1.6603341,0.8499815,0.9356213,0.64555126,0.03282402,-78.01838,0.009356213,2083.585837125778,-79.21151,0.001030807,1.2834493,60.22884,-82.62612,[ 0.98   0.472 -0.15 ],-80.70802,0.8499815,0.0064555123,100,67.74795,1.0448749,6300,-399.58279914438725,500.0,63,2777.3352,-83.46223,3150000
-28.070713,0.0021511365,3.3594177,35.705833,0.8496117,0.34761468,0.6226626,0.033594176,-77.21679,0.0034761464,2114.1757414340973,-44.497154,2.1511365e-05,1.2214676,2.8006628,-82.46985,[ 1.039  0.447 -0.135],-80.81039,0.8496117,0.006226626,100,23.761127,1.0212668,6400,-400.8311973720789,500.0,64,2546.5994,-83.55938,3200000
-47.438145,3.8173086e-05,7.395667,54.07949,0.84959733,0.5859663,1.252932,0.07395667,-77.61223,0.0058596637,2147.6333541870117,-67.64415,3.8173084e-07,1.1564586,1.8491298,-82.43001,[ 1.064  0.427 -0.198],-80.85045,0.84959733,0.012529318,100,17.946762,0.9488616,6500,-401.59321090117095,500.0,65,10411.213,-83.598114,3250000
-43.6733,0.005261886,6.3369956,19.958403,0.8504583,0.54111654,0.89353406,0.06336995,-77.04264,0.0054111653,2180.2724947929382,-55.946144,5.261886e-05,1.187244,5.010421,-82.41447,[ 1.053  0.456 -0.262],-80.34479,0.8504583,0.008935341,100,26.833239,1.0852367,6600,-397.279585916996,500.0,66,5236.3843,-83.09193,3300000
-48.12291,0.00015758214,7.1115265,45.27459,0.84969074,0.5885866,1.1881337,0.07111526,-78.340485,0.005885867,2211.6842737197876,-66.66424,1.5758213e-06,1.1281568,2.2087445,-82.66751,[ 1.059  0.396 -0.232],-81.195595,0.84969074,0.011881337,100,19.705082,1.0123899,6700,-403.79771943181754,500.0,67,9572.956,-83.95117,3350000
-39.89406,0.00027687085,4.7492394,41.774403,0.8496994,0.4912654,0.92947793,0.047492392,-79.2189,0.004912654,2247.212574005127,-57.695583,2.7687086e-06,1.0744606,2.3938105,-82.62726,[ 1.033  0.349 -0.291],-81.3251,0.8496994,0.009294779,100,21.835522,0.8446739,6800,-406.22679855823515,500.0,68,5719.457,-84.079346,3400000
-56.366,0.0038604867,9.168447,18.049524,0.8497022,0.69103897,1.297651,0.09168446,-79.52733,0.0069103898,2279.7471418380737,-68.07588,3.8604867e-05,1.125057,5.5403123,-82.68768,[ 1.046  0.288 -0.344],-81.64122,0.8497022,0.01297651,100,22.09344,0.7282582,6900,-409.43280232712624,500.0,69,11354.104,-84.39748,3450000
-76.17404,0.34039742,3.8404467,1.3130846,0.84961843,0.9311298,0.50086623,0.038404465,-79.4058,0.009311298,2310.5923640727997,-79.33161,0.003403974,1.1348228,76.156555,-82.666214,[ 1.067  0.276 -0.294],-81.86834,0.84961843,0.005008662,100,77.55847,0.59103614,7000,-410.15364946231244,500.0,70,1682.0265,-84.62387,3500000
-35.357002,9.658633e-05,4.073056,36.838276,0.84961146,0.43160304,0.71228945,0.040730562,-79.457596,0.00431603,2340.8258957862854,-52.07951,9.658633e-07,1.0827861,2.714568,-82.65573,[ 1.003  0.302 -0.284],-81.69249,0.84961146,0.0071228943,100,26.855705,0.7037591,7100,-409.25707971081135,500.0,71,3445.051,-84.44768,3550000
-54.805813,0.0077316244,8.840709,32.060917,0.8496215,0.6707434,1.2919161,0.088407084,-80.738174,0.006707434,2369.244089126587,-70.42776,7.731624e-05,1.1266835,3.1190624,-82.76912,[ 0.984  0.232 -0.336],-81.995895,0.8496215,0.012919161,100,21.23212,0.5014884,7200,-412.01569714188577,500.0,72,11192.567,-84.75487,3600000
-58.536034,0.0057992414,7.0756273,14.896079,0.8502421,0.71458685,1.3333795,0.07075627,-78.89967,0.0071458686,2396.9160792827606,-69.168526,5.7992413e-05,1.1730561,6.713176,-82.64569,[ 0.97   0.313 -0.292],-81.6337,0.8502421,0.013333795,100,22.31272,0.731826,7300,-408.1815503653884,500.0,73,12122.03,-84.38856,3650000
-46.88646,0.0026168348,12.4431095,18.091011,0.850194,0.57109416,1.5197858,0.124431096,-79.87464,0.005710941,2427.9683384895325,-58.615395,2.6168347e-05,1.123792,5.527607,-82.7272,[ 0.961  0.281 -0.246],-81.756805,0.850194,0.015197859,100,12.373338,0.66653365,7400,-409.500258295387,500.0,74,15787.308,-84.51438,3700000
-45.92856,0.014446112,10.86297,30.920256,0.8502239,0.5605159,1.234697,0.1086297,-80.3374,0.005605159,2457.064380645752,-61.252464,0.00014446113,1.1777984,3.2341259,-82.67405,[ 0.971  0.222 -0.295],-81.955414,0.8502239,0.012346971,100,17.087385,0.52585953,7500,-411.88919923856855,500.0,75,10392.693,-84.7112,3750000
