AvgVanillaIw,MinNormIw,VarJ,AvgEpLen,VanillaAvgRet,VarVanillaIw,ESSClassic,Delta,Bound,VarRet,AvgRet,MaxVanillaIw,J,EpsThisIter,ESSRenyi,AvgDiscRet,MaxNormIw,BatchSize,AvgNormIw,VarNormIw,eRenyi2,VarDiscRet,IterType,MinVanillaIw
1.00489,0.00752765,199.821,494.96,4590.39268848,0.00866539,99.1576186997,0.1,3194.56,61258.0530863,4590.39268848,1.21446,4600.77,100,99.3239169528,4590.39268848,0.0120854,100,0.01,8.58117e-07,1.00681,61258.0530863,1,0.756449
1.0078,0.00730504,137.933,497.28,4615.05961493,0.0040461,99.6071614903,0.1,3215.4,26583.059167,4615.05961493,1.13007,4619.74,100,99.6956223745,4615.05961493,0.0112133,100,0.01,3.98373e-07,1.00305,26583.059167,1,0.736199
1.01344,0.00772673,240.453,493.31,4578.35800478,0.00934019,99.1077157243,0.1,3182.58,83761.6340544,4578.35800478,1.26401,4590.19,100,99.2113341562,4578.35800478,0.0124724,100,0.01,9.09409e-07,1.00795,83761.6340544,1,0.783058
0.985284,0.00679561,141.269,496.98,4615.52654163,0.00781542,99.2093312879,0.1,3217.22,36536.459512,4615.52654163,1.11459,4623.4,100,99.4814484341,4615.52654163,0.0113123,100,0.01,8.05061e-07,1.00521,36536.459512,1,0.66956
1.00507,0.00815472,105.628,498.31,4625.94452791,0.00205771,99.7987356262,0.1,3224.77,15375.3954256,4625.94452791,1.09054,4628.92,100,99.7970298378,4625.94452791,0.0108503,100,0.01,2.037e-07,1.00203,15375.3954256,1,0.819608
1.0028,0.00701859,137.326,497.48,4619.90280585,0.00496374,99.5137072129,0.1,3219.7,32137.1487148,4619.90280585,1.1249,4626.11,100,99.6002150962,4619.90280585,0.0112176,100,0.01,4.93605e-07,1.00401,32137.1487148,1,0.703825
1.00165,0.00742184,122.811,498.12,4624.210834,0.00313797,99.691315859,0.1,3224.17,24950.145081,4624.210834,1.10378,4628.41,100,99.7286431456,4624.210834,0.0110196,100,0.01,3.12766e-07,1.00272,24950.145081,1,0.743405
1.00743,0.00670095,198.748,494.62,4596.14201738,0.0141319,98.640229597,0.1,3200.95,80268.9933564,4596.14201738,1.19379,4611.86,100,99.0012783788,4596.14201738,0.0118499,100,0.01,1.39243e-06,1.01009,80268.9933564,1,0.675071
1.00482,0.00571259,248.657,493.41,4582.66194104,0.0115184,98.8832243242,0.1,3189.17,106815.593256,4582.66194104,1.1956,4597.38,100,99.0706949504,4582.66194104,0.0118987,100,0.01,1.14082e-06,1.00938,106815.593256,1,0.574012
0.995716,0.00424312,290.327,489.27,4540.31747,0.0305745,97.037475266,0.1,3161.09,215774.749832,4540.31747,1.32295,4578.96,100,97.7758082092,4540.31747,0.0132864,100,0.01,3.08381e-06,1.02275,215774.749832,1,0.422494
1.00567,0.00729651,99.6332,498.16,4625.6357169,0.00220448,99.7846892538,0.1,3225.28,14004.7253242,4625.6357169,1.09483,4628.69,100,99.800876704,4625.6357169,0.0108866,100,0.01,2.17971e-07,1.002,14004.7253242,1,0.733785
0.999904,0.00849966,128.598,498.47,4631.83402746,0.00200699,99.8016717862,0.1,3231.24,22644.43926,4631.83402746,1.10689,4634.26,100,99.8352504525,4631.83402746,0.01107,100,0.01,2.00737e-07,1.00165,22644.43926,1,0.849884
1.00493,0.0067528,206.671,495.0,4597.7434694,0.0103866,98.9920601432,0.1,3201.91,77946.1929619,4597.7434694,1.16824,4609.85,100,99.229642009,4597.7434694,0.0116251,100,0.01,1.02849e-06,1.00776,77946.1929619,1,0.678611
0.993357,0.00822864,168.922,495.88,4602.89430179,0.00445924,99.5545932854,0.1,3203.87,39010.9031924,4602.89430179,1.13304,4608.9,100,99.5915120655,4602.89430179,0.0114062,100,0.01,4.51908e-07,1.0041,39010.9031924,1,0.817398
0.9976,0.00573058,164.39,495.83,4602.45282155,0.0100946,99.0057957517,0.1,3206.84,56390.4653358,4602.45282155,1.15818,4614.59,100,99.258067772,4602.45282155,0.0116097,100,0.01,1.01433e-06,1.00747,56390.4653358,1,0.571683
1.00079,0.00685692,166.501,496.2,4609.09315291,0.00666026,99.3459871071,0.1,3210.05,43539.4776068,4609.09315291,1.1401,4617.95,100,99.4217882915,4609.09315291,0.0113921,100,0.01,6.64976e-07,1.00582,43539.4776068,1,0.686233
0.999708,0.00953597,26.7197,500.0,4647.72728675,0.000211509,99.9790201645,0.1,3245.72,743.128633181,4647.72728675,1.02476,4647.97,100,99.9851844806,4647.72728675,0.0102506,100,0.01,2.11632e-08,1.00015,743.128633181,1,0.953319
0.993462,0.00785076,136.604,497.56,4625.47448097,0.00472162,99.5285868839,0.1,3225.58,27474.0273922,4625.47448097,1.15336,4629.94,100,99.6978380876,4625.47448097,0.0116095,100,0.01,4.78397e-07,1.00303,27474.0273922,1,0.779944
0.999644,0.00974091,21.3494,500.0,4646.13215574,8.04894e-05,99.9919982071,0.1,3243.74,465.096527489,4646.13215574,1.01267,4646.22,100,99.9932412901,4646.13215574,0.0101303,100,0.01,8.05468e-09,1.00007,465.096527489,1,0.973743
1.00064,0.00785428,181.335,496.73,4609.9146542,0.00546386,99.4627018031,0.1,3212.04,51055.2843249,4609.9146542,1.15382,4616.93,100,99.5368927257,4609.9146542,0.0115309,100,0.01,5.45688e-07,1.00465,51055.2843249,1,0.78593
0.996372,0.00913349,55.5758,499.42,4643.64159073,0.000495154,99.9506448101,0.1,3241.64,3616.31834596,4643.64159073,1.02822,4644.19,100,99.9615459551,4643.64159073,0.0103196,100,0.01,4.98767e-08,1.00038,3616.31834596,1,0.910036
0.99737,0.00688031,78.7873,498.82,4635.81931286,0.00309242,99.6931860503,0.1,3234.72,12311.9522633,4635.81931286,1.09736,4639.59,100,99.7588622035,4635.81931286,0.0110025,100,0.01,3.10875e-07,1.00242,12311.9522633,1,0.686221
1.00016,0.00944745,37.9216,499.75,4643.55543759,0.000271263,99.9731694101,0.1,3241.53,1540.16870482,4643.55543759,1.03667,4643.89,100,99.976878745,4643.55543759,0.0103651,100,0.01,2.71178e-08,1.00023,1540.16870482,1,0.944894
0.997741,0.00596839,197.172,494.11,4587.30953092,0.0140713,98.6199163447,0.1,3195.26,83149.8875753,4587.30953092,1.2369,4604.46,100,98.9542025533,4587.30953092,0.012397,100,0.01,1.41351e-06,1.01057,83149.8875753,1,0.595491
1.00265,0.00714285,132.693,498.17,4628.3780257,0.00333328,99.6728312055,0.1,3227.63,34134.2253258,4628.3780257,1.16387,4633.88,100,99.6649679623,4628.3780257,0.011608,100,0.01,3.3157e-07,1.00336,34134.2253258,1,0.716176
1.00027,0.00876419,49.6794,499.63,4641.06283361,0.000748506,99.9260181041,0.1,3238.44,2924.77813376,4641.06283361,1.04943,4641.82,100,99.9465393874,4641.06283361,0.0104914,100,0.01,7.48095e-08,1.00053,2924.77813376,1,0.876659
0.99999,0.00959306,25.6022,500.0,4647.10120977,0.000198751,99.9803264892,0.1,3243.93,667.326437762,4647.10120977,1.04965,4647.3,100,99.9858637769,4647.10120977,0.0104966,100,0.01,1.98756e-08,1.00014,667.326437762,1,0.959296
0.999186,0.00860596,92.3282,498.6,4629.56486814,0.00118915,99.8822140936,0.1,3227.2,10041.0702318,4629.56486814,1.05071,4631.01,100,99.8988222606,4629.56486814,0.0105157,100,0.01,1.19109e-07,1.00101,10041.0702318,1,0.859895
0.999335,0.00858088,52.6521,499.43,4645.40291276,0.000915297,99.9093527307,0.1,3241.98,3688.15788221,4645.40291276,1.051,4646.38,100,99.9320968447,4645.40291276,0.010517,100,0.01,9.16516e-08,1.00068,3688.15788221,1,0.857518
0.996677,0.00290528,176.799,494.55,4595.98469084,0.0152165,98.5061449153,0.1,3210.89,126897.631337,4595.98469084,1.16169,4621.55,100,98.8234639944,4595.98469084,0.0116556,100,0.01,1.53181e-06,1.01191,126897.631337,1,0.289562
1.00088,0.0096989,30.3431,499.74,4649.55440141,0.000124108,99.9877552447,0.1,3245.79,971.171927093,4649.55440141,1.02326,4649.69,100,99.989772889,4649.55440141,0.0102236,100,0.01,1.23891e-08,1.0001,971.171927093,1,0.970741
1.00304,0.00570608,135.622,497.08,4619.97859036,0.00681663,99.3336948642,0.1,3223.33,40435.6125058,4619.97859036,1.13433,4629.19,100,99.4634957011,4619.97859036,0.011309,100,0.01,6.7754e-07,1.00539,40435.6125058,1,0.572342
0.996159,0.00509695,94.3349,498.12,4627.95681992,0.00767234,99.240346758,0.1,3230.07,31595.8286959,4627.95681992,1.10419,4636.93,100,99.5060407461,4627.95681992,0.0110844,100,0.01,7.73162e-07,1.00496,31595.8286959,1,0.507737
1.00306,0.00710785,123.007,498.22,4623.28825801,0.00400617,99.6073750494,0.1,3223.13,28968.0890373,4623.28825801,1.08709,4628.25,100,99.6906818073,4623.28825801,0.0108377,100,0.01,3.98178e-07,1.0031,28968.0890373,1,0.712959
0.994912,0.00536671,107.288,497.93,4628.00395729,0.00633078,99.3707669856,0.1,3231.07,38201.6619828,4628.00395729,1.09785,4637.06,100,99.5006586637,4628.00395729,0.0110346,100,0.01,6.39569e-07,1.00502,38201.6619828,1,0.533941
0.999131,0.00529804,88.8389,498.04,4629.15820831,0.0051107,99.4957605275,0.1,3231.1,24533.1033871,4629.15820831,1.10396,4636.94,100,99.5565733611,4629.15820831,0.0110492,100,0.01,5.11959e-07,1.00445,24533.1033871,1,0.529343
1.00026,0.00972394,20.4502,500.0,4650.39131329,6.313e-05,99.9937648648,0.1,3247.89,428.982331071,4650.39131329,1.01913,4650.47,100,99.994695468,4650.39131329,0.0101887,100,0.01,6.30976e-09,1.00005,428.982331071,1,0.972644
1.0064,0.00477855,146.601,495.92,4611.4957101,0.012427,98.7999167757,0.1,3220.06,74503.5342315,4611.4957101,1.15937,4629.61,100,98.9891518679,4611.4957101,0.01152,100,0.01,1.22694e-06,1.01021,74503.5342315,1,0.480914
0.99178,0.00743351,122.716,498.25,4626.47647927,0.00362246,99.6367083597,0.1,3226.6,26617.1810049,4626.47647927,1.08652,4631.21,100,99.7032770738,4626.47647927,0.0109552,100,0.01,3.68276e-07,1.00298,26617.1810049,1,0.73724
0.998817,0.00817792,60.5904,499.21,4637.50040354,0.0010654,99.8943526638,0.1,3235.99,4335.53725881,4637.50040354,1.05083,4638.53,100,99.9317516083,4637.50040354,0.0105207,100,0.01,1.06792e-07,1.00068,4335.53725881,1,0.816825
1.00014,0.00965602,25.264,500.0,4646.39532589,0.000141765,99.9859806378,0.1,3243.13,662.494416907,4646.39532589,1.02608,4646.56,100,99.9884261177,4646.39532589,0.0102594,100,0.01,1.41725e-08,1.00012,662.494416907,1,0.965739
1.00503,0.00856156,108.723,498.27,4629.90124882,0.00202622,99.8018303893,0.1,3228.94,15761.3225173,4629.90124882,1.11267,4632.44,100,99.8242848646,4629.90124882,0.011071,100,0.01,2.00599e-07,1.00176,15761.3225173,1,0.860463
0.99672,0.00678004,155.114,496.34,4610.04863924,0.00703338,99.3039758351,0.1,3212.84,42719.1428832,4610.04863924,1.1293,4618.86,100,99.4466104773,4610.04863924,0.0113302,100,0.01,7.07974e-07,1.00556,42719.1428832,1,0.67578
0.997889,0.00836283,28.261,500.0,4646.18951293,0.000928337,99.9077364661,0.1,3244.0,924.963265959,4646.18951293,1.04385,4646.8,100,99.9550425559,4646.18951293,0.0104605,100,0.01,9.32268e-08,1.00045,924.963265959,1,0.834518
1.00063,0.00943025,23.1174,500.0,4647.90695966,0.000155354,99.9846305723,0.1,3245.96,554.242716238,4647.90695966,1.02691,4648.04,100,99.991155453,4647.90695966,0.0102626,100,0.01,1.55159e-08,1.00009,554.242716238,1,0.943618
0.99458,0.00668507,45.3515,499.52,4643.56045854,0.00263488,99.7369914777,0.1,3242.69,3956.92026315,4643.56045854,1.05797,4645.79,100,99.862550139,4643.56045854,0.0106374,100,0.01,2.66368e-07,1.00138,3956.92026315,1,0.664884
0.998792,0.00942262,31.1809,499.76,4649.3887205,0.000192229,99.9809405503,0.1,3245.98,1059.73519781,4649.3887205,1.02441,4649.61,100,99.9832538996,4649.3887205,0.0102565,100,0.01,1.92694e-08,1.00017,1059.73519781,1,0.941124
0.998762,0.00912637,24.1458,500.0,4650.22936114,0.00037387,99.9629504238,0.1,3246.63,644.430851474,4650.22936114,1.03015,4650.48,100,99.9810850642,4650.22936114,0.0103143,100,0.01,3.74797e-08,1.00019,644.430851474,1,0.911507
0.998262,0.00969117,22.4027,500.0,4649.45769858,0.000121648,99.9879485817,0.1,3247.44,518.027730232,4649.45769858,1.01927,4649.59,100,99.9900589336,4649.45769858,0.0102104,100,0.01,1.22072e-08,1.0001,518.027730232,1,0.967432
1.00186,0.0080136,77.0158,499.04,4640.67679412,0.00153031,99.8493206722,0.1,3237.81,8930.80937647,4640.67679412,1.0827,4642.59,100,99.8797196236,4640.67679412,0.0108069,100,0.01,1.52463e-07,1.0012,8930.80937647,1,0.802852
0.990637,0.00523321,177.747,495.85,4612.30686298,0.00975123,99.0258579488,0.1,3217.47,80840.442472,4612.30686298,1.14726,4624.56,100,99.3258456767,4612.30686298,0.011581,100,0.01,9.93642e-07,1.00679,80840.442472,1,0.518421
1.00022,0.00927928,54.6144,499.49,4642.17205208,0.00039212,99.9612053326,0.1,3240.34,3382.57516635,4642.17205208,1.03039,4642.71,100,99.9627490576,4642.17205208,0.0103016,100,0.01,3.91947e-08,1.00037,3382.57516635,1,0.928133
1.00129,0.00939328,25.0285,500.0,4647.98699471,0.000160943,99.9841036237,0.1,3244.67,665.59832089,4647.98699471,1.02951,4648.2,100,99.9857446014,4647.98699471,0.0102819,100,0.01,1.6053e-08,1.00014,665.59832089,1,0.940537
0.997806,0.00899661,25.6787,500.0,4649.25253258,0.000299943,99.9701942473,0.1,3247.24,716.452981092,4649.25253258,1.0219,4649.5,100,99.9838139988,4649.25253258,0.0102414,100,0.01,3.01263e-08,1.00016,716.452981092,1,0.897687
1.00066,0.00947362,27.8467,500.0,4651.36397208,0.000183322,99.9818526758,0.1,3249.17,826.400007302,4651.36397208,1.04275,4651.57,100,99.9864834938,4651.36397208,0.0104206,100,0.01,1.8308e-08,1.00014,826.400007302,1,0.947987
0.99248,0.00446576,116.562,496.75,4621.72310635,0.0114454,98.8627241281,0.1,3228.41,52137.6794293,4621.72310635,1.10813,4636.16,100,99.237190097,4621.72310635,0.0111652,100,0.01,1.16195e-06,1.00769,52137.6794293,1,0.443217
0.98734,0.00316953,86.0484,497.04,4622.95289211,0.0135781,98.6398553896,0.1,3233.7,65693.4192445,4622.95289211,1.1455,4641.15,100,99.1934201264,4622.95289211,0.0116019,100,0.01,1.39286e-06,1.00813,65693.4192445,1,0.31294
1.0084,0.00848706,88.2369,498.93,4641.78105518,0.00103032,99.8998128774,0.1,3240.54,10654.83637,4641.78105518,1.06712,4643.33,100,99.8968474278,4641.78105518,0.0105823,100,0.01,1.01323e-07,1.00103,10654.83637,1,0.855835
0.991826,0.00749665,116.995,498.39,4633.02583848,0.00369458,99.6295685487,0.1,3233.11,24020.9906046,4633.02583848,1.09652,4636.98,100,99.7435369077,4633.02583848,0.0110555,100,0.01,3.75573e-07,1.00257,24020.9906046,1,0.743537
0.994387,0.00688912,132.378,498.0,4629.39513144,0.00444683,99.5567601818,0.1,3230.03,36384.8930409,4629.39513144,1.08343,4635.39,100,99.6274455382,4629.39513144,0.0108955,100,0.01,4.49717e-07,1.00374,36384.8930409,1,0.685045
1.00143,0.00931717,44.331,499.6,4649.40431517,0.000323541,99.9680596163,0.1,3247.45,2232.88036877,4649.40431517,1.03681,4649.78,100,99.972970641,4649.40431517,0.0103533,100,0.01,3.22614e-08,1.00027,2232.88036877,1,0.933054
0.998166,0.00688534,120.694,498.12,4633.42156807,0.00452989,99.5519333727,0.1,3233.11,30040.2151984,4633.42156807,1.13149,4639.01,100,99.6539450384,4633.42156807,0.0113357,100,0.01,4.54656e-07,1.00347,30040.2151984,1,0.687271
0.999634,0.00920959,31.5802,500.0,4644.76079839,0.000347956,99.9654999793,0.1,3243.01,1062.71450239,4644.76079839,1.02668,4645.16,100,99.9737927472,4644.76079839,0.0102706,100,0.01,3.48211e-08,1.00026,1062.71450239,1,0.920621
1.00143,0.00966745,22.9679,500.0,4650.94620964,0.000121949,99.987982878,0.1,3248.57,545.146534294,4650.94620964,1.02157,4651.07,100,99.9900708522,4650.94620964,0.0102011,100,0.01,1.21601e-08,1.0001,545.146534294,1,0.968126
1.00233,0.00934599,60.8946,499.4,4649.0068157,0.000260433,99.9743345913,0.1,3246.88,4247.06957276,4649.0068157,1.04942,4649.43,100,99.9715409232,4649.0068157,0.0104698,100,0.01,2.59225e-08,1.00028,4247.06957276,1,0.936775
0.999545,0.00963773,19.8812,500.0,4653.96691531,0.000114083,99.9886661542,0.1,3251.97,411.754011865,4653.96691531,1.02193,4654.09,100,99.9923235111,4653.96691531,0.010224,100,0.01,1.14187e-08,1.00008,411.754011865,1,0.963334
1.00424,0.00768852,69.3603,499.1,4642.79247218,0.0012887,99.8736155215,0.1,3242.08,7935.43512464,4642.79247218,1.04983,4644.84,100,99.8688988311,4642.79247218,0.010454,100,0.01,1.27784e-07,1.00131,7935.43512464,1,0.772113
0.99601,0.00636284,90.7989,498.65,4636.51377841,0.00462344,99.5407494171,0.1,3236.58,19687.5452029,4636.51377841,1.1126,4641.82,100,99.6918073131,4636.51377841,0.0111706,100,0.01,4.66056e-07,1.00309,19687.5452029,1,0.633745
0.999396,0.00964194,20.9597,500.0,4649.17466088,7.70136e-05,99.9923778835,0.1,3247.07,448.589809309,4649.17466088,1.01441,4649.27,100,99.9940875688,4649.17466088,0.0101502,100,0.01,7.71067e-09,1.00006,448.589809309,1,0.963612
