eRenyi2,VanillaAvgRet,AvgRet,J,MinVanillaIw,AvgNormIw,MinNormIw,AvgDiscRet,Bound,ESSRenyi,AvgVanillaIw,VarNormIw,EpsThisIter,VarJ,MaxNormIw,MaxVanillaIw,IterType,VarRet,ESSClassic,AvgEpLen,Delta,VarDiscRet,BatchSize,VarVanillaIw
nan,-105.69894686,-105.69894686,-139.641,0.00320318,0.005,1.68402e-39,-102.758505237,-inf,nan,9.5105e+33,0.00499997,100,0.00235879,0.999997,1.90209e+36,,91.917426455,,32.66,0.8,1095.24524793,300,inf
1.14591,-109.623939129,-109.623939129,-104.877,0.0515083,0.00333333,0.000170618,-109.623939129,-114.893,261.801149578,1.00631,1.75953e-06,100,14.7136,0.00619251,1.86947,1,898.295077378,259.105376375,39.66,0.8,898.295077378,300,0.160362
1.0,-103.957854243,-103.957854243,-103.958,1.0,0.01,0.01,-103.957854243,-109.869,300.0,1.0,3.50449e-18,100,9.96554,0.01,1.0,2,100.315069533,100.0,36.11,0.8,100.315069533,300,
1.0,-107.199466615,-107.199466615,-105.579,1.0,0.005,0.005,-107.199466615,-116.688,300.0,1.0,2.1793e-19,100,16.7053,0.005,1.0,2,458.148708624,200.000000102,31.98,0.8,458.148708624,300,
1.06341,-105.169687622,-105.169687622,-104.861,0.277565,0.00333333,0.000901949,-105.169687622,-114.215,282.111973655,1.0258,5.78374e-07,100,8.82454,0.00471584,1.45125,1,25.9098951931,285.203578508,30.49,0.8,25.9098951931,300,0.0547738
1.0,-104.090084644,-104.090084644,-104.09,1.0,0.01,0.01,-104.090084644,-110.04,300.0,1.0,3.50449e-18,100,7.00996,0.01,1.0,2,49.6358742573,100.0,32.15,0.8,49.6358742573,300,
1.0,-104.108411376,-104.108411376,-104.099,1.0,0.005,0.005,-104.108411376,-109.062,300.0,1.0,2.1793e-19,100,9.94342,0.005,1.0,2,150.104469313,200.000000102,37.7,0.8,150.104469313,300,
4.26411,-104.053986927,-104.053986927,-93.4998,0.000511523,0.00333333,1.45995e-06,-104.053986927,-101.867,70.3545776979,1.1679,0.000124887,100,120.365,0.175072,61.3401,1,78.4405361195,24.5853493435,37.55,0.8,78.4405361195,300,15.3311
1.0,-103.608688179,-103.608688179,-103.609,1.0,0.01,0.01,-103.608688179,-111.309,300.0,1.0,3.50449e-18,100,11.8225,0.01,1.0,2,141.183641872,100.0,50.39,0.8,141.183641872,300,
1.0,-102.797398476,-102.797398476,-103.203,1.0,0.005,0.005,-102.797398476,-108.648,300.0,1.0,2.1793e-19,100,10.3361,0.005,1.0,2,74.3139135143,200.000000102,48.39,0.8,74.3139135143,300,
nan,-104.053986927,-104.053986927,-107.892,0.0163025,0.00333333,2.8868e-06,-103.539400911,-inf,nan,18.8242,0.000523999,100,48.9327,0.346176,1954.95,,78.4405361195,6.24964281384,37.55,0.8,43.2953912906,400,16711.2
5.07515,-104.640386647,-104.640386647,-94.4612,0.000235527,0.0025,5.40208e-07,-104.640386647,-102.366,78.8153524336,1.08998,8.01358e-05,100,130.331,0.160495,69.9746,1,41.8123387507,29.007207904,34.86,0.8,41.8123387507,400,15.233
1.0,-103.646274489,-103.646274489,-103.646,1.0,0.01,0.01,-103.646274489,-109.863,400.0,1.0,3.50449e-18,100,8.34447,0.01,1.0,2,70.3335575798,100.0,45.09,0.8,70.3335575798,400,
1.0,-103.329282047,-103.329282047,-103.488,1.0,0.005,0.005,-103.329282047,-107.883,400.0,1.0,2.1793e-19,100,10.2229,0.005,1.0,2,140.744000177,200.000000102,51.31,0.8,140.744000177,400,
1.0,-102.756768021,-102.756768021,-103.244,1.0,0.00333333,0.00333333,-102.756768021,-107.055,400.0,1.0,5.43914e-20,100,10.0992,0.00333333,1.0,2,97.5843414708,299.999969474,55.84,0.8,97.5843414708,400,
nan,-104.640386647,-104.640386647,-104.534,0.0142909,0.0025,1.32708e-06,-101.376876819,-inf,nan,26.9217,0.000425596,100,23.2681,0.394274,4245.8,,41.8123387507,5.80339533891,34.86,0.8,388.590920419,500,49353.9
10.2866,-103.134591809,-103.134591809,-89.0683,4.87205e-07,0.002,8.14095e-10,-103.134591809,-99.1345,48.6069970831,1.19692,0.000130459,100,193.216,0.245216,146.753,1,55.7249818606,14.9032935979,40.3,0.8,55.7249818606,500,46.725
1.0,-101.837071389,-101.837071389,-101.837,1.0,0.01,0.01,-101.837071389,-108.2,500.0,1.0,3.50449e-18,100,12.1457,0.01,1.0,2,149.00745911,100.0,62.93,0.8,149.00745911,500,
1.0,-99.517440905,-99.517440905,-100.677,1.0,0.005,0.005,-99.517440905,-106.476,500.0,1.0,2.1793e-19,100,21.5808,0.005,1.0,2,789.146540747,200.000000102,71.52,0.8,789.146540747,500,
1.0,-96.4537870228,-96.4537870228,-99.2694,1.0,0.00333333,0.00333333,-96.4537870228,-104.004,500.0,1.0,5.43914e-20,100,25.4865,0.00333333,1.0,2,1015.48979624,299.999969474,76.51,0.8,1015.48979624,500,
1.0,-100.624364171,-100.624364171,-99.6082,1.0,0.0025,0.0025,-100.624364171,-103.708,500.0,1.0,5.4346e-20,100,24.4238,0.0025,1.0,2,440.431693605,400.0,62.84,0.8,440.431693605,500,
102.625,-97.4396086431,-97.4396086431,47.3074,,0.002,,-97.4396086431,10.1549,4.87212565885,1.77439,0.000458691,100,211.328,0.313687,278.302,1,1215.75121843,4.33112625118,79.7,0.8,1215.75121843,500,361.043
1.0,-63.0250685513,-63.0250685513,-63.0251,1.0,0.01,0.01,-63.0250685513,-69.556,500.0,1.0,3.50449e-18,100,73.4224,0.01,1.0,2,5445.30153867,100.0,187.99,0.8,5445.30153867,500,
1.0,-57.899490705,-57.899490705,-60.4623,1.0,0.005,0.005,-57.899490705,-65.4996,500.0,1.0,2.1793e-19,100,76.0782,0.005,1.0,2,6234.13136294,200.000000102,197.58,0.8,6234.13136294,500,
1.0,-68.167291149,-68.167291149,-63.0306,1.0,0.00333333,0.00333333,-68.167291149,-67.3646,500.0,1.0,5.43914e-20,100,74.1836,0.00333333,1.0,2,4943.69682223,299.999969474,166.47,0.8,4943.69682223,500,
1.0,-61.8964841007,-61.8964841007,-62.7471,1.0,0.0025,0.0025,-61.8964841007,-66.5004,500.0,1.0,5.4346e-20,100,73.4646,0.0025,1.0,2,5128.91403239,400.0,199.01,0.8,5128.91403239,500,
119.399,-60.0288476761,-60.0288476761,60.9905,,0.002,,-60.0288476761,24.3079,4.18764825237,0.942708,0.00155413,100,128.867,0.879381,414.5,1,5906.98712523,1.28615901402,189.39,0.8,5906.98712523,500,345.288
1.0,-27.0185990167,-27.0185990167,-27.0186,1.0,0.01,0.01,-27.0185990167,-33.7121,500.0,1.0,3.50449e-18,100,89.7708,0.01,1.0,2,8140.19354984,100.0,291.0,0.8,8140.19354984,500,
1.0,-31.578266178,-31.578266178,-29.2984,1.0,0.005,0.005,-31.578266178,-34.0314,500.0,1.0,2.1793e-19,100,87.8038,0.005,1.0,2,7424.07009485,200.000000102,283.2,0.8,7424.07009485,500,
1.0,-49.6156054068,-49.6156054068,-36.0708,1.0,0.00333333,0.00333333,-49.6156054068,-39.9735,500.0,1.0,5.43914e-20,100,87.7736,0.00333333,1.0,2,7493.33419383,299.999969474,244.73,0.8,7493.33419383,500,
1.0,-39.4424285152,-39.4424285152,-36.9137,1.0,0.0025,0.0025,-39.4424285152,-40.2935,500.0,1.0,5.4346e-20,100,87.4181,0.0025,1.0,2,7521.79935079,400.0,255.48,0.8,7521.79935079,500,
17.3655,-33.021715277,-33.021715277,4.75147,4.24816e-14,0.002,8.99251e-17,-33.021715277,-7.84589,28.7926998977,0.944822,5.87293e-05,100,234.368,0.135616,64.0667,1,7414.72455312,31.9428262692,281.37,0.8,7414.72455312,500,13.1067
1.0,-31.7128472265,-31.7128472265,-31.7128,1.0,0.01,0.01,-31.7128472265,-38.8391,500.0,1.0,3.50449e-18,100,85.8034,0.01,1.0,2,7436.58166062,100.0,280.42,0.8,7436.58166062,500,
1.0,-25.1721807355,-25.1721807355,-28.4425,1.0,0.005,0.005,-25.1721807355,-33.4815,500.0,1.0,2.1793e-19,100,86.6696,0.005,1.0,2,7716.79104217,200.000000102,292.98,0.8,7716.79104217,500,
1.0,-42.3431725857,-42.3431725857,-33.0761,1.0,0.00333333,0.00333333,-42.3431725857,-37.1904,500.0,1.0,5.43914e-20,100,86.7753,0.00333333,1.0,2,7512.94863696,299.999969474,255.48,0.8,7512.94863696,500,
1.0,-39.7253536477,-39.7253536477,-34.7384,1.0,0.0025,0.0025,-39.7253536477,-38.3015,500.0,1.0,5.4346e-20,100,86.5211,0.0025,1.0,2,7394.51316212,400.0,259.12,0.8,7394.51316212,500,
6.65383,-36.7412791714,-36.7412791714,-8.75966,0.0625293,0.002,0.000110065,-36.7412791714,-16.9804,75.1446743666,1.13623,7.78313e-05,100,325.651,0.195409,111.014,1,7389.65513848,24.487118475,270.6,0.8,7389.65513848,500,25.1203
1.0,-25.5431363571,-25.5431363571,-25.5431,1.0,0.01,0.01,-25.5431363571,-32.1017,500.0,1.0,3.50449e-18,100,87.5502,0.01,1.0,2,7742.46497532,100.0,293.03,0.8,7742.46497532,500,
1.0,-24.5875687712,-24.5875687712,-25.0654,1.0,0.005,0.005,-24.5875687712,-29.7029,500.0,1.0,2.1793e-19,100,88.2265,0.005,1.0,2,7982.17079367,200.000000102,292.88,0.8,7982.17079367,500,
1.0,-26.415806929,-26.415806929,-25.5155,1.0,0.00333333,0.00333333,-26.415806929,-29.3021,500.0,1.0,5.43914e-20,100,88.0871,0.00333333,1.0,2,7786.80888221,299.999969474,289.0,0.8,7786.80888221,500,
1.0,-41.0502016138,-41.0502016138,-29.3992,1.0,0.0025,0.0025,-41.0502016138,-32.6784,500.0,1.0,5.4346e-20,100,87.4785,0.0025,1.0,2,7223.20412883,400.0,252.88,0.8,7223.20412883,500,
104.166,-27.1636994443,-27.1636994443,54.9499,,0.002,,-27.1636994443,25.0145,4.8000085547,2.56618,0.000720463,100,173.323,0.530346,680.481,1,7700.37156991,2.76616941496,286.82,0.8,7700.37156991,500,1186.11
1.0,-35.2317371934,-35.2317371934,-35.2317,1.0,0.01,0.01,-35.2317371934,-42.4743,500.0,1.0,3.50449e-18,100,86.8936,0.01,1.0,2,7626.75698217,100.0,266.71,0.8,7626.75698217,500,
1.0,-35.2003021718,-35.2003021718,-35.216,1.0,0.005,0.005,-35.2003021718,-40.3373,500.0,1.0,2.1793e-19,100,86.1357,0.005,1.0,2,7361.83998174,200.000000102,273.1,0.8,7361.83998174,500,
1.0,-20.3267827692,-20.3267827692,-30.2529,1.0,0.00333333,0.00333333,-20.3267827692,-34.4344,500.0,1.0,5.43914e-20,100,87.2496,0.00333333,1.0,2,7930.27620096,299.999969474,310.35,0.8,7930.27620096,500,
1.0,-26.6095256335,-26.6095256335,-29.3421,1.0,0.0025,0.0025,-26.6095256335,-32.9634,500.0,1.0,5.4346e-20,100,87.1329,0.0025,1.0,2,7597.06996624,400.0,301.5,0.8,7597.06996624,500,
29.9822,-33.1544779176,-33.1544779176,11.158,0.000875936,0.002,1.75526e-06,-33.1544779176,-6.57736,16.6765547148,0.998068,0.0001082,100,283.954,0.176911,88.2848,1,7671.22943212,17.8597670583,270.5,0.8,7671.22943212,500,26.9456
1.0,-41.4161926852,-41.4161926852,-41.4162,1.0,0.01,0.01,-41.4161926852,-47.8099,500.0,1.0,3.50449e-18,100,85.2161,0.01,1.0,2,7335.13344635,100.0,251.62,0.8,7335.13344635,500,
1.0,-35.3013639242,-35.3013639242,-38.3588,1.0,0.005,0.005,-35.3013639242,-42.9105,500.0,1.0,2.1793e-19,100,86.0103,0.005,1.0,2,7590.98881981,200.000000102,269.45,0.8,7590.98881981,500,
1.0,-29.0284545452,-29.0284545452,-35.2487,1.0,0.00333333,0.00333333,-29.0284545452,-38.9651,500.0,1.0,5.43914e-20,100,86.478,0.00333333,1.0,2,7658.34465164,299.999969474,288.24,0.8,7658.34465164,500,
1.0,-23.1584530118,-23.1584530118,-32.2261,1.0,0.0025,0.0025,-23.1584530118,-35.4646,500.0,1.0,5.4346e-20,100,86.5638,0.0025,1.0,2,7503.17968764,400.0,302.81,0.8,7503.17968764,500,
8.47322,-29.1719032296,-29.1719032296,2.44791,0.134993,0.002,0.000173479,-29.1719032296,-6.23019,59.0094514078,1.55631,0.000218126,100,452.091,0.330262,256.995,1,7579.61148759,9.0216188921,284.84,0.8,7579.61148759,500,132.081
1.0,-21.9344689249,-21.9344689249,-21.9345,1.0,0.01,0.01,-21.9344689249,-28.2917,500.0,1.0,3.50449e-18,100,86.873,0.01,1.0,2,7623.15072985,100.0,300.53,0.8,7623.15072985,500,
1.0,-26.78617232,-26.78617232,-24.3603,1.0,0.005,0.005,-26.78617232,-28.9164,500.0,1.0,2.1793e-19,100,87.7328,0.005,1.0,2,7914.55375405,200.000000102,287.99,0.8,7914.55375405,500,
1.0,-42.4468252179,-42.4468252179,-30.3892,1.0,0.00333333,0.00333333,-42.4468252179,-34.2482,500.0,1.0,5.43914e-20,100,87.4461,0.00333333,1.0,2,7402.27946881,299.999969474,256.04,0.8,7402.27946881,500,
1.0,-26.3279241872,-26.3279241872,-29.3738,1.0,0.0025,0.0025,-26.3279241872,-32.7159,500.0,1.0,5.4346e-20,100,87.5905,0.0025,1.0,2,7813.71762815,400.0,288.14,0.8,7813.71762815,500,
43.7638,-25.498463762,-25.498463762,54.2756,,0.002,,-25.498463762,34.4624,11.4249602852,1.37565,0.000204294,100,91.13,0.18841,129.593,1,7939.70170286,9.62069461784,286.34,0.8,7939.70170286,500,96.6526
1.0,-27.8880017054,-27.8880017054,-27.888,1.0,0.01,0.01,-27.8880017054,-34.1482,500.0,1.0,3.50449e-18,100,85.4375,0.01,1.0,2,7373.29803579,100.0,286.6,0.8,7373.29803579,500,
1.0,-4.78156496975,-4.78156496975,-16.3348,1.0,0.005,0.005,-4.78156496975,-20.792,500.0,1.0,2.1793e-19,100,84.7533,0.005,1.0,2,6868.42211854,200.000000102,340.47,0.8,6868.42211854,500,
1.0,-33.8091451807,-33.8091451807,-22.1596,1.0,0.00333333,0.00333333,-33.8091451807,-25.7989,500.0,1.0,5.43914e-20,100,84.8388,0.00333333,1.0,2,7093.98768482,299.999969474,274.11,0.8,7093.98768482,500,
1.0,-28.1422474788,-28.1422474788,-23.6552,1.0,0.0025,0.0025,-28.1422474788,-26.8168,500.0,1.0,5.4346e-20,100,85.1453,0.0025,1.0,2,7453.71986944,400.0,292.14,0.8,7453.71986944,500,
27.6778,-36.9446698665,-36.9446698665,29.8395,,0.002,,-36.9446698665,14.9254,18.0650338185,1.05023,0.000120172,100,308.989,0.136623,71.7429,1,7374.1443102,16.1379762696,264.93,0.8,7374.1443102,500,33.137
1.0,-27.3280391419,-27.3280391419,-27.328,1.0,0.01,0.01,-27.3280391419,-33.682,500.0,1.0,3.50449e-18,100,83.6711,0.01,1.0,2,7071.57530007,100.0,296.33,0.8,7071.57530007,500,
1.0,-31.977202117,-31.977202117,-29.6526,1.0,0.005,0.005,-31.977202117,-34.2794,500.0,1.0,2.1793e-19,100,84.9917,0.005,1.0,2,7510.62895423,200.000000102,273.39,0.8,7510.62895423,500,
1.0,-30.4687567439,-30.4687567439,-29.9247,1.0,0.00333333,0.00333333,-30.4687567439,-33.7024,500.0,1.0,5.43914e-20,100,85.5154,0.00333333,1.0,2,7566.67055571,299.999969474,277.73,0.8,7566.67055571,500,
1.0,-24.5638848352,-24.5638848352,-28.5845,1.0,0.0025,0.0025,-24.5638848352,-31.8561,500.0,1.0,5.4346e-20,100,85.8311,0.0025,1.0,2,7583.54137841,400.0,288.78,0.8,7583.54137841,500,
80.1881,-41.2677336613,-41.2677336613,70.7082,2.08507e-20,0.002,1.5105e-23,-41.2677336613,44.5046,6.23533657412,2.76077,0.000995898,100,309.502,0.699368,965.398,1,7376.62894693,2.00419749568,250.67,0.8,7376.62894693,500,1897.65
1.0,-19.6172227836,-19.6172227836,-19.6172,1.0,0.01,0.01,-19.6172227836,-25.9633,500.0,1.0,3.50449e-18,100,85.9329,0.01,1.0,2,7459.05645229,100.0,309.47,0.8,7459.05645229,500,
1.0,-31.6130881897,-31.6130881897,-25.6152,1.0,0.005,0.005,-31.6130881897,-30.1025,500.0,1.0,2.1793e-19,100,86.2679,0.005,1.0,2,7502.92236024,200.000000102,279.02,0.8,7502.92236024,500,
1.0,-40.4352697573,-40.4352697573,-30.5552,1.0,0.00333333,0.00333333,-40.4352697573,-34.2748,500.0,1.0,5.43914e-20,100,86.64,0.00333333,1.0,2,7564.36854567,299.999969474,260.82,0.8,7564.36854567,500,
1.0,-35.9192299628,-35.9192299628,-31.8962,1.0,0.0025,0.0025,-35.9192299628,-35.1175,500.0,1.0,5.4346e-20,100,86.5706,0.0025,1.0,2,7511.98223498,400.0,270.85,0.8,7511.98223498,500,
30.5539,-45.2038540524,-45.2038540524,20.258,1.27594e-11,0.002,2.14418e-14,-45.2038540524,4.33202,16.3645170197,1.19014,0.000255205,100,344.147,0.334812,199.237,1,6836.73093062,7.73112479172,240.61,0.8,6836.73093062,500,90.3705
1.0,-35.1102623033,-35.1102623033,-35.1103,1.0,0.01,0.01,-35.1102623033,-41.5096,500.0,1.0,3.50449e-18,100,84.7424,0.01,1.0,2,7253.81406219,100.0,271.06,0.8,7253.81406219,500,
1.0,-28.7770075764,-28.7770075764,-31.9436,1.0,0.005,0.005,-28.7770075764,-36.4686,500.0,1.0,2.1793e-19,100,85.8321,0.005,1.0,2,7609.05533576,200.000000102,286.04,0.8,7609.05533576,500,
1.0,-31.3637788732,-31.3637788732,-31.7503,1.0,0.00333333,0.00333333,-31.3637788732,-35.5079,500.0,1.0,5.43914e-20,100,85.7512,0.00333333,1.0,2,7399.27760095,299.999969474,280.59,0.8,7399.27760095,500,
1.0,-50.7246023394,-50.7246023394,-36.4939,1.0,0.0025,0.0025,-50.7246023394,-39.748,500.0,1.0,5.4346e-20,100,85.4657,0.0025,1.0,2,6957.26621116,400.0,236.44,0.8,6957.26621116,500,
6.83016,-41.6686468002,-41.6686468002,-19.937,0.00373787,0.002,6.36753e-06,-41.6686468002,-27.5436,73.2046746506,1.17404,3.07949e-05,100,251.437,0.0969445,56.9084,1,7128.30301338,57.5815847347,255.85,0.8,7128.30301338,500,10.6117
1.0,-32.5883684437,-32.5883684437,-32.5884,1.0,0.01,0.01,-32.5883684437,-38.9723,500.0,1.0,3.50449e-18,100,85.2484,0.01,1.0,2,7340.70403009,100.0,282.3,0.8,7340.70403009,500,
1.0,-28.1470773375,-28.1470773375,-30.3677,1.0,0.005,0.005,-28.1470773375,-34.8818,500.0,1.0,2.1793e-19,100,84.7624,0.005,1.0,2,7163.81253405,200.000000102,285.07,0.8,7163.81253405,500,
1.0,-30.2897417468,-30.2897417468,-30.3417,1.0,0.00333333,0.00333333,-30.2897417468,-34.0275,500.0,1.0,5.43914e-20,100,85.1883,0.00333333,1.0,2,7476.56299554,299.999969474,281.2,0.8,7476.56299554,500,
1.0,-36.4925763422,-36.4925763422,-31.8794,1.0,0.0025,0.0025,-36.4925763422,-35.0816,500.0,1.0,5.4346e-20,100,85.0095,0.0025,1.0,2,7178.73052245,400.0,264.16,0.8,7178.73052245,500,
111.366,-42.2068873858,-42.2068873858,60.6356,,0.002,,-42.2068873858,30.4106,4.48971826703,1.0439,0.000587662,100,161.065,0.378354,197.482,1,7311.67027772,3.38703843445,250.39,0.8,7311.67027772,500,160.098
1.0,-25.5284518147,-25.5284518147,-25.5285,1.0,0.01,0.01,-25.5284518147,-31.9991,500.0,1.0,3.50449e-18,100,86.0153,0.01,1.0,2,7473.3663236,100.0,293.9,0.8,7473.3663236,500,
1.0,-32.6966371875,-32.6966371875,-29.1125,1.0,0.005,0.005,-32.6966371875,-33.688,500.0,1.0,2.1793e-19,100,85.63,0.005,1.0,2,7313.81626144,200.000000102,269.69,0.8,7313.81626144,500,
1.0,-24.1808221501,-24.1808221501,-27.4686,1.0,0.00333333,0.00333333,-24.1808221501,-31.3782,500.0,1.0,5.43914e-20,100,85.8592,0.00333333,1.0,2,7509.26849742,299.999969474,300.18,0.8,7509.26849742,500,
1.0,-26.8215208126,-26.8215208126,-27.3069,1.0,0.0025,0.0025,-26.8215208126,-30.6927,500.0,1.0,5.4346e-20,100,86.0514,0.0025,1.0,2,7579.4347629,400.0,283.27,0.8,7579.4347629,500,
11.8445,-36.231338354,-36.231338354,0.676026,2.05059e-07,0.002,3.10829e-10,-36.231338354,-9.74634,42.2138027077,1.31944,0.000147574,100,370.503,0.258472,170.519,1,7071.62239004,13.2206153848,263.21,0.8,7071.62239004,500,64.2283
1.0,-40.3521043515,-40.3521043515,-40.3521,1.0,0.01,0.01,-40.3521043515,-46.6527,500.0,1.0,3.50449e-18,100,84.6532,0.01,1.0,2,7238.54576518,100.0,258.03,0.8,7238.54576518,500,
1.0,-35.7363971949,-35.7363971949,-38.0443,1.0,0.005,0.005,-35.7363971949,-42.594,500.0,1.0,2.1793e-19,100,85.0735,0.005,1.0,2,7371.92100549,200.000000102,262.25,0.8,7371.92100549,500,
1.0,-25.7472122521,-25.7472122521,-33.9452,1.0,0.00333333,0.00333333,-25.7472122521,-37.6601,500.0,1.0,5.43914e-20,100,84.9046,0.00333333,1.0,2,7121.74662082,299.999969474,305.52,0.8,7121.74662082,500,
1.0,-18.1541153063,-18.1541153063,-29.9975,1.0,0.0025,0.0025,-18.1541153063,-33.2311,500.0,1.0,5.4346e-20,100,85.5822,0.0025,1.0,2,7559.46872332,400.0,308.45,0.8,7559.46872332,500,
7.2183,-33.1223034033,-33.1223034033,-5.20921,3.69466e-29,0.002,8.13886e-32,-33.1223034033,-12.9798,69.2684206128,0.907907,2.36175e-05,100,191.919,0.0634478,28.8024,1,7224.46630055,72.5418631526,272.81,0.8,7224.46630055,500,4.86695
1.0,-24.7511823769,-24.7511823769,-24.7512,1.0,0.01,0.01,-24.7511823769,-31.037,500.0,1.0,3.50449e-18,100,84.7625,0.01,1.0,2,7257.25760422,100.0,303.13,0.8,7257.25760422,500,
1.0,-35.5882114833,-35.5882114833,-30.1697,1.0,0.005,0.005,-35.5882114833,-34.6949,500.0,1.0,2.1793e-19,100,85.7866,0.005,1.0,2,7550.78460882,200.000000102,272.47,0.8,7550.78460882,500,
