AvgNormIw,Bound,AvgEpLen,MinVanillaIw,eRenyi2,IterType,Delta,AvgVanillaIw,VarNormIw,AvgDiscRet,MaxVanillaIw,MinNormIw,ESSRenyi,VanillaAvgRet,VarRet,BatchSize,AvgRet,EpsThisIter,VarVanillaIw,ESSClassic,VarJ,J,MaxNormIw,VarDiscRet
0.005,-420.212,500.0,1.0,1.0,2,0.7,1.0,2.1793e-19,-396.685834798,1.0,0.005,300.0,-396.685834798,996.892535644,300,-396.685834798,100,,200.000000102,33.6006,-396.444,0.005,996.892535644
0.00333333,-415.4,500.0,0.225278,1.66647,1,0.7,1.23407,0.000102337,-400.702444066,64.4653,0.000608499,180.021713492,-400.702444066,1029.34634756,300,-400.702444066,100,14.0265,29.470726979,74.2985,-390.347,0.174127,1029.34634756
0.01,-429.384,500.0,1.0,1.0,2,0.7,1.0,3.50449e-18,-396.683989958,1.0,0.01,300.0,-396.683989958,1247.88249442,300,-396.683989958,100,,100.0,35.1483,-396.684,0.01,1247.88249442
0.005,-420.3,500.0,1.0,1.0,2,0.7,1.0,2.1793e-19,-396.03662899,1.0,0.005,300.0,-396.03662899,1389.07686123,300,-396.03662899,100,,200.000000102,36.1303,-396.36,0.005,1389.07686123
0.00333333,-415.616,500.0,0.0249061,1.2175,1,0.7,1.02516,2.9966e-06,-401.231952095,3.47401,8.09825e-05,246.406262989,-401.231952095,1347.13748172,300,-401.231952095,100,0.283438,236.444811046,37.8174,-394.049,0.0112958,1347.13748172
0.01,-434.304,500.0,1.0,1.0,2,0.7,1.0,3.50449e-18,-397.293673876,1.0,0.01,300.0,-397.293673876,1425.01315738,300,-397.293673876,100,,100.0,37.5601,-397.294,0.01,1425.01315738
0.005,-424.205,500.0,1.0,1.0,2,0.7,1.0,2.1793e-19,-398.776518788,1.0,0.005,300.0,-398.776518788,1332.94761291,300,-398.776518788,100,,200.000000102,36.9559,-398.035,0.005,1332.94761291
0.00333333,-417.629,500.0,0.201472,1.15124,1,0.7,1.00912,1.78061e-06,-396.80973264,2.36926,0.000665501,260.589205364,-396.80973264,1208.81962512,300,-396.80973264,100,0.163192,258.68302716,36.4279,-394.703,0.00782612,1208.81962512
0.01,-434.121,500.0,1.0,1.0,2,0.7,1.0,3.50449e-18,-400.376316173,1.0,0.01,300.0,-400.376316173,1262.80239695,300,-400.376316173,100,,100.0,35.3578,-400.376,0.01,1262.80239695
0.005,-424.149,500.0,1.0,1.0,2,0.7,1.0,2.1793e-19,-400.200496434,1.0,0.005,300.0,-400.200496434,1300.13116047,300,-400.200496434,100,,200.000000102,35.6183,-400.288,0.005,1300.13116047
0.00333333,-408.763,500.0,0.0591111,2.65569,1,0.7,1.61614,0.000595247,-399.846175298,205.349,0.000121918,112.964791242,-399.846175298,1719.68276853,300,-399.846175298,100,139.927,5.51534391181,208.584,-376.474,0.423537,1719.68276853
0.01,-439.003,500.0,1.0,1.0,2,0.7,1.0,3.50449e-18,-404.46471611,1.0,0.01,300.0,-404.46471611,1532.6980997,300,-404.46471611,100,,100.0,38.9534,-404.465,0.01,1532.6980997
0.005,-423.692,500.0,1.0,1.0,2,0.7,1.0,2.1793e-19,-394.075634717,1.0,0.005,300.0,-394.075634717,1371.12737427,300,-394.075634717,100,,200.000000102,38.2672,-399.27,0.005,1371.12737427
0.00333333,-418.772,500.0,0.428734,1.0336,1,0.7,0.997452,3.88034e-07,-399.216700341,2.00045,0.00143276,290.247953482,-399.216700341,1511.255769,300,-399.216700341,100,0.0347453,289.909215132,39.4623,-398.499,0.00668521,1511.255769
0.01,-434.072,500.0,1.0,1.0,2,0.7,1.0,3.50449e-18,-400.360823607,1.0,0.01,300.0,-400.360823607,1283.67432018,300,-400.360823607,100,,100.0,35.6488,-400.361,0.01,1283.67432018
0.005,-426.515,500.0,1.0,1.0,2,0.7,1.0,2.1793e-19,-404.014916741,1.0,0.005,300.0,-404.014916741,1738.23092691,300,-404.014916741,100,,200.000000102,38.7193,-402.188,0.005,1738.23092691
0.00333333,-418.505,500.0,0.194089,1.21811,1,0.7,1.03593,3.9565e-06,-396.302157904,7.3473,0.000624525,246.282195217,-396.302157904,1409.97343803,300,-396.302157904,100,0.382133,221.418972028,41.5521,-396.583,0.0236416,1409.97343803
0.01,-433.767,500.0,1.0,1.0,2,0.7,1.0,3.50449e-18,-400.103089061,1.0,0.01,300.0,-400.103089061,1011.32652312,300,-400.103089061,100,,100.0,31.642,-400.103,0.01,1011.32652312
0.005,-426.816,500.0,1.0,1.0,2,0.7,1.0,2.1793e-19,-400.865433169,1.0,0.005,300.0,-400.865433169,1792.83219879,300,-400.865433169,100,,200.000000102,37.2586,-400.484,0.005,1792.83219879
0.00333333,-419.107,500.0,0.147432,1.19622,1,0.7,1.01944,2.2795e-06,-396.320019212,3.19773,0.000482068,250.789530147,-396.320019212,1081.43624194,300,-396.320019212,100,0.213209,249.07187696,36.1963,-395.592,0.0104558,1081.43624194
0.01,-432.379,500.0,1.0,1.0,2,0.7,1.0,3.50449e-18,-399.970240069,1.0,0.01,300.0,-399.970240069,1263.0075371,300,-399.970240069,100,,100.0,35.3607,-399.97,0.01,1263.0075371
0.005,-424.791,500.0,1.0,1.0,2,0.7,1.0,2.1793e-19,-397.134289322,1.0,0.005,300.0,-397.134289322,1488.77076967,300,-397.134289322,100,,200.000000102,36.9343,-398.552,0.005,1488.77076967
0.00333333,-419.587,500.0,0.249693,1.1232,1,0.7,1.0344,1.30502e-06,-401.694283796,2.14555,0.000804632,267.093889688,-401.694283796,1114.11650163,300,-401.694283796,100,0.125671,268.562191167,35.0509,-396.882,0.00691398,1114.11650163
0.01,-444.095,500.0,1.0,1.0,2,0.7,1.0,3.50449e-18,-401.711006681,1.0,0.01,300.0,-401.711006681,1792.8573065,300,-401.711006681,100,,100.0,42.1299,-401.711,0.01,1792.8573065
0.005,-426.613,500.0,1.0,1.0,2,0.7,1.0,2.1793e-19,-391.575194453,1.0,0.005,300.0,-391.575194453,1234.17999193,300,-391.575194453,100,,200.000000102,39.0393,-396.643,0.005,1234.17999193
0.00333333,-418.412,500.0,0.359323,1.05793,1,0.7,0.984845,5.04295e-07,-390.721750653,1.98011,0.00121617,283.573469886,-390.721750653,1364.6655023,300,-390.721750653,100,0.0440213,287.016776398,37.3061,-393.243,0.00670192,1364.6655023
0.01,-441.462,500.0,1.0,1.0,2,0.7,1.0,3.50449e-18,-404.408556629,1.0,0.01,300.0,-404.408556629,1993.53055102,300,-404.408556629,100,,100.0,44.4252,-404.409,0.01,1993.53055102
0.005,-429.029,500.0,1.0,1.0,2,0.7,1.0,2.1793e-19,-401.247645504,1.0,0.005,300.0,-401.247645504,1127.07384434,300,-401.247645504,100,,200.000000102,39.3344,-402.828,0.005,1127.07384434
0.00333333,-423.088,500.0,0.169891,1.10649,1,0.7,1.017,1.15419e-06,-401.8280615,2.89056,0.00055684,271.126476656,-401.8280615,1163.71910646,300,-401.8280615,100,0.107438,271.85458699,39.4518,-400.584,0.00947418,1163.71910646
0.01,-435.729,500.0,1.0,1.0,2,0.7,1.0,3.50449e-18,-400.681704099,1.0,0.01,300.0,-400.681704099,1651.12923689,300,-400.681704099,100,,100.0,40.4304,-400.682,0.01,1651.12923689
0.005,-426.083,500.0,1.0,1.0,2,0.7,1.0,2.1793e-19,-401.919766823,1.0,0.005,300.0,-401.919766823,1530.23659305,300,-401.919766823,100,,200.000000102,39.6883,-401.301,0.005,1530.23659305
0.00333333,-416.21,500.0,0.053879,1.24913,1,0.7,0.989621,3.42691e-06,-391.362331771,3.46486,0.00018148,240.166581301,-391.362331771,1556.39523582,300,-391.362331771,100,0.302052,229.464021917,43.3083,-393.595,0.0116707,1556.39523582
0.01,-440.945,500.0,1.0,1.0,2,0.7,1.0,3.50449e-18,-405.117332876,1.0,0.01,300.0,-405.117332876,1600.50116375,300,-405.117332876,100,,100.0,39.8057,-405.117,0.01,1600.50116375
0.005,-428.39,500.0,1.0,1.0,2,0.7,1.0,2.1793e-19,-400.994233345,1.0,0.005,300.0,-400.994233345,1470.90088963,300,-400.994233345,100,,200.000000102,39.046,-403.056,0.005,1470.90088963
0.00333333,-420.606,500.0,0.313599,1.17723,1,0.7,1.04894,2.85853e-06,-398.164186564,4.78118,0.000996559,254.836148709,-398.164186564,1432.00911789,300,-398.164186564,100,0.283066,238.775443747,42.1294,-398.163,0.0151937,1432.00911789
0.01,-435.482,500.0,1.0,1.0,2,0.7,1.0,3.50449e-18,-401.18380337,1.0,0.01,300.0,-401.18380337,1346.2766444,300,-401.18380337,100,,100.0,36.5077,-401.184,0.01,1346.2766444
0.005,-421.401,500.0,1.0,1.0,2,0.7,1.0,2.1793e-19,-393.112722696,1.0,0.005,300.0,-393.112722696,1046.74433454,300,-393.112722696,100,,200.000000102,34.653,-397.148,0.005,1046.74433454
0.00333333,-418.35,500.0,0.110903,1.12229,1,0.7,0.99404,1.39178e-06,-400.843084686,2.03319,0.000371892,267.311209209,-400.843084686,1608.58353898,300,-400.843084686,100,0.123771,266.703954809,37.1255,-395.519,0.00681794,1608.58353898
0.01,-429.714,500.0,1.0,1.0,2,0.7,1.0,3.50449e-18,-396.945833459,1.0,0.01,300.0,-396.945833459,1278.1123515,300,-396.945833459,100,,100.0,35.5715,-396.946,0.01,1278.1123515
0.005,-421.988,500.0,1.0,1.0,2,0.7,1.0,2.1793e-19,-398.282295662,1.0,0.005,300.0,-398.282295662,1710.83384319,300,-398.282295662,100,,200.000000102,38.4704,-397.614,0.005,1710.83384319
0.00333333,-417.72,500.0,2.86881e-05,1.65389,1,0.7,0.937565,9.56899e-06,-406.122435204,6.48849,1.01995e-07,181.390342263,-406.122435204,1693.20892502,300,-406.122435204,100,0.757026,161.434556397,47.0178,-391.808,0.0230686,1693.20892502
0.01,-436.503,500.0,1.0,1.0,2,0.7,1.0,3.50449e-18,-404.587329136,1.0,0.01,300.0,-404.587329136,1026.18805274,300,-404.587329136,100,,100.0,31.8736,-404.587,0.01,1026.18805274
0.005,-428.772,500.0,1.0,1.0,2,0.7,1.0,2.1793e-19,-400.249200003,1.0,0.005,300.0,-400.249200003,1465.87030256,300,-400.249200003,100,,200.000000102,35.1891,-402.418,0.005,1465.87030256
0.00333333,-422.482,500.0,0.185265,1.1506,1,0.7,1.02233,1.53566e-06,-402.443802904,3.02525,0.000604063,260.733837337,-402.443802904,1469.06766442,300,-402.443802904,100,0.14445,263.678466853,38.132,-399.401,0.00986396,1469.06766442
0.01,-426.075,500.0,1.0,1.0,2,0.7,1.0,3.50449e-18,-394.975178485,1.0,0.01,300.0,-394.975178485,1174.8871209,300,-394.975178485,100,,100.0,34.1048,-394.975,0.01,1174.8871209
0.005,-419.933,500.0,1.0,1.0,2,0.7,1.0,2.1793e-19,-397.164123555,1.0,0.005,300.0,-397.164123555,1607.14384546,300,-397.164123555,100,,200.000000102,37.1255,-396.07,0.005,1607.14384546
0.00333333,-413.926,500.0,0.10446,1.17654,1,0.7,0.989178,2.211e-06,-394.488845067,2.28446,0.00035201,254.984435465,-394.488845067,1532.50687129,300,-394.488845067,100,0.194706,250.349060258,40.1226,-392.792,0.00769818,1532.50687129
0.01,-435.044,500.0,1.0,1.0,2,0.7,1.0,3.50449e-18,-400.6974288,1.0,0.01,300.0,-400.6974288,1608.13479363,300,-400.6974288,100,,100.0,39.9005,-400.697,0.01,1608.13479363
0.005,-422.779,500.0,1.0,1.0,2,0.7,1.0,2.1793e-19,-395.194835096,1.0,0.005,300.0,-395.194835096,1801.59507851,300,-395.194835096,100,,200.000000102,41.1751,-397.946,0.005,1801.59507851
0.00333333,-387.695,500.0,,1.00001,1,0.7,0.321861,0.000895442,-397.291416684,41.3054,,299.998140347,-397.291416684,1005.71874346,300,-397.291416684,100,8.34866,3.68907750405,236.056,-367.419,0.427776,1005.71874346
0.01,-428.856,500.0,1.0,1.0,2,0.7,1.0,3.50449e-18,-396.477993939,1.0,0.01,300.0,-396.477993939,1325.17655921,300,-396.477993939,100,,100.0,36.2205,-396.478,0.01,1325.17655921
0.005,-418.527,500.0,1.0,1.0,2,0.7,1.0,2.1793e-19,-393.00197213,1.0,0.005,300.0,-393.00197213,1482.19813213,300,-393.00197213,100,,200.000000102,37.3185,-394.74,0.005,1482.19813213
nan,nan,500.0,0.0242099,0.000144433,,0.7,inf,nan,-391.689750467,inf,nan,2769446.06067,-397.291416684,1005.71874346,400,-397.291416684,100,nan,nan,nan,nan,nan,1049.711367
0.0025,-413.507,500.0,0.0301376,1.24819,1,0.7,0.985796,1.73867e-06,-397.641176167,3.09491,7.64297e-05,320.464387547,-397.641176167,1382.76165781,400,-397.641176167,100,0.270341,313.11364106,41.836,-393.889,0.00784875,1382.76165781
0.01,-431.386,500.0,1.0,1.0,2,0.7,1.0,3.50449e-18,-398.488901414,1.0,0.01,400.0,-398.488901414,1491.96824643,400,-398.488901414,100,,100.0,38.4324,-398.489,0.01,1491.96824643
0.005,-421.501,500.0,1.0,1.0,2,0.7,1.0,2.1793e-19,-395.12827545,1.0,0.005,400.0,-395.12827545,1088.92350283,400,-395.12827545,100,,200.000000102,35.7822,-396.809,0.005,1088.92350283
0.00333333,-415.764,500.0,1.0,1.0,2,0.7,1.0,5.43914e-20,-393.191166117,1.0,0.00333333,400.0,-393.191166117,1204.94492747,400,-393.191166117,100,,299.999969474,35.4135,-395.603,0.00333333,1204.94492747
0.0025,-410.991,500.0,0.0428109,2.04258,1,0.7,1.37237,0.000162813,-398.124036631,139.771,7.79872e-05,195.830293647,-398.124036631,1172.89907791,400,-398.124036631,100,49.0627,14.823084951,143.055,-385.359,0.254617,1172.89907791
0.01,-432.297,500.0,1.0,1.0,2,0.7,1.0,3.50449e-18,-399.180495882,1.0,0.01,400.0,-399.180495882,1503.35241461,400,-399.180495882,100,,100.0,38.5787,-399.18,0.01,1503.35241461
0.005,-420.476,500.0,1.0,1.0,2,0.7,1.0,2.1793e-19,-394.937354737,1.0,0.005,400.0,-394.937354737,1119.84914042,400,-394.937354737,100,,200.000000102,36.0969,-397.059,0.005,1119.84914042
0.00333333,-417.934,500.0,1.0,1.0,2,0.7,1.0,5.43914e-20,-397.593840727,1.0,0.00333333,400.0,-397.593840727,1348.64197045,400,-397.593840727,100,,299.999969474,36.246,-397.237,0.00333333,1348.64197045
0.0025,-413.866,500.0,0.197925,1.09783,1,0.7,1.00349,6.12803e-07,-394.478574645,2.11728,0.000493094,364.35602796,-394.478574645,1430.32937716,400,-394.478574645,100,0.0987336,364.363879487,37.5386,-395.086,0.0052748,1430.32937716
0.01,-435.959,500.0,1.0,1.0,2,0.7,1.0,3.50449e-18,-398.630134082,1.0,0.01,400.0,-398.630134082,1383.51160082,400,-398.630134082,100,,100.0,37.0091,-398.63,0.01,1383.51160082
0.005,-425.302,500.0,1.0,1.0,2,0.7,1.0,2.1793e-19,-399.182548142,1.0,0.005,400.0,-399.182548142,1238.11079393,400,-399.182548142,100,,200.000000102,36.0247,-398.906,0.005,1238.11079393
0.00333333,-421.306,500.0,1.0,1.0,2,0.7,1.0,5.43914e-20,-401.448346371,1.0,0.00333333,400.0,-401.448346371,1153.25451979,400,-401.448346371,100,,299.999969474,35.3157,-399.754,0.00333333,1153.25451979
0.0025,-416.908,500.0,0.00722034,1.21995,1,0.7,0.989238,1.44882e-06,-401.330949901,2.73363,1.82472e-05,327.881339635,-401.330949901,1283.65153451,400,-401.330949901,100,0.226849,324.878090296,36.7976,-396.293,0.00690842,1283.65153451
0.01,-440.587,500.0,1.0,1.0,2,0.7,1.0,3.50449e-18,-405.104841769,1.0,0.01,400.0,-405.104841769,1887.62578157,400,-405.104841769,100,,100.0,43.229,-405.105,0.01,1887.62578157
0.005,-426.447,500.0,1.0,1.0,2,0.7,1.0,2.1793e-19,-397.608849212,1.0,0.005,400.0,-397.608849212,1391.68181545,400,-397.608849212,100,,200.000000102,40.4636,-401.357,0.005,1391.68181545
0.00333333,-419.923,500.0,1.0,1.0,2,0.7,1.0,5.43914e-20,-395.598377493,1.0,0.00333333,400.0,-395.598377493,1035.25629935,400,-395.598377493,100,,299.999969474,37.9544,-399.437,0.00333333,1035.25629935
0.0025,-399.115,500.0,1.07578e-15,1.00001,1,0.7,0.43198,6.88268e-05,-399.248247189,12.9342,6.22588e-18,399.997711195,-399.248247189,1739.47895973,400,-399.248247189,100,2.05496,33.3757410085,111.051,-380.956,0.074854,1739.47895973
0.01,-436.367,500.0,1.0,1.0,2,0.7,1.0,3.50449e-18,-400.963279327,1.0,0.01,400.0,-400.963279327,1456.29511861,400,-400.963279327,100,,100.0,37.9701,-400.963,0.01,1456.29511861
0.005,-425.711,500.0,1.0,1.0,2,0.7,1.0,2.1793e-19,-399.672765407,1.0,0.005,400.0,-399.672765407,1393.91881464,400,-399.672765407,100,,200.000000102,37.5669,-400.318,0.005,1393.91881464
0.00333333,-420.641,500.0,1.0,1.0,2,0.7,1.0,5.43914e-20,-399.088953355,1.0,0.00333333,400.0,-399.088953355,1721.38992629,400,-399.088953355,100,,299.999969474,38.849,-399.908,0.00333333,1721.38992629
0.0025,-416.337,500.0,0.215849,1.06713,1,0.7,1.01084,4.10031e-07,-396.186671854,1.87068,0.000533835,374.838195737,-396.186671854,1109.78914238,400,-396.186671854,100,0.0670354,375.431431144,37.5047,-397.789,0.00462653,1109.78914238
0.01,-427.5,500.0,1.0,1.0,2,0.7,1.0,3.50449e-18,-395.771589882,1.0,0.01,400.0,-395.771589882,1298.16861927,400,-395.771589882,100,,100.0,35.8495,-395.772,0.01,1298.16861927
0.005,-424.86,500.0,1.0,1.0,2,0.7,1.0,2.1793e-19,-403.989150712,1.0,0.005,400.0,-403.989150712,1836.71215948,400,-403.989150712,100,,200.000000102,39.6062,-399.88,0.005,1836.71215948
0.00333333,-418.798,500.0,1.0,1.0,2,0.7,1.0,5.43914e-20,-395.446654832,1.0,0.00333333,400.0,-395.446654832,1204.80707561,400,-395.446654832,100,,299.999969474,38.0489,-398.402,0.00333333,1204.80707561
0.0025,-416.041,500.0,0.0572038,1.19672,1,0.7,1.00192,1.19449e-06,-403.021324234,2.52036,0.000142736,334.245575392,-403.021324234,1792.11951729,400,-403.021324234,100,0.191851,335.95367346,40.2535,-396.39,0.00628885,1792.11951729
0.01,-436.905,500.0,1.0,1.0,2,0.7,1.0,3.50449e-18,-402.218516671,1.0,0.01,400.0,-402.218516671,1468.91938205,400,-402.218516671,100,,100.0,38.1344,-402.219,0.01,1468.91938205
