VarVanillaIw,VarDiscRet,AvgVanillaIw,IterType,J,MaxVanillaIw,AvgEpLen,VanillaAvgRet,VarRet,VarJ,MaxNormIw,AvgDiscRet,AvgRet,MinNormIw,Bound,MinVanillaIw,ESSRenyi,ESSClassic,VarNormIw,AvgNormIw,BatchSize,EpsThisIter,eRenyi2
,1580.3612147023757,1.0,2,-2.98837,1.0,50.19,-7.859198540404285,1580.3612147023757,35.82669,0.0025,-7.859198540404285,-7.859198540404285,0.0025,-11.593744,1.0,500.0,400.0,5.434597e-20,0.0024999997,500,100,1.0
19220183000.0,539.6770614078036,6201.0386,1,174.61702,3100015.0,47.05,4.143628945597541,539.6770614078036,0.60521036,0.99983734,4.143628945597541,4.143628945597541,4.3549544e-08,166.364,0.1350262,434.8839579576285,1.0003253474649505,0.0019993482,0.002,500,100,1.149732
,1392.2936116771225,1.0,2,0.8974643,1.0,53.88,0.8974643358310993,1392.2936116771225,37.126415,0.01,0.8974643358310993,0.8974643358310993,0.01,-8.5863285,1.0,500.0,100.0,3.5044917e-18,0.009999998,500,100,1.0
,939.4399730696033,1.0,2,-1.3673046,1.0,50.92,-3.6320729746741027,939.4399730696033,34.049046,0.005,-3.6320729746741027,-3.6320729746741027,0.005,-12.6797085,1.0,500.0,200.00000010221265,2.179301e-19,0.0049999994,500,100,1.0
,1067.6148729098513,1.0,2,0.30362442,1.0,61.96,3.6454824063019236,1067.6148729098513,33.627197,0.0033333334,3.6454824063019236,3.6454824063019236,0.0033333334,-8.932915,1.0,500.0,299.999969473632,5.4391416e-20,0.0033333336,500,100,1.0
,2320.190612045455,1.0,2,1.4648188,1.0,57.83,4.9484034266353225,2320.190612045455,37.767494,0.0025,4.9484034266353225,4.9484034266353225,0.0025,-8.879589,1.0,500.0,400.0,5.434597e-20,0.0024999997,500,100,1.0
132621390000.0,855.9020957851086,16287.26,1,245.80688,8143139.5,43.24,-1.747377402045765,855.9020957851086,0.3156295,0.99993974,-1.747377402045765,-1.747377402045765,1.1584218e-08,235.80212,0.09433758,427.6194405728013,1.000120473135103,0.0019997584,0.0019999999,500,100,1.169264
,745.4118124939022,1.0,2,3.3116186,1.0,52.57,3.3116181865934906,745.4118124939022,27.165377,0.01,3.3116181865934906,3.3116181865934906,0.01,-7.801338,1.0,500.0,100.0,3.5044917e-18,0.009999998,500,100,1.0
,1412.1757809379935,1.0,2,0.7232016,1.0,54.2,-1.8652152057981042,1412.1757809379935,32.782703,0.005,-1.8652152057981042,-1.8652152057981042,0.005,-9.624545,1.0,500.0,200.00000010221265,2.179301e-19,0.0049999994,500,100,1.0
,1203.5301824103437,1.0,2,1.6139841,1.0,45.77,3.395549246748895,1203.5301824103437,33.394947,0.0033333334,3.395549246748895,3.395549246748895,0.0033333334,-6.834915,1.0,500.0,299.999969473632,5.4391416e-20,0.0033333336,500,100,1.0
,748.9181230115596,1.0,2,1.8288503,1.0,42.61,2.4734496311932124,748.9181230115596,31.967367,0.0025,2.4734496311932124,2.4734496311932124,0.0025,-5.4881115,1.0,500.0,400.0,5.434597e-20,0.0024999997,500,100,1.0
223499270000.0,1182.8049382386857,21143.338,1,173.87007,10571172.0,46.53,2.198093105730282,1182.8049382386857,0.17249501,0.999953,2.198093105730282,2.198093105730282,1.17410135e-08,164.81628,0.12412211,425.5068074125745,1.0000940315195215,0.0019998115,0.002,500,100,1.1750693
,1108.4359956235162,1.0,2,5.9513016,1.0,51.27,5.951301538042329,1108.4359956235162,33.1263,0.01,5.951301538042329,5.951301538042329,0.01,-7.071149,1.0,500.0,100.0,3.5044917e-18,0.009999998,500,100,1.0
,1226.9931691151735,1.0,2,1.761661,1.0,50.16,-2.427979643944838,1226.9931691151735,34.257706,0.005,-2.427979643944838,-2.427979643944838,0.005,-8.100315,1.0,500.0,200.00000010221265,2.179301e-19,0.0049999994,500,100,1.0
,1763.0492485427583,1.0,2,3.976795,1.0,51.32,8.407063216982701,1763.0492485427583,37.067688,0.0033333334,8.407063216982701,8.407063216982701,0.0033333334,-5.8661156,1.0,500.0,299.999969473632,5.4391416e-20,0.0033333336,500,100,1.0
,1096.140446535464,1.0,2,3.5483162,1.0,52.07,2.2628802418497496,1096.140446535464,36.088165,0.0025,2.2628802418497496,2.2628802418497496,0.0025,-4.975895,1.0,500.0,400.0,5.434597e-20,0.0024999997,500,100,1.0
9054979000.0,1791.5739848179255,4256.5337,1,214.23788,2127790.8,55.29,-1.4323988674815717,1791.5739848179255,1.0343757,0.99977636,-1.4323988674815717,-1.4323988674815717,1.530051e-07,205.72609,0.32563567,448.9225462445545,1.0004474624603734,0.001999104,0.0020000003,500,100,1.1137779
,1445.7723518314774,1.0,2,5.2186527,1.0,50.52,5.2186529232594525,1445.7723518314774,37.83272,0.01,5.2186529232594525,5.2186529232594525,0.01,-10.297206,1.0,500.0,100.0,3.5044917e-18,0.009999998,500,100,1.0
,1123.1605020164814,1.0,2,1.1361287,1.0,45.85,-2.9463952365452455,1123.1605020164814,35.892742,0.005,-2.9463952365452455,-2.9463952365452455,0.005,-9.83524,1.0,500.0,200.00000010221265,2.179301e-19,0.0049999994,500,100,1.0
,958.3570533815924,1.0,2,0.22218,1.0,50.58,-1.6057181216540883,958.3570533815924,34.30434,0.0033333334,-1.6057181216540883,-1.6057181216540883,0.0033333334,-8.735905,1.0,500.0,299.999969473632,5.4391416e-20,0.0033333336,500,100,1.0
,1141.4484077022155,1.0,2,-0.72475046,1.0,43.64,-3.5655407570853885,1141.4484077022155,34.17293,0.0025,-3.5655407570853885,-3.5655407570853885,0.0025,-8.482679,1.0,500.0,400.0,5.434597e-20,0.0024999997,500,100,1.0
91785180000.0,1214.3619023696754,13549.877,1,184.3434,6774407.5,51.63,3.3339349835981573,1214.3619023696754,0.2995725,0.9999216,3.3339349835981573,3.3339349835981573,1.0218139e-08,176.78151,0.06922726,421.0089731448065,1.0001567726212957,0.0019996858,0.002,500,100,1.1876231
,1009.5730819761742,1.0,2,-4.045235,1.0,42.57,-4.045235353959338,1009.5730819761742,31.614513,0.01,-4.045235353959338,-4.045235353959338,0.01,-17.98622,1.0,500.0,100.0,3.5044917e-18,0.009999998,500,100,1.0
,1757.0230749959792,1.0,2,-1.5695136,1.0,45.67,0.9062076532530494,1757.0230749959792,37.089005,0.005,0.9062076532530494,0.9062076532530494,0.005,-15.5263195,1.0,500.0,200.00000010221265,2.179301e-19,0.0049999994,500,100,1.0
,1551.5891862464862,1.0,2,-0.18199459,1.0,54.2,2.593043984345124,1551.5891862464862,37.854164,0.0033333334,2.593043984345124,2.593043984345124,0.0033333334,-11.577679,1.0,500.0,299.999969473632,5.4391416e-20,0.0033333336,500,100,1.0
,2403.7966799837095,1.0,2,1.3094018,1.0,55.4,5.783590185489709,2403.7966799837095,40.942833,0.0025,5.783590185489709,5.783590185489709,0.0025,-9.5155325,1.0,500.0,400.0,5.434597e-20,0.0024999997,500,100,1.0
13147355000.0,1300.768487992021,5128.8115,1,234.47968,2563919.5,42.18,3.7665610901749953,1300.768487992021,0.9565985,0.9998104,3.7665610901749953,3.7665610901749953,9.878488e-08,224.16492,0.2533245,440.54668364024417,1.000379338047789,0.00199924,0.0019999996,500,100,1.1349535
,1205.9605631987047,1.0,2,-0.96313286,1.0,45.01,-0.9631333283964412,1205.9605631987047,34.55287,0.01,-0.9631333283964412,-0.9631333283964412,0.01,-14.795068,1.0,500.0,100.0,3.5044917e-18,0.009999998,500,100,1.0
,1457.399073903448,1.0,2,2.5424914,1.0,49.75,6.048115029989857,1457.399073903448,36.478107,0.005,6.048115029989857,6.048115029989857,0.005,-9.785482,1.0,500.0,200.00000010221265,2.179301e-19,0.0049999994,500,100,1.0
,754.8437874485012,1.0,2,3.176214,1.0,49.09,4.443659826957835,754.8437874485012,33.71948,0.0033333334,4.443659826957835,4.443659826957835,0.0033333334,-6.889533,1.0,500.0,299.999969473632,5.4391416e-20,0.0033333336,500,100,1.0
,1609.516792188018,1.0,2,2.7142684,1.0,42.88,1.3284308207995243,1609.516792188018,35.38005,0.0025,1.3284308207995243,1.3284308207995243,0.0025,-8.75114,1.0,500.0,400.0,5.434597e-20,0.0024999997,500,100,1.0
1075085700.0,989.88200468042,1467.3687,1,207.01698,733174.06,60.26,0.32055030698291304,989.88200468042,3.0298922,0.99930453,0.32055030698291304,0.32055030698291304,3.739869e-08,196.02988,0.02743883,435.58507432709115,1.0013923775525753,0.0019972133,0.0020000003,500,100,1.1478814
,904.131336825496,1.0,2,1.6188037,1.0,55.22,1.618804088794295,904.131336825496,29.918055,0.01,1.618804088794295,1.618804088794295,0.01,-8.832932,1.0,500.0,100.0,3.5044917e-18,0.009999998,500,100,1.0
,836.4969888930582,1.0,2,3.763022,1.0,44.64,5.907240184179404,836.4969888930582,29.431423,0.005,5.907240184179404,5.907240184179404,0.005,-5.9681115,1.0,500.0,200.00000010221265,2.179301e-19,0.0049999994,500,100,1.0
,1436.357073267139,1.0,2,4.230467,1.0,41.22,5.16535634681798,1436.357073267139,32.43312,0.0033333334,5.16535634681798,5.16535634681798,0.0033333334,-9.5151205,1.0,500.0,299.999969473632,5.4391416e-20,0.0033333336,500,100,1.0
,1315.2327480415213,1.0,2,4.251959,1.0,50.34,4.316432933182907,1315.2327480415213,33.383408,0.0025,4.316432933182907,4.316432933182907,0.0025,-7.652069,1.0,500.0,400.0,5.434597e-20,0.0024999997,500,100,1.0
7784942600.0,753.3585921932909,3946.8481,1,282.81488,1972935.9,42.75,0.34657250266981426,753.3585921932909,1.5305512,0.9997526,0.34657250266981426,0.34657250266981426,1.5564852e-07,271.52463,0.30716056,444.6716527631149,1.0004950089060032,0.0019990085,0.002,500,100,1.1244252
,1030.5419020052595,1.0,2,0.671852,1.0,43.74,0.6718516656864495,1030.5419020052595,31.941141,0.01,0.6718516656864495,0.6718516656864495,0.01,-17.400002,1.0,500.0,100.0,3.5044917e-18,0.009999998,500,100,1.0
,1243.0151869146355,1.0,2,1.0502403,1.0,46.54,1.4286286214547446,1243.0151869146355,33.54928,0.005,1.4286286214547446,1.4286286214547446,0.005,-11.72849,1.0,500.0,200.00000010221265,2.179301e-19,0.0049999994,500,100,1.0
,1412.1561987341647,1.0,2,-1.0147978,1.0,54.81,-5.144874242198106,1412.1561987341647,34.998707,0.0033333334,-5.144874242198106,-5.144874242198106,0.0033333334,-11.75105,1.0,500.0,299.999969473632,5.4391416e-20,0.0033333336,500,100,1.0
,1254.1100737799127,1.0,2,-1.2361993,1.0,47.42,-1.9004026103168652,1254.1100737799127,35.060257,0.0025,-1.9004026103168652,-1.9004026103168652,0.0025,-10.534067,1.0,500.0,400.0,5.434597e-20,0.0024999997,500,100,1.0
105260320000.0,1468.35075909959,14510.375,1,214.71236,7254666.0,42.62,5.981001427655243,1468.35075909959,0.32076874,0.9999281,5.981001427655243,5.981001427655243,4.688845e-09,205.60927,0.03401845,417.3004982568968,1.0001437747082922,0.001999712,0.0019999999,500,100,1.1981773
,1385.7842635328095,1.0,2,8.856684,1.0,63.28,8.856683843768224,1385.7842635328095,37.039524,0.01,8.856683843768224,8.856683843768224,0.01,-4.2098417,1.0,500.0,100.0,3.5044917e-18,0.009999998,500,100,1.0
,862.222882506859,1.0,2,6.3437233,1.0,50.25,3.8307645689154395,862.222882506859,33.45263,0.005,3.8307645689154395,3.8307645689154395,0.005,-2.8957052,1.0,500.0,200.00000010221265,2.179301e-19,0.0049999994,500,100,1.0
,1850.9394077865811,1.0,2,4.17502,1.0,52.51,-0.16238684030671835,1850.9394077865811,36.963074,0.0033333334,-0.16238684030671835,-0.16238684030671835,0.0033333334,-4.947097,1.0,500.0,299.999969473632,5.4391416e-20,0.0033333336,500,100,1.0
,624.690880562045,1.0,2,3.4075532,1.0,44.86,1.1051535249314415,624.690880562045,34.366837,0.0025,1.1051535249314415,1.1051535249314415,0.0025,-4.492432,1.0,500.0,400.0,5.434597e-20,0.0024999997,500,100,1.0
529298650000.0,1958.279845493309,32537.129,1,287.93542,16268047.0,53.66,4.585182243139759,1958.279845493309,0.19539401,0.99996823,4.585182243139759,4.585182243139759,6.9886887e-09,276.14377,0.11369593,422.37605057672204,1.0000635611902466,0.0019998727,0.002,500,100,1.1837792
,714.5907534000511,1.0,2,-1.3416297,1.0,47.51,-1.3416298866007563,714.5907534000511,26.597836,0.01,-1.3416298866007563,-1.3416298866007563,0.01,-8.343809,1.0,500.0,100.0,3.5044917e-18,0.009999998,500,100,1.0
