VarJ,VarDiscRet,eRenyi2,Delta,VarVanillaIw,VarRet,MaxNormIw,IterType,AvgRet,MinVanillaIw,AvgNormIw,VanillaAvgRet,VarNormIw,Bound,J,MinNormIw,AvgDiscRet,AvgVanillaIw,MaxVanillaIw,EpsThisIter,AvgEpLen,ESSClassic,BatchSize,ESSRenyi
310.791,74407.4622032,1.14306,0.1,0.160755,74407.4622032,0.0250795,1,913.282546031,0.199928,0.01,913.282546031,1.89106e-05,448.382,973.342,0.00216843,913.282546031,0.921996,2.31232,100,98.6,84.2307175802,100,87.4846928527
398.435,67885.5009347,1.224,0.1,0.325688,67885.5009347,0.0472627,1,943.327028209,0.100884,0.01,943.327028209,3.88639e-05,478.692,1035.42,0.00110204,943.327028209,0.915435,4.32659,100,101.95,72.215040915,100,81.6993001912
337.815,85484.4283279,1.08575,0.1,0.102739,85484.4283279,0.0205732,1,992.214970458,0.335102,0.01,992.214970458,1.12661e-05,441.872,1036.23,0.00350912,992.214970458,0.954948,1.96464,100,107.26,89.9657097259,100,92.1020123841
334.038,76045.7009811,1.11823,0.1,0.160748,76045.7009811,0.0274124,1,977.281511931,0.380535,0.01,977.281511931,1.53048e-05,477.235,1034.97,0.00371309,977.281511931,1.02485,2.80935,100,105.77,86.8419057108,100,89.4271660636
335.865,93999.5515446,1.06766,0.1,0.0762991,93999.5515446,0.0177778,1,957.555925299,0.250203,0.01,957.555925299,8.19538e-06,428.06,994.216,0.00259308,957.555925299,0.964884,1.71536,100,103.82,92.4954628587,100,93.6624337025
327.563,66408.596895,1.10079,0.1,0.143676,66408.596895,0.0294334,1,994.409801264,0.382968,0.01,994.409801264,1.45362e-05,483.785,1040.02,0.00385208,994.409801264,0.994183,2.92622,100,107.63,87.4195372872,100,90.8434530312
382.09,65606.8759621,1.1052,0.1,0.474444,65606.8759621,0.0666727,1,1057.2251374,0.125695,0.01,1057.2251374,4.3375e-05,557.471,1104.47,0.00120183,1057.2251374,1.04586,6.97302,100,114.53,69.9588215186,100,90.4815907901
374.162,92327.1252726,1.14624,0.1,0.179003,92327.1252726,0.023568,1,1038.94666173,0.218044,0.01,1038.94666173,1.80664e-05,537.897,1105.62,0.00219054,1038.94666173,0.995392,2.34593,100,112.55,84.8278919467,100,87.2418917098
392.602,97565.7651523,1.12357,0.1,0.17789,97565.7651523,0.0324245,1,1021.11886974,0.251441,0.01,1021.11886974,1.82788e-05,480.807,1082.42,0.00254879,1021.11886974,0.986513,3.19872,100,110.6,84.6769271311,100,89.0020230896
439.887,90524.4551076,1.14317,0.1,0.227835,90524.4551076,0.0294132,1,1044.96239856,0.200903,0.01,1044.96239856,2.33159e-05,403.92,1126.91,0.00203237,1044.96239856,0.988516,2.90754,100,113.28,81.246160157,100,87.4760991074
291.185,71431.9563917,1.08639,0.1,0.117858,71431.9563917,0.0214817,1,1065.51597062,0.406509,0.01,1065.51597062,1.14947e-05,531.704,1109.24,0.00401458,1065.51597062,1.01258,2.1752,100,115.38,89.782912038,100,92.0481354471
346.706,95451.7678334,1.15105,0.1,0.240553,95451.7678334,0.0371078,1,1089.64448997,0.0926123,0.01,1089.64448997,2.25929e-05,589.265,1163.71,0.000897531,1089.64448997,1.03186,3.82899,100,118.1,81.7213421119,100,86.8775611255
384.645,100563.380919,1.17431,0.1,0.373364,100563.380919,0.0423776,1,1074.58659397,0.208374,0.01,1074.58659397,3.44868e-05,574.741,1153.87,0.00200264,1074.58659397,1.04049,4.40937,100,116.64,74.5479053605,100,85.1566513001
358.5,91557.4631297,1.04883,0.1,0.0679704,91557.4631297,0.0180929,1,1087.87126436,0.45355,0.01,1087.87126436,7.00877e-06,425.708,1117.98,0.00460559,1087.87126436,0.98478,1.78176,100,118.0,93.5115363927,100,95.3439104969
312.52,104362.208177,1.08574,0.1,0.136782,104362.208177,0.0171524,1,1057.27489774,0.113429,0.01,1057.27489774,1.20979e-05,460.827,1115.93,0.00106675,1057.27489774,1.06331,1.82383,100,114.52,89.3041372347,100,92.1031449715
394.487,123723.00633,1.11218,0.1,0.190202,123723.00633,0.038643,1,1090.19512748,0.338051,0.01,1090.19512748,1.93834e-05,485.532,1160.01,0.00341263,1090.19512748,0.990587,3.82792,100,118.5,83.8999958966,100,89.9131567027
718.251,96579.5499547,1.27967,0.1,0.553147,96579.5499547,0.0573067,1,1163.73916849,0.153691,0.01,1163.73916849,5.88799e-05,505.259,1292.7,0.00158567,1163.73916849,0.969252,5.55446,100,126.16,63.1747398004,100,78.1453943019
381.893,136627.49575,1.03209,0.1,0.0336298,136627.49575,0.0152274,1,1157.87143184,0.441522,0.01,1157.87143184,3.44623e-06,395.882,1181.32,0.00446953,1157.87143184,0.987848,1.50423,100,125.71,96.7007971841,100,96.8912386892
288.076,91761.1465562,1.06992,0.1,0.0885392,91761.1465562,0.0180473,1,1154.9817068,0.458674,0.01,1154.9817068,8.0159e-06,616.608,1195.24,0.00436428,1154.9817068,1.05097,1.89672,100,125.47,92.647718095,100,93.4649576937
351.545,107810.322035,1.09003,0.1,0.114863,107810.322035,0.0182902,1,1121.66308172,0.266864,0.01,1121.66308172,1.12093e-05,493.25,1176.19,0.00263627,1121.66308172,1.01228,1.85148,100,121.65,90.011260223,100,91.7404676609
219.245,55357.0887479,1.05791,0.1,0.0737565,55357.0887479,0.0156071,1,1113.67068065,0.321353,0.01,1113.67068065,7.3095e-06,640.846,1143.32,0.00319909,1113.67068065,1.00451,1.56776,100,120.95,93.251922024,100,94.5263539598
2487.52,103609.699957,2.17591,0.1,47.5379,103609.699957,0.421269,1,1208.98543095,0.0415436,0.01,1208.98543095,0.00173978,639.126,1636.25,0.000251322,1208.98543095,1.653,69.6357,100,131.26,5.48732246665,100,45.9578688709
293.411,72877.8408472,1.05064,0.1,0.0546998,72877.8408472,0.0168632,1,1154.755689,0.455988,0.01,1154.755689,5.58706e-06,498.441,1186.66,0.00460843,1154.755689,0.989467,1.66856,100,125.55,94.7587320892,100,95.1799414983
450.036,94267.0035776,1.08715,0.1,0.118305,94267.0035776,0.0252763,1,1157.64807245,0.379982,0.01,1157.64807245,1.21237e-05,441.656,1208.97,0.00384663,1157.64807245,0.987831,2.49688,100,125.62,89.283734546,100,91.983870874
293.935,74651.5092257,1.04179,0.1,0.0662449,74651.5092257,0.0171201,1,1213.46483852,0.372779,0.01,1213.46483852,6.29295e-06,547.975,1242.16,0.00363331,1213.46483852,1.026,1.75653,100,131.87,94.1353514641,100,95.9884364516
380.668,104565.680356,1.03675,0.1,0.0532201,104565.680356,0.0148685,1,1209.12427868,0.444865,0.01,1209.12427868,4.83463e-06,307.545,1242.76,0.00424006,1209.12427868,1.04919,1.56,100,131.3,95.4323422809,100,96.4551395951
352.231,104999.601412,1.0429,0.1,0.0479882,104999.601412,0.0177304,1,1146.92505858,0.357903,0.01,1146.92505858,4.84887e-06,445.271,1175.27,0.00359764,1146.92505858,0.994826,1.76387,100,124.77,95.419486922,100,95.8868023349
434.455,123166.530185,1.06214,0.1,0.0802608,123166.530185,0.0185175,1,1231.0722903,0.352992,0.01,1231.0722903,8.11171e-06,389.387,1278.38,0.0035487,1231.0722903,0.994708,1.84195,100,133.71,92.5663645657,100,94.1493791395
300.491,78131.5389356,1.04515,0.1,0.0579368,78131.5389356,0.0156486,1,1219.55067488,0.422535,0.01,1219.55067488,5.71962e-06,563.668,1249.49,0.00419825,1219.55067488,1.00645,1.57496,100,132.42,94.6410273631,100,95.6803586042
324.689,73190.0436517,1.04983,0.1,0.0641517,73190.0436517,0.0180965,1,1253.54062889,0.314645,0.01,1253.54062889,6.14772e-06,531.706,1287.82,0.00308016,1253.54062889,1.02152,1.8486,100,136.01,94.2629020929,100,95.2532721068
343.798,91391.3938724,1.02955,0.1,0.035522,91391.3938724,0.0148255,1,1219.96549262,0.55078,0.01,1219.96549262,3.61699e-06,513.32,1238.18,0.00555781,1219.96549262,0.991002,1.46921,100,132.7,96.5429635226,100,97.1301780047
381.528,114928.011272,1.06385,0.1,0.0795274,114928.011272,0.0243181,1,1262.70849516,0.441138,0.01,1262.70849516,8.52085e-06,525.421,1305.76,0.00456623,1262.70849516,0.966088,2.34934,100,137.02,92.2206037207,100,93.9979993817
2962.56,107742.160722,1.91628,0.1,8.9764,107742.160722,0.243552,1,1267.25019789,0.0996632,0.01,1267.25019789,0.00059864,487.919,1689.9,0.000813891,1267.25019789,1.22453,29.8236,100,137.38,14.437233517,100,52.1843521867
273.726,66335.6818436,1.06757,0.1,0.092051,66335.6818436,0.0225409,1,1274.36062907,0.371405,0.01,1274.36062907,8.82718e-06,724.42,1309.63,0.00363701,1274.36062907,1.02118,2.30183,100,138.52,91.9634118454,100,93.6707484038
269.869,68332.1096251,1.03424,0.1,0.0514111,68332.1096251,0.018576,1,1264.66660005,0.590538,0.01,1264.66660005,5.00228e-06,610.594,1285.98,0.00582511,1264.66660005,1.01378,1.8832,100,137.48,95.2813939182,100,96.6889879709
429.787,113549.793968,1.07046,0.1,0.0845495,113549.793968,0.0186723,1,1284.71453421,0.364917,0.01,1284.71453421,8.78635e-06,485.093,1333.91,0.00372,1284.71453421,0.98096,1.83168,100,139.77,91.9975736122,100,93.4181504502
313.584,83601.9401385,1.04729,0.1,0.0530854,83601.9401385,0.0170759,1,1326.19948905,0.55492,0.01,1326.19948905,5.49783e-06,667.253,1354.66,0.00564727,1326.19948905,0.982634,1.67793,100,143.76,94.8380902073,100,95.4849739877
1069.04,136930.065597,1.29838,0.1,1.9251,136930.065597,0.127956,1,1351.69698907,0.217858,0.01,1351.69698907,0.000160524,538.83,1518.66,0.00198937,1351.69698907,1.09511,14.0125,100,146.92,38.6221713665,100,77.0187989188
339.981,104994.836335,1.05493,0.1,0.0728119,104994.836335,0.0168099,1,1256.13671222,0.381194,0.01,1256.13671222,6.63837e-06,570.095,1295.25,0.00363978,1256.13671222,1.0473,1.7605,100,136.53,93.8332793592,100,94.7928934439
453.722,90292.032525,1.11093,0.1,0.368759,90292.032525,0.0586595,1,1277.69182521,0.30572,0.01,1277.69182521,3.48008e-05,578.501,1337.47,0.00296994,1277.69182521,1.02938,6.03831,100,139.04,74.375552557,100,90.0147813989
482.097,95584.5719852,1.13691,0.1,0.237474,95584.5719852,0.0318927,1,1264.5445275,0.332928,0.01,1264.5445275,2.21933e-05,589.771,1346.0,0.0032185,1264.5445275,1.03442,3.29905,100,137.61,81.9864609595,100,87.9579065732
355.01,97158.3815821,1.04189,0.1,0.046028,97158.3815821,0.0194648,1,1324.87132899,0.544931,0.01,1324.87132899,4.42837e-06,545.329,1354.45,0.00534506,1324.87132899,1.0195,1.98444,100,144.19,95.8000607037,100,95.979233009
1492.14,118180.567595,1.58138,0.1,65.7828,118180.567595,0.46893,1,1312.76843232,0.162788,0.01,1312.76843232,0.00215846,627.458,1597.01,0.000932479,1312.76843232,1.74576,81.8639,100,142.94,4.4705287298,100,63.2360314321
363.059,101792.537991,1.05112,0.1,0.0775723,101792.537991,0.0223475,1,1281.22239794,0.497724,0.01,1281.22239794,7.83085e-06,612.833,1314.98,0.0050008,1281.22239794,0.995288,2.22423,100,139.81,92.805218034,100,95.1364720423
750.877,140060.075998,1.18989,0.1,0.567613,140060.075998,0.0786658,1,1279.11578225,0.311447,0.01,1279.11578225,5.98068e-05,510.747,1378.0,0.00319693,1279.11578225,0.974206,7.66367,100,139.08,62.8106373115,100,84.0410432797
428.162,71537.2937067,1.07917,0.1,0.134813,71537.2937067,0.0287912,1,1267.53884692,0.26963,0.01,1267.53884692,1.25348e-05,564.632,1312.16,0.00259993,1267.53884692,1.03707,2.98584,100,137.89,88.9604818887,100,92.664104265
307.669,94278.4392545,1.02572,0.1,0.038244,94278.4392545,0.0193286,1,1324.35270357,0.394725,0.01,1324.35270357,3.71889e-06,537.788,1343.81,0.00389242,1324.35270357,1.01409,1.96009,100,143.8,96.449027838,100,97.4929122862
351.029,86863.2875937,1.0813,0.1,0.133871,86863.2875937,0.0321838,1,1306.53931435,0.36741,0.01,1306.53931435,1.4112e-05,673.951,1354.25,0.00377226,1306.53931435,0.973978,3.13463,100,142.04,87.7417091823,100,92.4814747279
332.611,97576.8855655,1.04166,0.1,0.0592866,97576.8855655,0.016071,1,1307.60112597,0.388439,0.01,1307.60112597,5.91078e-06,596.219,1340.45,0.00387852,1307.60112597,1.00151,1.60953,100,142.4,94.4718343636,100,96.0009924419
384.249,130983.965833,1.05432,0.1,0.0820456,130983.965833,0.0247341,1,1352.42845152,0.431631,0.01,1352.42845152,7.97352e-06,578.814,1390.92,0.0042551,1352.42845152,1.01438,2.50899,100,147.12,92.6837539524,100,94.8479625448
886.379,105828.854293,1.25864,0.1,0.83006,105828.854293,0.0911469,1,1308.62062878,0.246365,0.01,1308.62062878,8.04302e-05,617.264,1429.73,0.00242513,1308.62062878,1.01589,9.25949,100,142.38,55.671247899,100,79.4510658865
864.78,104377.438554,1.28234,0.1,4.73477,104377.438554,0.177235,1,1320.11704093,0.23033,0.01,1320.11704093,0.000318804,544.741,1478.43,0.00189,1320.11704093,1.21867,21.5991,100,143.59,24.0606673765,100,77.9824788264
1991.24,120267.344154,1.6951,0.1,11.4159,120267.344154,0.256898,1,1291.23998892,0.0825462,0.01,1291.23998892,0.000640479,612.845,1559.27,0.000618292,1291.23998892,1.33507,34.2976,100,140.63,13.6225886731,100,58.9934760251
433.305,135291.118623,1.04585,0.1,0.0523064,135291.118623,0.0194019,1,1343.47000628,0.577084,0.01,1343.47000628,5.25953e-06,505.372,1380.59,0.00578676,1343.47000628,0.997249,1.93485,100,145.91,95.0507793081,100,95.6162423671
497.748,115219.606781,1.0971,0.1,0.142282,115219.606781,0.0259,1,1326.86453002,0.443778,0.01,1326.86453002,1.36165e-05,524.471,1389.15,0.00434134,1326.86453002,1.02221,2.64754,100,144.23,88.1210252116,100,91.1493427194
368.564,112998.228026,1.04886,0.1,0.0533583,112998.228026,0.0181528,1,1291.0248018,0.441565,0.01,1291.0248018,4.7476e-06,605.931,1322.59,0.00416515,1291.0248018,1.06014,1.92445,100,140.41,95.5108701708,100,95.3415264881
426.672,144641.088485,1.05078,0.1,0.0617313,144641.088485,0.0169294,1,1281.36575472,0.434576,0.01,1281.36575472,6.17123e-06,516.095,1319.63,0.00434509,1281.36575472,1.00015,1.6932,100,139.48,94.2422464534,100,95.1670703146
402.8,126991.466829,1.03732,0.1,0.0491268,126991.466829,0.0201538,1,1335.54164118,0.607702,0.01,1335.54164118,4.73843e-06,485.311,1365.96,0.00596827,1335.54164118,1.01822,2.0521,100,145.31,95.5191750761,100,96.4021549399
453.211,131124.483058,1.06837,0.1,0.104342,131124.483058,0.0257446,1,1350.32685356,0.527915,0.01,1350.32685356,1.08382e-05,610.635,1393.07,0.00538038,1350.32685356,0.981186,2.52603,100,147.04,90.3098755301,100,93.6007314342
1991.26,170862.990669,1.59396,0.1,12.0171,170862.990669,0.282886,1,1402.85535423,0.252746,0.01,1402.85535423,0.000776978,548.322,1711.68,0.0020323,1402.85535423,1.24364,35.181,100,152.42,11.5047266917,100,62.7369798417
361.831,130632.571092,1.05794,0.1,0.0808837,130632.571092,0.0208618,1,1315.46857492,0.458107,0.01,1315.46857492,8.12488e-06,650.983,1353.61,0.00459139,1315.46857492,0.99775,2.08149,100,143.15,92.5552052351,100,94.5230840237
3623.85,191825.331973,2.58601,0.1,64.7959,191825.331973,0.474354,1,1362.9408137,0.0743817,0.01,1362.9408137,0.00222288,741.956,2136.8,0.000435663,1362.9408137,1.70732,80.9875,100,148.4,4.34658779921,100,38.6695468505
628.512,193480.896052,1.10804,0.1,0.121884,193480.896052,0.0293372,1,1380.78571891,0.405049,0.01,1380.78571891,1.25354e-05,551.684,1458.61,0.00410773,1380.78571891,0.986063,2.89283,100,149.82,88.9600854884,100,90.2493641152
432.859,135625.130434,1.11519,0.1,0.165757,135625.130434,0.0250005,1,1280.99918392,0.347251,0.01,1280.99918392,1.6763e-05,587.296,1358.41,0.00349207,1280.99918392,0.994397,2.48604,100,139.63,85.7666615863,100,89.6704422513
513.483,196691.802271,1.05842,0.1,0.0822329,196691.802271,0.0197447,1,1305.79848642,0.490404,0.01,1305.79848642,7.60154e-06,304.855,1361.89,0.00471501,1305.79848642,1.04009,2.05363,100,142.42,93.001174906,100,94.4801059344
414.904,140978.908458,1.02771,0.1,0.0285623,140978.908458,0.0140363,1,1312.66434233,0.582354,0.01,1312.66434233,2.74813e-06,287.896,1340.38,0.00571228,1312.66434233,1.01948,1.43097,100,142.94,97.3514059276,100,97.3038419356
869.105,146741.015518,1.20587,0.1,0.960835,146741.015518,0.090074,1,1374.62878491,0.397627,0.01,1374.62878491,7.83646e-05,604.1,1483.35,0.00359096,1374.62878491,1.1073,9.97388,100,149.39,56.3123509302,100,82.9276191632
572.647,201734.571086,1.07746,0.1,0.10862,201734.571086,0.0267119,1,1307.83833352,0.470623,0.01,1307.83833352,1.04466e-05,406.752,1367.5,0.00461538,1307.83833352,1.01969,2.72377,100,142.63,90.6271637563,100,92.8104959868
427.49,118720.813294,1.0806,0.1,0.133952,118720.813294,0.0238084,1,1384.36066277,0.231648,0.01,1384.36066277,1.40477e-05,621.306,1442.04,0.00237224,1384.36066277,0.976498,2.32488,100,150.52,87.7907353044,100,92.5408521481
409.277,149357.263522,1.02447,0.1,0.0283986,149357.263522,0.0144266,1,1341.66906461,0.508242,0.01,1341.66906461,2.82241e-06,526.257,1361.2,0.00506678,1341.66906461,1.00309,1.44711,100,146.01,97.2818064909,100,97.6117004534
1264.21,139374.93962,1.3166,0.1,10.9591,139374.93962,0.25057,1,1355.30684872,0.291147,0.01,1355.30684872,0.000603413,659.184,1536.4,0.00216039,1355.30684872,1.34766,33.7683,100,147.57,14.3394120392,100,75.9530016464
471.297,144853.694243,1.07083,0.1,0.101937,144853.694243,0.025802,1,1275.00963306,0.440346,0.01,1275.00963306,1.06768e-05,558.793,1321.36,0.00450659,1275.00963306,0.977116,2.52116,100,138.93,90.4404028919,100,93.3857241077
3685.41,126519.029971,2.77664,0.1,149.343,126519.029971,0.591328,1,1389.15191705,0.0150569,0.01,1389.15191705,0.00347115,850.173,2315.0,7.25906e-05,1389.15191705,2.07422,122.655,100,151.01,2.82770518613,100,36.0147493494
474.816,118557.914083,1.11251,0.1,0.180401,118557.914083,0.0308166,1,1345.92781335,0.368801,0.01,1345.92781335,1.85619e-05,659.383,1412.38,0.00374098,1345.92781335,0.985843,3.03803,100,146.77,84.4763744868,100,89.8865944419
429.244,157695.401432,1.03961,0.1,0.0363132,157695.401432,0.0146257,1,1362.79621557,0.43613,0.01,1362.79621557,3.53659e-06,448.606,1398.0,0.00430404,1362.79621557,1.0133,1.48203,100,148.64,96.6172178142,100,96.1895066551
399.512,135449.443966,1.06209,0.1,0.106302,135449.443966,0.0212749,1,1337.2497708,0.466235,0.01,1337.2497708,9.97371e-06,601.855,1382.22,0.00451608,1337.2497708,1.03239,2.1964,100,145.86,91.0133796725,100,94.1539230988
552.192,204388.748143,1.13126,0.1,0.16741,204388.748143,0.0218216,1,1377.64426237,0.377775,0.01,1377.64426237,1.50413e-05,606.855,1470.27,0.00358084,1377.64426237,1.05499,2.30216,100,150.2,87.0390606641,100,88.3970150361
451.207,168428.975031,1.0374,0.1,0.0632543,168428.975031,0.0249904,1,1398.15806838,0.5721,0.01,1398.15806838,6.04051e-06,473.52,1430.96,0.00559067,1398.15806838,1.02331,2.5573,100,152.57,94.357329989,100,96.3951427172
330.84,103980.294004,1.03758,0.1,0.0478429,103980.294004,0.0187376,1,1410.46297433,0.356269,0.01,1410.46297433,4.7927e-06,641.052,1439.5,0.00356582,1410.46297433,0.999123,1.87212,100,153.56,95.4701437106,100,96.3778989831
650.636,155513.724637,1.12305,0.1,0.19663,155513.724637,0.0385669,1,1404.41257452,0.319271,0.01,1404.41257452,1.91474e-05,561.348,1489.45,0.00315057,1404.41257452,1.01338,3.90828,100,153.15,84.0647745069,100,89.043383743
482.156,184445.981598,1.03858,0.1,0.0424976,184445.981598,0.0155462,1,1407.98581655,0.54743,0.01,1407.98581655,4.05791e-06,412.187,1445.2,0.00534931,1407.98581655,1.02337,1.59095,100,153.5,96.1378322274,100,96.2851523515
433.331,164008.18988,1.04634,0.1,0.0590639,164008.18988,0.0202209,1,1380.28891892,0.349421,0.01,1380.28891892,5.70101e-06,563.551,1418.67,0.00343292,1380.28891892,1.01785,2.05819,100,150.48,94.6575196249,100,95.5709907241
