J,EpsThisIter,AvgDiscRet,VarDiscRet,eRenyi2,MinNormIw,VanillaAvgRet,IterType,AvgRet,VarNormIw,AvgVanillaIw,Bound,AvgNormIw,ESSClassic,MinVanillaIw,AvgEpLen,VarRet,BatchSize,VarJ,Delta,VarVanillaIw,MaxVanillaIw,MaxNormIw,ESSRenyi
-99.8299,100,-100.112207858,65.0036957971,1.00881,0.00783708,-100.112207858,1,-100.112207858,1.18578e-06,0.997482,-133.736,0.01,98.8397108646,0.781735,44.6,65.0036957971,100,8.40858,0.1,0.0117982,1.48257,0.0148631,99.126209313
-97.9614,100,-98.1881908421,69.698062619,1.00643,0.00603177,-98.1881908421,1,-98.1881908421,8.36759e-07,0.990544,-131.678,0.01,99.1784558529,0.597473,44.11,69.698062619,100,8.48187,0.1,0.0082101,1.22346,0.0123514,99.3611404335
-101.267,100,-101.434417485,70.0436492326,1.00484,0.0067621,-101.434417485,1,-101.434417485,5.55843e-07,0.995353,-136.743,0.01,99.4527360658,0.673067,46.77,70.0436492326,100,8.54776,0.1,0.00550688,1.12341,0.0112865,99.5188137192
-100.339,100,-100.498433627,99.6697486796,1.00464,0.00619093,-100.498433627,1,-100.498433627,4.48375e-07,1.00139,-134.62,0.01,99.5580734717,0.619951,42.4,99.6697486796,100,10.3755,0.1,0.0044962,1.13866,0.0113708,99.5380620058
-100.81,100,-101.027016826,46.9498244955,1.00629,0.00804537,-101.027016826,1,-101.027016826,6.95004e-07,0.999461,-136.081,0.01,99.3166399256,0.804103,41.36,46.9498244955,100,6.94213,0.1,0.00694254,1.16796,0.0116859,99.3744530685
-98.919,100,-99.2308855321,52.3258473442,1.00902,0.00701352,-99.2308855321,1,-99.2308855321,1.16061e-06,1.00848,-134.273,0.01,98.8640612431,0.707299,44.1,52.3258473442,100,7.55724,0.1,0.0118037,1.2802,0.0126944,99.1056797805
-99.8217,100,-100.113697453,50.4237511941,1.00817,0.00496085,-100.113697453,1,-100.113697453,1.16231e-06,1.00868,-133.72,0.01,98.8623957163,0.500394,42.47,50.4237511941,100,7.08463,0.1,0.0118258,1.19508,0.0118479,99.1897137742
-99.5911,100,-99.7062555828,47.2739022983,1.00315,0.00667546,-99.7062555828,1,-99.7062555828,3.98605e-07,1.00088,-134.354,0.01,99.6069528089,0.668136,42.05,47.2739022983,100,6.78386,0.1,0.0039931,1.07451,0.0107356,99.6858957296
-99.8778,100,-100.136642992,73.5128417533,1.00749,0.00786876,-100.136642992,1,-100.136642992,7.99713e-07,1.00718,-135.832,0.01,99.2145281236,0.792526,47.79,73.5128417533,100,8.64871,0.1,0.00811238,1.40522,0.013952,99.2565644738
-99.4327,100,-99.6290756598,56.1470167952,1.00588,0.00629592,-99.6290756598,1,-99.6290756598,6.50403e-07,1.00123,-133.032,0.01,99.3602325559,0.630365,42.91,56.1470167952,100,7.69275,0.1,0.00652,1.19742,0.0119595,99.4153667145
-99.9193,100,-100.009414826,57.0358454537,1.00253,0.00866842,-100.009414826,1,-100.009414826,2.24966e-07,1.00227,-134.935,0.01,99.7777969906,0.868811,45.27,57.0358454537,100,7.53232,0.1,0.0022599,1.11657,0.0111404,99.7474389549
-97.6031,100,-97.9753993727,115.711635957,1.01142,0.00539774,-97.9753993727,1,-97.9753993727,1.52075e-06,0.974381,-131.735,0.01,98.5168154674,0.525945,45.11,115.711635957,100,12.1332,0.1,0.0144383,1.32485,0.0135969,98.8707650744
-98.3458,100,-98.5192970926,90.7239686994,1.00482,0.00753428,-98.5192970926,1,-98.5192970926,4.74696e-07,1.00018,-133.261,0.01,99.5322586213,0.753567,45.55,90.7239686994,100,9.93516,0.1,0.0047487,1.13443,0.0113422,99.5207736337
-98.2788,100,-98.3901889882,51.6220449323,1.00343,0.00869268,-98.3901889882,1,-98.3901889882,3.53153e-07,0.986814,-131.287,0.01,99.6516226538,0.857806,43.86,51.6220449323,100,7.35129,0.1,0.00343901,1.1089,0.0112372,99.6580176715
-99.4813,100,-99.6343232078,107.005631342,1.00452,0.00763473,-99.6343232078,1,-99.6343232078,5.19117e-07,0.99806,-134.881,0.01,99.4887280165,0.761992,42.47,107.005631342,100,10.6108,0.1,0.00517104,1.15027,0.011525,99.5500044087
-99.6038,100,-99.8033649135,57.8001967577,1.00594,0.00809492,-99.8033649135,1,-99.8033649135,7.23327e-07,1.0118,-134.271,0.01,99.2890212465,0.819046,41.81,57.8001967577,100,7.96455,0.1,0.00740501,1.39238,0.0137614,99.409617456
-99.9958,100,-100.148444874,41.0339550275,1.00451,0.00685873,-100.148444874,1,-100.148444874,5.53201e-07,1.00204,-135.105,0.01,99.4553073956,0.68727,45.32,41.0339550275,100,6.38493,0.1,0.00555457,1.08593,0.0108372,99.5512685102
-99.1423,100,-99.3909172799,54.0492297515,1.00755,0.00711244,-99.3909172799,1,-99.3909172799,8.03666e-07,0.99969,-132.494,0.01,99.2106538891,0.711023,43.96,54.0492297515,100,7.37295,0.1,0.00803168,1.19069,0.0119106,99.2505399936
-99.8294,100,-99.8954705715,56.1204456527,1.00196,0.00892583,-99.8954705715,1,-99.8954705715,1.80262e-07,1.00473,-134.488,0.01,99.8218640232,0.896807,43.82,56.1204456527,100,7.49906,0.1,0.00181971,1.09976,0.0109458,99.8043557613
-99.7575,100,-99.8747525544,69.5072859581,1.00322,0.00835185,-99.8747525544,1,-99.8747525544,4.00688e-07,0.998155,-135.809,0.01,99.6048672026,0.833645,42.01,69.5072859581,100,8.54588,0.1,0.00399211,1.11803,0.011201,99.6788477637
-97.9009,100,-98.0612515371,51.0286963333,1.00469,0.00788754,-98.0612515371,1,-98.0612515371,5.24211e-07,1.00389,-132.289,0.01,99.4837154209,0.791824,45.43,51.0286963333,100,7.2223,0.1,0.00528299,1.12293,0.0111858,99.5327945568
-98.0543,100,-98.1860107757,80.8008651447,1.00378,0.00835265,-98.1860107757,1,-98.1860107757,3.69371e-07,0.99034,-132.726,0.01,99.6356454966,0.827197,46.12,80.8008651447,100,9.04743,0.1,0.0036227,1.10735,0.0111815,99.6234818852
-96.6505,100,-96.7952039271,94.1514477598,1.00426,0.0085361,-96.7952039271,1,-96.7952039271,3.09084e-07,0.998725,-130.93,0.01,99.6949434092,0.852522,47.52,94.1514477598,100,9.80698,0.1,0.00308296,1.11909,0.0112052,99.5761553997
-99.7178,100,-99.7864134802,43.5955284732,1.00216,0.0094559,-99.7864134802,1,-99.7864134802,2.27951e-07,1.0022,-133.647,0.01,99.774821286,0.947667,43.55,43.5955284732,100,6.81724,0.1,0.00228954,1.24013,0.0123741,99.784707615
-99.4778,100,-99.5469579547,40.8625266666,1.00207,0.00884266,-99.5469579547,1,-99.5469579547,2.00308e-07,0.9996,-132.964,0.01,99.8020871648,0.883912,40.84,40.8625266666,100,6.423,0.1,0.00200148,1.10231,0.0110275,99.7934681891
-98.172,100,-98.379774467,75.6726881692,1.00613,0.00825679,-98.379774467,1,-98.379774467,8.78462e-07,1.00773,-131.778,0.01,99.1378577707,0.832058,46.19,75.6726881692,100,8.75604,0.1,0.0089209,1.29934,0.0128938,99.3907720911
-100.107,100,-100.273055137,49.1098269508,1.00478,0.00708374,-100.273055137,1,-100.273055137,6.63113e-07,0.991497,-135.135,0.01,99.3478083589,0.70235,44.59,49.1098269508,100,7.0812,0.1,0.00651883,1.14116,0.0115095,99.5243866904
-97.935,100,-98.0897498831,80.2036410813,1.00464,0.00819518,-98.0897498831,1,-98.0897498831,3.60894e-07,1.00295,-132.196,0.01,99.6440002298,0.821934,44.69,80.2036410813,100,9.12873,0.1,0.00363025,1.13689,0.0113355,99.5383572829
-98.1484,100,-98.2761911164,81.4220421331,1.00401,0.00909925,-98.2761911164,1,-98.2761911164,4.18167e-07,1.00278,-132.54,0.01,99.5877327933,0.912454,46.75,81.4220421331,100,9.45885,0.1,0.00420494,1.28114,0.0127759,99.6006053492
-100.092,100,-100.286490405,62.0401380173,1.00558,0.00760724,-100.286490405,1,-100.286490405,5.68474e-07,0.996596,-134.548,0.01,99.4403539098,0.758134,43.7,62.0401380173,100,8.02789,0.1,0.0056461,1.20115,0.0120526,99.4448185275
-98.0173,100,-98.1375998476,72.7302959897,1.00358,0.0085739,-98.1375998476,1,-98.1375998476,4.32514e-07,1.00938,-132.255,0.01,99.5736493192,0.865435,44.34,72.7302959897,100,8.71905,0.1,0.00440669,1.21419,0.0120291,99.6435045174
-99.5616,100,-99.777451775,69.8661135417,1.00617,0.00825214,-99.777451775,1,-99.777451775,5.73862e-07,1.00186,-136.122,0.01,99.4350951352,0.826747,44.57,69.8661135417,100,8.58362,0.1,0.00575996,1.29046,0.0128807,99.3865681941
-99.8724,100,-99.9146616979,41.4869465275,1.00123,0.00888793,-99.9146616979,1,-99.9146616979,1.18373e-07,0.999479,-134.194,0.01,99.8829420298,0.88833,42.36,41.4869465275,100,6.48164,0.1,0.0011825,1.12178,0.0112237,99.876663404
-99.9127,100,-99.9964577799,65.6932981135,1.00243,0.0084326,-99.9964577799,1,-99.9964577799,1.80947e-07,1.00393,-134.634,0.01,99.8211883616,0.846577,43.91,65.6932981135,100,8.10414,0.1,0.00182374,1.0817,0.0107746,99.7578300891
-99.2614,100,-99.3407584311,54.7432969778,1.00242,0.0088507,-99.3407584311,1,-99.3407584311,2.6047e-07,0.995049,-132.92,0.01,99.742797368,0.880688,40.8,54.7432969778,100,7.66548,0.1,0.00257897,1.16133,0.0116711,99.7586605243
-99.2592,100,-99.3672256173,56.9379742368,1.00306,0.00704284,-99.3672256173,1,-99.3672256173,2.94204e-07,1.00545,-133.367,0.01,99.709574705,0.70812,43.02,56.9379742368,100,7.44189,0.1,0.00297417,1.11466,0.0110863,99.6945204789
-98.9246,100,-99.1042298372,76.2301925905,1.00482,0.00837732,-99.1042298372,1,-99.1042298372,3.90722e-07,1.00379,-135.028,0.01,99.6146959827,0.840908,42.9,76.2301925905,100,8.74747,0.1,0.0039369,1.16137,0.0115699,99.5200179949
-99.3426,100,-99.4413453565,48.1296447621,1.00298,0.00820477,-99.4413453565,1,-99.4413453565,3.59207e-07,0.994369,-133.327,0.01,99.6456531534,0.815857,45.26,48.1296447621,100,6.95519,0.1,0.00355173,1.12628,0.0113266,99.7026016119
-98.6104,100,-98.949791796,70.2481227581,1.00913,0.00666977,-98.949791796,1,-98.949791796,9.13799e-07,1.00224,-136.562,0.01,99.103475016,0.668472,48.88,70.2481227581,100,8.07445,0.1,0.00917899,1.1439,0.0114134,99.0954123496
-99.5971,100,-99.6839413621,35.8811909675,1.00265,0.00867758,-99.6839413621,1,-99.6839413621,2.96892e-07,0.994895,-132.441,0.01,99.706955649,0.863328,42.59,35.8811909675,100,6.06409,0.1,0.00293869,1.1626,0.0116857,99.7361250449
-97.6504,100,-97.9788718934,129.740304878,1.00971,0.00764822,-97.9788718934,1,-97.9788718934,1.18789e-06,0.994461,-131.815,0.01,98.8376641228,0.760586,46.85,129.740304878,100,11.958,0.1,0.0117477,1.37485,0.0138251,99.0387631678
-100.328,100,-100.391513648,37.4184185293,1.00164,0.00878351,-100.391513648,1,-100.391513648,1.7837e-07,0.997756,-136.242,0.01,99.8237280373,0.87638,45.46,37.4184185293,100,6.08753,0.1,0.00177571,1.21911,0.0122185,99.836391107
-98.8031,100,-98.9394581869,70.1629162252,1.00407,0.00852357,-98.9394581869,1,-98.9394581869,5.63006e-07,1.00299,-132.439,0.01,99.4457209784,0.854905,46.03,70.1629162252,100,8.62556,0.1,0.00566377,1.20397,0.0120038,99.5945390341
-99.4646,100,-99.697965407,75.0598679482,1.00657,0.00657198,-99.697965407,1,-99.697965407,7.59613e-07,0.991807,-135.147,0.01,99.2536279524,0.651814,44.69,75.0598679482,100,8.8611,0.1,0.00747217,1.14252,0.0115196,99.3469489267
-100.485,100,-100.514947057,43.9330161789,1.00086,0.00930675,-100.514947057,1,-100.514947057,6.73374e-08,1.00466,-135.981,0.01,99.9333771464,0.935015,40.97,43.9330161789,100,6.58764,0.1,0.000679669,1.06618,0.0106123,99.9145047289
-99.3848,100,-99.5151259103,54.336440704,1.00367,0.00876749,-99.5151259103,1,-99.5151259103,3.24424e-07,0.998238,-134.106,0.01,99.6798661818,0.875205,40.74,54.336440704,100,7.26228,0.1,0.00323282,1.19087,0.0119297,99.6341312196
-99.5732,100,-99.6457742334,32.6795479254,1.00215,0.00856732,-99.6457742334,1,-99.6457742334,2.13832e-07,1.00536,-133.511,0.01,99.7887193028,0.861321,43.37,32.6795479254,100,5.68799,0.1,0.00216128,1.14904,0.0114292,99.7854791485
-98.9308,100,-99.0430220674,58.2302301779,1.00352,0.0084153,-99.0430220674,1,-99.0430220674,2.54607e-07,1.00724,-131.895,0.01,99.7486216287,0.847625,43.4,58.2302301779,100,7.85425,0.1,0.00258309,1.13179,0.0112365,99.6493282117
-98.7999,100,-98.8295819957,51.4353277929,1.00089,0.00891787,-98.8295819957,1,-98.8295819957,8.72317e-08,0.999661,-131.385,0.01,99.9137457655,0.891484,42.91,51.4353277929,100,7.12225,0.1,0.000871726,1.05824,0.010586,99.9113987809
-99.2875,100,-99.4592935153,52.8844822412,1.00516,0.00871736,-99.4592935153,1,-99.4592935153,4.84832e-07,0.989782,-133.041,0.01,99.5223018585,0.862828,41.9,52.8844822412,100,7.79892,0.1,0.00474974,1.21509,0.0122764,99.4862856923
-98.4821,100,-98.6132743645,82.769467533,1.00391,0.00667954,-98.6132743645,1,-98.6132743645,5.111e-07,0.99723,-132.258,0.01,99.4965798083,0.666104,42.2,82.769467533,100,9.27609,0.1,0.00508272,1.09901,0.0110206,99.610871285
-99.2529,100,-99.3390586655,51.5117883561,1.00237,0.00620472,-99.3390586655,1,-99.3390586655,3.35101e-07,0.997988,-132.919,0.01,99.6693561602,0.619223,44.18,51.5117883561,100,7.20519,0.1,0.00333753,1.06326,0.010654,99.7636790197
-99.2408,100,-99.3408470825,52.4139341769,1.003,0.00883883,-99.3408470825,1,-99.3408470825,4.48387e-07,1.01435,-133.673,0.01,99.5580600074,0.896564,41.83,52.4139341769,100,7.58223,0.1,0.00461345,1.29478,0.0127647,99.70061083
-97.9295,100,-98.1238098233,69.0921685816,1.00588,0.00779774,-98.1238098233,1,-98.1238098233,6.74374e-07,0.990431,-130.987,0.01,99.3368170038,0.772312,40.89,69.0921685816,100,8.21603,0.1,0.00661529,1.15806,0.0116925,99.4149661299
-97.923,100,-98.1231134039,90.4445410141,1.00589,0.00791113,-98.1231134039,1,-98.1231134039,5.31122e-07,0.999156,-132.716,0.01,99.4769401821,0.790445,41.39,90.4445410141,100,9.95704,0.1,0.00530226,1.14392,0.0114489,99.4140471538
-99.7258,100,-99.7851701032,50.3589074319,1.00182,0.008553,-99.7851701032,1,-99.7851701032,1.08791e-07,1.00706,-133.548,0.01,99.8924025028,0.861335,44.56,50.3589074319,100,7.11611,0.1,0.00110331,1.08062,0.0107305,99.818120007
-96.8521,100,-97.2733738273,83.9229675003,1.01427,0.00833087,-97.2733738273,1,-97.2733738273,3.19482e-06,1.01506,-131.069,0.01,96.9341116944,0.845637,50.5,83.9229675003,100,10.1644,0.1,0.032918,1.99239,0.0196282,98.5926646874
-98.5605,100,-98.7020319872,72.0184016673,1.00418,0.00883249,-98.7020319872,1,-98.7020319872,4.31259e-07,0.996886,-133.335,0.01,99.5748501251,0.880499,44.61,72.0184016673,100,8.727,0.1,0.00428578,1.31751,0.0132162,99.5834134644
-97.4176,100,-97.5385672198,67.8131554866,1.00383,0.00830582,-97.5385672198,1,-97.5385672198,3.52229e-07,1.00265,-130.138,0.01,99.6525092731,0.832785,45.53,67.8131554866,100,8.40328,0.1,0.003541,1.11623,0.0111328,99.6184183338
-98.8878,100,-99.1386485609,49.1655726369,1.00752,0.00756034,-99.1386485609,1,-99.1386485609,7.60542e-07,1.00212,-133.002,0.01,99.2527086516,0.757639,41.57,49.1655726369,100,7.25463,0.1,0.00763774,1.18625,0.0118374,99.253440578
-99.6567,100,-99.7688427521,61.2501158129,1.00321,0.0086381,-99.7688427521,1,-99.7688427521,3.33696e-07,1.00103,-134.859,0.01,99.6707526692,0.8647,45.74,61.2501158129,100,7.90555,0.1,0.00334384,1.23814,0.0123687,99.6798782444
-98.9243,100,-99.0271199437,65.4335956914,1.00302,0.00741082,-99.0271199437,1,-99.0271199437,3.45031e-07,1.00125,-132.502,0.01,99.6595731497,0.742006,46.19,65.4335956914,100,8.17447,0.1,0.00345893,1.10123,0.0109986,99.6992481382
-100.423,100,-100.605166292,41.874010626,1.00525,0.00788515,-100.605166292,1,-100.605166292,6.58907e-07,0.993487,-136.533,0.01,99.3519146688,0.783379,41.35,41.874010626,100,6.49033,0.1,0.00650352,1.34757,0.0135641,99.4781688046
-97.9692,100,-98.0763480393,57.6105633943,1.0033,0.00809822,-98.0763480393,1,-98.0763480393,3.27162e-07,0.995297,-131.432,0.01,99.6771638757,0.806013,43.42,57.6105633943,100,7.71719,0.1,0.00324091,1.2013,0.0120698,99.6706757403
-98.7446,100,-98.7983367212,39.1217460057,1.00158,0.00853156,-98.7983367212,1,-98.7983367212,1.41295e-07,1.00496,-133.841,0.01,99.8603407164,0.857388,42.52,39.1217460057,100,6.2324,0.1,0.001427,1.1032,0.0109776,99.8423205539
-98.4014,100,-98.5308578409,65.5076529132,1.00381,0.0081816,-98.5308578409,1,-98.5308578409,4.81613e-07,1.00704,-132.212,0.01,99.5254771323,0.823923,44.54,65.5076529132,100,8.09677,0.1,0.00488421,1.22598,0.0121741,99.6207016005
-98.4313,100,-98.5714366918,68.7653061227,1.0041,0.0077298,-98.5714366918,1,-98.5714366918,4.68311e-07,0.997255,-133.22,0.01,99.538559334,0.770858,42.9,68.7653061227,100,8.42988,0.1,0.00465743,1.11262,0.0111568,99.5921505513
-98.5428,100,-98.7395203134,83.1942514726,1.00574,0.00725886,-98.7395203134,1,-98.7395203134,8.49813e-07,1.00036,-134.266,0.01,99.1656903062,0.726146,43.61,83.1942514726,100,9.50786,0.1,0.0085042,1.34268,0.013422,99.4294599231
-99.2222,100,-99.3701069333,64.9288252248,1.00439,0.00819989,-99.3701069333,1,-99.3701069333,4.93172e-07,1.00686,-133.566,0.01,99.5141576599,0.825611,43.23,64.9288252248,100,8.18672,0.1,0.00499957,1.11192,0.0110435,99.5630013767
-98.7887,100,-98.9172262335,64.9967161122,1.00362,0.00793232,-98.9172262335,1,-98.9172262335,4.53017e-07,0.99486,-133.703,0.01,99.5535115491,0.789155,45.04,64.9967161122,100,8.0518,0.1,0.00448372,1.19959,0.0120579,99.6396579381
-99.5523,100,-99.6817883927,53.2328748463,1.00365,0.00796439,-99.6817883927,1,-99.6817883927,4.26072e-07,0.99282,-134.743,0.01,99.5799485536,0.790721,43.39,53.2328748463,100,7.30365,0.1,0.00419976,1.1,0.0110795,99.6366755642
-98.4554,100,-98.5795138896,51.8864387602,1.00385,0.00794443,-98.5795138896,1,-98.5795138896,4.8474e-07,0.997561,-131.52,0.01,99.5224219682,0.792506,43.88,51.8864387602,100,7.28305,0.1,0.00482378,1.13193,0.011347,99.6168449518
-99.7706,100,-99.9780811841,41.2930018537,1.00584,0.00611615,-99.9780811841,1,-99.9780811841,8.17077e-07,1.00111,-135.43,0.01,99.1975714225,0.612293,42.42,41.2930018537,100,6.30145,0.1,0.00818891,1.12349,0.0112224,99.4189956873
-99.8948,100,-99.9704232932,61.1254648821,1.00206,0.00790762,-99.9704232932,1,-99.9704232932,2.52342e-07,0.999448,-135.916,0.01,99.7508095328,0.790326,43.28,61.1254648821,100,7.81887,0.1,0.00252063,1.07768,0.0107828,99.7943823214
-98.8678,100,-99.002017213,58.1375392276,1.00384,0.00901816,-99.002017213,1,-99.002017213,5.53567e-07,1.00866,-132.821,0.01,99.4549387345,0.909627,45.27,58.1375392276,100,7.78538,0.1,0.00563198,1.42905,0.0141678,99.6177440211
-97.4631,100,-98.1941471295,85.132735931,1.02392,0.00685276,-98.1941471295,1,-98.1941471295,4.23631e-06,1.02101,-131.435,0.01,95.9748647949,0.699677,41.6,85.132735931,100,11.1963,0.1,0.0441623,2.33247,0.0228446,97.6639766778
-99.6765,100,-99.824938853,48.958690098,1.00453,0.00791011,-99.824938853,1,-99.824938853,4.12588e-07,0.997715,-134.123,0.01,99.5931779965,0.789203,44.01,48.958690098,100,7.21883,0.1,0.00410705,1.22859,0.0123141,99.5487875936
-98.6263,100,-98.7993878308,67.0029677617,1.00506,0.00760066,-98.7993878308,1,-98.7993878308,4.47504e-07,1.01071,-133.354,0.01,99.5589330167,0.768203,43.64,67.0029677617,100,8.3607,0.1,0.00457138,1.10264,0.0109096,99.4963982613
-98.3699,100,-98.7354956438,61.56875824,1.0102,0.0065744,-98.7354956438,1,-98.7354956438,1.29404e-06,0.992528,-133.873,0.01,98.7351218045,0.652528,44.77,61.56875824,100,7.87555,0.1,0.0127478,1.24602,0.012554,98.9904484917
-99.2641,100,-99.382506114,42.6336637253,1.00368,0.00766678,-99.382506114,1,-99.382506114,3.60258e-07,1.00282,-132.633,0.01,99.64464181,0.768837,42.53,42.6336637253,100,6.65034,0.1,0.00362289,1.09143,0.0108836,99.6333146901
-99.5986,100,-99.680307387,51.5494600805,1.00238,0.00893428,-99.680307387,1,-99.680307387,2.19278e-07,1.0082,-134.631,0.01,99.7833897238,0.900756,41.23,51.5494600805,100,7.25122,0.1,0.0022289,1.16987,0.0116035,99.7630027391
-99.327,100,-99.3877749682,39.8667402662,1.00172,0.00904026,-99.3877749682,1,-99.3877749682,1.86163e-07,1.0011,-133.919,0.01,99.816020759,0.905023,41.93,39.8667402662,100,6.40482,0.1,0.00186574,1.24081,0.0123944,99.8280863124
-99.3829,100,-99.775721924,64.4622362168,1.01138,0.00691461,-99.775721924,1,-99.775721924,1.20933e-06,0.982181,-134.174,0.01,98.8169151825,0.67914,41.67,64.4622362168,100,8.91363,0.1,0.0116661,1.43273,0.0145872,98.8752867299
-99.2389,100,-99.378690785,51.5958135289,1.00412,0.00770821,-99.378690785,1,-99.378690785,3.26756e-07,1.00352,-133.868,0.01,99.6775543998,0.773531,44.03,51.5958135289,100,7.29553,0.1,0.00329057,1.15424,0.0115019,99.5895966569
-98.9036,100,-99.1268226352,54.229159002,1.0067,0.00772159,-99.1268226352,1,-99.1268226352,8.9826e-07,1.00695,-133.417,0.01,99.1185689485,0.777525,42.41,54.229159002,100,7.73696,0.1,0.00910787,1.33724,0.0132801,99.334667015
-98.2422,100,-98.5643633331,58.7249001683,1.00978,0.00701704,-98.5643633331,1,-98.5643633331,1.1022e-06,0.985461,-132.522,0.01,98.9206079618,0.691501,44.14,58.7249001683,100,8.1255,0.1,0.0107038,1.30531,0.0132456,99.0314206
-98.9164,100,-99.0756376212,41.1770304258,1.00458,0.00691586,-99.0756376212,1,-99.0756376212,5.76465e-07,1.00187,-133.142,0.01,99.4325376645,0.692878,41.63,41.1770304258,100,6.42797,0.1,0.0057862,1.27302,0.0127065,99.5438970059
-98.5493,100,-98.5795742255,65.3179267907,1.00084,0.00911076,-98.5795742255,1,-98.5795742255,7.90243e-08,1.00086,-132.838,0.01,99.921816299,0.911858,43.83,65.3179267907,100,8.10845,0.1,0.000791599,1.0521,0.0105119,99.9159566176
-97.934,100,-98.0639089773,76.8102030689,1.00375,0.00874999,-98.0639089773,1,-98.0639089773,3.157e-07,1.00206,-132.422,0.01,99.6884512798,0.876806,44.59,76.8102030689,100,9.11995,0.1,0.00317005,1.13306,0.0113072,99.626605454
-99.4697,100,-99.6500918774,45.6819712481,1.00542,0.00741325,-99.6500918774,1,-99.6500918774,7.04826e-07,0.994103,-133.252,0.01,99.3070325706,0.736953,41.85,45.6819712481,100,6.87806,0.1,0.00696537,1.16299,0.0116989,99.4609248152
-99.9544,100,-100.028732131,35.0243513361,1.00205,0.00892617,-100.028732131,1,-100.028732131,2.24734e-07,0.99727,-136.282,0.01,99.7779881905,0.89018,45.59,35.0243513361,100,5.93325,0.1,0.00223508,1.09006,0.0109305,99.7954389366
-99.2529,100,-99.2996579284,47.3521014631,1.0014,0.00904612,-99.2996579284,1,-99.2996579284,1.2053e-07,0.999046,-132.728,0.01,99.8808255328,0.903749,43.18,47.3521014631,100,6.97758,0.1,0.001203,1.14297,0.0114406,99.8601487842
-96.9677,100,-97.2910757006,99.8639245898,1.0097,0.00676269,-97.2910757006,1,-97.2910757006,1.51886e-06,1.00176,-130.683,0.01,98.5186192398,0.677458,46.62,99.8639245898,100,10.2966,0.1,0.0152421,1.50722,0.0150458,99.0390671829
-99.4659,100,-99.5748309034,58.2312846832,1.00344,0.00875062,-99.5748309034,1,-99.5748309034,3.47791e-07,0.996546,-133.285,0.01,99.6568742056,0.872039,45.31,58.2312846832,100,7.79831,0.1,0.00345392,1.16809,0.0117214,99.6568100537
-98.7661,100,-99.45686331,69.3216993066,1.02525,0.00627952,-99.45686331,1,-99.45686331,6.58763e-06,1.0267,-132.503,0.01,93.8775692646,0.644721,43.98,69.3216993066,100,10.5605,0.1,0.0694416,3.14558,0.0306377,97.5371446803
-98.9818,100,-99.2071318511,74.1804991684,1.00695,0.007914,-99.2071318511,1,-99.2071318511,8.04732e-07,1.00155,-133.085,0.01,99.209613252,0.792625,45.38,74.1804991684,100,8.79007,0.1,0.00807224,1.45008,0.0144784,99.309806618
-98.7802,100,-98.8633527459,56.107759422,1.00251,0.00834447,-98.8633527459,1,-98.8633527459,2.14028e-07,0.996726,-132.861,0.01,99.7885905041,0.831715,47.71,56.107759422,100,7.65837,0.1,0.00212628,1.08263,0.0108619,99.7494553299
-98.0793,100,-98.2190469626,84.6327574377,1.00425,0.0078635,-98.2190469626,1,-98.2190469626,4.2849e-07,0.993961,-132.446,0.01,99.5775842553,0.781602,44.57,84.6327574377,100,9.60026,0.1,0.00423331,1.19563,0.0120289,99.5771837582
-98.3111,100,-98.3718290976,73.5220915389,1.00179,0.00906415,-98.3718290976,1,-98.3718290976,1.58024e-07,0.998898,-131.704,0.01,99.8438447856,0.905416,43.04,73.5220915389,100,8.6829,0.1,0.00157676,1.1305,0.0113174,99.821315185
-98.572,100,-98.7278408465,50.1120917505,1.00453,0.00750496,-98.7278408465,1,-98.7278408465,5.87812e-07,0.998842,-132.628,0.01,99.4214093434,0.749627,42.58,50.1120917505,100,7.08277,0.1,0.00586451,1.1941,0.0119549,99.5494491593
-100.139,100,-100.236150523,64.3624053055,1.00279,0.00785601,-100.236150523,1,-100.236150523,2.75179e-07,0.999769,-135.492,0.01,99.7283246128,0.785419,42.27,64.3624053055,100,7.93871,0.1,0.00275051,1.06324,0.0106349,99.7218617916
-99.034,100,-99.1542930857,51.7746789833,1.00368,0.00797794,-99.1542930857,1,-99.1542930857,4.3485e-07,0.992281,-132.764,0.01,99.571366997,0.791636,43.57,51.7746789833,100,7.39235,0.1,0.00428163,1.0834,0.0109182,99.6334803616
-94.9254,100,-99.3141166692,35.8216050553,1.0,,-99.3141166692,1,-99.3141166692,0.00999974,0.0609829,-128.227,0.01,1.00002564744,,40.89,35.8216050553,100,0.00169778,0.1,0.371882,6.09822,0.999987,99.9998092655
-98.1401,100,-99.8239873413,1122.16873183,1.03333,0.00502301,-99.8239873413,1,-99.8239873413,4.86858e-06,0.988983,-167.61,0.01,95.4017297696,0.496767,79.86,1122.16873183,100,50.7002,0.1,0.0476189,2.41788,0.0244482,96.7743193323
-97.6952,100,-98.3648297846,1556.88982945,1.00511,0.00816626,-98.3648297846,1,-98.3648297846,3.56958e-07,1.00315,-218.338,0.01,99.6478458812,0.819197,74.4,1556.88982945,100,35.3736,0.1,0.00359209,1.19433,0.0119058,99.4919612218
-97.1176,100,-98.1987123884,456.771699651,1.02712,0.00643283,-98.1987123884,1,-98.1987123884,2.48539e-06,0.985446,-144.118,0.01,97.5985701287,0.63392,76.35,456.771699651,100,28.0083,0.1,0.0241357,1.45084,0.0147227,97.3593820054
