TimestepsSoFar,TimeElapsed,Iteration,EmpiricalD2,Weights,MaxIW,InitialBound,InitialReturnStd,EpThisIter,OptimizationReturnMean,EpisodesSoFar,MinIWNorm,ReturnStepMax,Bound,InitialReturnMean,EpLenMean,InitialReturnMax,ReturnStepMaxmin,OptimizationReturnMax,StdIW,MeanIWNorm,ESSClassic,MeanEntropy,OptimizationReturnMin,LearnableVariance,MaxIWNorm,StdIWNorm,InitialReturnMin,ESSRenyi,EpRewMean,MeanIW,MinIW,J_sample_variance,ReturnMeanIW,VarianceInit
3840047,5245.754665851593,380,3.0848684,[-0.07   0.261 -0.432  0.023 -0.016  0.044 -0.293 -0.911 -0.042  0.  0.    -1.433],17.483204,620.7223,341.09122,100,1013.56854,38000,0.00027767892,9.359943,1030.1299,1344.6763,146.2,2413.1797,9.359943,2082.072,2.7686687,0.017381905,28.271288,-0.016124744,,True,0.17483203,0.027686687,331.10773,32.416294,1344.6762325294974,1.7381903,0.027767891,7166574.5,2301.6675,-1
3854613,5261.526999235153,381,2.617734,[-0.074  0.262 -0.431  0.015 -0.023  0.046 -0.284 -0.912 -0.043  0.  0.    -1.435],62.321594,489.40454,324.80838,100,860.7657,38100,0.0004416627,9.359964,1063.4376,1339.3555,145.66,2833.17,9.359964,2354.58,6.6454873,0.019666499,8.052665,-0.016350728,,True,0.6232159,0.06645487,478.58978,38.200977,1339.355488396131,1.9666499,0.04416627,17209828.0,2438.6084,-1
3869001,5278.228316307068,382,1.1380447,[-0.073  0.262 -0.431  0.02  -0.017  0.048 -0.28  -0.916 -0.049  0.  0.    -1.435],3.2236245,490.11792,315.0085,100,848.6255,38200,0.0020972725,9.359954,526.68427,1319.6719,143.88,2765.1797,9.359954,2294.1333,0.50974506,0.010586599,81.1792,-0.016462028,,True,0.032236245,0.0050974507,471.04642,87.87001,1319.6718388987915,1.0586598,0.20972726,613203.94,1411.6455,-1
3883297,5293.18670630455,383,1.4646398,[-0.075  0.261 -0.431  0.019 -0.018  0.049 -0.283 -0.916 -0.049  0.  0.    -1.435],7.4456387,558.86914,305.50778,100,984.3222,38300,0.0007966569,9.359868,775.17395,1315.0106,142.96,2520.4722,9.359868,2189.7837,0.9409009,0.012061073,62.166733,-0.017887184,,True,0.074456386,0.009409009,330.68842,68.27618,1315.0105867886546,1.2061074,0.07966569,3363567.8,1690.2739,-1
3898022,5308.527717828751,384,1.0526367,[-0.07   0.261 -0.433  0.019 -0.018  0.041 -0.291 -0.913 -0.052  0.  0.    -1.437],2.0817118,562.3324,349.2076,100,866.2031,38400,0.0030578612,9.359984,620.25006,1355.0542,147.25,2642.4053,9.359984,2153.5542,0.25023654,0.010540352,94.66445,-0.019160256,,True,0.020817118,0.0025023655,488.85114,94.999535,1355.0541522041221,1.0540352,0.30578613,461291.6,1433.5673,-1
3912948,5326.364101886749,385,1.1290337,[-0.068  0.26  -0.433  0.019 -0.018  0.039 -0.293 -0.914 -0.054  0.  0.    -1.438],2.7817612,602.10657,281.7033,100,876.1192,38500,0.005008566,9.359978,697.9787,1373.9572,149.26,2572.8362,9.359978,2074.998,0.3874463,0.011035882,89.02688,-0.019222513,,True,0.02781761,0.003874463,497.83813,88.57132,1373.9573680681572,1.1035882,0.50085664,516059.62,1518.1165,-1
3927872,5343.259869337082,386,1.0987574,[-0.07   0.26  -0.433  0.022 -0.016  0.043 -0.291 -0.917 -0.055  0.  0.    -1.438],2.319573,704.3625,302.74677,100,901.8792,38600,0.0031529139,9.359939,756.30896,1373.3359,149.24,2229.9116,9.359939,1758.4548,0.340818,0.010635172,90.68677,-0.020875216,,True,0.023195729,0.0034081796,471.45676,91.0119,1373.33600277056,1.0635172,0.3152914,446278.62,1457.5378,-1
3942282,5357.911217451096,387,2.003026,[-0.071  0.26  -0.433  0.02  -0.017  0.041 -0.292 -0.918 -0.052  0.  0.    -1.44 ],23.82315,706.5039,236.05519,100,967.4921,38700,0.00044740702,9.35996,879.47363,1326.1914,144.1,2065.6248,9.35996,1706.9255,2.5178592,0.013895232,23.34563,-0.016051369,,True,0.2382315,0.02517859,358.69928,49.924465,1326.1913980123818,1.3895233,0.044740703,3432968.0,1756.5067,-1
3957009,5371.072227716446,388,1.1423808,[-0.065  0.258 -0.432  0.016 -0.022  0.038 -0.284 -0.918 -0.046  0.  0.    -1.435],4.7212543,645.37665,303.72894,100,904.54694,38800,0.003901702,9.359937,730.45636,1352.7625,147.27,2357.9531,9.359937,1909.7375,0.48451263,0.010933711,83.58618,-0.01240312,,True,0.04721254,0.0048451256,448.2156,87.53648,1352.7625474213955,1.0933712,0.3901702,548978.56,1486.5261,-1
3971812,5385.18390750885,389,2.3069925,[-0.064  0.259 -0.432  0.016 -0.022  0.037 -0.28  -0.918 -0.047  0.  0.    -1.431],35.77326,453.0739,386.88254,100,1002.8195,38900,0.00065331324,9.359953,876.4569,1361.787,148.03,3029.0437,9.359953,2670.0762,3.7445812,0.016907029,16.933739,-0.016398504,,True,0.35773256,0.03744581,358.9676,43.346478,1361.787002052174,1.6907029,0.065331325,10962559.0,2256.682,-1
3986442,5399.859245300293,390,323.0645,[-0.067  0.257 -0.432  0.015 -0.023  0.039 -0.291 -0.916 -0.051  0.  0.    -1.435],1887.7338,732.8507,305.604,100,932.94104,39000,1.453792e-07,9.359947,28917.879,1347.3118,146.3,2048.203,9.359947,1633.8322,187.73648,0.19850354,1.1056323,-0.018193178,,True,18.877337,1.8773648,414.37073,0.3095357,1347.3116925520062,19.850355,1.4537921e-05,95140330000.0,39962.195,-1
4001446,5414.418032169342,391,12.949216,[-0.068  0.259 -0.433  0.026 -0.013  0.039 -0.281 -0.928 -0.061  0.  0.    -1.437],176.60133,583.131,368.06027,100,1005.3152,39100,0.00024408265,9.359951,2365.2153,1382.4723,150.04,2664.4712,9.359951,2287.314,17.590103,0.028470714,2.5528715,-0.015811997,,True,1.7660133,0.17590101,377.15717,7.7224755,1382.4722622314628,2.8470712,0.024408266,921845100.0,5241.6465,-1
4016897,5428.875870466232,392,13.170957,[-0.061  0.257 -0.432  0.016 -0.023  0.036 -0.278 -0.932 -0.058  0.  0.    -1.435],185.17053,687.9029,322.23767,100,1072.6154,39200,5.5329463e-05,9.35997,3237.0183,1422.9469,154.51,2450.146,9.35997,2099.8145,25.403141,0.04447157,2.9735823,-0.019881956,,True,1.8517053,0.25403142,350.33154,7.592463,1422.9468650025938,4.447157,0.0055329464,591539900.0,5904.6255,-1
4032072,5446.618721961975,393,1.0320916,[-0.06   0.258 -0.433  0.024 -0.015  0.04  -0.272 -0.939 -0.062  0.  0.    -1.439],1.6859084,470.1129,434.41318,100,972.02844,39300,0.0055702124,9.359998,496.31573,1393.57,151.75,3078.19,9.359998,2656.6484,0.1906562,0.0101548955,96.595085,-0.021383286,,True,0.016859084,0.001906562,421.54153,96.890625,1393.5698602719663,1.0154896,0.55702126,469879.75,1434.4733,-1
4046683,5461.810612916946,394,1.0504563,[-0.06   0.258 -0.433  0.022 -0.016  0.04  -0.273 -0.938 -0.061  0.  0.    -1.44 ],2.2507703,674.4734,322.07068,100,928.5775,39400,0.0055309054,9.359976,702.1578,1341.8682,146.11,2224.6494,9.359976,1811.3588,0.2660312,0.010330561,93.78084,-0.02241392,,True,0.022507703,0.002660312,413.29068,95.196724,1341.8681101608768,1.033056,0.5530906,399366.9,1386.1825,-1
4061663,5476.638691663742,395,1.0562724,[-0.061  0.259 -0.433  0.022 -0.017  0.041 -0.275 -0.94  -0.06   0.  0.    -1.441],1.77408,687.5833,372.94205,100,1062.0577,39500,0.0060841762,9.359817,735.9921,1375.5757,149.8,2293.308,9.359817,1979.7903,0.23913966,0.010477586,95.048615,-0.024387173,,True,0.0177408,0.0023913966,313.5178,94.67255,1375.5756142192645,1.0477586,0.60841763,338833.22,1443.0771,-1
4076164,5492.643707275391,396,1.2632316,[-0.063  0.26  -0.434  0.022 -0.017  0.042 -0.275 -0.94  -0.061  0.  0.    -1.443],5.275463,680.14264,352.7722,100,919.8437,39600,0.0019156418,9.35995,793.5745,1336.3384,145.01,2187.3193,9.35995,1770.8246,0.70446265,0.011394278,72.34604,-0.025009338,,True,0.05275463,0.007044626,416.49478,79.16205,1336.3384915714744,1.1394278,0.19156419,888910.6,1531.0964,-1
4090786,5508.077755212784,397,1.0857323,[-0.063  0.259 -0.433  0.021 -0.018  0.045 -0.279 -0.94  -0.057  0.  0.    -1.444],4.2371297,652.3631,323.05313,100,847.3736,39700,0.0037221366,9.359964,696.606,1342.0509,146.22,2298.96,9.359964,1804.2827,0.39754763,0.010449435,87.35597,-0.025475303,,True,0.042371295,0.003975476,494.6773,92.10373,1342.0509390522357,1.0449436,0.37221366,535754.6,1415.2504,-1
4105165,5523.110963821411,398,1.3092589,[-0.062  0.259 -0.434  0.021 -0.019  0.044 -0.277 -0.94  -0.06   0.  0.    -1.444],5.150924,526.8291,415.4487,100,963.209,39800,0.0025009164,9.359942,704.8432,1323.228,143.79,2654.6633,9.359942,2294.6443,0.7075876,0.011780733,73.488464,-0.029419567,,True,0.051509243,0.0070758755,360.0191,76.37908,1323.2280618450154,1.1780733,0.25009164,1301846.2,1616.1056,-1
4120258,5537.8160355091095,399,1.0847412,[-0.057  0.257 -0.434  0.022 -0.017  0.038 -0.278 -0.939 -0.055  0.  0.    -1.448],2.1777186,698.328,258.6382,100,856.0945,39900,0.0052274936,9.359922,750.1549,1386.5741,150.93,2294.1533,9.359922,1763.6737,0.305951,0.010633724,92.35475,-0.03150998,,True,0.021777187,0.00305951,530.4796,92.18788,1386.5740277997902,1.0633724,0.52274936,461303.34,1466.9694,-1
4135312,5554.069976568222,400,1.1638527,[-0.056  0.255 -0.433  0.019 -0.02   0.038 -0.278 -0.942 -0.055  0.  0.    -1.45 ],2.8348062,779.7914,315.60828,100,803.00336,40000,0.0032852252,9.359956,884.94617,1383.4968,150.54,2012.3516,9.359956,1431.858,0.37869734,0.011010393,89.42155,-0.031642333,,True,0.028348062,0.0037869732,580.4935,85.921524,1383.496805348701,1.101039,0.32852253,649076.44,1536.2357,-1
4150419,5569.530791759491,401,1.1244351,[-0.057  0.255 -0.433  0.022 -0.017  0.038 -0.28  -0.939 -0.058  0.  0.    -1.451],3.2103662,568.2545,340.89645,100,800.0719,40100,0.0045259926,9.3599825,669.80804,1388.1328,151.07,2732.9277,9.3599825,2144.8667,0.40886468,0.010895525,87.65627,-0.032877423,,True,0.03210366,0.0040886463,588.0609,88.93355,1388.1328963848825,1.0895525,0.4525993,895210.8,1539.2019,-1
4165200,5584.706042766571,402,1.5352386,[-0.059  0.255 -0.434  0.023 -0.016  0.038 -0.28  -0.942 -0.061  0.  0.    -1.452],13.454992,635.9513,326.00342,100,998.0383,40200,0.0020955207,9.359977,790.5215,1356.5183,147.81,2401.8901,9.359977,2043.4103,1.4365251,0.011619207,39.54871,-0.034486216,,True,0.13454992,0.014365249,358.47983,65.13645,1356.5182569313658,1.1619209,0.20955208,3938102.2,1683.3383,-1
4180417,5601.179106473923,403,1.1510048,[-0.058  0.256 -0.434  0.024 -0.014  0.038 -0.284 -0.939 -0.058  0.  0.    -1.453],2.6977859,674.0407,323.74994,100,718.9468,40300,0.0036028437,9.3599415,754.50024,1398.8403,152.17,2415.9985,9.3599415,1736.1052,0.3545627,0.011069274,90.69473,-0.036867637,,True,0.026977858,0.0035456268,679.8934,86.88061,1398.840140224548,1.1069275,0.3602844,718781.44,1532.1007,-1
4195605,5617.10405254364,404,1.1045413,[-0.057  0.254 -0.434  0.025 -0.013  0.035 -0.287 -0.94  -0.057  0.  0.    -1.456],5.8447704,650.0307,365.76688,100,919.4045,40400,0.005599817,9.3599615,700.8589,1397.6399,151.88,2492.03,9.3599615,2013.7948,0.5806662,0.010808692,77.6032,-0.036823805,,True,0.058447704,0.0058066617,478.2352,90.53532,1397.6397180672088,1.0808693,0.5599817,561296.06,1486.5747,-1
4210591,5632.533480882645,405,1.7238822,[-0.057  0.255 -0.435  0.027 -0.012  0.035 -0.29  -0.941 -0.051  0.  0.    -1.456],10.79688,655.45996,287.82745,100,825.77075,40500,0.0012865827,9.359966,903.02563,1377.1578,149.86,2405.6597,9.359966,1854.2726,1.5393914,0.013446232,43.277294,-0.03332655,,True,0.10796879,0.015393912,551.3871,58.008606,1377.1578604144515,1.3446232,0.12865826,1989055.6,1850.5911,-1
4225282,5647.561362504959,406,1.0268589,[-0.061  0.254 -0.435  0.023 -0.015  0.041 -0.293 -0.946 -0.054  0.  0.    -1.452],1.5307004,701.29236,264.68454,100,848.971,40600,0.007618159,9.359983,726.1424,1347.236,146.91,2153.1455,9.359983,1654.8806,0.13982758,0.010253838,98.17436,-0.03401622,,True,0.015307005,0.0013982758,498.26495,97.38436,1347.2359699882422,1.0253837,0.7618159,349552.6,1380.7032,-1
4241056,5663.316536188126,407,1.2607954,[-0.06   0.254 -0.435  0.024 -0.015  0.04  -0.292 -0.945 -0.053  0.  0.    -1.453],5.31259,756.3309,304.8763,100,894.508,40700,0.002264305,9.359928,897.7382,1447.8065,157.74,2304.919,9.359928,1751.6205,0.7021867,0.011556961,73.03733,-0.034158852,,True,0.0531259,0.0070218667,553.29846,79.31501,1447.8065005073447,1.1556959,0.2264305,986819.9,1674.1627,-1
4256076,5678.22345995903,408,1.2722175,[-0.064  0.254 -0.435  0.022 -0.016  0.044 -0.289 -0.95  -0.054  0.  0.    -1.453],4.7741785,673.4709,333.1699,100,1018.8909,40800,0.0022665085,9.359908,814.4089,1378.6509,150.2,2350.6,9.359908,1990.84,0.6711193,0.011589854,74.88912,-0.038671967,,True,0.047741786,0.0067111924,359.76013,78.60291,1378.6510195839946,1.1589855,0.22665086,950405.06,1609.7999,-1
4271170,5693.389202594757,409,1.2804893,[-0.06   0.252 -0.435  0.023 -0.015  0.04  -0.289 -0.954 -0.051  0.  0.    -1.458],8.015768,687.05835,321.45404,100,1012.09357,40900,0.003385145,9.359908,758.5816,1387.7762,150.94,2335.726,9.359908,1960.0435,0.8615829,0.011217099,62.894093,-0.037992354,,True,0.08015768,0.008615829,375.68268,78.095146,1387.7762047427584,1.1217097,0.3385145,1026911.0,1551.5049,-1
4286557,5709.361930608749,410,858.11194,[-0.057  0.252 -0.436  0.026 -0.012  0.038 -0.291 -0.951 -0.051  0.  0.    -1.457],5209.7275,679.9162,331.8615,100,828.29913,41000,1.1617062e-05,9.35994,50358.38,1412.7194,153.87,2442.677,9.35994,1858.2568,518.2662,0.53119105,1.0395781,-0.038250096,,True,52.097275,5.1826615,584.4202,0.11653491,1412.7192853657846,53.11909,0.0011617063,159562320000.0,71824.78,-1
4301834,5727.419498920441,411,1.0981725,[-0.051  0.253 -0.436  0.02  -0.019  0.035 -0.282 -0.963 -0.055  0.  0.    -1.457],2.4167771,756.6065,269.96698,100,798.9695,41100,0.0034052103,9.359963,817.8293,1400.9055,152.77,2147.6636,9.359963,1545.7274,0.31640312,0.010700761,91.96008,-0.039139286,,True,0.02416777,0.003164031,601.93616,91.06037,1400.905551155377,1.0700761,0.34052104,612703.5,1493.0143,-1
4316859,5742.381113290787,412,1.256547,[-0.052  0.253 -0.437  0.018 -0.021  0.036 -0.282 -0.965 -0.056  0.  0.    -1.458],4.686604,710.0141,314.49603,100,980.19635,41200,0.0037386524,9.3599415,810.12866,1379.3025,150.25,2230.962,9.3599415,1831.8557,0.6990717,0.011424204,72.75648,-0.039070513,,True,0.04686604,0.0069907173,399.1062,79.583176,1379.3024825630803,1.1424203,0.37386525,759575.2,1560.373,-1
4332725,5759.357961654663,413,1.150381,[-0.053  0.252 -0.437  0.018 -0.021  0.038 -0.286 -0.966 -0.056  0.  0.    -1.458],2.866304,649.2573,399.3319,100,1071.185,41300,0.003432061,9.359987,772.9178,1456.8558,158.66,2691.9944,9.359987,2306.3237,0.40318626,0.0110406205,88.233246,-0.03990367,,True,0.02866304,0.0040318626,385.67053,86.92773,1456.8555793652984,1.1040621,0.3432061,703285.44,1639.1139,-1
4348356,5776.627123594284,414,6544.6514,[-0.052  0.253 -0.437  0.018 -0.021  0.036 -0.285 -0.966 -0.059  0.  0.    -1.459],12768.966,768.43085,291.53796,100,931.9434,41400,4.4786057e-07,9.359999,166855.48,1436.9636,156.31,2228.4414,9.359999,1723.4215,1270.3973,1.2873539,1.0164354,-0.03549818,,True,127.68966,12.703974,505.01987,0.015279653,1436.963349078257,128.7354,4.478606e-05,2404944200000.0,220939.1,-1
4364600,5794.008553981781,415,1.0998926,[-0.037  0.251 -0.439  0.021 -0.018  0.021 -0.307 -0.945 -0.055  0.  0.    -1.454],2.0653667,712.5508,333.0148,100,626.75446,41500,0.0060397345,9.359978,791.7681,1492.2136,162.44,2598.8772,9.359978,1733.418,0.29158634,0.010743412,93.13908,-0.036138,,True,0.020653667,0.0029158636,865.4592,90.91797,1492.213712709282,1.0743412,0.60397345,1051068.2,1609.4458,-1
4380347,5811.057970523834,416,4.7763634,[-0.039  0.251 -0.438  0.02  -0.019  0.024 -0.307 -0.946 -0.056  0.  0.    -1.455],100.98983,539.0775,402.85794,100,1090.6637,41600,0.00012675759,9.359943,1272.7542,1448.4872,157.47,3031.3662,9.359943,2673.5427,10.352984,0.024823327,5.4364195,-0.037554186,,True,1.0098983,0.10352983,357.82346,20.93643,1448.4872821913586,2.4823327,0.012675758,68382150.0,3260.2598,-1
4396119,5827.894593238831,417,1.01189,[-0.045  0.252 -0.438  0.022 -0.016  0.025 -0.308 -0.943 -0.051  0.  0.    -1.456],1.3581707,620.1067,308.75067,100,751.5743,41700,0.0075232307,9.35994,638.1223,1447.4285,157.72,2757.739,9.35994,2061.885,0.105698615,0.010146136,98.926384,-0.03932953,,True,0.013581707,0.0010569863,695.854,98.82497,1447.4282894142962,1.0146137,0.7523231,604723.3,1470.3479,-1
4411624,5844.480541229248,418,1.0465035,[-0.045  0.253 -0.439  0.022 -0.017  0.025 -0.308 -0.944 -0.051  0.  0.    -1.458],2.055937,566.8214,329.5777,100,759.7989,41800,0.0056170872,9.359875,629.97754,1425.3722,155.05,2861.8362,9.359875,2196.263,0.25608608,0.010574945,94.460556,-0.03967522,,True,0.02055937,0.0025608607,665.5733,95.5563,1425.3721912666924,1.0574945,0.56170875,661434.5,1508.2644,-1
4427119,5860.666114330292,419,1.1827263,[-0.046  0.252 -0.439  0.021 -0.018  0.025 -0.31  -0.949 -0.052  0.  0.    -1.459],3.9874728,581.96594,333.48007,100,939.54266,41900,0.0039315214,9.359969,665.01764,1426.1711,154.95,2814.0166,9.359969,2327.3882,0.54532295,0.010842294,79.810524,-0.038925204,,True,0.039874725,0.0054532294,486.62842,84.550415,1426.1710374936154,1.0842295,0.39315215,840762.8,1583.1177,-1
4442288,5874.265907526016,420,1.0153517,[-0.043  0.251 -0.439  0.021 -0.018  0.02  -0.31  -0.95  -0.051  0.  0.    -1.458],1.5751376,603.58875,316.6076,100,967.42456,42000,0.0077936123,9.359982,641.1374,1391.8054,151.69,2627.3892,9.359982,2203.0083,0.12651718,0.010242242,98.497086,-0.039262783,,True,0.015751375,0.0012651718,424.38086,98.488045,1391.805390512404,1.0242243,0.77936125,349741.7,1435.3813,-1
4457416,5888.37738609314,421,1.7438421,[-0.044  0.251 -0.439  0.022 -0.018  0.021 -0.312 -0.952 -0.053  0.  0.    -1.458],10.567513,728.6066,298.88736,100,1041.7119,42100,0.001209373,9.359966,946.50757,1391.7317,151.28,2210.417,9.359966,1860.3972,1.4044065,0.013354592,47.48515,-0.035564963,,True,0.10567513,0.014044065,350.01974,57.34464,1391.7317185854117,1.3354592,0.1209373,2473948.5,1822.1948,-1
4473269,5905.107643127441,422,1.3039492,[-0.045  0.252 -0.439  0.027 -0.012  0.024 -0.314 -0.949 -0.053  0.  0.    -1.455],4.2301373,611.4064,337.7702,100,910.61884,42200,0.0026346564,9.359957,765.3252,1457.0681,158.53,2818.8726,9.359957,2272.4233,0.66587836,0.011553641,75.06586,-0.03756536,,True,0.04230137,0.0066587827,546.4493,76.6901,1457.0681401631457,1.1553642,0.26346564,1334456.6,1730.9915,-1
4489154,5922.579602956772,423,1.8541183,[-0.045  0.252 -0.439  0.028 -0.011  0.027 -0.313 -0.949 -0.053  0.  0.    -1.457],11.299774,767.3461,277.8689,100,471.79547,42300,0.0016186096,9.359974,947.52783,1459.4268,158.85,2306.935,9.359974,1319.3037,1.5510505,0.012922894,40.974155,-0.038968656,,True,0.11299774,0.015510506,987.6313,53.93399,1459.426758950983,1.2922894,0.16186097,2627071.8,1889.9062,-1
4504116,5940.260087490082,424,1.1822907,[-0.048  0.254 -0.44   0.032 -0.006  0.031 -0.312 -0.945 -0.053  0.  0.    -1.458],3.246908,613.3889,355.6658,100,832.9244,42400,0.0023961193,9.359969,710.71893,1371.8413,149.62,2528.1748,9.359969,1989.2579,0.4528626,0.011126642,85.78868,-0.04018402,,True,0.03246908,0.004528626,538.9169,84.581566,1371.8412335335702,1.1126643,0.23961192,706637.56,1535.4084,-1
4518705,5955.275312900543,425,1.0599192,[-0.049  0.254 -0.44   0.032 -0.006  0.032 -0.313 -0.941 -0.051  0.  0.    -1.459],2.1311858,634.0534,319.0917,100,892.8999,42500,0.0035292006,9.35995,723.78564,1335.2035,145.89,2337.167,9.35995,1894.8635,0.2777285,0.010702733,93.691154,-0.03792048,,True,0.021311857,0.0027772852,442.3035,94.34681,1335.2034550483918,1.0702734,0.35292006,445308.56,1445.6364,-1
4533218,5970.308313131332,426,4.512549,[-0.048  0.256 -0.441  0.031 -0.007  0.032 -0.313 -0.943 -0.045  0.  0.    -1.457],63.42847,694.43713,247.17804,100,616.1002,42600,0.00019524782,9.359891,1035.9949,1329.9867,145.13,2118.499,9.359891,1404.6125,6.323564,0.016903246,6.668738,-0.03753293,,True,0.6342847,0.06323563,713.88654,22.160425,1329.986748835714,1.6903247,0.019524783,33566240.0,2386.078,-1
4546864,5983.747069597244,427,14.190298,[-4.599e-02  2.547e-01 -4.401e-01  3.717e-02 -1.242e-03  3.483e-02 -3.147e-01 -9.435e-01 -4.324e-02  0.000e+00  0.000e+00 -1.456e+00],219.60918,585.19727,360.76636,100,773.84283,42700,6.0386297e-05,9.359958,1592.6074,1251.9886,136.46,2222.6377,9.359958,1744.492,22.096708,0.036256734,2.621708,-0.040783297,,True,2.1960917,0.22096705,478.1458,7.047068,1251.9886148535663,3.6256735,0.00603863,161750940.0,4104.411,-1
4561102,5997.240188598633,428,1.1365743,[-0.046  0.256 -0.441  0.036 -0.002  0.031 -0.306 -0.952 -0.047  0.  0.    -1.46 ],2.8090606,337.9641,432.58798,100,884.2458,42800,0.003865854,9.359983,418.82324,1307.5051,142.38,3231.8032,9.359983,2808.544,0.46033537,0.010521931,83.934395,-0.045226615,,True,0.028090606,0.004603354,423.25922,87.98369,1307.505006688127,1.0521932,0.3865854,1032494.06,1452.4531,-1
4575541,6013.257093191147,429,1.2230802,[-0.044  0.253 -0.44   0.034 -0.005  0.03  -0.309 -0.951 -0.047  0.  0.    -1.464],3.8657596,531.0436,387.053,100,902.59906,42900,0.0024639699,9.359872,631.1876,1325.7981,144.39,2649.182,9.359872,2225.983,0.61384076,0.011199666,76.89935,-0.044496357,,True,0.038657594,0.0061384076,423.19897,81.76079,1325.798113282825,1.1199666,0.246397,1043025.3,1510.1301,-1
4590531,6029.891350269318,430,2.2323577,[-0.046  0.253 -0.44   0.034 -0.004  0.031 -0.314 -0.952 -0.047  0.  0.    -1.463],12.428431,741.94434,333.33398,100,852.3549,43000,0.0005059129,9.359833,1079.7229,1375.4067,149.9,2111.541,9.359833,1588.4894,1.869764,0.014474137,37.470886,-0.046648286,,True,0.124284305,0.01869764,523.05164,44.79569,1375.406578594693,1.4474138,0.05059129,2790969.8,2026.1838,-1
4606386,6046.803062438965,431,1.229454,[-0.045  0.254 -0.441  0.032 -0.007  0.027 -0.319 -0.944 -0.046  0.  0.    -1.466],4.45395,806.8664,287.52554,100,859.49396,43100,0.0033812942,9.359976,909.218,1451.3125,158.55,2148.1538,9.359976,1556.3353,0.59351027,0.011071755,77.67848,-0.044338252,,True,0.0445395,0.0059351027,591.8185,81.336914,1451.3124559162595,1.1071756,0.33812943,863156.2,1623.7847,-1
4621895,6062.009216308594,432,1.13401,[-0.046  0.256 -0.442  0.028 -0.01   0.031 -0.321 -0.947 -0.048  0.  0.    -1.463],2.6043048,609.0668,452.61127,100,1122.9794,43200,0.0041739447,9.359977,696.0796,1425.6667,155.09,2721.9998,9.359977,2419.3125,0.39051092,0.010688918,88.22427,-0.04563905,,True,0.026043048,0.003905109,302.68726,88.18265,1425.6666337563133,1.0688916,0.41739446,720759.5,1565.676,-1
4638048,6078.198834657669,433,1.1594398,[-0.049  0.255 -0.442  0.027 -0.012  0.033 -0.322 -0.946 -0.05   0.  0.    -1.465],3.4087305,692.353,336.16937,100,885.6214,43300,0.004669469,9.359991,758.4316,1481.013,161.53,2628.8665,9.359991,2033.4747,0.47974226,0.010707262,83.28117,-0.04709241,,True,0.034087304,0.0047974223,595.3917,86.24855,1481.0130406263802,1.0707262,0.4669469,751111.6,1607.6392,-1
4654046,6095.2220203876495,434,1.0705112,[-0.047  0.255 -0.442  0.027 -0.012  0.031 -0.321 -0.949 -0.05   0.  0.    -1.466],2.4526396,776.2518,307.82196,100,950.3236,43400,0.0045846626,9.35996,841.36664,1466.4691,159.98,2300.724,9.35996,1784.5787,0.31111506,0.010595815,92.062965,-0.04874801,,True,0.024526395,0.0031111503,516.1454,93.413315,1466.4689649878146,1.0595814,0.45846626,527241.0,1555.5034,-1
4670252,6113.258084774017,435,1.0399232,[-0.045  0.256 -0.443  0.028 -0.01   0.03  -0.321 -0.947 -0.05   0.  0.    -1.468],1.8636119,775.49097,329.4957,100,1016.05884,43500,0.0058023534,9.359876,812.5759,1484.4879,162.06,2363.3237,9.359876,1894.8945,0.1890246,0.010272444,96.72485,-0.047227204,,True,0.018636119,0.0018902459,468.42923,96.16095,1484.4880268318752,1.0272444,0.58023536,434382.44,1535.5872,-1
4686178,6130.984568834305,436,1.0872294,[-0.045  0.256 -0.443  0.028 -0.01   0.028 -0.321 -0.947 -0.05   0.  0.    -1.466],3.220807,679.61804,367.94476,100,1094.5485,43600,0.0031290834,9.359916,784.41895,1462.355,159.26,2609.124,9.359916,2241.3171,0.36481532,0.010763461,89.6958,-0.048729338,,True,0.03220807,0.0036481535,367.80682,91.97691,1462.355200080723,1.0763462,0.31290835,798442.2,1600.5813,-1
4701826,6144.853132724762,437,1.0125632,[-0.042  0.256 -0.444  0.028 -0.01   0.025 -0.325 -0.948 -0.051  0.  0.    -1.468],1.6562129,745.25494,315.084,100,764.9861,43700,0.007980067,9.359982,778.3195,1437.6025,156.48,2307.826,9.359982,1635.2094,0.120636165,0.010172601,98.613174,-0.047838885,,True,0.016562128,0.0012063617,672.6166,98.75926,1437.60265792661,1.0172601,0.7980068,605067.06,1475.0028,-1
4717702,6158.261116743088,438,1.1657585,[-0.042  0.256 -0.445  0.028 -0.01   0.025 -0.328 -0.952 -0.049  0.  0.    -1.467],4.7801375,769.61127,326.8005,100,546.7902,43800,0.003946629,9.359957,881.4471,1457.0374,158.76,2291.4204,9.359957,1381.1732,0.5307331,0.010781395,80.49409,-0.048126116,,True,0.047801375,0.005307331,910.2472,85.78106,1457.0374083955007,1.0781395,0.3946629,1577584.5,1623.6631,-1
4734340,6172.061522245407,439,2.9965582,[-0.039  0.255 -0.445  0.028 -0.01   0.024 -0.332 -0.952 -0.051  0.  0.    -1.467],42.864258,693.2449,342.75183,100,541.6746,43900,0.0010596488,9.359971,1147.5312,1528.8024,166.38,2785.192,9.359971,1798.0641,4.2605424,0.01436735,10.2105465,-0.047605224,,True,0.42864257,0.04260542,987.1278,33.37162,1528.8024158654705,1.436735,0.105964884,38678588.0,2593.929,-1
