J_sample_variance,ReturnStepMax,MeanEntropy,Iteration,EpLenMean,InitialReturnMin,MinIWNorm,OptimizationReturnMean,OptimizationReturnMin,MaxIW,StdIW,ESSClassic,MeanIW,Bound,MaxIWNorm,EpisodesSoFar,EmpiricalD2,MeanIWNorm,InitialReturnStd,Weights,InitialReturnMean,TimestepsSoFar,MinIW,OptimizationReturnMax,ReturnStepMaxmin,ESSRenyi,InitialReturnMax,LearnableVariance,StdIWNorm,InitialBound,VarianceInit,ReturnMeanIW,EpThisIter,EpRewMean,TimeElapsed
57890.31,9.359826,0.9474039,11,33.47,183.52963,0.0029585354,126.00105,,2.0027575,0.34869772,90.7186,1.0901607,172.52972,0.020027574,1100,1.1635525,0.010901608,88.354195,[ 0.03   0.085 -0.053  0.018  0.021  0.245  0.027 -0.315  0.     0.  0.    -0.442],309.53067,23622,0.29585356,362.71182,9.359826,85.943695,546.24146,True,0.0034869772,145.65825,-1,349.29578,100,309.5306883411606,103.18640065193176
100589.234,9.359927,0.915732,12,33.92,165.23398,0.00037602484,148.33585,,5.0303383,0.70602024,70.798195,1.0993179,140.7479,0.05030338,1200,1.3675377,0.010993179,91.66453,[ 0.031  0.087 -0.059  0.016  0.017  0.259  0.022 -0.334  0.     0.  0.    -0.472],313.56985,27014,0.037602484,486.98825,9.359927,73.12412,652.2222,True,0.007060203,117.9032,-1,369.56396,100,313.569827830172,115.68410468101501
55893.184,9.359599,0.939225,13,33.69,182.78412,0.0046308287,128.66881,,3.3085384,0.41581693,87.257164,1.0881017,170.47675,0.033085383,1300,1.1070476,0.010881016,85.83858,[ 0.032  0.087 -0.062  0.02   0.026  0.29   0.028 -0.365  0.     0.  0.    -0.503],311.4529,30383,0.46308288,356.59576,9.359599,90.33035,539.3799,True,0.004158169,149.63899,-1,340.73145,100,311.45292905475105,129.24284863471985
81934.02,9.359398,0.9042958,14,35.22,193.48946,0.0039367373,132.19077,,2.8008037,0.48224577,83.55479,1.0870123,157.95862,0.028008036,1400,1.189137,0.010870124,98.09749,[ 0.019  0.083 -0.071  0.013  0.017  0.276  0.007 -0.372  0.     0.  0.    -0.48 ],325.68024,33905,0.39367372,469.54596,9.359398,84.094604,663.0354,True,0.0048224577,126.76962,-1,374.86578,100,325.68022860636074,144.3434076309204
69053.15,9.359515,0.86498564,15,35.26,193.1872,0.0044103554,132.87613,,3.032745,0.42889735,86.78534,1.0991288,160.03853,0.030327449,1500,1.135097,0.0109912865,89.046616,[ 0.019  0.082 -0.071  0.01   0.013  0.278  0.011 -0.387  0.     0.  0.    -0.515],326.06335,37431,0.44103554,455.3697,9.359515,88.0982,648.5569,True,0.0042889738,131.49625,-1,367.3321,100,326.06331961315055,158.15970182418823
87348.97,9.359869,0.83904576,16,34.87,191.6235,0.0036301413,130.82588,,3.4260454,0.38212723,88.29291,1.049413,116.98917,0.03426045,1600,1.0851235,0.010494129,94.33513,[ 1.972e-02  8.041e-02 -7.722e-02  2.892e-03  7.411e-03  2.687e-01 -3.936e-04 -3.950e-01  0.000e+00  0.000e+00  0.000e+00 -5.540e-01],322.4494,40918,0.36301413,576.05286,9.359869,92.1554,767.6764,True,0.003821272,92.14647,-1,356.894,100,322.44939590099716,171.21664905548096
4051334.5,9.359771,0.8175048,17,36.51,210.30664,0.0002423169,127.095436,,97.29581,9.644687,4.585456,2.1143272,417.30615,0.972958,1700,3.6320803,0.021143273,86.32202,[ 0.028  0.081 -0.074 -0.001  0.001  0.286  0.011 -0.396  0.     0.  0.    -0.58 ],337.4021,44569,0.02423169,458.46338,9.359771,27.53243,668.77,True,0.09644687,136.77107,-1,799.66907,100,337.4020857275285,185.74205040931702
90621.52,9.359517,0.8073497,18,39.74,193.09804,0.0037081086,174.62407,,4.43242,0.5768308,76.80864,1.0497607,192.4022,0.044324197,1800,1.2061442,0.010497607,98.01405,[ 0.019  0.09  -0.086  0.012  0.011  0.325 -0.008 -0.451  0.     0.  0.    -0.601],367.72214,48543,0.37081087,445.47296,9.359517,82.90883,638.571,True,0.005768308,176.15082,-1,402.7946,100,367.7221126346342,200.7935767173767
463681.47,9.359771,0.7887776,19,39.21,183.96133,0.00039134614,178.9133,,25.938812,2.5710354,21.850018,1.3594697,219.91077,0.25938812,1900,1.7625606,0.013594695,105.46896,[ 6.676e-03  9.051e-02 -9.611e-02  7.503e-03  1.129e-05  3.142e-01 -9.808e-03 -4.612e-01  0.000e+00  0.000e+00  0.000e+00 -6.116e-01],362.8746,52464,0.039134614,542.063,9.359771,56.735638,726.0243,True,0.025710352,145.06735,-1,509.0749,100,362.87461662589914,214.55170702934265
72484.83,9.35981,0.7911567,20,38.8,192.97777,0.002349093,166.12424,,2.7199123,0.4773924,84.47211,1.1134634,160.06664,0.027199123,2000,1.1982589,0.011134634,109.897285,[ 0.052  0.046 -0.067  0.013  0.01   0.343 -0.031 -0.5    0.     0.  0.    -0.63 ],359.102,56344,0.23490933,541.1122,9.35981,83.45442,734.08997,True,0.004773924,138.87502,-1,401.13812,100,359.1020084321094,228.60737776756287
191402.67,9.359532,0.7772214,21,38.45,211.99873,0.0012238388,143.56956,,14.559305,1.4510602,41.73808,1.228172,179.75912,0.14559305,2100,1.3761195,0.01228172,84.91949,[ 0.058  0.037 -0.069  0.003 -0.004  0.358 -0.037 -0.512  0.     0.  0.    -0.628],355.56827,60189,0.12238388,524.2991,9.359532,72.668106,736.2978,True,0.014510604,134.67894,-1,438.88025,100,355.5682989462641,241.16553020477295
581098.44,9.359782,0.71852833,22,37.5,193.10034,0.00033622966,153.6021,,15.530976,2.2113507,30.04369,1.4491748,246.76135,0.15530977,2200,2.4826558,0.014491748,97.6312,[ 0.072  0.031 -0.058  0.012  0.003  0.367 -0.025 -0.486  0.     0.  0.    -0.642],346.70245,63939,0.033622965,532.19366,9.359782,40.279446,725.294,True,0.022113506,129.11423,-1,589.603,100,346.7024380721367,254.386390209198
201161.88,9.359925,0.7077969,23,40.32,212.40112,0.0015041913,160.61243,,11.434826,1.3841437,46.500854,1.2904413,233.14923,0.114348255,2300,1.6798294,0.012904413,97.998116,[ 0.043  0.02  -0.074  0.019  0.009  0.316 -0.067 -0.514  0.     0.  0.    -0.7  ],373.01355,67971,0.15041913,456.39398,9.359925,59.529858,668.7951,True,0.013841436,172.37503,-1,493.19327,100,373.01355602950593,269.0030126571655
92286.75,9.359961,0.6987287,24,41.68,221.26656,0.0031267586,164.4869,,4.8663945,0.523043,80.63215,1.0672121,154.5485,0.048663944,2400,1.1357939,0.010672121,99.67199,[ 0.033  0.014 -0.079  0.044  0.032  0.311 -0.078 -0.537  0.     0.  0.    -0.711],385.75348,72139,0.31267586,616.5701,9.359961,88.04414,837.8367,True,0.0052304287,134.40247,-1,422.4224,100,385.75345513683874,288.6139597892761
71603.28,9.359892,0.7114046,25,41.91,193.07005,0.0048499606,194.81326,,3.567404,0.45216128,85.20028,1.084893,161.9436,0.03567404,2500,1.1309376,0.01084893,113.491684,[ 0.03   0.007 -0.074  0.045  0.033  0.289 -0.089 -0.54   0.     0.  0.    -0.72 ],387.88333,76330,0.48499608,631.81726,9.359892,88.42221,824.8873,True,0.004521613,140.41711,-1,425.11288,100,387.8833065356101,305.98718214035034
81747.06,9.359949,0.6934219,26,43.76,202.35744,0.004696873,202.98003,,2.281238,0.3155689,91.703804,1.049176,177.51129,0.02281238,2600,1.0867076,0.010491761,117.99899,[ 0.026  0.009 -0.077  0.047  0.033  0.3   -0.091 -0.558  0.     0.  0.    -0.708],405.33746,80706,0.4696873,625.62854,9.359949,92.02107,827.98596,True,0.0031556888,156.94167,-1,436.45215,100,405.33744351987275,320.09287762641907
145344.36,9.359739,0.65952265,27,44.92,202.32976,0.0008426911,213.53845,,5.476851,0.76814604,70.35215,1.1832753,211.54257,0.05476851,2700,1.4028938,0.011832755,125.423225,[ 0.019  0.007 -0.079  0.048  0.035  0.3   -0.101 -0.574  0.     0.  0.    -0.726],415.86826,85198,0.084269114,654.5919,9.359739,71.281235,856.9217,True,0.0076814597,158.79172,-1,516.0338,100,415.86821357080885,336.9471209049225
159686.88,9.359916,0.647554,28,42.87,220.86586,0.0013171844,175.85556,,5.577176,0.91283435,63.898647,1.2144397,224.12527,0.05577176,2800,1.4015962,0.012144396,107.49139,[ 0.016  0.001 -0.076  0.033  0.017  0.299 -0.086 -0.561  0.     0.  0.    -0.759],396.7214,89485,0.13171844,524.34766,9.359916,71.34723,745.2135,True,0.009128343,173.15736,-1,488.80057,100,396.72141604420796,353.50918459892273
66200.164,9.359918,0.6385576,29,42.46,201.82576,0.0041911923,191.24371,,1.7408528,0.28753155,93.35108,1.0773815,134.52347,0.017408527,2900,1.0888877,0.010773813,108.521065,[ 0.03  -0.006 -0.07   0.023  0.006  0.289 -0.075 -0.534  0.     0.  0.    -0.771],393.0695,93731,0.41911924,727.7504,9.359918,91.83684,929.5762,True,0.0028753157,114.196625,-1,425.52664,100,393.0694651021991,372.0325093269348
80130.91,9.359768,0.61838377,30,43.79,230.15192,0.0052776802,175.27356,,1.9358733,0.23156002,95.18193,1.029212,150.46194,0.019358732,3000,1.0511571,0.01029212,113.20505,[ 0.035  0.002 -0.07   0.019  0.002  0.303 -0.062 -0.54   0.     0.  0.    -0.78 ],405.42548,98110,0.527768,665.0518,9.359768,95.133255,895.20374,True,0.0023156002,136.86438,-1,425.8068,100,405.4254646442443,392.08781480789185
61658.223,9.359438,0.60955757,31,43.62,221.14542,0.007062631,182.69832,,1.3297374,0.12098876,98.59822,1.014706,196.27692,0.013297374,3100,1.0166364,0.010147059,96.39376,[ 0.034  0.002 -0.074  0.017  0.001  0.299 -0.059 -0.537  0.     0.  0.    -0.801],403.84375,102472,0.7062631,486.93027,9.359438,98.36359,708.0757,True,0.0012098876,191.42105,-1,410.4593,100,403.8437356336586,411.07064723968506
131725.48,9.35994,0.6087361,32,44.26,239.4264,0.0010364153,170.49261,,6.366749,0.77631176,67.38932,1.1159679,179.78,0.06366748,3200,1.2909185,0.011159677,109.843636,[ 0.03   0.006 -0.077  0.02  -0.002  0.304 -0.057 -0.536  0.     0.  0.    -0.809],409.91904,106898,0.10364154,626.6174,9.35994,77.464226,866.04376,True,0.0077631166,150.10593,-1,474.976,100,409.9190226876903,429.6644957065582
73977.305,9.359964,0.60569024,33,46.65,202.12427,0.0054698144,230.03299,,2.102724,0.27948087,93.05564,1.0230769,170.03363,0.02102724,3300,1.0600647,0.0102307685,131.48692,[ 4.390e-02 -3.365e-04 -7.221e-02  2.043e-02 -4.283e-03  2.929e-01 -4.390e-02 -5.249e-01  0.000e+00  0.000e+00  0.000e+00 -8.102e-01],432.15726,111563,0.54698145,702.7125,9.359964,94.33387,904.8368,True,0.0027948087,160.70627,-1,449.5181,100,432.15726793528745,450.3684084415436
181494.27,9.359736,0.5739439,34,47.32,239.26671,0.0005592525,199.15439,,5.59525,0.6729153,73.95203,1.1338311,250.16919,0.0559525,3400,1.2462784,0.011338311,112.24075,[ 0.046 -0.005 -0.074  0.014 -0.011  0.286 -0.051 -0.524  0.     0.  0.    -0.813],438.42114,116295,0.055925254,570.2462,9.359736,80.23889,809.51294,True,0.0067291525,195.56728,-1,521.28357,100,438.421114898127,471.29643058776855
83870.01,9.359981,0.5568166,35,45.71,211.22989,0.0029046822,212.38025,,2.2870603,0.35832494,89.858826,1.0666285,246.9086,0.022870602,3500,1.125886,0.010666285,104.679344,[ 0.038  0.003 -0.08   0.017 -0.008  0.303 -0.052 -0.536  0.     0.  0.    -0.845],423.61017,120866,0.29046822,465.5748,9.359981,88.81894,676.8047,True,0.0035832492,220.56874,-1,462.35132,100,423.6101462943758,492.41229915618896
113209.87,9.359918,0.559355,36,46.09,276.58014,0.0041825175,150.46428,,2.516887,0.382517,88.7003,1.071717,141.09344,0.02516887,3600,1.1003207,0.01071717,122.997284,[ 0.054 -0.004 -0.076  0.021 -0.002  0.311 -0.045 -0.548  0.     0.  0.    -0.862],427.04446,125475,0.41825175,747.49664,9.359918,90.88259,1024.0768,True,0.00382517,119.82138,-1,463.35864,100,427.0444180870407,508.32636284828186
90978.586,9.35993,0.5593241,37,47.3,240.39038,0.0033279946,197.83627,,2.1035812,0.340721,90.245544,1.0363584,212.95038,0.021035811,3700,1.1058986,0.0103635825,102.28418,[ 0.048 -0.008 -0.08   0.016 -0.007  0.296 -0.06  -0.549  0.     0.  0.    -0.86 ],438.22668,130205,0.33279946,551.40857,9.35993,90.4242,791.79895,True,0.0034072099,200.68698,-1,462.75116,100,438.22666273196205,526.1257829666138
78846.875,9.359898,0.54235107,38,48.47,221.23077,0.0050323675,227.89668,,1.6807945,0.24958001,94.504875,1.0350188,216.74342,0.016807944,3800,1.0550748,0.010350186,126.127975,[ 0.043 -0.012 -0.084  0.011 -0.011  0.287 -0.066 -0.558  0.     0.  0.    -0.86 ],449.12747,135052,0.5032368,602.3886,9.359898,94.78001,823.6194,True,0.0024958001,202.04164,-1,470.54214,100,449.1274552952231,547.1558253765106
93697.0,9.359734,0.5280667,39,48.35,238.74963,0.0032618754,209.32967,,2.0539703,0.27663317,93.48716,1.0480809,205.69644,0.020539703,3900,1.0803323,0.010480809,136.70474,[ 0.045 -0.012 -0.084  0.011 -0.012  0.294 -0.063 -0.567  0.     0.  0.    -0.877],448.07928,139887,0.32618755,633.1096,9.359734,92.56412,871.85925,True,0.0027663317,186.52151,-1,477.55704,100,448.07929760267297,563.8388545513153
82761.65,9.3597975,0.5343399,40,45.87,248.85547,0.007004821,176.22191,,2.9674733,0.2895561,92.8112,1.0404098,207.05983,0.029674731,4000,1.0605214,0.010404097,101.99627,[ 0.029 -0.002 -0.096  0.012 -0.014  0.299 -0.066 -0.578  0.     0.  0.    -0.891],425.07742,144474,0.70048213,515.34485,9.3597975,94.29324,764.2003,True,0.002895561,195.8173,-1,443.15558,100,425.07738586079387,583.4164872169495
106623.07,9.359707,0.5666178,41,46.06,229.47125,0.0043330076,197.20319,,3.9008598,0.6099863,78.46453,1.1643393,277.78357,0.0390086,4100,1.2861242,0.011643392,102.486855,[ 0.03  -0.017 -0.095  0.016 -0.011  0.288 -0.073 -0.581  0.     0.  0.    -0.885],426.6745,149080,0.4333008,431.36066,9.359707,77.75298,660.8319,True,0.006099863,228.42491,-1,502.61328,100,426.6744513142265,599.8916280269623
746383.4,9.36,0.58526397,42,48.01,211.09314,0.0006624604,233.89964,,17.049852,1.7867695,34.6494,1.301043,250.0015,0.17049852,4200,1.8728321,0.013010429,123.5429,[ 0.026 -0.016 -0.096  0.023 -0.003  0.275 -0.071 -0.569  0.     0.  0.    -0.852],444.9928,153881,0.06624604,663.4425,9.36,53.39507,874.53564,True,0.017867697,182.63211,-1,609.0459,100,444.9927948246713,615.5734281539917
1741092.9,9.359959,0.5781778,43,48.57,230.10352,0.00023334868,220.0187,,22.397388,2.3863587,23.389206,1.3185557,237.22955,0.22397389,4300,1.9944328,0.013185556,143.52711,[ 0.013 -0.006 -0.096  0.035  0.007  0.319 -0.036 -0.56   0.     0.  0.    -0.834],450.1222,158738,0.023334868,887.7185,9.359959,50.13957,1117.822,True,0.02386359,114.775665,-1,710.82074,100,450.12223548024207,631.1689143180847
126077.24,9.359958,0.5758276,44,46.94,247.98744,0.001672129,186.98335,,5.1549234,0.69308496,72.55306,1.1268535,246.56836,0.051549233,4400,1.2776607,0.011268535,113.07286,[-0.007  0.006 -0.108  0.04   0.011  0.338 -0.049 -0.587  0.     0.  0.    -0.841],434.97083,163432,0.1672129,501.7256,9.359958,78.268036,749.713,True,0.0069308495,210.0569,-1,500.79675,100,434.97081546365865,649.8507618904114
134318.39,9.359828,0.56109804,45,45.5,239.263,0.0015359761,182.12753,,4.653538,0.686504,73.219124,1.1351228,224.95218,0.04653538,4500,1.3113872,0.011351228,109.046326,[-6.957e-03  1.835e-03 -1.082e-01  2.787e-02  5.967e-04  3.321e-01 -5.525e-02 -5.736e-01  0.000e+00  0.000e+00  0.000e+00 -8.431e-01],421.3905,167982,0.15359761,534.1118,9.359828,76.25513,773.3748,True,0.0068650395,189.3781,-1,490.64313,100,421.39054837083984,668.0101652145386
257074.2,9.359972,0.52975655,46,46.43,248.86627,0.0011430326,181.32367,,10.348095,1.483751,40.72161,1.229774,272.5558,0.10348095,4600,1.7271816,0.012297738,115.87909,[-4.212e-03 -5.609e-04 -1.066e-01  4.078e-02  1.305e-02  3.348e-01 -4.794e-02 -5.816e-01  0.000e+00  0.000e+00  0.000e+00 -8.578e-01],430.18997,172625,0.11430325,494.30658,9.359972,57.897793,743.17285,True,0.01483751,207.2381,-1,565.5642,100,430.189944598902,687.231281042099
3690716400.0,9.359929,0.5286349,47,47.45,257.88248,5.7104944e-06,181.91551,,1277.7876,127.04993,1.1615452,13.773029,6116.413,12.777876,4700,229.58101,0.1377303,111.33412,[-7.061e-03 -9.300e-03 -1.082e-01  2.818e-02  3.944e-05  3.094e-01 -6.106e-02 -5.917e-01  0.000e+00  0.000e+00  0.000e+00 -8.892e-01],439.79797,177370,0.00057104946,549.9116,9.359929,0.4355761,807.7941,True,1.2704993,197.45972,-1,9788.306,100,439.7979811417307,706.1973595619202
323436.2,9.359838,0.54232097,48,46.61,201.91055,0.000575723,229.8768,,7.6757274,1.0095153,52.7851,1.0674046,250.17389,0.076757275,4800,1.4954225,0.010674046,126.347115,[-0.027 -0.016 -0.111  0.053  0.026  0.26  -0.059 -0.592  0.     0.  0.    -0.89 ],431.78738,182031,0.0575723,532.2041,9.359838,66.870735,734.1146,True,0.010095153,211.55298,-1,519.4929,100,431.7873729264555,728.1057770252228
117739.414,9.359866,0.55622053,49,51.23,240.43607,0.0041149687,234.5773,,2.9807801,0.40497264,87.64846,1.0787917,204.80753,0.0298078,4900,1.1112759,0.010787917,158.93906,[-0.027 -0.016 -0.112  0.042  0.015  0.249 -0.054 -0.599  0.     0.  0.    -0.877],475.01337,187154,0.41149688,755.7903,9.359866,89.98666,996.2263,True,0.0040497263,176.14548,-1,519.8653,100,475.01336034914493,751.0285532474518
115810.98,9.359324,0.55743587,50,48.82,247.95074,0.0036799456,204.49156,,4.851504,0.65420544,73.534256,1.090478,231.6344,0.048515037,5000,1.1671319,0.010904778,116.10684,[-0.038 -0.012 -0.117  0.043  0.016  0.248 -0.053 -0.608  0.     0.  0.    -0.863],452.4423,192036,0.36799458,540.4307,9.359324,85.68012,788.3815,True,0.0065420545,215.9279,-1,487.15012,100,452.4423124147766,767.5819065570831
249758.3,9.35997,0.53815454,51,49.12,211.50816,0.0022566651,243.64276,,5.5673685,0.91989183,58.14718,1.0842732,248.22055,0.055673685,5100,1.3352956,0.010842731,147.4769,[-0.018 -0.023 -0.117  0.045  0.021  0.236 -0.047 -0.598  0.     0.  0.    -0.861],455.15094,196948,0.22566652,625.26215,9.35997,74.889786,836.7703,True,0.009198918,204.11986,-1,538.2995,100,455.15093538360503,785.0621230602264
138339.36,9.359959,0.5417193,52,55.19,240.099,0.0038494696,271.8155,,2.6891804,0.43078524,85.78385,1.0582123,238.45401,0.026891803,5200,1.1641613,0.010582123,136.20613,[-0.021 -0.018 -0.117  0.03   0.007  0.231 -0.039 -0.592  0.     0.  0.    -0.881],511.9145,202467,0.38494697,764.4099,9.359959,85.89875,1004.5089,True,0.004307852,210.5618,-1,563.6024,100,511.9144680099076,804.588122844696
128082.14,9.359936,0.53674096,53,54.64,268.60178,0.0061728866,238.02824,,2.1388798,0.27065456,93.68202,1.0422083,208.93582,0.021388797,5300,1.0770892,0.010422084,149.88858,[-0.024 -0.018 -0.12   0.022 -0.003  0.236 -0.037 -0.603  0.     0.  0.    -0.877],506.63,207931,0.61728865,792.11523,9.359936,92.84282,1060.717,True,0.0027065456,188.41492,-1,539.1887,100,506.6300149974426,827.0204176902771
9715838.0,9.359933,0.51808774,54,56.45,267.35617,0.00035751343,255.93399,,47.086998,4.63064,8.412316,1.4033961,430.45657,0.47086996,5400,2.7309678,0.01403396,159.48672,[-0.038 -0.017 -0.124  0.025  0.002  0.233 -0.04  -0.607  0.     0.  0.    -0.882],523.2902,213576,0.035751343,719.3346,9.359933,36.617058,986.6908,True,0.0463064,227.28293,-1,919.62744,100,523.2901570134949,848.1644830703735
178868.27,9.359796,0.5235505,55,53.94,275.97943,0.0018124034,224.15428,,3.1645112,0.54072285,81.52444,1.135847,252.51782,0.03164511,5500,1.2420652,0.01135847,143.57008,[-0.031 -0.02  -0.131  0.016 -0.005  0.256 -0.054 -0.637  0.     0.  0.    -0.901],500.13367,218970,0.18124035,717.87744,9.359796,80.51107,993.8569,True,0.0054072286,201.97662,-1,584.8078,100,500.13369114643086,870.4719097614288
280638.9,9.359963,0.5119555,56,55.08,257.73413,0.0027852207,252.81984,,4.95748,0.7181727,71.657074,1.1419208,199.54187,0.0495748,5600,1.3205742,0.011419207,165.02754,[-0.042 -0.027 -0.136  0.02   0.001  0.249 -0.074 -0.656  0.     0.  0.    -0.895],510.554,224478,0.27852207,981.7744,9.359963,75.72464,1239.5085,True,0.007181728,138.70145,-1,626.86084,100,510.55399021236786,892.0534324645996
124863800.0,9.359904,0.5074178,57,54.52,257.74557,0.00016583459,247.79732,,349.19247,34.874718,1.805301,4.728697,1629.572,3.4919248,5700,15.810189,0.047286958,133.844,[-0.036 -0.032 -0.135  0.012 -0.006  0.245 -0.066 -0.664  0.     0.  0.    -0.907],505.54288,229930,0.01658346,586.6749,9.359904,6.325035,844.4205,True,0.3487472,252.21675,-1,2636.8481,100,505.54288356804653,917.3304522037506
134569.73,9.359895,0.4951987,58,53.97,276.77942,0.004518031,223.37143,,3.1673846,0.38057876,88.850105,1.0743297,208.6246,0.031673845,5800,1.1025293,0.010743296,148.23648,[-0.065 -0.04  -0.135 -0.021 -0.037  0.219 -0.086 -0.652  0.     0.  0.    -0.912],500.15085,235327,0.45180312,773.08936,9.359895,90.70054,1049.8688,True,0.0038057875,185.19025,-1,539.33765,100,500.15086011647224,937.0699896812439
2278849.5,9.359954,0.46876016,59,53.63,239.78162,0.00025160695,257.5867,,35.610767,3.688933,13.522618,1.4587467,370.08572,0.35610765,5900,2.513864,0.014587466,130.109,[-0.04  -0.058 -0.124 -0.025 -0.038  0.221 -0.087 -0.657  0.     0.  0.    -0.924],497.36832,240690,0.025160694,577.88116,9.359954,39.7794,817.6628,True,0.036889322,252.06947,-1,759.01117,100,497.3683038873252,956.9822113513947
118608.375,9.359876,0.47396636,60,54.48,249.49521,0.0024539153,255.43466,,2.9304843,0.38264406,88.36848,1.054691,223.12836,0.029304842,6000,1.1094116,0.010546909,135.57648,[-0.012 -0.074 -0.115 -0.028 -0.039  0.243 -0.086 -0.649  0.     0.  0.    -0.95 ],504.92993,246138,0.24539155,756.2937,9.359876,90.13787,1005.78894,True,0.0038264405,203.1932,-1,540.9434,100,504.9298828821819,976.3856163024902
