EpLenMean,TimeElapsed,InitialReturnMean,MinIWNorm,EmpiricalD2,Weights,OptimizationReturnMax,StdIW,VarianceInit,MaxIWNorm,ESSClassic,InitialReturnMax,MeanIWNorm,ReturnMeanIW,EpRewMean,Iteration,ESSRenyi,StdIWNorm,MeanIW,J_sample_variance,OptimizationReturnMean,InitialReturnStd,InitialBound,MaxIW,MeanEntropy,EpisodesSoFar,OptimizationReturnMin,TimestepsSoFar,ReturnStepMax,InitialReturnMin,Bound,LearnableVariance,MinIW,ReturnStepMaxmin,EpThisIter
26.36,55.308513164520264,242.92473,0.0022836209,1.3689165,[ 0.042 -0.006 -0.04  -0.043 -0.045  0.13  -0.071 -0.314  0.     0.  0.    -0.164],315.82184,1.039384,-1,0.06558144,54.95574,414.60605,0.011480553,285.6852,242.9247064367528,12,73.050476,0.01039384,1.1480556,50666.14,144.1405,57.879017,118.54289,6.5581446,1.2149203,1200,,25259,9.359999,98.784195,140.15762,True,0.22836208,9.359999,100
26.36,60.199071407318115,242.72644,0.003094718,1.1488209,[ 0.065  0.002 -0.02  -0.013 -0.008  0.169 -0.045 -0.293  0.     0.  0.    -0.204],370.58847,0.40423673,-1,0.026023977,86.52561,479.1589,0.010243621,262.98926,242.72645345747983,13,87.04577,0.0040423675,1.0243621,27247.684,134.156,67.242874,98.978775,2.6023977,1.2054436,1300,,27895,9.35951,108.570435,108.91611,True,0.30947182,9.35951,100
27.02,64.85506677627563,249.0722,0.0021075264,1.0814465,[ 0.067 -0.003 -0.026 -0.003  0.007  0.169 -0.047 -0.316  0.     0.  0.    -0.213],336.74734,0.28626037,-1,0.016899692,92.851326,463.67245,0.010316756,262.9232,249.07220489232134,14,92.46874,0.0028626036,1.0316757,23519.076,122.1471,55.59644,109.97046,1.6899693,1.1816245,1400,,30597,9.3598585,126.92511,118.267654,True,0.21075264,9.3598585,100
28.13,69.16487145423889,259.45078,0.0029900735,1.0933964,[ 0.078 -0.003 -0.028 -0.017 -0.005  0.186 -0.04  -0.323  0.     0.  0.    -0.237],468.22253,0.28200778,-1,0.01743246,93.131195,549.2407,0.010384077,278.97598,259.45076045479726,15,91.45814,0.0028200776,1.0384078,21164.287,178.43257,77.04642,94.67854,1.7432461,1.176762,1500,,33410,9.359595,81.0182,106.68092,True,0.29900736,9.359595,100
29.83,73.94783425331116,275.24567,0.002477042,1.1615127,[ 0.092 -0.006 -0.027 -0.019 -0.01   0.199 -0.034 -0.343  0.     0.  0.    -0.242],402.41327,0.37910175,-1,0.02121964,89.032455,548.2762,0.010801268,306.3427,275.2456530505633,16,86.09462,0.0037910175,1.0801269,40407.133,129.38274,78.90832,110.76279,2.121964,1.1477497,1600,,36393,9.359994,145.86292,129.07378,True,0.24770421,9.359994,100
27.68,79.46964836120605,255.3896,0.00602527,1.0311927,[ 0.099 -0.013 -0.039 -0.017 -0.009  0.207 -0.051 -0.369  0.     0.  0.    -0.271],355.4082,0.18424544,-1,0.016019672,96.83526,490.93558,0.010191622,264.81952,255.38960530831562,17,96.97509,0.0018424544,1.0191623,26260.344,119.86221,65.11507,108.10893,1.6019673,1.1378131,1700,,39161,9.359691,135.52739,115.259445,True,0.602527,9.359691,100
30.04,84.6530704498291,277.29074,0.005271476,1.0675923,[ 0.113 -0.016 -0.029 -0.009 -0.003  0.22  -0.034 -0.369  0.     0.  0.    -0.281],423.72382,0.29375103,-1,0.0215687,92.82608,513.67004,0.01056663,290.51086,277.2907578701522,18,93.66872,0.0029375104,1.056663,19254.334,187.34453,79.08974,123.18977,2.1568701,1.1317706,1800,,42165,9.359819,89.94623,131.28699,True,0.52714765,9.359819,100
30.79,89.94015049934387,284.29495,0.0025391772,1.2013497,[ 0.121 -0.009 -0.043  0.001  0.009  0.235 -0.024 -0.357  0.     0.  0.    -0.287],398.6946,0.41802305,-1,0.023908565,88.00199,552.86456,0.011321187,334.60797,284.2949518539732,19,83.23971,0.00418023,1.1321187,50599.03,130.125,73.87068,118.43559,2.3908565,1.0952148,1900,,45244,9.359732,154.16995,152.816,True,0.25391772,9.359732,100
31.16,96.94215512275696,287.78647,0.00076962647,1.6584996,[ 0.118 -0.01  -0.049  0.015  0.021  0.236 -0.031 -0.381  0.     0.  0.    -0.324],372.18115,0.9583433,-1,0.075735,60.044823,546.4591,0.011748228,382.84412,287.7864733153542,20,60.295464,0.009583433,1.1748229,147616.56,113.50851,79.31883,123.84874,7.5735,1.0661056,2000,,48360,9.359886,174.27797,171.7206,True,0.07696265,9.359886,100
32.55,103.13733315467834,300.8872,0.0005439755,2.1141033,[ 0.117  0.002 -0.061  0.008  0.016  0.264 -0.035 -0.428  0.     0.  0.    -0.353],406.66107,1.5098032,-1,0.11089275,45.20397,590.94653,0.01371305,470.9026,300.88721518094536,21,47.301376,0.015098033,1.3713051,279558.44,116.60176,86.918144,123.60326,11.089275,0.98913544,2100,,51615,9.359547,184.28546,213.13248,True,0.054397553,9.359547,100
36.68,109.3296275138855,339.22308,0.0006622322,2.1155949,[ 0.128 -0.    -0.056  0.011  0.019  0.246 -0.011 -0.423  0.     0.  0.    -0.43 ],384.37366,1.6038553,-1,0.11233297,43.10884,594.6713,0.013961302,534.58344,339.22307148987204,22,47.26803,0.016038552,1.3961302,287368.16,128.9254,91.431175,160.8217,11.233297,0.9411212,2200,,55283,9.359769,210.29767,275.09708,True,0.06622323,9.359769,100
38.42,117.62877106666565,355.56393,0.00032627056,5.886924,[ 0.101 -0.005 -0.076  0.017  0.02   0.234 -0.043 -0.481  0.     0.  0.    -0.478],502.70007,10.575458,-1,1.0668925,4.4186325,686.73016,0.02273822,1038.1721,355.56396679469617,23,16.986801,0.10575455,2.273822,13968380.0,171.53389,100.69299,149.54492,106.689255,0.9446972,2300,,59125,9.359752,184.03009,538.3085,True,0.032627057,9.359752,100
41.65,124.60021328926086,385.4456,0.003876323,1.1807125,[ 4.686e-02  6.497e-03 -1.006e-01  9.527e-03 -1.940e-04  2.125e-01 -9.468e-02 -5.544e-01  0.000e+00  0.000e+00  0.000e+00 -4.742e-01],552.995,0.5087457,-1,0.03639957,83.1044,772.9358,0.011283028,438.47174,385.4455758308622,24,84.694626,0.005087456,1.1283028,84662.22,165.5048,109.72916,153.56487,3.6399572,0.9252983,2400,,63290,9.359992,219.94077,186.50874,True,0.3876323,9.359992,100
43.99,132.57198333740234,406.93152,0.0045243157,1.0568469,[ 0.028  0.016 -0.117  0.008 -0.002  0.217 -0.111 -0.56   0.     0.  0.    -0.494],551.3791,0.25128174,-1,0.01591685,94.20694,754.5735,0.010133236,423.0347,406.93150341808285,25,94.621086,0.0025128173,1.0133235,67189.2,203.7371,118.135666,180.55948,1.591685,0.9041082,2500,,67689,9.359913,203.19441,190.3173,True,0.45243156,9.359913,100
41.02,138.85470819473267,379.41016,0.0016227963,1.7387171,[ 0.032  0.017 -0.127  0.004 -0.006  0.209 -0.12  -0.564  0.     0.  0.    -0.515],672.3867,1.7007784,-1,0.13708888,36.055737,865.126,0.012771269,518.3459,379.4101770542243,26,57.513668,0.017007783,1.277127,475918.5,186.67091,124.46294,119.872406,13.708888,0.9046024,2600,,71791,9.359834,192.73926,176.11829,True,0.16227964,9.359834,100
40.48,144.63816142082214,374.45657,0.0025152345,1.3349748,[ 0.03   0.017 -0.129 -0.003 -0.011  0.231 -0.135 -0.572  0.     0.  0.    -0.514],642.8552,0.76088953,-1,0.049350675,69.14022,854.29834,0.011389129,451.39102,374.4565316875682,27,74.90778,0.0076088947,1.1389129,153941.22,163.01341,122.51357,118.16705,4.9350677,0.88231885,2700,,75839,9.35963,211.44312,155.2713,True,0.25152346,9.35963,100
43.87,151.40657949447632,405.97278,0.001555925,1.67931,[ 0.035  0.025 -0.127  0.005 -0.003  0.232 -0.107 -0.56   0.     0.  0.    -0.537],464.8272,1.189051,-1,0.06268538,51.29449,666.83124,0.012202443,537.47687,405.9727522310677,28,59.548267,0.01189051,1.2202442,268695.47,203.96873,108.020996,205.92339,6.268538,0.8924575,2800,,80226,9.359835,202.00403,278.2365,True,0.1555925,9.359835,100
45.42,158.7711431980133,420.4653,0.0022226793,1.3487161,[ 0.025  0.017 -0.131 -0.004 -0.013  0.211 -0.122 -0.588  0.     0.  0.    -0.526],663.91187,1.1487929,-1,0.110685214,48.214413,875.46906,0.011084745,501.2342,420.4653062081489,29,74.144585,0.011487928,1.1084746,318514.9,208.90813,133.79309,157.82462,11.0685215,0.87368,2900,,84768,9.359614,211.55717,196.21841,True,0.22226794,9.359614,100
45.41,167.2469916343689,420.09866,0.0015585774,1.3184617,[ 0.02   0.022 -0.135  0.004 -0.002  0.187 -0.119 -0.579  0.     0.  0.    -0.545],530.5204,0.7653058,-1,0.041674457,70.333984,750.928,0.011783874,532.46564,420.09863206232063,30,75.84597,0.007653059,1.1783874,180792.88,199.69106,120.88839,194.82022,4.1674457,0.8340397,3000,,89309,9.359694,220.4076,273.79135,True,0.15585774,9.359694,100
43.79,174.44148659706116,405.413,0.0033277469,1.1428704,[ 0.011  0.017 -0.138  0.016  0.011  0.173 -0.131 -0.589  0.     0.  0.    -0.585],839.0226,0.49435514,-1,0.0356506,83.021935,1060.1692,0.0109317945,449.40555,405.41299074958965,31,87.498985,0.004943551,1.0931793,100577.734,184.26639,127.06336,87.36224,3.56506,0.843914,3100,,93688,9.359827,221.14662,109.393036,True,0.3327747,9.359827,100
48.21,181.17749953269958,446.45447,0.004839148,1.1633785,[ 0.011  0.015 -0.141  0.011  0.005  0.19  -0.134 -0.602  0.     0.  0.    -0.575],558.79504,0.46377695,-1,0.036714397,84.7485,761.4915,0.01093248,489.40192,446.454497964841,32,85.95655,0.0046377694,1.093248,81815.875,243.75801,118.52642,218.00705,3.6714396,0.8319106,3200,,98509,9.359877,202.69647,242.99844,True,0.48391482,9.359877,100
47.19,189.34971284866333,437.09497,0.0032251705,1.1489701,[ 0.006  0.017 -0.147  0.015  0.009  0.204 -0.141 -0.612  0.     0.  0.    -0.587],605.0348,0.39454213,-1,0.02657463,87.99381,815.9813,0.010681126,476.13458,437.0949433366133,33,87.03446,0.0039454214,1.0681126,99007.9,226.14839,131.4556,192.30055,2.657463,0.8220779,3300,,103228,9.359919,210.94656,213.73941,True,0.32251707,9.359919,100
46.52,195.937091588974,430.92566,0.005301621,1.0552789,[ 0.002  0.021 -0.151  0.025  0.017  0.21  -0.15  -0.617  0.     0.  0.    -0.597],696.30524,0.2769153,-1,0.027483169,92.95102,907.5074,0.010055672,449.33667,430.9256847282358,34,94.76168,0.0027691529,1.0055672,86640.305,219.72356,136.64435,158.6735,2.748317,0.8216358,3400,,107880,9.3598795,211.20215,169.66077,True,0.5301621,9.3598795,100
47.1,204.91464161872864,436.12,0.00025973644,3.1306887,[-0.008  0.029 -0.156  0.019  0.013  0.202 -0.16  -0.625  0.     0.  0.    -0.597],587.4457,4.7552447,-1,0.44310623,9.112219,808.6075,0.0150567815,754.77545,436.1200093087459,35,31.941854,0.04755245,1.5056783,2325975.0,214.95824,134.87315,193.53773,44.310623,0.8141291,3500,,112590,9.359945,221.16177,325.55646,True,0.025973644,9.359945,100
49.23,213.74932765960693,455.64792,0.00067704526,1.7271646,[-0.002  0.03  -0.155  0.01   0.005  0.174 -0.144 -0.615  0.     0.  0.    -0.605],708.6269,2.138769,-1,0.20341891,30.956203,958.53613,0.014321066,721.48694,455.6479567567887,36,57.89836,0.021387689,1.4321066,774628.44,205.73871,128.24127,168.08716,20.341892,0.76692784,3600,,117513,9.359816,249.90924,343.5698,True,0.06770453,9.359816,100
49.56,221.082941532135,458.772,0.00010986821,3.0583994,[-0.027  0.029 -0.162  0.01   0.005  0.15  -0.169 -0.622  0.     0.  0.    -0.652],689.8499,2.7833064,-1,0.2564156,19.808666,901.1885,0.013833272,777.5576,458.77201335574415,37,32.696842,0.027833063,1.3833271,3407628.2,247.43344,153.85396,188.41547,25.641562,0.7871909,3700,,122469,9.359766,211.33858,304.75055,True,0.010986822,9.359766,100
48.7,229.03580045700073,451.09314,0.0046491674,1.2008482,[ 3.451e-04  2.067e-02 -1.598e-01  1.595e-02  8.207e-03  1.590e-01 -1.464e-01 -6.529e-01  0.000e+00  0.000e+00  0.000e+00 -6.317e-01],608.1034,0.519533,-1,0.041795235,82.0948,856.7814,0.011124522,516.0225,451.0931119065688,38,83.27447,0.00519533,1.1124523,136071.05,202.41518,121.23189,194.05872,4.1795235,0.81357986,3800,,127339,9.359958,248.67795,234.35593,True,0.46491674,9.359958,100
50.77,239.8569586277008,470.2963,0.0021705187,1.1836054,[ 0.016  0.008 -0.158  0.012  0.002  0.162 -0.153 -0.652  0.     0.  0.    -0.605],747.2519,0.4651896,-1,0.026817484,85.3307,931.0907,0.01121962,531.24396,470.2963190033719,39,84.48762,0.004651896,1.121962,89838.06,286.4575,140.69066,190.96909,2.6817484,0.7940922,3900,,132416,9.359978,183.8388,227.35376,True,0.21705188,9.359978,100
50.73,249.01181650161743,469.8671,0.0018273499,1.4853858,[ 0.023  0.015 -0.16   0.011  0.002  0.18  -0.138 -0.662  0.     0.  0.    -0.625],671.7551,1.0524913,-1,0.07091112,55.430706,892.6526,0.011737507,576.8326,469.8671268138329,40,67.32258,0.010524912,1.1737505,231716.97,248.96967,136.51753,202.07138,7.091112,0.7485284,4000,,137489,9.35999,220.89746,250.45273,True,0.182735,9.35999,100
54.73,259.5617036819458,506.97235,0.0049665174,1.0490097,[ 0.01   0.024 -0.167 -0.003 -0.009  0.172 -0.141 -0.67   0.     0.  0.    -0.67 ],970.75336,0.21423364,-1,0.016882658,95.92017,1239.3931,0.010387753,534.77545,506.97236911248075,41,95.328,0.0021423365,1.0387753,115298.62,238.33267,167.6949,135.15445,1.6882658,0.7325506,4100,,142962,9.359992,268.6397,153.95517,True,0.49665174,9.359992,100
54.57,269.3147852420807,505.79572,0.00027705214,2.470944,[ 0.024  0.021 -0.168 -0.001 -0.007  0.174 -0.141 -0.676  0.     0.  0.    -0.686],747.755,2.2289758,-1,0.18116327,26.288115,977.51086,0.013311175,753.2175,505.7957450579689,42,40.470364,0.02228976,1.3311174,1555441.0,276.03992,147.29579,212.54251,18.116327,0.7022933,4200,,148419,9.35996,229.75583,292.24582,True,0.027705213,9.35996,100
57.32,278.0273218154907,531.3396,0.0036409118,1.2109519,[ 0.04   0.001 -0.167  0.002 -0.003  0.17  -0.142 -0.722  0.     0.  0.    -0.717],792.6987,0.5869344,-1,0.039480343,77.98809,1051.2439,0.0110477805,618.00726,531.3396390458844,43,82.57966,0.005869344,1.1047779,220753.05,272.7945,144.16537,215.96646,3.9480343,0.7008652,4300,,154151,9.359953,258.54514,270.96036,True,0.3640912,9.359953,100
57.75,286.5412495136261,534.9027,0.0022911453,1.1157454,[ 1.975e-02 -4.549e-04 -1.667e-01  2.975e-04 -3.900e-03  1.666e-01 -1.396e-01 -7.318e-01  0.000e+00  0.000e+00  0.000e+00 -7.181e-01],667.8212,0.449294,-1,0.035320304,85.00937,955.5969,0.010699261,566.91425,534.902771924961,44,89.62618,0.00449294,1.0699261,131277.03,247.12708,126.71227,248.22372,3.5320303,0.7019924,4400,,159926,9.359998,287.7757,264.09845,True,0.22911453,9.359998,100
56.58,294.2922329902649,524.17676,2.9050912e-05,24.161741,[ 0.028  0.005 -0.169 -0.006 -0.007  0.17  -0.132 -0.716  0.     0.  0.    -0.717],550.72876,48.47539,-1,4.8777657,1.5210606,825.78705,0.06024526,3840.2175,524.1767917655419,45,4.1387744,0.48475394,6.0245266,371791360.0,249.11847,131.54478,276.44067,487.77658,0.683165,4500,,165584,9.359837,275.05832,2622.4807,True,0.0029050913,9.359837,100
55.95,304.3780589103699,518.7742,0.004468377,1.0990475,[ 0.036 -0.006 -0.164 -0.013 -0.017  0.12  -0.136 -0.672  0.     0.  0.    -0.736],773.251,0.3465407,-1,0.026987543,90.39805,1032.9688,0.010632945,556.72705,518.7741301825753,46,90.98788,0.0034654068,1.0632946,123914.63,259.05634,164.45157,208.88351,2.6987543,0.6796877,4600,,171179,9.359864,259.71777,231.85178,True,0.44683772,9.359864,100
56.6,312.26465463638306,524.6498,0.00414451,1.0614547,[ 0.048 -0.009 -0.164 -0.01  -0.012  0.115 -0.128 -0.666  0.     0.  0.    -0.739],694.7448,0.23483776,-1,0.018022979,95.06924,962.2972,0.010311717,549.2499,524.6497538976854,47,94.210335,0.0023483774,1.0311717,104908.734,257.0974,133.63911,235.96063,1.8022978,0.6712035,4700,,176839,9.35968,267.55237,251.82236,True,0.414451,9.35968,100
54.61,321.0086090564728,505.9537,0.00056838803,1.2950525,[ 0.059 -0.006 -0.167 -0.005 -0.01   0.115 -0.12  -0.661  0.     0.  0.    -0.748],687.9013,0.59935457,-1,0.034337115,76.6937,946.9117,0.010872435,568.44556,505.9537344495989,48,77.21694,0.005993545,1.0872436,179824.88,246.94334,151.00455,221.88022,3.4337115,0.6629698,4800,,182300,9.359957,259.01038,245.16882,True,0.056838803,9.359957,100
56.89,332.5988419055939,527.41437,0.0034848782,1.2049695,[ 0.059  0.015 -0.174 -0.004 -0.007  0.109 -0.115 -0.673  0.     0.  0.    -0.756],959.84875,0.51138854,-1,0.029309273,82.71042,1246.7095,0.011185074,608.6,527.414372919164,49,82.98965,0.0051138853,1.1185075,208715.11,240.55363,153.63585,153.40155,2.9309273,0.64059407,4900,,187989,9.359997,286.86072,198.04196,True,0.34848782,9.359997,100
56.97,341.40250062942505,527.796,0.0030997717,1.1782393,[ 0.068  0.016 -0.177 -0.007 -0.011  0.12  -0.106 -0.686  0.     0.  0.    -0.778],716.6025,0.45090133,-1,0.029255003,85.43502,965.9722,0.010920554,588.6295,527.7960312991345,50,84.8724,0.004509013,1.0920556,140973.11,278.42627,149.1689,238.00436,2.9255004,0.6515736,5000,,193686,9.359941,249.36975,274.07013,True,0.30997717,9.359941,100
55.93,349.66750264167786,518.27844,0.0048063607,1.0716033,[ 0.054  0.023 -0.18   0.003 -0.002  0.115 -0.111 -0.688  0.     0.  0.    -0.767],836.5719,0.27219188,-1,0.01930539,93.564445,1075.9417,0.0103785535,547.0421,518.2784761296726,51,93.318115,0.0027219185,1.0378555,101053.66,278.90872,142.18411,195.49597,1.930539,0.64581335,5100,,199279,9.359939,239.36975,212.90326,True,0.48063606,9.359939,100
58.99,360.2699191570282,546.6851,0.0028115755,1.147367,[ 0.053  0.018 -0.181  0.002 -0.005  0.104 -0.116 -0.69   0.     0.  0.    -0.773],802.8711,0.39485255,-1,0.026832031,88.44194,1071.6709,0.010922492,607.0458,546.6851572645406,52,87.156075,0.003948525,1.0922492,168323.53,277.88538,167.47176,225.18387,2.6832032,0.6325078,5200,,205178,9.3598795,268.79977,262.669,True,0.28115755,9.3598795,100
61.76,369.78205728530884,572.6356,0.0032069515,1.3164971,[ 0.054  0.017 -0.183  0.009  0.002  0.108 -0.12  -0.687  0.     0.  0.    -0.786],823.6429,0.6330238,-1,0.034345377,76.7401,1080.8774,0.011498135,673.5435,572.6356103897558,53,75.95915,0.006330238,1.1498134,200072.02,315.40106,176.96744,248.37234,3.434538,0.62258255,5300,,211354,9.359935,257.23456,301.4881,True,0.32069516,9.359935,100
61.47,380.81994819641113,569.89905,0.0027317842,1.1814712,[ 5.687e-02  2.036e-02 -1.867e-01  5.886e-03  3.360e-06  1.128e-01 -1.105e-01 -7.063e-01  0.000e+00  0.000e+00  0.000e+00 -7.964e-01],728.1412,0.44929653,-1,0.02712171,85.80996,1015.7668,0.0110486755,637.29205,569.8990720488514,54,84.640236,0.0044929655,1.1048676,162346.97,282.27347,165.32402,265.16904,2.712171,0.6143574,5400,,217501,9.359934,287.6256,306.06424,True,0.27317843,9.359934,100
60.79,390.11149287223816,563.58276,0.00056430884,1.571058,[ 6.206e-02  1.491e-02 -1.882e-01  9.281e-03  7.513e-04  1.021e-01 -1.103e-01 -7.109e-01  0.000e+00  0.000e+00  0.000e+00 -8.046e-01],781.019,1.198465,-1,0.0963516,51.931995,1068.2971,0.012457038,739.22266,563.5827666181788,55,63.65137,0.011984649,1.2457039,684228.9,276.30463,175.12006,243.09366,9.63516,0.60260636,5500,,223580,9.359877,287.27814,337.51562,True,0.056430884,9.359877,100
57.84,400.2314233779907,536.2365,0.0053397617,1.019675,[ 0.068  0.011 -0.19   0.019  0.011  0.116 -0.117 -0.742  0.     0.  0.    -0.816],1018.2256,0.14843869,-1,0.017157175,97.90032,1275.3318,0.010135941,544.0962,536.2365688893954,56,98.070465,0.0014843871,1.0135942,104586.24,279.13037,173.89333,153.63705,1.7157174,0.605959,5600,,229364,9.359993,257.10617,157.75116,True,0.5339762,9.359993,100
58.18,408.4618146419525,539.5814,0.0025486925,1.047826,[ 0.072  0.006 -0.19   0.021  0.011  0.12  -0.118 -0.744  0.     0.  0.    -0.813],718.7406,0.2213212,-1,0.017709311,95.547516,994.30115,0.010252528,556.0683,539.5814138125575,57,95.435684,0.0022132122,1.0252529,113998.03,264.02087,150.2065,241.2911,1.7709311,0.6069399,5700,,235182,9.359968,275.56055,250.72824,True,0.25486925,9.359968,100
59.33,418.908296585083,549.89154,0.0036939506,1.1546599,[ 0.06   0.01  -0.195  0.024  0.016  0.125 -0.118 -0.751  0.     0.  0.    -0.812],785.14166,0.45186588,-1,0.03178636,84.81493,1042.7333,0.010679167,604.0704,549.8915264645229,58,86.60559,0.004518659,1.0679166,163684.56,292.29993,168.34355,237.0715,3.178636,0.60269,5800,,241115,9.359844,257.5916,267.92935,True,0.36939508,9.359844,100
61.64,427.4072494506836,571.33984,0.0029138662,1.2541069,[ 0.059  0.003 -0.193  0.018  0.01   0.116 -0.118 -0.733  0.     0.  0.    -0.816],852.3627,0.71707666,-1,0.062453218,69.66494,1109.6934,0.010866764,650.6986,571.3398278371427,59,79.73802,0.007170766,1.0866764,236868.58,314.0091,168.69751,238.4318,6.2453218,0.5980241,5900,,247279,9.359915,257.33072,277.8852,True,0.29138663,9.359915,100
62.19,437.8515112400055,576.5538,0.0036956978,1.173174,[ 0.041  0.008 -0.2    0.011  0.001  0.121 -0.126 -0.739  0.     0.  0.    -0.821],903.0721,0.46310452,-1,0.023308823,85.18916,1189.7993,0.011106613,658.7378,576.5537583509157,60,85.238846,0.004631045,1.1106613,184853.22,289.82654,179.71275,219.61398,2.3308823,0.5649127,6000,,253498,9.359903,286.72723,272.12506,True,0.36956978,9.359903,100
