MaxVanillaIw,MaxNormIw,Bound,Delta,EpsThisIter,VarDiscRet,eRenyi2,AvgRet,IterType,MinNormIw,VarJ,AvgVanillaIw,ESSClassic,AvgDiscRet,VarVanillaIw,VanillaAvgRet,MinVanillaIw,AvgNormIw,BatchSize,VarNormIw,ESSRenyi,AvgEpLen,J,VarRet
1.0,0.005,-40.7553,0.9,100,7063.7560299,1.0,-45.2904897193,2,0.005,86.774,1.0,200.000000102,-45.2904897193,,-45.2904897193,1.0,0.005,500,2.1793e-19,500.0,188.78,-37.9853,7063.7560299
1.0,0.00333333,-35.6296,0.9,100,8688.36861081,1.0,-23.9186728654,2,0.00333333,89.0559,1.0,299.999969474,-23.9186728654,,-23.9186728654,1.0,0.00333333,500,5.43914e-20,500.0,242.99,-33.2964,8688.36861081
1.0,0.0025,-31.1927,0.9,100,8287.7758486,1.0,-16.7991467079,2,0.0025,89.7244,1.0,400.0,-16.7991467079,,-16.7991467079,1.0,0.0025,500,5.4346e-20,500.0,258.94,-29.1721,8287.7758486
1.00001,0.00200002,-29.0159,0.9,100,8349.38120083,1.0,-19.1709259713,1,0.00199998,90.0531,1.0,500.000006643,-19.1709259713,3.25158e-12,-19.1709259713,0.999991,0.002,500,1.30616e-17,500.0,254.41,-27.1719,8349.38120083
1.0,0.01,-12.4664,0.9,100,8707.22341401,1.0,-8.60344670886,2,0.01,92.8448,1.0,100.0,-8.60344670886,,-8.60344670886,1.0,0.01,500,3.50449e-18,500.0,277.4,-8.60345,8707.22341401
1.0,0.005,-29.2133,0.9,100,7190.82511466,1.0,-44.3084499394,2,0.005,90.4889,1.0,200.000000102,-44.3084499394,,-44.3084499394,1.0,0.005,500,2.1793e-19,500.0,193.69,-26.4559,7190.82511466
1.0,0.00333333,-32.1108,0.9,100,7549.78623028,1.0,-36.5726049745,2,0.00333333,89.2917,1.0,299.999969474,-36.5726049745,,-36.5726049745,1.0,0.00333333,500,5.43914e-20,500.0,211.59,-29.8282,7549.78623028
1.0,0.0025,-32.2537,0.9,100,7993.58913644,1.0,-31.6154952813,2,0.0025,89.2119,1.0,400.0,-31.6154952813,,-31.6154952813,1.0,0.0025,500,5.4346e-20,500.0,223.61,-30.275,7993.58913644
1.0,0.002,-32.6657,0.9,100,7723.93486573,1.0,-33.379410882,1,0.002,88.8701,1.0,500.000006643,-33.379410882,,-33.379410882,1.0,0.002,500,5.43187e-20,500.0,216.12,-30.8959,7723.93486573
1.0,0.01,-36.5304,0.9,100,7930.47723614,1.0,-32.6384927368,2,0.01,88.6068,1.0,100.0,-32.6384927368,,-32.6384927368,1.0,0.01,500,3.50449e-18,500.0,220.49,-32.6385,7930.47723614
1.0,0.005,-36.7304,0.9,100,7798.06825706,1.0,-35.2572568483,2,0.005,88.2459,1.0,200.000000102,-35.2572568483,,-35.2572568483,1.0,0.005,500,2.1793e-19,500.0,215.83,-33.9479,7798.06825706
1.0,0.00333333,-33.8885,0.9,100,8110.78846946,1.0,-26.7908771793,2,0.00333333,88.7666,1.0,299.999969474,-26.7908771793,,-26.7908771793,1.0,0.00333333,500,5.43914e-20,500.0,233.08,-31.5622,8110.78846946
1.0,0.0025,-32.4894,0.9,100,8395.17648876,1.0,-26.8108914112,2,0.0025,89.3961,1.0,400.0,-26.8108914112,,-26.8108914112,1.0,0.0025,500,5.4346e-20,500.0,234.68,-30.3744,8395.17648876
1.0,0.002,-30.9514,0.9,100,8104.8254678,1.0,-23.8009100809,1,0.002,89.4707,1.0,500.000006643,-23.8009100809,,-23.8009100809,1.0,0.002,500,5.43187e-20,500.0,237.46,-29.0597,8104.8254678
1.0,0.01,-36.3758,0.9,100,7953.21843414,1.0,-32.4574843354,2,0.01,88.7338,1.0,100.0,-32.4574843354,,-32.4574843354,1.0,0.01,500,3.50449e-18,500.0,218.52,-32.4575,7953.21843414
1.0,0.005,-27.6559,0.9,100,8566.58254839,1.0,-17.3130306529,2,0.005,90.7449,1.0,200.000000102,-17.3130306529,,-17.3130306529,1.0,0.005,500,2.1793e-19,500.0,260.29,-24.8853,8566.58254839
1.0,0.00333333,-30.2533,0.9,100,7831.75684994,1.0,-34.2027009411,2,0.00333333,89.9641,1.0,299.999969474,-34.2027009411,,-34.2027009411,1.0,0.00333333,500,5.43914e-20,500.0,215.74,-27.9911,7831.75684994
1.0,0.0025,-22.8706,0.9,100,8481.39215597,1.0,0.32729898344,2,0.0025,91.2121,1.0,400.0,0.32729898344,,0.32729898344,1.0,0.0025,500,5.4346e-20,500.0,299.99,-20.9115,8481.39215597
1.0,0.002,-24.0684,0.9,100,7967.53556559,1.0,-27.9344690291,1,0.002,90.781,1.0,500.000006643,-27.9344690291,,-27.9344690291,1.0,0.002,500,5.43187e-20,500.0,229.03,-22.3161,7967.53556559
1.0,0.01,-25.1695,0.9,100,8384.27421664,1.0,-21.1781293699,2,0.01,91.1067,1.0,100.0,-21.1781293699,,-21.1781293699,1.0,0.01,500,3.50449e-18,500.0,246.55,-21.1781,8384.27421664
1.0,0.005,-23.079,0.9,100,8277.2292415,1.0,-19.3352307912,2,0.005,90.8201,1.0,200.000000102,-19.3352307912,,-19.3352307912,1.0,0.005,500,2.1793e-19,500.0,251.87,-20.2567,8277.2292415
1.0,0.00333333,-22.3417,0.9,100,8487.83018821,1.0,-19.5986153982,2,0.00333333,91.104,1.0,299.999969474,-19.5986153982,,-19.5986153982,1.0,0.00333333,500,5.43914e-20,500.0,254.32,-20.0373,8487.83018821
1.0,0.0025,-24.1114,0.9,100,7766.10967326,1.0,-28.3510336887,2,0.0025,90.3329,1.0,400.0,-28.3510336887,,-28.3510336887,1.0,0.0025,500,5.4346e-20,500.0,228.58,-22.1158,7766.10967326
1.0,0.002,-24.9913,0.9,100,8265.24810306,1.0,-27.5684024915,1,0.002,90.3842,1.0,500.000006643,-27.5684024915,,-27.5684024915,1.0,0.002,500,5.43187e-20,500.0,235.26,-23.2063,8265.24810306
1.0,0.01,-26.1304,0.9,100,8151.42057611,1.0,-22.2484189843,2,0.01,89.8327,1.0,100.0,-22.2484189843,,-22.2484189843,1.0,0.01,500,3.50449e-18,500.0,243.1,-22.2484,8151.42057611
1.0,0.005,-26.7634,0.9,100,7983.23054998,1.0,-25.6680346921,2,0.005,89.3844,1.0,200.000000102,-25.6680346921,,-25.6680346921,1.0,0.005,500,2.1793e-19,500.0,232.88,-23.9582,7983.23054998
1.0,0.00333333,-27.2023,0.9,100,7897.47180251,1.0,-26.7726435267,2,0.00333333,89.0747,1.0,299.999969474,-26.7726435267,,-26.7726435267,1.0,0.00333333,500,5.43914e-20,500.0,233.03,-24.8964,7897.47180251
1.0,0.0025,-26.5011,0.9,100,8084.81978236,1.0,-23.3271820742,2,0.0025,89.175,1.0,400.0,-23.3271820742,,-23.3271820742,1.0,0.0025,500,5.4346e-20,500.0,241.73,-24.5041,8084.81978236
1.00004,0.00200008,-29.3801,0.9,100,7563.42810859,1.0,-39.9534321931,1,0.00199992,88.8679,1.0,499.999921343,-39.9534321931,7.54575e-11,-39.9534321931,0.99996,0.002,500,3.01747e-16,500.0,201.79,-27.5939,7563.42810859
1.0,0.01,-31.0535,0.9,100,8199.26703443,1.0,-27.2183963146,2,0.01,90.0959,1.0,100.0,-27.2183963146,,-27.2183963146,1.0,0.01,500,3.50449e-18,500.0,226.65,-27.2184,8199.26703443
1.0,0.005,-25.4476,0.9,100,8322.56014923,1.0,-18.2338555161,2,0.005,90.5455,1.0,200.000000102,-18.2338555161,,-18.2338555161,1.0,0.005,500,2.1793e-19,500.0,255.37,-22.7261,8322.56014923
1.0,0.00333333,-17.729,0.9,100,8234.97574003,1.0,-0.965893499036,2,0.00333333,91.0408,1.0,299.999969474,-0.965893499036,,-0.965893499036,1.0,0.00333333,500,5.43914e-20,500.0,294.87,-15.4727,8234.97574003
1.0,0.0025,-19.785,0.9,100,8346.56947686,1.0,-24.7853966473,2,0.0025,91.0953,1.0,400.0,-24.7853966473,,-24.7853966473,1.0,0.0025,500,5.4346e-20,500.0,242.74,-17.8009,8346.56947686
1.0,0.002,-22.2665,0.9,100,7829.25105694,1.0,-31.2559316019,1,0.002,90.6523,1.0,500.000006643,-31.2559316019,,-31.2559316019,1.0,0.002,500,5.43187e-20,500.0,219.41,-20.4919,7829.25105694
1.0,0.01,-34.1256,0.9,100,7946.79289175,1.0,-30.1019952557,2,0.01,88.6979,1.0,100.0,-30.1019952557,,-30.1019952557,1.0,0.01,500,3.50449e-18,500.0,228.9,-30.102,7946.79289175
1.0,0.005,-37.209,0.9,100,7486.98977951,1.0,-38.6256887493,2,0.005,87.5093,1.0,200.000000102,-38.6256887493,,-38.6256887493,1.0,0.005,500,2.1793e-19,500.0,205.74,-34.3638,7486.98977951
1.0,0.00333333,-29.295,0.9,100,8560.57772059,1.0,-12.1882809407,2,0.00333333,89.6634,1.0,299.999969474,-12.1882809407,,-12.1882809407,1.0,0.00333333,500,5.43914e-20,500.0,264.13,-26.972,8560.57772059
1.0,0.0025,-25.4174,0.9,100,8175.77963006,1.0,-12.7065614852,2,0.0025,89.9517,1.0,400.0,-12.7065614852,,-12.7065614852,1.0,0.0025,500,5.4346e-20,500.0,268.4,-23.4056,8175.77963006
1.00001,0.00200002,-25.0388,0.9,100,8025.03360486,1.0,-22.5746609823,1,0.00199999,89.7893,1.0,500.000006643,-22.5746609823,2.98001e-12,-22.5746609823,0.999993,0.002,500,1.20482e-17,500.0,248.21,-23.2394,8025.03360486
1.0,0.01,-40.4533,0.9,100,7792.52269714,1.0,-36.3691474986,2,0.01,87.8328,1.0,100.0,-36.3691474986,,-36.3691474986,1.0,0.01,500,3.50449e-18,500.0,211.0,-36.3691,7792.52269714
1.0,0.005,-40.7766,0.9,100,7679.93675381,1.0,-39.4081640973,2,0.005,87.5281,1.0,200.000000102,-39.4081640973,,-39.4081640973,1.0,0.005,500,2.1793e-19,500.0,201.71,-37.8887,7679.93675381
1.0,0.00333333,-35.9747,0.9,100,8126.28441214,1.0,-24.8820873738,2,0.00333333,88.4687,1.0,299.999969474,-24.8820873738,,-24.8820873738,1.0,0.00333333,500,5.43914e-20,500.0,236.84,-33.5531,8126.28441214
1.0,0.0025,-29.376,0.9,100,8387.56242445,1.0,-8.45622725647,2,0.0025,89.8001,1.0,400.0,-8.45622725647,,-8.45622725647,1.0,0.0025,500,5.4346e-20,500.0,273.71,-27.2789,8387.56242445
1.0,0.002,-29.4628,0.9,100,8176.0569598,1.0,-28.8197615575,1,0.002,89.8359,1.0,500.000006643,-28.8197615575,,-28.8197615575,1.0,0.002,500,5.43187e-20,500.0,229.86,-27.5871,8176.0569598
1.0,0.01,-36.9059,0.9,100,7750.20602923,1.0,-32.9880276128,2,0.01,87.594,1.0,100.0,-32.9880276128,,-32.9880276128,1.0,0.01,500,3.50449e-18,500.0,220.49,-32.988,7750.20602923
1.0,0.005,-27.7282,0.9,100,8208.82236164,1.0,-16.5706300565,2,0.005,89.2586,1.0,200.000000102,-16.5706300565,,-16.5706300565,1.0,0.005,500,2.1793e-19,500.0,258.46,-24.7793,8208.82236164
1.0,0.00333333,-24.2432,0.9,100,8603.7980509,1.0,-15.816024937,2,0.00333333,90.3798,1.0,299.999969474,-15.816024937,,-15.816024937,1.0,0.00333333,500,5.43914e-20,500.0,259.99,-21.7916,8603.7980509
1.0,0.0025,-24.9646,0.9,100,7998.69087649,1.0,-25.9906662671,2,0.0025,90.052,1.0,400.0,-25.9906662671,,-25.9906662671,1.0,0.0025,500,5.4346e-20,500.0,238.18,-22.8413,7998.69087649
1.00003,0.00200005,-28.1421,0.9,100,7500.92054361,1.00001,-39.8499333593,1,0.00199998,89.5487,1.0,499.99944632,-39.8499333593,2.22677e-11,-39.8499333593,0.99999,0.002,500,8.92068e-17,499.996185332,206.92,-26.243,7500.92054361
1.0,0.01,-39.3341,0.9,100,7559.60392208,1.0,-35.4790991919,2,0.01,86.5102,1.0,100.0,-35.4790991919,,-35.4790991919,1.0,0.01,500,3.50449e-18,500.0,214.92,-35.4791,7559.60392208
1.0,0.005,-36.6531,0.9,100,8062.14153956,1.0,-31.8348525813,2,0.005,87.955,1.0,200.000000102,-31.8348525813,,-31.8348525813,1.0,0.005,500,2.1793e-19,500.0,216.54,-33.657,8062.14153956
1.0,0.00333333,-32.0941,0.9,100,8301.58185942,1.0,-21.6295856575,2,0.00333333,89.0453,1.0,299.999969474,-21.6295856575,,-21.6295856575,1.0,0.00333333,500,5.43914e-20,500.0,247.29,-29.6478,8301.58185942
1.0,0.0025,-26.0943,0.9,100,8725.49790686,1.0,-6.95948352527,2,0.0025,90.5697,1.0,400.0,-6.95948352527,,-6.95948352527,1.0,0.0025,500,5.4346e-20,500.0,281.1,-23.9758,8725.49790686
1.00001,0.00200002,-27.3625,0.9,100,8061.00717759,1.0,-31.4353412674,1,0.00199998,90.373,1.0,500.000043414,-31.4353412674,3.97938e-12,-31.4353412674,0.99999,0.002,500,1.63808e-17,500.0,221.15,-25.4677,8061.00717759
1.0,0.01,-47.2644,0.9,100,7361.81012102,1.0,-43.2447396508,2,0.01,85.3709,1.0,100.0,-43.2447396508,,-43.2447396508,1.0,0.01,500,3.50449e-18,500.0,194.2,-43.2447,7361.81012102
1.0,0.005,-43.9895,0.9,100,7726.18145194,1.0,-39.049721955,2,0.005,86.4463,1.0,200.000000102,-39.049721955,,-39.049721955,1.0,0.005,500,2.1793e-19,500.0,205.18,-41.1472,7726.18145194
1.0,0.00333333,-34.4114,0.9,100,8401.45585006,1.0,-13.977638485,2,0.00333333,88.9859,1.0,299.999969474,-13.977638485,,-13.977638485,1.0,0.00333333,500,5.43914e-20,500.0,263.37,-32.0907,8401.45585006
1.0,0.0025,-35.7248,0.9,100,7516.35393583,1.0,-38.5880290555,2,0.0025,88.3577,1.0,400.0,-38.5880290555,,-38.5880290555,1.0,0.0025,500,5.4346e-20,500.0,210.24,-33.715,7516.35393583
1.0,0.002,-32.8317,0.9,100,8623.08082274,1.0,-20.3100927056,1,0.002,89.3409,1.0,500.000006643,-20.3100927056,,-20.3100927056,1.0,0.002,500,5.43187e-20,500.0,250.98,-31.034,8623.08082274
1.0,0.01,-60.4919,0.9,100,6143.64994376,1.0,-56.4467675614,2,0.01,77.9885,1.0,100.0,-56.4467675614,,-56.4467675614,1.0,0.01,500,3.50449e-18,500.0,161.56,-56.4468,6143.64994376
1.0,0.005,-45.3724,0.9,100,7916.98310647,1.0,-28.5773611222,2,0.005,84.5824,1.0,200.000000102,-28.5773611222,,-28.5773611222,1.0,0.005,500,2.1793e-19,500.0,227.67,-42.5121,7916.98310647
1.0,0.00333333,-42.3643,0.9,100,8012.63253226,1.0,-35.0623308905,2,0.00333333,86.174,1.0,299.999969474,-35.0623308905,,-35.0623308905,1.0,0.00333333,500,5.43914e-20,500.0,215.69,-40.0288,8012.63253226
1.0,0.0025,-39.6907,0.9,100,8058.76361672,1.0,-30.5859644959,2,0.0025,87.0674,1.0,400.0,-30.5859644959,,-30.5859644959,1.0,0.0025,500,5.4346e-20,500.0,224.22,-37.6681,8058.76361672
1.0,0.002,-39.7088,0.9,100,7434.31761722,1.0,-38.743805786,1,0.002,86.8146,1.0,500.000006643,-38.743805786,,-38.743805786,1.0,0.002,500,5.43187e-20,500.0,201.71,-37.8833,7434.31761722
1.0,0.01,-35.4811,0.9,100,8053.65703749,1.0,-31.6487301319,2,0.01,89.2923,1.0,100.0,-31.6487301319,,-31.6487301319,1.0,0.01,500,3.50449e-18,500.0,219.52,-31.6487,8053.65703749
1.0,0.005,-36.2747,0.9,100,7757.03975308,1.0,-35.472115679,2,0.005,88.487,1.0,200.000000102,-35.472115679,,-35.472115679,1.0,0.005,500,2.1793e-19,500.0,215.29,-33.5604,7757.03975308
1.0,0.00333333,-35.2224,0.9,100,7833.41981235,1.0,-31.7595035971,2,0.00333333,88.35,1.0,299.999969474,-31.7595035971,,-31.7595035971,1.0,0.00333333,500,5.43914e-20,500.0,219.32,-32.9601,7833.41981235
1.0,0.0025,-27.3044,0.9,100,8361.84908565,1.0,-2.50043077385,2,0.0025,89.9878,1.0,400.0,-2.50043077385,,-2.50043077385,1.0,0.0025,500,5.4346e-20,500.0,295.3,-25.3452,8361.84908565
1.0,0.002,-25.1922,0.9,100,8006.33049248,1.0,-15.818747073,1,0.002,89.8778,1.0,500.000006643,-15.818747073,,-15.818747073,1.0,0.002,500,5.43187e-20,500.0,259.34,-23.4399,8006.33049248
1.0,0.01,-21.8938,0.9,100,8359.22066475,1.0,-18.1491387456,2,0.01,90.9705,1.0,100.0,-18.1491387456,,-18.1491387456,1.0,0.01,500,3.50449e-18,500.0,255.09,-18.1491,8359.22066475
1.0,0.005,-27.6525,0.9,100,7907.67297459,1.0,-31.7439620339,2,0.005,89.9906,1.0,200.000000102,-31.7439620339,,-31.7439620339,1.0,0.005,500,2.1793e-19,500.0,220.23,-24.9466,7907.67297459
1.0,0.00333333,-32.4346,0.9,100,7425.90039004,1.0,-40.5362550091,2,0.00333333,88.9013,1.0,299.999969474,-40.5362550091,,-40.5362550091,1.0,0.00333333,500,5.43914e-20,500.0,197.28,-30.1431,7425.90039004
1.0,0.0025,-30.02,0.9,100,8055.75556787,1.0,-21.7125700824,2,0.0025,89.0769,1.0,400.0,-21.7125700824,,-21.7125700824,1.0,0.0025,500,5.4346e-20,500.0,244.0,-28.0355,8055.75556787
1.0,0.002,-27.1305,0.9,100,8425.42745205,1.0,-14.6356292144,1,0.002,89.6924,1.0,500.000006643,-14.6356292144,,-14.6356292144,1.0,0.002,500,5.43187e-20,500.0,263.42,-25.3555,8425.42745205
1.0,0.01,-36.2291,0.9,100,7773.43962045,1.0,-32.3873141617,2,0.01,87.7252,1.0,100.0,-32.3873141617,,-32.3873141617,1.0,0.01,500,3.50449e-18,500.0,218.37,-32.3873,7773.43962045
1.0,0.005,-28.1655,0.9,100,8190.12612867,1.0,-18.4820507577,2,0.005,89.1645,1.0,200.000000102,-18.4820507577,,-18.4820507577,1.0,0.005,500,2.1793e-19,500.0,255.69,-25.4347,8190.12612867
1.0,0.00333333,-26.9607,0.9,100,8567.45348808,1.0,-23.2644395601,2,0.00333333,90.1582,1.0,299.999969474,-23.2644395601,,-23.2644395601,1.0,0.00333333,500,5.43914e-20,500.0,245.97,-24.7113,8567.45348808
1.0,0.0025,-28.7377,0.9,100,7911.88982393,1.0,-33.0248752444,2,0.0025,89.8195,1.0,400.0,-33.0248752444,,-33.0248752444,1.0,0.0025,500,5.4346e-20,500.0,220.5,-26.7897,7911.88982393
1.0,0.002,-26.8492,0.9,100,8077.58238026,1.0,-18.3753279269,1,0.002,89.8038,1.0,500.000006643,-18.3753279269,,-18.3753279269,1.0,0.002,500,5.43187e-20,500.0,250.9,-25.1068,8077.58238026
1.0,0.01,-26.5096,0.9,100,8416.16893346,1.0,-22.6040057614,2,0.01,91.2798,1.0,100.0,-22.6040057614,,-22.6040057614,1.0,0.01,500,3.50449e-18,500.0,242.69,-22.604,8416.16893346
1.0,0.005,-27.5827,0.9,100,8213.83710606,1.0,-27.0381592167,2,0.005,90.7566,1.0,200.000000102,-27.0381592167,,-27.0381592167,1.0,0.005,500,2.1793e-19,500.0,233.91,-24.8211,8213.83710606
1.0,0.00333333,-30.9941,0.9,100,7515.3794633,1.0,-36.5660438487,2,0.00333333,89.4534,1.0,299.999969474,-36.5660438487,,-36.5660438487,1.0,0.00333333,500,5.43914e-20,500.0,211.09,-28.7361,7515.3794633
1.0,0.0025,-31.6365,0.9,100,7984.07673597,1.0,-32.3963348234,2,0.0025,89.3309,1.0,400.0,-32.3963348234,,-32.3963348234,1.0,0.0025,500,5.4346e-20,500.0,215.39,-29.6511,7984.07673597
1.00001,0.00200001,-27.4766,0.9,100,8170.49724726,1.0,-9.89982899335,1,0.00199998,89.8008,1.0,499.999994136,-9.89982899335,3.86868e-12,-9.89982899335,0.999991,0.002,500,1.54444e-17,500.0,277.9,-25.7009,8170.49724726
1.0,0.01,-33.6467,0.9,100,8244.6918479,1.0,-29.7878884991,2,0.01,90.3451,1.0,100.0,-29.7878884991,,-29.7878884991,1.0,0.01,500,3.50449e-18,500.0,224.81,-29.7879,8244.6918479
1.0,0.005,-34.9008,0.9,100,7780.852061,1.0,-34.1422283483,2,0.005,89.092,1.0,200.000000102,-34.1422283483,,-34.1422283483,1.0,0.005,500,2.1793e-19,500.0,215.66,-31.9651,7780.852061
1.0,0.00333333,-30.665,0.9,100,8297.53601457,1.0,-20.8739687363,2,0.00333333,89.7614,1.0,299.999969474,-20.8739687363,,-20.8739687363,1.0,0.00333333,500,5.43914e-20,500.0,248.94,-28.268,8297.53601457
1.0,0.0025,-29.7372,0.9,100,8372.53215527,1.0,-25.8414257094,2,0.0025,90.0896,1.0,400.0,-25.8414257094,,-25.8414257094,1.0,0.0025,500,5.4346e-20,500.0,232.42,-27.6614,8372.53215527
1.0,0.002,-26.0293,0.9,100,8433.30056999,1.0,-10.2173578461,1,0.002,90.6167,1.0,500.000006643,-10.2173578461,,-10.2173578461,1.0,0.002,500,5.43187e-20,500.0,273.34,-24.1726,8433.30056999
1.0,0.01,-31.6105,0.9,100,7988.81426996,1.0,-27.8509990032,2,0.01,88.9321,1.0,100.0,-27.8509990032,,-27.8509990032,1.0,0.01,500,3.50449e-18,500.0,228.5,-27.851,7988.81426996
1.0,0.005,-25.3741,0.9,100,8268.20360679,1.0,-17.4904055328,2,0.005,89.8558,1.0,200.000000102,-17.4904055328,,-17.4904055328,1.0,0.005,500,2.1793e-19,500.0,254.54,-22.6707,8268.20360679
1.0,0.00333333,-21.4317,0.9,100,8581.69930748,1.0,-11.9072280594,2,0.00333333,90.7767,1.0,299.999969474,-11.9072280594,,-11.9072280594,1.0,0.00333333,500,5.43914e-20,500.0,273.07,-19.0829,8581.69930748
1.0,0.0025,-25.4854,0.9,100,7868.50384944,1.0,-36.5562051131,2,0.0025,90.471,1.0,400.0,-36.5562051131,,-36.5562051131,1.0,0.0025,500,5.4346e-20,500.0,212.89,-23.4512,7868.50384944
1.0,0.002,-26.8209,0.9,100,8030.19072374,1.0,-31.202866271,1,0.002,90.2641,1.0,500.000006643,-31.202866271,,-31.202866271,1.0,0.002,500,5.43187e-20,500.0,223.88,-25.0015,8030.19072374
1.0,0.01,-39.7387,0.9,100,7645.79712266,1.0,-36.0253001074,2,0.01,87.0019,1.0,100.0,-36.0253001074,,-36.0253001074,1.0,0.01,500,3.50449e-18,500.0,210.38,-36.0253,7645.79712266
1.0,0.005,-35.1324,0.9,100,8200.5865839,1.0,-28.5834864291,2,0.005,88.6443,1.0,200.000000102,-28.5834864291,,-28.5834864291,1.0,0.005,500,2.1793e-19,500.0,228.66,-32.3044,8200.5865839
1.0,0.00333333,-37.3549,0.9,100,7208.96307534,1.0,-40.5285608768,2,0.00333333,87.3643,1.0,299.999969474,-40.5285608768,,-40.5285608768,1.0,0.00333333,500,5.43914e-20,500.0,199.0,-35.0458,7208.96307534
1.0,0.0025,-35.2018,0.9,100,8066.09678507,1.0,-27.6710384561,2,0.0025,87.9258,1.0,400.0,-27.6710384561,,-27.6710384561,1.0,0.0025,500,5.4346e-20,500.0,230.15,-33.2021,8066.09678507
1.0,0.002,-33.5866,0.9,100,8125.96488316,1.0,-26.1817074852,1,0.002,88.3266,1.0,500.000006643,-26.1817074852,,-26.1817074852,1.0,0.002,500,5.43187e-20,500.0,233.58,-31.798,8125.96488316
1.0,0.01,-23.6824,0.9,100,8320.90228557,1.0,-19.7878547839,2,0.01,90.7617,1.0,100.0,-19.7878547839,,-19.7878547839,1.0,0.01,500,3.50449e-18,500.0,250.5,-19.7879,8320.90228557
1.0,0.005,-31.3903,0.9,100,7712.41097543,1.0,-37.4057365873,2,0.005,89.5214,1.0,200.000000102,-37.4057365873,,-37.4057365873,1.0,0.005,500,2.1793e-19,500.0,209.95,-28.5968,7712.41097543
1.0,0.00333333,-34.4153,0.9,100,7661.74518744,1.0,-38.9764851153,2,0.00333333,88.854,1.0,299.999969474,-38.9764851153,,-38.9764851153,1.0,0.00333333,500,5.43914e-20,500.0,207.25,-32.0567,7661.74518744
1.0,0.0025,-37.217,0.9,100,7096.62049453,1.0,-44.5273257212,2,0.0025,87.7887,1.0,400.0,-44.5273257212,,-44.5273257212,1.0,0.0025,500,5.4346e-20,500.0,193.2,-35.1744,7096.62049453
1.00001,0.00200002,-33.7758,0.9,100,8115.20078659,1.0,-19.0469668485,1,0.00199998,88.3963,1.0,499.999921343,-19.0469668485,3.90636e-12,-19.0469668485,0.99999,0.002,500,1.57969e-17,500.0,252.19,-31.9489,8115.20078659
1.0,0.01,-28.8715,0.9,100,7994.75392062,1.0,-25.0128168775,2,0.01,88.9652,1.0,100.0,-25.0128168775,,-25.0128168775,1.0,0.01,500,3.50449e-18,500.0,237.29,-25.0128,7994.75392062
1.0,0.005,-31.2155,0.9,100,7954.4137994,1.0,-31.9611041655,2,0.005,88.9208,1.0,200.000000102,-31.9611041655,,-31.9611041655,1.0,0.005,500,2.1793e-19,500.0,224.51,-28.487,7954.4137994
1.0,0.00333333,-31.4311,0.9,100,8217.1680332,1.0,-30.6359286299,2,0.00333333,89.353,1.0,299.999969474,-30.6359286299,,-30.6359286299,1.0,0.00333333,500,5.43914e-20,500.0,226.61,-29.2033,8217.1680332
1.0,0.0025,-28.9341,0.9,100,8496.00980451,1.0,-20.261558085,2,0.0025,90.0318,1.0,400.0,-20.261558085,,-20.261558085,1.0,0.0025,500,5.4346e-20,500.0,250.96,-26.9679,8496.00980451
1.0,0.002,-32.0663,0.9,100,7103.49472569,1.0,-43.4078371248,1,0.002,89.0748,1.0,500.000006643,-43.4078371248,,-43.4078371248,1.0,0.002,500,5.43187e-20,500.0,192.45,-30.2559,7103.49472569
1.0,0.01,-28.5151,0.9,100,8313.61713832,1.0,-24.4833544605,2,0.01,90.722,1.0,100.0,-24.4833544605,,-24.4833544605,1.0,0.01,500,3.50449e-18,500.0,242.51,-24.4834,8313.61713832
1.0,0.005,-20.6316,0.9,100,8784.35776432,1.0,-11.078049766,2,0.005,92.2411,1.0,200.000000102,-11.078049766,,-11.078049766,1.0,0.005,500,2.1793e-19,500.0,269.07,-17.7807,8784.35776432
1.0,0.00333333,-25.1323,0.9,100,8160.81556788,1.0,-32.8522319967,2,0.00333333,91.7378,1.0,299.999969474,-32.8522319967,,-32.8522319967,1.0,0.00333333,500,5.43914e-20,500.0,218.97,-22.8045,8160.81556788
1.0,0.0025,-31.1624,0.9,100,6888.52861115,1.0,-48.1723756747,2,0.0025,90.2078,1.0,400.0,-48.1723756747,,-48.1723756747,1.0,0.0025,500,5.4346e-20,500.0,179.63,-29.1465,6888.52861115
1.0,0.002,-33.2574,0.9,100,7316.20560385,1.0,-40.6856238527,1,0.002,89.3301,1.0,500.000006643,-40.6856238527,,-40.6856238527,1.0,0.002,500,5.43187e-20,500.0,197.95,-31.4543,7316.20560385
1.0,0.01,-28.922,0.9,100,8101.68402739,1.0,-25.0889225229,2,0.01,89.5582,1.0,100.0,-25.0889225229,,-25.0889225229,1.0,0.01,500,3.50449e-18,500.0,233.76,-25.0889,8101.68402739
1.0,0.005,-32.444,0.9,100,7782.12544098,1.0,-34.3401406202,2,0.005,88.7912,1.0,200.000000102,-34.3401406202,,-34.3401406202,1.0,0.005,500,2.1793e-19,500.0,216.91,-29.7145,7782.12544098
1.0,0.00333333,-32.8373,0.9,100,7852.67345813,1.0,-32.3773610472,2,0.00333333,88.5939,1.0,299.999969474,-32.3773610472,,-32.3773610472,1.0,0.00333333,500,5.43914e-20,500.0,219.11,-30.6021,7852.67345813
1.0,0.0025,-36.0029,0.9,100,7415.06431741,1.0,-44.2663532911,2,0.0025,88.0732,1.0,400.0,-44.2663532911,,-44.2663532911,1.0,0.0025,500,5.4346e-20,500.0,193.09,-34.0182,7415.06431741
