SamplesThisIter,VarNormIw,Bound,MinNormIw,VarRet,VanillaAvgRet,VarDiscRet,BatchSize,ESSClassic,ESSRenyi,AvgRet,EpsThisIter,renyi2,AvgDiscRet,VarVanillaIw,AvgNormIw,MaxNormIw,delta,VarJ,AvgVanillaIw,IterType,AvgEpLen,MinVanillaIw,MaxVanillaIw,J
50000,8.34521e-08,314.244,5.39565e-10,3713.93422545,50.5039827836,3713.93422545,100,4.01268135742,0.05529675328,50.5039827836,8260,7.50021,50.5039827836,5.37316e+06,6.72585e-07,0.173542,0.6,2089.56,5.39689,1,6.05326876513,0.00432952,1.39251e+06,10135.1
50000,1.37222e-07,628.202,5.64023e-14,4138.53525056,50.4110283538,4138.53525056,100,4.00125301592,0.0513680634616,50.4110283538,8272,7.57391,50.4110283538,2.42692e+08,6.7161e-07,0.225465,0.6,5422.76,28.2444,1,6.04448742747,2.37199e-06,9.48187e+06,10584.1
50000,6.00506e-08,1001.3,2.47637e-19,4293.74078859,50.4166628058,4293.74078859,100,2.9285800175,1.55831592175e-05,50.4166628058,8272,15.6745,50.4166628058,6.17365e+10,6.7161e-07,0.127926,0.6,19280.4,680.971,1,6.04448742747,2.51088e-10,1.29709e+08,22001.4
50000,5.19071e-08,485.96,2.11384e-30,4114.65867777,50.4456411299,4114.65867777,100,4.38133921693,0.049003292648,50.4456411299,8268,7.62104,50.4456411299,1.08888e+06,6.71935e-07,0.136354,0.6,1563.84,3.07753,1,6.04741170779,9.68161e-24,624517.0,10285.0
50000,7.55624e-09,387.575,1.36716e-10,2916.06769373,47.7313879125,2916.06769373,100,4.18309345249,0.0371152800962,47.7313879125,8656,7.8989,47.7313879125,30000.9,6.41816e-07,0.0542527,0.6,1402.88,1.27886,1,5.77634011091,0.000272417,108103.0,9426.41
50000,3.81785e-09,345.711,5.33924e-09,3612.52147882,51.8469441878,3612.52147882,100,4.2388797423,0.0498579334946,51.8469441878,8080,7.60375,51.8469441878,12062.7,6.87569e-07,0.0360203,0.6,1806.4,1.22216,1,6.18811881188,0.00949058,64026.7,10192.2
50000,6.65553e-08,690.726,1.43062e-15,3552.13183475,49.6663467569,3552.13183475,100,4.0262850322,0.0501521461347,49.6663467569,8376,7.59786,49.6663467569,1.43999e+06,6.63271e-07,0.158209,0.6,10285.2,3.08517,1,5.9694364852,6.65445e-09,735900.0,11501.5
50000,3.09219e-08,225.72,1.8255e-09,2939.53133452,48.8233588882,2939.53133452,100,3.99199942237,0.0491571929659,48.8233588882,8496,7.6179,48.8233588882,440074.0,6.53902e-07,0.107001,0.6,1623.34,2.46685,1,5.88512241055,0.00688669,403662.0,10329.5
50000,1.06364e-07,438.121,4.4201e-10,5034.52836664,52.8476396229,5034.52836664,100,4.01220738371,0.0499611965194,52.8476396229,7952,7.60168,52.8476396229,4.54078e+06,6.98636e-07,0.195093,0.6,8076.91,4.56478,1,6.28772635815,0.00288802,1.27471e+06,10725.7
50000,2.35616e-09,360.414,2.52781e-09,3531.64374113,50.3533611586,3531.64374113,100,4.36811165114,0.049560696335,50.3533611586,8280,7.60973,50.3533611586,7498.74,6.7096e-07,0.025012,0.6,1528.57,1.19699,1,6.038647343,0.00450958,44621.1,9893.35
50000,4.90212e-08,462.634,1.06099e-11,3926.71665005,49.4396590342,3926.71665005,100,4.12138045032,0.0179035596088,49.4396590342,8408,8.62793,49.4396590342,943920.0,6.60746e-07,0.135174,0.6,2675.22,2.89942,1,5.94671741199,4.65571e-05,593156.0,11209.4
50000,2.15733e-14,44.3284,4.35736e-10,3219.98470709,48.7119297957,3219.98470709,100,49.6054067015,0.0493744447108,48.7119297957,8512,7.61349,48.7119297957,0.0507278,6.52674e-07,8.51358e-06,0.6,841.959,1.00083,1,5.87406015038,0.000668172,13.055,8940.36
50000,1.30877e-07,492.437,1.18206e-11,3704.83420364,49.2418993476,3704.83420364,100,4.00133033022,0.0487745106503,49.2418993476,8436,7.62572,49.2418993476,1.98599e+08,6.58554e-07,0.222162,0.6,1296.07,25.6536,1,5.92697961119,0.000460464,8.65421e+06,10109.9
50000,1.00766e-07,454.223,1.19181e-18,3401.42329935,48.5198138891,3401.42329935,100,4.15170414053,0.0479542411639,48.5198138891,8540,7.64268,48.5198138891,4.00147e+07,6.50533e-07,0.19447,0.6,2410.54,12.9635,1,5.85480093677,2.37498e-11,3.87531e+06,10065.1
50000,1.24147e-08,857.695,8.50019e-10,4548.02030118,52.9423884069,4548.02030118,100,3.71974837433,0.0469781984916,52.9423884069,7940,7.66324,52.9423884069,57375.3,6.99692e-07,0.0633967,0.6,2349.7,1.50418,1,6.29722921914,0.00182735,136289.0,11503.9
50000,1.00053e-08,549.118,4.20276e-16,3962.05647808,51.8825426689,3962.05647808,100,2.66192533811,0.0456949775463,51.8825426689,8076,7.69094,51.8825426689,62681.0,6.87909e-07,0.0377063,0.6,1728.78,1.72181,1,6.19118375433,1.05193e-09,94377.2,11213.8
50000,7.07381e-08,1785.53,5.14489e-23,4636.181766,49.3258897879,4636.181766,100,3.72244988121,0.0346536433492,49.3258897879,8424,7.96752,49.3258897879,5.59749e+06,6.59491e-07,0.157758,0.6,18262.1,5.8665,1,5.93542260209,4.57664e-16,1.40334e+06,15344.6
50000,4.68651e-08,599.474,7.68258e-12,3967.37739451,50.4742446475,3967.37739451,100,4.02861901568,0.0459819870954,50.4742446475,8264,7.68468,50.4742446475,1.60687e+06,6.7226e-07,0.102513,0.6,1531.81,3.93643,1,6.05033881897,4.49855e-05,600269.0,10586.5
50000,6.15714e-10,121.734,6.32819e-11,3490.26425858,49.2137634142,3490.26425858,100,4.75192505346,0.0225472118028,49.2137634142,8440,8.39731,49.2137634142,1616.6,6.58241e-07,0.0152921,0.6,2120.62,1.06659,1,5.92417061611,0.00010254,24778.8,9525.25
50000,1.47584e-07,747.272,4.78052e-16,4189.82835973,51.3649777822,4189.82835973,100,3.98887174323,8.80163425928e-07,51.3649777822,8144,18.5483,51.3649777822,1.94958e+11,6.82166e-07,0.232241,0.6,6963.4,784.045,1,6.1394891945,5.49448e-07,2.66926e+08,15570.3
50000,1.17829e-07,758.041,6.31153e-13,3907.21140743,50.2413696039,3907.21140743,100,4.00056753055,0.0381658228597,50.2413696039,8296,7.87099,50.2413696039,1.51102e+09,6.69667e-07,0.207139,0.6,5988.67,75.8346,1,6.02700096432,7.14732e-05,2.34568e+07,13917.0
50000,1.68329e-07,903.107,5.713e-12,4699.80471873,51.8777610642,4699.80471873,100,3.99987369485,0.028557822968,51.8777610642,8076,8.16099,51.8777610642,3.11558e+10,6.87909e-07,0.247327,0.6,1136.78,295.952,1,6.19118375433,0.00245785,1.06405e+08,11483.1
50000,3.64836e-08,1709.52,1.53776e-10,4870.40012279,51.8831273481,4870.40012279,100,3.25028418108,0.0204763040271,51.8831273481,8076,8.49366,51.8831273481,1.89394e+06,6.87909e-07,0.10353,0.6,4490.91,4.9564,1,6.19118375433,0.00110796,745940.0,19519.4
50000,7.84022e-08,1791.35,1.48404e-23,5522.80636946,51.481932811,5522.80636946,100,3.88247711594,0.0151012614051,51.481932811,8128,8.79815,51.481932811,4.52823e+09,6.83508e-07,0.164114,0.6,5321.84,164.265,1,6.15157480315,3.56654e-15,3.94408e+07,30533.0
50000,1.00894e-07,706.584,4.3831e-26,4002.12130816,51.7295834931,4002.12130816,100,4.00308971541,0.0373303478776,51.7295834931,8096,7.89312,51.7295834931,1.78612e+08,6.8621e-07,0.185791,0.6,2950.54,28.8722,1,6.17588932806,1.84418e-18,7.81712e+06,12383.3
50000,5.85317e-10,100.506,6.52188e-09,3148.91334146,49.0735275945,3148.91334146,100,4.85266154308,0.0374642141753,49.0735275945,8460,7.88954,49.0735275945,1540.08,6.56685e-07,0.0149275,0.6,1020.63,1.06521,1,5.91016548463,0.0105791,24213.9,9061.51
50000,2.5093e-08,886.291,6.77943e-10,4281.10579494,49.808686517,4281.10579494,100,3.90472452889,0.0375305863742,49.808686517,8356,7.88777,49.808686517,260614.0,6.64859e-07,0.0951465,0.6,10695.4,2.14266,1,5.98372426999,0.00218482,306631.0,14249.2
50000,3.75822e-10,488.829,1.51761e-09,4437.24558304,52.2166211388,4437.24558304,100,5.38032831589,0.0377758613168,52.2166211388,8032,7.88126,52.2166211388,904.418,6.91678e-07,0.00890474,0.6,5794.37,1.07299,1,6.22509960159,0.00235426,13813.9,10920.7
50000,8.22846e-11,476.265,7.58836e-09,3443.89322354,50.6503399035,3443.89322354,100,6.16331462178,0.0394172938373,50.6503399035,8240,7.83872,50.6503399035,189.362,6.74218e-07,0.00552368,0.6,5482.98,1.02279,1,6.06796116505,0.0115116,8379.46,9883.16
50000,2.78663e-09,369.86,6.0028e-10,3977.01020979,50.7980764213,3977.01020979,100,4.42615868817,0.0339964438193,50.7980764213,8220,7.98667,50.7980764213,9123.2,6.75858e-07,0.0228392,0.6,2005.3,1.2229,1,6.08272506083,0.00108614,41325.2,10362.9
50000,1.1582e-07,459.784,7.88856e-13,4095.31232357,49.6651508828,4095.31232357,100,4.00912071443,0.0373362414765,49.6651508828,8376,7.89296,49.6651508828,1.02134e+07,6.63271e-07,0.208937,0.6,8880.82,6.22851,1,5.9694364852,7.40783e-06,1.96204e+06,10528.9
50000,1.3655e-07,433.546,1.64403e-12,3936.38692465,50.4453856396,3936.38692465,100,4.00318443472,0.0375166848953,50.4453856396,8268,7.88814,50.4453856396,4.88529e+07,6.71935e-07,0.225368,0.6,3000.71,12.7094,1,6.04741170779,3.10964e-05,4.26276e+06,10856.7
50000,8.65807e-11,226.749,1.96401e-09,4117.04093193,51.2162419566,4117.04093193,100,6.38914746998,0.0365307326829,51.2162419566,8164,7.91477,51.2162419566,197.446,6.80494e-07,0.0056164,0.6,4666.31,1.02763,1,6.12444879961,0.00296591,8481.47,9882.94
50000,3.35938e-14,46.7214,4.46908e-09,3175.94467805,48.3829948664,3175.94467805,100,50.731735374,0.03718796519,48.3829948664,8560,7.89694,48.3829948664,0.0798532,6.49013e-07,4.24781e-05,0.6,1124.68,1.00062,1,5.84112149533,0.00689024,65.491,8877.43
50000,2.32824e-14,46.9594,1.77379e-08,4420.91640402,53.4860983513,4420.91640402,100,51.8588522627,0.0380759345313,53.4860983513,7872,7.87334,53.4860983513,0.0467539,7.05736e-07,4.90763e-05,0.6,960.817,1.00009,1,6.35162601626,0.025136,69.5451,9779.25
50000,4.68976e-15,40.9415,1.43732e-07,4091.54178287,51.0060378761,4091.54178287,100,46.1590648853,0.0382502312197,51.0060378761,8192,7.86878,51.0060378761,0.010204,6.78168e-07,1.45227e-05,0.6,890.628,1.00034,1,6.103515625,0.212013,21.4219,9253.11
50000,7.9865e-08,453.982,1.16546e-09,3603.27659106,50.5626525585,3603.27659106,100,4.01086137552,0.0379096809256,50.5626525585,8252,7.87772,50.5626525585,1.81346e+06,6.73237e-07,0.172213,0.6,1033.75,3.20807,1,6.05913717887,0.00555356,820618.0,9702.54
50000,4.90356e-09,389.079,7.80081e-09,3777.52213037,49.6655521911,3777.52213037,100,4.22178879261,0.0374488723693,49.6655521911,8376,7.88995,49.6655521911,16279.5,6.63271e-07,0.0429918,0.6,1193.62,1.20852,1,5.9694364852,0.0142136,78334.1,9676.7
50000,7.43502e-09,648.879,9.9455e-09,4806.91832261,50.6215605505,4806.91832261,100,4.16939340107,0.0372258084276,50.6215605505,8244,7.89592,50.6215605505,26252.3,6.73891e-07,0.0525196,0.6,1341.67,1.26629,1,6.06501698205,0.0186883,98687.9,10137.3
50000,4.32379e-15,38.3593,4.0495e-08,3903.30384696,50.3877136293,3903.30384696,100,47.1379086,0.0374974584395,50.3877136293,8276,7.88865,50.3877136293,0.00959809,6.71285e-07,1.90353e-05,0.6,1124.81,1.00015,1,6.0415659739,0.0603339,28.3608,9145.28
50000,1.44594e-14,42.9181,3.20895e-08,3301.17155491,49.3823286902,3301.17155491,100,50.1980584904,0.0377234071162,49.3823286902,8416,7.88264,49.3823286902,0.0332165,6.60118e-07,4.77593e-05,0.6,830.242,1.00052,1,5.94106463878,0.0486369,72.3868,8984.05
50000,8.56379e-15,40.5386,3.9248e-08,3915.73779327,49.7234006326,3915.73779327,100,47.4436588588,0.0378532686797,49.7234006326,8368,7.87921,49.7234006326,0.0194203,6.63905e-07,7.31696e-06,0.6,915.577,0.999773,1,5.97514340344,0.0591035,11.0186,9064.46
50000,1.37032e-14,45.0581,1.29825e-08,3827.59331449,50.8873201115,3827.59331449,100,48.4275548724,0.0365021234237,50.8873201115,8208,7.91556,50.8873201115,0.0299254,6.76847e-07,6.33994e-06,0.6,899.244,1.00023,1,6.09161793372,0.0191853,9.36903,9311.89
50000,2.22595e-14,46.9009,2.61817e-10,3641.49728084,49.8659855122,3641.49728084,100,47.7100773872,0.0354268135311,49.8659855122,8348,7.94546,49.8659855122,0.0502294,6.65495e-07,3.91213e-05,0.6,954.022,0.999693,1,5.98945855295,0.000393296,58.7672,9121.32
50000,1.07516e-14,42.6937,3.1274e-08,3621.84465572,49.8370634893,3621.84465572,100,47.893100595,0.0341721357935,49.8370634893,8352,7.98151,49.8370634893,0.0243084,6.65177e-07,9.55284e-06,0.6,870.782,1.00018,1,5.98659003831,0.0470246,14.364,9102.36
50000,8.9881e-15,43.7138,1.02829e-07,3750.61572253,50.6215564141,3750.61572253,100,46.4625559645,0.0362638239228,50.6215564141,8244,7.9221,50.6215564141,0.0197836,6.73891e-07,1.78122e-05,0.6,876.173,0.999789,1,6.06501698205,0.152559,26.4263,9225.96
50000,1.00175e-14,42.3716,4.18899e-08,3846.04113293,50.5329935668,3846.04113293,100,46.8186881076,0.0365582121249,50.5329935668,8256,7.91402,50.5329935668,0.0221295,6.72911e-07,1.76782e-05,0.6,892.458,1.00015,1,6.05620155039,0.062261,26.2751,9207.06
50000,4.26153e-10,450.922,1.60173e-09,3354.10999718,49.7513438023,3354.10999718,100,4.92094964343,0.0359970253239,49.7513438023,8364,7.92949,49.7513438023,1073.14,6.64222e-07,0.0126649,0.6,2576.15,1.05404,1,5.97800095648,0.00254176,20097.8,9636.46
50000,1.32666e-14,46.4503,2.39393e-08,4106.16856153,50.9768398492,4106.16856153,100,47.4342966897,0.0349470074193,50.9768398492,8196,7.95909,50.9768398492,0.028885,6.77838e-07,1.4343e-05,0.6,978.983,1.00019,1,6.10053684724,0.035324,21.164,9325.67
50000,2.11769e-14,47.1727,9.85869e-10,3840.6166253,51.4865190117,3840.6166253,100,48.1048595227,0.034711490817,51.4865190117,8128,7.96585,51.4865190117,0.0453588,6.83508e-07,9.82508e-06,0.6,915.62,1.00033,1,6.15157480315,0.00144284,14.3792,9457.79
50000,6.3549e-15,42.9556,9.48472e-09,4945.48793175,53.4866856757,4945.48793175,100,44.3139814375,0.0354518895528,53.4866856757,7872,7.94475,53.4866856757,0.012768,7.05736e-07,6.20195e-06,0.6,1006.58,1.00035,1,6.35162601626,0.0134441,8.79095,9743.81
50000,1.26267e-14,44.2773,2.59958e-08,3730.93994924,49.6943617032,3730.93994924,100,47.8638637494,0.0355996750487,49.6943617032,8372,7.94059,49.6943617032,0.0286901,6.63588e-07,9.28391e-06,0.6,889.776,1.00027,1,5.97228858098,0.0391854,13.9943,9078.16
50000,9.05226e-15,45.2741,3.92877e-08,4441.81913543,52.3140435979,4441.81913543,100,45.5162318812,0.0357402351543,52.3140435979,8020,7.93665,52.3140435979,0.0188564,6.92713e-07,7.76986e-06,0.6,948.589,0.99978,1,6.23441396509,0.0567032,11.2141,9541.39
50000,2.15763e-14,45.8461,7.31143e-08,4171.57060266,53.8102949927,4171.57060266,100,46.5478950229,0.0352017081079,53.8102949927,7832,7.95183,53.8102949927,0.0429244,7.09341e-07,6.21585e-05,0.6,1046.8,1.0005,1,6.38406537283,0.103125,87.6726,9822.05
50000,1.63391e-14,44.7747,3.12994e-08,4022.729968,52.3096349812,4022.729968,100,47.627350387,0.035737288353,52.3096349812,8020,7.93673,52.3096349812,0.0340556,6.92713e-07,2.04198e-05,0.6,928.385,1.00008,1,6.23441396509,0.0451873,29.4803,9574.26
50000,1.69671e-07,297.423,9.86874e-13,4629.17338299,51.7296321293,4629.17338299,100,4.00018968077,0.0192558787549,51.7296321293,8096,8.55511,51.7296321293,1.19435e+10,6.8621e-07,0.248625,0.6,2254.93,182.062,1,6.17588932806,0.000261833,6.59642e+07,10280.0
50000,9.85036e-08,194.391,7.98633e-10,3982.44095169,51.6986634228,3982.44095169,100,4.01303421852,0.0350909988589,51.6986634228,8100,7.95498,51.6986634228,4.28711e+06,6.85871e-07,0.189412,0.6,1510.14,4.52479,1,6.17283950617,0.0052687,1.24958e+06,10266.6
50000,2.34945e-09,340.531,2.06625e-09,3258.20885495,49.8897750423,3258.20885495,100,3.96369726239,0.0369640428122,49.8897750423,8344,7.90298,49.8897750423,7322.15,6.65814e-07,0.0283715,0.6,2093.24,1.17541,1,5.99232981783,0.00364771,50086.3,9834.4
50000,3.28116e-10,306.178,3.65473e-08,3890.93378056,50.2705959257,3890.93378056,100,5.01040845781,0.0355257225833,50.2705959257,8292,7.94267,50.2705959257,800.076,6.6999e-07,0.0110654,0.6,2192.95,1.04621,1,6.02990834539,0.0570698,17279.0,9602.35
50000,1.54838e-07,504.497,7.85885e-14,4020.86837319,51.0659139419,4020.86837319,100,4.00057831337,nan,51.0659139419,8184,nan,51.0659139419,4.12547e+08,6.78831e-07,0.238782,0.6,2020.87,35.0397,1,6.10948191593,4.05656e-06,1.23254e+07,11650.7
50000,7.88267e-10,255.17,4.37261e-08,4610.87752588,53.4222477717,4610.87752588,100,4.64259302802,0.0365560684948,53.4222477717,7880,7.91408,53.4222477717,1821.28,7.0502e-07,0.0167194,0.6,1862.57,1.07165,1,6.34517766497,0.0664649,25413.9,10223.6
50000,1.47667e-14,45.2889,1.6611e-08,4369.49672454,51.2755201027,4369.49672454,100,46.8460398952,0.0364697658429,51.2755201027,8156,7.91644,51.2755201027,0.0318376,6.81162e-07,1.66799e-05,0.6,970.1,1.00018,1,6.13045610593,0.0243907,24.4919,9392.99
50000,1.4331e-14,44.0101,5.34265e-08,4654.41809832,52.1292485873,4654.41809832,100,47.3420991887,0.0361358304933,52.1292485873,8044,7.92564,52.1292485873,0.0300452,6.90646e-07,1.51726e-05,0.6,1031.43,1.00001,1,6.21581302834,0.0773582,21.969,9537.63
50000,1.1696e-13,76.7157,1.93044e-09,4592.00399674,52.5640176867,4592.00399674,100,57.3456774043,0.0357176429634,52.5640176867,7988,7.93728,52.5640176867,0.242102,6.95488e-07,0.00019529,0.6,2648.57,1.00062,1,6.25938908363,0.00277739,280.97,9628.08
50000,8.72615e-14,45.4795,1.25904e-08,4151.08469668,52.6265813998,4151.08469668,100,58.5494483508,0.0353057124746,52.6265813998,7980,7.94888,52.6265813998,0.180469,6.96185e-07,0.000140548,0.6,1453.58,1.00118,1,6.2656641604,0.0181063,202.123,9730.78
50000,1.67087e-09,319.532,3.523e-09,4216.29450443,52.4703551776,4216.29450443,100,4.42505144844,0.0371878774057,52.4703551776,8000,7.89694,52.4703551776,4268.19,6.94444e-07,0.0245261,0.6,1635.98,1.10991,1,6.25,0.00563071,39199.4,10200.9
50000,4.90253e-16,19.8756,4.03005e-07,6073.18837747,51.4564356173,6073.18837747,100,45.3397808819,0.0390352015369,51.4564356173,8132,7.84846,51.4564356173,0.00105036,6.83172e-07,1.03474e-06,0.6,1054.42,0.999975,1,6.14854894245,0.589887,1.51458,9291.46
