J,AvgRet,VarRet,IterType,VanillaAvgRet,VarNormIw,ESSRenyi,Bound,MaxNormIw,AvgDiscRet,ESSClassic,Delta,VarVanillaIw,BatchSize,VarJ,AvgVanillaIw,AvgEpLen,MaxVanillaIw,MinNormIw,eRenyi2,EpsThisIter,MinVanillaIw,VarDiscRet,AvgNormIw
-358.655,-361.911482741,1232.26221484,1,-361.911482741,4.25698e-06,96.4266447925,-454.089,0.0197548,-361.911482741,95.9560007208,0.2,0.0426801,100,35.1615,1.00129,500.0,1.97804,0.00517119,1.03706,100,0.517789,1232.26221484,0.01
-359.204,-361.286271067,1325.18747184,1,-361.286271067,2.4786e-06,97.827518841,-453.573,0.0141312,-361.286271067,97.6049208642,0.2,0.024877,100,35.4053,1.00183,500.0,1.41571,0.00530669,1.02221,100,0.531642,1325.18747184,0.01
-360.826,-363.198502336,1412.58676732,1,-363.198502336,2.00415e-06,97.4066827892,-454.934,0.0130685,-363.198502336,98.0545206819,0.2,0.0199571,100,36.9113,0.997892,500.0,1.30409,0.00610845,1.02662,100,0.609558,1412.58676732,0.01
-361.182,-363.329208325,1289.50018841,1,-363.329208325,2.73987e-06,97.8473509995,-457.975,0.0126906,-363.329208325,97.3591571004,0.2,0.0280586,100,35.7018,1.01197,500.0,1.28426,0.00426478,1.022,100,0.431583,1289.50018841,0.01
-355.849,-357.713012226,1233.26706346,1,-357.713012226,2.37968e-06,97.8586742254,-446.105,0.0130235,-357.713012226,97.6983431858,0.2,0.0232118,100,34.6462,0.987632,500.0,1.28624,0.00610921,1.02188,100,0.603365,1233.26706346,0.01
-352.562,-354.088979962,1124.65689359,1,-354.088979962,1.7611e-06,98.4596893838,-447.479,0.0129795,-354.088979962,98.2863512177,0.2,0.0176721,100,31.6708,1.00173,500.0,1.3002,0.00512472,1.01564,100,0.51336,1124.65689359,0.01
-358.163,-359.877724318,1282.18650655,1,-359.877724318,1.92514e-06,98.2549185977,-454.104,0.0148971,-359.877724318,98.1297515273,0.2,0.021447,100,35.4922,1.05549,500.0,1.57237,0.00739742,1.01776,100,0.780787,1282.18650655,0.01
-362.649,-363.364232507,1124.99714999,1,-363.364232507,7.54615e-07,99.2259798979,-455.522,0.0134083,-363.364232507,99.2584616483,0.2,0.00755243,100,33.06,1.00042,500.0,1.34139,0.00811084,1.0078,100,0.811421,1124.99714999,0.01
-355.503,-359.043767009,1645.61669146,1,-359.043767009,6.9071e-06,96.6319613196,-456.267,0.022316,-359.043767009,93.5996243266,0.2,0.0730642,100,39.4123,1.0285,500.0,2.2952,0.00529855,1.03485,100,0.544956,1645.61669146,0.01
-352.47,-357.745179722,1023.65770855,1,-357.745179722,3.89732e-05,99.9998569491,-445.752,0.0351933,-357.745179722,72.1586921408,0.2,0.241025,100,31.3308,0.786408,500.0,2.76763,0.000505919,1.0,100,0.0397858,1023.65770855,0.01
-353.867,-355.196110326,1073.29439073,1,-355.196110326,1.78778e-06,98.542029041,-442.788,0.0144267,-355.196110326,98.2609036044,0.2,0.0182174,100,31.8603,1.00945,500.0,1.45631,0.00697402,1.0148,100,0.703995,1073.29439073,0.01
-361.592,-362.36610143,1026.81321784,1,-362.36610143,9.1195e-07,99.1586311994,-455.37,0.0119873,-362.36610143,99.1052235134,0.2,0.00892138,100,30.7684,0.989078,500.0,1.18564,0.0068435,1.00849,100,0.676875,1026.81321784,0.01
-359.43,-361.74214364,1323.70513025,1,-361.74214364,3.4182e-06,97.5888755815,-452.003,0.0166465,-361.74214364,96.7267430368,0.2,0.033042,100,34.07,0.983183,500.0,1.63666,0.00475558,1.02471,100,0.467561,1323.70513025,0.01
-367.531,-368.577931651,1367.54893343,1,-368.577931651,7.87314e-07,98.872280016,-460.142,0.0121576,-368.577931651,99.2266323212,0.2,0.00815403,100,36.0758,1.01768,500.0,1.23726,0.00720525,1.01141,100,0.733265,1367.54893343,0.01
-359.779,-360.811717218,1031.10354398,1,-360.811717218,1.13935e-06,98.8514128671,-447.615,0.0149993,-360.811717218,98.8846440666,0.2,0.0114449,100,32.3485,1.00225,500.0,1.50331,0.00818869,1.01162,100,0.820714,1031.10354398,0.01
-359.57,-361.043228842,1027.88501066,1,-361.043228842,1.65507e-06,98.3907798992,-449.643,0.0128614,-361.043228842,98.3878786622,0.2,0.0159055,100,32.0105,0.980314,500.0,1.26082,0.0072801,1.01636,100,0.713678,1027.88501066,0.01
-366.058,-367.882212001,1555.3880228,1,-367.882212001,1.88092e-06,98.0697512052,-459.111,0.0141307,-367.882212001,98.1719556266,0.2,0.0194403,100,38.8736,1.01664,500.0,1.43658,0.00683838,1.01968,100,0.695216,1555.3880228,0.01
-354.581,-356.037082161,1316.99636298,1,-356.037082161,1.94157e-06,98.5384059314,-449.587,0.0153812,-356.037082161,98.1140970737,0.2,0.0206508,100,35.4119,1.03131,500.0,1.58628,0.00685387,1.01483,100,0.706849,1316.99636298,0.01
-357.427,-358.692108699,1663.72732458,1,-358.692108699,1.20045e-06,98.6852914399,-457.186,0.0135755,-358.692108699,98.8255246893,0.2,0.0120866,100,40.541,1.00341,500.0,1.36219,0.00538769,1.01332,100,0.540609,1663.72732458,0.01
-357.606,-360.497630362,1211.83359836,1,-360.497630362,4.16043e-06,97.094415971,-457.452,0.0174463,-360.497630362,96.0441256468,0.2,0.0397579,100,33.0997,0.977558,500.0,1.70548,0.00612529,1.02993,100,0.598782,1211.83359836,0.01
-362.579,-364.211096945,1223.68045122,1,-364.211096945,1.89272e-06,98.3305646166,-456.297,0.0148665,-364.211096945,98.1606365265,0.2,0.0189522,100,34.0179,1.00066,500.0,1.48763,0.00747979,1.01698,100,0.748473,1223.68045122,0.01
-363.706,-364.366279724,1382.02181959,1,-364.366279724,6.96212e-07,99.3350199011,-462.256,0.0120879,-364.366279724,99.3154499118,0.2,0.00700082,100,36.3903,1.00278,500.0,1.21214,0.00774367,1.00669,100,0.776516,1382.02181959,0.01
-364.791,-366.0575981,1502.14115685,1,-366.0575981,1.52654e-06,98.683143722,-460.292,0.012648,-366.0575981,98.5112282319,0.2,0.0151499,100,38.5447,0.996212,500.0,1.26001,0.00630991,1.01334,100,0.628601,1502.14115685,0.01
-358.04,-358.265079032,1030.97429963,1,-358.265079032,1.61049e-07,99.7715221714,-457.934,0.0108621,-358.265079032,99.8408114494,0.2,0.00160924,100,31.765,0.999612,500.0,1.08579,0.00881417,1.00229,100,0.881075,1030.97429963,0.01
-358.585,-360.860929424,1409.82375944,1,-360.860929424,3.46664e-06,97.4301354144,-452.932,0.0147206,-360.860929424,96.6819045841,0.2,0.0334044,100,35.0817,0.98163,500.0,1.44502,0.00474637,1.02638,100,0.465918,1409.82375944,0.01
-364.183,-366.059805887,1122.80389279,1,-366.059805887,2.38367e-06,97.9399083906,-455.768,0.0138698,-366.059805887,97.6945499741,0.2,0.0228676,100,33.7478,0.979461,500.0,1.35849,0.0039562,1.02103,100,0.387494,1122.80389279,0.01
-353.543,-354.208717528,1163.66767121,1,-354.208717528,7.15644e-07,99.287861258,-450.446,0.0119912,-354.208717528,99.2965159693,0.2,0.00713786,100,33.619,0.998701,500.0,1.19756,0.00747848,1.00717,100,0.746877,1163.66767121,0.01
-360.707,-361.694420097,1248.13491642,1,-361.694420097,1.05085e-06,98.9041278398,-454.713,0.012406,-361.694420097,98.9703528178,0.2,0.0104863,100,34.8941,0.99894,500.0,1.23928,0.00697731,1.01108,100,0.696992,1248.13491642,0.01
-356.883,-358.257790315,1234.81679602,1,-358.257790315,1.7141e-06,98.5014839321,-447.346,0.0142101,-358.257790315,98.3314031461,0.2,0.0172646,100,33.8594,1.0036,500.0,1.42613,0.00689766,1.01521,100,0.69225,1234.81679602,0.01
-354.836,-355.896519959,1585.72801485,1,-355.896519959,1.2022e-06,98.9112882639,-452.813,0.0125767,-355.896519959,98.8238520503,0.2,0.0116858,100,38.256,0.98592,500.0,1.23996,0.00641548,1.01101,100,0.632516,1585.72801485,0.01
-355.069,-356.57125065,1156.90514289,1,-356.57125065,1.83324e-06,98.457747927,-450.64,0.013823,-356.57125065,98.2174476085,0.2,0.0185129,100,33.6867,1.00491,500.0,1.38909,0.00694364,1.01566,100,0.697774,1156.90514289,0.01
-350.612,-352.393648865,1073.94654626,1,-352.393648865,2.23848e-06,98.1226341093,-444.408,0.0145028,-352.393648865,97.8319621987,0.2,0.0225662,100,32.0393,1.00405,500.0,1.45615,0.00604607,1.01913,100,0.607053,1073.94654626,0.01
-355.515,-356.786025951,1080.40758673,1,-356.786025951,1.60841e-06,98.5323872968,-446.113,0.0119961,-356.786025951,98.4326349161,0.2,0.0154889,100,32.5829,0.981323,500.0,1.17721,0.00607589,1.01489,100,0.596241,1080.40758673,0.01
-358.043,-358.939988709,1194.53664668,1,-358.939988709,1.26407e-06,98.9352027288,-447.222,0.0142388,-358.939988709,98.7640669276,0.2,0.0126516,100,34.9402,1.00043,500.0,1.42449,0.00788478,1.01076,100,0.788818,1194.53664668,0.01
-357.005,-358.376987931,1129.99461643,1,-358.376987931,1.50328e-06,98.339302273,-445.765,0.0146922,-358.376987931,98.5335854395,0.2,0.0150667,100,34.2136,1.00112,500.0,1.47087,0.00694146,1.01689,100,0.694926,1129.99461643,0.01
-357.129,-359.687738513,1403.00047337,1,-359.687738513,2.69723e-06,97.5376210033,-458.318,0.0129663,-359.687738513,97.3991769355,0.2,0.0266936,100,36.3235,0.99482,500.0,1.28991,0.00631465,1.02525,100,0.628194,1403.00047337,0.01
-358.362,-359.59127243,1301.41324835,1,-359.59127243,1.527e-06,98.6530854844,-451.589,0.0137498,-359.59127243,98.510782194,0.2,0.0150334,100,36.4926,0.992225,500.0,1.36429,0.00745304,1.01365,100,0.739509,1301.41324835,0.01
-351.841,-353.216235181,1097.14112685,1,-353.216235181,1.78216e-06,98.4771659415,-443.349,0.0146277,-353.216235181,98.2662397633,0.2,0.0180325,100,33.8859,1.0059,500.0,1.4714,0.00727422,1.01546,100,0.731714,1097.14112685,0.01
-361.965,-362.92865228,1157.38848831,1,-362.92865228,1.41319e-06,98.9035098062,-450.411,0.0136986,-362.92865228,98.6202429215,0.2,0.014274,100,33.7438,1.00502,500.0,1.37673,0.00656859,1.01109,100,0.660154,1157.38848831,0.01
-359.098,-360.591253857,1303.31258137,1,-360.591253857,1.65788e-06,98.4537381365,-453.16,0.011841,-360.591253857,98.3851807419,0.2,0.0165503,100,34.2462,0.999141,500.0,1.18309,0.00670075,1.01571,100,0.669499,1303.31258137,0.01
-352.831,-353.636427073,1020.51442451,1,-353.636427073,1.03675e-06,99.1940065999,-455.082,0.0150889,-353.636427073,98.9840165487,0.2,0.0102083,100,31.4094,0.992292,500.0,1.49726,0.00860531,1.00813,100,0.853898,1020.51442451,0.01
-354.39,-355.84302263,1228.37297806,1,-355.84302263,1.85703e-06,98.3721573029,-446.888,0.0137601,-355.84302263,98.1947351002,0.2,0.0181915,100,35.2134,0.989749,500.0,1.3619,0.00659435,1.01655,100,0.652675,1228.37297806,0.01
-365.809,-368.23655,1535.47602333,1,-368.23655,3.06057e-06,97.7327938147,-474.103,0.0175663,-368.23655,97.059141456,0.2,0.0314923,100,37.3642,1.01438,500.0,1.78189,0.00745553,1.0232,100,0.756275,1535.47602333,0.01
-358.856,-360.920469149,1337.44279113,1,-360.920469149,1.94272e-06,98.0697856007,-461.599,0.0145762,-360.920469149,98.1130088492,0.2,0.0198381,100,34.6316,1.01052,500.0,1.47295,0.007103,1.01968,100,0.717772,1337.44279113,0.01
-358.583,-360.971037394,1486.86148682,1,-360.971037394,3.48233e-06,97.6304111819,-460.786,0.0183679,-360.971037394,96.6673837163,0.2,0.0356865,100,36.8994,1.01232,500.0,1.85942,0.00593002,1.02427,100,0.600307,1486.86148682,0.01
-355.526,-356.590561783,1056.61993531,1,-356.590561783,1.38792e-06,98.7823961992,-445.226,0.0142458,-356.590561783,98.6445704176,0.2,0.0137483,100,32.5582,0.995272,500.0,1.41785,0.00730343,1.01233,100,0.72689,1056.61993531,0.01
-352.476,-355.259534348,1212.59985513,1,-355.259534348,3.88624e-06,96.933403328,-443.398,0.0141852,-355.259534348,96.2951736519,0.2,0.0381026,100,32.4813,0.990176,500.0,1.40458,0.00552331,1.03164,100,0.546905,1212.59985513,0.01
-346.363,-354.02131746,862.925725711,1,-354.02131746,0.000461445,87.0757880213,-437.874,0.221607,-354.02131746,17.9587892462,0.2,7.53743,100,59.3475,1.27806,500.0,28.3227,0.0051291,1.14842,100,0.65553,862.925725711,0.01
-318.708,-361.699603895,1155.87364636,1,-361.699603895,0.00314948,60.8014614487,-437.752,0.564178,-361.699603895,3.10753737156,0.2,176.025,100,189.798,2.36412,500.0,133.378,0.00103661,1.6447,100,0.245065,1155.87364636,0.01
-356.096,-357.600841413,1136.28796787,1,-357.600841413,1.60362e-06,98.3669317816,-449.993,0.0144106,-357.600841413,98.4372534779,0.2,0.0162858,100,31.9686,1.00775,500.0,1.45223,0.00717324,1.0166,100,0.722884,1136.28796787,0.01
-354.47,-355.679727568,1113.80830145,1,-355.679727568,1.42865e-06,98.6380052391,-444.762,0.0127052,-355.679727568,98.6053796977,0.2,0.014944,100,33.7413,1.02275,500.0,1.29943,0.00628535,1.01381,100,0.642835,1113.80830145,0.01
-363.604,-365.702024523,1363.5136209,1,-365.702024523,2.94793e-06,97.7295943094,-455.492,0.0132892,-365.702024523,97.1643322861,0.2,0.0281755,100,36.4972,0.977637,500.0,1.29921,0.00496719,1.02323,100,0.485611,1363.5136209,0.01
-357.936,-359.356128651,1879.90917107,1,-359.356128651,1.28001e-06,98.7454538948,-471.289,0.0116117,-359.356128651,98.7486630956,0.2,0.0132094,100,41.824,1.01586,500.0,1.17959,0.00587241,1.0127,100,0.596556,1879.90917107,0.01
-354.26,-356.879008832,1348.4426102,1,-356.879008832,3.31776e-06,97.3886682542,-452.458,0.0139581,-356.879008832,96.8198599849,0.2,0.0334776,100,35.9377,1.00451,500.0,1.4021,0.00527593,1.02681,100,0.529972,1348.4426102,0.01
-357.573,-359.579896462,1508.14750182,1,-359.579896462,2.28088e-06,98.1013937972,-456.476,0.0140951,-359.579896462,97.791801702,0.2,0.0229001,100,36.318,1.002,500.0,1.41233,0.00546036,1.01935,100,0.547128,1508.14750182,0.01
-359.52,-360.933504479,1537.53623535,1,-360.933504479,1.66357e-06,98.5327808004,-455.916,0.0125377,-360.933504479,98.3797444571,0.2,0.0161738,100,38.5361,0.986017,500.0,1.23624,0.00663657,1.01489,100,0.654377,1537.53623535,0.01
-361.203,-363.39004666,1795.85493026,1,-363.39004666,2.91278e-06,97.9789738906,-469.556,0.0140917,-363.39004666,97.1971922202,0.2,0.0279077,100,41.9449,0.978832,500.0,1.37934,0.00544319,1.02063,100,0.532796,1795.85493026,0.01
-355.501,-356.674779085,1048.98516464,1,-356.674779085,1.84402e-06,98.7270337701,-448.71,0.0175982,-356.674779085,98.2071320828,0.2,0.0191957,100,31.1202,1.02028,500.0,1.79551,0.00645909,1.01289,100,0.659008,1048.98516464,0.01
-356.903,-359.873083526,1530.63441723,1,-359.873083526,3.73561e-06,96.9091032387,-452.526,0.0137938,-359.873083526,96.4336437014,0.2,0.0372926,100,37.7208,0.99915,500.0,1.3782,0.00457076,1.03189,100,0.456688,1530.63441723,0.01
-355.556,-356.772361859,1266.29329787,1,-356.772361859,1.67364e-06,98.6674508051,-445.981,0.014439,-356.772361859,98.3700827975,0.2,0.0159763,100,35.2362,0.977028,500.0,1.41073,0.007248,1.01351,100,0.70815,1266.29329787,0.01
-355.064,-356.36090596,1263.55687017,1,-356.36090596,1.72186e-06,98.6239615578,-447.068,0.012874,-356.36090596,98.3239431473,0.2,0.0168897,100,35.2007,0.990403,500.0,1.27504,0.00543316,1.01395,100,0.538101,1263.55687017,0.01
-360.429,-361.720698478,1083.60948563,1,-361.720698478,1.71623e-06,98.5984473163,-448.993,0.013127,-361.720698478,98.3293243274,0.2,0.0178223,100,32.6798,1.01905,500.0,1.33771,0.00645398,1.01421,100,0.657691,1083.60948563,0.01
-354.249,-355.247918923,1029.00885381,1,-355.247918923,1.53285e-06,98.9637519031,-444.957,0.0123466,-355.247918923,98.5051445646,0.2,0.0153365,100,32.0448,1.00026,500.0,1.23498,0.0059416,1.01047,100,0.594314,1029.00885381,0.01
-350.495,-352.098535554,1423.16506849,1,-352.098535554,2.11091e-06,98.1573429605,-440.208,0.0153483,-352.098535554,97.952972653,0.2,0.0213375,100,38.1765,1.0054,500.0,1.54311,0.00770057,1.01877,100,0.774212,1423.16506849,0.01
-355.944,-356.69197077,1664.17883081,1,-356.69197077,5.65462e-07,99.3178019821,-461.103,0.0132679,-356.69197077,99.443331197,0.2,0.00565798,100,40.0427,1.0003,500.0,1.32719,0.00894022,1.00687,100,0.894288,1664.17883081,0.01
-356.553,-357.780781648,1241.22296773,1,-357.780781648,1.49357e-06,98.6479692845,-446.317,0.0131643,-357.780781648,98.5429329575,0.2,0.0151559,100,34.7915,1.00734,500.0,1.3261,0.00648594,1.01371,100,0.653355,1241.22296773,0.01
-354.335,-355.869721585,1486.28433087,1,-355.869721585,1.45771e-06,98.6326470623,-461.578,0.0137104,-355.869721585,98.5774031959,0.2,0.0145178,100,38.2989,0.997963,500.0,1.36825,0.00654329,1.01386,100,0.652996,1486.28433087,0.01
-355.474,-358.978566858,1666.26043069,1,-358.978566858,4.60575e-06,96.1844442684,-449.612,0.0144233,-358.978566858,95.6391666706,0.2,0.0434718,100,40.316,0.971524,500.0,1.40126,0.00444291,1.03967,100,0.431639,1666.26043069,0.01
-352.647,-356.363836357,1412.0120098,1,-356.363836357,1.04003e-05,96.0487967634,-451.034,0.0352019,-356.363836357,90.6649033895,0.2,0.113561,100,39.7681,1.04494,500.0,3.67839,0.00767601,1.04114,100,0.802099,1412.0120098,0.01
-355.124,-355.890753756,968.70535783,1,-355.890753756,8.58344e-07,99.1274158193,-441.622,0.0124498,-355.890753756,99.1574262953,0.2,0.00853853,100,30.6616,0.99738,500.0,1.24172,0.00836197,1.0088,100,0.834007,968.70535783,0.01
-350.503,-353.011545443,983.610096577,1,-353.011545443,3.47455e-06,97.0552327815,-437.919,0.0136378,-353.011545443,96.674578308,0.2,0.0344486,100,31.7545,0.995718,500.0,1.35794,0.00446615,1.03034,100,0.444702,983.610096577,0.01
-352.648,-355.147107241,1334.75368694,1,-355.147107241,5.02784e-06,97.2232646708,-445.127,0.018804,-355.147107241,95.2584877741,0.2,0.0495611,100,36.9687,0.992841,500.0,1.86693,0.00285569,1.02856,100,0.283524,1334.75368694,0.01
-353.505,-354.858608349,1238.3688572,1,-354.858608349,1.59148e-06,98.5430477268,-446.287,0.0125148,-354.858608349,98.4488721212,0.2,0.0159706,100,34.8464,1.00175,500.0,1.25367,0.00587288,1.01478,100,0.588315,1238.3688572,0.01
-360.363,-361.798969811,1561.29940585,1,-361.798969811,1.35636e-06,98.5183505315,-458.492,0.0141035,-361.798969811,98.6750329759,0.2,0.0134689,100,40.0984,0.996505,500.0,1.40542,0.00785615,1.01504,100,0.782869,1561.29940585,0.01
-360.298,-361.838599731,1266.69094874,1,-361.838599731,1.81618e-06,98.3631485277,-453.024,0.0131527,-361.838599731,98.2337467897,0.2,0.0171677,100,34.7995,0.972249,500.0,1.27877,0.00617904,1.01664,100,0.600757,1266.69094874,0.01
-353.629,-355.064188429,1047.34289387,1,-355.064188429,1.88299e-06,98.415932746,-440.132,0.0123999,-355.064188429,98.1699546521,0.2,0.0182186,100,32.01,0.983631,500.0,1.21969,0.00454869,1.0161,100,0.447423,1047.34289387,0.01
-351.962,-354.641490963,1273.22711446,1,-354.641490963,3.82238e-06,97.1604518444,-449.962,0.0150937,-354.641490963,96.3538124945,0.2,0.0364097,100,32.6415,0.975982,500.0,1.47312,0.00555582,1.02923,100,0.542238,1273.22711446,0.01
-349.91,-351.386323212,997.27866541,1,-351.386323212,2.36251e-06,98.3586159268,-438.83,0.0138736,-351.386323212,97.7145895415,0.2,0.0241489,100,31.5867,1.01103,500.0,1.40265,0.00577497,1.01669,100,0.583864,997.27866541,0.01
-352.614,-356.519678846,1213.85328324,1,-356.519678846,5.35604e-06,96.1194526492,-449.121,0.0180856,-356.519678846,94.9645514784,0.2,0.0530963,100,32.1425,0.995657,500.0,1.80071,0.00376628,1.04037,100,0.374992,1213.85328324,0.01
-355.952,-357.68283266,1698.75895366,1,-357.68283266,1.78233e-06,98.3355672536,-459.698,0.0133343,-357.68283266,98.2660926221,0.2,0.0171795,100,39.5755,0.981773,500.0,1.30913,0.00602369,1.01693,100,0.59139,1698.75895366,0.01
-354.865,-357.138223956,1203.20008461,1,-357.138223956,3.02797e-06,97.8467803417,-458.472,0.0132944,-357.138223956,97.0895305655,0.2,0.0282635,100,32.9789,0.966132,500.0,1.28441,0.00549346,1.02201,100,0.530741,1203.20008461,0.01
-348.522,-349.869273423,902.042166512,1,-349.869273423,1.99993e-06,98.6374949115,-444.456,0.0157758,-349.869273423,98.0584796165,0.2,0.020758,100,28.9341,1.01879,500.0,1.60723,0.0081687,1.01381,100,0.832221,902.042166512,0.01
-353.85,-356.054174639,1295.81825187,1,-356.054174639,2.48786e-06,97.7728565951,-448.573,0.0138246,-356.054174639,97.5962413674,0.2,0.0240836,100,33.7664,0.983894,500.0,1.3602,0.00627939,1.02278,100,0.617826,1295.81825187,0.01
-348.352,-349.302871459,1056.41122872,1,-349.302871459,1.40238e-06,98.8989739091,-436.987,0.0126561,-349.302871459,98.6306362948,0.2,0.0140051,100,32.3543,0.999333,500.0,1.26477,0.00631744,1.01113,100,0.631323,1056.41122872,0.01
-350.616,-352.325647196,1398.44297153,1,-352.325647196,2.96346e-06,98.2014447022,-445.96,0.0192138,-352.325647196,97.1497870488,0.2,0.0295917,100,36.8772,0.999276,500.0,1.91999,0.00666447,1.01831,100,0.665964,1398.44297153,0.01
-353.803,-355.48310913,1326.68968191,1,-355.48310913,1.38869e-06,98.2675910898,-456.001,0.0130426,-355.48310913,98.6438441724,0.2,0.0146009,100,34.3823,1.02539,500.0,1.33737,0.00561554,1.01763,100,0.575809,1326.68968191,0.01
-351.171,-358.62263473,1238.54480079,1,-358.62263473,0.000218477,89.6052995322,-447.476,0.152799,-358.62263473,31.6163206138,0.2,3.19218,100,56.1363,1.20876,500.0,18.4697,0.00542583,1.11601,100,0.655853,1238.54480079,0.01
-347.099,-348.392216656,1025.58440592,1,-348.392216656,1.31255e-06,98.5829435194,-435.382,0.0136551,-348.392216656,98.7172184555,0.2,0.0132656,100,31.8724,1.00532,500.0,1.37277,0.00683745,1.01437,100,0.687384,1025.58440592,0.01
-356.439,-356.898625394,1150.61905899,1,-356.898625394,5.96085e-07,99.5268191574,-450.697,0.0129719,-356.898625394,99.4133412845,0.2,0.00607219,100,33.5278,1.0093,500.0,1.30924,0.00687017,1.00475,100,0.693404,1150.61905899,0.01
-356.935,-358.467799325,1473.682546,1,-358.467799325,1.46348e-06,98.4983726872,-457.976,0.0129783,-358.467799325,98.5718502884,0.2,0.0143847,100,37.2562,0.991419,500.0,1.2867,0.00695283,1.01525,100,0.689317,1473.682546,0.01
-352.458,-353.370904145,1132.62023964,1,-353.370904145,1.06453e-06,99.026545643,-445.598,0.0132993,-353.370904145,98.9571219487,0.2,0.0110489,100,33.4489,1.01878,500.0,1.35491,0.00731842,1.00983,100,0.745586,1132.62023964,0.01
-354.082,-355.708878833,1224.30138685,1,-355.708878833,2.31415e-06,98.1875365411,-446.287,0.0125865,-355.708878833,97.7602750424,0.2,0.0231707,100,34.9027,1.00063,500.0,1.25945,0.00317938,1.01846,100,0.318139,1224.30138685,0.01
-352.226,-353.500489755,1157.02733743,1,-353.500489755,1.60219e-06,98.7970319226,-451.636,0.0150723,-353.500489755,98.4385960654,0.2,0.0154747,100,32.8821,0.982775,500.0,1.48127,0.00520903,1.01218,100,0.51193,1157.02733743,0.01
-354.208,-355.464540482,1120.7735899,1,-355.464540482,1.40587e-06,98.6556031745,-451.193,0.015059,-355.464540482,98.6273494243,0.2,0.0139203,100,32.8115,0.995065,500.0,1.49847,0.0065484,1.01363,100,0.651609,1120.7735899,0.01
-354.28,-355.168502136,1261.88698456,1,-355.168502136,1.58322e-06,98.9898176975,-446.869,0.0148186,-355.168502136,98.4568116761,0.2,0.0157539,100,34.891,0.997523,500.0,1.47819,0.0065358,1.0102,100,0.651961,1261.88698456,0.01
-357.346,-360.139811967,1148.61841853,1,-360.139811967,4.48798e-06,97.0800443795,-447.082,0.0157062,-360.139811967,95.7458656622,0.2,0.0455244,100,33.1813,1.00716,500.0,1.58186,0.00414201,1.03008,100,0.417165,1148.61841853,0.01
-354.967,-355.945800296,1400.07940538,1,-355.945800296,6.68266e-07,99.0429376925,-455.86,0.0127687,-355.945800296,99.3427236555,0.2,0.006444,100,36.949,0.981981,500.0,1.25386,0.00853763,1.00966,100,0.838379,1400.07940538,0.01
-352.091,-355.397453766,1543.29282424,1,-355.397453766,3.53877e-06,96.8272110452,-453.476,0.0134915,-355.397453766,96.6151972089,0.2,0.0350358,100,35.5106,0.995015,500.0,1.34242,0.00405115,1.03277,100,0.403095,1543.29282424,0.01
-360.836,-363.031551821,1313.25143349,1,-363.031551821,3.24665e-06,97.6899082622,-456.895,0.0132783,-363.031551821,96.8858886877,0.2,0.0311866,100,35.235,0.980092,500.0,1.3014,0.00513675,1.02365,100,0.503449,1313.25143349,0.01
-358.236,-360.193183562,1171.02689025,1,-360.193183562,2.935e-06,97.9955360825,-454.579,0.0153618,-360.193183562,97.1764164164,0.2,0.0299524,100,35.0939,1.01021,500.0,1.55186,0.00555087,1.02045,100,0.560754,1171.02689025,0.01
-355.653,-360.258999039,1566.95644205,1,-360.258999039,6.29573e-06,95.727876829,-460.025,0.0147275,-360.258999039,94.132934579,0.2,0.0573975,100,35.2731,0.954825,500.0,1.40622,0.00371659,1.04463,100,0.354869,1566.95644205,0.01
-351.714,-353.245661636,1558.35190554,1,-353.245661636,1.52797e-06,98.4307603636,-450.975,0.0140766,-353.245661636,98.5098769939,0.2,0.0147796,100,38.3881,0.9835,500.0,1.38444,0.00696223,1.01594,100,0.684735,1558.35190554,0.01
-352.755,-354.467036239,1351.34466833,1,-354.467036239,2.2627e-06,97.9951354105,-442.463,0.0153507,-354.467036239,97.8090124993,0.2,0.0231004,100,36.6007,1.01041,500.0,1.55104,0.00688127,1.02046,100,0.695288,1351.34466833,0.01
-360.111,-360.96654287,1614.21747795,1,-360.96654287,1.20059e-06,99.1460325374,-460.25,0.0137135,-360.96654287,98.8253512676,0.2,0.0122986,100,39.4551,1.01212,500.0,1.38796,0.00786192,1.00861,100,0.795718,1614.21747795,0.01
-351.863,-352.500114709,1421.37746722,1,-352.500114709,6.89011e-07,99.3679198974,-452.139,0.0120496,-352.500114709,99.3224887017,0.2,0.00694184,100,37.1394,1.00375,500.0,1.20948,0.0081123,1.00636,100,0.81427,1421.37746722,0.01
-355.376,-356.170780356,1578.71569736,1,-356.170780356,1.39245e-06,99.1498410975,-454.426,0.016536,-356.170780356,98.6402071431,0.2,0.014513,100,39.5613,1.02091,500.0,1.68818,0.0077943,1.00857,100,0.79573,1578.71569736,0.01
-351.946,-353.389686313,842.143944447,1,-353.389686313,2.09245e-06,98.3593886307,-440.998,0.0129157,-353.389686313,97.9705123516,0.2,0.019898,100,28.3687,0.975161,500.0,1.25949,0.00523227,1.01668,100,0.510231,842.143944447,0.01
-361.085,-362.88269728,1185.34422029,1,-362.88269728,2.66864e-06,98.1484998045,-452.892,0.0130468,-362.88269728,97.426033567,0.2,0.0263689,100,33.3631,0.994033,500.0,1.29689,0.00521427,1.01886,100,0.518315,1185.34422029,0.01
