MaxVanillaIw,VarDiscRet,VarJ,MaxNormIw,ESSClassic,BatchSize,AvgVanillaIw,AvgDiscRet,VanillaAvgRet,MinNormIw,AvgRet,VarRet,AvgNormIw,Bound,eRenyi2,ESSRenyi,VarNormIw,VarVanillaIw,AvgEpLen,J,MinVanillaIw
1.0,56.618031291717635,7.4867783,0.01,100.0,100,1.0,7.105427357601002e-17,-9.106125658270363,0.01,7.105427357601002e-17,56.618031291717635,0.009999998,-0.63283277,1.0,100.0,3.5044917e-18,,200.0,-3.7252903e-08,1.0
1.0,57.737761704835656,7.560449,0.01,100.0,100,1.0,4.707345624410664e-16,-7.93955338087447,0.01,4.707345624410664e-16,57.737761704835656,0.009999998,-0.63905984,1.0,100.0,3.5044917e-18,,200.0,2.9802322e-08,1.0
1.0,54.60183433593465,7.3522663,0.01,100.0,100,1.0,6.039613253960852e-16,-7.727388446475551,0.01,6.039613253960852e-16,54.60183433593465,0.009999998,-0.6214629,1.0,100.0,3.5044917e-18,,200.0,1.4901161e-08,1.0
1.0,50.711419224303874,7.0854993,0.01,100.0,100,1.0,1.8829382497642656e-15,-8.81939377655711,0.01,1.8829382497642656e-15,50.711419224303874,0.009999998,-0.598914,1.0,100.0,3.5044917e-18,,200.0,-3.5390258e-08,1.0
1.0,43.32838244115502,6.5494347,0.01,100.0,100,1.0,9.592326932761353e-16,-7.083157757683948,0.01,9.592326932761353e-16,43.32838244115502,0.009999998,-0.55360204,1.0,100.0,3.5044917e-18,,200.0,-2.9802322e-08,1.0
1.0,52.33972924193018,7.1983557,0.01,100.0,100,1.0,-4.796163466380677e-16,-8.228681482032007,0.01,-4.796163466380677e-16,52.33972924193018,0.009999998,-0.60845333,1.0,100.0,3.5044917e-18,,200.0,-4.4703484e-08,1.0
1.0,46.86454996181168,6.8114543,0.01,100.0,100,1.0,3.552713678800501e-16,-7.1733597184886335,0.01,3.552713678800501e-16,46.86454996181168,0.009999998,-0.57574964,1.0,100.0,3.5044917e-18,,200.0,1.1920929e-07,1.0
1.0,50.10862555049997,7.043262,0.01,100.0,100,1.0,-1.0835776720341528e-15,-9.035759284384781,0.01,-1.0835776720341528e-15,50.10862555049997,0.009999998,-0.5953437,1.0,100.0,3.5044917e-18,,200.0,-8.940697e-08,1.0
1.0,53.77356124132341,7.2962885,0.01,100.0,100,1.0,1.0835776720341528e-15,-7.1931757052579375,0.01,1.0835776720341528e-15,53.77356124132341,0.009999998,-0.6167312,1.0,100.0,3.5044917e-18,,200.0,,1.0
1.0,46.74198289673615,6.802541,0.01,100.0,100,1.0,-1.6342482922482305e-15,-7.769371795335156,0.01,-1.6342482922482305e-15,46.74198289673615,0.009999998,-0.5749963,1.0,100.0,3.5044917e-18,,200.0,1.4901161e-08,1.0
1.0,64.36633442189948,7.9826484,0.01,100.0,100,1.0,7.105427357601002e-17,-8.441878579616999,0.01,7.105427357601002e-17,64.36633442189948,0.009999998,-0.67474693,1.0,100.0,3.5044917e-18,,200.0,9.685755e-08,1.0
1.0,61.55317600141597,7.8062572,0.01,100.0,100,1.0,1.2434497875801754e-16,-8.429190268532235,0.01,1.2434497875801754e-16,61.55317600141597,0.009999998,-0.65983695,1.0,100.0,3.5044917e-18,,200.0,5.9604645e-08,1.0
1.0,52.38634269198636,7.2015605,0.01,100.0,100,1.0,1.1546319456101628e-16,-8.166645103546198,0.01,1.1546319456101628e-16,52.38634269198636,0.009999998,-0.60872424,1.0,100.0,3.5044917e-18,,200.0,-2.9802322e-08,1.0
1.0,52.25900578526417,7.1928034,0.01,100.0,100,1.0,-6.838973831690964e-16,-7.849815330662544,0.01,-6.838973831690964e-16,52.25900578526417,0.009999998,-0.60798395,1.0,100.0,3.5044917e-18,,200.0,-5.9604645e-08,1.0
1.0,48.22225488604865,6.9094157,0.01,100.0,100,1.0,4.796163466380677e-16,-7.874260753307134,0.01,4.796163466380677e-16,48.22225488604865,0.009999998,-0.58403015,1.0,100.0,3.5044917e-18,,200.0,4.4703484e-08,1.0
1.0,53.01124217220443,7.2443857,0.01,100.0,100,1.0,-1.1546319456101628e-16,-7.192651385402395,0.01,-1.1546319456101628e-16,53.01124217220443,0.009999998,-0.61234415,1.0,100.0,3.5044917e-18,,200.0,1.8626451e-08,1.0
1.0,52.81551564562417,7.2309995,0.01,100.0,100,1.0,-1.5010215292932116e-15,-7.557771725002619,0.01,-1.5010215292932116e-15,52.81551564562417,0.009999998,-0.6112126,1.0,100.0,3.5044917e-18,,200.0,5.9604645e-08,1.0
1.0,46.8144651700827,6.807813,0.01,100.0,100,1.0,2.504663143554353e-15,-9.283179482448428,0.01,2.504663143554353e-15,46.8144651700827,0.009999998,-0.5754422,1.0,100.0,3.5044917e-18,,200.0,-4.4703484e-08,1.0
1.0,52.45994742776286,7.2066183,0.01,100.0,100,1.0,-6.838973831690964e-16,-8.919844970785995,0.01,-6.838973831690964e-16,52.45994742776286,0.009999998,-0.6091517,1.0,100.0,3.5044917e-18,,200.0,-1.4901161e-08,1.0
1.0,49.16094382373479,6.976341,0.01,100.0,100,1.0,1.0658141036401502e-16,-7.580616081649921,0.01,1.0658141036401502e-16,49.16094382373479,0.009999998,-0.5896871,1.0,100.0,3.5044917e-18,,200.0,-4.4703484e-08,1.0
1.0,60.915329323182895,7.765705,0.01,100.0,100,1.0,7.815970093361102e-16,-8.288093553926439,0.01,7.815970093361102e-16,60.915329323182895,0.009999998,-0.65640944,1.0,100.0,3.5044917e-18,,200.0,4.4703484e-08,1.0
1.0,51.065383891449414,7.110185,0.01,100.0,100,1.0,2.575717417130363e-16,-7.143681425569485,0.01,2.575717417130363e-16,51.065383891449414,0.009999998,-0.60100055,1.0,100.0,3.5044917e-18,,200.0,-5.9604645e-08,1.0
1.0,52.66126150737372,7.2204323,0.01,100.0,100,1.0,7.460698725481052e-16,-7.922232469457842,0.01,7.460698725481052e-16,52.66126150737372,0.009999998,-0.6103194,1.0,100.0,3.5044917e-18,,200.0,2.9802322e-08,1.0
1.0,52.014819086095144,7.1759787,0.01,100.0,100,1.0,2.3803181647963358e-15,-8.193713448367497,0.01,2.3803181647963358e-15,52.014819086095144,0.009999998,-0.6065618,1.0,100.0,3.5044917e-18,,200.0,1.1920929e-07,1.0
1.0,61.4014007351895,7.7966266,0.01,100.0,100,1.0,1.2789769243681803e-15,-8.48395713684336,0.01,1.2789769243681803e-15,61.4014007351895,0.009999998,-0.6590232,1.0,100.0,3.5044917e-18,,200.0,-2.9802322e-08,1.0
1.0,51.05968619557851,7.1097884,0.01,100.0,100,1.0,-4.973799150320702e-16,-8.036725798746247,0.01,-4.973799150320702e-16,51.05968619557851,0.009999998,-0.6009668,1.0,100.0,3.5044917e-18,,200.0,-1.4901161e-08,1.0
1.0,59.20241539581256,7.655742,0.01,100.0,100,1.0,-1.3944401189291967e-15,-8.011022216902754,0.01,-1.3944401189291967e-15,59.20241539581256,0.009999998,-0.6471147,1.0,100.0,3.5044917e-18,,200.0,7.4505806e-08,1.0
1.0,57.07496496331389,7.516928,0.01,100.0,100,1.0,-1.2789769243681803e-15,-9.048165989980134,0.01,-1.2789769243681803e-15,57.07496496331389,0.009999998,-0.6353814,1.0,100.0,3.5044917e-18,,200.0,-8.940697e-08,1.0
1.0,48.79101468538097,6.9500437,0.01,100.0,100,1.0,-6.217248937900876e-16,-7.919544871802266,0.01,-6.217248937900876e-16,48.79101468538097,0.009999998,-0.58746415,1.0,100.0,3.5044917e-18,,200.0,-8.940697e-08,1.0
1.0,53.84670361351276,7.301249,0.01,100.0,100,1.0,-2.3092638912203257e-16,-8.40946807711406,0.01,-2.3092638912203257e-16,53.84670361351276,0.009999998,-0.61715066,1.0,100.0,3.5044917e-18,,200.0,-9.685755e-08,1.0
1.0,51.68491737721136,7.153186,0.01,100.0,100,1.0,1.1723955140041654e-15,-8.913796676670701,0.01,1.1723955140041654e-15,51.68491737721136,0.009999998,-0.6046352,1.0,100.0,3.5044917e-18,,200.0,1.0430813e-07,1.0
1.0,51.40971636938343,7.134116,0.01,100.0,100,1.0,-9.592326932761353e-16,-9.293389605071711,0.01,-9.592326932761353e-16,51.40971636938343,0.009999998,-0.60302347,1.0,100.0,3.5044917e-18,,200.0,2.9802322e-08,1.0
1.0,44.54328723448527,6.6406217,0.01,100.0,100,1.0,-1.7763568394002505e-17,-6.916096642432226,0.01,-1.7763568394002505e-17,44.54328723448527,0.009999998,-0.56130993,1.0,100.0,3.5044917e-18,,200.0,-1.4901161e-08,1.0
1.0,47.06251882569919,6.825825,0.01,100.0,100,1.0,1.509903313490213e-16,-7.661120975737274,0.01,1.509903313490213e-16,47.06251882569919,0.009999998,-0.5769645,1.0,100.0,3.5044917e-18,,200.0,5.9604645e-08,1.0
1.0,54.02078549857378,7.3130417,0.01,100.0,100,1.0,4.973799150320702e-16,-8.693949037384302,0.01,4.973799150320702e-16,54.02078549857378,0.009999998,-0.61814743,1.0,100.0,3.5044917e-18,,200.0,-7.450581e-09,1.0
1.0,46.78497806297912,6.805669,0.01,100.0,100,1.0,9.769962616701378e-17,-7.736184050165844,0.01,9.769962616701378e-17,46.78497806297912,0.009999998,-0.57526076,1.0,100.0,3.5044917e-18,,200.0,-2.2351742e-08,1.0
1.0,56.81995530682785,7.500117,0.01,100.0,100,1.0,-9.769962616701378e-16,-8.869466819816232,0.01,-9.769962616701378e-16,56.81995530682785,0.009999998,-0.6339602,1.0,100.0,3.5044917e-18,,200.0,-7.4505806e-08,1.0
1.0,53.185467461939574,7.256281,0.01,100.0,100,1.0,-8.348877145181177e-16,-7.999739541814351,0.01,-8.348877145181177e-16,53.185467461939574,0.009999998,-0.6133496,1.0,100.0,3.5044917e-18,,200.0,-7.0780516e-08,1.0
1.0,54.85024532508837,7.368972,0.01,100.0,100,1.0,2.149391775674303e-15,-8.924215937271605,0.01,2.149391775674303e-15,54.85024532508837,0.009999998,-0.6228749,1.0,100.0,3.5044917e-18,,200.0,-5.2154064e-08,1.0
1.0,53.16111208129621,7.254619,0.01,100.0,100,1.0,-3.552713678800501e-17,-7.293113531431758,0.01,-3.552713678800501e-17,53.16111208129621,0.009999998,-0.61320907,1.0,100.0,3.5044917e-18,,200.0,-7.450581e-09,1.0
1.0,46.375057371590366,6.7757883,0.01,100.0,100,1.0,1.0835776720341528e-15,-7.62641222533853,0.01,1.0835776720341528e-15,46.375057371590366,0.009999998,-0.57273513,1.0,100.0,3.5044917e-18,,200.0,4.4703484e-08,1.0
1.0,52.820456749381776,7.2313385,0.01,100.0,100,1.0,-6.661338147750939e-16,-7.873487591880418,0.01,-6.661338147750939e-16,52.820456749381776,0.009999998,-0.6112413,1.0,100.0,3.5044917e-18,,200.0,-1.4901161e-08,1.0
1.0,50.73206193606201,7.0869412,0.01,100.0,100,1.0,4.973799150320702e-16,-7.112631905544263,0.01,4.973799150320702e-16,50.73206193606201,0.009999998,-0.5990359,1.0,100.0,3.5044917e-18,,200.0,-2.9802322e-08,1.0
1.0,46.803743050824096,6.807033,0.01,100.0,100,1.0,-1.8118839761882555e-15,-7.191675901440323,0.01,-1.8118839761882555e-15,46.803743050824096,0.009999998,-0.5753761,1.0,100.0,3.5044917e-18,,200.0,2.9802322e-08,1.0
1.0,48.08068003548287,6.899266,0.01,100.0,100,1.0,-6.039613253960852e-16,-7.7542021234241085,0.01,-6.039613253960852e-16,48.08068003548287,0.009999998,-0.58317214,1.0,100.0,3.5044917e-18,,200.0,2.2351742e-08,1.0
1.0,66.33875332852553,8.104034,0.01,100.0,100,1.0,5.684341886080802e-16,-8.940080836769626,0.01,5.684341886080802e-16,66.33875332852553,0.009999998,-0.6850073,1.0,100.0,3.5044917e-18,,200.0,6.7055225e-08,1.0
1.0,42.55331189706838,6.4905915,0.01,100.0,100,1.0,-3.641531520770513e-16,-8.115990026696165,0.01,-3.641531520770513e-16,42.55331189706838,0.009999998,-0.54862833,1.0,100.0,3.5044917e-18,,200.0,-1.4901161e-08,1.0
1.0,55.86354353471691,7.4367275,0.01,100.0,100,1.0,-1.5543122344752192e-15,-8.402658543223545,0.01,-1.5543122344752192e-15,55.86354353471691,0.009999998,-0.6286021,1.0,100.0,3.5044917e-18,,200.0,8.940697e-08,1.0
1.0,52.63372852317184,7.2185445,0.01,100.0,100,1.0,-8.881784197001253e-17,-9.013913749095895,0.01,-8.881784197001253e-17,52.63372852317184,0.009999998,-0.6101598,1.0,100.0,3.5044917e-18,,200.0,-1.1175871e-08,1.0
1.0,53.88704781820142,7.3039837,0.01,100.0,100,1.0,4.4408920985006264e-17,-8.237502022419687,0.01,4.4408920985006264e-17,53.88704781820142,0.009999998,-0.61738175,1.0,100.0,3.5044917e-18,,200.0,-2.9802322e-08,1.0
1.0,52.778297384259446,7.2284517,0.01,100.0,100,1.0,1.7763568394002505e-17,-7.368940763922831,0.01,1.7763568394002505e-17,52.778297384259446,0.009999998,-0.6109972,1.0,100.0,3.5044917e-18,,200.0,,1.0
1.0,55.6434835721947,7.422065,0.01,100.0,100,1.0,-1.865174681370263e-15,-8.098626479269685,0.01,-1.865174681370263e-15,55.6434835721947,0.009999998,-0.6273626,1.0,100.0,3.5044917e-18,,200.0,8.195639e-08,1.0
1.0,53.78934759936143,7.2973595,0.01,100.0,100,1.0,-2.3980817331903383e-15,-8.244719347979114,0.01,-2.3980817331903383e-15,53.78934759936143,0.009999998,-0.61682165,1.0,100.0,3.5044917e-18,,200.0,1.4901161e-08,1.0
1.0,49.97279049926125,7.033709,0.01,100.0,100,1.0,-8.615330671091215e-16,-7.71934583419502,0.01,-8.615330671091215e-16,49.97279049926125,0.009999998,-0.59453624,1.0,100.0,3.5044917e-18,,200.0,-9.313226e-08,1.0
1.0,54.74401068978105,7.361832,0.01,100.0,100,1.0,-2.220446049250313e-16,-7.722025438156785,0.01,-2.220446049250313e-16,54.74401068978105,0.009999998,-0.62227136,1.0,100.0,3.5044917e-18,,200.0,1.8626451e-08,1.0
1.0,43.293126626627135,6.5467696,0.01,100.0,100,1.0,4.884981308350689e-16,-7.6536155996098145,0.01,4.884981308350689e-16,43.293126626627135,0.009999998,-0.5533768,1.0,100.0,3.5044917e-18,,200.0,6.7055225e-08,1.0
1.0,53.791556246106694,7.297509,0.01,100.0,100,1.0,1.838529328779259e-15,-10.28901363564507,0.01,1.838529328779259e-15,53.791556246106694,0.009999998,-0.6168344,1.0,100.0,3.5044917e-18,,200.0,1.4901161e-08,1.0
1.0,61.95195543905818,7.831503,0.01,100.0,100,1.0,6.217248937900876e-16,-8.429649980066142,0.01,6.217248937900876e-16,61.95195543905818,0.009999998,-0.66197115,1.0,100.0,3.5044917e-18,,200.0,-4.4703484e-08,1.0
1.0,62.53625428290877,7.8683476,0.01,100.0,100,1.0,3.9968028886505636e-16,-8.404909491423044,0.01,3.9968028886505636e-16,62.53625428290877,0.009999998,-0.6650855,1.0,100.0,3.5044917e-18,,200.0,-5.9604645e-08,1.0
1.0,53.20863661034537,7.2578616,0.01,100.0,100,1.0,2.1227464230832994e-15,-7.879112774600347,0.01,2.1227464230832994e-15,53.20863661034537,0.009999998,-0.6134832,1.0,100.0,3.5044917e-18,,200.0,-1.0430813e-07,1.0
1.0,53.75428412922843,7.29498,0.01,100.0,100,1.0,-9.947598300641404e-16,-8.584134786828637,0.01,-9.947598300641404e-16,53.75428412922843,0.009999998,-0.6166206,1.0,100.0,3.5044917e-18,,200.0,-2.9802322e-08,1.0
1.0,47.47054220575348,6.855351,0.01,100.0,100,1.0,-8.881784197001253e-18,-7.923619854342829,0.01,-8.881784197001253e-18,47.47054220575348,0.009999998,-0.57946026,1.0,100.0,3.5044917e-18,,200.0,6.146729e-08,1.0
1.0,53.625296781400905,7.286223,0.01,100.0,100,1.0,1.3322676295501878e-16,-7.82769878495269,0.01,1.3322676295501878e-16,53.625296781400905,0.009999998,-0.6158805,1.0,100.0,3.5044917e-18,,200.0,7.4505806e-08,1.0
1.0,54.744004165264194,7.361831,0.01,100.0,100,1.0,-4.3520742565306136e-16,-8.856828625321556,0.01,-4.3520742565306136e-16,54.744004165264194,0.009999998,-0.6222714,1.0,100.0,3.5044917e-18,,200.0,-1.4901161e-08,1.0
1.0,56.019487594188895,7.447099,0.01,100.0,100,1.0,8.437694987151189e-16,-8.135169137545216,0.01,8.437694987151189e-16,56.019487594188895,0.009999998,-0.6294789,1.0,100.0,3.5044917e-18,,200.0,-1.4901161e-08,1.0
1.0,56.623794636135614,7.4871593,0.01,100.0,100,1.0,7.371880883511039e-16,-9.131493989747689,0.01,7.371880883511039e-16,56.623794636135614,0.009999998,-0.6328649,1.0,100.0,3.5044917e-18,,200.0,3.7252903e-08,1.0
1.0,53.186690342889904,7.256364,0.01,100.0,100,1.0,1.1723955140041654e-15,-8.850710590602585,0.01,1.1723955140041654e-15,53.186690342889904,0.009999998,-0.6133566,1.0,100.0,3.5044917e-18,,200.0,-3.7252903e-08,1.0
1.0,57.35456849127014,7.5353184,0.01,100.0,100,1.0,-1.6253665080512292e-15,-8.10397232092388,0.01,-1.6253665080512292e-15,57.35456849127014,0.009999998,-0.63693565,1.0,100.0,3.5044917e-18,,200.0,8.940697e-08,1.0
1.0,55.75371465251318,7.429413,0.01,100.0,100,1.0,-2.6645352591003756e-16,-8.527781775441044,0.01,-2.6645352591003756e-16,55.75371465251318,0.009999998,-0.62798387,1.0,100.0,3.5044917e-18,,200.0,-2.9802322e-08,1.0
1.0,39.31458971094628,6.238705,0.01,100.0,100,1.0,-4.440892098500626e-16,-6.063589430695933,0.01,-4.440892098500626e-16,39.31458971094628,0.009999998,-0.5273372,1.0,100.0,3.5044917e-18,,200.0,-2.6077032e-08,1.0
1.0,52.28938936040814,7.1948934,0.01,100.0,100,1.0,1.483257960899209e-15,-8.136678894084131,0.01,1.483257960899209e-15,52.28938936040814,0.009999998,-0.6081607,1.0,100.0,3.5044917e-18,,200.0,-1.1920929e-07,1.0
1.0,53.62796813120417,7.286404,0.01,100.0,100,1.0,-4.4408920985006264e-17,-7.078981751025496,0.01,-4.4408920985006264e-17,53.62796813120417,0.009999998,-0.61589575,1.0,100.0,3.5044917e-18,,200.0,2.6077032e-08,1.0
1.0,55.56337308822047,7.41672,0.01,100.0,100,1.0,3.375077994860476e-16,-8.950424298174466,0.01,3.375077994860476e-16,55.56337308822047,0.009999998,-0.6269111,1.0,100.0,3.5044917e-18,,200.0,-2.9802322e-08,1.0
1.0,54.348953162395624,7.3352203,0.01,100.0,100,1.0,1.1191048088221578e-15,-10.071401765245746,0.01,1.1191048088221578e-15,54.348953162395624,0.009999998,-0.620022,1.0,100.0,3.5044917e-18,,200.0,-3.3527613e-08,1.0
1.0,52.81102389795094,7.2306924,0.01,100.0,100,1.0,-3.552713678800501e-16,-8.627125754330256,0.01,-3.552713678800501e-16,52.81102389795094,0.009999998,-0.6111866,1.0,100.0,3.5044917e-18,,200.0,-1.4901161e-08,1.0
1.0,54.94184352554989,7.3751216,0.01,100.0,100,1.0,-6.394884621840901e-16,-7.8210335386044685,0.01,-6.394884621840901e-16,54.94184352554989,0.009999998,-0.6233948,1.0,100.0,3.5044917e-18,,200.0,8.940697e-08,1.0
1.0,55.30144406524368,7.399218,0.01,100.0,100,1.0,3.4638958368304885e-16,-7.801034307964897,0.01,3.4638958368304885e-16,55.30144406524368,0.009999998,-0.6254314,1.0,100.0,3.5044917e-18,,200.0,-2.9802322e-08,1.0
1.0,45.454645604326174,6.708211,0.01,100.0,100,1.0,-5.417888360170764e-16,-7.9545439504767295,0.01,-5.417888360170764e-16,45.454645604326174,0.009999998,-0.5670229,1.0,100.0,3.5044917e-18,,200.0,2.2351742e-08,1.0
1.0,54.144848814165634,7.321434,0.01,100.0,100,1.0,-7.194245199571015e-16,-8.421358183421697,0.01,-7.194245199571015e-16,54.144848814165634,0.009999998,-0.6188567,1.0,100.0,3.5044917e-18,,200.0,4.4703484e-08,1.0
1.0,54.296397800479895,7.331673,0.01,100.0,100,1.0,-8.881784197001252e-16,-8.472407303146788,0.01,-8.881784197001252e-16,54.296397800479895,0.009999998,-0.6197223,1.0,100.0,3.5044917e-18,,200.0,,1.0
1.0,54.408806092614114,7.339258,0.01,100.0,100,1.0,6.750155989720952e-16,-8.930351538522629,0.01,6.750155989720952e-16,54.408806092614114,0.009999998,-0.6203633,1.0,100.0,3.5044917e-18,,200.0,-2.9802322e-08,1.0
1.0,39.308580482669285,6.2382283,0.01,100.0,100,1.0,1.1368683772161603e-15,-6.7654067148478125,0.01,1.1368683772161603e-15,39.308580482669285,0.009999998,-0.52729684,1.0,100.0,3.5044917e-18,,200.0,1.4901161e-08,1.0
1.0,59.275989064992004,7.6604977,0.01,100.0,100,1.0,-1.3322676295501878e-16,-8.09825726090778,0.01,-1.3322676295501878e-16,59.275989064992004,0.009999998,-0.64751667,1.0,100.0,3.5044917e-18,,200.0,3.7252903e-08,1.0
