VarJ,VarVanillaIw,AvgDiscRet,Bound,ESSRenyi,AvgRet,AvgVanillaIw,MinNormIw,VarRet,VarDiscRet,J,BatchSize,ESSClassic,AvgNormIw,MinVanillaIw,MaxNormIw,MaxVanillaIw,eRenyi2,AvgEpLen,VarNormIw,VanillaAvgRet
6.6419535,,7.727152251391089e-16,-0.5812462,100.0,7.727152251391089e-16,1.0,0.01,44.56115396687337,44.56115396687337,-1.1920929e-07,100,100.0,0.009999998,1.0,0.01,1.0,1.0,200.0,3.5044917e-18,-6.917483559148066
6.827194,,5.329070518200751e-16,-0.6446124,100.0,5.329070518200751e-16,1.0,0.01,47.08139604562556,47.08139604562556,-2.9802322e-08,100,100.0,0.009999998,1.0,0.01,1.0,1.0,200.0,3.5044917e-18,-7.662657295614317
7.314508,,-4.884981308350689e-16,-0.7314368,100.0,-4.884981308350689e-16,1.0,0.01,54.04245374485333,54.04245374485333,,100,100.0,0.009999998,1.0,0.01,1.0,1.0,200.0,3.5044917e-18,-8.69569247502984
6.8070335,,1.687538997430238e-16,-0.65122414,100.0,1.687538997430238e-16,1.0,0.01,46.80374395868939,46.80374395868939,-1.0430813e-07,100,100.0,0.009999998,1.0,0.01,1.0,1.0,200.0,3.5044917e-18,-7.737735422786949
7.5016212,,-3.730349362740526e-16,-0.7465621,100.0,-3.730349362740526e-16,1.0,0.01,56.84274632650332,56.84274632650332,-5.9604645e-08,100,100.0,0.009999998,1.0,0.01,1.0,1.0,200.0,3.5044917e-18,-8.871245454851133
7.2577357,,1.3944401189291967e-15,-0.6734096,100.0,1.3944401189291967e-15,1.0,0.01,53.20680065428069,53.20680065428069,3.7252903e-09,100,100.0,0.009999998,1.0,0.01,1.0,1.0,200.0,3.5044917e-18,-8.001343766432157
7.3704495,,1.1723955140041654e-15,-0.75122976,100.0,1.1723955140041654e-15,1.0,0.01,54.872246275523075,54.872246275523075,-5.5879354e-09,100,100.0,0.009999998,1.0,0.01,1.0,1.0,200.0,3.5044917e-18,-8.926005551399207
7.256074,,-5.684341886080802e-16,-0.6138848,100.0,-5.684341886080802e-16,1.0,0.01,53.182435504464564,53.182435504464564,-1.4901161e-08,100,100.0,0.009999998,1.0,0.01,1.0,1.0,200.0,3.5044917e-18,-7.29457605308092
6.777147,,2.6645352591003756e-17,-0.64195764,100.0,2.6645352591003756e-17,1.0,0.01,46.39365884424727,46.39365884424727,,100,100.0,0.009999998,1.0,0.01,1.0,1.0,200.0,3.5044917e-18,-7.627941584909983
7.232788,,-9.059419880941278e-16,-0.6626836,100.0,-9.059419880941278e-16,1.0,0.01,52.841643532485406,52.841643532485406,,100,100.0,0.009999998,1.0,0.01,1.0,1.0,200.0,3.5044917e-18,-7.875066498613176
7.088362,,4.973799150320702e-16,-0.5981515,100.0,4.973799150320702e-16,1.0,0.01,50.75241104432016,50.75241104432016,-2.9802322e-08,100,100.0,0.009999998,1.0,0.01,1.0,1.0,200.0,3.5044917e-18,-7.114058234381672
6.8083982,,-3.552713678800501e-17,-0.60450995,100.0,-3.552713678800501e-17,1.0,0.01,46.82251647334788,46.82251647334788,-5.9604645e-08,100,100.0,0.009999998,1.0,0.01,1.0,1.0,200.0,3.5044917e-18,-7.193118081334315
6.90065,,-1.0036416142611414e-15,-0.65240836,100.0,-1.0036416142611414e-15,1.0,0.01,48.099965649467975,48.099965649467975,2.9802322e-08,100,100.0,0.009999998,1.0,0.01,1.0,1.0,200.0,3.5044917e-18,-7.7557571092924364
8.105659,,4.973799150320702e-16,-0.752444,100.0,4.973799150320702e-16,1.0,0.01,66.36536242781455,66.36536242781455,2.9802322e-08,100,100.0,0.009999998,1.0,0.01,1.0,1.0,200.0,3.5044917e-18,-8.9418736323586
6.4918933,,-5.595524044110789e-16,-0.68319494,100.0,-5.595524044110789e-16,1.0,0.01,42.57038043159056,42.57038043159056,-2.9802322e-08,100,100.0,0.009999998,1.0,0.01,1.0,1.0,200.0,3.5044917e-18,-8.117617563559163
7.4382186,,4.529709940470639e-16,-0.70697546,100.0,4.529709940470639e-16,1.0,0.01,55.88595092861519,55.88595092861519,,100,100.0,0.009999998,1.0,0.01,1.0,1.0,200.0,3.5044917e-18,-8.404343567044585
7.2199926,,-1.5987211554602254e-16,-0.7587737,100.0,-1.5987211554602254e-16,1.0,0.01,52.654840407823755,52.654840407823755,-2.2351742e-08,100,100.0,0.009999998,1.0,0.01,1.0,1.0,200.0,3.5044917e-18,-9.01572135073886
7.3054485,,2.575717417130363e-16,-0.6934194,100.0,2.575717417130363e-16,1.0,0.01,53.908662421036745,53.908662421036745,-5.9604645e-08,100,100.0,0.009999998,1.0,0.01,1.0,1.0,200.0,3.5044917e-18,-8.239153926642881
7.2299013,,-1.305622276959184e-15,-0.62028,100.0,-1.305622276959184e-15,1.0,0.01,52.799467256844295,52.799467256844295,2.9802322e-08,100,100.0,0.009999998,1.0,0.01,1.0,1.0,200.0,3.5044917e-18,-7.37041849155619
7.423554,,2.6645352591003756e-16,-0.6817041,100.0,2.6645352591003756e-16,1.0,0.01,55.665802697967635,55.665802697967635,-9.685755e-08,100,100.0,0.009999998,1.0,0.01,1.0,1.0,200.0,3.5044917e-18,-8.10025053414054
7.2988224,,2.3092638912203257e-16,-0.6924197,100.0,2.3092638912203257e-16,1.0,0.01,53.81092301371803,53.81092301371803,-2.9802322e-08,100,100.0,0.009999998,1.0,0.01,1.0,1.0,200.0,3.5044917e-18,-8.24637269952585
7.0351195,,-1.1191048088221578e-15,-0.6497508,100.0,-1.1191048088221578e-15,1.0,0.01,49.99283505658897,49.99283505658897,-5.2154064e-08,100,100.0,0.009999998,1.0,0.01,1.0,1.0,200.0,3.5044917e-18,-7.720893830171119
7.3633084,,1.3677947663381929e-15,-0.65002984,100.0,1.3677947663381929e-15,1.0,0.01,54.76596902850214,54.76596902850214,8.568168e-08,100,100.0,0.009999998,1.0,0.01,1.0,1.0,200.0,3.5044917e-18,-7.72357397148621
6.5480824,,9.059419880941278e-16,-0.64384586,100.0,9.059419880941278e-16,1.0,0.01,43.31049190781107,43.31049190781107,3.3527613e-08,100,100.0,0.009999998,1.0,0.01,1.0,1.0,200.0,3.5044917e-18,-7.6551504143992135
7.2989726,,-1.7763568394002505e-17,-0.86609083,100.0,-1.7763568394002505e-17,1.0,0.01,53.8131325463723,53.8131325463723,-5.2154064e-08,100,100.0,0.009999998,1.0,0.01,1.0,1.0,200.0,3.5044917e-18,-10.2910769389415
7.833073,,1.2967404927621828e-15,-0.70932746,100.0,1.2967404927621828e-15,1.0,0.01,61.97680495236248,61.97680495236248,-2.9802322e-08,100,100.0,0.009999998,1.0,0.01,1.0,1.0,200.0,3.5044917e-18,-8.431340416604334
7.869925,,-3.019806626980426e-16,-0.7074745,100.0,-3.019806626980426e-16,1.0,0.01,62.5613381639871,62.5613381639871,-8.940697e-08,100,100.0,0.009999998,1.0,0.01,1.0,1.0,200.0,3.5044917e-18,-8.40659496663709
7.2593164,,-7.283063041541026e-16,-0.66318,100.0,-7.283063041541026e-16,1.0,0.01,53.229979096050336,53.229979096050336,-4.4703484e-08,100,100.0,0.009999998,1.0,0.01,1.0,1.0,200.0,3.5044917e-18,-7.880692809376902
7.2964435,,-1.1368683772161603e-15,-0.7226038,100.0,-1.1368683772161603e-15,1.0,0.01,53.775845479296635,53.775845479296635,2.9802322e-08,100,100.0,0.009999998,1.0,0.01,1.0,1.0,200.0,3.5044917e-18,-8.585856202916698
6.856725,,1.1546319456101628e-15,-0.66579074,100.0,1.1546319456101628e-15,1.0,0.01,47.489583087703735,47.489583087703735,-1.6763806e-08,100,100.0,0.009999998,1.0,0.01,1.0,1.0,200.0,3.5044917e-18,-7.925208814329092
7.287684,,-8.526512829121202e-16,-0.65892637,100.0,-8.526512829121202e-16,1.0,0.01,53.64680639342803,53.64680639342803,9.313226e-08,100,100.0,0.009999998,1.0,0.01,1.0,1.0,200.0,3.5044917e-18,-7.829268509445086
7.3633075,,1.1901590823981679e-15,-0.74553835,100.0,1.1901590823981679e-15,1.0,0.01,54.76596250136826,54.76596250136826,,100,100.0,0.009999998,1.0,0.01,1.0,1.0,200.0,3.5044917e-18,-8.858604725961104
7.448593,,1.7763568394002506e-16,-0.6847912,100.0,1.7763568394002506e-16,1.0,0.01,56.041957538719366,56.041957538719366,1.4901161e-08,100,100.0,0.009999998,1.0,0.01,1.0,1.0,200.0,3.5044917e-18,-8.136800520483652
7.4886603,,4.973799150320702e-16,-0.76814944,100.0,4.973799150320702e-16,1.0,0.01,56.64650697391701,56.64650697391701,,100,100.0,0.009999998,1.0,0.01,1.0,1.0,200.0,3.5044917e-18,-9.133325170297896
7.257819,,-4.618527782440651e-16,-0.7447546,100.0,-4.618527782440651e-16,1.0,0.01,53.208024025740094,53.208024025740094,8.940697e-08,100,100.0,0.009999998,1.0,0.01,1.0,1.0,200.0,3.5044917e-18,-8.852485464364447
7.5368295,,4.4408920985006264e-17,-0.67952317,100.0,4.4408920985006264e-17,1.0,0.01,57.37757394933333,57.37757394933333,-1.4901161e-08,100,100.0,0.009999998,1.0,0.01,1.0,1.0,200.0,3.5044917e-18,-8.105597447820987
7.4309025,,7.371880883511039e-16,-0.7168241,100.0,7.371880883511039e-16,1.0,0.01,55.77607799301151,55.77607799301151,-7.450581e-09,100,100.0,0.009999998,1.0,0.01,1.0,1.0,200.0,3.5044917e-18,-8.529491890800166
6.2399564,,-1.1546319456101628e-16,-0.5102287,100.0,-1.1546319456101628e-16,1.0,0.01,39.33035916347043,39.33035916347043,5.9604645e-08,100,100.0,0.009999998,1.0,0.01,1.0,1.0,200.0,3.5044917e-18,-6.064805390213882
7.196336,,-8.260059303211165e-16,-0.68478805,100.0,-8.260059303211165e-16,1.0,0.01,52.31036312737603,52.31036312737603,-8.940697e-08,100,100.0,0.009999998,1.0,0.01,1.0,1.0,200.0,3.5044917e-18,-8.138310579780999
7.2878656,,2.6645352591003756e-17,-0.59549624,100.0,2.6645352591003756e-17,1.0,0.01,53.6494788147349,53.6494788147349,2.6077032e-08,100,100.0,0.009999998,1.0,0.01,1.0,1.0,200.0,3.5044917e-18,-7.080401331842425
7.418207,,-1.9895196601282807e-15,-0.7531229,100.0,-1.9895196601282807e-15,1.0,0.01,55.585660080923155,55.585660080923155,-2.9802322e-08,100,100.0,0.009999998,1.0,0.01,1.0,1.0,200.0,3.5044917e-18,-8.952219167985398
7.3366914,,-1.4743761767022078e-15,-0.8467709,100.0,-1.4743761767022078e-15,1.0,0.01,54.370753039818574,54.370753039818574,5.2154064e-08,100,100.0,0.009999998,1.0,0.01,1.0,1.0,200.0,3.5044917e-18,-10.073421429831466
7.232142,,-1.5099033134902129e-15,-0.7262029,100.0,-1.5099033134902129e-15,1.0,0.01,52.83220689744893,52.83220689744893,1.0430813e-07,100,100.0,0.009999998,1.0,0.01,1.0,1.0,200.0,3.5044917e-18,-8.62885579159505
7.3766007,,5.861977570020827e-16,-0.6581654,100.0,5.861977570020827e-16,1.0,0.01,54.96388121688623,54.96388121688623,4.4703484e-08,100,100.0,0.009999998,1.0,0.01,1.0,1.0,200.0,3.5044917e-18,-7.822601926484316
7.400702,,2.486899575160351e-16,-0.65664935,100.0,2.486899575160351e-16,1.0,0.01,55.32362599574625,55.32362599574625,-1.4901161e-08,100,100.0,0.009999998,1.0,0.01,1.0,1.0,200.0,3.5044917e-18,-7.802598685306905
6.7095566,,8.79296635503124e-16,-0.66894567,100.0,8.79296635503124e-16,1.0,0.01,45.47287789114717,45.47287789114717,5.5879354e-08,100,100.0,0.009999998,1.0,0.01,1.0,1.0,200.0,3.5044917e-18,-7.95613911181443
7.322902,,1.021405182655144e-15,-0.70873183,100.0,1.021405182655144e-15,1.0,0.01,54.16656682341055,54.16656682341055,-2.2351742e-08,100,100.0,0.009999998,1.0,0.01,1.0,1.0,200.0,3.5044917e-18,-8.423046957167717
7.333143,,8.08242361927114e-16,-0.7125212,100.0,8.08242361927114e-16,1.0,0.01,54.31817659745175,54.31817659745175,,100,100.0,0.009999998,1.0,0.01,1.0,1.0,200.0,3.5044917e-18,-8.474106314007923
7.34073,,5.506706202140776e-16,-0.7516373,100.0,5.506706202140776e-16,1.0,0.01,54.43062997761154,54.43062997761154,-2.9802322e-08,100,100.0,0.009999998,1.0,0.01,1.0,1.0,200.0,3.5044917e-18,-8.932142383050612
6.2394795,,1.509903313490213e-16,-0.56936646,100.0,1.509903313490213e-16,1.0,0.01,39.32434752483532,39.32434752483532,4.4703484e-08,100,100.0,0.009999998,1.0,0.01,1.0,1.0,200.0,3.5044917e-18,-6.766763413018382
7.6620336,,-1.6875389974302379e-15,-0.68167984,100.0,-1.6875389974302379e-15,1.0,0.01,59.2997652229592,59.2997652229592,8.568168e-08,100,100.0,0.009999998,1.0,0.01,1.0,1.0,200.0,3.5044917e-18,-8.099881241737574
