AvgRet,ESSRenyi,VanillaAvgRet,AvgDiscRet,EpsThisIter,MinVanillaIw,MaxVanillaIw,AvgVanillaIw,VarRet,AvgNormIw,J,VarDiscRet,IterType,ESSClassic,Delta,AvgEpLen,VarNormIw,MinNormIw,eRenyi2,VarJ,BatchSize,MaxNormIw,Bound,VarVanillaIw
-477.245437346,69.5972034373,-477.245437346,-477.245437346,100,0.144522,27.0208,1.19347,1775.81641451,0.01,-462.174,1775.81641451,1,16.8926885073,0.6,500.0,0.000496941,0.00121094,1.43684,80.6601,100,0.226406,-521.184,7.07823
-480.411399552,91.2852517209,-480.411399552,-480.411399552,100,0.302334,2.25031,1.03343,1916.97536604,0.01,-476.141,1916.97536604,1,90.0438402011,0.6,500.0,1.11687e-05,0.00292554,1.09547,46.2078,100,0.0217752,-526.969,0.119279
-471.302952089,91.5371784455,-471.302952089,-471.302952089,100,0.199789,2.13525,0.985458,1393.52021283,0.01,-466.841,1393.52021283,1,91.3979708693,0.6,500.0,9.50666e-06,0.00202737,1.09245,36.8773,100,0.0216676,-516.859,0.0923218
-472.541402172,93.2205936348,-472.541402172,-472.541402172,100,0.321853,3.23182,1.02257,2249.61812342,0.01,-468.806,2249.61812342,1,88.1584631825,0.6,500.0,1.35678e-05,0.00314749,1.07272,48.2923,100,0.0316048,-523.341,0.141871
-473.253590798,85.3505329799,-473.253590798,-473.253590798,100,0.151403,2.58514,1.06576,2305.54476013,0.01,-464.902,2305.54476013,1,83.1937373874,0.6,500.0,2.04055e-05,0.0014206,1.17164,51.0622,100,0.0242562,-520.451,0.231776
-469.375363749,94.0325072419,-469.375363749,-469.375363749,100,0.56202,1.72456,1.00231,2335.47068872,0.01,-466.224,2335.47068872,1,94.2690772263,0.6,500.0,6.14074e-06,0.00560725,1.06346,47.8343,100,0.0172058,-520.32,0.0616913
-471.584924649,91.4289899573,-471.584924649,-471.584924649,100,0.44864,2.40894,1.03424,2411.23453142,0.01,-466.539,2411.23453142,1,89.5346849645,0.6,500.0,1.18066e-05,0.00433785,1.09374,45.8898,100,0.0232918,-522.83,0.126291
-467.155791893,90.0764391589,-467.155791893,-467.155791893,100,0.197857,2.87703,1.05153,2054.73970578,0.01,-461.8,2054.73970578,1,86.3294077112,0.6,500.0,1.59953e-05,0.00188162,1.11017,46.9283,100,0.0273605,-515.258,0.176861
-461.439516613,90.2903958346,-461.439516613,-461.439516613,100,0.433344,1.74514,1.06196,1606.67333178,0.01,-456.839,1606.67333178,1,90.780658617,0.6,500.0,1.02582e-05,0.0040806,1.10754,40.4523,100,0.0164331,-506.523,0.115688
-476.63765617,93.3947384096,-476.63765617,-476.63765617,100,0.39346,1.96571,0.998964,2239.65268807,0.01,-473.57,2239.65268807,1,92.5266244175,0.6,500.0,8.15861e-06,0.00393868,1.07072,47.5892,100,0.0196775,-525.677,0.0814171
-461.894064056,90.9363181873,-461.894064056,-461.894064056,100,0.397601,2.24636,1.0615,2309.50724131,0.01,-456.889,2309.50724131,1,90.1004845364,0.6,500.0,1.10982e-05,0.00374566,1.09967,43.1926,100,0.0211622,-508.495,0.125052
-461.228862677,84.1782289614,-461.228862677,-461.228862677,100,0.336601,5.78821,0.988437,2221.79538161,0.01,-453.421,2221.79538161,1,71.2115194177,0.6,500.0,4.08351e-05,0.00340539,1.18796,50.2086,100,0.0585592,-507.784,0.398962
-463.842532956,93.391931001,-463.842532956,-463.842532956,100,0.287547,1.57328,0.984616,2466.99695828,0.01,-459.49,2466.99695828,1,92.0850583758,0.6,500.0,8.6821e-06,0.00292039,1.07076,44.4849,100,0.0159786,-516.973,0.0841703
-461.700653608,91.6234714281,-461.700653608,-461.700653608,100,0.286816,1.73741,0.97428,2296.72438563,0.01,-457.001,2296.72438563,1,91.5666889684,0.6,500.0,9.30302e-06,0.00294387,1.09142,46.9664,100,0.0178327,-511.46,0.0883063
-467.868505386,86.7567121176,-467.868505386,-467.868505386,100,0.0457139,1.85023,1.02158,2018.38356897,0.01,-459.668,2018.38356897,1,86.2624612139,0.6,500.0,1.60861e-05,0.000447482,1.15265,40.7373,100,0.0181114,-516.627,0.167879
-462.065679268,91.3678158303,-462.065679268,-462.065679268,100,0.233822,1.56457,0.961411,2307.98593516,0.01,-456.935,2307.98593516,1,90.7715183908,0.6,500.0,1.02694e-05,0.00243207,1.09448,44.6925,100,0.0162737,-513.223,0.0949214
-460.391216461,87.466376162,-460.391216461,-460.391216461,100,0.609802,7.03244,1.05987,2031.31672455,0.01,-454.727,2031.31672455,1,68.8312529154,0.6,500.0,4.57402e-05,0.00575354,1.1433,51.8471,100,0.0663516,-505.032,0.513815
-456.886864317,99.9991059383,-456.886864317,-456.886864317,100,,5.1311,0.137398,2039.97779418,0.01,-432.25,2039.97779418,1,5.46906877082,0.6,500.0,0.00174592,,1.00001,120.319,100,0.373447,-483.965,0.3296
-457.4439891,82.0029398875,-457.4439891,-457.4439891,100,0.134736,2.23927,1.02363,4075.88900694,0.01,-441.323,4075.88900694,1,81.9741786629,0.6,500.0,2.22117e-05,0.00131626,1.21947,47.9527,100,0.0218758,-518.534,0.232738
-451.814218946,64.3446981296,-451.814218946,-451.814218946,100,0.00342847,2.8284,0.90063,2804.74215602,0.01,-426.805,2804.74215602,1,61.4285622617,0.6,500.0,6.3425e-05,3.80674e-05,1.55413,41.704,100,0.0314047,-491.476,0.514462
-430.887850763,81.0610458108,-430.887850763,-430.887850763,100,0.287426,3.98759,1.04489,1736.98241702,0.01,-420.663,1736.98241702,1,75.5698475168,0.6,500.0,3.26545e-05,0.00275079,1.23364,43.8651,100,0.0381628,-472.186,0.356518
-429.776952226,77.5145112024,-429.776952226,-429.776952226,100,0.0711926,3.85234,0.910744,1443.29008164,0.01,-418.138,1443.29008164,1,71.4775010016,0.6,500.0,4.03072e-05,0.000781698,1.29008,40.9798,100,0.0422988,-468.581,0.33433
-422.467761613,88.0326095831,-422.467761613,-422.467761613,100,0.320963,1.96966,0.984351,1234.36646252,0.01,-417.009,1234.36646252,1,88.8069977089,0.6,500.0,1.27311e-05,0.00326065,1.13594,36.1614,100,0.0200097,-461.461,0.123357
-415.21002067,86.2494441437,-415.21002067,-415.21002067,100,0.116374,2.14574,1.10461,1474.80471519,0.01,-408.383,1474.80471519,1,86.7454428286,0.6,500.0,1.54341e-05,0.00105353,1.15943,39.0317,100,0.0194252,-456.613,0.188323
-417.177519101,93.8997250934,-417.177519101,-417.177519101,100,0.337253,2.05945,0.999812,1626.06799263,0.01,-414.387,1626.06799263,1,92.4791007677,0.6,500.0,8.21466e-06,0.00337316,1.06497,41.8396,100,0.0205984,-460.683,0.0821157
-411.507410144,84.4600451287,-411.507410144,-411.507410144,100,0.107936,2.92918,0.98204,1163.65418398,0.01,-404.845,1163.65418398,1,78.1564775258,0.6,500.0,2.82307e-05,0.0010991,1.18399,37.0449,100,0.0298275,-449.658,0.272258
-411.624232092,87.2860823959,-411.624232092,-411.624232092,100,0.107262,2.28523,0.96217,1436.58696703,0.01,-406.172,1436.58696703,1,84.7723476879,0.6,500.0,1.81444e-05,0.00111479,1.14566,38.036,100,0.0237508,-450.875,0.167975
-407.196586142,90.6093088376,-407.196586142,-407.196586142,100,0.241777,2.13439,0.960421,1540.1880397,0.01,-402.448,1540.1880397,1,90.4572806079,0.6,500.0,1.0656e-05,0.00251741,1.10364,41.2997,100,0.0222235,-450.011,0.0982918
-402.708931493,87.2718707713,-402.708931493,-402.708931493,100,0.0294778,2.04311,0.980017,1258.57996959,0.01,-397.289,1258.57996959,1,85.4236203895,0.6,500.0,1.7236e-05,0.000300789,1.14584,34.4016,100,0.0208477,-441.478,0.16554
-405.091999444,88.2626450381,-405.091999444,-405.091999444,100,0.268695,2.54981,0.924401,1407.74220505,0.01,-399.395,1407.74220505,1,87.6313957023,0.6,500.0,1.42569e-05,0.00290669,1.13298,37.5949,100,0.0275834,-449.327,0.121828
-398.029223597,54.054910215,-398.029223597,-398.029223597,100,0.146298,23.6963,1.16178,854.655198548,0.01,-378.457,854.655198548,1,19.2439895848,0.6,500.0,0.000423882,0.00125925,1.84997,116.558,100,0.203965,-431.226,5.72129
-398.933402796,85.7063368949,-398.933402796,-398.933402796,100,0.171546,3.30541,0.984534,1548.21127128,0.01,-392.485,1548.21127128,1,82.2155305984,0.6,500.0,2.185e-05,0.0017424,1.16677,43.1406,100,0.0335733,-439.155,0.211794
-393.758816803,81.59726846,-393.758816803,-393.758816803,100,0.207708,2.58766,1.04834,1422.57195975,0.01,-385.409,1422.57195975,1,78.7761678243,0.6,500.0,2.72141e-05,0.0019813,1.22553,39.3943,100,0.0246833,-432.549,0.299088
-391.980470482,91.259828514,-391.980470482,-391.980470482,100,0.174328,1.83442,1.04119,1345.21561676,0.01,-388.068,1345.21561676,1,91.8050524697,0.6,500.0,9.01662e-06,0.00167431,1.09577,35.7078,100,0.0176185,-431.204,0.0977476
-384.279968542,82.9752277351,-384.279968542,-384.279968542,100,0.164069,2.65342,1.00401,811.088019097,0.01,-376.767,811.088019097,1,77.8671150066,0.6,500.0,2.87111e-05,0.00163413,1.20518,31.1237,100,0.0264281,-418.915,0.28942
-386.468027195,79.4490567482,-386.468027195,-386.468027195,100,0.132894,2.31295,0.956077,1346.36973524,0.01,-377.602,1346.36973524,1,77.5747271887,0.6,500.0,2.91999e-05,0.00138999,1.25867,42.0702,100,0.0241921,-422.938,0.266912
-382.161870221,95.372874887,-382.161870221,-382.161870221,100,0.497148,1.78401,1.00363,1171.97590351,0.01,-380.342,1171.97590351,1,95.0802877946,0.6,500.0,5.22657e-06,0.00495352,1.04852,33.2434,100,0.0177756,-420.388,0.0526454
-375.804510019,85.4977902951,-375.804510019,-375.804510019,100,0.157038,2.29907,0.949934,821.650328765,0.01,-369.637,821.650328765,1,82.1176733835,0.6,500.0,2.19964e-05,0.00165314,1.16962,29.8621,100,0.0242024,-409.444,0.19849
-386.288953998,67.9067300503,-386.288953998,-386.288953998,100,0.312533,22.8181,1.18724,1288.76709353,0.01,-372.128,1288.76709353,1,21.9463099565,0.6,500.0,0.00035925,0.00263244,1.47261,102.875,100,0.192195,-419.838,5.06372
-375.367053966,93.0426799585,-375.367053966,-375.367053966,100,0.319238,1.66252,1.00333,1063.92391926,0.01,-372.353,1063.92391926,1,93.5607096511,0.6,500.0,6.952e-06,0.00318177,1.07478,32.4427,100,0.01657,-415.718,0.0699844
-376.670437289,86.5222574443,-376.670437289,-376.670437289,100,0.305575,3.11142,1.01355,893.910272654,0.01,-371.507,893.910272654,1,83.1035882259,0.6,500.0,2.05371e-05,0.00301491,1.15577,32.7462,100,0.0306984,-412.566,0.210973
-375.40560871,99.9998569491,-375.40560871,-375.40560871,100,3.40712e-19,9.79701,0.440021,1057.01690697,0.01,-356.093,1057.01690697,1,10.9631955024,0.6,500.0,0.000820346,7.74308e-21,1.0,69.3725,100,0.222649,-396.493,1.58834
-377.50443056,89.6263233562,-377.50443056,-377.50443056,100,0.293256,3.11979,0.998947,1013.84229665,0.01,-373.799,1013.84229665,1,86.2111059473,0.6,500.0,1.61559e-05,0.00293565,1.11574,31.8061,100,0.0312308,-413.059,0.161219
-375.448184325,97.9845588556,-375.448184325,-375.448184325,100,0.240758,1.47988,0.998337,998.394883986,0.01,-374.396,998.394883986,1,97.4063414585,0.6,500.0,2.68961e-06,0.00241159,1.02057,31.089,100,0.0148234,-416.346,0.0268066
-375.746077737,84.8338694395,-375.746077737,-375.746077737,100,0.34108,2.50429,1.03718,1319.7686542,0.01,-368.773,1319.7686542,1,83.3976073263,0.6,500.0,2.01086e-05,0.00328854,1.17877,34.0962,100,0.0241452,-415.032,0.216316
-374.122854469,93.9106681862,-374.122854469,-374.122854469,100,0.297373,1.90819,1.02126,1049.72848974,0.01,-371.853,1049.72848974,1,93.9791453358,0.6,500.0,6.4713e-06,0.00291183,1.06484,34.4302,100,0.0186847,-410.907,0.0674936
-371.598320837,89.2152266634,-371.598320837,-371.598320837,100,0.158055,1.85482,1.04962,1376.43987473,0.01,-366.833,1376.43987473,1,89.4579037776,0.6,500.0,1.19035e-05,0.00150584,1.12088,38.3156,100,0.0176713,-406.824,0.131141
-369.686691901,85.3597130135,-369.686691901,-369.686691901,100,0.248715,2.92879,1.01095,1116.31004427,0.01,-363.042,1116.31004427,1,81.3640889563,0.6,500.0,2.31357e-05,0.00246021,1.17151,36.5296,100,0.0289706,-406.146,0.236452
-365.825103305,74.9681667554,-365.825103305,-365.825103305,100,0.140664,12.2951,1.14279,1227.86542742,0.01,-354.923,1227.86542742,1,43.7555144114,0.6,500.0,0.000129841,0.00123088,1.3339,43.1601,100,0.107589,-399.02,1.69568
-367.488910411,99.9996304526,-367.488910411,-367.488910411,100,0.0333868,132.073,2.00276,963.085310389,0.01,-338.536,963.085310389,1,2.28379969683,0.6,500.0,0.00432189,0.000166704,1.0,65.0043,100,0.659454,-379.258,173.353
-362.254916904,85.4991148507,-362.254916904,-362.254916904,100,0.0640009,1.95127,0.961802,1297.8505389,0.01,-355.308,1297.8505389,1,83.6751670934,0.6,500.0,1.97068e-05,0.000665427,1.1696,33.6565,100,0.0202877,-399.65,0.182301
-361.480863782,85.5845656138,-361.480863782,-361.480863782,100,0.124499,2.37666,0.949414,982.628287662,0.01,-354.836,982.628287662,1,80.3005904689,0.6,500.0,2.47799e-05,0.00131133,1.16843,31.7377,100,0.0250329,-399.235,0.223363
-360.828349668,89.4890903871,-360.828349668,-360.828349668,100,0.353008,2.48097,1.01493,1026.93166743,0.01,-356.372,1026.93166743,1,88.6138659283,0.6,500.0,1.2979e-05,0.00347816,1.11745,32.7805,100,0.0244449,-396.842,0.133693
-362.688214117,85.1685739369,-362.688214117,-362.688214117,100,0.422849,6.01846,1.07856,1067.88162571,0.01,-356.663,1067.88162571,1,71.5998405606,0.6,500.0,4.00658e-05,0.00392048,1.17414,37.7942,100,0.0558006,-398.873,0.466085
-361.018664589,85.2245745557,-361.018664589,-361.018664589,100,0.133058,2.21763,0.909372,1135.4812617,0.01,-354.807,1135.4812617,1,82.4504022071,0.6,500.0,2.15e-05,0.00146319,1.17337,33.8894,100,0.0243864,-393.989,0.177796
-356.747819441,86.5836901074,-356.747819441,-356.747819441,100,0.197945,2.73495,1.04,1440.97283886,0.01,-350.407,1440.97283886,1,82.9696761594,0.6,500.0,2.07333e-05,0.00190331,1.15495,36.7667,100,0.0262975,-394.699,0.224253
-354.732333772,92.2705884178,-354.732333772,-354.732333772,100,0.403395,2.36237,1.00924,1224.79481924,0.01,-351.499,1224.79481924,1,92.0973326925,0.6,500.0,8.66744e-06,0.00399703,1.08377,34.442,100,0.0234074,-391.769,0.088283
-346.320939606,88.6254219254,-346.320939606,-346.320939606,100,0.383396,3.08241,1.04928,907.31234328,0.01,-342.521,907.31234328,1,84.3149024472,0.6,500.0,1.87909e-05,0.00365389,1.12834,31.2145,100,0.0293764,-379.387,0.206887
-347.015058183,89.4950669793,-347.015058183,-347.015058183,100,0.27316,1.76308,0.983484,791.804175472,0.01,-343.526,791.804175472,1,89.3645968307,0.6,500.0,1.20214e-05,0.00277747,1.11738,29.5196,100,0.0179268,-383.111,0.116275
-352.287644549,90.9089411588,-352.287644549,-352.287644549,100,0.292,1.60084,1.00534,901.341930944,0.01,-348.813,901.341930944,1,89.9793543612,0.6,500.0,1.12491e-05,0.00290448,1.1,29.7748,100,0.0159233,-385.227,0.113697
-356.001761378,88.8227225685,-356.001761378,-356.001761378,100,0.27461,1.91572,0.981441,817.987993857,0.01,-352.167,817.987993857,1,87.6086630224,0.6,500.0,1.42868e-05,0.00279802,1.12584,27.9047,100,0.0195194,-389.208,0.137614
-342.344385876,93.3992618118,-342.344385876,-342.344385876,100,0.181533,1.75832,1.01071,812.208533426,0.01,-339.864,812.208533426,1,93.2814740182,0.6,500.0,7.27515e-06,0.0017961,1.07067,29.011,100,0.017397,-375.468,0.0743176
-350.38499171,84.1650788198,-350.38499171,-350.38499171,100,0.0888481,2.11323,0.991212,1375.42971956,0.01,-343.53,1375.42971956,1,82.3312873485,0.6,500.0,2.16773e-05,0.000896358,1.18814,37.5281,100,0.0213196,-384.461,0.21298
-344.066183223,86.7492565627,-344.066183223,-344.066183223,100,0.20922,7.35252,1.04925,1145.85641401,0.01,-339.325,1145.85641401,1,67.2093212132,0.6,500.0,4.92817e-05,0.00199399,1.15275,34.0314,100,0.070074,-381.888,0.542557
-350.065220988,89.4030529974,-350.065220988,-350.065220988,100,0.211039,2.21676,0.934547,1002.84728495,0.01,-346.134,1002.84728495,1,85.8646024257,0.6,500.0,1.66287e-05,0.0022582,1.11853,31.5769,100,0.0237201,-383.469,0.145231
