J,AvgRet,BatchSize,MaxVanillaIw,delta,SamplesThisIter,VarVanillaIw,VarRet,AvgNormIw,AvgEpLen,VarJ,renyi2,ESSClassic,VanillaAvgRet,VarDiscRet,EpsThisIter,MaxNormIw,IterType,MinVanillaIw,MinNormIw,ESSRenyi,AvgVanillaIw,VarNormIw,Bound,AvgDiscRet
760250.0,2803.43768528,100,764.835,0.4,50000,344.532,4073235.26856,3.1211e-05,280.898876404,18296.1,nan,10.7158127881,2803.43768528,4073235.26856,178,0.00469262,1,,,nan,5.08697,1.29696e-08,4243.2,2803.43768528
792280.0,3420.92514573,100,22.9392,0.4,50000,12.2417,4094970.45402,3.80517e-05,342.465753425,16910.5,nan,5.6731836765,3420.92514573,4094970.45402,146,0.000367987,1,1.03972e-32,1.6679e-37,nan,2.37203,3.15028e-09,4304.66,3420.92514573
699092.0,2307.90058477,100,773.662,0.4,50000,345.966,4038588.3637,2.57202e-05,231.481481481,21393.1,nan,9.51555029039,2307.90058477,4038588.3637,216,0.00370693,1,,,nan,5.36798,7.94255e-09,4211.34,2307.90058477
709754.0,2287.32469598,100,119.319,0.4,50000,322.99,3922224.68646,2.54842e-05,229.357798165,21600.6,nan,4.06827246736,2287.32469598,3922224.68646,218,0.00043564,1,,,nan,6.97995,4.30553e-09,4253.66,2287.32469598
746378.0,2803.43873972,100,72.1597,0.4,50000,44.088,4510107.64517,3.1211e-05,280.898876404,19904.6,nan,5.63879648696,2803.43873972,4510107.64517,178,0.00064519,1,,,nan,3.49072,3.52457e-09,4280.86,2803.43873972
719434.0,2308.47523558,100,1.42049e+06,0.4,50000,5.18859e+08,4226403.69716,2.57202e-05,231.481481481,22215.7,nan,10.0000721403,2308.47523558,4226403.69716,216,0.0983247,1,,,nan,371.578,2.48597e-06,4242.74,2308.47523558
736730.0,2625.88880102,100,822.387,0.4,50000,299.325,5227888.31343,2.92398e-05,263.157894737,21736.8,nan,12.1988741283,2625.88880102,5227888.31343,190,0.00571306,1,,,nan,4.20902,1.44453e-08,4277.24,2625.88880102
810224.0,3673.26380357,100,12.3471,0.4,50000,4.269,3750081.68223,4.08497e-05,367.647058824,16133.5,nan,2.87182026673,3673.26380357,3750081.68223,136,0.000274796,1,,,nan,1.83546,2.11453e-09,4345.96,3673.26380357
776567.0,2971.63101716,100,80.5365,0.4,50000,30.8987,4241199.77603,3.30688e-05,297.619047619,18311.5,nan,3.08648749534,2971.63101716,4241199.77603,168,0.000857068,1,,,nan,3.10739,3.49933e-09,4303.23,2971.63101716
815645.0,3784.86138856,100,12.9912,0.4,50000,5.88088,3332775.11167,4.20875e-05,378.787878788,14940.4,nan,2.75542535237,3784.86138856,3332775.11167,132,0.000269834,1,2.1056e-28,4.37345e-33,nan,2.02631,2.53711e-09,4303.9,3784.86138856
792996.0,3467.77056086,100,20.9419,0.4,50000,12.4919,3941511.98316,3.85802e-05,347.222222222,16638.7,nan,5.32035212629,3467.77056086,3941511.98316,144,0.00033259,1,,,nan,2.42925,3.15074e-09,4283.92,3467.77056086
772539.0,2868.83384113,100,1828.49,0.4,50000,1366.98,4031118.33713,3.19285e-05,287.356321839,18085.9,nan,11.9717641302,2868.83384113,4031118.33713,174,0.0129924,1,,,nan,4.49346,6.90173e-08,4302.95,2868.83384113
844536.0,4164.36186856,100,6.47116,0.4,50000,1.98566,2571857.07314,4.62963e-05,416.666666667,12379.8,nan,3.60534652715,4164.36186856,2571857.07314,120,0.000187994,1,1.05209e-16,3.05643e-21,nan,1.59362,1.67583e-09,4352.75,4164.36186856
701052.0,2130.61099379,100,109.257,0.4,50000,226.431,4453905.20975,2.37417e-05,213.675213675,24102.8,nan,6.68252225205,2130.61099379,4453905.20975,234,0.000427849,1,,,nan,6.06277,3.47231e-09,4303.73,2130.61099379
763128.0,3007.59433768,100,30.8195,0.4,50000,27.2993,4609252.75431,3.34672e-05,301.204819277,19570.5,nan,4.89282081165,3007.59433768,4609252.75431,166,0.000336312,1,,,nan,3.06692,3.25077e-09,4304.49,3007.59433768
743235.0,2545.68724651,100,41.5421,0.4,50000,41.0274,5227308.48357,2.83447e-05,255.102040816,20961.7,nan,5.98032248892,2545.68724651,5227308.48357,196,0.000349778,1,,,nan,3.36642,2.90858e-09,4343.86,2545.68724651
816151.0,3784.88799102,100,10.869,0.4,50000,2.77064,3936969.29354,4.20875e-05,378.787878788,15788.4,nan,3.46223174194,3784.88799102,3936969.29354,132,0.000277654,1,2.40471e-27,6.14294e-32,nan,1.64755,1.80805e-09,4317.8,3784.88799102
757163.0,2971.7111065,100,26.5295,0.4,50000,10.8539,5831806.47949,3.30688e-05,297.619047619,21620.0,nan,5.01960294058,2971.7111065,5831806.47949,168,0.000379222,1,,,nan,2.31341,2.21777e-09,4351.6,2971.7111065
457497.0,319.981144958,100,2.86374e+08,0.4,50000,3.62848e+12,1311939.91268,3.65979e-06,32.9380764163,47297.2,nan,12.0192143207,319.981144958,1311939.91268,1518,0.0638111,1,,,nan,16424.5,1.80157e-07,4305.4,319.981144958
488191.0,363.731544298,100,1.03732e+07,0.4,50000,1.68398e+10,1338372.083,4.14594e-06,37.3134328358,40024.9,nan,15.8898565115,363.731544298,1338372.083,1340,0.0144525,1,,,nan,2975.7,3.26891e-08,4255.41,363.731544298
741323.0,2494.58822572,100,220.06,0.4,50000,117.222,4512724.52446,2.77778e-05,250.0,21250.4,nan,3.29820564021,2494.58822572,4512724.52446,200,0.00129348,1,,,nan,4.72584,4.04992e-09,4302.73,2494.58822572
777604.0,3044.41832667,100,5.13751e+06,0.4,50000,8.93833e+09,4247524.87429,3.38753e-05,304.87804878,18711.1,nan,10.0000159174,3044.41832667,4247524.87429,164,0.0997403,1,,,nan,1744.88,3.36893e-06,4304.23,3044.41832667
778784.0,3043.71929578,100,176.528,0.4,50000,53.0022,3900469.96874,3.38753e-05,304.87804878,16999.9,nan,4.85848889241,3043.71929578,3900469.96874,164,0.0017461,1,2.12133e-37,2.09774e-42,nan,3.42473,5.18572e-09,4264.48,3043.71929578
837721.0,4095.96300759,100,7.88021,0.4,50000,4.27703,1631584.18985,4.55373e-05,409.836065574,10637.1,nan,2.20177491271,4095.96300759,1631584.18985,122,0.000190999,1,3.20865e-17,7.77707e-22,nan,1.87877,2.51264e-09,4304.38,4095.96300759
865674.0,4462.60288193,100,3.74663,0.4,50000,0.287743,2411317.95929,4.96032e-05,446.428571429,11742.4,nan,1.7581851355,4462.60288193,2411317.95929,112,0.000162979,1,3.56166e-05,1.54933e-09,nan,1.1403,5.44487e-10,4385.31,4462.60288193
842063.0,4095.93053339,100,6.6381,0.4,50000,1.74508,3087339.3038,4.55373e-05,409.836065574,13254.1,nan,2.82657415476,4095.93053339,3087339.3038,122,0.000199124,1,7.90598e-30,2.37157e-34,nan,1.51805,1.57028e-09,4351.76,4095.93053339
841256.0,4095.92498586,100,5.23998,0.4,50000,1.535,2948399.99278,4.55373e-05,409.836065574,13144.7,nan,2.56392319243,4095.92498586,2948399.99278,122,0.000163632,1,3.92323e-09,1.22513e-13,nan,1.45825,1.49687e-09,4344.9,4095.92498586
799771.0,3420.97764623,100,33.1002,0.4,50000,8.96182,3949930.46593,3.80517e-05,342.465753425,16528.0,nan,4.98958377474,3420.97764623,3949930.46593,146,0.000579244,1,,,nan,2.17442,2.74448e-09,4322.1,3420.97764623
841170.0,4095.992812,100,5.8103,0.4,50000,1.83067,2837754.15981,4.55373e-05,409.836065574,12888.0,nan,2.8528277034,4095.992812,2837754.15981,122,0.00017494,1,3.60684e-08,1.08597e-12,nan,1.51243,1.65956e-09,4343.28,4095.992812
815110.0,3673.21647904,100,17.5297,0.4,50000,4.17926,4113065.46449,4.08497e-05,367.647058824,15778.8,nan,2.70881399337,3673.21647904,4113065.46449,136,0.00040342,1,,,nan,1.77503,2.21342e-09,4345.56,3673.21647904
776630.0,3007.56979763,100,28.7835,0.4,50000,27.3214,4643476.36501,3.34672e-05,301.204819277,18459.0,nan,3.77905226574,3007.56979763,4643476.36501,166,0.000324661,1,,,nan,2.9671,3.47598e-09,4304.92,3007.56979763
845700.0,4164.42359029,100,7.50725,0.4,50000,1.8337,2762197.99205,4.62963e-05,416.666666667,12646.8,nan,4.05091973734,4164.42359029,2762197.99205,120,0.000225639,1,9.02065e-15,2.71126e-19,nan,1.54033,1.65652e-09,4353.17,4164.42359029
792276.0,3242.70940265,100,25.481,0.4,50000,13.3009,4762006.96897,3.6075e-05,324.675324675,17912.8,nan,4.8329584545,3242.70940265,4762006.96897,154,0.000369781,1,,,nan,2.48587,2.80115e-09,4341.6,3242.70940265
817829.0,3673.22558192,100,15.1265,0.4,50000,4.44303,3319281.51361,4.08497e-05,367.647058824,14775.7,nan,2.82802882617,3673.22558192,3319281.51361,136,0.000338995,1,,,nan,1.82278,2.23145e-09,4345.57,3673.22558192
827220.0,3784.9049414,100,9.82256,0.4,50000,4.2363,3739994.85919,4.20875e-05,378.787878788,14602.3,nan,2.87788837528,3784.9049414,3739994.85919,132,0.00022309,1,2.42165e-29,5.50006e-34,nan,1.8531,2.18523e-09,4351.34,3784.9049414
813913.0,3673.26669309,100,9.88229,0.4,50000,4.07052,3475525.61831,4.08497e-05,367.647058824,15144.0,nan,2.65235108146,3673.26669309,3475525.61831,136,0.000229168,1,,,nan,1.76154,2.18899e-09,4345.35,3673.26669309
842688.0,4029.72945164,100,6.56142,0.4,50000,1.86699,2799014.18203,4.48029e-05,403.225806452,12271.7,nan,2.56000982997,4029.72945164,2799014.18203,124,0.000197769,1,3.20784e-17,9.66884e-22,nan,1.48643,1.69615e-09,4345.35,4029.72945164
782521.0,3043.78283409,100,59.7456,0.4,50000,28.4657,4608917.92839,3.38753e-05,304.87804878,17982.7,nan,3.11596433388,3043.78283409,4608917.92839,164,0.000644098,1,,,nan,3.14223,3.30837e-09,4301.4,3043.78283409
783660.0,3160.3542951,100,124.081,0.4,50000,18.8494,4592760.51772,3.51617e-05,316.455696203,18079.9,nan,4.57529919183,3160.3542951,4592760.51772,158,0.00179642,1,,,nan,2.42867,3.95096e-09,4332.63,3160.3542951
839859.0,4095.95958548,100,6.07029,0.4,50000,1.83338,2973075.77931,4.55373e-05,409.836065574,13445.0,nan,2.5220058961,4095.95958548,2973075.77931,122,0.000178284,1,1.31356e-29,3.85792e-34,nan,1.55047,1.58147e-09,4350.5,4095.95958548
845498.0,4164.36340606,100,5.95897,0.4,50000,2.07108,2154969.60344,4.62963e-05,416.666666667,11499.5,nan,2.88193731487,4164.36340606,2154969.60344,120,0.00016802,1,3.47289e-11,9.7922e-16,nan,1.64194,1.64655e-09,4353.06,4164.36340606
762647.0,3044.38373461,100,36.6804,0.4,50000,32.7788,4479532.79575,3.38753e-05,304.87804878,19538.8,nan,5.36787036083,3044.38373461,4479532.79575,164,0.000380449,1,,,nan,3.26604,3.52629e-09,4303.54,3044.38373461
871671.0,4542.92865964,100,3.08212,0.4,50000,0.311543,1771439.88241,5.05051e-05,454.545454545,9069.82,nan,1.76128590925,4542.92865964,1771439.88241,110,0.000137382,1,5.407e-05,2.41011e-09,nan,1.13306,6.18984e-10,4353.24,4542.92865964
864930.0,4462.52740342,100,4.02119,0.4,50000,0.333148,2389777.86478,4.96032e-05,446.428571429,11649.1,nan,2.05620138554,4462.52740342,2389777.86478,112,0.000176527,1,0.000201726,8.8556e-09,nan,1.12993,6.42024e-10,4382.88,4462.52740342
783404.0,3242.77337771,100,39.5562,0.4,50000,13.3193,4485204.66732,3.6075e-05,324.675324675,18305.9,nan,6.38490797868,3242.77337771,4485204.66732,154,0.000591489,1,,,nan,2.41254,2.97815e-09,4334.55,3242.77337771
771115.0,2971.67306219,100,748197.0,0.4,50000,1.85062e+08,4842743.97791,3.30688e-05,297.619047619,18890.2,nan,9.999997764,2971.67306219,4842743.97791,168,0.0988764,1,,,nan,250.231,3.232e-06,4305.81,2971.67306219
871154.0,4543.92162833,100,3.22697,0.4,50000,0.304579,2074553.22657,5.05051e-05,454.545454545,10830.6,nan,1.57812301167,4543.92162833,2074553.22657,110,0.000142255,1,1.33348e-05,5.87842e-10,nan,1.14567,5.919e-10,4385.01,4543.92162833
781423.0,3160.38588176,100,1.08145e+07,0.4,50000,4.93281e+10,4319496.16279,3.51617e-05,316.455696203,17635.2,nan,12.0000001483,3160.38588176,4319496.16279,158,0.0832831,1,,,nan,4565.82,2.92548e-06,4303.35,3160.38588176
760999.0,2742.27096089,100,2.42886e+07,0.4,50000,2.1602e+11,4899405.77024,3.0525e-05,274.725274725,19979.3,nan,11.9999999787,2742.27096089,4899405.77024,182,0.0833038,1,,,nan,8900.07,2.54109e-06,4311.15,2742.27096089
780069.0,3242.73400972,100,29.3696,0.4,50000,22.8614,3930916.79714,3.6075e-05,324.675324675,17255.9,nan,6.15217723951,3242.73400972,3930916.79714,154,0.000367806,1,,,nan,2.88062,3.58546e-09,4303.83,3242.73400972
821230.0,3783.97099422,100,13.1174,0.4,50000,9.19502,2870697.07118,4.20875e-05,378.787878788,13281.9,nan,2.48862841425,3783.97099422,2870697.07118,132,0.000256623,1,,,nan,2.15132,3.51926e-09,4246.92,3783.97099422
844050.0,4095.9843709,100,5.24973,0.4,50000,0.975706,3478378.53031,4.55373e-05,409.836065574,13561.6,nan,2.0519968786,4095.9843709,3478378.53031,122,0.000179333,1,4.28738e-11,1.46459e-15,nan,1.33304,1.13859e-09,4358.99,4095.9843709
798186.0,3420.15037678,100,39.3368,0.4,50000,10.2644,3921364.55793,3.80518e-05,342.465753425,16285.6,nan,7.38674147426,3420.15037678,3921364.55793,146,0.000691704,1,,,nan,2.16398,3.17377e-09,4289.55,3420.15037678
821331.0,3784.847925,100,8.96562,0.4,50000,4.53576,3714368.54221,4.20875e-05,378.787878788,15376.6,nan,3.35065447446,3784.847925,3714368.54221,132,0.000200361,1,1.82978e-20,4.08915e-25,nan,1.8833,2.26526e-09,4347.38,3784.847925
871291.0,4543.90677951,100,3.14362,0.4,50000,0.469357,1586831.9005,5.0505e-05,454.545454545,8944.27,nan,1.55182565636,4543.90677951,1586831.9005,110,0.00013502,1,5.10344e-05,2.19196e-09,nan,1.17589,8.65851e-10,4353.39,4543.90677951
