J,AvgRet,BatchSize,MaxVanillaIw,delta,SamplesThisIter,VarVanillaIw,VarRet,AvgNormIw,AvgEpLen,VarJ,renyi2,ESSClassic,VanillaAvgRet,VarDiscRet,EpsThisIter,MaxNormIw,IterType,MinVanillaIw,MinNormIw,ESSRenyi,AvgVanillaIw,VarNormIw,Bound,AvgDiscRet
824870.0,2802.0040779,100,90.9567,0.4,50000,201.413,3139283.65436,3.1211e-05,280.898876404,12148.8,nan,3.16238195543,2802.0040779,3139283.65436,178,0.000515247,1,,,nan,5.50969,6.46321e-09,4142.24,2802.0040779
801156.0,1900.57290603,100,7711.52,0.4,50000,18658.3,3119723.29742,2.12044e-05,190.839694656,17780.6,nan,11.0506635378,1900.57290603,3119723.29742,262,0.00967885,1,,,nan,16.8944,2.93928e-08,4095.09,1900.57290603
751727.0,1670.42936025,100,5288.41,0.4,50000,7429.0,3675253.56785,1.86428e-05,167.785234899,21274.9,nan,9.40523612105,1670.42936025,3675253.56785,298,0.00757197,1,,,nan,13.0205,1.52299e-08,4242.11,1670.42936025
802844.0,2544.45991253,100,1067.5,0.4,50000,737.529,3223426.01616,2.83447e-05,255.102040816,14090.6,nan,8.07602439374,2544.45991253,3223426.01616,196,0.00417017,1,,,nan,7.25582,1.12551e-08,4176.9,2544.45991253
775409.0,2204.82517118,100,1595.95,0.4,50000,2040.13,3128323.50285,2.45821e-05,221.238938053,16679.5,nan,5.38494014706,2204.82517118,3128323.50285,226,0.00365781,1,,,nan,10.7255,1.07167e-08,4071.08,2204.82517118
783827.0,2205.38217457,100,427.935,0.4,50000,740.067,3463013.17037,2.45821e-05,221.238938053,17267.0,nan,4.7558076006,2205.38217457,3463013.17037,226,0.00121018,1,,,nan,8.69254,5.91855e-09,4177.2,2205.38217457
853856.0,3784.70582468,100,15.4663,0.4,50000,9.25682,2512489.22325,4.20875e-05,378.787878788,9483.39,nan,4.35527590226,3784.70582468,2512489.22325,132,0.00028853,1,2.27735e-20,4.24848e-25,nan,2.25605,3.2216e-09,4304.82,3784.70582468
766079.0,1976.34556339,100,3496.62,0.4,50000,11570.9,2485006.21302,2.20459e-05,198.412698413,18273.9,nan,5.27356235527,1976.34556339,2485006.21302,252,0.00418308,1,,,nan,18.4281,1.656e-08,4071.65,1976.34556339
740228.0,2075.19826972,100,12081.3,0.4,50000,40914.6,3507378.06249,2.31481e-05,208.333333333,18968.4,nan,11.9615262942,2075.19826972,3507378.06249,240,0.0284794,1,,,nan,9.81973,2.27359e-07,4012.17,2075.19826972
766861.0,2468.47453064,100,174.482,0.4,50000,441.47,2886399.10426,2.75028e-05,247.524752475,16874.0,nan,4.85424804388,2468.47453064,2886399.10426,202,0.000643854,1,,,nan,7.45312,6.01142e-09,4163.45,2468.47453064
800935.0,2266.28318529,100,156.207,0.4,50000,134.632,4448315.10741,2.52525e-05,227.272727273,16780.0,nan,6.27922617246,2266.28318529,4448315.10741,220,0.000805345,1,,,nan,4.89805,3.57858e-09,4293.66,2266.28318529
793723.0,2625.09597036,100,1040.46,0.4,50000,638.782,3136151.68968,2.92398e-05,263.157894737,15561.1,nan,9.2911747408,2625.09597036,3136151.68968,190,0.00470776,1,,,nan,6.46229,1.30776e-08,4177.72,2625.09597036
771119.0,2205.48241592,100,600.573,0.4,50000,881.46,3111884.10649,2.45821e-05,221.238938053,18516.9,nan,9.54462353099,2205.48241592,3111884.10649,226,0.00156856,1,,,nan,9.41203,6.01276e-09,4192.78,2205.48241592
783347.0,2625.72613782,100,851.333,0.4,50000,386.744,4692900.04257,2.92398e-05,263.157894737,16502.6,nan,10.9901147458,2625.72613782,4692900.04257,190,0.00543693,1,,,nan,4.57846,1.57737e-08,4244.08,2625.72613782
789837.0,2598.19514129,100,174.513,0.4,50000,124.17,4147873.23655,2.89352e-05,260.416666667,16311.7,nan,4.13865054522,2598.19514129,4147873.23655,192,0.00109463,1,,,nan,4.61304,4.88535e-09,4240.95,2598.19514129
759267.0,2129.66957169,100,640.58,0.4,50000,983.744,3239528.73923,2.37417e-05,213.675213675,19800.4,nan,3.94066204502,2129.66957169,3239528.73923,234,0.00157485,1,,,nan,9.65708,5.94585e-09,4176.28,2129.66957169
776246.0,2625.23388333,100,167915.0,0.4,50000,1.02911e+07,4149500.59703,2.92398e-05,263.157894737,16757.6,nan,12.0002561519,2625.23388333,4149500.59703,190,0.0653584,1,,,nan,75.1213,1.55914e-06,4215.86,2625.23388333
716288.0,1703.94784526,100,3810.58,0.4,50000,8998.45,2778428.18169,1.90259e-05,171.232876712,21660.2,nan,6.63124243863,1703.94784526,2778428.18169,292,0.00416002,1,,,nan,17.4277,1.07245e-08,3996.25,1703.94784526
772824.0,2653.75682394,100,9093.62,0.4,50000,29448.6,3834425.0639,2.95508e-05,265.957446809,18207.6,nan,11.9864226962,2653.75682394,3834425.0639,188,0.0308609,1,,,nan,8.70758,3.39164e-07,4242.92,2653.75682394
794758.0,2836.01597758,100,11362.4,0.4,50000,48902.7,4711764.82011,3.15657e-05,284.090909091,16283.2,nan,12.0107902004,2836.01597758,4711764.82011,176,0.0450786,1,,,nan,7.95634,7.69724e-07,4303.62,2836.01597758
833513.0,3784.76304168,100,13.1241,0.4,50000,7.51205,2735656.55691,4.20875e-05,378.787878788,11882.5,nan,3.7525389722,3784.76304168,2735656.55691,132,0.000260962,1,1.75862e-28,3.49689e-33,nan,2.11663,2.97014e-09,4304.51,3784.76304168
757965.0,2375.27702796,100,107.599,0.4,50000,114.678,4578998.60533,2.6455e-05,238.095238095,19116.7,nan,5.88033916674,2375.27702796,4578998.60533,210,0.0006034,1,,,nan,4.71748,3.60643e-09,4304.07,2375.27702796
707737.0,1803.94892599,100,62675.6,0.4,50000,792155.0,3127165.31901,2.01288e-05,181.15942029,20443.6,nan,9.99568027796,1803.94892599,3127165.31901,276,0.0521174,1,,,nan,24.2066,5.47746e-07,4162.15,1803.94892599
715453.0,1930.20363271,100,2239.87,0.4,50000,2247.18,3640394.6637,2.15332e-05,193.798449612,23798.0,nan,8.8795798493,1930.20363271,3640394.6637,258,0.0048077,1,,,nan,10.0321,1.0353e-08,4180.59,1930.20363271
747266.0,2265.2612003,100,192.652,0.4,50000,353.879,3770044.37111,2.52525e-05,227.272727273,17715.3,nan,5.71723852558,2265.2612003,3770044.37111,220,0.000757379,1,,,nan,6.42342,5.4693e-09,4115.38,2265.2612003
739393.0,2351.73026421,100,90.1711,0.4,50000,198.839,4244909.74187,2.62055e-05,235.849056604,18905.5,nan,3.18211888956,2351.73026421,4244909.74187,212,0.000420024,1,,,nan,5.62581,4.31435e-09,4219.4,2351.73026421
776452.0,2803.34218995,100,76.2271,0.4,50000,114.072,3326336.6302,3.1211e-05,280.898876404,16063.7,nan,3.71324123809,2803.34218995,3326336.6302,178,0.000480837,1,3.32506e-31,2.09743e-36,nan,4.94788,4.53896e-09,4242.38,2803.34218995
763185.0,2571.42993815,100,293.103,0.4,50000,224.475,3938969.72477,2.86369e-05,257.731958763,18853.5,nan,5.74796341046,2571.42993815,3938969.72477,194,0.00140496,1,,,nan,5.97421,5.15774e-09,4254.81,2571.42993815
722770.0,1930.13828434,100,11700.2,0.4,50000,34036.3,2534513.83257,2.15332e-05,193.798449612,18171.2,nan,9.70531872918,1930.13828434,2534513.83257,258,0.0135443,1,,,nan,18.6013,4.5611e-08,4070.65,1930.13828434
748661.0,2597.76366134,100,143.403,0.4,50000,276.923,3261153.82513,2.89352e-05,260.416666667,17044.6,nan,6.19295091807,2597.76366134,3261153.82513,192,0.000682184,1,,,nan,6.08252,6.26679e-09,4179.4,2597.76366134
751775.0,2570.69581567,100,1123.51,0.4,50000,777.074,3086450.61579,2.86369e-05,257.731958763,17319.4,nan,8.6289118307,2570.69581567,3086450.61579,194,0.00456704,1,,,nan,7.04481,1.28403e-08,4163.46,2570.69581567
754023.0,2801.55218741,100,540.472,0.4,50000,220.234,2668407.81539,3.1211e-05,280.898876404,15447.6,nan,7.3706149595,2801.55218741,2668407.81539,178,0.00371118,1,2.6817e-37,1.84131e-42,nan,4.54536,1.03839e-08,4064.87,2801.55218741
726659.0,2265.36098681,100,1157.52,0.4,50000,2262.42,2555581.0533,2.52525e-05,227.272727273,19107.2,nan,5.91391701208,2265.36098681,2555581.0533,220,0.002258,1,,,nan,12.9453,8.60918e-09,4094.2,2265.36098681
807523.0,3516.6243207,100,17.2868,0.4,50000,17.245,2886134.51273,3.91236e-05,352.112676056,13535.6,nan,2.22450182,3516.6243207,2886134.51273,142,0.000248064,1,,,nan,2.72641,3.55108e-09,4246.45,3516.6243207
764605.0,2802.83525654,100,67.4442,0.4,50000,110.072,3961725.06049,3.1211e-05,280.898876404,17091.5,nan,3.1966406655,2802.83525654,3961725.06049,178,0.000462167,1,,,nan,4.55463,5.16875e-09,4178.21,2802.83525654
733986.0,2492.88411444,100,896.29,0.4,50000,503.031,3568007.26135,2.77778e-05,250.0,18303.2,nan,8.11228221768,2492.88411444,3568007.26135,200,0.00410108,1,,,nan,6.07082,1.05316e-08,4115.1,2492.88411444
772992.0,2740.85511873,100,131.837,0.4,50000,68.4156,4565193.34937,3.0525e-05,274.725274725,17201.1,nan,3.03397239638,2740.85511873,4565193.34937,182,0.00107391,1,,,nan,3.74736,4.53959e-09,4185.19,2740.85511873
717220.0,2058.91118547,100,1084.37,0.4,50000,1224.16,4068552.75478,2.29568e-05,206.611570248,20808.9,nan,3.95385784146,2058.91118547,4068552.75478,242,0.0026168,1,,,nan,9.51302,7.12893e-09,4177.65,2058.91118547
765617.0,2802.78817727,100,4.36028e+06,0.4,50000,7.11816e+09,3104413.01986,3.1211e-05,280.898876404,15986.0,nan,11.9999997567,2802.78817727,3104413.01986,178,0.0830457,1,,,nan,1638.72,2.5821e-06,4178.04,2802.78817727
765088.0,2598.1978556,100,109723.0,0.4,50000,3.48312e+06,4926551.46944,2.89352e-05,260.416666667,19424.8,nan,10.0014663132,2598.1978556,4926551.46944,192,0.0880545,1,,,nan,36.0555,2.24325e-06,4291.91,2598.1978556
787817.0,3371.96802696,100,38.3461,0.4,50000,24.4752,3146361.1282,3.75375e-05,337.837837838,14507.0,nan,6.23979346097,3371.96802696,3146361.1282,148,0.000515905,1,,,nan,2.79008,4.43019e-09,4195.9,3371.96802696
738494.0,2493.85858185,100,40932.3,0.4,50000,558340.0,4226233.44379,2.77778e-05,250.0,19498.0,nan,11.9992277758,2493.85858185,4226233.44379,200,0.0593715,1,,,nan,19.1507,1.17469e-06,4243.25,2493.85858185
802890.0,3285.41898711,100,22.2719,0.4,50000,21.2102,3698237.0332,3.65497e-05,328.947368421,15608.3,nan,3.76590684446,3285.41898711,3698237.0332,152,0.000281912,1,,,nan,2.88753,3.39828e-09,4303.85,3285.41898711
807782.0,3467.55249588,100,24.1831,0.4,50000,23.0502,3074221.44466,3.85802e-05,347.222222222,13642.8,nan,3.04403263072,3467.55249588,3074221.44466,144,0.000323588,1,8.09757e-22,1.08352e-26,nan,2.88326,4.12701e-09,4243.71,3467.55249588
826719.0,3728.08158774,100,7.08714,0.4,50000,2.8272,4230042.02943,4.14594e-05,373.134328358,14837.4,nan,2.87076807954,3728.08158774,4230042.02943,134,0.000175603,1,2.44195e-14,6.05057e-19,nan,1.67326,1.73571e-09,4338.55,3728.08158774
764692.0,2834.75900243,100,516.873,0.4,50000,322.402,3585645.33559,3.15657e-05,284.090909091,16883.9,nan,16.5734887544,2834.75900243,3585645.33559,176,0.0031252,1,,,nan,5.2206,1.17865e-08,4187.24,2834.75900243
769414.0,2802.81698262,100,1137.32,0.4,50000,625.422,3333622.03059,3.1211e-05,280.898876404,16069.1,nan,11.0502911559,2802.81698262,3333622.03059,178,0.00642881,1,,,nan,5.52156,1.99832e-08,4191.35,2802.81698262
751071.0,2834.71439927,100,50.1236,0.4,50000,60.0665,4307431.26931,3.15657e-05,284.090909091,18380.8,nan,3.66444625151,2834.71439927,4307431.26931,176,0.000418803,1,,,nan,3.77788,4.19341e-09,4201.66,2834.71439927
769212.0,2681.91115693,100,95.6212,0.4,50000,260.365,3520339.60584,2.98686e-05,268.817204301,17012.8,nan,2.99325908015,2681.91115693,3520339.60584,186,0.000442354,1,,,nan,6.45652,5.57206e-09,4192.06,2681.91115693
748073.0,2711.55001603,100,121.637,0.4,50000,140.52,3921691.65293,3.01932e-05,271.739130435,18513.1,nan,4.79212470697,2711.55001603,3921691.65293,184,0.000719379,1,,,nan,5.10526,4.91499e-09,4242.67,2711.55001603
775068.0,2835.3807503,100,192.907,0.4,50000,85.3252,3938134.10159,3.15657e-05,284.090909091,18008.1,nan,3.29609919271,2835.3807503,3938134.10159,176,0.00146152,1,,,nan,4.16637,4.89769e-09,4245.19,2835.3807503
745333.0,2625.15356064,100,89.4789,0.4,50000,133.898,3941442.34025,2.92398e-05,263.157894737,18458.8,nan,6.0501913459,2625.15356064,3941442.34025,190,0.000519798,1,,,nan,5.03338,4.51857e-09,4214.89,2625.15356064
770722.0,2935.14773452,100,27830.2,0.4,50000,303623.0,3443482.10774,3.26797e-05,294.117647059,16210.9,nan,11.999690747,2935.14773452,3443482.10774,170,0.0598472,1,,,nan,15.1967,1.40408e-06,4183.18,2935.14773452
842871.0,4094.76558227,100,13.4928,0.4,50000,9.37322,1051985.84479,4.55373e-05,409.836065574,8446.43,nan,2.50874789945,4094.76558227,1051985.84479,122,0.000269525,1,3.44363e-11,6.87879e-16,nan,2.27967,3.74008e-09,4244.14,4094.76558227
716105.0,2147.57888909,100,263.316,0.4,50000,363.199,4153985.97585,2.39464e-05,215.517241379,22114.9,nan,8.39933142233,2147.57888909,4153985.97585,232,0.000936778,1,,,nan,6.73102,4.59687e-09,4192.02,2147.57888909
758142.0,2835.48370371,100,1.06559e+06,0.4,50000,3.58318e+08,3858235.44688,3.15657e-05,284.090909091,17514.0,nan,10.0002018109,2835.48370371,3858235.44688,176,0.0983674,1,,,nan,341.943,3.05344e-06,4254.77,2835.48370371
785838.0,3200.95683966,100,24.6898,0.4,50000,20.9895,4473489.14289,3.56125e-05,320.512820513,17223.4,nan,4.69477963135,3200.95683966,4473489.14289,156,0.000312742,1,2.87916e-25,3.64699e-30,nan,2.81148,3.36775e-09,4303.88,3200.95683966
746557.0,2570.8313496,100,137.547,0.4,50000,163.46,4343766.20901,2.86369e-05,257.731958763,18693.9,nan,2.68554886202,2570.8313496,4343766.20901,194,0.000713515,1,,,nan,5.52044,4.39862e-09,4242.83,2570.8313496
732596.0,2397.16141093,100,2.83356e+06,0.4,50000,2.14399e+09,3643297.8194,2.67094e-05,240.384615385,18980.0,nan,10.0000019068,2397.16141093,3643297.8194,208,0.0990704,1,,,nan,763.928,2.62087e-06,4178.02,2397.16141093
803052.0,3467.71904387,100,24.0743,0.4,50000,13.7597,3664404.00057,3.85802e-05,347.222222222,14785.1,nan,6.07828235559,3467.71904387,3664404.00057,144,0.000378109,1,,,nan,2.45641,3.39421e-09,4263.1,3467.71904387
763326.0,2740.79598852,100,3.23211e+09,0.4,50000,3.18794e+15,3113137.97583,3.0525e-05,274.725274725,16230.8,nan,10.0000028204,2740.79598852,3113137.97583,182,0.0999995,1,,,nan,986609.0,3.05163e-06,4161.27,2740.79598852
775782.0,3199.53041578,100,59.465,0.4,50000,57.4956,2998664.70553,3.56125e-05,320.512820513,15622.9,nan,5.71753687543,3199.53041578,2998664.70553,156,0.000582626,1,,,nan,3.63475,5.51939e-09,4178.91,3199.53041578
869723.0,4462.43917787,100,3.3829,0.4,50000,0.293229,2336769.36897,4.96032e-05,446.428571429,10459.6,nan,1.90185891953,4462.43917787,2336769.36897,112,0.000154864,1,6.79263e-05,3.10955e-09,nan,1.08355,6.14508e-10,4377.38,4462.43917787
803326.0,3517.50117619,100,15.225,0.4,50000,8.33245,3856547.06501,3.91236e-05,352.112676056,16083.2,nan,5.18960672115,3517.50117619,3856547.06501,142,0.000257506,1,2.91816e-18,4.93559e-23,nan,2.31317,2.3836e-09,4336.78,3517.50117619
866046.0,4462.33136844,100,3.86875,0.4,50000,0.278712,2400281.48539,4.96032e-05,446.428571429,11684.9,nan,1.77117016519,4462.33136844,2400281.48539,112,0.000174069,1,9.68312e-06,4.35679e-10,nan,1.10245,5.64232e-10,4383.59,4462.33136844
752628.0,2444.75753458,100,121.602,0.4,50000,186.548,4172046.50853,2.72331e-05,245.098039216,19383.7,nan,4.27362542765,2444.75753458,4172046.50853,204,0.000598073,1,,,nan,5.53711,4.51252e-09,4243.22,2444.75753458
799742.0,3516.78020085,100,17.6063,0.4,50000,10.9409,4106908.98573,3.91236e-05,352.112676056,16339.2,nan,4.49246562532,3516.78020085,4106908.98573,142,0.000283607,1,,,nan,2.42879,2.83889e-09,4310.47,3516.78020085
781520.0,3200.91641503,100,26.8112,0.4,50000,14.3146,4843355.62608,3.56125e-05,320.512820513,18151.4,nan,9.82196025812,3200.91641503,4843355.62608,156,0.000382463,1,,,nan,2.49649,2.9129e-09,4341.52,3200.91641503
784809.0,3420.09168502,100,65.8724,0.4,50000,35.6746,2517514.13421,3.80517e-05,342.465753425,14054.6,nan,3.63472485072,3420.09168502,2517514.13421,146,0.00075541,1,,,nan,3.31814,4.69157e-09,4243.85,3420.09168502
782151.0,3160.35138236,100,23.704,0.4,50000,11.5083,4690109.98541,3.51617e-05,316.455696203,17779.3,nan,3.4375029422,3160.35138236,4690109.98541,158,0.00034731,1,9.225e-21,1.35164e-25,nan,2.3998,2.47059e-09,4333.32,3160.35138236
781791.0,3242.60000043,100,41.5844,0.4,50000,13.5802,4569525.07776,3.6075e-05,324.675324675,17894.5,nan,3.94480845185,3242.60000043,4569525.07776,154,0.000600207,1,9.15939e-22,1.32202e-26,nan,2.4994,2.8291e-09,4316.43,3242.60000043
756267.0,2654.33451323,100,1.22494e+09,0.4,50000,5.3191e+14,4238582.6713,2.95508e-05,265.957446809,18753.8,nan,12.0000023691,2654.33451323,4238582.6713,188,0.0833324,1,,,nan,434380.0,2.46171e-06,4301.39,2654.33451323
836155.0,4029.45089435,100,7.95359,0.4,50000,2.18593,2724129.48346,4.48029e-05,403.225806452,12898.7,nan,4.87764824854,4029.45089435,2724129.48346,124,0.000225186,1,4.35515e-06,1.23305e-10,nan,1.58244,1.75224e-09,4345.49,4029.45089435
776178.0,3006.6584153,100,29.2694,0.4,50000,38.658,3658740.4074,3.34672e-05,301.204819277,16435.7,nan,2.40928185736,3006.6584153,3658740.4074,166,0.000294424,1,,,nan,3.32705,3.91165e-09,4246.26,3006.6584153
803267.0,3468.46470507,100,44.0731,0.4,50000,8.79195,3909937.35741,3.85802e-05,347.222222222,15752.3,nan,3.25380596722,3468.46470507,3909937.35741,144,0.000767788,1,,,nan,2.21461,2.66821e-09,4316.31,3468.46470507
832300.0,4028.58852839,100,8.12781,0.4,50000,4.22684,2284641.33275,4.48029e-05,403.225806452,11982.8,nan,2.18404531631,4028.58852839,2284641.33275,124,0.000197508,1,2.37663e-05,5.77528e-10,nan,1.84371,2.49598e-09,4296.03,4028.58852839
805277.0,3726.35934954,100,13.9612,0.4,50000,7.77431,3137611.74814,4.14594e-05,373.134328358,14512.5,nan,2.65037875272,3726.35934954,3137611.74814,134,0.000284181,1,5.88305e-17,1.19749e-21,nan,2.03682,3.2211e-09,4229.31,3726.35934954
770664.0,2836.02357435,100,3377.46,0.4,50000,4363.96,4301476.91237,3.15657e-05,284.090909091,18303.7,nan,12.0208354244,2836.02357435,4301476.91237,176,0.0205322,1,,,nan,5.19241,1.61277e-07,4303.9,2836.02357435
811595.0,3517.56657005,100,17.3073,0.4,50000,7.75192,4356260.60943,3.91236e-05,352.112676056,15961.2,nan,7.73419602363,3517.56657005,4356260.60943,142,0.000312609,1,,,nan,2.16604,2.52903e-09,4342.53,3517.56657005
798929.0,3467.64959367,100,17.8157,0.4,50000,11.2636,3840703.03933,3.85802e-05,347.222222222,15699.5,nan,2.63758323179,3467.64959367,3840703.03933,144,0.000290692,1,,,nan,2.36447,2.99874e-09,4259.15,3467.64959367
